Orthogroup	N_naja.pep	X_tropicalis.pep
OG0001370	Nana00530-RA	ENSXETG00000008072.1
OG0001372	Nana04056-RA, Nana34815-RA	ENSXETG00000010644.1
OG0001373	Nana37203-RC, Nana37203-RD, Nana37203-RB, Nana37203-RA	ENSXETG00000002820.1
OG0001374	Nana11894-RA	ENSXETG00000018725.1
OG0001374	Nana33083-RB, Nana33083-RA	ENSXETG00000004118.1
OG0001375	Nana02493-RA	ENSXETG00000001694.1
OG0001376	Nana23558-RA	ENSXETG00000015634.1
OG0001376	Nana04415-RA	ENSXETG00000000699.1
OG0001377	Nana31311-RA	ENSXETG00000014645.1
OG0001378	Nana31717-RA	ENSXETG00000020937.1
OG0001378	Nana13788-RA	ENSXETG00000018677.1
OG0001379	Nana38014-RA, Nana23500-RA, Nana23500-RB	ENSXETG00000014708.1
OG0001380	Nana11157-RA	ENSXETG00000011483.1
OG0001381	Nana10204-RA	ENSXETG00000000600.1
OG0001381	Nana03832-RA	ENSXETG00000016972.1
OG0001382	Nana23277-RA, Nana21379-RA	ENSXETG00000002212.1
OG0001384	Nana03543-RA	ENSXETG00000014709.1
OG0001384	Nana10055-RA	ENSXETG00000013810.1
OG0001385	Nana21484-RA, Nana22942-RA	ENSXETG00000019903.1
OG0001386	Nana25586-RA	ENSXETG00000002751.1
OG0001386	Nana18490-RA	ENSXETG00000006285.1
OG0001387	Nana26203-RB, Nana26203-RC	ENSXETG00000005036.1
OG0001387	Nana20696-RA	ENSXETG00000002497.1
OG0001388	Nana32396-RA	ENSXETG00000000739.1
OG0001389	Nana04143-RA	ENSXETG00000015573.1, ENSXETG00000015654.1, ENSXETG00000015601.1, ENSXETG00000015699.1
OG0001390	Nana14983-RA	ENSXETG00000010114.1
OG0001390	Nana09309-RA	ENSXETG00000020105.1
OG0001391	Nana27604-RA	ENSXETG00000015624.1
OG0001392	Nana37903-RA, Nana37903-RB, Nana23619-RA	ENSXETG00000011919.1, ENSXETG00000015969.1
OG0001393	Nana09485-RA, Nana09886-RA	ENSXETG00000020590.1
OG0001394	Nana16244-RA	ENSXETG00000017914.1
OG0001395	Nana39696-RA	ENSXETG00000019151.1
OG0001396	Nana35915-RA	ENSXETG00000003916.1
OG0001397	Nana20152-RA	ENSXETG00000021007.1
OG0001397	Nana35211-RA	ENSXETG00000018978.1
OG0001399	Nana27499-RA	ENSXETG00000018439.1
OG0001399	Nana04262-RA	ENSXETG00000013423.1
OG0001400	Nana21783-RA	ENSXETG00000003209.1
OG0001400	Nana23265-RA	ENSXETG00000008746.1
OG0001401	Nana03911-RA	ENSXETG00000020344.1
OG0001401	Nana10175-RA	ENSXETG00000006352.1
OG0001402	Nana26291-RA	ENSXETG00000018092.1
OG0001402	Nana20352-RA	ENSXETG00000005363.1
OG0001403	Nana22103-RA, Nana03786-RA	ENSXETG00000004240.1
OG0001404	Nana27423-RA	ENSXETG00000003126.1
OG0001406	Nana34612-RA, Nana34612-RB	ENSXETG00000007353.1
OG0001407	Nana20139-RA	ENSXETG00000001838.1, ENSXETG00000001816.1
OG0001408	Nana22645-RA, Nana23050-RA	ENSXETG00000001068.1
OG0001409	Nana33790-RA	ENSXETG00000015794.1
OG0001409	Nana27327-RA	ENSXETG00000011579.1
OG0001410	Nana10900-RA	ENSXETG00000000907.1
OG0001410	Nana14624-RA	ENSXETG00000003477.1
OG0001411	Nana09564-RA, Nana27248-RA	ENSXETG00000012275.1
OG0001412	Nana11521-RA, Nana11518-RB	ENSXETG00000017015.1
OG0001413	Nana27199-RA	ENSXETG00000011396.1
OG0001414	Nana14327-RA, Nana08098-RA	ENSXETG00000010832.1
OG0001415	Nana14330-RA, Nana14329-RA	ENSXETG00000000516.1, ENSXETG00000000428.1, ENSXETG00000000416.1, ENSXETG00000000400.1
OG0001416	Nana27060-RA	ENSXETG00000016815.1
OG0001417	Nana26999-RA, Nana13898-RA	ENSXETG00000002416.1
OG0001418	Nana28393-RA	ENSXETG00000016917.1, ENSXETG00000019212.1, ENSXETG00000018569.1, ENSXETG00000018572.1, ENSXETG00000021045.1, ENSXETG00000021221.1, ENSXETG00000017951.1, ENSXETG00000017245.1
OG0001419	Nana17644-RA, Nana08868-RA	ENSXETG00000008083.1
OG0001421	Nana14008-RA, Nana26814-RA	ENSXETG00000019537.1
OG0001422	Nana24511-RA	ENSXETG00000014743.1
OG0001423	Nana14014-RA	ENSXETG00000018495.1
OG0001423	Nana29653-RA	ENSXETG00000017576.1
OG0001424	Nana14015-RA	ENSXETG00000018815.1
OG0001425	Nana23335-RA, Nana04895-RA, Nana04895-RB	ENSXETG00000001523.1
OG0001426	Nana02200-RA	ENSXETG00000016190.1
OG0001426	Nana26154-RA	ENSXETG00000000386.1
OG0001427	Nana26045-RB, Nana26045-RE, Nana26045-RA, Nana26045-RD, Nana26045-RC, Nana26045-RG, Nana26045-RF	ENSXETG00000011000.1
OG0001428	Nana29189-RA, Nana10748-RC, Nana10748-RB	ENSXETG00000004943.1
OG0001429	Nana31721-RA	ENSXETG00000009201.1, ENSXETG00000009205.1
OG0001429	Nana13661-RA, Nana13660-RA, Nana31723-RA	ENSXETG00000009196.1
OG0001430	Nana24473-RA	ENSXETG00000001445.1
OG0001430	Nana24474-RA	ENSXETG00000006168.1
OG0001431	Nana10662-RA	ENSXETG00000010049.1
OG0001431	Nana29275-RA	ENSXETG00000012468.1
OG0001432	Nana18503-RA	ENSXETG00000004265.1, ENSXETG00000014668.1
OG0001433	Nana35498-RH, Nana35498-RA, Nana35498-RD, Nana35498-RE, Nana35498-RI, Nana35498-RC, Nana35498-RB, Nana35498-RG, Nana35498-RF	ENSXETG00000002477.1
OG0001434	Nana09218-RA	ENSXETG00000006253.1
OG0001435	Nana24778-RA, Nana24779-RA, Nana24784-RA	ENSXETG00000000378.1
OG0001436	Nana24850-RA, Nana35933-RA	ENSXETG00000004108.1
OG0001437	Nana17577-RA, Nana17591-RA	ENSXETG00000007710.1
OG0001438	Nana12371-RA	ENSXETG00000016822.1
OG0001438	Nana32937-RA	ENSXETG00000018670.1
OG0001439	Nana06743-RA	ENSXETG00000004179.1
OG0001439	Nana12267-RA	ENSXETG00000010334.1
OG0001440	Nana12147-RA, Nana12147-RB	ENSXETG00000002292.1, ENSXETG00000002310.1, ENSXETG00000002300.1, ENSXETG00000020507.1, ENSXETG00000002271.1
OG0001441	Nana11742-RA	ENSXETG00000019095.1
OG0001442	Nana11714-RC, Nana11714-RA, Nana11714-RB	ENSXETG00000017423.1
OG0001443	Nana11599-RA	ENSXETG00000020964.1
OG0001443	Nana10846-RA	ENSXETG00000006375.1
OG0001444	Nana11591-RA	ENSXETG00000017429.1
OG0001444	Nana06795-RA	ENSXETG00000013063.1
OG0001445	Nana05240-RA, Nana05241-RA, Nana30846-RA, Nana05242-RA	ENSXETG00000019158.1
OG0001446	Nana15529-RA	ENSXETG00000001003.1
OG0001446	Nana05267-RA, Nana05267-RB	ENSXETG00000017961.1
OG0001447	Nana05123-RA, Nana05123-RB, Nana30749-RA	ENSXETG00000002028.1
OG0001449	Nana12608-RA	ENSXETG00000008241.1
OG0001449	Nana33562-RA	ENSXETG00000007378.1
OG0001450	Nana05043-RA, Nana05044-RA, Nana05041-RA	ENSXETG00000004138.1
OG0001450	Nana01374-RA	ENSXETG00000005175.1
OG0001451	Nana10011-RA, Nana10010-RA, Nana38434-RA, Nana38431-RA, Nana38435-RA	ENSXETG00000019127.1
OG0001452	Nana04361-RB, Nana04361-RA, Nana04361-RC	ENSXETG00000005507.1
OG0001453	Nana09342-RE, Nana09342-RD, Nana09342-RA, Nana09342-RB, Nana09342-RC	ENSXETG00000009697.1
OG0001454	Nana03870-RD, Nana03870-RC, Nana03870-RE	ENSXETG00000019926.1
OG0001455	Nana04004-RC, Nana04004-RG, Nana04004-RE, Nana04004-RA, Nana04004-RB, Nana04004-RD, Nana04004-RH, Nana04004-RF	ENSXETG00000017564.1
OG0001456	Nana03923-RA, Nana34484-RA	ENSXETG00000018212.1
OG0001457	Nana08958-RA	ENSXETG00000003547.1, ENSXETG00000003604.1
OG0001458	Nana03002-RA, Nana38776-RA	ENSXETG00000019759.1
OG0001459	Nana08850-RA	ENSXETG00000012553.1, ENSXETG00000012996.1, ENSXETG00000012998.1, ENSXETG00000017676.1
OG0001460	Nana28079-RC	ENSXETG00000006858.1
OG0001460	Nana08863-RA	ENSXETG00000014172.1
OG0001461	Nana02907-RA	ENSXETG00000002109.1
OG0001463	Nana08372-RB, Nana08372-RD, Nana08372-RE, Nana08372-RC	ENSXETG00000016484.1
OG0001464	Nana08072-RB, Nana08072-RE, Nana08072-RD, Nana08072-RC, Nana08072-RF	ENSXETG00000008342.1
OG0001465	Nana07800-RD, Nana07800-RC, Nana07800-RA, Nana07800-RB	ENSXETG00000008902.1
OG0001466	Nana07810-RA, Nana07810-RB	ENSXETG00000008438.1
OG0001467	Nana07636-RB, Nana07636-RC, Nana07636-RA, Nana07636-RD	ENSXETG00000001809.1
OG0001468	Nana39931-RA, Nana01721-RB, Nana01721-RA, Nana39931-RB	ENSXETG00000016100.1
OG0001469	Nana07624-RE, Nana07624-RC, Nana07624-RD	ENSXETG00000000535.1
OG0001470	Nana01474-RA	ENSXETG00000011196.1, ENSXETG00000011111.1, ENSXETG00000011221.1, ENSXETG00000011012.1
OG0001470	Nana01440-RA	ENSXETG00000000365.1, ENSXETG00000011684.1
OG0001473	Nana00571-RA	ENSXETG00000000330.1
OG0001474	Nana00099-RA	ENSXETG00000012900.1
OG0001474	Nana35532-RA	ENSXETG00000015025.1
OG0001476	Nana15008-RA, Nana38545-RA, Nana38546-RA	ENSXETG00000020131.1, ENSXETG00000013437.1, ENSXETG00000017679.1
OG0001477	Nana24661-RA	ENSXETG00000009795.1
OG0001477	Nana01917-RA	ENSXETG00000014526.1
OG0001478	Nana08814-RA	ENSXETG00000006662.1
OG0001481	Nana23967-RA	ENSXETG00000014747.1, ENSXETG00000014967.1, ENSXETG00000014894.1, ENSXETG00000014986.1, ENSXETG00000015006.1, ENSXETG00000015692.1, ENSXETG00000015578.1, ENSXETG00000015818.1, ENSXETG00000015625.1, ENSXETG00000015499.1, ENSXETG00000014808.1, ENSXETG00000014787.1, ENSXETG00000014936.1, ENSXETG00000014877.1, ENSXETG00000014765.1
OG0001493	Nana19622-RA	ENSXETG00000006017.1
OG0001493	Nana28400-RA	ENSXETG00000019365.1
OG0001494	Nana19648-RA, Nana19651-RA, Nana19654-RA	ENSXETG00000014951.1
OG0001495	Nana31699-RA	ENSXETG00000020645.1, ENSXETG00000011243.1
OG0001497	Nana06074-RA, Nana14583-RA	ENSXETG00000012013.1
OG0001500	Nana26117-RA, Nana26120-RA	ENSXETG00000003137.1
OG0001501	Nana30681-RA	ENSXETG00000020327.1
OG0001501	Nana30969-RA, Nana30773-RA	ENSXETG00000008553.1
OG0001503	Nana23698-RA	ENSXETG00000011247.1
OG0001504	Nana36348-RA	ENSXETG00000000540.1
OG0001504	Nana32897-RA	ENSXETG00000017465.1
OG0001505	Nana20208-RA	ENSXETG00000003524.1
OG0001506	Nana12069-RA	ENSXETG00000008616.1
OG0001506	Nana24892-RB	ENSXETG00000001138.1
OG0001507	Nana00437-RB, Nana00437-RC, Nana00437-RA	ENSXETG00000011107.1
OG0001508	Nana29439-RA	ENSXETG00000001235.1
OG0001508	Nana14255-RA	ENSXETG00000003867.1
OG0001509	Nana31893-RA	ENSXETG00000007088.1
OG0001510	Nana23110-RA, Nana22250-RA	ENSXETG00000016730.1
OG0001511	Nana30858-RB, Nana30858-RA, Nana30858-RD, Nana30858-RC	ENSXETG00000015216.1
OG0001512	Nana19168-RA, Nana27996-RA	ENSXETG00000003894.1
OG0001513	Nana09548-RB	ENSXETG00000010247.1
OG0001514	Nana30960-RA, Nana30960-RD, Nana30960-RE, Nana30960-RB, Nana30960-RC, Nana30960-RF, Nana30960-RG	ENSXETG00000013889.1
OG0001515	Nana30957-RD, Nana30957-RF, Nana30957-RB, Nana30957-RA, Nana30957-RC, Nana30957-RE	ENSXETG00000013907.1
OG0001516	Nana36117-RB, Nana36117-RA, Nana30953-RA	ENSXETG00000013956.1
OG0001517	Nana07291-RA	ENSXETG00000008856.1, ENSXETG00000009867.1, ENSXETG00000000520.1, ENSXETG00000012281.1
OG0001518	Nana26501-RA	ENSXETG00000019609.1
OG0001520	Nana09365-RA, Nana09364-RA	ENSXETG00000018774.1
OG0001520	Nana33772-RA	ENSXETG00000006727.1
OG0001521	Nana34593-RF, Nana34593-RA, Nana34593-RD, Nana34593-RH, Nana34593-RB, Nana34593-RE, Nana34593-RG, Nana34593-RC	ENSXETG00000014777.1
OG0001524	Nana36428-RA	ENSXETG00000002677.1, ENSXETG00000002649.1
OG0001524	Nana15154-RA	ENSXETG00000011135.1
OG0001525	Nana06055-RB	ENSXETG00000013009.1
OG0001525	Nana12435-RB, Nana12435-RA	ENSXETG00000015135.1
OG0001526	Nana14682-RC, Nana14682-RA, Nana14682-RB	ENSXETG00000017784.1
OG0001528	Nana23596-RA, Nana27606-RA	ENSXETG00000008954.1
OG0001530	Nana19983-RA	ENSXETG00000006726.1
OG0001530	Nana32048-RA	ENSXETG00000010361.1
OG0001531	Nana26020-RA	ENSXETG00000016741.1
OG0001531	Nana32420-RA	ENSXETG00000002159.1
OG0001532	Nana36257-RB, Nana36257-RA	ENSXETG00000006156.1
OG0001533	Nana29051-RC, Nana29051-RB, Nana29051-RA, Nana29051-RF, Nana29051-RG, Nana29051-RH, Nana29051-RD, Nana29051-RE	ENSXETG00000001452.1
OG0001534	Nana37361-RB, Nana37361-RA	ENSXETG00000007940.1
OG0001534	Nana20539-RA, Nana20539-RB	ENSXETG00000010184.1
OG0001536	Nana09806-RA	ENSXETG00000018692.1
OG0001537	Nana08038-RA	ENSXETG00000009673.1
OG0001538	Nana23786-RA, Nana00321-RA	ENSXETG00000004945.1
OG0001539	Nana29465-RA	ENSXETG00000006115.1
OG0001540	Nana33611-RA	ENSXETG00000019774.1, ENSXETG00000018900.1, ENSXETG00000019777.1
OG0001541	Nana28051-RJ, Nana28051-RL, Nana28051-RM, Nana28051-RB, Nana28051-RH, Nana28051-RN, Nana28051-RK, Nana28051-RG	ENSXETG00000013984.1
OG0001543	Nana24312-RB	ENSXETG00000017052.1
OG0001544	Nana20941-RB, Nana20941-RA	ENSXETG00000000635.1
OG0001544	Nana20940-RA	ENSXETG00000000205.1
OG0001545	Nana23872-RA, Nana23872-RB	ENSXETG00000016301.1, ENSXETG00000015918.1, ENSXETG00000015853.1, ENSXETG00000015835.1, ENSXETG00000015867.1, ENSXETG00000015882.1, ENSXETG00000015891.1, ENSXETG00000015906.1
OG0001547	Nana03503-RA	ENSXETG00000020044.1
OG0001548	Nana21038-RA, Nana20833-RA	ENSXETG00000019645.1
OG0001549	Nana20813-RJ, Nana20813-RI, Nana20813-RG, Nana20813-RK, Nana20813-RF, Nana20813-RM, Nana20813-RH, Nana20813-RL	ENSXETG00000008370.1
OG0001550	Nana02922-RA	ENSXETG00000001576.1
OG0001551	Nana02098-RA, Nana30148-RA	ENSXETG00000013601.1
OG0001552	Nana33668-RD, Nana33668-RH, Nana33668-RG, Nana33668-RE, Nana33668-RB, Nana33668-RA, Nana33668-RC, Nana33668-RI	ENSXETG00000019050.1
OG0001553	Nana35628-RB, Nana35628-RC, Nana35628-RA	ENSXETG00000004113.1
OG0001554	Nana11446-RA	ENSXETG00000000403.1
OG0001555	Nana00267-RA, Nana00265-RA, Nana00269-RA	ENSXETG00000018946.1
OG0001556	Nana38227-RA, Nana38228-RA, Nana38230-RA, Nana35398-RA, Nana00125-RA	ENSXETG00000007939.1
OG0001558	Nana00354-RA, Nana00362-RA, Nana00363-RA, Nana00364-RB, Nana00364-RA	ENSXETG00000012359.1
OG0001559	Nana32143-RG, Nana32141-RA, Nana32143-RD, Nana32143-RA, Nana32143-RE, Nana32143-RH	ENSXETG00000010506.1
OG0001560	Nana29065-RH, Nana29065-RB, Nana29065-RE, Nana29065-RA, Nana29065-RF, Nana29065-RG, Nana29065-RD, Nana29065-RC	ENSXETG00000009138.1
OG0001561	Nana11001-RA	ENSXETG00000004527.1
OG0001561	Nana02138-RA	ENSXETG00000015694.1
OG0001562	Nana13707-RA	ENSXETG00000017696.1
OG0001563	Nana14809-RA, Nana14774-RA	ENSXETG00000007831.1, ENSXETG00000007784.1, ENSXETG00000015937.1, ENSXETG00000008164.1, ENSXETG00000007874.1
OG0001564	Nana17427-RA, Nana18640-RA	ENSXETG00000008967.1, ENSXETG00000007250.1
OG0001565	Nana00521-RA	ENSXETG00000009686.1
OG0001566	Nana37579-RA	ENSXETG00000000407.1
OG0001567	Nana04208-RA	ENSXETG00000001116.1
OG0001568	Nana06956-RA	ENSXETG00000019748.1
OG0001569	Nana09790-RA	ENSXETG00000009410.1
OG0001570	Nana11417-RA, Nana11415-RA	ENSXETG00000004772.1
OG0001571	Nana35432-RA, Nana35431-RA	ENSXETG00000001716.1
OG0001573	Nana06197-RG, Nana06197-RA, Nana06197-RC, Nana06197-RE, Nana06197-RD, Nana06197-RF, Nana06197-RH, Nana06197-RB	ENSXETG00000013813.1
OG0001575	Nana35012-RA, Nana04094-RA	ENSXETG00000003427.1
OG0001576	Nana35031-RA	ENSXETG00000002087.1
OG0001576	Nana35028-RA	ENSXETG00000002123.1
OG0001577	Nana26734-RB, Nana26734-RF, Nana26734-RA, Nana26734-RE, Nana26734-RG, Nana26734-RC, Nana26734-RD	ENSXETG00000013857.1
OG0001578	Nana24081-RA	ENSXETG00000002451.1
OG0001579	Nana06543-RA	ENSXETG00000019739.1
OG0001579	Nana12491-RA, Nana12492-RA	ENSXETG00000005158.1
OG0001580	Nana30792-RA	ENSXETG00000020256.1
OG0001581	Nana32706-RA	ENSXETG00000009391.1
OG0001582	Nana37278-RA	ENSXETG00000002586.1
OG0001583	Nana10993-RA, Nana35732-RA	ENSXETG00000018884.1
OG0001584	Nana28556-RG, Nana28556-RE, Nana28556-RB, Nana28556-RH, Nana28556-RC, Nana28556-RA, Nana28556-RF, Nana28556-RD	ENSXETG00000014545.1
OG0001585	Nana36052-RA	ENSXETG00000004859.1
OG0001586	Nana19041-RA, Nana19043-RA	ENSXETG00000012448.1
OG0001587	Nana38866-RA, Nana18817-RA	ENSXETG00000000819.1
OG0001587	Nana18133-RA	ENSXETG00000011941.1
OG0001588	Nana33099-RA	ENSXETG00000006594.1
OG0001589	Nana29822-RA, Nana00657-RA	ENSXETG00000005945.1
OG0001590	Nana02662-RA	ENSXETG00000006597.1
OG0001591	Nana23960-RA, Nana31625-RA	ENSXETG00000007368.1
OG0001592	Nana38823-RA	ENSXETG00000006654.1
OG0001593	Nana30130-RA	ENSXETG00000007053.1
OG0001593	Nana02282-RB, Nana02282-RC, Nana02282-RA	ENSXETG00000007228.1
OG0001594	Nana31573-RC, Nana31573-RA, Nana31573-RD, Nana31573-RE, Nana31573-RB	ENSXETG00000007112.1
OG0001595	Nana06542-RA	ENSXETG00000005991.1
OG0001595	Nana11959-RA	ENSXETG00000000323.1
OG0001596	Nana14093-RA	ENSXETG00000003951.1
OG0001596	Nana08579-RA	ENSXETG00000001673.1
OG0001597	Nana24259-RA	ENSXETG00000013094.1
OG0001598	Nana11916-RA	ENSXETG00000012657.1
OG0001599	Nana29041-RA	ENSXETG00000003290.1
OG0001600	Nana29036-RA, Nana29036-RG, Nana29036-RB, Nana29036-RJ, Nana29036-RF, Nana29036-RH, Nana29036-RK	ENSXETG00000003665.1
OG0001601	Nana03824-RA	ENSXETG00000018848.1
OG0001602	Nana21374-RC, Nana21374-RB, Nana21374-RA, Nana37938-RA	ENSXETG00000010362.1
OG0001603	Nana21551-RA, Nana21551-RC, Nana21551-RB	ENSXETG00000018901.1
OG0001604	Nana11333-RA, Nana11332-RA	ENSXETG00000011575.1
OG0001605	Nana16311-RA	ENSXETG00000019386.1
OG0001606	Nana27730-RA	ENSXETG00000020960.1
OG0001606	Nana08493-RA	ENSXETG00000011615.1
OG0001607	Nana15196-RB, Nana15196-RC, Nana15196-RD, Nana15196-RG, Nana15196-RK, Nana15196-RE, Nana15196-RF	ENSXETG00000017720.1
OG0001608	Nana19380-RA	ENSXETG00000015099.1
OG0001608	Nana17475-RA	ENSXETG00000015977.1
OG0001609	Nana23296-RA, Nana04467-RA	ENSXETG00000013999.1
OG0001610	Nana21444-RA, Nana21444-RB, Nana21444-RC	ENSXETG00000006422.1
OG0001611	Nana33137-RB, Nana33137-RC, Nana33137-RA	ENSXETG00000018309.1
OG0001612	Nana25701-RB, Nana25701-RG, Nana25701-RH, Nana25701-RC, Nana25701-RJ, Nana25701-RE, Nana25701-RI, Nana25701-RD, Nana25701-RF, Nana25701-RA	ENSXETG00000012089.1
OG0001613	Nana14995-RA	ENSXETG00000009378.1
OG0001614	Nana13533-RA, Nana16092-RA	ENSXETG00000009266.1
OG0001615	Nana09929-RG, Nana09929-RA, Nana09929-RH, Nana09929-RF, Nana09929-RE, Nana09929-RC, Nana09929-RB, Nana09929-RD	ENSXETG00000003068.1
OG0001616	Nana34934-RA	ENSXETG00000009947.1
OG0001616	Nana00539-RA	ENSXETG00000007602.1
OG0001618	Nana04299-RA	ENSXETG00000004363.1
OG0001618	Nana27680-RA	ENSXETG00000000670.1
OG0001619	Nana09925-RC, Nana09925-RA, Nana09925-RD, Nana09925-RB, Nana09926-RA, Nana09928-RA, Nana09928-RB	ENSXETG00000020234.1
OG0001620	Nana01290-RA, Nana04948-RA	ENSXETG00000012289.1
OG0001621	Nana13683-RA	ENSXETG00000001506.1, ENSXETG00000001509.1
OG0001622	Nana23758-RB, Nana39288-RA, Nana23758-RA, Nana39288-RB, Nana35562-RA	ENSXETG00000006930.1
OG0001623	Nana34752-RA	ENSXETG00000016327.1
OG0001624	Nana03977-RA, Nana09893-RB, Nana09893-RA	ENSXETG00000019661.1
OG0001625	Nana23720-RB, Nana23720-RA	ENSXETG00000011025.1
OG0001625	Nana23722-RA	ENSXETG00000013596.1
OG0001626	Nana21623-RB, Nana21623-RA	ENSXETG00000008024.1
OG0001627	Nana15325-RA	ENSXETG00000007010.1, ENSXETG00000015094.1
OG0001627	Nana15295-RA	ENSXETG00000015333.1, ENSXETG00000007069.1
OG0001628	Nana10464-RA	ENSXETG00000000210.1
OG0001628	Nana11812-RA	ENSXETG00000019220.1
OG0001629	Nana21683-RB, Nana21683-RA, Nana21683-RD, Nana21683-RC	ENSXETG00000018958.1
OG0001630	Nana37201-RA	ENSXETG00000002741.1, ENSXETG00000002760.1, ENSXETG00000002812.1
OG0001630	Nana20460-RA	ENSXETG00000015840.1
OG0001631	Nana27498-RA	ENSXETG00000002884.1, ENSXETG00000009454.1, ENSXETG00000009467.1, ENSXETG00000007271.1, ENSXETG00000005477.1, ENSXETG00000002902.1, ENSXETG00000006525.1, ENSXETG00000016044.1
OG0001632	Nana15487-RA	ENSXETG00000006959.1
OG0001633	Nana21813-RC, Nana21813-RB, Nana21813-RA, Nana21813-RD	ENSXETG00000005356.1
OG0001634	Nana27417-RA, Nana29452-RA, Nana27400-RA	ENSXETG00000010076.1
OG0001635	Nana20292-RA	ENSXETG00000004657.1, ENSXETG00000004509.1, ENSXETG00000004411.1, ENSXETG00000004496.1, ENSXETG00000004643.1
OG0001636	Nana04904-RA, Nana04903-RA	ENSXETG00000017699.1
OG0001637	Nana06918-RA	ENSXETG00000008284.1
OG0001638	Nana20081-RA	ENSXETG00000001993.1
OG0001638	Nana09523-RA	ENSXETG00000020764.1
OG0001640	Nana37640-RA	ENSXETG00000016303.1
OG0001641	Nana14321-RB, Nana14321-RA	ENSXETG00000015852.1
OG0001642	Nana27503-RA, Nana22876-RA	ENSXETG00000018272.1
OG0001643	Nana10507-RC	ENSXETG00000000334.1
OG0001643	Nana27083-RA	ENSXETG00000000331.1
OG0001644	Nana22749-RA, Nana22754-RA	ENSXETG00000017289.1, ENSXETG00000010549.1
OG0001645	Nana14368-RA	ENSXETG00000004900.1
OG0001645	Nana10813-RA	ENSXETG00000004929.1
OG0001646	Nana27057-RA	ENSXETG00000020637.1
OG0001646	Nana08479-RA, Nana08479-RB	ENSXETG00000005528.1
OG0001647	Nana12394-RA	ENSXETG00000009587.1
OG0001648	Nana19241-RD, Nana19241-RB, Nana19241-RA, Nana19241-RC, Nana19241-RE	ENSXETG00000002570.1
OG0001649	Nana03084-RA, Nana23012-RA, Nana23013-RA	ENSXETG00000008556.1
OG0001650	Nana23017-RA, Nana23014-RA, Nana23015-RA	ENSXETG00000008500.1
OG0001651	Nana26960-RA, Nana13937-RA	ENSXETG00000005843.1
OG0001652	Nana21961-RA, Nana23062-RA	ENSXETG00000021243.1
OG0001654	Nana26806-RA	ENSXETG00000013980.1
OG0001655	Nana08520-RA, Nana08520-RB	ENSXETG00000005240.1
OG0001656	Nana29632-RA	ENSXETG00000017068.1
OG0001657	Nana24648-RD, Nana24648-RC, Nana24648-RK, Nana24648-RH, Nana24648-RB, Nana24648-RA	ENSXETG00000014213.1
OG0001658	Nana08976-RA	ENSXETG00000004987.1
OG0001659	Nana18584-RF, Nana18584-RD, Nana18584-RE, Nana18584-RC, Nana18584-RA, Nana18584-RB	ENSXETG00000018415.1
OG0001660	Nana28936-RA, Nana18214-RA	ENSXETG00000000474.1
OG0001661	Nana25011-RA	ENSXETG00000001294.1
OG0001661	Nana17945-RA	ENSXETG00000017636.1
OG0001662	Nana06303-RB, Nana06303-RA	ENSXETG00000006085.1
OG0001663	Nana02702-RA	ENSXETG00000016906.1
OG0001664	Nana12384-RA, Nana12383-RA	ENSXETG00000016870.1
OG0001665	Nana12106-RA	ENSXETG00000016420.1
OG0001666	Nana12043-RE, Nana12043-RD, Nana12043-RC, Nana12043-RA, Nana12043-RB	ENSXETG00000010065.1
OG0001667	Nana11725-RC, Nana11725-RD, Nana11725-RE, Nana11725-RB, Nana11725-RH, Nana11725-RA, Nana11725-RG, Nana11725-RF	ENSXETG00000018280.1
OG0001668	Nana35893-RA	ENSXETG00000009576.1
OG0001669	Nana05247-RA, Nana05247-RC, Nana05247-RD, Nana05247-RE	ENSXETG00000020910.1
OG0001670	Nana02774-RA	ENSXETG00000003897.1
OG0001672	Nana10961-RA, Nana38955-RA, Nana38955-RB	ENSXETG00000011437.1
OG0001673	Nana05028-RA	ENSXETG00000009838.1
OG0001674	Nana04625-RA, Nana04624-RA	ENSXETG00000008528.1
OG0001675	Nana10154-RK, Nana10154-RE, Nana10154-RA, Nana10154-RG, Nana10154-RF, Nana10154-RH, Nana10154-RJ, Nana10154-RD, Nana10154-RC	ENSXETG00000010787.1
OG0001677	Nana04350-RA	ENSXETG00000005274.1, ENSXETG00000015226.1, ENSXETG00000004570.1, ENSXETG00000005289.1, ENSXETG00000004848.1, ENSXETG00000015591.1
OG0001678	Nana36396-RA	ENSXETG00000001173.1
OG0001678	Nana09307-RB, Nana09307-RA	ENSXETG00000020454.1
OG0001679	Nana03709-RA	ENSXETG00000014712.1
OG0001679	Nana21243-RA	ENSXETG00000019195.1
OG0001680	Nana03851-RA, Nana17387-RA	ENSXETG00000009798.1
OG0001682	Nana04051-RA, Nana34706-RA	ENSXETG00000007992.1
OG0001683	Nana03668-RE, Nana03668-RA, Nana03668-RC, Nana03668-RF, Nana03668-RD, Nana03668-RB	ENSXETG00000004869.1
OG0001684	Nana09049-RB, Nana09049-RA	ENSXETG00000012480.1
OG0001685	Nana02879-RA, Nana02880-RA, Nana02881-RA	ENSXETG00000003210.1
OG0001686	Nana02884-RA	ENSXETG00000012451.1, ENSXETG00000012441.1, ENSXETG00000012433.1
OG0001687	Nana02022-RA	ENSXETG00000007894.1
OG0001687	Nana30247-RA	ENSXETG00000001291.1
