Orthogroup	N_naja.pep	C_familiaris.pep
OG0003481	Nana02446-RA	ENSCAFG00000013667.4
OG0003482	Nana02464-RB, Nana02464-RA	ENSCAFG00000030097.2
OG0003483	Nana08451-RA	ENSCAFG00000005005.5
OG0003484	Nana08438-RA	ENSCAFG00000004333.5
OG0003485	Nana02223-RC, Nana02223-RA, Nana02223-RB	ENSCAFG00000003109.6
OG0003486	Nana08324-RA, Nana08324-RB	ENSCAFG00000004143.4
OG0003487	Nana02043-RA, Nana02043-RB	ENSCAFG00000000931.5
OG0003488	Nana02130-RC, Nana02130-RB, Nana02130-RA	ENSCAFG00000003719.4
OG0003489	Nana02121-RA	ENSCAFG00000003741.3
OG0003490	Nana02107-RA	ENSCAFG00000003798.4
OG0003491	Nana07991-RA	ENSCAFG00000007317.3
OG0003492	Nana02298-RD, Nana02298-RC, Nana02298-RA, Nana02298-RB	ENSCAFG00000002804.5
OG0003493	Nana02309-RB, Nana02309-RC, Nana02309-RA	ENSCAFG00000002711.4
OG0003494	Nana02311-RA	ENSCAFG00000002709.4
OG0003495	Nana01971-RA	ENSCAFG00000000367.5
OG0003496	Nana10630-RB, Nana10630-RA	ENSCAFG00000016133.5
OG0003498	Nana01847-RB, Nana01847-RA	ENSCAFG00000000314.4
OG0003499	Nana01705-RA	ENSCAFG00000000691.5
OG0003500	Nana01713-RC, Nana01713-RA, Nana01713-RB	ENSCAFG00000023207.4
OG0003502	Nana01537-RA	ENSCAFG00000015625.5
OG0003503	Nana01577-RA	ENSCAFG00000011291.5
OG0003504	Nana01581-RA, Nana01581-RB	ENSCAFG00000011507.5
OG0003505	Nana01587-RA	ENSCAFG00000011541.4
OG0003506	Nana01598-RA, Nana39375-RA, Nana39374-RA, Nana01599-RA	ENSCAFG00000011616.4
OG0003507	Nana01399-RA	ENSCAFG00000016160.4
OG0003508	Nana01426-RD, Nana01426-RC, Nana01426-RA, Nana01426-RB	ENSCAFG00000005775.5
OG0003509	Nana01439-RA, Nana01439-RB, Nana01439-RE, Nana01439-RC, Nana01439-RD	ENSCAFG00000032095.2
OG0003510	Nana01447-RC, Nana01447-RA, Nana01447-RD, Nana01447-RB	ENSCAFG00000005936.5
OG0003511	Nana01481-RA	ENSCAFG00000005708.5
OG0003512	Nana01093-RA	ENSCAFG00000012136.4
OG0003513	Nana01139-RA, Nana01138-RA, Nana01141-RA	ENSCAFG00000010731.4
OG0003514	Nana01295-RA	ENSCAFG00000030771.2
OG0003515	Nana01267-RA	ENSCAFG00000016127.3
OG0003516	Nana00936-RA	ENSCAFG00000007047.3
OG0003517	Nana00919-RA, Nana00919-RB	ENSCAFG00000029620.2
OG0003519	Nana00613-RF, Nana00613-RB, Nana00613-RD, Nana00613-RE, Nana00613-RC	ENSCAFG00000017464.4
OG0003521	Nana37046-RB, Nana37046-RA	ENSCAFG00000019862.4
OG0003522	Nana36472-RA, Nana36470-RA	ENSCAFG00000003692.4
OG0003525	Nana37204-RA, Nana37204-RB, Nana37204-RC, Nana37204-RD	ENSCAFG00000015189.5
OG0003526	Nana00062-RF, Nana00062-RC, Nana00062-RH	ENSCAFG00000019240.4
OG0003527	Nana06003-RA	ENSCAFG00000002070.3, ENSCAFG00000048510.1, ENSCAFG00000041082.1, ENSCAFG00000044033.1
OG0003528	Nana06049-RA	ENSCAFG00000044682.1
OG0003529	Nana36852-RA	ENSCAFG00000019954.4, ENSCAFG00000018620.4
OG0003530	Nana00051-RH, Nana00051-RC, Nana00051-RD	ENSCAFG00000019194.4
OG0003531	Nana16338-RA	ENSCAFG00000029884.2, ENSCAFG00000004800.3, ENSCAFG00000044430.1, ENSCAFG00000010653.4
OG0003532	Nana06892-RA, Nana06892-RB	ENSCAFG00000001008.5
OG0003533	Nana31730-RA	ENSCAFG00000019899.4, ENSCAFG00000012150.5
OG0003534	Nana16344-RA, Nana16344-RB	ENSCAFG00000044948.1, ENSCAFG00000007055.4
OG0003536	Nana29042-RE	ENSCAFG00000012417.5, ENSCAFG00000028624.1
OG0003538	Nana06899-RA	ENSCAFG00000000954.3
OG0003540	Nana39316-RA	ENSCAFG00000000917.4
OG0003541	Nana38874-RA	ENSCAFG00000048123.1
OG0003542	Nana09615-RC, Nana09615-RD, Nana09615-RE, Nana09615-RF	ENSCAFG00000005878.4
OG0003543	Nana34927-RD, Nana34927-RA, Nana34927-RB, Nana34927-RE, Nana34927-RC	ENSCAFG00000012106.5
OG0003546	Nana27278-RA, Nana37036-RA	ENSCAFG00000019678.5
OG0003547	Nana05960-RA	ENSCAFG00000049427.1
OG0003550	Nana19608-RB, Nana19608-RA	ENSCAFG00000012109.4, ENSCAFG00000005001.2, ENSCAFG00000005529.4
OG0003551	Nana00580-RA	ENSCAFG00000015464.3
OG0003552	Nana06056-RD, Nana06056-RE, Nana06056-RB, Nana06056-RC, Nana06056-RA	ENSCAFG00000018739.5
OG0003554	Nana30589-RA	ENSCAFG00000032295.2, ENSCAFG00000001608.3
OG0003555	Nana00545-RA	ENSCAFG00000032594.2
OG0003558	Nana35764-RA	ENSCAFG00000011378.4, ENSCAFG00000013992.3
OG0003560	Nana34709-RB, Nana34709-RC, Nana34709-RA, Nana34709-RD	ENSCAFG00000011498.5
OG0003561	Nana37646-RA, Nana37646-RC, Nana37646-RB, Nana37646-RE	ENSCAFG00000041951.1
OG0003565	Nana05358-RA, Nana05358-RB	ENSCAFG00000017054.4
OG0003566	Nana32959-RA, Nana32957-RA	ENSCAFG00000025384.4
OG0003568	Nana07824-RA	ENSCAFG00000012193.5
OG0003570	Nana34714-RC, Nana34714-RA	ENSCAFG00000010725.4
OG0003573	Nana27071-RA, Nana27071-RB	ENSCAFG00000006331.5
OG0003574	Nana35236-RA	ENSCAFG00000014253.4
OG0003575	Nana35248-RA, Nana35249-RB, Nana35249-RA	ENSCAFG00000014212.4
OG0003576	Nana02949-RA	ENSCAFG00000030215.2
OG0003603	Nana37644-RA, Nana37644-RB	ENSCAFG00000016331.4
OG0003604	Nana29025-RM, Nana29025-RH, Nana29025-RC	ENSCAFG00000013162.5
OG0003605	Nana32078-RA	ENSCAFG00000018196.5
OG0003606	Nana37222-RA	ENSCAFG00000014773.6
OG0003607	Nana31119-RA, Nana31115-RA	ENSCAFG00000024385.3
OG0003608	Nana37274-RA	ENSCAFG00000016011.5
OG0003609	Nana15773-RA	ENSCAFG00000009409.5
OG0003610	Nana31128-RA, Nana31128-RC, Nana31128-RB	ENSCAFG00000008789.4
OG0003611	Nana36376-RC, Nana36376-RB	ENSCAFG00000011617.3
OG0003612	Nana36376-RA, Nana36376-RD	ENSCAFG00000011652.4
OG0003613	Nana33511-RC, Nana33511-RB, Nana33511-RA	ENSCAFG00000017243.5
OG0003614	Nana15806-RA	ENSCAFG00000009603.4
OG0003615	Nana33512-RD, Nana33512-RE, Nana33512-RC	ENSCAFG00000017250.5
OG0003616	Nana15809-RA	ENSCAFG00000009645.4
OG0003617	Nana15813-RA	ENSCAFG00000009680.4
OG0003618	Nana18853-RB, Nana18853-RA	ENSCAFG00000012440.3
OG0003619	Nana15824-RA, Nana15825-RA, Nana38561-RA	ENSCAFG00000009785.4
OG0003620	Nana03221-RA	ENSCAFG00000010791.5
OG0003621	Nana30774-RA	ENSCAFG00000005661.4
OG0003622	Nana08237-RA, Nana08237-RB	ENSCAFG00000004785.5
OG0003623	Nana05952-RA	ENSCAFG00000014226.4
OG0003624	Nana34055-RA, Nana34055-RB	ENSCAFG00000019365.5
OG0003625	Nana11306-RA	ENSCAFG00000005417.4
OG0003626	Nana08236-RA	ENSCAFG00000004867.4
OG0003627	Nana11307-RB, Nana11307-RA	ENSCAFG00000005407.5
OG0003628	Nana08228-RA, Nana08228-RB	ENSCAFG00000005499.3, ENSCAFG00000008060.4
OG0003629	Nana29838-RC, Nana29838-RB, Nana29838-RA	ENSCAFG00000010567.5
OG0003630	Nana29834-RA	ENSCAFG00000023779.3
OG0003631	Nana37513-RA	ENSCAFG00000019797.5
OG0003632	Nana00173-RA	ENSCAFG00000019132.5
OG0003633	Nana36062-RA	ENSCAFG00000042514.1
OG0003634	Nana32245-RA	ENSCAFG00000024175.3
OG0003635	Nana05567-RA	ENSCAFG00000017612.5
OG0003636	Nana03215-RA	ENSCAFG00000010899.4
OG0003637	Nana03219-RC, Nana03219-RA	ENSCAFG00000010826.4
OG0003638	Nana03286-RA	ENSCAFG00000009325.4
OG0003639	Nana31921-RA	ENSCAFG00000016656.3
OG0003641	Nana22230-RA	ENSCAFG00000014132.4
OG0003642	Nana21829-RB	ENSCAFG00000002942.5
OG0003643	Nana34240-RB, Nana34240-RA	ENSCAFG00000015734.4
OG0003644	Nana29759-RA, Nana29759-RC, Nana29759-RB	ENSCAFG00000003389.4
OG0003645	Nana13771-RA	ENSCAFG00000008413.5
OG0003646	Nana22179-RA	ENSCAFG00000006447.4
OG0003647	Nana34120-RA	ENSCAFG00000018776.4
OG0003648	Nana28492-RA, Nana28492-RB	ENSCAFG00000002917.4
OG0003649	Nana28486-RA	ENSCAFG00000002903.5, ENSCAFG00000024644.4
OG0003650	Nana28478-RA, Nana28480-RA	ENSCAFG00000032238.2
OG0003652	Nana34432-RD, Nana34432-RB, Nana34432-RA	ENSCAFG00000016426.4
OG0003653	Nana34430-RA	ENSCAFG00000016418.4
OG0003654	Nana24687-RA	ENSCAFG00000008687.5
OG0003655	Nana31978-RA	ENSCAFG00000028900.2, ENSCAFG00000017202.5
OG0003656	Nana34410-RB, Nana34410-RA	ENSCAFG00000016358.4
OG0003658	Nana22345-RA	ENSCAFG00000048678.1
OG0003659	Nana34405-RA	ENSCAFG00000029596.2
OG0003660	Nana03100-RA	ENSCAFG00000013485.5
OG0003661	Nana27186-RA	ENSCAFG00000004096.4
OG0003663	Nana03109-RA	ENSCAFG00000013362.3
OG0003664	Nana32373-RB, Nana32373-RA	ENSCAFG00000018577.4
OG0003665	Nana07300-RA, Nana04848-RA	ENSCAFG00000009441.5
OG0003667	Nana32339-RA	ENSCAFG00000017457.5
OG0003668	Nana31485-RB, Nana31485-RA, Nana31485-RC	ENSCAFG00000010010.4
OG0003669	Nana30022-RA	ENSCAFG00000013155.4
OG0003670	Nana34533-RA	ENSCAFG00000018283.5
OG0003671	Nana03326-RA	ENSCAFG00000014193.4
OG0003672	Nana30941-RD, Nana30941-RH, Nana30941-RC	ENSCAFG00000005362.4
OG0003673	Nana30731-RA, Nana30731-RB	ENSCAFG00000004121.4
OG0003674	Nana19140-RB, Nana19140-RA	ENSCAFG00000013541.4
OG0003675	Nana30015-RA	ENSCAFG00000042364.1, ENSCAFG00000013232.4
OG0003676	Nana36367-RA, Nana36367-RC, Nana36367-RB	ENSCAFG00000011401.4
OG0003677	Nana04763-RA	ENSCAFG00000010544.5
OG0003678	Nana19276-RA	ENSCAFG00000015670.4
OG0003680	Nana19270-RA, Nana19270-RC, Nana19270-RB	ENSCAFG00000015628.4
OG0003681	Nana37244-RC, Nana37244-RA	ENSCAFG00000028343.2, ENSCAFG00000002512.3
OG0003682	Nana05632-RA	ENSCAFG00000028971.2
OG0003684	Nana05628-RA, Nana05629-RA	ENSCAFG00000017821.4
OG0003685	Nana04773-RA	ENSCAFG00000028508.2
OG0003686	Nana19162-RA, Nana19162-RB	ENSCAFG00000013839.4
OG0003687	Nana34597-RC, Nana34597-RB	ENSCAFG00000018791.5
OG0003688	Nana04785-RA	ENSCAFG00000006935.5
OG0003689	Nana00278-RA	ENSCAFG00000017832.5
OG0003690	Nana31811-RB, Nana31811-RC, Nana31811-RA	ENSCAFG00000019822.4
OG0003691	Nana10336-RA	ENSCAFG00000000250.4
OG0003692	Nana31812-RC, Nana31812-RB, Nana31812-RA	ENSCAFG00000019820.2
OG0003693	Nana06896-RA	ENSCAFG00000000977.5
OG0003694	Nana30062-RA	ENSCAFG00000030331.2, ENSCAFG00000012895.4
OG0003695	Nana00444-RA	ENSCAFG00000011962.4
OG0003696	Nana34263-RA	ENSCAFG00000015362.5
OG0003697	Nana00659-RA	ENSCAFG00000029519.2
OG0003698	Nana03178-RA, Nana03177-RA	ENSCAFG00000012360.4
OG0003699	Nana37699-RB, Nana37453-RA	ENSCAFG00000019342.4
OG0003700	Nana12417-RA	ENSCAFG00000018648.4
OG0003701	Nana00795-RB, Nana00795-RA	ENSCAFG00000008058.4
OG0003702	Nana03187-RB, Nana03187-RA, Nana03187-RC	ENSCAFG00000012130.5
OG0003703	Nana12426-RA, Nana12426-RB	ENSCAFG00000018695.5
OG0003704	Nana03190-RC, Nana03190-RA, Nana03190-RB	ENSCAFG00000012060.4
OG0003705	Nana10468-RB, Nana10468-RA	ENSCAFG00000009822.4
OG0003706	Nana33294-RA	ENSCAFG00000013986.4
OG0003707	Nana27973-RA, Nana17252-RA	ENSCAFG00000031942.2
OG0003708	Nana36434-RB, Nana36434-RA	ENSCAFG00000019723.4
OG0003709	Nana29175-RB, Nana29175-RA	ENSCAFG00000004714.4
OG0003710	Nana31700-RA, Nana31700-RB	ENSCAFG00000019922.4
OG0003711	Nana03442-RA, Nana03442-RB	ENSCAFG00000012387.5
OG0003712	Nana36138-RC, Nana36138-RA, Nana36138-RB	ENSCAFG00000016938.5
OG0003713	Nana12439-RA	ENSCAFG00000018782.4
OG0003714	Nana23576-RB, Nana23576-RA	ENSCAFG00000003709.5
OG0003715	Nana17802-RA	ENSCAFG00000032716.2
OG0003716	Nana03439-RA, Nana03439-RB	ENSCAFG00000012438.4
OG0003717	Nana12444-RA	ENSCAFG00000018802.4
OG0003718	Nana31102-RB, Nana31102-RA, Nana31102-RD	ENSCAFG00000020077.4
OG0003719	Nana02233-RA, Nana23825-RA	ENSCAFG00000017005.3
OG0003720	Nana23373-RB	ENSCAFG00000002356.4
OG0003722	Nana17791-RB, Nana17791-RA	ENSCAFG00000010535.4
OG0003723	Nana23378-RC, Nana23378-RB	ENSCAFG00000002352.4
OG0003724	Nana23821-RA	ENSCAFG00000047273.1, ENSCAFG00000007332.3, ENSCAFG00000016594.2
OG0003725	Nana16848-RA, Nana16848-RC, Nana16848-RB	ENSCAFG00000000974.4
OG0003726	Nana24664-RF	ENSCAFG00000009041.5
OG0003727	Nana21402-RA	ENSCAFG00000004332.4
OG0003728	Nana35684-RA, Nana35684-RB	ENSCAFG00000016794.4
OG0003729	Nana31032-RC	ENSCAFG00000045310.1, ENSCAFG00000016788.6
OG0003730	Nana11076-RB, Nana11076-RC, Nana11076-RA	ENSCAFG00000014424.4
OG0003731	Nana11025-RB, Nana11025-RA	ENSCAFG00000010694.4
OG0003732	Nana11024-RA	ENSCAFG00000010711.4
OG0003733	Nana24654-RA	ENSCAFG00000028778.2, ENSCAFG00000009086.5
OG0003734	Nana11012-RA, Nana11012-RB	ENSCAFG00000011204.4
OG0003736	Nana37358-RA	ENSCAFG00000019248.5
OG0003737	Nana11049-RA, Nana11049-RB	ENSCAFG00000013058.4
OG0003738	Nana31050-RA	ENSCAFG00000007303.4, ENSCAFG00000019017.3
OG0003739	Nana34189-RA	ENSCAFG00000017985.2
OG0003740	Nana34191-RA	ENSCAFG00000017939.4
OG0003742	Nana32450-RB, Nana32450-RA	ENSCAFG00000017944.5
OG0003743	Nana28957-RA	ENSCAFG00000013514.4
OG0003744	Nana03344-RA, Nana03344-RB	ENSCAFG00000031859.2
OG0003745	Nana36973-RB, Nana36973-RC, Nana36973-RA	ENSCAFG00000020208.4
OG0003746	Nana06333-RA	ENSCAFG00000019543.4
OG0003747	Nana36361-RA	ENSCAFG00000032332.2
OG0003748	Nana33006-RA, Nana33004-RA	ENSCAFG00000017983.4
OG0003749	Nana32890-RB, Nana32890-RA	ENSCAFG00000014166.4
OG0003750	Nana25448-RA	ENSCAFG00000004782.5
OG0003752	Nana25728-RA	ENSCAFG00000005395.5
OG0003754	Nana30169-RA, Nana30169-RB	ENSCAFG00000011842.5
OG0003755	Nana13588-RA	ENSCAFG00000016551.2, ENSCAFG00000011856.4
OG0003756	Nana02680-RA	ENSCAFG00000005944.4
OG0003757	Nana09810-RA	ENSCAFG00000011086.4
OG0003758	Nana15948-RB, Nana15948-RA	ENSCAFG00000000008.4
OG0003760	Nana08048-RA, Nana08046-RA	ENSCAFG00000006722.5
OG0003761	Nana24083-RA	ENSCAFG00000005647.4, ENSCAFG00000033855.2, ENSCAFG00000045380.1
OG0003762	Nana20874-RA, Nana20874-RB	ENSCAFG00000016270.4, ENSCAFG00000029695.2
OG0003763	Nana28297-RB, Nana28297-RA	ENSCAFG00000009217.4
OG0003764	Nana33199-RA	ENSCAFG00000014923.4
OG0003765	Nana00595-RA	ENSCAFG00000012539.4
OG0003766	Nana30329-RB, Nana30329-RA	ENSCAFG00000006824.4
OG0003767	Nana08013-RA	ENSCAFG00000041661.1, ENSCAFG00000007123.4
OG0003768	Nana01486-RC, Nana01486-RB	ENSCAFG00000015876.4
OG0003769	Nana13013-RB, Nana13013-RC, Nana13013-RA	ENSCAFG00000011384.5
OG0003770	Nana08406-RA, Nana08406-RC, Nana08406-RB	ENSCAFG00000002275.4
OG0003771	Nana00281-RA	ENSCAFG00000017839.5
OG0003772	Nana34226-RB, Nana34226-RA	ENSCAFG00000017733.5
OG0003773	Nana06018-RA, Nana06018-RC, Nana06018-RB	ENSCAFG00000015616.5
OG0003774	Nana35913-RA	ENSCAFG00000013299.6
OG0003776	Nana14397-RA	ENSCAFG00000002959.2
OG0003777	Nana27992-RA	ENSCAFG00000008739.4, ENSCAFG00000043063.1
OG0003778	Nana32748-RE, Nana32748-RD, Nana32748-RC	ENSCAFG00000015916.5
OG0003779	Nana12846-RB, Nana12846-RA, Nana12846-RC	ENSCAFG00000002000.5
OG0003780	Nana32856-RA, Nana32856-RB	ENSCAFG00000010407.5
OG0003781	Nana27992-RD, Nana27992-RC	ENSCAFG00000008716.4
OG0003782	Nana34234-RA	ENSCAFG00000017710.5
OG0003783	Nana35800-RA	ENSCAFG00000047981.1
OG0003784	Nana03350-RA	ENSCAFG00000013607.5
OG0003785	Nana30006-RC, Nana30006-RB, Nana30006-RA	ENSCAFG00000003557.4
OG0003787	Nana06065-RA	ENSCAFG00000014954.4
OG0003788	Nana14102-RA	ENSCAFG00000010224.4
OG0003789	Nana29918-RB, Nana29918-RC, Nana29918-RA	ENSCAFG00000002814.4
OG0003790	Nana29913-RA	ENSCAFG00000010956.5
OG0003791	Nana32281-RA	ENSCAFG00000049824.1, ENSCAFG00000017633.4
OG0003792	Nana28053-RA	ENSCAFG00000006026.4
OG0003793	Nana23933-RA, Nana23933-RB, Nana23932-RA	ENSCAFG00000005404.4
OG0003794	Nana24263-RA	ENSCAFG00000041227.1
OG0003795	Nana12878-RD, Nana12878-RE, Nana12878-RF	ENSCAFG00000019962.4
OG0003796	Nana30999-RB, Nana30999-RA	ENSCAFG00000020167.4
OG0003797	Nana34636-RD, Nana34636-RA, Nana34636-RC	ENSCAFG00000019680.5
OG0003798	Nana34251-RA	ENSCAFG00000015559.5
OG0003799	Nana39689-RA, Nana39689-RB	ENSCAFG00000018548.2, ENSCAFG00000012240.4
OG0003801	Nana28501-RA	ENSCAFG00000010910.4
OG0003802	Nana32276-RA	ENSCAFG00000018768.1
OG0003803	Nana24309-RA, Nana24309-RB	ENSCAFG00000028800.2
OG0003804	Nana32273-RA, Nana32273-RB, Nana32273-RD	ENSCAFG00000024359.4
OG0003805	Nana23315-RB, Nana23315-RA, Nana23315-RC	ENSCAFG00000003398.5
OG0003806	Nana34258-RA, Nana34258-RB, Nana34258-RC	ENSCAFG00000015432.5
OG0003807	Nana37333-RA	ENSCAFG00000019209.4
OG0003808	Nana32506-RA, Nana32506-RC, Nana32506-RB	ENSCAFG00000019085.4
OG0003809	Nana34641-RB, Nana34641-RA, Nana34641-RC	ENSCAFG00000019251.6
OG0003810	Nana01895-RA, Nana01895-RB, Nana01895-RC	ENSCAFG00000000282.4
OG0003811	Nana06048-RB	ENSCAFG00000015513.4
OG0003812	Nana01815-RA, Nana01815-RB	ENSCAFG00000000385.4
OG0003814	Nana19316-RA	ENSCAFG00000015602.4
OG0003815	Nana19902-RC, Nana19902-RF, Nana19902-RD	ENSCAFG00000009930.4
OG0003816	Nana16113-RA, Nana16112-RA	ENSCAFG00000018683.5
OG0003817	Nana23882-RB, Nana23882-RA, Nana38031-RA	ENSCAFG00000016736.4
OG0003818	Nana19913-RA, Nana19913-RB	ENSCAFG00000010005.4
OG0003819	Nana01784-RC, Nana01784-RB, Nana01784-RA	ENSCAFG00000000423.4
OG0003820	Nana15360-RA	ENSCAFG00000044784.1, ENSCAFG00000025283.4, ENSCAFG00000030875.3, ENSCAFG00000028490.2
OG0003822	Nana36391-RA	ENSCAFG00000011810.4
OG0003823	Nana00788-RA	ENSCAFG00000006566.4, ENSCAFG00000008087.5
OG0003824	Nana37662-RA	ENSCAFG00000019650.5
OG0003825	Nana01989-RA, Nana39119-RA	ENSCAFG00000001078.4
OG0003826	Nana04647-RA	ENSCAFG00000010245.4
OG0003828	Nana01982-RB	ENSCAFG00000001106.5
OG0003829	Nana09400-RA	ENSCAFG00000013104.4
OG0003830	Nana09847-RA, Nana09847-RB, Nana09847-RC	ENSCAFG00000011422.4
OG0003831	Nana23848-RB, Nana23848-RA	ENSCAFG00000016872.4
OG0003832	Nana31011-RB	ENSCAFG00000020367.4
OG0003833	Nana09856-RA	ENSCAFG00000025493.3
OG0003834	Nana18289-RB, Nana18289-RA	ENSCAFG00000007669.5
OG0003835	Nana28839-RB, Nana28839-RA	ENSCAFG00000012042.4
OG0003836	Nana16091-RB	ENSCAFG00000018801.5
OG0003837	Nana32579-RA, Nana32579-RC, Nana32579-RB	ENSCAFG00000018952.5
OG0003838	Nana16827-RB, Nana16827-RC, Nana16827-RA	ENSCAFG00000000865.4
OG0003839	Nana39833-RA, Nana03509-RA, Nana03509-RB	ENSCAFG00000010414.4
OG0003840	Nana19004-RA, Nana19006-RA	ENSCAFG00000015698.5
OG0003841	Nana06337-RB, Nana06337-RA	ENSCAFG00000019711.5
OG0003842	Nana06020-RB, Nana06020-RA, Nana06020-RC	ENSCAFG00000015590.4
OG0003843	Nana19931-RB, Nana19931-RA	ENSCAFG00000009068.4
OG0003844	Nana37262-RA	ENSCAFG00000016209.4, ENSCAFG00000014888.4
OG0003845	Nana20846-RA	ENSCAFG00000011211.5
OG0003846	Nana30048-RA	ENSCAFG00000012933.4
OG0003847	Nana27665-RA, Nana27667-RA	ENSCAFG00000011458.5
OG0003848	Nana27670-RA	ENSCAFG00000029771.2
OG0003849	Nana29030-RA, Nana29030-RB	ENSCAFG00000013069.4
OG0003850	Nana37171-RA, Nana37172-RA	ENSCAFG00000016397.5
OG0003851	Nana13554-RA	ENSCAFG00000031382.2
OG0003852	Nana33666-RA, Nana33666-RB, Nana33666-RC	ENSCAFG00000012259.4
OG0003853	Nana33659-RA	ENSCAFG00000012298.4
OG0003855	Nana13575-RA	ENSCAFG00000004073.3, ENSCAFG00000029331.2
OG0003856	Nana10346-RA, Nana10347-RA	ENSCAFG00000002132.2, ENSCAFG00000000233.4
OG0003858	Nana00203-RB, Nana00203-RA	ENSCAFG00000017762.5
OG0003859	Nana00804-RA, Nana00804-RB	ENSCAFG00000007934.4
OG0003860	Nana22194-RA	ENSCAFG00000013947.4
OG0003861	Nana32204-RB, Nana32204-RA	ENSCAFG00000017397.5
OG0003862	Nana22188-RA, Nana22186-RA, Nana25963-RA, Nana22187-RA	ENSCAFG00000013851.5
OG0003863	Nana32208-RA	ENSCAFG00000017406.4
OG0003865	Nana20329-RB, Nana20329-RA	ENSCAFG00000008101.4
OG0003867	Nana00664-RA	ENSCAFG00000004923.4
OG0003869	Nana32233-RA, Nana32233-RB	ENSCAFG00000019620.4
OG0003870	Nana22276-RA, Nana22276-RB	ENSCAFG00000004721.4
OG0003871	Nana07174-RA, Nana04804-RA, Nana14527-RA, Nana14528-RA	ENSCAFG00000018493.4
OG0003872	Nana12794-RA	ENSCAFG00000031154.1
OG0003873	Nana32234-RA	ENSCAFG00000019627.4
OG0003874	Nana28407-RB, Nana28407-RA	ENSCAFG00000006193.4, ENSCAFG00000004189.3
OG0003876	Nana15759-RB, Nana15759-RA	ENSCAFG00000009314.4
OG0003877	Nana00167-RA	ENSCAFG00000019101.3
OG0003878	Nana31389-RA, Nana31389-RB	ENSCAFG00000007533.4
OG0003879	Nana18695-RA	ENSCAFG00000015666.3
OG0003880	Nana29053-RD, Nana29053-RE	ENSCAFG00000012691.7
OG0003881	Nana28392-RB, Nana28392-RA	ENSCAFG00000006146.4
OG0003882	Nana15767-RA	ENSCAFG00000009344.4
OG0003883	Nana15770-RA, Nana15770-RC, Nana15770-RB	ENSCAFG00000009381.5
OG0003884	Nana31885-RJ	ENSCAFG00000020075.4
OG0003885	Nana28388-RA, Nana28388-RB	ENSCAFG00000006108.3
OG0003886	Nana29068-RC, Nana29068-RB, Nana29068-RA	ENSCAFG00000029322.2
OG0003888	Nana07374-RA	ENSCAFG00000029424.2
OG0003889	Nana32113-RB, Nana32113-RA	ENSCAFG00000019639.4
OG0003890	Nana31876-RA, Nana31876-RB, Nana31876-RC	ENSCAFG00000020210.5
OG0003891	Nana31874-RA, Nana31874-RF	ENSCAFG00000020215.4
OG0003892	Nana36539-RB, Nana36539-RA	ENSCAFG00000020089.4
OG0003893	Nana03424-RC, Nana03424-RA, Nana03424-RB	ENSCAFG00000012660.4
OG0003894	Nana03423-RC, Nana03423-RB, Nana03423-RA	ENSCAFG00000012667.5
OG0003895	Nana21143-RA	ENSCAFG00000005343.4
OG0003896	Nana18736-RD, Nana18736-RB, Nana18736-RA	ENSCAFG00000014566.4
OG0003897	Nana24555-RA, Nana24555-RB	ENSCAFG00000010223.6
OG0003898	Nana00684-RC, Nana00684-RA, Nana00684-RB	ENSCAFG00000004688.3
OG0003899	Nana20697-RB, Nana20697-RC, Nana20697-RA	ENSCAFG00000013689.4
OG0003900	Nana13129-RA, Nana13129-RB	ENSCAFG00000009882.4
OG0003901	Nana00700-RB, Nana13241-RA	ENSCAFG00000007268.5
OG0003902	Nana06120-RB, Nana06120-RA	ENSCAFG00000019546.4
OG0003903	Nana16866-RA	ENSCAFG00000001050.5
OG0003904	Nana16865-RB, Nana16865-RA	ENSCAFG00000001045.4
OG0003905	Nana14732-RA, Nana14730-RA, Nana14731-RA	ENSCAFG00000020406.4
OG0003906	Nana16864-RA, Nana16864-RB	ENSCAFG00000001044.4
OG0003907	Nana34785-RD, Nana34785-RE	ENSCAFG00000008511.4
OG0003908	Nana28886-RA, Nana28887-RA	ENSCAFG00000014061.5
OG0003909	Nana34773-RA, Nana34769-RA	ENSCAFG00000008601.5
OG0003910	Nana17249-RA	ENSCAFG00000001338.4
OG0003911	Nana14761-RA	ENSCAFG00000020380.4
OG0003912	Nana16854-RA	ENSCAFG00000001004.5
OG0003913	Nana15339-RA, Nana15338-RA	ENSCAFG00000013346.5
OG0003914	Nana14765-RA, Nana39888-RA, Nana14766-RA	ENSCAFG00000020353.6
OG0003915	Nana31885-RD, Nana31885-RC, Nana31885-RB	ENSCAFG00000020069.4
OG0003916	Nana14768-RB, Nana14768-RA	ENSCAFG00000020361.5
OG0003917	Nana15715-RB, Nana15715-RC, Nana15715-RA	ENSCAFG00000000079.4
OG0003918	Nana16793-RA	ENSCAFG00000000810.4
OG0003919	Nana33593-RA	ENSCAFG00000013507.5
OG0003920	Nana36536-RA	ENSCAFG00000020054.5
OG0003921	Nana36444-RA	ENSCAFG00000041427.1
OG0003922	Nana34523-RB, Nana34523-RA, Nana34523-RC	ENSCAFG00000018406.4
OG0003923	Nana14813-RD, Nana14813-RC	ENSCAFG00000020297.4
OG0003924	Nana29960-RC, Nana29960-RB, Nana29960-RA	ENSCAFG00000003583.6
OG0003925	Nana03318-RA	ENSCAFG00000014355.4
