Orthogroup	N_naja.pep	M_musculus.pep
OG0001902	Nana24643-RA, Nana24644-RC, Nana24644-RA, Nana24644-RB	ENSMUSG00000022957.20
OG0001903	Nana24651-RA	ENSMUSG00000022964.14
OG0001905	Nana18000-RA	ENSMUSG00000037016.11, ENSMUSG00000042353.9
OG0001906	Nana25023-RA	ENSMUSG00000029655.17
OG0001907	Nana17940-RA	ENSMUSG00000028081.6
OG0001908	Nana25248-RB, Nana25248-RC, Nana25248-RA	ENSMUSG00000032000.17, ENSMUSG00000057367.12
OG0001909	Nana17567-RA	ENSMUSG00000006262.15
OG0001911	Nana12253-RA, Nana12253-RB	ENSMUSG00000061474.11
OG0001912	Nana12148-RA	ENSMUSG00000021645.16
OG0001913	Nana12144-RA, Nana12145-RA	ENSMUSG00000021638.12
OG0001915	Nana12135-RA	ENSMUSG00000021707.5
OG0001916	Nana11811-RA, Nana11811-RB	ENSMUSG00000046550.8
OG0001917	Nana11677-RA	ENSMUSG00000056829.4
OG0001917	Nana32831-RA	ENSMUSG00000059246.4
OG0001918	Nana11618-RB, Nana11618-RA	ENSMUSG00000024878.9
OG0001919	Nana11483-RA	ENSMUSG00000037996.17
OG0001920	Nana08652-RA	ENSMUSG00000069053.11
OG0001920	Nana10504-RA, Nana10504-RB	ENSMUSG00000001924.15
OG0001921	Nana10237-RG, Nana10237-RF, Nana10237-RE, Nana10237-RC, Nana10237-RA, Nana10237-RB	ENSMUSG00000023051.11
OG0001922	Nana05433-RA	ENSMUSG00000007682.6
OG0001922	Nana05683-RA	ENSMUSG00000075707.5
OG0001923	Nana10979-RA	ENSMUSG00000027751.13
OG0001924	Nana10651-RA, Nana10651-RB	ENSMUSG00000060499.7, ENSMUSG00000058443.5, ENSMUSG00000008682.13
OG0001925	Nana10703-RA	ENSMUSG00000032566.4, ENSMUSG00000032565.9, ENSMUSG00000022516.10
OG0001926	Nana10727-RA, Nana10727-RB	ENSMUSG00000031142.17
OG0001927	Nana04456-RA	ENSMUSG00000030666.11, ENSMUSG00000030669.13
OG0001928	Nana29441-RA, Nana04347-RA, Nana04346-RA, Nana04344-RA	ENSMUSG00000037887.11
OG0001929	Nana04304-RA, Nana04304-RB, Nana04304-RD, Nana04304-RE, Nana04304-RC	ENSMUSG00000038611.17
OG0001930	Nana03695-RD, Nana03695-RB, Nana03695-RG, Nana03695-RE, Nana03695-RF, Nana03695-RC, Nana03695-RA	ENSMUSG00000026342.10
OG0001931	Nana09423-RA, Nana09423-RB	ENSMUSG00000039307.16
OG0001932	Nana09479-RA, Nana09479-RB	ENSMUSG00000020792.15
OG0001933	Nana04049-RE, Nana04049-RH, Nana04049-RB, Nana04049-RI, Nana04049-RF, Nana04049-RG, Nana04049-RC	ENSMUSG00000034616.17
OG0001934	Nana04027-RA, Nana04027-RF, Nana04027-RB, Nana04027-RD, Nana04027-RE, Nana04027-RC	ENSMUSG00000075289.5, ENSMUSG00000097064.3
OG0001935	Nana04022-RA	ENSMUSG00000037477.8
OG0001935	Nana35226-RA	ENSMUSG00000009097.10
OG0001936	Nana08933-RD, Nana08933-RC, Nana08933-RB, Nana08933-RA	ENSMUSG00000036309.14
OG0001938	Nana08314-RA	ENSMUSG00000030082.14
OG0001939	Nana02106-RB, Nana02106-RC, Nana02106-RA, Nana02106-RE, Nana02106-RD	ENSMUSG00000075225.14
OG0001940	Nana30147-RA	ENSMUSG00000028865.14
OG0001940	Nana02105-RA	ENSMUSG00000019818.15
OG0001941	Nana10644-RF, Nana10644-RG, Nana10644-RD	ENSMUSG00000038246.7, ENSMUSG00000001962.8
OG0001942	Nana07887-RA	ENSMUSG00000024462.17
OG0001943	Nana10608-RB, Nana10608-RA	ENSMUSG00000070520.4, ENSMUSG00000100937.1
OG0001944	Nana07798-RA	ENSMUSG00000059791.14
OG0001945	Nana07629-RA	ENSMUSG00000007038.5
OG0001946	Nana07616-RA, Nana07616-RB	ENSMUSG00000007034.15
OG0001947	Nana35867-RB, Nana35867-RE	ENSMUSG00000024939.6
OG0001947	Nana01632-RA	ENSMUSG00000043068.6
OG0001948	Nana01312-RA	ENSMUSG00000052525.14
OG0001949	Nana31374-RA	ENSMUSG00000109941.1
OG0001950	Nana00514-RA, Nana00515-RA	ENSMUSG00000042985.7
OG0001951	Nana00629-RC, Nana00629-RD, Nana00629-RA, Nana00629-RB	ENSMUSG00000039959.13
OG0001952	Nana07654-RA	ENSMUSG00000092417.3
OG0001956	Nana27958-RB, Nana27958-RE, Nana27958-RG, Nana27958-RD, Nana27958-RA, Nana27958-RC, Nana27958-RF, Nana27958-RH	ENSMUSG00000015377.10
OG0001958	Nana00574-RA	ENSMUSG00000034211.14
OG0001960	Nana30885-RA	ENSMUSG00000060747.3, ENSMUSG00000059128.3
OG0001964	Nana17400-RA	ENSMUSG00000037727.6, ENSMUSG00000027301.7
OG0001985	Nana36970-RA	ENSMUSG00000062997.6, ENSMUSG00000078193.2
OG0001986	Nana05899-RA	ENSMUSG00000062014.13
OG0001988	Nana27913-RA, Nana27913-RB, Nana27913-RC	ENSMUSG00000022621.16
OG0001989	Nana05943-RA, Nana05943-RB	ENSMUSG00000020990.5, ENSMUSG00000033966.8
OG0001991	Nana37221-RB, Nana37221-RA, Nana37221-RC	ENSMUSG00000040964.16
OG0001992	Nana31956-RA	ENSMUSG00000062070.12, ENSMUSG00000031233.6
OG0001993	Nana34116-RB, Nana34116-RC, Nana34116-RA	ENSMUSG00000062203.15
OG0001994	Nana29767-RA	ENSMUSG00000046093.9
OG0001995	Nana33538-RA	ENSMUSG00000032399.8
OG0001996	Nana34122-RB, Nana34122-RC	ENSMUSG00000022680.14
OG0001997	Nana38626-RA, Nana38624-RA, Nana38624-RB, Nana38626-RB, Nana38626-RC	ENSMUSG00000040746.15
OG0001998	Nana25584-RA	ENSMUSG00000030996.8
OG0001999	Nana34166-RD, Nana34166-RC, Nana34166-RE, Nana34166-RB, Nana34166-RA	ENSMUSG00000060657.8
OG0002000	Nana05171-RA, Nana30715-RA	ENSMUSG00000068615.4
OG0002002	Nana27994-RA, Nana19169-RA	ENSMUSG00000037031.10
OG0002003	Nana27831-RA, Nana39094-RA, Nana39089-RA, Nana39088-RA	ENSMUSG00000051220.2
OG0002004	Nana28849-RG, Nana28849-RD, Nana28849-RB, Nana28849-RA, Nana28849-RE, Nana28849-RH	ENSMUSG00000034342.9
OG0002005	Nana19274-RA	ENSMUSG00000013662.6
OG0002006	Nana03170-RA	ENSMUSG00000026021.15
OG0002007	Nana04959-RA, Nana04959-RB, Nana04959-RC, Nana30776-RA	ENSMUSG00000021136.13
OG0002008	Nana19155-RA	ENSMUSG00000020076.7, ENSMUSG00000020075.8
OG0002009	Nana30925-RA	ENSMUSG00000052974.8, ENSMUSG00000078787.9
OG0002011	Nana04782-RA, Nana04784-RA	ENSMUSG00000027187.10
OG0002012	Nana00516-RA	ENSMUSG00000004947.15
OG0002013	Nana34262-RF, Nana34262-RH, Nana34262-RG, Nana34262-RD, Nana34262-RE	ENSMUSG00000066621.12
OG0002015	Nana12431-RA, Nana12432-RA, Nana12432-RB, Nana12432-RC, Nana12433-RA	ENSMUSG00000054115.11, ENSMUSG00000111328.2
OG0002016	Nana33646-RA, Nana33646-RE, Nana33646-RC, Nana33646-RD, Nana33646-RB	ENSMUSG00000033526.16
OG0002017	Nana06399-RA	ENSMUSG00000029254.16, ENSMUSG00000038781.7
OG0002019	Nana29166-RD, Nana29166-RC, Nana29166-RB, Nana29166-RA	ENSMUSG00000058670.5, ENSMUSG00000042508.16
OG0002020	Nana05854-RA	ENSMUSG00000021848.16
OG0002021	Nana31989-RI, Nana31989-RH, Nana31989-RG, Nana31989-RE, Nana31989-RF, Nana31988-RA	ENSMUSG00000031333.7
OG0002022	Nana03733-RA	ENSMUSG00000035506.16
OG0002023	Nana35763-RA	ENSMUSG00000029255.8
OG0002024	Nana11067-RC, Nana11067-RA, Nana11067-RB	ENSMUSG00000005069.12
OG0002025	Nana36873-RC, Nana36873-RA, Nana36873-RB	ENSMUSG00000001855.15
OG0002026	Nana35343-RA	ENSMUSG00000029423.10
OG0002027	Nana03486-RC, Nana03486-RA, Nana03486-RB	ENSMUSG00000034903.18
OG0002029	Nana32153-RA, Nana32154-RA	ENSMUSG00000054293.10, ENSMUSG00000050921.12
OG0002030	Nana36513-RA	ENSMUSG00000026750.6, ENSMUSG00000031897.9
OG0002031	Nana29049-RE, Nana29049-RD, Nana29049-RF, Nana29049-RH, Nana29049-RG, Nana29049-RI, Nana29049-RL	ENSMUSG00000032098.13
OG0002032	Nana28165-RA, Nana19399-RB, Nana19399-RA	ENSMUSG00000111123.2, ENSMUSG00000023307.14
OG0002033	Nana33641-RC, Nana33641-RJ, Nana33641-RK, Nana33641-RD, Nana33641-RB, Nana33641-RA	ENSMUSG00000043909.16
OG0002034	Nana33208-RC, Nana33208-RG, Nana33208-RD, Nana33208-RH, Nana33208-RA	ENSMUSG00000005803.14
OG0002035	Nana26328-RB	ENSMUSG00000022136.8
OG0002036	Nana30314-RA	ENSMUSG00000046865.7, ENSMUSG00000051062.6
OG0002037	Nana35742-RA	ENSMUSG00000024844.15
OG0002039	Nana14882-RA, Nana24232-RA	ENSMUSG00000022178.11, ENSMUSG00000022177.9
OG0002040	Nana28056-RA, Nana28056-RB, Nana28056-RC, Nana28056-RE, Nana28056-RD	ENSMUSG00000053460.8, ENSMUSG00000103019.2
OG0002041	Nana32283-RA, Nana32283-RB	ENSMUSG00000074734.3, ENSMUSG00000009596.9, ENSMUSG00000051316.8
OG0002044	Nana00614-RA, Nana17210-RC, Nana17210-RB	ENSMUSG00000022558.16
OG0002045	Nana00714-RB, Nana00714-RC	ENSMUSG00000025745.12
OG0002046	Nana18700-RA	ENSMUSG00000005107.13
OG0002047	Nana01910-RA, Nana01912-RA	ENSMUSG00000019851.8
OG0002048	Nana37628-RA, Nana37628-RB	ENSMUSG00000041241.12
OG0002049	Nana23885-RA	ENSMUSG00000060034.5
OG0002049	Nana23886-RA	ENSMUSG00000042340.6
OG0002050	Nana36419-RC, Nana36419-RA, Nana36419-RD, Nana36419-RB	ENSMUSG00000036893.17
OG0002051	Nana23877-RB, Nana37714-RA, Nana23877-RA	ENSMUSG00000108815.1, ENSMUSG00000042308.14
OG0002052	Nana27842-RA, Nana27839-RA	ENSMUSG00000051855.15
OG0002053	Nana36390-RC, Nana36390-RB, Nana36390-RF, Nana36390-RE, Nana36390-RA, Nana36390-RD	ENSMUSG00000038550.10
OG0002054	Nana36532-RE, Nana36532-RF, Nana36532-RG	ENSMUSG00000057738.14
OG0002055	Nana38755-RA, Nana38757-RA, Nana23870-RA, Nana15969-RB	ENSMUSG00000049739.10
OG0002056	Nana37258-RE, Nana37258-RF, Nana37258-RB, Nana37258-RD, Nana37258-RC, Nana37258-RA	ENSMUSG00000028760.16
OG0002057	Nana19932-RD, Nana19932-RC, Nana19932-RB, Nana19932-RA	ENSMUSG00000025157.8
OG0002058	Nana37269-RF, Nana37269-RE, Nana37269-RD, Nana37269-RG, Nana37269-RC, Nana37269-RA, Nana37269-RB	ENSMUSG00000040761.16
OG0002060	Nana12776-RA, Nana12778-RB, Nana12778-RA	ENSMUSG00000028433.14
OG0002061	Nana00062-RB, Nana00062-RD, Nana00062-RG, Nana00062-RE, Nana00062-RA	ENSMUSG00000045374.18
OG0002062	Nana09692-RA	ENSMUSG00000070327.14
OG0002063	Nana29030-RC, Nana29030-RE, Nana29030-RD, Nana29030-RH, Nana29030-RG, Nana29030-RJ	ENSMUSG00000032120.11
OG0002064	Nana26310-RA	ENSMUSG00000022122.15
OG0002065	Nana17204-RA, Nana17204-RB, Nana17204-RC, Nana17204-RD	ENSMUSG00000022556.11
OG0002066	Nana37705-RA, Nana37707-RA	ENSMUSG00000046615.2, ENSMUSG00000051276.4
OG0002067	Nana20333-RA	ENSMUSG00000032372.14, ENSMUSG00000032369.13
OG0002068	Nana34612-RG, Nana34612-RC, Nana34612-RF, Nana34612-RE, Nana34612-RD	ENSMUSG00000004069.17
OG0002069	Nana28640-RA, Nana28641-RA	ENSMUSG00000031993.7
OG0002070	Nana34789-RA	ENSMUSG00000029462.18
OG0002071	Nana15349-RA	ENSMUSG00000038473.14
OG0002072	Nana16765-RA	ENSMUSG00000022338.8
OG0002073	Nana24608-RA	ENSMUSG00000051483.9, ENSMUSG00000082815.2, ENSMUSG00000022947.8
OG0002074	Nana23752-RA	ENSMUSG00000030699.16
OG0002075	Nana38954-RA	ENSMUSG00000018559.16
OG0002076	Nana34137-RA, Nana34137-RB, Nana34137-RG, Nana34137-RC, Nana34137-RF, Nana34137-RD	ENSMUSG00000030655.15
OG0002077	Nana28891-RA	ENSMUSG00000000171.5
OG0002078	Nana00954-RA	ENSMUSG00000027386.9
OG0002079	Nana13642-RA	ENSMUSG00000033543.17
OG0002080	Nana09233-RC, Nana09233-RD, Nana09233-RE, Nana09233-RB, Nana09233-RA, Nana09233-RF	ENSMUSG00000044950.7
OG0002081	Nana05250-RB, Nana05250-RA	ENSMUSG00000112449.1, ENSMUSG00000073079.6, ENSMUSG00000079108.6
OG0002083	Nana32811-RA, Nana32811-RB, Nana32811-RC, Nana32811-RD, Nana32811-RF, Nana32811-RE	ENSMUSG00000035284.10
OG0002084	Nana15741-RA, Nana15741-RB	ENSMUSG00000044734.16, ENSMUSG00000079049.9, ENSMUSG00000051029.8
OG0002085	Nana34898-RD, Nana34898-RC, Nana34898-RA, Nana34898-RB	ENSMUSG00000048602.9, ENSMUSG00000034543.15
OG0002086	Nana32782-RB, Nana32782-RE, Nana32782-RC, Nana32782-RA, Nana32782-RD	ENSMUSG00000032212.10
OG0002087	Nana35425-RB, Nana35425-RA	ENSMUSG00000111321.2, ENSMUSG00000003526.12
OG0002088	Nana16645-RA	ENSMUSG00000058600.13
OG0002089	Nana37472-RC, Nana37472-RD, Nana37472-RB, Nana37472-RA, Nana37469-RA	ENSMUSG00000078486.3
OG0002090	Nana32764-RB, Nana32764-RD, Nana32764-RE, Nana32764-RF, Nana32764-RA, Nana32764-RC	ENSMUSG00000032228.16
OG0002091	Nana07196-RA	ENSMUSG00000024338.15
OG0002092	Nana02326-RA	ENSMUSG00000041670.17, ENSMUSG00000111628.3
OG0002093	Nana32762-RA	ENSMUSG00000038535.17, ENSMUSG00000036916.13
OG0002094	Nana16603-RA	ENSMUSG00000028218.19
OG0002095	Nana31680-RA	ENSMUSG00000046714.7
OG0002095	Nana15750-RA	ENSMUSG00000050295.4
OG0002096	Nana28151-RC, Nana28151-RA	ENSMUSG00000008892.12
OG0002097	Nana35501-RA	ENSMUSG00000023452.19, ENSMUSG00000093574.1, ENSMUSG00000095041.7
OG0002098	Nana35536-RA, Nana35536-RB	ENSMUSG00000033444.14
OG0002099	Nana35541-RC, Nana35541-RA, Nana35541-RD, Nana35541-RE, Nana35541-RB	ENSMUSG00000033416.15
OG0002100	Nana30486-RA, Nana30486-RB	ENSMUSG00000007564.15
OG0002102	Nana32674-RF, Nana32674-RH, Nana32674-RA, Nana32674-RI, Nana32674-RG, Nana32674-RK	ENSMUSG00000031310.16
OG0002103	Nana28342-RB	ENSMUSG00000034327.17
OG0002104	Nana16576-RA, Nana16575-RB, Nana16575-RA, Nana16572-RA, Nana16577-RA, Nana16577-RB	ENSMUSG00000028223.8
OG0002105	Nana34972-RA	ENSMUSG00000079278.1
OG0002106	Nana34987-RA	ENSMUSG00000067274.10
OG0002107	Nana34667-RA	ENSMUSG00000047104.5, ENSMUSG00000032959.12
OG0002108	Nana16513-RD, Nana16513-RC, Nana14310-RA	ENSMUSG00000027506.15
OG0002109	Nana26743-RE, Nana26743-RA, Nana26743-RB, Nana26743-RD, Nana26743-RC	ENSMUSG00000054051.7
OG0002110	Nana12463-RA, Nana12463-RD, Nana12463-RE, Nana12463-RB, Nana12463-RC	ENSMUSG00000022201.16
OG0002111	Nana13445-RA	ENSMUSG00000045493.4
OG0002111	Nana16401-RA	ENSMUSG00000025128.7
OG0002112	Nana15943-RA	ENSMUSG00000071497.4, ENSMUSG00000008450.8
OG0002113	Nana16417-RD, Nana16417-RE, Nana16417-RA, Nana16417-RF	ENSMUSG00000025915.14
OG0002114	Nana08749-RB, Nana08749-RA, Nana08749-RC	ENSMUSG00000019189.13
OG0002115	Nana19366-RA	ENSMUSG00000024990.13
OG0002116	Nana36368-RA, Nana05964-RA	ENSMUSG00000038403.10
OG0002117	Nana08736-RA	ENSMUSG00000033615.9, ENSMUSG00000025867.8
OG0002118	Nana28168-RA	ENSMUSG00000061518.11, ENSMUSG00000079941.1
OG0002119	Nana33109-RA	ENSMUSG00000025586.17
OG0002120	Nana20933-RE	ENSMUSG00000047714.14
OG0002121	Nana36357-RA	ENSMUSG00000027861.13
OG0002122	Nana18919-RA, Nana18917-RA	ENSMUSG00000021767.19
OG0002123	Nana13530-RA	ENSMUSG00000016256.10
OG0002124	Nana19705-RA	ENSMUSG00000035818.14
OG0002125	Nana23107-RA, Nana19588-RB, Nana19588-RA, Nana28279-RA, Nana28277-RA	ENSMUSG00000065954.11
OG0002126	Nana17223-RA, Nana17224-RA	ENSMUSG00000049653.5
OG0002127	Nana34622-RA, Nana34622-RB	ENSMUSG00000022519.14
OG0002128	Nana15115-RC, Nana15115-RB, Nana15115-RA	ENSMUSG00000042772.15
OG0002129	Nana11960-RA	ENSMUSG00000014504.16
OG0002131	Nana18425-RA, Nana18425-RB	ENSMUSG00000029179.14
OG0002132	Nana13478-RA, Nana31451-RA	ENSMUSG00000039059.11
OG0002133	Nana31261-RA, Nana31261-RB	ENSMUSG00000014633.15
OG0002134	Nana31256-RA	ENSMUSG00000034424.5
OG0002135	Nana08768-RA	ENSMUSG00000020397.15
OG0002137	Nana11195-RB, Nana11195-RA, Nana11195-RC	ENSMUSG00000028411.15
OG0002138	Nana15870-RA, Nana15870-RB	ENSMUSG00000021377.15
OG0002139	Nana21318-RB, Nana21318-RA, Nana21318-RD, Nana21318-RC	ENSMUSG00000024231.15
OG0002140	Nana19261-RA, Nana27867-RD, Nana27867-RE	ENSMUSG00000004285.12
OG0002141	Nana11114-RA, Nana11113-RA	ENSMUSG00000029864.7
OG0002142	Nana11099-RB, Nana11099-RF, Nana11099-RA, Nana11099-RE, Nana11099-RC, Nana11099-RD	ENSMUSG00000038346.18
OG0002143	Nana30639-RA	ENSMUSG00000108367.2
OG0002144	Nana36353-RD, Nana36353-RC, Nana36353-RF, Nana36353-RG, Nana36353-RE, Nana36353-RB	ENSMUSG00000023084.11
OG0002145	Nana32459-RA, Nana32459-RB, Nana32459-RC	ENSMUSG00000015217.11
OG0002146	Nana15592-RA, Nana15592-RB, Nana15592-RC	ENSMUSG00000022235.15
OG0002147	Nana32481-RC, Nana32481-RD	ENSMUSG00000098923.1, ENSMUSG00000073139.9
OG0002148	Nana08672-RA	ENSMUSG00000003779.16
OG0002149	Nana27722-RB, Nana27722-RA	ENSMUSG00000025781.14
OG0002150	Nana33070-RA	ENSMUSG00000033268.8, ENSMUSG00000068452.8
OG0002151	Nana25581-RA	ENSMUSG00000070426.12
OG0002152	Nana07721-RA	ENSMUSG00000040312.14
OG0002153	Nana07720-RA	ENSMUSG00000050410.15
OG0002154	Nana15280-RA	ENSMUSG00000026674.9
OG0002155	Nana04144-RA	ENSMUSG00000024734.8
OG0002156	Nana18485-RA	ENSMUSG00000029207.16
OG0002157	Nana36300-RC, Nana36300-RA, Nana36300-RB	ENSMUSG00000028111.4
OG0002158	Nana31779-RB, Nana31779-RA	ENSMUSG00000015013.9
OG0002159	Nana09901-RC, Nana09901-RA, Nana09901-RB, Nana09901-RD, Nana09901-RF, Nana09901-RE	ENSMUSG00000048154.17
OG0002160	Nana23621-RA, Nana23621-RB	ENSMUSG00000063838.6
OG0002161	Nana15287-RD, Nana15287-RB, Nana15287-RF, Nana15287-RC, Nana15287-RA, Nana15287-RE	ENSMUSG00000040225.15
OG0002162	Nana35162-RA, Nana35163-RA	ENSMUSG00000041566.3, ENSMUSG00000045521.7
OG0002164	Nana04207-RA, Nana04207-RC, Nana04207-RB, Nana04207-RE, Nana04207-RD	ENSMUSG00000024660.9
OG0002166	Nana21811-RB, Nana21811-RD, Nana21811-RA	ENSMUSG00000004980.16
OG0002167	Nana22090-RA	ENSMUSG00000025794.9
OG0002168	Nana27426-RA, Nana27426-RD, Nana27426-RB, Nana27426-RC	ENSMUSG00000046947.12
OG0002169	Nana22408-RA	ENSMUSG00000001833.17
OG0002170	Nana20184-RA	ENSMUSG00000021981.10, ENSMUSG00000036707.16
OG0002172	Nana27352-RA, Nana39798-RB, Nana39798-RC, Nana39798-RD, Nana39798-RA	ENSMUSG00000001783.3
OG0002173	Nana22575-RB, Nana22575-RA	ENSMUSG00000029686.15
OG0002174	Nana27333-RA	ENSMUSG00000033565.18
OG0002175	Nana20125-RA	ENSMUSG00000033688.10, ENSMUSG00000032554.15, ENSMUSG00000032496.7
OG0002176	Nana22651-RA, Nana22650-RA	ENSMUSG00000020182.16
OG0002177	Nana27255-RB, Nana27255-RA	ENSMUSG00000042406.8
OG0002178	Nana20033-RA	ENSMUSG00000014602.15
OG0002179	Nana00905-RA	ENSMUSG00000045394.9
OG0002180	Nana27214-RB, Nana27214-RE, Nana27214-RA	ENSMUSG00000022471.14
OG0002181	Nana20004-RA, Nana20004-RB	ENSMUSG00000024386.9
OG0002182	Nana22889-RA	ENSMUSG00000063316.13
OG0002183	Nana27074-RA	ENSMUSG00000020019.4
OG0002184	Nana14387-RA	ENSMUSG00000028677.19
OG0002185	Nana19733-RD, Nana19733-RA, Nana19733-RC, Nana19733-RB	ENSMUSG00000024975.13
OG0002186	Nana22962-RB, Nana22962-RA, Nana38107-RB, Nana38107-RA, Nana38107-RC	ENSMUSG00000017428.16
OG0002187	Nana26944-RA	ENSMUSG00000035681.7
OG0002188	Nana14508-RA	ENSMUSG00000114133.1
OG0002189	Nana14148-RE, Nana14148-RB, Nana14148-RA, Nana14148-RD, Nana14148-RC	ENSMUSG00000026439.14
OG0002190	Nana19514-RC, Nana19514-RA, Nana19514-RB	ENSMUSG00000030979.13
OG0002191	Nana26805-RD, Nana26805-RC, Nana26805-RB	ENSMUSG00000034667.8
OG0002192	Nana26607-RA, Nana26613-RA	ENSMUSG00000036422.10
OG0002193	Nana26837-RA, Nana08062-RA	ENSMUSG00000020102.15
OG0002194	Nana26891-RA, Nana26891-RB	ENSMUSG00000059883.16
OG0002195	Nana23255-RC, Nana23255-RA, Nana23255-RB, Nana23257-RA	ENSMUSG00000038976.12
OG0002196	Nana29598-RA	ENSMUSG00000023089.12
OG0002197	Nana10647-RA	ENSMUSG00000019087.13
OG0002198	Nana26195-RD, Nana26195-RB, Nana26195-RA, Nana26195-RC	ENSMUSG00000038482.11
OG0002199	Nana26157-RA	ENSMUSG00000066877.11, ENSMUSG00000032475.15
OG0002200	Nana29365-RB, Nana29365-RA	ENSMUSG00000000399.10
OG0002201	Nana29406-RA	ENSMUSG00000033542.13
OG0002202	Nana29481-RA, Nana29481-RB	ENSMUSG00000016619.10, ENSMUSG00000072878.4
OG0002203	Nana25889-RB, Nana25889-RA	ENSMUSG00000031370.12, ENSMUSG00000044068.7
OG0002204	Nana25863-RG, Nana25863-RF, Nana25863-RH, Nana25863-RB, Nana25863-RC, Nana25863-RE	ENSMUSG00000031295.13
OG0002205	Nana25852-RA, Nana25852-RC, Nana25852-RB	ENSMUSG00000041020.14
OG0002207	Nana29454-RA, Nana29454-RB, Nana29455-RA	ENSMUSG00000052496.5
OG0002208	Nana24573-RA	ENSMUSG00000040681.16
OG0002209	Nana27539-RA, Nana24641-RA	ENSMUSG00000022956.11
OG0002210	Nana24714-RA	ENSMUSG00000022865.14
OG0002211	Nana24803-RA	ENSMUSG00000026566.15
OG0002212	Nana24805-RA, Nana24805-RB, Nana24805-RC	ENSMUSG00000026571.12
OG0002213	Nana24845-RA	ENSMUSG00000022661.14
OG0002214	Nana18210-RA, Nana18210-RB	ENSMUSG00000031568.16
OG0002215	Nana17931-RA, Nana17931-RB	ENSMUSG00000102805.5, ENSMUSG00000074513.9
OG0002216	Nana25056-RA	ENSMUSG00000029651.16
OG0002217	Nana25066-RF, Nana25066-RG, Nana25066-RA, Nana25066-RC, Nana25066-RD, Nana25066-RE	ENSMUSG00000029647.15
OG0002218	Nana25177-RA, Nana25178-RA	ENSMUSG00000053199.13
OG0002219	Nana25246-RA	ENSMUSG00000018623.9
OG0002220	Nana25309-RB, Nana25309-RC, Nana25309-RA	ENSMUSG00000046111.17
OG0002221	Nana17625-RA, Nana17625-RD, Nana17625-RC, Nana17625-RB, Nana17625-RE	ENSMUSG00000034663.13
OG0002222	Nana17610-RA	ENSMUSG00000034724.18
OG0002223	Nana17570-RC, Nana17570-RE, Nana17570-RB, Nana17570-RA, Nana17570-RD	ENSMUSG00000029291.11
OG0002224	Nana12328-RB, Nana12328-RA	ENSMUSG00000116016.1, ENSMUSG00000032745.18
OG0002225	Nana12257-RA	ENSMUSG00000041417.15
OG0002226	Nana12149-RB, Nana12149-RA	ENSMUSG00000049658.13
OG0002227	Nana11780-RE, Nana11780-RC, Nana11780-RB, Nana11780-RD, Nana11780-RA, Nana11780-RF	ENSMUSG00000033114.11
OG0002228	Nana11711-RA	ENSMUSG00000060176.4
OG0002229	Nana11581-RA	ENSMUSG00000024782.7
OG0002230	Nana11577-RA	ENSMUSG00000016496.7, ENSMUSG00000016498.10
OG0002231	Nana05252-RA	ENSMUSG00000094103.2, ENSMUSG00000095595.2
OG0002232	Nana11403-RB, Nana11403-RA, Nana11403-RD, Nana11403-RF, Nana11403-RC, Nana11403-RE	ENSMUSG00000038578.15
OG0002233	Nana10548-RA	ENSMUSG00000039231.18, ENSMUSG00000026646.16
OG0002234	Nana10805-RE, Nana10805-RA, Nana10805-RC, Nana10805-RF, Nana10805-RB, Nana10805-RD	ENSMUSG00000031706.7
OG0002235	Nana05408-RA, Nana05408-RD, Nana05408-RE, Nana05408-RC, Nana05408-RB	ENSMUSG00000021038.17
OG0002236	Nana05330-RA	ENSMUSG00000021243.14
OG0002237	Nana14910-RA	ENSMUSG00000028132.15
OG0002238	Nana10877-RD, Nana10877-RC, Nana10877-RB, Nana10877-RA	ENSMUSG00000038895.16, ENSMUSG00000111842.1
OG0002239	Nana39787-RA, Nana12643-RA, Nana12642-RA	ENSMUSG00000039840.8, ENSMUSG00000116023.2
OG0002240	Nana05007-RB, Nana05007-RA	ENSMUSG00000027286.16
OG0002241	Nana04609-RA	ENSMUSG00000027176.8
OG0002242	Nana09633-RC, Nana09633-RD, Nana09633-RB	ENSMUSG00000048277.15, ENSMUSG00000093485.1
OG0002243	Nana04305-RD, Nana04305-RE, Nana04305-RC, Nana04305-RB, Nana04305-RA	ENSMUSG00000025498.15
OG0002244	Nana04209-RB, Nana04209-RA	ENSMUSG00000110136.1, ENSMUSG00000025484.9
OG0002245	Nana09376-RA	ENSMUSG00000090173.8
OG0002246	Nana09474-RA	ENSMUSG00000050628.6, ENSMUSG00000039568.6
OG0002247	Nana09581-RA, Nana09581-RB, Nana09581-RC	ENSMUSG00000020859.16
OG0002248	Nana02729-RC, Nana02729-RD, Nana02729-RB, Nana02729-RA	ENSMUSG00000027346.15
OG0002249	Nana02687-RA	ENSMUSG00000048332.13
OG0002250	Nana08710-RA, Nana08709-RA	ENSMUSG00000025878.16
OG0002251	Nana08708-RA	ENSMUSG00000021481.11
OG0002252	Nana26709-RA, Nana26709-RB	ENSMUSG00000004642.13
OG0002254	Nana02415-RH, Nana02415-RD, Nana02415-RF, Nana02415-RC, Nana02415-RB, Nana02415-RG	ENSMUSG00000009828.15
OG0002255	Nana02465-RA	ENSMUSG00000054204.6
OG0002256	Nana08440-RA	ENSMUSG00000000441.17
