Orthogroup	N_naja.pep	G_gallus.pep
OG0001451	Nana10011-RA, Nana10010-RA, Nana38434-RA, Nana38431-RA, Nana38435-RA	ENSGALG00000036550.2
OG0001452	Nana04361-RB, Nana04361-RA, Nana04361-RC	ENSGALG00000006552.6
OG0001453	Nana09342-RE, Nana09342-RD, Nana09342-RA, Nana09342-RB, Nana09342-RC	ENSGALG00000001163.7
OG0001454	Nana03870-RD, Nana03870-RC, Nana03870-RE	ENSGALG00000011427.6
OG0001456	Nana03923-RA	ENSGALG00000029226.3
OG0001456	Nana34484-RA	ENSGALG00000003122.6
OG0001457	Nana08958-RA	ENSGALG00000036920.2
OG0001458	Nana03002-RA, Nana38776-RA	ENSGALG00000003980.7
OG0001459	Nana08850-RA	ENSGALG00000009803.6, ENSGALG00000021275.4, ENSGALG00000011450.7
OG0001460	Nana28079-RC	ENSGALG00000036391.3
OG0001460	Nana08863-RA	ENSGALG00000039705.2
OG0001461	Nana02907-RA	ENSGALG00000016704.6
OG0001463	Nana08372-RB, Nana08372-RD, Nana08372-RE, Nana08372-RC	ENSGALG00000005450.6
OG0001464	Nana08072-RB, Nana08072-RE, Nana08072-RD, Nana08072-RC, Nana08072-RF	ENSGALG00000013410.6
OG0001468	Nana39931-RA, Nana01721-RB, Nana01721-RA, Nana39931-RB	ENSGALG00000019979.5
OG0001469	Nana07624-RE, Nana07624-RC, Nana07624-RD	ENSGALG00000045676.2
OG0001470	Nana01474-RA	ENSGALG00000046375.2
OG0001471	Nana08742-RA, Nana08743-RA, Nana08744-RA, Nana08746-RA, Nana08747-RA	ENSGALG00000031496.2, ENSGALG00000003512.5, ENSGALG00000045520.2
OG0001473	Nana00571-RA	ENSGALG00000002448.5
OG0001474	Nana00099-RA	ENSGALG00000026315.4
OG0001474	Nana35532-RA	ENSGALG00000006710.6
OG0001477	Nana24661-RA	ENSGALG00000031010.2
OG0001478	Nana08814-RA	ENSGALG00000004521.6
OG0001481	Nana23967-RA	ENSGALG00000048449.1
OG0001493	Nana19622-RA	ENSGALG00000020656.3
OG0001493	Nana28400-RA	ENSGALG00000003142.5
OG0001494	Nana19648-RA, Nana19651-RA, Nana19654-RA	ENSGALG00000009261.7
OG0001495	Nana31699-RA	ENSGALG00000005749.6
OG0001497	Nana06074-RA	ENSGALG00000043641.2
OG0001497	Nana14583-RA	ENSGALG00000010870.7
OG0001500	Nana26117-RA	ENSGALG00000043044.2
OG0001500	Nana26120-RA	ENSGALG00000030526.2
OG0001503	Nana34046-RA, Nana09350-RA	ENSGALG00000023626.4
OG0001504	Nana36348-RA	ENSGALG00000029140.3
OG0001504	Nana32897-RA	ENSGALG00000003193.7
OG0001505	Nana20208-RA	ENSGALG00000005327.6
OG0001506	Nana12069-RA	ENSGALG00000014661.7
OG0001506	Nana24892-RB	ENSGALG00000015324.6
OG0001507	Nana00437-RB, Nana00437-RC, Nana00437-RA	ENSGALG00000048401.1
OG0001508	Nana29439-RA	ENSGALG00000026896.3
OG0001508	Nana14255-RA	ENSGALG00000028318.3
OG0001509	Nana31893-RA	ENSGALG00000037410.2
OG0001510	Nana23110-RA, Nana22250-RA	ENSGALG00000038646.3
OG0001512	Nana27996-RA	ENSGALG00000036638.3
OG0001514	Nana30960-RA, Nana30960-RD, Nana30960-RE, Nana30960-RB, Nana30960-RC, Nana30960-RF, Nana30960-RG	ENSGALG00000047981.1
OG0001515	Nana30957-RD, Nana30957-RF, Nana30957-RB, Nana30957-RA, Nana30957-RC, Nana30957-RE	ENSGALG00000048152.1
OG0001517	Nana07291-RA	ENSGALG00000053244.1
OG0001518	Nana26501-RA	ENSGALG00000016907.5
OG0001520	Nana33772-RA	ENSGALG00000005938.7
OG0001521	Nana34593-RF, Nana34593-RA, Nana34593-RD, Nana34593-RH, Nana34593-RB, Nana34593-RE, Nana34593-RG, Nana34593-RC	ENSGALG00000003143.6
OG0001522	Nana00975-RA	ENSGALG00000030384.2
OG0001524	Nana36428-RA	ENSGALG00000008518.7
OG0001524	Nana15154-RA	ENSGALG00000043754.2
OG0001525	Nana12435-RB, Nana12435-RA	ENSGALG00000013376.6
OG0001526	Nana14682-RC, Nana14682-RA	ENSGALG00000011229.7
OG0001528	Nana27606-RA	ENSGALG00000013177.6
OG0001530	Nana19983-RA	ENSGALG00000002193.7
OG0001530	Nana32048-RA	ENSGALG00000007608.6
OG0001531	Nana26020-RA	ENSGALG00000016686.5
OG0001531	Nana32420-RA	ENSGALG00000008689.7
OG0001532	Nana36257-RB, Nana36257-RA	ENSGALG00000026039.4
OG0001533	Nana29051-RC, Nana29051-RB, Nana29051-RA, Nana29051-RF, Nana29051-RG, Nana29051-RH, Nana29051-RD, Nana29051-RE	ENSGALG00000040030.2
OG0001534	Nana37361-RB, Nana37361-RA	ENSGALG00000001483.6
OG0001534	Nana20539-RA, Nana20539-RB	ENSGALG00000045246.2
OG0001535	Nana33962-RA	ENSGALG00000028345.3
OG0001535	Nana09937-RA	ENSGALG00000003426.6
OG0001536	Nana09806-RA	ENSGALG00000004237.7
OG0001537	Nana08038-RA	ENSGALG00000041750.2
OG0001538	Nana23786-RA, Nana00321-RA	ENSGALG00000027641.3
OG0001539	Nana29465-RA	ENSGALG00000036255.2
OG0001540	Nana33611-RA	ENSGALG00000026467.2, ENSGALG00000008275.5
OG0001541	Nana28051-RJ, Nana28051-RL, Nana28051-RM, Nana28051-RB, Nana28051-RH, Nana28051-RN, Nana28051-RK, Nana28051-RG	ENSGALG00000014540.6
OG0001542	Nana26660-RB, Nana26660-RA	ENSGALG00000016979.6
OG0001544	Nana20941-RB, Nana20941-RA	ENSGALG00000006947.7
OG0001544	Nana20940-RA	ENSGALG00000006976.6
OG0001547	Nana03503-RA	ENSGALG00000038543.2
OG0001548	Nana21038-RA, Nana20833-RA	ENSGALG00000007919.6
OG0001549	Nana20813-RJ, Nana20813-RI, Nana20813-RG, Nana20813-RK, Nana20813-RF, Nana20813-RM, Nana20813-RH, Nana20813-RL	ENSGALG00000008369.6
OG0001550	Nana02922-RA	ENSGALG00000016709.6
OG0001551	Nana02098-RA, Nana30148-RA	ENSGALG00000015068.6
OG0001552	Nana33668-RD, Nana33668-RH, Nana33668-RG, Nana33668-RE, Nana33668-RB, Nana33668-RA, Nana33668-RC, Nana33668-RI	ENSGALG00000029714.2
OG0001553	Nana35628-RB, Nana35628-RC, Nana35628-RA	ENSGALG00000029918.2, ENSGALG00000049544.1
OG0001554	Nana11446-RA	ENSGALG00000007133.6
OG0001555	Nana00267-RA, Nana00265-RA, Nana00269-RA	ENSGALG00000005350.6
OG0001556	Nana38227-RA	ENSGALG00000004477.6
OG0001556	Nana38228-RA, Nana38230-RA, Nana35398-RA, Nana00125-RA	ENSGALG00000052725.1
OG0001558	Nana00354-RA, Nana00362-RA, Nana00363-RA, Nana00364-RB, Nana00364-RA	ENSGALG00000005660.6
OG0001559	Nana32143-RG, Nana32141-RA, Nana32143-RD, Nana32143-RA, Nana32143-RE, Nana32143-RH	ENSGALG00000004169.6
OG0001560	Nana29065-RA, Nana29065-RF, Nana29065-RG, Nana29065-RD, Nana29065-RC	ENSGALG00000007416.6
OG0001561	Nana11001-RA	ENSGALG00000014988.7
OG0001562	Nana13707-RA	ENSGALG00000003681.6
OG0001563	Nana14774-RA	ENSGALG00000039354.2
OG0001564	Nana17427-RA, Nana18640-RA	ENSGALG00000052041.1, ENSGALG00000050905.1, ENSGALG00000053504.1
OG0001565	Nana00521-RA	ENSGALG00000017358.6
OG0001566	Nana37579-RA	ENSGALG00000014192.5
OG0001567	Nana04208-RA	ENSGALG00000048776.1, ENSGALG00000037051.3, ENSGALG00000033320.3
OG0001568	Nana06956-RA	ENSGALG00000048705.1
OG0001569	Nana09790-RA	ENSGALG00000004370.7
OG0001570	Nana11417-RA, Nana11415-RA	ENSGALG00000015704.6
OG0001571	Nana35432-RA, Nana35431-RA	ENSGALG00000027369.4
OG0001573	Nana06197-RG, Nana06197-RA, Nana06197-RC, Nana06197-RE, Nana06197-RD, Nana06197-RF, Nana06197-RH, Nana06197-RB	ENSGALG00000000843.6
OG0001575	Nana35012-RA	ENSGALG00000027897.3
OG0001575	Nana04094-RA	ENSGALG00000010835.5
OG0001576	Nana35031-RA	ENSGALG00000008317.6
OG0001577	Nana26734-RB, Nana26734-RF, Nana26734-RA, Nana26734-RE, Nana26734-RG, Nana26734-RC, Nana26734-RD	ENSGALG00000003549.7
OG0001578	Nana16371-RA	ENSGALG00000015450.5
OG0001579	Nana06543-RA	ENSGALG00000013431.5
OG0001579	Nana12491-RA, Nana12492-RA	ENSGALG00000033279.2
OG0001581	Nana32706-RA	ENSGALG00000004831.6
OG0001582	Nana37278-RA	ENSGALG00000001136.6, ENSGALG00000027002.3
OG0001583	Nana10993-RA	ENSGALG00000033432.3
OG0001583	Nana35732-RA	ENSGALG00000025817.2
OG0001584	Nana28556-RG, Nana28556-RE, Nana28556-RB, Nana28556-RH, Nana28556-RC, Nana28556-RA, Nana28556-RF, Nana28556-RD	ENSGALG00000046347.2
OG0001585	Nana36052-RA	ENSGALG00000002707.7
OG0001586	Nana19041-RA, Nana19043-RA	ENSGALG00000002432.5
OG0001587	Nana38866-RA, Nana18817-RA	ENSGALG00000005156.6
OG0001587	Nana18133-RA	ENSGALG00000012004.5
OG0001588	Nana33099-RA	ENSGALG00000030988.2
OG0001589	Nana29822-RA	ENSGALG00000003567.6
OG0001589	Nana00657-RA	ENSGALG00000016507.5
OG0001590	Nana02662-RA	ENSGALG00000027151.4
OG0001591	Nana23960-RA, Nana31625-RA	ENSGALG00000005473.6, ENSGALG00000005472.5, ENSGALG00000005474.3
OG0001592	Nana38823-RA	ENSGALG00000029624.2
OG0001593	Nana30130-RA	ENSGALG00000036117.2
OG0001593	Nana02282-RB, Nana02282-RC, Nana02282-RA	ENSGALG00000035903.2
OG0001594	Nana31573-RC, Nana31573-RA, Nana31573-RD, Nana31573-RE, Nana31573-RB	ENSGALG00000033378.3
OG0001595	Nana06542-RA	ENSGALG00000045747.2
OG0001595	Nana11959-RA	ENSGALG00000023157.5
OG0001596	Nana14093-RA	ENSGALG00000000883.6
OG0001596	Nana08579-RA	ENSGALG00000002283.7
OG0001598	Nana11916-RA	ENSGALG00000027761.3
OG0001599	Nana29041-RA	ENSGALG00000007699.7
OG0001600	Nana29036-RA, Nana29036-RG, Nana29036-RB, Nana29036-RJ, Nana29036-RF, Nana29036-RH, Nana29036-RK	ENSGALG00000007716.5
OG0001601	Nana03824-RA	ENSGALG00000011541.6
OG0001602	Nana21374-RC, Nana21374-RB, Nana21374-RA, Nana37938-RA	ENSGALG00000035281.2
OG0001603	Nana21551-RA, Nana21551-RC, Nana21551-RB	ENSGALG00000041267.2
OG0001604	Nana11332-RA	ENSGALG00000027334.4
OG0001605	Nana16311-RA	ENSGALG00000015261.7
OG0001606	Nana27730-RA	ENSGALG00000029446.2
OG0001606	Nana08493-RA	ENSGALG00000001720.5
OG0001607	Nana15196-RB, Nana15196-RC, Nana15196-RD, Nana15196-RG, Nana15196-RK, Nana15196-RE, Nana15196-RF	ENSGALG00000053422.1
OG0001608	Nana19380-RA	ENSGALG00000043213.2
OG0001608	Nana17475-RA	ENSGALG00000016102.6
OG0001609	Nana04467-RA	ENSGALG00000005998.2
OG0001610	Nana21444-RA, Nana21444-RB, Nana21444-RC	ENSGALG00000009044.6
OG0001611	Nana33137-RB, Nana33137-RC, Nana33137-RA	ENSGALG00000031448.2
OG0001612	Nana25701-RB, Nana25701-RG, Nana25701-RH, Nana25701-RC, Nana25701-RJ, Nana25701-RE, Nana25701-RI, Nana25701-RD, Nana25701-RF, Nana25701-RA	ENSGALG00000017333.6
OG0001613	Nana14995-RA	ENSGALG00000002216.6
OG0001614	Nana13533-RA, Nana16092-RA	ENSGALG00000013785.6, ENSGALG00000030859.2
OG0001615	Nana09929-RG, Nana09929-RA, Nana09929-RH, Nana09929-RF, Nana09929-RE, Nana09929-RC, Nana09929-RB, Nana09929-RD	ENSGALG00000035879.2
OG0001616	Nana00539-RA	ENSGALG00000002086.6
OG0001618	Nana04299-RA	ENSGALG00000039221.3
OG0001618	Nana27680-RA	ENSGALG00000035563.2
OG0001619	Nana09925-RC, Nana09925-RA, Nana09925-RD, Nana09925-RB, Nana09926-RA, Nana09928-RA, Nana09928-RB	ENSGALG00000035203.3
OG0001620	Nana01290-RA	ENSGALG00000009078.6
OG0001620	Nana04948-RA	ENSGALG00000009452.6
OG0001622	Nana23758-RB, Nana39288-RA, Nana23758-RA, Nana39288-RB, Nana35562-RA	ENSGALG00000006390.7
OG0001623	Nana34752-RA	ENSGALG00000004818.7
OG0001624	Nana03977-RA	ENSGALG00000018803.6
OG0001626	Nana21623-RB, Nana21623-RA	ENSGALG00000009689.7
OG0001627	Nana15325-RA	ENSGALG00000003022.5
OG0001628	Nana10464-RA	ENSGALG00000038506.2
OG0001628	Nana11812-RA	ENSGALG00000026598.4
OG0001629	Nana21683-RB, Nana21683-RA, Nana21683-RD, Nana21683-RC	ENSGALG00000035140.2
OG0001630	Nana37201-RA	ENSGALG00000033204.2
OG0001630	Nana20460-RA	ENSGALG00000020626.5
OG0001631	Nana27498-RA	ENSGALG00000012987.6
OG0001632	Nana15487-RA	ENSGALG00000000946.6
OG0001633	Nana21813-RC, Nana21813-RB, Nana21813-RA, Nana21813-RD	ENSGALG00000011038.6
OG0001634	Nana27417-RA	ENSGALG00000034511.2
OG0001634	Nana29452-RA	ENSGALG00000013911.6
OG0001635	Nana20292-RA	ENSGALG00000021092.6, ENSGALG00000003025.6
OG0001636	Nana04904-RA, Nana04903-RA	ENSGALG00000028327.3
OG0001637	Nana06918-RA	ENSGALG00000000158.6
OG0001638	Nana20081-RA	ENSGALG00000032783.2
OG0001638	Nana09523-RA	ENSGALG00000007971.6
OG0001640	Nana37640-RA	ENSGALG00000038313.2
OG0001642	Nana27503-RA, Nana22876-RA	ENSGALG00000032191.3
OG0001643	Nana27083-RA	ENSGALG00000011456.6
OG0001644	Nana22749-RA, Nana22754-RA	ENSGALG00000000249.7
OG0001645	Nana14368-RA	ENSGALG00000032098.2
OG0001646	Nana27057-RA	ENSGALG00000011276.5
OG0001646	Nana08479-RA, Nana08479-RB	ENSGALG00000004676.7
OG0001647	Nana12394-RA	ENSGALG00000047578.1
OG0001648	Nana19241-RD, Nana19241-RB, Nana19241-RA, Nana19241-RC, Nana19241-RE	ENSGALG00000004325.7
OG0001649	Nana23012-RA	ENSGALG00000000625.6
OG0001650	Nana23017-RA, Nana23014-RA, Nana23015-RA	ENSGALG00000000603.6
OG0001651	Nana26960-RA	ENSGALG00000029921.3
OG0001651	Nana13937-RA	ENSGALG00000000318.5
OG0001652	Nana21961-RA	ENSGALG00000011294.7
OG0001653	Nana14219-RA	ENSGALG00000002692.6
OG0001654	Nana26806-RA	ENSGALG00000049865.1
OG0001655	Nana08520-RA, Nana08520-RB	ENSGALG00000003977.6
OG0001656	Nana29632-RA	ENSGALG00000009104.6
OG0001657	Nana24648-RD, Nana24648-RC, Nana24648-RK, Nana24648-RH, Nana24648-RB, Nana24648-RA	ENSGALG00000052354.1
OG0001658	Nana08976-RA	ENSGALG00000040594.3
OG0001659	Nana18584-RF, Nana18584-RD, Nana18584-RE, Nana18584-RC, Nana18584-RA, Nana18584-RB	ENSGALG00000013943.6
OG0001660	Nana28936-RA	ENSGALG00000006926.5
OG0001660	Nana18214-RA	ENSGALG00000010662.5
OG0001661	Nana25011-RA	ENSGALG00000045052.2
OG0001662	Nana06303-RB	ENSGALG00000015195.6
OG0001663	Nana02702-RA	ENSGALG00000027853.3
OG0001664	Nana12383-RA	ENSGALG00000014872.3
OG0001665	Nana12106-RA	ENSGALG00000027963.3
OG0001666	Nana12043-RE, Nana12043-RD, Nana12043-RC, Nana12043-RA, Nana12043-RB	ENSGALG00000014682.7
OG0001667	Nana11725-RC, Nana11725-RD, Nana11725-RE, Nana11725-RB, Nana11725-RH, Nana11725-RA, Nana11725-RG, Nana11725-RF	ENSGALG00000012595.6
OG0001669	Nana05247-RA, Nana05247-RC, Nana05247-RD, Nana05247-RE	ENSGALG00000010025.6
OG0001670	Nana02774-RA	ENSGALG00000009037.6
OG0001671	Nana10967-RA	ENSGALG00000053547.1, ENSGALG00000027772.3
OG0001672	Nana10961-RA, Nana38955-RA, Nana38955-RB	ENSGALG00000014723.5
OG0001673	Nana05028-RA	ENSGALG00000008727.6
OG0001674	Nana04625-RA, Nana04624-RA	ENSGALG00000012123.6
OG0001677	Nana04350-RA	ENSGALG00000006613.5
OG0001678	Nana36396-RA	ENSGALG00000040003.2
OG0001679	Nana03709-RA	ENSGALG00000042389.2
OG0001679	Nana21243-RA	ENSGALG00000041295.2
OG0001680	Nana03851-RA, Nana17387-RA	ENSGALG00000036627.2
OG0001681	Nana04104-RA, Nana04104-RB, Nana04103-RA	ENSGALG00000031546.3
OG0001682	Nana04051-RA	ENSGALG00000042741.2
OG0001682	Nana34706-RA	ENSGALG00000037097.2
OG0001683	Nana03668-RE, Nana03668-RA, Nana03668-RC, Nana03668-RF, Nana03668-RD, Nana03668-RB	ENSGALG00000012246.6
OG0001684	Nana09049-RA	ENSGALG00000002868.6
OG0001685	Nana02879-RA	ENSGALG00000047129.1, ENSGALG00000048370.1, ENSGALG00000050753.1
OG0001685	Nana02881-RA	ENSGALG00000054596.1
OG0001686	Nana02884-RA	ENSGALG00000016678.6, ENSGALG00000016677.7
OG0001687	Nana02022-RA	ENSGALG00000038933.3
OG0001687	Nana30247-RA	ENSGALG00000037050.2
OG0001688	Nana02053-RB, Nana02053-RA, Nana02057-RA	ENSGALG00000014950.6
OG0001689	Nana08270-RA	ENSGALG00000031139.2
OG0001691	Nana01703-RB, Nana01702-RA	ENSGALG00000011579.6, ENSGALG00000011615.6
OG0001699	Nana05874-RA	ENSGALG00000012145.4
OG0001702	Nana01214-RG, Nana01214-RF, Nana01214-RE, Nana01214-RH, Nana01214-RD, Nana01214-RC, Nana01214-RA, Nana01214-RB	ENSGALG00000041034.3
OG0001705	Nana34591-RA	ENSGALG00000003217.4
OG0001708	Nana34675-RA, Nana34675-RB, Nana34675-RC	ENSGALG00000005778.7
OG0001708	Nana35582-RA	ENSGALG00000006053.6
OG0001709	Nana00573-RA	ENSGALG00000002388.5
OG0001716	Nana20946-RA	ENSGALG00000006908.6
OG0001717	Nana02850-RA, Nana02851-RA, Nana35866-RA, Nana35866-RB, Nana35866-RD, Nana35866-RF, Nana35866-RH, Nana35866-RG, Nana35866-RC, Nana35866-RE	ENSGALG00000051458.1
OG0001725	Nana15814-RA	ENSGALG00000051398.1
OG0001725	Nana15836-RA, Nana15836-RB	ENSGALG00000034591.3
OG0001726	Nana08233-RA, Nana08233-RB	ENSGALG00000008420.6
OG0001726	Nana26773-RB, Nana26773-RC, Nana26773-RA	ENSGALG00000033879.2
OG0001729	Nana25903-RA	ENSGALG00000016578.4
OG0001730	Nana03216-RA	ENSGALG00000009070.7
OG0001731	Nana04373-RA	ENSGALG00000037138.3
OG0001732	Nana16895-RA	ENSGALG00000036490.2
OG0001733	Nana15357-RA, Nana18054-RA	ENSGALG00000035749.2
OG0001734	Nana09347-RA	ENSGALG00000030259.3
OG0001734	Nana34168-RA	ENSGALG00000006456.6
OG0001735	Nana34159-RB, Nana34159-RA	ENSGALG00000029360.2
OG0001736	Nana03112-RA, Nana03113-RA	ENSGALG00000008590.6
OG0001737	Nana30962-RF, Nana30962-RI, Nana30962-RB, Nana30962-RA, Nana30962-RG, Nana30962-RE	ENSGALG00000034016.2
OG0001738	Nana32374-RE, Nana32374-RD, Nana32374-RF, Nana32374-RC, Nana32374-RA, Nana32374-RB	ENSGALG00000008507.6
OG0001740	Nana04969-RA	ENSGALG00000017652.7
OG0001741	Nana19142-RC, Nana19142-RB, Nana19142-RA	ENSGALG00000003947.7
OG0001742	Nana05668-RA	ENSGALG00000017388.6
OG0001743	Nana30010-RA	ENSGALG00000036294.2
OG0001744	Nana34603-RE, Nana34603-RC, Nana34603-RF, Nana34603-RG, Nana34603-RB, Nana34603-RD	ENSGALG00000003091.6
OG0001746	Nana00467-RA	ENSGALG00000030808.3
OG0001747	Nana08901-RA	ENSGALG00000006327.6
OG0001748	Nana17719-RA, Nana17719-RB, Nana17718-RA	ENSGALG00000030677.3
OG0001749	Nana30065-RA, Nana30065-RB, Nana30065-RE, Nana30065-RC, Nana30065-RD, Nana30068-RA	ENSGALG00000040279.2
OG0001750	Nana12425-RA	ENSGALG00000003631.6
OG0001751	Nana03448-RA	ENSGALG00000010657.7
OG0001751	Nana21660-RA	ENSGALG00000010259.6
OG0001753	Nana14696-RC, Nana14696-RB, Nana14696-RA, Nana14696-RE	ENSGALG00000011305.6
OG0001754	Nana35727-RA, Nana35729-RA	ENSGALG00000030643.2
OG0001755	Nana23389-RA	ENSGALG00000035219.2
OG0001757	Nana36300-RF, Nana36300-RH, Nana36300-RI, Nana36300-RJ, Nana36300-RG	ENSGALG00000000751.7
OG0001758	Nana33534-RB, Nana33534-RC, Nana33534-RA	ENSGALG00000007649.5
OG0001759	Nana29025-RK, Nana29025-RJ, Nana29025-RL, Nana29025-RF, Nana29025-RB, Nana29025-RG	ENSGALG00000046843.1, ENSGALG00000037273.2
OG0001761	Nana32896-RA	ENSGALG00000003221.7
OG0001762	Nana11136-RB, Nana11136-RA	ENSGALG00000014754.7
OG0001763	Nana33005-RA	ENSGALG00000051621.1
OG0001764	Nana32242-RA, Nana32242-RC, Nana32242-RB, Nana32242-RF, Nana32242-RH, Nana32242-RG, Nana32242-RE, Nana32242-RD	ENSGALG00000028084.3
OG0001765	Nana24054-RA	ENSGALG00000004531.3
OG0001766	Nana19581-RA, Nana19580-RA, Nana19580-RD, Nana19580-RC, Nana19580-RE, Nana19580-RB	ENSGALG00000053794.1, ENSGALG00000038396.3, ENSGALG00000050198.1
OG0001767	Nana19971-RA, Nana19971-RB	ENSGALG00000038964.2
OG0001768	Nana12387-RA, Nana33202-RA, Nana33202-RB	ENSGALG00000014869.6
OG0001769	Nana17242-RB	ENSGALG00000049593.1
OG0001769	Nana17242-RA	ENSGALG00000039901.3
OG0001770	Nana31008-RA, Nana31008-RB, Nana31008-RD, Nana31008-RC, Nana31008-RE, Nana31008-RF, Nana31008-RG	ENSGALG00000047215.1
OG0001771	Nana14820-RA	ENSGALG00000008663.6
OG0001772	Nana36605-RA	ENSGALG00000041102.2
OG0001772	Nana00492-RA, Nana30077-RA	ENSGALG00000048936.1
OG0001773	Nana24158-RA	ENSGALG00000017299.6
OG0001774	Nana17532-RA	ENSGALG00000036142.2
OG0001775	Nana23856-RG, Nana23856-RE, Nana23856-RD, Nana23856-RI, Nana23856-RJ, Nana23856-RH	ENSGALG00000032219.2
OG0001777	Nana09863-RB	ENSGALG00000003532.7
OG0001778	Nana13431-RA	ENSGALG00000005790.6
OG0001778	Nana16831-RA, Nana16832-RA	ENSGALG00000043787.2
OG0001779	Nana20852-RA, Nana20851-RA, Nana20849-RA	ENSGALG00000054873.1, ENSGALG00000028638.2, ENSGALG00000004572.5
OG0001780	Nana10357-RA	ENSGALG00000055023.1
OG0001782	Nana00803-RA	ENSGALG00000016665.4
OG0001783	Nana00210-RA, Nana00221-RA, Nana00214-RA	ENSGALG00000005295.6
OG0001784	Nana32680-RA	ENSGALG00000009628.6
OG0001784	Nana26450-RA	ENSGALG00000033816.2
OG0001785	Nana25828-RA	ENSGALG00000016348.5
OG0001786	Nana32230-RF, Nana32230-RB, Nana32230-RC, Nana32230-RE, Nana32230-RA, Nana32230-RD	ENSGALG00000007443.4
OG0001788	Nana18731-RG, Nana18731-RD, Nana18731-RA, Nana18731-RC, Nana18731-RE, Nana18731-RF, Nana18731-RB	ENSGALG00000014329.6
OG0001789	Nana18735-RA, Nana18735-RB, Nana18735-RD, Nana18735-RC, Nana18735-RF, Nana18735-RE	ENSGALG00000015591.6
OG0001790	Nana32106-RD, Nana32106-RB, Nana32106-RC, Nana32106-RA	ENSGALG00000008282.8
OG0001791	Nana17107-RA	ENSGALG00000051312.1
OG0001793	Nana34794-RF, Nana34794-RD, Nana34794-RC, Nana34794-RE, Nana34794-RA, Nana34794-RH, Nana34794-RB, Nana34794-RG	ENSGALG00000004467.6
OG0001794	Nana14733-RA, Nana14733-RB	ENSGALG00000011361.6
OG0001795	Nana14803-RB, Nana14803-RA, Nana14804-RA, Nana14804-RB	ENSGALG00000027561.3
OG0001797	Nana34292-RA	ENSGALG00000038768.3
OG0001798	Nana27304-RA	ENSGALG00000012416.6
OG0001798	Nana34315-RA	ENSGALG00000003819.6
OG0001799	Nana34317-RA	ENSGALG00000029817.2
OG0001800	Nana32796-RI, Nana32796-RK, Nana32796-RL, Nana32796-RH, Nana32796-RJ, Nana32796-RF, Nana32796-RG	ENSGALG00000003381.6
OG0001801	Nana17244-RA, Nana17244-RE, Nana17244-RB, Nana17244-RD, Nana17244-RC	ENSGALG00000033626.2
OG0001802	Nana09636-RA, Nana33879-RA	ENSGALG00000039005.2
OG0001803	Nana09074-RB, Nana28032-RB, Nana28032-RC, Nana28032-RA	ENSGALG00000040807.2
OG0001804	Nana08730-RB, Nana08730-RA	ENSGALG00000003348.6
OG0001805	Nana08733-RA, Nana08733-RB	ENSGALG00000003370.4
OG0001806	Nana39556-RA	ENSGALG00000048883.1
OG0001806	Nana16641-RC, Nana16641-RA, Nana16641-RB	ENSGALG00000034050.3
OG0001807	Nana26313-RA, Nana26313-RB, Nana26313-RC	ENSGALG00000005914.7
OG0001808	Nana26736-RF, Nana26736-RE, Nana26736-RG, Nana26736-RC, Nana26736-RB, Nana26736-RA, Nana26736-RD	ENSGALG00000054212.1
OG0001809	Nana16361-RI, Nana16361-RB, Nana16361-RD, Nana16361-RE, Nana16361-RG, Nana16361-RJ, Nana16361-RC	ENSGALG00000038838.2
OG0001810	Nana31320-RA	ENSGALG00000005254.6
OG0001811	Nana12499-RA	ENSGALG00000035785.2, ENSGALG00000041052.2
OG0001812	Nana16405-RA	ENSGALG00000036567.2
OG0001814	Nana06177-RA	ENSGALG00000001101.6
OG0001815	Nana11279-RA	ENSGALG00000015373.6
OG0001816	Nana16457-RA	ENSGALG00000031693.2
OG0001817	Nana11231-RA	ENSGALG00000037332.2
OG0001818	Nana15490-RA	ENSGALG00000029387.2
OG0001819	Nana17786-RA	ENSGALG00000012245.7
OG0001820	Nana33107-RB	ENSGALG00000002157.7
OG0001821	Nana38171-RC, Nana38171-RD, Nana38171-RA, Nana38171-RB, Nana24238-RA, Nana38168-RA, Nana24382-RA	ENSGALG00000052095.1
OG0001822	Nana00687-RB, Nana00687-RF, Nana00687-RD, Nana00687-RC, Nana00687-RE, Nana00687-RA	ENSGALG00000051301.1
OG0001823	Nana25680-RA	ENSGALG00000017336.5
OG0001823	Nana17934-RA	ENSGALG00000010103.7
OG0001824	Nana09417-RA	ENSGALG00000042022.2
OG0001825	Nana25572-RA, Nana25572-RB	ENSGALG00000032499.2
OG0001827	Nana31620-RA	ENSGALG00000003560.6
OG0001828	Nana27259-RC	ENSGALG00000027665.2
OG0001828	Nana33697-RA	ENSGALG00000005589.7
OG0001830	Nana21219-RD, Nana21219-RA, Nana21219-RF, Nana21219-RE, Nana21219-RC, Nana21219-RB	ENSGALG00000049653.1
OG0001831	Nana04931-RA, Nana04931-RC, Nana04931-RB	ENSGALG00000009538.6
OG0001832	Nana05260-RA, Nana15524-RA	ENSGALG00000032964.2
OG0001832	Nana05261-RA, Nana05262-RA	ENSGALG00000010088.7
OG0001833	Nana35252-RB, Nana35252-RA	ENSGALG00000002107.6
OG0001834	Nana23535-RA, Nana23535-RD, Nana23535-RC, Nana23535-RB	ENSGALG00000047139.1
OG0001835	Nana27564-RA	ENSGALG00000036358.2
