Orthogroup	N_naja.pep	P_troglodytes.pep
OG0001319	Nana23874-RA	ENSPTRG00000047467.1
OG0001320	Nana23866-RA	ENSPTRG00000008031.6
OG0001321	Nana01953-RA	ENSPTRG00000018622.5
OG0001321	Nana16450-RA	ENSPTRG00000020339.6
OG0001322	Nana09855-RA, Nana09855-RE, Nana09855-RD, Nana09855-RF, Nana09855-RC, Nana09855-RB	ENSPTRG00000052760.1, ENSPTRG00000009568.7
OG0001323	Nana00716-RA	ENSPTRG00000013764.7
OG0001325	Nana10384-RA	ENSPTRG00000043800.1, ENSPTRG00000043454.1, ENSPTRG00000050351.1, ENSPTRG00000046984.1, ENSPTRG00000049274.1, ENSPTRG00000043521.1, ENSPTRG00000040264.2, ENSPTRG00000047145.1
OG0001326	Nana37269-RL, Nana37269-RM, Nana37269-RH, Nana37269-RN, Nana37269-RI, Nana37269-RJ, Nana37269-RK	ENSPTRG00000000217.7, ENSPTRG00000034081.3
OG0001327	Nana35437-RA, Nana00057-RB, Nana00057-RA	ENSPTRG00000048953.1, ENSPTRG00000014095.6
OG0001328	Nana35869-RE	ENSPTRG00000046155.1, ENSPTRG00000003935.3
OG0001328	Nana35869-RA	ENSPTRG00000044792.1
OG0001329	Nana03628-RA	ENSPTRG00000005122.6, ENSPTRG00000012508.6
OG0001330	Nana25947-RA	ENSPTRG00000021655.3
OG0001331	Nana23025-RC, Nana23025-RB	ENSPTRG00000009090.6
OG0001332	Nana03794-RA	ENSPTRG00000012416.6
OG0001332	Nana22269-RA, Nana22271-RA	ENSPTRG00000014734.6
OG0001333	Nana25558-RA	ENSPTRG00000004038.7
OG0001334	Nana17197-RA	ENSPTRG00000046300.1
OG0001335	Nana16945-RA	ENSPTRG00000020608.6
OG0001336	Nana09967-RA, Nana34041-RB, Nana34041-RA	ENSPTRG00000009428.5
OG0001337	Nana09294-RA	ENSPTRG00000010593.4
OG0001337	Nana14771-RA	ENSPTRG00000051570.1
OG0001338	Nana31834-RJ, Nana31834-RI, Nana31834-RL, Nana31834-RK, Nana31834-RG, Nana31834-RE, Nana31834-RF, Nana31834-RD, Nana31834-RH	ENSPTRG00000008281.4
OG0001339	Nana17784-RA	ENSPTRG00000016301.6, ENSPTRG00000050078.1
OG0001340	Nana14799-RA	ENSPTRG00000000899.6
OG0001341	Nana25200-RA	ENSPTRG00000049354.1
OG0001341	Nana32114-RA	ENSPTRG00000042083.2, ENSPTRG00000048400.1
OG0001343	Nana22698-RA	ENSPTRG00000012546.5
OG0001345	Nana00537-RA	ENSPTRG00000009023.6
OG0001345	Nana34930-RA	ENSPTRG00000014219.6
OG0001346	Nana15236-RA	ENSPTRG00000024127.4
OG0001347	Nana26078-RA	ENSPTRG00000012277.5, ENSPTRG00000012276.2
OG0001348	Nana17027-RA	ENSPTRG00000046428.1
OG0001349	Nana36488-RA	ENSPTRG00000043021.1
OG0001349	Nana30652-RA	ENSPTRG00000021341.5
OG0001350	Nana29753-RA	ENSPTRG00000011057.4
OG0001351	Nana20921-RA	ENSPTRG00000045020.1
OG0001351	Nana37462-RA	ENSPTRG00000039445.2, ENSPTRG00000023647.3
OG0001352	Nana32601-RB, Nana32601-RA	ENSPTRG00000022290.6
OG0001353	Nana13602-RA	ENSPTRG00000013629.7
OG0001354	Nana09446-RA	ENSPTRG00000047659.1, ENSPTRG00000009696.6
OG0001355	Nana16625-RA	ENSPTRG00000044161.1
OG0001355	Nana31424-RA	ENSPTRG00000010780.4
OG0001356	Nana00085-RA	ENSPTRG00000008919.7
OG0001356	Nana00639-RA	ENSPTRG00000008648.5
OG0001357	Nana35017-RA	ENSPTRG00000005482.6
OG0001357	Nana09346-RA	ENSPTRG00000008747.6
OG0001358	Nana33066-RA	ENSPTRG00000007404.4
OG0001359	Nana25904-RA	ENSPTRG00000021673.5
OG0001359	Nana32714-RA	ENSPTRG00000028227.2
OG0001360	Nana03836-RA	ENSPTRG00000050901.1, ENSPTRG00000045361.1, ENSPTRG00000043551.1
OG0001361	Nana19833-RA	ENSPTRG00000002894.5, ENSPTRG00000043584.1, ENSPTRG00000012258.5
OG0001362	Nana34589-RE, Nana34589-RH, Nana34589-RI, Nana34589-RD, Nana34589-RC, Nana34589-RG, Nana34589-RB	ENSPTRG00000007812.6
OG0001363	Nana13467-RA	ENSPTRG00000013711.4
OG0001363	Nana16183-RA	ENSPTRG00000009913.5
OG0001364	Nana16173-RA, Nana16172-RA	ENSPTRG00000009910.4
OG0001364	Nana00685-RA	ENSPTRG00000011749.4
OG0001365	Nana19712-RA	ENSPTRG00000002949.7
OG0001366	Nana22126-RA	ENSPTRG00000015390.6
OG0001367	Nana25114-RA	ENSPTRG00000018500.6, ENSPTRG00000005724.4
OG0001368	Nana29210-RA	ENSPTRG00000004779.5
OG0001368	Nana08172-RA	ENSPTRG00000014571.5
OG0001369	Nana36951-RA	ENSPTRG00000051817.1, ENSPTRG00000047854.1
OG0001370	Nana34816-RA	ENSPTRG00000005564.4
OG0001370	Nana00530-RA	ENSPTRG00000044557.1, ENSPTRG00000048556.1
OG0001372	Nana04056-RA	ENSPTRG00000003944.3, ENSPTRG00000051621.1
OG0001372	Nana34815-RA	ENSPTRG00000005565.4
OG0001373	Nana37203-RC, Nana37203-RD, Nana37203-RB, Nana37203-RA	ENSPTRG00000000264.3, ENSPTRG00000043085.1, ENSPTRG00000000263.6, ENSPTRG00000000265.3
OG0001374	Nana11894-RA	ENSPTRG00000017179.4
OG0001374	Nana33083-RB, Nana33083-RA	ENSPTRG00000007156.4
OG0001375	Nana02493-RA	ENSPTRG00000051060.1, ENSPTRG00000052595.1, ENSPTRG00000052223.1, ENSPTRG00000051345.1, ENSPTRG00000011615.4, ENSPTRG00000034468.3, ENSPTRG00000046042.1
OG0001376	Nana23558-RA	ENSPTRG00000047040.1
OG0001376	Nana04415-RA	ENSPTRG00000003407.6
OG0001377	Nana31311-RA	ENSPTRG00000008189.6
OG0001378	Nana31717-RA	ENSPTRG00000052125.1, ENSPTRG00000008445.5
OG0001378	Nana13788-RA	ENSPTRG00000013417.6
OG0001379	Nana38014-RA	ENSPTRG00000051186.1
OG0001379	Nana23500-RA, Nana23500-RB	ENSPTRG00000052761.1, ENSPTRG00000051587.1, ENSPTRG00000040245.2, ENSPTRG00000007663.4
OG0001381	Nana10204-RA	ENSPTRG00000005148.5
OG0001381	Nana03832-RA	ENSPTRG00000012897.4
OG0001382	Nana21379-RA	ENSPTRG00000009252.6
OG0001383	Nana32481-RA, Nana32481-RB	ENSPTRG00000022359.4
OG0001384	Nana03543-RA	ENSPTRG00000012555.3
OG0001384	Nana10055-RA	ENSPTRG00000004963.7
OG0001385	Nana21484-RA	ENSPTRG00000002328.7
OG0001385	Nana22942-RA	ENSPTRG00000009289.6
OG0001386	Nana25586-RA	ENSPTRG00000003199.2
OG0001386	Nana18490-RA	ENSPTRG00000016003.4
OG0001387	Nana26203-RB, Nana26203-RC	ENSPTRG00000006048.6
OG0001387	Nana20696-RA	ENSPTRG00000015665.4
OG0001388	Nana32396-RA	ENSPTRG00000022240.6
OG0001389	Nana04143-RA	ENSPTRG00000045684.1
OG0001390	Nana14983-RA	ENSPTRG00000001822.7
OG0001390	Nana09309-RA	ENSPTRG00000010394.6
OG0001391	Nana27604-RA	ENSPTRG00000004759.5
OG0001392	Nana37903-RA, Nana37903-RB, Nana23619-RA	ENSPTRG00000052654.1, ENSPTRG00000011459.6
OG0001393	Nana09485-RA	ENSPTRG00000009667.5
OG0001393	Nana09886-RA	ENSPTRG00000005070.5
OG0001394	Nana16244-RA	ENSPTRG00000009946.6, ENSPTRG00000009947.6, ENSPTRG00000009945.5
OG0001395	Nana39696-RA	ENSPTRG00000044786.1, ENSPTRG00000051024.1, ENSPTRG00000024159.3, ENSPTRG00000052744.1, ENSPTRG00000045075.1, ENSPTRG00000005075.4, ENSPTRG00000052763.1, ENSPTRG00000048358.1
OG0001396	Nana35915-RA	ENSPTRG00000003893.5
OG0001397	Nana20152-RA	ENSPTRG00000023481.5
OG0001399	Nana27499-RA	ENSPTRG00000004510.5
OG0001399	Nana04262-RA	ENSPTRG00000003113.4
OG0001400	Nana21783-RA	ENSPTRG00000018992.3
OG0001400	Nana23265-RA	ENSPTRG00000009258.6
OG0001401	Nana03911-RA	ENSPTRG00000012931.4
OG0001401	Nana10175-RA	ENSPTRG00000004892.6
OG0001402	Nana26291-RA	ENSPTRG00000006000.3
OG0001402	Nana20352-RA	ENSPTRG00000044837.1
OG0001403	Nana03786-RA	ENSPTRG00000014665.5
OG0001404	Nana27423-RA	ENSPTRG00000044899.1, ENSPTRG00000044248.1, ENSPTRG00000045063.1, ENSPTRG00000049646.1, ENSPTRG00000044764.1, ENSPTRG00000019766.4, ENSPTRG00000042822.1
OG0001405	Nana22380-RA	ENSPTRG00000050262.1, ENSPTRG00000042939.1, ENSPTRG00000051764.1, ENSPTRG00000005168.4, ENSPTRG00000051553.1, ENSPTRG00000049681.1, ENSPTRG00000019074.7
OG0001406	Nana34612-RA, Nana34612-RB	ENSPTRG00000007720.6
OG0001407	Nana20139-RA	ENSPTRG00000028939.2
OG0001408	Nana22645-RA	ENSPTRG00000019183.4
OG0001408	Nana23050-RA	ENSPTRG00000009105.6
OG0001409	Nana33790-RA	ENSPTRG00000007896.4
OG0001409	Nana27327-RA	ENSPTRG00000014315.3
OG0001410	Nana10900-RA	ENSPTRG00000010493.6
OG0001410	Nana14624-RA	ENSPTRG00000000811.7
OG0001411	Nana09564-RA	ENSPTRG00000050099.1
OG0001411	Nana27248-RA	ENSPTRG00000014402.5
OG0001412	Nana11518-RB	ENSPTRG00000020777.7
OG0001413	Nana27199-RA	ENSPTRG00000014452.6
OG0001414	Nana08098-RA	ENSPTRG00000001080.4
OG0001415	Nana14330-RA, Nana14329-RA	ENSPTRG00000010598.5, ENSPTRG00000052258.1
OG0001416	Nana27060-RA	ENSPTRG00000005296.5, ENSPTRG00000021910.2, ENSPTRG00000044134.1, ENSPTRG00000046232.1
OG0001417	Nana26999-RA, Nana13898-RA	ENSPTRG00000050591.1
OG0001418	Nana28393-RA	ENSPTRG00000002592.4
OG0001419	Nana17644-RA	ENSPTRG00000016213.4
OG0001419	Nana08868-RA	ENSPTRG00000017631.6
OG0001420	Nana17659-RB, Nana17659-RA, Nana17661-RA, Nana17660-RA, Nana17660-RB, Nana17662-RA, Nana17663-RA	ENSPTRG00000016226.4
OG0001421	Nana14008-RA	ENSPTRG00000001113.6
OG0001421	Nana26814-RA	ENSPTRG00000005165.5
OG0001422	Nana24511-RA	ENSPTRG00000047816.1
OG0001423	Nana29653-RA	ENSPTRG00000019615.5
OG0001424	Nana14015-RA	ENSPTRG00000001109.7
OG0001425	Nana23335-RA	ENSPTRG00000011337.5
OG0001425	Nana04895-RA, Nana04895-RB	ENSPTRG00000003560.6
OG0001426	Nana02200-RA	ENSPTRG00000018433.3
OG0001426	Nana26154-RA	ENSPTRG00000012315.6
OG0001427	Nana26045-RG, Nana26045-RF	ENSPTRG00000044996.1, ENSPTRG00000050016.1
OG0001429	Nana13661-RA, Nana13660-RA, Nana31723-RA	ENSPTRG00000047332.1
OG0001430	Nana24473-RA	ENSPTRG00000021816.7
OG0001430	Nana24474-RA	ENSPTRG00000021817.6
OG0001431	Nana10662-RA	ENSPTRG00000051738.1
OG0001431	Nana29275-RA	ENSPTRG00000004825.3
OG0001432	Nana18503-RA	ENSPTRG00000049459.1, ENSPTRG00000046993.1, ENSPTRG00000050404.1, ENSPTRG00000050716.1
OG0001433	Nana35498-RH, Nana35498-RA, Nana35498-RD, Nana35498-RE, Nana35498-RI, Nana35498-RC, Nana35498-RB, Nana35498-RG, Nana35498-RF	ENSPTRG00000022847.6, ENSPTRG00000048273.1
OG0001434	Nana09218-RA	ENSPTRG00000017499.7
OG0001435	Nana24778-RA, Nana24779-RA	ENSPTRG00000001154.5
OG0001435	Nana24784-RA	ENSPTRG00000001160.6
OG0001436	Nana24850-RA	ENSPTRG00000015211.4
OG0001436	Nana35933-RA	ENSPTRG00000044459.1, ENSPTRG00000001533.6
OG0001437	Nana17577-RA, Nana17591-RA	ENSPTRG00000016187.5
OG0001438	Nana12371-RA	ENSPTRG00000016858.5
OG0001438	Nana32937-RA	ENSPTRG00000007315.5
OG0001439	Nana06743-RA	ENSPTRG00000010244.6
OG0001439	Nana12267-RA	ENSPTRG00000016934.6
OG0001440	Nana12147-RA, Nana12147-RB	ENSPTRG00000016954.5
OG0001441	Nana11742-RA	ENSPTRG00000021136.3
OG0001442	Nana11714-RC, Nana11714-RA, Nana11714-RB	ENSPTRG00000048500.1, ENSPTRG00000042775.1, ENSPTRG00000050553.1, ENSPTRG00000021061.6
OG0001443	Nana11599-RA	ENSPTRG00000051168.1
OG0001443	Nana10846-RA	ENSPTRG00000010488.6
OG0001444	Nana11591-RA	ENSPTRG00000048670.1
OG0001444	Nana06795-RA	ENSPTRG00000010352.6
OG0001445	Nana05241-RA, Nana30846-RA	ENSPTRG00000011199.5
OG0001445	Nana05242-RA	ENSPTRG00000006249.6
OG0001446	Nana15529-RA	ENSPTRG00000013309.6
OG0001446	Nana05267-RA, Nana05267-RB	ENSPTRG00000006275.6
OG0001447	Nana05123-RA, Nana05123-RB	ENSPTRG00000006867.5
OG0001449	Nana12608-RA	ENSPTRG00000033850.3
OG0001449	Nana33562-RA	ENSPTRG00000007209.5
OG0001450	Nana01374-RA	ENSPTRG00000018220.6
OG0001451	Nana10011-RA, Nana10010-RA, Nana38434-RA, Nana38431-RA, Nana38435-RA	ENSPTRG00000004942.5
OG0001453	Nana09342-RE, Nana09342-RD, Nana09342-RA, Nana09342-RB, Nana09342-RC	ENSPTRG00000052777.1, ENSPTRG00000039556.2, ENSPTRG00000008744.6
OG0001454	Nana03870-RD, Nana03870-RC, Nana03870-RE	ENSPTRG00000012920.5, ENSPTRG00000028202.2
OG0001455	Nana04004-RC, Nana04004-RG, Nana04004-RE, Nana04004-RA, Nana04004-RB, Nana04004-RD, Nana04004-RH, Nana04004-RF	ENSPTRG00000003575.5
OG0001456	Nana03923-RA	ENSPTRG00000012944.5
OG0001456	Nana34484-RA	ENSPTRG00000044832.1
OG0001457	Nana08958-RA	ENSPTRG00000044897.1
OG0001458	Nana03002-RA	ENSPTRG00000013070.7
OG0001458	Nana38776-RA	ENSPTRG00000051690.1, ENSPTRG00000047459.1
OG0001459	Nana08850-RA	ENSPTRG00000016457.5, ENSPTRG00000017624.6
OG0001460	Nana28079-RC	ENSPTRG00000024129.5
OG0001460	Nana08863-RA	ENSPTRG00000017635.6
OG0001461	Nana02907-RA	ENSPTRG00000018224.6
OG0001463	Nana08372-RB, Nana08372-RD, Nana08372-RE, Nana08372-RC	ENSPTRG00000015037.6
OG0001464	Nana08072-RB, Nana08072-RE, Nana08072-RD, Nana08072-RC, Nana08072-RF	ENSPTRG00000015095.5
OG0001465	Nana07800-RD, Nana07800-RC, Nana07800-RA, Nana07800-RB	ENSPTRG00000017930.7
OG0001466	Nana07810-RA, Nana07810-RB	ENSPTRG00000017935.7
OG0001467	Nana07636-RB, Nana07636-RC, Nana07636-RA, Nana07636-RD	ENSPTRG00000017970.6
OG0001468	Nana39931-RA, Nana01721-RB, Nana01721-RA, Nana39931-RB	ENSPTRG00000052783.1, ENSPTRG00000050777.1, ENSPTRG00000018746.6
OG0001469	Nana07624-RE, Nana07624-RC, Nana07624-RD	ENSPTRG00000017996.7
OG0001470	Nana01474-RA	ENSPTRG00000011835.6
OG0001473	Nana00571-RA	ENSPTRG00000023221.4, ENSPTRG00000042789.1, ENSPTRG00000019206.5, ENSPTRG00000045231.1, ENSPTRG00000052536.1
OG0001474	Nana00099-RA	ENSPTRG00000008931.6
OG0001474	Nana35532-RA	ENSPTRG00000014136.6
OG0001476	Nana15008-RA, Nana38545-RA, Nana38546-RA	ENSPTRG00000001800.5, ENSPTRG00000023151.6, ENSPTRG00000001804.5
OG0001477	Nana24661-RA	ENSPTRG00000047986.1, ENSPTRG00000051353.1
OG0001477	Nana01917-RA	ENSPTRG00000018643.3
OG0001478	Nana08814-RA	ENSPTRG00000017427.6, ENSPTRG00000017878.6, ENSPTRG00000017879.6
OG0001493	Nana19622-RA	ENSPTRG00000002985.3
OG0001494	Nana19648-RA, Nana19651-RA, Nana19654-RA	ENSPTRG00000045431.1
OG0001495	Nana31699-RA	ENSPTRG00000008434.6, ENSPTRG00000047225.1, ENSPTRG00000013358.2
OG0001497	Nana06074-RA	ENSPTRG00000042879.1
OG0001500	Nana26117-RA	ENSPTRG00000012299.4
OG0001500	Nana26120-RA	ENSPTRG00000012300.4
OG0001501	Nana30681-RA	ENSPTRG00000010939.5
OG0001503	Nana34046-RA, Nana09350-RA	ENSPTRG00000008752.6
OG0001504	Nana36348-RA	ENSPTRG00000001470.4
OG0001504	Nana32897-RA	ENSPTRG00000007340.5
OG0001505	Nana20208-RA	ENSPTRG00000015460.2
OG0001506	Nana12069-RA	ENSPTRG00000017074.5
OG0001506	Nana24892-RB	ENSPTRG00000051126.1
OG0001507	Nana00437-RB, Nana00437-RC, Nana00437-RA	ENSPTRG00000043124.1
OG0001508	Nana14255-RA	ENSPTRG00000018107.4
OG0001509	Nana31893-RA	ENSPTRG00000046447.1
OG0001510	Nana23110-RA	ENSPTRG00000009175.4
OG0001510	Nana22250-RA	ENSPTRG00000014776.3
OG0001512	Nana19168-RA	ENSPTRG00000023335.3
OG0001512	Nana27996-RA	ENSPTRG00000012106.5
OG0001513	Nana09548-RB	ENSPTRG00000009614.6
OG0001514	Nana30960-RA, Nana30960-RD, Nana30960-RE, Nana30960-RB, Nana30960-RC, Nana30960-RF, Nana30960-RG	ENSPTRG00000011204.4, ENSPTRG00000047865.1
OG0001515	Nana30957-RD, Nana30957-RF, Nana30957-RB, Nana30957-RA, Nana30957-RC, Nana30957-RE	ENSPTRG00000011202.5, ENSPTRG00000051556.1, ENSPTRG00000049765.1
OG0001516	Nana36117-RB, Nana36117-RA	ENSPTRG00000003917.7
OG0001516	Nana30953-RA	ENSPTRG00000010923.6
OG0001518	Nana26501-RA	ENSPTRG00000005923.5
OG0001520	Nana33772-RA	ENSPTRG00000019379.3, ENSPTRG00000045749.1
OG0001521	Nana34593-RF, Nana34593-RA, Nana34593-RD, Nana34593-RH, Nana34593-RB, Nana34593-RE, Nana34593-RG, Nana34593-RC	ENSPTRG00000007776.5
OG0001522	Nana36124-RA	ENSPTRG00000003914.5
OG0001522	Nana00975-RA	ENSPTRG00000018187.5
OG0001524	Nana15154-RA	ENSPTRG00000001751.5, ENSPTRG00000043818.1
OG0001525	Nana06055-RB	ENSPTRG00000010350.5
OG0001525	Nana12435-RB, Nana12435-RA	ENSPTRG00000016791.3
OG0001526	Nana14682-RC, Nana14682-RA, Nana14682-RB	ENSPTRG00000050542.1, ENSPTRG00000048835.1, ENSPTRG00000023560.4
OG0001527	Nana23380-RA, Nana23380-RB, Nana23383-RA, Nana23383-RB, Nana39353-RA	ENSPTRG00000011221.5
OG0001528	Nana23596-RA	ENSPTRG00000011258.5
OG0001528	Nana27606-RA	ENSPTRG00000004772.7
OG0001530	Nana32048-RA	ENSPTRG00000021964.7
OG0001531	Nana26020-RA	ENSPTRG00000042976.1
OG0001532	Nana36257-RB, Nana36257-RA	ENSPTRG00000001300.6, ENSPTRG00000001301.7
OG0001533	Nana29051-RC, Nana29051-RB, Nana29051-RA, Nana29051-RF, Nana29051-RG, Nana29051-RH, Nana29051-RD, Nana29051-RE	ENSPTRG00000004351.6
OG0001534	Nana20539-RA, Nana20539-RB	ENSPTRG00000015600.5
OG0001535	Nana33962-RA	ENSPTRG00000007552.5
OG0001535	Nana09937-RA	ENSPTRG00000008987.6
OG0001536	Nana09806-RA	ENSPTRG00000009579.6
OG0001537	Nana08038-RA	ENSPTRG00000015082.6
OG0001538	Nana23786-RA, Nana00321-RA	ENSPTRG00000050415.1
OG0001539	Nana29465-RA	ENSPTRG00000042983.1
OG0001540	Nana33611-RA	ENSPTRG00000007440.3, ENSPTRG00000050155.1, ENSPTRG00000007439.5
OG0001541	Nana28051-RJ, Nana28051-RL, Nana28051-RM, Nana28051-RB, Nana28051-RH, Nana28051-RN, Nana28051-RK, Nana28051-RG	ENSPTRG00000012235.6
OG0001542	Nana26660-RB, Nana26660-RA	ENSPTRG00000005845.6
OG0001543	Nana24312-RB	ENSPTRG00000022053.3, ENSPTRG00000047793.1, ENSPTRG00000052821.1, ENSPTRG00000052212.1
OG0001544	Nana20941-RB, Nana20941-RA	ENSPTRG00000015794.6
OG0001545	Nana23872-RA, Nana23872-RB	ENSPTRG00000002595.4
OG0001547	Nana03503-RA	ENSPTRG00000012584.6
OG0001548	Nana21038-RA	ENSPTRG00000013043.6, ENSPTRG00000047830.1
OG0001549	Nana20813-RJ, Nana20813-RI, Nana20813-RG, Nana20813-RK, Nana20813-RF, Nana20813-RM, Nana20813-RH, Nana20813-RL	ENSPTRG00000050934.1
OG0001550	Nana02922-RA	ENSPTRG00000018233.7
OG0001551	Nana02098-RA, Nana30148-RA	ENSPTRG00000018493.4, ENSPTRG00000044871.1
OG0001552	Nana33668-RD, Nana33668-RH, Nana33668-RG, Nana33668-RE, Nana33668-RB, Nana33668-RA, Nana33668-RC, Nana33668-RI	ENSPTRG00000007465.5
OG0001553	Nana35628-RB, Nana35628-RC, Nana35628-RA	ENSPTRG00000023925.5, ENSPTRG00000049282.1
OG0001554	Nana11446-RA	ENSPTRG00000044208.1, ENSPTRG00000046750.1, ENSPTRG00000050467.1, ENSPTRG00000028666.3
OG0001555	Nana00265-RA	ENSPTRG00000050383.1
OG0001555	Nana00269-RA	ENSPTRG00000009483.7, ENSPTRG00000008624.7
OG0001556	Nana38227-RA, Nana38228-RA, Nana38230-RA, Nana35398-RA, Nana00125-RA	ENSPTRG00000008808.6
OG0001558	Nana00354-RA, Nana00362-RA, Nana00363-RA, Nana00364-RB, Nana00364-RA	ENSPTRG00000008970.5
OG0001560	Nana29065-RA, Nana29065-RF, Nana29065-RG, Nana29065-RD, Nana29065-RC	ENSPTRG00000004338.5
OG0001561	Nana11001-RA	ENSPTRG00000015259.7
OG0001561	Nana02138-RA	ENSPTRG00000018455.3
OG0001562	Nana13707-RA	ENSPTRG00000013498.7
OG0001565	Nana00521-RA	ENSPTRG00000019320.2
OG0001566	Nana37579-RA	ENSPTRG00000016032.4
OG0001567	Nana04208-RA	ENSPTRG00000003102.6
OG0001568	Nana06956-RA	ENSPTRG00000018041.5
OG0001569	Nana09790-RA	ENSPTRG00000009588.6
OG0001570	Nana11417-RA, Nana11415-RA	ENSPTRG00000039424.2, ENSPTRG00000021245.6, ENSPTRG00000051748.1
OG0001571	Nana35432-RA, Nana35431-RA	ENSPTRG00000014049.6, ENSPTRG00000043519.1, ENSPTRG00000014080.4
OG0001573	Nana06197-RG, Nana06197-RA, Nana06197-RC, Nana06197-RE, Nana06197-RD, Nana06197-RF, Nana06197-RH, Nana06197-RB	ENSPTRG00000010225.6
OG0001575	Nana35012-RA	ENSPTRG00000005480.4
OG0001575	Nana04094-RA	ENSPTRG00000003688.4
OG0001576	Nana35031-RA	ENSPTRG00000005492.5
OG0001576	Nana35028-RA	ENSPTRG00000005491.3
OG0001577	Nana26734-RB, Nana26734-RF, Nana26734-RA, Nana26734-RE, Nana26734-RG, Nana26734-RC, Nana26734-RD	ENSPTRG00000003096.5
OG0001578	Nana24081-RA	ENSPTRG00000006125.6
OG0001578	Nana16371-RA	ENSPTRG00000020284.6
OG0001579	Nana06543-RA	ENSPTRG00000010277.7
OG0001579	Nana12491-RA, Nana12492-RA	ENSPTRG00000010058.7
OG0001580	Nana30792-RA	ENSPTRG00000011173.4
OG0001581	Nana32706-RA	ENSPTRG00000022470.6, ENSPTRG00000022505.7, ENSPTRG00000022025.5
OG0001583	Nana10993-RA	ENSPTRG00000044281.1
OG0001583	Nana35732-RA	ENSPTRG00000045092.1
OG0001584	Nana28556-RG, Nana28556-RE, Nana28556-RB, Nana28556-RH, Nana28556-RC, Nana28556-RA, Nana28556-RF, Nana28556-RD	ENSPTRG00000004457.6
OG0001585	Nana36052-RA	ENSPTRG00000001389.5
OG0001586	Nana19041-RA, Nana19043-RA	ENSPTRG00000002683.6, ENSPTRG00000002684.6
OG0001587	Nana18133-RA	ENSPTRG00000044055.1, ENSPTRG00000016390.3
OG0001588	Nana33099-RA	ENSPTRG00000007165.5
OG0001589	Nana29822-RA	ENSPTRG00000000493.6
OG0001589	Nana00657-RA	ENSPTRG00000011772.3
OG0001590	Nana02662-RA	ENSPTRG00000013163.5
OG0001591	Nana23960-RA, Nana31625-RA	ENSPTRG00000020029.4, ENSPTRG00000020028.6
OG0001592	Nana38823-RA	ENSPTRG00000006184.7, ENSPTRG00000042451.2, ENSPTRG00000006182.6
OG0001593	Nana02282-RB, Nana02282-RC, Nana02282-RA	ENSPTRG00000047338.1
OG0001594	Nana31573-RC, Nana31573-RA, Nana31573-RD, Nana31573-RE, Nana31573-RB	ENSPTRG00000039522.2, ENSPTRG00000008116.6
OG0001595	Nana06542-RA	ENSPTRG00000042733.1
OG0001595	Nana11959-RA	ENSPTRG00000017137.4
OG0001596	Nana14093-RA	ENSPTRG00000001915.4
OG0001596	Nana08579-RA	ENSPTRG00000014968.4
OG0001597	Nana24259-RA	ENSPTRG00000044539.1, ENSPTRG00000038674.2, ENSPTRG00000006196.6
OG0001598	Nana11916-RA	ENSPTRG00000017167.5
OG0001599	Nana29041-RA	ENSPTRG00000043690.1, ENSPTRG00000047667.1, ENSPTRG00000004361.4
OG0001600	Nana29036-RA, Nana29036-RG, Nana29036-RB, Nana29036-RJ, Nana29036-RF, Nana29036-RH, Nana29036-RK	ENSPTRG00000049421.1
OG0001601	Nana03824-RA	ENSPTRG00000012423.6
OG0001602	Nana21374-RC, Nana21374-RB, Nana21374-RA, Nana37938-RA	ENSPTRG00000002388.7
OG0001603	Nana21551-RA, Nana21551-RC, Nana21551-RB	ENSPTRG00000045156.1
OG0001604	Nana11332-RA	ENSPTRG00000021217.7, ENSPTRG00000021218.6
OG0001605	Nana16311-RA	ENSPTRG00000031000.3
OG0001606	Nana08493-RA	ENSPTRG00000015018.6
OG0001607	Nana15196-RB, Nana15196-RC, Nana15196-RD, Nana15196-RG, Nana15196-RK, Nana15196-RE, Nana15196-RF	ENSPTRG00000001738.7
OG0001608	Nana19380-RA	ENSPTRG00000002762.4
OG0001608	Nana17475-RA	ENSPTRG00000012051.4
OG0001609	Nana04467-RA	ENSPTRG00000048812.1
OG0001610	Nana21444-RA, Nana21444-RB, Nana21444-RC	ENSPTRG00000013992.6
OG0001611	Nana33137-RB, Nana33137-RC, Nana33137-RA	ENSPTRG00000020224.5, ENSPTRG00000042691.1, ENSPTRG00000051942.1, ENSPTRG00000048350.1
OG0001613	Nana14995-RA	ENSPTRG00000001815.6
OG0001614	Nana13533-RA, Nana16092-RA	ENSPTRG00000009871.6, ENSPTRG00000032488.4
OG0001615	Nana09929-RG, Nana09929-RA, Nana09929-RH, Nana09929-RF, Nana09929-RE, Nana09929-RC, Nana09929-RB, Nana09929-RD	ENSPTRG00000005059.6
OG0001616	Nana34934-RA	ENSPTRG00000014220.5
OG0001616	Nana00539-RA	ENSPTRG00000009022.3
OG0001618	Nana27680-RA	ENSPTRG00000002286.5
OG0001619	Nana09925-RC, Nana09925-RA, Nana09925-RD, Nana09925-RB, Nana09926-RA, Nana09928-RA, Nana09928-RB	ENSPTRG00000004910.6
OG0001620	Nana01290-RA	ENSPTRG00000050487.1
OG0001620	Nana04948-RA	ENSPTRG00000006481.5
OG0001621	Nana13683-RA	ENSPTRG00000013537.4, ENSPTRG00000013540.6
