Orthogroup	N_naja.pep	P_Mucros.pep
OG0001160	Nana10433-RA	XP_015678742.1
OG0001160	Nana23048-RA	XP_015687682.1
OG0001161	Nana16541-RA	XP_015668580.1
OG0001161	Nana31018-RA	XP_015667669.1
OG0001162	Nana24564-RA	XP_029140971.1
OG0001162	Nana29081-RA	XP_029139345.1
OG0001163	"Nana28087-RA, Nana28086-RA"	XP_015667039.1
OG0001163	Nana26761-RA	XP_015678623.1
OG0001164	"Nana20389-RA, Nana26648-RA"	XP_015687970.1
OG0001164	"Nana32708-RB, Nana32708-RC, Nana32708-RA"	XP_015687968.1
OG0001165	Nana00013-RA	"XP_015683216.1, XP_015684427.1"
OG0001166	Nana16424-RA	XP_015682160.1
OG0001166	Nana13637-RA	XP_015678282.1
OG0001167	Nana11276-RA	XP_015676366.1
OG0001167	Nana09101-RA	XP_015672368.1
OG0001168	Nana03251-RA	XP_015673420.1
OG0001168	Nana10092-RA	XP_015678402.1
OG0001169	Nana08334-RA	"XP_015677627.1, XP_015684269.1"
OG0001170	Nana31951-RA	XP_029139313.1
OG0001170	Nana02671-RA	XP_029142047.1
OG0001171	Nana16229-RA	XP_015674724.1
OG0001171	Nana13490-RA	XP_015676546.1
OG0001172	Nana12579-RA	XP_029139210.1
OG0001172	Nana33127-RA	XP_015679193.1
OG0001173	"Nana05846-RA, Nana05846-RB"	XP_015676741.1
OG0001173	Nana02840-RA	XP_015667793.1
OG0001174	Nana26363-RA	XP_015678086.1
OG0001174	Nana32610-RA	XP_015687944.1
OG0001175	Nana03461-RA	XP_015671880.1
OG0001175	Nana21178-RA	XP_015688032.1
OG0001176	Nana39284-RA	XP_029142735.1
OG0001176	Nana23785-RA	"XP_029138897.1, XP_029140401.1"
OG0001177	Nana18988-RA	"XP_015682254.1, XP_015682253.1"
OG0001178	Nana34725-RA	XP_015671275.1
OG0001178	Nana00040-RA	XP_015673825.1
OG0001179	Nana00603-RA	XP_029139334.1
OG0001179	Nana35215-RA	XP_029142186.1
OG0001180	"Nana14068-RC, Nana14068-RF, Nana14068-RA, Nana14068-RE"	XP_029140169.1
OG0001181	Nana02065-RA	XP_015677059.1
OG0001181	Nana29978-RA	XP_015679491.1
OG0001182	Nana20593-RA	XP_015681257.1
OG0001183	Nana16009-RA	XP_029140125.1
OG0001183	Nana31464-RA	XP_015674454.2
OG0001184	Nana33082-RA	XP_029140423.1
OG0001184	Nana11895-RA	XP_015677323.1
OG0001185	Nana18276-RA	XP_015670376.1
OG0001185	Nana08782-RA	XP_015675404.1
OG0001186	Nana13789-RA	XP_015672488.1
OG0001186	Nana31265-RA	XP_015672263.1
OG0001187	Nana21256-RA	XP_015688010.1
OG0001187	Nana09906-RA	XP_015670227.1
OG0001188	Nana23565-RA	"XP_015665767.1, XP_015680655.1, XP_015665764.1, XP_015680656.1"
OG0001189	Nana00111-RA	XP_029142819.1
OG0001189	"Nana00106-RA, Nana00108-RB, Nana00108-RA, Nana00110-RB, Nana00110-RA"	XP_015682432.1
OG0001189	Nana00107-RA	XP_015680913.1
OG0001190	Nana02526-RA	XP_015671644.1
OG0001190	Nana15877-RA	XP_015687176.2
OG0001191	Nana13699-RA	XP_015671238.1
OG0001192	"Nana31096-RA, Nana31095-RA"	XP_015671360.2
OG0001193	"Nana32416-RB, Nana32416-RA"	XP_015684380.1
OG0001193	Nana08930-RA	XP_015679718.1
OG0001194	"Nana36352-RL, Nana36352-RJ, Nana36352-RN, Nana36352-RM, Nana36352-RH, Nana36352-RI, Nana36352-RF, Nana36352-RE, Nana36352-RK, Nana36352-RG"	XP_029142309.1
OG0001195	Nana25025-RA	XP_029139845.1
OG0001195	Nana18598-RA	XP_015678326.1
OG0001196	Nana04558-RA	XP_015678192.1
OG0001196	Nana29494-RA	XP_015683386.1
OG0001197	"Nana07730-RC, Nana07730-RB, Nana07730-RA"	XP_029140715.1
OG0001198	Nana20689-RA	XP_015677893.1
OG0001199	Nana01634-RA	XP_029140534.1
OG0001199	Nana05931-RA	XP_015673265.1
OG0001200	"Nana04145-RD, Nana04145-RH, Nana04145-RG, Nana04145-RF, Nana04145-RE, Nana04145-RI, Nana04145-RC, Nana04145-RB, Nana04145-RA"	"XP_015677268.1, XP_015677240.1"
OG0001201	"Nana09935-RF, Nana09935-RC, Nana09935-RG, Nana09935-RH, Nana09935-RD, Nana09935-RI, Nana09935-RE"	"XP_015679688.1, XP_015679689.1, XP_015679690.1"
OG0001202	Nana22636-RA	XP_029142713.1
OG0001203	Nana02926-RA	"XP_015667780.1, XP_015667779.1"
OG0001204	Nana16242-RA	"XP_015677563.1, XP_015677562.1"
OG0001205	Nana04204-RA	XP_015679072.1
OG0001206	Nana23668-RA	XP_015666429.1
OG0001207	Nana23665-RA	XP_015666445.1
OG0001208	Nana23661-RA	XP_015665809.1
OG0001209	Nana20401-RA	XP_029139641.1
OG0001209	Nana26008-RA	XP_029139698.1
OG0001210	Nana23229-RA	XP_015665962.1
OG0001210	Nana21774-RA	XP_015666098.1
OG0001211	Nana20383-RA	XP_015673207.1
OG0001211	Nana38625-RA	XP_015668679.1
OG0001212	Nana05553-RA	XP_029142136.1
OG0001212	Nana15517-RA	XP_015682678.1
OG0001213	Nana21939-RA	XP_015666223.2
OG0001213	Nana23151-RA	XP_015665945.1
OG0001214	Nana20367-RA	"XP_015668434.1, XP_015668433.1"
OG0001215	"Nana15541-RA, Nana03770-RA"	XP_015682562.1
OG0001215	Nana03772-RA	XP_015674409.1
OG0001216	Nana10845-RA	XP_015668763.1
OG0001216	Nana14967-RA	XP_015686365.1
OG0001216	Nana14966-RA	XP_015683370.1
OG0001217	Nana36799-RA	XP_015679821.1
OG0001217	"Nana14841-RA, Nana14841-RB"	XP_015683054.1
OG0001218	Nana11150-RA	XP_015669333.1
OG0001218	Nana14667-RA	XP_015679058.1
OG0001220	Nana09048-RA	XP_015674171.1
OG0001220	Nana19961-RA	XP_015671753.1
OG0001221	Nana19942-RA	XP_015671770.1
OG0001221	"Nana28210-RA, Nana28207-RA"	XP_015673464.2
OG0001222	Nana27061-RA	XP_015668322.1
OG0001223	Nana19780-RA	XP_015668268.1
OG0001223	Nana19779-RA	XP_015668263.1
OG0001224	Nana19766-RA	"XP_015669859.1, XP_029139655.1"
OG0001224	Nana19773-RA	XP_015668261.1
OG0001225	Nana17767-RA	XP_015679528.1
OG0001225	Nana19197-RA	XP_029141581.1
OG0001226	Nana14518-RA	XP_015666377.1
OG0001226	Nana11831-RA	XP_015681899.1
OG0001227	Nana17698-RA	"XP_015674800.1, XP_015678238.1"
OG0001228	Nana04529-RA	XP_029141245.1
OG0001228	Nana14214-RA	XP_015687465.1
OG0001229	Nana29222-RA	XP_015681344.2
OG0001229	Nana14252-RA	XP_015670999.1
OG0001230	Nana23207-RA	"XP_029141537.1, XP_029141534.1, XP_029141533.1, XP_015679549.1, XP_029141535.1, XP_029141536.1, XP_029138889.1, XP_015665971.1, XP_029138888.1, XP_029138887.1"
OG0001231	Nana21842-RA	XP_015666105.1
OG0001231	Nana23212-RA	XP_015665970.1
OG0001232	Nana13918-RA	XP_015673788.1
OG0001233	"Nana26171-RD, Nana26171-RB"	XP_015675310.1
OG0001234	Nana09157-RA	XP_015682985.1
OG0001234	Nana18325-RA	XP_029141804.1
OG0001235	Nana01871-RA	XP_015676341.1
OG0001235	Nana25887-RA	XP_015673812.2
OG0001236	"Nana04636-RA, Nana29501-RA"	XP_029140737.1
OG0001237	Nana25864-RA	XP_029141813.1
OG0001237	Nana17582-RA	"XP_015675622.1, XP_015685500.1"
OG0001238	"Nana24534-RB, Nana24534-RA, Nana24534-RC"	"XP_015679857.1, XP_015679858.1"
OG0001239	"Nana00674-RE, Nana00674-RB, Nana00674-RA, Nana00674-RD"	XP_015670300.1
OG0001240	Nana25325-RA	XP_029141325.1
OG0001240	Nana18168-RA	XP_015687259.2
OG0001241	"Nana24942-RA, Nana24944-RA"	"XP_029139767.1, XP_015672355.1"
OG0001241	Nana34596-RA	XP_015667444.1
OG0001242	Nana25059-RA	"XP_015678841.1, XP_015678844.1, XP_015678842.1"
OG0001243	Nana11470-RA	XP_029142780.1
OG0001243	Nana11469-RA	XP_015684989.1
OG0001244	Nana01106-RA	XP_015670174.1
OG0001244	Nana05788-RA	XP_015677946.1
OG0001245	Nana01114-RA	XP_015671434.1
OG0001245	Nana05357-RA	XP_015669730.1
OG0001246	"Nana10659-RB, Nana10657-RA"	XP_015670594.1
OG0001246	Nana07907-RA	XP_029142289.1
OG0001247	Nana01305-RA	XP_029141845.1
OG0001247	Nana05051-RA	XP_029141681.1
OG0001248	Nana10734-RA	XP_029139225.1
OG0001249	"Nana09410-RF, Nana09410-RA"	"XP_015665802.1, XP_015685784.1"
OG0001250	Nana36744-RA	XP_015687140.1
OG0001250	Nana36743-RA	"XP_015687142.1, XP_015687141.1"
OG0001251	Nana02037-RA	XP_015684596.1
OG0001251	Nana09280-RA	XP_015675606.1
OG0001252	"Nana09088-RA, Nana09088-RC"	"XP_015674976.1, XP_015674975.1, XP_015674974.1"
OG0001253	Nana03033-RA	"XP_015687662.1, XP_015687663.1, XP_015687664.1, XP_015687665.1"
OG0001253	Nana03032-RA	"XP_015687666.1, XP_015687667.1"
OG0001254	"Nana28036-RD, Nana28036-RA, Nana28036-RB, Nana28036-RC"	XP_015666625.1
OG0001256	"Nana07602-RA, Nana07604-RA, Nana07605-RD, Nana07605-RB, Nana07605-RC, Nana07605-RE"	"XP_015678598.2, XP_029142340.1"
OG0001257	Nana01654-RA	XP_015677940.1
OG0001257	"Nana05106-RA, Nana05106-RB"	XP_015681307.1
OG0001258	"Nana32945-RA, Nana32945-RB, Nana32945-RD"	XP_015685719.1
OG0001258	Nana36049-RA	XP_015668820.1
OG0001259	Nana34333-RA	XP_029142432.1
OG0001260	Nana06434-RA	XP_015681906.1
OG0001260	"Nana32795-RA, Nana32795-RB, Nana32795-RC"	XP_015666523.1
OG0001265	"Nana36837-RB, Nana36458-RA"	XP_015678150.1
OG0001265	Nana36843-RA	XP_015678154.1
OG0001267	"Nana30419-RB, Nana30420-RA, Nana30412-RA, Nana30418-RE, Nana30418-RD, Nana30419-RA, Nana30414-RA, Nana30413-RA, Nana30414-RB, Nana30417-RA, Nana30418-RA, Nana30418-RB, Nana30418-RC, Nana30414-RC"	XP_015677180.1
OG0001272	"Nana07764-RA, Nana07766-RA, Nana07782-RA, Nana07769-RA"	"XP_015680760.1, XP_015680758.1, XP_015682995.1, XP_015682994.1, XP_015682997.1, XP_015682364.1, XP_015683571.1, XP_015683570.1, XP_015682998.1, XP_015683001.1, XP_015680757.1, XP_015683000.1, XP_015682999.2, XP_015680989.1"
OG0001274	"Nana38155-RE, Nana04198-RE, Nana04198-RD, Nana04198-RA, Nana38155-RD, Nana04198-RB, Nana04190-RC, Nana04190-RD, Nana04190-RA, Nana04190-RF, Nana04198-RC, Nana04190-RE, Nana38155-RC, Nana38155-RB, Nana38155-RA"	"XP_015676132.1, XP_015679901.1, XP_029140808.1"
OG0001275	Nana24164-RA	"XP_029142337.1, XP_015683220.1, XP_015685990.1, XP_015683222.1, XP_029141727.1, XP_029141726.1, XP_029141725.1, XP_029142336.1, XP_029142335.1, XP_029141728.1, XP_029141729.1, XP_015683223.1, XP_029142334.1, XP_029139025.1, XP_029141724.1, XP_029142089.1, XP_029142929.1"
OG0001276	Nana17485-RA	XP_015680686.1
OG0001277	Nana19671-RA	XP_015681262.1
OG0001280	Nana37489-RB	XP_029140964.1
OG0001280	Nana37488-RA	XP_029140965.1
OG0001281	"Nana34141-RB, Nana34141-RA"	XP_015681929.1
OG0001282	Nana34026-RA	XP_015674674.1
OG0001283	"Nana02830-RA, Nana02830-RB"	XP_015685299.1
OG0001283	"Nana36123-RB, Nana36123-RA"	XP_015683612.1
OG0001284	"Nana28455-RA, Nana17390-RA"	"XP_015676534.1, XP_015680706.1"
OG0001285	Nana02396-RA	XP_015675374.1
OG0001286	Nana30932-RA	"XP_015669388.1, XP_015669386.1, XP_015669387.2"
OG0001287	Nana01614-RA	XP_015679890.1
OG0001287	Nana30927-RC	XP_015669380.1
OG0001288	Nana37152-RA	XP_015674351.1
OG0001288	Nana21032-RA	"XP_029142318.1, XP_015682884.1"
OG0001289	Nana31807-RA	XP_015666889.1
OG0001290	"Nana12855-RB, Nana12855-RA"	XP_015681792.1
OG0001291	Nana35544-RA	XP_029140457.1
OG0001291	Nana00650-RA	XP_015670286.1
OG0001292	Nana33378-RA	XP_015667334.1
OG0001292	Nana11849-RA	XP_015670747.1
OG0001293	Nana29173-RA	XP_015680670.1
OG0001293	Nana08573-RA	XP_015668052.1
OG0001294	"Nana38284-RC, Nana38284-RE, Nana38284-RD, Nana38284-RA, Nana38284-RB"	XP_015684263.2
OG0001294	"Nana38284-RF, Nana23832-RA"	XP_015684362.2
OG0001295	Nana21417-RA	XP_029138918.1
OG0001295	Nana03435-RA	XP_029140557.1
OG0001296	Nana23590-RA	"XP_015665722.1, XP_015681315.1"
OG0001297	Nana04431-RA	"XP_029142297.1, XP_015685285.1"
OG0001298	Nana13176-RA	"XP_015684301.1, XP_015683734.1"
OG0001298	Nana13164-RA	XP_015684549.1
OG0001299	"Nana23701-RB, Nana23701-RA"	XP_015666426.1
OG0001300	Nana33421-RA	XP_015674650.1
OG0001300	Nana12214-RA	XP_015675636.1
OG0001301	Nana19543-RA	XP_015669709.2
OG0001302	Nana06773-RA	XP_015678248.2
OG0001303	Nana37264-RA	"XP_015686383.1, XP_015681283.1"
OG0001303	Nana24062-RA	XP_015683561.1
OG0001305	Nana08883-RA	XP_015673184.1
OG0001305	Nana18780-RA	XP_015676122.1
OG0001306	Nana18841-RB	XP_015682175.2
OG0001306	Nana28290-RA	XP_015684086.1
OG0001307	Nana18782-RA	"XP_015675299.1, XP_029140659.1"
OG0001308	Nana08014-RA	XP_015686903.1
OG0001308	Nana29611-RA	XP_029141179.1
OG0001309	"Nana30321-RB, Nana30321-RA"	XP_015672059.1
OG0001309	"Nana29315-RA, Nana03607-RA, Nana29312-RA, Nana29314-RA"	XP_015669088.1
OG0001310	"Nana30987-RH, Nana30987-RG, Nana30987-RB, Nana30987-RE, Nana30987-RF, Nana30987-RA, Nana30987-RC, Nana30987-RD"	XP_029139216.1
OG0001311	Nana28786-RA	XP_015669222.1
OG0001311	Nana30632-RA	XP_015677441.1
OG0001312	Nana05814-RA	XP_015675387.1
OG0001313	Nana26638-RA	"XP_029138993.1, XP_029138994.1"
OG0001314	Nana37502-RA	XP_015676919.1
OG0001315	Nana02711-RA	XP_015674778.1
OG0001316	Nana24317-RA	XP_015681943.1
OG0001316	Nana20190-RA	XP_015677955.2
OG0001317	Nana00613-RA	XP_015668300.1
OG0001318	"Nana01932-RB, Nana01932-RE"	"XP_015665523.1, XP_015665515.1"
OG0001318	"Nana01932-RA, Nana01932-RC, Nana01932-RD"	"XP_015665501.1, XP_015665507.1"
OG0001319	Nana00611-RA	"XP_015668308.1, XP_015668309.1"
OG0001320	Nana23866-RA	"XP_015683930.1, XP_015679032.1"
OG0001321	Nana01953-RA	XP_015674222.1
OG0001321	Nana16450-RA	XP_015672650.1
OG0001322	"Nana09855-RA, Nana09855-RE, Nana09855-RD, Nana09855-RF, Nana09855-RC, Nana09855-RB"	XP_029139366.1
OG0001323	Nana00716-RA	"XP_029142101.1, XP_029140696.1"
OG0001325	Nana10384-RA	XP_015672254.1
OG0001326	"Nana37269-RL, Nana37269-RM, Nana37269-RH, Nana37269-RN, Nana37269-RI, Nana37269-RJ, Nana37269-RK"	XP_029141899.1
OG0001327	Nana35437-RA	"XP_029142547.1, XP_015684833.1"
OG0001327	"Nana00057-RB, Nana00057-RA"	XP_029140402.1
OG0001328	Nana35869-RE	XP_015673160.1
OG0001328	Nana35869-RA	XP_015673161.1
OG0001329	Nana03628-RA	"XP_015675437.1, XP_029140041.1"
OG0001330	Nana25947-RA	XP_015672635.1
OG0001331	"Nana23025-RC, Nana23025-RB"	XP_015681473.1
OG0001332	Nana03794-RA	XP_015673125.1
OG0001332	"Nana22269-RA, Nana22271-RA"	XP_029141318.1
OG0001333	"Nana32140-RA, Nana32139-RA, Nana32142-RA"	XP_015672838.2
OG0001333	Nana25558-RA	XP_015685609.1
OG0001334	Nana17197-RA	XP_015686652.1
OG0001335	Nana16945-RA	XP_015682414.1
OG0001336	Nana09967-RA	XP_015672710.2
OG0001336	"Nana34041-RB, Nana34041-RA"	"XP_029142820.1, XP_015681663.1"
OG0001337	Nana09294-RA	XP_015677049.1
OG0001337	Nana14771-RA	XP_015673703.1
OG0001338	"Nana31834-RJ, Nana31834-RI, Nana31834-RL, Nana31834-RK, Nana31834-RG, Nana31834-RE, Nana31834-RF, Nana31834-RD, Nana31834-RH"	XP_015666902.1
OG0001339	Nana17784-RA	XP_015672888.1
OG0001340	Nana14799-RA	XP_029141351.1
OG0001341	Nana25200-RA	XP_015668557.1
OG0001341	Nana32114-RA	XP_015687804.1
OG0001342	Nana31756-RA	XP_015666881.1
OG0001343	Nana22698-RA	XP_015681707.1
OG0001344	"Nana30392-RA, Nana30391-RA, Nana12446-RA, Nana12446-RB, Nana12446-RC"	"XP_015671562.1, XP_015671556.1, XP_015671555.1, XP_015671559.1, NP_001310175.1, XP_015671560.1, NP_001310176.1, XP_015671558.1, XP_015671557.1, XP_015671565.1, XP_015671564.1"
OG0001345	Nana00537-RA	XP_015673090.1
OG0001346	Nana15236-RA	XP_015674007.1
OG0001347	Nana26078-RA	XP_015687106.1
OG0001348	Nana17027-RA	"XP_015683300.1, XP_015683299.1"
OG0001349	Nana36488-RA	XP_015677641.1
OG0001349	Nana30652-RA	XP_015674000.1
OG0001350	Nana29753-RA	XP_029139117.1
OG0001351	Nana20921-RA	XP_015676215.1
OG0001351	Nana37462-RA	XP_015683773.1
OG0001352	"Nana32601-RB, Nana32601-RA"	XP_015687947.1
OG0001353	Nana13602-RA	XP_015669853.1
OG0001354	Nana09446-RA	XP_015676272.1
OG0001355	Nana16625-RA	XP_015673362.1
OG0001355	Nana31424-RA	XP_015677341.1
OG0001356	Nana00085-RA	XP_015684762.1
OG0001356	Nana00639-RA	XP_015670281.2
OG0001357	Nana35017-RA	XP_015681812.1
OG0001357	Nana09346-RA	XP_015670699.2
OG0001358	Nana33066-RA	XP_015678763.1
OG0001359	Nana25904-RA	XP_015669980.1
OG0001359	Nana32714-RA	XP_015687888.1
OG0001360	Nana03836-RA	XP_015686651.2
OG0001361	Nana19833-RA	"XP_015675255.1, XP_015672024.1, XP_015675254.1"
OG0001362	"Nana34589-RE, Nana34589-RH, Nana34589-RI, Nana34589-RD, Nana34589-RC, Nana34589-RG, Nana34589-RB"	XP_015667467.2
OG0001363	Nana13467-RA	XP_015681036.1
OG0001363	Nana16183-RA	XP_029140750.1
OG0001364	Nana16173-RA	XP_015678294.1
OG0001364	Nana16172-RA	XP_015678224.1
OG0001364	Nana00685-RA	XP_015670310.1
OG0001365	Nana19712-RA	"XP_015670080.1, XP_015670081.1, XP_015670072.1, XP_029139725.1, XP_015670076.1, XP_015670077.1, XP_015670078.1, XP_015670075.1"
OG0001366	Nana22126-RA	"XP_015669844.1, XP_015669843.1"
OG0001367	Nana25114-RA	"XP_015674482.1, XP_015672518.1"
OG0001368	Nana29210-RA	XP_029141607.1
OG0001368	Nana08172-RA	XP_015678070.1
OG0001369	Nana36951-RA	XP_015683519.1
OG0001370	Nana34816-RA	XP_029139873.1
OG0001370	Nana00530-RA	XP_015674359.1
OG0001372	Nana04056-RA	XP_015681507.1
OG0001372	Nana34815-RA	XP_015670899.1
OG0001373	"Nana37203-RC, Nana37203-RD, Nana37203-RB, Nana37203-RA"	XP_015687030.1
OG0001374	Nana11894-RA	XP_015677325.1
OG0001374	"Nana33083-RB, Nana33083-RA"	XP_015673928.1
OG0001375	Nana02493-RA	XP_015678780.1
OG0001376	Nana23558-RA	XP_015665833.1
OG0001376	Nana04415-RA	XP_015679374.1
OG0001377	Nana31311-RA	XP_015671449.1
OG0001378	Nana31717-RA	XP_015677500.1
OG0001379	"Nana38014-RA, Nana23500-RA, Nana23500-RB"	"XP_015678829.1, XP_015665805.1, XP_015678830.1, XP_015665806.1"
OG0001380	Nana11157-RA	XP_015669336.1
OG0001381	Nana10204-RA	XP_015675976.2
OG0001381	Nana03832-RA	XP_015686741.1
OG0001382	Nana23277-RA	XP_015665891.1
OG0001382	Nana21379-RA	XP_015666141.1
OG0001383	"Nana32481-RA, Nana32481-RB"	XP_015676595.1
OG0001384	Nana03543-RA	XP_015673852.1
OG0001384	Nana10055-RA	XP_015675296.2
OG0001385	Nana21484-RA	XP_015666703.1
OG0001385	Nana22942-RA	XP_015670128.1
OG0001386	Nana25586-RA	XP_015683282.1
OG0001386	Nana18490-RA	XP_015683474.1
OG0001387	"Nana26203-RB, Nana26203-RC"	XP_015679864.1
OG0001388	Nana32396-RA	XP_015687376.2
OG0001389	Nana04143-RA	"XP_015677270.1, XP_015677242.1"
OG0001390	Nana14983-RA	XP_029141550.1
OG0001390	Nana09309-RA	XP_015680996.1
OG0001391	Nana27604-RA	XP_015682649.1
OG0001392	"Nana37903-RA, Nana37903-RB, Nana23619-RA"	"XP_015665744.1, XP_015681080.1"
OG0001393	Nana09485-RA	XP_015675200.2
OG0001393	Nana09886-RA	XP_015671805.1
OG0001394	Nana16244-RA	XP_029141102.1
OG0001395	Nana39696-RA	XP_015671807.1
OG0001396	Nana35915-RA	XP_029142899.1
OG0001397	Nana20152-RA	"XP_015680029.1, XP_015680036.1"
OG0001397	Nana35211-RA	"XP_015682459.1, XP_015682458.1"
OG0001399	Nana27499-RA	XP_029139611.1
OG0001399	Nana04262-RA	XP_015675547.1
OG0001400	Nana21783-RA	XP_015666099.1
OG0001400	Nana23265-RA	XP_015665953.1
OG0001401	Nana03911-RA	XP_015677098.1
OG0001401	Nana10175-RA	XP_015683449.2
OG0001402	Nana26291-RA	XP_015683506.1
OG0001402	Nana20352-RA	XP_015668438.1
OG0001403	Nana22103-RA	XP_015678641.1
OG0001403	Nana03786-RA	XP_015674405.1
OG0001404	Nana27423-RA	XP_015679575.1
OG0001405	Nana22380-RA	XP_015667243.1
OG0001406	"Nana34612-RA, Nana34612-RB"	XP_029139175.1
OG0001407	Nana20139-RA	"XP_015679724.1, XP_015679723.1, XP_015679725.1"
OG0001408	Nana22645-RA	XP_015671658.1
OG0001408	Nana23050-RA	XP_015687684.2
OG0001409	Nana33790-RA	XP_015668739.1
OG0001409	Nana27327-RA	XP_015687363.1
OG0001410	Nana10900-RA	XP_029141189.1
OG0001410	Nana14624-RA	XP_015671029.1
OG0001411	Nana09564-RA	"XP_029142741.1, XP_029139205.1"
OG0001411	Nana27248-RA	XP_029141142.1
OG0001412	Nana11521-RA	"XP_015672299.1, XP_015672298.1, XP_015672300.1, XP_015672301.1, XP_029140135.1, XP_015672303.1"
OG0001412	Nana11518-RB	XP_015680943.1
OG0001413	Nana27199-RA	XP_015669010.1
OG0001414	Nana14327-RA	XP_029139728.1
OG0001414	Nana08098-RA	XP_015678356.1
OG0001415	"Nana14330-RA, Nana14329-RA"	XP_029139726.1
OG0001416	Nana27060-RA	"XP_015668341.1, XP_015668333.1"
OG0001417	Nana13898-RA	XP_015673487.1
OG0001418	Nana28393-RA	XP_015681592.1
OG0001419	Nana17644-RA	XP_015687851.1
OG0001419	Nana08868-RA	XP_015681105.1
OG0001420	"Nana17659-RB, Nana17659-RA, Nana17661-RA, Nana17660-RA, Nana17660-RB, Nana17662-RA"	XP_015687862.1
OG0001420	Nana17663-RA	XP_015687861.1
OG0001421	Nana14008-RA	XP_015679361.2
OG0001421	Nana26814-RA	XP_015677600.1
OG0001422	Nana24511-RA	XP_015670351.1
OG0001423	Nana14014-RA	XP_015682137.1
OG0001423	Nana29653-RA	XP_015669039.1
OG0001424	Nana14015-RA	XP_015682136.1
OG0001425	Nana23335-RA	XP_015665663.1
OG0001425	"Nana04895-RA, Nana04895-RB"	XP_015674139.1
OG0001426	Nana02200-RA	XP_015676819.1
OG0001426	Nana26154-RA	XP_015670725.1
OG0001427	"Nana26045-RB, Nana26045-RE, Nana26045-RA, Nana26045-RD, Nana26045-RC"	XP_015667775.1
OG0001428	Nana10748-RC	XP_015667711.1
OG0001428	Nana10748-RB	XP_015667710.1
OG0001429	"Nana13661-RA, Nana13660-RA"	XP_015685174.1
OG0001430	Nana24473-RA	XP_015682122.1
OG0001430	Nana24474-RA	XP_015682121.2
OG0001431	Nana10662-RA	XP_015670595.1
OG0001431	Nana29275-RA	XP_015681157.1
OG0001432	Nana18503-RA	XP_015687446.1
OG0001434	Nana09218-RA	XP_015675061.1
OG0001435	"Nana24778-RA, Nana24779-RA"	XP_015673204.1
OG0001435	Nana24784-RA	XP_015679910.1
OG0001436	Nana24850-RA	XP_015676954.1
OG0001436	Nana35933-RA	XP_015678955.1
OG0001437	Nana17577-RA	XP_029141483.1
OG0001437	Nana17591-RA	XP_029142221.1
OG0001438	Nana12371-RA	XP_015675397.1
OG0001438	Nana32937-RA	XP_015682950.1
OG0001439	Nana06743-RA	XP_015681683.1
OG0001439	Nana12267-RA	XP_015668158.1
OG0001440	"Nana12147-RA, Nana12147-RB"	XP_015674048.1
OG0001441	Nana11742-RA	XP_015683495.1
OG0001442	"Nana11714-RC, Nana11714-RA, Nana11714-RB"	"XP_015683456.1, XP_015683457.1"
OG0001443	Nana11599-RA	XP_015681579.1
OG0001443	Nana10846-RA	XP_015668764.1
OG0001444	Nana11591-RA	XP_015679757.1
OG0001444	Nana06795-RA	XP_015682288.1
OG0001445	"Nana05241-RA, Nana30846-RA"	XP_029140893.1
OG0001445	Nana05242-RA	XP_015677565.1
OG0001446	Nana15529-RA	XP_015682749.1
OG0001446	"Nana05267-RA, Nana05267-RB"	XP_015668499.1
OG0001447	"Nana05123-RA, Nana05123-RB"	XP_015671216.1
OG0001449	Nana12608-RA	XP_015682591.1
OG0001449	Nana33562-RA	XP_029139150.1
OG0001450	"Nana05044-RA, Nana05041-RA"	XP_015671421.1
OG0001450	Nana01374-RA	XP_015680792.1
OG0001451	Nana10011-RA	XP_029143113.1
OG0001451	Nana10010-RA	XP_015687330.1
OG0001451	"Nana38434-RA, Nana38431-RA, Nana38435-RA"	XP_029143110.1
OG0001452	"Nana04361-RB, Nana04361-RA, Nana04361-RC"	XP_015678733.1
OG0001453	"Nana09342-RE, Nana09342-RD, Nana09342-RA, Nana09342-RB"	XP_015677188.1
OG0001453	Nana09342-RC	"XP_015677187.1, XP_015677189.1"
OG0001454	"Nana03870-RD, Nana03870-RC, Nana03870-RE"	XP_015675959.1
OG0001455	"Nana04004-RC, Nana04004-RG, Nana04004-RE, Nana04004-RA, Nana04004-RB, Nana04004-RD, Nana04004-RH, Nana04004-RF"	XP_015684937.1
OG0001456	Nana03923-RA	"XP_029142881.1, XP_015682859.1"
OG0001456	Nana34484-RA	XP_015673324.1
OG0001457	Nana08958-RA	XP_015675046.1
OG0001458	Nana03002-RA	XP_029140656.1
OG0001458	Nana38776-RA	"XP_015684883.1, XP_015682659.1"
OG0001459	Nana08850-RA	XP_015681486.1
OG0001460	Nana28079-RC	XP_015666610.1
OG0001460	Nana08863-RA	XP_015679368.1
OG0001461	Nana02907-RA	XP_015676186.1
OG0001463	"Nana08372-RB, Nana08372-RD, Nana08372-RE"	XP_015673147.1
OG0001463	Nana08372-RC	"XP_015686234.1, XP_015685314.2, XP_015682341.1, XP_015682343.1, XP_015682342.1"
OG0001464	"Nana08072-RB, Nana08072-RE, Nana08072-RD, Nana08072-RC, Nana08072-RF"	"XP_015687250.1, XP_015687251.1, XP_015687253.1, XP_015687252.1, XP_015687254.1"
OG0001465	"Nana07800-RD, Nana07800-RC, Nana07800-RA, Nana07800-RB"	XP_015682576.1
