Orthogroup	N_naja.pep	H_sapiens.pep
OG0003391	Nana11859-RC, Nana11859-RA, Nana11859-RD, Nana11859-RB	ENSG00000064651.14
OG0003392	Nana31517-RB, Nana31517-RA	ENSG00000205423.11
OG0003393	Nana11842-RA	ENSG00000186687.16
OG0003394	Nana11786-RA	ENSG00000081377.17, ENSG00000218305.4
OG0003395	Nana11668-RA	ENSG00000135002.12
OG0003396	Nana11643-RB, Nana11643-RC, Nana11643-RA	ENSG00000107372.13
OG0003397	Nana11639-RC, Nana11639-RB, Nana11639-RD	ENSG00000135048.14
OG0003399	Nana11593-RC, Nana11593-RB, Nana11593-RA	ENSG00000080608.10
OG0003400	Nana05215-RB, Nana05215-RA	ENSG00000196792.12
OG0003401	Nana11400-RA	ENSG00000119471.15
OG0003402	Nana11414-RA, Nana11414-RC, Nana11414-RB	ENSG00000148158.17
OG0003403	Nana05759-RB, Nana05759-RA	ENSG00000184916.9
OG0003404	Nana10181-RA, Nana10182-RA	ENSG00000110934.12
OG0003405	Nana10511-RB, Nana10511-RA	ENSG00000126756.12
OG0003406	Nana05746-RA, Nana01514-RA, Nana05747-RA	ENSG00000099814.16
OG0003407	Nana10503-RA, Nana08634-RA	ENSG00000164076.17
OG0003408	Nana05588-RA	ENSG00000218823.2, ENSG00000090060.18
OG0003409	Nana05569-RA	ENSG00000273761.5, ENSG00000089737.17
OG0003411	Nana30783-RA, Nana05559-RA	ENSG00000100604.13, ENSG00000276781.3
OG0003412	Nana05528-RA, Nana05526-RA	ENSG00000015133.19
OG0003413	Nana05331-RC, Nana05331-RA, Nana39337-RA, Nana05331-RB	ENSG00000119596.18
OG0003414	Nana14501-RA, Nana10855-RB, Nana10855-RA	ENSG00000085831.15
OG0003415	Nana10925-RB, Nana10925-RE, Nana10925-RA, Nana10925-RD, Nana10925-RC	ENSG00000130734.10
OG0003416	Nana10952-RA, Nana10954-RA, Nana10953-RA	ENSG00000111752.11
OG0003418	Nana12637-RA	ENSG00000152234.16
OG0003419	Nana04983-RA, Nana04983-RB	ENSG00000176566.5, ENSG00000182308.7, ENSG00000119599.17
OG0003420	Nana04999-RD, Nana04999-RA, Nana04999-RB, Nana04999-RC	ENSG00000159459.12
OG0003421	Nana10715-RA	ENSG00000102076.10, ENSG00000166160.9, ENSG00000268221.6, ENSG00000269433.3
OG0003422	Nana05057-RA	ENSG00000137804.14, ENSG00000285920.2
OG0003423	Nana08508-RA	ENSG00000168268.11
OG0003424	Nana10724-RA	ENSG00000183479.12
OG0003425	Nana10732-RA	ENSG00000184194.5
OG0003426	Nana04891-RB, Nana04891-RA	ENSG00000165912.16
OG0003427	Nana04912-RA	ENSG00000285387.2, ENSG00000213619.10
OG0003428	Nana04841-RA, Nana04838-RA	ENSG00000205126.2, ENSG00000110455.14
OG0003429	Nana04811-RA, Nana04811-RB	ENSG00000175104.15
OG0003430	Nana10082-RB, Nana10082-RA, Nana10082-RC	ENSG00000170581.14
OG0003431	Nana04731-RA, Nana04731-RB	ENSG00000172893.15
OG0003432	Nana10152-RA	ENSG00000110958.16
OG0003433	Nana04505-RA	ENSG00000166444.19
OG0003434	Nana09747-RA	ENSG00000172809.13
OG0003435	Nana09721-RB, Nana09721-RA, Nana09723-RB, Nana09723-RA	ENSG00000266074.8
OG0003436	Nana04355-RA	ENSG00000288199.1, ENSG00000130592.15
OG0003438	Nana09650-RD, Nana09650-RA, Nana09650-RB, Nana09650-RE, Nana09650-RC	ENSG00000055483.19
OG0003439	Nana09629-RA, Nana09629-RB	ENSG00000185359.13
OG0003440	Nana09302-RA, Nana06112-RA	ENSG00000116014.10
OG0003441	Nana09316-RA, Nana09316-RB, Nana09316-RC, Nana09315-RA	ENSG00000141867.17
OG0003442	Nana09317-RA, Nana09317-RB, Nana09317-RD, Nana09317-RF, Nana09317-RC	ENSG00000105127.9
OG0003443	Nana09325-RA	ENSG00000141560.15
OG0003444	Nana04234-RC, Nana04234-RD, Nana04234-RB, Nana04234-RA	ENSG00000142102.16
OG0003445	Nana09387-RA	ENSG00000006695.12
OG0003446	Nana09395-RA	ENSG00000108448.21, ENSG00000221926.12
OG0003447	Nana03807-RB, Nana03807-RA	ENSG00000088179.9
OG0003448	Nana09455-RA, Nana09455-RB, Nana09455-RC	ENSG00000161547.16, ENSG00000263465.4
OG0003449	Nana09512-RA, Nana09512-RC, Nana09512-RB	ENSG00000182173.13
OG0003450	Nana23168-RA, Nana09547-RA, Nana09545-RA, Nana09545-RB	ENSG00000109062.12
OG0003451	Nana04005-RB, Nana04005-RA	ENSG00000030066.13
OG0003452	Nana03999-RB, Nana03999-RC, Nana03999-RA	ENSG00000110711.10
OG0003453	Nana03979-RA, Nana03979-RC, Nana03979-RB, Nana03979-RD	ENSG00000124006.15
OG0003454	Nana03672-RB, Nana03672-RC, Nana03672-RA	ENSG00000082258.13
OG0003455	Nana03647-RA	ENSG00000150540.14
OG0003456	Nana03076-RA, Nana03076-RB	ENSG00000197713.15, ENSG00000235376.5
OG0003457	Nana03036-RA	ENSG00000258984.5
OG0003458	Nana03029-RA	ENSG00000177483.11
OG0003459	Nana39155-RA, Nana08961-RD	ENSG00000113522.14, ENSG00000283782.2
OG0003460	Nana08952-RB, Nana08952-RC	ENSG00000072682.18
OG0003461	Nana03191-RA	ENSG00000196290.15
OG0003462	Nana03254-RA, Nana03255-RA	ENSG00000178093.14
OG0003463	Nana02997-RA, Nana02997-RB	ENSG00000198612.11
OG0003464	Nana09035-RA	ENSG00000145919.11, ENSG00000228075.5
OG0003465	Nana08809-RA, Nana08809-RB	ENSG00000196743.9
OG0003466	Nana02831-RB, Nana02831-RA	ENSG00000011523.14
OG0003467	Nana02806-RA	ENSG00000101292.7, ENSG00000169618.6
OG0003468	Nana08851-RA	ENSG00000127022.15, ENSG00000283777.2
OG0003469	Nana08878-RA	ENSG00000120729.10
OG0003470	Nana00992-RB, Nana00992-RC, Nana00992-RA	ENSG00000151665.13
OG0003471	Nana02690-RA, Nana02690-RB	ENSG00000139684.15
OG0003472	Nana02681-RB, Nana02681-RA	ENSG00000102743.15
OG0003473	Nana02761-RA, Nana02761-RB	ENSG00000125863.20
OG0003474	Nana08701-RC, Nana08701-RB, Nana08701-RA	ENSG00000169228.14
OG0003475	Nana08673-RD, Nana08673-RA, Nana08673-RB, Nana08673-RC	ENSG00000112983.17
OG0003476	Nana02573-RD, Nana02573-RC, Nana02573-RA, Nana02573-RB	ENSG00000134324.11
OG0003477	Nana02566-RB, Nana02566-RA, Nana02566-RC, Nana02566-RD	ENSG00000134318.14
OG0003478	Nana02528-RA, Nana02527-RB, Nana02527-RA	ENSG00000134313.15
OG0003479	Nana06609-RA	ENSG00000167774.2, ENSG00000267855.6
OG0003480	Nana08471-RA	ENSG00000198000.12
OG0003481	Nana02445-RA, Nana02446-RA	ENSG00000274726.4, ENSG00000104728.16
OG0003482	Nana02464-RB, Nana02464-RA	ENSG00000143727.16
OG0003483	Nana08451-RA	ENSG00000279643.3, ENSG00000144559.10
OG0003484	Nana08438-RA	ENSG00000261796.1, ENSG00000240682.9
OG0003485	Nana02223-RC, Nana02223-RA, Nana02223-RB	ENSG00000112159.12, ENSG00000288121.1
OG0003486	Nana08324-RA, Nana08324-RB	ENSG00000179348.12
OG0003487	Nana02043-RA, Nana02043-RB	ENSG00000153989.8
OG0003488	Nana02130-RC, Nana02130-RB, Nana02130-RA	ENSG00000130347.13
OG0003489	Nana02121-RA	ENSG00000146285.14
OG0003490	Nana02107-RA	ENSG00000183137.14
OG0003491	Nana07991-RA	ENSG00000168301.13
OG0003492	Nana02298-RD, Nana02298-RC, Nana02298-RA, Nana02298-RB	ENSG00000146247.14
OG0003493	Nana02309-RB, Nana02309-RC, Nana02309-RA	ENSG00000112701.18
OG0003494	Nana02311-RA	ENSG00000118407.15
OG0003495	Nana01971-RA	ENSG00000154269.15
OG0003496	Nana10630-RB, Nana10630-RA	ENSG00000126012.11, ENSG00000012817.15
OG0003498	Nana01847-RB, Nana01847-RA	ENSG00000135521.9, ENSG00000280148.1
OG0003499	Nana01705-RA	ENSG00000197081.14
OG0003500	Nana01713-RC, Nana01713-RA, Nana01713-RB	ENSG00000146457.16
OG0003502	Nana01537-RA, Nana01539-RA	ENSG00000155816.20
OG0003503	Nana01577-RA	ENSG00000282984.2, ENSG00000285053.1, ENSG00000284770.2
OG0003504	Nana01581-RA, Nana01581-RB	ENSG00000188739.15
OG0003505	Nana01587-RA	ENSG00000168275.15
OG0003506	Nana01598-RA, Nana39375-RA, Nana39374-RA, Nana01599-RA	ENSG00000212916.4
OG0003507	Nana01399-RA	ENSG00000143819.12
OG0003508	Nana01426-RD, Nana01426-RC, Nana01426-RA, Nana01426-RB	ENSG00000115760.14
OG0003509	Nana01439-RA, Nana01439-RB, Nana01439-RE, Nana01439-RC, Nana01439-RD	ENSG00000178222.13
OG0003510	Nana01447-RC, Nana01447-RA, Nana01447-RD, Nana01447-RB	ENSG00000115808.12
OG0003511	Nana01481-RA	ENSG00000162961.14
OG0003512	Nana01093-RA	ENSG00000117650.13
OG0003513	Nana01139-RA, Nana01138-RA, Nana01141-RA	ENSG00000042781.14
OG0003514	Nana01295-RA	ENSG00000172954.13
OG0003515	Nana01267-RA	ENSG00000143768.13, ENSG00000243709.1
OG0003516	Nana00936-RA	ENSG00000172005.11
OG0003517	Nana00919-RA, Nana00919-RB	ENSG00000115875.19
OG0003519	Nana00613-RF, Nana00613-RB, Nana00613-RD, Nana00613-RE, Nana00613-RC	ENSG00000011143.17
OG0003521	Nana37046-RB, Nana37046-RA	ENSG00000122140.11
OG0003522	Nana36472-RA, Nana36470-RA	ENSG00000148175.13
OG0003525	Nana37204-RA, Nana37204-RB, Nana37204-RC, Nana37204-RD	ENSG00000053372.5
OG0003526	Nana00062-RF, Nana00062-RC, Nana00062-RH	ENSG00000276838.4, ENSG00000167711.13
OG0003527	Nana06003-RA	ENSG00000105058.12
OG0003528	Nana06049-RA	ENSG00000130255.13
OG0003529	Nana36852-RA	ENSG00000148358.19, ENSG00000125734.15
OG0003530	Nana00051-RH, Nana00051-RC, Nana00051-RD	ENSG00000167703.14, ENSG00000278550.4
OG0003531	Nana16338-RA	ENSG00000008988.9
OG0003532	Nana06892-RA, Nana06892-RB	ENSG00000112514.16, ENSG00000226492.7
OG0003533	Nana31730-RA	ENSG00000174990.7, ENSG00000169239.13
OG0003534	Nana16344-RA, Nana16344-RB	ENSG00000170791.18
OG0003536	Nana29042-RE	ENSG00000281277.4, ENSG00000176302.13, ENSG00000189299.7
OG0003537	Nana06630-RB, Nana06630-RA	ENSG00000269307.1
OG0003538	Nana06899-RA	ENSG00000227057.10, ENSG00000236222.8, ENSG00000226916.8, ENSG00000206284.8, ENSG00000204221.11
OG0003540	Nana39316-RA	ENSG00000229802.11, ENSG00000206288.13, ENSG00000224399.11, ENSG00000112473.18, ENSG00000226614.11, ENSG00000227402.11
OG0003541	Nana38874-RA	ENSG00000141965.5
OG0003543	Nana34927-RD, Nana34927-RA, Nana34927-RB, Nana34927-RE, Nana34927-RC	ENSG00000186998.16
OG0003546	Nana27278-RA, Nana37036-RA	ENSG00000165689.17
OG0003547	Nana05960-RA	ENSG00000213741.10
OG0003550	Nana19608-RB, Nana19608-RA	ENSG00000165672.7
OG0003551	Nana00580-RA	ENSG00000129195.16
OG0003552	Nana06056-RD, Nana06056-RE, Nana06056-RB, Nana06056-RC, Nana06056-RA	ENSG00000031823.14
OG0003554	Nana30589-RA	ENSG00000105372.8
OG0003555	Nana00545-RA	ENSG00000108733.10
OG0003558	Nana35764-RA	ENSG00000272031.3, ENSG00000235711.4
OG0003560	Nana34709-RB, Nana34709-RC, Nana34709-RA, Nana34709-RD	ENSG00000167037.18
OG0003561	Nana37646-RA, Nana37646-RC, Nana37646-RB, Nana37646-RE	ENSG00000189337.17
OG0003565	Nana05358-RA, Nana05358-RB	ENSG00000133935.7
OG0003566	Nana32959-RA, Nana32957-RA	ENSG00000140464.20
OG0003568	Nana07824-RA	ENSG00000206500.9, ENSG00000237733.8, ENSG00000230467.8, ENSG00000236967.8, ENSG00000204618.8, ENSG00000227171.8, ENSG00000235022.8, ENSG00000230332.8
OG0003570	Nana34714-RC, Nana34714-RA	ENSG00000139436.21
OG0003573	Nana27071-RA, Nana27071-RB	ENSG00000028203.18
OG0003574	Nana35236-RA	ENSG00000093010.14
OG0003575	Nana35248-RA, Nana35249-RB, Nana35249-RA	ENSG00000183597.16
OG0003576	Nana02949-RA	ENSG00000276087.2, ENSG00000219626.9, ENSG00000186453.13
OG0003582	Nana33827-RA, Nana33826-RA, Nana33829-RC, Nana33829-RD, Nana33829-RB, Nana33829-RA	ENSG00000136247.14
OG0003587	Nana06355-RA	ENSG00000104964.14
OG0003603	Nana37644-RA, Nana37644-RB	ENSG00000171729.14
OG0003604	Nana29025-RM, Nana29025-RH, Nana29025-RC	ENSG00000149591.17
OG0003605	Nana32078-RA	ENSG00000101901.12
OG0003606	Nana37222-RA	ENSG00000142798.20
OG0003607	Nana31119-RA, Nana31115-RA	ENSG00000205336.12
OG0003608	Nana37274-RA	ENSG00000142627.13
OG0003609	Nana15773-RA	ENSG00000198721.12
OG0003610	Nana31128-RA, Nana31128-RC, Nana31128-RB	ENSG00000159579.14
OG0003611	Nana36376-RC, Nana36376-RB	ENSG00000143368.10
OG0003612	Nana36376-RA, Nana36376-RD	ENSG00000014914.21
OG0003613	Nana33511-RC, Nana33511-RB, Nana33511-RA	ENSG00000138614.15
OG0003614	Nana15806-RA	ENSG00000124786.11
OG0003615	Nana33512-RD, Nana33512-RE, Nana33512-RC	ENSG00000174485.15
OG0003617	Nana15813-RA	ENSG00000111846.17, ENSG00000285222.1
OG0003618	Nana18853-RB, Nana18853-RA	ENSG00000165449.11
OG0003619	Nana15824-RA, Nana15825-RA, Nana38561-RA	ENSG00000111863.12
OG0003620	Nana03221-RA	ENSG00000065413.20
OG0003621	Nana30774-RA	ENSG00000282853.2, ENSG00000104823.9
OG0003622	Nana08237-RA, Nana08237-RB	ENSG00000163913.11
OG0003623	Nana05952-RA	ENSG00000165525.18
OG0003624	Nana34055-RA, Nana34055-RB	ENSG00000260272.1, ENSG00000162065.14
OG0003625	Nana11306-RA	ENSG00000120925.16
OG0003626	Nana08236-RA	ENSG00000129071.9
OG0003627	Nana11307-RB, Nana11307-RA	ENSG00000168172.9
OG0003628	Nana08228-RA, Nana08228-RB	ENSG00000134077.16
OG0003629	Nana29838-RC, Nana29838-RB, Nana29838-RA	ENSG00000160058.18
OG0003630	Nana29834-RA	ENSG00000160062.15
OG0003631	Nana37513-RA	ENSG00000130939.20
OG0003632	Nana00173-RA	ENSG00000282013.1, ENSG00000262334.6, ENSG00000181031.16
OG0003633	Nana36062-RA	ENSG00000173207.13
OG0003634	Nana32245-RA	ENSG00000204131.9
OG0003635	Nana05567-RA	ENSG00000100628.12, ENSG00000278693.3
OG0003636	Nana03215-RA	ENSG00000115540.15
OG0003637	Nana03219-RC, Nana03219-RA	ENSG00000115524.16
OG0003638	Nana03286-RA	ENSG00000115368.10
OG0003639	Nana31921-RA	ENSG00000169083.17
OG0003641	Nana22230-RA	ENSG00000163807.6, ENSG00000281665.2
OG0003642	Nana21829-RB	ENSG00000105996.7
OG0003643	Nana34240-RB, Nana34240-RA	ENSG00000164535.15
OG0003644	Nana29759-RA, Nana29759-RC, Nana29759-RB	ENSG00000054118.15
OG0003645	Nana13771-RA	ENSG00000088367.23
OG0003646	Nana22179-RA	ENSG00000163781.14
OG0003647	Nana34120-RA	ENSG00000157045.9, ENSG00000275779.4
OG0003648	Nana28492-RA, Nana28492-RB	ENSG00000106624.11
OG0003649	Nana28486-RA	ENSG00000106636.8
OG0003650	Nana28478-RA, Nana28480-RA	ENSG00000015676.18
OG0003652	Nana34432-RD, Nana34432-RB, Nana34432-RA	ENSG00000106266.11
OG0003653	Nana34430-RA	ENSG00000106263.18
OG0003654	Nana24687-RA	ENSG00000156261.13
OG0003655	Nana31978-RA	ENSG00000131263.13
OG0003656	Nana34410-RB, Nana34410-RA	ENSG00000106009.16
OG0003658	Nana22345-RA	ENSG00000106355.10
OG0003659	Nana34405-RA	ENSG00000146535.14
OG0003660	Nana03100-RA	ENSG00000118263.15
OG0003661	Nana27186-RA	ENSG00000105948.13
OG0003662	Nana33961-RB, Nana33961-RA	ENSG00000140983.14
OG0003663	Nana03109-RA	ENSG00000183671.12, ENSG00000283448.1
OG0003664	Nana32373-RB, Nana32373-RA	ENSG00000101966.12
OG0003665	Nana07300-RA, Nana04848-RA	ENSG00000085117.12
OG0003666	Nana33813-RA, Nana33813-RC, Nana33813-RB, Nana33813-RD	ENSG00000131653.13
OG0003667	Nana32339-RA	ENSG00000102290.22, ENSG00000099715.14
OG0003668	Nana31485-RB, Nana31485-RA, Nana31485-RC	ENSG00000102921.8
OG0003669	Nana30022-RA	ENSG00000117308.15
OG0003670	Nana34533-RA	ENSG00000284571.2, ENSG00000177731.16
OG0003671	Nana03326-RA	ENSG00000188452.14
OG0003672	Nana30941-RD, Nana30941-RH, Nana30941-RC	ENSG00000105223.20
OG0003673	Nana30731-RA, Nana30731-RB	ENSG00000118162.14
OG0003674	Nana19140-RB, Nana19140-RA	ENSG00000138347.15
OG0003675	Nana30015-RA	ENSG00000142676.14
OG0003676	Nana36367-RA, Nana36367-RC, Nana36367-RB	ENSG00000183853.18
OG0003677	Nana04763-RA	ENSG00000131626.18, ENSG00000288198.1
OG0003678	Nana19276-RA	ENSG00000171862.11, ENSG00000284792.1
OG0003679	Nana32659-RA	ENSG00000170935.8
OG0003680	Nana19270-RA, Nana19270-RC, Nana19270-RB	ENSG00000198964.14
OG0003681	Nana37244-RC, Nana37244-RA	ENSG00000177868.12
OG0003682	Nana05633-RA, Nana05632-RA	ENSG00000205476.9
OG0003683	Nana14037-RA	ENSG00000112599.9
OG0003684	Nana05628-RA, Nana05629-RA	ENSG00000183576.13
OG0003685	Nana04773-RA	ENSG00000284969.1, ENSG00000085063.16
OG0003686	Nana19162-RA, Nana19162-RB	ENSG00000156502.14
OG0003687	Nana34597-RC, Nana34597-RB	ENSG00000275618.2, ENSG00000103429.11
OG0003688	Nana04785-RA	ENSG00000135374.10
OG0003689	Nana00278-RA	ENSG00000278259.4, ENSG00000278372.4
OG0003690	Nana31811-RB, Nana31811-RC, Nana31811-RA	ENSG00000131165.15
OG0003691	Nana10336-RA	ENSG00000287908.1, ENSG00000240771.8
OG0003692	Nana31812-RC, Nana31812-RB, Nana31812-RA	ENSG00000185324.22
OG0003693	Nana06896-RA	ENSG00000236104.3, ENSG00000237056.5, ENSG00000206280.7, ENSG00000227780.5, ENSG00000229253.5
OG0003694	Nana30062-RA	ENSG00000117614.10
OG0003695	Nana00444-RA	ENSG00000049541.11
OG0003696	Nana34263-RA	ENSG00000164713.10
OG0003697	Nana00659-RA	ENSG00000157978.12
OG0003698	Nana03178-RA, Nana03177-RA	ENSG00000003393.15
OG0003699	Nana37699-RB, Nana37453-RA	ENSG00000188157.15
OG0003700	Nana12417-RA	ENSG00000145623.13
OG0003701	Nana00795-RB, Nana00795-RA	ENSG00000104643.10, ENSG00000285032.2
OG0003702	Nana03187-RB, Nana03187-RA, Nana03187-RC	ENSG00000003402.20
OG0003703	Nana12426-RA, Nana12426-RB	ENSG00000164190.19
OG0003704	Nana03190-RC, Nana03190-RA, Nana03190-RB	ENSG00000115942.9
OG0003705	Nana10468-RB, Nana10468-RA	ENSG00000109854.13
OG0003706	Nana33294-RA	ENSG00000259332.3, ENSG00000136371.10
OG0003707	Nana27973-RA, Nana17252-RA	ENSG00000278749.1, ENSG00000255181.3
OG0003708	Nana36434-RB, Nana36434-RA	ENSG00000130559.19
OG0003709	Nana29175-RB, Nana29175-RA	ENSG00000065809.13
OG0003710	Nana31700-RA, Nana31700-RB	ENSG00000131148.9
OG0003711	Nana03442-RA, Nana03442-RB	ENSG00000154479.13
OG0003712	Nana36138-RC, Nana36138-RA, Nana36138-RB	ENSG00000125459.16
OG0003713	Nana12439-RA	ENSG00000113494.17
OG0003714	Nana23576-RB, Nana23576-RA	ENSG00000104894.12
OG0003715	Nana17802-RA	ENSG00000164035.10
OG0003716	Nana03439-RA, Nana03439-RB	ENSG00000138382.15
OG0003717	Nana12444-RA	ENSG00000113456.19
OG0003718	Nana31102-RB, Nana31102-RA, Nana31102-RD	ENSG00000153774.9
OG0003719	Nana02233-RA, Nana23825-RA	ENSG00000196544.8
OG0003720	Nana23373-RB	ENSG00000119574.13
OG0003721	Nana23377-RB, Nana23377-RC, Nana23377-RD, Nana23377-RA	ENSG00000130726.12
OG0003722	Nana17791-RB, Nana17791-RA	ENSG00000145331.14
OG0003723	Nana23378-RC, Nana23378-RB	ENSG00000130724.9
OG0003724	Nana23821-RA	ENSG00000179958.9
OG0003725	Nana16848-RA, Nana16848-RC, Nana16848-RB	ENSG00000136986.10
OG0003726	Nana24664-RF	ENSG00000159082.17
OG0003727	Nana21402-RA	ENSG00000148459.16
OG0003728	Nana35684-RA, Nana35684-RB	ENSG00000163382.12
OG0003729	Nana31032-RC	ENSG00000160818.16
OG0003730	Nana11076-RB, Nana11076-RC, Nana11076-RA	ENSG00000126749.16
OG0003731	Nana11025-RB, Nana11025-RA	ENSG00000121579.13
OG0003732	Nana11024-RA	ENSG00000114573.10
OG0003733	Nana24654-RA	ENSG00000142166.13
OG0003734	Nana11012-RA, Nana11012-RB	ENSG00000065518.8
OG0003736	Nana37358-RA	ENSG00000197530.12
OG0003737	Nana11049-RA, Nana11049-RB	ENSG00000081721.12
OG0003738	Nana31050-RA	ENSG00000282019.1, ENSG00000105220.17
OG0003739	Nana34189-RA	ENSG00000066654.14
OG0003740	Nana34191-RA	ENSG00000196678.14
OG0003741	Nana34207-RA, Nana34207-RB	ENSG00000283997.1, ENSG00000011638.10
OG0003742	Nana32450-RB, Nana32450-RA	ENSG00000133138.20
OG0003743	Nana28957-RA	ENSG00000255663.1, ENSG00000076053.10
OG0003744	Nana03344-RA, Nana03344-RB	ENSG00000079150.18
OG0003745	Nana36973-RB, Nana36973-RC, Nana36973-RA	ENSG00000136935.14
OG0003746	Nana06333-RA	ENSG00000278788.4, ENSG00000064932.16
OG0003747	Nana36361-RA	ENSG00000162728.5
OG0003748	Nana33006-RA, Nana33004-RA	ENSG00000138621.12
OG0003749	Nana32890-RB, Nana32890-RA	ENSG00000166411.14
OG0003750	Nana25448-RA	ENSG00000033327.13, ENSG00000215568.9
OG0003752	Nana25728-RA	ENSG00000158555.15
OG0003754	Nana30169-RA, Nana30169-RB	ENSG00000285069.2, ENSG00000130766.5
OG0003755	Nana13588-RA	ENSG00000101132.10
OG0003756	Nana02680-RA	ENSG00000274391.4, ENSG00000132958.17
OG0003757	Nana09810-RA	ENSG00000108932.12
OG0003758	Nana15948-RB, Nana15948-RA	ENSG00000141759.15
OG0003760	Nana08048-RA, Nana08046-RA	ENSG00000282956.1, ENSG00000151276.23
OG0003761	Nana24083-RA	ENSG00000092203.15
OG0003762	Nana20874-RA, Nana20874-RB	ENSG00000122068.13
OG0003763	Nana28297-RB, Nana28297-RA	ENSG00000147457.14
OG0003764	Nana33199-RA	ENSG00000140285.10
OG0003765	Nana00595-RA	ENSG00000106077.18
OG0003766	Nana30329-RB, Nana30329-RA	ENSG00000267796.8
OG0003767	Nana08013-RA	ENSG00000114405.10
OG0003768	Nana01486-RC, Nana01486-RB	ENSG00000162852.14
OG0003769	Nana13013-RB, Nana13013-RC, Nana13013-RA	ENSG00000124228.14
OG0003770	Nana08406-RA, Nana08406-RC, Nana08406-RB	ENSG00000165233.18
OG0003771	Nana00281-RA	ENSG00000278311.5, ENSG00000275099.2
OG0003772	Nana34226-RB, Nana34226-RA	ENSG00000284282.3, ENSG00000058600.16
OG0003773	Nana06018-RA, Nana06018-RC, Nana06018-RB	ENSG00000127511.9
OG0003774	Nana35913-RA	ENSG00000172977.13
OG0003775	Nana39394-RA	ENSG00000285048.2, ENSG00000213928.9
OG0003776	Nana14397-RA	ENSG00000117448.13
OG0003777	Nana27992-RA	ENSG00000163170.12
OG0003778	Nana32748-RE, Nana32748-RD, Nana32748-RC	ENSG00000069974.16
OG0003779	Nana12846-RB, Nana12846-RA, Nana12846-RC	ENSG00000165282.14
OG0003780	Nana32856-RA, Nana32856-RB	ENSG00000277401.4, ENSG00000104067.16
OG0003781	Nana27992-RD, Nana27992-RC	ENSG00000065911.12
OG0003782	Nana34234-RA	ENSG00000284548.3, ENSG00000197006.14
OG0003783	Nana35800-RA	ENSG00000213465.8
OG0003784	Nana03350-RA	ENSG00000128655.18
OG0003785	Nana30006-RC, Nana30006-RB, Nana30006-RA	ENSG00000142687.18
OG0003786	Nana34821-RA	ENSG00000267618.5
OG0003787	Nana06065-RA	ENSG00000254858.10
OG0003788	Nana14102-RA	ENSG00000266028.7
OG0003789	Nana29918-RB, Nana29918-RC, Nana29918-RA	ENSG00000117013.17
OG0003790	Nana29913-RA	ENSG00000162517.13
OG0003791	Nana32281-RA	ENSG00000126953.8
OG0003792	Nana28053-RA	ENSG00000120686.12
OG0003793	Nana23933-RA, Nana23933-RB, Nana23932-RA	ENSG00000129566.13
OG0003794	Nana24263-RA	ENSG00000285200.2, ENSG00000213920.9, ENSG00000255526.6, ENSG00000285425.1
OG0003795	Nana12878-RD, Nana12878-RE, Nana12878-RF	ENSG00000103168.16
OG0003796	Nana30999-RB, Nana30999-RA	ENSG00000157423.18, ENSG00000283022.2
OG0003797	Nana34636-RD, Nana34636-RA, Nana34636-RC	ENSG00000129925.11
OG0003798	Nana34251-RA	ENSG00000122512.16
OG0003799	Nana39689-RA, Nana39689-RB	ENSG00000136305.11, ENSG00000285199.1
OG0003800	Nana34252-RA	ENSG00000169402.15, ENSG00000155026.16
OG0003801	Nana28501-RA	ENSG00000149557.14
OG0003802	Nana32276-RA	ENSG00000147262.4
OG0003803	Nana24309-RA, Nana24309-RB	ENSG00000120509.10
OG0003804	Nana32273-RA, Nana32273-RB, Nana32273-RD	ENSG00000247626.5
OG0003805	Nana23315-RB, Nana23315-RA, Nana23315-RC	ENSG00000104973.18
OG0003806	Nana34258-RA, Nana34258-RB, Nana34258-RC	ENSG00000164715.6
OG0003807	Nana37333-RA	ENSG00000142609.18
OG0003808	Nana32506-RA, Nana32506-RC, Nana32506-RB	ENSG00000102081.14
OG0003809	Nana34641-RB, Nana34641-RA, Nana34641-RC	ENSG00000005339.15
OG0003810	Nana01895-RA, Nana01895-RB, Nana01895-RC	ENSG00000112406.5
OG0003811	Nana06048-RB	ENSG00000053501.13
OG0003812	Nana01815-RA, Nana01815-RB	ENSG00000186625.14
OG0003813	Nana19900-RA	ENSG00000107833.10
OG0003814	Nana19316-RA	ENSG00000204147.10, ENSG00000188611.15
OG0003815	Nana19902-RC, Nana19902-RF, Nana19902-RD	ENSG00000198408.14
OG0003816	Nana16113-RA, Nana16112-RA	ENSG00000168502.17
OG0003817	Nana23882-RB, Nana23882-RA, Nana38031-RA	ENSG00000099364.16
OG0003818	Nana19913-RA, Nana19913-RB	ENSG00000198728.11
OG0003819	Nana01784-RC, Nana01784-RB, Nana01784-RA	ENSG00000155906.19
