Orthogroup	N_naja.pep	A_carolinensis.pep
OG0003141	Nana09768-RA	ENSACAG00000008777.3
OG0003142	Nana11152-RA	ENSACAG00000002381.3
OG0003143	Nana08318-RA, Nana39235-RA	ENSACAG00000007152.2, ENSACAG00000028177.2
OG0003144	Nana11148-RA, Nana11148-RB	ENSACAG00000002355.2
OG0003145	Nana11146-RC, Nana11146-RB, Nana11146-RA	ENSACAG00000002123.3
OG0003146	Nana21376-RA	ENSACAG00000007648.2
OG0003148	Nana36555-RC, Nana36555-RB, Nana36555-RA	ENSACAG00000007331.3
OG0003149	Nana26077-RA	ENSACAG00000000933.2
OG0003150	Nana17449-RA, Nana17445-RA	ENSACAG00000004049.2
OG0003151	Nana25542-RD, Nana25542-RA, Nana25542-RC, Nana25542-RB	ENSACAG00000014267.3
OG0003152	Nana23682-RA	ENSACAG00000006100.1, ENSACAG00000015980.3
OG0003153	Nana15600-RA	ENSACAG00000002855.3
OG0003155	Nana15591-RD, Nana15591-RA, Nana15591-RB, Nana15591-RC	ENSACAG00000002412.3
OG0003156	Nana32480-RA	ENSACAG00000008621.2
OG0003157	Nana18597-RD, Nana18597-RA, Nana18597-RB, Nana18597-RC	ENSACAG00000006131.2
OG0003158	Nana01493-RA	ENSACAG00000011771.3
OG0003159	Nana25020-RA, Nana25020-RB	ENSACAG00000004137.3
OG0003160	Nana11215-RA, Nana11211-RA, Nana11211-RB	ENSACAG00000004409.3
OG0003161	Nana35584-RA	ENSACAG00000007478.3
OG0003162	Nana18587-RA	ENSACAG00000010600.3, ENSACAG00000005847.2
OG0003163	Nana16327-RB	ENSACAG00000017980.2
OG0003164	Nana19329-RB, Nana19329-RA, Nana19329-RC, Nana19331-RA	ENSACAG00000007919.3
OG0003165	Nana21496-RB, Nana21496-RC, Nana21496-RA	ENSACAG00000005626.2
OG0003166	Nana33060-RA	ENSACAG00000006314.3
OG0003167	Nana21480-RA	ENSACAG00000005060.3
OG0003167	Nana21481-RA, Nana16008-RA	ENSACAG00000025755.1
OG0003168	Nana21465-RA	ENSACAG00000016327.3
OG0003169	Nana19396-RC, Nana19396-RA, Nana19396-RB	ENSACAG00000006621.3
OG0003170	Nana17706-RA	ENSACAG00000005663.3
OG0003171	Nana33765-RA	ENSACAG00000029331.1
OG0003172	Nana15264-RD, Nana15264-RC, Nana15264-RB	ENSACAG00000015426.3
OG0003173	Nana13143-RA, Nana13143-RC, Nana13143-RB	ENSACAG00000014074.3
OG0003174	Nana24354-RB, Nana39904-RA, Nana24354-RA	ENSACAG00000011551.2
OG0003175	Nana13138-RB, Nana13138-RA, Nana13138-RC	ENSACAG00000014170.3
OG0003176	Nana09398-RA	ENSACAG00000017553.2
OG0003176	Nana09397-RA	ENSACAG00000009193.3
OG0003177	Nana35640-RB, Nana35640-RA	ENSACAG00000006309.2
OG0003178	Nana17761-RA	ENSACAG00000013560.3
OG0003179	Nana20652-RB, Nana20652-RA	ENSACAG00000004872.3
OG0003180	Nana05921-RA, Nana05921-RC	ENSACAG00000006799.3
OG0003181	Nana30785-RA	ENSACAG00000028657.1
OG0003182	Nana35811-RA, Nana35811-RC	ENSACAG00000010831.2
OG0003183	Nana19082-RA, Nana19082-RB	ENSACAG00000014932.3
OG0003184	Nana15257-RA	ENSACAG00000015077.2
OG0003185	Nana27827-RA	ENSACAG00000002729.3
OG0003186	Nana21438-RA	ENSACAG00000015660.3
OG0003187	Nana34699-RA, Nana23784-RA	ENSACAG00000014305.3
OG0003188	Nana09935-RA, Nana09935-RB	ENSACAG00000009957.3
OG0003189	Nana27975-RC, Nana27975-RA, Nana27975-RB	ENSACAG00000022489.1
OG0003190	Nana21435-RB, Nana21435-RA	ENSACAG00000015516.2
OG0003192	Nana34762-RB, Nana34762-RA	ENSACAG00000009296.3
OG0003193	Nana00532-RA	ENSACAG00000011250.3
OG0003194	Nana23652-RB	ENSACAG00000016345.3
OG0003195	Nana21429-RA, Nana21429-RB, Nana21427-RA	ENSACAG00000015360.2
OG0003196	Nana23648-RA	ENSACAG00000016360.2
OG0003197	Nana31080-RB, Nana31080-RA, Nana31080-RC	ENSACAG00000010473.3
OG0003198	Nana04164-RD, Nana04164-RA	ENSACAG00000017758.3
OG0003199	Nana16684-RC, Nana16684-RB, Nana16684-RA, Nana16684-RD	ENSACAG00000016427.3
OG0003200	Nana04957-RA	ENSACAG00000005143.3
OG0003202	Nana31081-RA, Nana31081-RC, Nana31081-RD, Nana31081-RB	ENSACAG00000010559.2
OG0003203	Nana16679-RA, Nana16679-RB	ENSACAG00000016384.3
OG0003204	Nana16678-RB, Nana16678-RA	ENSACAG00000020961.3
OG0003205	Nana20635-RA, Nana20631-RA, Nana20633-RA	ENSACAG00000029348.1
OG0003206	Nana27647-RA, Nana27644-RA, Nana27644-RB, Nana27644-RC	ENSACAG00000017277.3
OG0003207	Nana13246-RA, Nana16274-RA	ENSACAG00000017885.3
OG0003208	Nana00498-RB, Nana00498-RA	ENSACAG00000015448.3
OG0003209	Nana09898-RA	ENSACAG00000015446.3
OG0003210	Nana33926-RB, Nana33926-RC, Nana33926-RD, Nana33926-RA	ENSACAG00000003362.3
OG0003211	Nana05703-RA	ENSACAG00000000182.3
OG0003213	Nana34337-RB	ENSACAG00000012832.3
OG0003214	Nana16251-RC, Nana16251-RA, Nana16251-RB	ENSACAG00000017859.3
OG0003215	Nana15283-RA	ENSACAG00000012638.3
OG0003216	Nana23625-RB, Nana23625-RA	ENSACAG00000016847.3
OG0003217	Nana00972-RB, Nana00972-RA	ENSACAG00000005211.3
OG0003218	Nana35168-RA, Nana35168-RB, Nana35168-RC	ENSACAG00000002556.3
OG0003220	Nana15294-RA	ENSACAG00000013117.3
OG0003221	Nana10462-RD, Nana10462-RA, Nana10462-RC, Nana10462-RB	ENSACAG00000004868.3
OG0003222	Nana21656-RA	ENSACAG00000012961.3
OG0003223	Nana21677-RD, Nana21677-RA, Nana21677-RC, Nana21677-RB	ENSACAG00000013266.3
OG0003224	Nana30612-RC, Nana30612-RF, Nana30612-RD, Nana30612-RB, Nana30612-RE	ENSACAG00000029646.1
OG0003225	Nana27470-RA	ENSACAG00000012712.3
OG0003226	Nana27476-RA, Nana27476-RC, Nana27476-RB	ENSACAG00000012799.3
OG0003227	Nana20450-RA	ENSACAG00000023624.1, ENSACAG00000001530.2
OG0003228	Nana20434-RA	ENSACAG00000000779.2
OG0003229	Nana15467-RA	ENSACAG00000012768.3
OG0003230	Nana15469-RA	ENSACAG00000012925.3
OG0003231	Nana27524-RA	ENSACAG00000011077.3
OG0003232	Nana20398-RA	ENSACAG00000026620.2
OG0003233	Nana14956-RA	ENSACAG00000002029.3
OG0003234	Nana27430-RA	ENSACAG00000011355.3
OG0003235	Nana14944-RA, Nana14945-RA	ENSACAG00000003102.3
OG0003236	Nana22350-RA	ENSACAG00000009290.3
OG0003237	Nana27384-RB, Nana27384-RA	ENSACAG00000016190.2
OG0003238	Nana14913-RB, Nana14913-RA	ENSACAG00000004877.3
OG0003239	Nana02984-RA, Nana02984-RB	ENSACAG00000009812.3
OG0003240	Nana27356-RA	ENSACAG00000015113.3
OG0003241	Nana22514-RA, Nana22514-RB	ENSACAG00000017511.3
OG0003242	Nana22515-RA, Nana22515-RB, Nana22516-RA, Nana22516-RB	ENSACAG00000017508.3
OG0003243	Nana20146-RB, Nana20146-RA	ENSACAG00000000876.3
OG0003244	Nana14864-RA	ENSACAG00000004659.2
OG0003245	Nana22611-RA, Nana22612-RA	ENSACAG00000007921.3
OG0003246	Nana22634-RA	ENSACAG00000008129.3
OG0003247	Nana22673-RA, Nana22673-RB	ENSACAG00000009084.3
OG0003248	Nana20084-RA	ENSACAG00000008372.3
OG0003249	Nana22680-RA	ENSACAG00000009383.3
OG0003250	Nana27303-RA	ENSACAG00000015549.3
OG0003251	Nana22695-RB, Nana22695-RA, Nana22695-RC	ENSACAG00000009573.2
OG0003252	Nana27299-RA	ENSACAG00000015453.3
OG0003253	Nana22694-RB, Nana22694-RA	ENSACAG00000009576.2
OG0003254	Nana14633-RB, Nana14633-RC, Nana14633-RA	ENSACAG00000008101.3
OG0003255	Nana37814-RA, Nana22727-RA, Nana22727-RC	ENSACAG00000009697.3
OG0003256	Nana20032-RA, Nana20032-RB	ENSACAG00000006573.3
OG0003257	Nana22775-RA	ENSACAG00000008598.3
OG0003258	Nana14569-RA, Nana14569-RB	ENSACAG00000006851.3
OG0003259	Nana27223-RB, Nana27223-RC, Nana27223-RD, Nana27223-RE	ENSACAG00000004820.3
OG0003260	Nana20009-RA, Nana20009-RB, Nana20009-RC	ENSACAG00000005976.3
OG0003261	Nana27219-RA, Nana27219-RB	ENSACAG00000004677.3, ENSACAG00000013398.2
OG0003262	Nana22791-RA, Nana22791-RF, Nana22791-RE, Nana22791-RD	ENSACAG00000011145.3
OG0003263	Nana27213-RA	ENSACAG00000028496.1
OG0003264	Nana14550-RC, Nana14550-RB, Nana14550-RA, Nana14550-RD	ENSACAG00000014353.3
OG0003265	Nana22815-RB, Nana22815-RA	ENSACAG00000011597.2
OG0003266	Nana22830-RA, Nana22830-RB	ENSACAG00000012593.2
OG0003267	Nana27135-RG, Nana27135-RD, Nana27135-RC, Nana27135-RF	ENSACAG00000010904.2
OG0003268	Nana27114-RA	ENSACAG00000012014.3, ENSACAG00000011810.2
OG0003269	Nana22851-RB, Nana22851-RD, Nana22851-RC	ENSACAG00000013679.3
OG0003270	Nana22853-RA	ENSACAG00000013771.3
OG0003271	Nana19941-RA, Nana19941-RB, Nana19941-RC	ENSACAG00000003048.3
OG0003272	Nana27085-RA	ENSACAG00000013432.3, ENSACAG00000013409.2
OG0003273	Nana19822-RA	ENSACAG00000004245.3
OG0003274	Nana27076-RA	ENSACAG00000014073.2
OG0003275	Nana22912-RA	ENSACAG00000012989.3
OG0003276	Nana27062-RA	ENSACAG00000012606.3
OG0003277	Nana22927-RB, Nana22927-RC, Nana22927-RA	ENSACAG00000012551.3
OG0003278	Nana14403-RB, Nana14403-RA	ENSACAG00000015161.3
OG0003279	Nana22949-RD, Nana22949-RB, Nana22949-RA	ENSACAG00000007219.3
OG0003280	Nana22963-RA	ENSACAG00000016584.3
OG0003281	Nana19191-RA, Nana19193-RA, Nana19187-RA	ENSACAG00000028908.1
OG0003282	Nana22965-RA	ENSACAG00000016690.3
OG0003283	Nana14498-RC, Nana14498-RB, Nana14498-RA, Nana14498-RD	ENSACAG00000007393.3
OG0003284	Nana23004-RA	ENSACAG00000017168.1
OG0003285	Nana23019-RA	ENSACAG00000017359.2
OG0003286	Nana23023-RA	ENSACAG00000017455.3
OG0003287	Nana17648-RB, Nana17648-RC, Nana17648-RD	ENSACAG00000010342.3
OG0003288	Nana17656-RC, Nana17656-RD, Nana17656-RA, Nana17656-RB	ENSACAG00000010481.3
OG0003289	Nana19454-RA	ENSACAG00000008136.3
OG0003290	Nana17657-RB, Nana17657-RA	ENSACAG00000010548.2
OG0003291	Nana14535-RC, Nana14535-RB, Nana14535-RA	ENSACAG00000008956.3
OG0003292	Nana19575-RA	ENSACAG00000017448.3
OG0003293	Nana19569-RA, Nana19569-RC, Nana19569-RB, Nana19569-RD	ENSACAG00000017471.3
OG0003294	Nana19538-RA	ENSACAG00000017543.3
OG0003295	Nana19591-RA	ENSACAG00000017278.3
OG0003296	Nana23116-RA	ENSACAG00000017889.3
OG0003297	Nana23143-RB, Nana23143-RA	ENSACAG00000017940.3
OG0003298	Nana26618-RA, Nana26618-RC, Nana26618-RB, Nana39903-RA	ENSACAG00000000798.3
OG0003300	Nana23157-RA	ENSACAG00000017970.3
OG0003301	Nana26520-RA	ENSACAG00000004984.3
OG0003302	Nana23174-RA	ENSACAG00000007343.3
OG0003303	Nana19271-RA, Nana23185-RA	ENSACAG00000006889.3
OG0003304	Nana26333-RA	ENSACAG00000001996.2
OG0003305	Nana23199-RB, Nana23199-RA	ENSACAG00000006556.3
OG0003306	Nana23214-RA	ENSACAG00000006423.2
OG0003307	Nana26320-RA, Nana39781-RA	ENSACAG00000000948.2
OG0003308	Nana37857-RA, Nana23235-RA	ENSACAG00000006063.3
OG0003309	Nana26474-RA	ENSACAG00000000949.3
OG0003310	Nana12449-RA	ENSACAG00000008426.2
OG0003311	Nana29702-RA, Nana29703-RA	ENSACAG00000000006.3
OG0003312	Nana29710-RA, Nana29712-RA	ENSACAG00000007100.3
OG0003313	Nana14039-RD, Nana14039-RA, Nana14039-RB, Nana14039-RC	ENSACAG00000005896.3
OG0003314	Nana23283-RB, Nana23283-RA	ENSACAG00000004618.2
OG0003315	Nana29641-RC, Nana29641-RA, Nana29641-RB, Nana29641-RD	ENSACAG00000007252.2
OG0003316	Nana23366-RA, Nana27740-RA	ENSACAG00000011895.3
OG0003317	Nana13995-RA	ENSACAG00000017946.3
OG0003318	Nana26306-RD, Nana26306-RA, Nana26306-RB, Nana26306-RC	ENSACAG00000002987.3
OG0003319	Nana26252-RA	ENSACAG00000006065.2
OG0003320	Nana29587-RA	ENSACAG00000001301.3
OG0003321	Nana23321-RA, Nana23321-RC, Nana23321-RB	ENSACAG00000013276.3
OG0003322	Nana26201-RB, Nana26201-RA	ENSACAG00000000188.3
OG0003323	Nana13903-RA	ENSACAG00000004704.2
OG0003324	Nana18508-RA	ENSACAG00000007508.3
OG0003325	Nana13892-RA	ENSACAG00000004983.2
OG0003325	Nana04850-RA	ENSACAG00000014461.3
OG0003326	Nana13870-RA, Nana13870-RB	ENSACAG00000005774.3
OG0003327	Nana13852-RA, Nana13852-RB	ENSACAG00000006578.2
OG0003328	Nana13842-RA, Nana13842-RB, Nana13842-RE	ENSACAG00000006847.3
OG0003329	Nana29369-RB, Nana29369-RC, Nana29369-RA	ENSACAG00000022364.1
OG0003330	Nana29370-RB, Nana29370-RA	ENSACAG00000009467.2
OG0003331	Nana10317-RA	ENSACAG00000006758.2
OG0003331	Nana25987-RA	ENSACAG00000004616.3
OG0003332	Nana25925-RA	ENSACAG00000001416.2
OG0003333	Nana25902-RA	ENSACAG00000001745.3
OG0003334	Nana13799-RA	ENSACAG00000008818.3
OG0003335	Nana29479-RD, Nana29479-RC, Nana29479-RB, Nana29479-RA	ENSACAG00000015647.3
OG0003336	Nana13791-RA, Nana13791-RB	ENSACAG00000009113.3
OG0003337	Nana11039-RA	ENSACAG00000014335.3
OG0003338	Nana25854-RA, Nana25853-RA	ENSACAG00000012584.3
OG0003339	Nana29195-RA, Nana29195-RD, Nana29195-RC, Nana29195-RB	ENSACAG00000001364.3
OG0003340	Nana25829-RA	ENSACAG00000007472.3
OG0003341	Nana29184-RA, Nana29184-RC, Nana29184-RB	ENSACAG00000000600.3
OG0003342	Nana29218-RA, Nana29218-RB, Nana29218-RC, Nana29218-RD	ENSACAG00000012262.2
OG0003343	Nana24394-RA	ENSACAG00000021077.2
OG0003343	Nana24389-RA, Nana24392-RA	ENSACAG00000014934.2
OG0003344	Nana29354-RA, Nana29352-RA	ENSACAG00000006367.3
OG0003345	Nana13481-RA	ENSACAG00000016158.3
OG0003346	Nana24494-RA	ENSACAG00000017877.3
OG0003347	Nana29313-RA	ENSACAG00000014646.3
OG0003348	Nana29300-RA, Nana29300-RB, Nana29300-RC	ENSACAG00000015023.2
OG0003349	Nana29299-RA, Nana29301-RA	ENSACAG00000015081.3
OG0003350	Nana13402-RA	ENSACAG00000024839.2
OG0003351	Nana29518-RA, Nana29518-RB, Nana29518-RC	ENSACAG00000007787.3
OG0003352	Nana24645-RA	ENSACAG00000024897.1, ENSACAG00000004694.3
OG0003353	Nana24649-RB	ENSACAG00000004438.3
OG0003354	Nana00093-RA, Nana00094-RA	ENSACAG00000013883.2
OG0003355	Nana18479-RA, Nana18476-RA	ENSACAG00000012067.3
OG0003356	Nana24674-RA, Nana02261-RA	ENSACAG00000003806.2
OG0003356	Nana24673-RA	ENSACAG00000002743.3
OG0003357	Nana24682-RA	ENSACAG00000002394.2
OG0003358	Nana24689-RB, Nana24689-RA	ENSACAG00000001560.1
OG0003359	Nana18612-RA, Nana18612-RC, Nana18612-RB	ENSACAG00000009601.3
OG0003360	Nana18620-RA, Nana18620-RB, Nana18620-RC	ENSACAG00000009187.3
OG0003361	Nana18141-RA	ENSACAG00000006191.3
OG0003362	Nana18147-RA, Nana18147-RB	ENSACAG00000006443.3
OG0003363	Nana18174-RA	ENSACAG00000001300.3
OG0003364	Nana18191-RA	ENSACAG00000002192.3
OG0003365	Nana18198-RB, Nana18198-RC, Nana18198-RD, Nana18198-RA	ENSACAG00000002400.3
OG0003367	Nana24891-RB, Nana24891-RA	ENSACAG00000011907.3
OG0003368	Nana18029-RB, Nana18029-RA	ENSACAG00000001961.3
OG0003369	Nana24934-RB, Nana24934-RA	ENSACAG00000010157.3
OG0003370	Nana24937-RA	ENSACAG00000028147.2, ENSACAG00000010078.3
OG0003371	Nana24989-RA	ENSACAG00000002923.3
OG0003372	Nana39057-RA, Nana39057-RB, Nana39057-RC	ENSACAG00000016864.3
OG0003373	Nana08841-RA	ENSACAG00000015780.3
OG0003374	Nana17925-RC, Nana17925-RA, Nana17925-RD, Nana17925-RB	ENSACAG00000015790.3
OG0003375	Nana17930-RA	ENSACAG00000015978.3
OG0003376	Nana25038-RC, Nana25038-RA	ENSACAG00000005080.3
OG0003377	Nana18071-RB, Nana18071-RA, Nana18071-RC	ENSACAG00000011518.3
OG0003378	Nana18107-RA, Nana18107-RB	ENSACAG00000012689.3
OG0003379	Nana18123-RA	ENSACAG00000029623.1
OG0003380	Nana18125-RA, Nana18125-RC, Nana18125-RB	ENSACAG00000013216.2
OG0003381	Nana17877-RA	ENSACAG00000010235.3
OG0003382	Nana17872-RA, Nana17872-RB	ENSACAG00000010059.3, ENSACAG00000029395.1
OG0003383	Nana17858-RA	ENSACAG00000012543.3
OG0003384	Nana25345-RA	ENSACAG00000014875.3
OG0003385	Nana17580-RA	ENSACAG00000012781.3
OG0003386	Nana12595-RA, Nana12597-RA	ENSACAG00000018006.3
OG0003387	Nana12350-RA	ENSACAG00000015452.3
OG0003388	Nana12401-RA	ENSACAG00000010461.3
OG0003389	Nana12252-RB, Nana12252-RA	ENSACAG00000016452.3
OG0003390	Nana12211-RB, Nana12211-RC, Nana12211-RD	ENSACAG00000008556.3
OG0003391	Nana11859-RC, Nana11859-RA, Nana11859-RD, Nana11859-RB	ENSACAG00000002415.3
OG0003392	Nana31517-RB, Nana31517-RA	ENSACAG00000001483.2
OG0003393	Nana11842-RA	ENSACAG00000001420.3
OG0003394	Nana11786-RA	ENSACAG00000012788.3
OG0003395	Nana11668-RA	ENSACAG00000005559.3
OG0003396	Nana11643-RB, Nana11643-RC, Nana11643-RA	ENSACAG00000012653.2
OG0003397	Nana11639-RC, Nana11639-RB, Nana11639-RD	ENSACAG00000012861.3
OG0003399	Nana11593-RC, Nana11593-RB, Nana11593-RA	ENSACAG00000003174.3
OG0003400	Nana05215-RB, Nana05215-RA	ENSACAG00000014886.2
OG0003401	Nana11400-RA	ENSACAG00000017353.3
OG0003403	Nana05761-RA, Nana05759-RB, Nana05759-RA	ENSACAG00000009394.3
OG0003404	Nana10181-RA, Nana10182-RA	ENSACAG00000012104.3
OG0003405	Nana10511-RB, Nana10511-RA	ENSACAG00000004754.3
OG0003406	Nana05746-RA	ENSACAG00000011394.2
OG0003407	Nana10503-RA	ENSACAG00000005428.3
OG0003407	Nana08634-RA	ENSACAG00000008359.3
OG0003408	Nana05588-RA	ENSACAG00000013474.3
OG0003409	Nana05569-RA	ENSACAG00000008545.3
OG0003410	Nana05563-RA, Nana05564-RA	ENSACAG00000008750.3
OG0003411	Nana05559-RA	ENSACAG00000008883.3
OG0003412	Nana05528-RA, Nana05526-RA	ENSACAG00000009670.3
OG0003413	Nana39337-RA, Nana05331-RB	ENSACAG00000016685.3
OG0003414	Nana10855-RB, Nana10855-RA	ENSACAG00000017092.3
OG0003415	Nana10925-RB, Nana10925-RE, Nana10925-RA, Nana10925-RD, Nana10925-RC	ENSACAG00000015993.3
OG0003416	Nana10953-RA	ENSACAG00000017447.3
OG0003417	Nana12616-RA, Nana06432-RA	ENSACAG00000012275.3
OG0003418	Nana12637-RA	ENSACAG00000012698.3
OG0003419	Nana04983-RA, Nana04983-RB	ENSACAG00000016340.3
OG0003420	Nana04999-RD, Nana04999-RA, Nana04999-RB, Nana04999-RC	ENSACAG00000015852.3
OG0003421	Nana10715-RA	ENSACAG00000012605.2
OG0003422	Nana05057-RA	ENSACAG00000003726.3
OG0003423	Nana08508-RA	ENSACAG00000007080.3
OG0003424	Nana10724-RA	ENSACAG00000012912.2
OG0003425	Nana10732-RA	ENSACAG00000021048.2
OG0003426	Nana04891-RB, Nana04891-RA	ENSACAG00000003162.3
OG0003427	Nana04912-RA	ENSACAG00000001966.2
OG0003428	Nana04841-RA, Nana04838-RA	ENSACAG00000014115.3
OG0003429	Nana04811-RA, Nana04811-RB	ENSACAG00000005108.3
OG0003430	Nana10082-RB, Nana10082-RA, Nana10082-RC	ENSACAG00000023449.2
OG0003431	Nana04731-RA, Nana04731-RB	ENSACAG00000015826.3
OG0003432	Nana10152-RA	ENSACAG00000009130.3
OG0003433	Nana04508-RA, Nana04506-RA, Nana04505-RA	ENSACAG00000009884.3
OG0003434	Nana09747-RA	ENSACAG00000014849.2
OG0003435	Nana09721-RB, Nana09721-RA	ENSACAG00000015255.3
OG0003436	Nana04355-RA	ENSACAG00000009592.3
OG0003437	Nana04343-RB, Nana04343-RA	ENSACAG00000009263.3
OG0003438	Nana09650-RD, Nana09650-RA, Nana09650-RB, Nana09650-RE, Nana09650-RC	ENSACAG00000016248.3
OG0003439	Nana09629-RA, Nana09629-RB	ENSACAG00000016808.3
OG0003440	Nana09302-RA	ENSACAG00000017083.3
OG0003441	Nana09316-RA, Nana09316-RB, Nana09316-RC, Nana09315-RA	ENSACAG00000017270.3
OG0003442	Nana09317-RA, Nana09317-RB, Nana09317-RD, Nana09317-RF, Nana09317-RC	ENSACAG00000017298.3
OG0003443	Nana09325-RA	ENSACAG00000017373.3
OG0003444	Nana04234-RC, Nana04234-RD, Nana04234-RB, Nana04234-RA	ENSACAG00000017476.3
OG0003445	Nana09387-RA	ENSACAG00000017567.3
OG0003446	Nana09396-RA	ENSACAG00000017559.3
OG0003447	Nana03807-RB, Nana03807-RA	ENSACAG00000020944.2
OG0003448	Nana09455-RA, Nana09455-RB, Nana09455-RC	ENSACAG00000008553.2
OG0003449	Nana09512-RA, Nana09512-RC, Nana09512-RB	ENSACAG00000006714.3
OG0003450	Nana23168-RA, Nana09547-RA, Nana09545-RA, Nana09545-RB	ENSACAG00000005447.3
OG0003451	Nana04005-RB, Nana04005-RA	ENSACAG00000009437.3
OG0003452	Nana03999-RB, Nana03999-RC, Nana03999-RA	ENSACAG00000009693.3
OG0003453	Nana03979-RA, Nana03979-RC, Nana03979-RB, Nana03979-RD	ENSACAG00000014245.3
OG0003454	Nana03672-RB, Nana03672-RC, Nana03672-RA	ENSACAG00000002335.2
OG0003455	Nana03647-RA	ENSACAG00000000451.3
OG0003456	Nana03076-RA, Nana03076-RB	ENSACAG00000010750.3
OG0003457	Nana03036-RA	ENSACAG00000015931.3
OG0003458	Nana03031-RA	ENSACAG00000026010.2
OG0003458	Nana03029-RA	ENSACAG00000015938.3
OG0003459	Nana39155-RA, Nana08961-RD	ENSACAG00000012723.3
OG0003460	Nana08952-RB, Nana08952-RC	ENSACAG00000012415.3
OG0003461	Nana03191-RA	ENSACAG00000017036.3
OG0003462	Nana03254-RA	ENSACAG00000006724.2
OG0003462	Nana03255-RA	ENSACAG00000021099.2
OG0003463	Nana02997-RA, Nana02997-RB	ENSACAG00000010495.2
OG0003464	Nana09035-RA	ENSACAG00000015107.3
OG0003465	Nana08809-RA, Nana08809-RB	ENSACAG00000010113.3
OG0003466	Nana02831-RB, Nana02831-RA	ENSACAG00000001863.3
OG0003467	Nana02806-RA	ENSACAG00000000824.3
OG0003468	Nana08851-RA	ENSACAG00000016222.2
OG0003469	Nana08878-RA	ENSACAG00000017085.3
OG0003470	Nana00992-RB, Nana00992-RC, Nana00992-RA	ENSACAG00000028483.1
OG0003471	Nana02690-RA, Nana02690-RB	ENSACAG00000016511.3
OG0003472	Nana02681-RB, Nana02681-RA	ENSACAG00000016648.3
OG0003473	Nana02761-RA, Nana02761-RB	ENSACAG00000001885.2
OG0003474	Nana08701-RC, Nana08701-RB, Nana08701-RA	ENSACAG00000005638.2
OG0003475	Nana08673-RD, Nana08673-RA, Nana08673-RB, Nana08673-RC	ENSACAG00000006700.3
OG0003476	Nana02573-RD, Nana02573-RC, Nana02573-RA, Nana02573-RB	ENSACAG00000000325.3
OG0003477	Nana02566-RB, Nana02566-RA, Nana02566-RC, Nana02566-RD	ENSACAG00000000198.3
OG0003478	Nana02527-RB, Nana02527-RA	ENSACAG00000002386.2
OG0003479	Nana06609-RA	ENSACAG00000007045.2
OG0003480	Nana08471-RA	ENSACAG00000009201.3
OG0003481	Nana02445-RA	ENSACAG00000005109.2
OG0003482	Nana02464-RB, Nana02464-RA	ENSACAG00000005389.3
OG0003483	Nana08451-RA	ENSACAG00000010318.3
OG0003484	Nana08438-RA	ENSACAG00000013166.3
OG0003485	Nana02223-RC, Nana02223-RA, Nana02223-RB	ENSACAG00000014404.3
OG0003486	Nana08324-RA, Nana08324-RB	ENSACAG00000005811.3
OG0003487	Nana02043-RA, Nana02043-RB	ENSACAG00000014322.3
OG0003488	Nana02130-RC, Nana02130-RB, Nana02130-RA	ENSACAG00000005683.3
OG0003489	Nana30283-RA, Nana02121-RA	ENSACAG00000005791.3
OG0003490	Nana02107-RA	ENSACAG00000006164.3
OG0003491	Nana07991-RA	ENSACAG00000011662.3
OG0003492	Nana02298-RC, Nana02298-RA, Nana02298-RB	ENSACAG00000004587.3
OG0003493	Nana02309-RB, Nana02309-RC, Nana02309-RA	ENSACAG00000004989.3
OG0003494	Nana02311-RA	ENSACAG00000005030.2
OG0003495	Nana01971-RA	ENSACAG00000001394.3
OG0003496	Nana10630-RB, Nana10630-RA	ENSACAG00000004854.3
OG0003498	Nana01847-RB, Nana01847-RA	ENSACAG00000007964.3
OG0003499	Nana01705-RA	ENSACAG00000022187.1
OG0003500	Nana01713-RC, Nana01713-RA, Nana01713-RB	ENSACAG00000004478.2
OG0003502	Nana01537-RA, Nana01539-RA	ENSACAG00000003646.3
OG0003503	Nana01577-RA	ENSACAG00000001489.3
OG0003504	Nana01581-RA, Nana01581-RB	ENSACAG00000001253.3
OG0003505	Nana01587-RA	ENSACAG00000001141.2
OG0003506	Nana01598-RA, Nana39375-RA, Nana39374-RA, Nana01599-RA	ENSACAG00000000728.2
OG0003507	Nana01399-RA	ENSACAG00000010116.3
OG0003508	Nana01426-RD, Nana01426-RC, Nana01426-RA, Nana01426-RB	ENSACAG00000008607.3
OG0003509	Nana01439-RA, Nana01439-RB, Nana01439-RE, Nana01439-RC, Nana01439-RD	ENSACAG00000008448.2
OG0003510	Nana01447-RC, Nana01447-RA, Nana01447-RD, Nana01447-RB	ENSACAG00000008157.3
OG0003511	Nana01481-RA	ENSACAG00000000767.3
OG0003512	Nana01093-RA	ENSACAG00000016319.3
OG0003513	Nana01141-RA	ENSACAG00000005658.3
OG0003514	Nana01295-RA	ENSACAG00000007421.3
OG0003515	Nana01267-RA	ENSACAG00000005997.2
OG0003516	Nana00936-RA	ENSACAG00000014565.3
OG0003517	Nana00919-RA, Nana00919-RB	ENSACAG00000006082.3
OG0003603	Nana37644-RA, Nana37644-RB	ENSACAG00000011572.2
OG0003604	Nana29025-RM, Nana29025-RH, Nana29025-RC	ENSACAG00000001926.3
OG0003605	Nana32078-RA	ENSACAG00000013362.2
OG0003606	Nana37222-RA	ENSACAG00000012619.3
OG0003607	Nana31119-RA, Nana31115-RA	ENSACAG00000015322.3
