Orthogroup	A_carolinensis.pep	N_naja.pep
OG0002108	ENSACAG00000029182.1	Nana14310-RA
OG0002109	ENSACAG00000011685.3	Nana26743-RE, Nana26743-RA, Nana26743-RB, Nana26743-RD, Nana26743-RC
OG0002110	ENSACAG00000007880.3	Nana12463-RA, Nana12463-RD, Nana12463-RE, Nana12463-RB, Nana12463-RC
OG0002111	ENSACAG00000016834.2	Nana16401-RA
OG0002112	ENSACAG00000028758.1	Nana15943-RA
OG0002113	ENSACAG00000016487.3	Nana16417-RD, Nana16417-RE, Nana16417-RA, Nana16417-RF
OG0002114	ENSACAG00000002966.3, ENSACAG00000005930.3	Nana08749-RB, Nana08749-RA, Nana08749-RC
OG0002115	ENSACAG00000007043.3	Nana19366-RA
OG0002115	ENSACAG00000000576.3	Nana11278-RA
OG0002116	ENSACAG00000016435.3	Nana36368-RA
OG0002116	ENSACAG00000006858.3	Nana05964-RA
OG0002117	ENSACAG00000001829.3	Nana08736-RA
OG0002118	ENSACAG00000006179.3	Nana28168-RA
OG0002119	ENSACAG00000026968.2	Nana33109-RA
OG0002120	ENSACAG00000004294.2	Nana20933-RE
OG0002121	ENSACAG00000003187.3	Nana36357-RA
OG0002122	ENSACAG00000008709.3	Nana18919-RA, Nana18917-RA
OG0002123	ENSACAG00000001112.2, ENSACAG00000001153.3, ENSACAG00000020962.3, ENSACAG00000001039.3	Nana13530-RA
OG0002124	ENSACAG00000029211.1	Nana19705-RA
OG0002125	ENSACAG00000008857.3	Nana28279-RA, Nana28277-RA
OG0002126	ENSACAG00000005355.2	Nana17223-RA
OG0002126	ENSACAG00000028599.1	Nana17224-RA
OG0002127	ENSACAG00000016380.3	Nana34622-RA, Nana34622-RB
OG0002128	ENSACAG00000014989.3	Nana15115-RC, Nana15115-RB, Nana15115-RA
OG0002129	ENSACAG00000007550.2	Nana11960-RA
OG0002131	ENSACAG00000013561.2	Nana18425-RA, Nana18425-RB
OG0002132	ENSACAG00000004624.2	Nana13478-RA
OG0002132	ENSACAG00000013263.3	Nana31451-RA
OG0002133	ENSACAG00000008855.2	Nana31261-RA, Nana31261-RB
OG0002134	ENSACAG00000008905.3	Nana31256-RA
OG0002135	ENSACAG00000003858.2	Nana08768-RA
OG0002136	ENSACAG00000002297.3	Nana38675-RA
OG0002137	ENSACAG00000003581.2	Nana11195-RB, Nana11195-RA, Nana11195-RC
OG0002138	ENSACAG00000003233.2	Nana15870-RA, Nana15870-RB
OG0002139	ENSACAG00000000628.3	Nana21318-RB, Nana21318-RA, Nana21318-RD, Nana21318-RC
OG0002140	ENSACAG00000009029.3	Nana27867-RD, Nana27867-RE
OG0002141	ENSACAG00000006853.3	Nana11114-RA, Nana11113-RA
OG0002142	ENSACAG00000006099.3	Nana11099-RB, Nana11099-RF, Nana11099-RA, Nana11099-RE, Nana11099-RC, Nana11099-RD
OG0002144	ENSACAG00000015648.3	Nana36353-RD, Nana36353-RC, Nana36353-RF, Nana36353-RG, Nana36353-RE, Nana36353-RB
OG0002145	ENSACAG00000013274.2	Nana32459-RA, Nana32459-RB, Nana32459-RC
OG0002146	ENSACAG00000002671.3	Nana15592-RA, Nana15592-RB, Nana15592-RC
OG0002147	ENSACAG00000008637.3	Nana32481-RC, Nana32481-RD
OG0002148	ENSACAG00000006810.3	Nana08672-RA
OG0002148	ENSACAG00000017991.3	Nana16337-RA
OG0002149	ENSACAG00000004215.3	Nana27722-RB, Nana27722-RA
OG0002150	ENSACAG00000006633.3	Nana33070-RA
OG0002151	ENSACAG00000014386.2	Nana25581-RA
OG0002152	ENSACAG00000017247.3	Nana07721-RA
OG0002153	ENSACAG00000017251.3	Nana07720-RA
OG0002154	ENSACAG00000008707.3	Nana36966-RA
OG0002154	ENSACAG00000012439.3	Nana15280-RA
OG0002155	ENSACAG00000017805.3	Nana04144-RA
OG0002156	ENSACAG00000027068.1	Nana18486-RA
OG0002156	ENSACAG00000011914.2	Nana18485-RA
OG0002156	ENSACAG00000011961.3	Nana18484-RA
OG0002157	ENSACAG00000008771.3	Nana36300-RC, Nana36300-RA, Nana36300-RB
OG0002158	ENSACAG00000029626.1	Nana31779-RB, Nana31779-RA
OG0002159	ENSACAG00000015458.3	Nana09901-RC, Nana09901-RA, Nana09901-RB, Nana09901-RD, Nana09901-RF, Nana09901-RE
OG0002160	ENSACAG00000021929.1	Nana23621-RA, Nana23621-RB
OG0002161	ENSACAG00000029194.1	Nana15287-RD, Nana15287-RB, Nana15287-RF, Nana15287-RC, Nana15287-RA, Nana15287-RE
OG0002162	ENSACAG00000025554.1	Nana35162-RA, Nana35163-RA
OG0002163	ENSACAG00000001761.3	Nana35180-RA, Nana35178-RA, Nana35180-RB
OG0002164	ENSACAG00000022375.2, ENSACAG00000017552.2	Nana04207-RA, Nana04207-RC, Nana04207-RB, Nana04207-RE, Nana04207-RD
OG0002166	ENSACAG00000012992.3	Nana21811-RB, Nana21811-RD, Nana21811-RA
OG0002167	ENSACAG00000003049.3	Nana22090-RA
OG0002168	ENSACAG00000011163.3	Nana27426-RA, Nana27426-RD, Nana27426-RB, Nana27426-RC
OG0002169	ENSACAG00000007341.3	Nana38780-RA, Nana22407-RA, Nana22408-RA
OG0002170	ENSACAG00000002649.2	Nana20184-RA
OG0002172	ENSACAG00000014817.3	Nana27352-RA, Nana39798-RB, Nana39798-RC, Nana39798-RD, Nana39798-RA
OG0002173	ENSACAG00000013756.3	Nana22575-RB, Nana22575-RA
OG0002174	ENSACAG00000016535.3	Nana27333-RA
OG0002175	ENSACAG00000009938.3	Nana20125-RA
OG0002176	ENSACAG00000008272.3	Nana22651-RA, Nana22650-RA
OG0002177	ENSACAG00000007573.1	Nana27255-RB, Nana27255-RA
OG0002178	ENSACAG00000006614.3	Nana20033-RA
OG0002180	ENSACAG00000004508.3	Nana27214-RB, Nana27214-RE, Nana27214-RA
OG0002181	ENSACAG00000005700.3	Nana20004-RA, Nana20004-RB
OG0002182	ENSACAG00000013524.3	Nana22889-RA
OG0002183	ENSACAG00000013682.2	Nana08275-RA
OG0002183	ENSACAG00000014080.3	Nana27074-RA
OG0002184	ENSACAG00000014752.2	Nana14387-RA
OG0002184	ENSACAG00000027798.2	Nana14391-RA
OG0002185	ENSACAG00000015761.3	Nana19733-RD, Nana19733-RA, Nana19733-RC, Nana19733-RB
OG0002186	ENSACAG00000016508.3	Nana38107-RB, Nana38107-RA, Nana38107-RC
OG0002187	ENSACAG00000007691.3	Nana26944-RA
OG0002188	ENSACAG00000008082.3	Nana14508-RA
OG0002189	ENSACAG00000014232.3	Nana14148-RE, Nana14148-RB, Nana14148-RA, Nana14148-RD, Nana14148-RC
OG0002190	ENSACAG00000000920.3	Nana19514-RC, Nana19514-RA, Nana19514-RB
OG0002191	ENSACAG00000003154.3	Nana26805-RD, Nana26805-RC, Nana26805-RB
OG0002192	ENSACAG00000023618.1	Nana26607-RA
OG0002192	ENSACAG00000000396.3	Nana26613-RA
OG0002193	ENSACAG00000001451.2	Nana26837-RA
OG0002193	ENSACAG00000015111.3	Nana08062-RA
OG0002194	ENSACAG00000002988.3	Nana26891-RA, Nana26891-RB
OG0002195	ENSACAG00000005320.3	Nana23257-RA
OG0002196	ENSACAG00000000803.3	Nana29598-RA
OG0002197	ENSACAG00000012772.3	Nana10647-RA
OG0002197	ENSACAG00000006501.3	Nana29601-RA
OG0002198	ENSACAG00000000428.3	Nana26195-RD, Nana26195-RB, Nana26195-RA, Nana26195-RC
OG0002199	ENSACAG00000010466.2	Nana26157-RA
OG0002200	ENSACAG00000009588.2, ENSACAG00000001690.2	Nana29365-RB, Nana29365-RA
OG0002201	ENSACAG00000002149.3	Nana29406-RA
OG0002202	ENSACAG00000015683.3	Nana29481-RA, Nana29481-RB
OG0002203	ENSACAG00000017034.3	Nana25889-RB, Nana25889-RA
OG0002204	ENSACAG00000011798.3	Nana25863-RG, Nana25863-RF, Nana25863-RH, Nana25863-RB, Nana25863-RC, Nana25863-RE
OG0002205	ENSACAG00000012609.3	Nana25852-RA, Nana25852-RC, Nana25852-RB
OG0002207	ENSACAG00000015303.2	Nana29454-RA, Nana29454-RB, Nana29455-RA
OG0002208	ENSACAG00000005453.2	Nana24573-RA
OG0002209	ENSACAG00000005042.3	Nana27539-RA, Nana24641-RA
OG0002210	ENSACAG00000010458.3	Nana24714-RA
OG0002211	ENSACAG00000009451.2	Nana24803-RA
OG0002212	ENSACAG00000009329.3	Nana24805-RA, Nana24805-RB, Nana24805-RC
OG0002213	ENSACAG00000015217.3	Nana24845-RA
OG0002214	ENSACAG00000028821.1	Nana18210-RA, Nana18210-RB
OG0002215	ENSACAG00000015994.3	Nana17931-RA, Nana17931-RB
OG0002216	ENSACAG00000009682.3	Nana25056-RA
OG0002216	ENSACAG00000004025.2	Nana25055-RA
OG0002217	ENSACAG00000009278.2	Nana25066-RF, Nana25066-RG, Nana25066-RA, Nana25066-RC, Nana25066-RD, Nana25066-RE
OG0002218	ENSACAG00000001368.3	Nana25177-RA, Nana25178-RA
OG0002219	ENSACAG00000012635.3, ENSACAG00000026401.2	Nana25246-RA
OG0002220	ENSACAG00000014591.3	Nana25309-RB, Nana25309-RC, Nana25309-RA
OG0002221	ENSACAG00000006356.3	Nana17625-RA, Nana17625-RD, Nana17625-RC, Nana17625-RB, Nana17625-RE
OG0002222	ENSACAG00000012099.3	Nana17610-RA
OG0002223	ENSACAG00000012870.3	Nana17570-RC, Nana17570-RE, Nana17570-RB, Nana17570-RA, Nana17570-RD
OG0002224	ENSACAG00000014605.3	Nana12328-RB, Nana12328-RA
OG0002225	ENSACAG00000016290.2	Nana12257-RA
OG0002226	ENSACAG00000027401.2	Nana12149-RB, Nana12149-RA
OG0002227	ENSACAG00000012938.3	Nana11780-RE, Nana11780-RC, Nana11780-RB, Nana11780-RD, Nana11780-RA, Nana11780-RF
OG0002228	ENSACAG00000001735.3	Nana11711-RA
OG0002229	ENSACAG00000003605.3	Nana11581-RA
OG0002230	ENSACAG00000029075.1	Nana11577-RA
OG0002231	ENSACAG00000024339.1	Nana05252-RA
OG0002232	ENSACAG00000022560.2	Nana11403-RB, Nana11403-RA, Nana11403-RD, Nana11403-RF, Nana11403-RC, Nana11403-RE
OG0002233	ENSACAG00000006321.3	Nana10548-RA
OG0002234	ENSACAG00000015671.3	Nana10805-RE, Nana10805-RA, Nana10805-RC, Nana10805-RF, Nana10805-RB, Nana10805-RD
OG0002235	ENSACAG00000017214.3	Nana05408-RA, Nana05408-RD, Nana05408-RE, Nana05408-RC, Nana05408-RB
OG0002236	ENSACAG00000016651.3	Nana05330-RA
OG0002237	ENSACAG00000016993.3	Nana10873-RA, Nana10873-RB
OG0002238	ENSACAG00000016965.2	Nana10877-RD, Nana10877-RC, Nana10877-RB, Nana10877-RA
OG0002239	ENSACAG00000012846.3	Nana39787-RA, Nana12643-RA, Nana12642-RA
OG0002240	ENSACAG00000015728.3	Nana05007-RB, Nana05007-RA
OG0002241	ENSACAG00000002823.3	Nana04609-RA
OG0002242	ENSACAG00000016746.3	Nana09633-RC, Nana09633-RD, Nana09633-RB
OG0002243	ENSACAG00000015053.3	Nana04305-RD, Nana04305-RE, Nana04305-RC, Nana04305-RB, Nana04305-RA
OG0002244	ENSACAG00000017526.3	Nana04209-RC, Nana04209-RB, Nana04209-RA
OG0002245	ENSACAG00000017627.3	Nana09376-RA
OG0002246	ENSACAG00000008208.2	Nana09474-RA
OG0002247	ENSACAG00000001705.3	Nana09581-RA, Nana09581-RB, Nana09581-RC
OG0002248	ENSACAG00000000422.3	Nana02729-RC, Nana02729-RD, Nana02729-RB, Nana02729-RA
OG0002249	ENSACAG00000016543.2	Nana02687-RA
OG0002250	ENSACAG00000005391.3	Nana08710-RA, Nana08709-RA
OG0002251	ENSACAG00000005394.3	Nana08708-RA
OG0002252	ENSACAG00000007012.2	Nana08666-RA
OG0002254	ENSACAG00000008662.3	Nana02415-RH, Nana02415-RD, Nana02415-RF, Nana02415-RC, Nana02415-RB, Nana02415-RG
OG0002255	ENSACAG00000005420.3	Nana02465-RA
OG0002256	ENSACAG00000013194.3	Nana08440-RA
OG0002257	ENSACAG00000010421.3	Nana02176-RD, Nana02176-RB, Nana02176-RC, Nana02176-RA, Nana02176-RE, Nana02176-RG
OG0002259	ENSACAG00000005757.2	Nana02126-RA
OG0002260	ENSACAG00000013426.3	Nana08266-RB, Nana08266-RA
OG0002261	ENSACAG00000010035.3	Nana07918-RC, Nana07918-RB, Nana07918-RA
OG0002263	ENSACAG00000010755.3	Nana07805-RA
OG0002265	ENSACAG00000010923.3	Nana07809-RA
OG0002266	ENSACAG00000003094.3	Nana01698-RA, Nana01698-RE, Nana01698-RC, Nana01698-RD, Nana01698-RB, Nana22244-RA
OG0002268	ENSACAG00000011746.3	Nana07625-RA
OG0002269	ENSACAG00000010883.3	Nana07618-RA
OG0002270	ENSACAG00000001701.3	Nana01573-RA, Nana01572-RA, Nana01572-RB
OG0002271	ENSACAG00000002782.3	Nana01645-RA
OG0002272	ENSACAG00000010362.3, ENSACAG00000010431.3	Nana01665-RB
OG0002273	ENSACAG00000003302.3	Nana00859-RA, Nana00859-RB
OG0002320	ENSACAG00000002098.3	Nana38619-RE, Nana38619-RC, Nana38619-RD, Nana38619-RB, Nana38619-RA
OG0002321	ENSACAG00000000398.3	Nana17306-RA
OG0002322	ENSACAG00000007627.2	Nana31104-RA
OG0002323	ENSACAG00000013131.3	Nana32085-RA
OG0002324	ENSACAG00000006738.2	Nana31127-RA
OG0002325	ENSACAG00000009810.3	Nana30775-RA
OG0002326	ENSACAG00000015583.3	Nana00375-RA
OG0002327	ENSACAG00000012301.3	Nana03234-RA, Nana03234-RB
OG0002328	ENSACAG00000009505.3	Nana03217-RA
OG0002329	ENSACAG00000009546.3	Nana31818-RB, Nana31818-RC
OG0002330	ENSACAG00000000685.3, ENSACAG00000026555.1, ENSACAG00000010016.2	Nana06895-RA
OG0002331	ENSACAG00000004408.2	Nana22237-RA, Nana38478-RA
OG0002332	ENSACAG00000003351.2	Nana32038-RA
OG0002333	ENSACAG00000004383.3	Nana22173-RB, Nana22173-RA
OG0002334	ENSACAG00000003912.3	Nana34120-RD, Nana34120-RB, Nana34120-RC
OG0002335	ENSACAG00000002816.2	Nana29774-RA
OG0002336	ENSACAG00000007313.2	Nana35308-RA
OG0002336	ENSACAG00000022415.2	Nana28494-RA
OG0002337	ENSACAG00000011710.3	Nana28490-RB, Nana28490-RA, Nana28490-RD, Nana28490-RC, Nana28490-RE
OG0002338	ENSACAG00000028399.1, ENSACAG00000029033.1, ENSACAG00000029295.1, ENSACAG00000028901.1, ENSACAG00000029023.1, ENSACAG00000029191.1, ENSACAG00000028853.1, ENSACAG00000028862.1, ENSACAG00000028663.1, ENSACAG00000028690.1, ENSACAG00000029567.1, ENSACAG00000029054.1	Nana24086-RA
OG0002339	ENSACAG00000004533.2, ENSACAG00000011362.3	Nana30716-RA
OG0002340	ENSACAG00000005862.3	Nana36304-RE, Nana36304-RC, Nana36304-RD, Nana36304-RA, Nana36304-RB
OG0002341	ENSACAG00000022351.1	Nana32751-RM, Nana32751-RN, Nana32751-RL
OG0002342	ENSACAG00000008850.3, ENSACAG00000008882.2	Nana16138-RA, Nana16139-RA, Nana38879-RC, Nana38575-RA
OG0002343	ENSACAG00000008937.3	Nana37053-RD, Nana37053-RA, Nana37053-RB, Nana37053-RE, Nana37053-RC
OG0002344	ENSACAG00000009094.2	Nana32005-RA, Nana32005-RB
OG0002345	ENSACAG00000003986.3	Nana30956-RC, Nana30956-RD, Nana30956-RB, Nana30956-RA
OG0002346	ENSACAG00000003759.3	Nana30950-RC, Nana30950-RE, Nana30950-RB, Nana30950-RD, Nana30950-RA
OG0002347	ENSACAG00000000711.3	Nana00513-RD, Nana00513-RA, Nana00513-RF, Nana00513-RC, Nana00513-RE
OG0002348	ENSACAG00000010558.3	Nana19137-RA, Nana19137-RB, Nana19137-RD, Nana19137-RC
OG0002349	ENSACAG00000010493.3	Nana19138-RC, Nana19138-RD, Nana19138-RE, Nana19138-RB, Nana19138-RA
OG0002350	ENSACAG00000003004.3	Nana30941-RG, Nana30941-RE, Nana30941-RF, Nana30941-RB, Nana30941-RA
OG0002351	ENSACAG00000014844.2	Nana32662-RA, Nana32662-RB
OG0002352	ENSACAG00000013123.3	Nana30933-RL, Nana30933-RF, Nana30933-RK, Nana30933-RM, Nana30933-RN, Nana30933-RJ
OG0002353	ENSACAG00000013099.3, ENSACAG00000013156.2	Nana05648-RA
OG0002354	ENSACAG00000009165.3	Nana34536-RA, Nana34536-RC, Nana34536-RD, Nana34536-RB
OG0002355	ENSACAG00000009923.3	Nana33394-RA
OG0002356	ENSACAG00000009076.3	Nana34537-RA, Nana34537-RB
OG0002357	ENSACAG00000013465.3	Nana04779-RD, Nana04779-RC, Nana04779-RE, Nana04779-RA, Nana04779-RB
OG0002358	ENSACAG00000009409.3	Nana02969-RB, Nana02969-RA
OG0002359	ENSACAG00000026054.2, ENSACAG00000011820.2	Nana30893-RA, Nana30893-RE, Nana30893-RC, Nana30893-RB, Nana30893-RD
OG0002360	ENSACAG00000024796.2	Nana20737-RA
OG0002360	ENSACAG00000002343.3	Nana20740-RA
OG0002361	ENSACAG00000017101.3, ENSACAG00000014049.3	Nana03445-RA
OG0002362	ENSACAG00000016650.3	Nana10562-RA, Nana10560-RA, Nana10556-RA
OG0002363	ENSACAG00000005555.3	Nana31703-RC, Nana31703-RD, Nana31703-RB
OG0002364	ENSACAG00000008901.3	Nana12437-RA
OG0002365	ENSACAG00000011294.3	Nana36495-RD, Nana36495-RC, Nana36495-RE, Nana36495-RB
OG0002366	ENSACAG00000024093.1, ENSACAG00000017296.3, ENSACAG00000017265.3	Nana23592-RA
OG0002367	ENSACAG00000017279.3	Nana23591-RA, Nana39646-RC
OG0002368	ENSACAG00000009594.3	Nana16851-RA
OG0002369	ENSACAG00000010402.3	Nana23807-RA
OG0002372	ENSACAG00000014610.3	Nana02978-RA
OG0002373	ENSACAG00000014774.3	Nana24655-RA, Nana24655-RB
OG0002374	ENSACAG00000017405.3	Nana03338-RA
OG0002375	ENSACAG00000004263.2	Nana13223-RA
OG0002376	ENSACAG00000017167.3	Nana32956-RA
OG0002377	ENSACAG00000017111.3	Nana33001-RA
OG0002378	ENSACAG00000008436.3	Nana32884-RA
OG0002379	ENSACAG00000000447.3	Nana32239-RB, Nana32239-RA
OG0002380	ENSACAG00000003606.3	Nana24060-RC
OG0002380	ENSACAG00000001556.3	Nana20154-RA
OG0002382	ENSACAG00000022581.1	Nana06212-RC, Nana06212-RA, Nana06212-RD, Nana06212-RB
OG0002383	ENSACAG00000003391.3	Nana24066-RA
OG0002383	ENSACAG00000024924.2	Nana24065-RA
OG0002384	ENSACAG00000016899.3	Nana05348-RA
OG0002384	ENSACAG00000010136.3	Nana35903-RA
OG0002385	ENSACAG00000015702.1	Nana33207-RA, Nana33207-RC, Nana33207-RB
OG0002386	ENSACAG00000011875.3	Nana01490-RA, Nana01491-RA, Nana01488-RA
OG0002387	ENSACAG00000002053.3	Nana13015-RA
OG0002388	ENSACAG00000010796.2	Nana30600-RA, Nana30601-RA
OG0002389	ENSACAG00000011733.3	Nana12842-RA
OG0002389	ENSACAG00000016953.3	Nana09291-RA
OG0002390	ENSACAG00000006097.2	Nana28097-RA
OG0002391	ENSACAG00000017620.3	Nana33365-RA
OG0002392	ENSACAG00000017281.2	Nana07716-RA
OG0002393	ENSACAG00000017300.3	Nana07712-RA
OG0002394	ENSACAG00000000237.3	Nana28517-RA
OG0002394	ENSACAG00000004369.3	Nana24729-RA
OG0002395	ENSACAG00000017339.3	Nana07705-RA
OG0002395	ENSACAG00000010515.3	Nana36445-RB, Nana36445-RA
OG0002396	ENSACAG00000007601.3	Nana31196-RA
OG0002396	ENSACAG00000008135.3, ENSACAG00000025607.2	Nana23929-RA
OG0002397	ENSACAG00000015327.3	Nana34636-RH, Nana34636-RF, Nana34636-RG, Nana34636-RJ, Nana34636-RI
OG0002398	ENSACAG00000026479.2	Nana31041-RC, Nana31041-RA, Nana31041-RE, Nana31041-RB, Nana31041-RD
OG0002399	ENSACAG00000001631.3	Nana28100-RA, Nana28100-RB
OG0002399	ENSACAG00000027223.2	Nana28098-RA
OG0002400	ENSACAG00000008105.2	Nana38340-RA, Nana38340-RB, Nana38343-RB, Nana38343-RA, Nana38346-RA
OG0002401	ENSACAG00000011693.3	Nana29887-RB, Nana29887-RA, Nana29887-RD, Nana29887-RC
OG0002402	ENSACAG00000011482.2	Nana36158-RC, Nana36158-RB, Nana36158-RD, Nana36158-RA
OG0002403	ENSACAG00000025684.1	Nana21067-RA
OG0002404	ENSACAG00000011794.3	Nana33792-RD, Nana33792-RE, Nana33792-RA, Nana33792-RC, Nana33792-RB
OG0002405	ENSACAG00000004922.2	Nana01899-RD, Nana01899-RC, Nana01899-RA, Nana01899-RE
OG0002406	ENSACAG00000004832.3	Nana24319-RA
OG0002407	ENSACAG00000001331.2	Nana20756-RA
OG0002408	ENSACAG00000001189.3	Nana36712-RA, Nana36712-RB
OG0002409	ENSACAG00000002102.3	Nana01210-RA
OG0002409	ENSACAG00000012158.3	Nana35965-RA
OG0002410	ENSACAG00000004537.3, ENSACAG00000000125.3	Nana19015-RA
OG0002411	ENSACAG00000014224.3	Nana01975-RB, Nana01975-RA
OG0002412	ENSACAG00000010483.2	Nana01991-RA
OG0002413	ENSACAG00000000239.3	Nana09852-RB, Nana09852-RA
OG0002414	ENSACAG00000002547.3	Nana31010-RE, Nana31010-RB, Nana31010-RA, Nana31010-RF, Nana31010-RD, Nana31010-RC
OG0002415	ENSACAG00000009112.3	Nana32591-RA
OG0002416	ENSACAG00000017804.3	Nana30092-RA
OG0002416	ENSACAG00000008346.2	Nana16811-RA
OG0002417	ENSACAG00000011762.3	Nana10385-RA
OG0002418	ENSACAG00000014942.2	Nana06110-RB, Nana06110-RC
OG0002419	ENSACAG00000008881.3	Nana26285-RA
OG0002420	ENSACAG00000017831.3	Nana30149-RA, Nana30149-RB
OG0002421	ENSACAG00000001895.3	Nana00802-RA
OG0002422	ENSACAG00000006339.2	Nana32689-RA
OG0002423	ENSACAG00000007509.2	Nana31885-RI, Nana31885-RE, Nana31885-RG, Nana31885-RH
OG0002424	ENSACAG00000007230.3	Nana29062-RA
OG0002425	ENSACAG00000011592.3	Nana18733-RB, Nana18733-RE, Nana18733-RA, Nana18733-RD, Nana18733-RC
OG0002426	ENSACAG00000003867.3, ENSACAG00000027909.2	Nana24260-RA
OG0002427	ENSACAG00000008555.3	Nana15704-RA
OG0002428	ENSACAG00000008115.3	Nana31872-RD, Nana31872-RC, Nana31872-RB, Nana31872-RE, Nana31872-RA
OG0002429	ENSACAG00000005758.3	Nana18440-RA
OG0002430	ENSACAG00000004525.2	Nana34507-RC, Nana34507-RE, Nana34507-RF, Nana34507-RB, Nana34507-RD
OG0002431	ENSACAG00000001145.3	Nana27302-RA, Nana34496-RA, Nana34498-RA
OG0002432	ENSACAG00000009955.2	Nana39190-RA
OG0002432	ENSACAG00000028030.2	Nana16861-RA
OG0002433	ENSACAG00000009912.3	Nana16860-RA
OG0002435	ENSACAG00000008769.3	Nana06242-RE, Nana06242-RD, Nana06242-RA, Nana06242-RB, Nana06242-RC
OG0002436	ENSACAG00000005287.2	Nana00971-RA
OG0002437	ENSACAG00000005750.3	Nana15333-RA, Nana15332-RA, Nana15335-RA, Nana15337-RA
OG0002438	ENSACAG00000006274.3	Nana14767-RA
OG0002439	ENSACAG00000005980.3	Nana14467-RE, Nana14467-RA, Nana14467-RB, Nana14467-RC, Nana14467-RD
OG0002440	ENSACAG00000010682.2	Nana37281-RC, Nana37281-RB, Nana37281-RA
OG0002441	ENSACAG00000003697.3	Nana31839-RG, Nana31839-RD, Nana31839-RC, Nana31839-RF, Nana31839-RE
OG0002442	ENSACAG00000004639.3	Nana23280-RA
OG0002442	ENSACAG00000012401.3	Nana03564-RA
OG0002443	ENSACAG00000010921.3	Nana36106-RA
OG0002444	ENSACAG00000009801.3, ENSACAG00000009310.3	Nana34524-RD, Nana34524-RB, Nana34524-RA, Nana34524-RC
OG0002445	ENSACAG00000015371.3	Nana27295-RB, Nana27295-RA
OG0002446	ENSACAG00000022376.2, ENSACAG00000016737.3	Nana25837-RA
OG0002447	ENSACAG00000002692.2	Nana32846-RA, Nana32846-RC, Nana32846-RB, Nana32846-RD
OG0002448	ENSACAG00000007410.2	Nana14500-RA
OG0002449	ENSACAG00000008788.1	Nana35572-RA
OG0002450	ENSACAG00000002627.3	Nana00002-RB
OG0002451	ENSACAG00000017106.3	Nana10854-RB, Nana10854-RD, Nana10854-RA, Nana10854-RC
OG0002452	ENSACAG00000007570.3	Nana31045-RB, Nana31045-RA
OG0002453	ENSACAG00000015299.3	Nana00155-RA, Nana28894-RB, Nana28894-RA, Nana28894-RC
OG0002454	ENSACAG00000014076.3	Nana00731-RA
OG0002455	ENSACAG00000015437.3	Nana39526-RB, Nana39526-RA, Nana28889-RA
OG0002456	ENSACAG00000009436.3	Nana16727-RA
OG0002457	ENSACAG00000015820.3	Nana32825-RA
OG0002458	ENSACAG00000016890.3	Nana14268-RA
OG0002459	ENSACAG00000000699.3, ENSACAG00000005765.2	Nana04932-RB, Nana04932-RA
OG0002460	ENSACAG00000005969.3	Nana11094-RA, Nana11094-RB
OG0002461	ENSACAG00000014720.3	Nana37102-RA
OG0002462	ENSACAG00000010586.3	Nana07609-RA
OG0002463	ENSACAG00000007647.3	Nana38844-RB, Nana38844-RC, Nana38844-RA
OG0002464	ENSACAG00000008492.3	Nana37476-RA
OG0002465	ENSACAG00000008253.2	Nana17234-RD, Nana17234-RB, Nana17234-RC, Nana17234-RE, Nana17234-RA
OG0002466	ENSACAG00000016519.3	Nana30971-RA
OG0002467	ENSACAG00000024342.2	Nana30450-RA
OG0002468	ENSACAG00000014056.1	Nana25589-RA
OG0002469	ENSACAG00000006625.3	Nana33929-RB, Nana33929-RD, Nana33929-RE, Nana33929-RA, Nana33929-RC
OG0002470	ENSACAG00000029590.1	Nana10398-RA
OG0002470	ENSACAG00000014260.3	Nana10395-RA
OG0002471	ENSACAG00000010077.3	Nana14173-RA
OG0002472	ENSACAG00000004605.2	Nana01718-RA
OG0002473	ENSACAG00000026674.1, ENSACAG00000027158.1, ENSACAG00000026087.1, ENSACAG00000024104.1	Nana17421-RA
OG0002474	ENSACAG00000026213.2, ENSACAG00000028895.1	Nana25539-RA
OG0002475	ENSACAG00000011529.3	Nana34704-RB, Nana34704-RC, Nana34704-RE, Nana34704-RA, Nana34704-RD
OG0002476	ENSACAG00000016770.3	Nana16406-RB, Nana16406-RD, Nana16406-RC, Nana16406-RA
OG0002477	ENSACAG00000001561.3	Nana31346-RE, Nana31346-RB, Nana31346-RD, Nana31346-RA, Nana31346-RC
OG0002478	ENSACAG00000014647.3	Nana32703-RG, Nana32703-RD, Nana32703-RI, Nana32703-RF, Nana32703-RH
OG0002479	ENSACAG00000010818.3	Nana20900-RA, Nana22635-RA
OG0002480	ENSACAG00000011716.3	Nana30894-RA
OG0002481	ENSACAG00000003446.3	Nana20024-RA, Nana38611-RA, Nana38610-RC, Nana38610-RB, Nana38610-RA
OG0002482	ENSACAG00000009877.3	Nana12504-RA, Nana12504-RB, Nana12504-RC
OG0002483	ENSACAG00000008385.2	Nana00718-RA
OG0002484	ENSACAG00000008083.3	Nana36387-RA
OG0002485	ENSACAG00000000097.3	Nana28562-RA, Nana28562-RB
OG0002486	ENSACAG00000014468.3	Nana16458-RA
OG0002487	ENSACAG00000023857.2	Nana16471-RA, Nana16471-RB
OG0002488	ENSACAG00000007409.2	Nana31189-RA, Nana31188-RB, Nana31188-RA
