Orthogroup	A_carolinensis.pep	M_musculus.pep
OG0002173	ENSACAG00000013756.3	ENSMUSG00000029686.15
OG0002174	ENSACAG00000016535.3	ENSMUSG00000033565.18
OG0002175	ENSACAG00000009938.3	ENSMUSG00000033688.10, ENSMUSG00000032554.15, ENSMUSG00000032496.7
OG0002176	ENSACAG00000008272.3	ENSMUSG00000020182.16
OG0002177	ENSACAG00000007573.1	ENSMUSG00000042406.8
OG0002178	ENSACAG00000006614.3	ENSMUSG00000014602.15
OG0002179	ENSACAG00000007049.3	ENSMUSG00000051397.5
OG0002180	ENSACAG00000004508.3	ENSMUSG00000022471.14
OG0002181	ENSACAG00000005700.3	ENSMUSG00000024386.9
OG0002182	ENSACAG00000013524.3	ENSMUSG00000063316.13
OG0002183	ENSACAG00000014080.3	ENSMUSG00000020019.4
OG0002184	ENSACAG00000014752.2	ENSMUSG00000028677.19
OG0002185	ENSACAG00000015761.3	ENSMUSG00000024975.13
OG0002186	ENSACAG00000016508.3	ENSMUSG00000017428.16
OG0002187	ENSACAG00000007691.3	ENSMUSG00000035681.7
OG0002188	ENSACAG00000008082.3	ENSMUSG00000114133.1
OG0002189	ENSACAG00000014232.3	ENSMUSG00000026439.14
OG0002190	ENSACAG00000000920.3	ENSMUSG00000030979.13
OG0002191	ENSACAG00000003154.3	ENSMUSG00000034667.8
OG0002192	ENSACAG00000023618.1, ENSACAG00000000396.3	ENSMUSG00000036422.10
OG0002193	ENSACAG00000001451.2, ENSACAG00000015111.3	ENSMUSG00000020102.15
OG0002194	ENSACAG00000002988.3	ENSMUSG00000059883.16
OG0002195	ENSACAG00000005320.3	ENSMUSG00000038976.12
OG0002196	ENSACAG00000000803.3	ENSMUSG00000023089.12
OG0002197	ENSACAG00000012772.3	ENSMUSG00000019087.13
OG0002198	ENSACAG00000000428.3	ENSMUSG00000038482.11
OG0002199	ENSACAG00000010466.2	ENSMUSG00000066877.11
OG0002200	ENSACAG00000009588.2, ENSACAG00000001690.2	ENSMUSG00000000399.10
OG0002201	ENSACAG00000002149.3	ENSMUSG00000033542.13
OG0002202	ENSACAG00000015683.3	ENSMUSG00000016619.10, ENSMUSG00000072878.4
OG0002203	ENSACAG00000017034.3	ENSMUSG00000031370.12, ENSMUSG00000044068.7
OG0002204	ENSACAG00000011798.3	ENSMUSG00000031295.13
OG0002205	ENSACAG00000012609.3	ENSMUSG00000041020.14
OG0002206	ENSACAG00000005415.3, ENSACAG00000005416.3	ENSMUSG00000074892.9
OG0002207	ENSACAG00000015303.2	ENSMUSG00000052496.5
OG0002208	ENSACAG00000005453.2	ENSMUSG00000040681.16
OG0002209	ENSACAG00000005042.3	ENSMUSG00000022956.11
OG0002210	ENSACAG00000010458.3	ENSMUSG00000022865.14
OG0002211	ENSACAG00000009451.2	ENSMUSG00000026566.15
OG0002212	ENSACAG00000009329.3	ENSMUSG00000026571.12
OG0002213	ENSACAG00000027289.2, ENSACAG00000015217.3	ENSMUSG00000022661.14
OG0002214	ENSACAG00000028821.1	ENSMUSG00000031568.16
OG0002215	ENSACAG00000015994.3	ENSMUSG00000102805.5, ENSMUSG00000074513.9
OG0002216	ENSACAG00000009682.3	ENSMUSG00000029651.16
OG0002217	ENSACAG00000009278.2	ENSMUSG00000029647.15
OG0002218	ENSACAG00000001368.3	ENSMUSG00000053199.13
OG0002219	ENSACAG00000012635.3, ENSACAG00000026401.2	ENSMUSG00000018623.9
OG0002220	ENSACAG00000014591.3	ENSMUSG00000046111.17
OG0002221	ENSACAG00000006356.3	ENSMUSG00000034663.13
OG0002222	ENSACAG00000012099.3	ENSMUSG00000034724.18
OG0002223	ENSACAG00000012870.3	ENSMUSG00000029291.11
OG0002224	ENSACAG00000014605.3	ENSMUSG00000116016.1, ENSMUSG00000032745.18
OG0002225	ENSACAG00000016290.2	ENSMUSG00000041417.15
OG0002226	ENSACAG00000010001.2, ENSACAG00000027401.2	ENSMUSG00000049658.13
OG0002227	ENSACAG00000012938.3	ENSMUSG00000033114.11
OG0002228	ENSACAG00000001735.3	ENSMUSG00000060176.4
OG0002229	ENSACAG00000003605.3	ENSMUSG00000024782.7
OG0002230	ENSACAG00000029075.1	ENSMUSG00000016496.7, ENSMUSG00000016498.10
OG0002231	ENSACAG00000024339.1	ENSMUSG00000094103.2, ENSMUSG00000095595.2
OG0002232	ENSACAG00000022560.2	ENSMUSG00000038578.15
OG0002233	ENSACAG00000006321.3	ENSMUSG00000039231.18, ENSMUSG00000026646.16
OG0002234	ENSACAG00000015671.3	ENSMUSG00000031706.7
OG0002235	ENSACAG00000017214.3	ENSMUSG00000021038.17
OG0002236	ENSACAG00000016651.3	ENSMUSG00000021243.14
OG0002238	ENSACAG00000016965.2	ENSMUSG00000038895.16, ENSMUSG00000111842.1
OG0002239	ENSACAG00000012846.3	ENSMUSG00000039840.8, ENSMUSG00000116023.2
OG0002240	ENSACAG00000015728.3	ENSMUSG00000027286.16
OG0002241	ENSACAG00000002823.3	ENSMUSG00000027176.8
OG0002242	ENSACAG00000016746.3	ENSMUSG00000048277.15, ENSMUSG00000093485.1
OG0002243	ENSACAG00000015053.3	ENSMUSG00000025498.15
OG0002244	ENSACAG00000017526.3	ENSMUSG00000110136.1, ENSMUSG00000025484.9
OG0002245	ENSACAG00000017627.3	ENSMUSG00000090173.8
OG0002246	ENSACAG00000008208.2	ENSMUSG00000050628.6, ENSMUSG00000039568.6
OG0002247	ENSACAG00000001705.3	ENSMUSG00000020859.16
OG0002248	ENSACAG00000000422.3	ENSMUSG00000027346.15
OG0002249	ENSACAG00000016543.2	ENSMUSG00000048332.13
OG0002250	ENSACAG00000005391.3	ENSMUSG00000025878.16
OG0002251	ENSACAG00000005394.3	ENSMUSG00000021481.11
OG0002253	ENSACAG00000009153.3	ENSMUSG00000066861.14, ENSMUSG00000052776.10, ENSMUSG00000029605.16, ENSMUSG00000032623.9, ENSMUSG00000066867.8, ENSMUSG00000001166.17, ENSMUSG00000053765.4, ENSMUSG00000001168.16
OG0002254	ENSACAG00000008662.3	ENSMUSG00000009828.15
OG0002255	ENSACAG00000005420.3	ENSMUSG00000054204.6
OG0002256	ENSACAG00000013194.3	ENSMUSG00000000441.17
OG0002257	ENSACAG00000010421.3	ENSMUSG00000028248.15
OG0002258	ENSACAG00000001672.2	ENSMUSG00000019787.9
OG0002259	ENSACAG00000005757.2	ENSMUSG00000019797.11
OG0002260	ENSACAG00000013426.3	ENSMUSG00000030096.8
OG0002261	ENSACAG00000010035.3	ENSMUSG00000001632.16
OG0002262	ENSACAG00000010642.3	ENSMUSG00000039220.16
OG0002263	ENSACAG00000010755.3	ENSMUSG00000024436.16
OG0002264	ENSACAG00000010800.3	ENSMUSG00000024426.17
OG0002265	ENSACAG00000010923.3	ENSMUSG00000050705.15
OG0002266	ENSACAG00000003094.3	ENSMUSG00000014426.9
OG0002267	ENSACAG00000012213.1	ENSMUSG00000024403.16
OG0002268	ENSACAG00000011746.3	ENSMUSG00000040356.16
OG0002269	ENSACAG00000010883.3	ENSMUSG00000013787.15
OG0002270	ENSACAG00000001701.3	ENSMUSG00000019726.12
OG0002271	ENSACAG00000002782.3	ENSMUSG00000116953.1, ENSMUSG00000116895.1, ENSMUSG00000036552.19
OG0002272	ENSACAG00000010362.3, ENSACAG00000010431.3	ENSMUSG00000116672.1, ENSMUSG00000056133.5, ENSMUSG00000067049.8
OG0002273	ENSACAG00000003302.3	ENSMUSG00000020460.15
OG0002320	ENSACAG00000002098.3	ENSMUSG00000029720.9, ENSMUSG00000093445.7
OG0002321	ENSACAG00000000398.3	ENSMUSG00000030007.8
OG0002322	ENSACAG00000007627.2, ENSACAG00000014012.2	ENSMUSG00000031781.14
OG0002324	ENSACAG00000006738.2	ENSMUSG00000031776.17
OG0002325	ENSACAG00000009810.3	ENSMUSG00000015165.16
OG0002326	ENSACAG00000015583.3	ENSMUSG00000017376.15
OG0002327	ENSACAG00000012301.3	ENSMUSG00000025986.6
OG0002328	ENSACAG00000009505.3	ENSMUSG00000025980.14
OG0002329	ENSACAG00000009546.3	ENSMUSG00000001482.15
OG0002330	ENSACAG00000000685.3, ENSACAG00000026555.1, ENSACAG00000010016.2	ENSMUSG00000024301.10, ENSMUSG00000079553.11
OG0002331	ENSACAG00000004408.2	ENSMUSG00000006932.17
OG0002332	ENSACAG00000003351.2	ENSMUSG00000031932.14
OG0002333	ENSACAG00000004383.3	ENSMUSG00000116359.1, ENSMUSG00000032803.15
OG0002334	ENSACAG00000003912.3	ENSMUSG00000022682.8
OG0002335	ENSACAG00000002816.2	ENSMUSG00000032726.12, ENSMUSG00000002384.2
OG0002336	ENSACAG00000007313.2, ENSACAG00000022415.2	ENSMUSG00000029436.9
OG0002337	ENSACAG00000011710.3	ENSMUSG00000020471.11
OG0002339	ENSACAG00000004533.2, ENSACAG00000011362.3	ENSMUSG00000041560.12
OG0002340	ENSACAG00000005862.3	ENSMUSG00000038712.16
OG0002341	ENSACAG00000022351.1	ENSMUSG00000089865.2, ENSMUSG00000092192.7
OG0002342	ENSACAG00000008850.3, ENSACAG00000008882.2	ENSMUSG00000024054.14
OG0002343	ENSACAG00000008937.3	ENSMUSG00000026924.17
OG0002344	ENSACAG00000009094.2	ENSMUSG00000046717.5, ENSMUSG00000031221.7
OG0002345	ENSACAG00000003986.3	ENSMUSG00000059273.9
OG0002346	ENSACAG00000003759.3	ENSMUSG00000040488.17
OG0002347	ENSACAG00000000711.3	ENSMUSG00000055670.14
OG0002348	ENSACAG00000010558.3	ENSMUSG00000020063.16
OG0002349	ENSACAG00000010493.3	ENSMUSG00000020064.9
OG0002350	ENSACAG00000003004.3	ENSMUSG00000049643.15
OG0002351	ENSACAG00000014844.2	ENSMUSG00000000881.12
OG0002352	ENSACAG00000013123.3	ENSMUSG00000030583.16
OG0002353	ENSACAG00000013099.3, ENSACAG00000013156.2	ENSMUSG00000021259.5
OG0002354	ENSACAG00000009165.3	ENSMUSG00000049323.8
OG0002355	ENSACAG00000009923.3	ENSMUSG00000030557.17
OG0002356	ENSACAG00000009076.3	ENSMUSG00000020534.14
OG0002357	ENSACAG00000013465.3	ENSMUSG00000027185.15
OG0002358	ENSACAG00000009409.3	ENSMUSG00000001151.10
OG0002359	ENSACAG00000026054.2, ENSACAG00000011820.2	ENSMUSG00000037469.10
OG0002360	ENSACAG00000024796.2, ENSACAG00000002343.3	ENSMUSG00000022843.17
OG0002361	ENSACAG00000017101.3, ENSACAG00000014049.3	ENSMUSG00000027086.16
OG0002362	ENSACAG00000016650.3	ENSMUSG00000031168.14
OG0002363	ENSACAG00000005555.3	ENSMUSG00000031822.20
OG0002364	ENSACAG00000026845.1, ENSACAG00000008901.3	ENSMUSG00000072663.12
OG0002365	ENSACAG00000011294.3	ENSMUSG00000026915.16
OG0002366	ENSACAG00000024093.1, ENSACAG00000017296.3, ENSACAG00000017265.3	ENSMUSG00000011382.8, ENSMUSG00000109926.1
OG0002367	ENSACAG00000017279.3	ENSMUSG00000074129.14
OG0002368	ENSACAG00000009594.3	ENSMUSG00000116100.1, ENSMUSG00000022362.13, ENSMUSG00000116094.1, ENSMUSG00000101892.1
OG0002369	ENSACAG00000003643.3	ENSMUSG00000029518.15
OG0002371	ENSACAG00000011415.3	ENSMUSG00000004558.15
OG0002372	ENSACAG00000014610.3, ENSACAG00000003832.2, ENSACAG00000003836.2	ENSMUSG00000022110.13
OG0002373	ENSACAG00000014774.3	ENSMUSG00000093701.7, ENSMUSG00000022969.13
OG0002374	ENSACAG00000017405.3	ENSMUSG00000044033.16
OG0002375	ENSACAG00000004263.2	ENSMUSG00000074665.11
OG0002375	ENSACAG00000022966.1	ENSMUSG00000068008.8
OG0002376	ENSACAG00000017167.3	ENSMUSG00000004948.12
OG0002377	ENSACAG00000017111.3	ENSMUSG00000000088.7
OG0002378	ENSACAG00000008436.3	ENSMUSG00000030525.8
OG0002379	ENSACAG00000000447.3	ENSMUSG00000031201.17, ENSMUSG00000112039.1
OG0002380	ENSACAG00000003606.3, ENSACAG00000001556.3	ENSMUSG00000034088.15
OG0002381	ENSACAG00000001393.3	ENSMUSG00000020728.17
OG0002382	ENSACAG00000022581.1	ENSMUSG00000109564.1
OG0002383	ENSACAG00000003391.3, ENSACAG00000024924.2	ENSMUSG00000020899.16
OG0002384	ENSACAG00000016899.3	ENSMUSG00000021248.9
OG0002385	ENSACAG00000015702.1	ENSMUSG00000005802.12, ENSMUSG00000111214.1
OG0002386	ENSACAG00000011875.3	ENSMUSG00000055067.15
OG0002387	ENSACAG00000002053.3	ENSMUSG00000027404.15
OG0002388	ENSACAG00000010796.2	ENSMUSG00000005442.13
OG0002389	ENSACAG00000011733.3	ENSMUSG00000028452.7
OG0002390	ENSACAG00000006097.2	ENSMUSG00000042129.8, ENSMUSG00000027339.15
OG0002391	ENSACAG00000017620.3	ENSMUSG00000066406.16
OG0002392	ENSACAG00000017281.2	ENSMUSG00000007050.17
OG0002393	ENSACAG00000017300.3	ENSMUSG00000007030.8
OG0002394	ENSACAG00000004369.3	ENSMUSG00000052516.19
OG0002395	ENSACAG00000017339.3, ENSACAG00000010515.3	ENSMUSG00000026875.14
OG0002396	ENSACAG00000007601.3	ENSMUSG00000031766.4
OG0002397	ENSACAG00000015327.3	ENSMUSG00000024182.16
OG0002398	ENSACAG00000026479.2	ENSMUSG00000046556.7
OG0002399	ENSACAG00000001631.3, ENSACAG00000027223.2	ENSMUSG00000022097.4
OG0002400	ENSACAG00000008105.2	ENSMUSG00000006289.14
OG0002401	ENSACAG00000011693.3	ENSMUSG00000028790.13
OG0002402	ENSACAG00000011482.2	ENSMUSG00000001017.15
OG0002404	ENSACAG00000011794.3	ENSMUSG00000030779.16
OG0002405	ENSACAG00000004922.2	ENSMUSG00000019854.17
OG0002406	ENSACAG00000004832.3	ENSMUSG00000020897.12, ENSMUSG00000070837.5
OG0002407	ENSACAG00000001331.2	ENSMUSG00000051146.2
OG0002408	ENSACAG00000001189.3	ENSMUSG00000026959.13
OG0002409	ENSACAG00000002102.3	ENSMUSG00000039384.8
OG0002410	ENSACAG00000004537.3, ENSACAG00000000125.3	ENSMUSG00000030138.8
OG0002411	ENSACAG00000014224.3	ENSMUSG00000019978.16
OG0002412	ENSACAG00000008097.3	ENSMUSG00000038916.7
OG0002413	ENSACAG00000000239.3	ENSMUSG00000040430.18
OG0002414	ENSACAG00000002547.3	ENSMUSG00000051648.13
OG0002415	ENSACAG00000009112.3	ENSMUSG00000023092.16, ENSMUSG00000050035.7
OG0002416	ENSACAG00000017804.3, ENSACAG00000008346.2	ENSMUSG00000061731.9
OG0002417	ENSACAG00000011762.3	ENSMUSG00000023043.7
OG0002419	ENSACAG00000008881.3	ENSMUSG00000025544.13
OG0002420	ENSACAG00000017831.3	ENSMUSG00000028868.13
OG0002421	ENSACAG00000001895.3	ENSMUSG00000035121.6
OG0002422	ENSACAG00000006339.2	ENSMUSG00000070934.6, ENSMUSG00000041658.12
OG0002423	ENSACAG00000007509.2	ENSMUSG00000031951.8
OG0002424	ENSACAG00000007230.3	ENSMUSG00000032094.8, ENSMUSG00000002033.14
OG0002425	ENSACAG00000011592.3	ENSMUSG00000029095.17
OG0002426	ENSACAG00000003867.3, ENSACAG00000027909.2	ENSMUSG00000047098.18
OG0002427	ENSACAG00000016649.2	ENSMUSG00000070880.10
OG0002428	ENSACAG00000008115.3	ENSMUSG00000037993.8
OG0002429	ENSACAG00000005758.3	ENSMUSG00000029101.16
OG0002430	ENSACAG00000004525.2	ENSMUSG00000000301.16
OG0002431	ENSACAG00000001145.3	ENSMUSG00000005417.17
OG0002432	ENSACAG00000009955.2, ENSACAG00000028030.2	ENSMUSG00000116271.1, ENSMUSG00000037106.8
OG0002433	ENSACAG00000009912.3	ENSMUSG00000037119.4, ENSMUSG00000116351.1
OG0002435	ENSACAG00000008769.3	ENSMUSG00000011306.7
OG0002436	ENSACAG00000005704.2, ENSACAG00000005287.2	ENSMUSG00000049036.7
OG0002437	ENSACAG00000005750.3	ENSMUSG00000026567.16
OG0002438	ENSACAG00000006274.3	ENSMUSG00000039103.12
OG0002439	ENSACAG00000005980.3	ENSMUSG00000028717.12
OG0002440	ENSACAG00000010682.2	ENSMUSG00000029056.13
OG0002441	ENSACAG00000003697.3	ENSMUSG00000003848.14
OG0002442	ENSACAG00000012401.3	ENSMUSG00000026824.11
OG0002443	ENSACAG00000010921.3	ENSMUSG00000005677.14
OG0002444	ENSACAG00000009801.3, ENSACAG00000009310.3	ENSMUSG00000042709.15
OG0002445	ENSACAG00000015371.3	ENSMUSG00000033047.5
OG0002446	ENSACAG00000022376.2, ENSACAG00000016737.3	ENSMUSG00000071708.11
OG0002447	ENSACAG00000002692.2	ENSMUSG00000033458.17
OG0002448	ENSACAG00000007410.2	ENSMUSG00000028557.10
OG0002449	ENSACAG00000008788.1	ENSMUSG00000001666.8
OG0002450	ENSACAG00000002627.3	ENSMUSG00000020841.5
OG0002451	ENSACAG00000017106.3, ENSACAG00000002201.2	ENSMUSG00000003813.15
OG0002452	ENSACAG00000007570.3	ENSMUSG00000031788.14
OG0002453	ENSACAG00000015299.3	ENSMUSG00000032066.9
OG0002454	ENSACAG00000006420.3, ENSACAG00000023269.1, ENSACAG00000014076.3	ENSMUSG00000022032.14
OG0002455	ENSACAG00000015437.3	ENSMUSG00000000167.14
OG0002456	ENSACAG00000009436.3	ENSMUSG00000022299.9, ENSMUSG00000107007.3
OG0002457	ENSACAG00000015820.3	ENSMUSG00000032231.14
OG0002458	ENSACAG00000016890.3	ENSMUSG00000063952.16
OG0002459	ENSACAG00000000699.3, ENSACAG00000005765.2	ENSMUSG00000021124.13
OG0002460	ENSACAG00000005969.3	ENSMUSG00000030120.14
OG0002461	ENSACAG00000014720.3	ENSMUSG00000009621.18
OG0002462	ENSACAG00000010586.3, ENSACAG00000017176.3	ENSMUSG00000026853.15
OG0002463	ENSACAG00000007647.3	ENSMUSG00000115987.1
OG0002464	ENSACAG00000008492.3	ENSMUSG00000095567.8
OG0002465	ENSACAG00000008253.2	ENSMUSG00000022565.15
OG0002466	ENSACAG00000016519.3	ENSMUSG00000040511.14, ENSMUSG00000062300.14
OG0002468	ENSACAG00000014056.1	ENSMUSG00000073982.11
OG0002469	ENSACAG00000006625.3	ENSMUSG00000073434.12
OG0002470	ENSACAG00000014260.3	ENSMUSG00000022487.14
OG0002471	ENSACAG00000010077.3	ENSMUSG00000102976.6, ENSMUSG00000116275.1
OG0002472	ENSACAG00000002068.3, ENSACAG00000004605.2	ENSMUSG00000023806.10, ENSMUSG00000073471.3
OG0002474	ENSACAG00000014650.2	ENSMUSG00000047502.14
OG0002474	ENSACAG00000026213.2, ENSACAG00000028895.1	ENSMUSG00000074627.11
OG0002475	ENSACAG00000011529.3	ENSMUSG00000072720.9
OG0002476	ENSACAG00000016770.3	ENSMUSG00000027601.13
OG0002477	ENSACAG00000001561.3	ENSMUSG00000036270.16
OG0002478	ENSACAG00000014647.3	ENSMUSG00000067567.12
OG0002480	ENSACAG00000011716.3	ENSMUSG00000030598.15, ENSMUSG00000037463.14
OG0002481	ENSACAG00000003446.3	ENSMUSG00000029714.11
OG0002482	ENSACAG00000009877.3	ENSMUSG00000024589.18
OG0002483	ENSACAG00000008385.2	ENSMUSG00000022035.6
OG0002484	ENSACAG00000008083.3	ENSMUSG00000015750.15
OG0002485	ENSACAG00000000097.3	ENSMUSG00000032038.7
OG0002486	ENSACAG00000014468.3	ENSMUSG00000025925.14
OG0002487	ENSACAG00000023857.2	ENSMUSG00000079658.9
OG0002488	ENSACAG00000007409.2	ENSMUSG00000031755.6
OG0002489	ENSACAG00000009939.3	ENSMUSG00000034235.17
OG0002490	ENSACAG00000002654.3	ENSMUSG00000037098.18
OG0002491	ENSACAG00000007675.3	ENSMUSG00000101678.3, ENSMUSG00000106864.3
OG0002492	ENSACAG00000001853.2	ENSMUSG00000037013.17
OG0002493	ENSACAG00000028650.1	ENSMUSG00000022863.15
OG0002494	ENSACAG00000009128.3	ENSMUSG00000031556.6
OG0002495	ENSACAG00000009777.3, ENSACAG00000024540.1	ENSMUSG00000092212.3, ENSMUSG00000074028.4
OG0002496	ENSACAG00000007195.2	ENSMUSG00000022561.13
OG0002497	ENSACAG00000005542.2	ENSMUSG00000098301.6, ENSMUSG00000018379.17
OG0002498	ENSACAG00000008195.3	ENSMUSG00000027466.15
OG0002499	ENSACAG00000016422.2	ENSMUSG00000032840.7
OG0002500	ENSACAG00000002342.3	ENSMUSG00000053286.11
OG0002501	ENSACAG00000008454.3	ENSMUSG00000024087.4
OG0002502	ENSACAG00000016451.3	ENSMUSG00000032743.15
OG0002503	ENSACAG00000010062.2	ENSMUSG00000034623.14
OG0002504	ENSACAG00000005808.3, ENSACAG00000013743.2	ENSMUSG00000004655.5
OG0002505	ENSACAG00000000246.3	ENSMUSG00000038264.8
OG0002506	ENSACAG00000016150.3	ENSMUSG00000056608.14
OG0002507	ENSACAG00000014512.3	ENSMUSG00000009549.14
OG0002508	ENSACAG00000012373.2, ENSACAG00000027261.2	ENSMUSG00000026435.15
OG0002509	ENSACAG00000002169.3	ENSMUSG00000030744.13
OG0002510	ENSACAG00000001871.2	ENSMUSG00000029475.17
OG0002511	ENSACAG00000000506.2	ENSMUSG00000070425.13, ENSMUSG00000100254.1
OG0002512	ENSACAG00000003766.3	ENSMUSG00000039105.6
OG0002513	ENSACAG00000000908.3	ENSMUSG00000022214.15
OG0002514	ENSACAG00000013912.3	ENSMUSG00000043923.8
OG0002515	ENSACAG00000007175.3	ENSMUSG00000083649.5, ENSMUSG00000029430.13, ENSMUSG00000028287.4
OG0002516	ENSACAG00000004204.3	ENSMUSG00000020184.15
OG0002517	ENSACAG00000016857.3	ENSMUSG00000020630.9
OG0002518	ENSACAG00000003621.3, ENSACAG00000005307.2	ENSMUSG00000048410.17
OG0002519	ENSACAG00000011211.3	ENSMUSG00000001566.9
OG0002520	ENSACAG00000007994.3	ENSMUSG00000022721.19, ENSMUSG00000098930.9
OG0002521	ENSACAG00000009652.3	ENSMUSG00000031898.9, ENSMUSG00000053687.15, ENSMUSG00000115067.1
OG0002523	ENSACAG00000027032.2	ENSMUSG00000062132.10
OG0002524	ENSACAG00000002943.3	ENSMUSG00000021149.8
OG0002525	ENSACAG00000001843.2	ENSMUSG00000024027.8
OG0002526	ENSACAG00000002362.2	ENSMUSG00000006711.15
OG0002527	ENSACAG00000003142.3	ENSMUSG00000033520.2, ENSMUSG00000021148.11, ENSMUSG00000058258.14
OG0002528	ENSACAG00000009325.2	ENSMUSG00000026869.12
OG0002529	ENSACAG00000028556.1	ENSMUSG00000028873.16
OG0002530	ENSACAG00000014551.3	ENSMUSG00000052934.14
OG0002531	ENSACAG00000006882.2	ENSMUSG00000023909.4
OG0002532	ENSACAG00000004047.3	ENSMUSG00000035597.19
OG0002533	ENSACAG00000007106.3	ENSMUSG00000010086.17
OG0002535	ENSACAG00000006451.3	ENSMUSG00000038271.17
OG0002536	ENSACAG00000007353.3	ENSMUSG00000024238.15
OG0002537	ENSACAG00000000351.3	ENSMUSG00000022272.17
OG0002538	ENSACAG00000000501.2	ENSMUSG00000029148.15
OG0002539	ENSACAG00000015522.3	ENSMUSG00000003382.18
OG0002540	ENSACAG00000028577.1, ENSACAG00000007851.3	ENSMUSG00000039198.8
OG0002541	ENSACAG00000014223.3, ENSACAG00000002208.1	ENSMUSG00000042043.6
OG0002542	ENSACAG00000004895.3	ENSMUSG00000036782.13, ENSMUSG00000070923.4
OG0002543	ENSACAG00000012930.2, ENSACAG00000000282.2, ENSACAG00000002572.3	ENSMUSG00000044229.9, ENSMUSG00000032028.15
OG0002544	ENSACAG00000010196.3	ENSMUSG00000029036.18
OG0002545	ENSACAG00000004384.3	ENSMUSG00000028329.13
OG0002546	ENSACAG00000024269.1	ENSMUSG00000028332.13
OG0002547	ENSACAG00000004419.2	ENSMUSG00000038187.14
OG0002548	ENSACAG00000005361.3	ENSMUSG00000026712.3
OG0002549	ENSACAG00000006941.3	ENSMUSG00000048612.16
OG0002550	ENSACAG00000005418.3	ENSMUSG00000037197.11
OG0002551	ENSACAG00000005463.3	ENSMUSG00000073639.6
OG0002552	ENSACAG00000000510.3, ENSACAG00000015530.2, ENSACAG00000000717.3, ENSACAG00000029172.1	ENSMUSG00000027195.10
OG0002553	ENSACAG00000005576.3	ENSMUSG00000023883.13
OG0002554	ENSACAG00000012581.2	ENSMUSG00000030751.18
OG0002555	ENSACAG00000015222.3	ENSMUSG00000066151.11
OG0002556	ENSACAG00000015932.3	ENSMUSG00000012428.9
OG0002557	ENSACAG00000015915.3	ENSMUSG00000015652.9
OG0002558	ENSACAG00000017125.2, ENSACAG00000017073.3	ENSMUSG00000029763.17
OG0002559	ENSACAG00000015854.3	ENSMUSG00000040464.15
OG0002560	ENSACAG00000009656.3	ENSMUSG00000057230.14
OG0002561	ENSACAG00000003918.3	ENSMUSG00000027680.15
OG0002562	ENSACAG00000004108.2	ENSMUSG00000027677.17
OG0002563	ENSACAG00000001807.2	ENSMUSG00000030980.17
OG0002564	ENSACAG00000001457.3	ENSMUSG00000019179.10
OG0002565	ENSACAG00000000911.3	ENSMUSG00000057280.15
OG0002566	ENSACAG00000009091.3	ENSMUSG00000035561.5, ENSMUSG00000029455.14
OG0002567	ENSACAG00000011713.3	ENSMUSG00000045078.12
OG0002568	ENSACAG00000000366.3	ENSMUSG00000021281.15
OG0002569	ENSACAG00000006872.2	ENSMUSG00000024277.14
OG0002570	ENSACAG00000015335.2	ENSMUSG00000007987.12
OG0002571	ENSACAG00000013288.3	ENSMUSG00000032757.6
OG0002572	ENSACAG00000002798.3	ENSMUSG00000076939.2
OG0002573	ENSACAG00000016906.2	ENSMUSG00000043432.7
OG0002574	ENSACAG00000016932.2	ENSMUSG00000030428.16
OG0002575	ENSACAG00000013692.2	ENSMUSG00000027879.9
OG0002576	ENSACAG00000013187.3	ENSMUSG00000040170.13
OG0002577	ENSACAG00000017601.3	ENSMUSG00000024663.20
OG0002578	ENSACAG00000014705.3	ENSMUSG00000029754.13
OG0002579	ENSACAG00000004487.3	ENSMUSG00000032172.8
OG0002580	ENSACAG00000016005.3	ENSMUSG00000060860.8
OG0002581	ENSACAG00000006975.3	ENSMUSG00000102422.1, ENSMUSG00000027777.15
OG0002582	ENSACAG00000000037.3	ENSMUSG00000040797.16
OG0002583	ENSACAG00000023372.1	ENSMUSG00000019256.17
OG0002584	ENSACAG00000007973.2	ENSMUSG00000036381.13
OG0002585	ENSACAG00000013142.2, ENSACAG00000012217.3	ENSMUSG00000058979.7
OG0002586	ENSACAG00000002984.3	ENSMUSG00000002797.9
OG0002587	ENSACAG00000005417.2, ENSACAG00000029318.1	ENSMUSG00000073633.9
OG0002588	ENSACAG00000004197.3	ENSMUSG00000026150.14
OG0002589	ENSACAG00000011373.3	ENSMUSG00000029916.11
OG0002590	ENSACAG00000011577.3	ENSMUSG00000029911.14
OG0002591	ENSACAG00000009896.3	ENSMUSG00000038708.10
OG0002592	ENSACAG00000009342.3	ENSMUSG00000029780.14
OG0002593	ENSACAG00000016187.3	ENSMUSG00000063320.11
OG0002594	ENSACAG00000016023.3	ENSMUSG00000020248.18
OG0002595	ENSACAG00000017612.2, ENSACAG00000026128.2	ENSMUSG00000009734.18
