Orthogroup	A_carolinensis.pep	P_Mucros.pep
OG0001776	ENSACAG00000006690.2	XP_015682305.1, XP_015681125.1, XP_015682456.1, XP_015681124.1, XP_029141856.1
OG0001777	ENSACAG00000025568.1	XP_015668455.1, XP_015668456.1
OG0001778	ENSACAG00000005686.3	XP_015683268.1
OG0001778	ENSACAG00000009022.3	XP_015679784.1
OG0001779	ENSACAG00000029000.1	XP_029142904.1, XP_015680879.2
OG0001780	ENSACAG00000022469.2	XP_015671840.2
OG0001781	ENSACAG00000015130.2	XP_015681755.1
OG0001782	ENSACAG00000015108.3, ENSACAG00000009101.2, ENSACAG00000001710.3, ENSACAG00000001793.2, ENSACAG00000015185.2, ENSACAG00000015224.3	XP_015673530.1
OG0001783	ENSACAG00000025006.1, ENSACAG00000015364.3	XP_015683202.1, XP_015681304.1, XP_015683921.1, XP_015683758.1
OG0001784	ENSACAG00000006433.2	XP_015687896.1
OG0001784	ENSACAG00000026026.1	XP_015687833.1
OG0001785	ENSACAG00000014050.3	XP_029141832.1
OG0001785	ENSACAG00000007429.3	XP_015683269.1
OG0001786	ENSACAG00000015669.3	XP_015680210.1
OG0001787	ENSACAG00000008176.3	XP_015684787.1, XP_015681040.1, XP_015681041.1
OG0001788	ENSACAG00000011293.3	XP_015682285.1
OG0001789	ENSACAG00000012039.3	XP_015686528.1, XP_015685059.1
OG0001790	ENSACAG00000012035.2	XP_015687889.1, XP_015687882.1
OG0001791	ENSACAG00000001280.2	XP_015683550.2
OG0001792	ENSACAG00000028622.1	XP_015670531.1
OG0001792	ENSACAG00000004475.3	XP_015673314.1
OG0001793	ENSACAG00000001333.3	XP_015670898.1
OG0001794	ENSACAG00000011385.3	XP_015668696.1, XP_015668695.1, XP_015668694.1, XP_015668698.1, XP_015668693.1
OG0001795	ENSACAG00000005743.1	XP_015668910.1
OG0001796	ENSACAG00000003913.3	XP_029139856.1
OG0001797	ENSACAG00000007891.2	XP_015677028.1
OG0001797	ENSACAG00000000349.3	XP_029140867.1
OG0001798	ENSACAG00000015571.3	XP_015672758.1
OG0001798	ENSACAG00000001117.1	XP_015676419.1
OG0001799	ENSACAG00000001485.3	XP_015676416.1
OG0001800	ENSACAG00000015385.2	XP_015666501.1
OG0001801	ENSACAG00000000280.2	XP_015672596.1
OG0001802	ENSACAG00000028438.1	XP_029140503.1
OG0001802	ENSACAG00000006949.2	XP_015677132.1
OG0001803	ENSACAG00000000794.3	XP_015666649.1, XP_015666650.1, XP_029139010.1, XP_029139009.1
OG0001804	ENSACAG00000006329.2	XP_015677016.1, XP_015677015.1
OG0001805	ENSACAG00000006360.3	XP_015677022.1, XP_015677021.1, XP_015677020.1, XP_015677019.1
OG0001806	ENSACAG00000015888.2, ENSACAG00000013717.2	XP_029139483.1, XP_015668971.1
OG0001807	ENSACAG00000007735.3	XP_015678530.1, XP_015679873.1
OG0001808	ENSACAG00000011786.2	XP_029140774.1
OG0001809	ENSACAG00000005468.3	XP_015667859.1
OG0001810	ENSACAG00000029155.1	XP_015673041.1, XP_015673040.1
OG0001812	ENSACAG00000016790.3	XP_015673106.1, XP_015673108.1, XP_015673112.1, XP_015673109.1, XP_015673111.1, XP_015673110.1
OG0001813	ENSACAG00000000099.3	XP_015684559.1, XP_029142672.1
OG0001814	ENSACAG00000008739.3	XP_015681640.1
OG0001815	ENSACAG00000000577.3	XP_015683534.1
OG0001816	ENSACAG00000026570.2	XP_015672648.1
OG0001817	ENSACAG00000002080.3	XP_015672743.1, XP_015670843.1
OG0001818	ENSACAG00000006057.2	XP_029140079.1
OG0001819	ENSACAG00000014296.3	XP_015672890.1
OG0001820	ENSACAG00000012225.2	XP_015673942.1
OG0001821	ENSACAG00000007190.3	XP_015678805.1
OG0001822	ENSACAG00000012086.2	XP_015670312.1, XP_015670311.1
OG0001823	ENSACAG00000010257.2, ENSACAG00000027328.2	XP_015672796.1
OG0001823	ENSACAG00000002680.3	XP_015681197.1, XP_015681191.1
OG0001824	ENSACAG00000028705.1	XP_015677120.1
OG0001825	ENSACAG00000007875.3	XP_029142694.1, XP_029142141.1, XP_015682257.1, XP_015684583.1
OG0001826	ENSACAG00000024420.1, ENSACAG00000007613.2	XP_029142936.1, XP_029139458.1
OG0001827	ENSACAG00000016675.2	XP_015671674.2
OG0001828	ENSACAG00000025152.2	XP_015672206.1
OG0001828	ENSACAG00000012083.2	XP_015671737.1
OG0001829	ENSACAG00000005611.2	XP_015669582.1, XP_015669581.1
OG0001829	ENSACAG00000005039.2	XP_015676171.1, XP_015676156.1
OG0001830	ENSACAG00000014195.2	XP_029138786.1
OG0001831	ENSACAG00000005799.3, ENSACAG00000005796.3, ENSACAG00000028597.1	XP_015669587.1
OG0001832	ENSACAG00000001642.3	XP_015680611.1
OG0001832	ENSACAG00000023072.2	XP_015668495.1
OG0001833	ENSACAG00000007966.2	XP_015680252.1
OG0001834	ENSACAG00000005937.3	XP_015665785.1, XP_015674197.1
OG0001835	ENSACAG00000014542.3	XP_015675907.1
OG0001835	ENSACAG00000012661.3	XP_015667716.1
OG0001836	ENSACAG00000029563.1	XP_015670856.1, XP_015670855.1
OG0001837	ENSACAG00000003877.3	XP_015670976.1, XP_015670977.1
OG0001838	ENSACAG00000007239.3	XP_015687583.1, XP_015685746.1, XP_015682505.1
OG0001839	ENSACAG00000006845.3	XP_015677812.1
OG0001840	ENSACAG00000021037.3	XP_029140702.1
OG0001840	ENSACAG00000004473.3	XP_029139833.1
OG0001841	ENSACAG00000006390.3	XP_015670986.1
OG0001842	ENSACAG00000004355.3	XP_029138776.1
OG0001843	ENSACAG00000001587.3	XP_015676661.1
OG0001844	ENSACAG00000006617.3	XP_015678756.1
OG0001845	ENSACAG00000016167.3	XP_029139020.1
OG0001846	ENSACAG00000017634.3, ENSACAG00000014339.1	XP_015680585.1
OG0001847	ENSACAG00000005365.3, ENSACAG00000007241.3	XP_015669808.1
OG0001848	ENSACAG00000010791.3	XP_015687387.1
OG0001849	ENSACAG00000014321.3	XP_015666031.1, XP_015666032.1, XP_015673821.1, XP_015673823.1, XP_015673822.1
OG0001850	ENSACAG00000004548.3	XP_015676939.1
OG0001851	ENSACAG00000004655.3	XP_015686871.1, XP_015686850.1, XP_015676927.1, XP_015683817.1
OG0001852	ENSACAG00000013799.3	XP_015686040.1
OG0001853	ENSACAG00000015319.2	XP_015667024.1
OG0001854	ENSACAG00000016431.3	XP_015669004.1
OG0001855	ENSACAG00000022701.2	XP_015675513.1
OG0001856	ENSACAG00000000648.3	XP_029140010.1
OG0001857	ENSACAG00000006479.3	XP_015687971.1, XP_015687972.1
OG0001858	ENSACAG00000017867.3	XP_015677421.1, XP_015677420.1, XP_015677419.2
OG0001859	ENSACAG00000000102.3	XP_015679535.1
OG0001860	ENSACAG00000005022.3	XP_015668459.1
OG0001861	ENSACAG00000012913.3	XP_015671163.1
OG0001862	ENSACAG00000008171.3	XP_015669628.1
OG0001862	ENSACAG00000012896.3	XP_029140123.1, XP_029140122.1, XP_029140121.1, XP_015672258.1
OG0001863	ENSACAG00000003903.3	XP_015672104.1
OG0001864	ENSACAG00000024600.1	XP_029142226.1
OG0001865	ENSACAG00000012403.3	XP_015676844.1
OG0001866	ENSACAG00000012773.3	XP_015675806.1, XP_015679567.1
OG0001867	ENSACAG00000015729.3	XP_015670555.1, XP_015670556.1
OG0001868	ENSACAG00000008988.3	XP_029141094.1, XP_029141095.1, XP_029141096.1, XP_015677538.1
OG0001869	ENSACAG00000003684.2	XP_029140035.1
OG0001870	ENSACAG00000013769.3	XP_015669668.1, XP_015669669.1
OG0001871	ENSACAG00000007122.2, ENSACAG00000013688.3	XP_015669672.1, XP_015683581.1, XP_029142485.1, XP_029142500.1, XP_029142519.1
OG0001872	ENSACAG00000029477.1	XP_015669675.1
OG0001872	ENSACAG00000013598.3	XP_015669697.1
OG0001873	ENSACAG00000004601.3	XP_015675264.1, XP_015675265.1, XP_029140658.1
OG0001874	ENSACAG00000014279.2	XP_015666842.1, XP_015666844.1, XP_015666840.1, XP_015666843.1, XP_015666847.1, XP_015666846.1, XP_015666845.1
OG0001875	ENSACAG00000012287.2	XP_029139360.1
OG0001876	ENSACAG00000015256.3	XP_015666801.1, XP_015666800.1, XP_015666802.1, XP_015666803.1, XP_015666804.1
OG0001877	ENSACAG00000004978.2	XP_015673484.1
OG0001877	ENSACAG00000011183.3	XP_029140319.1
OG0001878	ENSACAG00000017186.2	XP_015680094.1, XP_015687723.1
OG0001879	ENSACAG00000029108.1	XP_015666378.1
OG0001879	ENSACAG00000008334.2	XP_015666380.1
OG0001880	ENSACAG00000007932.3	XP_029139255.1, XP_015667874.1, XP_015667875.1, XP_029139253.1, XP_029139254.1, XP_029139252.1
OG0001881	ENSACAG00000008778.2	XP_015666373.1
OG0001882	ENSACAG00000016067.3	XP_015687765.1
OG0001883	ENSACAG00000015988.3	XP_015687767.1
OG0001884	ENSACAG00000003106.3	XP_015678642.1
OG0001885	ENSACAG00000015721.3	XP_015685527.1, XP_015685487.1
OG0001887	ENSACAG00000015886.3	XP_015675910.1
OG0001888	ENSACAG00000029548.1	XP_029141490.1
OG0001889	ENSACAG00000002492.2	XP_015682094.1
OG0001890	ENSACAG00000002372.3	XP_015672389.1
OG0001891	ENSACAG00000006793.2	XP_015683011.1, XP_015665927.1, XP_015665928.1
OG0001892	ENSACAG00000022948.1	XP_015677037.1
OG0001893	ENSACAG00000006594.3	XP_015680169.1
OG0001894	ENSACAG00000017925.3	XP_015685376.1
OG0001895	ENSACAG00000003120.3	XP_015667543.1, XP_015667542.1, XP_015667541.1, XP_015667538.1, XP_015667539.1
OG0001896	ENSACAG00000003491.2	XP_015674031.2
OG0001897	ENSACAG00000003708.2	XP_015671829.1
OG0001898	ENSACAG00000015775.3	XP_015668220.1, XP_029141526.1, XP_015679504.1, XP_029141525.1, XP_015679505.1
OG0001899	ENSACAG00000004657.3	XP_015684875.1, XP_015673625.1
OG0001900	ENSACAG00000017851.3	XP_015670231.1, XP_015670238.1
OG0001901	ENSACAG00000017832.3	XP_015683626.1
OG0001902	ENSACAG00000004697.3	XP_029140634.1
OG0001903	ENSACAG00000004223.3	XP_015685598.1, XP_015675047.1, XP_015675039.1, XP_015675053.1
OG0001904	ENSACAG00000003368.3	XP_015670003.1, XP_015669999.1, XP_015670001.1, XP_015670002.1, XP_015670000.1
OG0001905	ENSACAG00000003206.2	XP_015670007.1
OG0001906	ENSACAG00000004526.3	XP_015670719.1
OG0001906	ENSACAG00000004509.2	XP_029139846.1
OG0001907	ENSACAG00000002978.3	XP_015671928.1
OG0001908	ENSACAG00000012650.3	XP_015670196.1
OG0001909	ENSACAG00000012966.3	XP_015674079.1
OG0001910	ENSACAG00000010291.3	XP_015675573.1
OG0001911	ENSACAG00000016447.2	XP_015685415.1
OG0001912	ENSACAG00000010017.3	XP_015674033.1, XP_015674032.1, XP_015674034.1
OG0001913	ENSACAG00000022344.2	XP_015674036.1
OG0001914	ENSACAG00000010323.3	XP_015674040.1
OG0001915	ENSACAG00000010508.2	XP_015685480.1, XP_015674049.2
OG0001916	ENSACAG00000016513.2	XP_015678498.1
OG0001917	ENSACAG00000023403.1	XP_015669961.1
OG0001918	ENSACAG00000001658.2	XP_015673514.1
OG0001919	ENSACAG00000017625.3	XP_015680582.1
OG0001920	ENSACAG00000007320.3	XP_015672814.1, XP_015673382.1
OG0001920	ENSACAG00000005270.3	XP_015680764.1
OG0001921	ENSACAG00000001100.3	XP_015687769.1
OG0001922	ENSACAG00000017365.3	XP_015667422.1, XP_015667423.1
OG0001922	ENSACAG00000026352.1	XP_015680165.1
OG0001923	ENSACAG00000017639.3	XP_015683102.1, XP_015683103.1, XP_015683094.1, XP_015683060.1, XP_015683079.1, XP_015683071.1, XP_015683086.1
OG0001924	ENSACAG00000008192.3	XP_015670590.1, XP_015674666.1
OG0001925	ENSACAG00000012219.2	XP_015667702.1
OG0001926	ENSACAG00000012965.3	XP_029139226.1
OG0001927	ENSACAG00000012729.3	XP_015679797.1
OG0001928	ENSACAG00000009286.3	XP_015675182.1
OG0001929	ENSACAG00000015010.2	XP_015677368.1
OG0001930	ENSACAG00000002712.3	XP_015683264.1, XP_015683192.1
OG0001931	ENSACAG00000016881.3	XP_029140305.1
OG0001932	ENSACAG00000007951.3	XP_015675193.1, XP_015675191.1, XP_015675192.1, XP_015675189.1, XP_015675190.1
OG0001933	ENSACAG00000007983.3	XP_015681490.1, XP_015681491.1
OG0001934	ENSACAG00000008231.3	XP_015678273.1
OG0001935	ENSACAG00000008549.2	XP_015678270.1
OG0001936	ENSACAG00000002723.3	XP_015679684.1
OG0001937	ENSACAG00000014390.2	XP_015672868.1
OG0001938	ENSACAG00000007248.3	XP_015678987.1
OG0001939	ENSACAG00000006214.2, ENSACAG00000006204.2	XP_015676795.1
OG0001939	ENSACAG00000006223.2	XP_015676798.1
OG0001941	ENSACAG00000005285.3	XP_015670584.1, XP_015670586.1, XP_015670585.1, XP_015670587.1
OG0001942	ENSACAG00000010752.3	XP_015681423.1
OG0001943	ENSACAG00000011664.3	XP_015670427.1, XP_015670426.1, XP_015670425.1
OG0001944	ENSACAG00000010370.3	XP_015687539.1, XP_015684525.1
OG0001945	ENSACAG00000012147.2	XP_015683115.1
OG0001946	ENSACAG00000010687.3	XP_015679604.1
OG0001947	ENSACAG00000002315.2	XP_015673169.1, XP_015674534.1
OG0001948	ENSACAG00000009356.2	XP_029142265.1
OG0001985	ENSACAG00000004065.3	XP_015681622.1
OG0001986	ENSACAG00000008921.3	XP_015676168.1
OG0001986	ENSACAG00000016607.3	XP_015678800.1
OG0001988	ENSACAG00000000418.3	XP_015682417.1, XP_015682177.1
OG0001989	ENSACAG00000001810.3	XP_015681057.1
OG0001991	ENSACAG00000025490.2	XP_015681297.1, XP_015681298.1, XP_015681299.1, XP_015684515.1
OG0001992	ENSACAG00000003255.2	XP_015668204.1
OG0001993	ENSACAG00000003979.3	XP_015683395.1
OG0001994	ENSACAG00000002443.1	XP_015667168.1
OG0001995	ENSACAG00000009759.3	XP_015667377.1
OG0001996	ENSACAG00000003758.2	XP_015682369.1
OG0001997	ENSACAG00000008222.2, ENSACAG00000022127.1	XP_015668675.2
OG0001998	ENSACAG00000002319.3, ENSACAG00000014091.3	XP_029142347.1
OG0001999	ENSACAG00000024525.2, ENSACAG00000003689.3	XP_015682366.1
OG0002000	ENSACAG00000001156.3	XP_015672103.1
OG0002000	ENSACAG00000011341.3	XP_015680062.1
OG0002001	ENSACAG00000028772.1, ENSACAG00000001497.2	XP_015682308.1
OG0002001	ENSACAG00000001507.3	XP_015682303.1, XP_015682299.1, XP_015684526.1, XP_015684529.1, XP_015684528.1
OG0002001	ENSACAG00000001501.3	XP_015682307.1
OG0002002	ENSACAG00000005503.2	XP_015666643.2
OG0002002	ENSACAG00000009256.2	XP_015678458.1
OG0002003	ENSACAG00000029354.1, ENSACAG00000028866.1	XP_029141458.1
OG0002004	ENSACAG00000002124.2	XP_015669059.1
OG0002005	ENSACAG00000015140.3	XP_015668749.1
OG0002005	ENSACAG00000010635.3	XP_029140335.1
OG0002006	ENSACAG00000005177.3	XP_015675087.1
OG0002007	ENSACAG00000005048.2	XP_015675519.1
OG0002007	ENSACAG00000009748.3	XP_015682146.1
OG0002008	ENSACAG00000009829.3	XP_015672151.2
OG0002009	ENSACAG00000026791.2	XP_015669343.1, XP_029139548.1, XP_029139549.1
OG0002010	ENSACAG00000005467.3	XP_015676357.1
OG0002011	ENSACAG00000013184.3, ENSACAG00000028247.1, ENSACAG00000013118.2	XP_015673879.1, XP_015673878.1, XP_029140410.1
OG0002012	ENSACAG00000000996.3	XP_029141528.1
OG0002013	ENSACAG00000001975.2	XP_015676259.1
OG0002014	ENSACAG00000001713.3	XP_015685429.1, XP_015681818.2
OG0002015	ENSACAG00000009107.2	XP_015682818.1
OG0002016	ENSACAG00000005024.3	XP_015674092.1
OG0002017	ENSACAG00000013238.3	XP_029142220.1
OG0002019	ENSACAG00000001448.3	XP_015680938.1
OG0002020	ENSACAG00000005818.3	XP_015687623.1, XP_015687624.1
OG0002020	ENSACAG00000011257.3	XP_015680064.1
OG0002021	ENSACAG00000001179.3	XP_015666258.1
OG0002022	ENSACAG00000025893.2	XP_015674616.1
OG0002022	ENSACAG00000010111.3	XP_029140549.1
OG0002023	ENSACAG00000004483.2	XP_015680322.1
OG0002024	ENSACAG00000007658.3	XP_015669519.1, XP_029139589.1
OG0002025	ENSACAG00000027354.2, ENSACAG00000026181.2	XP_029141785.1
OG0002026	ENSACAG00000015614.3, ENSACAG00000024183.1, ENSACAG00000010879.3	XP_015681878.1
OG0002027	ENSACAG00000015464.3, ENSACAG00000000923.3	XP_015679930.1
OG0002028	ENSACAG00000004926.3	XP_015665831.1, XP_015665830.1
OG0002028	ENSACAG00000015514.3	XP_015676692.1
OG0002029	ENSACAG00000000910.3	XP_029140483.1
OG0002029	ENSACAG00000027131.2	XP_015674279.1
OG0002030	ENSACAG00000025211.2	XP_015683685.1
OG0002031	ENSACAG00000017151.2	XP_015668401.2
OG0002032	ENSACAG00000006090.3	XP_015672010.1
OG0002032	ENSACAG00000006424.3	XP_029139039.1
OG0002033	ENSACAG00000005169.3	XP_029140454.1
OG0002034	ENSACAG00000003722.2	XP_015666242.1
OG0002035	ENSACAG00000001832.2	XP_015674716.1
OG0002035	ENSACAG00000017545.3	XP_015675793.1
OG0002036	ENSACAG00000016787.3	XP_015672061.1
OG0002037	ENSACAG00000026804.1	XP_015678479.1, XP_015672882.1
OG0002038	ENSACAG00000029448.1, ENSACAG00000023576.1	XP_015681997.1, XP_015685224.1, XP_015686565.1, XP_015685588.1, XP_015671550.1, XP_015671571.1, XP_015684819.1, XP_015685335.1, XP_015671561.1, XP_015686117.1
OG0002039	ENSACAG00000001869.3	XP_015678807.1
OG0002040	ENSACAG00000002161.3	XP_029139001.1
OG0002041	ENSACAG00000008203.3	XP_015676084.1
OG0002042	ENSACAG00000010232.3	XP_015684837.2
OG0002042	ENSACAG00000007039.2	XP_015673381.1
OG0002043	ENSACAG00000012176.3	XP_015676249.1, XP_015676248.1
OG0002044	ENSACAG00000004574.3	XP_015679426.1
OG0002044	ENSACAG00000000656.3	XP_015686023.1
OG0002045	ENSACAG00000008531.3	XP_015675466.2, XP_015685318.1, XP_015685659.1
OG0002046	ENSACAG00000010759.3	XP_015679327.1
OG0002046	ENSACAG00000011539.3	XP_029139464.1
OG0002047	ENSACAG00000016852.3	XP_015679220.1
OG0002047	ENSACAG00000028266.1	XP_015679217.1
OG0002048	ENSACAG00000001340.2	XP_015679749.1
OG0002049	ENSACAG00000007693.3	XP_029140542.1
OG0002049	ENSACAG00000007701.2	XP_015674588.1
OG0002050	ENSACAG00000012200.2	XP_029142123.1
OG0002051	ENSACAG00000007606.3	XP_029140543.1, XP_015685997.1, XP_029141019.1
OG0002052	ENSACAG00000002628.2	XP_015684271.1
OG0002053	ENSACAG00000003281.3	XP_015674245.2
OG0002054	ENSACAG00000002676.3	XP_015683767.1
OG0002054	ENSACAG00000026387.1	XP_015685627.1, XP_015680709.1
OG0002055	ENSACAG00000007108.2	XP_029141423.1
OG0002056	ENSACAG00000017755.3	XP_015682374.1
OG0002057	ENSACAG00000001999.3	XP_015678938.1, XP_015678937.1, XP_015678939.1
OG0002058	ENSACAG00000013761.3	XP_015681272.1
OG0002059	ENSACAG00000011629.2	XP_015674366.1
OG0002060	ENSACAG00000012876.3	XP_015684666.1, XP_015679530.1
OG0002061	ENSACAG00000014723.3	XP_015673829.1
OG0002062	ENSACAG00000013897.3, ENSACAG00000015653.2	XP_015683806.1, XP_029140254.1, XP_015672859.1, XP_015672891.1, XP_015680739.1
OG0002063	ENSACAG00000015655.2	XP_029139350.1
OG0002064	ENSACAG00000016202.3	XP_015678531.1
OG0002064	ENSACAG00000015705.3	XP_015677787.1
OG0002065	ENSACAG00000012604.3	XP_029142821.1, XP_029141503.1
OG0002066	ENSACAG00000012223.2	XP_015682142.1, XP_015682144.1
OG0002067	ENSACAG00000011049.2, ENSACAG00000006857.3	XP_015685956.1, XP_015680150.1, XP_015680151.1
OG0002068	ENSACAG00000004724.3	XP_015667441.1
OG0002069	ENSACAG00000017730.3	XP_029140342.1
OG0002070	ENSACAG00000002803.3	XP_015683104.1
OG0002070	ENSACAG00000001267.2	XP_015670895.1
OG0002070	ENSACAG00000001891.3	XP_015670894.1
OG0002071	ENSACAG00000005674.3	XP_015677144.1, XP_015677147.1, XP_015677146.1
OG0002072	ENSACAG00000003039.3, ENSACAG00000015991.2	XP_015682752.1, XP_015682754.1, XP_015682753.1, XP_015682755.1
OG0002073	ENSACAG00000012533.3, ENSACAG00000028355.1	XP_015678660.1
OG0002074	ENSACAG00000008612.3	XP_015679933.1
OG0002074	ENSACAG00000015031.2	XP_029138895.1, XP_015684877.1
OG0002075	ENSACAG00000001078.3	XP_015680216.1
OG0002076	ENSACAG00000000960.3	XP_015681907.1
OG0002077	ENSACAG00000015409.2	XP_015668057.1
OG0002078	ENSACAG00000010449.2	XP_015667560.1
OG0002078	ENSACAG00000005857.2	XP_015681141.1
OG0002079	ENSACAG00000003163.2	XP_015666517.1
OG0002080	ENSACAG00000003282.2	XP_015670801.1
OG0002081	ENSACAG00000001124.2, ENSACAG00000010631.3, ENSACAG00000002103.2	XP_015674563.1
OG0002082	ENSACAG00000017392.2	XP_015674233.1, XP_015674231.1
OG0002083	ENSACAG00000015936.3	XP_029138979.1
OG0002084	ENSACAG00000011287.3, ENSACAG00000029417.1, ENSACAG00000029159.1	XP_015668361.1
OG0002085	ENSACAG00000007793.2, ENSACAG00000009903.3	XP_015669134.1
OG0002086	ENSACAG00000015120.2	XP_015666504.1
OG0002087	ENSACAG00000010604.3	XP_015683938.2, XP_015685316.1, XP_015686916.1
OG0002088	ENSACAG00000006545.2, ENSACAG00000016047.2	XP_015668960.1
OG0002089	ENSACAG00000001609.3	XP_029142643.1
OG0002090	ENSACAG00000014277.3	XP_015666507.1
OG0002091	ENSACAG00000006425.3	XP_015683848.1
OG0002092	ENSACAG00000004122.3	XP_029139915.1, XP_029139917.1, XP_029139916.1, XP_015671171.1, XP_029139914.1
OG0002093	ENSACAG00000014184.2	XP_015666509.1
OG0002094	ENSACAG00000003440.3	XP_015687079.1
OG0002095	ENSACAG00000008217.2	XP_015682233.1, XP_015668584.1
OG0002096	ENSACAG00000012939.3	XP_015671998.1, XP_015671996.1, XP_015671999.1
OG0002097	ENSACAG00000002819.2	XP_015683043.1, XP_015686415.1
OG0002098	ENSACAG00000003128.3	XP_015678884.1, XP_015678887.1, XP_015678886.1, XP_015678885.1
OG0002099	ENSACAG00000003297.2	XP_029140458.1
OG0002100	ENSACAG00000010518.3	XP_015679853.1
OG0002102	ENSACAG00000015100.3	XP_029138773.1
OG0002103	ENSACAG00000010866.3	XP_015673984.1
OG0002104	ENSACAG00000010472.3	XP_015669468.1
OG0002105	ENSACAG00000014648.3	XP_015665982.1, XP_015675750.1
OG0002105	ENSACAG00000029312.1	XP_015672956.1
OG0002106	ENSACAG00000003756.2	XP_015672928.1
OG0002107	ENSACAG00000016697.1	XP_015677448.1
OG0002108	ENSACAG00000029182.1	XP_015687543.1
OG0002109	ENSACAG00000011685.3	XP_029142947.1, XP_029141334.1
OG0002110	ENSACAG00000007880.3	XP_015672499.1
OG0002111	ENSACAG00000016834.2	XP_015685717.1, XP_029140292.1
OG0002112	ENSACAG00000028758.1	XP_015673031.1, XP_015682411.1
OG0002113	ENSACAG00000016487.3	XP_015679898.1, XP_015679896.1, XP_015679899.1
OG0002114	ENSACAG00000002966.3, ENSACAG00000005930.3	XP_015682937.1
OG0002115	ENSACAG00000007043.3	XP_015666767.1
OG0002115	ENSACAG00000000576.3	XP_015683532.1
OG0002116	ENSACAG00000016435.3	XP_015674253.2
OG0002116	ENSACAG00000006858.3	XP_015680466.1, XP_015680464.1
OG0002117	ENSACAG00000001829.3	XP_015680619.1
OG0002118	ENSACAG00000006179.3	XP_015672023.1
OG0002119	ENSACAG00000026968.2	XP_015673946.1, XP_015673945.1, XP_015673943.1
OG0002120	ENSACAG00000004294.2	XP_015676213.1
OG0002121	ENSACAG00000003187.3	XP_015673564.1
OG0002122	ENSACAG00000008709.3	XP_015671942.1, XP_029140072.1, XP_029140071.1, XP_029140073.1, XP_015671941.1
OG0002123	ENSACAG00000001112.2, ENSACAG00000001153.3, ENSACAG00000020962.3, ENSACAG00000001039.3	XP_015680353.1, XP_015685975.1, XP_015679450.1
OG0002124	ENSACAG00000029211.1	XP_015676048.1, XP_015676050.1, XP_015676051.1, XP_015676049.1, XP_015676053.1
OG0002125	ENSACAG00000008857.3	XP_029141828.1
OG0002126	ENSACAG00000028599.1	XP_015679421.1
OG0002127	ENSACAG00000016380.3	XP_029139185.1, XP_029139184.1, XP_015667453.1, XP_015667452.1, XP_015667451.1
OG0002128	ENSACAG00000014989.3	XP_015668607.1, XP_015668610.1, XP_015668609.1, XP_015668606.1
OG0002129	ENSACAG00000007550.2	XP_015677875.1, XP_015677876.1
OG0002130	ENSACAG00000012410.3	XP_015683122.1, XP_015683121.1, XP_029142314.1, XP_015683124.1, XP_029142628.1, XP_029142315.1, XP_015683120.1
