Orthogroup	A_carolinensis.pep	G_gallus.pep
OG0001665	ENSACAG00000001016.1	ENSGALG00000027963.3
OG0001666	ENSACAG00000012586.3	ENSGALG00000014682.7
OG0001667	ENSACAG00000000770.3	ENSGALG00000012595.6
OG0001668	ENSACAG00000002385.3	ENSGALG00000010027.4
OG0001669	ENSACAG00000002409.3	ENSGALG00000010025.6
OG0001670	ENSACAG00000017261.3	ENSGALG00000031928.2
OG0001670	ENSACAG00000001123.3	ENSGALG00000009037.6
OG0001671	ENSACAG00000015317.3	ENSGALG00000053547.1, ENSGALG00000027772.3
OG0001672	ENSACAG00000017563.3	ENSGALG00000014723.5
OG0001673	ENSACAG00000014794.2	ENSGALG00000008727.6
OG0001674	ENSACAG00000002252.3	ENSGALG00000012123.6
OG0001676	ENSACAG00000009845.3	ENSGALG00000005903.7
OG0001677	ENSACAG00000009355.3	ENSGALG00000006613.5
OG0001679	ENSACAG00000001792.2	ENSGALG00000042389.2, ENSGALG00000041295.2
OG0001680	ENSACAG00000001076.2, ENSACAG00000001066.2	ENSGALG00000036627.2
OG0001681	ENSACAG00000009964.3	ENSGALG00000031546.3
OG0001682	ENSACAG00000007663.3	ENSGALG00000042741.2
OG0001683	ENSACAG00000001676.3	ENSGALG00000012246.6
OG0001684	ENSACAG00000015187.3	ENSGALG00000002868.6
OG0001685	ENSACAG00000005250.1	ENSGALG00000047129.1, ENSGALG00000048370.1, ENSGALG00000050753.1
OG0001686	ENSACAG00000005245.3	ENSGALG00000016678.6, ENSGALG00000016677.7
OG0001687	ENSACAG00000001499.3	ENSGALG00000038933.3
OG0001688	ENSACAG00000013979.3, ENSACAG00000028542.1, ENSACAG00000013906.3, ENSACAG00000029503.1	ENSGALG00000014950.6
OG0001689	ENSACAG00000013503.2	ENSGALG00000031139.2
OG0001691	ENSACAG00000003650.3, ENSACAG00000003452.3	ENSGALG00000011579.6, ENSGALG00000011615.6
OG0001699	ENSACAG00000002576.3	ENSGALG00000011171.7
OG0001702	ENSACAG00000002254.3	ENSGALG00000041034.3
OG0001725	ENSACAG00000021049.3	ENSGALG00000051398.1
OG0001726	ENSACAG00000014771.3	ENSGALG00000008420.6
OG0001726	ENSACAG00000003817.3	ENSGALG00000033879.2
OG0001729	ENSACAG00000001719.3, ENSACAG00000001051.1	ENSGALG00000016578.4
OG0001730	ENSACAG00000009482.3	ENSGALG00000009070.7
OG0001731	ENSACAG00000028718.1	ENSGALG00000037138.3
OG0001732	ENSACAG00000010376.3	ENSGALG00000036490.2
OG0001732	ENSACAG00000002404.3	ENSGALG00000003838.6
OG0001733	ENSACAG00000020976.2, ENSACAG00000028327.1	ENSGALG00000035749.2
OG0001734	ENSACAG00000017675.3	ENSGALG00000030259.3
OG0001734	ENSACAG00000003741.3	ENSGALG00000006456.6
OG0001735	ENSACAG00000003331.2	ENSGALG00000029360.2
OG0001736	ENSACAG00000001423.3	ENSGALG00000008590.6
OG0001737	ENSACAG00000004112.3	ENSGALG00000034016.2
OG0001738	ENSACAG00000011585.3	ENSGALG00000008507.6
OG0001740	ENSACAG00000013060.2	ENSGALG00000017652.7
OG0001741	ENSACAG00000010365.3	ENSGALG00000003947.7
OG0001742	ENSACAG00000013402.2	ENSGALG00000017388.6
OG0001743	ENSACAG00000004929.3	ENSGALG00000036294.2
OG0001744	ENSACAG00000004973.3	ENSGALG00000003091.6
OG0001746	ENSACAG00000000251.1	ENSGALG00000030808.3
OG0001747	ENSACAG00000001144.3	ENSGALG00000006327.6
OG0001747	ENSACAG00000000608.3	ENSGALG00000048716.1
OG0001748	ENSACAG00000012812.3, ENSACAG00000028261.1, ENSACAG00000009175.3	ENSGALG00000030677.3
OG0001749	ENSACAG00000013694.3	ENSGALG00000040279.2
OG0001750	ENSACAG00000024019.1	ENSGALG00000003631.6
OG0001751	ENSACAG00000013078.3	ENSGALG00000010259.6
OG0001753	ENSACAG00000013654.3	ENSGALG00000011305.6
OG0001754	ENSACAG00000003153.2	ENSGALG00000015025.6
OG0001754	ENSACAG00000012063.3	ENSGALG00000030643.2
OG0001755	ENSACAG00000027678.1, ENSACAG00000010772.3	ENSGALG00000035219.2
OG0001757	ENSACAG00000011254.3	ENSGALG00000000751.7
OG0001758	ENSACAG00000004267.3	ENSGALG00000007649.5
OG0001759	ENSACAG00000001276.3	ENSGALG00000046843.1, ENSGALG00000037273.2
OG0001760	ENSACAG00000000617.2	ENSGALG00000036711.2
OG0001761	ENSACAG00000005963.3	ENSGALG00000003221.7
OG0001762	ENSACAG00000007933.3	ENSGALG00000014754.7
OG0001763	ENSACAG00000017126.2	ENSGALG00000051621.1
OG0001764	ENSACAG00000000425.3	ENSGALG00000028084.3
OG0001765	ENSACAG00000003968.3	ENSGALG00000004531.3
OG0001766	ENSACAG00000026254.2	ENSGALG00000053794.1, ENSGALG00000038396.3, ENSGALG00000050198.1
OG0001767	ENSACAG00000028796.1	ENSGALG00000038964.2
OG0001768	ENSACAG00000010913.3, ENSACAG00000015749.3	ENSGALG00000014869.6
OG0001769	ENSACAG00000001645.3	ENSGALG00000049593.1, ENSGALG00000039901.3
OG0001770	ENSACAG00000002266.2	ENSGALG00000047215.1
OG0001771	ENSACAG00000013151.2	ENSGALG00000008663.6
OG0001772	ENSACAG00000013674.3, ENSACAG00000003890.2	ENSGALG00000041102.2
OG0001773	ENSACAG00000003051.2	ENSGALG00000017299.6
OG0001774	ENSACAG00000008711.3	ENSGALG00000036142.2
OG0001775	ENSACAG00000006776.3	ENSGALG00000032219.2
OG0001777	ENSACAG00000000843.3	ENSGALG00000003532.7
OG0001778	ENSACAG00000005686.3	ENSGALG00000005790.6
OG0001778	ENSACAG00000009022.3	ENSGALG00000043787.2
OG0001779	ENSACAG00000029000.1	ENSGALG00000028638.2
OG0001780	ENSACAG00000022469.2	ENSGALG00000055023.1
OG0001781	ENSACAG00000015130.2	ENSGALG00000041844.3
OG0001782	ENSACAG00000015108.3, ENSACAG00000009101.2, ENSACAG00000001710.3, ENSACAG00000001793.2, ENSACAG00000015185.2, ENSACAG00000015224.3	ENSGALG00000016665.4
OG0001783	ENSACAG00000025006.1, ENSACAG00000015364.3	ENSGALG00000005295.6
OG0001784	ENSACAG00000006433.2	ENSGALG00000009628.6
OG0001784	ENSACAG00000026026.1	ENSGALG00000033816.2
OG0001785	ENSACAG00000007429.3	ENSGALG00000016348.5
OG0001786	ENSACAG00000015669.3	ENSGALG00000007443.4
OG0001788	ENSACAG00000011293.3	ENSGALG00000014329.6
OG0001789	ENSACAG00000012039.3	ENSGALG00000015591.6
OG0001790	ENSACAG00000012035.2	ENSGALG00000008282.8
OG0001791	ENSACAG00000001280.2	ENSGALG00000046632.2
OG0001792	ENSACAG00000004475.3	ENSGALG00000004842.7
OG0001793	ENSACAG00000001333.3	ENSGALG00000004467.6
OG0001794	ENSACAG00000011385.3	ENSGALG00000011361.6
OG0001795	ENSACAG00000005743.1	ENSGALG00000027561.3
OG0001797	ENSACAG00000000349.3	ENSGALG00000038768.3
OG0001798	ENSACAG00000015571.3	ENSGALG00000012416.6
OG0001798	ENSACAG00000001117.1	ENSGALG00000003819.6
OG0001799	ENSACAG00000001485.3	ENSGALG00000029817.2
OG0001800	ENSACAG00000015385.2	ENSGALG00000003381.6
OG0001801	ENSACAG00000000280.2	ENSGALG00000033626.2
OG0001802	ENSACAG00000028438.1, ENSACAG00000006949.2	ENSGALG00000039005.2
OG0001803	ENSACAG00000000794.3	ENSGALG00000040807.2
OG0001804	ENSACAG00000006329.2	ENSGALG00000003348.6
OG0001805	ENSACAG00000006360.3	ENSGALG00000003370.4
OG0001806	ENSACAG00000015888.2, ENSACAG00000013717.2	ENSGALG00000034050.3
OG0001807	ENSACAG00000007735.3	ENSGALG00000005914.7
OG0001808	ENSACAG00000011786.2	ENSGALG00000054212.1
OG0001809	ENSACAG00000005468.3	ENSGALG00000038838.2
OG0001810	ENSACAG00000029155.1	ENSGALG00000005254.6
OG0001811	ENSACAG00000007475.2	ENSGALG00000035785.2, ENSGALG00000041052.2
OG0001812	ENSACAG00000016790.3	ENSGALG00000036567.2
OG0001813	ENSACAG00000000099.3	ENSGALG00000038787.2
OG0001815	ENSACAG00000000577.3	ENSGALG00000015373.6
OG0001816	ENSACAG00000026570.2	ENSGALG00000031693.2
OG0001817	ENSACAG00000002080.3	ENSGALG00000037332.2
OG0001819	ENSACAG00000014296.3	ENSGALG00000012245.7
OG0001820	ENSACAG00000012225.2	ENSGALG00000002157.7
OG0001821	ENSACAG00000007190.3	ENSGALG00000052095.1
OG0001822	ENSACAG00000012086.2	ENSGALG00000051301.1
OG0001823	ENSACAG00000010257.2, ENSACAG00000027328.2	ENSGALG00000017336.5
OG0001823	ENSACAG00000002680.3	ENSGALG00000010103.7
OG0001824	ENSACAG00000028705.1	ENSGALG00000042022.2
OG0001824	ENSACAG00000016436.3	ENSGALG00000036373.2
OG0001825	ENSACAG00000007875.3	ENSGALG00000032499.2
OG0001827	ENSACAG00000016675.2	ENSGALG00000003560.6
OG0001828	ENSACAG00000025152.2	ENSGALG00000027665.2
OG0001828	ENSACAG00000012083.2	ENSGALG00000005589.7
OG0001829	ENSACAG00000005611.2	ENSGALG00000009493.5
OG0001830	ENSACAG00000014195.2	ENSGALG00000049653.1
OG0001831	ENSACAG00000005799.3, ENSACAG00000005796.3, ENSACAG00000028597.1	ENSGALG00000009538.6
OG0001832	ENSACAG00000001642.3	ENSGALG00000032964.2
OG0001832	ENSACAG00000023072.2	ENSGALG00000010088.7
OG0001833	ENSACAG00000007966.2	ENSGALG00000002107.6
OG0001834	ENSACAG00000005937.3	ENSGALG00000047139.1
OG0001835	ENSACAG00000014542.3	ENSGALG00000036358.2
OG0001835	ENSACAG00000012661.3	ENSGALG00000035679.2
OG0001837	ENSACAG00000003877.3	ENSGALG00000019036.6
OG0001838	ENSACAG00000007239.3	ENSGALG00000004881.6
OG0001839	ENSACAG00000015043.3	ENSGALG00000001695.6
OG0001839	ENSACAG00000006845.3	ENSGALG00000014202.6
OG0001840	ENSACAG00000021037.3	ENSGALG00000009387.7
OG0001840	ENSACAG00000004473.3	ENSGALG00000010678.3
OG0001841	ENSACAG00000006390.3	ENSGALG00000017318.6
OG0001842	ENSACAG00000004355.3	ENSGALG00000005882.6
OG0001843	ENSACAG00000001587.3	ENSGALG00000019527.5
OG0001844	ENSACAG00000006617.3	ENSGALG00000036511.2, ENSGALG00000035246.2
OG0001845	ENSACAG00000016167.3	ENSGALG00000053916.1, ENSGALG00000008912.6
OG0001846	ENSACAG00000017634.3, ENSACAG00000014339.1	ENSGALG00000015082.7
OG0001848	ENSACAG00000010791.3	ENSGALG00000008517.5
OG0001850	ENSACAG00000004548.3	ENSGALG00000030087.2, ENSGALG00000009061.6
OG0001851	ENSACAG00000004655.3	ENSGALG00000011650.6
OG0001852	ENSACAG00000013799.3	ENSGALG00000007404.6
OG0001853	ENSACAG00000015319.2	ENSGALG00000009475.6
OG0001855	ENSACAG00000022701.2	ENSGALG00000009400.7
OG0001857	ENSACAG00000006479.3	ENSGALG00000004801.6
OG0001858	ENSACAG00000017867.3	ENSGALG00000015163.6
OG0001859	ENSACAG00000000102.3	ENSGALG00000011330.6
OG0001860	ENSACAG00000005022.3	ENSGALG00000034218.3
OG0001861	ENSACAG00000012913.3	ENSGALG00000012946.4
OG0001862	ENSACAG00000008171.3	ENSGALG00000005721.6
OG0001862	ENSACAG00000012896.3	ENSGALG00000033561.2
OG0001863	ENSACAG00000003903.3	ENSGALG00000010331.6
OG0001864	ENSACAG00000024600.1	ENSGALG00000053937.1
OG0001865	ENSACAG00000012403.3	ENSGALG00000013036.6
OG0001866	ENSACAG00000012773.3	ENSGALG00000012849.5
OG0001867	ENSACAG00000015729.3	ENSGALG00000012691.6
OG0001868	ENSACAG00000008988.3	ENSGALG00000013568.6
OG0001869	ENSACAG00000003684.2	ENSGALG00000000365.6, ENSGALG00000030932.2
OG0001870	ENSACAG00000013769.3	ENSGALG00000002973.7
OG0001871	ENSACAG00000007122.2, ENSACAG00000013688.3	ENSGALG00000002937.7
OG0001872	ENSACAG00000029477.1, ENSACAG00000013598.3	ENSGALG00000030034.2
OG0001873	ENSACAG00000004601.3	ENSGALG00000008179.5
OG0001874	ENSACAG00000014279.2	ENSGALG00000010083.7
OG0001875	ENSACAG00000012287.2	ENSGALG00000011269.5
OG0001875	ENSACAG00000002051.3	ENSGALG00000003554.5
OG0001876	ENSACAG00000015256.3	ENSGALG00000010219.6
OG0001877	ENSACAG00000004978.2	ENSGALG00000000225.6
OG0001877	ENSACAG00000011183.3	ENSGALG00000028360.3
OG0001878	ENSACAG00000017186.2	ENSGALG00000042976.2
OG0001879	ENSACAG00000008334.2	ENSGALG00000010643.6
OG0001880	ENSACAG00000007932.3	ENSGALG00000010486.6
OG0001881	ENSACAG00000008778.2	ENSGALG00000010689.7
OG0001882	ENSACAG00000016067.3	ENSGALG00000003882.7
OG0001883	ENSACAG00000017866.2	ENSGALG00000019715.5
OG0001884	ENSACAG00000003106.3	ENSGALG00000003485.5
OG0001885	ENSACAG00000015721.3	ENSGALG00000002773.6
OG0001886	ENSACAG00000000442.3	ENSGALG00000016945.6
OG0001887	ENSACAG00000015886.3	ENSGALG00000002813.6
OG0001888	ENSACAG00000001431.3	ENSGALG00000019361.5
OG0001888	ENSACAG00000029548.1	ENSGALG00000026585.4
OG0001889	ENSACAG00000002492.2	ENSGALG00000035157.2
OG0001890	ENSACAG00000002372.3	ENSGALG00000028849.4
OG0001891	ENSACAG00000006793.2	ENSGALG00000000233.6
OG0001892	ENSACAG00000022948.1	ENSGALG00000014508.6
OG0001893	ENSACAG00000006594.3	ENSGALG00000033926.2
OG0001894	ENSACAG00000017925.3	ENSGALG00000034196.3
OG0001895	ENSACAG00000003120.3	ENSGALG00000002139.6
OG0001896	ENSACAG00000003491.2	ENSGALG00000053991.1, ENSGALG00000051598.1
OG0001897	ENSACAG00000003708.2	ENSGALG00000034788.3, ENSGALG00000019802.5
OG0001898	ENSACAG00000015775.3	ENSGALG00000008439.7
OG0001899	ENSACAG00000004657.3	ENSGALG00000005195.6
OG0001900	ENSACAG00000017851.3	ENSGALG00000035696.2
OG0001901	ENSACAG00000002605.3	ENSGALG00000019175.5
OG0001901	ENSACAG00000017832.3	ENSGALG00000016196.6
OG0001902	ENSACAG00000004697.3	ENSGALG00000036677.2
OG0001903	ENSACAG00000004223.3	ENSGALG00000034396.3
OG0001904	ENSACAG00000003368.3	ENSGALG00000028643.3
OG0001905	ENSACAG00000003206.2	ENSGALG00000033671.2
OG0001906	ENSACAG00000004526.3	ENSGALG00000017072.6
OG0001906	ENSACAG00000004509.2	ENSGALG00000017071.7
OG0001907	ENSACAG00000002978.3	ENSGALG00000010077.6
OG0001908	ENSACAG00000012650.3	ENSGALG00000017186.6
OG0001909	ENSACAG00000012966.3	ENSGALG00000011573.6
OG0001910	ENSACAG00000010291.3	ENSGALG00000014833.7
OG0001911	ENSACAG00000016447.2	ENSGALG00000014789.5
OG0001912	ENSACAG00000010017.3	ENSGALG00000002430.7
OG0001914	ENSACAG00000010323.3	ENSGALG00000020534.3
OG0001915	ENSACAG00000010508.2	ENSGALG00000026757.3
OG0001916	ENSACAG00000016513.2	ENSGALG00000040704.2
OG0001918	ENSACAG00000001658.2	ENSGALG00000010147.6
OG0001919	ENSACAG00000017625.3	ENSGALG00000015080.7
OG0001920	ENSACAG00000007320.3	ENSGALG00000054753.1, ENSGALG00000050845.1
OG0001921	ENSACAG00000001100.3	ENSGALG00000038939.2
OG0001922	ENSACAG00000017365.3	ENSGALG00000026005.3
OG0001923	ENSACAG00000017639.3	ENSGALG00000017047.6
OG0001925	ENSACAG00000012219.2	ENSGALG00000039779.3
OG0001927	ENSACAG00000012729.3	ENSGALG00000006054.6
OG0001928	ENSACAG00000009286.3	ENSGALG00000006647.7
OG0001929	ENSACAG00000015010.2	ENSGALG00000006873.7
OG0001930	ENSACAG00000002712.3	ENSGALG00000012166.6
OG0001931	ENSACAG00000016881.3	ENSGALG00000039839.3
OG0001932	ENSACAG00000007951.3	ENSGALG00000002050.7
OG0001934	ENSACAG00000008231.3	ENSGALG00000043435.2
OG0001935	ENSACAG00000008549.2	ENSGALG00000041182.3
OG0001936	ENSACAG00000002723.3	ENSGALG00000006474.5
OG0001937	ENSACAG00000014390.2	ENSGALG00000015606.6
OG0001938	ENSACAG00000007248.3	ENSGALG00000005966.6
OG0001939	ENSACAG00000006214.2, ENSACAG00000006204.2, ENSACAG00000006223.2	ENSGALG00000019932.6
OG0001940	ENSACAG00000006232.1	ENSGALG00000053917.1
OG0001942	ENSACAG00000010752.3	ENSGALG00000048814.1
OG0001943	ENSACAG00000011664.3	ENSGALG00000040480.2
OG0001947	ENSACAG00000002315.2	ENSGALG00000043572.2
OG0001948	ENSACAG00000009356.2	ENSGALG00000017392.6
OG0001985	ENSACAG00000004065.3	ENSGALG00000035677.3
OG0001986	ENSACAG00000016607.3	ENSGALG00000012208.6
OG0001987	ENSACAG00000011436.2	ENSGALG00000046030.2
OG0001988	ENSACAG00000000418.3	ENSGALG00000032458.2
OG0001989	ENSACAG00000001810.3	ENSGALG00000012295.6
OG0001991	ENSACAG00000025490.2	ENSGALG00000043128.2
OG0001992	ENSACAG00000003255.2	ENSGALG00000007936.4
OG0001993	ENSACAG00000003979.3	ENSGALG00000039500.3
OG0001994	ENSACAG00000002443.1	ENSGALG00000003829.6
OG0001995	ENSACAG00000009759.3	ENSGALG00000007711.7
OG0001996	ENSACAG00000003758.2	ENSGALG00000034829.3
OG0001998	ENSACAG00000002319.3, ENSACAG00000014091.3	ENSGALG00000027166.3, ENSGALG00000028988.2, ENSGALG00000000871.6, ENSGALG00000006443.5, ENSGALG00000032614.2
OG0001999	ENSACAG00000024525.2, ENSACAG00000003689.3	ENSGALG00000039815.2
OG0002000	ENSACAG00000001156.3	ENSGALG00000009845.4
OG0002000	ENSACAG00000011341.3	ENSGALG00000040044.3
OG0002002	ENSACAG00000005503.2	ENSGALG00000013528.6
OG0002002	ENSACAG00000009256.2	ENSGALG00000004257.6
OG0002003	ENSACAG00000029354.1, ENSACAG00000028866.1, ENSACAG00000001226.3	ENSGALG00000003881.5
OG0002004	ENSACAG00000002124.2	ENSGALG00000029077.3
OG0002005	ENSACAG00000015140.3	ENSGALG00000003652.7
OG0002006	ENSACAG00000005177.3	ENSGALG00000008435.5
OG0002007	ENSACAG00000005048.2, ENSACAG00000009748.3	ENSGALG00000009415.7
OG0002008	ENSACAG00000009829.3	ENSGALG00000042254.2, ENSGALG00000004144.7
OG0002010	ENSACAG00000005467.3	ENSGALG00000006320.7
OG0002010	ENSACAG00000000248.2	ENSGALG00000030121.2
OG0002011	ENSACAG00000013184.3, ENSACAG00000028247.1, ENSACAG00000013118.2	ENSGALG00000030187.3
OG0002012	ENSACAG00000000996.3	ENSGALG00000001905.7
OG0002013	ENSACAG00000001975.2	ENSGALG00000003507.6
OG0002014	ENSACAG00000001713.3	ENSGALG00000046494.2
OG0002015	ENSACAG00000009107.2	ENSGALG00000003547.6
OG0002016	ENSACAG00000005024.3	ENSGALG00000008385.6
OG0002017	ENSACAG00000013238.3	ENSGALG00000011684.5
OG0002019	ENSACAG00000001448.3	ENSGALG00000030844.3
OG0002020	ENSACAG00000005818.3	ENSGALG00000034889.3
OG0002021	ENSACAG00000001179.3	ENSGALG00000007788.6
OG0002022	ENSACAG00000025893.2	ENSGALG00000045127.2
OG0002022	ENSACAG00000010111.3	ENSGALG00000012045.6
OG0002023	ENSACAG00000004483.2	ENSGALG00000021020.4
OG0002024	ENSACAG00000007658.3	ENSGALG00000014683.6
OG0002025	ENSACAG00000027354.2, ENSACAG00000026181.2	ENSGALG00000041111.3
OG0002026	ENSACAG00000015614.3, ENSACAG00000024183.1, ENSACAG00000010879.3	ENSGALG00000002645.6
OG0002027	ENSACAG00000015464.3, ENSACAG00000000923.3	ENSGALG00000011068.6
OG0002028	ENSACAG00000015514.3	ENSGALG00000006837.6
OG0002029	ENSACAG00000000910.3	ENSGALG00000020331.6
OG0002029	ENSACAG00000027131.2	ENSGALG00000004113.6
OG0002030	ENSACAG00000025211.2	ENSGALG00000001103.7
OG0002032	ENSACAG00000006424.3	ENSGALG00000032234.3
OG0002033	ENSACAG00000005169.3	ENSGALG00000042201.3
OG0002034	ENSACAG00000003722.2	ENSGALG00000033780.2
OG0002035	ENSACAG00000001832.2	ENSGALG00000016894.6
OG0002037	ENSACAG00000026804.1	ENSGALG00000031723.2
OG0002039	ENSACAG00000001869.3	ENSGALG00000039755.3
OG0002040	ENSACAG00000002161.3	ENSGALG00000052348.1
OG0002041	ENSACAG00000008203.3	ENSGALG00000004999.7
OG0002042	ENSACAG00000010232.3	ENSGALG00000039942.2
OG0002042	ENSACAG00000007039.2	ENSGALG00000007642.6
OG0002043	ENSACAG00000012176.3	ENSGALG00000003458.4
OG0002044	ENSACAG00000004574.3, ENSACAG00000000656.3	ENSGALG00000029867.2
OG0002045	ENSACAG00000008531.3	ENSGALG00000016536.7
OG0002046	ENSACAG00000010759.3	ENSGALG00000014971.6
OG0002046	ENSACAG00000011539.3	ENSGALG00000007803.5
OG0002047	ENSACAG00000016852.3	ENSGALG00000027207.3
OG0002047	ENSACAG00000028266.1	ENSGALG00000027536.3
OG0002048	ENSACAG00000001340.2	ENSGALG00000006246.6
OG0002050	ENSACAG00000012200.2	ENSGALG00000033678.2
OG0002051	ENSACAG00000007606.3	ENSGALG00000051771.1
OG0002052	ENSACAG00000002628.2	ENSGALG00000008111.7
OG0002053	ENSACAG00000003281.3	ENSGALG00000053641.1
OG0002054	ENSACAG00000002676.3, ENSACAG00000026387.1	ENSGALG00000004719.6
OG0002055	ENSACAG00000007108.2, ENSACAG00000022516.1	ENSGALG00000048773.1
OG0002056	ENSACAG00000017755.3	ENSGALG00000010084.6
OG0002057	ENSACAG00000001999.3	ENSGALG00000007592.6
OG0002058	ENSACAG00000013761.3	ENSGALG00000036932.2
OG0002059	ENSACAG00000011629.2	ENSGALG00000007814.6
OG0002060	ENSACAG00000012876.3	ENSGALG00000013809.6
OG0002061	ENSACAG00000014723.3	ENSGALG00000026822.3
OG0002062	ENSACAG00000013897.3, ENSACAG00000015653.2	ENSGALG00000039269.2
OG0002063	ENSACAG00000015655.2	ENSGALG00000034014.3
OG0002064	ENSACAG00000016202.3	ENSGALG00000016912.6
OG0002064	ENSACAG00000015705.3	ENSGALG00000007466.6
OG0002065	ENSACAG00000012604.3	ENSGALG00000036821.2
OG0002066	ENSACAG00000012223.2	ENSGALG00000001078.6
OG0002067	ENSACAG00000011049.2, ENSACAG00000006857.3	ENSGALG00000006805.6
OG0002068	ENSACAG00000004724.3	ENSGALG00000007821.7
OG0002069	ENSACAG00000017730.3	ENSGALG00000001425.6
OG0002070	ENSACAG00000002803.3	ENSGALG00000005951.6
OG0002070	ENSACAG00000001267.2, ENSACAG00000001891.3	ENSGALG00000004529.7
OG0002071	ENSACAG00000005674.3	ENSGALG00000036871.2
OG0002072	ENSACAG00000003039.3, ENSACAG00000015991.2	ENSGALG00000052204.1
OG0002073	ENSACAG00000012533.3, ENSACAG00000028355.1	ENSGALG00000016027.7
OG0002074	ENSACAG00000008612.3, ENSACAG00000015031.2, ENSACAG00000021966.2	ENSGALG00000006374.6
OG0002076	ENSACAG00000000960.3	ENSGALG00000006829.6
OG0002077	ENSACAG00000015409.2	ENSGALG00000007878.5
OG0002078	ENSACAG00000010449.2	ENSGALG00000035945.3
OG0002078	ENSACAG00000005857.2	ENSGALG00000046358.2
OG0002079	ENSACAG00000003163.2	ENSGALG00000003793.7
OG0002080	ENSACAG00000003282.2	ENSGALG00000038202.2
OG0002081	ENSACAG00000001124.2, ENSACAG00000010631.3, ENSACAG00000002103.2	ENSGALG00000023135.4
OG0002082	ENSACAG00000017392.2	ENSGALG00000050762.1
OG0002082	ENSACAG00000008507.3	ENSGALG00000014737.6
OG0002083	ENSACAG00000015936.3	ENSGALG00000003705.8
OG0002084	ENSACAG00000011287.3, ENSACAG00000029417.1, ENSACAG00000029159.1	ENSGALG00000019555.5
OG0002085	ENSACAG00000007793.2, ENSACAG00000009903.3	ENSGALG00000007512.6
OG0002086	ENSACAG00000015120.2	ENSGALG00000004192.6
OG0002087	ENSACAG00000010604.3	ENSGALG00000007728.5
OG0002088	ENSACAG00000006545.2, ENSACAG00000016047.2	ENSGALG00000029897.3
OG0002089	ENSACAG00000001609.3	ENSGALG00000026875.4
OG0002090	ENSACAG00000014277.3	ENSGALG00000004304.7
OG0002092	ENSACAG00000004122.3	ENSGALG00000015944.6
OG0002093	ENSACAG00000014184.2	ENSGALG00000037723.2
OG0002094	ENSACAG00000003440.3	ENSGALG00000041493.3
OG0002096	ENSACAG00000012939.3	ENSGALG00000041463.3
OG0002097	ENSACAG00000002819.2	ENSGALG00000006872.6
OG0002098	ENSACAG00000003128.3	ENSGALG00000006648.5
OG0002099	ENSACAG00000003297.2	ENSGALG00000006607.7
OG0002102	ENSACAG00000015100.3	ENSGALG00000005533.6
OG0002103	ENSACAG00000010866.3	ENSGALG00000000275.6
OG0002104	ENSACAG00000010472.3	ENSGALG00000036990.3
OG0002105	ENSACAG00000029312.1	ENSGALG00000020975.3
OG0002106	ENSACAG00000003756.2	ENSGALG00000023294.5
OG0002107	ENSACAG00000016697.1	ENSGALG00000007403.6
OG0002108	ENSACAG00000029182.1	ENSGALG00000040167.2
OG0002109	ENSACAG00000011685.3	ENSGALG00000006254.6
OG0002110	ENSACAG00000007880.3	ENSGALG00000034488.2, ENSGALG00000003235.6
OG0002111	ENSACAG00000016834.2	ENSGALG00000040249.3
OG0002112	ENSACAG00000028758.1	ENSGALG00000001602.7
OG0002113	ENSACAG00000016487.3	ENSGALG00000043570.2
OG0002114	ENSACAG00000002966.3	ENSGALG00000003691.7
OG0002114	ENSACAG00000005930.3	ENSGALG00000053041.1
OG0002115	ENSACAG00000007043.3	ENSGALG00000006629.6
OG0002115	ENSACAG00000000576.3	ENSGALG00000015374.6
OG0002116	ENSACAG00000016435.3, ENSACAG00000006858.3	ENSGALG00000052250.1
OG0002117	ENSACAG00000001829.3	ENSGALG00000015332.6
OG0002118	ENSACAG00000006179.3	ENSGALG00000033446.2
