Orthogroup	A_carolinensis.pep	P_troglodytes.pep
OG0002660	ENSACAG00000022087.2, ENSACAG00000010314.2	ENSPTRG00000016826.5
OG0002661	ENSACAG00000016636.3	ENSPTRG00000051488.1
OG0002662	ENSACAG00000008969.3	ENSPTRG00000016990.3
OG0002663	ENSACAG00000010109.3	ENSPTRG00000016953.6
OG0002664	ENSACAG00000011136.3	ENSPTRG00000017052.6
OG0002665	ENSACAG00000012873.3	ENSPTRG00000046975.1, ENSPTRG00000017090.4
OG0002667	ENSACAG00000017757.3, ENSACAG00000017708.2	ENSPTRG00000049865.1, ENSPTRG00000020786.7
OG0002668	ENSACAG00000000369.3	ENSPTRG00000016917.6, ENSPTRG00000048110.1, ENSPTRG00000045322.1, ENSPTRG00000044377.1
OG0002669	ENSACAG00000001880.2	ENSPTRG00000048553.1, ENSPTRG00000021055.7
OG0002670	ENSACAG00000005636.2	ENSPTRG00000021038.7
OG0002671	ENSACAG00000015658.3	ENSPTRG00000010576.4
OG0002673	ENSACAG00000015118.3	ENSPTRG00000006240.7
OG0002674	ENSACAG00000011137.3	ENSPTRG00000006772.7
OG0002675	ENSACAG00000010763.3	ENSPTRG00000006762.7
OG0002676	ENSACAG00000014583.3	ENSPTRG00000006623.6
OG0002677	ENSACAG00000012791.2	ENSPTRG00000046508.1, ENSPTRG00000049967.1
OG0002678	ENSACAG00000015398.3	ENSPTRG00000010364.6
OG0002679	ENSACAG00000017313.3	ENSPTRG00000006588.6
OG0002680	ENSACAG00000016488.3	ENSPTRG00000006535.2
OG0002681	ENSACAG00000016356.3, ENSACAG00000013741.3	ENSPTRG00000013336.6
OG0002682	ENSACAG00000015872.2	ENSPTRG00000006291.6, ENSPTRG00000045455.1
OG0002683	ENSACAG00000015590.3	ENSPTRG00000010481.5
OG0002684	ENSACAG00000012627.3	ENSPTRG00000044267.1, ENSPTRG00000009993.6
OG0002685	ENSACAG00000016123.2	ENSPTRG00000006513.6
OG0002686	ENSACAG00000015971.3	ENSPTRG00000006524.5
OG0002687	ENSACAG00000012233.2	ENSPTRG00000016205.3, ENSPTRG00000022419.4
OG0002688	ENSACAG00000004544.2	ENSPTRG00000003503.6
OG0002689	ENSACAG00000000074.3	ENSPTRG00000050070.1, ENSPTRG00000028747.4
OG0002690	ENSACAG00000002763.2	ENSPTRG00000003178.6
OG0002691	ENSACAG00000009196.2	ENSPTRG00000051396.1
OG0002692	ENSACAG00000015332.2	ENSPTRG00000003137.3
OG0002693	ENSACAG00000017027.3	ENSPTRG00000010595.6
OG0002694	ENSACAG00000013572.3	ENSPTRG00000048854.1
OG0002695	ENSACAG00000013532.3	ENSPTRG00000041973.2
OG0002696	ENSACAG00000026237.1	ENSPTRG00000008778.5
OG0002697	ENSACAG00000029349.1	ENSPTRG00000008776.5
OG0002698	ENSACAG00000003907.2	ENSPTRG00000012408.6
OG0002699	ENSACAG00000000790.3	ENSPTRG00000012906.5
OG0002700	ENSACAG00000007377.3	ENSPTRG00000009659.6
OG0002701	ENSACAG00000007236.3	ENSPTRG00000009654.5
OG0002702	ENSACAG00000012718.3	ENSPTRG00000012928.5
OG0002703	ENSACAG00000009996.3	ENSPTRG00000009788.6
OG0002704	ENSACAG00000010147.2	ENSPTRG00000009786.4
OG0002705	ENSACAG00000010316.3	ENSPTRG00000009777.5, ENSPTRG00000002042.6
OG0002706	ENSACAG00000010832.3	ENSPTRG00000010589.6, ENSPTRG00000049073.1, ENSPTRG00000010601.7
OG0002707	ENSACAG00000012268.3	ENSPTRG00000017210.7
OG0002708	ENSACAG00000000713.3	ENSPTRG00000012741.6, ENSPTRG00000050428.1
OG0002709	ENSACAG00000010010.3	ENSPTRG00000017434.3
OG0002710	ENSACAG00000000407.3	ENSPTRG00000013269.6
OG0002711	ENSACAG00000016379.3	ENSPTRG00000017616.6
OG0002712	ENSACAG00000016233.3	ENSPTRG00000017294.6
OG0002713	ENSACAG00000016434.3	ENSPTRG00000005851.6
OG0002715	ENSACAG00000008580.3	ENSPTRG00000014946.5
OG0002716	ENSACAG00000011645.3, ENSACAG00000029515.1	ENSPTRG00000011707.5
OG0002717	ENSACAG00000001613.3	ENSPTRG00000011677.5
OG0002718	ENSACAG00000009888.3	ENSPTRG00000016260.5, ENSPTRG00000017436.5
OG0002719	ENSACAG00000005202.3	ENSPTRG00000023452.5
OG0002720	ENSACAG00000010359.3	ENSPTRG00000052330.1, ENSPTRG00000034550.3
OG0002721	ENSACAG00000014851.3	ENSPTRG00000049762.1, ENSPTRG00000043861.1, ENSPTRG00000045271.1, ENSPTRG00000048820.1, ENSPTRG00000043303.1
OG0002722	ENSACAG00000013586.3	ENSPTRG00000015100.5
OG0002723	ENSACAG00000029363.1	ENSPTRG00000022155.5, ENSPTRG00000029533.3
OG0002724	ENSACAG00000017307.3	ENSPTRG00000018378.6
OG0002725	ENSACAG00000004838.3	ENSPTRG00000023525.6
OG0002726	ENSACAG00000010996.3	ENSPTRG00000011591.4, ENSPTRG00000045137.1, ENSPTRG00000051033.1, ENSPTRG00000049193.1, ENSPTRG00000051381.1
OG0002727	ENSACAG00000012525.3	ENSPTRG00000021940.6, ENSPTRG00000050609.1
OG0002728	ENSACAG00000010258.3	ENSPTRG00000017943.3
OG0002730	ENSACAG00000004394.3	ENSPTRG00000018759.5
OG0002731	ENSACAG00000011189.3	ENSPTRG00000017993.4
OG0002732	ENSACAG00000010505.3	ENSPTRG00000018796.7
OG0002733	ENSACAG00000015564.2	ENSPTRG00000024084.5
OG0002735	ENSACAG00000028370.1	ENSPTRG00000023968.6
OG0002736	ENSACAG00000009630.3	ENSPTRG00000045509.1, ENSPTRG00000018199.5
OG0002737	ENSACAG00000009497.3	ENSPTRG00000018196.6
OG0002738	ENSACAG00000008352.3	ENSPTRG00000043397.1, ENSPTRG00000011832.6
OG0002739	ENSACAG00000001411.3	ENSPTRG00000011836.5
OG0002740	ENSACAG00000006455.3	ENSPTRG00000002052.7
OG0002741	ENSACAG00000014348.3	ENSPTRG00000011911.7
OG0002797	ENSACAG00000003271.3, ENSACAG00000004482.2	ENSPTRG00000008711.6
OG0002798	ENSACAG00000021951.1	ENSPTRG00000000047.4
OG0002799	ENSACAG00000006773.2, ENSACAG00000015392.2	ENSPTRG00000008165.5
OG0002800	ENSACAG00000007699.3	ENSPTRG00000019274.6, ENSPTRG00000048666.1
OG0002801	ENSACAG00000000750.3, ENSACAG00000013251.3	ENSPTRG00000014550.5
OG0002802	ENSACAG00000025980.2, ENSACAG00000005344.3	ENSPTRG00000050703.1, ENSPTRG00000013356.7
OG0002803	ENSACAG00000001677.3	ENSPTRG00000002522.6
OG0002804	ENSACAG00000028055.1	ENSPTRG00000052698.1, ENSPTRG00000022378.4
OG0002805	ENSACAG00000014909.2	ENSPTRG00000014616.6
OG0002806	ENSACAG00000024299.2, ENSACAG00000007356.3	ENSPTRG00000015513.6
OG0002809	ENSACAG00000014349.3	ENSPTRG00000007232.5
OG0002810	ENSACAG00000015424.2	ENSPTRG00000001472.7
OG0002811	ENSACAG00000004857.3	ENSPTRG00000049102.1, ENSPTRG00000028984.3, ENSPTRG00000044760.1
OG0002812	ENSACAG00000003941.3	ENSPTRG00000013195.5
OG0002813	ENSACAG00000007842.2	ENSPTRG00000011171.3
OG0002814	ENSACAG00000014947.3	ENSPTRG00000008495.6
OG0002815	ENSACAG00000001176.3	ENSPTRG00000005404.3
OG0002816	ENSACAG00000010184.3	ENSPTRG00000014263.4
OG0002818	ENSACAG00000003830.2	ENSPTRG00000012989.4
OG0002819	ENSACAG00000007843.3	ENSPTRG00000048486.1, ENSPTRG00000021982.5
OG0002820	ENSACAG00000007238.3	ENSPTRG00000042926.1, ENSPTRG00000019024.4
OG0002822	ENSACAG00000004124.2	ENSPTRG00000014789.7
OG0002823	ENSACAG00000001264.3, ENSACAG00000011190.3	ENSPTRG00000019509.6
OG0002824	ENSACAG00000011504.3	ENSPTRG00000019134.5, ENSPTRG00000047759.1
OG0002825	ENSACAG00000014969.3	ENSPTRG00000046123.1
OG0002826	ENSACAG00000003326.2	ENSPTRG00000043118.1
OG0002827	ENSACAG00000008349.1, ENSACAG00000028236.1	ENSPTRG00000047423.1, ENSPTRG00000048065.1, ENSPTRG00000048958.1, ENSPTRG00000042631.1
OG0002828	ENSACAG00000001143.3	ENSPTRG00000050830.1
OG0002829	ENSACAG00000025145.2	ENSPTRG00000050060.1
OG0002830	ENSACAG00000008730.3	ENSPTRG00000018866.6, ENSPTRG00000046243.1
OG0002831	ENSACAG00000009610.3	ENSPTRG00000012848.5
OG0002832	ENSACAG00000024464.2, ENSACAG00000006187.3	ENSPTRG00000048758.1
OG0002833	ENSACAG00000014827.2, ENSACAG00000014834.2	ENSPTRG00000010781.6
OG0002835	ENSACAG00000010875.3, ENSACAG00000000254.2, ENSACAG00000007662.2	ENSPTRG00000003500.5
OG0002836	ENSACAG00000004464.3, ENSACAG00000028063.1	ENSPTRG00000044793.1
OG0002837	ENSACAG00000013806.2	ENSPTRG00000007388.5
OG0002838	ENSACAG00000023921.1, ENSACAG00000013811.2	ENSPTRG00000007387.3
OG0002839	ENSACAG00000002059.3	ENSPTRG00000010243.3
OG0002840	ENSACAG00000015351.2, ENSACAG00000005437.3	ENSPTRG00000002509.5
OG0002841	ENSACAG00000013547.3	ENSPTRG00000051401.1
OG0002842	ENSACAG00000028374.1	ENSPTRG00000006718.5
OG0002843	ENSACAG00000013396.3, ENSACAG00000011491.3	ENSPTRG00000006716.5
OG0002844	ENSACAG00000023697.1	ENSPTRG00000031302.3
OG0002845	ENSACAG00000004772.3	ENSPTRG00000007723.6
OG0002846	ENSACAG00000025027.1, ENSACAG00000003061.2	ENSPTRG00000021311.5
OG0002847	ENSACAG00000023394.1, ENSACAG00000008688.3	ENSPTRG00000000247.4
OG0002848	ENSACAG00000007878.2	ENSPTRG00000042762.1, ENSPTRG00000012029.4, ENSPTRG00000041856.2
OG0002849	ENSACAG00000029332.1	ENSPTRG00000021309.3
OG0002850	ENSACAG00000008479.3	ENSPTRG00000008865.5
OG0002851	ENSACAG00000010625.2	ENSPTRG00000021488.7
OG0002853	ENSACAG00000004495.3	ENSPTRG00000021304.7
OG0002854	ENSACAG00000025962.2, ENSACAG00000009321.3	ENSPTRG00000006217.6
OG0002855	ENSACAG00000005265.2, ENSACAG00000003939.2	ENSPTRG00000014446.5
OG0002856	ENSACAG00000007130.2, ENSACAG00000000157.3	ENSPTRG00000007857.3
OG0002857	ENSACAG00000008721.3	ENSPTRG00000051405.1, ENSPTRG00000011733.6
OG0002858	ENSACAG00000028492.1	ENSPTRG00000003498.7
OG0002859	ENSACAG00000000816.3	ENSPTRG00000050476.1, ENSPTRG00000019290.7
OG0002860	ENSACAG00000001055.2	ENSPTRG00000033982.3
OG0002861	ENSACAG00000001347.3	ENSPTRG00000051649.1, ENSPTRG00000048524.1, ENSPTRG00000050289.1
OG0002862	ENSACAG00000010928.3	ENSPTRG00000002851.7, ENSPTRG00000044945.1, ENSPTRG00000047370.1
OG0002863	ENSACAG00000003677.2	ENSPTRG00000050900.1, ENSPTRG00000047175.1, ENSPTRG00000049854.1
OG0002864	ENSACAG00000004830.2	ENSPTRG00000019253.5, ENSPTRG00000043513.1
OG0002865	ENSACAG00000004297.3	ENSPTRG00000011141.4
OG0002866	ENSACAG00000009253.3	ENSPTRG00000016800.5
OG0002867	ENSACAG00000009051.3	ENSPTRG00000016794.4
OG0002868	ENSACAG00000003005.3	ENSPTRG00000001429.7, ENSPTRG00000001433.7
OG0002869	ENSACAG00000029218.1	ENSPTRG00000039330.2, ENSPTRG00000048420.1
OG0002870	ENSACAG00000008668.3	ENSPTRG00000016786.5
OG0002871	ENSACAG00000011419.3	ENSPTRG00000008012.6
OG0002872	ENSACAG00000028856.1	ENSPTRG00000011296.5
OG0002873	ENSACAG00000010698.1	ENSPTRG00000028859.2
OG0002875	ENSACAG00000010734.2	ENSPTRG00000052611.1, ENSPTRG00000045617.1
OG0002876	ENSACAG00000010627.2	ENSPTRG00000007996.6
OG0002877	ENSACAG00000010863.2, ENSACAG00000022388.1	ENSPTRG00000047755.1
OG0002878	ENSACAG00000014859.2, ENSACAG00000027691.1	ENSPTRG00000024153.6
OG0002879	ENSACAG00000004566.2	ENSPTRG00000007176.5
OG0002880	ENSACAG00000028479.1	ENSPTRG00000013865.6, ENSPTRG00000050391.1
OG0002881	ENSACAG00000024727.1, ENSACAG00000007857.3	ENSPTRG00000004605.7
OG0002882	ENSACAG00000007262.3	ENSPTRG00000004606.7
OG0002883	ENSACAG00000013200.3, ENSACAG00000017030.3	ENSPTRG00000001447.7
OG0002884	ENSACAG00000006400.3	ENSPTRG00000043068.1, ENSPTRG00000015920.6
OG0002885	ENSACAG00000000703.3, ENSACAG00000024231.2	ENSPTRG00000052577.1, ENSPTRG00000020196.5
OG0002886	ENSACAG00000023635.2	ENSPTRG00000014411.5
OG0002887	ENSACAG00000010411.3	ENSPTRG00000001367.5
OG0002888	ENSACAG00000014623.3	ENSPTRG00000008446.5
OG0002889	ENSACAG00000000213.3	ENSPTRG00000004860.5, ENSPTRG00000013185.7
OG0002890	ENSACAG00000000615.2	ENSPTRG00000001302.5
OG0002891	ENSACAG00000012479.2	ENSPTRG00000047123.1
OG0002892	ENSACAG00000012500.2, ENSACAG00000022766.1	ENSPTRG00000004110.3
OG0002893	ENSACAG00000001754.2	ENSPTRG00000004108.6
OG0002894	ENSACAG00000005519.3	ENSPTRG00000051704.1, ENSPTRG00000009442.4
OG0002895	ENSACAG00000024567.1, ENSACAG00000012465.2	ENSPTRG00000007956.6
OG0002896	ENSACAG00000010959.3	ENSPTRG00000000437.6
OG0002897	ENSACAG00000010878.3	ENSPTRG00000000438.6
OG0002898	ENSACAG00000009214.3	ENSPTRG00000004301.6
OG0002899	ENSACAG00000009092.3	ENSPTRG00000004299.6
OG0002900	ENSACAG00000003991.3	ENSPTRG00000050868.1, ENSPTRG00000007065.5
OG0002901	ENSACAG00000007907.3	ENSPTRG00000008939.6
OG0002902	ENSACAG00000014503.1, ENSACAG00000015166.3	ENSPTRG00000007276.5
OG0002903	ENSACAG00000001938.1	ENSPTRG00000051444.1, ENSPTRG00000009574.6
OG0002905	ENSACAG00000002757.2, ENSACAG00000002716.2	ENSPTRG00000015797.6
OG0002906	ENSACAG00000005381.3, ENSACAG00000014326.3	ENSPTRG00000009057.5
OG0002907	ENSACAG00000000170.3	ENSPTRG00000013186.7
OG0002908	ENSACAG00000025679.1	ENSPTRG00000021127.7
OG0002909	ENSACAG00000001995.3, ENSACAG00000023925.2	ENSPTRG00000015067.6
OG0002910	ENSACAG00000006916.2	ENSPTRG00000049698.1, ENSPTRG00000046354.1, ENSPTRG00000007094.5
OG0002911	ENSACAG00000008081.3	ENSPTRG00000051757.1, ENSPTRG00000044725.1, ENSPTRG00000047153.1
OG0002912	ENSACAG00000008125.3	ENSPTRG00000012141.6
OG0002914	ENSACAG00000012154.2	ENSPTRG00000048299.1, ENSPTRG00000044238.1
OG0002915	ENSACAG00000020953.2	ENSPTRG00000012139.4
OG0002916	ENSACAG00000002660.2, ENSACAG00000012591.3	ENSPTRG00000044565.1, ENSPTRG00000000596.7
OG0002917	ENSACAG00000010175.2	ENSPTRG00000015830.6
OG0002918	ENSACAG00000013244.3	ENSPTRG00000047958.1, ENSPTRG00000018903.6
OG0002919	ENSACAG00000001862.3	ENSPTRG00000012069.5
OG0002920	ENSACAG00000000778.3	ENSPTRG00000050550.1, ENSPTRG00000008185.4
OG0002921	ENSACAG00000001512.2, ENSACAG00000004469.3	ENSPTRG00000021996.5
OG0002922	ENSACAG00000011857.3	ENSPTRG00000007898.6
OG0002923	ENSACAG00000009064.2	ENSPTRG00000050996.1, ENSPTRG00000022262.5
OG0002924	ENSACAG00000025702.1, ENSACAG00000022698.1	ENSPTRG00000050887.1, ENSPTRG00000023030.4
OG0002925	ENSACAG00000007188.3	ENSPTRG00000021532.7
OG0002926	ENSACAG00000006734.3	ENSPTRG00000018699.6
OG0002927	ENSACAG00000000936.3	ENSPTRG00000022257.6
OG0002928	ENSACAG00000007631.2	ENSPTRG00000050472.1, ENSPTRG00000019537.5
OG0002929	ENSACAG00000003460.3	ENSPTRG00000009857.6
OG0002930	ENSACAG00000002166.2	ENSPTRG00000050909.1, ENSPTRG00000048826.1, ENSPTRG00000048323.1, ENSPTRG00000039718.2, ENSPTRG00000047923.1
OG0002931	ENSACAG00000022478.2, ENSACAG00000014635.3	ENSPTRG00000015969.2
OG0002932	ENSACAG00000012178.3	ENSPTRG00000043914.1
OG0002933	ENSACAG00000006265.3	ENSPTRG00000018715.6
OG0002934	ENSACAG00000006213.3	ENSPTRG00000018716.7
OG0002935	ENSACAG00000007641.2	ENSPTRG00000048764.1
OG0002936	ENSACAG00000006292.3	ENSPTRG00000012644.6
OG0002937	ENSACAG00000028835.1, ENSACAG00000029541.1	ENSPTRG00000002678.6
OG0002938	ENSACAG00000010186.3	ENSPTRG00000010028.5
OG0002939	ENSACAG00000010204.3	ENSPTRG00000018629.6
OG0002940	ENSACAG00000009792.3	ENSPTRG00000017438.6, ENSPTRG00000046031.1
OG0002941	ENSACAG00000006961.3	ENSPTRG00000008032.6
OG0002942	ENSACAG00000015527.3, ENSACAG00000027613.2, ENSACAG00000027955.2	ENSPTRG00000012891.5
OG0002943	ENSACAG00000001095.3	ENSPTRG00000047291.1, ENSPTRG00000031185.3
OG0002945	ENSACAG00000010479.3	ENSPTRG00000018618.6
OG0002946	ENSACAG00000010502.3	ENSPTRG00000018616.7
OG0002947	ENSACAG00000009406.3	ENSPTRG00000017441.6
OG0002948	ENSACAG00000015942.3	ENSPTRG00000016585.6
OG0002949	ENSACAG00000000253.3	ENSPTRG00000009566.4, ENSPTRG00000043276.1
OG0002950	ENSACAG00000017081.3	ENSPTRG00000004093.7
OG0002951	ENSACAG00000010127.3	ENSPTRG00000008938.3
OG0002952	ENSACAG00000010709.3	ENSPTRG00000015679.3
OG0002953	ENSACAG00000011908.3	ENSPTRG00000012575.5
OG0002954	ENSACAG00000004054.3	ENSPTRG00000007468.6
OG0002955	ENSACAG00000013000.3	ENSPTRG00000020873.7
OG0002956	ENSACAG00000013024.3	ENSPTRG00000020874.6
OG0002957	ENSACAG00000010789.2	ENSPTRG00000000290.4
OG0002958	ENSACAG00000002536.3, ENSACAG00000013309.3	ENSPTRG00000003880.6
OG0002959	ENSACAG00000011381.2, ENSACAG00000002658.3	ENSPTRG00000021487.7
OG0002960	ENSACAG00000029158.1	ENSPTRG00000050009.1
OG0002961	ENSACAG00000014797.3	ENSPTRG00000008529.5
OG0002962	ENSACAG00000014975.3	ENSPTRG00000008587.6
OG0002963	ENSACAG00000015063.3	ENSPTRG00000040524.2
OG0002964	ENSACAG00000015510.3	ENSPTRG00000004368.4
OG0002965	ENSACAG00000001912.3	ENSPTRG00000019993.7
OG0002966	ENSACAG00000014061.3	ENSPTRG00000049462.1, ENSPTRG00000050970.1, ENSPTRG00000022067.6
OG0002967	ENSACAG00000017751.2	ENSPTRG00000021403.6
OG0002968	ENSACAG00000012597.3, ENSACAG00000023822.2, ENSACAG00000025380.1	ENSPTRG00000011726.6
OG0002969	ENSACAG00000000193.2	ENSPTRG00000046760.1, ENSPTRG00000042795.1, ENSPTRG00000045195.1, ENSPTRG00000019268.6
OG0002970	ENSACAG00000017711.3	ENSPTRG00000017656.7
OG0002971	ENSACAG00000011144.3	ENSPTRG00000020599.6
OG0002972	ENSACAG00000002046.3, ENSACAG00000009441.2	ENSPTRG00000020171.5
OG0002973	ENSACAG00000002132.2, ENSACAG00000002160.2	ENSPTRG00000046640.1
OG0002974	ENSACAG00000000698.3, ENSACAG00000022734.2	ENSPTRG00000014869.7
OG0002975	ENSACAG00000003021.3	ENSPTRG00000004480.6
OG0002976	ENSACAG00000008085.3	ENSPTRG00000008333.7
OG0002977	ENSACAG00000015606.2	ENSPTRG00000021399.5
OG0002978	ENSACAG00000007495.3	ENSPTRG00000013575.5
OG0002979	ENSACAG00000013970.3	ENSPTRG00000046367.1
OG0002980	ENSACAG00000013975.2	ENSPTRG00000051102.1
OG0002981	ENSACAG00000009894.3	ENSPTRG00000013385.4
OG0002982	ENSACAG00000007830.3	ENSPTRG00000015715.6
OG0002983	ENSACAG00000001096.3	ENSPTRG00000005577.3
OG0002984	ENSACAG00000005054.3, ENSACAG00000001319.2	ENSPTRG00000022861.5
OG0002985	ENSACAG00000012649.2	ENSPTRG00000013319.2, ENSPTRG00000039310.2
OG0002986	ENSACAG00000009109.3	ENSPTRG00000023695.5
OG0002987	ENSACAG00000001808.2	ENSPTRG00000030909.3
OG0002988	ENSACAG00000005709.3	ENSPTRG00000001616.7
OG0002989	ENSACAG00000009553.3	ENSPTRG00000029193.4
OG0002990	ENSACAG00000003430.3	ENSPTRG00000012515.5
OG0002991	ENSACAG00000003489.2	ENSPTRG00000008280.5
OG0002992	ENSACAG00000006551.3, ENSACAG00000006542.2, ENSACAG00000024387.1, ENSACAG00000027944.1	ENSPTRG00000000893.4, ENSPTRG00000000892.5
OG0002993	ENSACAG00000003522.3	ENSPTRG00000008282.4
OG0002994	ENSACAG00000003530.3	ENSPTRG00000008283.6
OG0002995	ENSACAG00000003738.3	ENSPTRG00000008288.6
OG0002996	ENSACAG00000014280.3	ENSPTRG00000005970.4, ENSPTRG00000008103.6
OG0002997	ENSACAG00000015524.3	ENSPTRG00000007008.6
OG0002998	ENSACAG00000000859.3	ENSPTRG00000008547.5
OG0002999	ENSACAG00000012897.3	ENSPTRG00000012543.6
OG0003000	ENSACAG00000000361.3	ENSPTRG00000008621.6, ENSPTRG00000045512.1, ENSPTRG00000020697.6
OG0003001	ENSACAG00000010012.3, ENSACAG00000007741.3	ENSPTRG00000000731.7
OG0003002	ENSACAG00000007256.3, ENSACAG00000009405.3	ENSPTRG00000017129.4
OG0003003	ENSACAG00000015000.3	ENSPTRG00000031332.4
OG0003004	ENSACAG00000014999.3	ENSPTRG00000002497.7
OG0003005	ENSACAG00000014901.3	ENSPTRG00000029896.4
OG0003006	ENSACAG00000003144.3	ENSPTRG00000017491.4
OG0003007	ENSACAG00000017809.3	ENSPTRG00000000370.7
OG0003008	ENSACAG00000000590.3	ENSPTRG00000017698.6
OG0003009	ENSACAG00000024230.2	ENSPTRG00000043626.1, ENSPTRG00000052460.1, ENSPTRG00000017492.5
OG0003010	ENSACAG00000008164.3	ENSPTRG00000012281.7
OG0003011	ENSACAG00000028662.1	ENSPTRG00000050512.1, ENSPTRG00000043339.1
OG0003012	ENSACAG00000003881.2, ENSACAG00000009717.2	ENSPTRG00000014250.6
OG0003013	ENSACAG00000009785.1	ENSPTRG00000041351.2, ENSPTRG00000049818.1
OG0003014	ENSACAG00000000549.3	ENSPTRG00000020626.6
OG0003015	ENSACAG00000011519.3	ENSPTRG00000013743.6
OG0003016	ENSACAG00000003103.3	ENSPTRG00000048813.1, ENSPTRG00000023653.4, ENSPTRG00000030152.2
OG0003017	ENSACAG00000011739.3	ENSPTRG00000048787.1, ENSPTRG00000013746.7, ENSPTRG00000052107.1
OG0003018	ENSACAG00000005449.3	ENSPTRG00000012655.4
OG0003019	ENSACAG00000012278.3	ENSPTRG00000013750.6
OG0003020	ENSACAG00000012678.2	ENSPTRG00000021251.6
OG0003021	ENSACAG00000017233.2	ENSPTRG00000044579.1, ENSPTRG00000021449.6
OG0003022	ENSACAG00000014517.2	ENSPTRG00000007110.5
OG0003023	ENSACAG00000004600.3	ENSPTRG00000018348.6
OG0003024	ENSACAG00000004144.3	ENSPTRG00000015757.6
OG0003025	ENSACAG00000001860.3	ENSPTRG00000008181.6
OG0003026	ENSACAG00000008644.3	ENSPTRG00000043629.1, ENSPTRG00000047549.1, ENSPTRG00000023092.5
OG0003027	ENSACAG00000012052.2	ENSPTRG00000020198.7
OG0003028	ENSACAG00000010663.2	ENSPTRG00000014084.5
OG0003029	ENSACAG00000012392.3	ENSPTRG00000020199.6
OG0003030	ENSACAG00000009655.3	ENSPTRG00000052516.1, ENSPTRG00000049288.1, ENSPTRG00000051253.1
OG0003031	ENSACAG00000000613.3	ENSPTRG00000048557.1, ENSPTRG00000024026.4
OG0003032	ENSACAG00000001910.3, ENSACAG00000010055.2	ENSPTRG00000020659.6
OG0003033	ENSACAG00000003463.3	ENSPTRG00000020420.5
OG0003034	ENSACAG00000014134.2	ENSPTRG00000007105.3
OG0003035	ENSACAG00000014557.2	ENSPTRG00000042155.2
OG0003036	ENSACAG00000012644.3	ENSPTRG00000022308.6
OG0003037	ENSACAG00000011357.2	ENSPTRG00000011720.6
OG0003038	ENSACAG00000014085.2	ENSPTRG00000021335.3, ENSPTRG00000021336.3
OG0003039	ENSACAG00000024508.2	ENSPTRG00000007074.6
OG0003040	ENSACAG00000001223.3	ENSPTRG00000007072.5
OG0003041	ENSACAG00000006971.3	ENSPTRG00000047033.1, ENSPTRG00000019805.7
OG0003042	ENSACAG00000000419.2	ENSPTRG00000012228.4
OG0003043	ENSACAG00000004134.2	ENSPTRG00000046075.1, ENSPTRG00000047953.1, ENSPTRG00000050691.1, ENSPTRG00000020440.4
OG0003044	ENSACAG00000014928.3	ENSPTRG00000002209.5, ENSPTRG00000003212.6
OG0003045	ENSACAG00000003564.3	ENSPTRG00000018042.7
OG0003046	ENSACAG00000014738.3	ENSPTRG00000006601.5
OG0003047	ENSACAG00000002718.2	ENSPTRG00000005530.4
OG0003048	ENSACAG00000006503.2	ENSPTRG00000004273.5
OG0003049	ENSACAG00000001927.3	ENSPTRG00000044102.1, ENSPTRG00000031247.4
OG0003050	ENSACAG00000006077.3, ENSACAG00000007733.3	ENSPTRG00000029894.2
OG0003051	ENSACAG00000013315.3	ENSPTRG00000020358.7
OG0003052	ENSACAG00000014371.3	ENSPTRG00000000038.6
OG0003053	ENSACAG00000005405.3	ENSPTRG00000044980.1, ENSPTRG00000020277.7
OG0003054	ENSACAG00000003545.3	ENSPTRG00000021373.5
OG0003055	ENSACAG00000011896.3	ENSPTRG00000033948.2
OG0003056	ENSACAG00000006278.3	ENSPTRG00000016442.5
OG0003057	ENSACAG00000007974.3	ENSPTRG00000041644.2, ENSPTRG00000048895.1
OG0003058	ENSACAG00000016779.3	ENSPTRG00000011162.5
OG0003059	ENSACAG00000004612.3	ENSPTRG00000012898.6
OG0003060	ENSACAG00000002241.3, ENSACAG00000016673.2	ENSPTRG00000017781.5
OG0003061	ENSACAG00000000413.3	ENSPTRG00000007179.4
OG0003062	ENSACAG00000004806.3	ENSPTRG00000007042.6
OG0003063	ENSACAG00000028080.1, ENSACAG00000028207.1	ENSPTRG00000012477.3
OG0003064	ENSACAG00000009121.3	ENSPTRG00000010041.6
OG0003065	ENSACAG00000000163.3	ENSPTRG00000020045.6
OG0003066	ENSACAG00000015518.3	ENSPTRG00000015745.4
OG0003067	ENSACAG00000014219.3	ENSPTRG00000045413.1
OG0003068	ENSACAG00000014839.3	ENSPTRG00000020334.3
OG0003069	ENSACAG00000015640.3, ENSACAG00000025913.1	ENSPTRG00000022833.4
OG0003070	ENSACAG00000008335.2	ENSPTRG00000011744.6
OG0003071	ENSACAG00000013155.3	ENSPTRG00000021591.5
OG0003072	ENSACAG00000004891.3	ENSPTRG00000044979.1
OG0003073	ENSACAG00000004289.3	ENSPTRG00000045669.1, ENSPTRG00000002623.4
OG0003074	ENSACAG00000014396.3	ENSPTRG00000051580.1, ENSPTRG00000051601.1, ENSPTRG00000023613.5
OG0003075	ENSACAG00000027886.2, ENSACAG00000009407.2, ENSACAG00000012453.2	ENSPTRG00000019298.4, ENSPTRG00000042794.1
OG0003076	ENSACAG00000012059.3	ENSPTRG00000020945.7
OG0003077	ENSACAG00000012131.2	ENSPTRG00000048644.1, ENSPTRG00000050361.1, ENSPTRG00000020954.3
