Orthogroup	A_carolinensis.pep	X_tropicalis.pep
OG0003455	ENSACAG00000000451.3	ENSXETG00000020176.1
OG0003456	ENSACAG00000010750.3	ENSXETG00000001884.1
OG0003457	ENSACAG00000015931.3	ENSXETG00000021150.1
OG0003458	ENSACAG00000026010.2, ENSACAG00000015938.3	ENSXETG00000018511.1
OG0003459	ENSACAG00000012723.3	ENSXETG00000004577.1
OG0003460	ENSACAG00000012415.3	ENSXETG00000003773.1
OG0003461	ENSACAG00000017036.3	ENSXETG00000014867.1, ENSXETG00000004246.1
OG0003463	ENSACAG00000010495.2	ENSXETG00000019473.1, ENSXETG00000020459.1
OG0003464	ENSACAG00000015107.3	ENSXETG00000004289.1
OG0003465	ENSACAG00000010113.3	ENSXETG00000011762.1, ENSXETG00000011788.1, ENSXETG00000011805.1
OG0003466	ENSACAG00000001863.3	ENSXETG00000007046.1
OG0003467	ENSACAG00000000824.3	ENSXETG00000007754.1
OG0003468	ENSACAG00000016222.2	ENSXETG00000018163.1
OG0003469	ENSACAG00000017085.3	ENSXETG00000016179.1
OG0003470	ENSACAG00000028483.1	ENSXETG00000020598.1
OG0003471	ENSACAG00000016511.3	ENSXETG00000002499.1
OG0003472	ENSACAG00000016648.3	ENSXETG00000006994.1, ENSXETG00000006969.1
OG0003473	ENSACAG00000001885.2	ENSXETG00000001355.1
OG0003474	ENSACAG00000005638.2	ENSXETG00000016449.1
OG0003475	ENSACAG00000006700.3	ENSXETG00000019834.1
OG0003476	ENSACAG00000000325.3	ENSXETG00000019022.1
OG0003477	ENSACAG00000000198.3	ENSXETG00000020654.1
OG0003478	ENSACAG00000002386.2	ENSXETG00000002590.1
OG0003479	ENSACAG00000007045.2	ENSXETG00000012867.1
OG0003480	ENSACAG00000009201.3	ENSXETG00000005716.1
OG0003481	ENSACAG00000005109.2	ENSXETG00000017064.1
OG0003482	ENSACAG00000005389.3	ENSXETG00000014568.1, ENSXETG00000005782.1
OG0003483	ENSACAG00000010318.3	ENSXETG00000001601.1
OG0003484	ENSACAG00000013166.3	ENSXETG00000015381.1
OG0003485	ENSACAG00000014404.3	ENSXETG00000001545.1
OG0003486	ENSACAG00000005811.3	ENSXETG00000003277.1
OG0003487	ENSACAG00000014322.3	ENSXETG00000009056.1
OG0003488	ENSACAG00000005683.3	ENSXETG00000014571.1
OG0003489	ENSACAG00000005791.3	ENSXETG00000014322.1
OG0003490	ENSACAG00000006164.3	ENSXETG00000013851.1
OG0003491	ENSACAG00000011662.3	ENSXETG00000019919.1
OG0003492	ENSACAG00000004587.3	ENSXETG00000016537.1
OG0003493	ENSACAG00000004989.3	ENSXETG00000001677.1, ENSXETG00000012166.1
OG0003494	ENSACAG00000005030.2	ENSXETG00000012152.1
OG0003495	ENSACAG00000001394.3	ENSXETG00000017492.1
OG0003496	ENSACAG00000004854.3	ENSXETG00000003696.1
OG0003497	ENSACAG00000026164.2	ENSXETG00000013951.1
OG0003498	ENSACAG00000007964.3	ENSXETG00000011815.1
OG0003499	ENSACAG00000022187.1, ENSACAG00000003664.3	ENSXETG00000000612.1
OG0003500	ENSACAG00000004478.2	ENSXETG00000011099.1
OG0003501	ENSACAG00000012357.3	ENSXETG00000003124.1
OG0003502	ENSACAG00000003646.3	ENSXETG00000019887.1
OG0003503	ENSACAG00000001489.3	ENSXETG00000017297.1
OG0003504	ENSACAG00000001253.3	ENSXETG00000018385.1
OG0003505	ENSACAG00000001141.2	ENSXETG00000018270.1
OG0003506	ENSACAG00000000728.2	ENSXETG00000017184.1
OG0003507	ENSACAG00000010116.3, ENSACAG00000005795.3	ENSXETG00000001521.1
OG0003508	ENSACAG00000008607.3	ENSXETG00000000087.1
OG0003510	ENSACAG00000008157.3	ENSXETG00000011750.1
OG0003511	ENSACAG00000000767.3	ENSXETG00000004697.1
OG0003512	ENSACAG00000016319.3	ENSXETG00000008703.1
OG0003513	ENSACAG00000005658.3	ENSXETG00000010891.1
OG0003514	ENSACAG00000007421.3	ENSXETG00000007092.1
OG0003515	ENSACAG00000005997.2	ENSXETG00000001192.1
OG0003516	ENSACAG00000014565.3	ENSXETG00000008253.1, ENSXETG00000008266.1, ENSXETG00000008249.1
OG0003517	ENSACAG00000006082.3	ENSXETG00000003857.1
OG0003602	ENSACAG00000003973.3, ENSACAG00000007943.3	ENSXETG00000012979.1
OG0003603	ENSACAG00000011572.2	ENSXETG00000016294.1
OG0003604	ENSACAG00000001926.3	ENSXETG00000011820.1
OG0003605	ENSACAG00000013358.2, ENSACAG00000013362.2	ENSXETG00000006209.1
OG0003606	ENSACAG00000022959.2, ENSACAG00000012619.3	ENSXETG00000010038.1
OG0003607	ENSACAG00000015322.3	ENSXETG00000012466.1
OG0003609	ENSACAG00000002698.3	ENSXETG00000014371.1
OG0003610	ENSACAG00000006680.2	ENSXETG00000018600.1
OG0003611	ENSACAG00000010019.3	ENSXETG00000000717.1
OG0003612	ENSACAG00000010043.3, ENSACAG00000027514.1	ENSXETG00000000734.1
OG0003613	ENSACAG00000004673.2	ENSXETG00000003756.1
OG0003614	ENSACAG00000008892.3	ENSXETG00000005934.1
OG0003615	ENSACAG00000004531.3	ENSXETG00000010091.1
OG0003616	ENSACAG00000008864.2	ENSXETG00000006172.1
OG0003616	ENSACAG00000024900.1	ENSXETG00000006205.1
OG0003617	ENSACAG00000022350.2	ENSXETG00000006328.1, ENSXETG00000006336.1
OG0003618	ENSACAG00000001625.2	ENSXETG00000007912.1
OG0003619	ENSACAG00000008530.3	ENSXETG00000012184.1
OG0003621	ENSACAG00000009891.3	ENSXETG00000008613.1
OG0003622	ENSACAG00000014304.3	ENSXETG00000018077.1
OG0003623	ENSACAG00000026588.1, ENSACAG00000001217.2	ENSXETG00000005159.1
OG0003624	ENSACAG00000001657.3	ENSXETG00000017490.1
OG0003625	ENSACAG00000005721.3	ENSXETG00000011493.1
OG0003626	ENSACAG00000014733.3	ENSXETG00000020988.1
OG0003627	ENSACAG00000005732.3	ENSXETG00000011645.1
OG0003628	ENSACAG00000014974.3	ENSXETG00000017475.1
OG0003629	ENSACAG00000004790.3	ENSXETG00000018259.1
OG0003630	ENSACAG00000004819.2	ENSXETG00000009478.1, ENSXETG00000009459.1
OG0003631	ENSACAG00000012967.3	ENSXETG00000014035.1
OG0003632	ENSACAG00000015466.3	ENSXETG00000004565.1
OG0003633	ENSACAG00000015851.3	ENSXETG00000001638.1
OG0003634	ENSACAG00000023962.2	ENSXETG00000009436.1
OG0003635	ENSACAG00000008625.3, ENSACAG00000025430.2	ENSXETG00000017986.1
OG0003636	ENSACAG00000009417.2	ENSXETG00000012410.1
OG0003637	ENSACAG00000009612.3	ENSXETG00000005432.1
OG0003638	ENSACAG00000014497.3, ENSACAG00000023371.1	ENSXETG00000014812.1
OG0003639	ENSACAG00000009496.3	ENSXETG00000003874.1
OG0003640	ENSACAG00000004309.3, ENSACAG00000001559.3, ENSACAG00000004168.2	ENSXETG00000018896.1, ENSXETG00000018862.1
OG0003641	ENSACAG00000004405.3	ENSXETG00000018430.1
OG0003642	ENSACAG00000010430.1	ENSXETG00000005244.1
OG0003643	ENSACAG00000012889.3	ENSXETG00000018686.1
OG0003644	ENSACAG00000002180.3	ENSXETG00000008890.1
OG0003645	ENSACAG00000001851.3	ENSXETG00000000777.1
OG0003646	ENSACAG00000004246.3, ENSACAG00000023274.2	ENSXETG00000007199.1
OG0003647	ENSACAG00000003857.3	ENSXETG00000019152.1
OG0003648	ENSACAG00000022067.2	ENSXETG00000017269.1
OG0003649	ENSACAG00000011947.3	ENSXETG00000019485.1
OG0003650	ENSACAG00000002043.3	ENSXETG00000018849.1
OG0003651	ENSACAG00000012907.2, ENSACAG00000025627.1, ENSACAG00000024888.1, ENSACAG00000024637.1	ENSXETG00000010684.1, ENSXETG00000016778.1
OG0003652	ENSACAG00000009015.3	ENSXETG00000009629.1
OG0003653	ENSACAG00000014178.2, ENSACAG00000008874.3	ENSXETG00000009778.1
OG0003654	ENSACAG00000009947.2, ENSACAG00000001784.3	ENSXETG00000014932.1
OG0003655	ENSACAG00000002725.2	ENSXETG00000010147.1
OG0003656	ENSACAG00000008687.3	ENSXETG00000003440.1
OG0003658	ENSACAG00000009530.2	ENSXETG00000021266.1
OG0003660	ENSACAG00000009642.3	ENSXETG00000007620.1
OG0003661	ENSACAG00000003343.3	ENSXETG00000011255.1
OG0003662	ENSACAG00000000730.3	ENSXETG00000005423.1
OG0003663	ENSACAG00000001415.3	ENSXETG00000020857.1
OG0003664	ENSACAG00000011578.3	ENSXETG00000019666.1
OG0003665	ENSACAG00000013616.2, ENSACAG00000014373.3	ENSXETG00000013254.1
OG0003666	ENSACAG00000022050.2	ENSXETG00000001050.1
OG0003667	ENSACAG00000013734.3	ENSXETG00000017535.1
OG0003668	ENSACAG00000006034.3	ENSXETG00000007731.1
OG0003669	ENSACAG00000005183.2	ENSXETG00000018587.1
OG0003670	ENSACAG00000009333.2	ENSXETG00000009700.1
OG0003671	ENSACAG00000026349.2, ENSACAG00000003647.3	ENSXETG00000018536.1
OG0003672	ENSACAG00000003037.3	ENSXETG00000011476.1
OG0003673	ENSACAG00000013757.3	ENSXETG00000001494.1
OG0003674	ENSACAG00000010443.3	ENSXETG00000011366.1, ENSXETG00000020818.1
OG0003675	ENSACAG00000005058.2	ENSXETG00000010148.1
OG0003676	ENSACAG00000011026.3	ENSXETG00000021361.1
OG0003677	ENSACAG00000003711.3	ENSXETG00000003798.1
OG0003678	ENSACAG00000015101.3	ENSXETG00000011052.1
OG0003679	ENSACAG00000015128.2	ENSXETG00000001136.1
OG0003680	ENSACAG00000015253.3	ENSXETG00000011939.1
OG0003681	ENSACAG00000012592.1	ENSXETG00000001998.1
OG0003682	ENSACAG00000013054.3	ENSXETG00000020870.1
OG0003683	ENSACAG00000006000.2	ENSXETG00000013168.1
OG0003683	ENSACAG00000013926.2	ENSXETG00000001380.1
OG0003684	ENSACAG00000013052.3, ENSACAG00000012980.3	ENSXETG00000018620.1
OG0003686	ENSACAG00000009685.3	ENSXETG00000009736.1
OG0003687	ENSACAG00000005239.3	ENSXETG00000015043.1
OG0003688	ENSACAG00000013095.2	ENSXETG00000013789.1
OG0003689	ENSACAG00000009314.3	ENSXETG00000011058.1
OG0003690	ENSACAG00000028813.1	ENSXETG00000004424.1
OG0003691	ENSACAG00000027271.1, ENSACAG00000007181.3, ENSACAG00000017096.3	ENSXETG00000002785.1
OG0003692	ENSACAG00000017200.2	ENSXETG00000013711.1
OG0003693	ENSACAG00000008573.2	ENSXETG00000021185.1
OG0003694	ENSACAG00000026777.1, ENSACAG00000013653.2	ENSXETG00000017615.1
OG0003695	ENSACAG00000000704.3	ENSXETG00000011423.1
OG0003696	ENSACAG00000001948.2	ENSXETG00000002360.1
OG0003697	ENSACAG00000003457.3, ENSACAG00000013849.3	ENSXETG00000008601.1
OG0003698	ENSACAG00000000724.3	ENSXETG00000018639.1
OG0003699	ENSACAG00000001639.2	ENSXETG00000008386.1
OG0003700	ENSACAG00000009942.3	ENSXETG00000014385.1
OG0003701	ENSACAG00000010974.3	ENSXETG00000004705.1
OG0003702	ENSACAG00000001747.3	ENSXETG00000009345.1
OG0003703	ENSACAG00000009312.3	ENSXETG00000013490.1
OG0003704	ENSACAG00000001915.3	ENSXETG00000009760.1
OG0003705	ENSACAG00000016668.3	ENSXETG00000003005.1
OG0003706	ENSACAG00000011900.3	ENSXETG00000002237.1
OG0003708	ENSACAG00000012430.3	ENSXETG00000003014.1
OG0003709	ENSACAG00000000917.3	ENSXETG00000004139.1
OG0003710	ENSACAG00000005492.2	ENSXETG00000018786.1
OG0003711	ENSACAG00000017049.3	ENSXETG00000002112.1
OG0003712	ENSACAG00000003252.2	ENSXETG00000008248.1
OG0003713	ENSACAG00000008737.3	ENSXETG00000016284.1
OG0003714	ENSACAG00000017465.3	ENSXETG00000014551.1
OG0003716	ENSACAG00000016988.3	ENSXETG00000002049.1
OG0003717	ENSACAG00000008562.3	ENSXETG00000016444.1
OG0003718	ENSACAG00000007575.3	ENSXETG00000002266.1
OG0003719	ENSACAG00000011402.2	ENSXETG00000020830.1
OG0003720	ENSACAG00000010650.3	ENSXETG00000002354.1
OG0003721	ENSACAG00000010694.3	ENSXETG00000002365.1
OG0003722	ENSACAG00000012162.3	ENSXETG00000019586.1
OG0003723	ENSACAG00000010711.3	ENSXETG00000002392.1
OG0003724	ENSACAG00000010745.2	ENSXETG00000016399.1
OG0003725	ENSACAG00000009423.3	ENSXETG00000008106.1
OG0003726	ENSACAG00000023409.1, ENSACAG00000003006.3	ENSXETG00000003358.1
OG0003727	ENSACAG00000008138.3, ENSACAG00000008328.3	ENSXETG00000017595.1
OG0003728	ENSACAG00000027313.1	ENSXETG00000010248.1
OG0003729	ENSACAG00000026359.2	ENSXETG00000010251.1
OG0003730	ENSACAG00000007210.3	ENSXETG00000001205.1
OG0003731	ENSACAG00000006751.3	ENSXETG00000003123.1
OG0003732	ENSACAG00000006766.2	ENSXETG00000003034.1
OG0003733	ENSACAG00000014749.2	ENSXETG00000009688.1
OG0003734	ENSACAG00000011462.3	ENSXETG00000001551.1
OG0003736	ENSACAG00000014735.2	ENSXETG00000008063.1
OG0003737	ENSACAG00000008356.3	ENSXETG00000000393.1
OG0003738	ENSACAG00000001111.2	ENSXETG00000009619.1
OG0003739	ENSACAG00000009625.3, ENSACAG00000022881.2	ENSXETG00000020108.1
OG0003740	ENSACAG00000009743.3	ENSXETG00000003834.1
OG0003741	ENSACAG00000028757.1	ENSXETG00000001451.1
OG0003742	ENSACAG00000005730.3, ENSACAG00000026636.2	ENSXETG00000010197.1
OG0003743	ENSACAG00000011589.2	ENSXETG00000001572.1
OG0003744	ENSACAG00000017249.2	ENSXETG00000019686.1
OG0003745	ENSACAG00000008600.3	ENSXETG00000016335.1
OG0003746	ENSACAG00000010387.3, ENSACAG00000006370.3	ENSXETG00000001963.1
OG0003747	ENSACAG00000016136.3	ENSXETG00000015586.1
OG0003748	ENSACAG00000017160.3	ENSXETG00000012212.1
OG0003749	ENSACAG00000006101.3	ENSXETG00000018504.1
OG0003750	ENSACAG00000012306.3	ENSXETG00000002722.1
OG0003751	ENSACAG00000006026.2	ENSXETG00000011906.1
OG0003751	ENSACAG00000005574.2	ENSXETG00000003356.1
OG0003752	ENSACAG00000002220.2, ENSACAG00000002310.3	ENSXETG00000001542.1
OG0003753	ENSACAG00000009593.3, ENSACAG00000023330.1	ENSXETG00000006590.1
OG0003754	ENSACAG00000010993.3	ENSXETG00000004518.1
OG0003755	ENSACAG00000006507.3	ENSXETG00000001626.1
OG0003756	ENSACAG00000016678.3, ENSACAG00000022113.2	ENSXETG00000006799.1
OG0003757	ENSACAG00000002003.3	ENSXETG00000003538.1
OG0003758	ENSACAG00000001310.3, ENSACAG00000029100.1	ENSXETG00000017008.1
OG0003759	ENSACAG00000009133.3, ENSACAG00000028545.1	ENSXETG00000011790.1
OG0003760	ENSACAG00000002177.3	ENSXETG00000002814.1
OG0003761	ENSACAG00000002921.3	ENSXETG00000015639.1
OG0003762	ENSACAG00000002796.3	ENSXETG00000007320.1
OG0003763	ENSACAG00000016634.3	ENSXETG00000018872.1
OG0003764	ENSACAG00000015899.2	ENSXETG00000018191.1
OG0003765	ENSACAG00000013579.1	ENSXETG00000007364.1
OG0003766	ENSACAG00000016621.3	ENSXETG00000009606.1
OG0003767	ENSACAG00000029289.1	ENSXETG00000005108.1
OG0003768	ENSACAG00000000298.3, ENSACAG00000025536.2	ENSXETG00000004934.1
OG0003769	ENSACAG00000001875.3	ENSXETG00000010386.1
OG0003770	ENSACAG00000015506.3	ENSXETG00000015191.1
OG0003771	ENSACAG00000002577.3	ENSXETG00000010905.1
OG0003772	ENSACAG00000012516.3	ENSXETG00000010598.1
OG0003773	ENSACAG00000001811.2	ENSXETG00000016875.1
OG0003774	ENSACAG00000008839.2	ENSXETG00000003570.1, ENSXETG00000002210.1
OG0003775	ENSACAG00000003946.3, ENSACAG00000025630.2	ENSXETG00000013023.1
OG0003776	ENSACAG00000015042.3	ENSXETG00000003543.1
OG0003777	ENSACAG00000006166.2	ENSXETG00000000813.1
OG0003778	ENSACAG00000006873.2	ENSXETG00000020063.1
OG0003779	ENSACAG00000011686.2	ENSXETG00000005397.1
OG0003780	ENSACAG00000000216.3	ENSXETG00000017609.1
OG0003781	ENSACAG00000006176.3	ENSXETG00000000766.1
OG0003782	ENSACAG00000012704.2	ENSXETG00000000160.1
OG0003783	ENSACAG00000003536.1	ENSXETG00000005376.1
OG0003784	ENSACAG00000012077.3	ENSXETG00000018043.1
OG0003785	ENSACAG00000014522.3	ENSXETG00000002262.1
OG0003786	ENSACAG00000001855.3, ENSACAG00000027177.1	ENSXETG00000000709.1
OG0003787	ENSACAG00000027644.1	ENSXETG00000006964.1, ENSXETG00000006971.1
OG0003788	ENSACAG00000012891.3, ENSACAG00000003223.3	ENSXETG00000008929.1
OG0003789	ENSACAG00000012490.3	ENSXETG00000016326.1
OG0003790	ENSACAG00000012399.3	ENSXETG00000019489.1
OG0003791	ENSACAG00000008289.2	ENSXETG00000014416.1
OG0003792	ENSACAG00000001990.2	ENSXETG00000008259.1
OG0003793	ENSACAG00000008296.3	ENSXETG00000020230.1
OG0003795	ENSACAG00000025553.2, ENSACAG00000029456.1	ENSXETG00000016223.1
OG0003796	ENSACAG00000001073.3	ENSXETG00000004839.1
OG0003797	ENSACAG00000015267.2	ENSXETG00000012171.1
OG0003798	ENSACAG00000013264.3	ENSXETG00000000213.1
OG0003799	ENSACAG00000004392.3	ENSXETG00000013078.1
OG0003800	ENSACAG00000005321.3, ENSACAG00000026583.1	ENSXETG00000002480.1
OG0003801	ENSACAG00000000745.3	ENSXETG00000010204.1, ENSXETG00000010218.1
OG0003802	ENSACAG00000007751.2, ENSACAG00000008748.2	ENSXETG00000018627.1
OG0003803	ENSACAG00000004430.3	ENSXETG00000006810.1
OG0003804	ENSACAG00000008856.3	ENSXETG00000016312.1
OG0003805	ENSACAG00000026142.2, ENSACAG00000013334.2	ENSXETG00000001391.1
OG0003806	ENSACAG00000012302.3	ENSXETG00000019567.1
OG0003807	ENSACAG00000010844.3, ENSACAG00000010887.3	ENSXETG00000003412.1
OG0003808	ENSACAG00000007899.2	ENSXETG00000000273.1
OG0003809	ENSACAG00000012380.2	ENSXETG00000009402.1
OG0003810	ENSACAG00000004917.3	ENSXETG00000015807.1
OG0003811	ENSACAG00000010646.2	ENSXETG00000020976.1
OG0003812	ENSACAG00000006866.2	ENSXETG00000020669.1
OG0003813	ENSACAG00000011936.3	ENSXETG00000012458.1
OG0003814	ENSACAG00000008809.3	ENSXETG00000021135.1, ENSXETG00000006844.1
OG0003815	ENSACAG00000011944.3	ENSXETG00000003311.1
OG0003816	ENSACAG00000003392.3	ENSXETG00000011717.1
OG0003817	ENSACAG00000007651.3	ENSXETG00000010782.1, ENSXETG00000008195.1
OG0003818	ENSACAG00000012317.3	ENSXETG00000000161.1
OG0003819	ENSACAG00000006275.3	ENSXETG00000017908.1
OG0003820	ENSACAG00000009931.3	ENSXETG00000016466.1
OG0003821	ENSACAG00000028678.1	ENSXETG00000018565.1
OG0003822	ENSACAG00000003279.3	ENSXETG00000000497.1
OG0003823	ENSACAG00000028950.1	ENSXETG00000004669.1
OG0003824	ENSACAG00000005047.3	ENSXETG00000003130.1
OG0003825	ENSACAG00000010504.3	ENSXETG00000019419.1
OG0003826	ENSACAG00000005851.3	ENSXETG00000003862.1
OG0003827	ENSACAG00000028860.1	ENSXETG00000007652.1
OG0003828	ENSACAG00000013846.2	ENSXETG00000018208.1
OG0003829	ENSACAG00000017538.2, ENSACAG00000029310.1	ENSXETG00000009007.1
OG0003830	ENSACAG00000000206.3	ENSXETG00000005416.1
OG0003831	ENSACAG00000006665.3	ENSXETG00000005034.1, ENSXETG00000004645.1
OG0003832	ENSACAG00000002571.3	ENSXETG00000007976.1
OG0003834	ENSACAG00000015662.3	ENSXETG00000015364.1
OG0003835	ENSACAG00000027046.2	ENSXETG00000000549.1
OG0003836	ENSACAG00000014266.2	ENSXETG00000013499.1
OG0003837	ENSACAG00000009401.2	ENSXETG00000019905.1
OG0003838	ENSACAG00000008571.3	ENSXETG00000007941.1
OG0003839	ENSACAG00000014182.3	ENSXETG00000018010.1
OG0003840	ENSACAG00000004401.3	ENSXETG00000010093.1
OG0003841	ENSACAG00000000515.3	ENSXETG00000010781.1
OG0003842	ENSACAG00000001905.3	ENSXETG00000012494.1
OG0003843	ENSACAG00000002101.2	ENSXETG00000016279.1
OG0003844	ENSACAG00000013614.2	ENSXETG00000005829.1
OG0003845	ENSACAG00000011262.3, ENSACAG00000023907.1	ENSXETG00000020643.1
OG0003846	ENSACAG00000017848.3	ENSXETG00000008684.1
OG0003847	ENSACAG00000017012.3, ENSACAG00000022608.2	ENSXETG00000001864.1
OG0003848	ENSACAG00000016967.3	ENSXETG00000016744.1
OG0003849	ENSACAG00000001353.3	ENSXETG00000006701.1
OG0003850	ENSACAG00000026003.2, ENSACAG00000014894.3	ENSXETG00000015691.1
OG0003851	ENSACAG00000016364.3	ENSXETG00000003263.1, ENSXETG00000007611.1
OG0003852	ENSACAG00000004290.2	ENSXETG00000000768.1
OG0003853	ENSACAG00000028292.1, ENSACAG00000004439.3	ENSXETG00000000328.1
OG0003854	ENSACAG00000004837.1	ENSXETG00000002988.1
OG0003855	ENSACAG00000015968.3	ENSXETG00000004417.1
OG0003856	ENSACAG00000006740.3	ENSXETG00000012311.1
OG0003858	ENSACAG00000015263.3	ENSXETG00000019217.1
OG0003859	ENSACAG00000015051.3	ENSXETG00000004909.1
OG0003860	ENSACAG00000014213.3	ENSXETG00000004183.1
OG0003861	ENSACAG00000014034.3	ENSXETG00000009396.1
OG0003863	ENSACAG00000013859.3	ENSXETG00000008310.1
OG0003864	ENSACAG00000016117.3, ENSACAG00000027671.1	ENSXETG00000019935.1, ENSXETG00000005756.1
OG0003865	ENSACAG00000006657.3	ENSXETG00000008201.1
OG0003866	ENSACAG00000015665.2	ENSXETG00000010675.1
OG0003867	ENSACAG00000004314.3, ENSACAG00000024973.1	ENSXETG00000008457.1
OG0003868	ENSACAG00000006992.3	ENSXETG00000011031.1
OG0003869	ENSACAG00000015600.3	ENSXETG00000006890.1
OG0003870	ENSACAG00000013370.3	ENSXETG00000004687.1
OG0003872	ENSACAG00000005955.1, ENSACAG00000005959.2	ENSXETG00000005566.1
OG0003873	ENSACAG00000015502.3	ENSXETG00000020918.1
OG0003874	ENSACAG00000000181.2	ENSXETG00000010339.1
OG0003875	ENSACAG00000025898.1	ENSXETG00000018284.1
OG0003875	ENSACAG00000013375.3	ENSXETG00000019940.1
OG0003877	ENSACAG00000008030.3	ENSXETG00000004750.1
OG0003878	ENSACAG00000007458.3	ENSXETG00000014899.1
OG0003879	ENSACAG00000010902.3	ENSXETG00000003910.1, ENSXETG00000003976.1
OG0003880	ENSACAG00000007014.3	ENSXETG00000009684.1
OG0003881	ENSACAG00000000295.3	ENSXETG00000018853.1
OG0003882	ENSACAG00000017662.3, ENSACAG00000010820.3	ENSXETG00000015067.1
OG0003883	ENSACAG00000017650.3	ENSXETG00000015352.1
OG0003884	ENSACAG00000026001.1	ENSXETG00000002306.1
OG0003885	ENSACAG00000022279.2	ENSXETG00000019045.1
OG0003886	ENSACAG00000007309.2	ENSXETG00000009086.1
OG0003887	ENSACAG00000007802.3	ENSXETG00000005429.1
OG0003888	ENSACAG00000024110.1	ENSXETG00000010200.1
OG0003889	ENSACAG00000011753.3	ENSXETG00000008570.1
OG0003890	ENSACAG00000007999.2	ENSXETG00000011332.1
OG0003891	ENSACAG00000008004.2	ENSXETG00000011287.1
OG0003892	ENSACAG00000014196.3	ENSXETG00000017897.1
OG0003893	ENSACAG00000016620.3	ENSXETG00000004221.1
OG0003894	ENSACAG00000016643.3	ENSXETG00000004186.1
OG0003895	ENSACAG00000024767.1, ENSACAG00000024658.2, ENSACAG00000006735.3	ENSXETG00000010116.1
OG0003896	ENSACAG00000012152.2	ENSXETG00000018816.1
OG0003897	ENSACAG00000009761.2, ENSACAG00000005374.3	ENSXETG00000007189.1
OG0003898	ENSACAG00000012972.2	ENSXETG00000014909.1
OG0003899	ENSACAG00000007640.3	ENSXETG00000000038.1
OG0003900	ENSACAG00000026750.2, ENSACAG00000007373.3	ENSXETG00000011263.1
OG0003901	ENSACAG00000009773.3	ENSXETG00000014895.1
OG0003902	ENSACAG00000026913.1	ENSXETG00000001909.1
OG0003903	ENSACAG00000010026.3	ENSXETG00000011223.1
OG0003904	ENSACAG00000010022.3	ENSXETG00000020687.1
OG0003905	ENSACAG00000011481.3	ENSXETG00000015739.1
OG0003906	ENSACAG00000009985.2	ENSXETG00000017417.1
OG0003907	ENSACAG00000002006.2	ENSXETG00000012976.1
OG0003908	ENSACAG00000015440.3	ENSXETG00000006251.1, ENSXETG00000013948.1
OG0003909	ENSACAG00000002395.3	ENSXETG00000014304.1
OG0003910	ENSACAG00000024096.2	ENSXETG00000006538.1
OG0003911	ENSACAG00000005914.3	ENSXETG00000013278.1
OG0003912	ENSACAG00000009686.3	ENSXETG00000006762.1
OG0003913	ENSACAG00000005746.2, ENSACAG00000022007.1	ENSXETG00000006692.1
OG0003914	ENSACAG00000006252.3	ENSXETG00000019726.1
OG0003915	ENSACAG00000007577.3	ENSXETG00000020577.1
OG0003916	ENSACAG00000006310.3	ENSXETG00000018564.1
OG0003917	ENSACAG00000011615.3	ENSXETG00000011564.1
OG0003918	ENSACAG00000011161.2	ENSXETG00000013915.1
OG0003919	ENSACAG00000013573.3	ENSXETG00000013844.1
OG0003920	ENSACAG00000008522.2, ENSACAG00000025662.1	ENSXETG00000020122.1
OG0003921	ENSACAG00000023451.2, ENSACAG00000004082.3	ENSXETG00000019267.1
OG0003922	ENSACAG00000009825.3	ENSXETG00000001599.1
OG0003923	ENSACAG00000012899.2	ENSXETG00000011601.1
OG0003924	ENSACAG00000013198.3	ENSXETG00000019116.1
OG0003925	ENSACAG00000002636.3	ENSXETG00000019258.1
OG0003926	ENSACAG00000009398.1, ENSACAG00000004797.3	ENSXETG00000019520.1
OG0003927	ENSACAG00000002642.3	ENSXETG00000021118.1
