Orthogroup	M_musculus.pep	C_familiaris.pep
OG0000514	ENSMUSG00000048264.16	ENSCAFG00000005624.5
OG0000514	ENSMUSG00000020231.15	ENSCAFG00000046312.1
OG0000514	ENSMUSG00000023026.16	ENSCAFG00000008039.4
OG0000515	ENSMUSG00000023944.14	ENSCAFG00000049365.1, ENSCAFG00000041148.1, ENSCAFG00000046815.1
OG0000516	ENSMUSG00000037217.15	ENSCAFG00000015146.5
OG0000516	ENSMUSG00000009394.13	ENSCAFG00000004994.5
OG0000516	ENSMUSG00000059602.14	ENSCAFG00000001752.4
OG0000517	ENSMUSG00000052560.15	ENSCAFG00000010406.4
OG0000517	ENSMUSG00000024008.16	ENSCAFG00000001423.5
OG0000517	ENSMUSG00000030270.11	ENSCAFG00000005432.4
OG0000518	ENSMUSG00000034171.13	ENSCAFG00000004254.4
OG0000519	ENSMUSG00000025422.10	ENSCAFG00000000273.6
OG0000519	ENSMUSG00000023353.14	ENSCAFG00000004773.4
OG0000519	ENSMUSG00000055013.16	ENSCAFG00000012092.4
OG0000520	ENSMUSG00000060450.14	ENSCAFG00000006241.4
OG0000521	ENSMUSG00000006529.16	ENSCAFG00000008867.4
OG0000521	ENSMUSG00000006522.17	ENSCAFG00000015068.5
OG0000522	ENSMUSG00000074141.13	ENSCAFG00000003439.4
OG0000522	ENSMUSG00000069873.4, ENSMUSG00000024903.10	ENSCAFG00000002491.3
OG0000523	ENSMUSG00000059326.7	ENSCAFG00000011041.5
OG0000523	ENSMUSG00000068758.8	ENSCAFG00000011047.4
OG0000523	ENSMUSG00000005364.11	ENSCAFG00000005991.5
OG0000524	ENSMUSG00000066263.10	ENSCAFG00000006194.4
OG0000524	ENSMUSG00000080751.1, ENSMUSG00000073937.2	ENSCAFG00000006191.3
OG0000524	ENSMUSG00000110008.5, ENSMUSG00000048469.6, ENSMUSG00000110122.1	ENSCAFG00000049994.1
OG0000524	ENSMUSG00000051340.6	ENSCAFG00000006218.3
OG0000524	ENSMUSG00000110012.2, ENSMUSG00000090219.3	ENSCAFG00000049153.1
OG0000524	ENSMUSG00000073932.2	ENSCAFG00000030470.1
OG0000525	ENSMUSG00000051095.7	ENSCAFG00000011501.4
OG0000527	ENSMUSG00000063998.4, ENSMUSG00000069294.2, ENSMUSG00000101578.2, ENSMUSG00000071491.2, ENSMUSG00000084136.4, ENSMUSG00000099611.2, ENSMUSG00000082316.4, ENSMUSG00000101073.2, ENSMUSG00000061296.2, ENSMUSG00000071493.5, ENSMUSG00000100296.2, ENSMUSG00000069289.2, ENSMUSG00000060024.2, ENSMUSG00000061829.4, ENSMUSG00000069292.4, ENSMUSG00000071490.5, ENSMUSG00000095916.2, ENSMUSG00000061376.2, ENSMUSG00000096099.2, ENSMUSG00000115791.1, ENSMUSG00000061022.5, ENSMUSG00000069299.2, ENSMUSG00000069295.2	ENSCAFG00000045422.1
OG0000533	ENSMUSG00000015759.11	ENSCAFG00000028645.2
OG0000533	ENSMUSG00000024873.7	ENSCAFG00000012831.4
OG0000535	ENSMUSG00000063142.15	ENSCAFG00000015465.5
OG0000535	ENSMUSG00000031576.16	ENSCAFG00000028535.3
OG0000536	ENSMUSG00000038371.15	ENSCAFG00000007500.4
OG0000536	ENSMUSG00000036529.17	ENSCAFG00000000612.4
OG0000537	ENSMUSG00000068917.12	ENSCAFG00000016969.4
OG0000537	ENSMUSG00000032316.8	ENSCAFG00000017904.5
OG0000538	ENSMUSG00000038357.10	ENSCAFG00000012896.3
OG0000539	ENSMUSG00000093550.7	ENSCAFG00000042135.1
OG0000539	ENSMUSG00000038412.8	ENSCAFG00000049617.1, ENSCAFG00000031852.2, ENSCAFG00000003974.3, ENSCAFG00000049493.1
OG0000540	ENSMUSG00000056184.5	ENSCAFG00000044674.1
OG0000540	ENSMUSG00000051793.4	ENSCAFG00000049564.1
OG0000540	ENSMUSG00000032987.9, ENSMUSG00000063780.7	ENSCAFG00000047287.1, ENSCAFG00000049012.1, ENSCAFG00000042239.1, ENSCAFG00000046441.1
OG0000541	ENSMUSG00000059146.12	ENSCAFG00000011457.5
OG0000541	ENSMUSG00000055254.15	ENSCAFG00000001380.4
OG0000542	ENSMUSG00000032249.14	ENSCAFG00000017502.5
OG0000543	ENSMUSG00000038094.15	ENSCAFG00000014158.4
OG0000543	ENSMUSG00000048939.13	ENSCAFG00000031774.2
OG0000544	ENSMUSG00000057530.14	ENSCAFG00000014920.4
OG0000544	ENSMUSG00000022842.18	ENSCAFG00000012533.5
OG0000545	ENSMUSG00000001774.8	ENSCAFG00000004292.4
OG0000545	ENSMUSG00000031312.5	ENSCAFG00000017081.4
OG0000546	ENSMUSG00000028955.3	ENSCAFG00000031447.2
OG0000547	ENSMUSG00000070369.13	ENSCAFG00000016881.4
OG0000548	ENSMUSG00000073894.1	ENSCAFG00000045275.1, ENSCAFG00000030853.2
OG0000548	ENSMUSG00000037070.10, ENSMUSG00000049235.8	ENSCAFG00000018962.4
OG0000548	ENSMUSG00000031134.16	ENSCAFG00000007544.4
OG0000549	ENSMUSG00000041556.8	ENSCAFG00000016590.4
OG0000549	ENSMUSG00000055401.14	ENSCAFG00000029614.2
OG0000550	ENSMUSG00000069117.4	ENSCAFG00000000950.4
OG0000551	ENSMUSG00000022868.6	ENSCAFG00000013568.4
OG0000553	ENSMUSG00000028185.12	ENSCAFG00000020313.4
OG0000553	ENSMUSG00000003812.13	ENSCAFG00000017115.5
OG0000554	ENSMUSG00000026175.12	ENSCAFG00000014686.5
OG0000554	ENSMUSG00000025432.11	ENSCAFG00000000297.4
OG0000555	ENSMUSG00000028370.7	ENSCAFG00000003488.3
OG0000555	ENSMUSG00000073530.11	ENSCAFG00000014225.5
OG0000556	ENSMUSG00000025162.18	ENSCAFG00000006059.5
OG0000557	ENSMUSG00000009079.16	ENSCAFG00000017391.3, ENSCAFG00000044178.1, ENSCAFG00000012160.5
OG0000558	ENSMUSG00000020516.15	ENSCAFG00000017679.4
OG0000558	ENSMUSG00000097721.8, ENSMUSG00000024830.17	ENSCAFG00000011590.5
OG0000559	ENSMUSG00000026950.18	ENSCAFG00000005717.5
OG0000560	ENSMUSG00000041697.8	ENSCAFG00000047633.1, ENSCAFG00000028679.2, ENSCAFG00000013550.3
OG0000560	ENSMUSG00000030785.8	ENSCAFG00000016887.4
OG0000561	ENSMUSG00000029640.17	ENSCAFG00000006816.4
OG0000561	ENSMUSG00000054814.14	ENSCAFG00000002014.5
OG0000562	ENSMUSG00000103034.1	ENSCAFG00000047016.1, ENSCAFG00000041666.1
OG0000562	ENSMUSG00000068240.5	ENSCAFG00000018652.3
OG0000563	ENSMUSG00000062949.13, ENSMUSG00000108408.1	ENSCAFG00000019020.5
OG0000563	ENSMUSG00000031441.15	ENSCAFG00000006199.4
OG0000564	ENSMUSG00000033813.15	ENSCAFG00000006970.4
OG0000564	ENSMUSG00000059540.15	ENSCAFG00000013179.4
OG0000565	ENSMUSG00000036432.8	ENSCAFG00000049434.1
OG0000565	ENSMUSG00000040749.11, ENSMUSG00000036840.5	ENSCAFG00000010013.4
OG0000566	ENSMUSG00000009900.7	ENSCAFG00000001179.4
OG0000567	ENSMUSG00000060036.14	ENSCAFG00000001346.4
OG0000567	ENSMUSG00000002500.15	ENSCAFG00000047824.1
OG0000568	ENSMUSG00000020399.14	ENSCAFG00000032010.2
OG0000568	ENSMUSG00000046974.6, ENSMUSG00000078924.1, ENSMUSG00000064010.12, ENSMUSG00000040405.13, ENSMUSG00000040413.15, ENSMUSG00000055546.6	ENSCAFG00000023455.4
OG0000569	ENSMUSG00000031529.5	ENSCAFG00000006632.5
OG0000569	ENSMUSG00000024811.11	ENSCAFG00000007302.6
OG0000570	ENSMUSG00000054764.9	ENSCAFG00000047663.1
OG0000570	ENSMUSG00000050901.6	ENSCAFG00000004246.4
OG0000571	ENSMUSG00000033610.16	ENSCAFG00000007165.5
OG0000571	ENSMUSG00000018846.8	ENSCAFG00000017049.5
OG0000572	ENSMUSG00000027668.13	ENSCAFG00000011308.5
OG0000572	ENSMUSG00000029020.13	ENSCAFG00000016472.4
OG0000573	ENSMUSG00000052298.12	ENSCAFG00000000737.5
OG0000573	ENSMUSG00000046722.14	ENSCAFG00000012392.3
OG0000574	ENSMUSG00000040136.10	ENSCAFG00000008779.5
OG0000574	ENSMUSG00000030249.15	ENSCAFG00000012066.5
OG0000575	ENSMUSG00000063358.17	ENSCAFG00000015421.5
OG0000575	ENSMUSG00000063065.13	ENSCAFG00000017108.4, ENSCAFG00000031581.2
OG0000576	ENSMUSG00000038811.13	ENSCAFG00000016918.3
OG0000576	ENSMUSG00000029663.10	ENSCAFG00000002044.3
OG0000577	ENSMUSG00000029622.16	ENSCAFG00000015081.4, ENSCAFG00000010021.3
OG0000577	ENSMUSG00000029621.14	ENSCAFG00000015094.5
OG0000578	ENSMUSG00000006335.16	ENSCAFG00000002701.4
OG0000579	ENSMUSG00000091345.9	ENSCAFG00000006046.5
OG0000579	ENSMUSG00000043719.14	ENSCAFG00000006035.4
OG0000579	ENSMUSG00000032572.9	ENSCAFG00000024259.4
OG0000580	ENSMUSG00000004872.15	ENSCAFG00000016041.4
OG0000580	ENSMUSG00000028736.13	ENSCAFG00000015539.4
OG0000581	ENSMUSG00000045179.9	ENSCAFG00000019026.4
OG0000582	ENSMUSG00000039536.16	ENSCAFG00000011347.5
OG0000583	ENSMUSG00000032402.12	ENSCAFG00000017388.4
OG0000583	ENSMUSG00000024563.16	ENSCAFG00000017567.4
OG0000584	ENSMUSG00000020463.15	ENSCAFG00000002860.4
OG0000584	ENSMUSG00000041846.15	ENSCAFG00000017570.4
OG0000585	ENSMUSG00000008822.15	ENSCAFG00000015933.4, ENSCAFG00000042895.1
OG0000586	ENSMUSG00000004791.7	ENSCAFG00000016995.4
OG0000586	ENSMUSG00000023951.17	ENSCAFG00000001938.5
OG0000587	ENSMUSG00000050211.14	ENSCAFG00000024908.3
OG0000588	ENSMUSG00000026621.13	ENSCAFG00000011336.4
OG0000589	ENSMUSG00000054640.15	ENSCAFG00000023592.4
OG0000590	ENSMUSG00000067925.4, ENSMUSG00000067924.4, ENSMUSG00000116363.1, ENSMUSG00000116103.1, ENSMUSG00000115995.1, ENSMUSG00000051851.5	ENSCAFG00000041731.1, ENSCAFG00000032662.2
OG0000590	ENSMUSG00000057615.5	ENSCAFG00000019027.3
OG0000591	ENSMUSG00000051593.4	ENSCAFG00000032686.1, ENSCAFG00000002679.2
OG0000591	ENSMUSG00000111338.1	ENSCAFG00000031114.1, ENSCAFG00000032008.1, ENSCAFG00000032491.2
OG0000591	ENSMUSG00000111611.1, ENSMUSG00000110970.2	ENSCAFG00000029096.1, ENSCAFG00000031867.2
OG0000592	ENSMUSG00000073972.2	ENSCAFG00000029307.1
OG0000592	ENSMUSG00000073971.3	ENSCAFG00000030668.1
OG0000592	ENSMUSG00000073924.5	ENSCAFG00000006289.4
OG0000592	ENSMUSG00000073973.4	ENSCAFG00000049319.1, ENSCAFG00000046859.1
OG0000593	ENSMUSG00000045340.4, ENSMUSG00000058132.5, ENSMUSG00000066803.2, ENSMUSG00000091539.2, ENSMUSG00000098947.2, ENSMUSG00000115466.1, ENSMUSG00000115072.1, ENSMUSG00000096735.3, ENSMUSG00000106893.1, ENSMUSG00000095864.2, ENSMUSG00000043308.2, ENSMUSG00000115267.1, ENSMUSG00000115744.1, ENSMUSG00000047655.2, ENSMUSG00000051687.2, ENSMUSG00000095430.3, ENSMUSG00000061602.3, ENSMUSG00000066804.3, ENSMUSG00000115027.1	ENSCAFG00000044077.1, ENSCAFG00000043119.1
OG0000594	ENSMUSG00000075139.3, ENSMUSG00000075137.4	ENSCAFG00000008142.2
OG0000594	ENSMUSG00000080713.3, ENSMUSG00000083855.6	ENSCAFG00000048971.1
OG0000594	ENSMUSG00000075128.7	ENSCAFG00000049634.1, ENSCAFG00000046406.1
OG0000594	ENSMUSG00000075140.4	ENSCAFG00000008139.4
OG0000601	ENSMUSG00000025094.8	ENSCAFG00000011950.4
OG0000601	ENSMUSG00000036330.12	ENSCAFG00000010147.4
OG0000602	ENSMUSG00000021494.9	ENSCAFG00000016304.5
OG0000602	ENSMUSG00000021495.10	ENSCAFG00000016293.5
OG0000603	ENSMUSG00000028465.16	ENSCAFG00000002154.5
OG0000603	ENSMUSG00000052698.15	ENSCAFG00000016905.4
OG0000604	ENSMUSG00000092232.1, ENSMUSG00000089682.10	ENSCAFG00000011482.5
OG0000605	ENSMUSG00000036139.6	ENSCAFG00000044287.1
OG0000605	ENSMUSG00000038227.15	ENSCAFG00000002961.2
OG0000606	ENSMUSG00000020475.3	ENSCAFG00000002877.4
OG0000607	ENSMUSG00000009350.13	ENSCAFG00000017474.6
OG0000607	ENSMUSG00000052234.2	ENSCAFG00000049763.1
OG0000607	ENSMUSG00000009356.12	ENSCAFG00000024533.3
OG0000608	ENSMUSG00000028670.14	ENSCAFG00000013210.4
OG0000610	ENSMUSG00000095388.7, ENSMUSG00000095143.5, ENSMUSG00000090817.7, ENSMUSG00000038092.6, ENSMUSG00000063730.13, ENSMUSG00000062410.14, ENSMUSG00000027869.14, ENSMUSG00000027871.16	ENSCAFG00000010039.4
OG0000611	ENSMUSG00000032310.4	ENSCAFG00000017941.4
OG0000611	ENSMUSG00000032315.6	ENSCAFG00000017937.4
OG0000612	ENSMUSG00000056222.15	ENSCAFG00000032668.2
OG0000612	ENSMUSG00000054162.15	ENSCAFG00000008936.5
OG0000613	ENSMUSG00000020483.14	ENSCAFG00000017436.4
OG0000613	ENSMUSG00000009013.5, ENSMUSG00000064063.6	ENSCAFG00000046342.1
OG0000614	ENSMUSG00000059316.2	ENSCAFG00000020063.5
OG0000614	ENSMUSG00000031808.7	ENSCAFG00000015315.4
OG0000615	ENSMUSG00000031353.13	ENSCAFG00000012688.5
OG0000615	ENSMUSG00000057236.10	ENSCAFG00000010527.4, ENSCAFG00000009894.3
OG0000616	ENSMUSG00000024036.16	ENSCAFG00000010450.5
OG0000616	ENSMUSG00000032122.15	ENSCAFG00000010949.5
OG0000617	ENSMUSG00000040653.6	ENSCAFG00000000402.4
OG0000617	ENSMUSG00000056612.7	ENSCAFG00000014567.4
OG0000617	ENSMUSG00000073730.2	ENSCAFG00000001830.3
OG0000618	ENSMUSG00000069707.1	ENSCAFG00000030901.1
OG0000620	ENSMUSG00000032220.10	ENSCAFG00000016635.4
OG0000620	ENSMUSG00000024300.17	ENSCAFG00000018540.4
OG0000621	ENSMUSG00000000805.18	ENSCAFG00000017829.4
OG0000622	ENSMUSG00000032261.16	ENSCAFG00000002824.4
OG0000622	ENSMUSG00000031246.14	ENSCAFG00000017353.5
OG0000623	ENSMUSG00000038765.13	ENSCAFG00000030076.2
OG0000623	ENSMUSG00000026686.14	ENSCAFG00000013317.4
OG0000624	ENSMUSG00000026764.15	ENSCAFG00000005610.4
OG0000624	ENSMUSG00000006740.14	ENSCAFG00000004076.4
OG0000625	ENSMUSG00000116152.1, ENSMUSG00000067261.4	ENSCAFG00000023383.4
OG0000626	ENSMUSG00000022311.15	ENSCAFG00000000786.5
OG0000626	ENSMUSG00000060924.15	ENSCAFG00000008686.5
OG0000627	ENSMUSG00000021794.16	ENSCAFG00000016095.4, ENSCAFG00000004229.4
OG0000628	ENSMUSG00000048775.10	ENSCAFG00000023050.3
OG0000628	ENSMUSG00000058017.6, ENSMUSG00000044594.14, ENSMUSG00000073601.2, ENSMUSG00000073602.10	ENSCAFG00000000062.4
OG0000629	ENSMUSG00000022292.16	ENSCAFG00000000602.4
OG0000629	ENSMUSG00000020649.11	ENSCAFG00000003409.4
OG0000630	ENSMUSG00000071379.2	ENSCAFG00000031890.2
OG0000631	ENSMUSG00000046329.14	ENSCAFG00000018643.5
OG0000631	ENSMUSG00000027880.6, ENSMUSG00000040322.10	ENSCAFG00000041140.1
OG0000632	ENSMUSG00000024397.14	ENSCAFG00000032693.2
OG0000632	ENSMUSG00000001864.13	ENSCAFG00000019926.4
OG0000633	ENSMUSG00000045193.13	ENSCAFG00000019506.4
OG0000633	ENSMUSG00000031167.16	ENSCAFG00000015485.4, ENSCAFG00000048437.1, ENSCAFG00000016002.4
OG0000634	ENSMUSG00000010097.15	ENSCAFG00000015594.5
OG0000635	ENSMUSG00000029664.10	ENSCAFG00000002040.4
OG0000636	ENSMUSG00000058620.5	ENSCAFG00000006805.5
OG0000636	ENSMUSG00000033717.6	ENSCAFG00000010840.4
OG0000636	ENSMUSG00000045318.6	ENSCAFG00000014602.5
OG0000637	ENSMUSG00000036278.7	ENSCAFG00000014712.5
OG0000637	ENSMUSG00000068205.14	ENSCAFG00000046699.1
OG0000638	ENSMUSG00000020402.11	ENSCAFG00000000985.5
OG0000639	ENSMUSG00000068798.10	ENSCAFG00000013686.5
OG0000639	ENSMUSG00000052681.8	ENSCAFG00000000415.4
OG0000640	ENSMUSG00000020401.6	ENSCAFG00000017574.4
OG0000640	ENSMUSG00000091017.1	ENSCAFG00000046952.1, ENSCAFG00000012347.4
OG0000640	ENSMUSG00000056987.8	ENSCAFG00000016336.4
OG0000641	ENSMUSG00000035027.18	ENSCAFG00000019138.4
OG0000641	ENSMUSG00000004936.8	ENSCAFG00000017298.5
OG0000642	ENSMUSG00000033826.10	ENSCAFG00000001518.5
OG0000642	ENSMUSG00000022262.8	ENSCAFG00000009850.6
OG0000643	ENSMUSG00000011148.14	ENSCAFG00000018342.4
OG0000643	ENSMUSG00000015961.8	ENSCAFG00000015815.4
OG0000644	ENSMUSG00000022525.13	ENSCAFG00000030318.2
OG0000644	ENSMUSG00000060675.13	ENSCAFG00000015082.5
OG0000645	ENSMUSG00000029581.14	ENSCAFG00000016010.4
OG0000645	ENSMUSG00000025380.2	ENSCAFG00000005745.3
OG0000646	ENSMUSG00000016940.18	ENSCAFG00000004711.5
OG0000646	ENSMUSG00000016946.6	ENSCAFG00000019357.4
OG0000647	ENSMUSG00000037907.16	ENSCAFG00000018950.5
OG0000647	ENSMUSG00000005986.16	ENSCAFG00000011687.4
OG0000648	ENSMUSG00000102802.3	ENSCAFG00000025371.3
OG0000648	ENSMUSG00000068587.10	ENSCAFG00000003841.5
OG0000648	ENSMUSG00000027790.14	ENSCAFG00000014397.4
OG0000649	ENSMUSG00000042581.14	ENSCAFG00000047488.1
OG0000649	ENSMUSG00000032625.14	ENSCAFG00000002280.5
OG0000650	ENSMUSG00000035674.13	ENSCAFG00000030091.2, ENSCAFG00000049918.1, ENSCAFG00000002760.3, ENSCAFG00000002703.3
OG0000651	ENSMUSG00000037953.7	ENSCAFG00000029516.2
OG0000652	ENSMUSG00000044986.10	ENSCAFG00000001516.4
OG0000652	ENSMUSG00000071711.12	ENSCAFG00000001514.4
OG0000653	ENSMUSG00000020793.5	ENSCAFG00000005029.3
OG0000653	ENSMUSG00000114755.1	ENSCAFG00000001447.4
OG0000654	ENSMUSG00000034254.17	ENSCAFG00000000771.4
OG0000655	ENSMUSG00000033460.14	ENSCAFG00000023802.4
OG0000655	ENSMUSG00000033436.13	ENSCAFG00000017705.4
OG0000655	ENSMUSG00000049047.11	ENSCAFG00000017704.3
OG0000655	ENSMUSG00000038525.16	ENSCAFG00000004247.4
OG0000656	ENSMUSG00000027799.12	ENSCAFG00000006255.4
OG0000656	ENSMUSG00000028080.16	ENSCAFG00000007907.5
OG0000657	ENSMUSG00000054509.7	ENSCAFG00000007375.6
OG0000658	ENSMUSG00000044080.9	ENSCAFG00000047515.1
OG0000658	ENSMUSG00000021679.4, ENSMUSG00000033208.7	ENSCAFG00000012228.4
OG0000659	ENSMUSG00000032494.12	ENSCAFG00000042781.1, ENSCAFG00000049371.1
OG0000659	ENSMUSG00000026124.4	ENSCAFG00000024065.4
OG0000660	ENSMUSG00000062098.11	ENSCAFG00000030748.2
OG0000660	ENSMUSG00000002803.14	ENSCAFG00000018413.4
OG0000661	ENSMUSG00000034402.3	ENSCAFG00000032548.3
OG0000661	ENSMUSG00000058248.12	ENSCAFG00000012077.5
OG0000662	ENSMUSG00000020160.18	ENSCAFG00000003233.4
OG0000662	ENSMUSG00000027210.20	ENSCAFG00000008498.5
OG0000663	ENSMUSG00000019558.14	ENSCAFG00000019243.5, ENSCAFG00000049708.1
OG0000664	ENSMUSG00000023019.12	ENSCAFG00000008288.4
OG0000666	ENSMUSG00000097663.8, ENSMUSG00000058216.13	ENSCAFG00000046068.1
OG0000666	ENSMUSG00000038155.11, ENSMUSG00000097808.4, ENSMUSG00000097830.4, ENSMUSG00000060803.6	ENSCAFG00000025332.3
OG0000667	ENSMUSG00000020385.16	ENSCAFG00000000248.4
OG0000667	ENSMUSG00000026034.17	ENSCAFG00000011929.4
OG0000668	ENSMUSG00000007035.15	ENSCAFG00000000626.7
OG0000669	ENSMUSG00000073418.4	ENSCAFG00000000701.5
OG0000670	ENSMUSG00000015478.13	ENSCAFG00000000774.4
OG0000671	ENSMUSG00000075088.2	ENSCAFG00000032324.1
OG0000671	ENSMUSG00000075086.2, ENSMUSG00000111239.1, ENSMUSG00000110819.1, ENSMUSG00000075078.5, ENSMUSG00000075081.6, ENSMUSG00000075074.3, ENSMUSG00000075075.2, ENSMUSG00000111567.1, ENSMUSG00000075079.3, ENSMUSG00000111456.1, ENSMUSG00000111715.1, ENSMUSG00000111174.1, ENSMUSG00000111517.1, ENSMUSG00000075084.3, ENSMUSG00000075085.6	ENSCAFG00000041216.1, ENSCAFG00000049843.1
OG0000672	ENSMUSG00000046095.5	ENSCAFG00000015955.4
OG0000672	ENSMUSG00000043485.2, ENSMUSG00000057723.3, ENSMUSG00000035592.2, ENSMUSG00000048981.1	ENSCAFG00000041576.1, ENSCAFG00000046518.1, ENSCAFG00000023708.2, ENSCAFG00000043396.1
OG0000673	ENSMUSG00000096397.7	ENSCAFG00000043094.1, ENSCAFG00000044143.1
OG0000675	ENSMUSG00000079112.1, ENSMUSG00000043549.13	ENSCAFG00000041099.1
OG0000676	ENSMUSG00000062524.4	ENSCAFG00000023787.3
OG0000683	ENSMUSG00000052922.9	ENSCAFG00000008901.4
OG0000683	ENSMUSG00000016024.9	ENSCAFG00000025201.3, ENSCAFG00000008917.4
OG0000684	ENSMUSG00000050493.8	ENSCAFG00000010656.4
OG0000684	ENSMUSG00000035095.11	ENSCAFG00000007970.4
OG0000685	ENSMUSG00000032518.6	ENSCAFG00000006064.2, ENSCAFG00000005101.5, ENSCAFG00000049519.1, ENSCAFG00000008047.3, ENSCAFG00000017317.2, ENSCAFG00000016319.3
OG0000686	ENSMUSG00000020456.17	ENSCAFG00000003104.4
OG0000686	ENSMUSG00000021913.8	ENSCAFG00000006729.4
OG0000687	ENSMUSG00000029038.9	ENSCAFG00000014111.1, ENSCAFG00000048693.1
OG0000688	ENSMUSG00000032549.7	ENSCAFG00000029052.2
OG0000689	ENSMUSG00000070871.10	ENSCAFG00000013539.5
OG0000689	ENSMUSG00000024286.8	ENSCAFG00000003678.4
OG0000690	ENSMUSG00000028032.13	ENSCAFG00000011167.4
OG0000690	ENSMUSG00000024899.7	ENSCAFG00000015654.4
OG0000691	ENSMUSG00000026489.13	ENSCAFG00000016023.5
OG0000692	ENSMUSG00000020088.10	ENSCAFG00000014026.5
OG0000692	ENSMUSG00000020386.5	ENSCAFG00000031992.2
OG0000693	ENSMUSG00000027893.14	ENSCAFG00000019796.5
OG0000693	ENSMUSG00000029772.17	ENSCAFG00000001524.4
OG0000694	ENSMUSG00000034912.17	ENSCAFG00000014164.4
OG0000694	ENSMUSG00000043557.16	ENSCAFG00000001488.4
OG0000695	ENSMUSG00000022829.14	ENSCAFG00000011430.4
OG0000695	ENSMUSG00000019790.17	ENSCAFG00000000353.5
OG0000696	ENSMUSG00000018921.11	ENSCAFG00000015914.4
OG0000697	ENSMUSG00000094125.1, ENSMUSG00000096484.1, ENSMUSG00000096337.1, ENSMUSG00000095824.1, ENSMUSG00000079247.2, ENSMUSG00000096729.1, ENSMUSG00000094336.1, ENSMUSG00000027014.14	ENSCAFG00000014160.6
OG0000698	ENSMUSG00000058740.14	ENSCAFG00000019737.6
OG0000698	ENSMUSG00000052726.16	ENSCAFG00000031664.2
OG0000699	ENSMUSG00000043670.4	ENSCAFG00000019384.3
OG0000700	ENSMUSG00000022544.14	ENSCAFG00000019092.5
OG0000702	ENSMUSG00000026755.14	ENSCAFG00000032451.2
OG0000702	ENSMUSG00000008475.13	ENSCAFG00000013341.4
OG0000703	ENSMUSG00000036073.17	ENSCAFG00000001946.4
OG0000704	ENSMUSG00000078776.9, ENSMUSG00000047730.17	ENSCAFG00000005406.4
OG0000705	ENSMUSG00000022074.6, ENSMUSG00000010751.15, ENSMUSG00000037613.16, ENSMUSG00000045362.8	ENSCAFG00000046229.1
OG0000706	ENSMUSG00000025887.10	ENSCAFG00000014864.5
OG0000706	ENSMUSG00000033538.13	ENSCAFG00000014860.5
OG0000707	ENSMUSG00000041444.14	ENSCAFG00000010235.5
OG0000707	ENSMUSG00000036882.7	ENSCAFG00000006785.5
OG0000708	ENSMUSG00000017978.18	ENSCAFG00000003553.4
OG0000708	ENSMUSG00000054423.14	ENSCAFG00000007072.4
OG0000709	ENSMUSG00000025013.15	ENSCAFG00000008621.4
OG0000709	ENSMUSG00000022098.10	ENSCAFG00000009587.7
OG0000709	ENSMUSG00000053626.5	ENSCAFG00000008883.4
OG0000710	ENSMUSG00000029595.9	ENSCAFG00000009121.3
OG0000710	ENSMUSG00000018698.15	ENSCAFG00000017853.4
OG0000711	ENSMUSG00000031264.13	ENSCAFG00000017669.4
OG0000711	ENSMUSG00000029217.16	ENSCAFG00000001942.4
OG0000712	ENSMUSG00000056888.11	ENSCAFG00000000525.5
OG0000713	ENSMUSG00000020890.11	ENSCAFG00000016906.3
OG0000713	ENSMUSG00000042282.4	ENSCAFG00000018034.4
OG0000713	ENSMUSG00000074003.4	ENSCAFG00000005230.4
OG0000714	ENSMUSG00000054455.5	ENSCAFG00000012110.4
OG0000714	ENSMUSG00000024091.9	ENSCAFG00000018733.5
OG0000715	ENSMUSG00000037440.8	ENSCAFG00000023591.4
OG0000716	ENSMUSG00000031933.17	ENSCAFG00000004172.4
OG0000716	ENSMUSG00000001827.12, ENSMUSG00000032725.10	ENSCAFG00000005768.4, ENSCAFG00000046638.1
OG0000717	ENSMUSG00000050996.7	ENSCAFG00000018336.3
OG0000717	ENSMUSG00000031347.12	ENSCAFG00000019170.4
OG0000717	ENSMUSG00000045031.18	ENSCAFG00000032088.2
OG0000718	ENSMUSG00000022587.14	ENSCAFG00000001289.4
OG0000719	ENSMUSG00000028068.14	ENSCAFG00000016616.4
OG0000719	ENSMUSG00000030536.10	ENSCAFG00000012639.4
OG0000720	ENSMUSG00000028184.12	ENSCAFG00000020330.5
OG0000720	ENSMUSG00000013033.16	ENSCAFG00000016453.5
OG0000721	ENSMUSG00000028197.4	ENSCAFG00000020270.5
OG0000721	ENSMUSG00000045672.15	ENSCAFG00000003327.5
OG0000722	ENSMUSG00000009035.15	ENSCAFG00000001420.5
OG0000722	ENSMUSG00000098140.1, ENSMUSG00000036687.13	ENSCAFG00000016479.4
OG0000723	ENSMUSG00000020679.11	ENSCAFG00000018150.4
OG0000723	ENSMUSG00000029556.12	ENSCAFG00000010502.3
OG0000724	ENSMUSG00000052180.15, ENSMUSG00000047889.9, ENSMUSG00000069248.11, ENSMUSG00000042842.11, ENSMUSG00000060147.15	ENSCAFG00000025512.4
OG0000724	ENSMUSG00000026315.13	ENSCAFG00000030335.3, ENSCAFG00000000058.4
OG0000725	ENSMUSG00000018770.9	ENSCAFG00000029750.1, ENSCAFG00000013366.4
OG0000725	ENSMUSG00000006057.15	ENSCAFG00000011952.4
OG0000726	ENSMUSG00000006127.9	ENSCAFG00000019181.4
OG0000726	ENSMUSG00000034570.12	ENSCAFG00000012969.4
