Orthogroup	M_musculus.pep	P_Mucros.pep
OG0000757	ENSMUSG00000060002.14	XP_015673719.1
OG0000757	ENSMUSG00000040774.15	XP_015673795.1, XP_015678995.1
OG0000758	ENSMUSG00000039648.14	XP_015684174.1, XP_015686308.1
OG0000758	ENSMUSG00000040213.13	XP_015683055.1, XP_015683056.1, XP_015683057.1
OG0000759	ENSMUSG00000068220.6	XP_015669782.1, XP_015669794.1, XP_029141190.1, XP_015671870.1, XP_015672759.1
OG0000760	ENSMUSG00000043154.15	XP_015674370.1, XP_015674369.1
OG0000762	ENSMUSG00000055937.1, ENSMUSG00000035831.2, ENSMUSG00000017588.2, ENSMUSG00000075570.2	XP_015687766.1, XP_029143185.1
OG0000763	ENSMUSG00000055409.14	XP_015672119.1, XP_015681371.1
OG0000763	ENSMUSG00000022454.17	XP_015672394.1
OG0000764	ENSMUSG00000023982.8, ENSMUSG00000116418.2	XP_015676825.1
OG0000765	ENSMUSG00000031384.2	XP_015674392.1, XP_015674393.1
OG0000766	ENSMUSG00000053624.4, ENSMUSG00000050553.3, ENSMUSG00000025059.16	XP_015667974.1, XP_015667975.1
OG0000767	ENSMUSG00000034173.13	XP_029142828.1, XP_029139562.1, XP_015677944.1, XP_015685817.1
OG0000768	ENSMUSG00000066551.12	XP_015670710.1
OG0000769	ENSMUSG00000049583.15	XP_015678855.1
OG0000769	ENSMUSG00000019828.13	XP_015681370.1
OG0000770	ENSMUSG00000041431.16	XP_015685436.1
OG0000771	ENSMUSG00000033063.8	XP_029140162.1
OG0000772	ENSMUSG00000021219.16	XP_015678370.1
OG0000772	ENSMUSG00000026527.13	XP_015672167.1, XP_015672169.1, XP_015672166.1, XP_015672168.1, XP_015672170.1
OG0000773	ENSMUSG00000021226.7, ENSMUSG00000072949.6, ENSMUSG00000113475.1, ENSMUSG00000021228.15, ENSMUSG00000042540.12, ENSMUSG00000043487.4, ENSMUSG00000052392.5	XP_015674439.2
OG0000774	ENSMUSG00000034422.14	XP_029140551.1, XP_029140550.1, XP_015674623.1
OG0000775	ENSMUSG00000057113.13	XP_015671461.1
OG0000776	ENSMUSG00000058569.8	XP_015679983.1
OG0000776	ENSMUSG00000004394.12	XP_015666639.1
OG0000777	ENSMUSG00000024392.17	XP_029140662.1
OG0000778	ENSMUSG00000026519.16	XP_029142035.1
OG0000778	ENSMUSG00000036026.15	XP_015679177.1
OG0000783	ENSMUSG00000091983.3, ENSMUSG00000090631.3, ENSMUSG00000068574.2, ENSMUSG00000108058.1, ENSMUSG00000054431.4, ENSMUSG00000094192.5, ENSMUSG00000095236.2, ENSMUSG00000095831.2	XP_015665578.1
OG0000784	ENSMUSG00000102543.5	XP_029142634.1
OG0000790	ENSMUSG00000003309.14	XP_015676127.1, XP_015676128.1
OG0000790	ENSMUSG00000003033.15	XP_015665450.1
OG0000791	ENSMUSG00000001229.9	XP_029141821.1
OG0000791	ENSMUSG00000032393.15	XP_015674967.1
OG0000792	ENSMUSG00000004771.12	XP_015675331.1, XP_015674072.1
OG0000792	ENSMUSG00000077450.13	XP_015682471.1
OG0000793	ENSMUSG00000066036.14	XP_015687028.1, XP_015685101.1, XP_015672132.1
OG0000794	ENSMUSG00000004633.17	XP_015666087.1
OG0000795	ENSMUSG00000042678.17	XP_029140310.1
OG0000795	ENSMUSG00000034427.17	XP_015674593.1
OG0000796	ENSMUSG00000003344.14	XP_015665560.1
OG0000796	ENSMUSG00000025103.8	XP_015685399.1
OG0000797	ENSMUSG00000031075.19	XP_015686069.1
OG0000797	ENSMUSG00000038115.16	XP_029142507.1
OG0000798	ENSMUSG00000028013.16	XP_015687480.1
OG0000798	ENSMUSG00000020089.8	XP_015681137.1
OG0000799	ENSMUSG00000020528.14	XP_015673336.2
OG0000799	ENSMUSG00000015869.16	XP_015674386.1
OG0000800	ENSMUSG00000006362.16	XP_029139052.1, XP_015666916.1, XP_029139050.1, XP_029139051.1
OG0000800	ENSMUSG00000006586.15	XP_015669476.1
OG0000801	ENSMUSG00000029699.13	XP_029141532.1
OG0000802	ENSMUSG00000000958.10	XP_015679869.1
OG0000802	ENSMUSG00000031904.5	XP_015680045.1
OG0000804	ENSMUSG00000026721.16	XP_015687483.2
OG0000804	ENSMUSG00000035437.15	XP_015683263.1, XP_015677644.1
OG0000805	ENSMUSG00000029338.13	XP_015687848.1
OG0000805	ENSMUSG00000033420.12	XP_015666761.1
OG0000806	ENSMUSG00000090210.7	XP_015672085.1
OG0000806	ENSMUSG00000032243.8	XP_015667410.1
OG0000808	ENSMUSG00000025439.5	XP_015682768.1, XP_015682769.1, XP_015682767.1
OG0000809	ENSMUSG00000026468.14	XP_029139036.1
OG0000809	ENSMUSG00000026934.15	XP_015679823.1
OG0000810	ENSMUSG00000021478.6	XP_015677977.1
OG0000810	ENSMUSG00000039358.3	XP_015685185.1
OG0000811	ENSMUSG00000021772.15	XP_015667207.1
OG0000811	ENSMUSG00000017837.12	XP_015687709.1, XP_015687708.1
OG0000812	ENSMUSG00000061751.16	XP_029140287.1
OG0000812	ENSMUSG00000022263.10	XP_015668493.2
OG0000813	ENSMUSG00000008348.9	XP_015666146.1
OG0000814	ENSMUSG00000002778.14	XP_015666447.1, XP_015665731.1
OG0000814	ENSMUSG00000010830.8	XP_015672740.1
OG0000815	ENSMUSG00000014609.16	XP_015668648.1
OG0000815	ENSMUSG00000026253.14	XP_015684873.1, XP_015682775.2
OG0000816	ENSMUSG00000028457.18	XP_029142011.1
OG0000817	ENSMUSG00000037990.18	XP_015687101.1, XP_015671968.1
OG0000817	ENSMUSG00000031642.9	XP_015669904.1
OG0000818	ENSMUSG00000018363.16	XP_015668445.1
OG0000818	ENSMUSG00000038780.14	XP_015687577.1
OG0000819	ENSMUSG00000026893.4	XP_015681768.1
OG0000819	ENSMUSG00000003161.15	XP_015666680.1, XP_015666681.1
OG0000820	ENSMUSG00000037362.8	XP_015672874.1
OG0000820	ENSMUSG00000019997.11	XP_015687246.1
OG0000822	ENSMUSG00000025584.17	XP_015687110.1, XP_015687109.1
OG0000822	ENSMUSG00000021684.17	XP_015668176.1
OG0000823	ENSMUSG00000020870.7, ENSMUSG00000020307.15	XP_015680941.1, XP_015685578.1
OG0000823	ENSMUSG00000036241.3	XP_015667971.1
OG0000824	ENSMUSG00000021622.3	XP_015670154.1
OG0000824	ENSMUSG00000000308.14	XP_015674098.1
OG0000825	ENSMUSG00000029632.7, ENSMUSG00000040280.10	XP_015683814.1, XP_015683956.1
OG0000826	ENSMUSG00000025592.17	XP_029141831.1
OG0000826	ENSMUSG00000055639.16	XP_015687823.1
OG0000827	ENSMUSG00000041685.16	XP_015674912.1
OG0000827	ENSMUSG00000070000.13	XP_029141991.1
OG0000828	ENSMUSG00000021843.17	XP_015676740.1
OG0000829	ENSMUSG00000029851.5, ENSMUSG00000036667.14, ENSMUSG00000018656.5	XP_015679145.1
OG0000830	ENSMUSG00000027012.15	XP_015667351.1
OG0000830	ENSMUSG00000029757.16	XP_015667070.1, XP_015667069.1, XP_015667067.1, XP_015667068.1
OG0000831	ENSMUSG00000017740.17	XP_029142611.1, XP_015684281.1
OG0000831	ENSMUSG00000017756.9	XP_015677175.1, XP_015677174.1
OG0000832	ENSMUSG00000022884.15	XP_015677966.1
OG0000832	ENSMUSG00000059796.16	XP_015677967.1
OG0000833	ENSMUSG00000033065.14	XP_029140213.1
OG0000833	ENSMUSG00000021196.14	XP_015667428.1, XP_015667429.1, XP_015667426.1
OG0000834	ENSMUSG00000022546.5	XP_015680458.1, XP_015684874.1
OG0000834	ENSMUSG00000031700.11	XP_015674443.1, XP_015685926.1
OG0000835	ENSMUSG00000026587.15	XP_029140435.1
OG0000835	ENSMUSG00000028373.16	XP_015672910.2
OG0000836	ENSMUSG00000005161.15	XP_015670807.1, XP_015670805.1
OG0000836	ENSMUSG00000028691.12	XP_015666820.1, XP_015666821.1
OG0000837	ENSMUSG00000038209.12	XP_015680325.1, XP_015680326.1
OG0000838	ENSMUSG00000009090.17	XP_015672918.1, XP_015672919.1
OG0000838	ENSMUSG00000035152.14	XP_015673092.1, XP_015673091.1
OG0000839	ENSMUSG00000054986.13, ENSMUSG00000019368.13, ENSMUSG00000003585.13	XP_015672932.1
OG0000840	ENSMUSG00000053436.15	XP_015677436.1, XP_015677435.1
OG0000840	ENSMUSG00000053137.7	XP_015670162.1
OG0000841	ENSMUSG00000028641.16	XP_015674349.1
OG0000841	ENSMUSG00000038168.5	XP_029142622.1
OG0000842	ENSMUSG00000032217.13	XP_015666528.1, XP_015666530.1, XP_015666529.1, XP_015666527.1, XP_029138986.1
OG0000843	ENSMUSG00000013584.5	XP_015666534.1, XP_015666533.1
OG0000843	ENSMUSG00000053279.8, ENSMUSG00000024747.3	XP_015672208.1
OG0000844	ENSMUSG00000053907.10, ENSMUSG00000104463.2	XP_015686597.1, XP_015671995.1
OG0000845	ENSMUSG00000020521.7	XP_015685419.1, XP_015683565.1
OG0000845	ENSMUSG00000032850.16	XP_015680404.1, XP_015680401.1
OG0000846	ENSMUSG00000005899.14	XP_015674107.1
OG0000847	ENSMUSG00000032271.13, ENSMUSG00000003477.5	XP_015668414.1, XP_029139347.1, XP_015668359.1
OG0000848	ENSMUSG00000027499.12	XP_015670011.1
OG0000848	ENSMUSG00000019876.15	XP_015674892.1
OG0000849	ENSMUSG00000021789.14	XP_015685492.1, XP_015685498.1, XP_015685485.1, XP_015685477.1, XP_015673271.1, XP_015673283.1, XP_015685457.1
OG0000850	ENSMUSG00000037833.14	XP_015681485.1
OG0000850	ENSMUSG00000053886.4	XP_015686959.1, XP_015686958.1, XP_015686957.1
OG0000851	ENSMUSG00000021171.8	XP_015666972.2, XP_029139081.1
OG0000851	ENSMUSG00000037681.13	XP_029140553.1
OG0000852	ENSMUSG00000026385.16	XP_015681099.1
OG0000852	ENSMUSG00000026644.7	XP_015666688.1
OG0000853	ENSMUSG00000049422.7	XP_015677444.1
OG0000853	ENSMUSG00000070493.3	XP_015671014.1
OG0000854	ENSMUSG00000034563.16	XP_015666512.1
OG0000855	ENSMUSG00000015944.9	XP_015678684.1
OG0000855	ENSMUSG00000020424.3	XP_015672927.1
OG0000856	ENSMUSG00000063011.7	XP_015673738.1, XP_015673737.1
OG0000857	ENSMUSG00000026888.14	XP_015679929.1
OG0000857	ENSMUSG00000020176.17	XP_029140012.1
OG0000858	ENSMUSG00000030244.7	XP_015682699.1, XP_015682700.1
OG0000858	ENSMUSG00000003865.16	XP_015665762.1, XP_015680654.1
OG0000859	ENSMUSG00000022812.14	XP_029139689.1
OG0000859	ENSMUSG00000057177.12	XP_029141869.1
OG0000860	ENSMUSG00000028633.7	XP_015672082.1
OG0000860	ENSMUSG00000031360.14	XP_015673806.1, XP_015673805.1
OG0000861	ENSMUSG00000050565.16	XP_015666752.1, XP_015666753.1
OG0000861	ENSMUSG00000026466.16	XP_015666754.2
OG0000862	ENSMUSG00000024406.16, ENSMUSG00000093668.3	XP_029142192.1
OG0000863	ENSMUSG00000022674.15	XP_015673545.1
OG0000863	ENSMUSG00000078923.10	XP_015673608.1, XP_015673609.1
OG0000864	ENSMUSG00000027630.13	XP_015673250.1
OG0000864	ENSMUSG00000025246.13	XP_015675451.1
OG0000865	ENSMUSG00000059409.9	XP_029142082.1
OG0000865	ENSMUSG00000017843.14	XP_015680166.1, XP_015680167.1
OG0000866	ENSMUSG00000038965.17	XP_015678061.1
OG0000867	ENSMUSG00000089911.4	XP_015675734.1
OG0000867	ENSMUSG00000038212.16	XP_015678506.1
OG0000868	ENSMUSG00000000811.13	XP_015679050.1
OG0000868	ENSMUSG00000020250.10	XP_015679359.1
OG0000869	ENSMUSG00000017670.16	XP_015680958.1, XP_015680960.1
OG0000870	ENSMUSG00000022885.16	XP_029139772.1
OG0000870	ENSMUSG00000024172.10, ENSMUSG00000098633.7	XP_015672979.1
OG0000871	ENSMUSG00000026000.16	XP_015686562.1, XP_015686556.1
OG0000871	ENSMUSG00000062190.12	XP_015668283.1
OG0000872	ENSMUSG00000040434.16	XP_015682531.1, XP_029142204.1
OG0000872	ENSMUSG00000004383.18	XP_015668313.1
OG0000874	ENSMUSG00000022403.15	XP_015669078.1
OG0000875	ENSMUSG00000024384.4	XP_015669213.1, XP_015685449.1
OG0000876	ENSMUSG00000030220.13	XP_015669919.1, XP_015669920.1
OG0000876	ENSMUSG00000025132.13	XP_015680644.1
OG0000877	ENSMUSG00000023345.17	XP_015671335.1
OG0000877	ENSMUSG00000019952.15	XP_015666460.1, XP_015666459.1
OG0000878	ENSMUSG00000033948.3	XP_015666806.1
OG0000878	ENSMUSG00000032846.10	XP_015674237.1
OG0000879	ENSMUSG00000028582.14	XP_015666386.1
OG0000879	ENSMUSG00000036686.16	XP_015682975.1
OG0000880	ENSMUSG00000063273.11	XP_015677780.1
OG0000880	ENSMUSG00000022020.15	XP_015666555.1
OG0000881	ENSMUSG00000060992.9	XP_015678838.1
OG0000881	ENSMUSG00000018672.15	XP_015665924.1
OG0000882	ENSMUSG00000057522.15	XP_015665907.1
OG0000882	ENSMUSG00000026771.14	XP_015669600.1
OG0000883	ENSMUSG00000002957.11	XP_015676726.1
OG0000883	ENSMUSG00000060279.14	XP_029138843.1, XP_015665676.1
OG0000884	ENSMUSG00000057402.5, ENSMUSG00000072100.4, ENSMUSG00000071738.4, ENSMUSG00000073085.2, ENSMUSG00000079525.1, ENSMUSG00000118483.1, ENSMUSG00000118415.1, ENSMUSG00000079450.11, ENSMUSG00000095474.2, ENSMUSG00000043569.7, ENSMUSG00000091863.2	XP_029138935.1
OG0000885	ENSMUSG00000079104.4, ENSMUSG00000031432.3, ENSMUSG00000092305.1	XP_015687919.1
OG0000885	ENSMUSG00000025742.5	XP_015687058.1, XP_015687059.1
OG0000886	ENSMUSG00000010066.15	XP_015672856.1
OG0000886	ENSMUSG00000040118.15	XP_015684625.1, XP_015687935.2, XP_015685503.1
OG0000887	ENSMUSG00000107235.3, ENSMUSG00000025651.14	XP_015680288.1
OG0000887	ENSMUSG00000029017.13	XP_015666205.1
OG0000888	ENSMUSG00000116310.1, ENSMUSG00000074619.5, ENSMUSG00000031198.4	XP_015680212.2
OG0000888	ENSMUSG00000025040.13	XP_015670348.1
OG0000889	ENSMUSG00000000385.8	XP_015672411.1, XP_029140155.1
OG0000890	ENSMUSG00000036172.17, ENSMUSG00000090176.1, ENSMUSG00000062082.16, ENSMUSG00000022667.18	XP_015671361.1
OG0000891	ENSMUSG00000028078.14	XP_015671932.1
OG0000891	ENSMUSG00000027797.15	XP_015671671.1, XP_015671670.1, XP_015671672.1
OG0000892	ENSMUSG00000032656.14	XP_015666615.1
OG0000892	ENSMUSG00000079557.11	XP_015682470.1, XP_029142189.1
OG0000893	ENSMUSG00000035105.5	XP_015677568.1
OG0000893	ENSMUSG00000031987.6	XP_015675370.1
OG0000894	ENSMUSG00000021957.7	XP_015680872.1
OG0000894	ENSMUSG00000031397.11, ENSMUSG00000025519.5	XP_015667727.1
OG0000895	ENSMUSG00000022840.9	XP_029139566.1
OG0000895	ENSMUSG00000022994.9	XP_029140681.1
OG0000896	ENSMUSG00000025792.9	XP_015680637.1
OG0000896	ENSMUSG00000039640.7	XP_015679642.1
OG0000897	ENSMUSG00000038242.12, ENSMUSG00000064294.12, ENSMUSG00000079554.2	XP_015676292.1, XP_029140847.1, XP_015676291.1
OG0000898	ENSMUSG00000045409.16	XP_015681476.1
OG0000899	ENSMUSG00000015474.16	XP_015685100.1, XP_015679603.1
OG0000901	ENSMUSG00000035385.5, ENSMUSG00000020676.2, ENSMUSG00000035352.3, ENSMUSG00000009185.2, ENSMUSG00000035373.2	XP_015670329.1
OG0000903	ENSMUSG00000046678.6	XP_015681722.1, XP_015685319.1, XP_015681712.2, XP_015681715.2, XP_015684692.2, XP_015681716.2, XP_015684693.2, XP_015684694.2, XP_015681717.2, XP_015681718.1, XP_015681719.2, XP_015684691.1, XP_015681714.1, XP_015681720.1, XP_015684690.2, XP_015681713.2
OG0000904	ENSMUSG00000050853.3, ENSMUSG00000064110.2, ENSMUSG00000059106.5, ENSMUSG00000059867.3, ENSMUSG00000043331.6, ENSMUSG00000047352.6, ENSMUSG00000059366.3, ENSMUSG00000062121.3, ENSMUSG00000057424.3	XP_015680185.1
OG0000916	ENSMUSG00000029618.13	XP_015676261.1
OG0000917	ENSMUSG00000027748.11	XP_029140955.1
OG0000917	ENSMUSG00000041710.4	XP_015674116.1
OG0000918	ENSMUSG00000048039.8	XP_015683072.1
OG0000918	ENSMUSG00000030609.18	XP_029141271.1
OG0000919	ENSMUSG00000093806.1	XP_015679179.2, XP_015670409.1, XP_015670410.1
OG0000920	ENSMUSG00000057841.5	XP_015678959.1
OG0000921	ENSMUSG00000028800.15	XP_015669181.1
OG0000921	ENSMUSG00000019777.16	XP_015682558.1
OG0000923	ENSMUSG00000068874.13, ENSMUSG00000068877.12	XP_015677525.1, XP_015677526.1, XP_015677535.1
OG0000924	ENSMUSG00000035299.16	XP_015672645.1
OG0000924	ENSMUSG00000000266.11	XP_015682036.1
OG0000925	ENSMUSG00000025981.13	XP_015668525.1
OG0000925	ENSMUSG00000039914.6	XP_015675307.1
OG0000926	ENSMUSG00000029471.13	XP_029139874.1, XP_029139875.1
OG0000927	ENSMUSG00000004798.14	XP_015683385.1, XP_015685077.1
OG0000927	ENSMUSG00000029512.11	XP_029142538.1
OG0000928	ENSMUSG00000037058.16	XP_015674169.1, XP_015674170.1, XP_015686491.1
OG0000928	ENSMUSG00000045896.14	XP_015682831.1
OG0000929	ENSMUSG00000037286.15	XP_015674372.1
OG0000929	ENSMUSG00000025862.14	XP_015686490.1, XP_015683467.1
OG0000930	ENSMUSG00000044390.5	XP_015683486.1
OG0000931	ENSMUSG00000046032.16	XP_015687936.1
OG0000932	ENSMUSG00000028926.15	XP_015670758.1
OG0000932	ENSMUSG00000026023.16	XP_015679509.1
OG0000934	ENSMUSG00000071644.10	XP_015680826.1
OG0000935	ENSMUSG00000025537.12	XP_015671003.1
OG0000935	ENSMUSG00000030815.11	XP_015685108.1
OG0000936	ENSMUSG00000054280.14	XP_015684334.1
OG0000936	ENSMUSG00000030822.15	XP_015682358.1, XP_015681458.1
OG0000937	ENSMUSG00000035458.15	XP_015665720.1, XP_015683348.1
OG0000937	ENSMUSG00000031097.15	XP_015682817.1
OG0000938	ENSMUSG00000028098.13	XP_015672140.1
OG0000938	ENSMUSG00000035890.9	XP_015665492.1
OG0000939	ENSMUSG00000054256.11	XP_015683823.1
OG0000939	ENSMUSG00000069769.13	XP_015667720.1
OG0000940	ENSMUSG00000030433.15	XP_029139470.1, XP_015668994.1, XP_015668996.1
OG0000942	ENSMUSG00000015291.10	XP_015670610.1
OG0000942	ENSMUSG00000021218.10	XP_015679208.2
OG0000943	ENSMUSG00000015341.17	XP_015673447.1
OG0000943	ENSMUSG00000042532.14	XP_015671775.1
OG0000944	ENSMUSG00000036899.10, ENSMUSG00000029868.13	XP_015670836.1, XP_015670835.1
OG0000945	ENSMUSG00000028410.13	XP_015669308.1
OG0000945	ENSMUSG00000032285.15	XP_015671820.1
OG0000946	ENSMUSG00000026365.15, ENSMUSG00000070594.10	XP_015683712.2, XP_015683529.1, XP_029142120.1, XP_029142225.1
OG0000947	ENSMUSG00000024207.8	XP_015682403.1
OG0000947	ENSMUSG00000032281.11	XP_029140037.1, XP_015671859.1
OG0000948	ENSMUSG00000030761.16	XP_029142671.1
OG0000948	ENSMUSG00000024388.11	XP_029141653.1
OG0000949	ENSMUSG00000024949.17, ENSMUSG00000106722.3	XP_015677859.1, XP_029141177.1
OG0000951	ENSMUSG00000063694.5, ENSMUSG00000058927.6	XP_015666069.1
OG0000952	ENSMUSG00000000253.13	XP_015670172.1, XP_015670171.1
OG0000952	ENSMUSG00000002326.6	XP_029140952.1
OG0000953	ENSMUSG00000014554.13	XP_015666588.1
OG0000953	ENSMUSG00000029366.10	XP_015674101.1
OG0000954	ENSMUSG00000027519.10	XP_015669761.2
OG0000955	ENSMUSG00000040963.15, ENSMUSG00000040950.13, ENSMUSG00000000318.16, ENSMUSG00000020884.15	XP_029142571.1, XP_029142996.1, XP_015684904.1
OG0000956	ENSMUSG00000025932.14	XP_015674597.1, XP_015674596.1
OG0000956	ENSMUSG00000010461.15	XP_015670384.1
OG0000957	ENSMUSG00000053395.15, ENSMUSG00000106728.3	XP_015672215.1, XP_015665817.1
OG0000957	ENSMUSG00000020723.3	XP_015672448.1
OG0000958	ENSMUSG00000030605.15	XP_015683178.1
OG0000958	ENSMUSG00000034488.14	XP_015688043.1
OG0000959	ENSMUSG00000021759.14	XP_015679746.1, XP_015679747.1
OG0000959	ENSMUSG00000052151.12	XP_015680125.1
OG0000960	ENSMUSG00000026238.14	XP_015680880.1, XP_015680881.1
OG0000961	ENSMUSG00000019843.14	XP_015671118.1
OG0000961	ENSMUSG00000028874.14	XP_015670658.1
OG0000962	ENSMUSG00000040618.7	XP_015677722.1, XP_015677721.2
OG0000962	ENSMUSG00000027513.11	XP_015676694.1
OG0000963	ENSMUSG00000027510.17	XP_015680911.1
OG0000963	ENSMUSG00000038132.6	XP_015676004.1
OG0000964	ENSMUSG00000023013.5	XP_015677394.1
OG0000964	ENSMUSG00000044217.17	XP_015677399.1
OG0000965	ENSMUSG00000026475.7	XP_015668614.1
OG0000965	ENSMUSG00000026678.10	XP_015687495.1
OG0000966	ENSMUSG00000039081.10	XP_015675944.1
OG0000966	ENSMUSG00000085795.8	XP_015675243.1
OG0000967	ENSMUSG00000041773.8	XP_015675637.1
OG0000967	ENSMUSG00000055652.14	XP_015667650.1
OG0000968	ENSMUSG00000015112.15	XP_015667072.2
OG0000968	ENSMUSG00000027010.16	XP_015667350.1
OG0000969	ENSMUSG00000031913.9	XP_015666928.1
OG0000969	ENSMUSG00000009907.17	XP_015667000.1
OG0000970	ENSMUSG00000020190.13	XP_015665510.1
OG0000970	ENSMUSG00000028708.16	XP_015668050.1
OG0000971	ENSMUSG00000067438.5	XP_029142782.1
OG0000971	ENSMUSG00000040148.5	XP_015669715.1
OG0000972	ENSMUSG00000020289.15	XP_015667448.1
OG0000973	ENSMUSG00000061462.18	XP_029139630.1
OG0000974	ENSMUSG00000030168.13	XP_015682635.1, XP_015679226.1
OG0000975	ENSMUSG00000011832.15	XP_015673801.1, XP_015673800.1
OG0000975	ENSMUSG00000011831.16	XP_029140536.1
OG0000976	ENSMUSG00000025730.14	XP_015674680.2, XP_015674682.1
OG0000976	ENSMUSG00000025170.13	XP_015678263.1
OG0000977	ENSMUSG00000036053.17	XP_015675803.1
OG0000977	ENSMUSG00000023008.18	XP_015670230.1
OG0000979	ENSMUSG00000026994.9	XP_015679122.1
OG0000979	ENSMUSG00000037280.12	XP_015676648.1
OG0000980	ENSMUSG00000043733.14	XP_015670924.1
OG0000981	ENSMUSG00000035238.4	XP_015681151.1
OG0000981	ENSMUSG00000036760.7	XP_015675656.1, XP_015686633.1
OG0000982	ENSMUSG00000029767.16	XP_015681329.1
OG0000982	ENSMUSG00000005973.6	XP_015680763.1
OG0000983	ENSMUSG00000031327.10	XP_015666262.2, XP_029138941.1, XP_029138942.1
OG0000984	ENSMUSG00000066568.12	XP_015667572.1
OG0000985	ENSMUSG00000031314.18	XP_015687897.1
OG0000987	ENSMUSG00000024158.17	XP_015677134.1
OG0000987	ENSMUSG00000061046.9	XP_015677137.1
OG0000988	ENSMUSG00000035799.6	XP_015666298.1
OG0000989	ENSMUSG00000038205.12	XP_015685925.1
OG0000989	ENSMUSG00000029513.14	XP_015672957.1
OG0000990	ENSMUSG00000024696.9	XP_015680500.1
OG0000991	ENSMUSG00000027562.12	XP_015679153.1, XP_015686335.1
OG0000991	ENSMUSG00000027559.5	XP_015679151.1
OG0000992	ENSMUSG00000004952.13	XP_015682393.1
OG0000992	ENSMUSG00000029602.11	XP_015681813.1
OG0000993	ENSMUSG00000044827.10, ENSMUSG00000051498.6	XP_015678352.1
OG0000994	ENSMUSG00000071054.12, ENSMUSG00000042625.16	XP_029142338.1, XP_029142602.1
OG0000995	ENSMUSG00000029171.12	XP_015683244.2, XP_015682322.2
OG0000995	ENSMUSG00000030729.17	XP_015670963.1
OG0000996	ENSMUSG00000019785.14	XP_015674897.1
OG0000996	ENSMUSG00000041216.15	XP_015678847.1
OG0000997	ENSMUSG00000007036.15	XP_015677927.1
OG0000998	ENSMUSG00000058966.13	XP_015675752.1, XP_029138904.1
OG0000998	ENSMUSG00000069808.13	XP_015684160.1, XP_015685600.1
OG0000999	ENSMUSG00000034574.10	XP_015679314.1, XP_015679315.1, XP_015679313.1
OG0000999	ENSMUSG00000040260.8	XP_015675112.1
OG0001000	ENSMUSG00000028023.16	XP_015679385.1, XP_015679384.1
OG0001000	ENSMUSG00000025229.15	XP_015685019.1, XP_015685263.1
OG0001001	ENSMUSG00000031231.4, ENSMUSG00000049387.10	XP_015668208.1
OG0001002	ENSMUSG00000032294.17	XP_015682763.1, XP_015682762.1
OG0001003	ENSMUSG00000024965.9	XP_015681740.1
OG0001003	ENSMUSG00000027356.8	XP_015687197.1
OG0001004	ENSMUSG00000016257.15	XP_015672241.1, XP_015685912.1, XP_015679455.1
OG0001005	ENSMUSG00000026977.17	XP_015670215.1, XP_015670212.1, XP_015670213.1, XP_015670214.1
OG0001006	ENSMUSG00000063430.9	XP_015670922.1
OG0001006	ENSMUSG00000020811.16	XP_015678291.1
OG0001007	ENSMUSG00000020914.17	XP_015687762.1
OG0001007	ENSMUSG00000017485.11	XP_015683435.1, XP_015667191.1
OG0001008	ENSMUSG00000059857.15	XP_029142437.1, XP_029142423.1
OG0001008	ENSMUSG00000035513.19	XP_029141110.1
OG0001009	ENSMUSG00000004565.15	XP_015671077.2
OG0001009	ENSMUSG00000036833.16	XP_029142695.1, XP_015684215.1
OG0001010	ENSMUSG00000026839.17	XP_029140788.1
OG0001010	ENSMUSG00000020407.13	XP_015684686.1
OG0001011	ENSMUSG00000026341.16	XP_015674053.1
OG0001012	ENSMUSG00000029505.17	XP_029142536.1
OG0001013	ENSMUSG00000045294.11	XP_015688012.1
OG0001013	ENSMUSG00000003721.14	XP_015675769.1, XP_015675768.1
OG0001014	ENSMUSG00000048271.14	XP_029141755.1, XP_029138785.1
OG0001015	ENSMUSG00000020349.4	XP_015679697.1
