Orthogroup	M_musculus.pep	X_tropicalis.pep
OG0002582	ENSMUSG00000040797.16	ENSXETG00000005013.1
OG0002583	ENSMUSG00000019256.17	ENSXETG00000019249.1
OG0002584	ENSMUSG00000036381.13	ENSXETG00000007255.1
OG0002585	ENSMUSG00000058979.7	ENSXETG00000003186.1
OG0002586	ENSMUSG00000002797.9	ENSXETG00000004309.1
OG0002587	ENSMUSG00000073633.9	ENSXETG00000005153.1, ENSXETG00000000838.1
OG0002588	ENSMUSG00000026150.14	ENSXETG00000004682.1
OG0002589	ENSMUSG00000029916.11	ENSXETG00000015728.1
OG0002590	ENSMUSG00000029911.14	ENSXETG00000002681.1
OG0002591	ENSMUSG00000038708.10	ENSXETG00000021249.1
OG0002592	ENSMUSG00000029780.14	ENSXETG00000000965.1
OG0002593	ENSMUSG00000063320.11	ENSXETG00000009414.1
OG0002594	ENSMUSG00000020248.18	ENSXETG00000003191.1
OG0002595	ENSMUSG00000009734.18	ENSXETG00000000720.1
OG0002596	ENSMUSG00000029687.16	ENSXETG00000006664.1
OG0002597	ENSMUSG00000026283.13	ENSXETG00000021134.1
OG0002598	ENSMUSG00000037577.13	ENSXETG00000020273.1
OG0002598	ENSMUSG00000033805.12	ENSXETG00000019579.1
OG0002599	ENSMUSG00000054387.13	ENSXETG00000009844.1
OG0002601	ENSMUSG00000022450.6	ENSXETG00000007417.1
OG0002602	ENSMUSG00000046733.7, ENSMUSG00000030205.15	ENSXETG00000005152.1
OG0002603	ENSMUSG00000087260.5	ENSXETG00000010820.1
OG0002604	ENSMUSG00000058589.14	ENSXETG00000009960.1
OG0002605	ENSMUSG00000061904.12	ENSXETG00000020542.1
OG0002606	ENSMUSG00000025172.3	ENSXETG00000021414.1
OG0002607	ENSMUSG00000034255.17	ENSXETG00000011209.1
OG0002608	ENSMUSG00000056938.16	ENSXETG00000007268.1
OG0002609	ENSMUSG00000020691.13	ENSXETG00000020636.1
OG0002610	ENSMUSG00000034163.10	ENSXETG00000008202.1
OG0002611	ENSMUSG00000058799.16	ENSXETG00000009593.1
OG0002612	ENSMUSG00000029798.11	ENSXETG00000012922.1
OG0002613	ENSMUSG00000030849.18	ENSXETG00000009585.1
OG0002614	ENSMUSG00000004043.14, ENSMUSG00000020919.11	ENSXETG00000001624.1
OG0002615	ENSMUSG00000001441.13	ENSXETG00000017211.1
OG0002616	ENSMUSG00000061414.8	ENSXETG00000016894.1
OG0002617	ENSMUSG00000079737.4, ENSMUSG00000036167.16	ENSXETG00000006325.1
OG0002618	ENSMUSG00000022635.9	ENSXETG00000006378.1
OG0002619	ENSMUSG00000074909.5, ENSMUSG00000030662.10	ENSXETG00000020796.1
OG0002620	ENSMUSG00000105053.1, ENSMUSG00000032952.11	ENSXETG00000016829.1
OG0002621	ENSMUSG00000041684.11	ENSXETG00000002000.1
OG0002622	ENSMUSG00000038398.8	ENSXETG00000000836.1, ENSXETG00000000832.1
OG0002623	ENSMUSG00000054920.12	ENSXETG00000009712.1
OG0002624	ENSMUSG00000042305.12	ENSXETG00000003919.1
OG0002625	ENSMUSG00000032401.15	ENSXETG00000007943.1
OG0002626	ENSMUSG00000042207.17	ENSXETG00000004476.1
OG0002627	ENSMUSG00000026111.15	ENSXETG00000020512.1
OG0002628	ENSMUSG00000015882.18	ENSXETG00000014462.1
OG0002629	ENSMUSG00000050122.19	ENSXETG00000017342.1, ENSXETG00000020946.1
OG0002630	ENSMUSG00000029106.14	ENSXETG00000003023.1
OG0002631	ENSMUSG00000030357.10	ENSXETG00000005421.1, ENSXETG00000013482.1
OG0002632	ENSMUSG00000023070.6	ENSXETG00000016010.1
OG0002633	ENSMUSG00000061689.15	ENSXETG00000002657.1
OG0002634	ENSMUSG00000022442.16	ENSXETG00000005292.1
OG0002635	ENSMUSG00000069049.11, ENSMUSG00000035150.15	ENSXETG00000005249.1
OG0002636	ENSMUSG00000069044.6, ENSMUSG00000031010.17	ENSXETG00000010206.1
OG0002637	ENSMUSG00000064280.14	ENSXETG00000020414.1
OG0002639	ENSMUSG00000023341.15, ENSMUSG00000000386.16	ENSXETG00000012482.1
OG0002640	ENSMUSG00000020651.8	ENSXETG00000004521.1, ENSXETG00000020307.1, ENSXETG00000002161.1, ENSXETG00000020774.1
OG0002641	ENSMUSG00000020648.3	ENSXETG00000017760.1
OG0002642	ENSMUSG00000039763.10	ENSXETG00000009670.1
OG0002643	ENSMUSG00000022965.8	ENSXETG00000009729.1, ENSXETG00000009720.1
OG0002644	ENSMUSG00000025612.5	ENSXETG00000002617.1
OG0002645	ENSMUSG00000022890.13	ENSXETG00000009725.1
OG0002646	ENSMUSG00000022867.11	ENSXETG00000018232.1
OG0002647	ENSMUSG00000033313.11	ENSXETG00000013311.1
OG0002648	ENSMUSG00000045636.16	ENSXETG00000005138.1
OG0002649	ENSMUSG00000031592.10	ENSXETG00000005280.1
OG0002650	ENSMUSG00000050312.12	ENSXETG00000003963.1
OG0002651	ENSMUSG00000031590.8	ENSXETG00000005857.1
OG0002652	ENSMUSG00000015942.9	ENSXETG00000005453.1, ENSXETG00000017876.1, ENSXETG00000009412.1, ENSXETG00000001503.1
OG0002653	ENSMUSG00000037174.18	ENSXETG00000013400.1
OG0002654	ENSMUSG00000048655.17	ENSXETG00000006169.1
OG0002655	ENSMUSG00000040055.9, ENSMUSG00000046352.7	ENSXETG00000006425.1
OG0002656	ENSMUSG00000053110.13	ENSXETG00000012780.1
OG0002657	ENSMUSG00000050730.17	ENSXETG00000013003.1
OG0002658	ENSMUSG00000027968.11, ENSMUSG00000066107.6	ENSXETG00000016239.1
OG0002659	ENSMUSG00000051451.6	ENSXETG00000020728.1, ENSXETG00000017285.1
OG0002660	ENSMUSG00000022181.16	ENSXETG00000012963.1, ENSXETG00000012920.1
OG0002661	ENSMUSG00000021704.8	ENSXETG00000014680.1
OG0002662	ENSMUSG00000060739.8	ENSXETG00000019321.1
OG0002663	ENSMUSG00000021639.17	ENSXETG00000021360.1
OG0002664	ENSMUSG00000049517.8	ENSXETG00000015968.1
OG0002665	ENSMUSG00000001542.7	ENSXETG00000009746.1
OG0002666	ENSMUSG00000014867.9	ENSXETG00000005445.1
OG0002667	ENSMUSG00000028484.16	ENSXETG00000017817.1
OG0002668	ENSMUSG00000078139.3, ENSMUSG00000044792.7	ENSXETG00000018301.1
OG0002669	ENSMUSG00000050148.9, ENSMUSG00000005312.15	ENSXETG00000020314.1
OG0002670	ENSMUSG00000039126.10	ENSXETG00000003656.1
OG0002671	ENSMUSG00000045232.4	ENSXETG00000005000.1
OG0002672	ENSMUSG00000035021.13	ENSXETG00000018826.1
OG0002673	ENSMUSG00000035247.16	ENSXETG00000017830.1
OG0002674	ENSMUSG00000037679.9	ENSXETG00000005317.1
OG0002675	ENSMUSG00000021286.8	ENSXETG00000008181.1
OG0002676	ENSMUSG00000021178.9	ENSXETG00000005140.1
OG0002677	ENSMUSG00000033713.12	ENSXETG00000004935.1
OG0002678	ENSMUSG00000007670.10	ENSXETG00000006240.1
OG0002679	ENSMUSG00000021044.15	ENSXETG00000017886.1
OG0002680	ENSMUSG00000021242.9	ENSXETG00000001150.1
OG0002681	ENSMUSG00000027452.11	ENSXETG00000006925.1
OG0002682	ENSMUSG00000060121.15	ENSXETG00000017902.1
OG0002683	ENSMUSG00000002825.8	ENSXETG00000005591.1
OG0002684	ENSMUSG00000116473.2, ENSMUSG00000047466.10	ENSXETG00000004860.1
OG0002685	ENSMUSG00000021224.15	ENSXETG00000000326.1
OG0002686	ENSMUSG00000072946.12	ENSXETG00000006265.1
OG0002688	ENSMUSG00000027188.8	ENSXETG00000013441.1, ENSXETG00000015677.1
OG0002690	ENSMUSG00000045752.13	ENSXETG00000005615.1
OG0002691	ENSMUSG00000048191.15	ENSXETG00000002364.1
OG0002692	ENSMUSG00000118552.1, ENSMUSG00000025508.13	ENSXETG00000007395.1, ENSXETG00000010476.1
OG0002693	ENSMUSG00000031708.17	ENSXETG00000020205.1, ENSXETG00000010601.1
OG0002694	ENSMUSG00000025495.15	ENSXETG00000011563.1
OG0002695	ENSMUSG00000054662.8	ENSXETG00000002699.1, ENSXETG00000002727.1, ENSXETG00000002667.1, ENSXETG00000005627.1, ENSXETG00000002678.1, ENSXETG00000002640.1
OG0002696	ENSMUSG00000053930.13	ENSXETG00000021184.1, ENSXETG00000010693.1
OG0002697	ENSMUSG00000050270.12	ENSXETG00000017351.1
OG0002699	ENSMUSG00000055322.15	ENSXETG00000009863.1
OG0002700	ENSMUSG00000057948.12	ENSXETG00000008957.1
OG0002701	ENSMUSG00000020766.4	ENSXETG00000008706.1
OG0002702	ENSMUSG00000026170.6	ENSXETG00000017773.1, ENSXETG00000021259.1, ENSXETG00000021106.1, ENSXETG00000019546.1
OG0002703	ENSMUSG00000025156.17	ENSXETG00000003839.1
OG0002704	ENSMUSG00000039450.11	ENSXETG00000004480.1
OG0002705	ENSMUSG00000025140.15, ENSMUSG00000026520.8	ENSXETG00000006584.1
OG0002706	ENSMUSG00000002885.14	ENSXETG00000004866.1
OG0002707	ENSMUSG00000020333.17	ENSXETG00000009370.1
OG0002708	ENSMUSG00000041426.12	ENSXETG00000019351.1
OG0002709	ENSMUSG00000020261.15	ENSXETG00000011834.1
OG0002710	ENSMUSG00000038844.10	ENSXETG00000008674.1
OG0002711	ENSMUSG00000020375.9	ENSXETG00000006836.1
OG0002712	ENSMUSG00000117694.1, ENSMUSG00000037236.16	ENSXETG00000013589.1
OG0002713	ENSMUSG00000022000.11	ENSXETG00000000672.1
OG0002714	ENSMUSG00000037224.15	ENSXETG00000000293.1
OG0002715	ENSMUSG00000032580.12	ENSXETG00000021394.1
OG0002716	ENSMUSG00000051721.6	ENSXETG00000006568.1, ENSXETG00000006591.1
OG0002717	ENSMUSG00000020608.7	ENSXETG00000011392.1, ENSXETG00000007514.1, ENSXETG00000007401.1
OG0002718	ENSMUSG00000029309.7, ENSMUSG00000018593.13	ENSXETG00000007594.1
OG0002719	ENSMUSG00000047495.15	ENSXETG00000017838.1
OG0002720	ENSMUSG00000028251.5, ENSMUSG00000103711.1	ENSXETG00000002367.1
OG0002721	ENSMUSG00000052144.8	ENSXETG00000016161.1
OG0002722	ENSMUSG00000035158.15	ENSXETG00000007974.1
OG0002723	ENSMUSG00000072945.3, ENSMUSG00000047897.10	ENSXETG00000008495.1, ENSXETG00000008502.1
OG0002724	ENSMUSG00000034973.16	ENSXETG00000007645.1
OG0002725	ENSMUSG00000033577.18	ENSXETG00000012318.1
OG0002726	ENSMUSG00000012848.15	ENSXETG00000018035.1
OG0002727	ENSMUSG00000025266.11	ENSXETG00000005582.1
OG0002728	ENSMUSG00000001524.14	ENSXETG00000017470.1
OG0002730	ENSMUSG00000023832.14, ENSMUSG00000062480.12	ENSXETG00000016709.1
OG0002731	ENSMUSG00000049823.9	ENSXETG00000000573.1
OG0002732	ENSMUSG00000116876.1, ENSMUSG00000116988.1, ENSMUSG00000094724.8, ENSMUSG00000095687.2	ENSXETG00000021260.1
OG0002733	ENSMUSG00000023861.17	ENSXETG00000017907.1
OG0002734	ENSMUSG00000015467.14	ENSXETG00000019184.1
OG0002735	ENSMUSG00000034786.17	ENSXETG00000021112.1
OG0002737	ENSMUSG00000015597.17	ENSXETG00000001625.1
OG0002738	ENSMUSG00000050668.10	ENSXETG00000002217.1
OG0002739	ENSMUSG00000024081.9	ENSXETG00000017590.1
OG0002740	ENSMUSG00000010609.15	ENSXETG00000004712.1
OG0002741	ENSMUSG00000033855.15	ENSXETG00000018758.1
OG0002742	ENSMUSG00000074997.3, ENSMUSG00000032171.7	ENSXETG00000000981.1
OG0002743	ENSMUSG00000027938.11, ENSMUSG00000035041.8	ENSXETG00000006132.1
OG0002744	ENSMUSG00000079508.8	ENSXETG00000006094.1
OG0002745	ENSMUSG00000070526.2, ENSMUSG00000067199.4, ENSMUSG00000047604.3	ENSXETG00000007399.1
OG0002747	ENSMUSG00000019590.16	ENSXETG00000002008.1
OG0002748	ENSMUSG00000024371.14	ENSXETG00000000564.1
OG0002750	ENSMUSG00000032621.8	ENSXETG00000000022.1
OG0002751	ENSMUSG00000053293.9	ENSXETG00000012016.1
OG0002753	ENSMUSG00000032860.5	ENSXETG00000016144.1, ENSXETG00000000192.1
OG0002753	ENSMUSG00000044359.1	ENSXETG00000014053.1
OG0002755	ENSMUSG00000039552.14, ENSMUSG00000040866.13	ENSXETG00000020325.1
OG0002758	ENSMUSG00000050608.11	ENSXETG00000002721.1
OG0002762	ENSMUSG00000038370.6	ENSXETG00000009842.1
OG0002763	ENSMUSG00000029345.13	ENSXETG00000001908.1
OG0002764	ENSMUSG00000037014.4	ENSXETG00000004744.1
OG0002764	ENSMUSG00000035431.4	ENSXETG00000020729.1
OG0002765	ENSMUSG00000027371.10	ENSXETG00000014965.1
OG0002767	ENSMUSG00000076441.9	ENSXETG00000015740.1
OG0002770	ENSMUSG00000029575.17	ENSXETG00000016708.1
OG0002771	ENSMUSG00000038059.7	ENSXETG00000012128.1, ENSXETG00000006694.1, ENSXETG00000006689.1, ENSXETG00000006677.1
OG0002774	ENSMUSG00000052760.16	ENSXETG00000010785.1
OG0002797	ENSMUSG00000045377.5	ENSXETG00000007606.1
OG0002798	ENSMUSG00000029050.15	ENSXETG00000014051.1
OG0002799	ENSMUSG00000031786.7	ENSXETG00000012360.1
OG0002800	ENSMUSG00000005373.13	ENSXETG00000006906.1
OG0002801	ENSMUSG00000022620.14	ENSXETG00000017712.1, ENSXETG00000007983.1
OG0002803	ENSMUSG00000043259.15	ENSXETG00000007873.1
OG0002804	ENSMUSG00000005864.7	ENSXETG00000011864.1
OG0002805	ENSMUSG00000056952.13	ENSXETG00000018701.1
OG0002806	ENSMUSG00000003617.16	ENSXETG00000006070.1
OG0002807	ENSMUSG00000004939.7	ENSXETG00000019421.1
OG0002809	ENSMUSG00000034485.10	ENSXETG00000014839.1
OG0002810	ENSMUSG00000004896.16	ENSXETG00000000513.1
OG0002811	ENSMUSG00000057572.15	ENSXETG00000009435.1
OG0002812	ENSMUSG00000074796.10	ENSXETG00000013961.1
OG0002813	ENSMUSG00000034168.7, ENSMUSG00000044030.4	ENSXETG00000000531.1
OG0002814	ENSMUSG00000001472.17	ENSXETG00000011719.1
OG0002815	ENSMUSG00000018974.7	ENSXETG00000005922.1
OG0002816	ENSMUSG00000034579.17	ENSXETG00000016424.1
OG0002817	ENSMUSG00000031967.15	ENSXETG00000004564.1
OG0002817	ENSMUSG00000024527.10	ENSXETG00000013397.1
OG0002818	ENSMUSG00000047182.6	ENSXETG00000014871.1
OG0002818	ENSMUSG00000055980.2	ENSXETG00000016653.1
OG0002819	ENSMUSG00000031216.13	ENSXETG00000004205.1
OG0002820	ENSMUSG00000029776.11	ENSXETG00000005109.1
OG0002822	ENSMUSG00000032536.12	ENSXETG00000002369.1
OG0002823	ENSMUSG00000037344.14	ENSXETG00000007134.1, ENSXETG00000002152.1
OG0002824	ENSMUSG00000020476.14	ENSXETG00000018283.1
OG0002825	ENSMUSG00000022523.10	ENSXETG00000002366.1
OG0002826	ENSMUSG00000028649.21	ENSXETG00000004040.1
OG0002827	ENSMUSG00000065947.3	ENSXETG00000021449.1
OG0002828	ENSMUSG00000043411.15	ENSXETG00000005239.1
OG0002829	ENSMUSG00000062372.13	ENSXETG00000004856.1
OG0002830	ENSMUSG00000036555.14	ENSXETG00000003403.1
OG0002831	ENSMUSG00000025962.15	ENSXETG00000007653.1
OG0002832	ENSMUSG00000051592.14, ENSMUSG00000116524.1	ENSXETG00000007773.1
OG0002833	ENSMUSG00000054676.15	ENSXETG00000015648.1
OG0002835	ENSMUSG00000010914.10	ENSXETG00000013573.1
OG0002836	ENSMUSG00000026011.13, ENSMUSG00000103326.4	ENSXETG00000004367.1
OG0002837	ENSMUSG00000025102.14	ENSXETG00000019054.1
OG0002838	ENSMUSG00000038646.13, ENSMUSG00000074826.10	ENSXETG00000019053.1
OG0002839	ENSMUSG00000004937.6	ENSXETG00000004039.1
OG0002840	ENSMUSG00000052920.16	ENSXETG00000006926.1
OG0002841	ENSMUSG00000098411.7, ENSMUSG00000040856.17	ENSXETG00000020302.1
OG0002842	ENSMUSG00000021265.3	ENSXETG00000018700.1
OG0002843	ENSMUSG00000021263.11	ENSXETG00000018567.1, ENSXETG00000017737.1
OG0002845	ENSMUSG00000022517.17	ENSXETG00000006356.1
OG0002846	ENSMUSG00000057110.15	ENSXETG00000006877.1
OG0002847	ENSMUSG00000040945.13	ENSXETG00000015539.1
OG0002848	ENSMUSG00000057278.8	ENSXETG00000008650.1
OG0002849	ENSMUSG00000035875.15, ENSMUSG00000026874.10	ENSXETG00000017166.1
OG0002850	ENSMUSG00000001036.17	ENSXETG00000003148.1
OG0002851	ENSMUSG00000039254.16	ENSXETG00000011118.1
OG0002853	ENSMUSG00000035949.15	ENSXETG00000018444.1
OG0002854	ENSMUSG00000022221.14	ENSXETG00000006770.1, ENSXETG00000010062.1, ENSXETG00000010052.1
OG0002855	ENSMUSG00000022453.8	ENSXETG00000015011.1
OG0002856	ENSMUSG00000030909.6	ENSXETG00000001498.1
OG0002857	ENSMUSG00000059447.13	ENSXETG00000018342.1, ENSXETG00000017506.1
OG0002858	ENSMUSG00000012350.15	ENSXETG00000013773.1
OG0002859	ENSMUSG00000063146.11	ENSXETG00000011336.1
OG0002860	ENSMUSG00000047284.14	ENSXETG00000020428.1
OG0002861	ENSMUSG00000026027.13	ENSXETG00000009230.1
OG0002862	ENSMUSG00000025204.10	ENSXETG00000000882.1
OG0002863	ENSMUSG00000044894.14	ENSXETG00000006508.1
OG0002864	ENSMUSG00000053094.15	ENSXETG00000012851.1
OG0002865	ENSMUSG00000060621.6	ENSXETG00000017393.1
OG0002866	ENSMUSG00000005360.14	ENSXETG00000013220.1
OG0002867	ENSMUSG00000116236.1, ENSMUSG00000039704.7	ENSXETG00000013345.1
OG0002868	ENSMUSG00000054199.17	ENSXETG00000008050.1
OG0002869	ENSMUSG00000026650.15	ENSXETG00000003777.1
OG0002870	ENSMUSG00000089678.8	ENSXETG00000016319.1
OG0002871	ENSMUSG00000042423.9	ENSXETG00000011259.1
OG0002872	ENSMUSG00000007833.15	ENSXETG00000008865.1
OG0002873	ENSMUSG00000005575.16	ENSXETG00000002387.1
OG0002874	ENSMUSG00000040428.19	ENSXETG00000009909.1
OG0002875	ENSMUSG00000030674.5	ENSXETG00000016393.1
OG0002876	ENSMUSG00000042492.12	ENSXETG00000015575.1
OG0002878	ENSMUSG00000049897.14	ENSXETG00000005832.1
OG0002879	ENSMUSG00000015357.10	ENSXETG00000005827.1
OG0002880	ENSMUSG00000022971.18	ENSXETG00000009748.1
OG0002881	ENSMUSG00000079343.4, ENSMUSG00000038521.17	ENSXETG00000006301.1
OG0002882	ENSMUSG00000055172.10, ENSMUSG00000098470.1	ENSXETG00000006419.1, ENSXETG00000006334.1
OG0002883	ENSMUSG00000028063.15	ENSXETG00000000290.1, ENSXETG00000013183.1
OG0002884	ENSMUSG00000029128.12	ENSXETG00000002146.1
OG0002885	ENSMUSG00000031545.6	ENSXETG00000002391.1
OG0002886	ENSMUSG00000050164.11	ENSXETG00000003131.1, ENSXETG00000001458.1
OG0002887	ENSMUSG00000052310.9	ENSXETG00000006622.1, ENSXETG00000002842.1
OG0002888	ENSMUSG00000061410.6	ENSXETG00000020359.1
OG0002889	ENSMUSG00000044250.8, ENSMUSG00000037773.14	ENSXETG00000004207.1
OG0002891	ENSMUSG00000030647.8	ENSXETG00000006449.1
OG0002892	ENSMUSG00000035686.8	ENSXETG00000006445.1
OG0002893	ENSMUSG00000025133.9	ENSXETG00000001893.1
OG0002894	ENSMUSG00000098546.6, ENSMUSG00000018377.10	ENSXETG00000012518.1
OG0002895	ENSMUSG00000071669.14	ENSXETG00000018486.1
OG0002896	ENSMUSG00000028899.11	ENSXETG00000004760.1
OG0002897	ENSMUSG00000028901.13	ENSXETG00000004719.1
OG0002898	ENSMUSG00000032269.8	ENSXETG00000004543.1, ENSXETG00000004595.1, ENSXETG00000005313.1, ENSXETG00000006059.1
OG0002899	ENSMUSG00000032267.8	ENSXETG00000004957.1
OG0002900	ENSMUSG00000027363.15	ENSXETG00000017430.1
OG0002901	ENSMUSG00000061981.14	ENSXETG00000012618.1, ENSXETG00000006695.1, ENSXETG00000012710.1
OG0002902	ENSMUSG00000055720.10	ENSXETG00000013517.1
OG0002903	ENSMUSG00000020610.17	ENSXETG00000015494.1
OG0002905	ENSMUSG00000022801.13	ENSXETG00000007091.1
OG0002906	ENSMUSG00000034940.15	ENSXETG00000009421.1
OG0002907	ENSMUSG00000027411.17	ENSXETG00000003586.1
OG0002908	ENSMUSG00000038014.7	ENSXETG00000001964.1
OG0002909	ENSMUSG00000021745.14	ENSXETG00000001734.1
OG0002910	ENSMUSG00000032215.15	ENSXETG00000021397.1
OG0002911	ENSMUSG00000026078.10	ENSXETG00000006373.1
OG0002912	ENSMUSG00000104250.2, ENSMUSG00000056305.4	ENSXETG00000013130.1
OG0002913	ENSMUSG00000034990.15	ENSXETG00000000167.1
OG0002914	ENSMUSG00000075272.4, ENSMUSG00000075271.4, ENSMUSG00000075273.4	ENSXETG00000011214.1
OG0002915	ENSMUSG00000102455.5, ENSMUSG00000055912.8	ENSXETG00000013167.1
OG0002916	ENSMUSG00000032897.17	ENSXETG00000016154.1
OG0002917	ENSMUSG00000037355.14	ENSXETG00000017940.1
OG0002918	ENSMUSG00000029610.13	ENSXETG00000000016.1
OG0002919	ENSMUSG00000030002.15	ENSXETG00000000871.1
OG0002920	ENSMUSG00000031672.8	ENSXETG00000005135.1
OG0002921	ENSMUSG00000034311.3	ENSXETG00000008798.1, ENSXETG00000008480.1
OG0002922	ENSMUSG00000052707.8	ENSXETG00000007084.1
OG0002923	ENSMUSG00000079470.8, ENSMUSG00000063785.12	ENSXETG00000020326.1
OG0002924	ENSMUSG00000035829.13	ENSXETG00000008680.1
OG0002925	ENSMUSG00000026833.18	ENSXETG00000016083.1
OG0002926	ENSMUSG00000019795.17, ENSMUSG00000116405.1	ENSXETG00000016058.1
OG0002927	ENSMUSG00000001173.15	ENSXETG00000012080.1
OG0002928	ENSMUSG00000039747.11	ENSXETG00000020623.1
OG0002929	ENSMUSG00000034647.15	ENSXETG00000016007.1
OG0002930	ENSMUSG00000026955.13	ENSXETG00000012384.1
OG0002931	ENSMUSG00000029193.7	ENSXETG00000016563.1
OG0002932	ENSMUSG00000024969.15	ENSXETG00000014855.1
OG0002933	ENSMUSG00000019767.12	ENSXETG00000019933.1
OG0002934	ENSMUSG00000019768.16	ENSXETG00000019570.1
OG0002935	ENSMUSG00000035067.9	ENSXETG00000004686.1
OG0002936	ENSMUSG00000004085.14	ENSXETG00000016615.1
OG0002937	ENSMUSG00000021867.16, ENSMUSG00000072680.11, ENSMUSG00000072676.12	ENSXETG00000003934.1
OG0002938	ENSMUSG00000024515.13	ENSXETG00000016588.1
OG0002939	ENSMUSG00000037542.13	ENSXETG00000003181.1
OG0002940	ENSMUSG00000018583.5	ENSXETG00000007686.1
OG0002941	ENSMUSG00000030802.14	ENSXETG00000008281.1
OG0002942	ENSMUSG00000026192.13	ENSXETG00000018549.1
OG0002943	ENSMUSG00000014837.15	ENSXETG00000010697.1
OG0002944	ENSMUSG00000043903.4	ENSXETG00000020820.1
OG0002945	ENSMUSG00000061983.7	ENSXETG00000020681.1
OG0002946	ENSMUSG00000037455.16	ENSXETG00000017789.1
OG0002947	ENSMUSG00000020524.16	ENSXETG00000012885.1
OG0002948	ENSMUSG00000031641.14	ENSXETG00000011114.1, ENSXETG00000011203.1
OG0002949	ENSMUSG00000018433.14	ENSXETG00000000864.1
OG0002950	ENSMUSG00000035401.9	ENSXETG00000006606.1
OG0002951	ENSMUSG00000020832.14	ENSXETG00000012314.1
OG0002952	ENSMUSG00000003235.13	ENSXETG00000005347.1
OG0002953	ENSMUSG00000026914.15	ENSXETG00000017361.1
OG0002954	ENSMUSG00000030534.13	ENSXETG00000017692.1
OG0002955	ENSMUSG00000028437.14	ENSXETG00000005088.1
OG0002956	ENSMUSG00000028438.16	ENSXETG00000014714.1
OG0002957	ENSMUSG00000028755.3	ENSXETG00000003048.1
OG0002958	ENSMUSG00000024940.11	ENSXETG00000010632.1
OG0002959	ENSMUSG00000039262.16	ENSXETG00000016681.1
OG0002960	ENSMUSG00000038195.6	ENSXETG00000018346.1
OG0002961	ENSMUSG00000038188.17	ENSXETG00000018593.1
OG0002962	ENSMUSG00000020790.14	ENSXETG00000006650.1
OG0002963	ENSMUSG00000020794.13	ENSXETG00000011998.1
OG0002964	ENSMUSG00000032126.16	ENSXETG00000001703.1, ENSXETG00000005635.1
OG0002965	ENSMUSG00000021944.15	ENSXETG00000004854.1
OG0002966	ENSMUSG00000025525.12	ENSXETG00000009468.1
OG0002967	ENSMUSG00000026811.18	ENSXETG00000008411.1
OG0002968	ENSMUSG00000037486.18	ENSXETG00000009832.1
OG0002969	ENSMUSG00000000916.15	ENSXETG00000007404.1
OG0002970	ENSMUSG00000021356.10	ENSXETG00000015974.1
OG0002971	ENSMUSG00000053469.14	ENSXETG00000021331.1
OG0002972	ENSMUSG00000061313.8	ENSXETG00000017656.1, ENSXETG00000019995.1
OG0002973	ENSMUSG00000079037.9	ENSXETG00000015291.1
OG0002974	ENSMUSG00000036057.11	ENSXETG00000010275.1
OG0002975	ENSMUSG00000031996.17	ENSXETG00000020138.1
OG0002976	ENSMUSG00000031730.18	ENSXETG00000011253.1
OG0002977	ENSMUSG00000009566.12	ENSXETG00000007420.1
OG0002978	ENSMUSG00000039849.6	ENSXETG00000011383.1
OG0002979	ENSMUSG00000029073.9	ENSXETG00000007236.1
OG0002980	ENSMUSG00000029034.9	ENSXETG00000007037.1, ENSXETG00000016175.1
OG0002981	ENSMUSG00000027479.14	ENSXETG00000002991.1
OG0002982	ENSMUSG00000022871.13	ENSXETG00000020170.1
OG0002983	ENSMUSG00000029434.12	ENSXETG00000002110.1
OG0002984	ENSMUSG00000029541.12	ENSXETG00000019557.1
OG0002985	ENSMUSG00000036992.10, ENSMUSG00000042271.13	ENSXETG00000014000.1
OG0002986	ENSMUSG00000015619.10	ENSXETG00000020035.1
OG0002987	ENSMUSG00000046761.13	ENSXETG00000015929.1
OG0002988	ENSMUSG00000026688.5	ENSXETG00000006704.1
OG0002989	ENSMUSG00000070990.2	ENSXETG00000014336.1, ENSXETG00000010051.1
OG0002990	ENSMUSG00000026761.12	ENSXETG00000021385.1
OG0002991	ENSMUSG00000031919.6	ENSXETG00000012312.1
OG0002993	ENSMUSG00000031924.4	ENSXETG00000012345.1
OG0002994	ENSMUSG00000003847.16	ENSXETG00000012381.1
OG0002995	ENSMUSG00000031930.11	ENSXETG00000001238.1
OG0002996	ENSMUSG00000031660.13	ENSXETG00000000969.1, ENSXETG00000011512.1
OG0002997	ENSMUSG00000027238.17	ENSXETG00000013781.1
OG0002998	ENSMUSG00000038335.13	ENSXETG00000013543.1
OG0002999	ENSMUSG00000061136.15	ENSXETG00000011378.1
OG0003000	ENSMUSG00000022560.9	ENSXETG00000015442.1
OG0003001	ENSMUSG00000053510.12	ENSXETG00000005079.1
OG0003002	ENSMUSG00000038128.7	ENSXETG00000000589.1, ENSXETG00000006309.1
