M_musculus.pep,P_Mucros.pep
ENSMUSG00000022390,XP_015669086.1
ENSMUSG00000026289,XP_029139522.1
ENSMUSG00000022477,XP_015669090.1
ENSMUSG00000055204,XP_015686974.1
ENSMUSG00000034853,XP_015666355.1
ENSMUSG00000040699,XP_015686993.1
ENSMUSG00000058486,XP_015669923.1
ENSMUSG00000020062,XP_015673642.1
ENSMUSG00000020014,XP_029139306.1
ENSMUSG00000025035,XP_015675258.1
ENSMUSG00000020018,XP_015668119.1
ENSMUSG00000010362,XP_015687780.1
ENSMUSG00000062981,XP_015668311.1
ENSMUSG00000034187,XP_015687698.1
ENSMUSG00000012819,XP_015669098.1
ENSMUSG00000018486,XP_015687674.2
ENSMUSG00000028551,XP_015666408.1
ENSMUSG00000034768,XP_015687720.1
ENSMUSG00000017404,XP_015687737.1
ENSMUSG00000035325,XP_015687857.1
ENSMUSG00000040177,XP_015669707.1
ENSMUSG00000030861,XP_015669703.1
ENSMUSG00000022023,XP_015666562.1
ENSMUSG00000038437,XP_029138894.1
ENSMUSG00000018882,XP_015665936.1
ENSMUSG00000075595,XP_015665910.1
ENSMUSG00000005148,XP_015687819.1
ENSMUSG00000037318,XP_015676827.1
ENSMUSG00000000416,XP_015669037.1
ENSMUSG00000022760,XP_015665653.1
ENSMUSG00000032902,XP_015675947.1
ENSMUSG00000041763,XP_015678538.2
ENSMUSG00000079157,XP_015667301.1
ENSMUSG00000027217,XP_015687195.1
ENSMUSG00000030346,XP_015683649.1
ENSMUSG00000048875,XP_015672461.1
ENSMUSG00000031358,XP_015674823.1
ENSMUSG00000036046,XP_015675245.1
ENSMUSG00000026672,XP_029142145.1
ENSMUSG00000026657,XP_015681914.1
ENSMUSG00000040234,XP_029142612.1
ENSMUSG00000073077,XP_015672831.1
ENSMUSG00000002996,XP_015684276.1
ENSMUSG00000027579,XP_015683623.1
ENSMUSG00000058240,XP_015675104.1
ENSMUSG00000022962,XP_015675082.1
ENSMUSG00000053414,XP_015674828.1
ENSMUSG00000050520,XP_015675173.1
ENSMUSG00000029233,XP_015676666.1
ENSMUSG00000036435,XP_015679476.1
ENSMUSG00000018796,XP_015687283.1
ENSMUSG00000071533,XP_015668730.1
ENSMUSG00000028015,XP_015672028.1
ENSMUSG00000033767,XP_029141910.1
ENSMUSG00000063888,XP_015674061.1
ENSMUSG00000041220,XP_015674466.1
ENSMUSG00000058952,XP_015683432.1
ENSMUSG00000041084,XP_015666359.1
ENSMUSG00000030562,XP_015670197.1
ENSMUSG00000052928,XP_015680343.1
ENSMUSG00000023132,XP_015667257.1
ENSMUSG00000069089,XP_029142855.1
ENSMUSG00000024597,XP_015676880.1
ENSMUSG00000024750,XP_015672197.1
ENSMUSG00000051490,XP_015673519.1
ENSMUSG00000002799,XP_015682976.1
ENSMUSG00000098112,XP_015676649.1
ENSMUSG00000041702,XP_015671182.1
ENSMUSG00000021244,XP_015677699.2
ENSMUSG00000002820,XP_015676124.1
ENSMUSG00000040669,XP_015680363.1
ENSMUSG00000034994,XP_015681908.1
ENSMUSG00000021222,XP_015678869.1
ENSMUSG00000027272,XP_015679180.1
ENSMUSG00000031394,XP_015667746.1
ENSMUSG00000027306,XP_015680919.1
ENSMUSG00000031372,XP_015667743.1
ENSMUSG00000056679,XP_015667741.1
ENSMUSG00000031024,XP_015685553.1
ENSMUSG00000039741,XP_029139840.1
ENSMUSG00000025147,XP_015680772.1
ENSMUSG00000033909,XP_015676762.1
ENSMUSG00000024002,XP_015686125.1
ENSMUSG00000024045,XP_015686134.1
ENSMUSG00000062031,XP_015675552.1
ENSMUSG00000034120,XP_015685593.1
ENSMUSG00000020733,XP_029140668.1
ENSMUSG00000026211,XP_029139837.1
ENSMUSG00000026005,XP_015686577.1
ENSMUSG00000070732,XP_029143175.1
ENSMUSG00000020380,XP_015675044.1
ENSMUSG00000034432,XP_015674729.1
ENSMUSG00000000594,XP_015680313.1
ENSMUSG00000024145,XP_015671897.1
ENSMUSG00000031482,XP_015674157.1
ENSMUSG00000003778,XP_029141510.1
ENSMUSG00000020593,XP_029140839.1
ENSMUSG00000020580,XP_015679376.1
ENSMUSG00000030316,XP_015680097.1
ENSMUSG00000030056,XP_015678448.1
ENSMUSG00000107928,XP_015678314.1
ENSMUSG00000058006,XP_015672867.1
ENSMUSG00000023068,XP_015680539.1
ENSMUSG00000019864,XP_015672382.1
ENSMUSG00000032253,XP_015677222.1
ENSMUSG00000034252,XP_015676555.1
ENSMUSG00000034898,XP_015672972.1
ENSMUSG00000042873,XP_015675352.1
ENSMUSG00000033931,XP_015672397.2
ENSMUSG00000050930,XP_015675598.1
ENSMUSG00000024073,XP_015671480.1
ENSMUSG00000055385,XP_029139976.1
ENSMUSG00000024077,XP_029139977.1
ENSMUSG00000034121,XP_015668301.1
ENSMUSG00000028741,XP_015687033.1
ENSMUSG00000003039,XP_015665452.1
ENSMUSG00000057863,XP_015665534.1
ENSMUSG00000028234,XP_015667852.1
ENSMUSG00000024327,XP_029142486.1
ENSMUSG00000034164,XP_029140266.1
ENSMUSG00000026927,XP_015672764.2
ENSMUSG00000024997,XP_015674953.1
ENSMUSG00000002372,XP_015665475.1
ENSMUSG00000040952,XP_015680847.1
ENSMUSG00000042216,XP_015671290.1
ENSMUSG00000001844,XP_015682814.1
ENSMUSG00000054452,XP_015680122.1
ENSMUSG00000032085,XP_015668415.1
ENSMUSG00000041718,XP_015674114.1
ENSMUSG00000050079,XP_015678422.1
ENSMUSG00000068856,XP_015674260.1
ENSMUSG00000045934,XP_015674243.1
ENSMUSG00000034263,XP_015674972.1
ENSMUSG00000053641,XP_029140611.1
ENSMUSG00000021360,XP_015666313.1
ENSMUSG00000037762,XP_015675056.1
ENSMUSG00000058022,XP_015666307.2
ENSMUSG00000036473,XP_029140946.1
ENSMUSG00000030264,XP_015683470.1
ENSMUSG00000040859,XP_029139109.1
ENSMUSG00000028807,XP_015667128.1
ENSMUSG00000020847,XP_029142523.1
ENSMUSG00000028044,XP_015681538.1
ENSMUSG00000021200,XP_015671184.1
ENSMUSG00000025979,XP_015668520.1
ENSMUSG00000025787,XP_015678362.1
ENSMUSG00000032551,XP_015678351.1
ENSMUSG00000039206,XP_015669197.1
ENSMUSG00000043962,XP_029139115.1
ENSMUSG00000027624,XP_029140171.1
ENSMUSG00000032555,XP_015678565.1
ENSMUSG00000022681,XP_015682365.1
ENSMUSG00000020473,XP_029139717.1
ENSMUSG00000053838,XP_015670056.1
ENSMUSG00000007216,XP_029142972.1
ENSMUSG00000029560,XP_029140623.1
ENSMUSG00000056076,XP_029140613.1
ENSMUSG00000056537,XP_015666257.1
ENSMUSG00000000148,XP_029140622.1
ENSMUSG00000091625,XP_015667230.1
ENSMUSG00000025860,XP_015682263.1
ENSMUSG00000027215,XP_015687201.1
ENSMUSG00000052752,XP_015678321.1
ENSMUSG00000034755,XP_015680514.2
ENSMUSG00000031652,XP_029140651.1
ENSMUSG00000075256,XP_015678920.1
ENSMUSG00000003363,XP_029139552.1
ENSMUSG00000020067,XP_029140099.1
ENSMUSG00000059291,XP_015675132.1
ENSMUSG00000041734,XP_029140478.1
ENSMUSG00000013663,XP_015668750.1
ENSMUSG00000040451,XP_015668746.1
ENSMUSG00000028643,XP_015683641.1
ENSMUSG00000056770,XP_015675788.1
ENSMUSG00000022684,XP_015667463.1
ENSMUSG00000000743,XP_015666918.1
ENSMUSG00000019467,XP_015679468.1
ENSMUSG00000028821,XP_015677738.1
ENSMUSG00000047843,XP_015676252.1
ENSMUSG00000041936,XP_029142398.1
ENSMUSG00000035078,XP_015678837.1
ENSMUSG00000026031,XP_015676277.1
ENSMUSG00000022141,XP_015672432.1
ENSMUSG00000026037,XP_029140846.1
ENSMUSG00000031819,XP_015672326.1
ENSMUSG00000070883,XP_015674658.1
ENSMUSG00000068922,XP_015684207.1
ENSMUSG00000031954,XP_015671358.1
ENSMUSG00000045176,XP_015681454.1
ENSMUSG00000049600,XP_015665691.1
ENSMUSG00000005566,XP_015665647.1
ENSMUSG00000022365,XP_015679947.1
ENSMUSG00000022973,XP_015674973.1
ENSMUSG00000026784,XP_029138915.1
ENSMUSG00000004268,XP_015669551.1
ENSMUSG00000052459,XP_015667606.1
ENSMUSG00000022967,XP_015675028.1
ENSMUSG00000022820,XP_015667619.1
ENSMUSG00000036427,XP_015667575.1
ENSMUSG00000030942,XP_015681738.1
ENSMUSG00000030917,XP_015683343.1
ENSMUSG00000042473,XP_015676587.1
ENSMUSG00000042396,XP_015668386.1
ENSMUSG00000002732,XP_015674329.1
ENSMUSG00000026754,XP_015681613.1
ENSMUSG00000035673,XP_029141625.1
ENSMUSG00000004508,XP_015684292.1
ENSMUSG00000035314,XP_029140447.1
ENSMUSG00000017561,XP_015676750.1
ENSMUSG00000028893,XP_029139972.1
ENSMUSG00000031481,XP_015674185.2
ENSMUSG00000057130,XP_015682345.1
ENSMUSG00000034333,XP_015673550.1
ENSMUSG00000045095,XP_029141920.1
ENSMUSG00000016831,XP_015670496.1
ENSMUSG00000022800,XP_015678353.1
ENSMUSG00000038949,XP_029143068.1
ENSMUSG00000017999,XP_029141818.1
ENSMUSG00000037960,XP_015673137.1
ENSMUSG00000030880,XP_015676644.1
ENSMUSG00000031622,XP_029138793.1
ENSMUSG00000045160,XP_015666642.1
ENSMUSG00000032202,XP_015666479.1
ENSMUSG00000028454,XP_029141980.1
ENSMUSG00000030516,XP_029141124.1
ENSMUSG00000005667,XP_015666589.1
ENSMUSG00000075270,XP_015684108.1
ENSMUSG00000028830,XP_015679639.1
ENSMUSG00000029474,XP_015670944.1
ENSMUSG00000028631,XP_015687169.1
ENSMUSG00000048007,XP_015676085.1
ENSMUSG00000027746,XP_015666633.1
ENSMUSG00000006281,XP_029141738.1
ENSMUSG00000002329,XP_015676814.1
ENSMUSG00000059854,XP_015667661.1
ENSMUSG00000024180,XP_029139172.1
ENSMUSG00000079109,XP_029140842.1
ENSMUSG00000022219,XP_015681940.1
ENSMUSG00000075569,XP_029140841.1
ENSMUSG00000015668,XP_029142054.1
ENSMUSG00000046994,XP_015676070.1
ENSMUSG00000002968,XP_015665673.1
ENSMUSG00000038970,XP_015676253.1
ENSMUSG00000078490,XP_015675084.1
ENSMUSG00000000838,XP_015676172.1
ENSMUSG00000022521,XP_015667445.1
ENSMUSG00000039879,XP_015677661.1
ENSMUSG00000002395,XP_015665469.1
ENSMUSG00000024887,XP_015678510.1
ENSMUSG00000025220,XP_015668928.1
ENSMUSG00000052105,XP_029139628.1
ENSMUSG00000030811,XP_015674587.1
ENSMUSG00000019763,XP_015677429.1
ENSMUSG00000053398,XP_015675260.1
ENSMUSG00000092356,XP_029141648.1
ENSMUSG00000054312,XP_015674257.1
ENSMUSG00000049109,XP_015671723.1
ENSMUSG00000057234,XP_015670872.1
ENSMUSG00000018585,XP_015677828.1
ENSMUSG00000019899,XP_015673130.1
ENSMUSG00000046605,XP_015665700.1
ENSMUSG00000020721,XP_029140164.1
ENSMUSG00000014782,XP_015667656.1
ENSMUSG00000078607,XP_015668461.1
ENSMUSG00000031133,XP_015687959.1
ENSMUSG00000022425,XP_015672875.1
ENSMUSG00000000394,XP_015669242.1
ENSMUSG00000055538,XP_015680422.1
ENSMUSG00000020329,XP_029141624.1
ENSMUSG00000047619,XP_015681276.1
ENSMUSG00000030263,XP_015680434.1
ENSMUSG00000040370,XP_015680438.1
ENSMUSG00000020220,XP_015668226.1
ENSMUSG00000038886,XP_029140452.1
ENSMUSG00000027496,XP_015681785.1
ENSMUSG00000025410,XP_015678100.1
ENSMUSG00000021939,XP_015673528.1
ENSMUSG00000025241,XP_015678516.1
ENSMUSG00000078317,XP_015680199.1
ENSMUSG00000035699,XP_015682971.1
ENSMUSG00000031403,XP_015680200.1
ENSMUSG00000046312,XP_015683822.1
ENSMUSG00000031485,XP_015675241.1
ENSMUSG00000051596,XP_015673146.1
ENSMUSG00000002028,XP_015668378.1
ENSMUSG00000021413,XP_015670492.2
ENSMUSG00000031952,XP_015666968.1
ENSMUSG00000037316,XP_015680205.1
ENSMUSG00000070304,XP_029139344.1
ENSMUSG00000031731,XP_015666939.1
ENSMUSG00000052751,XP_015682966.1
ENSMUSG00000031197,XP_029138771.1
ENSMUSG00000031728,XP_029139080.1
ENSMUSG00000031729,XP_015666938.1
ENSMUSG00000026820,XP_015680712.1
ENSMUSG00000041966,XP_015667353.1
ENSMUSG00000027015,XP_015667352.1
ENSMUSG00000074001,XP_015667881.1
ENSMUSG00000029097,XP_015680897.1
ENSMUSG00000014039,XP_015678074.1
ENSMUSG00000022881,XP_015677965.1
ENSMUSG00000039834,XP_015683950.1
ENSMUSG00000022354,XP_015667202.1
ENSMUSG00000078161,XP_029139424.1
ENSMUSG00000032064,XP_015668072.1
ENSMUSG00000042594,XP_029139878.1
ENSMUSG00000063704,XP_029140207.1
ENSMUSG00000039058,XP_015680630.1
ENSMUSG00000040485,XP_029143151.1
ENSMUSG00000054942,XP_029140370.1
ENSMUSG00000031948,XP_015666907.1
ENSMUSG00000026319,XP_015666996.2
ENSMUSG00000060227,XP_015667387.1
ENSMUSG00000056598,XP_015673301.1
ENSMUSG00000042446,XP_029140777.1
ENSMUSG00000027002,XP_015677231.1
ENSMUSG00000038845,XP_015665908.1
ENSMUSG00000030521,XP_015666482.1
ENSMUSG00000020657,XP_015668476.1
ENSMUSG00000022303,XP_029141041.1
ENSMUSG00000020741,XP_015679986.2
ENSMUSG00000041471,XP_015679048.1
ENSMUSG00000046671,XP_015680613.1
ENSMUSG00000045482,XP_015681343.1
ENSMUSG00000021796,XP_015680306.1
ENSMUSG00000014355,XP_029140873.1
ENSMUSG00000020677,XP_029142425.1
ENSMUSG00000028799,XP_015675868.1
ENSMUSG00000036817,XP_029140866.1
ENSMUSG00000004748,XP_015672931.1
ENSMUSG00000058498,XP_029139316.1
ENSMUSG00000062397,XP_015687355.1
ENSMUSG00000042529,XP_015683557.1
ENSMUSG00000024222,XP_015677434.1
ENSMUSG00000017615,XP_015682777.1
ENSMUSG00000059939,XP_015682841.1
ENSMUSG00000028378,XP_015674710.1
ENSMUSG00000061130,XP_015668572.1
ENSMUSG00000038563,XP_015675677.1
ENSMUSG00000041992,XP_029138947.1
ENSMUSG00000001062,XP_029139072.1
ENSMUSG00000053929,XP_015684493.1
ENSMUSG00000022538,XP_029140831.1
ENSMUSG00000001416,XP_015672107.1
ENSMUSG00000032342,XP_015683408.2
ENSMUSG00000063354,XP_029142132.1
ENSMUSG00000033417,XP_015674957.2
ENSMUSG00000005198,XP_015680237.1
ENSMUSG00000022468,XP_015673136.2
ENSMUSG00000038777,XP_015680370.1
ENSMUSG00000035967,XP_015687949.1
ENSMUSG00000052997,XP_015667573.1
ENSMUSG00000002635,XP_015667564.1
ENSMUSG00000034928,XP_015677012.1
ENSMUSG00000040738,XP_015673317.1
ENSMUSG00000036202,XP_015684458.1
ENSMUSG00000039473,XP_015674742.1
ENSMUSG00000022536,XP_015674741.1
ENSMUSG00000022710,XP_015681467.1
ENSMUSG00000029536,XP_015685361.1
ENSMUSG00000040297,XP_029140603.1
ENSMUSG00000023170,XP_015685461.1
ENSMUSG00000041058,XP_015668581.1
ENSMUSG00000066900,XP_015672963.2
ENSMUSG00000030911,XP_029140922.1
ENSMUSG00000032059,XP_029139291.1
ENSMUSG00000027533,XP_015687552.1
ENSMUSG00000043987,XP_029139362.1
ENSMUSG00000006456,XP_015673159.1
ENSMUSG00000026553,XP_015672878.1
ENSMUSG00000039616,XP_015673716.1
ENSMUSG00000039458,XP_015672500.1
ENSMUSG00000047213,XP_015687353.1
ENSMUSG00000026185,XP_015668556.1
ENSMUSG00000069094,XP_015673103.1
ENSMUSG00000048310,XP_015673073.1
ENSMUSG00000013155,XP_015673056.1
ENSMUSG00000026361,XP_015674118.1
ENSMUSG00000056763,XP_029142107.1
ENSMUSG00000045667,XP_029139771.1
ENSMUSG00000049882,XP_015681053.1
ENSMUSG00000050471,XP_029142272.1
ENSMUSG00000109179,XP_029141506.1
ENSMUSG00000025736,XP_015674737.1
ENSMUSG00000029416,XP_015679102.1
ENSMUSG00000029480,XP_029138924.1
ENSMUSG00000026965,XP_015687119.1
ENSMUSG00000026956,XP_015679835.1
ENSMUSG00000039200,XP_029139180.1
ENSMUSG00000038011,XP_029139502.1
ENSMUSG00000022503,XP_015667469.1
ENSMUSG00000021819,XP_015679039.1
ENSMUSG00000049327,XP_029139497.1
ENSMUSG00000028882,XP_015672077.1
ENSMUSG00000054405,XP_015672068.1
ENSMUSG00000025534,XP_015671089.2
ENSMUSG00000046364,XP_029138906.1
ENSMUSG00000028793,XP_015667137.1
ENSMUSG00000024410,XP_015677004.1
ENSMUSG00000027406,XP_015680681.1
ENSMUSG00000026698,XP_015674939.1
ENSMUSG00000029465,XP_015669136.1
ENSMUSG00000032012,XP_029139490.1
ENSMUSG00000024142,XP_015682812.1
ENSMUSG00000024137,XP_029142256.1
ENSMUSG00000071359,XP_015674220.1
ENSMUSG00000030882,XP_029140235.1
ENSMUSG00000027650,XP_029142700.1
ENSMUSG00000030881,XP_015672794.1
ENSMUSG00000064289,XP_015673891.1
ENSMUSG00000024290,XP_015668961.1
ENSMUSG00000036822,XP_015681775.1
ENSMUSG00000000131,XP_015674673.1
ENSMUSG00000032867,XP_015680402.1
ENSMUSG00000005580,XP_029139183.1
ENSMUSG00000061578,XP_015677449.1
ENSMUSG00000032777,XP_015667437.1
ENSMUSG00000021782,XP_015680873.1
ENSMUSG00000031843,XP_015671716.1
ENSMUSG00000054733,XP_015669252.2
ENSMUSG00000018381,XP_029138874.1
ENSMUSG00000031666,XP_015674224.1
ENSMUSG00000005102,XP_015681318.1
ENSMUSG00000001420,XP_015683365.1
ENSMUSG00000001418,XP_015672063.1
ENSMUSG00000029674,XP_015668291.1
ENSMUSG00000033282,XP_029140472.1
ENSMUSG00000025737,XP_015674760.1
ENSMUSG00000026799,XP_015677590.1
ENSMUSG00000049350,XP_015665986.1
ENSMUSG00000026987,XP_029139755.1
ENSMUSG00000041438,XP_015666899.1
ENSMUSG00000029442,XP_029139872.1
ENSMUSG00000020444,XP_015669783.1
ENSMUSG00000041949,XP_029139068.1
ENSMUSG00000028364,XP_015683404.1
ENSMUSG00000034681,XP_015676790.1
ENSMUSG00000000303,XP_015666927.1
ENSMUSG00000032112,XP_015668397.1
ENSMUSG00000039130,XP_029142860.1
ENSMUSG00000024646,XP_015681023.1
ENSMUSG00000002221,XP_015688013.1
ENSMUSG00000029502,XP_015680250.1
ENSMUSG00000024565,XP_015681308.1
ENSMUSG00000042050,XP_015666973.1
ENSMUSG00000064037,XP_015670287.1
ENSMUSG00000071202,XP_015674746.1
ENSMUSG00000016477,XP_015687175.1
ENSMUSG00000004931,XP_029138922.1
ENSMUSG00000031824,XP_015677505.1
ENSMUSG00000035614,XP_015674497.1
ENSMUSG00000030335,XP_015669541.1
ENSMUSG00000026189,XP_015686625.1
ENSMUSG00000027642,XP_015671227.1
ENSMUSG00000072770,XP_029139584.1
ENSMUSG00000022805,XP_015669927.1
ENSMUSG00000040048,XP_015671734.1
ENSMUSG00000061013,XP_015666159.1
ENSMUSG00000004366,XP_015683805.1
ENSMUSG00000050213,XP_015667108.1
ENSMUSG00000042707,XP_015667125.1
ENSMUSG00000026781,XP_015666134.1
ENSMUSG00000029219,XP_015684677.1
ENSMUSG00000059401,XP_015676594.1
ENSMUSG00000045967,XP_015666156.1
ENSMUSG00000028902,XP_015667151.1
ENSMUSG00000035847,XP_015676173.1
ENSMUSG00000036617,XP_015667054.1
ENSMUSG00000022678,XP_015667490.1
ENSMUSG00000053565,XP_015678591.1
ENSMUSG00000038816,XP_015684156.1
ENSMUSG00000059263,XP_015683148.1
ENSMUSG00000022051,XP_015679776.1
ENSMUSG00000024795,XP_029141272.1
ENSMUSG00000053702,XP_015667041.1
ENSMUSG00000033845,XP_015675643.1
ENSMUSG00000028936,XP_015668250.1
ENSMUSG00000021611,XP_029140926.1
ENSMUSG00000026827,XP_015673853.1
ENSMUSG00000026470,XP_015668622.1
ENSMUSG00000026980,XP_029139754.1
ENSMUSG00000060802,XP_015678762.1
ENSMUSG00000025609,XP_015679105.2
ENSMUSG00000027709,XP_015677889.1
ENSMUSG00000002297,XP_015666666.1
ENSMUSG00000028699,XP_015667016.1
ENSMUSG00000028358,XP_029143074.1
ENSMUSG00000032386,XP_015673938.1
ENSMUSG00000030982,XP_015681896.1
ENSMUSG00000039033,XP_015677913.1
ENSMUSG00000022112,XP_015677652.2
ENSMUSG00000027048,XP_015677389.1
ENSMUSG00000021832,XP_015673264.1
ENSMUSG00000047617,XP_029142098.1
ENSMUSG00000027522,XP_015678169.1
ENSMUSG00000030884,XP_015676639.1
ENSMUSG00000040407,XP_029139848.1
ENSMUSG00000027676,XP_015676969.1
ENSMUSG00000000600,XP_015666116.1
ENSMUSG00000022562,XP_015679433.1
ENSMUSG00000041498,XP_029141569.1
ENSMUSG00000029055,XP_015684016.1
ENSMUSG00000037531,XP_015676980.1
ENSMUSG00000005057,XP_029142404.1
ENSMUSG00000040302,XP_015666121.1
ENSMUSG00000015027,XP_015666926.1
ENSMUSG00000037627,XP_029139489.1
ENSMUSG00000037646,XP_015668914.1
ENSMUSG00000015126,XP_015687226.2
ENSMUSG00000035521,XP_015687227.1
ENSMUSG00000035735,XP_015672009.1
ENSMUSG00000026675,XP_015687524.1
ENSMUSG00000036372,XP_015672020.1
ENSMUSG00000020838,XP_015671250.1
ENSMUSG00000022679,XP_015686034.1
ENSMUSG00000037625,XP_015674612.1
ENSMUSG00000025702,XP_015684425.1
ENSMUSG00000037643,XP_015674609.1
ENSMUSG00000012483,XP_015667101.1
ENSMUSG00000079679,XP_015680606.1
ENSMUSG00000002565,XP_015667320.1
ENSMUSG00000004151,XP_015672260.1
ENSMUSG00000043153,XP_015666296.1
ENSMUSG00000027778,XP_029143105.1
ENSMUSG00000024101,XP_015682662.1
ENSMUSG00000030310,XP_015687068.1
ENSMUSG00000045962,XP_029139612.1
ENSMUSG00000027762,XP_015669819.1
ENSMUSG00000023927,XP_015666227.1
ENSMUSG00000030107,XP_015679071.1
ENSMUSG00000041440,XP_015676580.1
ENSMUSG00000032412,XP_015676579.1
ENSMUSG00000021893,XP_015678618.1
ENSMUSG00000029833,XP_015675811.2
ENSMUSG00000026219,XP_015671777.1
ENSMUSG00000032254,XP_029139158.1
ENSMUSG00000002416,XP_015672816.1
ENSMUSG00000002413,XP_015672755.1
ENSMUSG00000027962,XP_029143070.1
ENSMUSG00000020061,XP_015673725.1
ENSMUSG00000000340,XP_015687088.1
ENSMUSG00000033439,XP_015687084.1
ENSMUSG00000020057,XP_015673718.1
ENSMUSG00000020056,XP_015673730.1
ENSMUSG00000035351,XP_015673717.1
ENSMUSG00000037973,XP_029139129.1
ENSMUSG00000073616,XP_015686468.1
ENSMUSG00000084989,XP_015672223.1
ENSMUSG00000032977,XP_029139246.1
ENSMUSG00000014074,XP_015679728.1
ENSMUSG00000045091,XP_015679721.1
ENSMUSG00000040978,XP_015684659.1
ENSMUSG00000035606,XP_015671083.1
ENSMUSG00000037072,XP_015687102.1
ENSMUSG00000022428,XP_015682725.1
ENSMUSG00000022427,XP_015682723.1
ENSMUSG00000032468,XP_015669212.1
ENSMUSG00000047888,XP_015669072.2
ENSMUSG00000037260,XP_015686955.1
ENSMUSG00000042292,XP_029139492.1
ENSMUSG00000028514,XP_029139809.1
ENSMUSG00000053604,XP_015686972.1
ENSMUSG00000070738,XP_015669192.1
ENSMUSG00000068117,XP_015669000.1
ENSMUSG00000068114,XP_015669017.1
ENSMUSG00000053119,XP_015686982.1
ENSMUSG00000022452,XP_015669012.1
ENSMUSG00000020681,XP_029143063.1
ENSMUSG00000040018,XP_015671751.1
ENSMUSG00000017802,XP_015687004.1
ENSMUSG00000069539,XP_015673641.1
ENSMUSG00000049154,XP_015666863.1
ENSMUSG00000025178,XP_015680008.2
ENSMUSG00000019961,XP_015674930.1
ENSMUSG00000033253,XP_029139043.1
ENSMUSG00000025034,XP_015675257.1
ENSMUSG00000069744,XP_015670247.1
ENSMUSG00000025050,XP_015675267.1
ENSMUSG00000028693,XP_015666822.1
ENSMUSG00000034708,XP_015686946.2
ENSMUSG00000020929,XP_015670111.1
ENSMUSG00000019971,XP_015666451.1
ENSMUSG00000024974,XP_015673596.1
ENSMUSG00000046861,XP_015666799.1
ENSMUSG00000055900,XP_015666791.1
ENSMUSG00000020946,XP_015687700.1
ENSMUSG00000020130,XP_015667272.1
ENSMUSG00000034557,XP_015666387.1
ENSMUSG00000035266,XP_029143208.1
ENSMUSG00000020159,XP_029139973.1
ENSMUSG00000040167,XP_015669704.1
ENSMUSG00000040125,XP_015669713.1
ENSMUSG00000017499,XP_015687760.1
ENSMUSG00000035849,XP_029143177.1
ENSMUSG00000041577,XP_015687651.1
ENSMUSG00000029804,XP_015675429.1
ENSMUSG00000037709,XP_015675431.1
ENSMUSG00000048170,XP_015672716.1
ENSMUSG00000022466,XP_015687562.1
ENSMUSG00000041736,XP_015681321.1
ENSMUSG00000006058,XP_015665912.1
ENSMUSG00000033186,XP_015687836.1
ENSMUSG00000024007,XP_015687158.1
ENSMUSG00000039682,XP_015678836.1
ENSMUSG00000025555,XP_029138836.1
ENSMUSG00000025558,XP_015665632.1
ENSMUSG00000038738,XP_029138820.1
ENSMUSG00000062980,XP_029141160.1
ENSMUSG00000023073,XP_015665561.1
ENSMUSG00000031505,XP_015667309.2
ENSMUSG00000056228,XP_015667307.1
ENSMUSG00000031508,XP_015667305.1
ENSMUSG00000002963,XP_015665698.1
ENSMUSG00000038497,XP_015674803.1
ENSMUSG00000003421,XP_015665680.1
ENSMUSG00000026455,XP_015671067.1
ENSMUSG00000022761,XP_015671063.1
ENSMUSG00000001082,XP_015681449.1
ENSMUSG00000030450,XP_029139236.1
ENSMUSG00000067847,XP_015671046.1
ENSMUSG00000038116,XP_015671040.1
