Orthogroup	M_musculus.pep	P_troglodytes.pep
OG0002581	ENSMUSG00000102422.1, ENSMUSG00000027777.15	ENSPTRG00000015575.5
OG0002582	ENSMUSG00000040797.16	ENSPTRG00000004503.5
OG0002583	ENSMUSG00000019256.17	ENSPTRG00000018955.6
OG0002584	ENSMUSG00000036381.13	ENSPTRG00000044071.1
OG0002585	ENSMUSG00000058979.7	ENSPTRG00000014034.6
OG0002586	ENSMUSG00000002797.9	ENSPTRG00000019041.5
OG0002587	ENSMUSG00000073633.9	ENSPTRG00000013006.6
OG0002588	ENSMUSG00000026150.14	ENSPTRG00000012993.6
OG0002589	ENSMUSG00000029916.11	ENSPTRG00000019775.4, ENSPTRG00000050750.1, ENSPTRG00000045097.1, ENSPTRG00000046004.1
OG0002590	ENSMUSG00000029911.14	ENSPTRG00000019778.4, ENSPTRG00000052697.1
OG0002591	ENSMUSG00000038708.10	ENSPTRG00000014746.7
OG0002592	ENSMUSG00000029780.14	ENSPTRG00000044145.1, ENSPTRG00000019067.6, ENSPTRG00000050932.1
OG0002593	ENSMUSG00000063320.11	ENSPTRG00000029559.3
OG0002594	ENSMUSG00000020248.18	ENSPTRG00000051467.1, ENSPTRG00000034326.3
OG0002595	ENSMUSG00000009734.18	ENSPTRG00000019105.5
OG0002596	ENSMUSG00000029687.16	ENSPTRG00000043336.1, ENSPTRG00000019837.5
OG0002597	ENSMUSG00000026283.13	ENSPTRG00000013130.6
OG0002598	ENSMUSG00000037577.13	ENSPTRG00000010618.7
OG0002598	ENSMUSG00000033805.12	ENSPTRG00000000955.5
OG0002599	ENSMUSG00000054387.13	ENSPTRG00000001889.7
OG0002600	ENSMUSG00000026288.14	ENSPTRG00000013050.6
OG0002601	ENSMUSG00000022450.6	ENSPTRG00000014449.5
OG0002602	ENSMUSG00000046733.7	ENSPTRG00000004710.4
OG0002602	ENSMUSG00000030205.15	ENSPTRG00000004711.4
OG0002603	ENSMUSG00000087260.5	ENSPTRG00000045880.1, ENSPTRG00000001078.4
OG0002604	ENSMUSG00000058589.14	ENSPTRG00000005336.6
OG0002605	ENSMUSG00000061904.12	ENSPTRG00000005333.6
OG0002606	ENSMUSG00000025172.3	ENSPTRG00000002812.6
OG0002607	ENSMUSG00000034255.17	ENSPTRG00000009304.4
OG0002608	ENSMUSG00000056938.16	ENSPTRG00000009297.6
OG0002609	ENSMUSG00000020691.13	ENSPTRG00000046946.1, ENSPTRG00000019664.6, ENSPTRG00000009504.6
OG0002610	ENSMUSG00000034163.10	ENSPTRG00000005224.6
OG0002611	ENSMUSG00000058799.16	ENSPTRG00000005240.6, ENSPTRG00000050001.1, ENSPTRG00000044084.1
OG0002612	ENSMUSG00000029798.11	ENSPTRG00000016273.4, ENSPTRG00000016272.7
OG0002613	ENSMUSG00000030849.18	ENSPTRG00000003003.7
OG0002614	ENSMUSG00000020919.11	ENSPTRG00000009198.4
OG0002615	ENSMUSG00000001441.13	ENSPTRG00000043472.1, ENSPTRG00000009330.4
OG0002616	ENSMUSG00000061414.8	ENSPTRG00000004545.5
OG0002617	ENSMUSG00000036167.16	ENSPTRG00000004839.6
OG0002618	ENSMUSG00000022635.9	ENSPTRG00000045111.1, ENSPTRG00000004838.3
OG0002619	ENSMUSG00000030662.10	ENSPTRG00000005984.6
OG0002620	ENSMUSG00000105053.1, ENSMUSG00000032952.11	ENSPTRG00000001127.6
OG0002622	ENSMUSG00000038398.8	ENSPTRG00000006073.7, ENSPTRG00000051640.1, ENSPTRG00000041835.2, ENSPTRG00000041187.2
OG0002623	ENSMUSG00000054920.12	ENSPTRG00000015989.6, ENSPTRG00000047556.1, ENSPTRG00000043215.1
OG0002624	ENSMUSG00000042305.12	ENSPTRG00000001864.5
OG0002625	ENSMUSG00000032401.15	ENSPTRG00000007197.5
OG0002626	ENSMUSG00000042207.17	ENSPTRG00000001856.5
OG0002627	ENSMUSG00000026111.15	ENSPTRG00000012268.5
OG0002628	ENSMUSG00000015882.18	ENSPTRG00000052306.1
OG0002629	ENSMUSG00000050122.19	ENSPTRG00000012263.6
OG0002630	ENSMUSG00000029106.14	ENSPTRG00000015850.7
OG0002631	ENSMUSG00000030357.10	ENSPTRG00000048592.1, ENSPTRG00000049703.1, ENSPTRG00000044230.1, ENSPTRG00000004529.4
OG0002632	ENSMUSG00000023070.6	ENSPTRG00000052788.1, ENSPTRG00000021835.6
OG0002633	ENSMUSG00000061689.15	ENSPTRG00000013457.7
OG0002634	ENSMUSG00000022442.16	ENSPTRG00000014466.6
OG0002635	ENSMUSG00000069049.11, ENSMUSG00000035150.15	ENSPTRG00000050860.1, ENSPTRG00000050342.1, ENSPTRG00000004677.6
OG0002636	ENSMUSG00000069044.6	ENSPTRG00000022487.7
OG0002636	ENSMUSG00000031010.17	ENSPTRG00000045541.1
OG0002637	ENSMUSG00000064280.14	ENSPTRG00000051828.1, ENSPTRG00000019333.5
OG0002638	ENSMUSG00000032834.11	ENSPTRG00000013969.5
OG0002639	ENSMUSG00000023341.15, ENSMUSG00000000386.16	ENSPTRG00000013927.5
OG0002640	ENSMUSG00000020651.8	ENSPTRG00000019581.4
OG0002641	ENSMUSG00000020648.3	ENSPTRG00000019579.4
OG0002642	ENSMUSG00000039763.10	ENSPTRG00000013870.6, ENSPTRG00000044482.1
OG0002643	ENSMUSG00000022965.8	ENSPTRG00000013868.6, ENSPTRG00000046273.1
OG0002644	ENSMUSG00000025612.5	ENSPTRG00000013824.7
OG0002645	ENSMUSG00000022890.13	ENSPTRG00000044388.1
OG0002646	ENSMUSG00000022867.11	ENSPTRG00000013793.6
OG0002647	ENSMUSG00000033313.11	ENSPTRG00000008216.4
OG0002648	ENSMUSG00000045636.16	ENSPTRG00000020023.6
OG0002649	ENSMUSG00000031592.10	ENSPTRG00000020026.7
OG0002650	ENSMUSG00000050312.12	ENSPTRG00000015132.4
OG0002651	ENSMUSG00000031590.8	ENSPTRG00000050205.1, ENSPTRG00000016671.3
OG0002652	ENSMUSG00000015942.9	ENSPTRG00000019295.6
OG0002653	ENSMUSG00000037174.18	ENSPTRG00000016449.7, ENSPTRG00000046603.1, ENSPTRG00000044081.1
OG0002654	ENSMUSG00000048655.17	ENSPTRG00000046000.1
OG0002655	ENSMUSG00000040055.9	ENSPTRG00000005683.6
OG0002655	ENSMUSG00000046352.7	ENSPTRG00000044692.1
OG0002656	ENSMUSG00000053110.13	ENSPTRG00000004211.6
OG0002657	ENSMUSG00000050730.17	ENSPTRG00000004204.5, ENSPTRG00000049059.1, ENSPTRG00000044595.1
OG0002658	ENSMUSG00000027968.11, ENSMUSG00000066107.6	ENSPTRG00000016380.6
OG0002659	ENSMUSG00000051451.6	ENSPTRG00000046588.1
OG0002660	ENSMUSG00000022181.16	ENSPTRG00000016826.5
OG0002661	ENSMUSG00000021704.8	ENSPTRG00000051488.1
OG0002662	ENSMUSG00000060739.8	ENSPTRG00000016990.3, ENSPTRG00000050488.1, ENSPTRG00000049511.1
OG0002663	ENSMUSG00000021639.17	ENSPTRG00000016953.6
OG0002664	ENSMUSG00000049517.8	ENSPTRG00000017052.6
OG0002665	ENSMUSG00000001542.7	ENSPTRG00000046975.1, ENSPTRG00000017090.4
OG0002666	ENSMUSG00000014867.9	ENSPTRG00000021519.6
OG0002667	ENSMUSG00000028484.16	ENSPTRG00000049865.1, ENSPTRG00000020786.7
OG0002668	ENSMUSG00000078139.3, ENSMUSG00000044792.7	ENSPTRG00000016917.6, ENSPTRG00000048110.1, ENSPTRG00000045322.1, ENSPTRG00000044377.1
OG0002669	ENSMUSG00000050148.9	ENSPTRG00000048553.1
OG0002669	ENSMUSG00000005312.15	ENSPTRG00000021055.7
OG0002670	ENSMUSG00000039126.10	ENSPTRG00000021038.7
OG0002671	ENSMUSG00000045232.4	ENSPTRG00000010576.4
OG0002672	ENSMUSG00000035021.13	ENSPTRG00000006255.6
OG0002673	ENSMUSG00000035247.16	ENSPTRG00000006240.7
OG0002674	ENSMUSG00000037679.9	ENSPTRG00000006772.7
OG0002675	ENSMUSG00000021286.8	ENSPTRG00000006762.7
OG0002676	ENSMUSG00000021178.9	ENSPTRG00000052339.1
OG0002677	ENSMUSG00000033713.12	ENSPTRG00000046508.1, ENSPTRG00000049967.1
OG0002678	ENSMUSG00000007670.10	ENSPTRG00000010364.6
OG0002679	ENSMUSG00000021044.15	ENSPTRG00000006588.6
OG0002680	ENSMUSG00000021242.9	ENSPTRG00000006535.2
OG0002681	ENSMUSG00000027452.11	ENSPTRG00000013336.6
OG0002682	ENSMUSG00000060121.15	ENSPTRG00000006291.6, ENSPTRG00000045455.1
OG0002683	ENSMUSG00000002825.8	ENSPTRG00000010481.5
OG0002684	ENSMUSG00000116473.2, ENSMUSG00000047466.10	ENSPTRG00000044267.1, ENSPTRG00000009993.6
OG0002685	ENSMUSG00000021224.15	ENSPTRG00000006513.6
OG0002686	ENSMUSG00000072946.12	ENSPTRG00000006524.5
OG0002687	ENSMUSG00000046000.5, ENSMUSG00000024571.15	ENSPTRG00000016205.3
OG0002687	ENSMUSG00000031388.14	ENSPTRG00000022419.4
OG0002688	ENSMUSG00000027188.8	ENSPTRG00000003503.6
OG0002689	ENSMUSG00000059119.9	ENSPTRG00000050070.1, ENSPTRG00000028747.4
OG0002690	ENSMUSG00000045752.13	ENSPTRG00000003178.6
OG0002691	ENSMUSG00000048191.15	ENSPTRG00000051396.1
OG0002692	ENSMUSG00000118552.1, ENSMUSG00000025508.13	ENSPTRG00000003137.3
OG0002693	ENSMUSG00000031708.17	ENSPTRG00000010595.6
OG0002694	ENSMUSG00000025495.15	ENSPTRG00000048854.1
OG0002695	ENSMUSG00000054662.8	ENSPTRG00000041973.2
OG0002696	ENSMUSG00000053930.13	ENSPTRG00000008778.5
OG0002697	ENSMUSG00000050270.12	ENSPTRG00000008776.5
OG0002698	ENSMUSG00000026383.14	ENSPTRG00000012408.6
OG0002699	ENSMUSG00000055322.15	ENSPTRG00000012906.5
OG0002700	ENSMUSG00000057948.12	ENSPTRG00000009659.6
OG0002701	ENSMUSG00000020766.4	ENSPTRG00000009654.5
OG0002702	ENSMUSG00000026170.6	ENSPTRG00000012928.5
OG0002703	ENSMUSG00000025156.17	ENSPTRG00000009788.6
OG0002704	ENSMUSG00000039450.11	ENSPTRG00000009786.4
OG0002705	ENSMUSG00000025140.15	ENSPTRG00000009777.5
OG0002705	ENSMUSG00000026520.8	ENSPTRG00000002042.6
OG0002706	ENSMUSG00000002885.14	ENSPTRG00000010589.6, ENSPTRG00000049073.1
OG0002707	ENSMUSG00000020333.17	ENSPTRG00000017210.7
OG0002708	ENSMUSG00000041426.12	ENSPTRG00000012741.6, ENSPTRG00000050428.1
OG0002709	ENSMUSG00000020261.15	ENSPTRG00000017434.3
OG0002710	ENSMUSG00000038844.10	ENSPTRG00000013269.6
OG0002711	ENSMUSG00000020375.9	ENSPTRG00000017616.6
OG0002712	ENSMUSG00000117694.1, ENSMUSG00000037236.16	ENSPTRG00000017294.6
OG0002713	ENSMUSG00000022000.11	ENSPTRG00000005851.6
OG0002714	ENSMUSG00000037224.15	ENSPTRG00000015845.6
OG0002715	ENSMUSG00000032580.12	ENSPTRG00000014946.5
OG0002716	ENSMUSG00000051721.6	ENSPTRG00000011707.5
OG0002717	ENSMUSG00000020608.7	ENSPTRG00000011677.5
OG0002718	ENSMUSG00000029309.7	ENSPTRG00000016260.5
OG0002718	ENSMUSG00000018593.13	ENSPTRG00000017436.5
OG0002719	ENSMUSG00000047495.15	ENSPTRG00000023452.5
OG0002720	ENSMUSG00000028251.5	ENSPTRG00000052330.1
OG0002720	ENSMUSG00000103711.1	ENSPTRG00000034550.3
OG0002721	ENSMUSG00000052144.8	ENSPTRG00000049762.1, ENSPTRG00000043861.1, ENSPTRG00000045271.1, ENSPTRG00000048820.1, ENSPTRG00000043303.1
OG0002722	ENSMUSG00000035158.15	ENSPTRG00000015100.5
OG0002723	ENSMUSG00000072945.3	ENSPTRG00000022155.5
OG0002723	ENSMUSG00000047897.10	ENSPTRG00000029533.3
OG0002724	ENSMUSG00000034973.16	ENSPTRG00000018378.6
OG0002725	ENSMUSG00000033577.18	ENSPTRG00000023525.6
OG0002726	ENSMUSG00000012848.15	ENSPTRG00000011591.4, ENSPTRG00000045137.1, ENSPTRG00000051033.1, ENSPTRG00000049193.1, ENSPTRG00000051381.1
OG0002727	ENSMUSG00000025266.11	ENSPTRG00000021940.6, ENSPTRG00000050609.1
OG0002728	ENSMUSG00000001524.14	ENSPTRG00000017943.3
OG0002730	ENSMUSG00000023832.14, ENSMUSG00000062480.12	ENSPTRG00000018759.5
OG0002731	ENSMUSG00000049823.9	ENSPTRG00000017993.4
OG0002732	ENSMUSG00000116876.1, ENSMUSG00000116988.1, ENSMUSG00000094724.8, ENSMUSG00000095687.2	ENSPTRG00000018796.7
OG0002733	ENSMUSG00000023861.17	ENSPTRG00000024084.5
OG0002735	ENSMUSG00000034786.17	ENSPTRG00000023968.6
OG0002736	ENSMUSG00000012296.16	ENSPTRG00000045509.1, ENSPTRG00000018199.5
OG0002737	ENSMUSG00000015597.17	ENSPTRG00000018196.6
OG0002738	ENSMUSG00000050668.10	ENSPTRG00000043397.1, ENSPTRG00000011832.6
OG0002739	ENSMUSG00000024081.9	ENSPTRG00000011836.5
OG0002740	ENSMUSG00000010609.15	ENSPTRG00000002052.7
OG0002741	ENSMUSG00000033855.15	ENSPTRG00000011911.7
OG0002742	ENSMUSG00000074997.3, ENSMUSG00000032171.7	ENSPTRG00000010452.6, ENSPTRG00000049950.1
OG0002743	ENSMUSG00000027938.11	ENSPTRG00000001368.5
OG0002743	ENSMUSG00000035041.8	ENSPTRG00000010295.6
OG0002744	ENSMUSG00000079508.8	ENSPTRG00000021742.5
OG0002745	ENSMUSG00000070526.2, ENSMUSG00000067199.4	ENSPTRG00000051237.1
OG0002745	ENSMUSG00000047604.3	ENSPTRG00000002805.3
OG0002746	ENSMUSG00000087166.9	ENSPTRG00000034387.2, ENSPTRG00000046475.1
OG0002747	ENSMUSG00000019590.16	ENSPTRG00000009512.6
OG0002749	ENSMUSG00000046774.17, ENSMUSG00000045010.14, ENSMUSG00000071749.3, ENSMUSG00000118638.1	ENSPTRG00000047794.1, ENSPTRG00000044432.1, ENSPTRG00000050221.1, ENSPTRG00000046702.1
OG0002750	ENSMUSG00000032621.8	ENSPTRG00000016936.6
OG0002751	ENSMUSG00000053293.9	ENSPTRG00000052406.1, ENSPTRG00000019306.6, ENSPTRG00000050113.1
OG0002752	ENSMUSG00000075376.10	ENSPTRG00000021339.7
OG0002753	ENSMUSG00000032860.5	ENSPTRG00000004042.4
OG0002753	ENSMUSG00000044359.1	ENSPTRG00000034427.2
OG0002754	ENSMUSG00000053914.9	ENSPTRG00000044159.1, ENSPTRG00000041826.2, ENSPTRG00000004190.4
OG0002755	ENSMUSG00000039552.14	ENSPTRG00000018535.7
OG0002755	ENSMUSG00000040866.13	ENSPTRG00000011168.4
OG0002756	ENSMUSG00000071510.3, ENSMUSG00000049362.6	ENSPTRG00000015148.4, ENSPTRG00000030173.3
OG0002757	ENSMUSG00000030187.15, ENSMUSG00000014543.14, ENSMUSG00000079852.4, ENSMUSG00000079853.5, ENSMUSG00000067599.13, ENSMUSG00000089727.2, ENSMUSG00000033024.16, ENSMUSG00000067591.12, ENSMUSG00000072718.6, ENSMUSG00000061769.2, ENSMUSG00000030173.15	ENSPTRG00000046438.1
OG0002758	ENSMUSG00000050608.11	ENSPTRG00000045346.1, ENSPTRG00000000269.6, ENSPTRG00000051558.1, ENSPTRG00000048639.1
OG0002759	ENSMUSG00000045514.5	ENSPTRG00000047806.1, ENSPTRG00000040014.2
OG0002759	ENSMUSG00000068259.4	ENSPTRG00000043919.1
OG0002760	ENSMUSG00000050158.7, ENSMUSG00000050742.5	ENSPTRG00000047719.1, ENSPTRG00000046995.1, ENSPTRG00000042776.1, ENSPTRG00000049161.1, ENSPTRG00000049402.1
OG0002761	ENSMUSG00000049149.9, ENSMUSG00000049057.4, ENSMUSG00000064084.2, ENSMUSG00000061798.2	ENSPTRG00000043138.1, ENSPTRG00000042798.1, ENSPTRG00000003594.5
OG0002762	ENSMUSG00000038370.6	ENSPTRG00000001583.3
OG0002763	ENSMUSG00000029345.13	ENSPTRG00000014196.6
OG0002764	ENSMUSG00000037014.4	ENSPTRG00000013316.3
OG0002764	ENSMUSG00000035431.4	ENSPTRG00000043424.1
OG0002765	ENSMUSG00000027371.10	ENSPTRG00000050697.1, ENSPTRG00000050126.1, ENSPTRG00000052415.1, ENSPTRG00000046131.1, ENSPTRG00000046762.1
OG0002766	ENSMUSG00000054406.9, ENSMUSG00000043692.6	ENSPTRG00000044723.1
OG0002766	ENSMUSG00000070380.2, ENSMUSG00000063116.4, ENSMUSG00000070379.5	ENSPTRG00000048428.1
OG0002767	ENSMUSG00000076441.9	ENSPTRG00000047429.1, ENSPTRG00000046328.1, ENSPTRG00000047028.1, ENSPTRG00000021473.7, ENSPTRG00000045119.1, ENSPTRG00000049671.1
OG0002770	ENSMUSG00000029575.17	ENSPTRG00000005427.5
OG0002771	ENSMUSG00000038059.7	ENSPTRG00000042157.2
OG0002772	ENSMUSG00000078810.4	ENSPTRG00000011482.5
OG0002773	ENSMUSG00000050704.3	ENSPTRG00000013832.3, ENSPTRG00000023953.2
OG0002774	ENSMUSG00000052760.16	ENSPTRG00000052837.1, ENSPTRG00000013011.6, ENSPTRG00000013010.7, ENSPTRG00000013012.7
OG0002775	ENSMUSG00000075198.2, ENSMUSG00000075187.2, ENSMUSG00000090059.4	ENSPTRG00000003625.3, ENSPTRG00000003632.3
OG0002778	ENSMUSG00000055541.17	ENSPTRG00000046238.1, ENSPTRG00000011461.4, ENSPTRG00000011457.6
OG0002781	ENSMUSG00000042157.2, ENSMUSG00000055030.1	ENSPTRG00000042913.1, ENSPTRG00000048092.1, ENSPTRG00000042707.1, ENSPTRG00000050171.1, ENSPTRG00000042830.1
OG0002783	ENSMUSG00000100916.3	ENSPTRG00000034144.3, ENSPTRG00000011272.6, ENSPTRG00000042184.2, ENSPTRG00000011271.5
OG0002797	ENSMUSG00000045377.5	ENSPTRG00000008711.6
OG0002798	ENSMUSG00000029050.15	ENSPTRG00000000047.4
OG0002799	ENSMUSG00000031786.7	ENSPTRG00000008165.5
OG0002800	ENSMUSG00000005373.13	ENSPTRG00000019274.6, ENSPTRG00000048666.1
OG0002801	ENSMUSG00000022620.14	ENSPTRG00000014550.5
OG0002802	ENSMUSG00000019188.16	ENSPTRG00000050703.1, ENSPTRG00000013356.7
OG0002803	ENSMUSG00000043259.15	ENSPTRG00000002522.6
OG0002804	ENSMUSG00000005864.7	ENSPTRG00000052698.1, ENSPTRG00000022378.4
OG0002805	ENSMUSG00000056952.13	ENSPTRG00000014616.6
OG0002806	ENSMUSG00000003617.16	ENSPTRG00000015513.6
OG0002809	ENSMUSG00000034485.10	ENSPTRG00000007232.5
OG0002810	ENSMUSG00000004896.16	ENSPTRG00000001472.7
OG0002811	ENSMUSG00000057572.15	ENSPTRG00000049102.1, ENSPTRG00000028984.3, ENSPTRG00000044760.1
OG0002812	ENSMUSG00000074796.10	ENSPTRG00000013195.5
OG0002813	ENSMUSG00000044030.4	ENSPTRG00000011171.3
OG0002814	ENSMUSG00000001472.17	ENSPTRG00000008495.6
OG0002815	ENSMUSG00000018974.7	ENSPTRG00000005404.3
OG0002816	ENSMUSG00000034579.17	ENSPTRG00000014263.4
OG0002817	ENSMUSG00000024527.10	ENSPTRG00000009879.5
OG0002818	ENSMUSG00000055980.2	ENSPTRG00000012989.4
OG0002819	ENSMUSG00000031216.13	ENSPTRG00000048486.1, ENSPTRG00000021982.5
OG0002820	ENSMUSG00000029776.11	ENSPTRG00000042926.1, ENSPTRG00000019024.4
OG0002822	ENSMUSG00000032536.12	ENSPTRG00000014789.7
OG0002823	ENSMUSG00000037344.14	ENSPTRG00000019509.6
OG0002824	ENSMUSG00000020476.14	ENSPTRG00000019134.5, ENSPTRG00000047759.1
OG0002825	ENSMUSG00000022523.10	ENSPTRG00000046123.1
OG0002826	ENSMUSG00000028649.21	ENSPTRG00000043118.1
OG0002827	ENSMUSG00000065947.3	ENSPTRG00000047423.1, ENSPTRG00000048065.1, ENSPTRG00000048958.1, ENSPTRG00000042631.1
OG0002828	ENSMUSG00000043411.15	ENSPTRG00000000304.6
OG0002829	ENSMUSG00000062372.13	ENSPTRG00000050060.1
OG0002830	ENSMUSG00000036555.14	ENSPTRG00000018866.6, ENSPTRG00000046243.1
OG0002831	ENSMUSG00000025962.15	ENSPTRG00000012848.5
OG0002832	ENSMUSG00000051592.14, ENSMUSG00000116524.1	ENSPTRG00000048758.1
OG0002833	ENSMUSG00000054676.15	ENSPTRG00000010781.6
OG0002835	ENSMUSG00000010914.10	ENSPTRG00000003500.5
OG0002836	ENSMUSG00000026011.13, ENSMUSG00000103326.4	ENSPTRG00000044793.1
OG0002837	ENSMUSG00000025102.14	ENSPTRG00000007388.5
OG0002838	ENSMUSG00000038646.13, ENSMUSG00000074826.10	ENSPTRG00000007387.3
OG0002839	ENSMUSG00000004937.6	ENSPTRG00000010243.3
OG0002840	ENSMUSG00000052920.16	ENSPTRG00000002509.5
OG0002841	ENSMUSG00000098411.7, ENSMUSG00000040856.17	ENSPTRG00000051401.1
OG0002842	ENSMUSG00000021265.3	ENSPTRG00000006718.5
OG0002843	ENSMUSG00000021263.11	ENSPTRG00000006716.5
OG0002844	ENSMUSG00000022518.16	ENSPTRG00000031302.3
OG0002845	ENSMUSG00000022517.17	ENSPTRG00000007723.6
OG0002846	ENSMUSG00000057110.15	ENSPTRG00000021311.5
OG0002847	ENSMUSG00000040945.13	ENSPTRG00000000247.4
OG0002848	ENSMUSG00000057278.8	ENSPTRG00000012029.4
OG0002849	ENSMUSG00000026874.10	ENSPTRG00000021309.3
OG0002850	ENSMUSG00000001036.17	ENSPTRG00000008865.5
OG0002851	ENSMUSG00000039254.16	ENSPTRG00000021488.7
OG0002853	ENSMUSG00000035949.15	ENSPTRG00000021304.7
OG0002854	ENSMUSG00000022221.14	ENSPTRG00000006217.6
OG0002855	ENSMUSG00000022453.8	ENSPTRG00000014446.5
OG0002856	ENSMUSG00000030909.6	ENSPTRG00000007857.3
OG0002857	ENSMUSG00000059447.13	ENSPTRG00000051405.1, ENSPTRG00000011733.6
OG0002858	ENSMUSG00000012350.15	ENSPTRG00000003498.7
OG0002859	ENSMUSG00000063146.11	ENSPTRG00000050476.1, ENSPTRG00000019290.7
OG0002860	ENSMUSG00000047284.14	ENSPTRG00000033982.3
OG0002861	ENSMUSG00000026027.13	ENSPTRG00000051649.1, ENSPTRG00000048524.1, ENSPTRG00000050289.1
OG0002862	ENSMUSG00000025204.10	ENSPTRG00000002851.7, ENSPTRG00000044945.1, ENSPTRG00000047370.1
OG0002863	ENSMUSG00000044894.14	ENSPTRG00000050900.1, ENSPTRG00000047175.1, ENSPTRG00000049854.1
OG0002864	ENSMUSG00000053094.15	ENSPTRG00000019253.5, ENSPTRG00000043513.1
OG0002865	ENSMUSG00000060621.6	ENSPTRG00000011141.4
OG0002866	ENSMUSG00000005360.14	ENSPTRG00000016800.5
OG0002867	ENSMUSG00000116236.1, ENSMUSG00000039704.7	ENSPTRG00000016794.4
OG0002868	ENSMUSG00000054199.17	ENSPTRG00000001429.7, ENSPTRG00000001433.7
OG0002869	ENSMUSG00000026650.15	ENSPTRG00000039330.2, ENSPTRG00000048420.1
OG0002870	ENSMUSG00000089678.8	ENSPTRG00000016786.5
OG0002871	ENSMUSG00000042423.9	ENSPTRG00000008012.6
OG0002872	ENSMUSG00000007833.15	ENSPTRG00000011296.5
OG0002873	ENSMUSG00000005575.16	ENSPTRG00000028859.2
OG0002874	ENSMUSG00000040428.19	ENSPTRG00000011260.5
OG0002875	ENSMUSG00000030674.5	ENSPTRG00000052611.1, ENSPTRG00000045617.1
OG0002876	ENSMUSG00000042492.12	ENSPTRG00000007996.6
OG0002877	ENSMUSG00000049806.4	ENSPTRG00000047755.1
OG0002878	ENSMUSG00000049897.14	ENSPTRG00000024153.6
OG0002879	ENSMUSG00000015357.10	ENSPTRG00000007176.5
OG0002880	ENSMUSG00000022971.18	ENSPTRG00000013865.6, ENSPTRG00000050391.1
OG0002881	ENSMUSG00000079343.4, ENSMUSG00000038521.17	ENSPTRG00000004605.7
OG0002882	ENSMUSG00000055172.10, ENSMUSG00000098470.1	ENSPTRG00000004606.7
OG0002883	ENSMUSG00000028063.15	ENSPTRG00000001447.7
OG0002884	ENSMUSG00000029128.12	ENSPTRG00000043068.1, ENSPTRG00000015920.6
OG0002885	ENSMUSG00000031545.6	ENSPTRG00000052577.1, ENSPTRG00000020196.5
OG0002886	ENSMUSG00000050164.11	ENSPTRG00000014411.5
OG0002887	ENSMUSG00000052310.9	ENSPTRG00000001367.5
OG0002888	ENSMUSG00000061410.6	ENSPTRG00000008446.5
OG0002889	ENSMUSG00000044250.8	ENSPTRG00000004860.5
OG0002889	ENSMUSG00000037773.14	ENSPTRG00000013185.7
OG0002890	ENSMUSG00000041959.14	ENSPTRG00000001302.5
OG0002891	ENSMUSG00000030647.8	ENSPTRG00000047123.1
OG0002892	ENSMUSG00000035686.8	ENSPTRG00000004110.3
OG0002893	ENSMUSG00000025133.9	ENSPTRG00000004108.6
OG0002894	ENSMUSG00000098546.6, ENSMUSG00000018377.10	ENSPTRG00000051704.1, ENSPTRG00000009442.4
OG0002895	ENSMUSG00000071669.14	ENSPTRG00000007956.6
OG0002896	ENSMUSG00000028899.11	ENSPTRG00000000437.6
OG0002897	ENSMUSG00000028901.13	ENSPTRG00000000438.6
OG0002898	ENSMUSG00000032269.8	ENSPTRG00000004301.6
OG0002899	ENSMUSG00000032267.8	ENSPTRG00000004299.6
OG0002900	ENSMUSG00000027363.15	ENSPTRG00000050868.1, ENSPTRG00000007065.5
OG0002901	ENSMUSG00000061981.14	ENSPTRG00000008939.6
OG0002902	ENSMUSG00000055720.10	ENSPTRG00000007276.5
OG0002903	ENSMUSG00000020610.17	ENSPTRG00000051444.1, ENSPTRG00000009574.6
OG0002904	ENSMUSG00000033213.16, ENSMUSG00000110868.1	ENSPTRG00000007035.4
OG0002905	ENSMUSG00000022801.13	ENSPTRG00000015797.6
OG0002906	ENSMUSG00000034940.15	ENSPTRG00000009057.5
OG0002907	ENSMUSG00000027411.17	ENSPTRG00000013186.7
OG0002908	ENSMUSG00000038014.7	ENSPTRG00000021127.7
OG0002909	ENSMUSG00000021745.14	ENSPTRG00000015067.6
OG0002910	ENSMUSG00000032215.15	ENSPTRG00000049698.1, ENSPTRG00000046354.1, ENSPTRG00000007094.5
OG0002911	ENSMUSG00000026078.10	ENSPTRG00000051757.1, ENSPTRG00000044725.1, ENSPTRG00000047153.1
OG0002912	ENSMUSG00000104250.2, ENSMUSG00000056305.4	ENSPTRG00000012141.6
OG0002914	ENSMUSG00000075272.4, ENSMUSG00000075271.4, ENSMUSG00000075273.4	ENSPTRG00000048299.1, ENSPTRG00000044238.1
OG0002915	ENSMUSG00000102455.5, ENSMUSG00000055912.8	ENSPTRG00000012139.4
OG0002916	ENSMUSG00000032897.17	ENSPTRG00000044565.1, ENSPTRG00000000596.7
OG0002917	ENSMUSG00000037355.14	ENSPTRG00000015830.6
OG0002918	ENSMUSG00000029610.13	ENSPTRG00000047958.1, ENSPTRG00000018903.6
OG0002919	ENSMUSG00000030002.15	ENSPTRG00000012069.5
OG0002920	ENSMUSG00000031672.8	ENSPTRG00000050550.1, ENSPTRG00000008185.4
OG0002921	ENSMUSG00000034311.3	ENSPTRG00000021996.5
OG0002922	ENSMUSG00000052707.8	ENSPTRG00000007898.6
