Orthogroup	M_musculus.pep	G_gallus.pep
OG0001828	ENSMUSG00000007021.5	ENSGALG00000005589.7
OG0001829	ENSMUSG00000046157.13	ENSGALG00000009493.5
OG0001830	ENSMUSG00000038056.15	ENSGALG00000049653.1
OG0001831	ENSMUSG00000021123.12, ENSMUSG00000066441.14	ENSGALG00000009538.6
OG0001832	ENSMUSG00000021027.17	ENSGALG00000010088.7
OG0001833	ENSMUSG00000099164.8, ENSMUSG00000005732.14	ENSGALG00000002107.6
OG0001834	ENSMUSG00000030738.11	ENSGALG00000047139.1
OG0001835	ENSMUSG00000030226.12	ENSGALG00000036358.2
OG0001835	ENSMUSG00000036111.8	ENSGALG00000035679.2
OG0001837	ENSMUSG00000035227.7	ENSGALG00000019036.6
OG0001838	ENSMUSG00000002546.16, ENSMUSG00000075425.10	ENSGALG00000004881.6
OG0001839	ENSMUSG00000020428.13	ENSGALG00000001695.6
OG0001839	ENSMUSG00000029211.11	ENSGALG00000014202.6
OG0001840	ENSMUSG00000026502.13, ENSMUSG00000111522.1	ENSGALG00000010678.3
OG0001842	ENSMUSG00000031290.14	ENSGALG00000005882.6
OG0001843	ENSMUSG00000021612.15	ENSGALG00000013180.6
OG0001843	ENSMUSG00000021565.16	ENSGALG00000019527.5
OG0001844	ENSMUSG00000027224.14, ENSMUSG00000027225.7	ENSGALG00000036511.2, ENSGALG00000035246.2
OG0001845	ENSMUSG00000042476.12, ENSMUSG00000028970.9, ENSMUSG00000040584.8	ENSGALG00000053916.1, ENSGALG00000008912.6
OG0001846	ENSMUSG00000028495.14	ENSGALG00000015082.7
OG0001848	ENSMUSG00000042814.8, ENSMUSG00000000355.13	ENSGALG00000008517.5
OG0001850	ENSMUSG00000029712.14	ENSGALG00000030087.2
OG0001850	ENSMUSG00000027671.14	ENSGALG00000009061.6
OG0001851	ENSMUSG00000026377.12	ENSGALG00000011650.6
OG0001852	ENSMUSG00000029158.9	ENSGALG00000014221.6
OG0001852	ENSMUSG00000024487.5	ENSGALG00000007404.6
OG0001853	ENSMUSG00000058503.11	ENSGALG00000009475.6
OG0001854	ENSMUSG00000029146.14	ENSGALG00000032468.2
OG0001855	ENSMUSG00000079055.10	ENSGALG00000009400.7
OG0001855	ENSMUSG00000030376.8	ENSGALG00000038065.2
OG0001856	ENSMUSG00000053399.9	ENSGALG00000005347.6
OG0001857	ENSMUSG00000034055.16	ENSGALG00000004801.6
OG0001858	ENSMUSG00000024317.15, ENSMUSG00000083695.6	ENSGALG00000015163.6
OG0001859	ENSMUSG00000018707.13	ENSGALG00000011330.6
OG0001860	ENSMUSG00000025364.13	ENSGALG00000034218.3
OG0001861	ENSMUSG00000039985.14	ENSGALG00000012946.4
OG0001862	ENSMUSG00000036095.11	ENSGALG00000005721.6, ENSGALG00000033561.2
OG0001863	ENSMUSG00000027820.12	ENSGALG00000010331.6
OG0001863	ENSMUSG00000058183.14	ENSGALG00000001115.7
OG0001864	ENSMUSG00000068154.5, ENSMUSG00000045440.4	ENSGALG00000053937.1
OG0001865	ENSMUSG00000053375.8, ENSMUSG00000019210.10	ENSGALG00000013036.6
OG0001866	ENSMUSG00000029924.12	ENSGALG00000012849.5
OG0001867	ENSMUSG00000020256.14	ENSGALG00000012691.6
OG0001868	ENSMUSG00000028341.9	ENSGALG00000013568.6
OG0001869	ENSMUSG00000044186.10	ENSGALG00000000365.6
OG0001869	ENSMUSG00000044220.13	ENSGALG00000030932.2
OG0001870	ENSMUSG00000104158.2, ENSMUSG00000035086.13	ENSGALG00000002973.7
OG0001871	ENSMUSG00000078652.9	ENSGALG00000002937.7
OG0001872	ENSMUSG00000078650.2	ENSGALG00000030034.2
OG0001873	ENSMUSG00000025041.17	ENSGALG00000008179.5
OG0001874	ENSMUSG00000028538.12	ENSGALG00000010083.7
OG0001875	ENSMUSG00000019936.10	ENSGALG00000011269.5
OG0001875	ENSMUSG00000010311.15	ENSGALG00000003554.5
OG0001876	ENSMUSG00000028684.14	ENSGALG00000010219.6
OG0001877	ENSMUSG00000019888.16	ENSGALG00000000225.6, ENSGALG00000028360.3
OG0001878	ENSMUSG00000020923.17	ENSGALG00000042976.2
OG0001879	ENSMUSG00000034636.9	ENSGALG00000010643.6
OG0001880	ENSMUSG00000056856.13, ENSMUSG00000111614.2	ENSGALG00000010486.6
OG0001881	ENSMUSG00000030188.12, ENSMUSG00000028609.6	ENSGALG00000010689.7
OG0001882	ENSMUSG00000037935.16	ENSGALG00000003882.7
OG0001883	ENSMUSG00000020912.4	ENSGALG00000019715.5
OG0001884	ENSMUSG00000034165.16	ENSGALG00000003485.5
OG0001884	ENSMUSG00000000184.12	ENSGALG00000017283.7
OG0001885	ENSMUSG00000024217.10	ENSGALG00000002773.6
OG0001886	ENSMUSG00000031250.8	ENSGALG00000006821.7
OG0001886	ENSMUSG00000022025.13	ENSGALG00000016945.6
OG0001887	ENSMUSG00000052146.16	ENSGALG00000002813.6
OG0001888	ENSMUSG00000044071.9	ENSGALG00000019361.5
OG0001888	ENSMUSG00000055865.8	ENSGALG00000026585.4
OG0001889	ENSMUSG00000061517.8	ENSGALG00000035157.2
OG0001889	ENSMUSG00000053747.9	ENSGALG00000037352.2
OG0001890	ENSMUSG00000033228.8	ENSGALG00000028849.4
OG0001891	ENSMUSG00000018678.13	ENSGALG00000000233.6
OG0001892	ENSMUSG00000029084.5	ENSGALG00000014508.6
OG0001892	ENSMUSG00000029082.17	ENSGALG00000014509.6
OG0001893	ENSMUSG00000018666.13	ENSGALG00000033926.2
OG0001894	ENSMUSG00000010797.6	ENSGALG00000030173.2
OG0001894	ENSMUSG00000027840.5	ENSGALG00000034196.3
OG0001895	ENSMUSG00000068823.10	ENSGALG00000002139.6
OG0001896	ENSMUSG00000021643.15	ENSGALG00000051598.1
OG0001897	ENSMUSG00000020205.8, ENSMUSG00000041801.5	ENSGALG00000034788.3, ENSGALG00000019802.5
OG0001898	ENSMUSG00000002944.15	ENSGALG00000008439.7
OG0001899	ENSMUSG00000039050.8	ENSGALG00000005195.6
OG0001900	ENSMUSG00000061032.9, ENSMUSG00000058392.13	ENSGALG00000035696.2
OG0001901	ENSMUSG00000024039.15	ENSGALG00000019175.5, ENSGALG00000016196.6
OG0001902	ENSMUSG00000022957.20	ENSGALG00000036677.2
OG0001903	ENSMUSG00000022964.14	ENSGALG00000034396.3
OG0001904	ENSMUSG00000036977.8	ENSGALG00000028643.3
OG0001905	ENSMUSG00000037016.11, ENSMUSG00000042353.9	ENSGALG00000033671.2
OG0001906	ENSMUSG00000041132.11	ENSGALG00000017072.6
OG0001906	ENSMUSG00000029655.17	ENSGALG00000017071.7
OG0001907	ENSMUSG00000028081.6	ENSGALG00000010077.6
OG0001908	ENSMUSG00000032000.17, ENSMUSG00000057367.12	ENSGALG00000017186.6
OG0001909	ENSMUSG00000043131.14	ENSGALG00000039203.2
OG0001909	ENSMUSG00000006262.15	ENSGALG00000011573.6
OG0001911	ENSMUSG00000061474.11	ENSGALG00000014789.5
OG0001912	ENSMUSG00000021645.16	ENSGALG00000002430.7
OG0001915	ENSMUSG00000021707.5	ENSGALG00000026757.3
OG0001916	ENSMUSG00000021395.11	ENSGALG00000014916.6
OG0001916	ENSMUSG00000046550.8	ENSGALG00000040704.2
OG0001918	ENSMUSG00000024878.9	ENSGALG00000010147.6
OG0001919	ENSMUSG00000037996.17	ENSGALG00000015080.7
OG0001919	ENSMUSG00000034452.7	ENSGALG00000007495.4
OG0001920	ENSMUSG00000069053.11	ENSGALG00000054753.1, ENSGALG00000050845.1
OG0001921	ENSMUSG00000023051.11	ENSGALG00000038939.2
OG0001922	ENSMUSG00000007682.6	ENSGALG00000026005.3
OG0001923	ENSMUSG00000027751.13	ENSGALG00000017047.6
OG0001925	ENSMUSG00000032566.4, ENSMUSG00000032565.9, ENSMUSG00000022516.10	ENSGALG00000039779.3
OG0001926	ENSMUSG00000015968.18	ENSGALG00000005332.6
OG0001927	ENSMUSG00000030666.11, ENSMUSG00000030669.13	ENSGALG00000006054.6
OG0001928	ENSMUSG00000037887.11	ENSGALG00000006647.7
OG0001929	ENSMUSG00000038611.17	ENSGALG00000050582.1, ENSGALG00000006873.7
OG0001930	ENSMUSG00000026342.10	ENSGALG00000012166.6
OG0001931	ENSMUSG00000039307.16	ENSGALG00000039839.3
OG0001932	ENSMUSG00000020792.15	ENSGALG00000002050.7
OG0001934	ENSMUSG00000075289.5, ENSMUSG00000097064.3	ENSGALG00000043435.2
OG0001935	ENSMUSG00000037477.8, ENSMUSG00000009097.10	ENSGALG00000041182.3
OG0001936	ENSMUSG00000036309.14	ENSGALG00000006474.5
OG0001937	ENSMUSG00000051056.5	ENSGALG00000015606.6
OG0001938	ENSMUSG00000030082.14	ENSGALG00000005966.6
OG0001938	ENSMUSG00000025816.15	ENSGALG00000036300.3
OG0001939	ENSMUSG00000075225.14	ENSGALG00000019932.6
OG0001940	ENSMUSG00000028865.14	ENSGALG00000041752.2
OG0001940	ENSMUSG00000019818.15	ENSGALG00000053917.1
OG0001942	ENSMUSG00000024462.17	ENSGALG00000048814.1
OG0001943	ENSMUSG00000070520.4, ENSMUSG00000100937.1	ENSGALG00000040480.2
OG0001947	ENSMUSG00000024939.6, ENSMUSG00000043068.6	ENSGALG00000043572.2
OG0001948	ENSMUSG00000052525.14	ENSGALG00000017392.6
OG0001950	ENSMUSG00000042985.7	ENSGALG00000046288.2
OG0001951	ENSMUSG00000039959.13	ENSGALG00000040908.2
OG0001953	ENSMUSG00000026390.7	ENSGALG00000012119.6
OG0001956	ENSMUSG00000015377.10	ENSGALG00000043771.2
OG0001957	ENSMUSG00000041459.15	ENSGALG00000002906.7
OG0001958	ENSMUSG00000034211.14	ENSGALG00000002379.7
OG0001960	ENSMUSG00000060747.3, ENSMUSG00000059128.3	ENSGALG00000052146.1, ENSGALG00000050947.1, ENSGALG00000047344.1
OG0001964	ENSMUSG00000037727.6, ENSMUSG00000027301.7	ENSGALG00000014117.4, ENSGALG00000019026.5
OG0001969	ENSMUSG00000071169.1, ENSMUSG00000039775.7, ENSMUSG00000031471.3, ENSMUSG00000037790.3, ENSMUSG00000039785.5, ENSMUSG00000050756.3, ENSMUSG00000059230.2	ENSGALG00000042193.2, ENSGALG00000016669.6
OG0001985	ENSMUSG00000062997.6, ENSMUSG00000078193.2	ENSGALG00000035677.3
OG0001986	ENSMUSG00000062014.13	ENSGALG00000012208.6
OG0001987	ENSMUSG00000028950.3	ENSGALG00000046030.2
OG0001988	ENSMUSG00000022621.16	ENSGALG00000032458.2
OG0001989	ENSMUSG00000020990.5, ENSMUSG00000033966.8	ENSGALG00000012295.6
OG0001991	ENSMUSG00000040964.16	ENSGALG00000043128.2
OG0001992	ENSMUSG00000062070.12, ENSMUSG00000031233.6	ENSGALG00000007936.4
OG0001993	ENSMUSG00000062203.15	ENSGALG00000039500.3
OG0001994	ENSMUSG00000046093.9	ENSGALG00000003829.6
OG0001995	ENSMUSG00000032399.8	ENSGALG00000007711.7
OG0001996	ENSMUSG00000022680.14	ENSGALG00000034829.3
OG0001998	ENSMUSG00000030996.8	ENSGALG00000027166.3, ENSGALG00000028988.2, ENSGALG00000000871.6, ENSGALG00000006443.5, ENSGALG00000032614.2
OG0001999	ENSMUSG00000060657.8	ENSGALG00000039815.2
OG0002000	ENSMUSG00000068615.4	ENSGALG00000009845.4, ENSGALG00000040044.3
OG0002002	ENSMUSG00000037031.10	ENSGALG00000013528.6, ENSGALG00000004257.6
OG0002003	ENSMUSG00000051220.2	ENSGALG00000003881.5
OG0002004	ENSMUSG00000034342.9	ENSGALG00000029077.3
OG0002005	ENSMUSG00000013662.6	ENSGALG00000003652.7
OG0002006	ENSMUSG00000026021.15	ENSGALG00000008435.5
OG0002007	ENSMUSG00000021136.13	ENSGALG00000009415.7
OG0002008	ENSMUSG00000020076.7, ENSMUSG00000020075.8	ENSGALG00000042254.2, ENSGALG00000004144.7
OG0002011	ENSMUSG00000027187.10	ENSGALG00000030187.3
OG0002012	ENSMUSG00000004947.15	ENSGALG00000001905.7
OG0002013	ENSMUSG00000066621.12	ENSGALG00000003507.6
OG0002014	ENSMUSG00000026029.14	ENSGALG00000008346.5, ENSGALG00000008355.5
OG0002015	ENSMUSG00000054115.11, ENSMUSG00000111328.2	ENSGALG00000003547.6
OG0002016	ENSMUSG00000033526.16	ENSGALG00000008385.6
OG0002017	ENSMUSG00000029254.16	ENSGALG00000011684.5
OG0002019	ENSMUSG00000058670.5, ENSMUSG00000042508.16	ENSGALG00000030844.3
OG0002020	ENSMUSG00000021848.16	ENSGALG00000034889.3
OG0002021	ENSMUSG00000031333.7	ENSGALG00000007788.6
OG0002022	ENSMUSG00000035506.16	ENSGALG00000045127.2
OG0002023	ENSMUSG00000029255.8	ENSGALG00000021020.4
OG0002024	ENSMUSG00000005069.12	ENSGALG00000014683.6
OG0002025	ENSMUSG00000001855.15	ENSGALG00000041111.3
OG0002026	ENSMUSG00000029423.10	ENSGALG00000002645.6
OG0002027	ENSMUSG00000034903.18	ENSGALG00000011068.6
OG0002028	ENSMUSG00000025511.15	ENSGALG00000006837.6
OG0002029	ENSMUSG00000054293.10, ENSMUSG00000050921.12	ENSGALG00000020331.6, ENSGALG00000004113.6
OG0002030	ENSMUSG00000026750.6	ENSGALG00000001103.7
OG0002032	ENSMUSG00000111123.2, ENSMUSG00000023307.14	ENSGALG00000032234.3
OG0002033	ENSMUSG00000043909.16	ENSGALG00000042201.3
OG0002034	ENSMUSG00000005803.14	ENSGALG00000033780.2
OG0002035	ENSMUSG00000022136.8	ENSGALG00000016894.6
OG0002037	ENSMUSG00000024844.15	ENSGALG00000031723.2
OG0002039	ENSMUSG00000022178.11, ENSMUSG00000022177.9	ENSGALG00000039755.3
OG0002040	ENSMUSG00000053460.8, ENSMUSG00000103019.2	ENSGALG00000052348.1
OG0002041	ENSMUSG00000074734.3, ENSMUSG00000009596.9, ENSMUSG00000051316.8	ENSGALG00000004999.7
OG0002042	ENSMUSG00000037373.12	ENSGALG00000039942.2
OG0002043	ENSMUSG00000029617.10	ENSGALG00000003458.4
OG0002044	ENSMUSG00000022558.16	ENSGALG00000029867.2
OG0002045	ENSMUSG00000025745.12	ENSGALG00000016536.7
OG0002046	ENSMUSG00000005107.13	ENSGALG00000014971.6
OG0002047	ENSMUSG00000019851.8	ENSGALG00000027207.3, ENSGALG00000027536.3
OG0002048	ENSMUSG00000041241.12	ENSGALG00000042761.3
OG0002050	ENSMUSG00000036893.17	ENSGALG00000033678.2
OG0002051	ENSMUSG00000108815.1, ENSMUSG00000042308.14	ENSGALG00000051771.1
OG0002052	ENSMUSG00000051855.15	ENSGALG00000008111.7
OG0002053	ENSMUSG00000038550.10	ENSGALG00000053641.1
OG0002054	ENSMUSG00000057738.14	ENSGALG00000004719.6
OG0002055	ENSMUSG00000049739.10	ENSGALG00000048773.1
OG0002056	ENSMUSG00000028760.16	ENSGALG00000010084.6
OG0002057	ENSMUSG00000025157.8	ENSGALG00000007592.6
OG0002058	ENSMUSG00000040761.16	ENSGALG00000036932.2
OG0002059	ENSMUSG00000079440.2, ENSMUSG00000036500.4, ENSMUSG00000026246.12	ENSGALG00000007814.6
OG0002060	ENSMUSG00000028433.14	ENSGALG00000040780.2, ENSGALG00000013809.6
OG0002061	ENSMUSG00000045374.18	ENSGALG00000026822.3
OG0002062	ENSMUSG00000070327.14	ENSGALG00000039269.2
OG0002063	ENSMUSG00000032120.11	ENSGALG00000034014.3
OG0002064	ENSMUSG00000022122.15	ENSGALG00000016912.6
OG0002065	ENSMUSG00000022556.11	ENSGALG00000036821.2
OG0002066	ENSMUSG00000046615.2, ENSMUSG00000051276.4	ENSGALG00000001078.6
OG0002067	ENSMUSG00000032372.14, ENSMUSG00000032369.13	ENSGALG00000006805.6
OG0002068	ENSMUSG00000004069.17	ENSGALG00000007821.7
OG0002069	ENSMUSG00000031993.7	ENSGALG00000001425.6
OG0002070	ENSMUSG00000029462.18	ENSGALG00000004529.7
OG0002071	ENSMUSG00000038473.14	ENSGALG00000036871.2
OG0002073	ENSMUSG00000051483.9, ENSMUSG00000082815.2, ENSMUSG00000022947.8	ENSGALG00000016027.7
OG0002074	ENSMUSG00000030699.16	ENSGALG00000006374.6
OG0002076	ENSMUSG00000030655.15	ENSGALG00000006829.6
OG0002077	ENSMUSG00000000171.5	ENSGALG00000007878.5
OG0002078	ENSMUSG00000027386.9	ENSGALG00000046358.2
OG0002079	ENSMUSG00000033543.17	ENSGALG00000003793.7
OG0002080	ENSMUSG00000044950.7	ENSGALG00000038202.2
OG0002081	ENSMUSG00000112449.1, ENSMUSG00000073079.6, ENSMUSG00000079108.6	ENSGALG00000023135.4
OG0002082	ENSMUSG00000021693.20	ENSGALG00000014737.6
OG0002083	ENSMUSG00000035284.10	ENSGALG00000003705.8
OG0002084	ENSMUSG00000044734.16, ENSMUSG00000079049.9, ENSMUSG00000051029.8	ENSGALG00000019555.5
OG0002085	ENSMUSG00000048602.9, ENSMUSG00000034543.15	ENSGALG00000007512.6
OG0002086	ENSMUSG00000032212.10	ENSGALG00000004192.6
OG0002087	ENSMUSG00000111321.2, ENSMUSG00000003526.12	ENSGALG00000007728.5
OG0002088	ENSMUSG00000058600.13	ENSGALG00000029897.3
OG0002089	ENSMUSG00000078486.3	ENSGALG00000026875.4
OG0002090	ENSMUSG00000032228.16	ENSGALG00000004304.7
OG0002092	ENSMUSG00000041670.17, ENSMUSG00000111628.3	ENSGALG00000015944.6
OG0002093	ENSMUSG00000038535.17, ENSMUSG00000036916.13	ENSGALG00000037723.2
OG0002094	ENSMUSG00000028218.19	ENSGALG00000041493.3
OG0002096	ENSMUSG00000008892.12	ENSGALG00000041463.3
OG0002097	ENSMUSG00000023452.19, ENSMUSG00000093574.1	ENSGALG00000006872.6
OG0002098	ENSMUSG00000033444.14	ENSGALG00000006648.5
OG0002099	ENSMUSG00000033416.15	ENSGALG00000006607.7
OG0002102	ENSMUSG00000031310.16	ENSGALG00000005533.6
OG0002103	ENSMUSG00000034327.17	ENSGALG00000000275.6
OG0002104	ENSMUSG00000028223.8	ENSGALG00000036990.3
OG0002105	ENSMUSG00000079278.1	ENSGALG00000020975.3
OG0002106	ENSMUSG00000067274.10	ENSGALG00000023294.5
OG0002107	ENSMUSG00000047104.5, ENSMUSG00000032959.12	ENSGALG00000007403.6
OG0002108	ENSMUSG00000027506.15	ENSGALG00000040167.2
OG0002109	ENSMUSG00000054051.7	ENSGALG00000006254.6
OG0002110	ENSMUSG00000022201.16	ENSGALG00000034488.2, ENSGALG00000003235.6
OG0002111	ENSMUSG00000045493.4	ENSGALG00000005718.3
OG0002111	ENSMUSG00000025128.7	ENSGALG00000040249.3
OG0002112	ENSMUSG00000071497.4, ENSMUSG00000008450.8	ENSGALG00000001602.7
OG0002113	ENSMUSG00000025915.14	ENSGALG00000043570.2
OG0002114	ENSMUSG00000019189.13	ENSGALG00000003691.7
OG0002115	ENSMUSG00000024990.13	ENSGALG00000006629.6
OG0002116	ENSMUSG00000038403.10	ENSGALG00000052250.1
OG0002117	ENSMUSG00000033615.9	ENSGALG00000015332.6
OG0002117	ENSMUSG00000025867.8	ENSGALG00000027920.3
OG0002118	ENSMUSG00000061518.11, ENSMUSG00000079941.1	ENSGALG00000033446.2
OG0002119	ENSMUSG00000025586.17	ENSGALG00000002150.6
OG0002120	ENSMUSG00000047714.14	ENSGALG00000029789.2
OG0002121	ENSMUSG00000027861.13	ENSGALG00000015018.6
OG0002122	ENSMUSG00000021767.19	ENSGALG00000005035.6
OG0002123	ENSMUSG00000016256.10	ENSGALG00000007462.7
OG0002124	ENSMUSG00000035818.14	ENSGALG00000020679.5
OG0002125	ENSMUSG00000065954.11	ENSGALG00000042739.3
OG0002127	ENSMUSG00000022519.14	ENSGALG00000038884.2
OG0002128	ENSMUSG00000042772.15	ENSGALG00000004667.6
OG0002129	ENSMUSG00000014504.16	ENSGALG00000000218.6
OG0002130	ENSMUSG00000052396.7	ENSGALG00000014170.7
OG0002131	ENSMUSG00000029179.14	ENSGALG00000036621.2
OG0002132	ENSMUSG00000039059.11	ENSGALG00000005170.5, ENSGALG00000004428.5
OG0002133	ENSMUSG00000014633.15	ENSGALG00000034430.3
OG0002134	ENSMUSG00000034424.5	ENSGALG00000032679.3
OG0002135	ENSMUSG00000020397.15	ENSGALG00000003870.7
OG0002136	ENSMUSG00000021156.17	ENSGALG00000006599.6
OG0002137	ENSMUSG00000028411.15	ENSGALG00000001954.6
OG0002138	ENSMUSG00000021377.15	ENSGALG00000012684.6
OG0002139	ENSMUSG00000024231.15	ENSGALG00000007095.6
OG0002140	ENSMUSG00000004285.12	ENSGALG00000052401.1, ENSGALG00000053846.1
OG0002141	ENSMUSG00000029864.7	ENSGALG00000014708.7
OG0002142	ENSMUSG00000038346.18	ENSGALG00000032599.2
OG0002143	ENSMUSG00000118505.1	ENSGALG00000027138.3
OG0002143	ENSMUSG00000108367.2	ENSGALG00000036751.3
OG0002144	ENSMUSG00000023084.11	ENSGALG00000027351.3
OG0002145	ENSMUSG00000015217.11	ENSGALG00000009071.5
OG0002146	ENSMUSG00000022235.15	ENSGALG00000013033.7, ENSGALG00000035925.3
OG0002147	ENSMUSG00000098923.1, ENSMUSG00000073139.9	ENSGALG00000009139.7
OG0002149	ENSMUSG00000025781.14	ENSGALG00000006753.7
OG0002150	ENSMUSG00000033268.8, ENSMUSG00000068452.8	ENSGALG00000041510.2
OG0002151	ENSMUSG00000070426.12	ENSGALG00000000868.6
OG0002154	ENSMUSG00000026674.9	ENSGALG00000039322.2
OG0002157	ENSMUSG00000028111.4	ENSGALG00000028147.4
OG0002158	ENSMUSG00000015013.9	ENSGALG00000006250.7
OG0002159	ENSMUSG00000048154.17	ENSGALG00000031702.2
OG0002161	ENSMUSG00000040225.15	ENSGALG00000035841.3
OG0002163	ENSMUSG00000041720.14	ENSGALG00000040756.2
OG0002164	ENSMUSG00000024660.9	ENSGALG00000007537.7
OG0002166	ENSMUSG00000004980.16	ENSGALG00000011036.6
OG0002167	ENSMUSG00000025794.9	ENSGALG00000043379.3
OG0002168	ENSMUSG00000046947.12	ENSGALG00000012863.6
OG0002169	ENSMUSG00000001833.17	ENSGALG00000032830.2
OG0002170	ENSMUSG00000021981.10	ENSGALG00000017005.6
OG0002170	ENSMUSG00000036707.16	ENSGALG00000027262.3
OG0002171	ENSMUSG00000026271.15	ENSGALG00000020986.5, ENSGALG00000037223.2, ENSGALG00000047316.1
OG0002172	ENSMUSG00000001783.3	ENSGALG00000012611.6
OG0002173	ENSMUSG00000029686.15	ENSGALG00000036941.2
OG0002174	ENSMUSG00000033565.18	ENSGALG00000012540.6
OG0002175	ENSMUSG00000033688.10, ENSMUSG00000032554.15, ENSMUSG00000032496.7	ENSGALG00000006453.7
OG0002176	ENSMUSG00000020182.16	ENSGALG00000013094.6
OG0002177	ENSMUSG00000042406.8	ENSGALG00000012135.5
OG0002178	ENSMUSG00000014602.15	ENSGALG00000006221.6
OG0002179	ENSMUSG00000045394.9	ENSGALG00000008969.5
OG0002179	ENSMUSG00000051397.5	ENSGALG00000010867.6
OG0002180	ENSMUSG00000022471.14	ENSGALG00000011932.6
OG0002181	ENSMUSG00000024386.9	ENSGALG00000001780.5
OG0002182	ENSMUSG00000063316.13	ENSGALG00000002837.6
OG0002183	ENSMUSG00000020019.4	ENSGALG00000011406.7
OG0002184	ENSMUSG00000028677.19	ENSGALG00000045795.2
OG0002185	ENSMUSG00000024975.13	ENSGALG00000008700.7
OG0002186	ENSMUSG00000017428.16	ENSGALG00000024112.4
OG0002187	ENSMUSG00000035681.7	ENSGALG00000010204.6
OG0002188	ENSMUSG00000114133.1	ENSGALG00000010570.6
OG0002189	ENSMUSG00000026439.14	ENSGALG00000000668.6
OG0002190	ENSMUSG00000030979.13	ENSGALG00000013688.7
OG0002191	ENSMUSG00000034667.8	ENSGALG00000009835.7
OG0002192	ENSMUSG00000036422.10	ENSGALG00000036258.2
OG0002193	ENSMUSG00000020102.15	ENSGALG00000009759.6, ENSGALG00000007596.6
OG0002194	ENSMUSG00000059883.16	ENSGALG00000048820.1, ENSGALG00000009586.5
OG0002195	ENSMUSG00000038976.12	ENSGALG00000029276.2
OG0002196	ENSMUSG00000023089.12	ENSGALG00000008821.7
OG0002198	ENSMUSG00000038482.11	ENSGALG00000016823.6
OG0002199	ENSMUSG00000066877.11	ENSGALG00000016799.6
OG0002200	ENSMUSG00000000399.10	ENSGALG00000017282.5
OG0002201	ENSMUSG00000033542.13	ENSGALG00000017276.6
OG0002202	ENSMUSG00000016619.10, ENSMUSG00000072878.4	ENSGALG00000014222.6
OG0002203	ENSMUSG00000031370.12, ENSMUSG00000044068.7	ENSGALG00000016552.6
OG0002204	ENSMUSG00000031295.13	ENSGALG00000016518.6
OG0002205	ENSMUSG00000041020.14	ENSGALG00000016415.7
OG0002206	ENSMUSG00000074892.9	ENSGALG00000016128.6
OG0002207	ENSMUSG00000052496.5	ENSGALG00000051852.1, ENSGALG00000050747.1
OG0002208	ENSMUSG00000040681.16	ENSGALG00000016067.6
OG0002209	ENSMUSG00000022956.11	ENSGALG00000041812.3
OG0002210	ENSMUSG00000022865.14	ENSGALG00000015701.7
OG0002211	ENSMUSG00000026566.15	ENSGALG00000015438.6
OG0002212	ENSMUSG00000026571.12	ENSGALG00000015435.6
OG0002213	ENSMUSG00000022661.14	ENSGALG00000015396.4
OG0002214	ENSMUSG00000031568.16	ENSGALG00000010658.6
OG0002215	ENSMUSG00000102805.5, ENSMUSG00000074513.9	ENSGALG00000041361.3
OG0002216	ENSMUSG00000029651.16	ENSGALG00000051492.1
OG0002217	ENSMUSG00000029647.15	ENSGALG00000017092.6
OG0002218	ENSMUSG00000053199.13	ENSGALG00000055067.1
OG0002219	ENSMUSG00000018623.9	ENSGALG00000017184.5
OG0002220	ENSMUSG00000046111.17	ENSGALG00000040433.2
OG0002221	ENSMUSG00000034663.13	ENSGALG00000010885.6
OG0002222	ENSMUSG00000034724.18	ENSGALG00000010333.6
OG0002223	ENSMUSG00000029291.11	ENSGALG00000011564.6
OG0002224	ENSMUSG00000116016.1, ENSMUSG00000032745.18	ENSGALG00000048633.1, ENSGALG00000014724.6
OG0002225	ENSMUSG00000041417.15	ENSGALG00000014786.6
OG0002226	ENSMUSG00000049658.13	ENSGALG00000002439.6
OG0002228	ENSMUSG00000060176.4	ENSGALG00000012588.6
OG0002229	ENSMUSG00000024782.7	ENSGALG00000014447.5
OG0002230	ENSMUSG00000016496.7	ENSGALG00000015032.6
OG0002230	ENSMUSG00000016498.10	ENSGALG00000031794.2
OG0002231	ENSMUSG00000094103.2, ENSMUSG00000095595.2	ENSGALG00000010046.4
OG0002232	ENSMUSG00000038578.15	ENSGALG00000015677.6
OG0002233	ENSMUSG00000039231.18, ENSMUSG00000026646.16	ENSGALG00000013920.4
OG0002235	ENSMUSG00000021038.17	ENSGALG00000010459.7
OG0002236	ENSMUSG00000021243.14	ENSGALG00000010275.6
OG0002237	ENSMUSG00000028132.15	ENSGALG00000005580.7
OG0002238	ENSMUSG00000038895.16, ENSMUSG00000111842.1	ENSGALG00000047517.1
OG0002239	ENSMUSG00000039840.8, ENSMUSG00000116023.2	ENSGALG00000036259.2, ENSGALG00000054205.1
OG0002240	ENSMUSG00000027286.16	ENSGALG00000009112.7
