M_musculus.pep P_Mucros.pep
ENSMUSG00000029522.12 XP_015672951.1
ENSMUSG00000037971.10 XP_015668076.1
ENSMUSG00000048337.3 XP_015672011.1
ENSMUSG00000025255.18 XP_015668713.1
ENSMUSG00000025199.16 XP_015675929.1
ENSMUSG00000039354.16 XP_015686615.1
ENSMUSG00000032394.6 XP_029139452.1
ENSMUSG00000024583.3 XP_015669827.1
ENSMUSG00000047911.6 XP_029141965.1
ENSMUSG00000038127.15 XP_015683934.1
ENSMUSG00000027951.16 XP_015668818.1
ENSMUSG00000029165.17 XP_029139774.1
ENSMUSG00000036646.13 XP_029141596.1
ENSMUSG00000043716.13 XP_015672644.1
ENSMUSG00000061979.8 XP_015678688.1
ENSMUSG00000048232.12 XP_015675724.1
ENSMUSG00000045973.18 XP_015675718.1
ENSMUSG00000039367.11 XP_015683682.1
ENSMUSG00000029401.8 XP_015669148.1
ENSMUSG00000038095.15 XP_015669124.1
ENSMUSG00000022009.1 XP_015666549.1
ENSMUSG00000022008.4 XP_015666558.1
ENSMUSG00000044496.6 XP_015684793.1
ENSMUSG00000060126.14 XP_015666561.1
ENSMUSG00000031826.20 XP_015666023.1
ENSMUSG00000029468.17 XP_015670903.1
ENSMUSG00000059495.14 XP_015669223.1
ENSMUSG00000040549.16 XP_015679610.1
ENSMUSG00000039637.15 XP_015667455.2
ENSMUSG00000047409.13 XP_015667899.1
ENSMUSG00000024833.15 XP_015679088.1
ENSMUSG00000043257.15 XP_029140469.1
ENSMUSG00000079480.3 XP_015676091.1
ENSMUSG00000055184.4 XP_015676947.1
ENSMUSG00000079235.10 XP_029139261.1
ENSMUSG00000075703.15 XP_015675478.2
ENSMUSG00000038384.16 XP_015670919.1
ENSMUSG00000063801.7 XP_015675317.1
ENSMUSG00000024505.16 XP_015679063.1
ENSMUSG00000019214.14 XP_015673740.1
ENSMUSG00000029176.13 XP_029142218.1
ENSMUSG00000020515.13 XP_015675401.1
ENSMUSG00000031903.7 XP_015682474.1
ENSMUSG00000060098.11 XP_015680053.1
ENSMUSG00000030720.16 XP_015665726.1
ENSMUSG00000021342.14 XP_015673876.1
ENSMUSG00000021375.11 XP_029139740.1
ENSMUSG00000020949.9 XP_015674496.1
ENSMUSG00000033216.9 XP_015676340.2
ENSMUSG00000019320.14 XP_015671736.1
ENSMUSG00000026087.11 XP_015686945.1
ENSMUSG00000030726.16 XP_029139883.1
ENSMUSG00000022240.10 XP_015682425.1
ENSMUSG00000028423.15 XP_015682291.1
ENSMUSG00000070733.13 XP_015678325.1
ENSMUSG00000062110.14 XP_015680529.1
ENSMUSG00000024803.9 XP_015681441.1
ENSMUSG00000026726.10 XP_029139015.1
ENSMUSG00000030870.12 XP_015687232.1
ENSMUSG00000026709.10 XP_015687489.1
ENSMUSG00000029726.16 XP_015685078.1
ENSMUSG00000039208.15 XP_015665667.1
ENSMUSG00000021799.9 XP_029139918.1
ENSMUSG00000070699.5 XP_029142104.1
ENSMUSG00000056234.15 XP_015679043.1
ENSMUSG00000001467.5 XP_015670761.1
ENSMUSG00000033799.10 XP_029141459.1
ENSMUSG00000024325.8 XP_015686018.1
ENSMUSG00000024740.10 XP_015677235.1
ENSMUSG00000048307.8 XP_015668870.1
ENSMUSG00000047735.14 XP_029139098.1
ENSMUSG00000003316.14 XP_015667558.1
ENSMUSG00000045996.12 XP_015668893.1
ENSMUSG00000030279.15 XP_029141746.1
ENSMUSG00000078427.3 XP_015670225.1
ENSMUSG00000039427.14 XP_015680135.1
ENSMUSG00000021143.10 XP_029139037.1
ENSMUSG00000003528.15 XP_015677584.1
ENSMUSG00000036246.14 XP_029139928.1
ENSMUSG00000029629.17 XP_029139141.1
ENSMUSG00000054499.9 XP_015681195.1
ENSMUSG00000001380.7 XP_015667088.1
ENSMUSG00000044595.10 XP_015667031.1
ENSMUSG00000029918.9 XP_015672805.1
ENSMUSG00000032239.10 XP_015667238.1
ENSMUSG00000020048.13 XP_015679347.1
ENSMUSG00000015672.4 XP_015674842.1
ENSMUSG00000020431.5 XP_015671886.1
ENSMUSG00000009292.18 XP_015669654.2
ENSMUSG00000033099.10 XP_015672774.1
ENSMUSG00000021577.14 XP_029140349.1
ENSMUSG00000035851.14 XP_015670642.1
ENSMUSG00000022390.11 XP_015669086.1
ENSMUSG00000026289.15 XP_029139522.1
ENSMUSG00000022477.13 XP_015669090.1
ENSMUSG00000055204.15 XP_015686974.1
ENSMUSG00000034853.16 XP_015666355.1
ENSMUSG00000040699.13 XP_015686993.1
ENSMUSG00000058486.11 XP_015669923.1
ENSMUSG00000020062.7 XP_015673642.1
ENSMUSG00000020014.17 XP_029139306.1
ENSMUSG00000025035.9 XP_015675258.1
ENSMUSG00000020018.6 XP_015668119.1
ENSMUSG00000010362.9 XP_015687780.1
ENSMUSG00000062981.5 XP_015668311.1
ENSMUSG00000034187.18 XP_015687698.1
ENSMUSG00000012819.15 XP_015669098.1
ENSMUSG00000018486.2 XP_015687674.2
ENSMUSG00000028551.14 XP_015666408.1
ENSMUSG00000034768.4 XP_015687720.1
ENSMUSG00000017404.12 XP_015687737.1
ENSMUSG00000035325.16 XP_015687857.1
ENSMUSG00000040177.10 XP_015669707.1
ENSMUSG00000030861.15 XP_015669703.1
ENSMUSG00000022023.6 XP_015666562.1
ENSMUSG00000038437.11 XP_029138894.1
ENSMUSG00000018882.12 XP_015665936.1
ENSMUSG00000075595.9 XP_015665910.1
ENSMUSG00000005148.8 XP_015687819.1
ENSMUSG00000037318.10 XP_015676827.1
ENSMUSG00000000416.16 XP_015669037.1
ENSMUSG00000022760.17 XP_015665653.1
ENSMUSG00000032902.1 XP_015675947.1
ENSMUSG00000041763.14 XP_015678538.2
ENSMUSG00000079157.4 XP_015667301.1
ENSMUSG00000027217.13 XP_015687195.1
ENSMUSG00000030346.16 XP_015683649.1
ENSMUSG00000048875.3 XP_015672461.1
ENSMUSG00000031358.17 XP_015674823.1
ENSMUSG00000036046.14 XP_015675245.1
ENSMUSG00000026672.11 XP_029142145.1
ENSMUSG00000026657.17 XP_015681914.1
ENSMUSG00000040234.16 XP_029142612.1
ENSMUSG00000073077.7 XP_015672831.1
ENSMUSG00000002996.17 XP_015684276.1
ENSMUSG00000027579.6 XP_015683623.1
ENSMUSG00000058240.14 XP_015675104.1
ENSMUSG00000022962.15 XP_015675082.1
ENSMUSG00000053414.8 XP_015674828.1
ENSMUSG00000050520.4 XP_015675173.1
ENSMUSG00000029233.15 XP_015676666.1
ENSMUSG00000036435.13 XP_015679476.1
ENSMUSG00000018796.13 XP_015687283.1
ENSMUSG00000071533.11 XP_015668730.1
ENSMUSG00000028015.3 XP_015672028.1
ENSMUSG00000033767.14 XP_029141910.1
ENSMUSG00000063888.7 XP_015674061.1
ENSMUSG00000041220.10 XP_015674466.1
ENSMUSG00000058952.12 XP_015683432.1
ENSMUSG00000041084.8 XP_015666359.1
ENSMUSG00000030562.17 XP_015670197.1
ENSMUSG00000052928.9 XP_015680343.1
ENSMUSG00000023132.8 XP_015667257.1
ENSMUSG00000069089.8 XP_029142855.1
ENSMUSG00000024597.11 XP_015676880.1
ENSMUSG00000024750.11 XP_015672197.1
ENSMUSG00000051490.3 XP_015673519.1
ENSMUSG00000002799.6 XP_015682976.1
ENSMUSG00000098112.8 XP_015676649.1
ENSMUSG00000041702.7 XP_015671182.1
ENSMUSG00000021244.15 XP_015677699.2
ENSMUSG00000002820.6 XP_015676124.1
ENSMUSG00000040669.14 XP_015680363.1
ENSMUSG00000034994.10 XP_015681908.1
ENSMUSG00000021222.9 XP_015678869.1
ENSMUSG00000027272.5 XP_015679180.1
ENSMUSG00000031394.11 XP_015667746.1
ENSMUSG00000027306.15 XP_015680919.1
ENSMUSG00000031372.7 XP_015667743.1
ENSMUSG00000056679.13 XP_015667741.1
ENSMUSG00000031024.13 XP_015685553.1
ENSMUSG00000039741.15 XP_029139840.1
ENSMUSG00000025147.7 XP_015680772.1
ENSMUSG00000033909.17 XP_015676762.1
ENSMUSG00000024002.18 XP_015686125.1
ENSMUSG00000024045.6 XP_015686134.1
ENSMUSG00000062031.13 XP_015675552.1
ENSMUSG00000034120.18 XP_015685593.1
ENSMUSG00000020733.3 XP_029140668.1
ENSMUSG00000026211.17 XP_029139837.1
ENSMUSG00000026005.15 XP_015686577.1
ENSMUSG00000070732.2 XP_029143175.1
ENSMUSG00000020380.16 XP_015675044.1
ENSMUSG00000034432.11 XP_015674729.1
ENSMUSG00000000594.7 XP_015680313.1
ENSMUSG00000024145.6 XP_015671897.1
ENSMUSG00000031482.9 XP_015674157.1
ENSMUSG00000003778.14 XP_029141510.1
ENSMUSG00000020593.16 XP_029140839.1
ENSMUSG00000020580.10 XP_015679376.1
ENSMUSG00000030316.13 XP_015680097.1
ENSMUSG00000030056.8 XP_015678448.1
ENSMUSG00000107928.1 XP_015678314.1
ENSMUSG00000058006.12 XP_015672867.1
ENSMUSG00000023068.16 XP_015680539.1
ENSMUSG00000019864.14 XP_015672382.1
ENSMUSG00000032253.13 XP_015677222.1
ENSMUSG00000034252.14 XP_015676555.1
ENSMUSG00000034898.17 XP_015672972.1
ENSMUSG00000042873.11 XP_015675352.1
ENSMUSG00000033931.9 XP_015672397.2
ENSMUSG00000050930.5 XP_015675598.1
ENSMUSG00000024073.16 XP_015671480.1
ENSMUSG00000055385.12 XP_029139976.1
ENSMUSG00000024077.15 XP_029139977.1
ENSMUSG00000034121.12 XP_015668301.1
ENSMUSG00000028741.13 XP_015687033.1
ENSMUSG00000003039.9 XP_015665452.1
ENSMUSG00000057863.6 XP_015665534.1
ENSMUSG00000028234.6 XP_015667852.1
ENSMUSG00000024327.16 XP_029142486.1
ENSMUSG00000034164.17 XP_029140266.1
ENSMUSG00000026927.17 XP_015672764.2
ENSMUSG00000024997.7 XP_015674953.1
ENSMUSG00000002372.9 XP_015665475.1
ENSMUSG00000040952.16 XP_015680847.1
ENSMUSG00000042216.13 XP_015671290.1
ENSMUSG00000001844.10 XP_015682814.1
ENSMUSG00000054452.10 XP_015680122.1
ENSMUSG00000032085.5 XP_015668415.1
ENSMUSG00000041718.16 XP_015674114.1
ENSMUSG00000050079.10 XP_015678422.1
ENSMUSG00000068856.3 XP_015674260.1
ENSMUSG00000045934.15 XP_015674243.1
ENSMUSG00000034263.13 XP_015674972.1
ENSMUSG00000053641.9 XP_029140611.1
ENSMUSG00000021360.16 XP_015666313.1
ENSMUSG00000037762.6 XP_015675056.1
ENSMUSG00000058022.14 XP_015666307.2
ENSMUSG00000036473.16 XP_029140946.1
ENSMUSG00000030264.14 XP_015683470.1
ENSMUSG00000040859.14 XP_029139109.1
ENSMUSG00000028807.2 XP_015667128.1
ENSMUSG00000020847.15 XP_029142523.1
ENSMUSG00000028044.6 XP_015681538.1
ENSMUSG00000021200.14 XP_015671184.1
ENSMUSG00000025979.13 XP_015668520.1
ENSMUSG00000025787.6 XP_015678362.1
ENSMUSG00000032551.7 XP_015678351.1
ENSMUSG00000039206.13 XP_015669197.1
ENSMUSG00000043962.16 XP_029139115.1
ENSMUSG00000027624.20 XP_029140171.1
ENSMUSG00000032555.10 XP_015678565.1
ENSMUSG00000022681.15 XP_015682365.1
ENSMUSG00000020473.13 XP_029139717.1
ENSMUSG00000053838.14 XP_015670056.1
ENSMUSG00000007216.6 XP_029142972.1
ENSMUSG00000029560.12 XP_029140623.1
ENSMUSG00000056076.13 XP_029140613.1
ENSMUSG00000056537.11 XP_015666257.1
ENSMUSG00000000148.17 XP_029140622.1
ENSMUSG00000091625.8 XP_015667230.1
ENSMUSG00000025860.15 XP_015682263.1
ENSMUSG00000027215.13 XP_015687201.1
ENSMUSG00000052752.15 XP_015678321.1
ENSMUSG00000034755.18 XP_015680514.2
ENSMUSG00000031652.11 XP_029140651.1
ENSMUSG00000075256.9 XP_015678920.1
ENSMUSG00000003363.15 XP_029139552.1
ENSMUSG00000020067.8 XP_029140099.1
ENSMUSG00000059291.15 XP_015675132.1
ENSMUSG00000041734.15 XP_029140478.1
ENSMUSG00000013663.7 XP_015668750.1
ENSMUSG00000040451.18 XP_015668746.1
ENSMUSG00000028643.11 XP_015683641.1
ENSMUSG00000056770.15 XP_015675788.1
ENSMUSG00000022684.15 XP_015667463.1
ENSMUSG00000000743.9 XP_015666918.1
ENSMUSG00000019467.15 XP_015679468.1
ENSMUSG00000028821.8 XP_015677738.1
ENSMUSG00000047843.16 XP_015676252.1
ENSMUSG00000041936.18 XP_029142398.1
ENSMUSG00000035078.6 XP_015678837.1
ENSMUSG00000026031.15 XP_015676277.1
ENSMUSG00000022141.7 XP_015672432.1
ENSMUSG00000026037.14 XP_029140846.1
ENSMUSG00000031819.13 XP_015672326.1
ENSMUSG00000070883.3 XP_015674658.1
ENSMUSG00000068922.14 XP_015684207.1
ENSMUSG00000031954.6 XP_015671358.1
ENSMUSG00000045176.3 XP_015681454.1
ENSMUSG00000049600.8 XP_015665691.1
ENSMUSG00000005566.14 XP_015665647.1
ENSMUSG00000022365.6 XP_015679947.1
ENSMUSG00000022973.18 XP_015674973.1
ENSMUSG00000026784.14 XP_029138915.1
ENSMUSG00000004268.11 XP_015669551.1
ENSMUSG00000052459.13 XP_015667606.1
ENSMUSG00000022967.13 XP_015675028.1
ENSMUSG00000022820.4 XP_015667619.1
ENSMUSG00000036427.5 XP_015667575.1
ENSMUSG00000030942.8 XP_015681738.1
ENSMUSG00000030917.13 XP_015683343.1
ENSMUSG00000042473.8 XP_015676587.1
ENSMUSG00000042396.10 XP_015668386.1
ENSMUSG00000002732.14 XP_015674329.1
ENSMUSG00000026754.16 XP_015681613.1
ENSMUSG00000035673.10 XP_029141625.1
ENSMUSG00000004508.6 XP_015684292.1
ENSMUSG00000035314.10 XP_029140447.1
ENSMUSG00000017561.16 XP_015676750.1
ENSMUSG00000028893.8 XP_029139972.1
ENSMUSG00000031481.8 XP_015674185.2
ENSMUSG00000057130.12 XP_015682345.1
ENSMUSG00000034333.15 XP_015673550.1
ENSMUSG00000045095.16 XP_029141920.1
ENSMUSG00000016831.12 XP_015670496.1
ENSMUSG00000022800.14 XP_015678353.1
ENSMUSG00000038949.8 XP_029143068.1
ENSMUSG00000017999.16 XP_029141818.1
ENSMUSG00000037960.11 XP_015673137.1
ENSMUSG00000030880.14 XP_015676644.1
ENSMUSG00000031622.16 XP_029138793.1
ENSMUSG00000045160.14 XP_015666642.1
ENSMUSG00000032202.11 XP_015666479.1
ENSMUSG00000028454.16 XP_029141980.1
ENSMUSG00000030516.14 XP_029141124.1
ENSMUSG00000005667.8 XP_015666589.1
ENSMUSG00000075270.11 XP_015684108.1
ENSMUSG00000028830.14 XP_015679639.1
ENSMUSG00000029474.7 XP_015670944.1
ENSMUSG00000028631.7 XP_015687169.1
ENSMUSG00000048007.4 XP_015676085.1
ENSMUSG00000027746.13 XP_015666633.1
ENSMUSG00000006281.8 XP_029141738.1
ENSMUSG00000002329.7 XP_015676814.1
ENSMUSG00000059854.8 XP_015667661.1
ENSMUSG00000024180.14 XP_029139172.1
ENSMUSG00000079109.11 XP_029140842.1
ENSMUSG00000022219.10 XP_015681940.1
ENSMUSG00000075569.10 XP_029140841.1
ENSMUSG00000015668.13 XP_029142054.1
ENSMUSG00000046994.9 XP_015676070.1
ENSMUSG00000002968.9 XP_015665673.1
ENSMUSG00000038970.7 XP_015676253.1
ENSMUSG00000078490.10 XP_015675084.1
ENSMUSG00000000838.17 XP_015676172.1
ENSMUSG00000022521.10 XP_015667445.1
ENSMUSG00000039879.9 XP_015677661.1
ENSMUSG00000002395.14 XP_015665469.1
ENSMUSG00000024887.10 XP_015678510.1
ENSMUSG00000025220.8 XP_015668928.1
ENSMUSG00000052105.17 XP_029139628.1
ENSMUSG00000030811.14 XP_015674587.1
ENSMUSG00000019763.11 XP_015677429.1
ENSMUSG00000053398.11 XP_015675260.1
ENSMUSG00000092356.2 XP_029141648.1
ENSMUSG00000054312.6 XP_015674257.1
ENSMUSG00000049109.15 XP_015671723.1
ENSMUSG00000057234.9 XP_015670872.1
ENSMUSG00000018585.9 XP_015677828.1
ENSMUSG00000019899.17 XP_015673130.1
ENSMUSG00000046605.14 XP_015665700.1
ENSMUSG00000020721.16 XP_029140164.1
ENSMUSG00000014782.16 XP_015667656.1
ENSMUSG00000078607.5 XP_015668461.1
ENSMUSG00000031133.12 XP_015687959.1
ENSMUSG00000022425.16 XP_015672875.1
ENSMUSG00000000394.15 XP_015669242.1
ENSMUSG00000055538.7 XP_015680422.1
ENSMUSG00000020329.12 XP_029141624.1
ENSMUSG00000047619.5 XP_015681276.1
ENSMUSG00000030263.13 XP_015680434.1
ENSMUSG00000040370.13 XP_015680438.1
ENSMUSG00000020220.16 XP_015668226.1
ENSMUSG00000038886.10 XP_029140452.1
ENSMUSG00000027496.15 XP_015681785.1
ENSMUSG00000025410.10 XP_015678100.1
ENSMUSG00000021939.8 XP_015673528.1
ENSMUSG00000025241.16 XP_015678516.1
ENSMUSG00000078317.6 XP_015680199.1
ENSMUSG00000035699.8 XP_015682971.1
ENSMUSG00000031403.14 XP_015680200.1
ENSMUSG00000046312.4 XP_015683822.1
ENSMUSG00000031485.15 XP_015675241.1
ENSMUSG00000051596.13 XP_015673146.1
ENSMUSG00000002028.13 XP_015668378.1
ENSMUSG00000021413.9 XP_015670492.2
ENSMUSG00000031952.5 XP_015666968.1
ENSMUSG00000037316.9 XP_015680205.1
ENSMUSG00000070304.12 XP_029139344.1
ENSMUSG00000031731.16 XP_015666939.1
ENSMUSG00000052751.16 XP_015682966.1
ENSMUSG00000031197.11 XP_029138771.1
ENSMUSG00000031728.10 XP_029139080.1
ENSMUSG00000031729.6 XP_015666938.1
ENSMUSG00000026820.5 XP_015680712.1
ENSMUSG00000041966.18 XP_015667353.1
ENSMUSG00000027015.4 XP_015667352.1
ENSMUSG00000074001.3 XP_015667881.1
ENSMUSG00000029097.11 XP_015680897.1
ENSMUSG00000014039.18 XP_015678074.1
ENSMUSG00000022881.15 XP_015677965.1
ENSMUSG00000039834.17 XP_015683950.1
ENSMUSG00000022354.4 XP_015667202.1
ENSMUSG00000078161.8 XP_029139424.1
ENSMUSG00000032064.17 XP_015668072.1
ENSMUSG00000042594.16 XP_029139878.1
ENSMUSG00000063704.13 XP_029140207.1
ENSMUSG00000039058.11 XP_015680630.1
ENSMUSG00000040485.5 XP_029143151.1
ENSMUSG00000054942.13 XP_029140370.1
ENSMUSG00000031948.14 XP_015666907.1
ENSMUSG00000026319.13 XP_015666996.2
ENSMUSG00000060227.15 XP_015667387.1
ENSMUSG00000056598.16 XP_015673301.1
ENSMUSG00000042446.16 XP_029140777.1
ENSMUSG00000027002.13 XP_015677231.1
ENSMUSG00000038845.11 XP_015665908.1
ENSMUSG00000030521.11 XP_015666482.1
ENSMUSG00000020657.16 XP_015668476.1
ENSMUSG00000022303.9 XP_029141041.1
ENSMUSG00000020741.17 XP_015679986.2
ENSMUSG00000041471.9 XP_015679048.1
ENSMUSG00000046671.18 XP_015680613.1
ENSMUSG00000045482.16 XP_015681343.1
ENSMUSG00000021796.15 XP_015680306.1
ENSMUSG00000014355.10 XP_029140873.1
ENSMUSG00000020677.7 XP_029142425.1
ENSMUSG00000028799.15 XP_015675868.1
ENSMUSG00000036817.14 XP_029140866.1
ENSMUSG00000004748.5 XP_015672931.1
ENSMUSG00000058498.12 XP_029139316.1
ENSMUSG00000062397.8 XP_015687355.1
ENSMUSG00000042529.14 XP_015683557.1
ENSMUSG00000024222.17 XP_015677434.1
ENSMUSG00000017615.12 XP_015682777.1
ENSMUSG00000059939.13 XP_015682841.1
ENSMUSG00000028378.6 XP_015674710.1
ENSMUSG00000061130.13 XP_015668572.1
ENSMUSG00000038563.14 XP_015675677.1
ENSMUSG00000041992.9 XP_029138947.1
ENSMUSG00000001062.18 XP_029139072.1
ENSMUSG00000053929.17 XP_015684493.1
ENSMUSG00000022538.20 XP_029140831.1
ENSMUSG00000001416.13 XP_015672107.1
ENSMUSG00000032342.13 XP_015683408.2
ENSMUSG00000063354.7 XP_029142132.1
ENSMUSG00000033417.16 XP_015674957.2
ENSMUSG00000005198.15 XP_015680237.1
ENSMUSG00000022468.12 XP_015673136.2
ENSMUSG00000038777.19 XP_015680370.1
ENSMUSG00000035967.15 XP_015687949.1
ENSMUSG00000052997.15 XP_015667573.1
ENSMUSG00000002635.11 XP_015667564.1
ENSMUSG00000034928.16 XP_015677012.1
ENSMUSG00000040738.10 XP_015673317.1
ENSMUSG00000036202.16 XP_015684458.1
ENSMUSG00000039473.8 XP_015674742.1
ENSMUSG00000022536.14 XP_015674741.1
ENSMUSG00000022710.17 XP_015681467.1
ENSMUSG00000029536.8 XP_015685361.1
ENSMUSG00000040297.12 XP_029140603.1
ENSMUSG00000023170.14 XP_015685461.1
ENSMUSG00000041058.15 XP_015668581.1
ENSMUSG00000066900.11 XP_015672963.2
ENSMUSG00000030911.7 XP_029140922.1
ENSMUSG00000032059.13 XP_029139291.1
ENSMUSG00000027533.10 XP_015687552.1
ENSMUSG00000043987.18 XP_029139362.1
ENSMUSG00000006456.10 XP_015673159.1
ENSMUSG00000026553.17 XP_015672878.1
ENSMUSG00000039616.10 XP_015673716.1
ENSMUSG00000039458.15 XP_015672500.1
ENSMUSG00000047213.14 XP_015687353.1
ENSMUSG00000026185.8 XP_015668556.1
ENSMUSG00000069094.12 XP_015673103.1
ENSMUSG00000048310.8 XP_015673073.1
ENSMUSG00000013155.10 XP_015673056.1
ENSMUSG00000026361.9 XP_015674118.1
ENSMUSG00000056763.16 XP_029142107.1
ENSMUSG00000045667.14 XP_029139771.1
ENSMUSG00000049882.10 XP_015681053.1
ENSMUSG00000050471.17 XP_029142272.1
ENSMUSG00000109179.2 XP_029141506.1
ENSMUSG00000025736.15 XP_015674737.1
ENSMUSG00000029416.17 XP_015679102.1
ENSMUSG00000029480.13 XP_029138924.1
ENSMUSG00000026965.12 XP_015687119.1
ENSMUSG00000026956.15 XP_015679835.1
ENSMUSG00000039200.16 XP_029139180.1
ENSMUSG00000038011.15 XP_029139502.1
ENSMUSG00000022503.10 XP_015667469.1
ENSMUSG00000021819.11 XP_015679039.1
ENSMUSG00000049327.17 XP_029139497.1
ENSMUSG00000028882.13 XP_015672077.1
ENSMUSG00000054405.14 XP_015672068.1
ENSMUSG00000025534.17 XP_015671089.2
ENSMUSG00000046364.14 XP_029138906.1
ENSMUSG00000028793.15 XP_015667137.1
ENSMUSG00000024410.15 XP_015677004.1
ENSMUSG00000027406.13 XP_015680681.1
ENSMUSG00000026698.8 XP_015674939.1
ENSMUSG00000029465.14 XP_015669136.1
ENSMUSG00000032012.9 XP_029139490.1
ENSMUSG00000024142.15 XP_015682812.1
ENSMUSG00000024137.9 XP_029142256.1
ENSMUSG00000071359.13 XP_015674220.1
ENSMUSG00000030882.19 XP_029140235.1
ENSMUSG00000027650.12 XP_029142700.1
ENSMUSG00000030881.15 XP_015672794.1
ENSMUSG00000064289.15 XP_015673891.1
ENSMUSG00000024290.9 XP_015668961.1
ENSMUSG00000036822.6 XP_015681775.1
ENSMUSG00000000131.15 XP_015674673.1
ENSMUSG00000032867.8 XP_015680402.1
ENSMUSG00000005580.11 XP_029139183.1
ENSMUSG00000061578.8 XP_015677449.1
ENSMUSG00000032777.9 XP_015667437.1
ENSMUSG00000021782.14 XP_015680873.1
ENSMUSG00000031843.2 XP_015671716.1
ENSMUSG00000054733.9 XP_015669252.2
ENSMUSG00000018381.15 XP_029138874.1
ENSMUSG00000031666.15 XP_015674224.1
ENSMUSG00000005102.13 XP_015681318.1
ENSMUSG00000001420.13 XP_015683365.1
ENSMUSG00000001418.13 XP_015672063.1
ENSMUSG00000029674.13 XP_015668291.1
ENSMUSG00000033282.14 XP_029140472.1
ENSMUSG00000025737.5 XP_015674760.1
ENSMUSG00000026799.15 XP_015677590.1
ENSMUSG00000049350.6 XP_015665986.1
ENSMUSG00000026987.16 XP_029139755.1
ENSMUSG00000041438.8 XP_015666899.1
ENSMUSG00000029442.18 XP_029139872.1
ENSMUSG00000020444.19 XP_015669783.1
ENSMUSG00000041949.6 XP_029139068.1
ENSMUSG00000028364.15 XP_015683404.1
ENSMUSG00000034681.17 XP_015676790.1
ENSMUSG00000000303.12 XP_015666927.1
ENSMUSG00000032112.10 XP_015668397.1
ENSMUSG00000039130.18 XP_029142860.1
ENSMUSG00000024646.14 XP_015681023.1
ENSMUSG00000002221.11 XP_015688013.1
ENSMUSG00000029502.14 XP_015680250.1
ENSMUSG00000024565.10 XP_015681308.1
ENSMUSG00000042050.8 XP_015666973.1
ENSMUSG00000064037.13 XP_015670287.1
ENSMUSG00000071202.5 XP_015674746.1
ENSMUSG00000016477.18 XP_015687175.1
ENSMUSG00000004931.11 XP_029138922.1
ENSMUSG00000031824.15 XP_015677505.1
ENSMUSG00000035614.11 XP_015674497.1
ENSMUSG00000030335.6 XP_015669541.1
ENSMUSG00000026189.13 XP_015686625.1
ENSMUSG00000027642.15 XP_015671227.1
ENSMUSG00000072770.9 XP_029139584.1
ENSMUSG00000022805.17 XP_015669927.1
ENSMUSG00000040048.14 XP_015671734.1
ENSMUSG00000061013.6 XP_015666159.1
ENSMUSG00000004366.4 XP_015683805.1
ENSMUSG00000050213.6 XP_015667108.1
ENSMUSG00000042707.6 XP_015667125.1
ENSMUSG00000026781.17 XP_015666134.1
ENSMUSG00000029219.10 XP_015684677.1
ENSMUSG00000059401.14 XP_015676594.1
ENSMUSG00000045967.11 XP_015666156.1
ENSMUSG00000028902.4 XP_015667151.1
ENSMUSG00000035847.15 XP_015676173.1
ENSMUSG00000036617.17 XP_015667054.1
ENSMUSG00000022678.16 XP_015667490.1
ENSMUSG00000053565.10 XP_015678591.1
ENSMUSG00000038816.14 XP_015684156.1
ENSMUSG00000059263.9 XP_015683148.1
ENSMUSG00000022051.15 XP_015679776.1
ENSMUSG00000024795.11 XP_029141272.1
ENSMUSG00000053702.16 XP_015667041.1
ENSMUSG00000033845.13 XP_015675643.1
ENSMUSG00000028936.15 XP_015668250.1
ENSMUSG00000021611.9 XP_029140926.1
ENSMUSG00000026827.12 XP_015673853.1
ENSMUSG00000026470.14 XP_015668622.1
ENSMUSG00000026980.15 XP_029139754.1
ENSMUSG00000060802.8 XP_015678762.1
ENSMUSG00000025609.15 XP_015679105.2
ENSMUSG00000027709.9 XP_015677889.1
ENSMUSG00000002297.16 XP_015666666.1
ENSMUSG00000028699.9 XP_015667016.1
ENSMUSG00000028358.15 XP_029143074.1
ENSMUSG00000032386.15 XP_015673938.1
ENSMUSG00000030982.19 XP_015681896.1
ENSMUSG00000039033.11 XP_015677913.1
ENSMUSG00000022112.14 XP_015677652.2
ENSMUSG00000027048.15 XP_015677389.1
ENSMUSG00000021832.8 XP_015673264.1
ENSMUSG00000047617.11 XP_029142098.1
ENSMUSG00000027522.15 XP_015678169.1
ENSMUSG00000030884.12 XP_015676639.1
