Orthogroup	M_musculus.pep	N_naja.pep
OG0003414	ENSMUSG00000028555.15	Nana14501-RA, Nana10855-RB, Nana10855-RA
OG0003415	ENSMUSG00000002820.6	Nana10925-RB, Nana10925-RE, Nana10925-RA, Nana10925-RD, Nana10925-RC
OG0003416	ENSMUSG00000040669.14	Nana10952-RA, Nana10954-RA, Nana10953-RA
OG0003418	ENSMUSG00000116276.1, ENSMUSG00000025428.15	Nana12637-RA
OG0003419	ENSMUSG00000021222.9	Nana04983-RA, Nana04983-RB
OG0003420	ENSMUSG00000027272.5	Nana04999-RD, Nana04999-RA, Nana04999-RB, Nana04999-RC
OG0003421	ENSMUSG00000031394.11	Nana10715-RA
OG0003422	ENSMUSG00000027306.15	Nana05057-RA
OG0003423	ENSMUSG00000071547.4	Nana08508-RA
OG0003424	ENSMUSG00000031372.7	Nana10724-RA
OG0003425	ENSMUSG00000056679.13	Nana10732-RA
OG0003426	ENSMUSG00000027257.13	Nana04891-RB, Nana04891-RA
OG0003427	ENSMUSG00000111727.1, ENSMUSG00000005510.9	Nana04912-RA
OG0003428	ENSMUSG00000075023.11, ENSMUSG00000040272.14	Nana04841-RA, Nana04838-RA
OG0003429	ENSMUSG00000027164.8	Nana04811-RA, Nana04811-RB
OG0003430	ENSMUSG00000040033.16	Nana10082-RB, Nana10082-RA, Nana10082-RC
OG0003431	ENSMUSG00000058454.15	Nana04731-RA, Nana04731-RB
OG0003432	ENSMUSG00000071072.12	Nana10152-RA
OG0003433	ENSMUSG00000031024.13	Nana04506-RA, Nana04505-RA
OG0003434	ENSMUSG00000057322.12	Nana09747-RA
OG0003435	ENSMUSG00000039741.15	Nana09721-RB, Nana09721-RA, Nana09723-RB, Nana09723-RA
OG0003436	ENSMUSG00000018819.10	Nana04355-RA
OG0003438	ENSMUSG00000033909.17	Nana09650-RD, Nana09650-RA, Nana09650-RB, Nana09650-RE, Nana09650-RC
OG0003439	ENSMUSG00000025793.17	Nana09629-RA, Nana09629-RB
OG0003440	ENSMUSG00000035773.6	Nana09302-RA, Nana06112-RA
OG0003441	ENSMUSG00000024002.18	Nana09316-RA, Nana09316-RB, Nana09316-RC, Nana09315-RA
OG0003442	ENSMUSG00000024045.6	Nana09317-RA, Nana09317-RB, Nana09317-RD, Nana09317-RF, Nana09317-RC
OG0003443	ENSMUSG00000039253.7	Nana09325-RA
OG0003444	ENSMUSG00000062031.13	Nana04234-RC, Nana04234-RD, Nana04234-RB, Nana04234-RA
OG0003445	ENSMUSG00000042148.8	Nana09387-RA
OG0003446	ENSMUSG00000047821.16	Nana09395-RA
OG0003447	ENSMUSG00000026384.13	Nana03807-RB, Nana03807-RA
OG0003448	ENSMUSG00000034120.18	Nana09455-RA, Nana09455-RB, Nana09455-RC
OG0003449	ENSMUSG00000020781.14	Nana09512-RA, Nana09512-RC, Nana09512-RB
OG0003450	ENSMUSG00000020733.3	Nana23168-RA, Nana09547-RA, Nana09545-RA, Nana09545-RB
OG0003451	ENSMUSG00000051329.13	Nana04005-RB, Nana04005-RA
OG0003452	ENSMUSG00000024847.15, ENSMUSG00000097319.8	Nana03999-RB, Nana03999-RC, Nana03999-RA
OG0003453	ENSMUSG00000026211.17	Nana03979-RA, Nana03979-RC, Nana03979-RB, Nana03979-RD
OG0003454	ENSMUSG00000026349.14	Nana03672-RB, Nana03672-RC, Nana03672-RA
OG0003455	ENSMUSG00000026986.14	Nana03647-RA
OG0003456	ENSMUSG00000026005.15	Nana03076-RA, Nana03076-RB
OG0003458	ENSMUSG00000070732.2	Nana03029-RA
OG0003459	ENSMUSG00000020380.16	Nana39155-RA, Nana08961-RD
OG0003460	ENSMUSG00000018906.14	Nana08952-RB, Nana08952-RC
OG0003461	ENSMUSG00000026036.17	Nana03191-RA
OG0003462	ENSMUSG00000047654.6	Nana03254-RA, Nana03255-RA
OG0003463	ENSMUSG00000034432.11	Nana02997-RA, Nana02997-RB
OG0003464	ENSMUSG00000044502.16	Nana09035-RA
OG0003465	ENSMUSG00000000594.7	Nana08809-RA, Nana08809-RB
OG0003466	ENSMUSG00000044066.14	Nana02831-RB, Nana02831-RA
OG0003467	ENSMUSG00000050558.13, ENSMUSG00000049409.9	Nana02806-RA
OG0003468	ENSMUSG00000020368.15	Nana08851-RA
OG0003469	ENSMUSG00000024471.12	Nana08878-RA
OG0003470	ENSMUSG00000024145.6	Nana00992-RB, Nana00992-RC, Nana00992-RA
OG0003471	ENSMUSG00000021996.16	Nana02690-RA, Nana02690-RB
OG0003472	ENSMUSG00000031482.9	Nana02681-RB, Nana02681-RA
OG0003473	ENSMUSG00000027274.16	Nana02761-RA, Nana02761-RB
OG0003474	ENSMUSG00000034789.8	Nana08701-RC, Nana08701-RB, Nana08701-RA
OG0003475	ENSMUSG00000003778.14	Nana08673-RD, Nana08673-RA, Nana08673-RB, Nana08673-RC
OG0003476	ENSMUSG00000020593.16	Nana02573-RD, Nana02573-RC, Nana02573-RA, Nana02573-RB
OG0003477	ENSMUSG00000020580.10	Nana02566-RB, Nana02566-RA, Nana02566-RC, Nana02566-RD
OG0003478	ENSMUSG00000036333.11	Nana02528-RA, Nana02527-RB, Nana02527-RA
OG0003479	ENSMUSG00000041881.13	Nana06609-RA
OG0003480	ENSMUSG00000021392.8	Nana08471-RA
OG0003481	ENSMUSG00000071176.10	Nana02445-RA, Nana02446-RA
OG0003482	ENSMUSG00000044573.16	Nana02464-RB, Nana02464-RA
OG0003483	ENSMUSG00000030316.13	Nana08451-RA
OG0003484	ENSMUSG00000030056.8	Nana08438-RA
OG0003485	ENSMUSG00000058006.12	Nana02223-RC, Nana02223-RA, Nana02223-RB
OG0003486	ENSMUSG00000015053.14	Nana08324-RA, Nana08324-RB
OG0003487	ENSMUSG00000023068.16	Nana02043-RA, Nana02043-RB
OG0003488	ENSMUSG00000019864.14	Nana02130-RC, Nana02130-RB, Nana02130-RA
OG0003489	ENSMUSG00000044770.14	Nana02121-RA
OG0003490	ENSMUSG00000019813.16	Nana02107-RA
OG0003491	ENSMUSG00000021752.13	Nana07991-RA
OG0003492	ENSMUSG00000032253.13	Nana02298-RD, Nana02298-RC, Nana02298-RA, Nana02298-RB
OG0003493	ENSMUSG00000034252.14	Nana02309-RB, Nana02309-RC, Nana02309-RA
OG0003494	ENSMUSG00000034898.17	Nana02311-RA
OG0003495	ENSMUSG00000019989.8	Nana01971-RA
OG0003496	ENSMUSG00000025332.14, ENSMUSG00000056673.14	Nana10630-RB, Nana10630-RA
OG0003498	ENSMUSG00000019814.5	Nana01847-RB, Nana01847-RA
OG0003499	ENSMUSG00000023830.14	Nana01705-RA
OG0003500	ENSMUSG00000060475.13	Nana01713-RC, Nana01713-RA, Nana01713-RB
OG0003502	ENSMUSG00000028354.13	Nana01537-RA, Nana01539-RA
OG0003503	ENSMUSG00000039233.12	Nana01577-RA
OG0003504	ENSMUSG00000033931.9	Nana01581-RA, Nana01581-RB
OG0003505	ENSMUSG00000051671.7	Nana01587-RA
OG0003506	ENSMUSG00000050930.5	Nana01598-RA, Nana39375-RA, Nana39374-RA, Nana01599-RA
OG0003507	ENSMUSG00000038776.13	Nana01399-RA
OG0003508	ENSMUSG00000024073.16	Nana01426-RD, Nana01426-RC, Nana01426-RA, Nana01426-RB
OG0003509	ENSMUSG00000055385.12	Nana01439-RA, Nana01439-RB, Nana01439-RE, Nana01439-RC, Nana01439-RD
OG0003510	ENSMUSG00000024077.15	Nana01447-RC, Nana01447-RA, Nana01447-RD, Nana01447-RB
OG0003511	ENSMUSG00000024067.14	Nana01481-RA
OG0003512	ENSMUSG00000110797.1, ENSMUSG00000026622.15	Nana01093-RA
OG0003513	ENSMUSG00000026609.15	Nana01139-RA, Nana01138-RA, Nana01141-RA
OG0003514	ENSMUSG00000054469.14	Nana01295-RA
OG0003515	ENSMUSG00000038793.8, ENSMUSG00000066652.5	Nana01267-RA
OG0003516	ENSMUSG00000027375.14	Nana00936-RA
OG0003517	ENSMUSG00000024097.11	Nana00919-RA, Nana00919-RB
OG0003519	ENSMUSG00000034121.12	Nana00613-RF, Nana00613-RB, Nana00613-RD, Nana00613-RE, Nana00613-RC
OG0003521	ENSMUSG00000035772.11	Nana37046-RB, Nana37046-RA
OG0003522	ENSMUSG00000026880.11	Nana36472-RA, Nana36470-RA
OG0003525	ENSMUSG00000028741.13	Nana37204-RA, Nana37204-RB, Nana37204-RC, Nana37204-RD
OG0003526	ENSMUSG00000038224.12	Nana00062-RF, Nana00062-RC, Nana00062-RH
OG0003527	ENSMUSG00000003039.9	Nana06003-RA
OG0003528	ENSMUSG00000057863.6	Nana06049-RA
OG0003529	ENSMUSG00000000194.13, ENSMUSG00000005823.9	Nana36852-RA
OG0003530	ENSMUSG00000038178.16	Nana00051-RH, Nana00051-RC, Nana00051-RD
OG0003531	ENSMUSG00000028234.6	Nana16338-RA
OG0003532	ENSMUSG00000024194.16, ENSMUSG00000026870.19	Nana06892-RA, Nana06892-RB
OG0003533	ENSMUSG00000025317.7, ENSMUSG00000031373.4	Nana31730-RA
OG0003534	ENSMUSG00000042198.12	Nana16344-RA, Nana16344-RB
OG0003536	ENSMUSG00000074397.5, ENSMUSG00000071665.10	Nana29042-RE
OG0003537	ENSMUSG00000031820.9	Nana06630-RB, Nana06630-RA
OG0003538	ENSMUSG00000024312.10	Nana06899-RA
OG0003540	ENSMUSG00000024327.16	Nana39316-RA
OG0003541	ENSMUSG00000078157.1, ENSMUSG00000043683.4	Nana38874-RA
OG0003542	ENSMUSG00000025135.12	Nana09615-RC, Nana09615-RD, Nana09615-RE, Nana09615-RF
OG0003543	ENSMUSG00000034164.17	Nana34927-RD, Nana34927-RA, Nana34927-RB, Nana34927-RE, Nana34927-RC
OG0003546	ENSMUSG00000026927.17	Nana27278-RA, Nana37036-RA
OG0003547	ENSMUSG00000034892.8	Nana05960-RA
OG0003550	ENSMUSG00000024997.7	Nana19608-RB, Nana19608-RA
OG0003551	ENSMUSG00000020808.3	Nana00580-RA
OG0003552	ENSMUSG00000002372.9	Nana06056-RD, Nana06056-RE, Nana06056-RB, Nana06056-RC, Nana06056-RA
OG0003554	ENSMUSG00000040952.16	Nana30589-RA
OG0003555	ENSMUSG00000116064.1, ENSMUSG00000116062.1, ENSMUSG00000116268.1, ENSMUSG00000018733.10	Nana00545-RA
OG0003558	ENSMUSG00000049097.9, ENSMUSG00000047606.4	Nana35764-RA
OG0003560	ENSMUSG00000042216.13	Nana34709-RB, Nana34709-RC, Nana34709-RA, Nana34709-RD
OG0003561	ENSMUSG00000115905.1, ENSMUSG00000040606.13	Nana37646-RA, Nana37646-RC, Nana37646-RB, Nana37646-RE
OG0003565	ENSMUSG00000021252.11	Nana05358-RA, Nana05358-RB
OG0003566	ENSMUSG00000036986.16	Nana32959-RA, Nana32957-RA
OG0003568	ENSMUSG00000036492.12	Nana07824-RA
OG0003570	ENSMUSG00000041890.17	Nana34714-RC, Nana34714-RA
OG0003573	ENSMUSG00000036099.16	Nana27071-RA, Nana27071-RB
OG0003574	ENSMUSG00000000326.13, ENSMUSG00000098892.9	Nana35236-RA
OG0003575	ENSMUSG00000098377.9, ENSMUSG00000013539.14	Nana35248-RA, Nana35249-RB, Nana35249-RA
OG0003576	ENSMUSG00000050545.10, ENSMUSG00000079177.4	Nana02949-RA
OG0003582	ENSMUSG00000001844.10	Nana33827-RA, Nana33826-RA, Nana33829-RC, Nana33829-RD, Nana33829-RB, Nana33829-RA
OG0003587	ENSMUSG00000054452.10	Nana11696-RA, Nana11689-RA, Nana06356-RA, Nana06355-RA
OG0003603	ENSMUSG00000116465.1, ENSMUSG00000040616.3	Nana37644-RA, Nana37644-RB
OG0003604	ENSMUSG00000032085.5	Nana29025-RM, Nana29025-RH, Nana29025-RC
OG0003605	ENSMUSG00000041718.16	Nana32078-RA
OG0003606	ENSMUSG00000028763.18	Nana37222-RA
OG0003607	ENSMUSG00000031785.16	Nana31119-RA, Nana31115-RA
OG0003608	ENSMUSG00000006445.3	Nana37274-RA
OG0003609	ENSMUSG00000021417.15, ENSMUSG00000021416.11	Nana15773-RA
OG0003610	ENSMUSG00000050079.10	Nana31128-RA, Nana31128-RC, Nana31128-RB
OG0003611	ENSMUSG00000068856.3	Nana36376-RC, Nana36376-RB
OG0003612	ENSMUSG00000045934.15	Nana36376-RA, Nana36376-RD
OG0003613	ENSMUSG00000034263.13	Nana33511-RC, Nana33511-RB, Nana33511-RA
OG0003614	ENSMUSG00000021432.15	Nana15806-RA
OG0003615	ENSMUSG00000053641.9	Nana33512-RD, Nana33512-RE, Nana33512-RC
OG0003616	ENSMUSG00000047094.9	Nana15809-RA
OG0003617	ENSMUSG00000021360.16	Nana15813-RA
OG0003618	ENSMUSG00000037762.6	Nana18853-RB, Nana18853-RA
OG0003619	ENSMUSG00000058022.14	Nana15824-RA, Nana15825-RA, Nana38561-RA
OG0003620	ENSMUSG00000052331.14	Nana03221-RA
OG0003621	ENSMUSG00000053898.12	Nana30774-RA
OG0003622	ENSMUSG00000030323.13	Nana08237-RA, Nana08237-RB
OG0003623	ENSMUSG00000020982.9	Nana05952-RA
OG0003624	ENSMUSG00000036473.16	Nana34055-RA, Nana34055-RB
OG0003625	ENSMUSG00000109850.1, ENSMUSG00000013878.18	Nana11306-RA
OG0003626	ENSMUSG00000030322.12	Nana08236-RA
OG0003627	ENSMUSG00000037234.17	Nana11307-RB, Nana11307-RA
OG0003628	ENSMUSG00000030264.14	Nana08228-RA, Nana08228-RB
OG0003629	ENSMUSG00000040859.14	Nana29838-RC, Nana29838-RB, Nana29838-RA
OG0003630	ENSMUSG00000028807.2	Nana29834-RA
OG0003631	ENSMUSG00000028960.20	Nana37513-RA
OG0003632	ENSMUSG00000020847.15	Nana00173-RA
OG0003633	ENSMUSG00000028044.6	Nana36062-RA
OG0003634	ENSMUSG00000079481.11	Nana32245-RA
OG0003635	ENSMUSG00000021200.14	Nana05567-RA
OG0003636	ENSMUSG00000025979.13	Nana03215-RA
OG0003637	ENSMUSG00000025982.13	Nana03219-RC, Nana03219-RA
OG0003638	ENSMUSG00000025995.16	Nana03286-RA
OG0003639	ENSMUSG00000046532.8	Nana31921-RA
OG0003641	ENSMUSG00000032551.7	Nana22230-RA
OG0003642	ENSMUSG00000014704.10	Nana21829-RB
OG0003643	ENSMUSG00000039206.13	Nana34240-RB, Nana34240-RA
OG0003644	ENSMUSG00000043962.16	Nana29759-RA, Nana29759-RC, Nana29759-RB
OG0003645	ENSMUSG00000027624.20	Nana13771-RA
OG0003646	ENSMUSG00000032555.10	Nana22179-RA
OG0003647	ENSMUSG00000022681.15	Nana34120-RA
OG0003648	ENSMUSG00000020473.13	Nana28492-RA, Nana28492-RB
OG0003649	ENSMUSG00000002741.9	Nana28486-RA
OG0003650	ENSMUSG00000053838.14	Nana28478-RA, Nana28480-RA
OG0003652	ENSMUSG00000029560.12	Nana34432-RD, Nana34432-RB, Nana34432-RA
OG0003653	ENSMUSG00000056076.13	Nana34430-RA
OG0003654	ENSMUSG00000025613.13	Nana24687-RA
OG0003655	ENSMUSG00000056537.11	Nana31978-RA
OG0003656	ENSMUSG00000000148.17	Nana34410-RB, Nana34410-RA
OG0003658	ENSMUSG00000091625.8	Nana22345-RA
OG0003659	ENSMUSG00000000149.10	Nana34405-RA
OG0003660	ENSMUSG00000025959.13	Nana03100-RA
OG0003661	ENSMUSG00000056832.14	Nana27186-RA
OG0003662	ENSMUSG00000025733.17, ENSMUSG00000093593.1	Nana33961-RB, Nana33961-RA
OG0003663	ENSMUSG00000046856.13	Nana03109-RA
OG0003664	ENSMUSG00000025860.15	Nana32373-RB, Nana32373-RA
OG0003665	ENSMUSG00000027215.13	Nana07300-RA, Nana04848-RA
OG0003666	ENSMUSG00000052752.15	Nana33813-RA, Nana33813-RC, Nana33813-RB, Nana33813-RD
OG0003667	ENSMUSG00000034755.18	Nana32339-RA
OG0003668	ENSMUSG00000031652.11	Nana31485-RB, Nana31485-RA, Nana31485-RC
OG0003669	ENSMUSG00000028671.16	Nana30022-RA
OG0003670	ENSMUSG00000002812.4	Nana34533-RA
OG0003671	ENSMUSG00000075256.9	Nana03326-RA
OG0003672	ENSMUSG00000003363.15	Nana30941-RD, Nana30941-RH, Nana30941-RC
OG0003673	ENSMUSG00000006021.5	Nana30731-RA, Nana30731-RB
OG0003674	ENSMUSG00000020067.8	Nana19140-RB, Nana19140-RA
OG0003675	ENSMUSG00000059291.15	Nana30015-RA
OG0003676	ENSMUSG00000041734.15	Nana36367-RA, Nana36367-RC, Nana36367-RB
OG0003677	ENSMUSG00000037519.17	Nana04763-RA
OG0003678	ENSMUSG00000013663.7	Nana19276-RA
OG0003680	ENSMUSG00000040451.18	Nana19270-RA, Nana19270-RC, Nana19270-RB
OG0003681	ENSMUSG00000028643.11	Nana37244-RC, Nana37244-RA
OG0003682	ENSMUSG00000084883.2	Nana05633-RA, Nana05632-RA
OG0003683	ENSMUSG00000023979.14, ENSMUSG00000116266.1	Nana14037-RA
OG0003684	ENSMUSG00000056770.15	Nana05628-RA, Nana05629-RA
OG0003685	ENSMUSG00000068686.12, ENSMUSG00000032679.12	Nana04773-RA
OG0003686	ENSMUSG00000020079.15	Nana19162-RA, Nana19162-RB
OG0003687	ENSMUSG00000022684.15	Nana34597-RC, Nana34597-RB
OG0003688	ENSMUSG00000027186.15	Nana04785-RA
OG0003689	ENSMUSG00000020527.14	Nana00278-RA
OG0003690	ENSMUSG00000000743.9	Nana31811-RB, Nana31811-RC, Nana31811-RA
OG0003691	ENSMUSG00000019467.15	Nana10336-RA
OG0003692	ENSMUSG00000033862.7	Nana31812-RC, Nana31812-RB, Nana31812-RA
OG0003693	ENSMUSG00000051390.10	Nana06896-RA
OG0003694	ENSMUSG00000028821.8	Nana30062-RA
OG0003695	ENSMUSG00000023104.9	Nana00444-RA
OG0003696	ENSMUSG00000047843.16	Nana34263-RA
OG0003697	ENSMUSG00000037295.7	Nana00659-RA
OG0003698	ENSMUSG00000026024.14	Nana03178-RA, Nana03177-RA
OG0003699	ENSMUSG00000041936.18	Nana37699-RB, Nana37453-RA
OG0003700	ENSMUSG00000022146.12	Nana12417-RA
OG0003701	ENSMUSG00000035078.6	Nana00795-RB, Nana00795-RA
OG0003702	ENSMUSG00000026031.15	Nana03187-RB, Nana03187-RA, Nana03187-RC
OG0003703	ENSMUSG00000022141.7	Nana12426-RA, Nana12426-RB
OG0003704	ENSMUSG00000026037.14	Nana03190-RC, Nana03190-RA, Nana03190-RB
OG0003705	ENSMUSG00000039745.8	Nana10468-RB, Nana10468-RA
OG0003706	ENSMUSG00000066442.17, ENSMUSG00000079427.10	Nana33294-RA
OG0003707	ENSMUSG00000098176.2	Nana27973-RA, Nana17252-RA
OG0003708	ENSMUSG00000026933.17	Nana36434-RB, Nana36434-RA
OG0003709	ENSMUSG00000026655.15	Nana29175-RB, Nana29175-RA
OG0003710	ENSMUSG00000031819.13	Nana31700-RA, Nana31700-RB
OG0003711	ENSMUSG00000070883.3	Nana03442-RA, Nana03442-RB
OG0003712	ENSMUSG00000068922.14	Nana36138-RC, Nana36138-RA, Nana36138-RB
OG0003713	ENSMUSG00000094814.1, ENSMUSG00000005268.20	Nana12439-RA
OG0003714	ENSMUSG00000030798.15	Nana23576-RB, Nana23576-RA
OG0003715	ENSMUSG00000054690.17	Nana17802-RA
OG0003716	ENSMUSG00000051730.15	Nana03439-RA, Nana03439-RB
OG0003717	ENSMUSG00000022248.14	Nana12444-RA
OG0003718	ENSMUSG00000031954.6	Nana31102-RB, Nana31102-RA, Nana31102-RD
OG0003719	ENSMUSG00000045176.3	Nana02233-RA, Nana23825-RA
OG0003720	ENSMUSG00000049600.8	Nana23373-RB
OG0003721	ENSMUSG00000005566.14	Nana23377-RB, Nana23377-RC, Nana23377-RD, Nana23377-RA
OG0003722	ENSMUSG00000004127.12	Nana17791-RB, Nana17791-RA
OG0003723	ENSMUSG00000033916.5	Nana23378-RC, Nana23378-RB
OG0003724	ENSMUSG00000042462.4	Nana23821-RA
OG0003725	ENSMUSG00000022365.6	Nana16848-RA, Nana16848-RC, Nana16848-RB
OG0003726	ENSMUSG00000022973.18	Nana24664-RF
OG0003727	ENSMUSG00000026784.14	Nana21402-RA
OG0003728	ENSMUSG00000028070.7	Nana35684-RA, Nana35684-RB
OG0003729	ENSMUSG00000028069.16	Nana31032-RC
OG0003730	ENSMUSG00000004268.11	Nana11076-RB, Nana11076-RC, Nana11076-RA
OG0003731	ENSMUSG00000022698.17	Nana11025-RB, Nana11025-RA
OG0003732	ENSMUSG00000052459.13	Nana11024-RA
OG0003733	ENSMUSG00000022967.13	Nana24654-RA
OG0003734	ENSMUSG00000022820.4	Nana11012-RA, Nana11012-RB
OG0003736	ENSMUSG00000029060.17	Nana37358-RA
OG0003737	ENSMUSG00000026659.13	Nana11049-RA, Nana11049-RB
OG0003738	ENSMUSG00000036427.5	Nana31050-RA
OG0003739	ENSMUSG00000030942.8	Nana34189-RA
OG0003740	ENSMUSG00000030929.17	Nana34191-RA
OG0003741	ENSMUSG00000030917.13	Nana34207-RA, Nana34207-RB
OG0003742	ENSMUSG00000042473.8	Nana32450-RB, Nana32450-RA
OG0003743	ENSMUSG00000042396.10	Nana28957-RA
OG0003744	ENSMUSG00000002732.14	Nana03344-RA, Nana03344-RB
OG0003745	ENSMUSG00000026754.16	Nana36973-RB, Nana36973-RC, Nana36973-RA
OG0003746	ENSMUSG00000035673.10	Nana06333-RA
OG0003747	ENSMUSG00000038026.12	Nana36361-RA
OG0003748	ENSMUSG00000063849.6	Nana33006-RA, Nana33004-RA
OG0003749	ENSMUSG00000032279.11	Nana32890-RB, Nana32890-RA
OG0003750	ENSMUSG00000004508.6	Nana25448-RA
OG0003752	ENSMUSG00000035314.10	Nana25728-RA
OG0003753	ENSMUSG00000017561.16	Nana09943-RA
OG0003754	ENSMUSG00000028893.8	Nana30169-RA, Nana30169-RB
OG0003755	ENSMUSG00000052033.13	Nana13588-RA
OG0003756	ENSMUSG00000031481.8	Nana02680-RA
OG0003757	ENSMUSG00000041920.14	Nana09810-RA
OG0003758	ENSMUSG00000057130.12	Nana15948-RB, Nana15948-RA
OG0003759	ENSMUSG00000094410.8	Nana24075-RA
OG0003760	ENSMUSG00000045095.16	Nana08048-RA, Nana08046-RA
OG0003761	ENSMUSG00000016831.12	Nana24083-RA
OG0003762	ENSMUSG00000022800.14	Nana20874-RA, Nana20874-RB
OG0003763	ENSMUSG00000034190.9	Nana28297-RB, Nana28297-RA
OG0003764	ENSMUSG00000027208.14	Nana33199-RA
OG0003765	ENSMUSG00000040532.14	Nana00595-RA
OG0003766	ENSMUSG00000036845.12	Nana30329-RB, Nana30329-RA
OG0003767	ENSMUSG00000114378.1, ENSMUSG00000033111.16	Nana08013-RA
OG0003768	ENSMUSG00000038949.8	Nana01486-RC, Nana01486-RB
OG0003769	ENSMUSG00000017999.16	Nana13013-RB, Nana13013-RC, Nana13013-RA
OG0003770	ENSMUSG00000037960.11	Nana08406-RA, Nana08406-RC, Nana08406-RB
OG0003771	ENSMUSG00000020530.14	Nana00281-RA
OG0003772	ENSMUSG00000030880.14	Nana34226-RB, Nana34226-RA
OG0003773	ENSMUSG00000031622.16	Nana06018-RA, Nana06018-RC, Nana06018-RB
OG0003774	ENSMUSG00000024926.10	Nana35913-RA
OG0003775	ENSMUSG00000002325.15	Nana39394-RA
OG0003776	ENSMUSG00000028692.14	Nana14397-RA
OG0003777	ENSMUSG00000045160.14	Nana27992-RA
OG0003778	ENSMUSG00000032202.11	Nana32748-RE, Nana32748-RD, Nana32748-RC
OG0003779	ENSMUSG00000028454.16	Nana12846-RB, Nana12846-RA, Nana12846-RC
OG0003780	ENSMUSG00000030516.14	Nana32856-RA, Nana32856-RB
OG0003781	ENSMUSG00000005667.8	Nana27992-RD, Nana27992-RC
OG0003782	ENSMUSG00000030876.7	Nana34234-RA
OG0003783	ENSMUSG00000024944.6	Nana35800-RA
OG0003784	ENSMUSG00000075270.11	Nana03350-RA
OG0003785	ENSMUSG00000028830.14	Nana30006-RC, Nana30006-RB, Nana30006-RA
OG0003786	ENSMUSG00000029474.7	Nana34821-RA
OG0003787	ENSMUSG00000035559.9, ENSMUSG00000111476.1	Nana06065-RA
OG0003788	ENSMUSG00000026425.15	Nana14102-RA
OG0003789	ENSMUSG00000028631.7	Nana29918-RB, Nana29918-RC, Nana29918-RA
OG0003790	ENSMUSG00000028779.16	Nana29913-RA
OG0003791	ENSMUSG00000048007.4	Nana32281-RA
OG0003792	ENSMUSG00000027746.13	Nana28053-RA
OG0003793	ENSMUSG00000006281.8	Nana23933-RA, Nana23933-RB, Nana23932-RA
OG0003794	ENSMUSG00000002329.7	Nana24263-RA
OG0003795	ENSMUSG00000031832.15	Nana12878-RD, Nana12878-RE, Nana12878-RF
OG0003796	ENSMUSG00000059854.8	Nana30999-RB, Nana30999-RA
OG0003797	ENSMUSG00000024180.14	Nana34636-RD, Nana34636-RA, Nana34636-RC
OG0003798	ENSMUSG00000079109.11	Nana34251-RA
OG0003799	ENSMUSG00000022219.10	Nana39689-RA, Nana39689-RB
OG0003800	ENSMUSG00000075569.10	Nana34252-RA
OG0003801	ENSMUSG00000032118.16	Nana28501-RA
OG0003802	ENSMUSG00000051209.3	Nana32276-RA
OG0003803	ENSMUSG00000015668.13	Nana24309-RA, Nana24309-RB
OG0003804	ENSMUSG00000046994.9	Nana32273-RA, Nana32273-RB, Nana32273-RD
OG0003805	ENSMUSG00000002968.9	Nana23315-RB, Nana23315-RA, Nana23315-RC
OG0003806	ENSMUSG00000038970.7	Nana34258-RA, Nana34258-RB, Nana34258-RC
OG0003807	ENSMUSG00000078490.10	Nana37333-RA
OG0003808	ENSMUSG00000000838.17	Nana32506-RA, Nana32506-RC, Nana32506-RB
OG0003809	ENSMUSG00000022521.10	Nana34641-RB, Nana34641-RA, Nana34641-RC
OG0003810	ENSMUSG00000039879.9	Nana01895-RA, Nana01895-RB, Nana01895-RC
OG0003811	ENSMUSG00000002395.14	Nana06048-RB
OG0003812	ENSMUSG00000115937.1, ENSMUSG00000019794.13	Nana01815-RA, Nana01815-RB
OG0003813	ENSMUSG00000056209.7	Nana19900-RA
OG0003814	ENSMUSG00000024887.10	Nana19316-RA
OG0003815	ENSMUSG00000025220.8	Nana19902-RC, Nana19902-RF, Nana19902-RD
OG0003816	ENSMUSG00000052105.17	Nana16113-RA, Nana16112-RA
OG0003817	ENSMUSG00000030811.14	Nana23882-RB, Nana23882-RA, Nana38031-RA
OG0003818	ENSMUSG00000025223.15	Nana19913-RA, Nana19913-RB
OG0003819	ENSMUSG00000019763.11	Nana01784-RC, Nana01784-RB, Nana01784-RA
OG0003820	ENSMUSG00000053398.11	Nana15360-RA
OG0003821	ENSMUSG00000092356.2	Nana37050-RA
OG0003822	ENSMUSG00000054312.6	Nana36391-RA
OG0003823	ENSMUSG00000021958.5	Nana00788-RA
OG0003824	ENSMUSG00000014592.20	Nana37662-RA
OG0003825	ENSMUSG00000049109.15	Nana01989-RA, Nana39119-RA
OG0003826	ENSMUSG00000057234.9	Nana04647-RA
OG0003828	ENSMUSG00000019899.17	Nana01982-RB
OG0003829	ENSMUSG00000046605.14	Nana09400-RA
OG0003830	ENSMUSG00000020721.16	Nana09847-RA, Nana09847-RB, Nana09847-RC
OG0003831	ENSMUSG00000042828.12	Nana23848-RB, Nana23848-RA
OG0003832	ENSMUSG00000014782.16	Nana31011-RB
OG0003833	ENSMUSG00000078607.5	Nana09856-RA
OG0003834	ENSMUSG00000004319.15	Nana18289-RB, Nana18289-RA
OG0003835	ENSMUSG00000032010.15	Nana28839-RB, Nana28839-RA
OG0003836	ENSMUSG00000062526.4	Nana16091-RB
