Orthogroup	M_musculus.pep	A_carolinensis.pep
OG0002031	ENSMUSG00000032098.13	ENSACAG00000017151.2
OG0002032	ENSMUSG00000111123.2, ENSMUSG00000023307.14	ENSACAG00000006090.3, ENSACAG00000006424.3
OG0002033	ENSMUSG00000043909.16	ENSACAG00000005169.3
OG0002034	ENSMUSG00000005803.14	ENSACAG00000003722.2
OG0002035	ENSMUSG00000022136.8	ENSACAG00000001832.2
OG0002036	ENSMUSG00000046865.7, ENSMUSG00000051062.6	ENSACAG00000016787.3
OG0002037	ENSMUSG00000024844.15	ENSACAG00000026804.1
OG0002039	ENSMUSG00000022178.11, ENSMUSG00000022177.9	ENSACAG00000001869.3
OG0002040	ENSMUSG00000053460.8, ENSMUSG00000103019.2	ENSACAG00000002161.3
OG0002041	ENSMUSG00000074734.3, ENSMUSG00000009596.9, ENSMUSG00000051316.8	ENSACAG00000008203.3
OG0002042	ENSMUSG00000037373.12	ENSACAG00000010232.3
OG0002044	ENSMUSG00000022558.16	ENSACAG00000004574.3, ENSACAG00000000656.3
OG0002045	ENSMUSG00000025745.12	ENSACAG00000008531.3
OG0002046	ENSMUSG00000005107.13	ENSACAG00000010759.3
OG0002047	ENSMUSG00000019851.8	ENSACAG00000016852.3, ENSACAG00000028266.1
OG0002049	ENSMUSG00000060034.5	ENSACAG00000007693.3
OG0002049	ENSMUSG00000042340.6	ENSACAG00000007701.2
OG0002050	ENSMUSG00000036893.17	ENSACAG00000012200.2
OG0002051	ENSMUSG00000108815.1, ENSMUSG00000042308.14	ENSACAG00000007606.3
OG0002052	ENSMUSG00000051855.15	ENSACAG00000002628.2
OG0002053	ENSMUSG00000038550.10	ENSACAG00000003281.3
OG0002054	ENSMUSG00000057738.14	ENSACAG00000002676.3, ENSACAG00000026387.1
OG0002055	ENSMUSG00000049739.10	ENSACAG00000007108.2, ENSACAG00000022516.1
OG0002056	ENSMUSG00000028760.16	ENSACAG00000017755.3
OG0002057	ENSMUSG00000025157.8	ENSACAG00000001999.3
OG0002058	ENSMUSG00000040761.16	ENSACAG00000013761.3
OG0002059	ENSMUSG00000079440.2, ENSMUSG00000036500.4, ENSMUSG00000026246.12	ENSACAG00000011629.2
OG0002060	ENSMUSG00000028433.14	ENSACAG00000012876.3
OG0002061	ENSMUSG00000045374.18	ENSACAG00000014723.3
OG0002062	ENSMUSG00000070327.14	ENSACAG00000013897.3, ENSACAG00000015653.2
OG0002063	ENSMUSG00000032120.11	ENSACAG00000015655.2
OG0002064	ENSMUSG00000022122.15	ENSACAG00000016202.3
OG0002065	ENSMUSG00000022556.11	ENSACAG00000012604.3
OG0002066	ENSMUSG00000046615.2, ENSMUSG00000051276.4	ENSACAG00000012223.2
OG0002067	ENSMUSG00000032372.14, ENSMUSG00000032369.13	ENSACAG00000011049.2, ENSACAG00000006857.3
OG0002068	ENSMUSG00000004069.17	ENSACAG00000004724.3
OG0002069	ENSMUSG00000031993.7	ENSACAG00000017730.3
OG0002070	ENSMUSG00000029462.18	ENSACAG00000001267.2, ENSACAG00000001891.3
OG0002071	ENSMUSG00000038473.14	ENSACAG00000005674.3
OG0002073	ENSMUSG00000051483.9, ENSMUSG00000082815.2, ENSMUSG00000022947.8	ENSACAG00000012533.3, ENSACAG00000028355.1
OG0002074	ENSMUSG00000030699.16	ENSACAG00000015031.2
OG0002075	ENSMUSG00000018559.16	ENSACAG00000001078.3
OG0002076	ENSMUSG00000030655.15	ENSACAG00000000960.3
OG0002077	ENSMUSG00000000171.5	ENSACAG00000015409.2
OG0002078	ENSMUSG00000027386.9	ENSACAG00000005857.2
OG0002079	ENSMUSG00000033543.17	ENSACAG00000003163.2
OG0002080	ENSMUSG00000044950.7	ENSACAG00000003282.2
OG0002081	ENSMUSG00000112449.1, ENSMUSG00000073079.6, ENSMUSG00000079108.6	ENSACAG00000001124.2, ENSACAG00000010631.3, ENSACAG00000002103.2
OG0002082	ENSMUSG00000021693.20	ENSACAG00000008507.3
OG0002083	ENSMUSG00000035284.10	ENSACAG00000015936.3
OG0002084	ENSMUSG00000044734.16, ENSMUSG00000079049.9, ENSMUSG00000051029.8	ENSACAG00000011287.3, ENSACAG00000029417.1, ENSACAG00000029159.1
OG0002085	ENSMUSG00000048602.9, ENSMUSG00000034543.15	ENSACAG00000007793.2, ENSACAG00000009903.3
OG0002086	ENSMUSG00000032212.10	ENSACAG00000015120.2
OG0002087	ENSMUSG00000111321.2, ENSMUSG00000003526.12	ENSACAG00000010604.3
OG0002088	ENSMUSG00000058600.13	ENSACAG00000016047.2
OG0002089	ENSMUSG00000078486.3	ENSACAG00000001609.3
OG0002090	ENSMUSG00000032228.16	ENSACAG00000014277.3
OG0002091	ENSMUSG00000024338.15	ENSACAG00000006425.3
OG0002092	ENSMUSG00000041670.17, ENSMUSG00000111628.3	ENSACAG00000004122.3
OG0002093	ENSMUSG00000038535.17, ENSMUSG00000036916.13	ENSACAG00000014184.2
OG0002094	ENSMUSG00000028218.19	ENSACAG00000003440.3
OG0002095	ENSMUSG00000046714.7, ENSMUSG00000050295.4	ENSACAG00000008217.2
OG0002096	ENSMUSG00000008892.12	ENSACAG00000012939.3
OG0002097	ENSMUSG00000023452.19, ENSMUSG00000093574.1	ENSACAG00000002819.2
OG0002098	ENSMUSG00000033444.14	ENSACAG00000003128.3
OG0002099	ENSMUSG00000033416.15	ENSACAG00000003297.2
OG0002100	ENSMUSG00000007564.15	ENSACAG00000010518.3
OG0002101	ENSMUSG00000035148.4	ENSACAG00000010602.3, ENSACAG00000026592.1, ENSACAG00000027962.1
OG0002102	ENSMUSG00000031310.16	ENSACAG00000015100.3
OG0002103	ENSMUSG00000034327.17	ENSACAG00000010866.3
OG0002104	ENSMUSG00000028223.8	ENSACAG00000010472.3
OG0002105	ENSMUSG00000079278.1	ENSACAG00000029312.1
OG0002106	ENSMUSG00000067274.10	ENSACAG00000003756.2
OG0002107	ENSMUSG00000047104.5, ENSMUSG00000032959.12	ENSACAG00000016697.1
OG0002108	ENSMUSG00000027506.15	ENSACAG00000029182.1
OG0002109	ENSMUSG00000054051.7	ENSACAG00000011685.3
OG0002110	ENSMUSG00000022201.16	ENSACAG00000007880.3
OG0002111	ENSMUSG00000025128.7	ENSACAG00000016834.2
OG0002112	ENSMUSG00000071497.4, ENSMUSG00000008450.8	ENSACAG00000028758.1
OG0002113	ENSMUSG00000025915.14	ENSACAG00000016487.3
OG0002114	ENSMUSG00000019189.13	ENSACAG00000002966.3
OG0002115	ENSMUSG00000024990.13	ENSACAG00000007043.3
OG0002116	ENSMUSG00000038403.10	ENSACAG00000016435.3, ENSACAG00000006858.3
OG0002117	ENSMUSG00000033615.9	ENSACAG00000001829.3
OG0002118	ENSMUSG00000061518.11, ENSMUSG00000079941.1	ENSACAG00000006179.3
OG0002119	ENSMUSG00000025586.17	ENSACAG00000026968.2
OG0002120	ENSMUSG00000047714.14	ENSACAG00000004294.2
OG0002121	ENSMUSG00000027861.13	ENSACAG00000003187.3
OG0002121	ENSMUSG00000007122.11	ENSACAG00000015755.3
OG0002122	ENSMUSG00000021767.19	ENSACAG00000008709.3
OG0002123	ENSMUSG00000016256.10	ENSACAG00000001112.2, ENSACAG00000001153.3, ENSACAG00000020962.3, ENSACAG00000001039.3
OG0002124	ENSMUSG00000035818.14	ENSACAG00000010069.3, ENSACAG00000029211.1
OG0002125	ENSMUSG00000065954.11	ENSACAG00000008857.3
OG0002126	ENSMUSG00000049653.5	ENSACAG00000005355.2, ENSACAG00000028599.1
OG0002127	ENSMUSG00000022519.14	ENSACAG00000016380.3
OG0002128	ENSMUSG00000042772.15	ENSACAG00000014989.3
OG0002129	ENSMUSG00000014504.16	ENSACAG00000007550.2
OG0002130	ENSMUSG00000052396.7	ENSACAG00000012410.3
OG0002131	ENSMUSG00000029179.14	ENSACAG00000013561.2
OG0002132	ENSMUSG00000039059.11	ENSACAG00000004624.2, ENSACAG00000013263.3
OG0002133	ENSMUSG00000014633.15	ENSACAG00000008855.2
OG0002134	ENSMUSG00000034424.5	ENSACAG00000008905.3
OG0002135	ENSMUSG00000020397.15	ENSACAG00000003858.2
OG0002136	ENSMUSG00000021156.17	ENSACAG00000002297.3
OG0002137	ENSMUSG00000028411.15	ENSACAG00000003581.2
OG0002138	ENSMUSG00000021377.15	ENSACAG00000003233.2
OG0002139	ENSMUSG00000024231.15	ENSACAG00000000628.3
OG0002140	ENSMUSG00000004285.12	ENSACAG00000009029.3
OG0002141	ENSMUSG00000029864.7	ENSACAG00000006853.3
OG0002142	ENSMUSG00000038346.18	ENSACAG00000006099.3
OG0002143	ENSMUSG00000118505.1	ENSACAG00000015538.1
OG0002144	ENSMUSG00000023084.11	ENSACAG00000015648.3
OG0002145	ENSMUSG00000015217.11	ENSACAG00000013274.2
OG0002146	ENSMUSG00000022235.15	ENSACAG00000002671.3
OG0002147	ENSMUSG00000098923.1	ENSACAG00000008637.3
OG0002148	ENSMUSG00000003779.16	ENSACAG00000006810.3
OG0002149	ENSMUSG00000025781.14	ENSACAG00000004215.3
OG0002150	ENSMUSG00000033268.8, ENSMUSG00000068452.8	ENSACAG00000006633.3
OG0002151	ENSMUSG00000070426.12	ENSACAG00000014386.2
OG0002152	ENSMUSG00000040312.14	ENSACAG00000017247.3
OG0002153	ENSMUSG00000050410.15	ENSACAG00000017251.3
OG0002154	ENSMUSG00000026674.9	ENSACAG00000012439.3
OG0002155	ENSMUSG00000024734.8	ENSACAG00000017805.3
OG0002156	ENSMUSG00000029207.16	ENSACAG00000011914.2
OG0002157	ENSMUSG00000028111.4	ENSACAG00000008771.3
OG0002158	ENSMUSG00000015013.9	ENSACAG00000029626.1
OG0002159	ENSMUSG00000048154.17	ENSACAG00000015458.3
OG0002160	ENSMUSG00000063838.6	ENSACAG00000021929.1
OG0002161	ENSMUSG00000040225.15	ENSACAG00000029194.1
OG0002162	ENSMUSG00000041566.3, ENSMUSG00000045521.7	ENSACAG00000025554.1
OG0002163	ENSMUSG00000041720.14	ENSACAG00000001761.3
OG0002164	ENSMUSG00000024660.9	ENSACAG00000022375.2, ENSACAG00000017552.2
OG0002165	ENSMUSG00000036751.7	ENSACAG00000015944.2
OG0002166	ENSMUSG00000004980.16	ENSACAG00000012992.3
OG0002167	ENSMUSG00000025794.9	ENSACAG00000003049.3
OG0002168	ENSMUSG00000046947.12	ENSACAG00000011163.3
OG0002169	ENSMUSG00000001833.17	ENSACAG00000007341.3
OG0002170	ENSMUSG00000021981.10, ENSMUSG00000036707.16	ENSACAG00000002649.2
OG0002171	ENSMUSG00000026271.15	ENSACAG00000002554.2, ENSACAG00000021978.1
OG0002172	ENSMUSG00000001783.3	ENSACAG00000014817.3
OG0002173	ENSMUSG00000029686.15	ENSACAG00000013756.3
OG0002174	ENSMUSG00000033565.18	ENSACAG00000016535.3
OG0002175	ENSMUSG00000033688.10, ENSMUSG00000032554.15, ENSMUSG00000032496.7	ENSACAG00000009938.3
OG0002176	ENSMUSG00000020182.16	ENSACAG00000008272.3
OG0002177	ENSMUSG00000042406.8	ENSACAG00000007573.1
OG0002178	ENSMUSG00000014602.15	ENSACAG00000006614.3
OG0002179	ENSMUSG00000051397.5	ENSACAG00000007049.3
OG0002180	ENSMUSG00000022471.14	ENSACAG00000004508.3
OG0002181	ENSMUSG00000024386.9	ENSACAG00000005700.3
OG0002182	ENSMUSG00000063316.13	ENSACAG00000013524.3
OG0002183	ENSMUSG00000020019.4	ENSACAG00000014080.3
OG0002184	ENSMUSG00000028677.19	ENSACAG00000014752.2
OG0002185	ENSMUSG00000024975.13	ENSACAG00000015761.3
OG0002186	ENSMUSG00000017428.16	ENSACAG00000016508.3
OG0002187	ENSMUSG00000035681.7	ENSACAG00000007691.3
OG0002188	ENSMUSG00000114133.1	ENSACAG00000008082.3
OG0002189	ENSMUSG00000026439.14	ENSACAG00000014232.3
OG0002190	ENSMUSG00000030979.13	ENSACAG00000000920.3
OG0002191	ENSMUSG00000034667.8	ENSACAG00000003154.3
OG0002192	ENSMUSG00000036422.10	ENSACAG00000023618.1, ENSACAG00000000396.3
OG0002193	ENSMUSG00000020102.15	ENSACAG00000001451.2, ENSACAG00000015111.3
OG0002194	ENSMUSG00000059883.16	ENSACAG00000002988.3
OG0002195	ENSMUSG00000038976.12	ENSACAG00000005320.3
OG0002196	ENSMUSG00000023089.12	ENSACAG00000000803.3
OG0002197	ENSMUSG00000019087.13	ENSACAG00000012772.3
OG0002198	ENSMUSG00000038482.11	ENSACAG00000000428.3
OG0002199	ENSMUSG00000066877.11	ENSACAG00000010466.2
OG0002200	ENSMUSG00000000399.10	ENSACAG00000009588.2, ENSACAG00000001690.2
OG0002201	ENSMUSG00000033542.13	ENSACAG00000002149.3
OG0002202	ENSMUSG00000016619.10, ENSMUSG00000072878.4	ENSACAG00000015683.3
OG0002203	ENSMUSG00000031370.12, ENSMUSG00000044068.7	ENSACAG00000017034.3
OG0002204	ENSMUSG00000031295.13	ENSACAG00000011798.3
OG0002205	ENSMUSG00000041020.14	ENSACAG00000012609.3
OG0002206	ENSMUSG00000074892.9	ENSACAG00000005415.3, ENSACAG00000005416.3
OG0002207	ENSMUSG00000052496.5	ENSACAG00000015303.2
OG0002208	ENSMUSG00000040681.16	ENSACAG00000005453.2
OG0002209	ENSMUSG00000022956.11	ENSACAG00000005042.3
OG0002210	ENSMUSG00000022865.14	ENSACAG00000010458.3
OG0002211	ENSMUSG00000026566.15	ENSACAG00000009451.2
OG0002212	ENSMUSG00000026571.12	ENSACAG00000009329.3
OG0002213	ENSMUSG00000022661.14	ENSACAG00000027289.2, ENSACAG00000015217.3
OG0002214	ENSMUSG00000031568.16	ENSACAG00000028821.1
OG0002215	ENSMUSG00000102805.5, ENSMUSG00000074513.9	ENSACAG00000015994.3
OG0002216	ENSMUSG00000029651.16	ENSACAG00000009682.3
OG0002217	ENSMUSG00000029647.15	ENSACAG00000009278.2
OG0002218	ENSMUSG00000053199.13	ENSACAG00000001368.3
OG0002219	ENSMUSG00000018623.9	ENSACAG00000012635.3, ENSACAG00000026401.2
OG0002220	ENSMUSG00000046111.17	ENSACAG00000014591.3
OG0002221	ENSMUSG00000034663.13	ENSACAG00000006356.3
OG0002222	ENSMUSG00000034724.18	ENSACAG00000012099.3
OG0002223	ENSMUSG00000029291.11	ENSACAG00000012870.3
OG0002224	ENSMUSG00000116016.1, ENSMUSG00000032745.18	ENSACAG00000014605.3
OG0002225	ENSMUSG00000041417.15	ENSACAG00000016290.2
OG0002226	ENSMUSG00000049658.13	ENSACAG00000010001.2, ENSACAG00000027401.2
OG0002227	ENSMUSG00000033114.11	ENSACAG00000012938.3
OG0002228	ENSMUSG00000060176.4	ENSACAG00000001735.3
OG0002229	ENSMUSG00000024782.7	ENSACAG00000003605.3
OG0002230	ENSMUSG00000016496.7, ENSMUSG00000016498.10	ENSACAG00000029075.1
OG0002231	ENSMUSG00000094103.2, ENSMUSG00000095595.2	ENSACAG00000024339.1
OG0002232	ENSMUSG00000038578.15	ENSACAG00000022560.2
OG0002233	ENSMUSG00000039231.18, ENSMUSG00000026646.16	ENSACAG00000006321.3
OG0002234	ENSMUSG00000031706.7	ENSACAG00000015671.3
OG0002235	ENSMUSG00000021038.17	ENSACAG00000017214.3
OG0002236	ENSMUSG00000021243.14	ENSACAG00000016651.3
OG0002238	ENSMUSG00000038895.16, ENSMUSG00000111842.1	ENSACAG00000016965.2
OG0002239	ENSMUSG00000039840.8, ENSMUSG00000116023.2	ENSACAG00000012846.3
OG0002240	ENSMUSG00000027286.16	ENSACAG00000015728.3
OG0002241	ENSMUSG00000027176.8	ENSACAG00000002823.3
OG0002242	ENSMUSG00000048277.15, ENSMUSG00000093485.1	ENSACAG00000016746.3
OG0002243	ENSMUSG00000025498.15	ENSACAG00000015053.3
OG0002244	ENSMUSG00000110136.1, ENSMUSG00000025484.9	ENSACAG00000017526.3
OG0002245	ENSMUSG00000090173.8	ENSACAG00000017627.3
OG0002246	ENSMUSG00000050628.6, ENSMUSG00000039568.6	ENSACAG00000008208.2
OG0002247	ENSMUSG00000020859.16	ENSACAG00000001705.3
OG0002248	ENSMUSG00000027346.15	ENSACAG00000000422.3
OG0002249	ENSMUSG00000048332.13	ENSACAG00000016543.2
OG0002250	ENSMUSG00000025878.16	ENSACAG00000005391.3
OG0002251	ENSMUSG00000021481.11	ENSACAG00000005394.3
OG0002253	ENSMUSG00000066861.14, ENSMUSG00000052776.10, ENSMUSG00000029605.16, ENSMUSG00000032623.9, ENSMUSG00000066867.8, ENSMUSG00000001166.17, ENSMUSG00000053765.4, ENSMUSG00000001168.16	ENSACAG00000009153.3
OG0002254	ENSMUSG00000009828.15	ENSACAG00000008662.3
OG0002255	ENSMUSG00000054204.6	ENSACAG00000005420.3
OG0002256	ENSMUSG00000000441.17	ENSACAG00000013194.3
OG0002257	ENSMUSG00000028248.15	ENSACAG00000010421.3
OG0002258	ENSMUSG00000019787.9	ENSACAG00000001672.2
OG0002259	ENSMUSG00000019797.11	ENSACAG00000005757.2
OG0002260	ENSMUSG00000030096.8	ENSACAG00000013426.3
OG0002261	ENSMUSG00000001632.16	ENSACAG00000010035.3
OG0002262	ENSMUSG00000039220.16	ENSACAG00000010642.3
OG0002263	ENSMUSG00000024436.16	ENSACAG00000010755.3
OG0002264	ENSMUSG00000024426.17	ENSACAG00000010800.3
OG0002265	ENSMUSG00000050705.15	ENSACAG00000010923.3
OG0002266	ENSMUSG00000014426.9	ENSACAG00000003094.3
OG0002267	ENSMUSG00000024403.16	ENSACAG00000012213.1
OG0002268	ENSMUSG00000040356.16	ENSACAG00000011746.3
OG0002269	ENSMUSG00000013787.15	ENSACAG00000010883.3
OG0002270	ENSMUSG00000019726.12	ENSACAG00000001701.3
OG0002271	ENSMUSG00000116953.1, ENSMUSG00000116895.1, ENSMUSG00000036552.19	ENSACAG00000002782.3
OG0002272	ENSMUSG00000116672.1, ENSMUSG00000056133.5, ENSMUSG00000067049.8	ENSACAG00000010362.3, ENSACAG00000010431.3
OG0002273	ENSMUSG00000020460.15	ENSACAG00000003302.3
OG0002320	ENSMUSG00000029720.9, ENSMUSG00000093445.7	ENSACAG00000002098.3
OG0002321	ENSMUSG00000030007.8	ENSACAG00000000398.3
OG0002322	ENSMUSG00000031781.14	ENSACAG00000007627.2, ENSACAG00000014012.2
OG0002324	ENSMUSG00000031776.17	ENSACAG00000006738.2
OG0002325	ENSMUSG00000015165.16	ENSACAG00000009810.3
OG0002326	ENSMUSG00000017376.15	ENSACAG00000015583.3
OG0002327	ENSMUSG00000025986.6	ENSACAG00000012301.3
OG0002328	ENSMUSG00000025980.14	ENSACAG00000009505.3
OG0002329	ENSMUSG00000001482.15	ENSACAG00000009546.3
OG0002330	ENSMUSG00000024301.10, ENSMUSG00000079553.11	ENSACAG00000000685.3, ENSACAG00000026555.1, ENSACAG00000010016.2
OG0002331	ENSMUSG00000006932.17	ENSACAG00000004408.2
OG0002332	ENSMUSG00000031932.14	ENSACAG00000003351.2
OG0002333	ENSMUSG00000116359.1, ENSMUSG00000032803.15	ENSACAG00000004383.3
OG0002334	ENSMUSG00000022682.8	ENSACAG00000003912.3
OG0002335	ENSMUSG00000032726.12, ENSMUSG00000002384.2	ENSACAG00000002816.2
OG0002336	ENSMUSG00000029436.9	ENSACAG00000007313.2, ENSACAG00000022415.2
OG0002337	ENSMUSG00000020471.11	ENSACAG00000011710.3
OG0002339	ENSMUSG00000041560.12	ENSACAG00000004533.2, ENSACAG00000011362.3
OG0002340	ENSMUSG00000038712.16	ENSACAG00000005862.3
OG0002341	ENSMUSG00000089865.2, ENSMUSG00000092192.7	ENSACAG00000022351.1
OG0002342	ENSMUSG00000024054.14	ENSACAG00000008850.3, ENSACAG00000008882.2
OG0002343	ENSMUSG00000026924.17	ENSACAG00000008937.3
OG0002344	ENSMUSG00000046717.5, ENSMUSG00000031221.7	ENSACAG00000009094.2
OG0002345	ENSMUSG00000059273.9	ENSACAG00000003986.3
OG0002346	ENSMUSG00000040488.17	ENSACAG00000003759.3
OG0002347	ENSMUSG00000055670.14	ENSACAG00000000711.3
OG0002348	ENSMUSG00000020063.16	ENSACAG00000010558.3
OG0002349	ENSMUSG00000020064.9	ENSACAG00000010493.3
OG0002350	ENSMUSG00000049643.15	ENSACAG00000003004.3
OG0002351	ENSMUSG00000000881.12	ENSACAG00000014844.2
OG0002352	ENSMUSG00000030583.16	ENSACAG00000013123.3
OG0002353	ENSMUSG00000021259.5	ENSACAG00000013099.3, ENSACAG00000013156.2
OG0002354	ENSMUSG00000049323.8	ENSACAG00000009165.3
OG0002355	ENSMUSG00000030557.17	ENSACAG00000009923.3
OG0002356	ENSMUSG00000020534.14	ENSACAG00000009076.3
OG0002357	ENSMUSG00000027185.15	ENSACAG00000013465.3
OG0002358	ENSMUSG00000001151.10	ENSACAG00000009409.3
OG0002359	ENSMUSG00000037469.10	ENSACAG00000026054.2, ENSACAG00000011820.2
OG0002360	ENSMUSG00000022843.17	ENSACAG00000024796.2, ENSACAG00000002343.3
OG0002361	ENSMUSG00000027086.16	ENSACAG00000017101.3, ENSACAG00000014049.3
OG0002362	ENSMUSG00000031168.14	ENSACAG00000016650.3
OG0002363	ENSMUSG00000031822.20	ENSACAG00000005555.3
OG0002364	ENSMUSG00000072663.12	ENSACAG00000026845.1, ENSACAG00000008901.3
OG0002365	ENSMUSG00000026915.16	ENSACAG00000011294.3
OG0002366	ENSMUSG00000011382.8, ENSMUSG00000109926.1	ENSACAG00000024093.1, ENSACAG00000017296.3, ENSACAG00000017265.3
OG0002367	ENSMUSG00000074129.14	ENSACAG00000017279.3
OG0002368	ENSMUSG00000116100.1, ENSMUSG00000022362.13, ENSMUSG00000116094.1, ENSMUSG00000101892.1	ENSACAG00000009594.3
OG0002369	ENSMUSG00000029518.15	ENSACAG00000003643.3
OG0002371	ENSMUSG00000004558.15	ENSACAG00000011415.3
OG0002372	ENSMUSG00000022110.13	ENSACAG00000014610.3, ENSACAG00000003832.2, ENSACAG00000003836.2
OG0002373	ENSMUSG00000093701.7, ENSMUSG00000022969.13	ENSACAG00000014774.3
OG0002374	ENSMUSG00000044033.16	ENSACAG00000017405.3
OG0002375	ENSMUSG00000074665.11	ENSACAG00000004263.2
OG0002375	ENSMUSG00000068008.8	ENSACAG00000022966.1
OG0002376	ENSMUSG00000004948.12	ENSACAG00000017167.3
OG0002377	ENSMUSG00000000088.7	ENSACAG00000017111.3
OG0002378	ENSMUSG00000030525.8	ENSACAG00000008436.3
OG0002379	ENSMUSG00000031201.17, ENSMUSG00000112039.1	ENSACAG00000000447.3
OG0002380	ENSMUSG00000034088.15	ENSACAG00000003606.3, ENSACAG00000001556.3
OG0002381	ENSMUSG00000020728.17	ENSACAG00000001393.3
OG0002382	ENSMUSG00000109564.1	ENSACAG00000022581.1
OG0002383	ENSMUSG00000020899.16	ENSACAG00000003391.3, ENSACAG00000024924.2
OG0002384	ENSMUSG00000021248.9	ENSACAG00000016899.3
OG0002385	ENSMUSG00000005802.12, ENSMUSG00000111214.1	ENSACAG00000015702.1
OG0002386	ENSMUSG00000055067.15	ENSACAG00000011875.3
OG0002387	ENSMUSG00000027404.15	ENSACAG00000002053.3
OG0002388	ENSMUSG00000005442.13	ENSACAG00000010796.2
OG0002389	ENSMUSG00000028452.7	ENSACAG00000011733.3
OG0002390	ENSMUSG00000042129.8, ENSMUSG00000027339.15	ENSACAG00000006097.2
OG0002391	ENSMUSG00000066406.16	ENSACAG00000017620.3
OG0002392	ENSMUSG00000007050.17	ENSACAG00000017281.2
OG0002393	ENSMUSG00000007030.8	ENSACAG00000017300.3
OG0002394	ENSMUSG00000052516.19	ENSACAG00000004369.3
OG0002395	ENSMUSG00000026875.14	ENSACAG00000017339.3, ENSACAG00000010515.3
OG0002396	ENSMUSG00000031766.4	ENSACAG00000007601.3
OG0002397	ENSMUSG00000024182.16	ENSACAG00000015327.3
OG0002398	ENSMUSG00000046556.7	ENSACAG00000026479.2
OG0002399	ENSMUSG00000022097.4	ENSACAG00000001631.3, ENSACAG00000027223.2
OG0002400	ENSMUSG00000006289.14	ENSACAG00000008105.2
OG0002401	ENSMUSG00000028790.13	ENSACAG00000011693.3
OG0002402	ENSMUSG00000001017.15	ENSACAG00000011482.2
OG0002404	ENSMUSG00000030779.16	ENSACAG00000011794.3
OG0002405	ENSMUSG00000019854.17	ENSACAG00000004922.2
OG0002406	ENSMUSG00000020897.12, ENSMUSG00000070837.5	ENSACAG00000004832.3
OG0002407	ENSMUSG00000051146.2	ENSACAG00000001331.2
OG0002408	ENSMUSG00000026959.13	ENSACAG00000001189.3
OG0002409	ENSMUSG00000039384.8	ENSACAG00000002102.3
OG0002410	ENSMUSG00000030138.8	ENSACAG00000004537.3, ENSACAG00000000125.3
OG0002411	ENSMUSG00000019978.16	ENSACAG00000014224.3
OG0002412	ENSMUSG00000038916.7	ENSACAG00000008097.3
OG0002413	ENSMUSG00000040430.18	ENSACAG00000000239.3
OG0002414	ENSMUSG00000051648.13	ENSACAG00000002547.3
OG0002415	ENSMUSG00000023092.16, ENSMUSG00000050035.7	ENSACAG00000009112.3
OG0002416	ENSMUSG00000061731.9	ENSACAG00000017804.3, ENSACAG00000008346.2
OG0002417	ENSMUSG00000023043.7	ENSACAG00000011762.3
OG0002419	ENSMUSG00000025544.13	ENSACAG00000008881.3
OG0002420	ENSMUSG00000028868.13	ENSACAG00000017831.3
OG0002421	ENSMUSG00000035121.6	ENSACAG00000001895.3
OG0002422	ENSMUSG00000070934.6, ENSMUSG00000041658.12	ENSACAG00000006339.2
OG0002423	ENSMUSG00000031951.8	ENSACAG00000007509.2
OG0002424	ENSMUSG00000032094.8, ENSMUSG00000002033.14	ENSACAG00000007230.3
OG0002425	ENSMUSG00000029095.17	ENSACAG00000011592.3
OG0002426	ENSMUSG00000047098.18	ENSACAG00000003867.3, ENSACAG00000027909.2
OG0002427	ENSMUSG00000070880.10	ENSACAG00000016649.2
OG0002428	ENSMUSG00000037993.8	ENSACAG00000008115.3
OG0002429	ENSMUSG00000029101.16	ENSACAG00000005758.3
OG0002430	ENSMUSG00000000301.16	ENSACAG00000004525.2
OG0002431	ENSMUSG00000005417.17	ENSACAG00000001145.3
OG0002432	ENSMUSG00000116271.1, ENSMUSG00000037106.8	ENSACAG00000009955.2, ENSACAG00000028030.2
OG0002433	ENSMUSG00000037119.4, ENSMUSG00000116351.1	ENSACAG00000009912.3
OG0002435	ENSMUSG00000011306.7	ENSACAG00000008769.3
OG0002436	ENSMUSG00000049036.7	ENSACAG00000005704.2, ENSACAG00000005287.2
OG0002437	ENSMUSG00000026567.16	ENSACAG00000005750.3
OG0002438	ENSMUSG00000039103.12	ENSACAG00000006274.3
OG0002439	ENSMUSG00000028717.12	ENSACAG00000005980.3
OG0002440	ENSMUSG00000029056.13	ENSACAG00000010682.2
OG0002441	ENSMUSG00000003848.14	ENSACAG00000003697.3
OG0002442	ENSMUSG00000026824.11	ENSACAG00000012401.3
OG0002443	ENSMUSG00000005677.14	ENSACAG00000010921.3
OG0002444	ENSMUSG00000042709.15	ENSACAG00000009801.3, ENSACAG00000009310.3
OG0002445	ENSMUSG00000033047.5	ENSACAG00000015371.3
OG0002446	ENSMUSG00000071708.11	ENSACAG00000022376.2, ENSACAG00000016737.3
