Orthogroup	X_tropicalis.pep	P_troglodytes.pep
OG0000818	ENSXETG00000001512.1	ENSPTRG00000019444.4
OG0000819	ENSXETG00000020165.1	ENSPTRG00000012583.6
OG0000819	ENSXETG00000006361.1, ENSXETG00000011736.1	ENSPTRG00000046206.1, ENSPTRG00000019376.6
OG0000820	ENSXETG00000007350.1	ENSPTRG00000020531.4
OG0000820	ENSXETG00000002301.1	ENSPTRG00000046307.1
OG0000821	ENSXETG00000020266.1	ENSPTRG00000041304.2, ENSPTRG00000052188.1, ENSPTRG00000043489.1, ENSPTRG00000051111.1, ENSPTRG00000048780.1, ENSPTRG00000021436.7
OG0000822	ENSXETG00000018456.1	ENSPTRG00000007408.6
OG0000822	ENSXETG00000011710.1	ENSPTRG00000017010.6
OG0000823	ENSXETG00000016543.1	ENSPTRG00000010153.5
OG0000823	ENSXETG00000003235.1	ENSPTRG00000020870.3
OG0000824	ENSXETG00000001886.1	ENSPTRG00000024170.5, ENSPTRG00000044148.1, ENSPTRG00000047722.1, ENSPTRG00000052429.1
OG0000825	ENSXETG00000009038.1	ENSPTRG00000048565.1, ENSPTRG00000022575.3, ENSPTRG00000047787.1
OG0000825	ENSXETG00000006224.1	ENSPTRG00000045465.1
OG0000826	ENSXETG00000020561.1	ENSPTRG00000022073.5
OG0000826	ENSXETG00000003889.1	ENSPTRG00000005924.6
OG0000827	ENSXETG00000020231.1	ENSPTRG00000016973.6
OG0000827	ENSXETG00000000279.1	ENSPTRG00000010683.6
OG0000828	ENSXETG00000008708.1	ENSPTRG00000006378.7
OG0000829	ENSXETG00000009446.1, ENSXETG00000006388.1, ENSXETG00000010143.1, ENSXETG00000010142.1, ENSXETG00000018390.1	ENSPTRG00000019815.6, ENSPTRG00000019817.4
OG0000830	ENSXETG00000009634.1	ENSPTRG00000023476.6
OG0000830	ENSXETG00000008797.1	ENSPTRG00000019422.7
OG0000831	ENSXETG00000015257.1	ENSPTRG00000013578.6, ENSPTRG00000016692.6
OG0000832	ENSXETG00000021381.1	ENSPTRG00000015718.6
OG0000832	ENSXETG00000003058.1	ENSPTRG00000048517.1, ENSPTRG00000008694.6, ENSPTRG00000051629.1, ENSPTRG00000043870.1
OG0000833	ENSXETG00000020951.1	ENSPTRG00000004874.6
OG0000833	ENSXETG00000015743.1	ENSPTRG00000002243.7
OG0000834	ENSXETG00000008030.1	ENSPTRG00000020708.6
OG0000834	ENSXETG00000016465.1	ENSPTRG00000008084.6
OG0000835	ENSXETG00000013456.1	ENSPTRG00000023115.5
OG0000835	ENSXETG00000017441.1	ENSPTRG00000021297.7
OG0000836	ENSXETG00000003646.1, ENSXETG00000003680.1	ENSPTRG00000044243.1, ENSPTRG00000010541.6, ENSPTRG00000000675.6
OG0000837	ENSXETG00000011829.1, ENSXETG00000011869.1, ENSXETG00000006873.1, ENSXETG00000006848.1, ENSXETG00000008511.1, ENSXETG00000019815.1, ENSXETG00000020514.1, ENSXETG00000017632.1, ENSXETG00000011596.1	ENSPTRG00000001561.4, ENSPTRG00000001563.4
OG0000838	ENSXETG00000009840.1	ENSPTRG00000014221.6
OG0000838	ENSXETG00000007326.1	ENSPTRG00000009021.6, ENSPTRG00000043794.1, ENSPTRG00000047694.1
OG0000839	ENSXETG00000007344.1	ENSPTRG00000014246.6, ENSPTRG00000034037.3, ENSPTRG00000014247.6, ENSPTRG00000034178.3
OG0000840	ENSXETG00000012709.1	ENSPTRG00000018097.4
OG0000840	ENSXETG00000017620.1	ENSPTRG00000050982.1
OG0000841	ENSXETG00000013562.1, ENSXETG00000013604.1	ENSPTRG00000000617.6
OG0000841	ENSXETG00000021136.1	ENSPTRG00000015736.5
OG0000842	ENSXETG00000007215.1	ENSPTRG00000007122.6
OG0000843	ENSXETG00000003945.1	ENSPTRG00000007113.6
OG0000843	ENSXETG00000015597.1	ENSPTRG00000021023.6
OG0000844	ENSXETG00000012464.1	ENSPTRG00000002682.7
OG0000844	ENSXETG00000013513.1	ENSPTRG00000012134.4
OG0000845	ENSXETG00000018412.1	ENSPTRG00000046224.1, ENSPTRG00000009480.6
OG0000845	ENSXETG00000011832.1	ENSPTRG00000005501.6
OG0000846	ENSXETG00000011964.1	ENSPTRG00000045581.1, ENSPTRG00000045314.1, ENSPTRG00000042997.1, ENSPTRG00000051286.1, ENSPTRG00000042957.1
OG0000847	ENSXETG00000008211.1	ENSPTRG00000004303.3, ENSPTRG00000019045.5
OG0000848	ENSXETG00000019308.1	ENSPTRG00000020360.5
OG0000848	ENSXETG00000001276.1, ENSXETG00000007863.1	ENSPTRG00000018563.6
OG0000849	ENSXETG00000003297.1, ENSXETG00000003228.1	ENSPTRG00000002673.6, ENSPTRG00000002671.7
OG0000850	ENSXETG00000012366.1	ENSPTRG00000002687.7
OG0000850	ENSXETG00000012970.1	ENSPTRG00000020034.7
OG0000851	ENSXETG00000015053.1	ENSPTRG00000043595.1, ENSPTRG00000015446.7
OG0000852	ENSXETG00000004807.1	ENSPTRG00000012401.6, ENSPTRG00000041316.2, ENSPTRG00000044773.1
OG0000853	ENSXETG00000000191.1	ENSPTRG00000052818.1, ENSPTRG00000044910.1, ENSPTRG00000052641.1, ENSPTRG00000044364.1, ENSPTRG00000019209.6
OG0000854	ENSXETG00000001075.1	ENSPTRG00000034458.3
OG0000855	ENSXETG00000010930.1	ENSPTRG00000049139.1, ENSPTRG00000019482.5, ENSPTRG00000019301.6
OG0000855	ENSXETG00000008172.1	ENSPTRG00000051632.1
OG0000856	ENSXETG00000005259.1, ENSXETG00000005225.1	ENSPTRG00000007563.6, ENSPTRG00000007564.6
OG0000857	ENSXETG00000019113.1	ENSPTRG00000012587.5
OG0000857	ENSXETG00000003151.1	ENSPTRG00000019191.6
OG0000858	ENSXETG00000003627.1	ENSPTRG00000004761.5, ENSPTRG00000011269.6
OG0000859	ENSXETG00000003861.1	ENSPTRG00000015264.6
OG0000859	ENSXETG00000003284.1	ENSPTRG00000011049.4
OG0000860	ENSXETG00000005813.1	ENSPTRG00000000599.5
OG0000860	ENSXETG00000014453.1	ENSPTRG00000021698.6, ENSPTRG00000045235.1
OG0000861	ENSXETG00000002227.1, ENSXETG00000002215.1	ENSPTRG00000001734.5, ENSPTRG00000001736.7
OG0000862	ENSXETG00000006935.1	ENSPTRG00000039491.2, ENSPTRG00000001427.6, ENSPTRG00000017953.7, ENSPTRG00000047569.1
OG0000863	ENSXETG00000000701.1	ENSPTRG00000048563.1, ENSPTRG00000034248.3, ENSPTRG00000013615.7
OG0000864	ENSXETG00000021006.1	ENSPTRG00000015639.6
OG0000864	ENSXETG00000010465.1	ENSPTRG00000022475.6, ENSPTRG00000044234.1
OG0000865	ENSXETG00000017653.1	ENSPTRG00000018180.6, ENSPTRG00000006734.7, ENSPTRG00000048221.1
OG0000866	ENSXETG00000010631.1	ENSPTRG00000014114.6, ENSPTRG00000005754.5, ENSPTRG00000050842.1, ENSPTRG00000043458.1
OG0000867	ENSXETG00000010848.1	ENSPTRG00000000999.4
OG0000867	ENSXETG00000015773.1, ENSXETG00000018209.1	ENSPTRG00000021134.6
OG0000868	ENSXETG00000008344.1	ENSPTRG00000015338.5
OG0000868	ENSXETG00000003237.1	ENSPTRG00000005378.6
OG0000869	ENSXETG00000011561.1	ENSPTRG00000019087.6
OG0000869	ENSXETG00000004384.1	ENSPTRG00000013583.6
OG0000870	ENSXETG00000007743.1	ENSPTRG00000015722.6
OG0000870	ENSXETG00000006228.1	ENSPTRG00000012323.6
OG0000871	ENSXETG00000019811.1	ENSPTRG00000012880.5
OG0000871	ENSXETG00000008648.1	ENSPTRG00000019197.6
OG0000872	ENSXETG00000007440.1	ENSPTRG00000050910.1
OG0000872	ENSXETG00000005521.1	ENSPTRG00000014294.6
OG0000873	ENSXETG00000019200.1	ENSPTRG00000029189.4, ENSPTRG00000014005.6
OG0000874	ENSXETG00000008285.1	ENSPTRG00000012724.5, ENSPTRG00000051961.1, ENSPTRG00000045923.1, ENSPTRG00000046571.1, ENSPTRG00000046723.1, ENSPTRG00000044653.1, ENSPTRG00000045136.1
OG0000875	ENSXETG00000002396.1	ENSPTRG00000012429.5
OG0000876	ENSXETG00000000876.1	ENSPTRG00000004729.5
OG0000876	ENSXETG00000006237.1	ENSPTRG00000009773.5
OG0000877	ENSXETG00000018632.1	ENSPTRG00000005284.5
OG0000878	ENSXETG00000009626.1	ENSPTRG00000000669.4
OG0000878	ENSXETG00000021133.1	ENSPTRG00000016910.5
OG0000879	ENSXETG00000001857.1	ENSPTRG00000000737.7
OG0000879	ENSXETG00000005150.1	ENSPTRG00000010571.6
OG0000880	ENSXETG00000013158.1	ENSPTRG00000016453.3
OG0000880	ENSXETG00000005143.1	ENSPTRG00000005816.7
OG0000881	ENSXETG00000004393.1	ENSPTRG00000005037.5, ENSPTRG00000009346.6
OG0000882	ENSXETG00000017637.1	ENSPTRG00000009380.4
OG0000882	ENSXETG00000020141.1	ENSPTRG00000012504.6
OG0000883	ENSXETG00000017112.1	ENSPTRG00000011315.6
OG0000885	ENSXETG00000013947.1	ENSPTRG00000022163.6
OG0000885	ENSXETG00000020540.1	ENSPTRG00000021665.5
OG0000886	ENSXETG00000001995.1	ENSPTRG00000014964.7
OG0000886	ENSXETG00000017939.1	ENSPTRG00000019350.7
OG0000887	ENSXETG00000006505.1	ENSPTRG00000014892.7
OG0000887	ENSXETG00000020357.1	ENSPTRG00000019551.6
OG0000888	ENSXETG00000005641.1	ENSPTRG00000046679.1, ENSPTRG00000044160.1, ENSPTRG00000044012.1, ENSPTRG00000048153.1
OG0000889	ENSXETG00000016857.1, ENSXETG00000016905.1, ENSXETG00000016911.1, ENSXETG00000012473.1, ENSXETG00000016902.1, ENSXETG00000007451.1, ENSXETG00000007412.1, ENSXETG00000007291.1, ENSXETG00000007480.1, ENSXETG00000007397.1, ENSXETG00000007355.1, ENSXETG00000007459.1	ENSPTRG00000013928.6
OG0000890	ENSXETG00000010983.1, ENSXETG00000011001.1, ENSXETG00000010969.1, ENSXETG00000011009.1, ENSXETG00000010964.1	ENSPTRG00000030162.3, ENSPTRG00000015223.5
OG0000891	ENSXETG00000020432.1	ENSPTRG00000016504.6
OG0000891	ENSXETG00000006200.1	ENSPTRG00000005778.6
OG0000892	ENSXETG00000016997.1	ENSPTRG00000017190.4
OG0000892	ENSXETG00000012907.1	ENSPTRG00000010423.4
OG0000893	ENSXETG00000016952.1	ENSPTRG00000006250.3
OG0000893	ENSXETG00000018507.1	ENSPTRG00000002110.7
OG0000894	ENSXETG00000012385.1	ENSPTRG00000015024.6
OG0000894	ENSXETG00000018149.1	ENSPTRG00000022429.7, ENSPTRG00000016563.3
OG0000895	ENSXETG00000008773.1	ENSPTRG00000015304.5, ENSPTRG00000004885.7
OG0000896	ENSXETG00000005569.1	ENSPTRG00000009770.5
OG0000896	ENSXETG00000005530.1	ENSPTRG00000043438.1
OG0000897	ENSXETG00000009548.1, ENSXETG00000004114.1, ENSXETG00000009346.1	ENSPTRG00000044647.1, ENSPTRG00000012790.7
OG0000899	ENSXETG00000018714.1	ENSPTRG00000018008.7, ENSPTRG00000044839.1
OG0000900	ENSXETG00000004322.1, ENSXETG00000019553.1	ENSPTRG00000048731.1, ENSPTRG00000001554.7, ENSPTRG00000001558.7, ENSPTRG00000049432.1, ENSPTRG00000001535.6
OG0000916	ENSXETG00000017235.1	ENSPTRG00000018896.5, ENSPTRG00000019432.5, ENSPTRG00000043094.1, ENSPTRG00000049686.1
OG0000917	ENSXETG00000008278.1	ENSPTRG00000005795.7
OG0000917	ENSXETG00000006255.1	ENSPTRG00000022192.5
OG0000918	ENSXETG00000000524.1	ENSPTRG00000001471.5
OG0000918	ENSXETG00000019732.1	ENSPTRG00000007422.5
OG0000919	ENSXETG00000016694.1	ENSPTRG00000046285.1, ENSPTRG00000045230.1
OG0000920	ENSXETG00000014578.1, ENSXETG00000017651.1	ENSPTRG00000050657.1, ENSPTRG00000052427.1, ENSPTRG00000029733.3
OG0000921	ENSXETG00000019812.1	ENSPTRG00000045621.1, ENSPTRG00000044722.1
OG0000921	ENSXETG00000004534.1	ENSPTRG00000018519.6
OG0000923	ENSXETG00000012108.1	ENSPTRG00000001287.6
OG0000924	ENSXETG00000017019.1	ENSPTRG00000021656.6
OG0000924	ENSXETG00000009818.1	ENSPTRG00000043042.1, ENSPTRG00000023571.5
OG0000925	ENSXETG00000000561.1	ENSPTRG00000044846.1, ENSPTRG00000012772.4, ENSPTRG00000005087.6
OG0000926	ENSXETG00000003827.1	ENSPTRG00000008579.6
OG0000926	ENSXETG00000000812.1	ENSPTRG00000005556.6
OG0000927	ENSXETG00000019658.1	ENSPTRG00000008875.4
OG0000927	ENSXETG00000015205.1	ENSPTRG00000047610.1
OG0000928	ENSXETG00000014050.1	ENSPTRG00000017296.6, ENSPTRG00000012046.5
OG0000929	ENSXETG00000015754.1	ENSPTRG00000015432.6
OG0000929	ENSXETG00000017213.1	ENSPTRG00000022248.6
OG0000930	ENSXETG00000018570.1	ENSPTRG00000049458.1, ENSPTRG00000016518.3
OG0000930	ENSXETG00000015749.1	ENSPTRG00000003873.4
OG0000931	ENSXETG00000007022.1	ENSPTRG00000022003.5
OG0000931	ENSXETG00000014067.1	ENSPTRG00000046352.1, ENSPTRG00000018473.7
OG0000932	ENSXETG00000006451.1	ENSPTRG00000019387.6
OG0000932	ENSXETG00000020630.1	ENSPTRG00000012812.6
OG0000933	ENSXETG00000011713.1	ENSPTRG00000029654.3
OG0000934	ENSXETG00000008639.1	ENSPTRG00000003768.4, ENSPTRG00000039432.2, ENSPTRG00000043395.1
OG0000935	ENSXETG00000000203.1	ENSPTRG00000050759.1, ENSPTRG00000019208.5
OG0000935	ENSXETG00000010883.1	ENSPTRG00000008014.6
OG0000936	ENSXETG00000002551.1	ENSPTRG00000014277.7, ENSPTRG00000052374.1
OG0000936	ENSXETG00000011353.1	ENSPTRG00000008011.5
OG0000937	ENSXETG00000015262.1	ENSPTRG00000028883.5
OG0000937	ENSXETG00000005325.1	ENSPTRG00000003161.6
OG0000938	ENSXETG00000005234.1	ENSPTRG00000001210.5
OG0000938	ENSXETG00000011007.1	ENSPTRG00000010160.4
OG0000939	ENSXETG00000000512.1	ENSPTRG00000005531.5
OG0000939	ENSXETG00000006360.1	ENSPTRG00000009437.6
OG0000940	ENSXETG00000011110.1, ENSXETG00000011091.1, ENSXETG00000018241.1, ENSXETG00000006370.1, ENSXETG00000011148.1	ENSPTRG00000011514.5
OG0000941	ENSXETG00000008029.1, ENSXETG00000014756.1	ENSPTRG00000018538.4
OG0000941	ENSXETG00000004391.1, ENSXETG00000010907.1	ENSPTRG00000015292.6
OG0000942	ENSXETG00000009465.1	ENSPTRG00000028169.4
OG0000942	ENSXETG00000018952.1, ENSXETG00000018054.1	ENSPTRG00000002259.7
OG0000943	ENSXETG00000019411.1	ENSPTRG00000020193.5
OG0000943	ENSXETG00000006883.1	ENSPTRG00000045507.1
OG0000944	ENSXETG00000016176.1	ENSPTRG00000019798.2, ENSPTRG00000051739.1, ENSPTRG00000022570.5
OG0000945	ENSXETG00000016850.1	ENSPTRG00000020852.7
OG0000945	ENSXETG00000008372.1	ENSPTRG00000007338.6
OG0000946	ENSXETG00000013420.1	ENSPTRG00000001805.5, ENSPTRG00000001799.7
OG0000947	ENSXETG00000013116.1	ENSPTRG00000010354.6
OG0000947	ENSXETG00000018622.1	ENSPTRG00000007337.4
OG0000948	ENSXETG00000000250.1	ENSPTRG00000004098.6
OG0000948	ENSXETG00000020584.1	ENSPTRG00000012431.6
OG0000951	ENSXETG00000005482.1	ENSPTRG00000044588.1, ENSPTRG00000043554.1, ENSPTRG00000045057.1, ENSPTRG00000043922.1, ENSPTRG00000018996.4, ENSPTRG00000048545.1
OG0000952	ENSXETG00000019504.1	ENSPTRG00000017746.5
OG0000952	ENSXETG00000012947.1	ENSPTRG00000006207.6
OG0000953	ENSXETG00000012414.1	ENSPTRG00000012074.7
OG0000953	ENSXETG00000012807.1	ENSPTRG00000016139.4
OG0000954	ENSXETG00000011528.1	ENSPTRG00000044969.1, ENSPTRG00000046336.1, ENSPTRG00000048075.1
OG0000955	ENSXETG00000002116.1, ENSXETG00000002145.1, ENSXETG00000002130.1	ENSPTRG00000008661.7, ENSPTRG00000008659.5, ENSPTRG00000008662.3
OG0000956	ENSXETG00000018911.1	ENSPTRG00000020337.6
OG0000956	ENSXETG00000000822.1	ENSPTRG00000018619.7
OG0000957	ENSXETG00000004752.1	ENSPTRG00000009560.5
OG0000957	ENSXETG00000015460.1	ENSPTRG00000050081.1
OG0000958	ENSXETG00000020378.1	ENSPTRG00000007426.6
OG0000958	ENSXETG00000016362.1	ENSPTRG00000017057.4
OG0000959	ENSXETG00000012836.1	ENSPTRG00000016880.6
OG0000959	ENSXETG00000009530.1	ENSPTRG00000010141.5
OG0000960	ENSXETG00000017706.1	ENSPTRG00000052506.1, ENSPTRG00000047527.1, ENSPTRG00000043858.1, ENSPTRG00000050791.1, ENSPTRG00000048434.1, ENSPTRG00000046906.1, ENSPTRG00000046748.1, ENSPTRG00000049954.1, ENSPTRG00000047151.1
OG0000961	ENSXETG00000006170.1	ENSPTRG00000018511.7
OG0000961	ENSXETG00000008925.1	ENSPTRG00000048728.1, ENSPTRG00000000411.5
OG0000962	ENSXETG00000013175.1	ENSPTRG00000006191.3
OG0000962	ENSXETG00000003207.1	ENSPTRG00000013664.4
OG0000963	ENSXETG00000001304.1	ENSPTRG00000045845.1, ENSPTRG00000013661.6
OG0000963	ENSXETG00000019678.1	ENSPTRG00000017749.7
OG0000964	ENSXETG00000002800.1	ENSPTRG00000050440.1
OG0000964	ENSXETG00000002791.1	ENSPTRG00000004919.5
OG0000965	ENSXETG00000011109.1	ENSPTRG00000001756.4
OG0000965	ENSXETG00000015265.1	ENSPTRG00000001609.6
OG0000966	ENSXETG00000020822.1	ENSPTRG00000029870.4
OG0000966	ENSXETG00000017450.1	ENSPTRG00000020156.5
OG0000967	ENSXETG00000002510.1	ENSPTRG00000016987.4
OG0000967	ENSXETG00000020913.1	ENSPTRG00000007415.5
OG0000968	ENSXETG00000009535.1	ENSPTRG00000019423.4
OG0000968	ENSXETG00000007331.1	ENSPTRG00000012636.7
OG0000969	ENSXETG00000006592.1	ENSPTRG00000008277.6
OG0000969	ENSXETG00000010722.1	ENSPTRG00000010083.4
OG0000970	ENSXETG00000014101.1	ENSPTRG00000010220.5
OG0000970	ENSXETG00000020349.1, ENSXETG00000020839.1	ENSPTRG00000046874.1
OG0000971	ENSXETG00000018291.1	ENSPTRG00000042875.1
OG0000971	ENSXETG00000018325.1	ENSPTRG00000046925.1
OG0000972	ENSXETG00000007086.1	ENSPTRG00000007529.6
OG0000974	ENSXETG00000005026.1	ENSPTRG00000004520.6, ENSPTRG00000001862.6
OG0000975	ENSXETG00000011500.1	ENSPTRG00000010405.4
OG0000975	ENSXETG00000019662.1	ENSPTRG00000000962.6
OG0000976	ENSXETG00000002548.1	ENSPTRG00000052325.1
OG0000976	ENSXETG00000005801.1	ENSPTRG00000009808.5
OG0000977	ENSXETG00000008224.1	ENSPTRG00000012541.7
OG0000977	ENSXETG00000007561.1	ENSPTRG00000004913.7
OG0000979	ENSXETG00000019768.1	ENSPTRG00000012593.6
OG0000979	ENSXETG00000020831.1, ENSXETG00000020787.1	ENSPTRG00000004956.5
OG0000980	ENSXETG00000016407.1	ENSPTRG00000047495.1, ENSPTRG00000051087.1, ENSPTRG00000042397.2, ENSPTRG00000048264.1, ENSPTRG00000047083.1
OG0000981	ENSXETG00000014422.1	ENSPTRG00000013527.5
OG0000981	ENSXETG00000018473.1	ENSPTRG00000048938.1
OG0000982	ENSXETG00000011364.1	ENSPTRG00000050961.1
OG0000982	ENSXETG00000008069.1	ENSPTRG00000050583.1, ENSPTRG00000046292.1
OG0000983	ENSXETG00000019638.1	ENSPTRG00000016064.3
OG0000983	ENSXETG00000010521.1	ENSPTRG00000049156.1, ENSPTRG00000028250.5
OG0000984	ENSXETG00000003706.1	ENSPTRG00000050627.1, ENSPTRG00000050794.1, ENSPTRG00000040949.2, ENSPTRG00000010813.6
OG0000985	ENSXETG00000015521.1	ENSPTRG00000020848.6, ENSPTRG00000044784.1
OG0000986	ENSXETG00000009511.1	ENSPTRG00000014058.7
OG0000986	ENSXETG00000019477.1	ENSPTRG00000009472.5
OG0000987	ENSXETG00000005358.1	ENSPTRG00000007611.6
OG0000987	ENSXETG00000005326.1	ENSPTRG00000007560.6
OG0000988	ENSXETG00000019257.1	ENSPTRG00000018960.6
OG0000989	ENSXETG00000000206.1	ENSPTRG00000001218.6
OG0000989	ENSXETG00000001916.1	ENSPTRG00000005520.4
OG0000990	ENSXETG00000000297.1	ENSPTRG00000005527.7, ENSPTRG00000046402.1, ENSPTRG00000003681.5
OG0000991	ENSXETG00000017566.1	ENSPTRG00000020389.5
OG0000991	ENSXETG00000020353.1	ENSPTRG00000052102.1
OG0000992	ENSXETG00000009821.1	ENSPTRG00000019540.5, ENSPTRG00000049099.1
OG0000992	ENSXETG00000003472.1	ENSPTRG00000005481.6
OG0000993	ENSXETG00000009650.1	ENSPTRG00000015984.6
OG0000994	ENSXETG00000009393.1	ENSPTRG00000010335.5, ENSPTRG00000010334.7
OG0000995	ENSXETG00000011409.1	ENSPTRG00000015979.5
OG0000995	ENSXETG00000004611.1	ENSPTRG00000004064.4
OG0000996	ENSXETG00000007902.1	ENSPTRG00000018566.4
OG0000996	ENSXETG00000019476.1	ENSPTRG00000020288.5
OG0000997	ENSXETG00000012430.1	ENSPTRG00000017977.6
OG0000998	ENSXETG00000006221.1	ENSPTRG00000007982.7, ENSPTRG00000008508.6
OG0000999	ENSXETG00000017477.1	ENSPTRG00000006398.6, ENSPTRG00000018139.6
OG0001000	ENSXETG00000003552.1	ENSPTRG00000016371.6
OG0001000	ENSXETG00000002505.1	ENSPTRG00000002886.2
OG0001001	ENSXETG00000006551.1	ENSPTRG00000046207.1, ENSPTRG00000022049.2, ENSPTRG00000016027.6
OG0001002	ENSXETG00000014811.1	ENSPTRG00000001421.6
OG0001002	ENSXETG00000021202.1	ENSPTRG00000045834.1, ENSPTRG00000044064.1, ENSPTRG00000007246.6, ENSPTRG00000044272.1
OG0001003	ENSXETG00000014005.1	ENSPTRG00000024042.5
OG0001003	ENSXETG00000005996.1	ENSPTRG00000044305.1
OG0001004	ENSXETG00000019467.1	ENSPTRG00000009880.4
OG0001004	ENSXETG00000003085.1	ENSPTRG00000013682.7
OG0001005	ENSXETG00000019750.1, ENSXETG00000005372.1	ENSPTRG00000012564.4
OG0001006	ENSXETG00000011764.1	ENSPTRG00000005402.6
OG0001006	ENSXETG00000013151.1	ENSPTRG00000008639.5
OG0001007	ENSXETG00000004685.1	ENSPTRG00000009122.7
OG0001007	ENSXETG00000019692.1	ENSPTRG00000014699.4
OG0001008	ENSXETG00000007032.1	ENSPTRG00000001023.6
OG0001008	ENSXETG00000006860.1	ENSPTRG00000021493.6
OG0001009	ENSXETG00000010721.1	ENSPTRG00000021602.6
OG0001010	ENSXETG00000014426.1	ENSPTRG00000012556.5
OG0001010	ENSXETG00000002730.1	ENSPTRG00000019177.6, ENSPTRG00000045643.1
OG0001011	ENSXETG00000002832.1	ENSPTRG00000019897.6, ENSPTRG00000046242.1
OG0001012	ENSXETG00000013835.1, ENSXETG00000013318.1	ENSPTRG00000005645.6, ENSPTRG00000005644.7
OG0001013	ENSXETG00000020239.1	ENSPTRG00000019905.5, ENSPTRG00000012395.6
OG0001014	ENSXETG00000013346.1	ENSPTRG00000019911.6
OG0001015	ENSXETG00000016835.1	ENSPTRG00000052040.1
OG0001015	ENSXETG00000013077.1	ENSPTRG00000045665.1
OG0001016	ENSXETG00000006331.1	ENSPTRG00000042827.1
OG0001016	ENSXETG00000001122.1	ENSPTRG00000051971.1, ENSPTRG00000006339.4
OG0001017	ENSXETG00000003637.1	ENSPTRG00000001546.4, ENSPTRG00000021759.4, ENSPTRG00000041198.2
OG0001018	ENSXETG00000019875.1	ENSPTRG00000000564.6
OG0001018	ENSXETG00000001344.1	ENSPTRG00000018420.5
OG0001019	ENSXETG00000018734.1	ENSPTRG00000002355.5
OG0001019	ENSXETG00000018450.1	ENSPTRG00000009076.7
OG0001020	ENSXETG00000006453.1	ENSPTRG00000015340.5
OG0001020	ENSXETG00000018908.1	ENSPTRG00000042092.2, ENSPTRG00000047776.1, ENSPTRG00000019711.4
OG0001021	ENSXETG00000013615.1	ENSPTRG00000010429.6
OG0001021	ENSXETG00000019291.1	ENSPTRG00000016927.6
OG0001022	ENSXETG00000021010.1	ENSPTRG00000007249.6, ENSPTRG00000016988.4
OG0001023	ENSXETG00000001199.1	ENSPTRG00000013773.7
OG0001023	ENSXETG00000000821.1	ENSPTRG00000020242.6
OG0001024	ENSXETG00000010772.1	ENSPTRG00000052299.1
OG0001024	ENSXETG00000018941.1	ENSPTRG00000002284.6
OG0001025	ENSXETG00000005587.1	ENSPTRG00000051100.1
OG0001025	ENSXETG00000001883.1	ENSPTRG00000006021.6
OG0001026	ENSXETG00000010771.1	ENSPTRG00000007482.6
OG0001026	ENSXETG00000009225.1	ENSPTRG00000017081.6
OG0001027	ENSXETG00000016745.1	ENSPTRG00000005147.7
OG0001027	ENSXETG00000002833.1	ENSPTRG00000019400.6
OG0001028	ENSXETG00000015049.1	ENSPTRG00000022494.7, ENSPTRG00000021635.6
OG0001028	ENSXETG00000020396.1	ENSPTRG00000024345.5
OG0001030	ENSXETG00000004619.1	ENSPTRG00000051746.1
OG0001030	ENSXETG00000007541.1	ENSPTRG00000011496.6
OG0001031	ENSXETG00000019867.1	ENSPTRG00000013065.4
OG0001031	ENSXETG00000017875.1	ENSPTRG00000052279.1, ENSPTRG00000048701.1, ENSPTRG00000043505.1
OG0001032	ENSXETG00000013914.1	ENSPTRG00000011444.5, ENSPTRG00000046717.1
OG0001033	ENSXETG00000014471.1	ENSPTRG00000033703.3, ENSPTRG00000046112.1
OG0001034	ENSXETG00000019021.1	ENSPTRG00000015031.6
OG0001034	ENSXETG00000020824.1	ENSPTRG00000004521.7
OG0001035	ENSXETG00000005398.1	ENSPTRG00000015507.4
OG0001035	ENSXETG00000005385.1	ENSPTRG00000015505.3
OG0001036	ENSXETG00000020112.1	ENSPTRG00000000970.6
OG0001036	ENSXETG00000018000.1	ENSPTRG00000021468.6
OG0001037	ENSXETG00000003419.1	ENSPTRG00000050663.1, ENSPTRG00000019108.4
OG0001038	ENSXETG00000003565.1	ENSPTRG00000005396.6
OG0001038	ENSXETG00000008100.1	ENSPTRG00000003537.6
OG0001039	ENSXETG00000004811.1	ENSPTRG00000021197.5
OG0001039	ENSXETG00000020015.1	ENSPTRG00000000993.4
OG0001040	ENSXETG00000016874.1	ENSPTRG00000020999.5
OG0001040	ENSXETG00000010343.1	ENSPTRG00000000820.6
OG0001041	ENSXETG00000000891.1	ENSPTRG00000004730.3
OG0001041	ENSXETG00000006586.1, ENSXETG00000006624.1	ENSPTRG00000045047.1
OG0001042	ENSXETG00000019130.1	ENSPTRG00000019722.6
OG0001042	ENSXETG00000016775.1	ENSPTRG00000003574.6
OG0001043	ENSXETG00000018936.1	ENSPTRG00000019598.7
OG0001043	ENSXETG00000008074.1	ENSPTRG00000014969.5
OG0001044	ENSXETG00000016437.1	ENSPTRG00000003987.6
OG0001045	ENSXETG00000009849.1	ENSPTRG00000045535.1, ENSPTRG00000046501.1, ENSPTRG00000049437.1, ENSPTRG00000049720.1
OG0001046	ENSXETG00000020489.1	ENSPTRG00000001124.5
OG0001046	ENSXETG00000019502.1	ENSPTRG00000019338.5
OG0001047	ENSXETG00000004195.1	ENSPTRG00000004781.6
OG0001047	ENSXETG00000021363.1	ENSPTRG00000014570.7
