Orthogroup	X_tropicalis.pep	H_sapiens.pep
OG0000861	ENSXETG00000002227.1, ENSXETG00000002215.1	ENSG00000169905.12, ENSG00000143337.18
OG0000862	ENSXETG00000006935.1	ENSG00000212993.5, ENSG00000233911.9, ENSG00000230336.9, ENSG00000237582.10, ENSG00000206454.12, ENSG00000229094.9, ENSG00000204531.18, ENSG00000235068.9, ENSG00000248483.7
OG0000863	ENSXETG00000000701.1	ENSG00000244687.11
OG0000864	ENSXETG00000021006.1	ENSG00000177565.17
OG0000864	ENSXETG00000010465.1	ENSG00000092377.15, ENSG00000101849.17
OG0000865	ENSXETG00000017653.1	ENSG00000112640.15, ENSG00000078304.19
OG0000866	ENSXETG00000010631.1	ENSG00000185651.14, ENSG00000236444.5
OG0000867	ENSXETG00000010848.1	ENSG00000283761.1
OG0000867	ENSXETG00000015773.1, ENSXETG00000018209.1	ENSG00000148110.16
OG0000868	ENSXETG00000008344.1	ENSG00000197763.17
OG0000868	ENSXETG00000003237.1	ENSG00000198431.16
OG0000869	ENSXETG00000011561.1	ENSG00000155849.15
OG0000869	ENSXETG00000004384.1	ENSG00000062598.18
OG0000870	ENSXETG00000007743.1	ENSG00000073849.15
OG0000870	ENSXETG00000006228.1	ENSG00000144057.15
OG0000871	ENSXETG00000019811.1	ENSG00000115365.12
OG0000871	ENSXETG00000008648.1	ENSG00000132434.9
OG0000872	ENSXETG00000007440.1	ENSG00000165905.18
OG0000872	ENSXETG00000005521.1	ENSG00000133424.20
OG0000873	ENSXETG00000019200.1	ENSG00000204291.11, ENSG00000182871.16
OG0000874	ENSXETG00000008285.1	ENSG00000100380.14
OG0000875	ENSXETG00000002396.1	ENSG00000163166.15
OG0000876	ENSXETG00000000876.1	ENSG00000111348.9
OG0000876	ENSXETG00000006237.1	ENSG00000141522.12
OG0000877	ENSXETG00000016927.1, ENSXETG00000015552.1	ENSG00000164087.8
OG0000877	ENSXETG00000018632.1	ENSG00000139323.14
OG0000878	ENSXETG00000009626.1	ENSG00000162415.7
OG0000878	ENSXETG00000021133.1	ENSG00000130449.6
OG0000879	ENSXETG00000001857.1	ENSG00000154222.14
OG0000879	ENSXETG00000005150.1	ENSG00000132024.17, ENSG00000288293.1
OG0000880	ENSXETG00000013158.1	ENSG00000164134.13
OG0000880	ENSXETG00000005143.1	ENSG00000172766.19
OG0000881	ENSXETG00000004393.1	ENSG00000111481.10, ENSG00000005243.10
OG0000882	ENSXETG00000017637.1	ENSG00000121067.19
OG0000882	ENSXETG00000020141.1	ENSG00000144228.9
OG0000883	ENSXETG00000002467.1	ENSG00000280759.2, ENSG00000281385.2, ENSG00000183020.13
OG0000883	ENSXETG00000017112.1	ENSG00000196961.12
OG0000885	ENSXETG00000013947.1	ENSG00000229937.7
OG0000885	ENSXETG00000020540.1	ENSG00000101911.12
OG0000886	ENSXETG00000001995.1	ENSG00000007402.11
OG0000886	ENSXETG00000017939.1	ENSG00000153956.16
OG0000887	ENSXETG00000006505.1	ENSG00000010256.11
OG0000887	ENSXETG00000020357.1	ENSG00000105819.14
OG0000888	ENSXETG00000005641.1	ENSG00000165775.18, ENSG00000069509.6
OG0000889	ENSXETG00000016857.1, ENSXETG00000016905.1, ENSXETG00000016911.1, ENSXETG00000012473.1, ENSXETG00000016902.1, ENSXETG00000007451.1, ENSXETG00000007412.1, ENSXETG00000007291.1, ENSXETG00000007480.1, ENSXETG00000007397.1, ENSXETG00000007355.1, ENSXETG00000007459.1	ENSG00000184012.12
OG0000890	ENSXETG00000010983.1, ENSXETG00000011001.1, ENSXETG00000010969.1, ENSXETG00000011009.1, ENSXETG00000010964.1	ENSG00000206531.10, ENSG00000163606.11
OG0000891	ENSXETG00000020432.1	ENSG00000170390.16
OG0000891	ENSXETG00000006200.1	ENSG00000133083.14
OG0000892	ENSXETG00000016997.1	ENSG00000173926.6
OG0000892	ENSXETG00000012907.1	ENSG00000099785.10
OG0000893	ENSXETG00000016952.1	ENSG00000129521.14
OG0000893	ENSXETG00000018507.1	ENSG00000287856.1, ENSG00000135766.9
OG0000894	ENSXETG00000012385.1	ENSG00000163931.16
OG0000894	ENSXETG00000018149.1	ENSG00000007350.17, ENSG00000151005.5
OG0000895	ENSXETG00000008773.1	ENSG00000173175.14, ENSG00000174233.11
OG0000896	ENSXETG00000005569.1	ENSG00000262660.1, ENSG00000183048.12
OG0000896	ENSXETG00000005530.1	ENSG00000262814.8
OG0000897	ENSXETG00000009548.1, ENSXETG00000004114.1, ENSXETG00000009346.1	ENSG00000138356.14
OG0000899	ENSXETG00000018714.1	ENSG00000227600.11, ENSG00000221988.13, ENSG00000168452.21, ENSG00000206329.15, ENSG00000231618.10, ENSG00000236649.10, ENSG00000206256.14, ENSG00000254875.8, ENSG00000258388.7, ENSG00000254778.7, ENSG00000228116.9
OG0000900	ENSXETG00000004322.1, ENSXETG00000019553.1	ENSG00000162739.14, ENSG00000026751.17, ENSG00000066294.14, ENSG00000162723.10
OG0000916	ENSXETG00000017235.1	ENSG00000135175.5, ENSG00000122543.11
OG0000917	ENSXETG00000008278.1	ENSG00000133107.14
OG0000917	ENSXETG00000006255.1	ENSG00000072315.3
OG0000918	ENSXETG00000000524.1	ENSG00000143319.16
OG0000918	ENSXETG00000019732.1	ENSG00000181026.15
OG0000919	ENSXETG00000016694.1	ENSG00000196433.13
OG0000920	ENSXETG00000014578.1, ENSXETG00000017651.1	ENSG00000144713.13
OG0000921	ENSXETG00000019812.1	ENSG00000116478.12
OG0000921	ENSXETG00000004534.1	ENSG00000196591.12
OG0000923	ENSXETG00000012108.1	ENSG00000143416.21
OG0000924	ENSXETG00000017019.1	ENSG00000101871.15
OG0000924	ENSXETG00000009818.1	ENSG00000080561.13
OG0000925	ENSXETG00000000561.1	ENSG00000115520.8, ENSG00000135469.13
OG0000926	ENSXETG00000003827.1	ENSG00000004660.15
OG0000926	ENSXETG00000000812.1	ENSG00000110931.19
OG0000927	ENSXETG00000019658.1	ENSG00000083290.20
OG0000927	ENSXETG00000015205.1	ENSG00000177169.10
OG0000928	ENSXETG00000014050.1	ENSG00000120727.13, ENSG00000124374.9
OG0000929	ENSXETG00000015754.1	ENSG00000118007.13
OG0000929	ENSXETG00000017213.1	ENSG00000101972.18
OG0000930	ENSXETG00000018570.1	ENSG00000164296.7, ENSG00000169989.3
OG0000930	ENSXETG00000015749.1	ENSG00000173825.7
OG0000931	ENSXETG00000007022.1	ENSG00000147164.12
OG0000931	ENSXETG00000014067.1	ENSG00000112335.15
OG0000932	ENSXETG00000006451.1	ENSG00000058091.17
OG0000932	ENSXETG00000020630.1	ENSG00000138395.16
OG0000933	ENSXETG00000011713.1	ENSG00000090382.7
OG0000934	ENSXETG00000008639.1	ENSG00000254772.10
OG0000935	ENSXETG00000000203.1	ENSG00000164776.9
OG0000935	ENSXETG00000010883.1	ENSG00000156873.16
OG0000936	ENSXETG00000002551.1	ENSG00000183530.14
OG0000936	ENSXETG00000011353.1	ENSG00000156858.11
OG0000937	ENSXETG00000015262.1	ENSG00000129991.13
OG0000937	ENSXETG00000005325.1	ENSG00000288219.1, ENSG00000130598.16
OG0000938	ENSXETG00000005234.1	ENSG00000265491.5
OG0000938	ENSXETG00000011007.1	ENSG00000070423.18
OG0000939	ENSXETG00000000512.1	ENSG00000135097.7
OG0000939	ENSXETG00000006360.1	ENSG00000153944.11
OG0000940	ENSXETG00000011110.1, ENSXETG00000011091.1, ENSXETG00000018241.1, ENSXETG00000006370.1, ENSXETG00000011148.1	ENSG00000187550.8
OG0000941	ENSXETG00000008029.1, ENSXETG00000014756.1	ENSG00000183807.8
OG0000941	ENSXETG00000004391.1, ENSXETG00000010907.1	ENSG00000114023.15
OG0000942	ENSXETG00000009465.1	ENSG00000203879.12
OG0000942	ENSXETG00000018952.1, ENSXETG00000018054.1	ENSG00000057608.17
OG0000943	ENSXETG00000019411.1	ENSG00000147533.17
OG0000943	ENSXETG00000006883.1	ENSG00000155265.11
OG0000944	ENSXETG00000016176.1	ENSG00000274348.2, ENSG00000127412.7, ENSG00000276971.2, ENSG00000165125.20
OG0000945	ENSXETG00000016850.1	ENSG00000086061.16
OG0000945	ENSXETG00000008372.1	ENSG00000140403.12
OG0000946	ENSXETG00000013420.1	ENSG00000134389.10, ENSG00000000971.16
OG0000947	ENSXETG00000013116.1	ENSG00000130377.13
OG0000947	ENSXETG00000018622.1	ENSG00000103740.10
OG0000948	ENSXETG00000000250.1	ENSG00000137474.22
OG0000948	ENSXETG00000020584.1	ENSG00000169994.18
OG0000951	ENSXETG00000005482.1	ENSG00000172115.9
OG0000952	ENSXETG00000019504.1	ENSG00000137198.10
OG0000952	ENSXETG00000012947.1	ENSG00000284752.1, ENSG00000100938.17
OG0000953	ENSXETG00000012414.1	ENSG00000114956.20
OG0000953	ENSXETG00000012807.1	ENSG00000156136.10
OG0000954	ENSXETG00000011528.1	ENSG00000124209.4, ENSG00000168461.13
OG0000955	ENSXETG00000002116.1, ENSXETG00000002145.1, ENSXETG00000002130.1	ENSG00000161944.16, ENSG00000132514.13, ENSG00000141505.12
OG0000956	ENSXETG00000018911.1	ENSG00000104313.20
OG0000956	ENSXETG00000000822.1	ENSG00000112319.19
OG0000957	ENSXETG00000004752.1	ENSG00000142408.4
OG0000957	ENSXETG00000015460.1	ENSG00000075461.6
OG0000958	ENSXETG00000020378.1	ENSG00000140545.15
OG0000958	ENSXETG00000016362.1	ENSG00000164176.13
OG0000959	ENSXETG00000012836.1	ENSG00000067113.17
OG0000959	ENSXETG00000009530.1	ENSG00000141934.10
OG0000960	ENSXETG00000017706.1	ENSG00000187514.16
OG0000961	ENSXETG00000006170.1	ENSG00000010810.17
OG0000961	ENSXETG00000008925.1	ENSG00000000938.13
OG0000962	ENSXETG00000013175.1	ENSG00000100889.12, ENSG00000285241.2
OG0000962	ENSXETG00000003207.1	ENSG00000124253.11
OG0000963	ENSXETG00000001304.1	ENSG00000132819.17
OG0000963	ENSXETG00000019678.1	ENSG00000112183.15
OG0000964	ENSXETG00000002800.1	ENSG00000167580.7
OG0000964	ENSXETG00000002791.1	ENSG00000161798.7
OG0000965	ENSXETG00000011109.1	ENSG00000143333.7
OG0000965	ENSXETG00000015265.1	ENSG00000143248.13
OG0000966	ENSXETG00000020822.1	ENSG00000165655.17
OG0000966	ENSXETG00000017450.1	ENSG00000183779.7
OG0000967	ENSXETG00000002510.1	ENSG00000171617.14
OG0000967	ENSXETG00000020913.1	ENSG00000183655.13
OG0000968	ENSXETG00000009535.1	ENSG00000004864.13
OG0000968	ENSXETG00000007331.1	ENSG00000115840.14
OG0000969	ENSXETG00000006592.1	ENSG00000260914.3, ENSG00000132612.16
OG0000969	ENSXETG00000010722.1	ENSG00000119541.10
OG0000970	ENSXETG00000014101.1	ENSG00000099875.14
OG0000970	ENSXETG00000020349.1, ENSXETG00000020839.1	ENSG00000079277.21
OG0000971	ENSXETG00000018291.1	ENSG00000215612.8, ENSG00000288204.1
OG0000971	ENSXETG00000018325.1	ENSG00000188620.11
OG0000972	ENSXETG00000007086.1	ENSG00000103148.16
OG0000974	ENSXETG00000005026.1	ENSG00000285070.2, ENSG00000006831.10, ENSG00000159346.13
OG0000975	ENSXETG00000011500.1	ENSG00000142459.8
OG0000975	ENSXETG00000019662.1	ENSG00000067208.14
OG0000976	ENSXETG00000002548.1	ENSG00000197562.10
OG0000976	ENSXETG00000005801.1	ENSG00000102128.8, ENSG00000172476.4, ENSG00000141542.11
OG0000977	ENSXETG00000008224.1	ENSG00000157827.20
OG0000977	ENSXETG00000007561.1	ENSG00000161791.14
OG0000979	ENSXETG00000019768.1	ENSG00000115339.14
OG0000979	ENSXETG00000020831.1, ENSXETG00000020787.1	ENSG00000139629.16
OG0000980	ENSXETG00000016407.1	ENSG00000179295.17
OG0000981	ENSXETG00000014422.1	ENSG00000124249.7
OG0000981	ENSXETG00000018473.1	ENSG00000169427.8
OG0000982	ENSXETG00000011364.1	ENSG00000128595.17
OG0000982	ENSXETG00000008069.1	ENSG00000049449.9, ENSG00000285283.1
OG0000983	ENSXETG00000019638.1	ENSG00000109220.11
OG0000983	ENSXETG00000010521.1	ENSG00000204116.11
OG0000984	ENSXETG00000003706.1	ENSG00000257103.8, ENSG00000262860.5
OG0000985	ENSXETG00000015521.1	ENSG00000122728.6, ENSG00000147133.15
OG0000986	ENSXETG00000009511.1	ENSG00000070371.16
OG0000986	ENSXETG00000019477.1	ENSG00000141367.12
OG0000987	ENSXETG00000005358.1	ENSG00000063854.13
OG0000987	ENSXETG00000005326.1	ENSG00000103253.18
OG0000988	ENSXETG00000019257.1	ENSG00000122691.13
OG0000988	ENSXETG00000020861.1	ENSG00000288335.1, ENSG00000233608.4
OG0000989	ENSXETG00000000206.1	ENSG00000131791.8
OG0000989	ENSXETG00000001916.1	ENSG00000111725.11
OG0000990	ENSXETG00000000297.1	ENSG00000089159.16, ENSG00000110031.12
OG0000991	ENSXETG00000017566.1	ENSG00000104267.10
OG0000991	ENSXETG00000020353.1	ENSG00000164879.7
OG0000992	ENSXETG00000009821.1	ENSG00000170667.14, ENSG00000105808.17
OG0000992	ENSXETG00000003472.1	ENSG00000111344.11
OG0000993	ENSXETG00000009650.1	ENSG00000174123.11, ENSG00000174125.8, ENSG00000174130.12
OG0000994	ENSXETG00000009393.1	ENSG00000160633.13, ENSG00000130254.12
OG0000995	ENSXETG00000011409.1	ENSG00000169299.14
OG0000995	ENSXETG00000004611.1	ENSG00000165434.8
OG0000996	ENSXETG00000007902.1	ENSG00000146352.13
OG0000996	ENSXETG00000019476.1	ENSG00000177182.11
OG0000997	ENSXETG00000012430.1	ENSG00000206403.11, ENSG00000204427.12, ENSG00000230475.9, ENSG00000224552.9, ENSG00000231488.9, ENSG00000235676.9, ENSG00000236063.9
OG0000998	ENSXETG00000006221.1	ENSG00000149926.13, ENSG00000167695.15
OG0000999	ENSXETG00000017477.1	ENSG00000100592.15, ENSG00000146122.17
OG0001000	ENSXETG00000003552.1	ENSG00000164093.17
OG0001000	ENSXETG00000002505.1	ENSG00000107859.10
OG0001001	ENSXETG00000006551.1	ENSG00000131174.7, ENSG00000170516.17
OG0001002	ENSXETG00000014811.1	ENSG00000143627.19, ENSG00000262785.5
OG0001002	ENSXETG00000021202.1	ENSG00000067225.18
OG0001003	ENSXETG00000014005.1	ENSG00000149781.12
OG0001003	ENSXETG00000005996.1	ENSG00000101311.15
OG0001004	ENSXETG00000019467.1	ENSG00000141391.14
OG0001004	ENSXETG00000003085.1	ENSG00000101166.16
OG0001005	ENSXETG00000019750.1, ENSXETG00000005372.1	ENSG00000136536.15
OG0001006	ENSXETG00000011764.1	ENSG00000075035.10
OG0001006	ENSXETG00000013151.1	ENSG00000179314.14
OG0001007	ENSXETG00000004685.1	ENSG00000131747.15
OG0001007	ENSXETG00000019692.1	ENSG00000077097.15
OG0001008	ENSXETG00000007032.1	ENSG00000162631.18
OG0001008	ENSXETG00000006860.1	ENSG00000196358.11
OG0001009	ENSXETG00000010721.1	ENSG00000130653.16
OG0001010	ENSXETG00000014426.1	ENSG00000007001.12
OG0001010	ENSXETG00000002730.1	ENSG00000183696.14
OG0001011	ENSXETG00000002832.1	ENSG00000133627.18, ENSG00000115091.12, ENSG00000106526.10
OG0001012	ENSXETG00000013835.1, ENSXETG00000013318.1	ENSG00000183495.14
OG0001013	ENSXETG00000020239.1	ENSG00000186480.13, ENSG00000125629.15
OG0001014	ENSXETG00000013346.1	ENSG00000184863.11
OG0001015	ENSXETG00000016835.1	ENSG00000113575.10
OG0001015	ENSXETG00000013077.1	ENSG00000104695.13
OG0001016	ENSXETG00000006331.1	ENSG00000125827.9
OG0001016	ENSXETG00000001122.1	ENSG00000139921.13
OG0001017	ENSXETG00000003637.1	ENSG00000132716.19, ENSG00000226372.4, ENSG00000189186.10
OG0001018	ENSXETG00000019875.1	ENSG00000116954.8
OG0001018	ENSXETG00000001344.1	ENSG00000025039.15
OG0001019	ENSXETG00000018734.1	ENSG00000150867.14
OG0001019	ENSXETG00000018450.1	ENSG00000277292.2, ENSG00000276293.4
OG0001020	ENSXETG00000006453.1	ENSG00000159685.11
OG0001020	ENSXETG00000018908.1	ENSG00000106554.13
OG0001021	ENSXETG00000013615.1	ENSG00000142303.14
OG0001021	ENSXETG00000019291.1	ENSG00000049192.15
OG0001022	ENSXETG00000021010.1	ENSG00000213614.9, ENSG00000260729.1, ENSG00000049860.14
OG0001023	ENSXETG00000001199.1	ENSG00000280663.4, ENSG00000203880.12
OG0001023	ENSXETG00000000821.1	ENSG00000168300.14
OG0001024	ENSXETG00000010772.1	ENSG00000149187.18
OG0001024	ENSXETG00000018941.1	ENSG00000048740.18
OG0001025	ENSXETG00000005587.1	ENSG00000090776.6
OG0001025	ENSXETG00000001883.1	ENSG00000125266.8
OG0001026	ENSXETG00000010771.1	ENSG00000140563.15
OG0001026	ENSXETG00000009225.1	ENSG00000175471.19
OG0001027	ENSXETG00000016745.1	ENSG00000135446.17
OG0001027	ENSXETG00000002833.1	ENSG00000105810.9
OG0001028	ENSXETG00000015049.1	ENSG00000165246.14, ENSG00000146938.16
OG0001028	ENSXETG00000020396.1	ENSG00000169760.17
OG0001030	ENSXETG00000004619.1	ENSG00000174672.16
OG0001030	ENSXETG00000007541.1	ENSG00000160469.17
OG0001031	ENSXETG00000019867.1	ENSG00000188042.8
OG0001031	ENSXETG00000017875.1	ENSG00000122644.13
OG0001032	ENSXETG00000013914.1	ENSG00000275979.4, ENSG00000274616.4, ENSG00000274176.4, ENSG00000088038.19, ENSG00000274941.4, ENSG00000277600.4, ENSG00000277615.4, ENSG00000277114.4, ENSG00000273943.4, ENSG00000276082.4
OG0001033	ENSXETG00000014471.1	ENSG00000276935.4, ENSG00000277025.4, ENSG00000275118.4, ENSG00000277733.4, ENSG00000274194.4, ENSG00000278322.4, ENSG00000125505.17, ENSG00000277923.4, ENSG00000278519.4, ENSG00000273592.4
OG0001034	ENSXETG00000019021.1	ENSG00000157445.15
OG0001034	ENSXETG00000020824.1	ENSG00000151062.15, ENSG00000284953.2
OG0001035	ENSXETG00000005398.1	ENSG00000163751.4
OG0001035	ENSXETG00000005385.1	ENSG00000153002.12
OG0001036	ENSXETG00000020112.1	ENSG00000137942.16
OG0001036	ENSXETG00000018000.1	ENSG00000187239.17
OG0001037	ENSXETG00000003419.1	ENSG00000144118.14, ENSG00000006451.8
OG0001038	ENSXETG00000003565.1	ENSG00000008405.12
OG0001038	ENSXETG00000008100.1	ENSG00000121671.12
OG0001039	ENSXETG00000004811.1	ENSG00000276539.4, ENSG00000148123.15
OG0001039	ENSXETG00000020015.1	ENSG00000117598.13
OG0001040	ENSXETG00000016874.1	ENSG00000154330.13
OG0001040	ENSXETG00000010343.1	ENSG00000079739.17
OG0001041	ENSXETG00000000891.1	ENSG00000139053.3
OG0001041	ENSXETG00000006586.1, ENSXETG00000006624.1	ENSG00000185527.12
OG0001042	ENSXETG00000019130.1	ENSG00000146856.14
OG0001042	ENSXETG00000016775.1	ENSG00000165923.16, ENSG00000285501.2
OG0001043	ENSXETG00000018936.1	ENSG00000128512.23
OG0001043	ENSXETG00000008074.1	ENSG00000088538.13
OG0001044	ENSXETG00000016437.1	ENSG00000110090.13
OG0001045	ENSXETG00000009849.1	ENSG00000131051.24
OG0001046	ENSXETG00000020489.1	ENSG00000081019.13
OG0001046	ENSXETG00000019502.1	ENSG00000187257.16
OG0001047	ENSXETG00000004195.1	ENSG00000123104.12
OG0001047	ENSXETG00000021363.1	ENSG00000150995.19
OG0001048	ENSXETG00000019153.1	ENSG00000001617.12
OG0001048	ENSXETG00000018105.1	ENSG00000075223.14
OG0001049	ENSXETG00000000150.1	ENSG00000215301.10, ENSG00000067048.17
OG0001050	ENSXETG00000011627.1, ENSXETG00000011622.1	ENSG00000160182.3, ENSG00000160181.9
OG0001051	ENSXETG00000003819.1	ENSG00000086205.18, ENSG00000077616.11, ENSG00000285516.2
OG0001052	ENSXETG00000005933.1	ENSG00000123892.12
OG0001052	ENSXETG00000018440.1	ENSG00000118508.5
OG0001053	ENSXETG00000003249.1	ENSG00000119314.15
OG0001053	ENSXETG00000012673.1	ENSG00000011304.20
OG0001054	ENSXETG00000016946.1	ENSG00000119729.12
OG0001054	ENSXETG00000000025.1	ENSG00000126785.13
OG0001055	ENSXETG00000012739.1	ENSG00000166866.13, ENSG00000128641.19
OG0001056	ENSXETG00000002230.1	ENSG00000123594.5, ENSG00000066427.24
OG0001057	ENSXETG00000005470.1	ENSG00000165914.15
OG0001057	ENSXETG00000010198.1	ENSG00000068724.17
OG0001058	ENSXETG00000004331.1	ENSG00000165521.15
OG0001058	ENSXETG00000004103.1	ENSG00000214595.12
OG0001059	ENSXETG00000016852.1	ENSG00000139624.14
OG0001059	ENSXETG00000020445.1	ENSG00000172292.14
OG0001060	ENSXETG00000001959.1	ENSG00000112659.14, ENSG00000044090.9
OG0001061	ENSXETG00000017544.1	ENSG00000162244.12
OG0001062	ENSXETG00000018436.1	ENSG00000206338.9, ENSG00000233151.6, ENSG00000231852.9, ENSG00000232414.6, ENSG00000235134.7, ENSG00000198457.13
OG0001063	ENSXETG00000018269.1	ENSG00000211689.7, ENSG00000227191.8
OG0001064	ENSXETG00000011574.1	ENSG00000169777.6, ENSG00000221937.4, ENSG00000236398.2
OG0001067	ENSXETG00000008230.1	ENSG00000231823.3, ENSG00000225103.3, ENSG00000257473.7, ENSG00000237541.4, ENSG00000206301.9, ENSG00000233192.7, ENSG00000223793.7, ENSG00000231526.3, ENSG00000196735.13, ENSG00000232062.9, ENSG00000228284.8, ENSG00000225890.10, ENSG00000236418.8, ENSG00000206305.12
OG0001082	ENSXETG00000000142.1, ENSXETG00000012949.1	ENSG00000175564.13
OG0001082	ENSXETG00000000144.1	ENSG00000175567.10
OG0001083	ENSXETG00000005692.1	ENSG00000101935.10
OG0001083	ENSXETG00000000742.1	ENSG00000144233.9
OG0001084	ENSXETG00000013356.1	ENSG00000088812.18
OG0001084	ENSXETG00000009506.1	ENSG00000107518.18
OG0001085	ENSXETG00000007249.1	ENSG00000186854.11
OG0001085	ENSXETG00000014343.1	ENSG00000269113.4
OG0001086	ENSXETG00000003728.1	ENSG00000113361.13
OG0001086	ENSXETG00000005686.1	ENSG00000040731.10
OG0001087	ENSXETG00000004535.1	ENSG00000149927.18, ENSG00000272670.3, ENSG00000272636.4
OG0001088	ENSXETG00000002066.1	ENSG00000128989.10, ENSG00000143420.18
OG0001089	ENSXETG00000014963.1	ENSG00000113319.13
OG0001089	ENSXETG00000013237.1	ENSG00000058335.15
OG0001090	ENSXETG00000015314.1	ENSG00000165091.17
OG0001090	ENSXETG00000015362.1, ENSXETG00000010762.1	ENSG00000149488.13
OG0001091	ENSXETG00000007654.1	ENSG00000185013.16, ENSG00000250741.6
OG0001091	ENSXETG00000019170.1	ENSG00000116981.3
OG0001092	ENSXETG00000010445.1	ENSG00000104879.5
OG0001092	ENSXETG00000020621.1	ENSG00000166165.13
OG0001093	ENSXETG00000014290.1	ENSG00000116039.13
OG0001093	ENSXETG00000001358.1	ENSG00000147416.11
OG0001094	ENSXETG00000013655.1	ENSG00000126243.9
OG0001094	ENSXETG00000004056.1	ENSG00000128011.4
OG0001095	ENSXETG00000016799.1	ENSG00000116032.5
OG0001095	ENSXETG00000004785.1	ENSG00000198785.7
OG0001096	ENSXETG00000004800.1	ENSG00000125814.17
OG0001096	ENSXETG00000001385.1	ENSG00000105402.8
OG0001097	ENSXETG00000007631.1, ENSXETG00000015914.1	ENSG00000213918.10, ENSG00000167968.13
OG0001098	ENSXETG00000006915.1	ENSG00000143179.16
OG0001098	ENSXETG00000011310.1	ENSG00000130717.13
OG0001100	ENSXETG00000000694.1	ENSG00000145284.12, ENSG00000099194.6
OG0001101	ENSXETG00000001620.1	ENSG00000164032.12
OG0001101	ENSXETG00000013606.1	ENSG00000105968.18
OG0001102	ENSXETG00000009502.1	ENSG00000137449.16
OG0001102	ENSXETG00000016256.1	ENSG00000107864.15
OG0001103	ENSXETG00000010057.1	ENSG00000223680.10, ENSG00000229767.9, ENSG00000204580.13, ENSG00000234078.10, ENSG00000230456.10, ENSG00000137332.19, ENSG00000215522.11
OG0001104	ENSXETG00000018667.1	ENSG00000137878.17, ENSG00000263155.6
OG0001104	ENSXETG00000018661.1	ENSG00000255529.9
OG0001105	ENSXETG00000020532.1	ENSG00000102755.12
OG0001106	ENSXETG00000005412.1, ENSXETG00000005403.1, ENSXETG00000000362.1	ENSG00000110002.16
OG0001107	ENSXETG00000009668.1	ENSG00000111885.7
OG0001107	ENSXETG00000011896.1	ENSG00000198162.12
OG0001108	ENSXETG00000008551.1	ENSG00000112837.17
OG0001108	ENSXETG00000005708.1	ENSG00000092607.15
OG0001109	ENSXETG00000001171.1	ENSG00000107295.10
OG0001109	ENSXETG00000021145.1	ENSG00000141985.9
