Orthogroup	X_tropicalis.pep	M_musculus.pep
OG0002101	ENSXETG00000008096.1, ENSXETG00000008120.1, ENSXETG00000008104.1, ENSXETG00000008114.1, ENSXETG00000008126.1, ENSXETG00000008137.1, ENSXETG00000008129.1	ENSMUSG00000035148.4
OG0002102	ENSXETG00000011260.1	ENSMUSG00000031310.16
OG0002103	ENSXETG00000021276.1	ENSMUSG00000034327.17
OG0002104	ENSXETG00000017588.1	ENSMUSG00000028223.8
OG0002105	ENSXETG00000001910.1	ENSMUSG00000079278.1
OG0002106	ENSXETG00000000261.1	ENSMUSG00000067274.10
OG0002107	ENSXETG00000012467.1	ENSMUSG00000047104.5, ENSMUSG00000032959.12
OG0002108	ENSXETG00000021182.1	ENSMUSG00000027506.15
OG0002109	ENSXETG00000019277.1	ENSMUSG00000054051.7
OG0002110	ENSXETG00000009722.1	ENSMUSG00000022201.16
OG0002111	ENSXETG00000018551.1	ENSMUSG00000045493.4, ENSMUSG00000025128.7
OG0002112	ENSXETG00000016634.1	ENSMUSG00000071497.4, ENSMUSG00000008450.8
OG0002113	ENSXETG00000020275.1	ENSMUSG00000025915.14
OG0002114	ENSXETG00000008686.1	ENSMUSG00000019189.13
OG0002115	ENSXETG00000018770.1	ENSMUSG00000024990.13
OG0002116	ENSXETG00000000554.1	ENSMUSG00000038403.10
OG0002117	ENSXETG00000020902.1	ENSMUSG00000033615.9
OG0002117	ENSXETG00000013698.1	ENSMUSG00000025867.8
OG0002118	ENSXETG00000020333.1, ENSXETG00000013631.1	ENSMUSG00000061518.11, ENSMUSG00000079941.1
OG0002119	ENSXETG00000004870.1	ENSMUSG00000025586.17
OG0002120	ENSXETG00000000623.1	ENSMUSG00000047714.14
OG0002121	ENSXETG00000017594.1	ENSMUSG00000027861.13, ENSMUSG00000007122.11
OG0002123	ENSXETG00000009186.1	ENSMUSG00000016256.10
OG0002124	ENSXETG00000006348.1	ENSMUSG00000035818.14
OG0002125	ENSXETG00000019468.1	ENSMUSG00000065954.11
OG0002127	ENSXETG00000009314.1	ENSMUSG00000022519.14
OG0002128	ENSXETG00000014340.1	ENSMUSG00000042772.15
OG0002129	ENSXETG00000000333.1	ENSMUSG00000014504.16
OG0002130	ENSXETG00000001442.1	ENSMUSG00000052396.7
OG0002131	ENSXETG00000003332.1, ENSXETG00000016447.1, ENSXETG00000015108.1, ENSXETG00000016463.1, ENSXETG00000011892.1	ENSMUSG00000029179.14
OG0002132	ENSXETG00000001949.1, ENSXETG00000015986.1	ENSMUSG00000039059.11
OG0002133	ENSXETG00000014104.1	ENSMUSG00000014633.15
OG0002134	ENSXETG00000013550.1	ENSMUSG00000034424.5
OG0002135	ENSXETG00000007323.1	ENSMUSG00000020397.15
OG0002136	ENSXETG00000014218.1	ENSMUSG00000021156.17
OG0002137	ENSXETG00000016864.1	ENSMUSG00000028411.15
OG0002138	ENSXETG00000020871.1	ENSMUSG00000021377.15
OG0002139	ENSXETG00000007262.1	ENSMUSG00000024231.15
OG0002140	ENSXETG00000017969.1	ENSMUSG00000004285.12
OG0002141	ENSXETG00000016762.1	ENSMUSG00000029864.7
OG0002142	ENSXETG00000002688.1	ENSMUSG00000038346.18
OG0002143	ENSXETG00000011930.1	ENSMUSG00000118505.1, ENSMUSG00000108367.2
OG0002144	ENSXETG00000010619.1	ENSMUSG00000023084.11
OG0002145	ENSXETG00000018968.1	ENSMUSG00000015217.11
OG0002146	ENSXETG00000013761.1	ENSMUSG00000022235.15
OG0002147	ENSXETG00000000427.1	ENSMUSG00000098923.1, ENSMUSG00000073139.9
OG0002148	ENSXETG00000018177.1	ENSMUSG00000003779.16
OG0002149	ENSXETG00000019820.1	ENSMUSG00000025781.14
OG0002150	ENSXETG00000018811.1, ENSXETG00000010435.1	ENSMUSG00000033268.8, ENSMUSG00000068452.8
OG0002151	ENSXETG00000001487.1	ENSMUSG00000070426.12
OG0002152	ENSXETG00000004044.1	ENSMUSG00000040312.14
OG0002153	ENSXETG00000004117.1	ENSMUSG00000050410.15
OG0002154	ENSXETG00000011952.1	ENSMUSG00000026674.9
OG0002155	ENSXETG00000007327.1, ENSXETG00000014072.1	ENSMUSG00000024734.8
OG0002156	ENSXETG00000006484.1	ENSMUSG00000029207.16
OG0002157	ENSXETG00000001948.1, ENSXETG00000001981.1, ENSXETG00000001967.1	ENSMUSG00000028111.4
OG0002158	ENSXETG00000007035.1	ENSMUSG00000015013.9
OG0002159	ENSXETG00000012074.1	ENSMUSG00000048154.17
OG0002160	ENSXETG00000018004.1	ENSMUSG00000063838.6
OG0002161	ENSXETG00000014389.1	ENSMUSG00000040225.15
OG0002163	ENSXETG00000004971.1	ENSMUSG00000041720.14
OG0002164	ENSXETG00000002806.1	ENSMUSG00000024660.9
OG0002165	ENSXETG00000008876.1	ENSMUSG00000036751.7
OG0002166	ENSXETG00000005374.1	ENSMUSG00000004980.16
OG0002167	ENSXETG00000012554.1, ENSXETG00000004481.1	ENSMUSG00000025794.9
OG0002168	ENSXETG00000003073.1	ENSMUSG00000046947.12
OG0002169	ENSXETG00000007861.1	ENSMUSG00000001833.17
OG0002170	ENSXETG00000012883.1	ENSMUSG00000021981.10
OG0002170	ENSXETG00000007851.1	ENSMUSG00000036707.16
OG0002171	ENSXETG00000007789.1, ENSXETG00000007796.1, ENSXETG00000007799.1	ENSMUSG00000026271.15
OG0002172	ENSXETG00000020670.1	ENSMUSG00000001783.3
OG0002173	ENSXETG00000007163.1	ENSMUSG00000029686.15
OG0002174	ENSXETG00000011613.1	ENSMUSG00000033565.18
OG0002175	ENSXETG00000002622.1	ENSMUSG00000033688.10, ENSMUSG00000032554.15, ENSMUSG00000032496.7
OG0002176	ENSXETG00000002813.1	ENSMUSG00000020182.16
OG0002177	ENSXETG00000001818.1	ENSMUSG00000042406.8
OG0002178	ENSXETG00000010460.1	ENSMUSG00000014602.15
OG0002179	ENSXETG00000002233.1	ENSMUSG00000045394.9, ENSMUSG00000051397.5
OG0002180	ENSXETG00000015318.1	ENSMUSG00000022471.14
OG0002181	ENSXETG00000002455.1	ENSMUSG00000024386.9
OG0002182	ENSXETG00000015640.1	ENSMUSG00000063316.13
OG0002183	ENSXETG00000012973.1	ENSMUSG00000020019.4
OG0002184	ENSXETG00000019556.1	ENSMUSG00000028677.19
OG0002185	ENSXETG00000003231.1	ENSMUSG00000024975.13
OG0002186	ENSXETG00000011355.1	ENSMUSG00000017428.16
OG0002187	ENSXETG00000009407.1	ENSMUSG00000035681.7
OG0002188	ENSXETG00000001627.1	ENSMUSG00000028568.16, ENSMUSG00000114133.1
OG0002189	ENSXETG00000011972.1	ENSMUSG00000026439.14
OG0002190	ENSXETG00000020285.1	ENSMUSG00000030979.13
OG0002191	ENSXETG00000014030.1	ENSMUSG00000034667.8
OG0002192	ENSXETG00000004826.1, ENSXETG00000004820.1, ENSXETG00000002514.1	ENSMUSG00000036422.10
OG0002193	ENSXETG00000008053.1, ENSXETG00000002100.1	ENSMUSG00000020102.15
OG0002194	ENSXETG00000005970.1	ENSMUSG00000059883.16
OG0002195	ENSXETG00000009335.1	ENSMUSG00000038976.12
OG0002196	ENSXETG00000020803.1	ENSMUSG00000023089.12
OG0002197	ENSXETG00000009416.1	ENSMUSG00000019087.13
OG0002198	ENSXETG00000003985.1	ENSMUSG00000038482.11
OG0002199	ENSXETG00000006350.1	ENSMUSG00000066877.11
OG0002199	ENSXETG00000014258.1	ENSMUSG00000032475.15
OG0002200	ENSXETG00000017701.1	ENSMUSG00000000399.10
OG0002202	ENSXETG00000010427.1	ENSMUSG00000016619.10, ENSMUSG00000072878.4
OG0002203	ENSXETG00000014824.1	ENSMUSG00000031370.12, ENSMUSG00000044068.7
OG0002204	ENSXETG00000020883.1	ENSMUSG00000031295.13
OG0002205	ENSXETG00000000395.1	ENSMUSG00000041020.14
OG0002206	ENSXETG00000012875.1, ENSXETG00000012871.1, ENSXETG00000012882.1, ENSXETG00000012877.1, ENSXETG00000012870.1, ENSXETG00000012869.1	ENSMUSG00000074892.9
OG0002207	ENSXETG00000013171.1	ENSMUSG00000052496.5
OG0002209	ENSXETG00000009523.1	ENSMUSG00000022956.11
OG0002210	ENSXETG00000019479.1	ENSMUSG00000022865.14
OG0002211	ENSXETG00000010705.1	ENSMUSG00000026566.15
OG0002212	ENSXETG00000006976.1	ENSMUSG00000026571.12
OG0002213	ENSXETG00000010928.1, ENSXETG00000010913.1	ENSMUSG00000022661.14
OG0002214	ENSXETG00000000405.1	ENSMUSG00000031568.16
OG0002215	ENSXETG00000001988.1	ENSMUSG00000102805.5, ENSMUSG00000074513.9
OG0002216	ENSXETG00000019383.1	ENSMUSG00000029651.16
OG0002217	ENSXETG00000002153.1	ENSMUSG00000029647.15
OG0002218	ENSXETG00000005493.1	ENSMUSG00000053199.13
OG0002219	ENSXETG00000012665.1, ENSXETG00000012654.1, ENSXETG00000012713.1, ENSXETG00000012648.1	ENSMUSG00000018623.9
OG0002220	ENSXETG00000008923.1	ENSMUSG00000046111.17
OG0002221	ENSXETG00000012853.1	ENSMUSG00000034663.13
OG0002222	ENSXETG00000017845.1	ENSMUSG00000034724.18
OG0002223	ENSXETG00000012855.1	ENSMUSG00000029291.11
OG0002224	ENSXETG00000021090.1	ENSMUSG00000116016.1, ENSMUSG00000032745.18
OG0002225	ENSXETG00000000417.1	ENSMUSG00000041417.15
OG0002226	ENSXETG00000002214.1	ENSMUSG00000049658.13
OG0002227	ENSXETG00000017725.1	ENSMUSG00000033114.11
OG0002228	ENSXETG00000005344.1	ENSMUSG00000060176.4
OG0002229	ENSXETG00000020849.1	ENSMUSG00000024782.7
OG0002230	ENSXETG00000019729.1	ENSMUSG00000016496.7, ENSMUSG00000016498.10
OG0002231	ENSXETG00000000943.1	ENSMUSG00000094103.2, ENSMUSG00000095595.2
OG0002232	ENSXETG00000018318.1	ENSMUSG00000038578.15
OG0002233	ENSXETG00000004020.1	ENSMUSG00000039231.18, ENSMUSG00000026646.16
OG0002234	ENSXETG00000005017.1	ENSMUSG00000031706.7
OG0002235	ENSXETG00000001093.1	ENSMUSG00000021038.17
OG0002236	ENSXETG00000001314.1	ENSMUSG00000021243.14
OG0002237	ENSXETG00000021412.1	ENSMUSG00000028132.15
OG0002238	ENSXETG00000002517.1	ENSMUSG00000038895.16, ENSMUSG00000111842.1
OG0002239	ENSXETG00000009633.1	ENSMUSG00000039840.8, ENSMUSG00000116023.2
OG0002240	ENSXETG00000005818.1	ENSMUSG00000027286.16
OG0002241	ENSXETG00000002185.1, ENSXETG00000006319.1, ENSXETG00000007259.1, ENSXETG00000000959.1, ENSXETG00000000021.1, ENSXETG00000006891.1	ENSMUSG00000027176.8
OG0002242	ENSXETG00000007946.1	ENSMUSG00000048277.15, ENSMUSG00000093485.1
OG0002243	ENSXETG00000000625.1	ENSMUSG00000025498.15
OG0002244	ENSXETG00000014504.1	ENSMUSG00000110136.1, ENSMUSG00000025484.9
OG0002245	ENSXETG00000018926.1	ENSMUSG00000090173.8
OG0002246	ENSXETG00000004734.1	ENSMUSG00000050628.6, ENSMUSG00000039568.6
OG0002247	ENSXETG00000020190.1	ENSMUSG00000020859.16
OG0002248	ENSXETG00000004915.1	ENSMUSG00000027346.15
OG0002249	ENSXETG00000007857.1	ENSMUSG00000048332.13
OG0002249	ENSXETG00000006266.1	ENSMUSG00000041700.9
OG0002250	ENSXETG00000018944.1	ENSMUSG00000025878.16
OG0002251	ENSXETG00000019849.1	ENSMUSG00000021481.11
OG0002252	ENSXETG00000019674.1	ENSMUSG00000004642.13
OG0002254	ENSXETG00000021297.1	ENSMUSG00000009828.15
OG0002255	ENSXETG00000005793.1	ENSMUSG00000054204.6
OG0002255	ENSXETG00000001018.1	ENSMUSG00000087247.3
OG0002256	ENSXETG00000015911.1, ENSXETG00000015176.1	ENSMUSG00000000441.17
OG0002257	ENSXETG00000016508.1	ENSMUSG00000028248.15
OG0002258	ENSXETG00000010923.1	ENSMUSG00000019787.9
OG0002259	ENSXETG00000014355.1	ENSMUSG00000019797.11
OG0002260	ENSXETG00000011651.1	ENSMUSG00000030096.8
OG0002261	ENSXETG00000018374.1	ENSMUSG00000001632.16
OG0002262	ENSXETG00000008628.1	ENSMUSG00000039220.16
OG0002263	ENSXETG00000008606.1	ENSMUSG00000024436.16
OG0002264	ENSXETG00000008694.1	ENSMUSG00000024426.17
OG0002265	ENSXETG00000008719.1	ENSMUSG00000050705.15
OG0002266	ENSXETG00000013722.1	ENSMUSG00000014426.9
OG0002267	ENSXETG00000020072.1	ENSMUSG00000024403.16
OG0002268	ENSXETG00000000086.1	ENSMUSG00000040356.16
OG0002269	ENSXETG00000000683.1	ENSMUSG00000013787.15
OG0002270	ENSXETG00000019132.1	ENSMUSG00000019726.12
OG0002271	ENSXETG00000007668.1	ENSMUSG00000116953.1, ENSMUSG00000116895.1, ENSMUSG00000036552.19
OG0002272	ENSXETG00000002379.1, ENSXETG00000002376.1, ENSXETG00000020457.1	ENSMUSG00000116672.1, ENSMUSG00000056133.5, ENSMUSG00000067049.8
OG0002273	ENSXETG00000004410.1	ENSMUSG00000020460.15
OG0002275	ENSXETG00000012821.1	ENSMUSG00000004677.17
OG0002276	ENSXETG00000013209.1	ENSMUSG00000073423.10
OG0002276	ENSXETG00000009339.1	ENSMUSG00000032739.16
OG0002278	ENSXETG00000011632.1	ENSMUSG00000040940.18
OG0002279	ENSXETG00000000691.1	ENSMUSG00000001419.17
OG0002280	ENSXETG00000002546.1, ENSXETG00000006653.1	ENSMUSG00000062006.12
OG0002281	ENSXETG00000013880.1	ENSMUSG00000006699.17
OG0002284	ENSXETG00000019514.1	ENSMUSG00000076755.2, ENSMUSG00000076754.2, ENSMUSG00000076750.6, ENSMUSG00000076745.4
OG0002284	ENSXETG00000018512.1, ENSXETG00000018793.1	ENSMUSG00000076747.3
OG0002285	ENSXETG00000000313.1, ENSXETG00000015385.1	ENSMUSG00000052584.10
OG0002285	ENSXETG00000017409.1	ENSMUSG00000027808.8
OG0002286	ENSXETG00000008838.1	ENSMUSG00000071337.11
OG0002287	ENSXETG00000019535.1	ENSMUSG00000078784.8
OG0002288	ENSXETG00000002744.1	ENSMUSG00000049950.6
OG0002289	ENSXETG00000017619.1	ENSMUSG00000032293.8
OG0002290	ENSXETG00000000506.1	ENSMUSG00000040706.4
OG0002291	ENSXETG00000018213.1	ENSMUSG00000036402.13
OG0002291	ENSXETG00000004004.1	ENSMUSG00000048240.14
OG0002292	ENSXETG00000000266.1, ENSXETG00000000271.1, ENSXETG00000000291.1	ENSMUSG00000074004.3, ENSMUSG00000031803.8
OG0002298	ENSXETG00000005335.1	ENSMUSG00000037994.14, ENSMUSG00000050150.16
OG0002299	ENSXETG00000003015.1	ENSMUSG00000008435.15
OG0002320	ENSXETG00000016129.1	ENSMUSG00000029720.9, ENSMUSG00000093445.7
OG0002321	ENSXETG00000003241.1	ENSMUSG00000030007.8
OG0002322	ENSXETG00000016704.1	ENSMUSG00000031781.14
OG0002323	ENSXETG00000002918.1	ENSMUSG00000035547.14
OG0002324	ENSXETG00000012051.1	ENSMUSG00000031776.17
OG0002325	ENSXETG00000008743.1	ENSMUSG00000015165.16
OG0002326	ENSXETG00000018906.1	ENSMUSG00000017376.15
OG0002327	ENSXETG00000019786.1	ENSMUSG00000025986.6
OG0002328	ENSXETG00000012453.1	ENSMUSG00000025980.14
OG0002329	ENSXETG00000006758.1	ENSMUSG00000001482.15
OG0002330	ENSXETG00000018746.1	ENSMUSG00000024301.10, ENSMUSG00000079553.11
OG0002331	ENSXETG00000010348.1	ENSMUSG00000006932.17
OG0002332	ENSXETG00000003717.1, ENSXETG00000012002.1, ENSXETG00000003703.1	ENSMUSG00000031932.14
OG0002333	ENSXETG00000007001.1	ENSMUSG00000116359.1, ENSMUSG00000032803.15
OG0002334	ENSXETG00000019417.1	ENSMUSG00000022682.8
OG0002335	ENSXETG00000018014.1	ENSMUSG00000032726.12, ENSMUSG00000002384.2
OG0002336	ENSXETG00000015383.1	ENSMUSG00000029436.9
OG0002337	ENSXETG00000020134.1	ENSMUSG00000020471.11
OG0002339	ENSXETG00000003217.1	ENSMUSG00000041560.12
OG0002340	ENSXETG00000004010.1	ENSMUSG00000038712.16
OG0002341	ENSXETG00000001045.1	ENSMUSG00000089865.2, ENSMUSG00000092192.7
OG0002342	ENSXETG00000000324.1	ENSMUSG00000024054.14
OG0002343	ENSXETG00000016988.1	ENSMUSG00000026924.17
OG0002344	ENSXETG00000014171.1	ENSMUSG00000046717.5, ENSMUSG00000031221.7
OG0002345	ENSXETG00000013923.1	ENSMUSG00000059273.9
OG0002346	ENSXETG00000011261.1	ENSMUSG00000040488.17
OG0002347	ENSXETG00000006972.1	ENSMUSG00000055670.14
OG0002348	ENSXETG00000018624.1	ENSMUSG00000020063.16
OG0002349	ENSXETG00000021242.1	ENSMUSG00000020064.9
OG0002350	ENSXETG00000011671.1	ENSMUSG00000049643.15
OG0002351	ENSXETG00000007906.1	ENSMUSG00000000881.12
OG0002352	ENSXETG00000014368.1	ENSMUSG00000030583.16
OG0002353	ENSXETG00000004906.1, ENSXETG00000004722.1, ENSXETG00000016979.1, ENSXETG00000018608.1	ENSMUSG00000021259.5
OG0002354	ENSXETG00000009371.1	ENSMUSG00000049323.8
OG0002355	ENSXETG00000005969.1	ENSMUSG00000030557.17
OG0002356	ENSXETG00000008811.1	ENSMUSG00000020534.14
OG0002357	ENSXETG00000002715.1	ENSMUSG00000027185.15
OG0002358	ENSXETG00000002286.1	ENSMUSG00000001151.10
OG0002359	ENSXETG00000003978.1	ENSMUSG00000037469.10
OG0002360	ENSXETG00000000063.1, ENSXETG00000002016.1	ENSMUSG00000022843.17
OG0002361	ENSXETG00000015796.1, ENSXETG00000002596.1	ENSMUSG00000027086.16
OG0002363	ENSXETG00000019331.1	ENSMUSG00000031822.20
OG0002364	ENSXETG00000015439.1	ENSMUSG00000072663.12
OG0002365	ENSXETG00000016590.1	ENSMUSG00000026915.16
OG0002366	ENSXETG00000009848.1, ENSXETG00000009823.1	ENSMUSG00000011382.8, ENSMUSG00000109926.1
OG0002367	ENSXETG00000015432.1	ENSMUSG00000074129.14
OG0002368	ENSXETG00000011922.1	ENSMUSG00000116100.1, ENSMUSG00000022362.13, ENSMUSG00000116094.1, ENSMUSG00000101892.1
OG0002369	ENSXETG00000000172.1	ENSMUSG00000029518.15
OG0002371	ENSXETG00000010156.1	ENSMUSG00000004558.15
OG0002372	ENSXETG00000002575.1	ENSMUSG00000022110.13
OG0002373	ENSXETG00000009737.1	ENSMUSG00000093701.7, ENSMUSG00000022969.13
OG0002374	ENSXETG00000019971.1	ENSMUSG00000044033.16
OG0002376	ENSXETG00000009331.1, ENSXETG00000007643.1	ENSMUSG00000004948.12
OG0002377	ENSXETG00000008010.1	ENSMUSG00000000088.7
OG0002378	ENSXETG00000011471.1	ENSMUSG00000030525.8
OG0002379	ENSXETG00000007177.1	ENSMUSG00000031201.17, ENSMUSG00000112039.1
OG0002380	ENSXETG00000020503.1	ENSMUSG00000034088.15
OG0002381	ENSXETG00000002001.1	ENSMUSG00000020728.17
OG0002383	ENSXETG00000003853.1	ENSMUSG00000020899.16
OG0002384	ENSXETG00000003004.1	ENSMUSG00000021248.9
OG0002385	ENSXETG00000020566.1	ENSMUSG00000005802.12, ENSMUSG00000111214.1
OG0002386	ENSXETG00000004976.1	ENSMUSG00000055067.15
OG0002387	ENSXETG00000005428.1	ENSMUSG00000027404.15, ENSMUSG00000102252.5
OG0002388	ENSXETG00000001602.1	ENSMUSG00000005442.13
OG0002389	ENSXETG00000002980.1	ENSMUSG00000028452.7
OG0002390	ENSXETG00000013798.1	ENSMUSG00000042129.8, ENSMUSG00000027339.15
OG0002391	ENSXETG00000019741.1	ENSMUSG00000066406.16
OG0002392	ENSXETG00000004144.1	ENSMUSG00000007050.17
OG0002393	ENSXETG00000006621.1	ENSMUSG00000007030.8
OG0002394	ENSXETG00000006614.1	ENSMUSG00000052516.19
OG0002395	ENSXETG00000017563.1	ENSMUSG00000026875.14
OG0002396	ENSXETG00000021077.1	ENSMUSG00000031766.4
OG0002397	ENSXETG00000012421.1	ENSMUSG00000024182.16
OG0002398	ENSXETG00000006563.1	ENSMUSG00000046556.7
OG0002399	ENSXETG00000008193.1	ENSMUSG00000022097.4
OG0002400	ENSXETG00000004373.1	ENSMUSG00000006289.14
OG0002401	ENSXETG00000017387.1	ENSMUSG00000028790.13
OG0002402	ENSXETG00000011341.1	ENSMUSG00000001017.15
OG0002403	ENSXETG00000011421.1	ENSMUSG00000048895.13
OG0002404	ENSXETG00000006787.1	ENSMUSG00000030779.16
OG0002405	ENSXETG00000015113.1	ENSMUSG00000019854.17
OG0002406	ENSXETG00000017022.1	ENSMUSG00000020897.12, ENSMUSG00000070837.5
OG0002407	ENSXETG00000012169.1	ENSMUSG00000046447.3, ENSMUSG00000051146.2
OG0002408	ENSXETG00000012342.1	ENSMUSG00000026959.13
OG0002409	ENSXETG00000019001.1	ENSMUSG00000039384.8
OG0002410	ENSXETG00000001472.1	ENSMUSG00000030138.8
OG0002411	ENSXETG00000020959.1	ENSMUSG00000019978.16
OG0002412	ENSXETG00000016539.1	ENSMUSG00000038916.7
OG0002413	ENSXETG00000015095.1	ENSMUSG00000040430.18
OG0002415	ENSXETG00000017200.1	ENSMUSG00000023092.16, ENSMUSG00000050035.7
OG0002416	ENSXETG00000015196.1	ENSMUSG00000061731.9
OG0002417	ENSXETG00000003306.1	ENSMUSG00000023043.7
OG0002418	ENSXETG00000016908.1	ENSMUSG00000013833.15
OG0002419	ENSXETG00000018256.1	ENSMUSG00000025544.13
OG0002420	ENSXETG00000008529.1	ENSMUSG00000028868.13
OG0002421	ENSXETG00000015401.1, ENSXETG00000004863.1	ENSMUSG00000035121.6
OG0002422	ENSXETG00000014411.1	ENSMUSG00000070934.6, ENSMUSG00000041658.12
OG0002423	ENSXETG00000002309.1	ENSMUSG00000031951.8
OG0002424	ENSXETG00000009180.1	ENSMUSG00000032094.8, ENSMUSG00000002033.14
OG0002425	ENSXETG00000006599.1	ENSMUSG00000029095.17
OG0002426	ENSXETG00000013056.1	ENSMUSG00000047098.18
OG0002427	ENSXETG00000005001.1	ENSMUSG00000070880.10
OG0002428	ENSXETG00000010873.1	ENSMUSG00000037993.8
OG0002429	ENSXETG00000012881.1	ENSMUSG00000029101.16
OG0002430	ENSXETG00000008445.1	ENSMUSG00000000301.16
OG0002431	ENSXETG00000003230.1	ENSMUSG00000005417.17
OG0002432	ENSXETG00000011557.1	ENSMUSG00000116271.1, ENSMUSG00000037106.8
OG0002433	ENSXETG00000011874.1	ENSMUSG00000037119.4, ENSMUSG00000116351.1
OG0002435	ENSXETG00000008218.1	ENSMUSG00000011306.7
OG0002436	ENSXETG00000014054.1	ENSMUSG00000049036.7
OG0002438	ENSXETG00000019601.1	ENSMUSG00000039103.12
OG0002439	ENSXETG00000014305.1	ENSMUSG00000028717.12
OG0002440	ENSXETG00000013747.1	ENSMUSG00000029056.13
OG0002441	ENSXETG00000003198.1	ENSMUSG00000003848.14
OG0002442	ENSXETG00000011079.1	ENSMUSG00000026824.11
OG0002443	ENSXETG00000009759.1	ENSMUSG00000005677.14
OG0002443	ENSXETG00000004427.1	ENSMUSG00000022809.4
OG0002444	ENSXETG00000001553.1	ENSMUSG00000042709.15
OG0002445	ENSXETG00000002553.1	ENSMUSG00000033047.5
OG0002446	ENSXETG00000020817.1	ENSMUSG00000071708.11
OG0002447	ENSXETG00000019068.1	ENSMUSG00000033458.17
OG0002448	ENSXETG00000006680.1	ENSMUSG00000028557.10
OG0002449	ENSXETG00000007475.1	ENSMUSG00000001666.8
OG0002452	ENSXETG00000006613.1	ENSMUSG00000031788.14
OG0002453	ENSXETG00000006455.1, ENSXETG00000006187.1	ENSMUSG00000032066.9
OG0002454	ENSXETG00000011653.1	ENSMUSG00000022032.14
OG0002455	ENSXETG00000013890.1, ENSXETG00000005491.1	ENSMUSG00000000167.14
OG0002456	ENSXETG00000001866.1	ENSMUSG00000022299.9, ENSMUSG00000107007.3
OG0002457	ENSXETG00000011856.1	ENSMUSG00000032231.14
OG0002458	ENSXETG00000018482.1	ENSMUSG00000063952.16
OG0002459	ENSXETG00000009981.1	ENSMUSG00000021124.13
OG0002460	ENSXETG00000002641.1	ENSMUSG00000030120.14
OG0002461	ENSXETG00000000013.1	ENSMUSG00000009621.18
OG0002462	ENSXETG00000019253.1, ENSXETG00000014386.1	ENSMUSG00000026853.15
OG0002463	ENSXETG00000004659.1	ENSMUSG00000115987.1
OG0002464	ENSXETG00000009480.1	ENSMUSG00000095567.8
OG0002465	ENSXETG00000003713.1	ENSMUSG00000022565.15
OG0002466	ENSXETG00000014977.1, ENSXETG00000013684.1	ENSMUSG00000040511.14, ENSMUSG00000062300.14
OG0002468	ENSXETG00000015862.1	ENSMUSG00000073982.11
OG0002469	ENSXETG00000004304.1	ENSMUSG00000073434.12
OG0002470	ENSXETG00000003475.1	ENSMUSG00000022487.14
OG0002471	ENSXETG00000012759.1	ENSMUSG00000102976.6, ENSMUSG00000116275.1
OG0002472	ENSXETG00000005817.1, ENSXETG00000011771.1	ENSMUSG00000023806.10, ENSMUSG00000073471.3
OG0002475	ENSXETG00000008817.1	ENSMUSG00000072720.9
OG0002476	ENSXETG00000021159.1	ENSMUSG00000027601.13
OG0002477	ENSXETG00000010999.1	ENSMUSG00000036270.16
OG0002478	ENSXETG00000020187.1	ENSMUSG00000067567.12
OG0002479	ENSXETG00000002362.1	ENSMUSG00000051065.9
OG0002480	ENSXETG00000003956.1	ENSMUSG00000030598.15, ENSMUSG00000037463.14
OG0002481	ENSXETG00000003319.1	ENSMUSG00000029714.11
OG0002482	ENSXETG00000012498.1	ENSMUSG00000024589.18
OG0002483	ENSXETG00000015179.1	ENSMUSG00000022035.6
OG0002484	ENSXETG00000002273.1	ENSMUSG00000015750.15
OG0002485	ENSXETG00000003059.1	ENSMUSG00000032038.7
OG0002486	ENSXETG00000018782.1	ENSMUSG00000025925.14
OG0002487	ENSXETG00000018801.1	ENSMUSG00000079658.9
OG0002488	ENSXETG00000020412.1	ENSMUSG00000031755.6
OG0002489	ENSXETG00000000880.1	ENSMUSG00000034235.17
OG0002490	ENSXETG00000003782.1	ENSMUSG00000037098.18
OG0002491	ENSXETG00000007073.1	ENSMUSG00000101678.3, ENSMUSG00000106864.3
OG0002492	ENSXETG00000018126.1	ENSMUSG00000037013.17
OG0002493	ENSXETG00000008432.1, ENSXETG00000008461.1, ENSXETG00000008447.1, ENSXETG00000019965.1	ENSMUSG00000022863.15
OG0002494	ENSXETG00000018560.1	ENSMUSG00000031556.6
OG0002495	ENSXETG00000003081.1	ENSMUSG00000092212.3, ENSMUSG00000074028.4
OG0002496	ENSXETG00000007277.1	ENSMUSG00000022561.13
OG0002497	ENSXETG00000018685.1	ENSMUSG00000098301.6, ENSMUSG00000018379.17
OG0002498	ENSXETG00000007452.1	ENSMUSG00000027466.15
OG0002499	ENSXETG00000011808.1	ENSMUSG00000032840.7
OG0002500	ENSXETG00000013740.1	ENSMUSG00000053286.11
OG0002501	ENSXETG00000001635.1	ENSMUSG00000024087.4
OG0002502	ENSXETG00000003784.1	ENSMUSG00000032743.15
OG0002504	ENSXETG00000012228.1	ENSMUSG00000004655.5
