Orthogroup	X_tropicalis.pep	N_naja.pep
OG0003209	ENSXETG00000019959.1, ENSXETG00000015709.1	Nana09898-RA
OG0003210	ENSXETG00000003530.1	Nana33926-RB, Nana33926-RC, Nana33926-RD, Nana33926-RA
OG0003211	ENSXETG00000018188.1	Nana05703-RA
OG0003213	ENSXETG00000011171.1	Nana34337-RB
OG0003214	ENSXETG00000011685.1	Nana16251-RC, Nana16251-RA, Nana16251-RB
OG0003215	ENSXETG00000014310.1	Nana15283-RA
OG0003216	ENSXETG00000014954.1, ENSXETG00000015041.1	Nana23625-RB, Nana23625-RA
OG0003217	ENSXETG00000020415.1	Nana00972-RB, Nana00972-RA
OG0003218	ENSXETG00000008715.1, ENSXETG00000008004.1	Nana35168-RA, Nana35168-RB, Nana35168-RC
OG0003220	ENSXETG00000014864.1	Nana15294-RA
OG0003221	ENSXETG00000000149.1	Nana10462-RD, Nana10462-RA, Nana10462-RC, Nana10462-RB
OG0003222	ENSXETG00000005881.1	Nana21656-RA
OG0003223	ENSXETG00000020210.1	Nana21677-RD, Nana21677-RA, Nana21677-RC, Nana21677-RB
OG0003224	ENSXETG00000003205.1	Nana30612-RC, Nana30612-RF, Nana30612-RD, Nana30612-RB, Nana30612-RE
OG0003225	ENSXETG00000004156.1	Nana27470-RA
OG0003226	ENSXETG00000000099.1	Nana27476-RA, Nana27476-RC, Nana27476-RB
OG0003227	ENSXETG00000016329.1	Nana20450-RA
OG0003228	ENSXETG00000016412.1	Nana20434-RA
OG0003229	ENSXETG00000016901.1	Nana15467-RA
OG0003230	ENSXETG00000016883.1	Nana15469-RA
OG0003231	ENSXETG00000001797.1	Nana08395-RA, Nana27524-RA
OG0003232	ENSXETG00000007248.1	Nana20398-RA
OG0003233	ENSXETG00000006880.1	Nana14956-RA
OG0003234	ENSXETG00000011729.1	Nana27430-RA
OG0003235	ENSXETG00000011884.1	Nana14944-RA, Nana14945-RA
OG0003236	ENSXETG00000001032.1	Nana22350-RA
OG0003237	ENSXETG00000009488.1	Nana27384-RB, Nana27384-RA
OG0003238	ENSXETG00000019785.1	Nana14913-RB, Nana14913-RA
OG0003239	ENSXETG00000019013.1	Nana02984-RA, Nana02984-RB
OG0003240	ENSXETG00000003977.1	Nana27356-RA
OG0003241	ENSXETG00000003714.1	Nana22514-RA, Nana22514-RB
OG0003242	ENSXETG00000003695.1	Nana22515-RA, Nana22515-RB, Nana22516-RA, Nana22516-RB
OG0003243	ENSXETG00000017600.1	Nana20146-RC, Nana20146-RB, Nana20146-RA
OG0003244	ENSXETG00000017574.1	Nana14864-RA
OG0003245	ENSXETG00000010875.1	Nana22611-RA, Nana22612-RA
OG0003246	ENSXETG00000002690.1	Nana22634-RA
OG0003247	ENSXETG00000010628.1, ENSXETG00000004378.1	Nana22673-RA, Nana22673-RB
OG0003248	ENSXETG00000011149.1, ENSXETG00000011133.1	Nana20084-RA
OG0003249	ENSXETG00000003536.1	Nana22679-RA, Nana22680-RA
OG0003250	ENSXETG00000013446.1, ENSXETG00000015193.1	Nana27303-RA
OG0003251	ENSXETG00000000804.1	Nana22695-RB, Nana22695-RA, Nana22695-RC
OG0003252	ENSXETG00000010376.1	Nana27299-RA
OG0003253	ENSXETG00000000827.1	Nana22694-RB, Nana22694-RA
OG0003254	ENSXETG00000002385.1	Nana14633-RB, Nana14633-RC, Nana14633-RA
OG0003255	ENSXETG00000009843.1	Nana37814-RA, Nana22727-RA, Nana22727-RC
OG0003256	ENSXETG00000019753.1	Nana20032-RA, Nana20032-RB
OG0003257	ENSXETG00000013302.1	Nana22775-RA
OG0003259	ENSXETG00000019328.1	Nana27223-RB, Nana27223-RC, Nana27223-RD, Nana27223-RE
OG0003260	ENSXETG00000011197.1	Nana20009-RA, Nana20009-RB, Nana20009-RC
OG0003261	ENSXETG00000005404.1	Nana27219-RA, Nana27219-RB
OG0003262	ENSXETG00000006931.1	Nana22791-RA, Nana22791-RF, Nana22791-RE, Nana22791-RD
OG0003263	ENSXETG00000014531.1	Nana27213-RA
OG0003264	ENSXETG00000021357.1	Nana14550-RC, Nana14550-RB, Nana14550-RA, Nana14550-RD
OG0003265	ENSXETG00000002875.1	Nana22815-RB, Nana22815-RA
OG0003266	ENSXETG00000009881.1	Nana22830-RA, Nana22830-RB
OG0003267	ENSXETG00000020513.1	Nana27135-RG, Nana27135-RD, Nana27135-RC, Nana27135-RF
OG0003268	ENSXETG00000016739.1, ENSXETG00000010845.1	Nana27114-RA
OG0003269	ENSXETG00000004485.1	Nana22851-RB, Nana22851-RD, Nana22851-RC
OG0003270	ENSXETG00000009116.1	Nana22853-RA
OG0003271	ENSXETG00000006803.1	Nana19941-RA, Nana19941-RB, Nana19941-RC
OG0003272	ENSXETG00000001119.1	Nana27085-RA
OG0003273	ENSXETG00000004552.1	Nana19822-RA
OG0003274	ENSXETG00000012985.1	Nana27076-RA
OG0003275	ENSXETG00000010558.1	Nana22912-RA
OG0003276	ENSXETG00000016842.1	Nana27062-RA
OG0003277	ENSXETG00000008713.1	Nana22927-RB, Nana22927-RC, Nana22927-RA
OG0003278	ENSXETG00000009318.1	Nana14403-RB, Nana14403-RA
OG0003279	ENSXETG00000007357.1	Nana22949-RD, Nana22949-RB, Nana22949-RA
OG0003280	ENSXETG00000010208.1	Nana22963-RA
OG0003281	ENSXETG00000010053.1	Nana19191-RA, Nana19193-RA
OG0003281	ENSXETG00000003890.1	Nana19187-RA
OG0003282	ENSXETG00000010865.1, ENSXETG00000020398.1	Nana22965-RA
OG0003283	ENSXETG00000009221.1	Nana14498-RC, Nana14498-RB, Nana14498-RA, Nana14498-RD
OG0003284	ENSXETG00000003375.1	Nana23004-RA
OG0003285	ENSXETG00000008465.1	Nana23019-RA
OG0003286	ENSXETG00000020420.1	Nana23023-RA
OG0003287	ENSXETG00000008262.1	Nana17648-RB, Nana17648-RC, Nana17648-RD
OG0003288	ENSXETG00000015506.1	Nana17656-RC, Nana17656-RD, Nana17656-RA, Nana17656-RB
OG0003289	ENSXETG00000020259.1	Nana19456-RA, Nana19451-RA, Nana19454-RA
OG0003290	ENSXETG00000002358.1	Nana17657-RB, Nana17657-RA
OG0003291	ENSXETG00000016920.1	Nana14535-RC, Nana14535-RB, Nana14535-RA
OG0003292	ENSXETG00000002508.1, ENSXETG00000015446.1	Nana19575-RA
OG0003293	ENSXETG00000017678.1	Nana19569-RA, Nana19569-RC, Nana19569-RB, Nana19569-RD
OG0003294	ENSXETG00000001002.1, ENSXETG00000001046.1	Nana19538-RA
OG0003295	ENSXETG00000007290.1	Nana19591-RA
OG0003296	ENSXETG00000009611.1	Nana23116-RA
OG0003297	ENSXETG00000005048.1, ENSXETG00000001459.1	Nana23143-RB, Nana23143-RA
OG0003298	ENSXETG00000004952.1	Nana26618-RA, Nana26618-RC, Nana26618-RB, Nana39903-RA
OG0003300	ENSXETG00000019775.1	Nana21535-RA, Nana23158-RA, Nana23157-RA
OG0003301	ENSXETG00000004038.1	Nana26520-RA
OG0003302	ENSXETG00000018828.1	Nana23174-RA
OG0003303	ENSXETG00000017097.1	Nana19271-RA, Nana23185-RA
OG0003304	ENSXETG00000020869.1	Nana26333-RA
OG0003305	ENSXETG00000019980.1, ENSXETG00000014641.1	Nana23199-RB, Nana23199-RA
OG0003306	ENSXETG00000017630.1	Nana23214-RA
OG0003307	ENSXETG00000006905.1	Nana26320-RA, Nana39781-RA
OG0003308	ENSXETG00000017531.1	Nana37859-RA, Nana37857-RA, Nana23235-RA
OG0003309	ENSXETG00000003348.1	Nana26474-RA
OG0003310	ENSXETG00000010678.1	Nana12449-RA
OG0003311	ENSXETG00000021103.1	Nana29702-RA, Nana29703-RA
OG0003312	ENSXETG00000018735.1	Nana29710-RA, Nana29712-RA
OG0003313	ENSXETG00000013188.1	Nana14039-RD, Nana14039-RA, Nana14039-RB, Nana14039-RC
OG0003314	ENSXETG00000009560.1	Nana23283-RB, Nana23283-RA
OG0003315	ENSXETG00000021383.1	Nana29641-RC, Nana29641-RA, Nana29641-RB, Nana29641-RD
OG0003316	ENSXETG00000002357.1	Nana23366-RA, Nana27740-RA
OG0003317	ENSXETG00000018927.1	Nana13995-RA
OG0003318	ENSXETG00000002611.1	Nana26306-RD, Nana26306-RA, Nana26306-RB, Nana26306-RC
OG0003319	ENSXETG00000001863.1	Nana26252-RA
OG0003319	ENSXETG00000001851.1	Nana26246-RA
OG0003320	ENSXETG00000020950.1	Nana29587-RA
OG0003321	ENSXETG00000007118.1	Nana23321-RA, Nana23321-RC, Nana23321-RB
OG0003322	ENSXETG00000004739.1	Nana26201-RB, Nana26201-RA
OG0003323	ENSXETG00000020583.1	Nana13903-RA
OG0003324	ENSXETG00000004678.1, ENSXETG00000009787.1	Nana18508-RA
OG0003325	ENSXETG00000005063.1	Nana13892-RA
OG0003325	ENSXETG00000013240.1	Nana04850-RA
OG0003326	ENSXETG00000007484.1	Nana13870-RA, Nana13870-RB
OG0003327	ENSXETG00000012138.1	Nana13852-RA, Nana13852-RB
OG0003328	ENSXETG00000010918.1	Nana13842-RA, Nana13842-RB, Nana13842-RE
OG0003329	ENSXETG00000018120.1	Nana29369-RB, Nana29369-RC, Nana29369-RA
OG0003330	ENSXETG00000016855.1, ENSXETG00000016869.1	Nana29370-RB, Nana29370-RA
OG0003331	ENSXETG00000015016.1	Nana10317-RA, Nana25987-RA
OG0003332	ENSXETG00000020781.1	Nana25925-RA
OG0003333	ENSXETG00000019017.1	Nana25902-RA
OG0003334	ENSXETG00000014444.1	Nana13799-RA
OG0003335	ENSXETG00000010439.1	Nana29479-RD, Nana29479-RC, Nana29479-RB, Nana29479-RA
OG0003336	ENSXETG00000020316.1	Nana13791-RA, Nana13791-RB
OG0003337	ENSXETG00000011147.1	Nana11040-RA, Nana11039-RA
OG0003338	ENSXETG00000000329.1	Nana25854-RA, Nana25853-RA
OG0003339	ENSXETG00000005714.1	Nana29195-RA, Nana29195-RD, Nana29195-RC, Nana29195-RB
OG0003340	ENSXETG00000005563.1	Nana25829-RA
OG0003341	ENSXETG00000004325.1	Nana29184-RA, Nana29184-RC, Nana29184-RB
OG0003342	ENSXETG00000000984.1	Nana29218-RA, Nana29218-RB, Nana29218-RC, Nana29218-RD
OG0003343	ENSXETG00000016441.1	Nana24394-RA, Nana24389-RA, Nana24392-RA
OG0003344	ENSXETG00000017538.1	Nana29354-RA, Nana29352-RA
OG0003345	ENSXETG00000001865.1	Nana13481-RA
OG0003346	ENSXETG00000004940.1	Nana24494-RA
OG0003347	ENSXETG00000020518.1	Nana29313-RA
OG0003348	ENSXETG00000020757.1	Nana29300-RA, Nana29300-RB, Nana29300-RC
OG0003349	ENSXETG00000018293.1	Nana29299-RA, Nana29301-RA
OG0003350	ENSXETG00000001156.1, ENSXETG00000001188.1, ENSXETG00000001180.1, ENSXETG00000018664.1	Nana13402-RA
OG0003351	ENSXETG00000008651.1	Nana29518-RA, Nana29518-RB, Nana29518-RC
OG0003352	ENSXETG00000014233.1	Nana24645-RA
OG0003353	ENSXETG00000014059.1	Nana24649-RB
OG0003354	ENSXETG00000013050.1	Nana00093-RA, Nana00094-RA
OG0003355	ENSXETG00000012156.1	Nana18479-RA, Nana18476-RA
OG0003356	ENSXETG00000005419.1	Nana24674-RA, Nana02261-RA, Nana24673-RA
OG0003357	ENSXETG00000006021.1, ENSXETG00000006029.1, ENSXETG00000006015.1, ENSXETG00000006011.1	Nana24682-RA
OG0003358	ENSXETG00000015413.1	Nana24689-RB, Nana24689-RA
OG0003359	ENSXETG00000007878.1	Nana18612-RA, Nana18612-RC, Nana18612-RB
OG0003360	ENSXETG00000008505.1	Nana18620-RA, Nana18620-RB, Nana18620-RC
OG0003361	ENSXETG00000004723.1	Nana18141-RA
OG0003362	ENSXETG00000004982.1	Nana18147-RA, Nana18147-RB
OG0003363	ENSXETG00000012220.1	Nana18174-RA
OG0003364	ENSXETG00000002070.1	Nana18191-RA
OG0003365	ENSXETG00000002805.1	Nana18198-RB, Nana18198-RC, Nana18198-RD, Nana18198-RA
OG0003366	ENSXETG00000000894.1	Nana18259-RA
OG0003367	ENSXETG00000001101.1	Nana24891-RB, Nana24891-RA
OG0003368	ENSXETG00000013384.1	Nana18029-RB, Nana18029-RA
OG0003369	ENSXETG00000001969.1	Nana24934-RB, Nana24934-RA
OG0003371	ENSXETG00000010888.1	Nana24989-RA
OG0003372	ENSXETG00000012424.1	Nana39057-RA, Nana39057-RB, Nana39057-RC
OG0003373	ENSXETG00000007011.1	Nana08841-RA
OG0003374	ENSXETG00000001728.1	Nana17925-RC, Nana17925-RA, Nana17925-RD, Nana17925-RB
OG0003375	ENSXETG00000005560.1	Nana25665-RA
OG0003375	ENSXETG00000001972.1	Nana17930-RA
OG0003376	ENSXETG00000002224.1	Nana25038-RB, Nana25038-RC, Nana25038-RA
OG0003377	ENSXETG00000013965.1	Nana18071-RB, Nana18071-RA, Nana18071-RC
OG0003378	ENSXETG00000015954.1	Nana18107-RA, Nana18107-RB
OG0003380	ENSXETG00000009153.1	Nana18125-RA, Nana18125-RC, Nana18125-RB
OG0003381	ENSXETG00000014687.1	Nana17877-RA
OG0003382	ENSXETG00000015636.1	Nana17872-RA, Nana17872-RB
OG0003383	ENSXETG00000010730.1	Nana17858-RA
OG0003384	ENSXETG00000005655.1	Nana25347-RA, Nana25345-RA
OG0003385	ENSXETG00000018757.1	Nana17580-RA
OG0003386	ENSXETG00000007702.1	Nana12595-RA, Nana12597-RA
OG0003387	ENSXETG00000013024.1, ENSXETG00000013017.1	Nana12350-RA
OG0003388	ENSXETG00000012806.1	Nana12401-RA
OG0003389	ENSXETG00000012945.1	Nana12252-RB, Nana12252-RA
OG0003390	ENSXETG00000001010.1	Nana12211-RB, Nana12211-RC, Nana12211-RD
OG0003391	ENSXETG00000021264.1	Nana11859-RC, Nana11859-RA, Nana11859-RD, Nana11859-RB
OG0003392	ENSXETG00000019916.1	Nana31517-RB, Nana31517-RA
OG0003393	ENSXETG00000000556.1	Nana11842-RA
OG0003394	ENSXETG00000018533.1	Nana11786-RA
OG0003395	ENSXETG00000003636.1	Nana11668-RA
OG0003396	ENSXETG00000015269.1	Nana11643-RB, Nana11643-RC, Nana11643-RA
OG0003397	ENSXETG00000014396.1	Nana11639-RC, Nana11639-RB, Nana11639-RD
OG0003399	ENSXETG00000019960.1	Nana11593-RC, Nana11593-RB, Nana11593-RA
OG0003400	ENSXETG00000020805.1	Nana05215-RB, Nana05215-RA
OG0003401	ENSXETG00000001241.1	Nana11400-RA
OG0003402	ENSXETG00000001410.1	Nana11414-RA, Nana11414-RC, Nana11414-RB
OG0003403	ENSXETG00000000113.1	Nana05761-RA, Nana05759-RB, Nana05759-RA
OG0003404	ENSXETG00000017360.1	Nana10181-RA, Nana10182-RA
OG0003405	ENSXETG00000014796.1	Nana10511-RB, Nana10511-RA
OG0003406	ENSXETG00000003141.1	Nana05746-RA, Nana01514-RA, Nana05747-RA
OG0003407	ENSXETG00000020299.1	Nana10503-RA, Nana08634-RA
OG0003408	ENSXETG00000019390.1	Nana05588-RA
OG0003409	ENSXETG00000020763.1	Nana05569-RA
OG0003410	ENSXETG00000019721.1	Nana05563-RA, Nana05564-RA
OG0003411	ENSXETG00000019497.1	Nana30783-RA, Nana05559-RA
OG0003412	ENSXETG00000001911.1	Nana05528-RA, Nana05526-RA
OG0003413	ENSXETG00000001405.1	Nana05331-RC, Nana05331-RA, Nana39337-RA, Nana05331-RB
OG0003414	ENSXETG00000009369.1	Nana14501-RA, Nana10855-RB, Nana10855-RA
OG0003415	ENSXETG00000008166.1	Nana10925-RB, Nana10925-RE, Nana10925-RA, Nana10925-RD, Nana10925-RC
OG0003416	ENSXETG00000009022.1, ENSXETG00000009701.1	Nana10952-RA, Nana10954-RA, Nana10953-RA
OG0003417	ENSXETG00000009289.1	Nana12616-RA, Nana06432-RA
OG0003418	ENSXETG00000003984.1	Nana12637-RA
OG0003419	ENSXETG00000000673.1	Nana04983-RA, Nana04983-RB
OG0003420	ENSXETG00000006454.1	Nana04999-RD, Nana04999-RA, Nana04999-RB, Nana04999-RC
OG0003421	ENSXETG00000017140.1	Nana10715-RA
OG0003422	ENSXETG00000021155.1	Nana05057-RA
OG0003423	ENSXETG00000019545.1	Nana08508-RA
OG0003424	ENSXETG00000007076.1	Nana10724-RA
OG0003425	ENSXETG00000006223.1	Nana10732-RA
OG0003425	ENSXETG00000016421.1	Nana08097-RA
OG0003426	ENSXETG00000007889.1	Nana04891-RB, Nana04891-RA
OG0003427	ENSXETG00000016654.1	Nana04912-RA
OG0003428	ENSXETG00000002753.1	Nana04841-RA, Nana04838-RA
OG0003429	ENSXETG00000013368.1	Nana04811-RA, Nana04811-RB
OG0003430	ENSXETG00000021206.1	Nana10082-RB, Nana10082-RA, Nana10082-RC
OG0003431	ENSXETG00000016018.1	Nana04731-RA, Nana04731-RB
OG0003432	ENSXETG00000020618.1	Nana10152-RA
OG0003433	ENSXETG00000014598.1	Nana04508-RA, Nana04506-RA, Nana04505-RA
OG0003434	ENSXETG00000004703.1	Nana09747-RA
OG0003435	ENSXETG00000019827.1	Nana09721-RB, Nana09721-RA, Nana09723-RB, Nana09723-RA
OG0003436	ENSXETG00000005334.1	Nana04355-RA
OG0003437	ENSXETG00000001375.1	Nana04343-RB, Nana04343-RA
OG0003439	ENSXETG00000004795.1	Nana09629-RA, Nana09629-RB
OG0003440	ENSXETG00000019938.1, ENSXETG00000004002.1	Nana09302-RA
OG0003440	ENSXETG00000016830.1	Nana06112-RA
OG0003441	ENSXETG00000016636.1	Nana09316-RA, Nana09316-RB, Nana09316-RC, Nana09315-RA
OG0003443	ENSXETG00000017698.1, ENSXETG00000008941.1	Nana09325-RA
OG0003444	ENSXETG00000004242.1	Nana04234-RC, Nana04234-RD, Nana04234-RB, Nana04234-RA
OG0003445	ENSXETG00000012056.1, ENSXETG00000009039.1	Nana09387-RA
OG0003446	ENSXETG00000008830.1	Nana09395-RA
OG0003446	ENSXETG00000008964.1	Nana09396-RA
OG0003447	ENSXETG00000002776.1	Nana03807-RB, Nana03807-RA
OG0003448	ENSXETG00000005586.1	Nana09455-RA, Nana09455-RB, Nana09455-RC
OG0003449	ENSXETG00000020868.1	Nana09512-RA, Nana09512-RC, Nana09512-RB
OG0003450	ENSXETG00000010250.1	Nana23168-RA, Nana09547-RA, Nana09545-RA, Nana09545-RB
OG0003451	ENSXETG00000017715.1	Nana04005-RB, Nana04005-RA
OG0003452	ENSXETG00000017353.1	Nana03999-RB, Nana03999-RC, Nana03999-RA
OG0003453	ENSXETG00000006053.1	Nana03979-RA, Nana03979-RC, Nana03979-RB, Nana03979-RD
OG0003454	ENSXETG00000012102.1	Nana03672-RB, Nana03672-RC, Nana03672-RA
OG0003455	ENSXETG00000020176.1	Nana03647-RA
OG0003456	ENSXETG00000001884.1	Nana03076-RA, Nana03076-RB
OG0003457	ENSXETG00000021150.1	Nana03036-RA
OG0003458	ENSXETG00000018511.1	Nana03031-RA, Nana03029-RA
OG0003459	ENSXETG00000004577.1	Nana39155-RA, Nana08961-RD
OG0003460	ENSXETG00000003773.1	Nana08952-RB, Nana08952-RC
OG0003461	ENSXETG00000014867.1, ENSXETG00000004246.1	Nana03191-RA
OG0003463	ENSXETG00000019473.1, ENSXETG00000020459.1	Nana02997-RA, Nana02997-RB
OG0003464	ENSXETG00000004289.1	Nana09035-RA
OG0003465	ENSXETG00000011762.1, ENSXETG00000011788.1, ENSXETG00000011805.1	Nana08809-RA, Nana08809-RB
OG0003466	ENSXETG00000007046.1	Nana02831-RB, Nana02831-RA
OG0003467	ENSXETG00000007754.1	Nana02806-RA
OG0003468	ENSXETG00000018163.1	Nana08851-RA
OG0003469	ENSXETG00000016179.1	Nana08878-RA
OG0003470	ENSXETG00000020598.1	Nana00992-RB, Nana00992-RC, Nana00992-RA
OG0003471	ENSXETG00000002499.1	Nana02690-RA, Nana02690-RB
OG0003472	ENSXETG00000006994.1, ENSXETG00000006969.1	Nana02681-RB, Nana02681-RA
OG0003473	ENSXETG00000001355.1	Nana02761-RA, Nana02761-RB
OG0003474	ENSXETG00000016449.1	Nana08701-RC, Nana08701-RB, Nana08701-RA
OG0003475	ENSXETG00000019834.1	Nana08673-RD, Nana08673-RA, Nana08673-RB, Nana08673-RC
OG0003476	ENSXETG00000019022.1	Nana02573-RD, Nana02573-RC, Nana02573-RA, Nana02573-RB
OG0003477	ENSXETG00000020654.1	Nana02566-RB, Nana02566-RA, Nana02566-RC, Nana02566-RD
OG0003478	ENSXETG00000002590.1	Nana02528-RA, Nana02527-RB, Nana02527-RA
OG0003479	ENSXETG00000012867.1	Nana06609-RA
OG0003480	ENSXETG00000005716.1	Nana08471-RA
OG0003481	ENSXETG00000017064.1	Nana02445-RA, Nana02446-RA
OG0003482	ENSXETG00000014568.1, ENSXETG00000005782.1	Nana02464-RB, Nana02464-RA
OG0003483	ENSXETG00000001601.1	Nana08451-RA
OG0003484	ENSXETG00000015381.1	Nana08438-RA
OG0003485	ENSXETG00000001545.1	Nana02223-RC, Nana02223-RA, Nana02223-RB
OG0003486	ENSXETG00000003277.1	Nana08324-RA, Nana08324-RB
OG0003487	ENSXETG00000009056.1	Nana02043-RA, Nana02043-RB
OG0003488	ENSXETG00000014571.1	Nana02130-RC, Nana02130-RB, Nana02130-RA
OG0003489	ENSXETG00000014322.1	Nana30283-RA, Nana02121-RA
OG0003490	ENSXETG00000013851.1	Nana02107-RA
OG0003491	ENSXETG00000019919.1	Nana07991-RA
OG0003492	ENSXETG00000016537.1	Nana02298-RD, Nana02298-RC, Nana02298-RA, Nana02298-RB
OG0003493	ENSXETG00000001677.1, ENSXETG00000012166.1	Nana02309-RB, Nana02309-RC, Nana02309-RA
OG0003494	ENSXETG00000012152.1	Nana02312-RA, Nana02311-RA
OG0003495	ENSXETG00000017492.1	Nana01971-RA
OG0003496	ENSXETG00000003696.1	Nana10630-RB, Nana10630-RA
OG0003498	ENSXETG00000011815.1	Nana01847-RB, Nana01847-RA
OG0003499	ENSXETG00000000612.1	Nana01705-RA
OG0003500	ENSXETG00000011099.1	Nana01713-RC, Nana01713-RA, Nana01713-RB
OG0003502	ENSXETG00000019887.1	Nana01537-RA, Nana01539-RA
OG0003503	ENSXETG00000017297.1	Nana01577-RA
OG0003504	ENSXETG00000018385.1	Nana01581-RA, Nana01581-RB
OG0003505	ENSXETG00000018270.1	Nana01587-RA
OG0003506	ENSXETG00000017184.1	Nana01598-RA, Nana39375-RA, Nana39374-RA, Nana01599-RA
OG0003507	ENSXETG00000001521.1	Nana01399-RA
OG0003508	ENSXETG00000000087.1	Nana01426-RD, Nana01426-RC, Nana01426-RA, Nana01426-RB
OG0003510	ENSXETG00000011750.1	Nana01447-RC, Nana01447-RA, Nana01447-RD, Nana01447-RB
OG0003511	ENSXETG00000004697.1	Nana01481-RA
OG0003512	ENSXETG00000008703.1	Nana01093-RA
OG0003513	ENSXETG00000010891.1	Nana01139-RA, Nana01138-RA, Nana01141-RA
OG0003514	ENSXETG00000007092.1	Nana01295-RA
OG0003515	ENSXETG00000001192.1	Nana01267-RA
OG0003516	ENSXETG00000008253.1, ENSXETG00000008266.1, ENSXETG00000008249.1	Nana00936-RA
OG0003517	ENSXETG00000003857.1	Nana00919-RA, Nana00919-RB
OG0003519	ENSXETG00000007102.1	Nana00613-RF, Nana00613-RB, Nana00613-RD, Nana00613-RE, Nana00613-RC
OG0003521	ENSXETG00000008664.1, ENSXETG00000005823.1	Nana37046-RB, Nana37046-RA
OG0003522	ENSXETG00000020360.1	Nana36472-RA, Nana36470-RA
OG0003525	ENSXETG00000008995.1	Nana37204-RA, Nana37204-RB, Nana37204-RC, Nana37204-RD
OG0003526	ENSXETG00000014195.1	Nana00062-RF, Nana00062-RC, Nana00062-RH
OG0003527	ENSXETG00000009030.1	Nana06003-RA
OG0003528	ENSXETG00000018276.1	Nana06049-RA
OG0003529	ENSXETG00000014775.1	Nana36852-RA
OG0003530	ENSXETG00000010480.1	Nana00051-RH, Nana00051-RC, Nana00051-RD
OG0003531	ENSXETG00000019263.1	Nana16338-RA
OG0003532	ENSXETG00000019805.1	Nana06892-RA, Nana06892-RB
OG0003533	ENSXETG00000020807.1	Nana31730-RA
OG0003534	ENSXETG00000018938.1	Nana16344-RA, Nana16344-RB
OG0003536	ENSXETG00000002084.1	Nana29042-RE
OG0003537	ENSXETG00000020417.1	Nana06630-RB, Nana06630-RA
OG0003538	ENSXETG00000019310.1	Nana06899-RA
OG0003540	ENSXETG00000017239.1	Nana39316-RA
OG0003542	ENSXETG00000006305.1	Nana09615-RC, Nana09615-RD, Nana09615-RE, Nana09615-RF
OG0003543	ENSXETG00000010113.1	Nana34927-RD, Nana34927-RA, Nana34927-RB, Nana34927-RE, Nana34927-RC
OG0003546	ENSXETG00000019885.1	Nana27278-RA, Nana37036-RA
OG0003547	ENSXETG00000005701.1	Nana05960-RA
OG0003550	ENSXETG00000005979.1	Nana19608-RB, Nana19608-RA
OG0003551	ENSXETG00000013131.1	Nana00580-RA
OG0003552	ENSXETG00000013019.1	Nana06056-RD, Nana06056-RE, Nana06056-RB, Nana06056-RC, Nana06056-RA
OG0003554	ENSXETG00000000750.1	Nana30589-RA
OG0003555	ENSXETG00000007141.1	Nana00545-RA
OG0003558	ENSXETG00000000528.1	Nana35764-RA
OG0003560	ENSXETG00000007616.1	Nana34709-RB, Nana34709-RC, Nana34709-RA, Nana34709-RD
OG0003561	ENSXETG00000016214.1	Nana37646-RA, Nana37646-RC, Nana37646-RB, Nana37646-RE
OG0003565	ENSXETG00000003116.1	Nana05358-RA, Nana05358-RB
OG0003570	ENSXETG00000011554.1	Nana34714-RC, Nana34714-RA
OG0003573	ENSXETG00000012825.1	Nana27071-RA, Nana27071-RB
OG0003574	ENSXETG00000017172.1, ENSXETG00000016814.1, ENSXETG00000016818.1	Nana35236-RA
OG0003575	ENSXETG00000012502.1	Nana35248-RA, Nana35249-RB, Nana35249-RA
OG0003576	ENSXETG00000019278.1	Nana02949-RA
OG0003580	ENSXETG00000008255.1	Nana34959-RB, Nana34959-RE, Nana34959-RC, Nana34959-RD, Nana34958-RF, Nana34958-RC, Nana34958-RD, Nana34958-RE
OG0003582	ENSXETG00000018514.1	Nana33827-RA, Nana33826-RA, Nana33829-RC, Nana33829-RD, Nana33829-RB, Nana33829-RA
OG0003587	ENSXETG00000003700.1	Nana11696-RA, Nana11689-RA, Nana06356-RA, Nana06355-RA
OG0003603	ENSXETG00000016294.1	Nana37644-RA, Nana37644-RB
OG0003604	ENSXETG00000011820.1	Nana29025-RM, Nana29025-RH, Nana29025-RC
OG0003605	ENSXETG00000006209.1	Nana32078-RA
OG0003606	ENSXETG00000010038.1	Nana37222-RA
OG0003607	ENSXETG00000012466.1	Nana31119-RA, Nana31115-RA
OG0003609	ENSXETG00000014371.1	Nana15773-RA
OG0003610	ENSXETG00000018600.1	Nana31128-RA, Nana31128-RC, Nana31128-RB
OG0003611	ENSXETG00000000717.1	Nana36376-RC, Nana36376-RB
OG0003612	ENSXETG00000000734.1	Nana36376-RA, Nana36376-RD
OG0003613	ENSXETG00000003756.1	Nana33511-RC, Nana33511-RB, Nana33511-RA
OG0003614	ENSXETG00000005934.1	Nana15806-RA
OG0003615	ENSXETG00000010091.1	Nana33512-RD, Nana33512-RE, Nana33512-RC
OG0003616	ENSXETG00000006172.1	Nana15809-RA
OG0003616	ENSXETG00000006205.1	Nana15808-RA
OG0003617	ENSXETG00000006328.1, ENSXETG00000006336.1	Nana15813-RA
OG0003618	ENSXETG00000007912.1	Nana18853-RB, Nana18853-RA
OG0003619	ENSXETG00000012184.1	Nana15824-RA, Nana15825-RA, Nana38561-RA
OG0003621	ENSXETG00000008613.1	Nana30774-RA
