Orthogroup	X_tropicalis.pep	G_gallus.pep
OG0000882	ENSXETG00000020141.1	ENSGALG00000012380.6
OG0000883	ENSXETG00000002467.1	ENSGALG00000006799.6
OG0000885	ENSXETG00000013947.1	ENSGALG00000004908.6
OG0000885	ENSXETG00000020540.1	ENSGALG00000016592.6
OG0000886	ENSXETG00000001995.1	ENSGALG00000038242.2
OG0000886	ENSXETG00000017939.1	ENSGALG00000008486.9
OG0000887	ENSXETG00000006505.1	ENSGALG00000005789.7
OG0000887	ENSXETG00000020357.1	ENSGALG00000008280.7
OG0000888	ENSXETG00000005641.1	ENSGALG00000029585.2, ENSGALG00000028187.4
OG0000889	ENSXETG00000016857.1, ENSXETG00000016905.1, ENSXETG00000016911.1, ENSXETG00000012473.1, ENSXETG00000016902.1, ENSXETG00000007451.1, ENSXETG00000007412.1, ENSXETG00000007291.1, ENSXETG00000007480.1, ENSXETG00000007397.1, ENSXETG00000007355.1, ENSXETG00000007459.1	ENSGALG00000016144.6
OG0000890	ENSXETG00000010983.1, ENSXETG00000011001.1, ENSXETG00000010969.1, ENSXETG00000011009.1, ENSXETG00000010964.1	ENSGALG00000019231.6, ENSGALG00000015191.6
OG0000891	ENSXETG00000020432.1	ENSGALG00000032386.2
OG0000891	ENSXETG00000006200.1	ENSGALG00000041263.2
OG0000892	ENSXETG00000016997.1	ENSGALG00000028673.3
OG0000892	ENSXETG00000012907.1	ENSGALG00000000599.5
OG0000893	ENSXETG00000016952.1	ENSGALG00000010001.6
OG0000893	ENSXETG00000018507.1	ENSGALG00000041422.2
OG0000894	ENSXETG00000012385.1	ENSGALG00000005309.6
OG0000895	ENSXETG00000008773.1	ENSGALG00000031244.3, ENSGALG00000050760.1
OG0000896	ENSXETG00000005569.1	ENSGALG00000032336.2
OG0000896	ENSXETG00000005530.1	ENSGALG00000045753.2
OG0000897	ENSXETG00000009548.1, ENSXETG00000004114.1, ENSXETG00000009346.1	ENSGALG00000020876.5, ENSGALG00000008185.7
OG0000916	ENSXETG00000000050.1	ENSGALG00000021286.5
OG0000916	ENSXETG00000020012.1	ENSGALG00000053246.1
OG0000916	ENSXETG00000017235.1	ENSGALG00000003462.3
OG0000917	ENSXETG00000008278.1	ENSGALG00000017044.6
OG0000917	ENSXETG00000006255.1	ENSGALG00000007972.6
OG0000918	ENSXETG00000000524.1	ENSGALG00000045721.2
OG0000918	ENSXETG00000019732.1	ENSGALG00000044204.2
OG0000919	ENSXETG00000016694.1	ENSGALG00000016685.4
OG0000920	ENSXETG00000014578.1, ENSXETG00000017651.1	ENSGALG00000027142.3
OG0000921	ENSXETG00000019812.1	ENSGALG00000003297.7
OG0000921	ENSXETG00000004534.1	ENSGALG00000014991.7
OG0000923	ENSXETG00000012108.1	ENSGALG00000018415.6, ENSGALG00000000866.7
OG0000924	ENSXETG00000017019.1	ENSGALG00000038504.2
OG0000924	ENSXETG00000009818.1	ENSGALG00000003860.6
OG0000925	ENSXETG00000000561.1	ENSGALG00000038440.2, ENSGALG00000032250.3
OG0000926	ENSXETG00000000812.1	ENSGALG00000040131.2
OG0000927	ENSXETG00000019658.1	ENSGALG00000004727.6
OG0000927	ENSXETG00000015205.1	ENSGALG00000002403.6
OG0000928	ENSXETG00000014050.1	ENSGALG00000002488.7
OG0000929	ENSXETG00000015754.1	ENSGALG00000035116.2
OG0000929	ENSXETG00000017213.1	ENSGALG00000008482.6
OG0000930	ENSXETG00000015749.1	ENSGALG00000043930.2
OG0000931	ENSXETG00000007022.1	ENSGALG00000005659.5
OG0000931	ENSXETG00000014067.1	ENSGALG00000015304.5
OG0000932	ENSXETG00000006451.1	ENSGALG00000009062.6
OG0000932	ENSXETG00000020630.1	ENSGALG00000008428.6
OG0000933	ENSXETG00000011713.1	ENSGALG00000009963.5
OG0000934	ENSXETG00000008639.1	ENSGALG00000051870.1
OG0000935	ENSXETG00000000203.1	ENSGALG00000002485.6
OG0000936	ENSXETG00000002551.1	ENSGALG00000052648.1
OG0000937	ENSXETG00000005325.1	ENSGALG00000006591.6
OG0000938	ENSXETG00000005234.1	ENSGALG00000048712.1
OG0000938	ENSXETG00000011007.1	ENSGALG00000042948.3
OG0000939	ENSXETG00000000512.1	ENSGALG00000007227.6
OG0000939	ENSXETG00000006360.1	ENSGALG00000005567.6
OG0000940	ENSXETG00000011110.1, ENSXETG00000011091.1	ENSGALG00000013035.6
OG0000941	ENSXETG00000008029.1, ENSXETG00000014756.1	ENSGALG00000019941.6
OG0000941	ENSXETG00000017903.1	ENSGALG00000005964.6
OG0000941	ENSXETG00000004391.1, ENSXETG00000010907.1	ENSGALG00000007378.6
OG0000942	ENSXETG00000018952.1, ENSXETG00000018054.1	ENSGALG00000008169.7
OG0000943	ENSXETG00000019411.1	ENSGALG00000003483.4
OG0000943	ENSXETG00000006883.1	ENSGALG00000031372.2
OG0000944	ENSXETG00000016176.1	ENSGALG00000014746.6
OG0000945	ENSXETG00000016850.1	ENSGALG00000023066.5
OG0000945	ENSXETG00000008372.1	ENSGALG00000036850.2
OG0000946	ENSXETG00000013420.1	ENSGALG00000002431.6
OG0000947	ENSXETG00000013116.1	ENSGALG00000001749.7
OG0000947	ENSXETG00000018622.1	ENSGALG00000003286.7
OG0000948	ENSXETG00000000250.1	ENSGALG00000031450.2
OG0000948	ENSXETG00000020584.1	ENSGALG00000001936.6, ENSGALG00000037611.2
OG0000951	ENSXETG00000018460.1	ENSGALG00000040718.2
OG0000951	ENSXETG00000005482.1	ENSGALG00000011020.7
OG0000952	ENSXETG00000019504.1	ENSGALG00000012705.6
OG0000953	ENSXETG00000006658.1	ENSGALG00000005961.6
OG0000953	ENSXETG00000012807.1	ENSGALG00000028501.4
OG0000954	ENSXETG00000011528.1	ENSGALG00000007554.5, ENSGALG00000022874.4
OG0000956	ENSXETG00000018911.1	ENSGALG00000043033.2
OG0000956	ENSXETG00000000822.1	ENSGALG00000031656.2
OG0000957	ENSXETG00000004752.1, ENSXETG00000015460.1	ENSGALG00000026091.3
OG0000958	ENSXETG00000020378.1	ENSGALG00000006702.6
OG0000958	ENSXETG00000016362.1	ENSGALG00000015630.6
OG0000959	ENSXETG00000012836.1	ENSGALG00000014711.6
OG0000959	ENSXETG00000009530.1	ENSGALG00000026834.3
OG0000960	ENSXETG00000017706.1	ENSGALG00000043329.2
OG0000961	ENSXETG00000006170.1	ENSGALG00000015022.6
OG0000961	ENSXETG00000008925.1	ENSGALG00000032199.3
OG0000962	ENSXETG00000003207.1	ENSGALG00000007636.7
OG0000963	ENSXETG00000001304.1	ENSGALG00000026081.3
OG0000963	ENSXETG00000019678.1	ENSGALG00000012712.5
OG0000964	ENSXETG00000002800.1	ENSGALG00000037878.2
OG0000964	ENSXETG00000002791.1	ENSGALG00000041878.2
OG0000965	ENSXETG00000011109.1	ENSGALG00000033535.2
OG0000965	ENSXETG00000015265.1	ENSGALG00000026572.3
OG0000966	ENSXETG00000020822.1	ENSGALG00000051505.1
OG0000966	ENSXETG00000017450.1	ENSGALG00000034229.2
OG0000967	ENSXETG00000002510.1	ENSGALG00000014930.4
OG0000967	ENSXETG00000020913.1	ENSGALG00000006826.2
OG0000967	ENSXETG00000014367.1	ENSGALG00000027696.4
OG0000968	ENSXETG00000009535.1	ENSGALG00000009728.6
OG0000968	ENSXETG00000007331.1	ENSGALG00000009545.7
OG0000969	ENSXETG00000006592.1	ENSGALG00000040713.2
OG0000969	ENSXETG00000010722.1	ENSGALG00000012879.5
OG0000970	ENSXETG00000014101.1	ENSGALG00000003845.6
OG0000970	ENSXETG00000020349.1, ENSXETG00000020839.1	ENSGALG00000010440.6
OG0000971	ENSXETG00000018325.1	ENSGALG00000023415.3
OG0000972	ENSXETG00000007086.1	ENSGALG00000007456.6
OG0000974	ENSXETG00000005026.1	ENSGALG00000035533.2, ENSGALG00000000094.7
OG0000975	ENSXETG00000011500.1	ENSGALG00000051144.1
OG0000975	ENSXETG00000019662.1	ENSGALG00000029582.2
OG0000976	ENSXETG00000002548.1	ENSGALG00000030481.3
OG0000976	ENSXETG00000005801.1	ENSGALG00000001545.6
OG0000977	ENSXETG00000008224.1	ENSGALG00000012525.6
OG0000977	ENSXETG00000007561.1	ENSGALG00000055075.1
OG0000978	ENSXETG00000000928.1, ENSXETG00000000921.1, ENSXETG00000000421.1, ENSXETG00000000974.1, ENSXETG00000000942.1, ENSXETG00000001096.1, ENSXETG00000001047.1, ENSXETG00000001089.1, ENSXETG00000001055.1, ENSXETG00000000962.1, ENSXETG00000001060.1, ENSXETG00000000986.1, ENSXETG00000001073.1, ENSXETG00000000973.1, ENSXETG00000000970.1	ENSGALG00000027712.3
OG0000979	ENSXETG00000019768.1	ENSGALG00000010960.6
OG0000979	ENSXETG00000020831.1, ENSXETG00000020787.1	ENSGALG00000041101.2
OG0000980	ENSXETG00000011131.1	ENSGALG00000035017.3
OG0000980	ENSXETG00000016407.1	ENSGALG00000004821.5
OG0000981	ENSXETG00000014422.1	ENSGALG00000049487.1
OG0000981	ENSXETG00000018473.1	ENSGALG00000037285.2
OG0000982	ENSXETG00000011364.1	ENSGALG00000050267.1
OG0000982	ENSXETG00000008069.1	ENSGALG00000012121.6
OG0000983	ENSXETG00000019638.1	ENSGALG00000013931.7
OG0000983	ENSXETG00000010521.1	ENSGALG00000040956.2
OG0000984	ENSXETG00000003706.1	ENSGALG00000004935.7
OG0000985	ENSXETG00000015521.1	ENSGALG00000005464.6
OG0000986	ENSXETG00000009511.1	ENSGALG00000041760.3
OG0000986	ENSXETG00000019477.1	ENSGALG00000005139.6
OG0000987	ENSXETG00000005358.1	ENSGALG00000005398.6
OG0000987	ENSXETG00000005326.1	ENSGALG00000021040.5
OG0000988	ENSXETG00000019257.1	ENSGALG00000041640.3
OG0000988	ENSXETG00000020861.1	ENSGALG00000004274.5, ENSGALG00000040220.2
OG0000989	ENSXETG00000000206.1	ENSGALG00000001678.7
OG0000989	ENSXETG00000001916.1	ENSGALG00000007373.6
OG0000990	ENSXETG00000000297.1	ENSGALG00000007247.6, ENSGALG00000053601.1
OG0000991	ENSXETG00000017566.1	ENSGALG00000030781.3
OG0000991	ENSXETG00000020353.1	ENSGALG00000033700.2, ENSGALG00000037975.2
OG0000992	ENSXETG00000003472.1	ENSGALG00000008150.7
OG0000993	ENSXETG00000009646.1, ENSXETG00000009657.1	ENSGALG00000048461.1
OG0000993	ENSXETG00000009650.1	ENSGALG00000027093.3, ENSGALG00000017485.6
OG0000994	ENSXETG00000009393.1	ENSGALG00000001948.6, ENSGALG00000013365.6
OG0000995	ENSXETG00000011409.1	ENSGALG00000039394.3
OG0000995	ENSXETG00000004611.1	ENSGALG00000017304.7
OG0000996	ENSXETG00000007902.1	ENSGALG00000014853.4
OG0000996	ENSXETG00000019476.1	ENSGALG00000043172.2
OG0000998	ENSXETG00000006221.1	ENSGALG00000004820.6
OG0000999	ENSXETG00000017477.1	ENSGALG00000012017.7, ENSGALG00000010055.6
OG0001000	ENSXETG00000002505.1	ENSGALG00000005613.5
OG0001001	ENSXETG00000006551.1	ENSGALG00000007863.6
OG0001002	ENSXETG00000021202.1	ENSGALG00000001992.7
OG0001003	ENSXETG00000005996.1	ENSGALG00000008827.6
OG0001004	ENSXETG00000003085.1	ENSGALG00000013830.5, ENSGALG00000007439.6
OG0001005	ENSXETG00000019750.1	ENSGALG00000012584.6
OG0001006	ENSXETG00000011764.1	ENSGALG00000004849.7
OG0001006	ENSXETG00000013151.1	ENSGALG00000005886.6
OG0001007	ENSXETG00000004685.1	ENSGALG00000003922.8
OG0001007	ENSXETG00000019692.1	ENSGALG00000011300.6
OG0001008	ENSXETG00000007032.1	ENSGALG00000031122.2
OG0001008	ENSXETG00000006860.1	ENSGALG00000003677.5
OG0001009	ENSXETG00000010721.1	ENSGALG00000008736.7
OG0001010	ENSXETG00000014426.1	ENSGALG00000045427.2
OG0001010	ENSXETG00000002730.1	ENSGALG00000013073.6
OG0001011	ENSXETG00000002832.1	ENSGALG00000006292.6, ENSGALG00000012159.6
OG0001012	ENSXETG00000013835.1, ENSXETG00000013318.1	ENSGALG00000002336.7
OG0001013	ENSXETG00000020239.1	ENSGALG00000017394.5, ENSGALG00000028046.4
OG0001014	ENSXETG00000013346.1	ENSGALG00000006372.6
OG0001015	ENSXETG00000016835.1	ENSGALG00000006462.7
OG0001015	ENSXETG00000013077.1	ENSGALG00000010273.5
OG0001016	ENSXETG00000006331.1	ENSGALG00000028587.2
OG0001016	ENSXETG00000001122.1	ENSGALG00000020340.5
OG0001017	ENSXETG00000003637.1	ENSGALG00000048754.1, ENSGALG00000040685.2, ENSGALG00000051895.1
OG0001018	ENSXETG00000019875.1	ENSGALG00000033079.2
OG0001018	ENSXETG00000001344.1	ENSGALG00000026971.3
OG0001019	ENSXETG00000018734.1	ENSGALG00000007877.6
OG0001019	ENSXETG00000018450.1	ENSGALG00000001610.5
OG0001020	ENSXETG00000006453.1	ENSGALG00000006056.7
OG0001020	ENSXETG00000018908.1	ENSGALG00000006489.7
OG0001021	ENSXETG00000013615.1	ENSGALG00000033157.2
OG0001021	ENSXETG00000019291.1	ENSGALG00000014751.6
OG0001022	ENSXETG00000021010.1	ENSGALG00000043828.3, ENSGALG00000014933.7
OG0001023	ENSXETG00000001199.1	ENSGALG00000005901.6
OG0001023	ENSXETG00000000821.1	ENSGALG00000031035.3
OG0001024	ENSXETG00000010772.1	ENSGALG00000008097.6
OG0001024	ENSXETG00000018941.1	ENSGALG00000034590.2
OG0001025	ENSXETG00000005587.1	ENSGALG00000036539.2
OG0001025	ENSXETG00000001883.1	ENSGALG00000029175.3
OG0001026	ENSXETG00000010771.1	ENSGALG00000030157.2
OG0001026	ENSXETG00000009225.1	ENSGALG00000014668.7
OG0001027	ENSXETG00000002833.1	ENSGALG00000009476.5
OG0001028	ENSXETG00000015049.1	ENSGALG00000016628.7
OG0001028	ENSXETG00000020396.1	ENSGALG00000040938.3
OG0001030	ENSXETG00000004619.1	ENSGALG00000006681.6
OG0001031	ENSXETG00000019867.1	ENSGALG00000052743.1
OG0001031	ENSXETG00000017875.1	ENSGALG00000027757.3
OG0001034	ENSXETG00000019021.1	ENSGALG00000005400.6
OG0001034	ENSXETG00000020824.1	ENSGALG00000013007.6
OG0001035	ENSXETG00000005385.1	ENSGALG00000006834.6
OG0001036	ENSXETG00000020112.1	ENSGALG00000005850.6
OG0001036	ENSXETG00000018000.1	ENSGALG00000004088.6
OG0001037	ENSXETG00000003419.1	ENSGALG00000026493.3, ENSGALG00000031893.2
OG0001038	ENSXETG00000003565.1	ENSGALG00000012638.6
OG0001038	ENSXETG00000008100.1	ENSGALG00000008436.6
OG0001039	ENSXETG00000004811.1	ENSGALG00000015542.6
OG0001039	ENSXETG00000020015.1	ENSGALG00000005470.6
OG0001040	ENSXETG00000016874.1	ENSGALG00000014995.6
OG0001040	ENSXETG00000010343.1	ENSGALG00000011016.7
OG0001041	ENSXETG00000000891.1	ENSGALG00000025735.3
OG0001041	ENSXETG00000006586.1, ENSXETG00000006624.1	ENSGALG00000004514.5
OG0001042	ENSXETG00000019130.1	ENSGALG00000011727.7
OG0001042	ENSXETG00000016775.1	ENSGALG00000029618.3
OG0001043	ENSXETG00000018936.1	ENSGALG00000009480.6
OG0001043	ENSXETG00000008074.1	ENSGALG00000002335.6
OG0001044	ENSXETG00000016437.1	ENSGALG00000007077.6
OG0001045	ENSXETG00000009849.1	ENSGALG00000001550.6
OG0001046	ENSXETG00000020489.1	ENSGALG00000001860.6
OG0001046	ENSXETG00000019502.1	ENSGALG00000008328.6
OG0001047	ENSXETG00000004195.1	ENSGALG00000014071.6
OG0001047	ENSXETG00000021363.1	ENSGALG00000008294.6
OG0001048	ENSXETG00000019153.1	ENSGALG00000029621.2
OG0001048	ENSXETG00000018105.1	ENSGALG00000040444.2
OG0001049	ENSXETG00000000150.1	ENSGALG00000016231.6
OG0001050	ENSXETG00000011627.1, ENSXETG00000011622.1	ENSGALG00000016165.7
OG0001051	ENSXETG00000003819.1	ENSGALG00000017234.7, ENSGALG00000054821.1
OG0001052	ENSXETG00000005933.1	ENSGALG00000028018.3
OG0001052	ENSXETG00000018440.1	ENSGALG00000012300.6
OG0001053	ENSXETG00000012673.1	ENSGALG00000001962.7
OG0001054	ENSXETG00000016946.1	ENSGALG00000010010.6
OG0001054	ENSXETG00000000025.1	ENSGALG00000011855.6
OG0001055	ENSXETG00000012739.1	ENSGALG00000032598.2, ENSGALG00000007712.6
OG0001056	ENSXETG00000002230.1	ENSGALG00000010766.5
OG0001057	ENSXETG00000005470.1	ENSGALG00000010680.7
OG0001057	ENSXETG00000010198.1	ENSGALG00000010020.6
OG0001058	ENSXETG00000004331.1	ENSGALG00000010639.6
OG0001058	ENSXETG00000004103.1	ENSGALG00000008139.6
OG0001059	ENSXETG00000016852.1	ENSGALG00000039734.2
OG0001059	ENSXETG00000020445.1	ENSGALG00000010902.6
OG0001060	ENSXETG00000001959.1	ENSGALG00000033567.2
OG0001061	ENSXETG00000017544.1	ENSGALG00000026978.4
OG0001062	ENSXETG00000018436.1	ENSGALG00000039742.2
OG0001063	ENSXETG00000018269.1	ENSGALG00000031978.3, ENSGALG00000045639.2
OG0001064	ENSXETG00000011574.1	ENSGALG00000039029.2, ENSGALG00000030506.2
OG0001082	ENSXETG00000000142.1, ENSXETG00000012949.1	ENSGALG00000017316.5
OG0001083	ENSXETG00000005692.1	ENSGALG00000008074.7
OG0001083	ENSXETG00000000742.1	ENSGALG00000050605.1
OG0001084	ENSXETG00000013356.1	ENSGALG00000016034.7
OG0001084	ENSXETG00000009506.1	ENSGALG00000009152.6
OG0001085	ENSXETG00000007249.1	ENSGALG00000026395.3
OG0001085	ENSXETG00000014343.1	ENSGALG00000027655.3
OG0001086	ENSXETG00000003728.1	ENSGALG00000012917.7
OG0001086	ENSXETG00000005686.1	ENSGALG00000032022.3
OG0001087	ENSXETG00000004535.1	ENSGALG00000004917.6
OG0001088	ENSXETG00000002066.1	ENSGALG00000017370.6, ENSGALG00000037480.2
OG0001089	ENSXETG00000014963.1	ENSGALG00000015598.6
OG0001089	ENSXETG00000013237.1	ENSGALG00000008262.6
OG0001090	ENSXETG00000015314.1	ENSGALG00000015145.5
OG0001090	ENSXETG00000015362.1, ENSXETG00000010762.1	ENSGALG00000042706.3
OG0001091	ENSXETG00000007654.1	ENSGALG00000016471.7
OG0001091	ENSXETG00000019170.1	ENSGALG00000003816.6
OG0001092	ENSXETG00000020621.1	ENSGALG00000011511.7
OG0001093	ENSXETG00000001358.1	ENSGALG00000033663.2
OG0001094	ENSXETG00000013655.1	ENSGALG00000034282.2
OG0001095	ENSXETG00000016799.1	ENSGALG00000026241.3
OG0001095	ENSXETG00000004785.1	ENSGALG00000015551.6
OG0001096	ENSXETG00000004800.1	ENSGALG00000008313.6
OG0001096	ENSXETG00000001385.1	ENSGALG00000034747.2
OG0001097	ENSXETG00000007631.1, ENSXETG00000015914.1	ENSGALG00000041066.3, ENSGALG00000046313.2
OG0001098	ENSXETG00000006915.1	ENSGALG00000003510.5
OG0001098	ENSXETG00000011310.1	ENSGALG00000003732.7
OG0001100	ENSXETG00000000694.1	ENSGALG00000034502.3
OG0001101	ENSXETG00000001620.1	ENSGALG00000014023.6
OG0001101	ENSXETG00000013606.1	ENSGALG00000033447.3
OG0001102	ENSXETG00000009502.1	ENSGALG00000014516.6
OG0001102	ENSXETG00000016256.1	ENSGALG00000006912.5
OG0001104	ENSXETG00000018667.1	ENSGALG00000036680.2
OG0001104	ENSXETG00000018661.1	ENSGALG00000034550.3
OG0001105	ENSXETG00000010498.1	ENSGALG00000007646.6
OG0001105	ENSXETG00000020532.1	ENSGALG00000017091.5
OG0001106	ENSXETG00000005412.1, ENSXETG00000005403.1, ENSXETG00000000362.1	ENSGALG00000043772.3, ENSGALG00000028815.3
OG0001107	ENSXETG00000009668.1	ENSGALG00000014878.6
OG0001107	ENSXETG00000011896.1	ENSGALG00000041564.2
OG0001108	ENSXETG00000008551.1	ENSGALG00000032789.3
OG0001108	ENSXETG00000005708.1	ENSGALG00000014776.6
OG0001109	ENSXETG00000001171.1	ENSGALG00000015096.7
OG0001109	ENSXETG00000021145.1	ENSGALG00000001121.6
OG0001110	ENSXETG00000001279.1	ENSGALG00000013753.7
OG0001110	ENSXETG00000001607.1	ENSGALG00000007786.5
OG0001111	ENSXETG00000000402.1	ENSGALG00000005646.6
OG0001112	ENSXETG00000003578.1	ENSGALG00000029610.2
OG0001112	ENSXETG00000012219.1	ENSGALG00000040648.3
OG0001113	ENSXETG00000020032.1	ENSGALG00000006522.6, ENSGALG00000042321.2
OG0001114	ENSXETG00000006747.1, ENSXETG00000006744.1	ENSGALG00000032348.2
OG0001115	ENSXETG00000015134.1	ENSGALG00000026891.4
OG0001115	ENSXETG00000018255.1	ENSGALG00000012989.7
OG0001116	ENSXETG00000003812.1	ENSGALG00000034179.2
OG0001117	ENSXETG00000009794.1	ENSGALG00000002182.6
OG0001117	ENSXETG00000004530.1	ENSGALG00000001080.3
OG0001118	ENSXETG00000015746.1	ENSGALG00000000195.7
OG0001118	ENSXETG00000019096.1	ENSGALG00000037642.2
OG0001119	ENSXETG00000006379.1	ENSGALG00000008875.6
OG0001121	ENSXETG00000017079.1	ENSGALG00000011889.6
OG0001121	ENSXETG00000016954.1	ENSGALG00000010000.6
OG0001123	ENSXETG00000020682.1	ENSGALG00000029401.3
OG0001124	ENSXETG00000017231.1	ENSGALG00000033956.3
OG0001124	ENSXETG00000005483.1	ENSGALG00000023621.4
OG0001125	ENSXETG00000017000.1	ENSGALG00000051148.1, ENSGALG00000021972.5, ENSGALG00000002083.6
OG0001127	ENSXETG00000007709.1, ENSXETG00000007690.1	ENSGALG00000054289.1
OG0001128	ENSXETG00000018709.1	ENSGALG00000004033.6
OG0001128	ENSXETG00000020545.1	ENSGALG00000030588.2
OG0001130	ENSXETG00000017284.1	ENSGALG00000016391.6
OG0001130	ENSXETG00000009497.1	ENSGALG00000007028.6
OG0001131	ENSXETG00000004875.1	ENSGALG00000027462.3
OG0001131	ENSXETG00000020989.1	ENSGALG00000034163.3
OG0001132	ENSXETG00000008766.1	ENSGALG00000015211.5, ENSGALG00000054948.1, ENSGALG00000038191.2
OG0001133	ENSXETG00000002353.1	ENSGALG00000003092.6
OG0001133	ENSXETG00000003503.1	ENSGALG00000003308.6
OG0001134	ENSXETG00000001885.1	ENSGALG00000009207.6
OG0001134	ENSXETG00000005583.1	ENSGALG00000034004.2
OG0001135	ENSXETG00000000990.1	ENSGALG00000029020.3
OG0001135	ENSXETG00000017729.1	ENSGALG00000044574.2
OG0001136	ENSXETG00000008206.1	ENSGALG00000008431.6
OG0001136	ENSXETG00000012544.1	ENSGALG00000009913.7
OG0001137	ENSXETG00000012833.1	ENSGALG00000015623.6
OG0001138	ENSXETG00000019459.1	ENSGALG00000030712.2
OG0001138	ENSXETG00000010954.1	ENSGALG00000035584.3
OG0001139	ENSXETG00000008525.1	ENSGALG00000047929.1
OG0001139	ENSXETG00000014677.1	ENSGALG00000011379.6
OG0001140	ENSXETG00000017736.1	ENSGALG00000012227.6
OG0001141	ENSXETG00000003840.1	ENSGALG00000008835.6, ENSGALG00000048879.1
OG0001142	ENSXETG00000009803.1	ENSGALG00000047060.1
OG0001142	ENSXETG00000020336.1	ENSGALG00000006490.7
OG0001143	ENSXETG00000010222.1	ENSGALG00000015014.6
OG0001144	ENSXETG00000005597.1	ENSGALG00000038469.2
OG0001144	ENSXETG00000009886.1	ENSGALG00000054336.1
OG0001145	ENSXETG00000004684.1	ENSGALG00000036897.2, ENSGALG00000002728.4
OG0001146	ENSXETG00000017006.1	ENSGALG00000051279.1
OG0001146	ENSXETG00000019804.1	ENSGALG00000008896.7
OG0001147	ENSXETG00000020321.1	ENSGALG00000039130.2
OG0001148	ENSXETG00000000020.1	ENSGALG00000038495.2
OG0001149	ENSXETG00000002228.1	ENSGALG00000038155.2, ENSGALG00000005070.6
OG0001150	ENSXETG00000009745.1	ENSGALG00000038400.2
OG0001151	ENSXETG00000000146.1	ENSGALG00000030791.2
OG0001151	ENSXETG00000004357.1	ENSGALG00000016937.8
OG0001152	ENSXETG00000009879.1, ENSXETG00000009820.1, ENSXETG00000020980.1	ENSGALG00000000317.6
OG0001153	ENSXETG00000011633.1	ENSGALG00000006565.7
OG0001154	ENSXETG00000020863.1	ENSGALG00000004740.6
OG0001154	ENSXETG00000020859.1	ENSGALG00000004710.5
OG0001155	ENSXETG00000013247.1	ENSGALG00000026722.4, ENSGALG00000003657.6
OG0001156	ENSXETG00000006760.1	ENSGALG00000036322.2, ENSGALG00000010370.6
OG0001157	ENSXETG00000003540.1, ENSXETG00000016038.1	ENSGALG00000004418.7
OG0001157	ENSXETG00000006583.1	ENSGALG00000005258.5
OG0001158	ENSXETG00000006589.1	ENSGALG00000005253.6, ENSGALG00000047483.1
OG0001159	ENSXETG00000008176.1	ENSGALG00000032850.2
OG0001159	ENSXETG00000015769.1	ENSGALG00000004098.5
OG0001160	ENSXETG00000020297.1	ENSGALG00000032319.3
OG0001161	ENSXETG00000017761.1	ENSGALG00000034294.2
OG0001161	ENSXETG00000002296.1	ENSGALG00000002237.6
OG0001162	ENSXETG00000012662.1	ENSGALG00000016138.6
OG0001162	ENSXETG00000007328.1	ENSGALG00000007314.6
OG0001163	ENSXETG00000011612.1	ENSGALG00000000120.6
OG0001163	ENSXETG00000018484.1	ENSGALG00000005981.4
OG0001164	ENSXETG00000014563.1, ENSXETG00000000321.1	ENSGALG00000051442.1
OG0001164	ENSXETG00000009485.1	ENSGALG00000027069.3
OG0001165	ENSXETG00000016247.1	ENSGALG00000037828.2
OG0001165	ENSXETG00000017856.1, ENSXETG00000006078.1	ENSGALG00000004778.5
OG0001166	ENSXETG00000016454.1	ENSGALG00000034610.2
OG0001166	ENSXETG00000011662.1	ENSGALG00000004663.6
OG0001167	ENSXETG00000002692.1	ENSGALG00000027423.3
OG0001167	ENSXETG00000013541.1	ENSGALG00000001239.6
OG0001168	ENSXETG00000017650.1	ENSGALG00000025884.3, ENSGALG00000031958.2
OG0001169	ENSXETG00000001184.1	ENSGALG00000005869.7
