"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9"
"2814","107285303","vomeronasal type-2 receptor 26-like",0,8.81,4,1,2,9.01,2.62,1,0.02,1.21,3.98,0,0,2.69,0,0,0,1,0,0,0,3,2,0,4.9,13.17,1,2,4.29,0
"2815","107285305","metadherin",6639.99,1800.1,2007.56,3761.46,2564.84,1352.48,1880.46,1573.84,2751.03,1474,1386.31,2290.94,865.62,1993.99,2513.73,1900.45,2265.09,2576.02,1942.67,1375.43,1762.68,1161.83,1938.37,1900.96,3370.01,2067.4,3229.99,5116.06,1473.71,4586.5
"2816","107285306","vomeronasal type-2 receptor 26-like",1,4,1,2,1,2,0,6,2,5,0,9,1,2,2,2,0,2,5,1,5,0,0,3,4,5,1,0,1,1
"2817","107285308","tubulin polymerization-promoting protein family member 2-like",2,0,0,2,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,3,0
"2818","107285309","zinc finger protein 219-like",34.19,32.63,39.31,34.65,18.07,33.13,17.28,27.3,36.76,21.89,47.65,29.42,16.63,34.38,25.44,17.92,17.85,33.26,36.52,23.66,24.02,62.64,138.78,35.65,39,28.29,27.13,19.44,57.49,33.64
"2819","107285310","rho guanine nucleotide exchange factor 40-like",10,29,19,2,11,14,4,10,7,8,17,8,7,6,1,11,5,1,7,10,6,20,81,14,16,21,11,7,24,4
"2820","107285311","zinc finger and SCAN domain-containing protein 16-like",14,57,72,24,14,38,5,39,15,36,41,40,28,14,6,14,9,27,56,18,23,86,214,67,60,44,13,4,73,5
"2821","107285312","vomeronasal type-2 receptor 26-like",3,13,4,13,10,10,3,13,4,1,18,6,11,2,0,0,0,2,6,3,4,17,12,14,9,34,2,1,11,4
"2822","107285313","zinc finger protein 239-like",0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,2,0,2,4,3,0,0,4,0,0,3,0
"2823","107285315","soluble scavenger receptor cysteine-rich domain-containing protein SSC5D-like",2,7,8,1,2,7,3,1,1,5,5,0,3,3,4,0,4,0,11,0,2,11,33,11,0,2,1,0,7,1
"2824","107285316","carboxypeptidase Q",517,59,110,206,277,74,267,136,433,326,64,478,103,365,543,265,360,344,246,325,198,95,268,141,373,13,412,133,61,249
"2825","107285317","serine/threonine-protein kinase SBK2-like",0,15,14,9,1,35,0,5,1,5,2,3,6,2,2,2,0,0,13,5,0,19,12,18,8,16,3,2,43,0
"2826","107285318","olfactory receptor 14I1-like",0,2,3.99,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,4,1
"2827","107285319","olfactory receptor 14C36-like",0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,3,0,0,0,0
"2828","107285321","olfactory receptor 14A16-like",0,4,2,0,1,3,0,3,1,0,4,1,0,0,0,2,0,0,0,1,0,0,0,0,5,6,3,0,3,0
"2829","107285322","olfactory receptor 1020-like",0,6,2,1,0,1,0,1,0,0,3,0,0,0,0,2,0,0,0,1,0,0,1,0,0,3,3,0,4,0
"2830","107285323","protein NDRG2-like",806.97,457.99,543.06,425,660.11,979.55,469.82,1047,285.53,1120.68,713.99,3776,272.22,461.97,459.31,467.19,549.83,1371,1477.46,777.62,981,858,1773,2298.54,3833.81,290,1105.97,197.82,1437.05,199.54
"2831","107285324","cyclic AMP-dependent transcription factor ATF-5-like",783.76,133.6,219.36,1328,669.14,396,589.23,526,703.76,737,308.3,659,78.54,763.53,420.12,615.8,808.68,979,254.53,597.75,802,351,955.59,410.67,645.24,274,434.62,2192.52,465,870.98
"2832","107285325","ligase I DNA ATP-dependent",84.71,133.76,160.72,121,73.46,239,29,137,83,95,152,188,97,54.61,46.52,49,46,75,121,70,87,285,738,173,121,162,55.54,45,310,49
"2833","107285326","syndecan 2",261,516,430,208,122,163,57,57,343,90,262,261,214,158,232,112,89,123,582,96,122,207,341,314,398,482,197,92,376,265
"2834","107285327","zinc finger protein 628",29,33,46,47,20,53,18,37,32,29,43,89,22,12,18,24,22,25,53,20,45,86,232,57,79,65,30,20,78,18
"2835","107285328","deleted in malignant brain tumors 1 protein-like",308,1853,1377,942,160,217,56,261,571,111,538,480,355,290,115,94,186,251,798,250,252,457,801,2755,360,1314,296,298,483,255
"2836","107285329","von Willebrand factor A domain containing 5A",307,853,1159,784,317,663,152,771,501,347,1577,1236.83,917,277,305,528,179,379,918,338,556,2106,2608,1230,762,1751,408,167,1427,303
"2837","107285330","RAB11 family interacting protein 4 (class II)",81.72,221.83,220.44,186.49,92.92,140.08,39.57,145.21,117.95,52.9,242.44,81.33,128.81,76.05,58.96,147,35.23,165.58,209.36,130.4,99.89,198.86,245.56,233.13,127.21,199.25,203.15,43.82,122.27,84.91
"2838","107285331","serine/threonine-protein kinase SBK2-like",43,615,410,117,159,1407,16,233,75,170,481,463,266,193,72,52,15,27,307,109,84,729,800,740,576,1166,70,41,1840,4
"2839","107285332","N-acetyltransferase 14 (putative)",25,54,46,24,9,79,2,30,22,11,15,81,26,9,6,23,10,15,44,14,21,125,175,48,59,70,8,5,71,15
"2840","107285333","uncharacterized serine/threonine-protein kinase SBK3-like",3,58,30,15,6,32,2,19,7,12,22,15,20,4,10,4,7,0,9,15,9,75,66,36,66,104,4,0,103,0
"2841","107285334","serine protease 27-like",6,1,0,6,1,3,4,7,9,2,2,18,0,5,8,3,11,10,18,9,5,0,2,5,10,0,18,4,2,2
"2842","107285335","septin 3",2,1,2,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,3,3,1,0,2,2,0,1
"2843","107285336","sterol regulatory element binding transcription factor 2",155,112,180,198,315,80,207,177,152,234,210,103,104,167,119,98,235,322,104,253,87,348,664,133,236,53,215,93,180,178
"2844","107285337","meiotic double-stranded break formation protein 1",1,1,2,2,1,2,0,3,5,0,6,2,3,0,1,0,0,0,3,0,2,7,0,1,6,6,0,1,3,0
"2845","107285338","sorting nexin 31",4,23,12,5,5,14,0,9,16,1,5,9,14,1,6,10,2,8,19,4,9,12,7,15,7,16,7,2,7,6
"2846","107285339","X-ray repair cross-complementing protein 5-like",228.61,462,392.91,372,77.03,431,67.7,150,297,171,159.39,449,166.12,80.45,166,114.56,30.6,104.84,547,152,203,270,519,263.73,293.52,275.09,155.25,63.46,295.35,181
"2847","107285340","ubinuclein 2",320,237,231,159,148,127,201,259,257,199,304,164,178,181,251,245,149,158,185,165,145,216,272,317,545,126,187,155,264,178
"2848","107285341","putative RNA-binding protein Luc7-like 2",1315,1108,1100,1138,824,857,613,623,960,591,731,1157,598,718,775,594,707,708,1033,670,595,849,1785,925,1104,1100,822,1236,858,834
"2849","107285342","polymerase (DNA) delta interacting protein 3",611,950,1095,486,410,633,213,328,667,231,614,841,429,316,313,318,287,335,1104,289,307,601,1049,828,925,921,542,487,635,477
"2850","107285343","ribosomal RNA processing 7 homolog A",348,196,261,229,244,124,80,108,167,110,166,218,100,134,117,91,148,174,191,106,111,190,316,205,264,258,153,119,181,152
"2851","107285344","transcription factor 20 (AR1)",187,304,354,122,81,121,87,149,199,89,287,126,120,98,144,124,91,139,191,120,97,193,404,217,222,103,202,94,170,111
"2852","107285345","NADH:ubiquinone oxidoreductase subunit A6",288,155,201,289,155,179,97,139,243,100,181,140,119,158,118,93,119,140,236,103,115,170,183,191,246,215,132,582,325,269
"2853","107285346","single-pass membrane protein with aspartate-rich tail 1",232,144,231,221,138,190,89,175,204,101,231,154,253,162,95,218,118,104,303,81,166,347,187,322,234,249,175,383,295,185
"2854","107285347","odd-skipped related transciption factor 2",2,30,45,8,6,22,3,7,18,5,38,8,22,13,4,2,0,5,35,13,16,32,44,21,15,29,3,14,29,3
"2855","107285348","N-acetylgalactosaminidase alpha-",145,762,1050,250,161,257,102,207,339,68,729,405,448,172,238,253,79,115,690,246,218,626,892,788,251,560,349,79,351,184
"2856","107285349","WBP2 N-terminal like",186,102,136,101,85,94,24,44,102,49,83,106,58,36,66,62,19,31,142,55,29,87,164,48,182,107,81,41,50,95
"2857","107285350","centromere protein M",145,117,86,155,64,113,22,65,105,32,103,149,77,80,46,84,30,27,181,35,89,165,101,87,131,61,89,202,92,130
"2858","107285351","coiled-coil domain containing 134",1233,507,620,727,554,350,210,284,405,335,392,602,245,373,364,252,407,526,546,210,282,336,1135,563,811,400,496,385,499,739
"2859","107285352","SNU13 homolog small nuclear ribonucleoprotein (U4/U6.U5)",1298.91,694.83,942.28,1816.95,1154.6,778,369.3,815,1007.82,685.35,567.1,953.33,384.12,1009.89,815.46,701.77,596.31,808.82,857,519,1072.52,578.65,985.39,614.38,801.61,1087.88,943.91,3373.08,684.57,1423.17
"2860","107285353","family with sequence similarity 109 member B",15,46,43,9,4,23,4,12,28,6,28,29,10,8,8,8,9,12,38,15,6,17,64,18,34,14,22,0,23,4
"2861","107285354","shisa family member 8",2,3,3,2,0,8,0,1,3,0,1,0,0,3,1,3,0,0,1,0,1,2,0,2,1,1,0,0,2,0
"2862","107285355","protocadherin 18",19,104,59,15,15,51,17,13,80,12,43,64,63,13,40,11,26,10,89,44,8,61,435,44,55,37,42,7,35,36
"2863","107285356","solute carrier family 7 member 11",1231,103,94,1366,480,136,960,675,341,743,178,362,37,825,1266,634,3158,862,200,916,1105,70,246,92,473,289,671,294,58,517
"2864","107285357","galanin receptor 1",0,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,1,1,3,0,0,4,2,0,0,0,1,0,0,1
"2865","107285358","myelin basic protein",261,445,872,311,154,831,100,243,393,186,314,359,90,190,213,345,150,301,371,232,508,259,1113,354,633,528,3037,170,421,177
"2866","107285359","zinc finger protein 236",307,346,432,285,160,147,124,200,247,139,323,177.99,248,119,172,184,111,194,383,142,150,247,429.98,362,299,416,216,60,250,200
"2867","107285360","uncharacterized LOC107285360",8,6,22,6,4,17,10,7,6,8,16,11,8,10,8,5,13,18,11,4,13,10,43,8,17,4,10,4,13,3
"2868","107285361","hydroxyacid oxidase (glycolate oxidase) 1",1,4,3,1,0,4,0,0,0,0,1,2,0,0,0,1,0,0,0,2,1,1,7,3,2,3,0,1,1,1
"2869","107285362","lysosomal associated membrane protein family member 5",0,2,1,0,0,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
"2870","107285363","thioredoxin related transmembrane protein 4",36,40,47,12,21,23,16,11,16,14,31,44,21,7,23,7,13,13,20,21,5,32,96,32,30,27,40,8,26,14
"2871","107285365","phospholipase C beta 1",163,462,282,284,182,440,84,151,327,158,267,150,206,108,90,99,124,85,331,87,74,234,409,414,325,501,172,54,506,152
"2872","107285366","phospholipase C beta 4",5089.99,1388,1261.23,1514,1448,1676,990,1098,1125,1307,845,1989.99,485,1048,1105,1057,1104,1519,1662,963,1270,659,1223,1180,4162.94,1554,2784.99,535.01,1390.97,1121
"2873","107285367","p21 protein (Cdc42/Rac)-activated kinase 7",39,7,0,9,23,12,14,7,18,18,3,37,2,8,3,5,12,28,3,21,6,3,25,11,75,2,55,25,2,17
"2874","107285368","bone morphogenetic protein 2",12,37,70,11,15,11,11,17,81,9,30,49,21,16,19,47,7,12,70,17,13,37,158,38,35,34,11,20,32,7
"2875","107285369","cystic fibrosis transmembrane conductance regulator",372,2182,2360,219,261,650,204,323,589,282,714,257,704,468,764,329,208,503,845,774,566,1064,2325,1485,1024,314,759,39,1083,59
"2876","107285370","cortactin binding protein 2",44,138,152,73,52,96,35,49,105,51,125,61,67,44,34,35,48,55,175,80,34,133,213,134,161,105,86,10,143,29
"2877","107285371","MET proto-oncogene receptor tyrosine kinase",931,1566.98,1618,646,432,648,294,544,711,353,929,596,677,458,629,443,360,503,983,581,536,997,2770,851,1400,979,873,174,1081,750
"2878","107285372","capping actin protein of muscle Z-line alpha subunit 2",3089,5252,5724,3574,2093,3001,840,1996,2567,1356,3813,3520,3221,1498,1541,1524,1172,1117,4418,1565,1748,3908,5500,3643,4073,6227,2141,1115,5153,1468
"2879","107285373","suppression of tumorigenicity 7",268,254,208,197,133,334,37,49,130,77,106,237,57,69,42,50,34,34,258,50,88,155,110,209,424,200,205,38,204,48
"2880","107285374","ankyrin repeat SAM and basic leucine zipper domain containing 1",41,10,79,18,73,27,51,30,30,42,18,7,17,68,46,45,87,87,38,13,38,35,8,53,6,21,44,5,24,29
"2881","107285375","reactive intermediate imine deaminase A homolog",374,235,189,241,113,100,159,359,311,178,195,166,129,240,478,329,365,160,322,322,158,334,579,242,228,194,232,222,118,172
"2882","107285376","ankyrin repeat domain-containing protein 26-like",401,816,908,1026,234,743,179,522,668,267,838,341,958,333,397,387,274,176,1078,301,287,763,557,790.99,781,914,630,209,1511,296
"2883","107285377","LSM8 homolog U6 small nuclear RNA associated",159,97,129,193,141,88,25,57,137,41,91,108,91,81,48,50,60,49,138,44,51,131,143,141,113,129,93,212,89,119
"2884","107285378","out at first homolog",0,1,4,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,3,0,0,0,3,6,3,3,0,0,0,1
"2885","107285379","membrane frizzled-related protein",3,12,3,1,1,1,1,3,2,5,2,1,1,2,2,3,0,2,0,0,0,2,3,3,18,8,0,3,1,4
"2886","107285380","PDZ domain containing 3",1,7,11,1,2,2,0,5,4,1,20,7,13,3,6,7,1,2,8,3,1,13,22,9,17,8,5,3,7,1
"2887","107285381","NLR family member X1",1,21,17,10,7,3,2,5,8,4,14,6,2,3,8,6,6,2,18,2,2,6,22,17,26,10,5,3,23,6
"2888","107285382","nectin cell adhesion molecule 1",4,13,13,4,2,1,1,5,8,2,9,7,4,1,5,3,2,5,5,3,2,12,12,15,8,5,7,4,10,7
"2889","107285383","melanoma cell adhesion molecule",78,416,231,91,68,250,78,105,106,187,296,217,269,85,87,97,69,43,436,181,50,383,662,531,414,213,126,39,157,57
"2890","107285384","coiled-coil domain containing 153",27,179,184,187,39,143,5,148,160,70,106,86,233,57,20,210,38,33,447,106,235,537,92,394,34,230,75,31,105,19
"2891","107285385","tripartite motif containing 29",2,64,99,2,35,30,1,28,30,11,91,14,57,8,14,25,3,3,52,55,4,58,313,29,42,16,4,2,72,2
"2892","107285386","uncharacterized LOC107285386",32,84,152,201,38,93,6,80,89,32,138,101,79,29,9,75,11,10,225,31,128,478,87,265,29,395,54,6,60,24
"2893","107285387","Thy-1 cell surface antigen",0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"2894","107285388","ubiquitin specific peptidase 2",16,8,17,10,20,20,2,12,7,11,31,24,4,0,13,9,30,16,9,15,7,30,42,20,59,6,9,18,55,8
"2895","107285389","C1q and tumor necrosis factor related protein 5",0,2,2,2,0,0,0,0,4,0,1,5,1,0,1,0,1,1,1,0,0,3,8,2,4,1,3,1,0,3
"2896","107285390","ring finger protein 26",4,6,9,3,3,2,3,4,0,1,5,5,3,7,2,3,0,1,5,7,1,8,21,7,21,2,2,2,4,2
"2897","107285391","Cbl proto-oncogene E3 ubiquitin protein ligase",6,4,12,2,3,1,2,7,2,7,7,4,9,2,1,10,5,6,7,1,4,12,20,9,17,6,4,13,4,6
"2898","107285392","Meis homeobox 2",54,164,205,84,99,169,36,59,83,64,196,149,102,68,37,81,29,82,233,79,60,104,252,109,361,107,134,17,73,26
"2899","107285393","chromosome unknown open reading frame human C15orf41",103,141,146,58,48,78,15,53,87,33,93,79,74,27,62,42,41,26,99,33,58,69,140,95,83,98,102,34,58,38
"2900","107285394","diphthamine biosynthesis 6",169,128,215,144,114,169,89,95,134,65,159,148,110,92,95,125,112,154,195,80,84,205,220,199,174,133,159,45,171,95
"2901","107285395","aquarius intron-binding spliceosomal factor",688,854,932,343,402,413,206,381,496,253,972,345,467,370,374,302,312,324,714,376,290,640,1663,777,779,606,411,189,559,283
"2902","107285396","lysosomal protein transmembrane 4 beta",74,126,92,88,47,37,37,64,90,28,96,132,74,95,56,38,34,62,172,53,69,198,344,138,204,77,137,11,48,55
"2903","107285397","uncharacterized LOC107285397",11,271,271,74,25,49.01,11,34,321.01,23,206.72,225.06,277.95,68,23,33,15.05,9,394,65,64,312,471.88,225,28.12,71.05,139,17,125,24.02
"2904","107285398","dedicator of cytokinesis protein 2-like",8,44,29,9,8,5,8,15,26,9,128,6,40,24,8,3,7,6,39,4,18,71,24,24,20,14,25,0,14,2
"2905","107285399","lymphocyte cytosolic protein 2",4,35,49,54,11,19,5,14,19,12,101,22,62,28,4,5,2,8,91,9,17,57,52,73,31,53,35,2,53,8
"2906","107285400","forkhead box I1",433,67.43,6,41.93,526.62,122.76,203.09,71.19,184.81,161.15,52.74,215.27,12,225.11,340.69,366.06,198.17,182.02,263.29,177.18,205.92,0,3,162.93,444.29,15,314.95,114.26,1.46,212.35
"2907","107285401","putative calcium-activated potassium channel subunit beta",6,88,92,11,6,16,2,0,43,8,28,25,44,1,7,11,7,1,81,16,11,36,77,98,18,100,11,12,35,10
"2908","107285402","GRB2-related adaptor protein 2",5,13,8,10,0,4,3,3,7,1,36,2,19,9,0,0,1,1,20,1,2,17,9,17,3,8,3,1,18,4
"2909","107285403","family with sequence similarity 83 member F",456,273,337,137,167,98,91,106,186,82,214,334,153,107,167,121,170,137,131,132,109,156,436,178,390,355,147,217,133,154
"2910","107285404","trinucleotide repeat containing 6B",122,132,200,121,82,95,69,85,140,68,139,81,67,76,77,80,68,85,115,58,44,96,152,122,214,85,105,144,206,76
"2911","107285405","uncharacterized LOC107285405",24,49,77,50,12,23,12,13,37,11,25,41,17,21,19,15,12,9,38,8,23,33,34,28,48,49,49,60,39,30
"2912","107285406","adenylosuccinate lyase",1834,1284,1319,660,771,1038,320,339,591,411,780,1637,505,447,554,412,440,292,1057,506,380,886,972,620,1427,1060,831,479,741,336
"2913","107285407","nicotinamide phosphoribosyltransferase",245,163,162,174,134,96,77,102,121,97,591,166,236,131,222,389,69,54.99,170,57,134,383,202,221.99,207,403.92,125,50,97,113
"2914","107285408","small G protein signaling modulator 3",1623,704,996,898,1046,497,624,510,776,494,660,757,414,717,492,620,778,1133,779,801,390,539,1315,693,1265,540,962,922,459,1132
"2915","107285409","megakaryoblastic leukemia (translocation) 1",171,115,174,105,130,58,106,129,123,95,241,84,125,84,67,84,139,140,133,122,70,228,507,171,340,89,136,114,133,90
"2916","107285410","solute carrier family 25 member 17",3670,1925,3065,3946,2772,1747,1464,1922,2290,1962,1364,2056,1266,1923,1777,1923,2099,2010,3131,1526,2177,1450,2177,2116,2909,2237,3070,1341,1649,2303
"2917","107285411","suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)",4262,2932,2707,2866,2103,1622,738,1309,2004,1077,2267,2323,2498,1319,1523,1200,1616,1462,2395,1472,1290,2695,3936,2453,2831,2624,1952,2771,1993,2495
"2918","107285412","X-prolyl aminopeptidase 3 mitochondrial",671,202,310,225,331,589,140,136,229,171,247,387,171,178,165,155,193,316,827,188,118,188,488,464,404,251,273,249,355,200
"2919","107285413","ring-box 1 E3 ubiquitin protein ligase",3408,1199,1559,2430,1626,1411,596,781,1644,639,1142,2153,789,1199,891,780,702,597,1946,577,907,1254,1375,1220,2242,1823,1662,7706,1177,2273
"2920","107285414","E1A binding protein p300",301.82,477.17,673.41,303,243.06,292.57,171,310,399.46,209.52,574.96,346.17,306.48,243,217.23,296.17,222,193.03,463.37,236,191.02,474.01,944,621.06,742.02,345.07,355.63,241,465.81,270.38
"2921","107285415","l(3)mbt-like 2 (Drosophila)",219,77,85,74,66,58,46,72,102,51,86,121,36,93,86,47,95,107,67,44,49,72,156,53,112,50,97,78,79,89
"2922","107285416","synaptophysin-like 1",0,3,2,2,3,5,0,0,2,3,3,1,6,0,0,2,0,1,0,2,0,2,4,1,0,7,0,0,1,0
"2923","107285417","Ran GTPase activating protein 1",496.23,279.89,428.49,273.35,301.18,117.95,114.36,124.65,169.27,142.82,312.57,254.78,203.25,159.21,201.04,224.85,223.82,151.77,178.53,175.7,111.55,332.6,660.33,207.07,504.14,346.05,233.66,194.57,241.75,324.02
"2924","107285418","zinc finger CCCH-type containing 7B",207,297,377,214,154,217,144,218,181,165,545,121,271,205,212,193,159,260,254,264,140,394,810,319,358,289,281,41,291,138
"2925","107285419","transducer of ERBB2 2",353,595,441,263,270,539,146,201,360,176,413,288,463,182,296,310,202,220,654,565,223,416,1000,621,543,460,305,246,431,194
"2926","107285420","PHD finger protein 5A",1903,1296,1719,1367,822,724,282,520,1095,490,884,895,856,484,386,377,399,535,870,486,461,1023,1896,814,1498,1439,819,947,966,829
"2927","107285421","aconitase 2",1815,3164,2391,1237,1404,4325,517,1001,1107,1072,2561,2532,1532,1101,1265,1126,857,1117,2863,1323,950,2842,4140,1892,3195,2027,1376,427,3908,888
"2928","107285422","cold shock domain containing C2",176,333,443,121,76,161,33,71,248,46,293,250,192,101,78,80,53,53,419,89,93,282,559,352,230,332,156,22,251,101
"2929","107285423","X-ray repair complementing defective repair in Chinese hamster cells 6",596,1204,1199,775,256,947,292,386,642,390,504,1025,459,309,415,320,189,263,1136,333,338,705,1230,870,790,769,460,96,789,397
"2930","107285424","desumoylating isopeptidase 1",92,66,82,52,32,36,36,25,52,32,30,54,21,49,31,24,32,31,44,14,30,35,65,39,76,33,46,71,36,54
"2931","107285425","thyrotrophic embryonic factor",5,47,50,16,5,15,10,17,28,28,36,12,15,22,26,11,18,31,50,19,24,45,56,24,15,12,20,17,26,15
"2932","107285426","phosphomannomutase 1",81,13,13,37,28,12,8,18,21,13,19,8,8,14,10,15,12,30,9,10,8,36,24,8,38,14,21,24,11,23
"2933","107285427","cadherin related family member 3",41,369,232,144,73,181,10,101,146,82,127,105,96,46,11,113,29,30,399,102,85,275,288,248,96,214,36,6,191,24
"2934","107285428","growth associated protein 43",32,76,130,29,20,17,11,22,436,19,243,338,129,9,11,41,5,13,197,11,25,139,583,63,21,26,30,11,47,8
"2935","107285429","cadherin-related 23",2,15,24,2,6,6,3,5,4,8,16,15,2,8,2,8,1,2,10,8,4,8,21,11,21,21,15,5,20,1
"2936","107285430","chromosome unknown open reading frame human C10orf54",34.93,300,293,249,51,59,25,119,149,27,542,109,137,70,37,30,28,54,255,40,86,212,237,418,102,283,199,20,126,54
"2937","107285431","prosaposin",15140,21496,26294,8948,6996,10067,3809,7849,9773,4820,24493,14262,16509,6631,7915,6471,5274,5808,21532,9690,6923,21698,59330,21764,18077,13843,12363,1499,15343,4673
"2938","107285432","core histone macro-H2A.2",238,279,402,276,141,210,83,152,330,77,344,256,316,155,181,180,130,127,376,87,143,362,372,401,310,326,187,271,300,267
"2939","107285433","apoptosis inducing factor mitochondria associated 2",79,82,123,71,29,44,17,25,94,20,67,44,47,33,50,29,19,12,108,31,40,58,181,92,75,128,44,42,62,63
"2940","107285434","Werner helicase interacting protein 1",225,227,239,101,83,218,110,163,163,176,184,187,128,125,165,134,68,121,212,174,113,207,270,214,337,132,157,64,235,160
"2941","107285436","adhesion G protein-coupled receptor L4",23,70,70,19,22,48,25,18,33,26,24,10,20,23,31,29,24,43,58,25,10,47,92,66,41,31,26,5,49,38
"2942","107285437","coiled-coil domain containing 62",10,5,6,5,5,2,2,4,5,9,16,11,8,4,8,5,4,2,12,2,9,6,28,8,15,3,4,3,7,3
"2943","107285438","RAD50 interactor 1",1.24,1.23,0.99,0,0,0,11.04,11.1,1.21,2.67,2.83,0,0,16.15,6.22,0,1.22,7.07,0,12.18,0,0,1.89,1.2,1.55,0,0,1.22,0,0
"2944","107285439","ATP binding cassette subfamily B member 9",0,2,7,1,3,6,2,1,2,0,3,0,3,0,0,1,1,0,2,0,0,0,4,4,7,3,3,2,6,0
"2945","107285440","phosphatidylinositol transfer protein membrane associated 2",5,8,16,3,4,7,7,1,7,2,11,9,4,2,1,5,15,3,8,2,1,2.29,23,9,14.91,3,5,3,21.79,4.59
