"","gene","description","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Mus_hrt_1","Mus_hrt_2","Mus_hrt_3","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Canis_hrt_1","Canis_hrt_2","Canis_hrt_3"
"944",107286207,"DnaJ heat shock protein family (Hsp40) member C17",198,213,141,44,192,1.452181,1.812057,1.50727,7.7066695,5.688889,8.39783,6.20657,10.8758,17.84337
"945",107286209,"GTP cyclohydrolase I feedback regulator",312,395,295,118,275,7.73391,20.8329,19.3964,11.76396,8.75041,8.23512,25.98425,26.71633,62.02637
"946",107286210,"regulator of microtubule dynamics 3",308,143,238,165,329,5.325876,6.050058,5.691084,17.75525044,18.07684854,17.38892,9.431509,12.598915,27.821808
"947",107286213,"NIMA related kinase 1",327,446,348,238,453,1.8933783,2.382525,1.9809102,1.996092,3.6553901,3.353122,0.9272745,1.0594259,2.330391214
"948",107286217,"bromo adjacent homology domain containing 1",6,10,9,27,9,3.843036,5.978382,5.55938,8.311979,7.670748,9.58184,1.266109911,4.352147204,11.99624561
"949",107286222,"RAD51 recombinase",10,15,12,23,16,0.491248236,0.5092325,0.6530476,0.493098,0.484239166,0.32212569,0.16345,0.309528,0.475559
"950",107286223,"cytochrome c oxidase copper chaperone",164,157,129,79,313,62.825243,119.474683,125.176795,116.63055,77.2562,62.48153045,993.35,557.539,1870.95
"951",107286233,"popeye domain containing 2",2707,1257,2802,169,3062,276.249221,388.24946,387.52668,223.25084,366.53576,392.88866,26.7852,82.0185,430.562
"952",107286244,"QKI, KH domain containing, RNA binding",2336,2222,2879,1044,3089,211.83358,205.1171409,211.47079,46.110502,114.686418,113.445218,27.7738,164.101,193.507
"953",107286252,"tectorin beta",20,3,0,6,12,0.1878846,0.111923,0.114294,0,0,0,0,0,0
"954",107286253,"PARK2 co-regulated",74,45,29,7,45,0.258698,0.537098,0.372353,4.027589002,3.91383,2.822633,0.958747,2.17662,1.69239
"955",107286255,"acyl-CoA synthetase long-chain family member 5",7,24,13,14,7,2.9012759,4.589914,5.110493,8.017003,4.235881,4.01901,2.56148,3.136563,3.00048
"956",107286256,"vesicle transport through interaction with t-SNAREs 1A",75,42,70,31,83,4.1666956,3.7927161,4.083698,2.998617,3.950304,3.43538,5.62294,10.737,32.6814
"957",107286257,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",296,769,400,254,925,42.7948,50.380863,48.701885,116.02061,164.907441,144.544348,75.9892,95.3574,131.699
"958",107286266,"potassium voltage-gated channel subfamily C member 4",7,29,6,32,7,0.399134,0.301755,0.317439,2.5013016,6.041837,5.51736,2.080088,4.068619,9.38409
"959",107286267,"solute carrier family 6 member 17",0,0,0,6,0,1.504703,1.279814,1.24707995,0.267571,0.448912,0.399996,3.03031,5.36825,7.44039
"960",107286272,"ETS variant 6",11,7,9,49,12,4.465776,5.83633,5.31376,3.832358,2.50789,2.710316,1.2576057,6.12829,10.307282
"961",107286273,"LDL receptor related protein 6",10,10,9,31,9,12.0836929,10.9109099,10.8708168,3.111365,7.288738,5.394064,0.844822085,4.997503,5.127761
"962",107286292,"denticleless E3 ubiquitin protein ligase homolog",4,12,5,19,10,0.202651196,0.11627396,0.076340947,0.0204376,0.838291,0.152064,0.0799603,0.212796,0.165693
"963",107286293,"dephospho-CoA kinase domain containing",21,23,18,25,30,54.35216,72.04134,71.163517,21.55983,39.58794,27.11875,8.69686,30.421,38.031
"964",107286302,"integrator complex subunit 7",122,79,92,169,100,9.67382,10.43382,10.7120779,2.215614,2.56184374,3.563472537,0.48033,1.889106,4.2941983
"965",107286307,"ATP binding cassette subfamily A member 1",245,586,452,555,331,3.347951,2.3767,2.14523,3.258973,4.888925,2.434966,0.6123355,2.012445,8.957428805
"966",107286315,"acyl-CoA thioesterase 12",37,44,54,29,48,0.1599256,0.144754,0.0832353,0,0,0,0.18873808,0.4584632,1.37618
"967",107286318,"Ras protein specific guanine nucleotide releasing factor 2",39,20,23,19,43,4.1507423,3.037581,3.504861,4.50377,1.834113,1.62652,4.9859211,7.256445,31.900795
"968",107286320,"jagged 1",210,948,145,304,188,2.034434,2.400482,2.456955,11.097505,17.403169,23.099465,1.91224,6.306,7.21105
"969",107286322,"tubulin gamma complex associated protein 6",124,173.3,189.15,112,168,7.7922788,11.3012159,8.6147655,14.7075291,25.94906,25.530275,0.822864001,3.738843,5.794425
"970",107286323,"transmembrane protein 206",86,185,82,79,101,2.33604,2.3471,2.32378,2.064391,2.321392,3.1005202,3.37974,6.55971,8.28712
"971",107286324,"histone deacetylase 10",46,18,54,32,53,9.9443071,12.1984135,11.494726,12.9484736,15.95896761,20.0252374,1.94393,4.780366,6.02374
"972",107286327,"zinc finger protein 800",336,366,279,354,390,0.776369795,0.9564155,1.109533,3.3613122,4.175902,5.5613467,1.651613,3.793351,11.614794
"973",107286329,"plexin B2",106,167,166,89,131,24.70645,42.347359,39.005015,37.25505,69.21082,66.1689,2.21727,8.31271,9.23819
"974",107286331,"selenoprotein O",49,69,51,55,84,9.75002,10.8102,10.981,17.31422,28.9728,25.8216,9.47896,15.1652,25.46996
"975",107286334,"protein phosphatase 2 regulatory subunit B', alpha",673,348,585,538,467,40.1816996,39.4212968,38.5828526,10.1488,12.6068,12.7708,25.57349,38.2575,77.741
"976",107286336,"myosin regulatory light chain interacting protein",632,703,1794,540,1101,5.472788,6.16578,6.51985,5.3724,6.89753,6.5173948,1.816947,4.846339,14.11266
"977",107286339,"RAN binding protein 9",477,554,394,430,345,11.3634,9.944411,9.392598,8.97045,8.80901,12.49307,6.83898,14.08384,38.72007
"978",107286342,"thiopurine S-methyltransferase",450,455,248,63,325,3.540829,2.625107,2.631481,2.15031,2.09053,1.77579,2.32963,6.096758,5.67686
"979",107286343,"transforming growth factor beta receptor III",37,23,66,87,44,13.435234,16.307859,19.56065,17.93888,10.24488679,10.6704,1.684748,10.80592,26.2975
"980",107286344,"lysine demethylase 1B",68,76,94,91,63,3.4787056,3.1037799,2.91342,4.566389,2.42384,2.925574,0.848944,7.207085017,6.025756
"981",107286350,"NHL repeat containing E3 ubiquitin protein ligase 1",612,213,193,57,188,3.10096,3.9258,3.64722,0.293913,1.12962,1.50761,1.22665,2.703,5.23451
"982",107286353,"chromosome unknown open reading frame, human C11orf70",88,87,52,18,109,0.608985,0.754226,0.616962,0.1510877,0.0839901,0.301124,1.97925,1.77807,8.26408
"983",107286361,"defective in cullin neddylation 1 domain containing 5",65,119,31,40,55,9.830355,9.74345,9.188414,11.6858,16.14148,16.254561,28.24596,17.97015,90.6575
"984",107286362,"dynein, cytoplasmic 2, heavy chain 1",217.28,159.32,359.58,340,388.56,0.5015688,0.243483,0.201139,4.063057,0.5240428,1.938569,0.603481,0.8956066,1.514659173
"985",107286376,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",164,84,154,235,154,5.0527544,4.1517231,4.2541921,13.390957,28.842356,30.079941,2.5643004,10.014417,15.4370776
"986",107286380,"ORMDL sphingolipid biosynthesis regulator 2",27,15,28,48,30,10.190323,8.934156,8.33963,18.487442,19.40306,18.52587,10.7417,16.1149,50.4541
"987",107286381,"limb development membrane protein 1-like",10,7,16,16,8,13.614529,20.501012,19.132677,32.45741,43.836237,39.68423492,1.721509,3.79763,3.5951
"988",107286388,"growth differentiation factor 11",0,2,0,16,0,0.554492,0.475959,0.47759,4.10977,6.18469,8.11717,0.216715,0.662921,1.53005
"989",107286391,"desert hedgehog",0,0,2,0,0,0.803457,0.5675724,0.469763,0.395113,0.663827,0.559412,0.0826669,0.630793,0.849533
"990",107286393,"peripherin",0,0,1,3,0,0.98860494,0.5610431,0.514904,1.176505,1.241707,1.418399,0.0445626,0.952644,0.178367
"991",107286394,"PYM homolog 1, exon junction complex associated factor",17,15,19,11,17,3.537517,4.683418,5.393257,9.557243,10.33318,11.30599,23.9463,26.1399,102.196
"992",107286403,"proteasome subunit beta 3",1258,2219,1778,732,2472,111.739938,149.83883,147.029101,56.54979,0.000242553,21.22645,111.149,121.684,404.952
"993",107286404,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",41,24.9,48,62,35,6.843941,7.404702,7.29057,9.88764,8.038528,11.71161,3.31827,11.609,25.8375
"994",107286410,"heat shock transcription factor 2 binding protein",44,0,26,6,20,0.2735289,0.3440484,0.6198021,0.106324,0,0.1582194,11.793638,19.197176,31.68428
"995",107286413,"peripherin 2 (retinal degeneration, slow)",0,0,0,0,1,0,0,0,0.357548,1.314,0.912103,0.0350941,0.27934,0.805042
"996",107286420,"synaptotagmin 14",0,1,4,3,3,0.0386966,0.04970912,0.03486024,0.4474218,0.1137583,0,0.0572206,0.12052,0.368656
"997",107286422,"hedgehog acyltransferase",4,5,8,0,7,1.9577329,1.9320315,1.6121619,0.4572564,0.8471517,1.085438022,0.14712785,0.971142,0.5649469
"998",107286428,"SRY-box 6",108,107,178,159,221,7.508768092,6.673484809,6.8810013,1.4715338,3.310136386,4.098873318,0.3446223,1.058935473,1.871797
"999",107286439,"nuclear receptor binding protein 1",63,55,120,99,39,57.442638,76.4361494,74.6517579,36.076522,42.68248,52.25737,10.6725,16.329512,16.2012
"1000",107286449,"solute carrier family 5 member 6",168,97,136,71,100,10.973907,12.587412,15.389273,6.124207,14.2399,12.089846,3.46835,5.64207,8.73572
"1001",107286462,"FK506 binding protein 6",2,5,1,1,5,0.0795503,0.0257918,0.0286427,0.238395,0.892051,0.3247431,0,0.115809,0
"1002",107286465,"NOP2/Sun RNA methyltransferase family member 5",78,70,95,49,76,10.48215,13.231888,12.745918,7.156424,13.876901,11.089314,2.65163,5.42476,4.29988
"1003",107286481,"elastin microfibril interfacer 1",11,58,6,48,13,10.219173,15.171112,13.686163,20.7645,25.938409,27.503753,1.001486,1.962727,9.499235
"1004",107286483,"PX domain containing 1",12,78,5,31,9,7.12583,7.06305,7.43467,19.53963,11.75969,13.41763,1.94581,2.07462,0.560525
"1005",107286499,"transmembrane BAX inhibitor motif containing 4",1134,1153,1267,173,914,95.066783,112.3588946,108.1130229,30.648821,24.4071531,26.303781,49.205704,70.0331,78.7206
"1006",107286507,"sacsin molecular chaperone",90,63,122,116,68,3.4104475,1.7422004,1.80482396,1.422661,3.053494081,2.0312448,0.1786051,1.696468,5.500886
"1007",107286511,"Sin3A associated protein 30kDa",80,91,61,38,66,2.96947,3.34192,3.66674,9.65471,4.94186,10.08018,4.21311,7.95433,11.9487
"1008",107286513,"glycine receptor alpha 3",0,0,0,0,1,0.0681147,0.00835036,0.03985596,0.0408813,0.0959681,0.0375911,0,0,0
"1009",107286520,"ribosomal protein L8",12025,22547,11585,5654,15082,190.417191,286.519059,288.156378,2381.61413,1584.027315,1579.247831,450.86,503.303,901.092
"1010",107286522,"mediator complex subunit 14",79,76,105,189,114,9.48746,8.0619408,7.24745,8.11038,9.402291,9.5286,1.921138044,8.620617,0.080684209
"1011",107286523,"ATPase H+ transporting accessory protein 2",3598,2577,2711,1076,2646,4.59343,4.159957,3.35797,17.50597,15.32572,20.69952,11.207996,13.022407,0.481218
"1012",107286528,"tetraspanin 7",655,298,377,137,650,74.829203,82.398334,82.131441,39.13652,26.08816892,25.59273,35.9875,53.0106,0.309346
"1013",107286531,"ornithine carbamoyltransferase",1,3,1,6,2,0.03111,0.0266639,0.0140245,0.237122,0.159069,0,0.0736644,0.119151,0
"1014",107286534,"mitogen-activated protein kinase kinase kinase kinase 4",287,341,238,182,297,54.440928,51.284169,51.676395,33.64840934,43.4609076,42.29289519,4.4415369,14.17066,9.544279
"1015",107286540,"paired like homeodomain 1",0,0,0,0,0,0.0146419,0.1132867,0.0660194,0.0681724,0.1525,0.105705,0,0.140336,0.272406
"1016",107286542,"phospholipase D1",47,5,63,30,93,3.1406495,2.2184438,3.098715,8.8581483,15.87249506,16.8839207,0.551807,5.128262,6.1183291
"1017",107286544,"fibronectin type III domain containing 3B",20,37,27,171,30,8.615785,8.893867,9.47012,13.184519,17.9176644,18.7328292,0.86632359,9.75076,7.57944
"1018",107286546,"tumor necrosis factor superfamily member 10",191,132,379,271,494,3.37341,2.454731,2.386212,8.440389,9.63065,10.20672,18.63283,34.83897,166.3239
"1019",107286549,"epithelial cell transforming 2",1,1,1,17,0,0.1392689,0.0605688,0.071681727,0.352780119,1.260432,1.674453559,0.128803883,0.2739926,0.824846
"1020",107286571,"methyltransferase like 3",12.65,35,11.98,9,10,9.86353,9.369172,9.7624076,20.34619,18.42174,19.64783,4.08588,8.34819,16.5388
"1021",107286576,"KIAA1715 ortholog",188,241,216,149,155,2.8751875,2.660807245,2.775247591,3.122285283,2.744250085,4.28319,6.8520376,16.12759,29.27846875
"1022",107286577,"metaxin 2",655,518,620,143,711,48.5787,49.86939,52.59349,19.23896,24.72135,25.5007,40.868173,35.50188,97.18493
"1023",107286579,"heterogeneous nuclear ribonucleoprotein A3",2409,2948,1733,1428,2003,13.436473,10.418833,10.018257,159.777,59.96114,58.46788,33.2673,49.0536,298.056
"1024",107286580,"nuclear factor, erythroid 2 like 2",735.33,870.41,674.5,1001.54,722.39,19.393797,19.856261,19.675268,28.741675,27.8340547,26.558818,12.05,48.678,61.7094
"1025",107286583,"alkylglycerone phosphate synthase",654,547,556,424,703,4.965507,2.7915867,4.0542156,5.953313,7.27788,6.950471001,3.698488,21.66235,52.35661
"1026",107286603,"SPT16 homolog, facilitates chromatin remodeling subunit",12,13,15,69,19,2.75219,2.2511898,2.462406,14.404455,10.915992,9.600799,2.66716,6.24683,6.91674
"1027",107286634,"protein kinase AMP-activated catalytic subunit alpha 2",62,19,93,52,54,17.568,11.5388,11.3112,4.85541,7.64471,7.45815,1.27111,23.0164,43.718
"1028",107286637,"barttin CLCNK type accessory beta subunit",1,0,0,0,0,0,0.0110568,0.0116313,0.024903,0.0555992,0,0.0183955,0.026022,0.0189841
"1029",107286640,"phospholipid phosphatase 3",227,124,229,193,239,32.4612,42.0254,40.8929,65.374306,63.843597,75.715441,68.21198,172.2781,255.3671
"1030",107286641,"complement component 8 alpha subunit",10,14,7,36,5,0.0789418,0.0423387,0.0445392,0,0,0,0.0102925,0.0377735,0.0296869
"1031",107286642,"complement component 8, beta polypeptide",2,4,6,15,2,0,0,0,0,0,0,0.00767483,0.0305773,0
"1032",107286645,"small ubiquitin-like modifier 2",988,1624,1183,618,1182,50.929034,36.010922,34.413435,107.4079,66.4922,72.05356,58.76108,76.1157,322.1855
"1033",107286653,"cerebellar degeneration-related protein 2-like",23,23,41,42,53,2.61538,3.36769,3.3488,11.4307,12.4048,13.69,2.514746,4.684513,8.124996
"1034",107286654,"HID1 domain containing",9,8,1,28,11,2.379009,4.968533,4.543354,26.60216,24.7729,27.37909,6.84833,17.5793,8.97558
"1035",107286655,"ferredoxin reductase",28,18,36,39,31,2.884047,5.4180303,4.6827912,1.932068197,9.206112002,3.449047102,1.572456862,2.691059,3.061332
"1036",107286657,"potassium channel tetramerization domain containing 2",12,27,12,44,6,12.848545,13.987694,14.4963747,13.36924,12.74835,13.0974,12.11317,24.30869,95.627
"1037",107286660,"fatty acid desaturase 6",7,4,1,1,4,0.905958,1.373829,1.402151,0.251427,0,0.363538,0.45269,0.686005,6.05851
"1038",107286661,"glutamate ionotropic receptor NMDA type subunit 2C",3,0,2,1,0,0.670356,1.150937,1.212721,0.323736,0.9177982,1.5374401,0.189768,0.280343,0.504256
"1039",107286665,"tweety family member 2",8,3,8,2,7,2.68819,3.55701,3.66678,4.6984177,22.86862,25.30427,1.6626,6.57896,2.94602
"1040",107286668,"rhomboid domain containing 1",357,244,249,207,244,5.441387,5.759415,5.6037007,4.881412,9.212235,6.2464025,1.55204,5.438497,18.7295
"1041",107286677,"carbohydrate (chondroitin 4) sulfotransferase 11",106,50,71,14,96,2.50436,2.42158,2.44134,1.963091,1.882026,2.92123,0.391712,1.329974,3.55009
"1042",107286680,"calsyntenin 2",0,68,4,21,5,0.321377,0.2479637,0.2910071,3.01299,1.474461,1.667432,0.164616,0.937869,0.771781
"1043",107286687,"alpha kinase 1",9,19,30,40,42,0.8129933,1.463696,0.732351,2.1354549,0.6928397,1.369498,0.8118311,1.066799,3.70281
"1044",107286688,"adaptor related protein complex 1 associated regulatory protein",38,41,24,39,36,6.863535,6.992349,11.0777504,3.020209,5.451605,5.3343513,1.159165,2.87156,6.11989
"1045",107286690,"ankyrin 2, neuronal",1536,1016,1200,349,1046,58.5089045,59.0116624,46.3564866,36.80817646,85.53810562,85.60391223,1.95605462,28.7880296,10.9923
"1046",107286691,"zinc finger GRF-type containing 1",4,9,0,23,17,0.3359914,0.201960447,0.189173483,0.166095,0.415242,0.6278836,0.0254231,0.02793769,0.284326
"1047",107286694,"arylsulfatase family member J",6,14,1,5,2,0.180084,0.185476,0.170727,0.4091949,0.6857846,0.846017,0.170392,0.915699,2.0325
"1048",107286707,"family with sequence similarity 58 member A",81,76,84,61,74,21.4295,21.9347,22.2617,35.25066,32.13233,30.71799,4.394726,6.852314,0.259213
"1049",107286723,"ADAM metallopeptidase with thrombospondin type 1 motif 1",241,912,208,263,114,10.95965,12.20304,12.75114,65.93477,34.40214525,33.31929,7.93956,14.7759,83.0238
"1050",107286728,"polo like kinase 2",1288,330,490,184,449,7.6557383,6.61975,7.082248,21.8692053,40.378107,36.902756,8.9680656,22.97771187,26.09852
"1051",107286735,"cytochrome c oxidase protein 20 homolog",601,512,507,202,845,21.771983,17.62792,18.32773,40.99452,30.54199,23.28963,35.8778,27.316,70.0971
"1052",107286740,"EF-hand calcium binding domain 2",0,0,0,12,0,15.265297,8.93722,10.270315,15.70186,16.97779,14.2454,10.7888,13.4237,50.0461
"1053",107286753,"actin gamma 1",17041,46961.35,17185.37,21818,17212.08,259.891569,283.16808,292.01049,395.9842,501.9537,507.7011,105.839,144.236,382.443
"1054",107286754,"CD164 molecule like 2",1,0,0,0,0,0.1786484,0.6100571,0.866758,0.11403,0,0.169686,1.05328,1.92644,6.9585564
"1055",107286758,"integrin subunit alpha 2",121.4,264.58,182.82,202.22,142.28,0.237052,0.1987886,0.10452976,1.18937,0.204696,0.196638,0.09304192,0.3918366,0.786129
"1056",107286761,"chondroitin polymerizing factor",23.63,43,20,25,13,8.941300201,20.836236,19.980031,79.47937,113.4282,124.2627,1.32528,9.86989,14.2697
"1057",107286763,"solute carrier family 4 member 3",1865,762,1504,84,810,120.195014,139.733338,138.2035022,306.91547,342.74758,345.00658,41.76668,104.85298,181.1812
"1058",107286764,"serine/threonine kinase 11 interacting protein",298,232,217,334,248,7.981388,14.547391,14.614504,5.634424,10.639912,13.275666,0.663655,2.807465,2.103686
"1059",107286767,"ATP/GTP binding protein-like 2",11,21,6,12,3,0.634523,0.850489,1.012,0.0650688,0.5323668,0.2711665,0.0599425,0.530305,0.24763
"1060",107286770,"inhibin alpha",433,93,583,81,108,7.29529,11.5929,12.7298,6.09844,5.91156,6.85664,8.445,43.7378,1.84229
"1061",107286772,"NPL4 homolog, ubiquitin recognition factor",51,16,78,120,73,20.840243,19.454344,19.485063,30.20456,46.7569,48.76465,9.31213,32.865,23.659207
"1062",107286773,"transmembrane protein 198",0,0,0,2,1,0.332125,0.5880916,0.449065,2.766626,3.917683,4.00197,0.0756939,0.81866,0.610564
"1063",107286777,"syntaxin 8",273,391,239,137,362,4.289791,3.8701496,3.8577618,39.42725,19.5388,21.69878,51.34385,37.921225,84.0013
"1064",107286784,"Rho GTPase activating protein 44",10,5,9,16,5,6.404368,8.398113,8.0403409,3.7223932,5.228739162,5.29902,7.373847,24.19011,29.409
"1065",107286790,"phosphoinositide-3-kinase regulatory subunit 5",12,15,12,160,12,0.8024221,1.7021951,1.86411,1.801187516,2.596711,1.408109005,0.273821,0.570149,1.212458
"1066",107286791,"G protein-coupled receptor class C group 5 member C",5,12,11,37,14,4.7017578,6.361161,7.057438,16.98915,22.86571,31.86277,12.0322399,11.697366,76.755361
"1067",107286793,"enolase family member 4",1,0,0,1.04,1,0,0.1116748,0.175814,0.119298,0.1337548,0.159639,0,0.0394179,0
"1068",107286794,"shootin 1",7,1,1,15,2,0.6398228,0.5190569,0.492236599,0.6630834,0.2755589,0.5153615,0.080085,0.25717,0
"1069",107286799,"high mobility group box 1",19413,22084,18358,10337.08,18947,18.0843593,16.6767932,21.007157,118.9443,48.45171,53.2876,52.98895,62.67183,301.81341
"1070",107286801,"arachidonate 5-lipoxygenase activating protein",301,381,208,260,126,14.48706,18.66934,17.8906,4.41761,3.50578,5.29554,0.671744,3.155386,1.148025
"1071",107286806,"beta 3-glucosyltransferase",23,46,16,30,33,1.991262,2.801451,2.668948,2.85432,4.70064,4.03899,2.70556308,6.946527,12.914972
