Orthogroup	P_Mucros.pep	M_musculus.pep
OG0001556	XP_015668028.1, XP_015684962.1, XP_029141382.1	ENSMUSG00000018501.17
OG0001558	XP_015681551.1, XP_015685863.1, XP_015681348.1	ENSMUSG00000020716.16
OG0001560	XP_029139356.1	ENSMUSG00000032093.7
OG0001561	XP_029139688.1	ENSMUSG00000022803.12
OG0001562	XP_015671235.1	ENSMUSG00000070544.6
OG0001562	XP_015678605.2	ENSMUSG00000000934.9
OG0001564	XP_029142928.1, XP_029141518.1, XP_029142179.1, XP_015674328.1, XP_015667216.1	ENSMUSG00000101725.6
OG0001565	XP_015679290.1	ENSMUSG00000051391.9
OG0001566	XP_029139324.1	ENSMUSG00000046808.17
OG0001567	XP_015678967.1	ENSMUSG00000025482.11
OG0001567	XP_029142160.1	ENSMUSG00000047394.9
OG0001568	XP_015671518.1	ENSMUSG00000024309.15
OG0001569	XP_015686560.1	ENSMUSG00000018932.9
OG0001569	XP_015665850.1	ENSMUSG00000020623.11
OG0001570	XP_015674706.1, XP_015674703.1	ENSMUSG00000028367.5
OG0001571	XP_015683980.1	ENSMUSG00000111647.2, ENSMUSG00000003531.15
OG0001573	XP_029138805.1	ENSMUSG00000061589.14
OG0001574	XP_029140216.1, XP_029140214.1, XP_015672632.2, XP_029140215.1, XP_015672634.1, XP_029140217.1	ENSMUSG00000023045.13
OG0001575	XP_015681811.1	ENSMUSG00000029603.15
OG0001575	XP_015680510.1	ENSMUSG00000039982.8
OG0001576	XP_015683743.1	ENSMUSG00000029596.13
OG0001576	XP_015683744.1	ENSMUSG00000029597.14
OG0001577	XP_015675930.2, XP_015684876.1	ENSMUSG00000039018.15
OG0001578	XP_015667862.1	ENSMUSG00000047187.9
OG0001580	XP_015673360.1	ENSMUSG00000021047.7
OG0001580	XP_015682153.2	ENSMUSG00000030411.16
OG0001581	XP_015687923.1, XP_015666663.1	ENSMUSG00000098559.1, ENSMUSG00000031320.9
OG0001583	XP_015673568.1	ENSMUSG00000048540.8
OG0001583	XP_015672884.1	ENSMUSG00000051251.3
OG0001584	XP_029142274.1	ENSMUSG00000039048.15
OG0001585	XP_015685807.1	ENSMUSG00000035200.7
OG0001585	XP_029139447.1	ENSMUSG00000027950.7
OG0001586	XP_015683827.1, XP_029142483.1	ENSMUSG00000021790.12, ENSMUSG00000021791.7
OG0001587	XP_015678773.1	ENSMUSG00000027978.9
OG0001588	XP_015679523.1	ENSMUSG00000031586.17
OG0001588	XP_015673936.1	ENSMUSG00000032387.15
OG0001589	XP_029139111.1	ENSMUSG00000001334.9
OG0001589	XP_015670289.1	ENSMUSG00000038552.14
OG0001590	XP_015678040.1	ENSMUSG00000020635.8
OG0001591	XP_015677299.1, XP_015671728.1	ENSMUSG00000056426.3, ENSMUSG00000025588.4, ENSMUSG00000051147.10
OG0001592	XP_015677710.1	ENSMUSG00000022210.7, ENSMUSG00000022209.12
OG0001593	XP_015687574.1	ENSMUSG00000032265.14
OG0001594	XP_015674225.1, XP_015674226.1, XP_015674227.1	ENSMUSG00000031667.16
OG0001595	XP_015677877.1	ENSMUSG00000005873.6
OG0001596	XP_015669613.1	ENSMUSG00000032577.16
OG0001597	XP_015686501.1, XP_015677717.1, XP_015686783.1, XP_015686787.2	ENSMUSG00000116285.1, ENSMUSG00000078153.3, ENSMUSG00000079197.10
OG0001598	XP_015681904.1	ENSMUSG00000044469.8
OG0001598	XP_015679066.1, XP_015679065.1	ENSMUSG00000062210.13
OG0001599	XP_015668398.1, XP_015668399.1	ENSMUSG00000009927.9
OG0001600	XP_015668396.1	ENSMUSG00000032114.9
OG0001601	XP_015686731.1, XP_015686701.1, XP_015686688.1, XP_015686695.1, XP_015686708.1, XP_015686715.1, XP_015686725.1, XP_015686720.1	ENSMUSG00000024381.16
OG0001603	XP_015667045.1, XP_015667048.1, XP_015667047.1, XP_015667046.1, XP_015678615.1	ENSMUSG00000026739.13
OG0001604	XP_015670139.1	ENSMUSG00000015247.10, ENSMUSG00000015242.14
OG0001605	XP_029140322.1	ENSMUSG00000033774.4
OG0001606	XP_029140645.1	ENSMUSG00000006526.13
OG0001607	XP_015666755.1	ENSMUSG00000033671.18
OG0001608	XP_029139038.1	ENSMUSG00000062432.4
OG0001608	XP_029142150.1	ENSMUSG00000063415.12
OG0001610	XP_015669627.1, XP_015670757.1	ENSMUSG00000009291.13
OG0001611	XP_015679198.1, XP_015679197.1, XP_015679196.1	ENSMUSG00000042688.16
OG0001612	XP_029140211.1	ENSMUSG00000074890.4
OG0001613	XP_015683674.1	ENSMUSG00000026749.11
OG0001613	XP_015671605.1	ENSMUSG00000026393.10
OG0001614	XP_029141567.1, XP_015679666.1	ENSMUSG00000024524.17
OG0001615	XP_029141576.1	ENSMUSG00000025348.9
OG0001616	XP_015672950.1	ENSMUSG00000034209.4
OG0001616	XP_015673100.1	ENSMUSG00000020684.14
OG0001618	XP_029142041.1	ENSMUSG00000039046.15
OG0001619	XP_015685893.1, XP_015679682.1	ENSMUSG00000037570.16
OG0001620	XP_015674012.1	ENSMUSG00000024064.14
OG0001620	XP_015679360.1	ENSMUSG00000021130.8
OG0001621	XP_015677839.1	ENSMUSG00000017002.14
OG0001622	XP_015683690.1, XP_015666028.1, XP_015679937.2	ENSMUSG00000006134.4
OG0001623	XP_015670925.1	ENSMUSG00000029614.13
OG0001624	XP_015670681.1	ENSMUSG00000051703.14
OG0001624	XP_015670240.1	ENSMUSG00000047090.13
OG0001626	XP_015667064.1	ENSMUSG00000002588.13, ENSMUSG00000032667.17, ENSMUSG00000029759.9
OG0001627	XP_015682354.1	ENSMUSG00000026560.13, ENSMUSG00000028088.14
OG0001628	XP_015671220.1	ENSMUSG00000034829.8
OG0001628	XP_015678497.1	ENSMUSG00000021396.5
OG0001629	XP_015667318.1, XP_015667317.1, XP_015667316.1, XP_015667314.1, XP_015667319.1	ENSMUSG00000029571.14
OG0001630	XP_015687034.1	ENSMUSG00000028744.15
OG0001631	XP_015669658.1	ENSMUSG00000030177.14
OG0001632	XP_015667644.1, XP_015667643.1	ENSMUSG00000024346.6
OG0001633	XP_015666074.1, XP_015666076.1, XP_015666075.1	ENSMUSG00000029836.15
OG0001634	XP_015675815.1, XP_029139731.1, XP_015673728.1	ENSMUSG00000038507.6
OG0001635	XP_015671781.1, XP_015671782.1	ENSMUSG00000038496.16
OG0001636	XP_015672708.1	ENSMUSG00000057716.7
OG0001637	XP_015685629.1	ENSMUSG00000037649.10
OG0001638	XP_015669626.1	ENSMUSG00000112241.1
OG0001638	XP_015670526.1	ENSMUSG00000020738.16
OG0001640	XP_015669202.1	ENSMUSG00000026255.15
OG0001640	XP_015675860.1	ENSMUSG00000040659.3
OG0001641	XP_015670089.1	ENSMUSG00000014601.13
OG0001642	XP_029139615.1	ENSMUSG00000035112.17
OG0001643	XP_015681243.1	ENSMUSG00000031065.14
OG0001643	XP_015668124.1	ENSMUSG00000020015.10
OG0001644	XP_029143058.1	ENSMUSG00000020713.6
OG0001645	XP_015666787.2	ENSMUSG00000028539.14
OG0001646	XP_015668365.1	ENSMUSG00000068173.12, ENSMUSG00000098348.7, ENSMUSG00000036478.8
OG0001648	XP_015673583.1, XP_029140356.1, XP_015673582.1, XP_015673584.1	ENSMUSG00000019916.14
OG0001649	XP_029143182.1	ENSMUSG00000018411.17
OG0001650	XP_015687729.1, XP_015687730.1, XP_015682261.1	ENSMUSG00000018412.16
OG0001651	XP_015675172.1	ENSMUSG00000020186.7
OG0001651	XP_015668006.1	ENSMUSG00000026421.14
OG0001652	XP_015667187.1	ENSMUSG00000021779.17
OG0001652	XP_015687685.1	ENSMUSG00000058756.13
OG0001653	XP_029143141.1	ENSMUSG00000062859.15, ENSMUSG00000058252.6
OG0001654	XP_015676241.1	ENSMUSG00000045128.9
OG0001655	XP_015681331.1	ENSMUSG00000023277.13
OG0001656	XP_015669042.1	ENSMUSG00000047696.16, ENSMUSG00000079324.11, ENSMUSG00000007827.10
OG0001657	XP_015675093.1	ENSMUSG00000022961.18
OG0001658	XP_015682851.1	ENSMUSG00000029209.15
OG0001658	XP_015670751.1	ENSMUSG00000052102.15
OG0001659	XP_015680530.1	ENSMUSG00000029227.15
OG0001660	XP_015668356.1, XP_015687303.1	ENSMUSG00000061974.2, ENSMUSG00000038064.7
OG0001661	XP_015671659.1	ENSMUSG00000056947.5
OG0001661	XP_015671930.1	ENSMUSG00000057777.4
OG0001663	XP_015674177.1	ENSMUSG00000037815.7
OG0001664	XP_015675453.1	ENSMUSG00000021732.14
OG0001665	XP_015686703.1	ENSMUSG00000017778.14
OG0001666	XP_029143132.1, XP_029143130.1, XP_029143129.1, XP_029143131.1	ENSMUSG00000021585.10
OG0001667	XP_015674008.1	ENSMUSG00000021557.15
OG0001668	XP_015677571.1	ENSMUSG00000062929.8
OG0001668	XP_015681955.1	ENSMUSG00000056201.8
OG0001669	XP_015677566.1	ENSMUSG00000056185.5, ENSMUSG00000005656.9
OG0001670	XP_015668101.1	ENSMUSG00000021036.10
OG0001670	XP_015677881.1	ENSMUSG00000039092.9
OG0001671	XP_029141584.1	ENSMUSG00000012396.12
OG0001672	XP_015680140.1	ENSMUSG00000018567.14
OG0001673	XP_029139964.1	ENSMUSG00000033852.16, ENSMUSG00000098488.7
OG0001674	XP_015678407.1, XP_015678410.1, XP_015678411.1, XP_015678412.1, XP_015678413.1, XP_029141286.1, XP_015678408.1, XP_015678414.1	ENSMUSG00000027168.21
OG0001675	XP_015670232.2	ENSMUSG00000023007.15
OG0001676	XP_015679250.1	ENSMUSG00000108011.1, ENSMUSG00000001520.12, ENSMUSG00000034825.14
OG0001677	XP_015675180.1	ENSMUSG00000110040.1, ENSMUSG00000007891.16
OG0001678	XP_015683872.1	ENSMUSG00000026797.16
OG0001678	XP_015681437.1	ENSMUSG00000004626.14
OG0001679	XP_029142439.1	ENSMUSG00000058665.8
OG0001679	XP_015687998.1	ENSMUSG00000039095.8
OG0001680	XP_015675970.2, XP_015675969.1	ENSMUSG00000026180.8, ENSMUSG00000048480.5
OG0001681	XP_015675207.1, XP_015675206.1, XP_029140647.1	ENSMUSG00000024682.3
OG0001682	XP_015681495.1	ENSMUSG00000024858.14
OG0001682	XP_029139942.1	ENSMUSG00000042249.11
OG0001683	XP_015667925.1, XP_015667924.1, XP_015667923.1	ENSMUSG00000056211.13
OG0001685	XP_029139533.1	ENSMUSG00000043760.16
OG0001686	XP_029139532.1	ENSMUSG00000041872.9, ENSMUSG00000025929.4
OG0001687	XP_015674898.1	ENSMUSG00000019874.11
OG0001687	XP_015677669.1	ENSMUSG00000028773.8
OG0001688	XP_015685647.1, XP_015677052.1, XP_015678207.1	ENSMUSG00000069668.4, ENSMUSG00000090298.2
OG0001689	XP_015684807.1, XP_015684168.1	ENSMUSG00000034192.5
OG0001690	XP_015687533.1, XP_015683923.1	ENSMUSG00000024429.9
OG0001691	XP_015676612.1, XP_015676613.1	ENSMUSG00000040966.10, ENSMUSG00000023829.9
OG0001692	XP_015682875.1	ENSMUSG00000036398.13
OG0001693	XP_015682876.1	ENSMUSG00000036315.13
OG0001694	XP_015683108.1	ENSMUSG00000061207.11
OG0001695	XP_015683106.1	ENSMUSG00000040482.16
OG0001696	XP_029143153.1	ENSMUSG00000092511.7, ENSMUSG00000090231.10
OG0001697	XP_015683228.1	ENSMUSG00000015476.6
OG0001698	XP_015681363.1	ENSMUSG00000024401.14
OG0001699	XP_015674530.1	ENSMUSG00000014767.17
OG0001699	XP_015687614.2	ENSMUSG00000061809.8
OG0001700	XP_015677833.1	ENSMUSG00000033327.18
OG0001701	XP_029141994.1	ENSMUSG00000015468.14
OG0001702	XP_015687407.1	ENSMUSG00000056050.13
OG0001704	XP_015676522.1, XP_015672968.1	ENSMUSG00000032330.7, ENSMUSG00000074218.3
OG0001705	XP_015667485.1, XP_029139188.1	ENSMUSG00000022500.15, ENSMUSG00000107252.1
OG0001709	XP_015672935.1	ENSMUSG00000034285.15
OG0001709	XP_015672686.1	ENSMUSG00000029432.12
OG0001716	XP_029140825.1, XP_015676204.1, XP_015676206.1, XP_029140826.1, XP_029140828.1, XP_029140827.1, XP_029140829.1, XP_015676205.1, XP_015676207.1	ENSMUSG00000022770.17
OG0001718	XP_015683836.1	ENSMUSG00000073422.11
OG0001725	XP_015666316.1, XP_015675995.1	ENSMUSG00000021361.7
OG0001726	XP_015667958.1	ENSMUSG00000020114.12
OG0001727	XP_015678992.1, XP_015678991.1, XP_015680929.1	ENSMUSG00000034387.13
OG0001728	XP_029140967.1, XP_015668669.1	ENSMUSG00000020821.17
OG0001729	XP_015669975.1, XP_015669974.1, XP_015669978.1, XP_015669977.1	ENSMUSG00000079317.10, ENSMUSG00000007777.9
OG0001730	XP_015668522.1	ENSMUSG00000073676.4, ENSMUSG00000117621.1
OG0001731	XP_015681396.1	ENSMUSG00000009545.14
OG0001732	XP_015667298.1, XP_015667303.1	ENSMUSG00000022378.14
OG0001733	XP_015675247.1	ENSMUSG00000022671.13
OG0001734	XP_015682367.1	ENSMUSG00000044117.12
OG0001735	XP_029140488.1	ENSMUSG00000030835.6
OG0001736	XP_015674735.1	ENSMUSG00000025967.16
OG0001737	XP_015669358.1, XP_029142597.1	ENSMUSG00000006019.15
OG0001738	XP_015682264.1	ENSMUSG00000037475.15, ENSMUSG00000097392.3
OG0001739	XP_015669951.1	ENSMUSG00000045005.9
OG0001739	XP_015667497.1	ENSMUSG00000036904.6
OG0001740	XP_015679004.1	ENSMUSG00000042734.6
OG0001741	XP_015672144.1, XP_015672146.1, XP_029140097.1, XP_015672145.1, XP_015672143.1	ENSMUSG00000020069.16
OG0001742	XP_015675877.1	ENSMUSG00000021264.12, ENSMUSG00000091736.3, ENSMUSG00000051176.6
OG0001743	XP_015686271.1	ENSMUSG00000028656.14
OG0001744	XP_015667461.1	ENSMUSG00000022685.9
OG0001746	XP_015682395.1	ENSMUSG00000039771.13
OG0001747	XP_015678672.1	ENSMUSG00000035509.17
OG0001747	XP_015687811.1	ENSMUSG00000022124.15
OG0001748	XP_015680196.1, XP_029141671.1	ENSMUSG00000029299.14, ENSMUSG00000029802.13
OG0001749	XP_015677736.1	ENSMUSG00000028825.7
OG0001750	XP_029140160.1	ENSMUSG00000039801.7
OG0001751	XP_029139101.1	ENSMUSG00000068794.7
OG0001752	XP_029141861.1	ENSMUSG00000061607.15
OG0001753	XP_029142007.1, XP_015681778.1, XP_015681779.1, XP_029142008.1	ENSMUSG00000055436.18
OG0001754	XP_015672883.1	ENSMUSG00000026556.15
OG0001755	XP_015665590.1, XP_015665591.1	ENSMUSG00000029368.10, ENSMUSG00000070690.7, ENSMUSG00000054932.6
OG0001756	XP_015682412.1, XP_015666020.1	ENSMUSG00000041319.14
OG0001757	XP_029141090.1, XP_015677523.1, XP_015677524.1	ENSMUSG00000015522.18
OG0001758	XP_015674076.1, XP_015674077.1, XP_015674078.1	ENSMUSG00000032397.7
OG0001759	XP_029139349.1	ENSMUSG00000034908.16
OG0001760	XP_015668861.1	ENSMUSG00000027907.4
OG0001761	XP_015671809.1, XP_015671800.1, XP_015671791.1, XP_015671783.1, XP_015686421.1	ENSMUSG00000061559.15
OG0001762	XP_015670851.1	ENSMUSG00000076490.6, ENSMUSG00000076498.2
OG0001763	XP_015665559.1	ENSMUSG00000113949.1
OG0001763	XP_015678024.1	ENSMUSG00000040722.7
OG0001765	XP_015680219.1	ENSMUSG00000004846.10, ENSMUSG00000019055.15
OG0001767	XP_015671762.1, XP_015675796.1	ENSMUSG00000001739.14
OG0001768	XP_015675455.1	ENSMUSG00000116207.1, ENSMUSG00000025453.18
OG0001769	XP_015672597.1	ENSMUSG00000002524.17
OG0001770	XP_015667658.1	ENSMUSG00000033703.9
OG0001771	XP_015668901.1	ENSMUSG00000028194.15
OG0001772	XP_029139573.1	ENSMUSG00000039298.16
OG0001773	XP_015683398.2	ENSMUSG00000003429.11
OG0001774	XP_015677076.1	ENSMUSG00000000693.10
OG0001775	XP_015679035.1, XP_015681118.1	ENSMUSG00000030795.18
OG0001776	XP_015682305.1, XP_015681125.1, XP_015682456.1, XP_015681124.1, XP_029141856.1	ENSMUSG00000030793.4
OG0001778	XP_015679784.1	ENSMUSG00000022419.16
OG0001780	XP_015671840.2	ENSMUSG00000047492.5
OG0001781	XP_015681755.1	ENSMUSG00000009092.5
OG0001782	XP_015673530.1	ENSMUSG00000021273.11
OG0001783	XP_015683202.1, XP_015681304.1, XP_015683921.1, XP_015683758.1	ENSMUSG00000059439.15
OG0001784	XP_015687896.1	ENSMUSG00000041633.14
OG0001784	XP_015687833.1	ENSMUSG00000098557.1
OG0001785	XP_015683269.1	ENSMUSG00000025283.15
OG0001786	XP_015680210.1	ENSMUSG00000079834.2
OG0001787	XP_015684787.1, XP_015681040.1, XP_015681041.1	ENSMUSG00000001123.15
OG0001788	XP_015682285.1	ENSMUSG00000003154.15
OG0001789	XP_015686528.1, XP_015685059.1	ENSMUSG00000029098.17
OG0001790	XP_015687889.1, XP_015687882.1	ENSMUSG00000087119.4, ENSMUSG00000079418.3, ENSMUSG00000116318.1
OG0001791	XP_015683553.1, XP_015683550.2	ENSMUSG00000022595.7
OG0001792	XP_015670531.1	ENSMUSG00000020736.12
OG0001792	XP_015673314.1	ENSMUSG00000032615.14
OG0001793	XP_015670898.1	ENSMUSG00000049550.17
OG0001794	XP_015668696.1, XP_015668695.1, XP_015668694.1, XP_015668698.1, XP_015668693.1	ENSMUSG00000028199.18
OG0001795	XP_015668910.1	ENSMUSG00000068523.12, ENSMUSG00000117145.1
OG0001796	XP_029139856.1	ENSMUSG00000005142.10
OG0001797	XP_029140867.1	ENSMUSG00000025854.15
OG0001798	XP_015676419.1	ENSMUSG00000056413.16
OG0001799	XP_015676416.1	ENSMUSG00000067215.5, ENSMUSG00000046269.17, ENSMUSG00000042506.15
OG0001800	XP_015666501.1	ENSMUSG00000038664.16
OG0001801	XP_015672596.1	ENSMUSG00000022568.17
OG0001802	XP_029140503.1	ENSMUSG00000070330.2
OG0001802	XP_015677132.1	ENSMUSG00000022715.3
OG0001803	XP_015666649.1, XP_015666650.1, XP_029139010.1, XP_029139009.1	ENSMUSG00000022099.17
OG0001804	XP_015677016.1, XP_015677015.1	ENSMUSG00000025868.6
OG0001805	XP_015677022.1, XP_015677021.1, XP_015677020.1, XP_015677019.1	ENSMUSG00000025871.18
OG0001806	XP_029139483.1, XP_015668971.1	ENSMUSG00000022255.16
OG0001807	XP_015678530.1, XP_015679873.1	ENSMUSG00000024104.11
OG0001808	XP_029140774.1	ENSMUSG00000025464.15
OG0001809	XP_015667859.1	ENSMUSG00000028245.15
OG0001810	XP_015673041.1, XP_015673040.1	ENSMUSG00000031876.18, ENSMUSG00000110430.2, ENSMUSG00000078953.1, ENSMUSG00000054400.16
OG0001811	XP_015682481.1	ENSMUSG00000042439.13
OG0001812	XP_015673106.1, XP_015673108.1, XP_015673112.1, XP_015673109.1, XP_015673111.1, XP_015673110.1	ENSMUSG00000027599.9
OG0001813	XP_015684559.1, XP_029142672.1	ENSMUSG00000027335.9
OG0001814	XP_015665506.1, XP_015665508.1	ENSMUSG00000035478.14
OG0001814	XP_015681640.1	ENSMUSG00000024513.16
OG0001815	XP_029140935.1	ENSMUSG00000029491.7
OG0001816	XP_015672648.1	ENSMUSG00000092083.4
OG0001816	XP_015681459.1	ENSMUSG00000050556.9
OG0001817	XP_015670843.1	ENSMUSG00000036256.13
OG0001818	XP_029140079.1	ENSMUSG00000094483.2
OG0001818	XP_015667638.1	ENSMUSG00000043991.5
OG0001819	XP_015672890.1	ENSMUSG00000028138.8
OG0001820	XP_015673942.1	ENSMUSG00000061787.15
OG0001821	XP_015678805.1	ENSMUSG00000022185.19
OG0001822	XP_015670312.1, XP_015670311.1	ENSMUSG00000029162.15
OG0001823	XP_015672796.1, XP_015681197.1, XP_015681191.1	ENSMUSG00000028086.15
OG0001824	XP_015677120.1	ENSMUSG00000097886.2
OG0001825	XP_029142694.1, XP_029142141.1, XP_015682257.1, XP_015684583.1	ENSMUSG00000030649.18, ENSMUSG00000074780.2
OG0001827	XP_015671674.2	ENSMUSG00000055368.14
OG0001828	XP_015672206.1	ENSMUSG00000022415.12
OG0001828	XP_015671737.1	ENSMUSG00000007021.5
OG0001829	XP_015669582.1, XP_015669581.1	ENSMUSG00000046157.13
OG0001830	XP_029138786.1	ENSMUSG00000038056.15
OG0001831	XP_015669587.1	ENSMUSG00000021123.12, ENSMUSG00000066441.14
OG0001832	XP_015668495.1	ENSMUSG00000021027.17
OG0001833	XP_015680252.1	ENSMUSG00000099164.8, ENSMUSG00000005732.14
OG0001834	XP_015665785.1, XP_015674197.1	ENSMUSG00000030738.11
OG0001835	XP_015675907.1	ENSMUSG00000030226.12
OG0001835	XP_015667716.1	ENSMUSG00000036111.8
OG0001836	XP_015670856.1, XP_015670855.1	ENSMUSG00000029915.14
OG0001837	XP_015670976.1, XP_015670977.1	ENSMUSG00000035227.7
OG0001838	XP_015687583.1, XP_015685746.1, XP_015682505.1	ENSMUSG00000002546.16, ENSMUSG00000075425.10
OG0001839	XP_015677812.1	ENSMUSG00000029211.11
OG0001840	XP_029139833.1	ENSMUSG00000026502.13, ENSMUSG00000111522.1
OG0001842	XP_029138776.1	ENSMUSG00000031290.14
OG0001843	XP_015676659.1	ENSMUSG00000021612.15
OG0001843	XP_015676661.1	ENSMUSG00000021565.16
OG0001844	XP_015678756.1	ENSMUSG00000027224.14, ENSMUSG00000027225.7
OG0001845	XP_029139020.1	ENSMUSG00000042476.12, ENSMUSG00000028970.9, ENSMUSG00000040584.8
OG0001846	XP_015680585.1	ENSMUSG00000028495.14
OG0001847	XP_015669808.1	ENSMUSG00000042419.8
OG0001848	XP_015687387.1	ENSMUSG00000042814.8, ENSMUSG00000000355.13
OG0001849	XP_015666031.1, XP_015666032.1, XP_015673821.1, XP_015673823.1, XP_015673822.1	ENSMUSG00000092534.8, ENSMUSG00000107068.1, ENSMUSG00000030680.6
OG0001850	XP_015676939.1	ENSMUSG00000029712.14, ENSMUSG00000027671.14
OG0001851	XP_015686871.1, XP_015686850.1, XP_015676927.1, XP_015683817.1	ENSMUSG00000026377.12
OG0001852	XP_015682852.1	ENSMUSG00000029158.9
OG0001852	XP_015686040.1	ENSMUSG00000024487.5
OG0001853	XP_015667024.1	ENSMUSG00000058503.11
OG0001854	XP_015670297.1	ENSMUSG00000029146.14
OG0001854	XP_015669004.1	ENSMUSG00000013611.14
OG0001855	XP_015675513.1	ENSMUSG00000079055.10
OG0001856	XP_015670243.1	ENSMUSG00000053399.9
OG0001856	XP_029140010.1	ENSMUSG00000049538.14
OG0001857	XP_015687971.1, XP_015687972.1	ENSMUSG00000034055.16
OG0001858	XP_015677421.1, XP_015677420.1, XP_015677419.2	ENSMUSG00000024317.15, ENSMUSG00000083695.6
OG0001859	XP_015679535.1	ENSMUSG00000018707.13
OG0001860	XP_015668459.1	ENSMUSG00000025364.13
OG0001861	XP_015671163.1	ENSMUSG00000039985.14
OG0001862	XP_015669628.1, XP_029140123.1, XP_029140122.1, XP_029140121.1, XP_015672258.1	ENSMUSG00000036095.11
OG0001863	XP_015672104.1	ENSMUSG00000027820.12
OG0001864	XP_029142226.1	ENSMUSG00000068154.5
OG0001864	XP_029141753.1	ENSMUSG00000045440.4
OG0001865	XP_015676844.1	ENSMUSG00000053375.8, ENSMUSG00000019210.10
OG0001866	XP_015679567.1	ENSMUSG00000029924.12
OG0001867	XP_015670555.1, XP_015670556.1	ENSMUSG00000020256.14
OG0001868	XP_029141094.1, XP_029141095.1, XP_029141096.1, XP_015677538.1	ENSMUSG00000028341.9
OG0001869	XP_029140035.1	ENSMUSG00000044186.10, ENSMUSG00000044220.13
OG0001870	XP_015669668.1, XP_015669669.1	ENSMUSG00000104158.2, ENSMUSG00000035086.13
OG0001871	XP_015669672.1, XP_015683581.1, XP_029142485.1, XP_029142500.1, XP_029142519.1	ENSMUSG00000078652.9
OG0001872	XP_015669675.1, XP_015669697.1	ENSMUSG00000078650.2
OG0001873	XP_015675264.1, XP_015675265.1, XP_029140658.1	ENSMUSG00000025041.17
OG0001874	XP_015666842.1, XP_015666844.1, XP_015666840.1, XP_015666843.1, XP_015666847.1, XP_015666846.1, XP_015666845.1	ENSMUSG00000028538.12
OG0001875	XP_029139360.1	ENSMUSG00000019936.10
OG0001876	XP_015666801.1, XP_015666800.1, XP_015666802.1, XP_015666803.1, XP_015666804.1	ENSMUSG00000028684.14
OG0001877	XP_015673484.1, XP_029140319.1	ENSMUSG00000019888.16
OG0001878	XP_015680094.1, XP_015687723.1	ENSMUSG00000020923.17
OG0001879	XP_015666378.1	ENSMUSG00000034645.14
OG0001879	XP_015666380.1	ENSMUSG00000034636.9
OG0001880	XP_029139255.1, XP_015667874.1, XP_015667875.1, XP_029139253.1, XP_029139254.1, XP_029139252.1	ENSMUSG00000056856.13, ENSMUSG00000111614.2
OG0001881	XP_015666373.1	ENSMUSG00000030188.12, ENSMUSG00000028609.6
OG0001882	XP_015687765.1	ENSMUSG00000037935.16
OG0001883	XP_015687767.1	ENSMUSG00000020913.3
OG0001884	XP_015678642.1	ENSMUSG00000034165.16
OG0001886	XP_015676064.1	ENSMUSG00000031250.8
OG0001887	XP_015675910.1	ENSMUSG00000052146.16
OG0001888	XP_029141490.1	ENSMUSG00000055865.8
OG0001889	XP_015682094.1	ENSMUSG00000061517.8
OG0001889	XP_015669651.1	ENSMUSG00000053747.9
OG0001890	XP_015672389.1	ENSMUSG00000033228.8
OG0001891	XP_015683011.1, XP_015665927.1, XP_015665928.1	ENSMUSG00000018678.13
OG0001892	XP_015677037.1	ENSMUSG00000029084.5
OG0001893	XP_015680169.1	ENSMUSG00000018666.13
OG0001894	XP_015685376.1	ENSMUSG00000027840.5
OG0001895	XP_015667543.1, XP_015667542.1, XP_015667541.1, XP_015667538.1, XP_015667539.1	ENSMUSG00000068823.10
OG0001896	XP_015674031.2	ENSMUSG00000021643.15
OG0001897	XP_015675171.1	ENSMUSG00000020205.8
OG0001897	XP_015671829.1	ENSMUSG00000041801.5
OG0001898	XP_015668220.1, XP_029141526.1, XP_015679504.1, XP_029141525.1, XP_015679505.1	ENSMUSG00000002944.15
OG0001899	XP_015684875.1, XP_015673625.1	ENSMUSG00000039050.8
OG0001900	XP_015670231.1, XP_015670238.1	ENSMUSG00000061032.9, ENSMUSG00000058392.13
