Orthogroup	P_Mucros.pep	N_naja.pep
OG0001822	XP_015670312.1, XP_015670311.1	Nana00687-RB, Nana00687-RF, Nana00687-RD, Nana00687-RC, Nana00687-RE
OG0001823	XP_015672796.1	Nana25680-RA
OG0001823	XP_015681191.1	Nana17934-RA
OG0001824	XP_015677120.1	Nana09417-RA
OG0001825	XP_029142694.1, XP_029142141.1, XP_015682257.1, XP_015684583.1	Nana25572-RA, Nana25572-RB
OG0001826	XP_029142936.1, XP_029139458.1	Nana36222-RA, Nana36214-RA, Nana36218-RA, Nana36213-RA
OG0001827	XP_015671674.2	Nana31620-RA
OG0001828	XP_015672206.1	Nana27259-RC
OG0001828	XP_015671737.1	Nana33697-RA
OG0001829	XP_015676171.1, XP_015676156.1	Nana30872-RA
OG0001830	XP_029138786.1	Nana21219-RD, Nana21219-RA, Nana21219-RF, Nana21219-RE, Nana21219-RC, Nana21219-RB
OG0001831	XP_015669587.1	Nana04931-RA, Nana04931-RC, Nana04931-RB
OG0001832	XP_015680611.1	Nana05260-RA
OG0001832	XP_015668495.1	Nana05261-RA
OG0001833	XP_015680252.1	Nana35252-RB, Nana35252-RA
OG0001834	XP_015665785.1, XP_015674197.1	Nana23535-RA, Nana23535-RD, Nana23535-RC, Nana23535-RB
OG0001835	XP_015675907.1	Nana27564-RA
OG0001836	XP_015670856.1, XP_015670855.1	Nana11141-RB, Nana11141-RF, Nana11141-RC, Nana11141-RD, Nana11141-RE, Nana11141-RG, Nana11141-RA
OG0001837	XP_015670976.1, XP_015670977.1	Nana25545-RA
OG0001838	XP_015687583.1, XP_015685746.1	Nana36552-RA
OG0001839	XP_015677812.1	Nana18680-RA
OG0001840	XP_029140702.1	Nana04964-RA
OG0001841	XP_015670986.1	Nana25514-RB, Nana25514-RA
OG0001842	XP_029138776.1	Nana32645-RD, Nana32645-RB, Nana32645-RE, Nana32645-RA, Nana32645-RC, Nana32645-RF
OG0001843	XP_015676661.1	Nana15572-RA
OG0001844	XP_015678756.1	Nana33069-RA
OG0001845	XP_029139020.1	Nana21464-RA
OG0001846	XP_015680585.1	Nana11487-RA
OG0001847	XP_015669808.1	Nana07653-RA
OG0001848	XP_015687387.1	Nana32394-RA
OG0001849	XP_015666031.1, XP_015666032.1, XP_015673821.1, XP_015673823.1, XP_015673822.1	Nana23783-RA, Nana39328-RA
OG0001850	XP_015676939.1	Nana20659-RA
OG0001851	XP_015686871.1, XP_015686850.1, XP_015676927.1, XP_015683817.1	Nana20658-RA
OG0001852	XP_015686040.1	Nana08989-RA
OG0001853	XP_015667024.1	Nana21591-RA
OG0001854	XP_015670297.1	Nana00667-RA
OG0001855	XP_015675513.1	Nana04962-RA
OG0001856	XP_029140010.1	Nana15554-RA
OG0001857	XP_015687971.1, XP_015687972.1	Nana32703-RC, Nana32703-RE, Nana32703-RJ, Nana32703-RA, Nana32703-RK, Nana32703-RB
OG0001858	XP_015677421.1, XP_015677420.1, XP_015677419.2	Nana16255-RA, Nana16255-RB, Nana16255-RC
OG0001859	XP_015686723.1, XP_015686285.1, XP_015684909.1	Nana05686-RC, Nana05686-RD, Nana05686-RA
OG0001859	XP_015679535.1	Nana05686-RB
OG0001860	XP_015668459.1	Nana09874-RA
OG0001861	XP_015671163.1	Nana27477-RA
OG0001862	XP_015669628.1	Nana20077-RA
OG0001863	XP_015672104.1	Nana20420-RA
OG0001864	XP_029142226.1	Nana15523-RA
OG0001864	XP_029141753.1	Nana05258-RA
OG0001865	XP_015676844.1	Nana27532-RA
OG0001866	XP_015675806.1	Nana39786-RA
OG0001866	XP_015679567.1	Nana27421-RB, Nana27421-RC, Nana27421-RA, Nana39733-RB
OG0001867	XP_015670555.1, XP_015670556.1	Nana27372-RA
OG0001868	XP_029141094.1, XP_029141095.1, XP_029141096.1, XP_015677538.1	Nana22669-RE, Nana22669-RB, Nana22669-RC, Nana22669-RA
OG0001869	XP_029140035.1	Nana19957-RA
OG0001870	XP_015669668.1, XP_015669669.1	Nana22879-RA
OG0001871	XP_015669672.1, XP_015683581.1, XP_029142485.1, XP_029142500.1, XP_029142519.1	Nana22880-RB, Nana22880-RA
OG0001872	XP_015669675.1	Nana22885-RA
OG0001872	XP_015669697.1	Nana22884-RA
OG0001873	XP_015675266.1	Nana19813-RB, Nana19813-RA
OG0001874	XP_015666842.1, XP_015666844.1, XP_015666840.1, XP_015666843.1, XP_015666847.1, XP_015666846.1, XP_015666845.1	Nana14364-RA
OG0001876	XP_015666801.1, XP_015666800.1, XP_015666802.1, XP_015666803.1, XP_015666804.1	Nana14411-RA, Nana14411-RB
OG0001877	XP_015673484.1	Nana13893-RA
OG0001877	XP_029140319.1	Nana27022-RA
OG0001878	XP_015687723.1	Nana23007-RM, Nana23007-RF, Nana23007-RL, Nana23007-RA, Nana23007-RK, Nana23007-RE
OG0001879	XP_015666378.1	Nana14517-RA
OG0001880	XP_015667874.1, XP_015667875.1, XP_029139253.1, XP_029139254.1, XP_029139252.1	Nana19441-RA
OG0001881	XP_015666373.1	Nana14524-RA
OG0001882	XP_015687765.1	Nana23083-RB, Nana23083-RA
OG0001884	XP_015678642.1	Nana14185-RA
OG0001885	XP_015685527.1, XP_015685487.1	Nana14224-RA
OG0001886	XP_015676064.1	Nana32300-RA
OG0001887	XP_015675910.1	Nana14231-RA
OG0001888	XP_029141490.1	Nana14004-RA
OG0001889	XP_015682094.1	Nana26353-RA
OG0001889	XP_015669651.1	Nana20098-RA
OG0001890	XP_015672389.1	Nana26872-RG, Nana26872-RC, Nana26872-RA, Nana26872-RF, Nana26872-RD, Nana26872-RB, Nana26872-RE
OG0001891	XP_015683011.1	Nana39265-RA
OG0001891	XP_015665927.1, XP_015665928.1	Nana23190-RD, Nana23190-RA, Nana23190-RC, Nana23190-RB
OG0001892	XP_015677037.1	Nana29693-RA
OG0001893	XP_015680169.1	Nana23198-RB, Nana23198-RC, Nana23198-RA
OG0001893	XP_015665922.1, XP_015665920.1	Nana39263-RA
OG0001894	XP_015685376.1	Nana14016-RA
OG0001895	XP_015667543.1, XP_015667542.1, XP_015667541.1, XP_015667538.1, XP_015667539.1	Nana13958-RB, Nana13958-RD, Nana13958-RC
OG0001897	XP_015675171.1	Nana26953-RA
OG0001897	XP_015671829.1	Nana13938-RA
OG0001898	XP_015668220.1	Nana37581-RA
OG0001898	XP_029141526.1, XP_015679504.1, XP_029141525.1, XP_015679505.1	Nana29251-RA
OG0001899	XP_015684875.1, XP_015673625.1	Nana13477-RA, Nana13477-RB
OG0001900	XP_015670231.1, XP_015670238.1	Nana24527-RA, Nana24527-RB
OG0001901	XP_015683626.1	Nana24535-RA, Nana24535-RB
OG0001902	XP_015678563.1	Nana24643-RA
OG0001902	XP_029140634.1	Nana24644-RC, Nana24644-RA, Nana24644-RB
OG0001903	XP_015685598.1, XP_015675047.1, XP_015675039.1, XP_015675053.1	Nana24651-RA
OG0001904	XP_015670003.1, XP_015669999.1, XP_015670001.1, XP_015670002.1, XP_015670000.1	Nana17994-RA
OG0001905	XP_015676722.1	Nana18001-RA
OG0001905	XP_015670007.1	Nana18000-RA
OG0001906	XP_029139846.1	Nana25023-RA
OG0001907	XP_015671928.1	Nana17940-RA
OG0001908	XP_015670196.1	Nana25248-RB, Nana25248-RC, Nana25248-RA
OG0001909	XP_015674079.1	Nana17567-RA
OG0001911	XP_015685415.1	Nana12253-RA, Nana12253-RB
OG0001912	XP_015674033.1, XP_015674032.1, XP_015674034.1	Nana12148-RA
OG0001913	XP_029142130.1	Nana06635-RA, Nana06635-RB
OG0001913	XP_015674036.1	Nana12144-RA, Nana12145-RA
OG0001914	XP_015674040.1	Nana12141-RB, Nana12141-RD
OG0001915	XP_015685480.1, XP_015674049.2	Nana12135-RA
OG0001916	XP_015678498.1	Nana11811-RA, Nana11811-RB
OG0001917	XP_015669961.1	Nana11677-RA
OG0001917	XP_015666518.1	Nana32831-RA
OG0001918	XP_015673514.1	Nana11618-RB, Nana11618-RA
OG0001919	XP_015680582.1	Nana11483-RA
OG0001920	XP_015672814.1, XP_015673382.1	Nana08652-RA
OG0001920	XP_015680764.1	Nana10504-RA, Nana10504-RB
OG0001921	XP_015687769.1	Nana10237-RG, Nana10237-RF, Nana10237-RE, Nana10237-RC, Nana10237-RA, Nana10237-RB
OG0001922	XP_015667422.1, XP_015667423.1	Nana05433-RA
OG0001922	XP_015680165.1	Nana05683-RA
OG0001923	XP_015683102.1, XP_015683103.1, XP_015683094.1, XP_015683060.1, XP_015683079.1, XP_015683071.1, XP_015683086.1	Nana10979-RA
OG0001924	XP_015670590.1, XP_015674666.1	Nana10651-RA, Nana10651-RB
OG0001925	XP_015667702.1	Nana10703-RA
OG0001926	XP_029139226.1	Nana10727-RA, Nana10727-RB
OG0001927	XP_015679797.1	Nana04456-RA
OG0001928	XP_015675182.1	Nana29441-RA, Nana04347-RA, Nana04346-RA, Nana04344-RA
OG0001929	XP_015677368.1	Nana04304-RA, Nana04304-RB, Nana04304-RD, Nana04304-RE, Nana04304-RC
OG0001930	XP_015683264.1	Nana03695-RD, Nana03695-RB
OG0001930	XP_015683192.1	Nana03695-RG, Nana03695-RE, Nana03695-RF, Nana03695-RC, Nana03695-RA
OG0001931	XP_029140305.1	Nana09423-RA, Nana09423-RB
OG0001931	XP_015682815.1	Nana33821-RA, Nana33821-RB
OG0001932	XP_015675193.1, XP_015675191.1, XP_015675192.1, XP_015675189.1, XP_015675190.1	Nana09479-RA, Nana09479-RB
OG0001933	XP_015681490.1, XP_015681491.1	Nana04049-RE, Nana04049-RH, Nana04049-RB, Nana04049-RI, Nana04049-RF, Nana04049-RG, Nana04049-RC
OG0001934	XP_015678273.1	Nana04027-RA, Nana04027-RF, Nana04027-RB, Nana04027-RD, Nana04027-RE, Nana04027-RC
OG0001935	XP_015678270.1	Nana04022-RA
OG0001935	XP_015684134.1	Nana35226-RA
OG0001936	XP_015679684.1	Nana08933-RD, Nana08933-RC, Nana08933-RB, Nana08933-RA
OG0001938	XP_015678987.1	Nana08314-RA
OG0001939	XP_015676798.1	Nana02106-RB, Nana02106-RC, Nana02106-RA, Nana02106-RE, Nana02106-RD
OG0001940	XP_015670659.1	Nana30147-RA
OG0001941	XP_015670584.1, XP_015670586.1, XP_015670585.1, XP_015670587.1	Nana10644-RF, Nana10644-RG, Nana10644-RD
OG0001942	XP_015681423.1	Nana07887-RA
OG0001943	XP_015670427.1, XP_015670426.1, XP_015670425.1	Nana10608-RB, Nana10608-RA
OG0001944	XP_015687539.1, XP_015684525.1	Nana07798-RA
OG0001945	XP_015683115.1	Nana07629-RA
OG0001946	XP_015679604.1	Nana07616-RA, Nana07616-RB
OG0001947	XP_015673169.1	Nana35867-RB, Nana35867-RE
OG0001947	XP_015674534.1	Nana01632-RA
OG0001948	XP_029142265.1	Nana01312-RA
OG0001948	XP_029141433.1	Nana35926-RA
OG0001949	XP_015677155.1	Nana31374-RA
OG0001951	XP_029139769.1	Nana00629-RC, Nana00629-RD, Nana00629-RA, Nana00629-RB
OG0001952	XP_015669751.1, XP_015669759.1	Nana07654-RA
OG0001953	XP_029140227.1	Nana00518-RA
OG0001956	XP_015673393.2	Nana27958-RB, Nana27958-RE, Nana27958-RG, Nana27958-RD, Nana27958-RA, Nana27958-RC, Nana27958-RF, Nana27958-RH
OG0001957	XP_015680332.1, XP_015680333.1, XP_015680334.1	Nana37543-RA
OG0001958	XP_015672692.1, XP_015672690.1, XP_015672691.1	Nana00574-RA
OG0001960	XP_015676150.1	Nana30885-RA
OG0001964	XP_015683992.1, XP_015685122.1	Nana17400-RA
OG0001977	XP_029141975.1, XP_029141849.1, XP_015681190.1, XP_015681565.1, XP_029141976.1, XP_029141961.1, XP_015681569.1, XP_015684783.1, XP_015681626.1, XP_029141848.1, XP_015681625.1, XP_029142743.1, XP_015685933.1, XP_029141850.1	Nana07147-RA
OG0001985	XP_015681622.1	Nana36970-RA
OG0001986	XP_015678800.1	Nana05899-RA
OG0001988	XP_015682417.1, XP_015682177.1	Nana27913-RA, Nana27913-RB, Nana27913-RC
OG0001989	XP_015681057.1	Nana05943-RA, Nana05943-RB
OG0001991	XP_015681297.1, XP_015681298.1, XP_015681299.1, XP_015684515.1	Nana37221-RB, Nana37221-RA, Nana37221-RC
OG0001992	XP_015668204.1	Nana31956-RA
OG0001993	XP_015683395.1	Nana34116-RB, Nana34116-RC, Nana34116-RA
OG0001994	XP_015667168.1	Nana29767-RA
OG0001995	XP_015667377.1	Nana33538-RA
OG0001996	XP_015682369.1	Nana34122-RB, Nana34122-RC
OG0001997	XP_015668675.2	Nana38626-RA, Nana38624-RA, Nana38624-RB, Nana38626-RB, Nana38626-RC
OG0001998	XP_029142347.1	Nana25584-RA
OG0001999	XP_015682366.1	Nana34166-RD, Nana34166-RC, Nana34166-RE, Nana34166-RB, Nana34166-RA
OG0002000	XP_015672103.1	Nana05171-RA
OG0002000	XP_015680062.1	Nana30715-RA
OG0002001	XP_015682308.1	Nana28469-RC
OG0002001	XP_015682303.1	Nana28466-RA
OG0002001	XP_015682299.1, XP_015684526.1, XP_015684529.1, XP_015684528.1	Nana28468-RA
OG0002002	XP_015666643.2	Nana27994-RA
OG0002002	XP_015678458.1	Nana19169-RA
OG0002003	XP_029141458.1	Nana27831-RA
OG0002004	XP_015669059.1	Nana28849-RA, Nana28849-RE, Nana28849-RH
OG0002005	XP_015668749.1	Nana19274-RA
OG0002005	XP_029140335.1	Nana28254-RA
OG0002006	XP_015675087.1	Nana03170-RA
OG0002007	XP_015675519.1	Nana04959-RA, Nana04959-RB, Nana04959-RC
OG0002007	XP_015682146.1	Nana30776-RA
OG0002008	XP_015672151.2	Nana19155-RA
OG0002009	XP_015669343.1, XP_029139548.1, XP_029139549.1	Nana30925-RA
OG0002010	XP_015676357.1	Nana35577-RA
OG0002010	XP_015676355.2	Nana35574-RD, Nana35574-RE
OG0002011	XP_015673879.1, XP_015673878.1	Nana04782-RA
OG0002011	XP_029140410.1	Nana04784-RA
OG0002012	XP_029141528.1	Nana00516-RA
OG0002013	XP_015676259.1	Nana34262-RF, Nana34262-RH, Nana34262-RG, Nana34262-RD, Nana34262-RE
OG0002015	XP_015682818.1	Nana12431-RA, Nana12432-RA, Nana12432-RB, Nana12432-RC, Nana12433-RA
OG0002016	XP_015674092.1	Nana33646-RA, Nana33646-RE, Nana33646-RC, Nana33646-RD, Nana33646-RB
OG0002017	XP_029142220.1	Nana06399-RA
OG0002019	XP_015680938.1	Nana29166-RD, Nana29166-RC, Nana29166-RB, Nana29166-RA
OG0002020	XP_015687623.1, XP_015687624.1	Nana05854-RA
OG0002020	XP_015680064.1	Nana30708-RA
OG0002021	XP_015666258.1	Nana31989-RI, Nana31989-RH, Nana31989-RG, Nana31989-RE, Nana31989-RF, Nana31988-RA
OG0002022	XP_015674616.1	Nana03733-RA
OG0002022	XP_029140549.1	Nana03735-RA, Nana03734-RA
OG0002023	XP_015680322.1	Nana35763-RA
OG0002023	XP_015667374.1	Nana33610-RA
OG0002024	XP_015669519.1, XP_029139589.1	Nana11067-RC, Nana11067-RA, Nana11067-RB
OG0002025	XP_029141785.1	Nana36873-RC
OG0002025	XP_015684798.1, XP_015675820.1	Nana36873-RA, Nana36873-RB
OG0002026	XP_015681878.1	Nana35343-RA
OG0002027	XP_015679930.1	Nana03486-RC, Nana03486-RA, Nana03486-RB
OG0002028	XP_015665831.1, XP_015665830.1	Nana23563-RA
OG0002029	XP_029140483.1	Nana32153-RA
OG0002029	XP_015674279.1	Nana32154-RA
OG0002030	XP_015683685.1	Nana36513-RA
OG0002031	XP_015668401.2	Nana29049-RE, Nana29049-RD, Nana29049-RF, Nana29049-RH, Nana29049-RG, Nana29049-RI, Nana29049-RL
OG0002032	XP_015672010.1	Nana28165-RA
OG0002032	XP_029139039.1	Nana19399-RB, Nana19399-RA
OG0002033	XP_029140454.1	Nana33641-RC, Nana33641-RJ, Nana33641-RK, Nana33641-RD, Nana33641-RB, Nana33641-RA
OG0002034	XP_015666242.1	Nana33208-RC, Nana33208-RG, Nana33208-RD, Nana33208-RH, Nana33208-RA
OG0002035	XP_015674716.1	Nana26328-RB
OG0002035	XP_015675793.1	Nana24048-RA
OG0002036	XP_015672061.1	Nana30314-RA
OG0002037	XP_015678479.1, XP_015672882.1	Nana35742-RA
OG0002038	XP_015681997.1, XP_015685224.1, XP_015686565.1, XP_015685588.1, XP_015671550.1, XP_015671571.1, XP_015684819.1, XP_015685335.1, XP_015671561.1, XP_015686117.1	Nana27887-RA
OG0002039	XP_015678807.1	Nana14882-RA, Nana24232-RA
OG0002040	XP_029139001.1	Nana28056-RA, Nana28056-RB, Nana28056-RC, Nana28056-RE, Nana28056-RD
OG0002041	XP_015676084.1	Nana32283-RA, Nana32283-RB
OG0002042	XP_015673381.1	Nana08664-RA
OG0002043	XP_015676249.1, XP_015676248.1	Nana34254-RA, Nana34254-RB
OG0002044	XP_015679426.1	Nana00614-RA
OG0002044	XP_029141508.1	Nana17210-RC, Nana17210-RB
OG0002045	XP_015675466.2, XP_015685318.1, XP_015685659.1	Nana00714-RB, Nana00714-RC
OG0002046	XP_015679327.1	Nana18700-RA
OG0002046	XP_029139464.1	Nana19889-RA
OG0002047	XP_015679220.1	Nana01910-RA
OG0002047	XP_015679217.1	Nana01912-RA
OG0002048	XP_015679749.1	Nana20753-RA
OG0002048	XP_015675873.1	Nana37628-RA, Nana37628-RB
OG0002049	XP_029140542.1	Nana23885-RA
OG0002049	XP_015674588.1	Nana23886-RA
OG0002050	XP_029142123.1	Nana36419-RC, Nana36419-RA, Nana36419-RD, Nana36419-RB
OG0002051	XP_029140543.1	Nana23877-RB, Nana37714-RA
OG0002051	XP_015685997.1, XP_029141019.1	Nana23877-RA
OG0002052	XP_015684271.1	Nana27842-RA, Nana27839-RA
OG0002053	XP_015674245.2	Nana36390-RC, Nana36390-RB, Nana36390-RF, Nana36390-RE, Nana36390-RA, Nana36390-RD
OG0002054	XP_015683767.1, XP_015685627.1, XP_015680709.1	Nana36532-RE, Nana36532-RF, Nana36532-RG
OG0002055	XP_029141423.1	Nana38755-RA, Nana38757-RA, Nana23870-RA
OG0002056	XP_015682374.1	Nana37258-RE, Nana37258-RF, Nana37258-RB, Nana37258-RD, Nana37258-RC, Nana37258-RA
OG0002057	XP_015678938.1, XP_015678937.1, XP_015678939.1	Nana19932-RD, Nana19932-RC, Nana19932-RB, Nana19932-RA
OG0002058	XP_015681272.1	Nana37269-RF, Nana37269-RE, Nana37269-RD, Nana37269-RG, Nana37269-RC, Nana37269-RA, Nana37269-RB
OG0002060	XP_015667961.1	Nana12776-RA
OG0002060	XP_015684666.1, XP_015679530.1	Nana12778-RB, Nana12778-RA
OG0002061	XP_015673829.1	Nana00062-RB, Nana00062-RD, Nana00062-RG, Nana00062-RE, Nana00062-RA
OG0002062	XP_015683806.1, XP_029140254.1, XP_015672859.1, XP_015672891.1, XP_015680739.1	Nana09692-RA
OG0002063	XP_029139350.1	Nana29030-RC, Nana29030-RE, Nana29030-RD, Nana29030-RH, Nana29030-RG, Nana29030-RJ
OG0002064	XP_015678531.1	Nana26310-RA
OG0002064	XP_015677787.1	Nana32227-RA
OG0002065	XP_029142821.1	Nana17204-RA, Nana17204-RB, Nana17204-RC
OG0002065	XP_029141503.1	Nana17204-RD
OG0002066	XP_015682142.1	Nana37705-RA
OG0002066	XP_015682144.1	Nana37707-RA
OG0002067	XP_015685956.1, XP_015680150.1, XP_015680151.1	Nana20333-RA
OG0002068	XP_015667441.1	Nana34612-RG, Nana34612-RC, Nana34612-RF, Nana34612-RE, Nana34612-RD
OG0002069	XP_029140342.1	Nana28640-RA, Nana28641-RA
OG0002070	XP_015670895.1	Nana34789-RA
OG0002071	XP_015679828.1	Nana36777-RA
OG0002071	XP_015677144.1, XP_015677147.1, XP_015677146.1	Nana15349-RA
OG0002072	XP_015682752.1, XP_015682754.1, XP_015682753.1, XP_015682755.1	Nana16765-RA
OG0002073	XP_015678660.1	Nana24608-RA
OG0002074	XP_029138895.1, XP_015684877.1	Nana23752-RA
OG0002075	XP_015680216.1	Nana38954-RA
OG0002076	XP_015681907.1	Nana34137-RA, Nana34137-RB, Nana34137-RG, Nana34137-RC, Nana34137-RF, Nana34137-RD
OG0002077	XP_015668057.1	Nana28891-RA
OG0002078	XP_015667560.1	Nana31079-RA
OG0002078	XP_015681141.1	Nana00954-RA
OG0002079	XP_015666517.1	Nana13642-RA, Nana26539-RA, Nana32837-RB
OG0002080	XP_015670801.1	Nana09233-RC, Nana09233-RD, Nana09233-RE, Nana09233-RB, Nana09233-RA
OG0002081	XP_015674563.1	Nana05250-RB, Nana05250-RA
OG0002082	XP_015674233.1, XP_015674231.1	Nana12301-RA, Nana12301-RB, Nana09984-RA
OG0002083	XP_029138979.1	Nana32811-RA, Nana32811-RB, Nana32811-RC, Nana32811-RD, Nana32811-RF, Nana32811-RE
OG0002084	XP_015668361.1	Nana15741-RA, Nana15741-RB
OG0002085	XP_015669134.1	Nana34898-RD, Nana34898-RC, Nana34898-RA, Nana34898-RB
OG0002086	XP_015666504.1	Nana32782-RB, Nana32782-RE, Nana32782-RC, Nana32782-RA, Nana32782-RD
OG0002087	XP_015683938.2, XP_015685316.1, XP_015686916.1	Nana35425-RB, Nana35425-RA
OG0002088	XP_015668960.1	Nana26403-RA, Nana16645-RA
OG0002089	XP_029142643.1	Nana37472-RC, Nana37472-RD, Nana37472-RB, Nana37472-RA, Nana37469-RA
OG0002090	XP_015666507.1	Nana32764-RB, Nana32764-RD, Nana32764-RE, Nana32764-RF, Nana32764-RA, Nana32764-RC
OG0002091	XP_015683848.1	Nana07196-RA
OG0002092	XP_029139915.1, XP_029139917.1, XP_029139916.1, XP_015671171.1, XP_029139914.1	Nana02326-RA
OG0002093	XP_015666509.1	Nana32762-RA
OG0002094	XP_015687079.1	Nana16603-RA
OG0002095	XP_015682233.1	Nana31680-RA
OG0002095	XP_015668584.1	Nana15750-RA
OG0002096	XP_015671998.1, XP_015671996.1, XP_015671999.1	Nana28151-RC, Nana28151-RA
OG0002097	XP_015683043.1, XP_015686415.1	Nana35501-RA
OG0002098	XP_015678884.1, XP_015678887.1, XP_015678886.1, XP_015678885.1	Nana35536-RA, Nana35536-RB
OG0002099	XP_029140458.1	Nana35541-RC, Nana35541-RA, Nana35541-RD, Nana35541-RE, Nana35541-RB
OG0002100	XP_015679853.1	Nana30486-RA, Nana30486-RB
OG0002102	XP_029138773.1	Nana32674-RF, Nana32674-RH, Nana32674-RA, Nana32674-RI, Nana32674-RG, Nana32674-RK
OG0002103	XP_015673984.1	Nana28342-RB
OG0002104	XP_015669468.1	Nana16576-RA, Nana16575-RB, Nana16575-RA, Nana16572-RA, Nana16577-RA, Nana16577-RB
OG0002105	XP_015665982.1, XP_015675750.1	Nana23767-RA
OG0002105	XP_015672956.1	Nana34972-RA
OG0002106	XP_015672928.1	Nana34987-RA
OG0002107	XP_015677448.1	Nana34667-RA
OG0002108	XP_015687544.1, XP_015687542.1	Nana16513-RD, Nana16513-RC
OG0002108	XP_015687543.1	Nana14310-RA
OG0002109	XP_029142947.1	Nana26743-RE, Nana26743-RA
OG0002109	XP_029141334.1	Nana26743-RB, Nana26743-RD, Nana26743-RC
OG0002110	XP_015672499.1	Nana12463-RA, Nana12463-RD, Nana12463-RE, Nana12463-RB, Nana12463-RC
OG0002111	XP_015679297.1	Nana13445-RA
OG0002111	XP_015685717.1, XP_029140292.1	Nana16401-RA
OG0002112	XP_015673031.1, XP_015682411.1	Nana15943-RA
OG0002113	XP_015679898.1, XP_015679896.1, XP_015679899.1	Nana16417-RD, Nana16417-RE, Nana16417-RA, Nana16417-RF
OG0002114	XP_015682937.1	Nana08749-RB, Nana08749-RA, Nana08749-RC
OG0002115	XP_015666767.1	Nana19366-RA
OG0002115	XP_015683532.1	Nana11278-RA
OG0002116	XP_015674253.2	Nana36368-RA
OG0002116	XP_015680466.1, XP_015680464.1	Nana05964-RA
OG0002117	XP_015680619.1	Nana08736-RA
OG0002118	XP_015672023.1	Nana28168-RA
OG0002119	XP_015673946.1, XP_015673945.1, XP_015673943.1	Nana33109-RA
OG0002120	XP_015676213.1	Nana20933-RE
OG0002121	XP_015673564.1, XP_015683078.1	Nana36357-RA
OG0002122	XP_015671942.1, XP_029140072.1, XP_029140071.1, XP_029140073.1	Nana18919-RA
OG0002122	XP_015671941.1	Nana18917-RA
OG0002123	XP_015680353.1	Nana13530-RA
OG0002124	XP_015676048.1, XP_015676050.1, XP_015676051.1, XP_015676049.1, XP_015676053.1	Nana19705-RA
OG0002125	XP_029141828.1	Nana28279-RA, Nana28277-RA
OG0002126	XP_015679421.1	Nana17224-RA
OG0002127	XP_029139185.1, XP_029139184.1, XP_015667453.1, XP_015667452.1, XP_015667451.1	Nana34622-RA, Nana34622-RB
OG0002128	XP_015668607.1, XP_015668610.1, XP_015668609.1, XP_015668606.1	Nana15115-RC, Nana15115-RB, Nana15115-RA
OG0002129	XP_015677875.1, XP_015677876.1	Nana11960-RA
OG0002131	XP_015682619.2	Nana18425-RA, Nana18425-RB
OG0002132	XP_015673629.1	Nana13478-RA
OG0002132	XP_015674446.1	Nana31451-RA
OG0002133	XP_015672265.1	Nana31261-RA, Nana31261-RB
OG0002134	XP_015677203.1	Nana31256-RA
OG0002135	XP_015682196.1, XP_015682197.1, XP_015682200.1, XP_015682198.1, XP_015682199.1, XP_015682195.1	Nana08768-RA
OG0002136	XP_015666977.1, XP_015666976.1, XP_015666974.1, XP_015666975.1	Nana38675-RA
OG0002137	XP_015669305.1, XP_015669307.1, XP_015669304.1, XP_015669306.1	Nana11195-RB, Nana11195-RA, Nana11195-RC
OG0002138	XP_029139742.1, XP_029139741.1, XP_015670183.1, XP_015670185.1	Nana15870-RA, Nana15870-RB
OG0002139	XP_015667502.1, XP_015667503.1	Nana21318-RB, Nana21318-RA, Nana21318-RD, Nana21318-RC
OG0002140	XP_015683243.1	Nana19261-RA, Nana27867-RD, Nana27867-RE
OG0002141	XP_015674290.1	Nana11114-RA
OG0002141	XP_015674288.1	Nana11113-RA
OG0002142	XP_029139580.1	Nana11099-RB, Nana11099-RF, Nana11099-RA, Nana11099-RE, Nana11099-RC, Nana11099-RD
OG0002143	XP_029140428.1	Nana30639-RA
OG0002144	XP_029142308.1	Nana36353-RD, Nana36353-RC, Nana36353-RF, Nana36353-RG, Nana36353-RE, Nana36353-RB
OG0002145	XP_015676589.1	Nana32459-RA, Nana32459-RB, Nana32459-RC
OG0002146	XP_015682290.1, XP_015676765.1, XP_015676766.1	Nana15592-RA, Nana15592-RB, Nana15592-RC
OG0002147	XP_015686713.1, XP_015676596.1	Nana32481-RC, Nana32481-RD
OG0002148	XP_015679442.1, XP_015686660.1	Nana08672-RA
OG0002148	XP_015667844.1	Nana16337-RA
OG0002149	XP_029141936.1, XP_015681415.1, XP_015681416.1	Nana27722-RB, Nana27722-RA
OG0002150	XP_015678755.1	Nana33070-RA
OG0002151	XP_015684723.1	Nana25581-RA
OG0002152	XP_015682127.1, XP_015682479.1	Nana07721-RA
OG0002153	XP_015682478.1	Nana07720-RA
OG0002154	XP_015681617.1	Nana36966-RA
OG0002154	XP_029143149.1	Nana15280-RA
OG0002155	XP_015677241.1	Nana04144-RA
OG0002155	XP_029141992.1	Nana06697-RA
OG0002156	XP_015683775.1	Nana18484-RA
OG0002157	XP_015677529.1, XP_015677528.1	Nana36300-RC, Nana36300-RA, Nana36300-RB
