Orthogroup	P_Mucros.pep	X_tropicalis.pep
OG0002202	XP_015675244.1	ENSXETG00000010427.1
OG0002203	XP_015681162.1	ENSXETG00000014824.1
OG0002204	XP_015680781.1	ENSXETG00000020883.1
OG0002205	XP_015680834.1, XP_015680838.1, XP_015680839.1, XP_015680848.1	ENSXETG00000000395.1
OG0002206	XP_015686747.1	ENSXETG00000012875.1, ENSXETG00000012871.1, ENSXETG00000012882.1, ENSXETG00000012877.1, ENSXETG00000012870.1, ENSXETG00000012869.1
OG0002207	XP_029139730.1, XP_029139729.1, XP_015670101.2	ENSXETG00000013171.1
OG0002209	XP_015678564.1	ENSXETG00000009523.1
OG0002210	XP_015669611.1, XP_015669612.1	ENSXETG00000019479.1
OG0002211	XP_029142442.1, XP_015685637.1, XP_029142441.1, XP_015682904.2	ENSXETG00000010705.1
OG0002212	XP_015687395.1, XP_015687396.1, XP_029143125.1, XP_015687397.1	ENSXETG00000006976.1
OG0002213	XP_015674471.1, XP_015674472.1, XP_015674474.1, XP_015674473.1	ENSXETG00000010928.1, ENSXETG00000010913.1
OG0002214	XP_015687294.1, XP_015687292.1	ENSXETG00000000405.1
OG0002215	XP_015681180.1, XP_015681156.1, XP_015681172.1, XP_015681163.1	ENSXETG00000001988.1
OG0002216	XP_029141520.1, XP_015687165.1	ENSXETG00000019383.1
OG0002217	XP_015671136.2	ENSXETG00000002153.1
OG0002218	XP_015668194.1	ENSXETG00000009872.1
OG0002218	XP_015680714.1	ENSXETG00000005493.1
OG0002219	XP_015670199.1, XP_015670200.1	ENSXETG00000012665.1, ENSXETG00000012654.1, ENSXETG00000012713.1, ENSXETG00000012648.1
OG0002220	XP_015683161.1, XP_029142818.1, XP_015683707.2, XP_015683160.1	ENSXETG00000008923.1
OG0002221	XP_015685018.1, XP_029143206.1	ENSXETG00000012853.1
OG0002222	XP_015671868.1, XP_029140046.1, XP_015671867.1, XP_029140048.1, XP_029140047.1	ENSXETG00000017845.1
OG0002223	XP_029141482.1	ENSXETG00000012855.1
OG0002224	XP_015676875.1, XP_015685846.1, XP_015670629.1	ENSXETG00000021090.1
OG0002225	XP_015669941.1, XP_015669937.1, XP_015669939.1, XP_015669940.1, XP_015669943.1, XP_015669942.1	ENSXETG00000000417.1
OG0002226	XP_015666271.1, XP_015674047.2	ENSXETG00000002214.1
OG0002227	XP_015681734.1	ENSXETG00000017725.1
OG0002228	XP_029139275.1, XP_015686349.1	ENSXETG00000005344.1
OG0002228	XP_015683455.1	ENSXETG00000017849.1
OG0002229	XP_015676119.2, XP_015685042.1	ENSXETG00000020849.1
OG0002230	XP_029140802.1	ENSXETG00000019729.1
OG0002231	XP_015687418.1, XP_015674565.1	ENSXETG00000000943.1
OG0002232	XP_029140560.1	ENSXETG00000018318.1
OG0002233	XP_015684880.1	ENSXETG00000004020.1
OG0002234	XP_015682943.1	ENSXETG00000005017.1
OG0002235	XP_015668103.1, XP_015668102.1	ENSXETG00000001093.1
OG0002236	XP_015677697.1, XP_015677698.1	ENSXETG00000001314.1
OG0002237	XP_015684743.1	ENSXETG00000021412.1
OG0002237	XP_015668778.1	ENSXETG00000002531.1
OG0002238	XP_015668755.1	ENSXETG00000002517.1
OG0002239	XP_015684530.1, XP_029142175.1	ENSXETG00000009633.1
OG0002240	XP_015680562.1, XP_015680563.1, XP_015680564.1, XP_015680561.1	ENSXETG00000005818.1
OG0002241	XP_015687011.1	ENSXETG00000002185.1, ENSXETG00000006319.1, ENSXETG00000007259.1, ENSXETG00000000959.1, ENSXETG00000000021.1, ENSXETG00000006891.1
OG0002242	XP_015679651.1	ENSXETG00000007946.1
OG0002243	XP_015677366.1	ENSXETG00000000625.1
OG0002244	XP_015679093.1, XP_015679101.1, XP_015679107.1	ENSXETG00000014504.1
OG0002245	XP_015680986.1	ENSXETG00000018926.1
OG0002246	XP_015674387.1	ENSXETG00000004734.1
OG0002247	XP_015671191.1, XP_015671192.1, XP_015671189.1, XP_015671190.1	ENSXETG00000020190.1
OG0002248	XP_015671458.1	ENSXETG00000004915.1
OG0002249	XP_015674186.1	ENSXETG00000007857.1
OG0002250	XP_015676024.1, XP_015676025.1, XP_015676023.1, XP_015676022.1, XP_015685138.1	ENSXETG00000018944.1
OG0002251	XP_015680484.1, XP_015680487.1, XP_015680485.1, XP_015680489.1, XP_015680486.1	ENSXETG00000019849.1
OG0002252	XP_015683721.2	ENSXETG00000019674.1
OG0002252	XP_029140323.1	ENSXETG00000020982.1
OG0002254	XP_015676711.1	ENSXETG00000021297.1
OG0002255	XP_015668135.1	ENSXETG00000005793.1
OG0002256	XP_015680318.1	ENSXETG00000015911.1
OG0002256	XP_015680329.1, XP_015680338.1, XP_015685785.1, XP_015685811.1	ENSXETG00000015176.1
OG0002257	XP_015675650.1	ENSXETG00000016508.1
OG0002258	XP_015674891.1, XP_015674890.1, XP_015674888.1, XP_015687055.1, XP_015687056.1, XP_015674889.1, XP_015687052.1	ENSXETG00000010923.1
OG0002259	XP_015672381.1, XP_015672378.1, XP_015672375.1, XP_015672380.1, XP_015672377.1, XP_015672376.1	ENSXETG00000014355.1
OG0002260	XP_015677072.1, XP_015677073.1, XP_015677069.1, XP_015677071.1	ENSXETG00000011651.1
OG0002261	XP_015675356.1, XP_015675360.1, XP_015675358.1, XP_015675359.1	ENSXETG00000018374.1
OG0002262	XP_015682578.1	ENSXETG00000008628.1
OG0002263	XP_015682579.2	ENSXETG00000008606.1
OG0002264	XP_029142212.1	ENSXETG00000008694.1
OG0002265	XP_015682577.2	ENSXETG00000008719.1
OG0002266	XP_029140909.1	ENSXETG00000013722.1
OG0002267	XP_015683109.1	ENSXETG00000020072.1
OG0002268	XP_015683105.1	ENSXETG00000000086.1
OG0002269	XP_015679812.1	ENSXETG00000000683.1
OG0002270	XP_029140153.1, XP_015685679.1	ENSXETG00000019132.1
OG0002271	XP_015683201.1, XP_029142332.1	ENSXETG00000007668.1
OG0002272	XP_015673950.1	ENSXETG00000002379.1, ENSXETG00000002376.1, ENSXETG00000020457.1
OG0002273	XP_015686894.1, XP_015686900.1	ENSXETG00000004410.1
OG0002275	XP_029138801.1	ENSXETG00000012821.1
OG0002276	XP_029138810.1	ENSXETG00000013209.1
OG0002278	XP_029140429.1	ENSXETG00000011632.1
OG0002279	XP_015675329.1	ENSXETG00000000691.1
OG0002280	XP_015667143.1	ENSXETG00000002546.1, ENSXETG00000006653.1
OG0002281	XP_015674342.1, XP_015674340.1, XP_015674341.1	ENSXETG00000013880.1
OG0002285	XP_029139409.1	ENSXETG00000000313.1, ENSXETG00000015385.1
OG0002285	XP_015685239.1	ENSXETG00000017409.1
OG0002286	XP_029139004.1, XP_015666618.1	ENSXETG00000008838.1
OG0002287	XP_015679155.1	ENSXETG00000019535.1
OG0002288	XP_015666693.1, XP_015666692.1, XP_015666690.1, XP_015666689.1	ENSXETG00000002744.1
OG0002289	XP_029142879.1, XP_015685824.1, XP_015685818.1	ENSXETG00000017619.1
OG0002290	XP_015675838.1	ENSXETG00000000506.1
OG0002291	XP_015684184.1	ENSXETG00000018213.1
OG0002291	XP_015681688.1	ENSXETG00000004004.1
OG0002292	XP_029141990.1	ENSXETG00000000266.1, ENSXETG00000000271.1, ENSXETG00000000291.1
OG0002298	XP_029142531.1, XP_015683716.1	ENSXETG00000005335.1
OG0002320	XP_029139413.1	ENSXETG00000016129.1
OG0002321	XP_015684118.1, XP_015681381.1	ENSXETG00000003241.1
OG0002322	XP_015671371.1, XP_015671370.1	ENSXETG00000016704.1
OG0002323	XP_015680962.1	ENSXETG00000002918.1
OG0002323	XP_015680737.1	ENSXETG00000006145.1
OG0002324	XP_015678428.1, XP_015678429.1	ENSXETG00000012051.1
OG0002325	XP_015680284.1	ENSXETG00000008743.1
OG0002326	XP_015666037.1, XP_015679482.1	ENSXETG00000003418.1
OG0002326	XP_015682776.1	ENSXETG00000018906.1
OG0002327	XP_015676466.1, XP_015676464.1, XP_015676465.1, XP_015676462.1	ENSXETG00000019786.1
OG0002328	XP_015668523.1	ENSXETG00000012453.1
OG0002329	XP_015666954.1, XP_015666953.1, XP_015666952.1, XP_015666951.1	ENSXETG00000006758.1
OG0002330	XP_029141689.1	ENSXETG00000018746.1
OG0002331	XP_015679271.1, XP_015679272.1, XP_015678339.1, XP_015678335.1	ENSXETG00000010348.1
OG0002332	XP_015668189.1	ENSXETG00000003703.1
OG0002333	XP_015678546.1, XP_015678556.1	ENSXETG00000007001.1
OG0002334	XP_015683392.1, XP_015682368.1	ENSXETG00000019417.1
OG0002335	XP_015667117.1	ENSXETG00000018014.1
OG0002336	XP_015683627.1, XP_015685795.2, XP_029139723.1	ENSXETG00000015383.1
OG0002337	XP_015670044.1	ENSXETG00000020134.1
OG0002339	XP_029141635.1, XP_015678549.1	ENSXETG00000003217.1
OG0002340	XP_015677509.1	ENSXETG00000004010.1
OG0002341	XP_015666511.1, XP_015666510.1	ENSXETG00000001045.1
OG0002342	XP_015678680.1	ENSXETG00000000324.1
OG0002343	XP_015681066.1	ENSXETG00000016988.1
OG0002344	XP_015675676.1	ENSXETG00000014171.1
OG0002345	XP_029139550.1	ENSXETG00000013923.1
OG0002346	XP_029139554.1	ENSXETG00000011261.1
OG0002347	XP_015679790.2	ENSXETG00000006972.1
OG0002348	XP_015672141.2	ENSXETG00000018624.1
OG0002349	XP_015672142.1	ENSXETG00000021242.1
OG0002350	XP_015669391.1	ENSXETG00000011671.1
OG0002351	XP_015687930.1, XP_015687932.1, XP_015687933.1, XP_015687931.1	ENSXETG00000007906.1
OG0002352	XP_029139555.1	ENSXETG00000014368.1
OG0002353	XP_015675829.1	ENSXETG00000004906.1, ENSXETG00000004722.1, ENSXETG00000016979.1, ENSXETG00000018608.1
OG0002354	XP_015673307.1	ENSXETG00000009371.1
OG0002355	XP_015667329.1, XP_015667328.1, XP_015667330.1	ENSXETG00000005969.1
OG0002356	XP_029140314.1, XP_029140313.1	ENSXETG00000008811.1
OG0002357	XP_015671504.1	ENSXETG00000002715.1
OG0002358	XP_015667815.1, XP_015667818.1, XP_015667817.1, XP_015667819.1	ENSXETG00000002286.1
OG0002359	XP_015676149.1	ENSXETG00000003978.1
OG0002360	XP_015685294.1, XP_029142341.1	ENSXETG00000000063.1
OG0002361	XP_015685922.1, XP_015674665.1, XP_029142255.1	ENSXETG00000015796.1, ENSXETG00000002596.1
OG0002363	XP_015672323.1	ENSXETG00000019331.1
OG0002364	XP_015679499.1, XP_015684111.1	ENSXETG00000015439.1
OG0002365	XP_015683265.1	ENSXETG00000016590.1
OG0002366	XP_015665823.1	ENSXETG00000009848.1, ENSXETG00000009823.1
OG0002367	XP_015665754.1, XP_015681314.2	ENSXETG00000015432.1
OG0002368	XP_015679941.1	ENSXETG00000011922.1
OG0002369	XP_015666041.1, XP_015680883.1	ENSXETG00000010950.1
OG0002369	XP_015672940.1	ENSXETG00000000172.1
OG0002371	XP_015681109.1, XP_015668987.1, XP_029141855.1, XP_015668986.1, XP_015668985.1, XP_015681110.1	ENSXETG00000010156.1
OG0002372	XP_015667827.1, XP_015682968.1	ENSXETG00000002575.1
OG0002373	XP_015675009.1, XP_015675016.1	ENSXETG00000009737.1
OG0002374	XP_015679017.1, XP_015674334.2	ENSXETG00000019971.1
OG0002376	XP_015685623.1	ENSXETG00000009331.1, ENSXETG00000007643.1
OG0002377	XP_015678030.1	ENSXETG00000008010.1
OG0002378	XP_015683205.1	ENSXETG00000011471.1
OG0002379	XP_015680213.1	ENSXETG00000007177.1
OG0002380	XP_015683562.1, XP_015674145.1, XP_015674146.1	ENSXETG00000020503.1
OG0002381	XP_015672444.1, XP_015669583.1	ENSXETG00000002001.1
OG0002383	XP_015683798.1	ENSXETG00000003853.1
OG0002384	XP_015677706.1	ENSXETG00000003004.1
OG0002384	XP_015681948.1	ENSXETG00000004167.1
OG0002385	XP_015685490.1, XP_015671705.1	ENSXETG00000020566.1
OG0002386	XP_015670632.1, XP_015670631.1, XP_029139832.1	ENSXETG00000004976.1
OG0002387	XP_015680957.1	ENSXETG00000005428.1
OG0002388	XP_015680840.1	ENSXETG00000001602.1
OG0002389	XP_015684035.1, XP_029141180.1	ENSXETG00000002980.1
OG0002390	XP_015667071.1	ENSXETG00000013798.1
OG0002391	XP_029139213.1, XP_029140399.1, XP_029140398.1	ENSXETG00000019741.1
OG0002392	XP_015681092.2	ENSXETG00000004144.1
OG0002393	XP_029141360.1	ENSXETG00000006621.1
OG0002394	XP_029140608.1	ENSXETG00000001952.1
OG0002394	XP_029141589.1	ENSXETG00000006614.1
OG0002395	XP_029141194.1, XP_029142827.1	ENSXETG00000017563.1
OG0002396	XP_015680044.1	ENSXETG00000021077.1
OG0002396	XP_015676888.2	ENSXETG00000005073.1
OG0002397	XP_015667434.1	ENSXETG00000012421.1
OG0002398	XP_029139201.1	ENSXETG00000006563.1
OG0002399	XP_015666818.1, XP_029139083.1	ENSXETG00000008193.1
OG0002400	XP_015676885.1	ENSXETG00000004373.1
OG0002401	XP_029139518.1, XP_015669185.1	ENSXETG00000017387.1
OG0002402	XP_015668880.1, XP_015668881.1, XP_015668883.1	ENSXETG00000011341.1
OG0002403	XP_015683236.1	ENSXETG00000010239.1
OG0002403	XP_015682463.1, XP_015670122.1	ENSXETG00000011421.1
OG0002404	XP_015668737.1	ENSXETG00000006787.1
OG0002405	XP_015677659.1	ENSXETG00000015113.1
OG0002406	XP_015681945.1	ENSXETG00000017022.1
OG0002407	XP_015675854.1	ENSXETG00000012169.1
OG0002408	XP_015687132.1, XP_015687133.1, XP_015687135.1, XP_015687134.1	ENSXETG00000012342.1
OG0002409	XP_015687406.1	ENSXETG00000019001.1
OG0002409	XP_029142162.1	ENSXETG00000015278.1
OG0002410	XP_029142217.1	ENSXETG00000001472.1
OG0002411	XP_015685754.1, XP_029141756.1, XP_015680659.1	ENSXETG00000020959.1
OG0002412	XP_029139981.1, XP_015671727.2	ENSXETG00000016539.1
OG0002413	XP_029140574.1	ENSXETG00000004791.1
OG0002413	XP_015668447.1	ENSXETG00000015095.1
OG0002415	XP_015687953.1, XP_015687954.1, XP_015687952.1	ENSXETG00000017200.1
OG0002416	XP_015680475.1, XP_015676822.1	ENSXETG00000015196.1
OG0002417	XP_015672253.1	ENSXETG00000003306.1
OG0002418	XP_015665551.1	ENSXETG00000016908.1
OG0002419	XP_015687915.1	ENSXETG00000008423.1
OG0002419	XP_015683463.1	ENSXETG00000018256.1
OG0002420	XP_015670654.1, XP_015670653.1, XP_015670655.1	ENSXETG00000008529.1
OG0002421	XP_015673531.1, XP_015673532.1, XP_015673533.1	ENSXETG00000015401.1, ENSXETG00000004863.1
OG0002422	XP_015687895.1	ENSXETG00000014411.1
OG0002423	XP_015666909.1	ENSXETG00000002309.1
OG0002424	XP_029139355.1	ENSXETG00000009180.1
OG0002425	XP_029142744.1	ENSXETG00000006599.1
OG0002426	XP_029141152.1	ENSXETG00000013056.1
OG0002427	XP_015667359.1	ENSXETG00000005001.1
OG0002427	XP_029139086.1	ENSXETG00000008671.1
OG0002428	XP_015666937.1	ENSXETG00000010873.1
OG0002429	XP_029142403.1, XP_015684918.1	ENSXETG00000012881.1
OG0002430	XP_015673329.1	ENSXETG00000008445.1
OG0002431	XP_015673298.1, XP_015673299.1	ENSXETG00000003230.1
OG0002432	XP_015685743.1, XP_015680867.1	ENSXETG00000011557.1
OG0002433	XP_015684233.1, XP_015685847.1	ENSXETG00000011874.1
OG0002435	XP_015668946.1	ENSXETG00000008218.1
OG0002436	XP_015677142.1, XP_015681782.1	ENSXETG00000014054.1
OG0002438	XP_015673691.1, XP_015673695.1, XP_015673693.1, XP_015673692.1, XP_015673696.1, XP_015673697.1	ENSXETG00000019601.1
OG0002439	XP_015668047.1	ENSXETG00000014305.1
OG0002440	XP_015678542.1	ENSXETG00000013747.1
OG0002441	XP_029139079.1	ENSXETG00000003198.1
OG0002442	XP_015665869.1, XP_015681706.1	ENSXETG00000011079.1
OG0002443	XP_015676977.2	ENSXETG00000009759.1
OG0002444	XP_015673319.1	ENSXETG00000001553.1
OG0002445	XP_015672751.1	ENSXETG00000002553.1
OG0002446	XP_015669907.1	ENSXETG00000020817.1
OG0002447	XP_015666516.1	ENSXETG00000019068.1
OG0002448	XP_015670812.1, XP_015666396.1, XP_015666397.1	ENSXETG00000006680.1
OG0002449	XP_015676362.1	ENSXETG00000007475.1
OG0002452	XP_029139200.1	ENSXETG00000006613.1
OG0002452	XP_029141474.1	ENSXETG00000007033.1
OG0002453	XP_029139286.1	ENSXETG00000006455.1, ENSXETG00000006187.1
OG0002454	XP_015673228.1, XP_015678655.1, XP_015678654.1	ENSXETG00000011653.1
OG0002455	XP_015668071.1, XP_015668070.1	ENSXETG00000013890.1, ENSXETG00000005491.1
OG0002456	XP_015686734.1, XP_015686297.1, XP_015677357.1	ENSXETG00000001866.1
OG0002457	XP_015666490.1	ENSXETG00000011856.1
OG0002458	XP_029139295.1, XP_015668088.1, XP_015668087.1, XP_015668090.1, XP_015668089.1	ENSXETG00000018482.1
OG0002459	XP_015669586.1	ENSXETG00000009981.1
OG0002460	XP_015669501.1, XP_015669500.1, XP_015669499.1, XP_015669502.1	ENSXETG00000002641.1
OG0002461	XP_015675456.1, XP_015675457.1, XP_029140691.1, XP_029140690.1, XP_029140689.1	ENSXETG00000000013.1
OG0002462	XP_015679602.2	ENSXETG00000019253.1
OG0002462	XP_015681600.1	ENSXETG00000014386.1
OG0002463	XP_015684483.1, XP_015686109.1	ENSXETG00000004659.1
OG0002464	XP_029142213.1, XP_015685422.1, XP_015683885.1	ENSXETG00000009480.1
OG0002465	XP_029140206.1	ENSXETG00000003713.1
OG0002466	XP_015682671.1	ENSXETG00000014977.1, ENSXETG00000013684.1
OG0002467	XP_029140253.1	ENSXETG00000011054.1, ENSXETG00000003745.1, ENSXETG00000003736.1, ENSXETG00000011088.1, ENSXETG00000009667.1, ENSXETG00000019977.1, ENSXETG00000020312.1, ENSXETG00000011059.1, ENSXETG00000011077.1, ENSXETG00000011069.1
OG0002468	XP_015687927.1	ENSXETG00000016777.1
OG0002468	XP_015683278.1	ENSXETG00000015862.1
OG0002469	XP_015680133.1	ENSXETG00000004304.1
OG0002470	XP_015672256.2	ENSXETG00000003475.1
OG0002471	XP_029143173.1	ENSXETG00000012759.1
OG0002472	XP_015680693.1, XP_015672338.2	ENSXETG00000005817.1, ENSXETG00000011771.1
OG0002475	XP_015671254.1	ENSXETG00000008817.1
OG0002476	XP_015673105.1, XP_015673104.1	ENSXETG00000021159.1
OG0002477	XP_029140286.1	ENSXETG00000010999.1
OG0002478	XP_015687922.1	ENSXETG00000020187.1
OG0002479	XP_015685558.1, XP_015685805.1	ENSXETG00000014931.1
OG0002479	XP_015684283.1	ENSXETG00000002362.1
OG0002480	XP_015676148.1	ENSXETG00000003956.1
OG0002481	XP_015668630.1	ENSXETG00000003319.1
OG0002482	XP_015669266.1, XP_015669273.1	ENSXETG00000012498.1
OG0002483	XP_015675468.1	ENSXETG00000015179.1
OG0002484	XP_015671333.1, XP_015674258.1	ENSXETG00000002273.1
OG0002485	XP_015676944.1, XP_015676943.1, XP_015676942.1, XP_015676941.1	ENSXETG00000003059.1
OG0002486	XP_015672652.1	ENSXETG00000018782.1
OG0002487	XP_015682125.1	ENSXETG00000018801.1
OG0002488	XP_015685382.1, XP_015685898.1, XP_015680894.1	ENSXETG00000020412.1
OG0002489	XP_029141719.1	ENSXETG00000000880.1
OG0002490	XP_015674669.1	ENSXETG00000003782.1
OG0002491	XP_015670299.1	ENSXETG00000007073.1
OG0002492	XP_015677838.1, XP_015677766.1, XP_015677912.1	ENSXETG00000018126.1
OG0002493	XP_015677897.1, XP_015677898.1	ENSXETG00000008432.1, ENSXETG00000008461.1, ENSXETG00000008447.1
OG0002494	XP_015672004.1, XP_015685275.1	ENSXETG00000018560.1
OG0002495	XP_015688004.1, XP_015688005.2	ENSXETG00000003081.1
OG0002496	XP_015679435.1, XP_015679434.1	ENSXETG00000007277.1
OG0002497	XP_015684313.1	ENSXETG00000018685.1
OG0002498	XP_029141505.1, XP_029142706.1, XP_029142701.1	ENSXETG00000007452.1
OG0002499	XP_015680400.1	ENSXETG00000011808.1
OG0002500	XP_015680215.1	ENSXETG00000013740.1
OG0002501	XP_015671488.1	ENSXETG00000001635.1
OG0002502	XP_029139173.1	ENSXETG00000003784.1
OG0002504	XP_029139259.1	ENSXETG00000012228.1
OG0002505	XP_015686369.1, XP_015676455.1, XP_015668892.1	ENSXETG00000013280.1
OG0002506	XP_015674229.1, XP_015674228.1, XP_029140475.1, XP_029140474.1	ENSXETG00000020502.1
OG0002507	XP_015675230.1	ENSXETG00000017987.1
OG0002508	XP_015673275.1, XP_015673274.1	ENSXETG00000016833.1, ENSXETG00000007988.1
OG0002509	XP_015674055.1	ENSXETG00000010858.1
OG0002510	XP_015670901.1	ENSXETG00000000162.1
OG0002511	XP_015683809.1	ENSXETG00000006492.1, ENSXETG00000003567.1
OG0002512	XP_015678816.1, XP_015678817.1	ENSXETG00000012450.1
OG0002513	XP_015677728.1	ENSXETG00000013142.1
OG0002514	XP_029139351.1	ENSXETG00000003305.1
OG0002515	XP_015680636.1	ENSXETG00000011277.1
OG0002516	XP_015667947.1, XP_015667945.1, XP_015667946.1	ENSXETG00000011818.1
OG0002517	XP_015671887.1, XP_015678779.2	ENSXETG00000001665.1, ENSXETG00000001618.1
OG0002518	XP_015676200.2, XP_015677186.1	ENSXETG00000016659.1
OG0002519	XP_015688033.1	ENSXETG00000013515.1
OG0002520	XP_015680247.1	ENSXETG00000012748.1
OG0002521	XP_015677206.1	ENSXETG00000000644.1
OG0002524	XP_015666980.1	ENSXETG00000007719.1
OG0002525	XP_015675113.1, XP_015674744.1	ENSXETG00000009979.1
OG0002526	XP_015673867.1	ENSXETG00000003541.1
OG0002527	XP_015666983.1, XP_015666982.2	ENSXETG00000007483.1
OG0002528	XP_015682560.1	ENSXETG00000019997.1
OG0002529	XP_029142232.1	ENSXETG00000018288.1
OG0002530	XP_015677497.1	ENSXETG00000019448.1
OG0002531	XP_015665845.1, XP_029142560.1, XP_015684105.1, XP_015684106.1, XP_015684107.1	ENSXETG00000014620.1
OG0002532	XP_015674495.1	ENSXETG00000021254.1
OG0002532	XP_015680815.1	ENSXETG00000002249.1
OG0002533	XP_029141620.1, XP_029139644.1	ENSXETG00000009064.1, ENSXETG00000009096.1, ENSXETG00000009176.1, ENSXETG00000009148.1, ENSXETG00000009553.1
OG0002535	XP_029139576.1, XP_029139579.1, XP_029139578.1, XP_029139577.1, XP_015669484.1	ENSXETG00000013759.1
OG0002536	XP_015666150.1, XP_015666151.1, XP_015666153.1, XP_015666152.1, XP_015683169.1	ENSXETG00000019293.1
OG0002537	XP_029139374.1	ENSXETG00000005834.1
OG0002537	XP_029139835.1	ENSXETG00000021037.1
OG0002538	XP_015670292.1, XP_015670293.1	ENSXETG00000006286.1
OG0002539	XP_015683063.1	ENSXETG00000000389.1
OG0002540	XP_015666115.1	ENSXETG00000018142.1
OG0002541	XP_015668180.1, XP_015668181.1	ENSXETG00000011216.1
OG0002542	XP_015687989.1	ENSXETG00000019789.1
OG0002544	XP_015671544.1	ENSXETG00000007765.1
OG0002545	XP_015684341.1, XP_015684338.1, XP_015684340.1, XP_015680581.1, XP_015684339.1	ENSXETG00000010032.1
OG0002547	XP_015675531.1, XP_015675530.1, XP_015675532.1, XP_015675529.1	ENSXETG00000009856.1
OG0002548	XP_015666709.1	ENSXETG00000019801.1
OG0002549	XP_015666778.1	ENSXETG00000001433.1, ENSXETG00000011745.1, ENSXETG00000004248.1
OG0002550	XP_015683272.1, XP_015683271.1, XP_015683270.1	ENSXETG00000020927.1
OG0002551	XP_015665892.1, XP_015666139.1	ENSXETG00000020706.1
OG0002552	XP_015673951.1	ENSXETG00000002647.1
OG0002553	XP_015683196.1, XP_015683195.1, XP_015683194.1, XP_015683197.1	ENSXETG00000007828.1
OG0002555	XP_029143135.1	ENSXETG00000020828.1
OG0002556	XP_015666677.1, XP_015666679.1, XP_015666676.1	ENSXETG00000006335.1, ENSXETG00000006349.1
OG0002557	XP_015667339.1	ENSXETG00000013796.1
OG0002558	XP_015684814.1, XP_015684679.1	ENSXETG00000020382.1
OG0002559	XP_029139148.1, XP_029139147.1, XP_015670763.1	ENSXETG00000013871.1
OG0002560	XP_015666586.2, XP_015666587.1	ENSXETG00000007302.1
OG0002561	XP_015681571.1, XP_015681572.1, XP_015681573.1	ENSXETG00000016170.1
OG0002562	XP_015676961.1	ENSXETG00000015817.1
OG0002563	XP_029142083.1	ENSXETG00000006104.1
OG0002564	XP_015674357.1	ENSXETG00000008424.1
OG0002565	XP_029141548.1, XP_029141547.1, XP_015679559.1, XP_029141545.1, XP_029141546.1	ENSXETG00000004146.1
OG0002566	XP_015670888.1	ENSXETG00000003786.1, ENSXETG00000013146.1
OG0002568	XP_029139425.1	ENSXETG00000020981.1
OG0002569	XP_015671111.1, XP_015671107.1, XP_015671109.1, XP_015671108.1, XP_015671106.1	ENSXETG00000009539.1
