Orthogroup	P_Mucros.pep	P_troglodytes.pep
OG0000736	XP_015669568.1, XP_015669569.1, XP_015669570.1	ENSPTRG00000003984.6
OG0000737	XP_015675385.1	ENSPTRG00000005104.4
OG0000737	XP_015679342.1, XP_015679340.1, XP_015679339.1, XP_015679341.1	ENSPTRG00000039358.2, ENSPTRG00000052304.1
OG0000738	XP_015667876.2, XP_015667877.1, XP_015667878.1, XP_015667879.1, XP_015667880.1, XP_015667895.1	ENSPTRG00000014804.4
OG0000739	XP_015687782.2	ENSPTRG00000047862.1, ENSPTRG00000009311.6
OG0000739	XP_015667892.1	ENSPTRG00000019043.6
OG0000740	XP_015684367.1	ENSPTRG00000015163.6
OG0000740	XP_029140838.1	ENSPTRG00000004475.4
OG0000741	XP_015665843.1, XP_015680676.1, XP_015665796.1, XP_015665795.1	ENSPTRG00000044013.1, ENSPTRG00000051835.1, ENSPTRG00000051496.1, ENSPTRG00000034249.3
OG0000742	XP_015668295.1	ENSPTRG00000050183.1, ENSPTRG00000028539.3
OG0000742	XP_015668296.1	ENSPTRG00000051682.1, ENSPTRG00000042699.1
OG0000743	XP_015666148.1	ENSPTRG00000002392.7
OG0000744	XP_015671733.1	ENSPTRG00000044130.1, ENSPTRG00000050277.1, ENSPTRG00000051295.1, ENSPTRG00000050569.1, ENSPTRG00000042923.1, ENSPTRG00000046517.1, ENSPTRG00000047742.1, ENSPTRG00000045169.1, ENSPTRG00000052871.1, ENSPTRG00000047136.1
OG0000745	XP_015685276.1	ENSPTRG00000012265.6
OG0000745	XP_015684003.1, XP_029142526.1	ENSPTRG00000046448.1, ENSPTRG00000016036.7
OG0000746	XP_015670204.1	ENSPTRG00000004223.4
OG0000746	XP_015681114.1	ENSPTRG00000016051.5
OG0000747	XP_015666810.1	ENSPTRG00000000673.6
OG0000747	XP_015685504.1, XP_015685508.1	ENSPTRG00000020911.4
OG0000748	XP_015681350.1	ENSPTRG00000004796.5
OG0000748	XP_015675535.1, XP_015675534.1, XP_015675536.1	ENSPTRG00000024190.5
OG0000749	XP_015670113.1, XP_015682514.1	ENSPTRG00000009295.6
OG0000749	XP_015666694.1, XP_029142546.1	ENSPTRG00000002319.6
OG0000750	XP_015687727.1, XP_015687726.1	ENSPTRG00000009272.6
OG0000750	XP_015666711.1	ENSPTRG00000019371.5, ENSPTRG00000050572.1
OG0000751	XP_015669949.1	ENSPTRG00000012868.2
OG0000751	XP_015665637.1, XP_015669773.1	ENSPTRG00000014861.5
OG0000752	XP_015681061.1, XP_015665736.1	ENSPTRG00000045479.1, ENSPTRG00000049556.1, ENSPTRG00000041697.2
OG0000753	XP_015687323.1	ENSPTRG00000015582.5
OG0000753	XP_015667806.1	ENSPTRG00000005878.4
OG0000754	XP_015679225.1, XP_015679224.1	ENSPTRG00000004519.4
OG0000754	XP_015677307.1, XP_015677309.1, XP_015677308.1	ENSPTRG00000045050.1
OG0000755	XP_015668009.1, XP_015668008.1	ENSPTRG00000013290.6
OG0000755	XP_015680778.1, XP_015680779.1	ENSPTRG00000006290.4
OG0000756	XP_015676840.1	ENSPTRG00000014038.4
OG0000756	XP_015667553.1, XP_015667427.1	ENSPTRG00000047433.1
OG0000757	XP_015673719.1	ENSPTRG00000005354.6
OG0000757	XP_015673795.1, XP_015678995.1	ENSPTRG00000001089.5
OG0000758	XP_015684174.1, XP_015686308.1	ENSPTRG00000021442.7
OG0000758	XP_015683055.1, XP_015683056.1, XP_015683057.1	ENSPTRG00000041247.2
OG0000759	XP_015669782.1, XP_015669794.1, XP_029141190.1, XP_015671870.1, XP_015672759.1	ENSPTRG00000014343.4
OG0000760	XP_015667760.1, XP_015667761.1	ENSPTRG00000050450.1
OG0000760	XP_015674370.1, XP_015674369.1	ENSPTRG00000015429.6
OG0000762	XP_015687766.1, XP_029143185.1	ENSPTRG00000009128.2, ENSPTRG00000009131.4, ENSPTRG00000009129.5, ENSPTRG00000009130.3, ENSPTRG00000030927.2
OG0000763	XP_015672119.1, XP_015681371.1	ENSPTRG00000003441.6
OG0000763	XP_015672394.1	ENSPTRG00000004848.5
OG0000764	XP_015677902.1	ENSPTRG00000015197.5
OG0000764	XP_015676825.1	ENSPTRG00000018167.5
OG0000765	XP_015674392.1, XP_015674393.1	ENSPTRG00000021682.5, ENSPTRG00000044489.1
OG0000766	XP_015667974.1, XP_015667975.1	ENSPTRG00000039094.2, ENSPTRG00000042842.1, ENSPTRG00000023546.4, ENSPTRG00000049090.1, ENSPTRG00000044153.1, ENSPTRG00000048546.1
OG0000767	XP_015667179.1	ENSPTRG00000042511.2, ENSPTRG00000044690.1
OG0000767	XP_029142828.1, XP_029139562.1, XP_015677944.1, XP_015685817.1	ENSPTRG00000042098.2
OG0000768	XP_015670710.1	ENSPTRG00000047359.1, ENSPTRG00000048008.1, ENSPTRG00000048984.1, ENSPTRG00000050599.1, ENSPTRG00000044268.1, ENSPTRG00000044893.1
OG0000769	XP_015678855.1	ENSPTRG00000004153.6
OG0000769	XP_015681370.1	ENSPTRG00000018684.7
OG0000770	XP_015685436.1	ENSPTRG00000016942.5
OG0000771	XP_029140162.1	ENSPTRG00000020961.7
OG0000772	XP_015678370.1	ENSPTRG00000006504.6
OG0000772	XP_015672167.1, XP_015672169.1, XP_015672166.1, XP_015672168.1, XP_015672170.1	ENSPTRG00000002161.6
OG0000773	XP_015674439.2	ENSPTRG00000006516.3, ENSPTRG00000030702.4, ENSPTRG00000006518.4
OG0000774	XP_029140551.1, XP_029140550.1, XP_015674623.1	ENSPTRG00000015297.6
OG0000775	XP_015671461.1	ENSPTRG00000046378.1, ENSPTRG00000034281.3, ENSPTRG00000047416.1, ENSPTRG00000042970.1, ENSPTRG00000049153.1, ENSPTRG00000052422.1, ENSPTRG00000052386.1, ENSPTRG00000051964.1, ENSPTRG00000052368.1, ENSPTRG00000044889.1
OG0000776	XP_015679983.1	ENSPTRG00000017591.3
OG0000776	XP_015666639.1	ENSPTRG00000019148.5
OG0000777	XP_029140662.1	ENSPTRG00000051839.1
OG0000778	XP_029142035.1	ENSPTRG00000002040.5
OG0000778	XP_015679177.1	ENSPTRG00000018214.6
OG0000783	XP_015665578.1	ENSPTRG00000050989.1, ENSPTRG00000045814.1, ENSPTRG00000048148.1
OG0000784	XP_029142634.1	ENSPTRG00000017346.7
OG0000790	XP_015676127.1, XP_015676128.1	ENSPTRG00000010478.4
OG0000790	XP_015665450.1	ENSPTRG00000010642.4
OG0000791	XP_029141821.1	ENSPTRG00000010319.6
OG0000791	XP_015674967.1	ENSPTRG00000007182.6
OG0000792	XP_015675331.1, XP_015674072.1	ENSPTRG00000044358.1
OG0000792	XP_015682471.1	ENSPTRG00000010422.5
OG0000793	XP_015687028.1, XP_015685101.1, XP_015672132.1	ENSPTRG00000000257.7
OG0000794	XP_015666087.1	ENSPTRG00000019030.5
OG0000795	XP_029140310.1	ENSPTRG00000008843.6
OG0000795	XP_015674593.1	ENSPTRG00000049499.1
OG0000796	XP_015665560.1	ENSPTRG00000010219.4
OG0000796	XP_015685399.1	ENSPTRG00000007389.5
OG0000797	XP_015686069.1	ENSPTRG00000052288.1
OG0000797	XP_029142507.1	ENSPTRG00000004565.6
OG0000798	XP_015687480.1	ENSPTRG00000016335.6
OG0000798	XP_015681137.1	ENSPTRG00000041040.2, ENSPTRG00000050687.1, ENSPTRG00000002585.7
OG0000799	XP_015673336.2	ENSPTRG00000008860.3
OG0000799	XP_015674386.1	ENSPTRG00000009678.6
OG0000800	XP_029139052.1, XP_015666916.1, XP_029139050.1, XP_029139051.1	ENSPTRG00000008470.6
OG0000800	XP_015669476.1	ENSPTRG00000020416.6
OG0000801	XP_029141532.1	ENSPTRG00000019322.6, ENSPTRG00000046806.1
OG0000802	XP_015679869.1	ENSPTRG00000006146.6
OG0000802	XP_015680045.1	ENSPTRG00000008263.7
OG0000804	XP_015687483.2	ENSPTRG00000001703.7
OG0000804	XP_015683263.1	ENSPTRG00000021342.7
OG0000805	XP_015687848.1	ENSPTRG00000016207.6
OG0000805	XP_015666761.1	ENSPTRG00000012011.6
OG0000806	XP_015672085.1	ENSPTRG00000001204.5
OG0000806	XP_015667410.1	ENSPTRG00000007215.5
OG0000808	XP_015682768.1, XP_015682769.1, XP_015682767.1	ENSPTRG00000051995.1, ENSPTRG00000048842.1, ENSPTRG00000049337.1
OG0000809	XP_029139036.1	ENSPTRG00000001740.4
OG0000809	XP_015679823.1	ENSPTRG00000021546.6
OG0000810	XP_015677977.1	ENSPTRG00000049206.1
OG0000810	XP_015685185.1	ENSPTRG00000052020.1, ENSPTRG00000031262.3
OG0000811	XP_015667207.1	ENSPTRG00000014694.5
OG0000811	XP_015687709.1, XP_015687708.1	ENSPTRG00000009189.6
OG0000812	XP_029140287.1	ENSPTRG00000015311.6
OG0000812	XP_015668493.2	ENSPTRG00000016735.6
OG0000813	XP_015684186.1, XP_015666146.1	ENSPTRG00000030043.4
OG0000813	XP_015684320.1	ENSPTRG00000032648.3, ENSPTRG00000018999.4
OG0000814	XP_015672740.1	ENSPTRG00000014367.4
OG0000815	XP_015668648.1	ENSPTRG00000008612.4
OG0000815	XP_015684873.1, XP_015682775.2	ENSPTRG00000022726.5
OG0000817	XP_015687101.1, XP_015671968.1	ENSPTRG00000012336.6
OG0000817	XP_015669904.1	ENSPTRG00000016587.4
OG0000818	XP_015668445.1	ENSPTRG00000009546.6
OG0000818	XP_015687577.1	ENSPTRG00000019444.4
OG0000819	XP_015681768.1	ENSPTRG00000012583.6
OG0000819	XP_015666680.1, XP_015666681.1	ENSPTRG00000046206.1, ENSPTRG00000019376.6
OG0000820	XP_015672874.1	ENSPTRG00000020531.4
OG0000820	XP_015687246.1	ENSPTRG00000046307.1
OG0000821	XP_015679843.1, XP_015679844.1	ENSPTRG00000021436.7
OG0000822	XP_015687110.1, XP_015687109.1	ENSPTRG00000007408.6
OG0000822	XP_015668176.1	ENSPTRG00000017010.6
OG0000823	XP_015680941.1, XP_015685578.1	ENSPTRG00000010153.5
OG0000823	XP_015667971.1	ENSPTRG00000020870.3
OG0000824	XP_015670154.1	ENSPTRG00000024170.5
OG0000824	XP_015674098.1	ENSPTRG00000044148.1, ENSPTRG00000047722.1, ENSPTRG00000052429.1
OG0000825	XP_015683814.1, XP_015683956.1	ENSPTRG00000048565.1, ENSPTRG00000022575.3, ENSPTRG00000047787.1, ENSPTRG00000045465.1
OG0000826	XP_029141831.1	ENSPTRG00000022073.5
OG0000826	XP_015687823.1	ENSPTRG00000005924.6
OG0000827	XP_015674912.1	ENSPTRG00000016973.6
OG0000827	XP_029141991.1	ENSPTRG00000010683.6
OG0000828	XP_015676740.1	ENSPTRG00000006378.7
OG0000829	XP_015679145.1	ENSPTRG00000019815.6, ENSPTRG00000019817.4
OG0000830	XP_015667351.1	ENSPTRG00000023476.6
OG0000830	XP_015667070.1, XP_015667069.1, XP_015667067.1, XP_015667068.1	ENSPTRG00000019422.7
OG0000831	XP_029142611.1, XP_015684281.1	ENSPTRG00000013578.6
OG0000831	XP_015677175.1, XP_015677174.1	ENSPTRG00000016692.6
OG0000832	XP_015677966.1	ENSPTRG00000015718.6
OG0000832	XP_015677967.1	ENSPTRG00000048517.1, ENSPTRG00000008694.6, ENSPTRG00000051629.1, ENSPTRG00000043870.1
OG0000833	XP_029140213.1	ENSPTRG00000004874.6
OG0000833	XP_015667428.1, XP_015667429.1, XP_015667426.1	ENSPTRG00000002243.7
OG0000834	XP_015680458.1, XP_015684874.1	ENSPTRG00000020708.6
OG0000834	XP_015674443.1, XP_015685926.1	ENSPTRG00000008084.6
OG0000835	XP_029140435.1	ENSPTRG00000023115.5
OG0000835	XP_015672910.2	ENSPTRG00000021297.7
OG0000836	XP_015670807.1, XP_015670805.1	ENSPTRG00000044243.1, ENSPTRG00000010541.6
OG0000836	XP_015666820.1, XP_015666821.1	ENSPTRG00000000675.6
OG0000837	XP_015680325.1, XP_015680326.1	ENSPTRG00000001561.4, ENSPTRG00000001563.4
OG0000838	XP_015672918.1, XP_015672919.1	ENSPTRG00000014221.6
OG0000838	XP_015673092.1, XP_015673091.1	ENSPTRG00000009021.6, ENSPTRG00000043794.1, ENSPTRG00000047694.1
OG0000839	XP_015672932.1	ENSPTRG00000014246.6, ENSPTRG00000034037.3, ENSPTRG00000014247.6, ENSPTRG00000034178.3
OG0000840	XP_015677436.1, XP_015677435.1	ENSPTRG00000018097.4
OG0000840	XP_015670162.1	ENSPTRG00000050982.1
OG0000841	XP_015674349.1	ENSPTRG00000000617.6
OG0000841	XP_029142622.1	ENSPTRG00000015736.5
OG0000842	XP_015666528.1, XP_015666530.1, XP_015666529.1, XP_015666527.1, XP_029138986.1	ENSPTRG00000007122.6
OG0000843	XP_015666534.1, XP_015666533.1	ENSPTRG00000007113.6
OG0000843	XP_015672208.1	ENSPTRG00000021023.6
OG0000844	XP_015686597.1, XP_015671995.1	ENSPTRG00000012134.4
OG0000845	XP_015685419.1, XP_015683565.1	ENSPTRG00000046224.1, ENSPTRG00000009480.6
OG0000845	XP_015680404.1, XP_015680401.1	ENSPTRG00000005501.6
OG0000846	XP_015674107.1	ENSPTRG00000045581.1, ENSPTRG00000045314.1, ENSPTRG00000042997.1, ENSPTRG00000051286.1, ENSPTRG00000042957.1
OG0000847	XP_015668414.1, XP_029139347.1, XP_015668359.1	ENSPTRG00000004303.3, ENSPTRG00000019045.5
OG0000848	XP_015670011.1	ENSPTRG00000020360.5
OG0000848	XP_015674892.1	ENSPTRG00000018563.6
OG0000849	XP_015685492.1, XP_015685498.1, XP_015685485.1, XP_015685477.1, XP_015673271.1, XP_015673283.1, XP_015685457.1	ENSPTRG00000002673.6, ENSPTRG00000002671.7
OG0000850	XP_015681485.1	ENSPTRG00000002687.7
OG0000850	XP_015686959.1, XP_015686958.1, XP_015686957.1	ENSPTRG00000020034.7
OG0000851	XP_015666972.2, XP_029139081.1	ENSPTRG00000043595.1
OG0000851	XP_029140553.1	ENSPTRG00000015446.7
OG0000852	XP_015681099.1	ENSPTRG00000012401.6
OG0000852	XP_015666688.1	ENSPTRG00000041316.2, ENSPTRG00000044773.1
OG0000853	XP_015677444.1	ENSPTRG00000052818.1, ENSPTRG00000044910.1
OG0000853	XP_015671014.1	ENSPTRG00000052641.1, ENSPTRG00000044364.1, ENSPTRG00000019209.6
OG0000854	XP_015666512.1	ENSPTRG00000034458.3
OG0000855	XP_015678684.1	ENSPTRG00000049139.1, ENSPTRG00000019482.5, ENSPTRG00000019301.6
OG0000855	XP_015672927.1	ENSPTRG00000051632.1
OG0000856	XP_015673738.1, XP_015673737.1	ENSPTRG00000007563.6
OG0000857	XP_015679929.1	ENSPTRG00000012587.5
OG0000857	XP_029140012.1	ENSPTRG00000019191.6
OG0000858	XP_015682699.1, XP_015682700.1	ENSPTRG00000004761.5
OG0000858	XP_015665762.1, XP_015680654.1	ENSPTRG00000011269.6
OG0000859	XP_029139689.1	ENSPTRG00000015264.6
OG0000859	XP_029141869.1	ENSPTRG00000011049.4
OG0000860	XP_015672082.1	ENSPTRG00000000599.5
OG0000860	XP_015673806.1, XP_015673805.1	ENSPTRG00000021698.6, ENSPTRG00000045235.1
OG0000861	XP_015666752.1, XP_015666753.1	ENSPTRG00000001734.5
OG0000861	XP_015666754.2	ENSPTRG00000001736.7
OG0000862	XP_029142192.1	ENSPTRG00000039491.2, ENSPTRG00000001427.6, ENSPTRG00000017953.7, ENSPTRG00000047569.1
OG0000863	XP_015673545.1	ENSPTRG00000048563.1
OG0000863	XP_015673608.1	ENSPTRG00000034248.3
OG0000863	XP_015673609.1	ENSPTRG00000013615.7
OG0000864	XP_015673250.1	ENSPTRG00000015639.6
OG0000864	XP_015675451.1	ENSPTRG00000022475.6, ENSPTRG00000044234.1
OG0000865	XP_029142082.1	ENSPTRG00000018180.6
OG0000865	XP_015680166.1, XP_015680167.1	ENSPTRG00000006734.7, ENSPTRG00000048221.1
OG0000866	XP_015676033.1, XP_015676032.1	ENSPTRG00000005754.5
OG0000866	XP_015678061.1	ENSPTRG00000050842.1, ENSPTRG00000043458.1
OG0000867	XP_015675734.1	ENSPTRG00000000999.4
OG0000867	XP_015678506.1	ENSPTRG00000021134.6
OG0000868	XP_015679050.1	ENSPTRG00000015338.5
OG0000868	XP_015679359.1	ENSPTRG00000005378.6
OG0000869	XP_015680958.1, XP_015680960.1	ENSPTRG00000013583.6
OG0000870	XP_029139772.1	ENSPTRG00000015722.6
OG0000870	XP_015672979.1	ENSPTRG00000012323.6
OG0000871	XP_015686562.1, XP_015686556.1	ENSPTRG00000012880.5
OG0000871	XP_015668283.1	ENSPTRG00000019197.6
OG0000872	XP_015682531.1, XP_029142204.1	ENSPTRG00000050910.1
OG0000872	XP_015668313.1	ENSPTRG00000014294.6
OG0000874	XP_015669078.1	ENSPTRG00000012724.5, ENSPTRG00000051961.1, ENSPTRG00000045923.1, ENSPTRG00000046571.1, ENSPTRG00000046723.1, ENSPTRG00000044653.1, ENSPTRG00000045136.1
OG0000875	XP_015669213.1, XP_015685449.1	ENSPTRG00000012429.5
OG0000876	XP_015669919.1, XP_015669920.1	ENSPTRG00000004729.5
OG0000876	XP_015680644.1	ENSPTRG00000009773.5
OG0000877	XP_015666460.1, XP_015666459.1	ENSPTRG00000005284.5
OG0000878	XP_015666806.1	ENSPTRG00000000669.4
OG0000878	XP_015674237.1	ENSPTRG00000016910.5
OG0000879	XP_015666386.1	ENSPTRG00000000737.7
OG0000879	XP_015682975.1	ENSPTRG00000010571.6
OG0000880	XP_015677780.1	ENSPTRG00000016453.3
OG0000880	XP_015666555.1	ENSPTRG00000005816.7
OG0000881	XP_015678838.1	ENSPTRG00000005037.5
OG0000881	XP_015665924.1	ENSPTRG00000009346.6
OG0000882	XP_015665907.1	ENSPTRG00000009380.4
OG0000882	XP_015669600.1	ENSPTRG00000012504.6
OG0000883	XP_029138843.1, XP_015665676.1	ENSPTRG00000011315.6
OG0000884	XP_029138935.1	ENSPTRG00000043310.1
OG0000885	XP_015687919.1	ENSPTRG00000022163.6
OG0000885	XP_015687058.1, XP_015687059.1	ENSPTRG00000021665.5
OG0000886	XP_015672856.1	ENSPTRG00000014964.7
OG0000887	XP_015680288.1	ENSPTRG00000014892.7
OG0000887	XP_015666205.1	ENSPTRG00000019551.6
OG0000888	XP_015680212.2	ENSPTRG00000046679.1, ENSPTRG00000044160.1
OG0000888	XP_015670348.1	ENSPTRG00000048153.1
OG0000889	XP_015672411.1, XP_029140155.1	ENSPTRG00000013928.6
OG0000890	XP_015671361.1	ENSPTRG00000030162.3, ENSPTRG00000015223.5
OG0000891	XP_015671932.1	ENSPTRG00000016504.6
OG0000891	XP_015671671.1, XP_015671670.1, XP_015671672.1	ENSPTRG00000005778.6
OG0000892	XP_015666615.1	ENSPTRG00000017190.4
OG0000892	XP_015682470.1, XP_029142189.1	ENSPTRG00000010423.4
OG0000893	XP_015677568.1	ENSPTRG00000006250.3
OG0000893	XP_015675370.1	ENSPTRG00000002110.7
OG0000894	XP_015680872.1	ENSPTRG00000015024.6
OG0000894	XP_015667727.1	ENSPTRG00000022429.7, ENSPTRG00000016563.3
OG0000895	XP_029139566.1	ENSPTRG00000015304.5
OG0000895	XP_029140681.1	ENSPTRG00000004885.7
OG0000896	XP_015680637.1	ENSPTRG00000009770.5
OG0000896	XP_015679642.1	ENSPTRG00000043438.1
OG0000897	XP_015676292.1, XP_029140847.1, XP_015676291.1	ENSPTRG00000044647.1
OG0000898	XP_015681476.1	ENSPTRG00000017923.7
OG0000899	XP_015685100.1, XP_015679603.1	ENSPTRG00000018008.7, ENSPTRG00000044839.1
OG0000901	XP_015670329.1	ENSPTRG00000048230.1, ENSPTRG00000008999.4, ENSPTRG00000009002.3, ENSPTRG00000009000.5, ENSPTRG00000043899.1
OG0000904	XP_015680185.1	ENSPTRG00000022807.2, ENSPTRG00000048403.1, ENSPTRG00000052767.1
OG0000916	XP_015676261.1	ENSPTRG00000018896.5, ENSPTRG00000019432.5, ENSPTRG00000043094.1, ENSPTRG00000049686.1
OG0000917	XP_029140955.1	ENSPTRG00000005795.7
OG0000917	XP_015674116.1	ENSPTRG00000022192.5
OG0000918	XP_015683072.1	ENSPTRG00000001471.5
OG0000918	XP_029141271.1	ENSPTRG00000007422.5
OG0000919	XP_015679179.2, XP_015670409.1, XP_015670410.1	ENSPTRG00000046285.1
OG0000920	XP_015678959.1	ENSPTRG00000050657.1, ENSPTRG00000052427.1, ENSPTRG00000029733.3
OG0000921	XP_015669181.1	ENSPTRG00000045621.1, ENSPTRG00000044722.1
OG0000921	XP_015682558.1	ENSPTRG00000018519.6
OG0000923	XP_015677525.1, XP_015677526.1, XP_015677535.1	ENSPTRG00000001287.6
OG0000924	XP_015672645.1	ENSPTRG00000021656.6
OG0000924	XP_015682036.1	ENSPTRG00000043042.1, ENSPTRG00000023571.5
OG0000925	XP_015668525.1	ENSPTRG00000044846.1, ENSPTRG00000012772.4
OG0000925	XP_015675307.1	ENSPTRG00000005087.6
OG0000926	XP_029139874.1, XP_029139875.1	ENSPTRG00000005556.6
OG0000927	XP_015683385.1, XP_015685077.1	ENSPTRG00000008875.4
OG0000927	XP_029142538.1	ENSPTRG00000047610.1
OG0000928	XP_015674169.1, XP_015674170.1, XP_015686491.1	ENSPTRG00000017296.6
OG0000928	XP_015682831.1	ENSPTRG00000012046.5
OG0000929	XP_015674372.1	ENSPTRG00000015432.6
OG0000929	XP_015686490.1, XP_015683467.1	ENSPTRG00000022248.6
OG0000930	XP_015683486.1	ENSPTRG00000003873.4
OG0000931	XP_015687936.1	ENSPTRG00000022003.5
OG0000931	XP_015676605.1	ENSPTRG00000018473.7
OG0000932	XP_015670758.1	ENSPTRG00000019387.6
OG0000932	XP_015679509.1	ENSPTRG00000012812.6
OG0000934	XP_015680826.1	ENSPTRG00000003768.4, ENSPTRG00000039432.2, ENSPTRG00000043395.1
OG0000935	XP_015671003.1	ENSPTRG00000050759.1, ENSPTRG00000019208.5
OG0000935	XP_015685108.1	ENSPTRG00000008014.6
OG0000936	XP_015684334.1	ENSPTRG00000014277.7, ENSPTRG00000052374.1
OG0000936	XP_015682358.1, XP_015681458.1	ENSPTRG00000008011.5
OG0000937	XP_015665720.1, XP_015683348.1	ENSPTRG00000028883.5
OG0000937	XP_015682817.1	ENSPTRG00000003161.6
OG0000938	XP_015672140.1	ENSPTRG00000001210.5
OG0000938	XP_015665492.1	ENSPTRG00000010160.4
OG0000939	XP_015683823.1	ENSPTRG00000005531.5
OG0000939	XP_015667720.1	ENSPTRG00000009437.6
OG0000940	XP_029139470.1, XP_015668994.1, XP_015668996.1	ENSPTRG00000011514.5
OG0000942	XP_015670610.1	ENSPTRG00000028169.4
OG0000942	XP_015679208.2	ENSPTRG00000002259.7
OG0000943	XP_015673447.1	ENSPTRG00000020193.5
OG0000943	XP_015671775.1	ENSPTRG00000045507.1
OG0000944	XP_015670836.1, XP_015670835.1	ENSPTRG00000019798.2, ENSPTRG00000051739.1, ENSPTRG00000022570.5
OG0000945	XP_015669308.1	ENSPTRG00000020852.7
OG0000945	XP_015671820.1	ENSPTRG00000007338.6
OG0000946	XP_015683712.2, XP_015683529.1, XP_029142120.1, XP_029142225.1	ENSPTRG00000001805.5, ENSPTRG00000001799.7
OG0000947	XP_015682403.1	ENSPTRG00000010354.6
OG0000947	XP_029140037.1, XP_015671859.1	ENSPTRG00000007337.4
OG0000948	XP_029142671.1	ENSPTRG00000004098.6
OG0000948	XP_029141653.1	ENSPTRG00000012431.6
OG0000949	XP_015677859.1, XP_029141177.1	ENSPTRG00000003846.6
OG0000951	XP_015666069.1	ENSPTRG00000044588.1, ENSPTRG00000043554.1, ENSPTRG00000045057.1, ENSPTRG00000043922.1, ENSPTRG00000018996.4, ENSPTRG00000048545.1
OG0000952	XP_015670172.1, XP_015670171.1	ENSPTRG00000017746.5
OG0000952	XP_029140952.1	ENSPTRG00000006207.6
OG0000953	XP_015666588.1	ENSPTRG00000012074.7
OG0000953	XP_015674101.1	ENSPTRG00000016139.4
OG0000954	XP_015669761.2	ENSPTRG00000044969.1
OG0000955	XP_029142571.1, XP_029142996.1, XP_015684904.1	ENSPTRG00000008661.7, ENSPTRG00000008659.5, ENSPTRG00000008662.3
OG0000956	XP_015674597.1, XP_015674596.1	ENSPTRG00000020337.6
OG0000956	XP_015670384.1	ENSPTRG00000018619.7
OG0000957	XP_015672215.1, XP_015665817.1	ENSPTRG00000009560.5
OG0000957	XP_015672448.1	ENSPTRG00000050081.1
OG0000958	XP_015683178.1	ENSPTRG00000007426.6
OG0000958	XP_015688043.1	ENSPTRG00000017057.4
OG0000959	XP_015679746.1, XP_015679747.1	ENSPTRG00000016880.6
OG0000959	XP_015680125.1	ENSPTRG00000010141.5
OG0000960	XP_015680880.1, XP_015680881.1	ENSPTRG00000052506.1, ENSPTRG00000047527.1, ENSPTRG00000043858.1, ENSPTRG00000050791.1, ENSPTRG00000048434.1, ENSPTRG00000046906.1, ENSPTRG00000046748.1, ENSPTRG00000049954.1
OG0000961	XP_015671118.1	ENSPTRG00000018511.7
OG0000961	XP_015670658.1	ENSPTRG00000048728.1, ENSPTRG00000000411.5
OG0000962	XP_015677722.1, XP_015677721.2	ENSPTRG00000006191.3
OG0000962	XP_015676694.1	ENSPTRG00000013664.4
OG0000963	XP_015680911.1	ENSPTRG00000045845.1, ENSPTRG00000013661.6
OG0000963	XP_015676004.1	ENSPTRG00000017749.7
OG0000964	XP_015677394.1	ENSPTRG00000050440.1
OG0000964	XP_015677399.1	ENSPTRG00000004919.5
OG0000965	XP_015668614.1	ENSPTRG00000001756.4
OG0000965	XP_015687495.1	ENSPTRG00000001609.6
OG0000966	XP_015675944.1	ENSPTRG00000029870.4
OG0000966	XP_015675243.1	ENSPTRG00000020156.5
OG0000967	XP_015675637.1	ENSPTRG00000016987.4
OG0000967	XP_015667650.1	ENSPTRG00000007415.5
OG0000968	XP_015667072.2	ENSPTRG00000019423.4
OG0000968	XP_015667350.1	ENSPTRG00000012636.7
OG0000969	XP_015666928.1	ENSPTRG00000008277.6
OG0000969	XP_015667000.1	ENSPTRG00000010083.4
OG0000970	XP_015665510.1	ENSPTRG00000010220.5
OG0000970	XP_015668050.1	ENSPTRG00000046874.1
OG0000971	XP_029142782.1	ENSPTRG00000042875.1
OG0000971	XP_015669715.1	ENSPTRG00000046925.1
OG0000972	XP_015667448.1	ENSPTRG00000007529.6
OG0000973	XP_029139630.1	ENSPTRG00000046375.1
OG0000974	XP_015682635.1, XP_015679226.1	ENSPTRG00000004520.6
OG0000975	XP_015673801.1, XP_015673800.1	ENSPTRG00000010405.4
OG0000975	XP_029140536.1	ENSPTRG00000000962.6
OG0000976	XP_015674680.2, XP_015674682.1	ENSPTRG00000052325.1
OG0000976	XP_015678263.1	ENSPTRG00000009808.5
OG0000977	XP_015675803.1	ENSPTRG00000012541.7
OG0000977	XP_015670230.1	ENSPTRG00000004913.7
OG0000979	XP_015679122.1	ENSPTRG00000012593.6
OG0000979	XP_015676648.1	ENSPTRG00000004956.5
OG0000980	XP_015670924.1	ENSPTRG00000047495.1, ENSPTRG00000051087.1, ENSPTRG00000042397.2, ENSPTRG00000048264.1, ENSPTRG00000047083.1
