Orthogroup	P_Mucros.pep	C_familiaris.pep
OG0002328	XP_015668523.1	ENSCAFG00000010865.4
OG0002329	XP_015666954.1, XP_015666953.1, XP_015666952.1, XP_015666951.1	ENSCAFG00000019806.4
OG0002330	XP_029141689.1	ENSCAFG00000000987.5
OG0002331	XP_015679271.1, XP_015679272.1, XP_015678339.1, XP_015678335.1	ENSCAFG00000005204.4
OG0002332	XP_015668189.1	ENSCAFG00000031257.2
OG0002333	XP_015678546.1, XP_015678556.1	ENSCAFG00000043091.1
OG0002334	XP_015683392.1, XP_015682368.1	ENSCAFG00000018783.4
OG0002335	XP_015667117.1	ENSCAFG00000003087.4, ENSCAFG00000029263.2
OG0002336	XP_015683627.1, XP_015685795.2, XP_029139723.1	ENSCAFG00000006533.4
OG0002337	XP_015670044.1	ENSCAFG00000002933.4
OG0002339	XP_029141635.1, XP_015678549.1	ENSCAFG00000004080.5
OG0002340	XP_015677509.1	ENSCAFG00000012326.4
OG0002341	XP_015666511.1, XP_015666510.1	ENSCAFG00000015932.4
OG0002342	XP_015678680.1	ENSCAFG00000018420.4
OG0002343	XP_015681066.1	ENSCAFG00000019656.6
OG0002344	XP_015675676.1	ENSCAFG00000016756.4
OG0002345	XP_029139550.1	ENSCAFG00000004182.6
OG0002346	XP_029139554.1	ENSCAFG00000005133.7
OG0002347	XP_015679790.2	ENSCAFG00000015219.4
OG0002348	XP_015672141.2	ENSCAFG00000013316.4
OG0002349	XP_015672142.1	ENSCAFG00000013475.5
OG0002350	XP_015669391.1	ENSCAFG00000005372.5
OG0002351	XP_015687930.1, XP_015687932.1, XP_015687933.1, XP_015687931.1	ENSCAFG00000016874.4
OG0002352	XP_029139555.1	ENSCAFG00000005973.6
OG0002353	XP_015675829.1	ENSCAFG00000017838.4
OG0002354	XP_015673307.1	ENSCAFG00000018255.3
OG0002355	XP_015667330.1	ENSCAFG00000010775.5
OG0002357	XP_015671504.1	ENSCAFG00000007028.4
OG0002358	XP_015667815.1, XP_015667818.1, XP_015667817.1, XP_015667819.1	ENSCAFG00000012045.5
OG0002359	XP_015676149.1	ENSCAFG00000005618.1
OG0002360	XP_015685294.1, XP_029142341.1	ENSCAFG00000012764.5
OG0002361	XP_015685922.1, XP_015674665.1, XP_029142255.1	ENSCAFG00000012344.4
OG0002362	XP_015684891.1, XP_015676474.1, XP_029140914.1	ENSCAFG00000015193.4
OG0002363	XP_015672323.1	ENSCAFG00000019928.4
OG0002364	XP_015679499.1, XP_015684111.1	ENSCAFG00000018767.5
OG0002365	XP_015683265.1	ENSCAFG00000020235.4, ENSCAFG00000048703.1
OG0002366	XP_015665823.1	ENSCAFG00000003869.4
OG0002367	XP_015665754.1, XP_015681314.2	ENSCAFG00000029892.2
OG0002368	XP_015679941.1	ENSCAFG00000001000.5
OG0002369	XP_015672940.1	ENSCAFG00000010145.5
OG0002371	XP_015681109.1, XP_015668987.1, XP_029141855.1, XP_015668986.1, XP_015668985.1, XP_015681110.1	ENSCAFG00000005461.4
OG0002372	XP_015667827.1, XP_015682968.1	ENSCAFG00000004454.4
OG0002373	XP_015675009.1, XP_015675016.1	ENSCAFG00000009071.4
OG0002374	XP_015679017.1, XP_015674334.2	ENSCAFG00000014079.5
OG0002375	XP_015682508.1	ENSCAFG00000007356.5
OG0002376	XP_015685623.1	ENSCAFG00000013648.3
OG0002377	XP_015678030.1	ENSCAFG00000048213.1
OG0002378	XP_015683205.1	ENSCAFG00000010220.4
OG0002379	XP_015680213.1	ENSCAFG00000010854.4, ENSCAFG00000030946.2
OG0002380	XP_015683562.1, XP_015674145.1, XP_015674146.1	ENSCAFG00000012913.5
OG0002381	XP_015672444.1	ENSCAFG00000029256.2
OG0002382	XP_015666188.1, XP_015665522.1, XP_015665431.1	ENSCAFG00000045229.1, ENSCAFG00000018129.4
OG0002383	XP_015683798.1	ENSCAFG00000017021.4
OG0002385	XP_015685490.1, XP_015671705.1	ENSCAFG00000013741.4
OG0002386	XP_015670632.1, XP_015670631.1, XP_029139832.1	ENSCAFG00000029171.3
OG0002387	XP_015680957.1	ENSCAFG00000006693.4
OG0002388	XP_015680840.1	ENSCAFG00000004858.4
OG0002389	XP_015684035.1	ENSCAFG00000001976.4
OG0002390	XP_015667071.1	ENSCAFG00000007010.4, ENSCAFG00000006052.4
OG0002391	XP_029139213.1, XP_029140399.1, XP_029140398.1	ENSCAFG00000011376.5
OG0002392	XP_015681092.2	ENSCAFG00000046466.1
OG0002393	XP_029141360.1	ENSCAFG00000000630.4
OG0002394	XP_029141589.1	ENSCAFG00000007956.5
OG0002395	XP_029141194.1, XP_029142827.1	ENSCAFG00000003587.4
OG0002396	XP_015680044.1	ENSCAFG00000009034.4
OG0002397	XP_015667434.1	ENSCAFG00000019684.4
OG0002398	XP_029139201.1	ENSCAFG00000008559.4
OG0002399	XP_015666818.1, XP_029139083.1	ENSCAFG00000009613.4
OG0002400	XP_015676885.1	ENSCAFG00000032205.2
OG0002401	XP_029139518.1, XP_015669185.1	ENSCAFG00000010777.6
OG0002402	XP_015668880.1, XP_015668881.1, XP_015668883.1	ENSCAFG00000017537.5
OG0002403	XP_015682463.1, XP_015670122.1	ENSCAFG00000018375.4
OG0002404	XP_015668737.1	ENSCAFG00000017566.6
OG0002405	XP_015677659.1	ENSCAFG00000000279.5, ENSCAFG00000005387.4
OG0002406	XP_015681945.1	ENSCAFG00000017008.4, ENSCAFG00000023297.2
OG0002408	XP_015687132.1, XP_015687133.1, XP_015687135.1, XP_015687134.1	ENSCAFG00000019499.5
OG0002409	XP_015687406.1	ENSCAFG00000013641.4
OG0002411	XP_015685754.1, XP_029141756.1, XP_015680659.1	ENSCAFG00000001136.5
OG0002412	XP_029139981.1	ENSCAFG00000001071.6
OG0002413	XP_015668447.1	ENSCAFG00000011476.5
OG0002414	XP_015667657.1	ENSCAFG00000020366.4
OG0002415	XP_015687953.1, XP_015687954.1, XP_015687952.1	ENSCAFG00000018932.4
OG0002416	XP_015680475.1, XP_015676822.1	ENSCAFG00000000831.5
OG0002417	XP_015672253.1	ENSCAFG00000017358.4, ENSCAFG00000007154.4
OG0002418	XP_015665551.1	ENSCAFG00000046669.1, ENSCAFG00000019659.6
OG0002419	XP_015683463.1	ENSCAFG00000005809.4
OG0002420	XP_015670654.1, XP_015670653.1, XP_015670655.1	ENSCAFG00000012104.5
OG0002421	XP_015673531.1, XP_015673532.1, XP_015673533.1	ENSCAFG00000007953.3
OG0002422	XP_015687895.1	ENSCAFG00000032347.2, ENSCAFG00000016503.4
OG0002423	XP_015666909.1	ENSCAFG00000020074.5
OG0002424	XP_029139355.1	ENSCAFG00000031719.2, ENSCAFG00000012780.4
OG0002425	XP_029142744.1	ENSCAFG00000014530.5
OG0002426	XP_029141152.1	ENSCAFG00000011993.4
OG0002427	XP_015667359.1	ENSCAFG00000012560.5
OG0002427	XP_029139086.1	ENSCAFG00000000089.4
OG0002428	XP_015666937.1	ENSCAFG00000020228.4
OG0002429	XP_029142403.1, XP_015684918.1	ENSCAFG00000029577.2
OG0002430	XP_015673329.1	ENSCAFG00000028791.2
OG0002431	XP_015673298.1, XP_015673299.1	ENSCAFG00000018501.6
OG0002432	XP_015685743.1, XP_015680867.1	ENSCAFG00000001037.5
OG0002433	XP_015684233.1, XP_015685847.1	ENSCAFG00000001027.5
OG0002435	XP_015668946.1	ENSCAFG00000014314.5
OG0002436	XP_015677142.1, XP_015681782.1	ENSCAFG00000023986.4
OG0002437	XP_029143152.1	ENSCAFG00000001582.5, ENSCAFG00000015387.4
OG0002439	XP_015668047.1	ENSCAFG00000004032.4
OG0002440	XP_015678542.1	ENSCAFG00000019416.4
OG0002441	XP_029139079.1	ENSCAFG00000020251.4
OG0002442	XP_015681706.1	ENSCAFG00000009183.4
OG0002443	XP_015676977.2	ENSCAFG00000012921.4
OG0002444	XP_015673319.1	ENSCAFG00000018396.5
OG0002445	XP_015672751.1	ENSCAFG00000001066.4, ENSCAFG00000029213.2, ENSCAFG00000016113.4, ENSCAFG00000001443.5
OG0002446	XP_015669907.1	ENSCAFG00000013284.3, ENSCAFG00000042466.1
OG0002447	XP_015666516.1	ENSCAFG00000010347.4
OG0002448	XP_015670812.1, XP_015666396.1, XP_015666397.1	ENSCAFG00000003897.4
OG0002449	XP_015676362.1	ENSCAFG00000043275.1, ENSCAFG00000045775.1
OG0002450	XP_015683284.1	ENSCAFG00000019016.5
OG0002451	XP_015668769.1, XP_015668771.1	ENSCAFG00000017085.4
OG0002452	XP_029139200.1	ENSCAFG00000008630.5
OG0002453	XP_029139286.1	ENSCAFG00000013963.4
OG0002454	XP_015673228.1, XP_015678655.1, XP_015678654.1	ENSCAFG00000008354.4
OG0002455	XP_015668071.1, XP_015668070.1	ENSCAFG00000031426.2
OG0002456	XP_015686734.1, XP_015686297.1, XP_015677357.1	ENSCAFG00000028968.2
OG0002457	XP_015666490.1	ENSCAFG00000016686.4, ENSCAFG00000002139.4
OG0002458	XP_029139295.1, XP_015668088.1, XP_015668087.1, XP_015668090.1, XP_015668089.1	ENSCAFG00000001386.6
OG0002459	XP_015669586.1	ENSCAFG00000016442.4, ENSCAFG00000007690.3
OG0002460	XP_015669501.1, XP_015669500.1, XP_015669499.1, XP_015669502.1	ENSCAFG00000014690.4
OG0002461	XP_015675456.1, XP_015675457.1, XP_029140691.1, XP_029140690.1, XP_029140689.1	ENSCAFG00000019810.4
OG0002462	XP_015679602.2, XP_015681600.1	ENSCAFG00000019996.5
OG0002463	XP_015684483.1, XP_015686109.1	ENSCAFG00000001610.5
OG0002464	XP_029142213.1, XP_015685422.1, XP_015683885.1	ENSCAFG00000019369.5
OG0002465	XP_029140206.1	ENSCAFG00000001433.5
OG0002466	XP_015682671.1	ENSCAFG00000004666.4, ENSCAFG00000004626.4
OG0002468	XP_015687927.1	ENSCAFG00000017087.2
OG0002468	XP_015683278.1	ENSCAFG00000005889.4
OG0002469	XP_015680133.1	ENSCAFG00000019654.5
OG0002470	XP_015672256.2	ENSCAFG00000006465.4
OG0002471	XP_029143173.1	ENSCAFG00000009602.5
OG0002472	XP_015680693.1, XP_015672338.2	ENSCAFG00000000664.4
OG0002475	XP_015671254.1	ENSCAFG00000011660.4
OG0002476	XP_015673105.1, XP_015673104.1	ENSCAFG00000007260.6
OG0002477	XP_029140286.1	ENSCAFG00000020337.4
OG0002478	XP_015687922.1	ENSCAFG00000017157.5
OG0002479	XP_015684283.1	ENSCAFG00000014075.4
OG0002480	XP_015676148.1	ENSCAFG00000005622.5, ENSCAFG00000024310.3
OG0002481	XP_015668630.1	ENSCAFG00000014223.5
OG0002482	XP_015669266.1, XP_015669273.1	ENSCAFG00000000116.5
OG0002483	XP_015675468.1	ENSCAFG00000012316.4, ENSCAFG00000008385.4
OG0002484	XP_015671333.1, XP_015674258.1	ENSCAFG00000011777.4
OG0002485	XP_015676944.1, XP_015676943.1, XP_015676942.1, XP_015676941.1	ENSCAFG00000010386.5
OG0002486	XP_015672652.1	ENSCAFG00000007975.5
OG0002487	XP_015682125.1	ENSCAFG00000008152.5
OG0002488	XP_015685382.1, XP_015685898.1, XP_015680894.1	ENSCAFG00000009127.5
OG0002489	XP_029141719.1	ENSCAFG00000014835.5
OG0002490	XP_015674669.1	ENSCAFG00000019670.4
OG0002491	XP_015670299.1	ENSCAFG00000004881.4
OG0002492	XP_015677838.1, XP_015677766.1, XP_015677912.1	ENSCAFG00000018147.4
OG0002493	XP_015677897.1, XP_015677898.1	ENSCAFG00000008295.4
OG0002494	XP_015672004.1, XP_015685275.1	ENSCAFG00000029617.2
OG0002495	XP_015688004.1, XP_015688005.2	ENSCAFG00000005013.4
OG0002496	XP_015679435.1, XP_015679434.1	ENSCAFG00000001523.5
OG0002497	XP_015684313.1	ENSCAFG00000017430.4
OG0002498	XP_029142706.1	ENSCAFG00000006921.4
OG0002499	XP_015680400.1	ENSCAFG00000009288.3, ENSCAFG00000007327.3
OG0002500	XP_015680215.1	ENSCAFG00000013518.4
OG0002501	XP_015671488.1	ENSCAFG00000006164.5
OG0002502	XP_029139173.1	ENSCAFG00000017396.5
OG0002503	XP_015668654.1	ENSCAFG00000008129.4
OG0002503	XP_029139535.1	ENSCAFG00000008120.5
OG0002504	XP_029139259.1	ENSCAFG00000003102.4
OG0002505	XP_015686369.1, XP_015676455.1, XP_015668892.1	ENSCAFG00000017916.4
OG0002506	XP_015674229.1, XP_015674228.1, XP_029140475.1, XP_029140474.1	ENSCAFG00000009699.5
OG0002507	XP_015675230.1	ENSCAFG00000029889.2, ENSCAFG00000006775.3, ENSCAFG00000016775.1, ENSCAFG00000048139.1
OG0002508	XP_015673275.1, XP_015673274.1	ENSCAFG00000010144.4
OG0002509	XP_015674055.1	ENSCAFG00000048037.1, ENSCAFG00000005402.4
OG0002510	XP_015670901.1	ENSCAFG00000008259.7
OG0002511	XP_015683809.1	ENSCAFG00000005848.5
OG0002512	XP_015678816.1, XP_015678817.1	ENSCAFG00000031478.2, ENSCAFG00000028773.2, ENSCAFG00000042819.1
OG0002513	XP_015677728.1	ENSCAFG00000011896.4
OG0002514	XP_029139351.1	ENSCAFG00000012404.5
OG0002515	XP_015680636.1	ENSCAFG00000012123.3, ENSCAFG00000006670.4
OG0002516	XP_015667947.1, XP_015667945.1, XP_015667946.1	ENSCAFG00000047297.1, ENSCAFG00000000418.4
OG0002517	XP_015671887.1, XP_015678779.2	ENSCAFG00000003259.5
OG0002518	XP_015676200.2, XP_015677186.1	ENSCAFG00000000022.4
OG0002519	XP_015688033.1	ENSCAFG00000005148.5
OG0002520	XP_015680247.1	ENSCAFG00000014190.4
OG0002521	XP_015677206.1	ENSCAFG00000049852.1, ENSCAFG00000024187.4
OG0002524	XP_015666980.1	ENSCAFG00000005536.4
OG0002525	XP_015675113.1	ENSCAFG00000001547.5
OG0002526	XP_015673867.1	ENSCAFG00000010398.5
OG0002527	XP_015666983.1, XP_015666982.2	ENSCAFG00000043636.1
OG0002528	XP_015682560.1	ENSCAFG00000001422.3, ENSCAFG00000003574.4
OG0002529	XP_029142232.1	ENSCAFG00000003278.4
OG0002530	XP_015677497.1	ENSCAFG00000019910.5
OG0002531	XP_015665845.1, XP_029142560.1, XP_015684105.1, XP_015684106.1, XP_015684107.1	ENSCAFG00000019340.4
OG0002532	XP_015674495.1	ENSCAFG00000014041.5
OG0002533	XP_029141620.1, XP_029139644.1	ENSCAFG00000018198.5
OG0002535	XP_029139576.1, XP_029139579.1, XP_029139578.1, XP_029139577.1, XP_015669484.1	ENSCAFG00000015047.5
OG0002536	XP_015666150.1, XP_015666151.1, XP_015666153.1, XP_015666152.1, XP_015683169.1	ENSCAFG00000004023.6
OG0002537	XP_029139374.1	ENSCAFG00000019081.4
OG0002538	XP_015670292.1, XP_015670293.1	ENSCAFG00000004954.4
OG0002539	XP_015683063.1	ENSCAFG00000016469.4
OG0002540	XP_015666115.1	ENSCAFG00000013789.4, ENSCAFG00000025396.3
OG0002541	XP_015668180.1, XP_015668181.1	ENSCAFG00000028682.3
OG0002542	XP_015687989.1	ENSCAFG00000018272.5, ENSCAFG00000023674.3
OG0002544	XP_015671544.1	ENSCAFG00000019256.4
OG0002545	XP_015684341.1, XP_015684338.1, XP_015684340.1, XP_015680581.1, XP_015684339.1	ENSCAFG00000002454.5
OG0002546	XP_015682056.1, XP_015682055.1	ENSCAFG00000002461.5
OG0002547	XP_015675531.1, XP_015675530.1, XP_015675532.1, XP_015675529.1	ENSCAFG00000008166.5
OG0002548	XP_015666709.1	ENSCAFG00000004496.5
OG0002549	XP_015666778.1	ENSCAFG00000007749.5
OG0002550	XP_015683272.1, XP_015683271.1, XP_015683270.1	ENSCAFG00000005206.5
OG0002551	XP_015666139.1	ENSCAFG00000028839.2
OG0002552	XP_015673951.1	ENSCAFG00000006702.4
OG0002553	XP_015683196.1, XP_015683195.1, XP_015683194.1, XP_015683197.1	ENSCAFG00000004071.4
OG0002554	XP_015679799.1	ENSCAFG00000010495.2, ENSCAFG00000016650.3, ENSCAFG00000001396.2, ENSCAFG00000020055.3, ENSCAFG00000041293.1, ENSCAFG00000002696.3
OG0002555	XP_029143135.1	ENSCAFG00000003198.4
OG0002556	XP_015666677.1, XP_015666679.1, XP_015666676.1	ENSCAFG00000001856.4
OG0002557	XP_015667339.1	ENSCAFG00000001866.4
OG0002558	XP_015684814.1, XP_015684679.1	ENSCAFG00000001308.4
OG0002559	XP_029139148.1, XP_029139147.1, XP_015670763.1	ENSCAFG00000001882.4
OG0002560	XP_015666587.1	ENSCAFG00000003309.5
OG0002561	XP_015681571.1, XP_015681572.1, XP_015681573.1	ENSCAFG00000011582.5
OG0002562	XP_015676961.1	ENSCAFG00000011520.5
OG0002563	XP_029142083.1	ENSCAFG00000018032.4, ENSCAFG00000018533.4
OG0002564	XP_015674357.1	ENSCAFG00000005851.3, ENSCAFG00000006166.1, ENSCAFG00000028832.2, ENSCAFG00000008332.3, ENSCAFG00000013515.4
OG0002565	XP_029141548.1, XP_029141547.1, XP_015679559.1, XP_029141545.1, XP_029141546.1	ENSCAFG00000032331.2
OG0002566	XP_015670888.1	ENSCAFG00000002400.3
OG0002567	XP_029143161.1	ENSCAFG00000015990.4
OG0002568	XP_029139425.1	ENSCAFG00000018188.5
OG0002569	XP_015671111.1, XP_015671107.1, XP_015671109.1, XP_015671108.1, XP_015671106.1	ENSCAFG00000017942.4
OG0002570	XP_015673350.1, XP_015673349.1	ENSCAFG00000013793.3
OG0002571	XP_015667058.1	ENSCAFG00000046675.1, ENSCAFG00000044569.1
OG0002574	XP_015681078.1, XP_015665712.1	ENSCAFG00000002657.5
OG0002575	XP_015676949.1	ENSCAFG00000010738.4
OG0002576	XP_029143145.1, XP_015687528.1, XP_015687527.1, XP_015687526.1, XP_029143144.1	ENSCAFG00000014986.4
OG0002577	XP_029142772.1	ENSCAFG00000015918.4
OG0002578	XP_029139100.1	ENSCAFG00000002187.4
OG0002579	XP_029140539.1, XP_015674561.1, XP_029140540.1, XP_029140541.1, XP_015674560.1	ENSCAFG00000017965.4
OG0002580	XP_015681794.1, XP_015666427.1	ENSCAFG00000029379.2
OG0002581	XP_029143104.1, XP_015687318.1	ENSCAFG00000014195.5
OG0002583	XP_015666275.1	ENSCAFG00000002448.4
OG0002584	XP_015669803.1, XP_015669802.1, XP_015669801.1, XP_015669799.1, XP_015669798.1, XP_015669792.1	ENSCAFG00000008523.4
OG0002585	XP_029141291.1, XP_015672426.1	ENSCAFG00000016081.3
OG0002586	XP_015678737.1, XP_015678722.1, XP_015678729.1, XP_015678714.1	ENSCAFG00000003077.4
OG0002587	XP_015671778.1, XP_015671961.1, XP_015671962.1	ENSCAFG00000010659.4
OG0002588	XP_015671785.1, XP_015671786.1	ENSCAFG00000047744.1
OG0002589	XP_015674507.1	ENSCAFG00000003893.4
OG0002590	XP_015674512.1	ENSCAFG00000003885.4, ENSCAFG00000029533.1, ENSCAFG00000029109.1
OG0002591	XP_015667227.1, XP_015667225.1, XP_015667226.1	ENSCAFG00000004806.4
OG0002592	XP_015667239.1, XP_015667240.1, XP_015667241.1	ENSCAFG00000003154.5
OG0002593	XP_015679349.1, XP_015679350.1, XP_015679348.1	ENSCAFG00000045802.1, ENSCAFG00000042460.1, ENSCAFG00000030535.2
OG0002594	XP_015679354.1, XP_015679357.1, XP_015679358.1	ENSCAFG00000029177.2
OG0002595	XP_015666662.1, XP_015666661.1	ENSCAFG00000003571.4
OG0002596	XP_029140576.1, XP_015672987.1, XP_015672989.1, XP_015672988.1	ENSCAFG00000003411.6
OG0002597	XP_015685259.2, XP_015679716.2	ENSCAFG00000013088.3
OG0002599	XP_015687642.1, XP_015687641.1, XP_015687640.1	ENSCAFG00000009669.4
OG0002600	XP_029139526.1	ENSCAFG00000011650.4
OG0002601	XP_015669011.1	ENSCAFG00000000982.4
OG0002602	XP_015673151.1	ENSCAFG00000013217.4
OG0002603	XP_015670088.1	ENSCAFG00000019944.4, ENSCAFG00000041717.1, ENSCAFG00000039767.2
OG0002604	XP_015674922.1, XP_015674921.1, XP_015673644.1	ENSCAFG00000006596.4
OG0002605	XP_015674924.1, XP_015674926.1, XP_015674925.1	ENSCAFG00000006545.5
OG0002606	XP_029141626.1	ENSCAFG00000009185.5
OG0002607	XP_015670255.1, XP_015684554.1	ENSCAFG00000013770.5, ENSCAFG00000032099.2
OG0002608	XP_015670116.1, XP_015670119.1, XP_015670117.1, XP_015670118.1	ENSCAFG00000013895.4
OG0002609	XP_015687702.1	ENSCAFG00000013365.4
OG0002610	XP_015667278.1	ENSCAFG00000000453.5
OG0002611	XP_015675167.1, XP_015675165.1, XP_015675166.1	ENSCAFG00000005694.4
OG0002612	XP_015675430.2	ENSCAFG00000029051.2, ENSCAFG00000009800.4, ENSCAFG00000009781.4
OG0002613	XP_015672723.1, XP_029140226.1, XP_015672721.1, XP_015672718.1, XP_015672722.1	ENSCAFG00000012374.5
OG0002614	XP_015665946.1	ENSCAFG00000015346.4, ENSCAFG00000015509.4
OG0002615	XP_015665935.1, XP_015679229.1	ENSCAFG00000016644.4
OG0002616	XP_015667147.1	ENSCAFG00000015404.4
OG0002618	XP_015667294.1, XP_015667293.1, XP_015667295.1	ENSCAFG00000030751.2
OG0002619	XP_015665588.1, XP_015665580.1	ENSCAFG00000005561.4
OG0002620	XP_015684713.1	ENSCAFG00000009267.4
OG0002621	XP_015678536.1	ENSCAFG00000006000.5
OG0002622	XP_015671960.1	ENSCAFG00000006504.5
OG0002623	XP_029141274.1, XP_029141275.1	ENSCAFG00000016145.4
OG0002624	XP_015673480.1, XP_015673481.1, XP_015673483.1, XP_029140338.1	ENSCAFG00000010330.4
OG0002625	XP_015682827.1, XP_015682826.1	ENSCAFG00000016529.4
OG0002626	XP_015671064.1	ENSCAFG00000010452.4
OG0002627	XP_015686407.1, XP_015686533.1, XP_015686343.1, XP_015686474.1	ENSCAFG00000041073.1
OG0002629	XP_015685971.1	ENSCAFG00000002358.5
OG0002630	XP_029141938.1	ENSCAFG00000014808.5
OG0002631	XP_015682856.2	ENSCAFG00000015576.4
OG0002632	XP_015667768.1, XP_015667767.1	ENSCAFG00000014821.4
OG0002633	XP_015672477.1, XP_015672478.1	ENSCAFG00000008491.4
OG0002634	XP_015679052.1, XP_015679060.1, XP_015685378.1	ENSCAFG00000000926.4
OG0002635	XP_015683318.1	ENSCAFG00000013425.4
OG0002636	XP_015670392.1	ENSCAFG00000014207.4
OG0002637	XP_015685514.1, XP_015686338.1, XP_015685043.1	ENSCAFG00000004293.4
OG0002638	XP_015670352.1	ENSCAFG00000010687.4
OG0002639	XP_015672413.1, XP_015672412.1	ENSCAFG00000010167.4
OG0002640	XP_015684504.1, XP_015683577.1	ENSCAFG00000003891.4
OG0002641	XP_029142435.1	ENSCAFG00000003919.3
OG0002642	XP_015675065.1, XP_015675073.1	ENSCAFG00000045160.1, ENSCAFG00000047350.1
OG0002643	XP_015674841.1	ENSCAFG00000030501.2, ENSCAFG00000009095.4
OG0002644	XP_015674884.1	ENSCAFG00000008729.4
OG0002645	XP_015676848.1, XP_015676847.1	ENSCAFG00000024922.3, ENSCAFG00000042967.1, ENSCAFG00000008488.4
OG0002646	XP_015669610.1, XP_029139604.1	ENSCAFG00000008215.5
OG0002647	XP_015678426.1, XP_015678436.1	ENSCAFG00000020381.3
OG0002648	XP_029142976.1, XP_015686392.1, XP_015686386.1	ENSCAFG00000006979.5
OG0002649	XP_015686366.1	ENSCAFG00000007113.6
OG0002650	XP_015677843.1, XP_015677841.1, XP_029141175.1, XP_029141174.1, XP_015677842.1	ENSCAFG00000009030.5
OG0002651	XP_015686336.1	ENSCAFG00000007135.5
OG0002652	XP_015673093.1, XP_029140986.1	ENSCAFG00000011367.4
OG0002653	XP_015677781.1, XP_015677782.1	ENSCAFG00000003733.4
OG0002654	XP_015671661.1, XP_015671663.1	ENSCAFG00000018714.4, ENSCAFG00000030831.2, ENSCAFG00000049900.1
OG0002655	XP_015669899.1, XP_015669900.1	ENSCAFG00000029537.1
OG0002656	XP_015670195.1, XP_029139744.1, XP_029139745.1, XP_029139746.1, XP_029139747.1	ENSCAFG00000031728.2
OG0002657	XP_015684262.1, XP_015685321.1	ENSCAFG00000003991.4
OG0002658	XP_015670568.1, XP_015670570.1, XP_015670569.1	ENSCAFG00000042079.1, ENSCAFG00000011715.5
OG0002660	XP_015675571.1, XP_029140716.1	ENSCAFG00000018598.4
OG0002661	XP_015671917.1, XP_015685645.2, XP_015685094.2	ENSCAFG00000009012.5
OG0002662	XP_015686326.1, XP_015675627.1	ENSCAFG00000008311.4, ENSCAFG00000017739.4
OG0002663	XP_015674035.1	ENSCAFG00000007808.5
OG0002664	XP_015665437.1, XP_015665439.1, XP_015665440.1, XP_015665438.1	ENSCAFG00000030896.2
OG0002665	XP_015687427.1	ENSCAFG00000019057.4, ENSCAFG00000007900.5
OG0002666	XP_015682318.1	ENSCAFG00000019762.4
OG0002667	XP_015675525.1	ENSCAFG00000001551.4
OG0002668	XP_015674011.1	ENSCAFG00000044726.1
OG0002669	XP_015667993.1	ENSCAFG00000001435.5
OG0002670	XP_029139693.1	ENSCAFG00000001646.5
OG0002671	XP_015682853.1	ENSCAFG00000041658.1
OG0002672	XP_015674569.1	ENSCAFG00000013302.6
OG0002673	XP_015671633.1	ENSCAFG00000012911.4
OG0002674	XP_015670109.1	ENSCAFG00000049761.1, ENSCAFG00000018333.5
OG0002675	XP_015685612.1, XP_015674192.1, XP_015685611.1, XP_015685713.1	ENSCAFG00000018292.5
OG0002677	XP_015676960.1	ENSCAFG00000017486.3, ENSCAFG00000011068.3
OG0002678	XP_029142302.1	ENSCAFG00000018667.4
OG0002679	XP_029139301.1, XP_029139302.1, XP_029139299.1, XP_015668110.1, XP_029139300.1, XP_015668109.1	ENSCAFG00000017246.4
OG0002680	XP_015677695.1	ENSCAFG00000013780.2, ENSCAFG00000016932.4
OG0002681	XP_015674863.1, XP_015667540.1	ENSCAFG00000004360.4
OG0002682	XP_015686182.1, XP_015680780.1	ENSCAFG00000013859.5
OG0002683	XP_015683010.1, XP_015683005.1	ENSCAFG00000017671.3
OG0002684	XP_015683340.1, XP_015686832.1	ENSCAFG00000017637.5
OG0002685	XP_015674431.1, XP_015674432.1	ENSCAFG00000016834.5
OG0002686	XP_015682522.1, XP_029142200.1, XP_015682519.1	ENSCAFG00000016869.4
OG0002687	XP_015667735.1, XP_015667736.1	ENSCAFG00000008862.3
OG0002688	XP_015683366.1	ENSCAFG00000006865.4
OG0002689	XP_015677555.1, XP_015677553.1, XP_015677554.1	ENSCAFG00000010256.5
OG0002690	XP_015678697.1, XP_015678696.1, XP_015678694.1, XP_015678695.1, XP_015678699.1, XP_015678693.1	ENSCAFG00000031882.2
