Orthogroup	P_Mucros.pep	G_gallus.pep
OG0000921	XP_015669181.1	ENSGALG00000003297.7
OG0000921	XP_015682558.1	ENSGALG00000014991.7
OG0000923	XP_015677525.1, XP_015677526.1	ENSGALG00000018415.6
OG0000923	XP_015677535.1	ENSGALG00000000866.7
OG0000924	XP_015672645.1	ENSGALG00000038504.2
OG0000924	XP_015682036.1	ENSGALG00000003860.6
OG0000925	XP_015668525.1	ENSGALG00000038440.2
OG0000925	XP_015675307.1	ENSGALG00000032250.3
OG0000926	XP_029139874.1, XP_029139875.1	ENSGALG00000040131.2
OG0000927	XP_015683385.1, XP_015685077.1	ENSGALG00000004727.6
OG0000927	XP_029142538.1	ENSGALG00000002403.6
OG0000928	XP_015674169.1, XP_015674170.1, XP_015686491.1	ENSGALG00000002488.7
OG0000929	XP_015674372.1	ENSGALG00000035116.2
OG0000929	XP_015686490.1, XP_015683467.1	ENSGALG00000008482.6
OG0000930	XP_015683486.1	ENSGALG00000043930.2
OG0000931	XP_015687936.1	ENSGALG00000005659.5
OG0000931	XP_015676605.1	ENSGALG00000015304.5
OG0000932	XP_015670758.1	ENSGALG00000009062.6
OG0000932	XP_015679509.1	ENSGALG00000008428.6
OG0000933	XP_015678698.1, XP_029141531.1, XP_015686498.1, XP_015684541.1	ENSGALG00000009963.5
OG0000934	XP_015680826.1	ENSGALG00000051870.1
OG0000935	XP_015671003.1	ENSGALG00000002485.6
OG0000936	XP_015684334.1	ENSGALG00000052648.1
OG0000937	XP_015682817.1	ENSGALG00000006591.6
OG0000938	XP_015672140.1	ENSGALG00000048712.1
OG0000938	XP_015665492.1	ENSGALG00000042948.3
OG0000939	XP_015683823.1	ENSGALG00000007227.6
OG0000939	XP_015667720.1	ENSGALG00000005567.6
OG0000940	XP_029139470.1	ENSGALG00000013035.6
OG0000942	XP_015679208.2	ENSGALG00000008169.7
OG0000943	XP_015673447.1	ENSGALG00000003483.4
OG0000943	XP_015671775.1	ENSGALG00000031372.2
OG0000944	XP_015670836.1, XP_015670835.1	ENSGALG00000014746.6
OG0000945	XP_015669308.1	ENSGALG00000023066.5
OG0000945	XP_015671820.1	ENSGALG00000036850.2
OG0000946	XP_015683712.2, XP_015683529.1, XP_029142120.1, XP_029142225.1	ENSGALG00000002431.6
OG0000947	XP_015682403.1	ENSGALG00000001749.7
OG0000947	XP_029140037.1, XP_015671859.1	ENSGALG00000003286.7
OG0000948	XP_029142671.1	ENSGALG00000031450.2
OG0000948	XP_029141653.1	ENSGALG00000001936.6, ENSGALG00000037611.2
OG0000949	XP_015677859.1, XP_029141177.1	ENSGALG00000049072.1
OG0000951	XP_015666069.1	ENSGALG00000011020.7
OG0000952	XP_015670172.1, XP_015670171.1	ENSGALG00000012705.6
OG0000953	XP_015674101.1	ENSGALG00000028501.4
OG0000954	XP_015687566.1	ENSGALG00000007554.5
OG0000956	XP_015674597.1, XP_015674596.1	ENSGALG00000043033.2
OG0000956	XP_015670384.1	ENSGALG00000031656.2
OG0000957	XP_015672215.1, XP_015665817.1, XP_015672448.1	ENSGALG00000026091.3
OG0000958	XP_015683178.1	ENSGALG00000006702.6
OG0000958	XP_015688043.1	ENSGALG00000015630.6
OG0000959	XP_015679746.1, XP_015679747.1	ENSGALG00000014711.6
OG0000959	XP_015680125.1	ENSGALG00000026834.3
OG0000960	XP_015680880.1, XP_015680881.1	ENSGALG00000043329.2
OG0000961	XP_015671118.1	ENSGALG00000015022.6
OG0000961	XP_015670658.1	ENSGALG00000032199.3
OG0000962	XP_015676694.1	ENSGALG00000007636.7
OG0000963	XP_015680911.1	ENSGALG00000026081.3
OG0000963	XP_015676004.1	ENSGALG00000012712.5
OG0000964	XP_015677394.1	ENSGALG00000037878.2
OG0000964	XP_015677399.1	ENSGALG00000041878.2
OG0000965	XP_015668614.1	ENSGALG00000033535.2
OG0000965	XP_015687495.1	ENSGALG00000026572.3
OG0000966	XP_015675944.1	ENSGALG00000051505.1
OG0000966	XP_015675243.1	ENSGALG00000034229.2
OG0000967	XP_015675637.1	ENSGALG00000014930.4
OG0000967	XP_015667650.1	ENSGALG00000006826.2
OG0000968	XP_015667072.2	ENSGALG00000009728.6
OG0000968	XP_015667350.1	ENSGALG00000009545.7
OG0000969	XP_015666928.1	ENSGALG00000040713.2
OG0000969	XP_015667000.1	ENSGALG00000012879.5
OG0000970	XP_015665510.1	ENSGALG00000003845.6
OG0000970	XP_015668050.1	ENSGALG00000010440.6
OG0000971	XP_015669715.1	ENSGALG00000023415.3
OG0000972	XP_015667448.1	ENSGALG00000007456.6
OG0000974	XP_015682635.1, XP_015679226.1	ENSGALG00000035533.2
OG0000975	XP_015673801.1, XP_015673800.1	ENSGALG00000051144.1
OG0000975	XP_029140536.1	ENSGALG00000029582.2
OG0000976	XP_015674680.2, XP_015674682.1	ENSGALG00000030481.3
OG0000976	XP_015678263.1	ENSGALG00000001545.6
OG0000977	XP_015675803.1	ENSGALG00000012525.6
OG0000977	XP_015670230.1	ENSGALG00000055075.1
OG0000979	XP_015679122.1	ENSGALG00000010960.6
OG0000979	XP_015676648.1	ENSGALG00000041101.2
OG0000980	XP_015682840.1	ENSGALG00000035017.3
OG0000980	XP_015670924.1	ENSGALG00000004821.5
OG0000981	XP_015681151.1	ENSGALG00000049487.1
OG0000981	XP_015675656.1, XP_015686633.1	ENSGALG00000037285.2
OG0000982	XP_015681329.1	ENSGALG00000050267.1
OG0000982	XP_015680763.1	ENSGALG00000012121.6
OG0000983	XP_015666262.2, XP_029138941.1, XP_029138942.1	ENSGALG00000040956.2
OG0000984	XP_015667572.1	ENSGALG00000004935.7
OG0000985	XP_015687897.1	ENSGALG00000005464.6
OG0000986	XP_029141108.1	ENSGALG00000041760.3
OG0000987	XP_015677134.1	ENSGALG00000005398.6
OG0000987	XP_015677137.1	ENSGALG00000021040.5
OG0000988	XP_015666298.1	ENSGALG00000041640.3
OG0000988	XP_015673133.1	ENSGALG00000040220.2
OG0000989	XP_015685925.1	ENSGALG00000001678.7
OG0000989	XP_015672957.1	ENSGALG00000007373.6
OG0000990	XP_015680500.1	ENSGALG00000053601.1
OG0000991	XP_015679153.1, XP_015686335.1	ENSGALG00000030781.3
OG0000991	XP_015679151.1	ENSGALG00000033700.2, ENSGALG00000037975.2
OG0000992	XP_015681813.1	ENSGALG00000008150.7
OG0000993	XP_015678352.1	ENSGALG00000027093.3, ENSGALG00000017485.6
OG0000994	XP_029142338.1, XP_029142602.1	ENSGALG00000001948.6, ENSGALG00000013365.6
OG0000995	XP_015683244.2, XP_015682322.2	ENSGALG00000039394.3
OG0000995	XP_015670963.1	ENSGALG00000017304.7
OG0000996	XP_015674897.1	ENSGALG00000014853.4
OG0000996	XP_015678847.1	ENSGALG00000043172.2
OG0000998	XP_015684160.1, XP_015685600.1	ENSGALG00000004820.6
OG0000999	XP_015679314.1, XP_015679315.1, XP_015679313.1	ENSGALG00000012017.7
OG0000999	XP_015675112.1	ENSGALG00000010055.6
OG0001000	XP_015679384.1	ENSGALG00000042492.3
OG0001000	XP_015685019.1, XP_015685263.1	ENSGALG00000005613.5
OG0001001	XP_015668208.1	ENSGALG00000007863.6
OG0001002	XP_015682763.1, XP_015682762.1	ENSGALG00000001992.7
OG0001003	XP_015687197.1	ENSGALG00000008827.6
OG0001004	XP_015672241.1	ENSGALG00000013830.5
OG0001004	XP_015685912.1, XP_015679455.1	ENSGALG00000007439.6
OG0001005	XP_015670215.1, XP_015670212.1, XP_015670213.1, XP_015670214.1	ENSGALG00000012584.6
OG0001006	XP_015670922.1	ENSGALG00000004849.7
OG0001006	XP_015678291.1	ENSGALG00000005886.6
OG0001007	XP_015687762.1	ENSGALG00000003922.8
OG0001007	XP_015683435.1, XP_015667191.1	ENSGALG00000011300.6
OG0001008	XP_029142437.1, XP_029142423.1	ENSGALG00000031122.2
OG0001008	XP_029141110.1	ENSGALG00000003677.5
OG0001009	XP_015671077.2	ENSGALG00000039408.2
OG0001009	XP_029142695.1, XP_015684215.1	ENSGALG00000008736.7
OG0001010	XP_029140788.1	ENSGALG00000045427.2
OG0001010	XP_015684686.1	ENSGALG00000013073.6
OG0001011	XP_015674053.1	ENSGALG00000012159.6
OG0001012	XP_029142536.1	ENSGALG00000002336.7
OG0001013	XP_015688012.1	ENSGALG00000017394.5
OG0001013	XP_015675769.1, XP_015675768.1	ENSGALG00000028046.4
OG0001014	XP_029141755.1, XP_029138785.1	ENSGALG00000006372.6
OG0001015	XP_015679697.1	ENSGALG00000006462.7
OG0001015	XP_015669312.1	ENSGALG00000010273.5
OG0001016	XP_015669029.2	ENSGALG00000028587.2
OG0001016	XP_015674493.1	ENSGALG00000020340.5
OG0001017	XP_015683061.1	ENSGALG00000048754.1, ENSGALG00000040685.2, ENSGALG00000051895.1
OG0001018	XP_029139118.1	ENSGALG00000033079.2
OG0001018	XP_029141827.1, XP_015681002.1	ENSGALG00000026971.3
OG0001019	XP_015667052.1	ENSGALG00000007877.6
OG0001019	XP_015670248.1	ENSGALG00000001610.5
OG0001020	XP_015687035.1, XP_015672346.1	ENSGALG00000006056.7
OG0001020	XP_015683895.1	ENSGALG00000006489.7
OG0001021	XP_015665427.1	ENSGALG00000033157.2
OG0001021	XP_015668150.1	ENSGALG00000014751.6
OG0001022	XP_015684827.1	ENSGALG00000043828.3
OG0001022	XP_015675625.1	ENSGALG00000014933.7
OG0001023	XP_015681240.1	ENSGALG00000005901.6
OG0001023	XP_015678190.1, XP_015678188.1	ENSGALG00000031035.3
OG0001024	XP_029141098.1	ENSGALG00000008097.6
OG0001025	XP_015675673.1	ENSGALG00000036539.2
OG0001025	XP_015667302.1	ENSGALG00000029175.3
OG0001026	XP_015677848.1	ENSGALG00000030157.2
OG0001026	XP_015668173.1, XP_015668174.1	ENSGALG00000014668.7
OG0001027	XP_015667056.1	ENSGALG00000009476.5
OG0001028	XP_015676794.1	ENSGALG00000016628.7
OG0001028	XP_015680354.1	ENSGALG00000040938.3
OG0001030	XP_015669837.1, XP_029142550.1	ENSGALG00000006681.6
OG0001031	XP_015679702.1	ENSGALG00000052743.1
OG0001031	XP_015667321.1	ENSGALG00000027757.3
OG0001034	XP_015673651.1	ENSGALG00000005400.6
OG0001034	XP_015677113.1	ENSGALG00000013007.6
OG0001035	XP_015668440.1	ENSGALG00000006834.6
OG0001036	XP_015684705.1	ENSGALG00000005850.6
OG0001036	XP_015675828.1	ENSGALG00000004088.6
OG0001037	XP_015683227.1	ENSGALG00000026493.3
OG0001038	XP_015668326.1	ENSGALG00000012638.6
OG0001038	XP_015674932.2	ENSGALG00000008436.6
OG0001039	XP_015683029.1	ENSGALG00000015542.6
OG0001039	XP_015673358.1	ENSGALG00000005470.6
OG0001040	XP_015673513.1	ENSGALG00000014995.6
OG0001040	XP_015671022.1	ENSGALG00000011016.7
OG0001041	XP_015669935.1	ENSGALG00000025735.3
OG0001041	XP_015670817.1	ENSGALG00000004514.5
OG0001042	XP_015669929.1	ENSGALG00000011727.7
OG0001042	XP_015670676.2	ENSGALG00000029618.3
OG0001043	XP_015669522.1	ENSGALG00000009480.6
OG0001043	XP_015669606.1	ENSGALG00000002335.6
OG0001044	XP_015672416.1, XP_015672417.1, XP_015672418.1	ENSGALG00000007077.6
OG0001045	XP_015671043.1, XP_015671044.1, XP_015671042.1	ENSGALG00000001550.6
OG0001046	XP_015675422.1	ENSGALG00000001860.6
OG0001046	XP_015684757.1, XP_015683137.1	ENSGALG00000008328.6
OG0001047	XP_029141909.1	ENSGALG00000014071.6
OG0001047	XP_015678069.1, XP_029141235.1, XP_029141236.1	ENSGALG00000008294.6
OG0001048	XP_015680242.1	ENSGALG00000029621.2
OG0001048	XP_015679503.1	ENSGALG00000040444.2
OG0001049	XP_015670387.1, XP_015670389.1, XP_015670390.1	ENSGALG00000016231.6
OG0001051	XP_015680367.1	ENSGALG00000017234.7
OG0001051	XP_015680366.1	ENSGALG00000054821.1
OG0001052	XP_015681368.1	ENSGALG00000012300.6
OG0001053	XP_015665487.1	ENSGALG00000001962.7
OG0001054	XP_015671898.1	ENSGALG00000010010.6
OG0001054	XP_015681829.1	ENSGALG00000011855.6
OG0001055	XP_015672626.1	ENSGALG00000032598.2
OG0001055	XP_015685819.1, XP_015673416.1, XP_015673415.1	ENSGALG00000007712.6
OG0001056	XP_015682226.1, XP_015682240.1, XP_015682248.1, XP_015686573.1	ENSGALG00000010766.5
OG0001057	XP_015680387.1	ENSGALG00000010680.7
OG0001057	XP_015671890.1	ENSGALG00000010020.6
OG0001058	XP_015679772.1, XP_015679771.1	ENSGALG00000010639.6
OG0001058	XP_015686796.1	ENSGALG00000008139.6
OG0001059	XP_015687340.1	ENSGALG00000039734.2
OG0001059	XP_015671884.1	ENSGALG00000010902.6
OG0001060	XP_015666773.1	ENSGALG00000033567.2
OG0001062	XP_029141171.1	ENSGALG00000039742.2
OG0001064	XP_015682189.2	ENSGALG00000039029.2, ENSGALG00000030506.2
OG0001069	XP_015681489.1	ENSGALG00000050752.1
OG0001082	XP_015670954.1	ENSGALG00000017316.5
OG0001083	XP_015683893.1	ENSGALG00000008074.7
OG0001083	XP_015671682.1	ENSGALG00000050605.1
OG0001084	XP_015683782.1	ENSGALG00000016034.7
OG0001084	XP_015671302.1, XP_015685834.1	ENSGALG00000009152.6
OG0001085	XP_029140907.1, XP_029139284.1	ENSGALG00000027655.3
OG0001086	XP_015667005.1, XP_015667004.1	ENSGALG00000012917.7
OG0001086	XP_015666270.1	ENSGALG00000032022.3
OG0001087	XP_015683986.1	ENSGALG00000004917.6
OG0001088	XP_015686180.1, XP_015679200.1	ENSGALG00000017370.6
OG0001089	XP_029139737.1	ENSGALG00000015598.6
OG0001089	XP_015667417.1	ENSGALG00000008262.6
OG0001090	XP_015672175.1	ENSGALG00000015145.5
OG0001090	XP_029141288.1	ENSGALG00000042706.3
OG0001091	XP_015668543.1	ENSGALG00000016471.7
OG0001091	XP_015667167.1	ENSGALG00000003816.6
OG0001092	XP_015668719.1	ENSGALG00000011511.7
OG0001093	XP_015682310.1	ENSGALG00000033663.2
OG0001094	XP_015684238.1	ENSGALG00000034282.2
OG0001095	XP_029139467.1	ENSGALG00000026241.3
OG0001095	XP_015685976.1, XP_015685349.1	ENSGALG00000015551.6
OG0001096	XP_015671459.1	ENSGALG00000008313.6
OG0001096	XP_015678557.1	ENSGALG00000034747.2
OG0001097	XP_015667480.1	ENSGALG00000041066.3
OG0001097	XP_015667481.1	ENSGALG00000046313.2
OG0001098	XP_015675489.1, XP_015675490.1	ENSGALG00000003732.7
OG0001100	XP_015687842.1	ENSGALG00000034502.3
OG0001101	XP_015683765.1	ENSGALG00000014023.6
OG0001101	XP_015671994.1	ENSGALG00000033447.3
OG0001102	XP_015677539.1	ENSGALG00000014516.6
OG0001102	XP_015666254.1	ENSGALG00000006912.5
OG0001104	XP_029138984.1	ENSGALG00000036680.2
OG0001105	XP_029138936.1	ENSGALG00000007646.6
OG0001105	XP_029141377.1	ENSGALG00000017091.5
OG0001106	XP_015668992.1	ENSGALG00000043772.3, ENSGALG00000028815.3
OG0001107	XP_015684579.1	ENSGALG00000014878.6
OG0001107	XP_015669520.1	ENSGALG00000041564.2
OG0001108	XP_015674551.1	ENSGALG00000032789.3
OG0001108	XP_015669523.1	ENSGALG00000014776.6
OG0001109	XP_015676240.1	ENSGALG00000015096.7
OG0001110	XP_015673732.1	ENSGALG00000013753.7
OG0001110	XP_015676565.1	ENSGALG00000007786.5
OG0001111	XP_029143091.1	ENSGALG00000005646.6
OG0001112	XP_015665851.1	ENSGALG00000029610.2
OG0001112	XP_029139187.1	ENSGALG00000040648.3
OG0001113	XP_015684346.1	ENSGALG00000006522.6
OG0001113	XP_015667850.1, XP_015667851.1	ENSGALG00000042321.2
OG0001114	XP_015670511.1, XP_015670512.1	ENSGALG00000032348.2
OG0001115	XP_015673141.1	ENSGALG00000026891.4
OG0001115	XP_015669663.1	ENSGALG00000012989.7
OG0001116	XP_015677197.1	ENSGALG00000034179.2
OG0001117	XP_015679380.1	ENSGALG00000002182.6
OG0001117	XP_015685803.1	ENSGALG00000001080.3
OG0001118	XP_015666992.1	ENSGALG00000000195.7
OG0001118	XP_015674188.1	ENSGALG00000037642.2
OG0001119	XP_029139488.1, XP_015683916.1, XP_015685580.1	ENSGALG00000008875.6
OG0001121	XP_015675380.1	ENSGALG00000011889.6
OG0001121	XP_015671901.1	ENSGALG00000010000.6
OG0001123	XP_015673018.1	ENSGALG00000029401.3
OG0001124	XP_015680337.1	ENSGALG00000033956.3
OG0001124	XP_015668919.1	ENSGALG00000023621.4
OG0001125	XP_015682797.2, XP_015686306.1, XP_015682801.1	ENSGALG00000021972.5
OG0001125	XP_015676568.1	ENSGALG00000002083.6
OG0001127	XP_015684663.1	ENSGALG00000054289.1
OG0001128	XP_015675405.1	ENSGALG00000004033.6
OG0001128	XP_015679766.1	ENSGALG00000030588.2
OG0001130	XP_015669912.1, XP_029139685.1, XP_029139686.1, XP_015669911.1	ENSGALG00000016391.6
OG0001130	XP_029142407.1, XP_029141830.1	ENSGALG00000007028.6
OG0001131	XP_029143195.1	ENSGALG00000027462.3
OG0001131	XP_015678261.1	ENSGALG00000034163.3
OG0001132	XP_029139901.1	ENSGALG00000054948.1, ENSGALG00000038191.2
OG0001133	XP_015685862.1, XP_015675240.1	ENSGALG00000003092.6
OG0001133	XP_015665448.2	ENSGALG00000003308.6
OG0001134	XP_015681138.1	ENSGALG00000009207.6
OG0001134	XP_015672793.1	ENSGALG00000034004.2
OG0001135	XP_015672731.1	ENSGALG00000029020.3
OG0001135	XP_015680182.2	ENSGALG00000044574.2
OG0001136	XP_015687793.1	ENSGALG00000008431.6
OG0001136	XP_029140934.1	ENSGALG00000009913.7
OG0001137	XP_029142401.1	ENSGALG00000015623.6
OG0001138	XP_015672611.1	ENSGALG00000030712.2
OG0001138	XP_015672533.1	ENSGALG00000035584.3
OG0001139	XP_015669438.1	ENSGALG00000047929.1
OG0001139	XP_015668702.2	ENSGALG00000011379.6
OG0001140	XP_015672887.1, XP_029140263.1	ENSGALG00000012227.6
OG0001141	XP_029141349.1, XP_029141350.1	ENSGALG00000008835.6
OG0001141	XP_015675603.1	ENSGALG00000048879.1
OG0001142	XP_015671570.1	ENSGALG00000047060.1
OG0001142	XP_015670345.2	ENSGALG00000006490.7
OG0001143	XP_015674918.1	ENSGALG00000015014.6
OG0001144	XP_029142722.1, XP_029142636.1	ENSGALG00000038469.2
OG0001144	XP_015682728.1	ENSGALG00000054336.1
OG0001145	XP_015672767.1	ENSGALG00000036897.2
OG0001145	XP_015673014.1	ENSGALG00000002728.4
OG0001146	XP_015674901.1	ENSGALG00000051279.1
OG0001146	XP_015677229.1, XP_015677230.1	ENSGALG00000008896.7
OG0001147	XP_015678985.1	ENSGALG00000043058.2
OG0001147	XP_015668086.1	ENSGALG00000039130.2
OG0001148	XP_015675740.1, XP_015675741.1	ENSGALG00000038495.2
OG0001149	XP_015672026.1	ENSGALG00000038155.2
OG0001149	XP_015671943.1	ENSGALG00000005070.6
OG0001150	XP_015676997.1	ENSGALG00000038400.2
OG0001151	XP_029141676.1	ENSGALG00000030791.2
OG0001151	XP_029139273.1	ENSGALG00000016937.8
OG0001152	XP_029142824.1	ENSGALG00000000317.6
OG0001153	XP_015674104.1	ENSGALG00000006565.7
OG0001154	XP_015672945.1	ENSGALG00000004740.6
OG0001154	XP_015679191.2	ENSGALG00000004710.5
OG0001155	XP_015678521.1	ENSGALG00000026722.4
OG0001155	XP_029142745.1, XP_029142793.1	ENSGALG00000003657.6
OG0001156	XP_015687983.1	ENSGALG00000036322.2
OG0001156	XP_029139640.1	ENSGALG00000010370.6
OG0001157	XP_015666579.1	ENSGALG00000004418.7
OG0001157	XP_015683586.1	ENSGALG00000005258.5
OG0001158	XP_015682415.2	ENSGALG00000005253.6
OG0001158	XP_015676758.1, XP_015687491.1	ENSGALG00000047483.1
OG0001159	XP_029139469.1	ENSGALG00000032850.2
OG0001159	XP_015671848.1	ENSGALG00000004098.5
OG0001160	XP_015667011.1, XP_015667012.1	ENSGALG00000032319.3
OG0001161	XP_015668580.1	ENSGALG00000034294.2
OG0001161	XP_015667669.1	ENSGALG00000002237.6
OG0001162	XP_029140971.1	ENSGALG00000016138.6
OG0001162	XP_029139345.1	ENSGALG00000007314.6
OG0001163	XP_015667039.1	ENSGALG00000000120.6
OG0001163	XP_015678623.1	ENSGALG00000005981.4
OG0001164	XP_015687970.1	ENSGALG00000051442.1
OG0001164	XP_015687968.1	ENSGALG00000027069.3
OG0001165	XP_015683216.1, XP_015684427.1	ENSGALG00000037828.2
OG0001165	XP_029142388.1	ENSGALG00000004778.5
OG0001166	XP_015682160.1	ENSGALG00000034610.2
OG0001166	XP_015678282.1	ENSGALG00000004663.6
OG0001167	XP_015676366.1	ENSGALG00000027423.3
OG0001167	XP_015672368.1	ENSGALG00000001239.6
OG0001168	XP_015673420.1	ENSGALG00000025884.3
OG0001168	XP_015678402.1	ENSGALG00000031958.2
OG0001169	XP_015677627.1, XP_015684269.1	ENSGALG00000005869.7
OG0001170	XP_029139313.1	ENSGALG00000007902.6
OG0001170	XP_029142047.1	ENSGALG00000017021.6
OG0001171	XP_015674724.1	ENSGALG00000015132.3
OG0001171	XP_015676546.1	ENSGALG00000005102.6
OG0001172	XP_029139210.1	ENSGALG00000012984.7
OG0001172	XP_015679193.1	ENSGALG00000031987.2
OG0001173	XP_015676741.1	ENSGALG00000012124.5
OG0001173	XP_015667793.1	ENSGALG00000008837.5
OG0001174	XP_015678086.1	ENSGALG00000016900.6
OG0001174	XP_015687944.1	ENSGALG00000006080.6
OG0001175	XP_015671880.1	ENSGALG00000010930.6
OG0001175	XP_015688032.1	ENSGALG00000005979.6
OG0001176	XP_029142735.1	ENSGALG00000026431.3
OG0001177	XP_015682254.1, XP_015682253.1	ENSGALG00000004871.7
OG0001178	XP_015671275.1	ENSGALG00000005122.6
OG0001178	XP_015673825.1	ENSGALG00000002709.6
OG0001179	XP_029139334.1	ENSGALG00000035185.2
OG0001179	XP_015682455.1, XP_029142186.1	ENSGALG00000001688.7
OG0001180	XP_029140169.1	ENSGALG00000030007.3
OG0001181	XP_015677059.1	ENSGALG00000014965.5
OG0001181	XP_015679491.1	ENSGALG00000002298.6
OG0001182	XP_015685460.1, XP_015681257.1	ENSGALG00000009309.7
OG0001183	XP_029140125.1	ENSGALG00000041184.2
OG0001183	XP_015674454.2	ENSGALG00000004071.6
OG0001184	XP_029140423.1	ENSGALG00000046823.1
OG0001184	XP_015677323.1	ENSGALG00000018874.4
OG0001185	XP_015670376.1	ENSGALG00000036252.2
OG0001185	XP_015675404.1	ENSGALG00000028994.4
OG0001186	XP_015672488.1	ENSGALG00000034509.2
OG0001186	XP_015672263.1	ENSGALG00000005402.5
OG0001187	XP_015688010.1	ENSGALG00000030379.3
OG0001187	XP_015670227.1	ENSGALG00000037665.3
OG0001188	XP_015683296.1	ENSGALG00000013272.6
OG0001190	XP_015671644.1	ENSGALG00000035016.3
OG0001190	XP_015687176.2	ENSGALG00000039474.3
OG0001191	XP_015671238.1	ENSGALG00000038797.2, ENSGALG00000037737.2, ENSGALG00000047924.1, ENSGALG00000041512.2, ENSGALG00000040055.2, ENSGALG00000040737.2, ENSGALG00000050205.1, ENSGALG00000033168.2
OG0001192	XP_015671360.2	ENSGALG00000029017.3
OG0001192	XP_015678689.1	ENSGALG00000031163.2
OG0001193	XP_015684380.1	ENSGALG00000008648.4
OG0001193	XP_015679718.1	ENSGALG00000032664.2
OG0001194	XP_029142309.1	ENSGALG00000039163.2
OG0001195	XP_029139845.1	ENSGALG00000034265.2
OG0001195	XP_015678326.1	ENSGALG00000035565.3
OG0001196	XP_015678192.1	ENSGALG00000005438.6
OG0001196	XP_015683386.1	ENSGALG00000014201.7
OG0001197	XP_029140715.1	ENSGALG00000040703.2
OG0001198	XP_015677893.1	ENSGALG00000008807.5
OG0001198	XP_015674804.1, XP_015674805.1	ENSGALG00000029145.3
OG0001199	XP_029140534.1	ENSGALG00000030960.2
OG0001199	XP_015673265.1	ENSGALG00000012367.6
OG0001200	XP_015677268.1, XP_015677240.1	ENSGALG00000036530.2
OG0001201	XP_015679688.1, XP_015679689.1, XP_015679690.1	ENSGALG00000003454.7
OG0001202	XP_029141808.1	ENSGALG00000054098.1, ENSGALG00000047397.1, ENSGALG00000046657.2, ENSGALG00000051843.1
OG0001202	XP_029142713.1	ENSGALG00000045507.2, ENSGALG00000049315.1, ENSGALG00000055090.1, ENSGALG00000046353.2, ENSGALG00000052084.1
OG0001203	XP_015667780.1, XP_015667779.1	ENSGALG00000033033.2, ENSGALG00000044606.2
OG0001204	XP_015677563.1, XP_015677562.1, XP_029141101.1	ENSGALG00000015140.6
OG0001205	XP_015679072.1	ENSGALG00000007220.5
OG0001209	XP_029139641.1	ENSGALG00000044293.2
OG0001209	XP_029139698.1	ENSGALG00000054344.1
OG0001210	XP_015665962.1	ENSGALG00000041204.2
OG0001210	XP_015666098.1	ENSGALG00000010961.5
OG0001211	XP_015673207.1	ENSGALG00000054686.1
OG0001212	XP_029142136.1	ENSGALG00000010793.7
OG0001212	XP_015682678.1	ENSGALG00000008445.6
OG0001213	XP_015666223.2	ENSGALG00000011278.6
