Orthogroup	C_familiaris.pep	X_tropicalis.pep
OG0001633	ENSCAFG00000024655.3, ENSCAFG00000048606.1, ENSCAFG00000002897.4	ENSXETG00000005356.1
OG0001634	ENSCAFG00000003997.4	ENSXETG00000010076.1
OG0001635	ENSCAFG00000031160.2, ENSCAFG00000010482.4	ENSXETG00000004657.1, ENSXETG00000004509.1, ENSXETG00000004411.1, ENSXETG00000004496.1, ENSXETG00000004643.1
OG0001636	ENSCAFG00000028628.2	ENSXETG00000002663.1
OG0001637	ENSCAFG00000000848.5	ENSXETG00000008284.1
OG0001638	ENSCAFG00000004724.4	ENSXETG00000020764.1
OG0001640	ENSCAFG00000029937.2, ENSCAFG00000016307.4	ENSXETG00000016303.1
OG0001641	ENSCAFG00000001515.5	ENSXETG00000021401.1
OG0001641	ENSCAFG00000019793.5	ENSXETG00000015852.1
OG0001642	ENSCAFG00000014660.5, ENSCAFG00000043350.1	ENSXETG00000018272.1
OG0001643	ENSCAFG00000006459.4	ENSXETG00000000331.1
OG0001644	ENSCAFG00000012681.2	ENSXETG00000017289.1, ENSXETG00000010549.1
OG0001646	ENSCAFG00000006153.4	ENSXETG00000020637.1
OG0001647	ENSCAFG00000028589.2	ENSXETG00000012670.1
OG0001648	ENSCAFG00000014573.5	ENSXETG00000002570.1
OG0001649	ENSCAFG00000013670.5	ENSXETG00000008556.1
OG0001650	ENSCAFG00000013708.5	ENSXETG00000008500.1
OG0001651	ENSCAFG00000029227.2	ENSXETG00000005843.1
OG0001652	ENSCAFG00000005741.4, ENSCAFG00000016173.4	ENSXETG00000021243.1
OG0001654	ENSCAFG00000015122.4, ENSCAFG00000012879.3	ENSXETG00000013980.1
OG0001655	ENSCAFG00000009652.5, ENSCAFG00000023309.3	ENSXETG00000005240.1
OG0001656	ENSCAFG00000024687.3, ENSCAFG00000014758.4, ENSCAFG00000048489.1, ENSCAFG00000041268.1, ENSCAFG00000049457.1, ENSCAFG00000024938.3, ENSCAFG00000014021.4	ENSXETG00000017068.1
OG0001657	ENSCAFG00000032306.2	ENSXETG00000014213.1
OG0001658	ENSCAFG00000006243.4	ENSXETG00000004987.1
OG0001659	ENSCAFG00000002034.4	ENSXETG00000018415.1
OG0001660	ENSCAFG00000032135.1, ENSCAFG00000030597.2	ENSXETG00000000474.1
OG0001661	ENSCAFG00000006261.1	ENSXETG00000001294.1
OG0001661	ENSCAFG00000007960.4	ENSXETG00000017636.1
OG0001662	ENSCAFG00000023247.3, ENSCAFG00000002285.2	ENSXETG00000006085.1
OG0001663	ENSCAFG00000001315.4	ENSXETG00000018007.1
OG0001663	ENSCAFG00000008079.4	ENSXETG00000016906.1
OG0001664	ENSCAFG00000032695.3	ENSXETG00000016870.1
OG0001664	ENSCAFG00000019707.3	ENSXETG00000010985.1
OG0001665	ENSCAFG00000042558.1, ENSCAFG00000042417.1, ENSCAFG00000046386.1, ENSCAFG00000041986.1, ENSCAFG00000048533.1, ENSCAFG00000047873.1	ENSXETG00000016420.1
OG0001666	ENSCAFG00000007854.5	ENSXETG00000010065.1
OG0001667	ENSCAFG00000001358.5	ENSXETG00000018280.1
OG0001668	ENSCAFG00000032562.2	ENSXETG00000017793.1
OG0001668	ENSCAFG00000047423.1, ENSCAFG00000024955.3	ENSXETG00000009576.1
OG0001669	ENSCAFG00000013251.5, ENSCAFG00000013240.4	ENSXETG00000020910.1
OG0001670	ENSCAFG00000005607.4	ENSXETG00000003897.1
OG0001672	ENSCAFG00000016104.4, ENSCAFG00000013479.4	ENSXETG00000011437.1
OG0001673	ENSCAFG00000009735.5, ENSCAFG00000024815.3	ENSXETG00000009838.1
OG0001675	ENSCAFG00000008513.6	ENSXETG00000010787.1
OG0001676	ENSCAFG00000015655.4, ENSCAFG00000007014.4	ENSXETG00000001724.1, ENSXETG00000017038.1, ENSXETG00000012455.1, ENSXETG00000010926.1
OG0001677	ENSCAFG00000010052.4	ENSXETG00000005274.1, ENSXETG00000015226.1, ENSXETG00000004570.1, ENSXETG00000005289.1, ENSXETG00000004848.1, ENSXETG00000015591.1
OG0001678	ENSCAFG00000018306.4	ENSXETG00000020454.1
OG0001680	ENSCAFG00000014615.4, ENSCAFG00000014612.4	ENSXETG00000009798.1
OG0001682	ENSCAFG00000011733.4, ENSCAFG00000011603.4	ENSXETG00000007992.1
OG0001683	ENSCAFG00000005075.5	ENSXETG00000004869.1
OG0001684	ENSCAFG00000005978.4, ENSCAFG00000004590.3, ENSCAFG00000017066.4	ENSXETG00000012480.1
OG0001685	ENSCAFG00000002165.4	ENSXETG00000003210.1
OG0001686	ENSCAFG00000002183.4, ENSCAFG00000028874.2	ENSXETG00000012451.1, ENSXETG00000012441.1, ENSXETG00000012433.1
OG0001687	ENSCAFG00000029950.2	ENSXETG00000007894.1
OG0001688	ENSCAFG00000000894.3	ENSXETG00000008005.1, ENSXETG00000013784.1
OG0001689	ENSCAFG00000048061.1, ENSCAFG00000047925.1, ENSCAFG00000042115.1, ENSCAFG00000047387.1, ENSCAFG00000042311.1, ENSCAFG00000041236.1	ENSXETG00000011827.1
OG0001690	ENSCAFG00000000396.5	ENSXETG00000009854.1
OG0001691	ENSCAFG00000000757.4	ENSXETG00000000287.1
OG0001692	ENSCAFG00000012189.4	ENSXETG00000017740.1
OG0001693	ENSCAFG00000012186.4	ENSXETG00000019772.1
OG0001694	ENSCAFG00000042328.1, ENSCAFG00000030944.2	ENSXETG00000010656.1
OG0001695	ENSCAFG00000000694.5	ENSXETG00000010613.1
OG0001696	ENSCAFG00000041232.1	ENSXETG00000018803.1
OG0001697	ENSCAFG00000000764.6	ENSXETG00000019936.1
OG0001698	ENSCAFG00000000517.4	ENSXETG00000001766.1
OG0001699	ENSCAFG00000004119.5	ENSXETG00000007601.1
OG0001699	ENSCAFG00000015052.4	ENSXETG00000009471.1
OG0001700	ENSCAFG00000000751.6	ENSXETG00000018431.1
OG0001701	ENSCAFG00000000791.5	ENSXETG00000018802.1
OG0001702	ENSCAFG00000013601.5	ENSXETG00000001099.1
OG0001704	ENSCAFG00000042914.1, ENSCAFG00000046830.1, ENSCAFG00000029155.2	ENSXETG00000012124.1
OG0001704	ENSCAFG00000006578.4	ENSXETG00000005269.1
OG0001705	ENSCAFG00000018391.4, ENSCAFG00000030466.2	ENSXETG00000019630.1
OG0001705	ENSCAFG00000043670.1	ENSXETG00000009398.1, ENSXETG00000009362.1
OG0001708	ENSCAFG00000014082.5	ENSXETG00000001582.1, ENSXETG00000007920.1
OG0001709	ENSCAFG00000012291.4	ENSXETG00000009121.1
OG0001709	ENSCAFG00000010111.4	ENSXETG00000000404.1
OG0001716	ENSCAFG00000013275.5	ENSXETG00000000688.1
OG0001717	ENSCAFG00000013463.6	ENSXETG00000010561.1
OG0001725	ENSCAFG00000005831.3, ENSCAFG00000009692.4	ENSXETG00000006428.1
OG0001726	ENSCAFG00000000397.5	ENSXETG00000016779.1
OG0001727	ENSCAFG00000005563.4	ENSXETG00000020319.1, ENSXETG00000020510.1
OG0001728	ENSCAFG00000015611.5	ENSXETG00000002967.1
OG0001729	ENSCAFG00000011754.4	ENSXETG00000019855.1
OG0001730	ENSCAFG00000010890.4, ENSCAFG00000044126.1, ENSCAFG00000003956.4	ENSXETG00000003212.1
OG0001731	ENSCAFG00000010231.5	ENSXETG00000011646.1
OG0001732	ENSCAFG00000001093.5	ENSXETG00000019192.1
OG0001733	ENSCAFG00000014991.4	ENSXETG00000003171.1
OG0001734	ENSCAFG00000018744.5	ENSXETG00000017462.1
OG0001735	ENSCAFG00000018181.5	ENSXETG00000003067.1
OG0001736	ENSCAFG00000015433.2, ENSCAFG00000029635.2	ENSXETG00000019950.1
OG0001737	ENSCAFG00000004170.5	ENSXETG00000013731.1
OG0001738	ENSCAFG00000018574.6	ENSXETG00000018136.1
OG0001739	ENSCAFG00000013547.2	ENSXETG00000007463.1
OG0001739	ENSCAFG00000003672.5	ENSXETG00000007090.1
OG0001740	ENSCAFG00000030130.2	ENSXETG00000014497.1
OG0001740	ENSCAFG00000025153.4	ENSXETG00000020923.1
OG0001741	ENSCAFG00000013619.4	ENSXETG00000011625.1
OG0001742	ENSCAFG00000017894.5, ENSCAFG00000025203.5	ENSXETG00000017714.1
OG0001743	ENSCAFG00000042201.1, ENSCAFG00000020396.3, ENSCAFG00000042268.1, ENSCAFG00000003012.4, ENSCAFG00000049604.1	ENSXETG00000019168.1
OG0001744	ENSCAFG00000018795.4	ENSXETG00000015705.1
OG0001746	ENSCAFG00000013683.5	ENSXETG00000003575.1
OG0001747	ENSCAFG00000005072.3	ENSXETG00000008740.1
OG0001748	ENSCAFG00000009638.5	ENSXETG00000012964.1
OG0001749	ENSCAFG00000012832.5	ENSXETG00000008644.1
OG0001750	ENSCAFG00000018685.5	ENSXETG00000013534.1
OG0001751	ENSCAFG00000029367.2	ENSXETG00000002883.1
OG0001752	ENSCAFG00000000442.5	ENSXETG00000004022.1
OG0001753	ENSCAFG00000020423.4	ENSXETG00000019061.1
OG0001754	ENSCAFG00000009758.4	ENSXETG00000021341.1
OG0001755	ENSCAFG00000003020.3	ENSXETG00000011552.1
OG0001756	ENSCAFG00000042084.1, ENSCAFG00000019317.4	ENSXETG00000011064.1
OG0001757	ENSCAFG00000012149.5	ENSXETG00000009724.1
OG0001758	ENSCAFG00000017283.4	ENSXETG00000008436.1
OG0001759	ENSCAFG00000013202.5	ENSXETG00000011715.1
OG0001760	ENSCAFG00000012916.4	ENSXETG00000001898.1
OG0001761	ENSCAFG00000041690.1, ENSCAFG00000015166.3, ENSCAFG00000014230.5	ENSXETG00000000071.1
OG0001763	ENSCAFG00000029188.2, ENSCAFG00000017981.4	ENSXETG00000012099.1
OG0001765	ENSCAFG00000013860.4, ENSCAFG00000016522.4	ENSXETG00000012329.1
OG0001767	ENSCAFG00000023777.3	ENSXETG00000007491.1, ENSXETG00000007377.1
OG0001768	ENSCAFG00000018546.4	ENSXETG00000012519.1
OG0001769	ENSCAFG00000001400.6	ENSXETG00000012402.1
OG0001770	ENSCAFG00000020144.3	ENSXETG00000003449.1
OG0001771	ENSCAFG00000029993.2	ENSXETG00000007345.1
OG0001772	ENSCAFG00000003560.4	ENSXETG00000011119.1
OG0001773	ENSCAFG00000044618.1, ENSCAFG00000046714.1, ENSCAFG00000003631.4, ENSCAFG00000018740.2	ENSXETG00000020769.1
OG0001774	ENSCAFG00000008358.4, ENSCAFG00000009187.4	ENSXETG00000020974.1
OG0001775	ENSCAFG00000016862.5	ENSXETG00000008735.1
OG0001777	ENSCAFG00000048261.1, ENSCAFG00000011713.4	ENSXETG00000015012.1
OG0001778	ENSCAFG00000000885.5	ENSXETG00000009932.1
OG0001779	ENSCAFG00000011135.2	ENSXETG00000010137.1
OG0001780	ENSCAFG00000000194.4	ENSXETG00000006401.1
OG0001780	ENSCAFG00000032593.2	ENSXETG00000006411.1
OG0001781	ENSCAFG00000014095.4, ENSCAFG00000032265.2	ENSXETG00000003891.1
OG0001782	ENSCAFG00000007948.4	ENSXETG00000004879.1
OG0001783	ENSCAFG00000017748.5	ENSXETG00000019343.1
OG0001784	ENSCAFG00000005068.5	ENSXETG00000008816.1
OG0001785	ENSCAFG00000017385.6	ENSXETG00000009453.1
OG0001785	ENSCAFG00000029284.2	ENSXETG00000005912.1
OG0001786	ENSCAFG00000019642.4	ENSXETG00000010205.1
OG0001787	ENSCAFG00000018641.5	ENSXETG00000001714.1
OG0001788	ENSCAFG00000025515.4	ENSXETG00000005193.1
OG0001789	ENSCAFG00000014554.4	ENSXETG00000020745.1
OG0001790	ENSCAFG00000018009.4	ENSXETG00000006414.1
OG0001791	ENSCAFG00000001280.4	ENSXETG00000011670.1
OG0001792	ENSCAFG00000025532.2, ENSCAFG00000018457.5	ENSXETG00000008490.1
OG0001794	ENSCAFG00000004629.3, ENSCAFG00000020404.4	ENSXETG00000015716.1
OG0001795	ENSCAFG00000048932.1, ENSCAFG00000001230.4, ENSCAFG00000043577.1	ENSXETG00000003698.1
OG0001796	ENSCAFG00000017257.4	ENSXETG00000010816.1
OG0001797	ENSCAFG00000011179.4	ENSXETG00000010268.1
OG0001798	ENSCAFG00000011344.4	ENSXETG00000021354.1
OG0001799	ENSCAFG00000018523.4	ENSXETG00000011413.1
OG0001800	ENSCAFG00000017011.6	ENSXETG00000019776.1
OG0001801	ENSCAFG00000001372.4	ENSXETG00000006603.1
OG0001802	ENSCAFG00000014762.4	ENSXETG00000003360.1
OG0001803	ENSCAFG00000009736.5	ENSXETG00000007959.1
OG0001804	ENSCAFG00000042747.1, ENSCAFG00000002010.2	ENSXETG00000021284.1
OG0001805	ENSCAFG00000016704.4	ENSXETG00000013749.1
OG0001806	ENSCAFG00000009488.6	ENSXETG00000009026.1
OG0001807	ENSCAFG00000006847.6	ENSXETG00000002976.1
OG0001809	ENSCAFG00000007130.4	ENSXETG00000017346.1
OG0001811	ENSCAFG00000000103.4	ENSXETG00000005258.1
OG0001812	ENSCAFG00000007253.4	ENSXETG00000019077.1
OG0001813	ENSCAFG00000017281.5	ENSXETG00000005687.1
OG0001813	ENSCAFG00000006068.4	ENSXETG00000012791.1
OG0001814	ENSCAFG00000032711.2	ENSXETG00000013925.1
OG0001815	ENSCAFG00000016782.4	ENSXETG00000002736.1
OG0001815	ENSCAFG00000018251.4	ENSXETG00000013414.1
OG0001816	ENSCAFG00000007939.3, ENSCAFG00000011366.4	ENSXETG00000019261.1
OG0001817	ENSCAFG00000031828.2, ENSCAFG00000002330.4	ENSXETG00000003788.1
OG0001818	ENSCAFG00000005735.5	ENSXETG00000013597.1
OG0001819	ENSCAFG00000031667.2	ENSXETG00000002909.1
OG0001819	ENSCAFG00000013007.4	ENSXETG00000003129.1
OG0001820	ENSCAFG00000010666.4	ENSXETG00000004597.1
OG0001821	ENSCAFG00000011427.5	ENSXETG00000009028.1
OG0001822	ENSCAFG00000004673.5	ENSXETG00000001431.1
OG0001823	ENSCAFG00000008141.5	ENSXETG00000002079.1
OG0001824	ENSCAFG00000048916.1	ENSXETG00000009312.1
OG0001825	ENSCAFG00000005781.4	ENSXETG00000008549.1
OG0001827	ENSCAFG00000010574.5	ENSXETG00000012423.1
OG0001827	ENSCAFG00000009395.4	ENSXETG00000008978.1
OG0001828	ENSCAFG00000001337.4	ENSXETG00000000315.1
OG0001829	ENSCAFG00000016401.2	ENSXETG00000014109.1
OG0001830	ENSCAFG00000004955.6	ENSXETG00000018133.1
OG0001832	ENSCAFG00000047285.1	ENSXETG00000020466.1
OG0001833	ENSCAFG00000014178.5	ENSXETG00000012887.1
OG0001834	ENSCAFG00000017143.4	ENSXETG00000015831.1
OG0001837	ENSCAFG00000030175.2, ENSCAFG00000032663.2	ENSXETG00000016566.1, ENSXETG00000016577.1, ENSXETG00000016589.1
OG0001838	ENSCAFG00000020072.4	ENSXETG00000019978.1
OG0001839	ENSCAFG00000017244.4, ENSCAFG00000024571.3	ENSXETG00000006134.1
OG0001840	ENSCAFG00000015825.5	ENSXETG00000011624.1
OG0001841	ENSCAFG00000005581.4	ENSXETG00000006317.1, ENSXETG00000006306.1, ENSXETG00000006363.1, ENSXETG00000006210.1, ENSXETG00000006248.1, ENSXETG00000006185.1, ENSXETG00000018496.1
OG0001842	ENSCAFG00000018236.5	ENSXETG00000017348.1
OG0001843	ENSCAFG00000010459.4, ENSCAFG00000025130.3	ENSXETG00000005260.1
OG0001844	ENSCAFG00000013707.4, ENSCAFG00000013701.4	ENSXETG00000019544.1, ENSXETG00000021371.1
OG0001845	ENSCAFG00000001833.4, ENSCAFG00000001835.4	ENSXETG00000011442.1
OG0001846	ENSCAFG00000008776.2, ENSCAFG00000014605.4, ENSCAFG00000006472.2, ENSCAFG00000001615.3	ENSXETG00000014627.1
OG0001847	ENSCAFG00000030599.2	ENSXETG00000001731.1
OG0001848	ENSCAFG00000018545.4, ENSCAFG00000005346.1	ENSXETG00000021379.1
OG0001850	ENSCAFG00000014302.4, ENSCAFG00000011364.5	ENSXETG00000014865.1
OG0001851	ENSCAFG00000004710.5	ENSXETG00000006303.1
OG0001852	ENSCAFG00000001832.5, ENSCAFG00000006318.4	ENSXETG00000001450.1
OG0001853	ENSCAFG00000046076.1, ENSCAFG00000035210.2, ENSCAFG00000029326.2	ENSXETG00000002822.1
OG0001854	ENSCAFG00000004899.4	ENSXETG00000002811.1
OG0001854	ENSCAFG00000000563.5	ENSXETG00000007849.1
OG0001855	ENSCAFG00000023919.3	ENSXETG00000017005.1
OG0001855	ENSCAFG00000004140.5	ENSXETG00000001504.1
OG0001856	ENSCAFG00000020038.4	ENSXETG00000014230.1
OG0001856	ENSCAFG00000010395.4	ENSXETG00000003079.1
OG0001857	ENSCAFG00000017179.5	ENSXETG00000013763.1
OG0001858	ENSCAFG00000018017.4	ENSXETG00000010115.1
OG0001859	ENSCAFG00000017986.5	ENSXETG00000018494.1
OG0001860	ENSCAFG00000000102.4	ENSXETG00000019783.1
OG0001861	ENSCAFG00000010685.4, ENSCAFG00000048635.1, ENSCAFG00000041028.1	ENSXETG00000018015.1
OG0001862	ENSCAFG00000002402.5	ENSXETG00000017850.1
OG0001863	ENSCAFG00000008711.5, ENSCAFG00000019447.5	ENSXETG00000002506.1
OG0001864	ENSCAFG00000013428.3	ENSXETG00000018121.1
OG0001865	ENSCAFG00000016151.4, ENSCAFG00000014466.3	ENSXETG00000012174.1
OG0001866	ENSCAFG00000018971.3, ENSCAFG00000003973.5	ENSXETG00000003154.1
OG0001867	ENSCAFG00000029966.2	ENSXETG00000007394.1
OG0001867	ENSCAFG00000001911.4	ENSXETG00000001966.1
OG0001868	ENSCAFG00000045952.1	ENSXETG00000004155.1
OG0001869	ENSCAFG00000024691.4	ENSXETG00000017786.1
OG0001869	ENSCAFG00000009469.5	ENSXETG00000008851.1
OG0001870	ENSCAFG00000015763.4, ENSCAFG00000014638.4	ENSXETG00000010683.1
OG0001872	ENSCAFG00000014653.2, ENSCAFG00000046844.1	ENSXETG00000015673.1, ENSXETG00000015720.1, ENSXETG00000015695.1
OG0001873	ENSCAFG00000010354.4	ENSXETG00000003428.1
OG0001874	ENSCAFG00000004887.4	ENSXETG00000004975.1
OG0001875	ENSCAFG00000006129.4	ENSXETG00000017798.1
OG0001875	ENSCAFG00000009468.5	ENSXETG00000012919.1
OG0001876	ENSCAFG00000004646.4	ENSXETG00000009825.1, ENSXETG00000003661.1
OG0001877	ENSCAFG00000005977.5	ENSXETG00000002203.1
OG0001878	ENSCAFG00000014260.5	ENSXETG00000003527.1
OG0001879	ENSCAFG00000019206.4, ENSCAFG00000003713.4	ENSXETG00000000636.1
OG0001880	ENSCAFG00000028746.2	ENSXETG00000017225.1
OG0001881	ENSCAFG00000032063.2, ENSCAFG00000041728.1	ENSXETG00000018022.1
OG0001882	ENSCAFG00000016025.5, ENSCAFG00000030062.2, ENSCAFG00000048195.1	ENSXETG00000005336.1
OG0001883	ENSCAFG00000016004.4, ENSCAFG00000016017.4	ENSXETG00000006005.1, ENSXETG00000005795.1, ENSXETG00000005855.1
OG0001884	ENSCAFG00000001618.4, ENSCAFG00000015381.4	ENSXETG00000016880.1
OG0001885	ENSCAFG00000025525.2, ENSCAFG00000001231.4, ENSCAFG00000041263.1, ENSCAFG00000031775.2, ENSCAFG00000041410.1	ENSXETG00000019580.1
OG0001886	ENSCAFG00000017519.4	ENSXETG00000000095.1
OG0001886	ENSCAFG00000004829.4	ENSXETG00000004840.1
OG0001887	ENSCAFG00000011435.4, ENSCAFG00000008935.3	ENSXETG00000018902.1
OG0001888	ENSCAFG00000032565.2	ENSXETG00000008037.1
OG0001888	ENSCAFG00000013364.4	ENSXETG00000017174.1
OG0001889	ENSCAFG00000007480.3	ENSXETG00000014237.1
OG0001890	ENSCAFG00000009304.5	ENSXETG00000003772.1
OG0001891	ENSCAFG00000016812.5	ENSXETG00000017086.1
OG0001892	ENSCAFG00000015298.5	ENSXETG00000008745.1
OG0001892	ENSCAFG00000015312.4	ENSXETG00000008793.1
OG0001893	ENSCAFG00000016832.4	ENSXETG00000021364.1
OG0001894	ENSCAFG00000032267.2	ENSXETG00000019640.1
OG0001894	ENSCAFG00000013643.4	ENSXETG00000018768.1
OG0001895	ENSCAFG00000009618.4	ENSXETG00000016371.1
OG0001896	ENSCAFG00000004907.4	ENSXETG00000002984.1
OG0001896	ENSCAFG00000041199.1	ENSXETG00000002252.1
OG0001897	ENSCAFG00000005688.5	ENSXETG00000009536.1
OG0001898	ENSCAFG00000006401.3	ENSXETG00000017415.1, ENSXETG00000018641.1
OG0001899	ENSCAFG00000012625.4	ENSXETG00000001955.1
OG0001900	ENSCAFG00000010646.5, ENSCAFG00000010621.5	ENSXETG00000003373.1
OG0001902	ENSCAFG00000032220.2, ENSCAFG00000032318.3	ENSXETG00000015845.1
OG0001903	ENSCAFG00000031278.2, ENSCAFG00000009129.4	ENSXETG00000009676.1
OG0001904	ENSCAFG00000007566.4	ENSXETG00000018870.1
OG0001905	ENSCAFG00000006019.4	ENSXETG00000008177.1
OG0001906	ENSCAFG00000006379.4	ENSXETG00000000979.1
OG0001907	ENSCAFG00000024369.2, ENSCAFG00000007990.4, ENSCAFG00000007171.3, ENSCAFG00000024514.2	ENSXETG00000002985.1
OG0001908	ENSCAFG00000015105.4, ENSCAFG00000023029.3	ENSXETG00000012727.1
OG0001909	ENSCAFG00000008735.4	ENSXETG00000000803.1
OG0001909	ENSCAFG00000002926.5	ENSXETG00000012818.1
OG0001910	ENSCAFG00000017459.3, ENSCAFG00000030477.1, ENSCAFG00000024130.1, ENSCAFG00000003126.2, ENSCAFG00000024581.3, ENSCAFG00000024307.2, ENSCAFG00000031324.1, ENSCAFG00000048619.1	ENSXETG00000013054.1
OG0001911	ENSCAFG00000014760.3, ENSCAFG00000048823.1, ENSCAFG00000047170.1, ENSCAFG00000043650.1	ENSXETG00000013521.1
OG0001912	ENSCAFG00000007812.4	ENSXETG00000002260.1
OG0001913	ENSCAFG00000007805.5	ENSXETG00000016950.1
OG0001914	ENSCAFG00000009438.2	ENSXETG00000010134.1
OG0001915	ENSCAFG00000003969.4, ENSCAFG00000046001.1, ENSCAFG00000000540.3, ENSCAFG00000032036.2	ENSXETG00000021170.1
OG0001916	ENSCAFG00000002208.5	ENSXETG00000017652.1
OG0001917	ENSCAFG00000001637.5	ENSXETG00000003697.1
OG0001917	ENSCAFG00000025176.2	ENSXETG00000020033.1
OG0001918	ENSCAFG00000001943.4	ENSXETG00000017164.1
OG0001919	ENSCAFG00000001623.5	ENSXETG00000014810.1
OG0001919	ENSCAFG00000017247.4	ENSXETG00000003668.1
OG0001921	ENSCAFG00000006874.5	ENSXETG00000004956.1
OG0001922	ENSCAFG00000032243.2	ENSXETG00000020854.1
OG0001923	ENSCAFG00000006098.4	ENSXETG00000004278.1
OG0001924	ENSCAFG00000014147.1, ENSCAFG00000045333.1	ENSXETG00000009286.1
OG0001925	ENSCAFG00000006117.4, ENSCAFG00000019196.4	ENSXETG00000002556.1
OG0001926	ENSCAFG00000015873.5	ENSXETG00000012143.1
OG0001926	ENSCAFG00000008525.5	ENSXETG00000004858.1
OG0001927	ENSCAFG00000002317.2, ENSCAFG00000008546.3, ENSCAFG00000008550.5, ENSCAFG00000004868.5	ENSXETG00000007152.1
OG0001928	ENSCAFG00000010009.4	ENSXETG00000001360.1
OG0001929	ENSCAFG00000006539.5	ENSXETG00000000613.1
OG0001931	ENSCAFG00000012958.4	ENSXETG00000017617.1
OG0001932	ENSCAFG00000005043.5	ENSXETG00000004131.1, ENSXETG00000004575.1
OG0001933	ENSCAFG00000011655.4	ENSXETG00000006324.1
OG0001934	ENSCAFG00000011597.4	ENSXETG00000004910.1
OG0001935	ENSCAFG00000011264.5	ENSXETG00000018243.1
OG0001936	ENSCAFG00000000994.4, ENSCAFG00000029675.2, ENSCAFG00000008345.1	ENSXETG00000016846.1
OG0001937	ENSCAFG00000024932.3	ENSXETG00000020616.1
OG0001937	ENSCAFG00000003115.4	ENSXETG00000013402.1
OG0001938	ENSCAFG00000004107.5, ENSCAFG00000032738.2	ENSXETG00000012437.1
OG0001939	ENSCAFG00000003804.4	ENSXETG00000013821.1
OG0001940	ENSCAFG00000012135.4, ENSCAFG00000029011.2	ENSXETG00000013811.1
OG0001941	ENSCAFG00000019586.4	ENSXETG00000009509.1
OG0001942	ENSCAFG00000012152.4	ENSXETG00000020475.1
OG0001943	ENSCAFG00000013194.5	ENSXETG00000020765.1
OG0001944	ENSCAFG00000049487.1	ENSXETG00000008368.1
OG0001945	ENSCAFG00000000642.4	ENSXETG00000020901.1
OG0001946	ENSCAFG00000000658.4	ENSXETG00000019434.1
OG0001947	ENSCAFG00000013474.3	ENSXETG00000004768.1
OG0001948	ENSCAFG00000029923.2	ENSXETG00000016710.1
OG0001948	ENSCAFG00000031059.2	ENSXETG00000001887.1
OG0001949	ENSCAFG00000049011.1	ENSXETG00000003389.1, ENSXETG00000015943.1, ENSXETG00000019752.1, ENSXETG00000015607.1, ENSXETG00000011004.1, ENSXETG00000013896.1, ENSXETG00000005067.1, ENSXETG00000010606.1, ENSXETG00000013802.1
OG0001950	ENSCAFG00000013651.4	ENSXETG00000003883.1, ENSXETG00000009781.1
OG0001951	ENSCAFG00000013367.5	ENSXETG00000012946.1
OG0001952	ENSCAFG00000000601.4	ENSXETG00000005796.1, ENSXETG00000002687.1
OG0001953	ENSCAFG00000004913.5	ENSXETG00000004675.1
OG0001953	ENSCAFG00000046140.1, ENSCAFG00000025572.3	ENSXETG00000013675.1
OG0001956	ENSCAFG00000000629.4	ENSXETG00000011434.1
OG0001957	ENSCAFG00000016759.4, ENSCAFG00000049613.1	ENSXETG00000015433.1
OG0001958	ENSCAFG00000010098.4	ENSXETG00000000424.1
OG0001964	ENSCAFG00000006432.6, ENSCAFG00000006437.4	ENSXETG00000013244.1, ENSXETG00000013239.1
OG0001985	ENSCAFG00000011166.2, ENSCAFG00000020212.4	ENSXETG00000016377.1
OG0001986	ENSCAFG00000028607.2	ENSXETG00000003118.1
OG0001987	ENSCAFG00000019609.4, ENSCAFG00000048855.1	ENSXETG00000016457.1
OG0001988	ENSCAFG00000000554.4	ENSXETG00000017981.1
OG0001989	ENSCAFG00000014292.5, ENSCAFG00000006354.5	ENSXETG00000008377.1
OG0001991	ENSCAFG00000015727.5	ENSXETG00000016918.1
OG0001992	ENSCAFG00000017270.4, ENSCAFG00000043946.1	ENSXETG00000019508.1
OG0001993	ENSCAFG00000028692.2, ENSCAFG00000018856.5	ENSXETG00000017035.1
OG0001994	ENSCAFG00000030867.2	ENSXETG00000021195.1
OG0001995	ENSCAFG00000011417.4, ENSCAFG00000017309.5, ENSCAFG00000010555.3, ENSCAFG00000018632.4	ENSXETG00000008171.1
OG0001996	ENSCAFG00000018760.4	ENSXETG00000019773.1
OG0001997	ENSCAFG00000015830.4, ENSCAFG00000019051.4	ENSXETG00000007691.1
OG0001998	ENSCAFG00000005864.4	ENSXETG00000003510.1
OG0002000	ENSCAFG00000008244.3	ENSXETG00000021144.1, ENSXETG00000003213.1
OG0002002	ENSCAFG00000013957.3	ENSXETG00000003920.1, ENSXETG00000019230.1
OG0002003	ENSCAFG00000023690.3	ENSXETG00000009473.1
OG0002004	ENSCAFG00000012100.4	ENSXETG00000000366.1
OG0002005	ENSCAFG00000015667.5	ENSXETG00000011076.1
OG0002006	ENSCAFG00000042471.1, ENSCAFG00000012431.4	ENSXETG00000017792.1
OG0002007	ENSCAFG00000016602.4	ENSXETG00000020915.1
OG0002008	ENSCAFG00000013776.5, ENSCAFG00000013791.4	ENSXETG00000003498.1
OG0002009	ENSCAFG00000023821.4, ENSCAFG00000023820.4	ENSXETG00000004280.1
OG0002011	ENSCAFG00000006941.4	ENSXETG00000001006.1
