Orthogroup	C_familiaris.pep	G_gallus.pep
OG0002425	ENSCAFG00000014530.5	ENSGALG00000043448.2
OG0002426	ENSCAFG00000011993.4	ENSGALG00000035254.3
OG0002427	ENSCAFG00000012560.5	ENSGALG00000034070.2
OG0002428	ENSCAFG00000020228.4	ENSGALG00000000787.7
OG0002429	ENSCAFG00000029577.2	ENSGALG00000015626.7, ENSGALG00000054081.1
OG0002430	ENSCAFG00000028791.2	ENSGALG00000004875.5
OG0002431	ENSCAFG00000018501.6	ENSGALG00000004798.6
OG0002432	ENSCAFG00000001037.5	ENSGALG00000033783.2
OG0002433	ENSCAFG00000001027.5	ENSGALG00000035478.2
OG0002435	ENSCAFG00000014314.5	ENSGALG00000042132.2
OG0002436	ENSCAFG00000023986.4	ENSGALG00000054831.1, ENSGALG00000035063.3
OG0002437	ENSCAFG00000001582.5, ENSCAFG00000015387.4	ENSGALG00000052413.1, ENSGALG00000053309.1
OG0002439	ENSCAFG00000004032.4	ENSGALG00000023296.4
OG0002440	ENSCAFG00000019416.4	ENSGALG00000001165.6
OG0002441	ENSCAFG00000020251.4	ENSGALG00000000693.5
OG0002442	ENSCAFG00000009183.4	ENSGALG00000012537.5
OG0002444	ENSCAFG00000018396.5	ENSGALG00000004926.7
OG0002445	ENSCAFG00000001066.4, ENSCAFG00000029213.2, ENSCAFG00000016113.4, ENSCAFG00000001443.5	ENSGALG00000012296.7
OG0002446	ENSCAFG00000013284.3, ENSCAFG00000042466.1	ENSGALG00000016379.7
OG0002447	ENSCAFG00000010347.4	ENSGALG00000044177.2
OG0002448	ENSCAFG00000003897.4	ENSGALG00000010539.4
OG0002449	ENSCAFG00000043275.1, ENSCAFG00000045775.1	ENSGALG00000006350.4
OG0002450	ENSCAFG00000019016.5	ENSGALG00000009693.7, ENSGALG00000004295.6
OG0002451	ENSCAFG00000017085.4	ENSGALG00000033532.2
OG0002452	ENSCAFG00000008630.5	ENSGALG00000043034.2
OG0002453	ENSCAFG00000013963.4	ENSGALG00000007868.6
OG0002454	ENSCAFG00000008354.4	ENSGALG00000016580.6
OG0002455	ENSCAFG00000031426.2	ENSGALG00000047403.1
OG0002456	ENSCAFG00000028968.2	ENSGALG00000039882.2
OG0002457	ENSCAFG00000016686.4, ENSCAFG00000002139.4	ENSGALG00000003770.8
OG0002458	ENSCAFG00000001386.6	ENSGALG00000000776.6
OG0002459	ENSCAFG00000016442.4, ENSCAFG00000007690.3	ENSGALG00000009526.7
OG0002460	ENSCAFG00000014690.4	ENSGALG00000014468.5
OG0002461	ENSCAFG00000019810.4	ENSGALG00000002699.6
OG0002462	ENSCAFG00000019996.5	ENSGALG00000037443.2
OG0002464	ENSCAFG00000019369.5	ENSGALG00000002222.5
OG0002465	ENSCAFG00000001433.5	ENSGALG00000048190.1
OG0002468	ENSCAFG00000017087.2	ENSGALG00000005475.4
OG0002469	ENSCAFG00000019654.5	ENSGALG00000028172.3
OG0002470	ENSCAFG00000006465.4	ENSGALG00000001109.5
OG0002471	ENSCAFG00000009602.5	ENSGALG00000000541.6
OG0002472	ENSCAFG00000000664.4	ENSGALG00000046008.2
OG0002475	ENSCAFG00000011660.4	ENSGALG00000045218.2
OG0002476	ENSCAFG00000007260.6	ENSGALG00000038385.3
OG0002477	ENSCAFG00000020337.4	ENSGALG00000040875.2
OG0002478	ENSCAFG00000017157.5	ENSGALG00000004825.7
OG0002479	ENSCAFG00000014075.4	ENSGALG00000007218.6
OG0002482	ENSCAFG00000000116.5	ENSGALG00000034584.3
OG0002483	ENSCAFG00000019038.4, ENSCAFG00000012316.4, ENSCAFG00000008385.4	ENSGALG00000016586.4
OG0002484	ENSCAFG00000011777.4	ENSGALG00000002578.7, ENSGALG00000045163.2
OG0002485	ENSCAFG00000010386.5	ENSGALG00000029747.2
OG0002486	ENSCAFG00000007975.5	ENSGALG00000037453.2
OG0002487	ENSCAFG00000008152.5	ENSGALG00000035417.2
OG0002488	ENSCAFG00000009127.5	ENSGALG00000042415.3
OG0002489	ENSCAFG00000014835.5	ENSGALG00000005232.7
OG0002490	ENSCAFG00000019670.4	ENSGALG00000002666.5
OG0002491	ENSCAFG00000004881.4	ENSGALG00000031281.2
OG0002492	ENSCAFG00000018147.4	ENSGALG00000015119.6
OG0002494	ENSCAFG00000029617.2	ENSGALG00000003356.6
OG0002495	ENSCAFG00000005013.4	ENSGALG00000005934.7, ENSGALG00000006018.7
OG0002496	ENSCAFG00000001523.5	ENSGALG00000054307.1
OG0002497	ENSCAFG00000017430.4	ENSGALG00000005525.7
OG0002499	ENSCAFG00000009288.3, ENSCAFG00000007327.3	ENSGALG00000031821.2
OG0002500	ENSCAFG00000013518.4	ENSGALG00000033077.2
OG0002501	ENSCAFG00000006164.5	ENSGALG00000025822.3
OG0002502	ENSCAFG00000017396.5	ENSGALG00000043363.3
OG0002503	ENSCAFG00000008120.5	ENSGALG00000016642.6
OG0002504	ENSCAFG00000003102.4	ENSGALG00000005209.5
OG0002505	ENSCAFG00000017916.4	ENSGALG00000001412.6
OG0002506	ENSCAFG00000009699.5	ENSGALG00000039178.2
OG0002507	ENSCAFG00000029889.2, ENSCAFG00000006775.3, ENSCAFG00000016775.1, ENSCAFG00000048139.1	ENSGALG00000009592.3
OG0002508	ENSCAFG00000010144.4	ENSGALG00000000703.6
OG0002509	ENSCAFG00000048037.1, ENSCAFG00000005402.4	ENSGALG00000017330.6
OG0002510	ENSCAFG00000008259.7	ENSGALG00000004225.6
OG0002512	ENSCAFG00000031478.2, ENSCAFG00000028773.2, ENSCAFG00000042819.1	ENSGALG00000007190.6
OG0002513	ENSCAFG00000011896.4	ENSGALG00000055092.1, ENSGALG00000053555.1
OG0002514	ENSCAFG00000012404.5	ENSGALG00000007689.7
OG0002515	ENSCAFG00000012123.3, ENSCAFG00000006670.4	ENSGALG00000002569.7
OG0002516	ENSCAFG00000047297.1, ENSCAFG00000000418.4	ENSGALG00000009942.5
OG0002517	ENSCAFG00000003259.5	ENSGALG00000016389.5
OG0002518	ENSCAFG00000000022.4	ENSGALG00000036128.2
OG0002519	ENSCAFG00000005148.5	ENSGALG00000041154.2
OG0002520	ENSCAFG00000014190.4	ENSGALG00000002094.6
OG0002521	ENSCAFG00000049852.1, ENSCAFG00000024187.4	ENSGALG00000003433.6
OG0002523	ENSCAFG00000017556.5, ENSCAFG00000041779.1	ENSGALG00000051549.1, ENSGALG00000005037.7
OG0002524	ENSCAFG00000005536.4	ENSGALG00000006703.7
OG0002525	ENSCAFG00000001547.5	ENSGALG00000010078.7
OG0002526	ENSCAFG00000010398.5	ENSGALG00000041273.2
OG0002527	ENSCAFG00000043636.1	ENSGALG00000006723.7
OG0002528	ENSCAFG00000001422.3, ENSCAFG00000003574.4	ENSGALG00000001637.5
OG0002529	ENSCAFG00000003278.4	ENSGALG00000054915.1, ENSGALG00000033792.3, ENSGALG00000054415.1, ENSGALG00000053871.1, ENSGALG00000047563.1
OG0002530	ENSCAFG00000019910.5	ENSGALG00000005779.6
OG0002532	ENSCAFG00000014041.5	ENSGALG00000012468.6
OG0002535	ENSCAFG00000015047.5	ENSGALG00000014443.7
OG0002536	ENSCAFG00000004023.6	ENSGALG00000007260.5
OG0002538	ENSCAFG00000004954.4	ENSGALG00000016512.6
OG0002539	ENSCAFG00000016469.4	ENSGALG00000000669.7
OG0002540	ENSCAFG00000013789.4, ENSCAFG00000025396.3	ENSGALG00000050814.1, ENSGALG00000048869.1
OG0002541	ENSCAFG00000028682.3	ENSGALG00000004353.6
OG0002542	ENSCAFG00000018272.5, ENSCAFG00000023674.3	ENSGALG00000005982.6
OG0002544	ENSCAFG00000019256.4	ENSGALG00000035869.2
OG0002545	ENSCAFG00000002454.5	ENSGALG00000028998.4
OG0002547	ENSCAFG00000008166.5	ENSGALG00000005369.6
OG0002548	ENSCAFG00000004496.5	ENSGALG00000028357.3, ENSGALG00000027765.3, ENSGALG00000008638.6, ENSGALG00000028304.3, ENSGALG00000008629.6
OG0002549	ENSCAFG00000007749.5	ENSGALG00000048342.1, ENSGALG00000006705.6
OG0002550	ENSCAFG00000005206.5	ENSGALG00000006332.6
OG0002551	ENSCAFG00000028839.2	ENSGALG00000007435.6
OG0002552	ENSCAFG00000006702.4	ENSGALG00000036787.2
OG0002553	ENSCAFG00000004071.4	ENSGALG00000011192.7
OG0002554	ENSCAFG00000010495.2, ENSCAFG00000016650.3, ENSCAFG00000001396.2, ENSCAFG00000020055.3, ENSCAFG00000041293.1, ENSCAFG00000002696.3	ENSGALG00000006022.7
OG0002555	ENSCAFG00000003198.4	ENSGALG00000008838.6
OG0002556	ENSCAFG00000001856.4	ENSGALG00000008997.6
OG0002557	ENSCAFG00000001866.4	ENSGALG00000009006.6
OG0002558	ENSCAFG00000001308.4	ENSGALG00000008477.5
OG0002559	ENSCAFG00000001882.4	ENSGALG00000009035.7
OG0002560	ENSCAFG00000003309.5	ENSGALG00000041911.2
OG0002561	ENSCAFG00000011582.5	ENSGALG00000008864.7
OG0002562	ENSCAFG00000011520.5	ENSGALG00000008889.5
OG0002563	ENSCAFG00000018032.4, ENSCAFG00000018533.4	ENSGALG00000002042.6
OG0002564	ENSCAFG00000005851.3, ENSCAFG00000006166.1, ENSCAFG00000028832.2, ENSCAFG00000008332.3, ENSCAFG00000013515.4	ENSGALG00000001949.6
OG0002565	ENSCAFG00000032331.2	ENSGALG00000015728.6
OG0002567	ENSCAFG00000015990.4	ENSGALG00000004629.6
OG0002568	ENSCAFG00000018188.5	ENSGALG00000011446.5
OG0002569	ENSCAFG00000017942.4	ENSGALG00000015215.7
OG0002570	ENSCAFG00000013793.3	ENSGALG00000021653.6
OG0002571	ENSCAFG00000046675.1, ENSCAFG00000044569.1	ENSGALG00000024485.5
OG0002575	ENSCAFG00000010738.4	ENSGALG00000039704.2
OG0002577	ENSCAFG00000015918.4	ENSGALG00000007203.5
OG0002578	ENSCAFG00000002187.4	ENSGALG00000045023.2
OG0002579	ENSCAFG00000017965.4	ENSGALG00000048115.1
OG0002580	ENSCAFG00000029379.2	ENSGALG00000052573.1
OG0002581	ENSCAFG00000014195.5	ENSGALG00000039468.2
OG0002582	ENSCAFG00000015750.5	ENSGALG00000012975.7
OG0002583	ENSCAFG00000002448.4	ENSGALG00000004322.6, ENSGALG00000023742.4, ENSGALG00000010836.7
OG0002584	ENSCAFG00000008523.4	ENSGALG00000040367.2
OG0002585	ENSCAFG00000016081.3	ENSGALG00000005020.6, ENSGALG00000013026.7
OG0002586	ENSCAFG00000003077.4	ENSGALG00000030552.3
OG0002589	ENSCAFG00000003893.4	ENSGALG00000012870.7
OG0002590	ENSCAFG00000003885.4, ENSCAFG00000029533.1, ENSCAFG00000029109.1	ENSGALG00000012876.6
OG0002591	ENSCAFG00000004806.4	ENSGALG00000041114.2
OG0002592	ENSCAFG00000003154.5	ENSGALG00000031397.3
OG0002593	ENSCAFG00000045802.1, ENSCAFG00000042460.1, ENSCAFG00000030535.2	ENSGALG00000030933.2
OG0002594	ENSCAFG00000029177.2	ENSGALG00000041193.3
OG0002595	ENSCAFG00000003571.4	ENSGALG00000031713.2
OG0002596	ENSCAFG00000003411.6	ENSGALG00000043399.2
OG0002597	ENSCAFG00000013088.3	ENSGALG00000006317.7
OG0002599	ENSCAFG00000009669.4	ENSGALG00000000636.6
OG0002600	ENSCAFG00000011650.4	ENSGALG00000035498.3
OG0002601	ENSCAFG00000000982.4	ENSGALG00000035223.3
OG0002602	ENSCAFG00000013217.4	ENSGALG00000011796.6
OG0002603	ENSCAFG00000019944.4, ENSCAFG00000041717.1, ENSCAFG00000039767.2	ENSGALG00000000419.6
OG0002604	ENSCAFG00000006596.4	ENSGALG00000011549.5
OG0002605	ENSCAFG00000006545.5	ENSGALG00000011514.8
OG0002606	ENSCAFG00000009185.5	ENSGALG00000007539.6
OG0002607	ENSCAFG00000013770.5, ENSCAFG00000032099.2	ENSGALG00000044230.2
OG0002608	ENSCAFG00000013895.4	ENSGALG00000050796.1
OG0002609	ENSCAFG00000013365.4	ENSGALG00000000396.7
OG0002610	ENSCAFG00000000453.5	ENSGALG00000010177.6
OG0002611	ENSCAFG00000005694.4	ENSGALG00000010238.6
OG0002613	ENSCAFG00000012374.5	ENSGALG00000009495.7
OG0002614	ENSCAFG00000015346.4, ENSCAFG00000015509.4	ENSGALG00000003282.6
OG0002615	ENSCAFG00000016644.4	ENSGALG00000031332.3
OG0002616	ENSCAFG00000015404.4	ENSGALG00000049256.1
OG0002617	ENSCAFG00000009764.5	ENSGALG00000009547.7
OG0002618	ENSCAFG00000030751.2	ENSGALG00000009544.6
OG0002619	ENSCAFG00000005561.4	ENSGALG00000032430.2
OG0002620	ENSCAFG00000009267.4	ENSGALG00000035295.2
OG0002621	ENSCAFG00000006000.5	ENSGALG00000016861.6
OG0002622	ENSCAFG00000006504.5	ENSGALG00000050442.1, ENSGALG00000016815.7
OG0002623	ENSCAFG00000016145.4	ENSGALG00000031388.2
OG0002624	ENSCAFG00000010330.4	ENSGALG00000000223.7
OG0002625	ENSCAFG00000016529.4	ENSGALG00000040208.2
OG0002626	ENSCAFG00000010452.4	ENSGALG00000038948.3
OG0002627	ENSCAFG00000041073.1	ENSGALG00000036076.2
OG0002628	ENSCAFG00000016672.4	ENSGALG00000054173.1, ENSGALG00000051383.1
OG0002629	ENSCAFG00000002358.5	ENSGALG00000053188.1, ENSGALG00000040709.3, ENSGALG00000053594.1
OG0002630	ENSCAFG00000014808.5	ENSGALG00000015664.7
OG0002631	ENSCAFG00000015576.4	ENSGALG00000014331.6
OG0002632	ENSCAFG00000014821.4	ENSGALG00000016722.6, ENSGALG00000016724.6
OG0002633	ENSCAFG00000008491.4	ENSGALG00000001046.6
OG0002634	ENSCAFG00000000926.4	ENSGALG00000014163.6
OG0002635	ENSCAFG00000013425.4	ENSGALG00000016340.7
OG0002636	ENSCAFG00000014207.4	ENSGALG00000016236.6
OG0002637	ENSCAFG00000004293.4	ENSGALG00000050444.1, ENSGALG00000046379.2
OG0002638	ENSCAFG00000010687.4	ENSGALG00000052076.1, ENSGALG00000045726.2, ENSGALG00000046714.1
OG0002639	ENSCAFG00000010167.4	ENSGALG00000016142.7
OG0002640	ENSCAFG00000003891.4	ENSGALG00000007998.6
OG0002641	ENSCAFG00000003919.3	ENSGALG00000023661.4
OG0002642	ENSCAFG00000045160.1, ENSCAFG00000047350.1	ENSGALG00000037414.2
OG0002643	ENSCAFG00000030501.2, ENSCAFG00000009095.4	ENSGALG00000032660.2
OG0002644	ENSCAFG00000008729.4	ENSGALG00000015828.7
OG0002645	ENSCAFG00000024922.3, ENSCAFG00000042967.1, ENSCAFG00000008488.4	ENSGALG00000015751.7
OG0002646	ENSCAFG00000008215.5	ENSGALG00000015693.6
OG0002647	ENSCAFG00000020381.3	ENSGALG00000003201.6
OG0002648	ENSCAFG00000006979.5	ENSGALG00000013615.6
OG0002649	ENSCAFG00000007113.6	ENSGALG00000013602.6
OG0002650	ENSCAFG00000009030.5	ENSGALG00000015414.6
OG0002651	ENSCAFG00000007135.5	ENSGALG00000013590.6
OG0002653	ENSCAFG00000003733.4	ENSGALG00000009774.6
OG0002654	ENSCAFG00000018714.4, ENSCAFG00000030831.2, ENSCAFG00000049900.1	ENSGALG00000054231.1
OG0002655	ENSCAFG00000029537.1	ENSGALG00000022720.4, ENSGALG00000017136.6
OG0002656	ENSCAFG00000031728.2	ENSGALG00000038154.2
OG0002657	ENSCAFG00000003991.4	ENSGALG00000017196.5
OG0002658	ENSCAFG00000042079.1, ENSCAFG00000011715.5	ENSGALG00000012048.7
OG0002660	ENSCAFG00000018598.4	ENSGALG00000014840.5
OG0002661	ENSCAFG00000009012.5	ENSGALG00000014807.7
OG0002662	ENSCAFG00000008311.4, ENSCAFG00000017739.4	ENSGALG00000014942.7
OG0002663	ENSCAFG00000007808.5	ENSGALG00000002399.6
OG0002664	ENSCAFG00000030896.2	ENSGALG00000015617.7
OG0002665	ENSCAFG00000019057.4, ENSCAFG00000007900.5	ENSGALG00000014678.5
OG0002666	ENSCAFG00000019762.4	ENSGALG00000028265.4
OG0002667	ENSCAFG00000001551.4	ENSGALG00000015105.6
OG0002668	ENSCAFG00000044726.1	ENSGALG00000012606.7
OG0002669	ENSCAFG00000001435.5	ENSGALG00000012585.6
OG0002670	ENSCAFG00000001646.5	ENSGALG00000015167.6
OG0002672	ENSCAFG00000013302.6	ENSGALG00000033647.2
OG0002673	ENSCAFG00000012911.4	ENSGALG00000009946.7
OG0002674	ENSCAFG00000018333.5	ENSGALG00000049308.1
OG0002675	ENSCAFG00000018292.5	ENSGALG00000011534.7
OG0002676	ENSCAFG00000009353.3	ENSGALG00000010675.6
OG0002679	ENSCAFG00000017246.4	ENSGALG00000010504.6
OG0002680	ENSCAFG00000013780.2, ENSCAFG00000016932.4	ENSGALG00000010237.5
OG0002681	ENSCAFG00000004360.4	ENSGALG00000010225.6, ENSGALG00000008632.6
OG0002682	ENSCAFG00000013859.5	ENSGALG00000010154.7
OG0002683	ENSCAFG00000017671.3	ENSGALG00000050235.1
OG0002684	ENSCAFG00000017637.5	ENSGALG00000041081.2, ENSGALG00000030707.3
OG0002685	ENSCAFG00000016834.5	ENSGALG00000009300.7
OG0002686	ENSCAFG00000016869.4	ENSGALG00000009269.6
OG0002687	ENSCAFG00000008862.3	ENSGALG00000041676.2
OG0002688	ENSCAFG00000006865.4	ENSGALG00000050112.1
OG0002689	ENSCAFG00000010256.5	ENSGALG00000006446.4
OG0002690	ENSCAFG00000031882.2	ENSGALG00000006530.6
OG0002691	ENSCAFG00000009734.4, ENSCAFG00000032054.2	ENSGALG00000040530.3
OG0002692	ENSCAFG00000009523.4, ENSCAFG00000029967.1	ENSGALG00000034811.3
OG0002693	ENSCAFG00000016276.4	ENSGALG00000005776.7
OG0002694	ENSCAFG00000006515.5	ENSGALG00000004300.6
OG0002696	ENSCAFG00000017598.4	ENSGALG00000034516.2
OG0002697	ENSCAFG00000017596.4	ENSGALG00000033996.2
OG0002698	ENSCAFG00000004855.5	ENSGALG00000011605.6
OG0002699	ENSCAFG00000014575.5	ENSGALG00000041013.3
OG0002700	ENSCAFG00000004938.5	ENSGALG00000002234.6
OG0002701	ENSCAFG00000004914.4	ENSGALG00000002311.6
OG0002703	ENSCAFG00000005938.4	ENSGALG00000002827.5
OG0002704	ENSCAFG00000005927.5	ENSGALG00000002849.6
OG0002705	ENSCAFG00000005906.4, ENSCAFG00000016140.4	ENSGALG00000007300.7
OG0002707	ENSCAFG00000000799.5	ENSGALG00000006644.6
OG0002708	ENSCAFG00000009467.5	ENSGALG00000043307.3
OG0002709	ENSCAFG00000024037.3	ENSGALG00000038582.2
OG0002710	ENSCAFG00000005544.5	ENSGALG00000008725.6
OG0002711	ENSCAFG00000000344.5	ENSGALG00000029706.2
OG0002712	ENSCAFG00000001345.5	ENSGALG00000002478.7
OG0002713	ENSCAFG00000004511.4	ENSGALG00000016984.6
OG0002714	ENSCAFG00000014866.4	ENSGALG00000037214.2
OG0002715	ENSCAFG00000010866.4	ENSGALG00000039288.3
OG0002716	ENSCAFG00000003949.5	ENSGALG00000019867.6, ENSGALG00000016499.6
OG0002717	ENSCAFG00000003729.4	ENSGALG00000016467.7
OG0002718	ENSCAFG00000009537.5, ENSCAFG00000017855.4	ENSGALG00000004184.7
OG0002719	ENSCAFG00000016291.4	ENSGALG00000032937.2
OG0002720	ENSCAFG00000030791.2, ENSCAFG00000012683.4	ENSGALG00000015468.7
OG0002721	ENSCAFG00000006416.5	ENSGALG00000007810.7
OG0002722	ENSCAFG00000006496.5	ENSGALG00000039583.3
OG0002723	ENSCAFG00000029100.2	ENSGALG00000015845.6
OG0002724	ENSCAFG00000002898.5	ENSGALG00000015858.7
OG0002725	ENSCAFG00000002741.4	ENSGALG00000015898.6
OG0002730	ENSCAFG00000000720.4	ENSGALG00000011659.5
OG0002732	ENSCAFG00000000842.5	ENSGALG00000011426.5
OG0002733	ENSCAFG00000041860.1, ENSCAFG00000044525.1, ENSCAFG00000047464.1, ENSCAFG00000041296.1, ENSCAFG00000041773.1	ENSGALG00000011483.7
OG0002736	ENSCAFG00000001865.5	ENSGALG00000010385.6
OG0002737	ENSCAFG00000001847.6	ENSGALG00000034040.2
OG0002738	ENSCAFG00000006041.4, ENSCAFG00000007015.4	ENSGALG00000010561.7
OG0002739	ENSCAFG00000006085.4	ENSGALG00000040335.3
OG0002740	ENSCAFG00000016039.4	ENSGALG00000009073.6
OG0002741	ENSCAFG00000002692.5	ENSGALG00000009092.6
OG0002742	ENSCAFG00000017967.4	ENSGALG00000042890.2
OG0002743	ENSCAFG00000017395.5, ENSCAFG00000019126.5	ENSGALG00000001252.6
OG0002744	ENSCAFG00000044924.1, ENSCAFG00000048541.1, ENSCAFG00000047218.1, ENSCAFG00000049311.1, ENSCAFG00000048917.1	ENSGALG00000016345.6
OG0002745	ENSCAFG00000041744.1, ENSCAFG00000043585.1	ENSGALG00000050888.1
OG0002747	ENSCAFG00000013017.4	ENSGALG00000024031.4
OG0002750	ENSCAFG00000007560.5	ENSGALG00000043541.2
OG0002751	ENSCAFG00000013253.4	ENSGALG00000029674.2
OG0002752	ENSCAFG00000032522.2	ENSGALG00000001253.6
OG0002755	ENSCAFG00000000897.6, ENSCAFG00000004383.5	ENSGALG00000013281.6
OG0002758	ENSCAFG00000044252.1, ENSCAFG00000041665.1, ENSCAFG00000024530.3	ENSGALG00000004039.6
OG0002762	ENSCAFG00000029311.2	ENSGALG00000047890.1
OG0002763	ENSCAFG00000011741.5	ENSGALG00000005623.4
OG0002764	ENSCAFG00000013755.4	ENSGALG00000010139.5
OG0002765	ENSCAFG00000006920.4	ENSGALG00000033356.2
OG0002767	ENSCAFG00000019945.4	ENSGALG00000023689.4
OG0002768	ENSCAFG00000046360.1	ENSGALG00000020485.5
OG0002770	ENSCAFG00000010857.3	ENSGALG00000029947.2
OG0002771	ENSCAFG00000024140.1	ENSGALG00000038133.2
OG0002797	ENSCAFG00000016820.3	ENSGALG00000001534.6
OG0002798	ENSCAFG00000019387.6	ENSGALG00000001229.7
OG0002799	ENSCAFG00000008680.4	ENSGALG00000030160.2
OG0002800	ENSCAFG00000012970.4	ENSGALG00000034960.3
OG0002801	ENSCAFG00000000566.4	ENSGALG00000035824.2
OG0002802	ENSCAFG00000007038.5	ENSGALG00000006207.6
OG0002803	ENSCAFG00000012414.4	ENSGALG00000031305.2
OG0002804	ENSCAFG00000019153.3	ENSGALG00000007282.6
OG0002806	ENSCAFG00000025031.3, ENSCAFG00000008324.4	ENSGALG00000030773.2
OG0002809	ENSCAFG00000017611.5	ENSGALG00000034100.2
OG0002810	ENSCAFG00000016750.4	ENSGALG00000000576.6
OG0002811	ENSCAFG00000010550.4	ENSGALG00000003517.7
OG0002812	ENSCAFG00000006389.4	ENSGALG00000016017.7
OG0002815	ENSCAFG00000011352.4	ENSGALG00000039472.2
OG0002817	ENSCAFG00000018817.4	ENSGALG00000013853.6
OG0002819	ENSCAFG00000016720.5	ENSGALG00000032419.2
OG0002820	ENSCAFG00000049244.1, ENSCAFG00000002977.5	ENSGALG00000033207.3
OG0002822	ENSCAFG00000005236.5	ENSGALG00000038733.2
OG0002823	ENSCAFG00000014073.5	ENSGALG00000042612.2
OG0002824	ENSCAFG00000002858.4	ENSGALG00000047954.1
OG0002825	ENSCAFG00000031187.2	ENSGALG00000036971.3
OG0002826	ENSCAFG00000003120.5	ENSGALG00000003693.6
OG0002827	ENSCAFG00000022734.1, ENSCAFG00000003318.3	ENSGALG00000042478.1
OG0002828	ENSCAFG00000014825.4	ENSGALG00000030857.2
OG0002829	ENSCAFG00000004385.5	ENSGALG00000016577.7
OG0002830	ENSCAFG00000016379.5	ENSGALG00000054164.1
OG0002831	ENSCAFG00000013457.4	ENSGALG00000008529.7
OG0002832	ENSCAFG00000015996.3	ENSGALG00000025810.4
OG0002833	ENSCAFG00000007621.4	ENSGALG00000032428.3, ENSGALG00000004480.5
OG0002835	ENSCAFG00000006898.4	ENSGALG00000033753.3
OG0002836	ENSCAFG00000012876.4	ENSGALG00000008666.5
OG0002837	ENSCAFG00000005615.3, ENSCAFG00000001476.4	ENSGALG00000026607.3
OG0002838	ENSCAFG00000013181.4	ENSGALG00000006010.7
OG0002839	ENSCAFG00000019382.4	ENSGALG00000014067.7
OG0002840	ENSCAFG00000031979.3	ENSGALG00000050983.1, ENSGALG00000003805.6
OG0002841	ENSCAFG00000017925.4	ENSGALG00000011244.6
OG0002842	ENSCAFG00000030764.2	ENSGALG00000011220.6
OG0002843	ENSCAFG00000017891.4	ENSGALG00000011213.7
OG0002844	ENSCAFG00000032741.2	ENSGALG00000035115.2
OG0002845	ENSCAFG00000019201.5	ENSGALG00000037492.2
OG0002846	ENSCAFG00000003608.5	ENSGALG00000001513.7
OG0002847	ENSCAFG00000015752.5	ENSGALG00000031684.2
OG0002848	ENSCAFG00000003361.1, ENSCAFG00000046613.1	ENSGALG00000028409.2
OG0002849	ENSCAFG00000003591.4	ENSGALG00000001565.6
OG0002850	ENSCAFG00000018209.4	ENSGALG00000035919.3
OG0002851	ENSCAFG00000019905.4	ENSGALG00000003757.5
OG0002853	ENSCAFG00000003570.4	ENSGALG00000000864.6
OG0002855	ENSCAFG00000000988.4	ENSGALG00000011900.5
OG0002856	ENSCAFG00000017810.4	ENSGALG00000002442.4
OG0002857	ENSCAFG00000018651.4, ENSCAFG00000029395.2	ENSGALG00000016555.7
OG0002858	ENSCAFG00000031582.2	ENSGALG00000007817.6
OG0002859	ENSCAFG00000011916.5	ENSGALG00000030450.2
OG0002861	ENSCAFG00000012286.5	ENSGALG00000008373.6
OG0002862	ENSCAFG00000009698.4	ENSGALG00000005704.7
OG0002863	ENSCAFG00000000919.4	ENSGALG00000028302.4
OG0002864	ENSCAFG00000010783.4	ENSGALG00000033954.3
OG0002866	ENSCAFG00000018704.4	ENSGALG00000003582.6
OG0002867	ENSCAFG00000018731.4	ENSGALG00000013377.5
OG0002868	ENSCAFG00000016929.5	ENSGALG00000052889.1, ENSGALG00000014643.6
OG0002869	ENSCAFG00000030738.2	ENSGALG00000000451.6
OG0002870	ENSCAFG00000018790.4	ENSGALG00000003432.5
OG0002873	ENSCAFG00000002349.4	ENSGALG00000043628.2
OG0002875	ENSCAFG00000030720.2	ENSGALG00000047713.1
OG0002878	ENSCAFG00000019765.4	ENSGALG00000049884.1, ENSGALG00000003175.5
OG0002879	ENSCAFG00000017131.4	ENSGALG00000007289.7
OG0002880	ENSCAFG00000029858.2, ENSCAFG00000009065.4	ENSGALG00000041867.2
OG0002881	ENSCAFG00000014346.4	ENSGALG00000014603.5
OG0002882	ENSCAFG00000014220.5	ENSGALG00000014659.6
OG0002883	ENSCAFG00000016863.5	ENSGALG00000006083.6
OG0002884	ENSCAFG00000007005.2, ENSCAFG00000028741.2	ENSGALG00000014931.6
OG0002885	ENSCAFG00000005716.4	ENSGALG00000003518.6
OG0002886	ENSCAFG00000001143.4	ENSGALG00000019736.6
OG0002888	ENSCAFG00000019907.5	ENSGALG00000034166.2
OG0002890	ENSCAFG00000023111.3, ENSCAFG00000019141.3, ENSCAFG00000043436.1, ENSCAFG00000012479.3	ENSGALG00000028774.4
OG0002891	ENSCAFG00000004842.4	ENSGALG00000029172.4
OG0002892	ENSCAFG00000004845.1	ENSGALG00000035803.2, ENSGALG00000052452.1
OG0002893	ENSCAFG00000004851.4	ENSGALG00000000091.6
OG0002894	ENSCAFG00000017426.5	ENSGALG00000005530.8
OG0002895	ENSCAFG00000018849.4	ENSGALG00000039855.2
OG0002896	ENSCAFG00000003417.4, ENSCAFG00000011723.3, ENSCAFG00000024324.3	ENSGALG00000000991.6
OG0002897	ENSCAFG00000011711.4	ENSGALG00000038488.3
