Orthogroup	C_familiaris.pep	N_naja.pep
OG0002918	ENSCAFG00000029974.2, ENSCAFG00000015635.4	Nana34250-RA
OG0002919	ENSCAFG00000008797.4	Nana28050-RC, Nana28050-RB, Nana28050-RA
OG0002920	ENSCAFG00000041373.1, ENSCAFG00000008357.4	Nana31032-RA, Nana31032-RB
OG0002921	ENSCAFG00000016831.4	Nana24311-RA
OG0002922	ENSCAFG00000017531.6	Nana33795-RA, Nana33795-RB, Nana33795-RC
OG0002923	ENSCAFG00000018717.4	Nana32268-RA
OG0002924	ENSCAFG00000019860.3	Nana37042-RB, Nana37042-RA
OG0002925	ENSCAFG00000032227.2	Nana37063-RA
OG0002926	ENSCAFG00000000393.4	Nana01812-RA, Nana01812-RB
OG0002927	ENSCAFG00000018690.5	Nana32256-RA, Nana32256-RB, Nana32256-RC
OG0002928	ENSCAFG00000013714.3	Nana00472-RA, Nana23879-RA
OG0002929	ENSCAFG00000018691.5	Nana16110-RA
OG0002931	ENSCAFG00000029430.2	Nana25634-RA, Nana18565-RA
OG0002933	ENSCAFG00000000429.4	Nana01777-RA, Nana01779-RA
OG0002934	ENSCAFG00000000430.4	Nana01771-RA
OG0002936	ENSCAFG00000013140.5	Nana03402-RA, Nana03402-RB, Nana03399-RA
OG0002937	ENSCAFG00000015748.4	Nana19011-RA
OG0002938	ENSCAFG00000000164.4	Nana12568-RA, Nana12568-RC, Nana12568-RB, Nana12568-RD
OG0002939	ENSCAFG00000000221.5	Nana01948-RB, Nana01948-RA
OG0002940	ENSCAFG00000017841.4	Nana08801-RB, Nana08801-RA
OG0002941	ENSCAFG00000016827.4	Nana23865-RF, Nana23865-RH, Nana23865-RE, Nana23865-RG, Nana23865-RB
OG0002942	ENSCAFG00000042088.1, ENSCAFG00000014303.4	Nana03039-RA
OG0002944	ENSCAFG00000045924.1	Nana31749-RA, Nana31747-RA, Nana31748-RA, Nana31750-RA, Nana31746-RA
OG0002945	ENSCAFG00000000190.4	Nana01957-RA
OG0002946	ENSCAFG00000000189.5	Nana01960-RC, Nana01960-RA, Nana01960-RB, Nana01958-RA
OG0002947	ENSCAFG00000017765.5	Nana08793-RA
OG0002948	ENSCAFG00000007520.4	Nana18293-RA
OG0002949	ENSCAFG00000011500.4	Nana09853-RB, Nana09853-RA
OG0002950	ENSCAFG00000005263.5	Nana25475-RA, Nana25475-RB
OG0002951	ENSCAFG00000018813.4	Nana00103-RA, Nana00103-RB, Nana00103-RC, Nana00103-RD
OG0002952	ENSCAFG00000012158.5	Nana20808-RB, Nana20808-RC, Nana20808-RA
OG0002953	ENSCAFG00000009963.5	Nana03514-RA, Nana03515-RA
OG0002954	ENSCAFG00000012113.4	Nana33671-RE, Nana33671-RD, Nana33671-RB
OG0002955	ENSCAFG00000002375.4, ENSCAFG00000001905.4	Nana12781-RB, Nana12781-RA, Nana12787-RA
OG0002956	ENSCAFG00000001909.4	Nana12782-RA
OG0002957	ENSCAFG00000015049.3	Nana37634-RB, Nana37634-RA
OG0002958	ENSCAFG00000013500.5	Nana36036-RA, Nana35858-RA, Nana01419-RA
OG0002959	ENSCAFG00000019908.4	Nana36874-RA, Nana37127-RA
OG0002960	ENSCAFG00000019203.4	Nana00054-RG, Nana00054-RE, Nana00054-RF
OG0002961	ENSCAFG00000031865.2	Nana00054-RA, Nana00054-RC, Nana00054-RB, Nana00054-RD
OG0002962	ENSCAFG00000015231.4	Nana00457-RD, Nana00457-RG, Nana00457-RC, Nana00457-RB
OG0002963	ENSCAFG00000029941.2	Nana00456-RB, Nana00456-RA
OG0002964	ENSCAFG00000012342.3	Nana29030-RI, Nana29030-RK, Nana29030-RF
OG0002965	ENSCAFG00000029087.2	Nana00801-RA
OG0002966	ENSCAFG00000017383.4	Nana32201-RA
OG0002967	ENSCAFG00000031177.2	Nana36575-RB, Nana36575-RA
OG0002968	ENSCAFG00000004241.5	Nana00708-RA, Nana00708-RB
OG0002969	ENSCAFG00000013197.4	Nana00626-RA
OG0002970	ENSCAFG00000007099.4, ENSCAFG00000009156.4	Nana15755-RB, Nana15755-RC
OG0002971	ENSCAFG00000001128.5	Nana16924-RA
OG0002972	ENSCAFG00000006099.4	Nana28387-RB, Nana28387-RA
OG0002973	ENSCAFG00000006065.3	Nana28385-RA, Nana28384-RA
OG0002974	ENSCAFG00000013238.5	Nana21069-RA
OG0002975	ENSCAFG00000010132.6	Nana28617-RA
OG0002976	ENSCAFG00000020218.4	Nana31874-RB, Nana31874-RD, Nana31874-RE, Nana31874-RC
OG0002977	ENSCAFG00000020111.3	Nana36570-RA, Nana36570-RB, Nana36570-RC
OG0002978	ENSCAFG00000009847.4	Nana13135-RD, Nana13135-RA, Nana13135-RC, Nana13135-RB
OG0002979	ENSCAFG00000030330.2	Nana37403-RA
OG0002980	ENSCAFG00000019287.4	Nana37404-RA, Nana37404-RC, Nana37404-RB
OG0002981	ENSCAFG00000032169.2, ENSCAFG00000000030.2, ENSCAFG00000016564.2, ENSCAFG00000017472.4	Nana13239-RA
OG0002982	ENSCAFG00000013591.4	Nana20704-RA, Nana20702-RA, Nana20703-RA
OG0002983	ENSCAFG00000007919.4	Nana34798-RC, Nana34798-RB, Nana34798-RA
OG0002985	ENSCAFG00000028574.2	Nana32097-RA
OG0002986	ENSCAFG00000005019.4	Nana27708-RA, Nana27710-RA
OG0002987	ENSCAFG00000032391.2	Nana17248-RC, Nana17248-RB, Nana17248-RA
OG0002988	ENSCAFG00000013353.5, ENSCAFG00000000798.3	Nana15342-RA
OG0002989	ENSCAFG00000044031.1	Nana14470-RA, Nana11207-RA
OG0002990	ENSCAFG00000005522.4	Nana03595-RB, Nana03595-RA
OG0002991	ENSCAFG00000020269.4	Nana31834-RC, Nana31834-RB, Nana31834-RA
OG0002993	ENSCAFG00000041066.1, ENSCAFG00000046560.1	Nana31835-RA, Nana31835-RB
OG0002994	ENSCAFG00000020254.5	Nana31837-RA, Nana31837-RB
OG0002995	ENSCAFG00000020247.4	Nana31840-RD, Nana31840-RB, Nana31840-RC, Nana31840-RA
OG0002996	ENSCAFG00000009860.5	Nana31525-RA
OG0002997	ENSCAFG00000013473.4	Nana33598-RA, Nana33598-RB
OG0002998	ENSCAFG00000002106.4, ENSCAFG00000019273.5	Nana28071-RC, Nana28071-RB, Nana28071-RD, Nana28071-RA
OG0002999	ENSCAFG00000005827.6	Nana03572-RC, Nana03572-RE, Nana03572-RD, Nana03572-RA
OG0003000	ENSCAFG00000001588.4	Nana17201-RA
OG0003001	ENSCAFG00000003803.5	Nana16751-RA, Nana14505-RA
OG0003002	ENSCAFG00000007379.4	Nana11969-RA
OG0003004	ENSCAFG00000029477.2, ENSCAFG00000049889.1	Nana19081-RA
OG0003005	ENSCAFG00000016100.6	Nana19085-RB, Nana19085-RA
OG0003006	ENSCAFG00000017268.5	Nana09230-RB, Nana09230-RA
OG0003007	ENSCAFG00000012726.4	Nana30091-RC, Nana30091-RA, Nana30091-RD, Nana30091-RB
OG0003008	ENSCAFG00000009533.4	Nana15792-RA, Nana15792-RB, Nana15792-RC
OG0003009	ENSCAFG00000017264.5	Nana09229-RA
OG0003011	ENSCAFG00000041071.1, ENSCAFG00000011350.3	Nana34645-RA
OG0003012	ENSCAFG00000030208.2	Nana34916-RC, Nana34916-RB, Nana34916-RA
OG0003013	ENSCAFG00000014525.3	Nana34907-RA
OG0003014	ENSCAFG00000001228.5	Nana17035-RA
OG0003015	ENSCAFG00000012968.4	Nana13304-RB, Nana13304-RA, Nana12930-RA
OG0003016	ENSCAFG00000011894.1	Nana37088-RA
OG0003017	ENSCAFG00000013040.4	Nana13312-RA
OG0003018	ENSCAFG00000013254.5	Nana03385-RB, Nana03385-RD, Nana03385-RA, Nana03385-RC
OG0003019	ENSCAFG00000013056.4	Nana13320-RC, Nana13320-RB, Nana13320-RA
OG0003020	ENSCAFG00000002990.5	Nana11412-RA, Nana11412-RD, Nana11412-RC, Nana11412-RB
OG0003021	ENSCAFG00000020003.4	Nana36818-RA, Nana36818-RB
OG0003022	ENSCAFG00000016262.4	Nana32766-RA, Nana32766-RB, Nana32766-RC, Nana32766-RD
OG0003023	ENSCAFG00000002658.4	Nana02318-RB, Nana02318-RA
OG0003024	ENSCAFG00000013458.5	Nana20924-RB, Nana20924-RC, Nana20924-RA
OG0003026	ENSCAFG00000019373.5	Nana37481-RA
OG0003027	ENSCAFG00000005691.5	Nana28140-RC, Nana28140-RD, Nana28140-RE, Nana28140-RF
OG0003028	ENSCAFG00000014896.6	Nana35428-RA
OG0003029	ENSCAFG00000005632.5	Nana28142-RB, Nana28142-RA
OG0003030	ENSCAFG00000001600.5	Nana17173-RB, Nana17173-RA
OG0003031	ENSCAFG00000003658.5	Nana11126-RA, Nana11126-RB, Nana11126-RC
OG0003032	ENSCAFG00000031759.2	Nana17152-RA
OG0003033	ENSCAFG00000009109.5	Nana16604-RA
OG0003034	ENSCAFG00000016043.4	Nana32761-RB, Nana32761-RD, Nana32761-RA, Nana32761-RC
OG0003035	ENSCAFG00000024667.2	Nana39354-RA
OG0003036	ENSCAFG00000018927.5	Nana32593-RD, Nana32593-RB, Nana32593-RC, Nana32593-RA
OG0003037	ENSCAFG00000004136.4	Nana00727-RB, Nana00727-RC
OG0003039	ENSCAFG00000015338.4	Nana33153-RA
OG0003040	ENSCAFG00000015318.4	Nana33150-RC, Nana33150-RA, Nana33150-RB
OG0003041	ENSCAFG00000003623.5	Nana11120-RA, Nana39722-RA, Nana11119-RA
OG0003042	ENSCAFG00000006783.3	Nana28119-RD, Nana28119-RC, Nana28119-RB, Nana28119-RA
OG0003043	ENSCAFG00000009449.4	Nana16632-RA
OG0003044	ENSCAFG00000001226.5, ENSCAFG00000006025.4	Nana10410-RA
OG0003045	ENSCAFG00000000963.4	Nana06817-RA
OG0003046	ENSCAFG00000014837.4	Nana03290-RD, Nana03290-RA, Nana03290-RB, Nana03290-RC
OG0003047	ENSCAFG00000010263.5	Nana39244-RA, Nana39246-RA
OG0003048	ENSCAFG00000032110.2, ENSCAFG00000042167.1	Nana28879-RB, Nana28879-RC, Nana28879-RA
OG0003049	ENSCAFG00000017485.5	Nana33776-RC, Nana33776-RB, Nana33776-RA
OG0003050	ENSCAFG00000016102.3	Nana28163-RA
OG0003051	ENSCAFG00000008310.5	Nana16495-RA, Nana16497-RA
OG0003052	ENSCAFG00000019219.4	Nana37349-RC, Nana37349-RB, Nana37349-RA
OG0003053	ENSCAFG00000007112.4, ENSCAFG00000003714.3	Nana16360-RA
OG0003055	ENSCAFG00000009588.5	Nana26733-RC, Nana26733-RA, Nana26733-RB
OG0003056	ENSCAFG00000003799.4	Nana18064-RB, Nana18064-RA
OG0003057	ENSCAFG00000018879.4	Nana12462-RA
OG0003058	ENSCAFG00000004403.4	Nana30815-RA
OG0003059	ENSCAFG00000014421.4	Nana03834-RA, Nana03834-RD, Nana03834-RB, Nana03834-RC
OG0003060	ENSCAFG00000010440.4	Nana15920-RA, Nana15920-RB
OG0003062	ENSCAFG00000014008.5	Nana33179-RE, Nana33179-RB, Nana33179-RA
OG0003063	ENSCAFG00000004998.4	Nana03691-RA, Nana03694-RA
OG0003064	ENSCAFG00000000137.5	Nana12524-RB, Nana12524-RA
OG0003065	ENSCAFG00000032498.2, ENSCAFG00000009751.5	Nana28398-RA, Nana28546-RA
OG0003066	ENSCAFG00000014058.5	Nana20991-RA
OG0003067	ENSCAFG00000006721.5	Nana35341-RA
OG0003068	ENSCAFG00000007866.4, ENSCAFG00000030514.1	Nana16440-RA
OG0003069	ENSCAFG00000017169.4	Nana36055-RB, Nana36055-RC, Nana36055-RA
OG0003070	ENSCAFG00000004537.4	Nana00696-RH, Nana00696-RG, Nana00696-RC, Nana00696-RB
OG0003071	ENSCAFG00000019517.4	Nana36764-RA, Nana36764-RB
OG0003073	ENSCAFG00000014637.4	Nana19248-RA, Nana19248-RB
OG0003074	ENSCAFG00000008021.4, ENSCAFG00000012624.4	Nana16464-RA
OG0003075	ENSCAFG00000011334.4	Nana00433-RA
OG0003076	ENSCAFG00000002382.4	Nana11243-RA, Nana11242-RA, Nana11241-RA, Nana11244-RA, Nana11240-RA
OG0003077	ENSCAFG00000002395.3	Nana11239-RA
OG0003078	ENSCAFG00000007358.3	Nana31059-RA, Nana16222-RA
OG0003079	ENSCAFG00000014865.6	Nana18813-RC, Nana18813-RB, Nana18813-RD, Nana18813-RA
OG0003080	ENSCAFG00000007489.5	Nana34866-RB, Nana34670-RA, Nana34670-RB, Nana34866-RA
OG0003081	ENSCAFG00000007503.5	Nana34860-RB, Nana34860-RC, Nana34860-RE, Nana34860-RD
OG0003082	ENSCAFG00000001700.4	Nana27949-RA, Nana27952-RA
OG0003083	ENSCAFG00000004564.6	Nana26650-RB, Nana26650-RA
OG0003084	ENSCAFG00000004557.5	Nana26651-RD, Nana26651-RA, Nana26651-RC, Nana26651-RB
OG0003085	ENSCAFG00000016536.6	Nana37189-RB
OG0003086	ENSCAFG00000008608.5	Nana17497-RB, Nana17497-RA
OG0003087	ENSCAFG00000004533.4	Nana26659-RA
OG0003088	ENSCAFG00000010390.4, ENSCAFG00000010051.3	Nana29813-RA
OG0003089	ENSCAFG00000011368.4	Nana01230-RA
OG0003090	ENSCAFG00000019946.4	Nana31656-RB, Nana31656-RA
OG0003091	ENSCAFG00000011206.4	Nana19703-RA, Nana19702-RA
OG0003092	ENSCAFG00000012556.5	Nana28287-RA, Nana19584-RA
OG0003093	ENSCAFG00000013744.5	Nana15089-RA
OG0003094	ENSCAFG00000008401.4	Nana34829-RA, Nana34828-RA
OG0003095	ENSCAFG00000011934.4	Nana28795-RD, Nana28795-RC, Nana28795-RB, Nana28795-RA
OG0003096	ENSCAFG00000009053.4	Nana21023-RA, Nana04882-RA, Nana04882-RB
OG0003097	ENSCAFG00000019220.4	Nana34617-RA
OG0003098	ENSCAFG00000011205.5	Nana30241-RA, Nana30241-RB
OG0003099	ENSCAFG00000009890.5	Nana35116-RB, Nana35116-RA, Nana35116-RC
OG0003100	ENSCAFG00000042285.1, ENSCAFG00000011131.4, ENSCAFG00000001857.4	Nana30246-RA
OG0003102	ENSCAFG00000041532.1	Nana21163-RA, Nana21163-RC, Nana21163-RB, Nana21163-RD
OG0003103	ENSCAFG00000012979.5	Nana18835-RA, Nana18837-RA
OG0003104	ENSCAFG00000013677.4	Nana36028-RA
OG0003105	ENSCAFG00000012300.5	Nana30123-RA, Nana30123-RD, Nana30123-RB, Nana30123-RC
OG0003106	ENSCAFG00000007425.5	Nana11977-RA, Nana11976-RA
OG0003107	ENSCAFG00000007361.4	Nana11963-RA, Nana11964-RA
OG0003109	ENSCAFG00000044628.1	Nana14108-RA
OG0003110	ENSCAFG00000005358.4	Nana21141-RB, Nana21141-RA
OG0003111	ENSCAFG00000004156.5	Nana18113-RA
OG0003113	ENSCAFG00000008167.6	Nana34814-RD, Nana34814-RH, Nana34814-RI, Nana34814-RE
OG0003114	ENSCAFG00000018433.5	Nana32404-RA
OG0003115	ENSCAFG00000030396.2	Nana11941-RA
OG0003116	ENSCAFG00000001325.4	Nana17145-RA, Nana17145-RB
OG0003117	ENSCAFG00000017065.3	Nana23788-RB, Nana23788-RC, Nana23788-RA
OG0003118	ENSCAFG00000000175.5, ENSCAFG00000031532.2	Nana11921-RA
OG0003119	ENSCAFG00000019549.5	Nana34064-RC, Nana34064-RB, Nana34064-RA
OG0003120	ENSCAFG00000019542.4	Nana34065-RA, Nana34070-RA
OG0003121	ENSCAFG00000019611.4	Nana33679-RA, Nana33679-RB, Nana33679-RD, Nana33679-RC
OG0003122	ENSCAFG00000016439.5	Nana18427-RA
OG0003124	ENSCAFG00000017620.4	Nana08778-RB, Nana08778-RA, Nana08778-RC, Nana08778-RD
OG0003125	ENSCAFG00000005077.4	Nana21237-RA
OG0003126	ENSCAFG00000017239.2, ENSCAFG00000000590.4	Nana11870-RA
OG0003127	ENSCAFG00000024219.3	Nana15945-RA, Nana15945-RB
OG0003128	ENSCAFG00000017216.4	Nana23549-RB, Nana23549-RA, Nana23549-RC
OG0003129	ENSCAFG00000017174.5	Nana23548-RA, Nana37825-RB, Nana37825-RA
OG0003130	ENSCAFG00000020318.3	Nana31220-RB, Nana31220-RA, Nana31220-RD, Nana31220-RC
OG0003131	ENSCAFG00000020312.4	Nana31208-RA, Nana31208-RD, Nana31208-RB, Nana31208-RC
OG0003132	ENSCAFG00000042366.1	Nana21283-RB, Nana21283-RA, Nana39297-RA
OG0003133	ENSCAFG00000017139.4	Nana23533-RB
OG0003134	ENSCAFG00000010247.5	Nana15901-RA
OG0003135	ENSCAFG00000005354.4	Nana21304-RA, Nana21304-RB
OG0003136	ENSCAFG00000010101.5	Nana15865-RC, Nana15865-RB, Nana15865-RA
OG0003137	ENSCAFG00000009838.4	Nana15863-RA
OG0003138	ENSCAFG00000024768.2, ENSCAFG00000000578.3, ENSCAFG00000014018.4	Nana05977-RA
OG0003140	ENSCAFG00000030269.2	Nana23485-RA
OG0003141	ENSCAFG00000031583.2	Nana09768-RA
OG0003142	ENSCAFG00000002244.4	Nana11152-RA
OG0003143	ENSCAFG00000004135.5	Nana08318-RA, Nana39235-RA
OG0003144	ENSCAFG00000044499.1, ENSCAFG00000002254.5	Nana11148-RA, Nana11148-RB
OG0003146	ENSCAFG00000019481.4	Nana21376-RA
OG0003147	ENSCAFG00000019462.4	Nana33694-RA
OG0003148	ENSCAFG00000020068.5	Nana36555-RC, Nana36555-RB, Nana36555-RA
OG0003149	ENSCAFG00000008574.4, ENSCAFG00000031628.2	Nana26077-RA
OG0003150	ENSCAFG00000006219.5	Nana17449-RA, Nana17445-RA
OG0003151	ENSCAFG00000005484.4	Nana25542-RD, Nana25542-RA, Nana25542-RC, Nana25542-RB
OG0003152	ENSCAFG00000002585.4	Nana23682-RA
OG0003153	ENSCAFG00000009968.5	Nana15600-RA
OG0003155	ENSCAFG00000001848.4	Nana15591-RD, Nana15591-RA, Nana15591-RB, Nana15591-RC
OG0003156	ENSCAFG00000028611.2, ENSCAFG00000031344.2	Nana32480-RA
OG0003157	ENSCAFG00000001972.5	Nana18597-RD, Nana18597-RA, Nana18597-RB, Nana18597-RC
OG0003158	ENSCAFG00000015845.5	Nana01494-RA, Nana01493-RA
OG0003159	ENSCAFG00000006294.5	Nana25020-RA, Nana25020-RB
OG0003160	ENSCAFG00000002445.4	Nana11215-RA, Nana11211-RA, Nana11211-RB
OG0003161	ENSCAFG00000014105.4	Nana35584-RA
OG0003162	ENSCAFG00000002031.4	Nana18587-RA, Nana18585-RA
OG0003163	ENSCAFG00000007009.4	Nana16327-RB
OG0003164	ENSCAFG00000007247.4	Nana19329-RB, Nana19329-RA, Nana19329-RC, Nana19331-RA
OG0003165	ENSCAFG00000004422.4	Nana21496-RB, Nana21496-RC, Nana21496-RA
OG0003167	ENSCAFG00000004568.3	Nana21480-RA, Nana21481-RA, Nana16008-RA
OG0003168	ENSCAFG00000001827.5	Nana21465-RA
OG0003169	ENSCAFG00000007497.4	Nana19396-RC, Nana19396-RA, Nana19396-RB
OG0003170	ENSCAFG00000009529.4	Nana17704-RA, Nana17706-RA
OG0003171	ENSCAFG00000017670.4, ENSCAFG00000044332.1	Nana33765-RA
OG0003172	ENSCAFG00000014522.4	Nana15264-RD, Nana15264-RC, Nana15264-RB
OG0003173	ENSCAFG00000009819.5	Nana13143-RA, Nana13143-RC, Nana13143-RB
OG0003174	ENSCAFG00000014458.4	Nana24354-RB, Nana39904-RA, Nana24354-RA
OG0003175	ENSCAFG00000009837.5	Nana13138-RB, Nana13138-RA, Nana13138-RC
OG0003176	ENSCAFG00000013112.4	Nana09398-RA, Nana09397-RA
OG0003177	ENSCAFG00000012081.4	Nana35640-RB, Nana35640-RA
OG0003178	ENSCAFG00000015975.2	Nana17761-RA
OG0003179	ENSCAFG00000011212.4	Nana20652-RB, Nana20652-RA
OG0003180	ENSCAFG00000031410.2	Nana05921-RA, Nana05921-RC
OG0003181	ENSCAFG00000005629.3	Nana30785-RA
OG0003182	ENSCAFG00000013934.4	Nana35811-RA, Nana35811-RC
OG0003183	ENSCAFG00000006809.4	Nana19082-RA, Nana19082-RB
OG0003184	ENSCAFG00000029016.2	Nana15257-RA
OG0003185	ENSCAFG00000005218.4	Nana27827-RA
OG0003186	ENSCAFG00000001945.4	Nana21438-RA
OG0003187	ENSCAFG00000011720.4	Nana34699-RA, Nana23784-RA
OG0003188	ENSCAFG00000000064.4	Nana09935-RA, Nana09935-RB
OG0003189	ENSCAFG00000005226.5	Nana27975-RC, Nana27975-RA, Nana27975-RB
OG0003190	ENSCAFG00000001969.5	Nana21435-RB, Nana21435-RA
OG0003192	ENSCAFG00000008745.4	Nana34762-RB, Nana34762-RA
OG0003193	ENSCAFG00000013467.4	Nana00532-RA
OG0003194	ENSCAFG00000004034.4	Nana23652-RB
OG0003195	ENSCAFG00000006629.4	Nana21429-RA, Nana21429-RB, Nana21427-RA
OG0003196	ENSCAFG00000048006.1, ENSCAFG00000045038.1	Nana23648-RA
OG0003197	ENSCAFG00000020119.4	Nana31080-RB, Nana31080-RA, Nana31080-RC
OG0003198	ENSCAFG00000016264.5	Nana04164-RB, Nana04164-RC, Nana04164-RD, Nana04164-RA
OG0003199	ENSCAFG00000045340.1	Nana16684-RC, Nana16684-RB, Nana16684-RA, Nana16684-RD
OG0003200	ENSCAFG00000016589.4	Nana04957-RA
OG0003202	ENSCAFG00000020113.5	Nana31081-RA, Nana31081-RC, Nana31081-RD, Nana31081-RB
OG0003204	ENSCAFG00000041436.1, ENSCAFG00000032117.2, ENSCAFG00000044359.1	Nana16678-RB, Nana16678-RA
OG0003205	ENSCAFG00000015536.4	Nana20635-RA, Nana20631-RA, Nana20633-RA
OG0003206	ENSCAFG00000011774.4	Nana27647-RA, Nana27644-RA, Nana27644-RB, Nana27644-RC, Nana27642-RA
OG0003207	ENSCAFG00000017974.4	Nana13246-RA, Nana16274-RA
OG0003208	ENSCAFG00000015552.5	Nana00498-RB, Nana00498-RA
OG0003209	ENSCAFG00000023714.3	Nana09898-RA
OG0003210	ENSCAFG00000019111.4	Nana33926-RB, Nana33926-RC, Nana33926-RD, Nana33926-RA
OG0003211	ENSCAFG00000018067.4	Nana05703-RA
OG0003213	ENSCAFG00000015074.4	Nana34337-RB
OG0003214	ENSCAFG00000018024.5	Nana16251-RC, Nana16251-RA, Nana16251-RB
OG0003215	ENSCAFG00000014885.4, ENSCAFG00000029162.2	Nana15283-RA
OG0003216	ENSCAFG00000002626.6	Nana23625-RB, Nana23625-RA
OG0003217	ENSCAFG00000018417.4	Nana00972-RB, Nana00972-RA
OG0003218	ENSCAFG00000023963.3	Nana35168-RA, Nana35168-RB, Nana35168-RC
OG0003220	ENSCAFG00000014992.4, ENSCAFG00000023620.4	Nana15294-RA
OG0003221	ENSCAFG00000014170.5	Nana10462-RD, Nana10462-RA, Nana10462-RC, Nana10462-RB
OG0003222	ENSCAFG00000002222.4	Nana21656-RA
OG0003223	ENSCAFG00000002271.5	Nana21677-RD, Nana21677-RA, Nana21677-RC, Nana21677-RB
OG0003224	ENSCAFG00000004892.5	Nana30612-RC, Nana30612-RF, Nana30612-RD, Nana30612-RB, Nana30612-RE
OG0003225	ENSCAFG00000010619.5	Nana27470-RA
OG0003226	ENSCAFG00000010680.5	Nana27476-RA, Nana27476-RC, Nana27476-RB
OG0003227	ENSCAFG00000008882.4	Nana20450-RA
OG0003229	ENSCAFG00000040990.1, ENSCAFG00000005899.4	Nana15467-RA
OG0003230	ENSCAFG00000005888.2	Nana15469-RA
OG0003231	ENSCAFG00000016051.5	Nana08395-RA, Nana27524-RA
OG0003232	ENSCAFG00000008528.4	Nana20398-RA
OG0003233	ENSCAFG00000019972.4	Nana14956-RA
OG0003234	ENSCAFG00000009250.3, ENSCAFG00000045224.1, ENSCAFG00000029671.2	Nana27430-RA
OG0003235	ENSCAFG00000019995.4	Nana14944-RA, Nana14945-RA
OG0003236	ENSCAFG00000041204.1	Nana22350-RA
OG0003237	ENSCAFG00000007427.3	Nana27384-RB, Nana27384-RA
OG0003238	ENSCAFG00000020108.5	Nana14913-RB, Nana14913-RA
OG0003239	ENSCAFG00000029098.2	Nana02984-RA, Nana02984-RB
OG0003240	ENSCAFG00000001793.4	Nana27356-RA
OG0003241	ENSCAFG00000044635.1	Nana22514-RA, Nana22514-RB
OG0003242	ENSCAFG00000003507.4	Nana22515-RA, Nana22515-RB, Nana22516-RA, Nana22516-RB
OG0003243	ENSCAFG00000013012.4	Nana20146-RC, Nana20146-RB, Nana20146-RA
OG0003244	ENSCAFG00000020161.4	Nana14864-RA
OG0003245	ENSCAFG00000012249.5	Nana22611-RA, Nana22612-RA
OG0003246	ENSCAFG00000025598.3	Nana22634-RA
OG0003247	ENSCAFG00000002292.5	Nana22673-RA, Nana22673-RB
OG0003248	ENSCAFG00000029897.3, ENSCAFG00000044909.1, ENSCAFG00000045593.1	Nana20084-RA
OG0003249	ENSCAFG00000010863.5	Nana22680-RA
OG0003250	ENSCAFG00000048067.1, ENSCAFG00000028770.2	Nana27303-RA
OG0003251	ENSCAFG00000011048.4	Nana22695-RB, Nana22695-RA, Nana22695-RC
OG0003252	ENSCAFG00000001456.4	Nana27299-RA
OG0003253	ENSCAFG00000010951.4	Nana22694-RB, Nana22694-RA
OG0003254	ENSCAFG00000018720.4	Nana14633-RB, Nana14633-RC, Nana14633-RA
OG0003255	ENSCAFG00000002821.5	Nana37814-RA, Nana22727-RA, Nana22727-RC
OG0003256	ENSCAFG00000012406.5	Nana20032-RA, Nana20032-RB
OG0003257	ENSCAFG00000008344.4	Nana22775-RA
OG0003258	ENSCAFG00000018955.5	Nana14569-RA, Nana14569-RB
OG0003259	ENSCAFG00000046255.1	Nana27223-RB, Nana27223-RC, Nana27223-RD, Nana27223-RE
OG0003260	ENSCAFG00000011752.4	Nana20009-RA, Nana20009-RB, Nana20009-RC
OG0003261	ENSCAFG00000001075.4	Nana27219-RA, Nana27219-RB
OG0003262	ENSCAFG00000002998.5	Nana22791-RA, Nana22791-RF, Nana22791-RE, Nana22791-RD
OG0003263	ENSCAFG00000018660.1, ENSCAFG00000001038.4	Nana27213-RA
OG0003264	ENSCAFG00000019022.5	Nana14550-RC, Nana14550-RB, Nana14550-RA, Nana14550-RD
OG0003265	ENSCAFG00000028622.2	Nana22815-RB, Nana22815-RA
OG0003266	ENSCAFG00000012928.4	Nana22830-RA, Nana22830-RB
OG0003267	ENSCAFG00000003190.4	Nana27135-RG, Nana27135-RD, Nana27135-RC, Nana27135-RF
OG0003268	ENSCAFG00000006942.3	Nana27114-RA
OG0003269	ENSCAFG00000029102.2	Nana22851-RB, Nana22851-RD, Nana22851-RC
OG0003270	ENSCAFG00000014890.5	Nana22853-RA
OG0003271	ENSCAFG00000009246.4	Nana19941-RA, Nana19941-RB, Nana19941-RC
OG0003272	ENSCAFG00000006494.4	Nana27085-RA
OG0003273	ENSCAFG00000010243.5	Nana19822-RA
OG0003275	ENSCAFG00000029973.2, ENSCAFG00000015160.4, ENSCAFG00000042619.1	Nana22912-RA
OG0003276	ENSCAFG00000044377.1, ENSCAFG00000030257.2, ENSCAFG00000048729.1, ENSCAFG00000048438.1	Nana27062-RA
OG0003277	ENSCAFG00000014115.4	Nana22927-RB, Nana22927-RC, Nana22927-RA
OG0003278	ENSCAFG00000004603.4	Nana14403-RB, Nana14403-RA
OG0003279	ENSCAFG00000013924.5	Nana22949-RD, Nana22949-RB, Nana22949-RA
OG0003280	ENSCAFG00000013494.5	Nana22963-RA
OG0003281	ENSCAFG00000014229.5	Nana19191-RA, Nana19193-RA, Nana19187-RA
OG0003282	ENSCAFG00000013433.6	Nana22965-RA
