Orthogroup	C_familiaris.pep	P_troglodytes.pep
OG0001687	ENSCAFG00000029950.2	ENSPTRG00000018564.4
OG0001689	ENSCAFG00000048061.1, ENSCAFG00000047925.1, ENSCAFG00000042115.1, ENSCAFG00000047387.1, ENSCAFG00000042311.1	ENSPTRG00000050127.1
OG0001689	ENSCAFG00000041236.1	ENSPTRG00000014650.4
OG0001690	ENSCAFG00000000396.5	ENSPTRG00000017928.7
OG0001691	ENSCAFG00000000757.4	ENSPTRG00000018768.6
OG0001692	ENSCAFG00000012189.4	ENSPTRG00000051989.1, ENSPTRG00000045238.1, ENSPTRG00000042828.1
OG0001693	ENSCAFG00000012186.4	ENSPTRG00000017914.7
OG0001694	ENSCAFG00000030944.2	ENSPTRG00000017999.6
OG0001695	ENSCAFG00000000694.5	ENSPTRG00000045498.1, ENSPTRG00000052503.1
OG0001696	ENSCAFG00000041232.1	ENSPTRG00000017994.6
OG0001697	ENSCAFG00000000764.6	ENSPTRG00000050893.1, ENSPTRG00000018007.6
OG0001698	ENSCAFG00000000517.4	ENSPTRG00000017965.7
OG0001699	ENSCAFG00000004119.5	ENSPTRG00000018827.6
OG0001699	ENSCAFG00000015052.4	ENSPTRG00000006376.5
OG0001700	ENSCAFG00000000751.6	ENSPTRG00000043517.1, ENSPTRG00000018003.6
OG0001701	ENSCAFG00000000791.5	ENSPTRG00000034379.3
OG0001702	ENSCAFG00000013601.5	ENSPTRG00000052232.1
OG0001703	ENSCAFG00000042590.1, ENSCAFG00000047478.1	ENSPTRG00000043875.1
OG0001703	ENSCAFG00000023185.3, ENSCAFG00000019029.4, ENSCAFG00000018988.4	ENSPTRG00000034342.3
OG0001703	ENSCAFG00000013579.4	ENSPTRG00000045698.1, ENSPTRG00000021756.3
OG0001704	ENSCAFG00000042914.1, ENSCAFG00000046830.1	ENSPTRG00000018353.5
OG0001704	ENSCAFG00000029155.2	ENSPTRG00000050864.1
OG0001704	ENSCAFG00000006578.4	ENSPTRG00000010888.5
OG0001705	ENSCAFG00000018391.4, ENSCAFG00000030466.2	ENSPTRG00000007772.6
OG0001705	ENSCAFG00000043670.1	ENSPTRG00000052194.1
OG0001706	ENSCAFG00000028601.2	ENSPTRG00000050066.1
OG0001706	ENSCAFG00000046847.1, ENSCAFG00000029949.2	ENSPTRG00000050339.1
OG0001706	ENSCAFG00000044898.1, ENSCAFG00000031909.2	ENSPTRG00000029031.4
OG0001707	ENSCAFG00000029555.1	ENSPTRG00000003236.3
OG0001707	ENSCAFG00000045451.1, ENSCAFG00000050044.1, ENSCAFG00000029192.2, ENSCAFG00000041358.1, ENSCAFG00000028648.2, ENSCAFG00000046982.1	ENSPTRG00000028732.2
OG0001708	ENSCAFG00000014082.5	ENSPTRG00000014156.6
OG0001709	ENSCAFG00000012291.4	ENSPTRG00000014226.5
OG0001709	ENSCAFG00000010111.4	ENSPTRG00000050260.1, ENSPTRG00000019204.4
OG0001710	ENSCAFG00000016462.3	ENSPTRG00000001488.4
OG0001710	ENSCAFG00000016457.4	ENSPTRG00000001492.6
OG0001711	ENSCAFG00000014436.4, ENSCAFG00000045408.1, ENSCAFG00000047115.1	ENSPTRG00000047577.1, ENSPTRG00000028196.3, ENSPTRG00000047355.1
OG0001712	ENSCAFG00000024105.3	ENSPTRG00000022565.6
OG0001712	ENSCAFG00000000399.4	ENSPTRG00000034286.3, ENSPTRG00000043696.1, ENSPTRG00000029377.4, ENSPTRG00000044735.1, ENSPTRG00000052558.1
OG0001713	ENSCAFG00000015493.4	ENSPTRG00000008637.6
OG0001714	ENSCAFG00000030646.1, ENSCAFG00000028629.1, ENSCAFG00000031134.1, ENSCAFG00000001195.2, ENSCAFG00000029699.1	ENSPTRG00000049633.1, ENSPTRG00000050733.1, ENSPTRG00000042668.1, ENSPTRG00000046010.1, ENSPTRG00000048867.1, ENSPTRG00000045276.1
OG0001716	ENSCAFG00000013275.5	ENSPTRG00000015793.7
OG0001717	ENSCAFG00000013463.6	ENSPTRG00000003883.4
OG0001725	ENSCAFG00000005831.3, ENSCAFG00000009692.4	ENSPTRG00000017720.6
OG0001726	ENSCAFG00000000397.5	ENSPTRG00000005190.6
OG0001727	ENSCAFG00000005563.4	ENSPTRG00000014580.6
OG0001728	ENSCAFG00000015611.5	ENSPTRG00000008620.6
OG0001729	ENSCAFG00000011754.4	ENSPTRG00000021674.6
OG0001730	ENSCAFG00000010890.4	ENSPTRG00000046847.1
OG0001730	ENSCAFG00000044126.1	ENSPTRG00000031146.4
OG0001730	ENSCAFG00000003956.4	ENSPTRG00000047214.1
OG0001731	ENSCAFG00000010231.5	ENSPTRG00000045076.1
OG0001732	ENSCAFG00000001093.5	ENSPTRG00000020585.6
OG0001733	ENSCAFG00000014991.4	ENSPTRG00000022764.4, ENSPTRG00000051282.1, ENSPTRG00000046459.1, ENSPTRG00000046252.1
OG0001734	ENSCAFG00000018744.5	ENSPTRG00000007806.4
OG0001735	ENSCAFG00000018181.5	ENSPTRG00000007821.7, ENSPTRG00000049919.1
OG0001736	ENSCAFG00000015433.2	ENSPTRG00000048817.1, ENSPTRG00000043790.1
OG0001736	ENSCAFG00000029635.2	ENSPTRG00000049619.1, ENSPTRG00000041347.2
OG0001737	ENSCAFG00000004170.5	ENSPTRG00000011207.7
OG0001738	ENSCAFG00000018574.6	ENSPTRG00000022246.6
OG0001739	ENSCAFG00000013547.2	ENSPTRG00000012855.2
OG0001739	ENSCAFG00000003672.5	ENSPTRG00000029908.2
OG0001740	ENSCAFG00000030130.2	ENSPTRG00000023273.3
OG0001740	ENSCAFG00000025153.4	ENSPTRG00000039204.2
OG0001741	ENSCAFG00000013619.4	ENSPTRG00000002553.5
OG0001742	ENSCAFG00000017894.5	ENSPTRG00000006717.5
OG0001742	ENSCAFG00000025203.5	ENSPTRG00000031054.3
OG0001743	ENSCAFG00000042201.1, ENSCAFG00000020396.3, ENSCAFG00000042268.1, ENSCAFG00000003012.4, ENSCAFG00000049604.1	ENSPTRG00000046145.1
OG0001744	ENSCAFG00000018795.4	ENSPTRG00000007792.6
OG0001746	ENSCAFG00000013683.5	ENSPTRG00000028611.4, ENSPTRG00000052689.1, ENSPTRG00000050290.1, ENSPTRG00000019132.6
OG0001747	ENSCAFG00000005072.3	ENSPTRG00000022568.5
OG0001748	ENSCAFG00000009638.5	ENSPTRG00000016270.5
OG0001749	ENSCAFG00000012832.5	ENSPTRG00000039847.2
OG0001750	ENSCAFG00000018685.5	ENSPTRG00000023298.5
OG0001751	ENSCAFG00000029367.2	ENSPTRG00000034434.3
OG0001752	ENSCAFG00000000442.5	ENSPTRG00000017938.7
OG0001753	ENSCAFG00000020423.4	ENSPTRG00000000852.6
OG0001754	ENSCAFG00000009758.4	ENSPTRG00000001147.5
OG0001755	ENSCAFG00000003020.3	ENSPTRG00000016151.3
OG0001756	ENSCAFG00000042084.1, ENSCAFG00000019317.4	ENSPTRG00000007680.6, ENSPTRG00000045300.1
OG0001757	ENSCAFG00000012149.5	ENSPTRG00000001266.6
OG0001758	ENSCAFG00000017283.4	ENSPTRG00000044572.1, ENSPTRG00000045508.1, ENSPTRG00000007192.5
OG0001759	ENSCAFG00000013202.5	ENSPTRG00000004319.6
OG0001760	ENSCAFG00000012916.4	ENSPTRG00000047221.1, ENSPTRG00000048368.1, ENSPTRG00000049740.1, ENSPTRG00000051663.1, ENSPTRG00000045347.1, ENSPTRG00000052762.1, ENSPTRG00000045496.1, ENSPTRG00000001303.2
OG0001761	ENSCAFG00000041690.1, ENSCAFG00000015166.3, ENSCAFG00000014230.5	ENSPTRG00000007339.4
OG0001762	ENSCAFG00000014478.5	ENSPTRG00000045563.1, ENSPTRG00000039309.2, ENSPTRG00000040964.2
OG0001763	ENSCAFG00000029188.2	ENSPTRG00000042465.2
OG0001763	ENSCAFG00000017981.4	ENSPTRG00000023954.5
OG0001765	ENSCAFG00000013860.4	ENSPTRG00000051360.1, ENSPTRG00000019524.4
OG0001765	ENSCAFG00000016522.4	ENSPTRG00000000158.7
OG0001767	ENSCAFG00000023777.3	ENSPTRG00000046781.1, ENSPTRG00000033771.3
OG0001768	ENSCAFG00000018546.4	ENSPTRG00000016851.5
OG0001769	ENSCAFG00000001400.6	ENSPTRG00000043963.1, ENSPTRG00000020670.6
OG0001770	ENSCAFG00000020144.3	ENSPTRG00000008303.5
OG0001771	ENSCAFG00000029993.2	ENSPTRG00000000915.5
OG0001772	ENSCAFG00000003560.4	ENSPTRG00000021302.7
OG0001773	ENSCAFG00000003631.4, ENSCAFG00000018740.2	ENSPTRG00000041745.2
OG0001774	ENSCAFG00000008358.4	ENSPTRG00000012099.6
OG0001774	ENSCAFG00000009187.4	ENSPTRG00000047037.1
OG0001775	ENSCAFG00000016862.5	ENSPTRG00000008038.6
OG0001776	ENSCAFG00000016865.4	ENSPTRG00000008041.3, ENSPTRG00000008039.6
OG0001777	ENSCAFG00000011713.4	ENSPTRG00000009543.6
OG0001778	ENSCAFG00000000885.5	ENSPTRG00000020537.6
OG0001779	ENSCAFG00000011135.2	ENSPTRG00000013032.3
OG0001780	ENSCAFG00000000194.4	ENSPTRG00000005130.4
OG0001780	ENSCAFG00000032593.2	ENSPTRG00000005132.3
OG0001781	ENSCAFG00000014095.4	ENSPTRG00000044408.1
OG0001781	ENSCAFG00000032265.2	ENSPTRG00000008634.5
OG0001782	ENSCAFG00000007948.4	ENSPTRG00000019997.3
OG0001783	ENSCAFG00000017748.5	ENSPTRG00000009488.6
OG0001785	ENSCAFG00000029284.2	ENSPTRG00000021741.7, ENSPTRG00000049093.1
OG0001786	ENSCAFG00000019642.4	ENSPTRG00000045691.1, ENSPTRG00000022464.6
OG0001787	ENSCAFG00000018641.5	ENSPTRG00000008901.6, ENSPTRG00000008853.7
OG0001788	ENSCAFG00000025515.4	ENSPTRG00000004629.4
OG0001789	ENSCAFG00000014554.4	ENSPTRG00000015905.6
OG0001790	ENSCAFG00000018009.4	ENSPTRG00000022170.7
OG0001791	ENSCAFG00000001280.4	ENSPTRG00000043368.1
OG0001792	ENSCAFG00000025532.2	ENSPTRG00000009632.3
OG0001792	ENSCAFG00000018457.5	ENSPTRG00000030856.3
OG0001793	ENSCAFG00000007898.5	ENSPTRG00000005578.7
OG0001794	ENSCAFG00000004629.3, ENSCAFG00000020404.4	ENSPTRG00000000865.7
OG0001795	ENSCAFG00000048932.1, ENSCAFG00000001230.4, ENSCAFG00000043577.1	ENSPTRG00000050385.1
OG0001796	ENSCAFG00000017257.4	ENSPTRG00000010530.5
OG0001798	ENSCAFG00000011344.4	ENSPTRG00000042829.1, ENSPTRG00000041621.2
OG0001799	ENSCAFG00000018523.4	ENSPTRG00000046407.1, ENSPTRG00000052162.1, ENSPTRG00000008891.7
OG0001800	ENSCAFG00000017011.6	ENSPTRG00000007151.7
OG0001801	ENSCAFG00000001372.4	ENSPTRG00000043504.1, ENSPTRG00000020669.5
OG0001802	ENSCAFG00000014762.4	ENSPTRG00000041290.2
OG0001803	ENSCAFG00000009736.5	ENSPTRG00000020047.6
OG0001804	ENSCAFG00000042747.1, ENSCAFG00000002010.2	ENSPTRG00000007254.4, ENSPTRG00000048090.1, ENSPTRG00000017561.4
OG0001805	ENSCAFG00000016704.4	ENSPTRG00000047372.1, ENSPTRG00000049306.1, ENSPTRG00000017558.4
OG0001806	ENSCAFG00000009488.6	ENSPTRG00000020447.3
OG0001807	ENSCAFG00000006847.6	ENSPTRG00000002462.6
OG0001809	ENSCAFG00000007130.4	ENSPTRG00000020279.4
OG0001810	ENSCAFG00000032702.1	ENSPTRG00000008195.6
OG0001812	ENSCAFG00000007253.4	ENSPTRG00000020298.4, ENSPTRG00000044688.1
OG0001813	ENSCAFG00000017281.5	ENSPTRG00000017482.5
OG0001813	ENSCAFG00000006068.4	ENSPTRG00000013215.5
OG0001814	ENSCAFG00000032711.2	ENSPTRG00000010033.6
OG0001815	ENSCAFG00000016782.4	ENSPTRG00000046026.1
OG0001815	ENSCAFG00000018251.4	ENSPTRG00000017404.5
OG0001816	ENSCAFG00000007939.3	ENSPTRG00000020341.3
OG0001816	ENSCAFG00000011366.4	ENSPTRG00000013607.4
OG0001817	ENSCAFG00000002330.4	ENSPTRG00000016090.5
OG0001819	ENSCAFG00000031667.2	ENSPTRG00000024240.4
OG0001819	ENSCAFG00000013007.4	ENSPTRG00000018324.5, ENSPTRG00000016303.6
OG0001820	ENSCAFG00000010666.4	ENSPTRG00000023171.6, ENSPTRG00000007377.5, ENSPTRG00000050839.1, ENSPTRG00000044384.1
OG0001821	ENSCAFG00000011427.5	ENSPTRG00000006159.7
OG0001822	ENSCAFG00000004673.5	ENSPTRG00000011746.5
OG0001823	ENSCAFG00000008141.5	ENSPTRG00000016514.7
OG0001824	ENSCAFG00000048916.1	ENSPTRG00000034538.3
OG0001825	ENSCAFG00000005781.4	ENSPTRG00000044756.1, ENSPTRG00000046097.1
OG0001827	ENSCAFG00000010574.5	ENSPTRG00000016699.5
OG0001827	ENSCAFG00000009395.4	ENSPTRG00000008126.7
OG0001828	ENSCAFG00000001337.4	ENSPTRG00000041182.2
OG0001829	ENSCAFG00000016401.2	ENSPTRG00000030714.3
OG0001830	ENSCAFG00000004955.6	ENSPTRG00000051436.1, ENSPTRG00000019892.6
OG0001831	ENSCAFG00000016446.4	ENSPTRG00000006470.4
OG0001833	ENSCAFG00000014178.5	ENSPTRG00000049505.1, ENSPTRG00000050508.1, ENSPTRG00000051009.1, ENSPTRG00000014075.5, ENSPTRG00000043450.1
OG0001834	ENSCAFG00000017143.4	ENSPTRG00000049299.1, ENSPTRG00000007935.5
OG0001835	ENSCAFG00000012610.5	ENSPTRG00000004738.6
OG0001835	ENSCAFG00000006909.4	ENSPTRG00000003330.6
OG0001836	ENSCAFG00000003864.4	ENSPTRG00000019784.5, ENSPTRG00000044670.1
OG0001837	ENSCAFG00000032663.2	ENSPTRG00000004073.6
OG0001838	ENSCAFG00000020072.4	ENSPTRG00000021419.6, ENSPTRG00000050745.1
OG0001839	ENSCAFG00000017244.4	ENSPTRG00000017497.4
OG0001839	ENSCAFG00000024571.3	ENSPTRG00000016029.5
OG0001840	ENSCAFG00000015825.5	ENSPTRG00000002180.7
OG0001841	ENSCAFG00000005581.4	ENSPTRG00000004051.6
OG0001842	ENSCAFG00000018236.5	ENSPTRG00000022201.5, ENSPTRG00000051880.1
OG0001843	ENSCAFG00000010459.4	ENSPTRG00000016695.6
OG0001843	ENSCAFG00000025130.3	ENSPTRG00000016694.4
OG0001844	ENSCAFG00000013707.4	ENSPTRG00000007028.6
OG0001844	ENSCAFG00000013701.4	ENSPTRG00000007027.5
OG0001845	ENSCAFG00000001833.4	ENSPTRG00000024082.6
OG0001845	ENSCAFG00000001835.4	ENSPTRG00000019369.6
OG0001846	ENSCAFG00000014605.4	ENSPTRG00000050847.1
OG0001846	ENSCAFG00000006472.2	ENSPTRG00000016219.5
OG0001846	ENSCAFG00000001615.3	ENSPTRG00000039153.2
OG0001847	ENSCAFG00000030599.2	ENSPTRG00000017963.6
OG0001848	ENSCAFG00000018545.4	ENSPTRG00000022241.5
OG0001850	ENSCAFG00000014302.4	ENSPTRG00000019500.5, ENSPTRG00000046117.1
OG0001850	ENSCAFG00000011364.5	ENSPTRG00000023973.5
OG0001851	ENSCAFG00000004710.5	ENSPTRG00000043623.1, ENSPTRG00000049930.1, ENSPTRG00000048982.1, ENSPTRG00000012419.5
OG0001852	ENSCAFG00000001832.5	ENSPTRG00000016021.5
OG0001852	ENSCAFG00000006318.4	ENSPTRG00000017365.6
OG0001853	ENSCAFG00000046076.1	ENSPTRG00000044529.1
OG0001853	ENSCAFG00000035210.2	ENSPTRG00000045978.1
OG0001853	ENSCAFG00000029326.2	ENSPTRG00000050997.1
OG0001854	ENSCAFG00000004899.4	ENSPTRG00000011766.2
OG0001854	ENSCAFG00000000563.5	ENSPTRG00000020474.5
OG0001855	ENSCAFG00000023919.3	ENSPTRG00000006491.6
OG0001855	ENSCAFG00000004140.5	ENSPTRG00000011209.5
OG0001856	ENSCAFG00000020038.4	ENSPTRG00000008372.6
OG0001856	ENSCAFG00000010395.4	ENSPTRG00000016710.6
OG0001857	ENSCAFG00000017179.5	ENSPTRG00000022029.5
OG0001858	ENSCAFG00000018017.4	ENSPTRG00000009956.6
OG0001859	ENSCAFG00000017986.5	ENSPTRG00000006735.6
OG0001860	ENSCAFG00000000102.4	ENSPTRG00000046124.1, ENSPTRG00000049984.1, ENSPTRG00000049468.1, ENSPTRG00000043601.1, ENSPTRG00000049096.1, ENSPTRG00000040050.2, ENSPTRG00000045671.1
OG0001861	ENSCAFG00000010685.4	ENSPTRG00000046729.1, ENSPTRG00000052642.1, ENSPTRG00000043997.1, ENSPTRG00000052077.1
OG0001862	ENSCAFG00000002402.5	ENSPTRG00000018944.5
OG0001863	ENSCAFG00000008711.5	ENSPTRG00000015550.6
OG0001863	ENSCAFG00000019447.5	ENSPTRG00000000055.6
OG0001864	ENSCAFG00000013428.3	ENSPTRG00000006267.4
OG0001865	ENSCAFG00000016151.4	ENSPTRG00000045493.1, ENSPTRG00000043011.1
OG0001866	ENSCAFG00000003973.5	ENSPTRG00000019764.5
OG0001867	ENSCAFG00000029966.2	ENSPTRG00000043503.1
OG0001867	ENSCAFG00000001911.4	ENSPTRG00000005382.5
OG0001868	ENSCAFG00000045952.1	ENSPTRG00000021186.6
OG0001869	ENSCAFG00000024691.4	ENSPTRG00000020082.3
OG0001869	ENSCAFG00000009469.5	ENSPTRG00000002830.6
OG0001870	ENSCAFG00000015763.4	ENSPTRG00000044975.1
OG0001870	ENSCAFG00000014638.4	ENSPTRG00000045185.1, ENSPTRG00000022819.5
OG0001872	ENSCAFG00000014653.2, ENSCAFG00000046844.1	ENSPTRG00000009229.5
OG0001873	ENSCAFG00000010354.4	ENSPTRG00000002905.6
OG0001874	ENSCAFG00000004887.4	ENSPTRG00000000644.7
OG0001875	ENSCAFG00000006129.4	ENSPTRG00000005287.4
OG0001875	ENSCAFG00000009468.5	ENSPTRG00000024044.4
OG0001876	ENSCAFG00000004646.4	ENSPTRG00000000668.7
OG0001877	ENSCAFG00000005977.5	ENSPTRG00000045901.1
OG0001878	ENSCAFG00000014260.5	ENSPTRG00000009269.6
OG0001879	ENSCAFG00000019206.4	ENSPTRG00000030596.5
OG0001879	ENSCAFG00000003713.4	ENSPTRG00000000746.6
OG0001880	ENSCAFG00000028746.2	ENSPTRG00000003069.5
OG0001881	ENSCAFG00000032063.2	ENSPTRG00000046304.1
OG0001881	ENSCAFG00000041728.1	ENSPTRG00000047757.1
OG0001882	ENSCAFG00000016025.5	ENSPTRG00000048209.1
OG0001882	ENSCAFG00000030062.2	ENSPTRG00000047957.1, ENSPTRG00000043542.1
OG0001882	ENSCAFG00000048195.1	ENSPTRG00000022902.5
OG0001883	ENSCAFG00000016004.4	ENSPTRG00000009134.4
OG0001884	ENSCAFG00000001618.4	ENSPTRG00000018164.5
OG0001884	ENSCAFG00000015381.4	ENSPTRG00000004549.3
OG0001885	ENSCAFG00000025525.2	ENSPTRG00000018070.5
OG0001885	ENSCAFG00000041263.1, ENSCAFG00000031775.2, ENSCAFG00000041410.1	ENSPTRG00000046035.1
OG0001886	ENSCAFG00000017519.4	ENSPTRG00000022086.5
OG0001886	ENSCAFG00000004829.4	ENSPTRG00000005907.3
OG0001887	ENSCAFG00000011435.4	ENSPTRG00000051165.1
OG0001887	ENSCAFG00000008935.3	ENSPTRG00000043648.1, ENSPTRG00000045774.1, ENSPTRG00000018063.7
OG0001888	ENSCAFG00000032565.2	ENSPTRG00000005162.6
OG0001889	ENSCAFG00000007480.3	ENSPTRG00000042375.2
OG0001890	ENSCAFG00000009304.5	ENSPTRG00000004854.7
OG0001891	ENSCAFG00000016812.5	ENSPTRG00000009342.5
OG0001892	ENSCAFG00000015298.5	ENSPTRG00000015930.6
OG0001892	ENSCAFG00000015312.4	ENSPTRG00000015929.4
OG0001893	ENSCAFG00000016832.4	ENSPTRG00000052115.1
OG0001894	ENSCAFG00000032267.2	ENSPTRG00000019617.5
OG0001894	ENSCAFG00000013643.4	ENSPTRG00000001108.6
OG0001895	ENSCAFG00000009618.4	ENSPTRG00000033721.3
OG0001896	ENSCAFG00000041199.1	ENSPTRG00000052252.1
OG0001897	ENSCAFG00000005688.5	ENSPTRG00000043613.1, ENSPTRG00000047455.1
OG0001898	ENSCAFG00000006401.3	ENSPTRG00000019346.6
OG0001899	ENSCAFG00000012625.4	ENSPTRG00000013703.7
OG0001900	ENSCAFG00000010646.5	ENSPTRG00000013962.5
OG0001900	ENSCAFG00000010621.5	ENSPTRG00000013958.4
OG0001901	ENSCAFG00000010539.5	ENSPTRG00000049777.1, ENSPTRG00000013951.6
OG0001902	ENSCAFG00000032220.2, ENSCAFG00000032318.3	ENSPTRG00000031436.5, ENSPTRG00000048555.1
OG0001903	ENSCAFG00000031278.2, ENSCAFG00000009129.4	ENSPTRG00000013869.4, ENSPTRG00000052667.1
OG0001904	ENSCAFG00000007566.4	ENSPTRG00000016480.5, ENSPTRG00000048677.1
OG0001905	ENSCAFG00000006019.4	ENSPTRG00000005800.6
OG0001906	ENSCAFG00000006379.4	ENSPTRG00000045602.1
OG0001907	ENSCAFG00000024369.2	ENSPTRG00000046092.1, ENSPTRG00000045771.1, ENSPTRG00000052090.1
OG0001907	ENSCAFG00000007990.4	ENSPTRG00000046168.1
OG0001908	ENSCAFG00000015105.4	ENSPTRG00000004212.6
OG0001908	ENSCAFG00000023029.3	ENSPTRG00000004213.3
OG0001909	ENSCAFG00000008735.4	ENSPTRG00000012079.6
OG0001909	ENSCAFG00000002926.5	ENSPTRG00000016138.6
OG0001910	ENSCAFG00000024581.3, ENSCAFG00000024307.2, ENSCAFG00000031324.1	ENSPTRG00000050195.1
OG0001911	ENSCAFG00000014760.3, ENSCAFG00000048823.1, ENSCAFG00000047170.1, ENSCAFG00000043650.1	ENSPTRG00000043253.1, ENSPTRG00000016944.6
OG0001912	ENSCAFG00000007812.4	ENSPTRG00000016955.5
OG0001913	ENSCAFG00000007805.5	ENSPTRG00000016952.7
OG0001914	ENSCAFG00000009438.2	ENSPTRG00000016949.7, ENSPTRG00000050389.1, ENSPTRG00000047470.1, ENSPTRG00000052104.1, ENSPTRG00000050266.1, ENSPTRG00000051977.1
OG0001915	ENSCAFG00000003969.4	ENSPTRG00000051799.1
OG0001915	ENSCAFG00000046001.1, ENSCAFG00000000540.3, ENSCAFG00000032036.2	ENSPTRG00000017042.5
OG0001916	ENSCAFG00000002208.5	ENSPTRG00000021088.6
OG0001917	ENSCAFG00000001637.5	ENSPTRG00000029242.2
OG0001917	ENSCAFG00000025176.2	ENSPTRG00000007131.5
OG0001918	ENSCAFG00000001943.4	ENSPTRG00000052678.1, ENSPTRG00000020994.5
OG0001919	ENSCAFG00000001623.5	ENSPTRG00000020806.4
OG0001919	ENSCAFG00000017247.4	ENSPTRG00000007185.7
OG0001921	ENSCAFG00000006874.5	ENSPTRG00000005020.4, ENSPTRG00000052526.1
OG0001922	ENSCAFG00000032243.2	ENSPTRG00000050323.1
OG0001923	ENSCAFG00000006098.4	ENSPTRG00000005791.7
OG0001924	ENSCAFG00000014147.1	ENSPTRG00000006310.3
OG0001925	ENSCAFG00000006117.4	ENSPTRG00000046697.1, ENSPTRG00000041330.2
OG0001925	ENSCAFG00000019196.4	ENSPTRG00000007724.6
OG0001926	ENSCAFG00000015873.5	ENSPTRG00000021888.6
OG0001926	ENSCAFG00000008525.5	ENSPTRG00000015026.4
OG0001927	ENSCAFG00000002317.2, ENSCAFG00000008546.3	ENSPTRG00000003390.5
OG0001927	ENSCAFG00000008550.5, ENSCAFG00000004868.5	ENSPTRG00000003389.7
OG0001928	ENSCAFG00000010009.4	ENSPTRG00000003154.5, ENSPTRG00000041595.2
OG0001929	ENSCAFG00000006539.5	ENSPTRG00000003125.6
OG0001930	ENSCAFG00000004990.4	ENSPTRG00000012387.2
OG0001931	ENSCAFG00000012958.4	ENSPTRG00000009803.6
OG0001932	ENSCAFG00000005043.5	ENSPTRG00000009673.7
OG0001933	ENSCAFG00000011655.4	ENSPTRG00000003949.6
OG0001934	ENSCAFG00000011597.4	ENSPTRG00000028514.3
OG0001935	ENSCAFG00000011264.5	ENSPTRG00000003972.6
OG0001936	ENSCAFG00000000994.4	ENSPTRG00000045225.1
OG0001937	ENSCAFG00000024932.3	ENSPTRG00000034043.3
OG0001937	ENSCAFG00000003115.4	ENSPTRG00000018425.2
OG0001938	ENSCAFG00000004107.5	ENSPTRG00000015351.4
OG0001938	ENSCAFG00000032738.2	ENSPTRG00000002293.7
OG0001939	ENSCAFG00000003804.4	ENSPTRG00000046150.1
OG0001940	ENSCAFG00000012135.4	ENSPTRG00000000406.6
OG0001940	ENSCAFG00000029011.2	ENSPTRG00000018482.6
OG0001941	ENSCAFG00000019586.4	ENSPTRG00000022437.7
OG0001942	ENSCAFG00000012152.4	ENSPTRG00000049937.1
OG0001943	ENSCAFG00000013194.5	ENSPTRG00000015697.3
OG0001944	ENSCAFG00000049487.1	ENSPTRG00000017937.6
OG0001945	ENSCAFG00000000642.4	ENSPTRG00000017990.5
OG0001946	ENSCAFG00000000658.4	ENSPTRG00000017991.6
OG0001947	ENSCAFG00000013474.3	ENSPTRG00000003882.5
OG0001948	ENSCAFG00000029923.2	ENSPTRG00000033791.3
OG0001948	ENSCAFG00000031059.2	ENSPTRG00000028537.3
OG0001949	ENSCAFG00000049011.1	ENSPTRG00000008296.3
OG0001950	ENSCAFG00000013651.4	ENSPTRG00000043835.1, ENSPTRG00000019329.5, ENSPTRG00000048586.1, ENSPTRG00000044131.1, ENSPTRG00000052499.1, ENSPTRG00000019325.7
OG0001951	ENSCAFG00000013367.5	ENSPTRG00000050169.1, ENSPTRG00000052483.1, ENSPTRG00000048762.1, ENSPTRG00000051527.1, ENSPTRG00000019307.6
OG0001952	ENSCAFG00000000601.4	ENSPTRG00000017973.6
OG0001953	ENSCAFG00000004913.5	ENSPTRG00000012397.4
OG0001954	ENSCAFG00000013015.4	ENSPTRG00000001590.6, ENSPTRG00000049962.1
OG0001954	ENSCAFG00000011504.4	ENSPTRG00000001233.7
OG0001954	ENSCAFG00000011755.4	ENSPTRG00000001523.2
OG0001955	ENSCAFG00000049130.1, ENSCAFG00000042383.1, ENSCAFG00000044390.1, ENSCAFG00000043369.1	ENSPTRG00000009145.6, ENSPTRG00000039138.2
OG0001956	ENSCAFG00000000629.4	ENSPTRG00000043092.1
OG0001957	ENSCAFG00000016759.4	ENSPTRG00000000136.6, ENSPTRG00000048576.1
OG0001958	ENSCAFG00000010098.4	ENSPTRG00000048604.1, ENSPTRG00000043904.1, ENSPTRG00000019203.6, ENSPTRG00000046133.1, ENSPTRG00000051838.1
OG0001959	ENSCAFG00000043232.1	ENSPTRG00000039259.2
OG0001960	ENSCAFG00000011481.3, ENSCAFG00000005582.3	ENSPTRG00000010958.3
OG0001960	ENSCAFG00000005588.3	ENSPTRG00000010957.4
OG0001962	ENSCAFG00000042723.1	ENSPTRG00000048915.1
OG0001964	ENSCAFG00000006432.6	ENSPTRG00000013190.6
OG0001964	ENSCAFG00000006437.4	ENSPTRG00000013189.2
OG0001965	ENSCAFG00000011444.3	ENSPTRG00000046856.1, ENSPTRG00000049817.1
OG0001966	ENSCAFG00000008050.3	ENSPTRG00000029965.2
OG0001985	ENSCAFG00000011166.2	ENSPTRG00000044356.1
OG0001985	ENSCAFG00000020212.4	ENSPTRG00000052529.1, ENSPTRG00000046220.1
OG0001986	ENSCAFG00000028607.2	ENSPTRG00000010960.5
OG0001987	ENSCAFG00000019609.4	ENSPTRG00000000090.7
OG0001987	ENSCAFG00000048855.1	ENSPTRG00000000254.6
