Orthogroup	C_familiaris.pep	H_sapiens.pep
OG0002699	ENSCAFG00000014575.5	ENSG00000079308.19
OG0002700	ENSCAFG00000004938.5	ENSG00000092929.11
OG0002701	ENSCAFG00000004914.4	ENSG00000108479.12
OG0002702	ENSCAFG00000014943.4	ENSG00000135929.9
OG0002703	ENSCAFG00000005938.4	ENSG00000169727.12
OG0002704	ENSCAFG00000005927.5	ENSG00000169738.8
OG0002705	ENSCAFG00000005906.4	ENSG00000183010.17
OG0002705	ENSCAFG00000016140.4	ENSG00000143811.19
OG0002706	ENSCAFG00000016385.4	ENSG00000123146.20
OG0002706	ENSCAFG00000016245.4, ENSCAFG00000023035.4	ENSG00000127507.18
OG0002707	ENSCAFG00000000799.5	ENSG00000164398.14, ENSG00000281938.2
OG0002708	ENSCAFG00000009467.5	ENSG00000198130.16
OG0002709	ENSCAFG00000024037.3	ENSG00000123643.13
OG0002710	ENSCAFG00000005544.5	ENSG00000089177.18
OG0002711	ENSCAFG00000000344.5	ENSG00000284260.2, ENSG00000176783.15
OG0002712	ENSCAFG00000001345.5	ENSG00000280987.4, ENSG00000015479.19
OG0002713	ENSCAFG00000004511.4	ENSG00000123200.16
OG0002714	ENSCAFG00000014866.4	ENSG00000159733.13
OG0002715	ENSCAFG00000010866.4	ENSG00000003756.17
OG0002716	ENSCAFG00000003949.5	ENSG00000163026.12
OG0002717	ENSCAFG00000003729.4	ENSG00000163029.16
OG0002718	ENSCAFG00000009537.5	ENSG00000152583.12
OG0002718	ENSCAFG00000017855.4	ENSG00000113140.11
OG0002719	ENSCAFG00000016291.4	ENSG00000274161.4, ENSG00000198010.12, ENSG00000282152.1, ENSG00000282318.1
OG0002720	ENSCAFG00000030791.2	ENSG00000279170.2
OG0002720	ENSCAFG00000012683.4	ENSG00000215845.11
OG0002721	ENSCAFG00000006416.5	ENSG00000163605.15
OG0002722	ENSCAFG00000006496.5	ENSG00000187098.15
OG0002723	ENSCAFG00000029100.2	ENSG00000147223.6
OG0002724	ENSCAFG00000002898.5	ENSG00000083097.14
OG0002725	ENSCAFG00000002741.4	ENSG00000196586.16
OG0002726	ENSCAFG00000002366.4	ENSG00000083845.9
OG0002727	ENSCAFG00000016455.4	ENSG00000130119.16
OG0002728	ENSCAFG00000032081.2	ENSG00000234370.10, ENSG00000236895.10, ENSG00000213780.11, ENSG00000233149.10, ENSG00000221974.11, ENSG00000226384.10
OG0002730	ENSCAFG00000000720.4	ENSG00000120437.9
OG0002731	ENSCAFG00000000674.3	ENSG00000206366.6, ENSG00000234196.2, ENSG00000237900.2, ENSG00000234852.2, ENSG00000204366.4
OG0002732	ENSCAFG00000000842.5	ENSG00000249141.1, ENSG00000026297.15
OG0002733	ENSCAFG00000041860.1, ENSCAFG00000044525.1, ENSCAFG00000047464.1, ENSCAFG00000041296.1, ENSCAFG00000041773.1	ENSG00000060762.19
OG0002734	ENSCAFG00000000768.4	ENSG00000240389.5, ENSG00000242038.5, ENSG00000243897.8, ENSG00000241404.7, ENSG00000240592.5, ENSG00000244444.6, ENSG00000239974.6
OG0002735	ENSCAFG00000000790.4	ENSG00000234508.7, ENSG00000237052.7, ENSG00000206314.9, ENSG00000236697.7, ENSG00000233490.7, ENSG00000234243.7, ENSG00000213654.10
OG0002736	ENSCAFG00000001865.5	ENSG00000137221.14
OG0002737	ENSCAFG00000001847.6	ENSG00000171467.16
OG0002738	ENSCAFG00000007015.4	ENSG00000152133.14
OG0002739	ENSCAFG00000006085.4	ENSG00000115816.15
OG0002740	ENSCAFG00000016039.4	ENSG00000143801.17
OG0002741	ENSCAFG00000002692.5	ENSG00000243244.6
OG0002742	ENSCAFG00000017967.4	ENSG00000127445.13
OG0002743	ENSCAFG00000017395.5	ENSG00000143578.16
OG0002743	ENSCAFG00000019126.5	ENSG00000060566.14
OG0002744	ENSCAFG00000044924.1, ENSCAFG00000048541.1, ENSCAFG00000047218.1, ENSCAFG00000049311.1, ENSCAFG00000048917.1	ENSG00000184831.14
OG0002745	ENSCAFG00000041744.1	ENSG00000165879.9
OG0002745	ENSCAFG00000043585.1	ENSG00000181274.7
OG0002746	ENSCAFG00000032155.2	ENSG00000240563.2
OG0002747	ENSCAFG00000013017.4	ENSG00000008283.16
OG0002748	ENSCAFG00000000686.5	ENSG00000226560.10, ENSG00000235017.9, ENSG00000231543.9, ENSG00000204364.10, ENSG00000235696.8, ENSG00000206372.11, ENSG00000166278.15
OG0002749	ENSCAFG00000025369.3, ENSCAFG00000029083.2	ENSG00000215115.6, ENSG00000215113.6, ENSG00000283599.2
OG0002750	ENSCAFG00000007560.5	ENSG00000153914.16
OG0002751	ENSCAFG00000013253.4	ENSG00000272391.6, ENSG00000196313.11
OG0002752	ENSCAFG00000032522.2	ENSG00000056586.16
OG0002753	ENSCAFG00000005630.4	ENSG00000175591.11
OG0002754	ENSCAFG00000004131.4	ENSG00000255855.2, ENSG00000235268.2, ENSG00000186280.7
OG0002755	ENSCAFG00000000897.6	ENSG00000111834.13
OG0002755	ENSCAFG00000004383.5	ENSG00000104941.8
OG0002756	ENSCAFG00000031821.1, ENSCAFG00000043348.1, ENSCAFG00000046920.1, ENSCAFG00000041973.1, ENSCAFG00000042698.1, ENSCAFG00000025485.4, ENSCAFG00000045351.1	ENSG00000231861.2, ENSG00000232382.2
OG0002758	ENSCAFG00000041665.1	ENSG00000173436.15
OG0002758	ENSCAFG00000024530.3	ENSG00000270136.6
OG0002759	ENSCAFG00000029893.1, ENSCAFG00000003876.3, ENSCAFG00000030225.1, ENSCAFG00000003655.3	ENSG00000258083.2
OG0002760	ENSCAFG00000001253.4	ENSG00000228198.3, ENSG00000162727.3, ENSG00000177186.3, ENSG00000198601.3
OG0002761	ENSCAFG00000032072.1, ENSCAFG00000043465.1, ENSCAFG00000045699.1, ENSCAFG00000041162.1	ENSG00000185926.1, ENSG00000258817.1
OG0002762	ENSCAFG00000031225.2	ENSG00000248485.2
OG0002762	ENSCAFG00000029311.2	ENSG00000183036.11
OG0002763	ENSCAFG00000011741.5	ENSG00000100109.17
OG0002764	ENSCAFG00000013755.4	ENSG00000139874.6
OG0002765	ENSCAFG00000006920.4	ENSG00000115042.10, ENSG00000144199.11
OG0002766	ENSCAFG00000041608.1, ENSCAFG00000041193.1	ENSG00000159961.2, ENSG00000221882.3
OG0002766	ENSCAFG00000045523.1	ENSG00000180090.5
OG0002767	ENSCAFG00000019945.4	ENSG00000130707.18
OG0002769	ENSCAFG00000024196.3	ENSG00000277607.4, ENSG00000276066.4, ENSG00000275962.4, ENSG00000189068.11, ENSG00000276363.4, ENSG00000275330.4, ENSG00000274953.4, ENSG00000274887.4, ENSG00000275577.4, ENSG00000276159.4
OG0002770	ENSCAFG00000010857.3	ENSG00000139428.12
OG0002771	ENSCAFG00000024140.1	ENSG00000256235.2
OG0002772	ENSCAFG00000031157.2	ENSG00000275931.4, ENSG00000275633.4, ENSG00000276065.4, ENSG00000088053.11, ENSG00000278670.4, ENSG00000278316.4, ENSG00000276211.4, ENSG00000274050.4, ENSG00000277439.4, ENSG00000274566.4
OG0002773	ENSCAFG00000008831.4, ENSCAFG00000045497.1, ENSCAFG00000044637.1	ENSG00000186980.6
OG0002773	ENSCAFG00000008829.4	ENSG00000240432.3
OG0002774	ENSCAFG00000010682.5	ENSG00000135899.17
OG0002774	ENSCAFG00000010704.4	ENSG00000185404.16, ENSG00000079263.19
OG0002774	ENSCAFG00000010717.4	ENSG00000067066.17
OG0002775	ENSCAFG00000043943.1, ENSCAFG00000041081.1	ENSG00000263150.3, ENSG00000254658.3
OG0002775	ENSCAFG00000043030.1	ENSG00000167822.2, ENSG00000172487.4, ENSG00000262796.1
OG0002797	ENSCAFG00000016820.3	ENSG00000167874.7
OG0002798	ENSCAFG00000019387.6	ENSG00000157933.10
OG0002799	ENSCAFG00000008680.4	ENSG00000159625.15
OG0002800	ENSCAFG00000012970.4	ENSG00000009950.16
OG0002801	ENSCAFG00000000566.4	ENSG00000100299.18
OG0002802	ENSCAFG00000007038.5	ENSG00000101294.17
OG0002803	ENSCAFG00000012414.4	ENSG00000148541.13
OG0002804	ENSCAFG00000019153.3	ENSG00000183862.5
OG0002805	ENSCAFG00000043181.1, ENSCAFG00000005131.5	ENSG00000272410.5, ENSG00000157014.11
OG0002806	ENSCAFG00000025031.3, ENSCAFG00000008324.4	ENSG00000047457.14
OG0002809	ENSCAFG00000017611.5	ENSG00000137831.15
OG0002810	ENSCAFG00000016750.4	ENSG00000143303.12
OG0002811	ENSCAFG00000010550.4	ENSG00000176261.15
OG0002812	ENSCAFG00000006389.4	ENSG00000088836.14
OG0002813	ENSCAFG00000004361.3	ENSG00000170604.5
OG0002815	ENSCAFG00000011352.4	ENSG00000075856.12
OG0002816	ENSCAFG00000012981.5	ENSG00000100078.4
OG0002817	ENSCAFG00000018817.4	ENSG00000141385.10
OG0002819	ENSCAFG00000016720.5	ENSG00000130052.13
OG0002820	ENSCAFG00000049244.1, ENSCAFG00000002977.5	ENSG00000106049.9
OG0002822	ENSCAFG00000005236.5	ENSG00000182606.16
OG0002823	ENSCAFG00000014073.5	ENSG00000146828.18
OG0002824	ENSCAFG00000002858.4	ENSG00000136279.20
OG0002825	ENSCAFG00000031187.2	ENSG00000114279.13
OG0002826	ENSCAFG00000003120.5	ENSG00000127603.28
OG0002827	ENSCAFG00000022734.1, ENSCAFG00000003318.3	ENSG00000212907.2
OG0002828	ENSCAFG00000014825.4	ENSG00000090686.16
OG0002829	ENSCAFG00000004385.5	ENSG00000115155.17
OG0002830	ENSCAFG00000016379.5	ENSG00000106012.18
OG0002831	ENSCAFG00000013457.4	ENSG00000118246.14
OG0002832	ENSCAFG00000015996.3	ENSG00000147082.18
OG0002833	ENSCAFG00000007621.4	ENSG00000131943.17
OG0002835	ENSCAFG00000006898.4	ENSG00000110435.12
OG0002836	ENSCAFG00000012876.4	ENSG00000163599.17
OG0002837	ENSCAFG00000005615.3, ENSCAFG00000001476.4	ENSG00000169609.14
OG0002838	ENSCAFG00000013181.4	ENSG00000235272.2, ENSG00000169612.4
OG0002839	ENSCAFG00000019382.4	ENSG00000104969.10
OG0002840	ENSCAFG00000031979.3	ENSG00000185532.19
OG0002841	ENSCAFG00000017925.4	ENSG00000185559.16
OG0002842	ENSCAFG00000030764.2	ENSG00000197119.13
OG0002843	ENSCAFG00000017891.4	ENSG00000168350.8
OG0002844	ENSCAFG00000032741.2	ENSG00000205832.7
OG0002845	ENSCAFG00000019201.5	ENSG00000102858.13
OG0002846	ENSCAFG00000003608.5	ENSG00000119397.16
OG0002847	ENSCAFG00000015752.5	ENSG00000281540.3, ENSG00000179051.14
OG0002848	ENSCAFG00000003361.1	ENSG00000143977.14
OG0002849	ENSCAFG00000003591.4	ENSG00000106804.8
OG0002850	ENSCAFG00000018209.4	ENSG00000072134.15
OG0002851	ENSCAFG00000019905.4	ENSG00000130714.16
OG0002853	ENSCAFG00000003570.4	ENSG00000119402.17
OG0002854	ENSCAFG00000012367.4	ENSG00000285379.2, ENSG00000129465.16
OG0002855	ENSCAFG00000000988.4	ENSG00000198951.12
OG0002856	ENSCAFG00000017810.4	ENSG00000284290.2, ENSG00000175311.7
OG0002857	ENSCAFG00000018651.4, ENSCAFG00000029395.2	ENSG00000138029.14
OG0002858	ENSCAFG00000031582.2	ENSG00000135373.12
OG0002859	ENSCAFG00000011916.5	ENSG00000106665.16
OG0002860	ENSCAFG00000016148.4	ENSG00000288301.1, ENSG00000215041.10, ENSG00000288456.1, ENSG00000261915.6
OG0002861	ENSCAFG00000012286.5	ENSG00000082146.13
OG0002862	ENSCAFG00000009698.4	ENSG00000166136.16, ENSG00000255339.6
OG0002863	ENSCAFG00000000919.4	ENSG00000164405.11
OG0002864	ENSCAFG00000010783.4	ENSG00000106609.16
OG0002865	ENSCAFG00000004558.5	ENSG00000179846.9
OG0002866	ENSCAFG00000018704.4	ENSG00000079215.14
OG0002867	ENSCAFG00000018731.4	ENSG00000164187.7
OG0002868	ENSCAFG00000016929.5	ENSG00000163374.19, ENSG00000116580.18
OG0002869	ENSCAFG00000030738.2	ENSG00000197889.10
OG0002870	ENSCAFG00000018790.4	ENSG00000113492.14
OG0002871	ENSCAFG00000016634.4	ENSG00000156860.16
OG0002872	ENSCAFG00000003649.4	ENSG00000269469.1, ENSG00000161618.10
OG0002873	ENSCAFG00000002349.4	ENSG00000130725.8
OG0002874	ENSCAFG00000003886.5	ENSG00000105559.12
OG0002875	ENSCAFG00000030720.2	ENSG00000103485.19
OG0002876	ENSCAFG00000016940.4	ENSG00000169221.14
OG0002878	ENSCAFG00000019765.4	ENSG00000198870.8, ENSG00000281245.2
OG0002879	ENSCAFG00000017131.4	ENSG00000166855.9
OG0002880	ENSCAFG00000029858.2, ENSCAFG00000009065.4	ENSG00000249624.9, ENSG00000159110.19
OG0002881	ENSCAFG00000014346.4	ENSG00000182326.15
OG0002882	ENSCAFG00000014220.5	ENSG00000288512.1, ENSG00000159403.18
OG0002883	ENSCAFG00000016863.5	ENSG00000160789.20
OG0002884	ENSCAFG00000028741.2	ENSG00000157869.15
OG0002885	ENSCAFG00000005716.4	ENSG00000158669.11
OG0002886	ENSCAFG00000001143.4	ENSG00000128285.4
OG0002887	ENSCAFG00000017398.4	ENSG00000143570.18
OG0002888	ENSCAFG00000019907.5	ENSG00000140948.13
OG0002889	ENSCAFG00000006588.4	ENSG00000132635.17
OG0002890	ENSCAFG00000023111.3, ENSCAFG00000019141.3, ENSCAFG00000043436.1, ENSCAFG00000012479.3	ENSG00000197747.9
OG0002891	ENSCAFG00000004842.4	ENSG00000151366.13, ENSG00000259112.2
OG0002892	ENSCAFG00000004845.1	ENSG00000151365.2
OG0002893	ENSCAFG00000004851.4	ENSG00000149262.17
OG0002894	ENSCAFG00000017426.5	ENSG00000136451.9
OG0002895	ENSCAFG00000018849.4	ENSG00000048471.14
OG0002896	ENSCAFG00000003417.4, ENSCAFG00000011723.3, ENSCAFG00000024324.3	ENSG00000120656.11
OG0002897	ENSCAFG00000011711.4	ENSG00000162419.12
OG0002898	ENSCAFG00000013556.4	ENSG00000166736.11
OG0002899	ENSCAFG00000013688.5	ENSG00000048028.11
OG0002900	ENSCAFG00000015145.4	ENSG00000138592.14
OG0002901	ENSCAFG00000018824.4	ENSG00000132589.16
OG0002902	ENSCAFG00000017922.4	ENSG00000288408.1, ENSG00000138629.16
OG0002903	ENSCAFG00000011099.4	ENSG00000196704.12
OG0002904	ENSCAFG00000031501.2, ENSCAFG00000016545.3	ENSG00000166920.12
OG0002905	ENSCAFG00000012735.4	ENSG00000186001.14
OG0002906	ENSCAFG00000018133.5	ENSG00000275066.5, ENSG00000274047.4
OG0002907	ENSCAFG00000006534.4	ENSG00000215305.10
OG0002908	ENSCAFG00000002261.4	ENSG00000048828.17
OG0002909	ENSCAFG00000007152.7	ENSG00000144724.20
OG0002910	ENSCAFG00000015904.4	ENSG00000137876.10
OG0002911	ENSCAFG00000002226.4	ENSG00000115539.14
OG0002912	ENSCAFG00000007667.4	ENSG00000168883.20
OG0002913	ENSCAFG00000017706.5	ENSG00000155719.17, ENSG00000284559.2
OG0002915	ENSCAFG00000007680.4	ENSG00000168890.14
OG0002916	ENSCAFG00000002827.4	ENSG00000066136.20
OG0002917	ENSCAFG00000015039.4	ENSG00000163945.18
OG0002918	ENSCAFG00000029974.2, ENSCAFG00000015635.4	ENSG00000106305.10
OG0002919	ENSCAFG00000008797.4	ENSG00000144048.10
OG0002920	ENSCAFG00000041373.1, ENSCAFG00000008357.4	ENSG00000125166.13
OG0002921	ENSCAFG00000016831.4	ENSG00000226650.6, ENSG00000090889.12
OG0002922	ENSCAFG00000017531.6	ENSG00000288130.1, ENSG00000090905.19
OG0002923	ENSCAFG00000018717.4	ENSG00000253797.2, ENSG00000156697.13
OG0002924	ENSCAFG00000019860.3	ENSG00000196422.11
OG0002925	ENSCAFG00000032227.2	ENSG00000130558.19
OG0002926	ENSCAFG00000000393.4	ENSG00000120265.17
OG0002927	ENSCAFG00000018690.5	ENSG00000122126.17
OG0002928	ENSCAFG00000013714.3	ENSG00000160991.16
OG0002929	ENSCAFG00000018691.5	ENSG00000101745.17
OG0002931	ENSCAFG00000029430.2	ENSG00000163394.6
OG0002932	ENSCAFG00000014976.5	ENSG00000072518.20
OG0002933	ENSCAFG00000000429.4	ENSG00000120262.10
OG0002934	ENSCAFG00000000430.4	ENSG00000091831.23
OG0002935	ENSCAFG00000030648.2	ENSG00000284927.1
OG0002936	ENSCAFG00000013140.5	ENSG00000091436.17
OG0002937	ENSCAFG00000015748.4	ENSG00000133678.14
OG0002938	ENSCAFG00000000164.4	ENSG00000141646.14
OG0002939	ENSCAFG00000000221.5	ENSG00000118514.14
OG0002940	ENSCAFG00000017841.4	ENSG00000145907.15
OG0002941	ENSCAFG00000016827.4	ENSG00000103507.14
OG0002942	ENSCAFG00000042088.1, ENSCAFG00000014303.4	ENSG00000138363.15
OG0002944	ENSCAFG00000045924.1	ENSG00000225614.3
OG0002945	ENSCAFG00000000190.4	ENSG00000112306.8
OG0002946	ENSCAFG00000000189.5	ENSG00000146409.12
OG0002947	ENSCAFG00000017765.5	ENSG00000155511.18
OG0002948	ENSCAFG00000007520.4	ENSG00000145439.12
OG0002949	ENSCAFG00000011500.4	ENSG00000130935.10
OG0002950	ENSCAFG00000005263.5	ENSG00000158636.16
OG0002951	ENSCAFG00000018813.4	ENSG00000132591.12
OG0002952	ENSCAFG00000012158.5	ENSG00000145191.15
OG0002953	ENSCAFG00000009963.5	ENSG00000115233.12
OG0002954	ENSCAFG00000012113.4	ENSG00000184056.14, ENSG00000284946.1
OG0002955	ENSCAFG00000002375.4, ENSCAFG00000001905.4	ENSG00000165006.14
OG0002956	ENSCAFG00000001909.4	ENSG00000186638.16
OG0002957	ENSCAFG00000015049.3	ENSG00000158825.6
OG0002958	ENSCAFG00000013500.5	ENSG00000168056.16
OG0002959	ENSCAFG00000019908.4	ENSG00000130723.20
OG0002960	ENSCAFG00000019203.4	ENSG00000274145.2, ENSG00000167705.12
OG0002961	ENSCAFG00000031865.2	ENSG00000276336.4, ENSG00000074660.16
OG0002962	ENSCAFG00000015231.4	ENSG00000185722.18
OG0002963	ENSCAFG00000029941.2	ENSG00000132388.12
OG0002964	ENSCAFG00000012342.3	ENSG00000256269.10
OG0002965	ENSCAFG00000029087.2	ENSG00000285109.1, ENSG00000136574.17
OG0002966	ENSCAFG00000017383.4	ENSG00000155008.14
OG0002967	ENSCAFG00000031177.2	ENSG00000257524.6, ENSG00000160408.14
OG0002968	ENSCAFG00000004241.5	ENSG00000143970.17
OG0002969	ENSCAFG00000013197.4	ENSG00000130305.17
OG0002970	ENSCAFG00000009156.4	ENSG00000137265.15
OG0002971	ENSCAFG00000001128.5	ENSG00000042832.12
OG0002972	ENSCAFG00000006099.4	ENSG00000085788.14
OG0002973	ENSCAFG00000006065.3	ENSG00000171867.17
OG0002974	ENSCAFG00000013238.5	ENSG00000076201.15
OG0002975	ENSCAFG00000010132.6	ENSG00000084234.17
OG0002976	ENSCAFG00000020218.4	ENSG00000102967.12
OG0002977	ENSCAFG00000020111.3	ENSG00000136877.15
OG0002978	ENSCAFG00000009847.4	ENSG00000100982.12
OG0002979	ENSCAFG00000030330.2	ENSG00000224051.7
OG0002980	ENSCAFG00000019287.4	ENSG00000127054.20
OG0002981	ENSCAFG00000032169.2, ENSCAFG00000000030.2, ENSCAFG00000016564.2, ENSCAFG00000017472.4	ENSG00000101367.9
OG0002982	ENSCAFG00000013591.4	ENSG00000090512.12
OG0002983	ENSCAFG00000007919.4	ENSG00000256861.1, ENSG00000139719.11
OG0002984	ENSCAFG00000011551.4	ENSG00000073067.14
OG0002985	ENSCAFG00000028574.2	ENSG00000101888.11
OG0002986	ENSCAFG00000005019.4	ENSG00000107485.18
OG0002987	ENSCAFG00000032391.2	ENSG00000180921.7, ENSG00000273889.2
OG0002988	ENSCAFG00000013353.5, ENSCAFG00000000798.3	ENSG00000143198.13
OG0002989	ENSCAFG00000044031.1	ENSG00000178919.9
OG0002990	ENSCAFG00000005522.4	ENSG00000115947.13
OG0002991	ENSCAFG00000020269.4	ENSG00000259900.5, ENSG00000157315.5
OG0002992	ENSCAFG00000020342.5	ENSG00000137965.11
OG0002992	ENSCAFG00000020343.4	ENSG00000137959.16
OG0002993	ENSCAFG00000041066.1, ENSCAFG00000046560.1	ENSG00000103018.17
OG0002994	ENSCAFG00000020254.5	ENSG00000102908.22
OG0002995	ENSCAFG00000020247.4	ENSG00000198373.12
OG0002996	ENSCAFG00000009860.5	ENSG00000166164.15
OG0002997	ENSCAFG00000013473.4	ENSG00000171877.21
OG0002998	ENSCAFG00000002106.4, ENSCAFG00000019273.5	ENSG00000167721.11
OG0002999	ENSCAFG00000005827.6	ENSG00000196504.17
OG0003000	ENSCAFG00000001588.4	ENSG00000132517.15, ENSG00000185803.10, ENSG00000285112.2
OG0003001	ENSCAFG00000003803.5	ENSG00000078618.21
OG0003002	ENSCAFG00000007379.4	ENSG00000152495.11
OG0003003	ENSCAFG00000006764.5	ENSG00000227345.8
OG0003004	ENSCAFG00000029477.2, ENSCAFG00000049889.1	ENSG00000265354.4
OG0003005	ENSCAFG00000016100.6	ENSG00000204176.14, ENSG00000288175.1, ENSG00000277758.4
OG0003006	ENSCAFG00000017268.5	ENSG00000164609.10
OG0003007	ENSCAFG00000012726.4	ENSG00000158006.14
OG0003008	ENSCAFG00000009533.4	ENSG00000124783.14
OG0003009	ENSCAFG00000017264.5	ENSG00000250254.2, ENSG00000164611.13
OG0003011	ENSCAFG00000041071.1, ENSCAFG00000011350.3	ENSG00000240230.6
OG0003012	ENSCAFG00000030208.2	ENSG00000128242.13
OG0003013	ENSCAFG00000014525.3	ENSG00000167065.13, ENSG00000189037.8
OG0003014	ENSCAFG00000001228.5	ENSG00000105339.10
OG0003015	ENSCAFG00000012968.4	ENSG00000130589.16
OG0003016	ENSCAFG00000011894.1	ENSG00000196981.4
OG0003017	ENSCAFG00000013040.4	ENSG00000026036.22, ENSG00000258366.8
OG0003018	ENSCAFG00000013254.5	ENSG00000163328.13
OG0003019	ENSCAFG00000013056.4	ENSG00000273154.3, ENSG00000197114.11
OG0003020	ENSCAFG00000002990.5	ENSG00000136813.14
OG0003021	ENSCAFG00000020003.4	ENSG00000148343.18
OG0003022	ENSCAFG00000016262.4	ENSG00000128849.10
OG0003023	ENSCAFG00000002658.4	ENSG00000119899.13
OG0003024	ENSCAFG00000013458.5	ENSG00000133657.15
OG0003026	ENSCAFG00000019373.5	ENSG00000187634.12
OG0003027	ENSCAFG00000005691.5	ENSG00000029534.20
OG0003028	ENSCAFG00000014896.6	ENSG00000244486.8
OG0003029	ENSCAFG00000005632.5	ENSG00000083168.11
OG0003030	ENSCAFG00000001600.5	ENSG00000071894.17, ENSG00000285049.2
OG0003031	ENSCAFG00000003658.5	ENSG00000276615.2, ENSG00000197993.9
OG0003032	ENSCAFG00000031759.2	ENSG00000278488.2, ENSG00000147813.16
OG0003033	ENSCAFG00000009109.5	ENSG00000183808.11
OG0003034	ENSCAFG00000016043.4	ENSG00000151575.14
OG0003035	ENSCAFG00000024667.2	ENSG00000164729.7, ENSG00000236396.8, ENSG00000285084.1, ENSG00000177710.5, ENSG00000284515.1, ENSG00000259224.2
OG0003036	ENSCAFG00000018927.5	ENSG00000198689.11
OG0003037	ENSCAFG00000004136.4	ENSG00000084710.14
OG0003038	ENSCAFG00000023169.3	ENSG00000136939.1, ENSG00000171459.4
OG0003039	ENSCAFG00000015338.4	ENSG00000137869.15
OG0003040	ENSCAFG00000015318.4	ENSG00000081014.11
OG0003041	ENSCAFG00000003623.5	ENSG00000106144.20
OG0003042	ENSCAFG00000006783.3	ENSG00000135956.8
OG0003043	ENSCAFG00000009449.4	ENSG00000156467.9
OG0003044	ENSCAFG00000001226.5	ENSG00000162722.9
OG0003044	ENSCAFG00000006025.4	ENSG00000132109.10
OG0003045	ENSCAFG00000000963.4	ENSG00000224841.9, ENSG00000237825.9, ENSG00000206282.11, ENSG00000237441.10, ENSG00000228736.9
OG0003046	ENSCAFG00000014837.4	ENSG00000204262.14
OG0003047	ENSCAFG00000010263.5	ENSG00000170890.14
OG0003048	ENSCAFG00000032110.2, ENSCAFG00000042167.1	ENSG00000137720.8
OG0003049	ENSCAFG00000017485.5	ENSG00000205629.12
OG0003050	ENSCAFG00000016102.3	ENSG00000264717.5, ENSG00000288157.1, ENSG00000204174.8
OG0003051	ENSCAFG00000008310.5	ENSG00000091656.19
OG0003052	ENSCAFG00000019219.4	ENSG00000008130.15
OG0003053	ENSCAFG00000007112.4, ENSCAFG00000003714.3	ENSG00000137575.12
OG0003054	ENSCAFG00000020178.4	ENSG00000119487.17
OG0003055	ENSCAFG00000009588.5	ENSG00000213341.11
OG0003056	ENSCAFG00000003799.4	ENSG00000151470.13
OG0003057	ENSCAFG00000018879.4	ENSG00000113387.12
OG0003058	ENSCAFG00000004403.4	ENSG00000125743.10
OG0003059	ENSCAFG00000014421.4	ENSG00000138375.13
OG0003060	ENSCAFG00000010440.4	ENSG00000112312.10
OG0003061	ENSCAFG00000017149.4	ENSG00000174498.14
OG0003062	ENSCAFG00000014008.5	ENSG00000104177.18
OG0003063	ENSCAFG00000004998.4	ENSG00000183840.7
OG0003064	ENSCAFG00000000137.5	ENSG00000091164.13
OG0003065	ENSCAFG00000032498.2, ENSCAFG00000009751.5	ENSG00000158806.14
OG0003066	ENSCAFG00000014058.5	ENSG00000152492.15
OG0003067	ENSCAFG00000006721.5	ENSG00000060709.15
OG0003068	ENSCAFG00000007866.4	ENSG00000067167.8
OG0003068	ENSCAFG00000030514.1	ENSG00000174599.5
OG0003069	ENSCAFG00000017169.4	ENSG00000160710.17
OG0003070	ENSCAFG00000004537.4	ENSG00000084693.16
OG0003071	ENSCAFG00000019517.4	ENSG00000177239.15
OG0003072	ENSCAFG00000041785.1	ENSG00000165471.6
OG0003073	ENSCAFG00000014637.4	ENSG00000138286.15
OG0003074	ENSCAFG00000008021.4	ENSG00000147604.14
OG0003075	ENSCAFG00000011334.4	ENSG00000274523.5
OG0003076	ENSCAFG00000002382.4	ENSG00000147912.13
OG0003077	ENSCAFG00000002395.3	ENSG00000141437.9, ENSG00000122696.14
OG0003078	ENSCAFG00000007358.3	ENSG00000153885.14
OG0003079	ENSCAFG00000014865.6	ENSG00000176986.16
OG0003080	ENSCAFG00000007489.5	ENSG00000150977.10
OG0003081	ENSCAFG00000007503.5	ENSG00000139697.14
OG0003082	ENSCAFG00000001700.4	ENSG00000197157.11
OG0003083	ENSCAFG00000004564.6	ENSG00000083635.8
OG0003084	ENSCAFG00000004557.5	ENSG00000133114.18
