Orthogroup	C_familiaris.pep	A_carolinensis.pep
OG0000794	ENSCAFG00000044053.1	ENSACAG00000009221.3
OG0000795	ENSCAFG00000018319.6	ENSACAG00000009657.2
OG0000795	ENSCAFG00000004837.4	ENSACAG00000006818.3
OG0000796	ENSCAFG00000013190.4	ENSACAG00000013736.3
OG0000797	ENSCAFG00000010664.4	ENSACAG00000016081.3
OG0000798	ENSCAFG00000003191.4, ENSCAFG00000010887.5	ENSACAG00000008606.3
OG0000798	ENSCAFG00000014033.5	ENSACAG00000001549.3
OG0000799	ENSCAFG00000031425.2	ENSACAG00000008230.3
OG0000800	ENSCAFG00000019852.6	ENSACAG00000013152.3
OG0000801	ENSCAFG00000013639.4	ENSACAG00000001101.3
OG0000802	ENSCAFG00000011177.5	ENSACAG00000001035.3
OG0000802	ENSCAFG00000020316.5	ENSACAG00000010249.3
OG0000804	ENSCAFG00000014399.4	ENSACAG00000015106.3
OG0000804	ENSCAFG00000020242.4	ENSACAG00000011360.2
OG0000805	ENSCAFG00000008871.4	ENSACAG00000009988.3
OG0000806	ENSCAFG00000011346.5	ENSACAG00000025013.1
OG0000806	ENSCAFG00000017482.5	ENSACAG00000011158.2, ENSACAG00000004333.3
OG0000807	ENSCAFG00000048749.1, ENSCAFG00000030524.2, ENSCAFG00000029837.2	ENSACAG00000025506.2
OG0000808	ENSCAFG00000008453.4, ENSCAFG00000002173.4, ENSCAFG00000004900.3, ENSCAFG00000003534.4, ENSCAFG00000008758.4, ENSCAFG00000015042.4	ENSACAG00000001960.3
OG0000809	ENSCAFG00000012750.4	ENSACAG00000000857.3
OG0000809	ENSCAFG00000019695.5	ENSACAG00000015639.3
OG0000810	ENSCAFG00000015664.4	ENSACAG00000016632.2
OG0000811	ENSCAFG00000005771.4	ENSACAG00000011317.3
OG0000811	ENSCAFG00000032563.2	ENSACAG00000016936.3
OG0000812	ENSCAFG00000012281.5	ENSACAG00000010381.3
OG0000812	ENSCAFG00000009159.5	ENSACAG00000005640.3
OG0000814	ENSCAFG00000015746.5	ENSACAG00000012844.3
OG0000814	ENSCAFG00000001402.4	ENSACAG00000008245.3
OG0000815	ENSCAFG00000015838.6	ENSACAG00000014790.3
OG0000815	ENSCAFG00000024807.3	ENSACAG00000010910.3
OG0000816	ENSCAFG00000017197.4	ENSACAG00000011266.3
OG0000817	ENSCAFG00000001966.4	ENSACAG00000001846.3
OG0000817	ENSCAFG00000007608.5	ENSACAG00000015860.3
OG0000818	ENSCAFG00000046488.1	ENSACAG00000000474.3
OG0000818	ENSCAFG00000015133.5	ENSACAG00000011792.3
OG0000819	ENSCAFG00000010470.4	ENSACAG00000013982.3
OG0000819	ENSCAFG00000001855.5	ENSACAG00000015952.3
OG0000820	ENSCAFG00000030440.2	ENSACAG00000008505.3
OG0000820	ENSCAFG00000029442.2	ENSACAG00000000985.3
OG0000821	ENSCAFG00000031907.2, ENSCAFG00000032728.2, ENSCAFG00000017792.2, ENSCAFG00000017763.3, ENSCAFG00000032442.2	ENSACAG00000013705.3
OG0000822	ENSCAFG00000013011.5	ENSACAG00000004519.3
OG0000822	ENSCAFG00000009253.5	ENSACAG00000007748.3
OG0000823	ENSCAFG00000029464.2	ENSACAG00000001127.2
OG0000823	ENSCAFG00000031810.2	ENSACAG00000012852.3
OG0000824	ENSCAFG00000008707.5	ENSACAG00000010857.3
OG0000824	ENSCAFG00000013154.5	ENSACAG00000004960.3
OG0000825	ENSCAFG00000000200.2	ENSACAG00000006359.2
OG0000826	ENSCAFG00000017419.4	ENSACAG00000013802.3
OG0000826	ENSCAFG00000004978.5	ENSACAG00000000465.3
OG0000827	ENSCAFG00000008180.4	ENSACAG00000009572.3
OG0000827	ENSCAFG00000015212.4	ENSACAG00000017803.3
OG0000828	ENSCAFG00000015162.5	ENSACAG00000014278.3
OG0000829	ENSCAFG00000003530.4, ENSCAFG00000003528.5	ENSACAG00000011057.2, ENSACAG00000025030.1, ENSACAG00000005702.3
OG0000830	ENSCAFG00000012696.5	ENSACAG00000016359.3
OG0000830	ENSCAFG00000002143.4	ENSACAG00000014180.3
OG0000831	ENSCAFG00000009931.4	ENSACAG00000007138.3
OG0000831	ENSCAFG00000010793.5	ENSACAG00000002218.3
OG0000832	ENSCAFG00000013659.4	ENSACAG00000007682.3
OG0000833	ENSCAFG00000009155.3, ENSCAFG00000009035.5	ENSACAG00000005562.3
OG0000834	ENSCAFG00000001648.5	ENSACAG00000003590.2, ENSACAG00000004887.3
OG0000834	ENSCAFG00000028511.2	ENSACAG00000013552.3
OG0000835	ENSCAFG00000014179.4	ENSACAG00000014579.3
OG0000835	ENSCAFG00000003504.5	ENSACAG00000017950.3
OG0000836	ENSCAFG00000017163.4	ENSACAG00000003382.3
OG0000836	ENSCAFG00000002337.4	ENSACAG00000015123.3
OG0000838	ENSCAFG00000012067.4	ENSACAG00000009127.3
OG0000839	ENSCAFG00000012757.4, ENSCAFG00000023437.3, ENSCAFG00000012703.4	ENSACAG00000009521.3
OG0000840	ENSCAFG00000001378.4	ENSACAG00000016966.2
OG0000841	ENSCAFG00000013985.4	ENSACAG00000000462.3
OG0000842	ENSCAFG00000016610.4	ENSACAG00000015170.3
OG0000843	ENSCAFG00000016466.4	ENSACAG00000014641.3
OG0000843	ENSCAFG00000001791.5	ENSACAG00000012229.3
OG0000844	ENSCAFG00000015807.4	ENSACAG00000004911.3
OG0000844	ENSCAFG00000007755.3	ENSACAG00000012984.2
OG0000845	ENSCAFG00000028780.2	ENSACAG00000013051.3
OG0000846	ENSCAFG00000014966.4	ENSACAG00000003501.3
OG0000847	ENSCAFG00000030573.2	ENSACAG00000022866.1, ENSACAG00000006647.3, ENSACAG00000002552.2, ENSACAG00000002537.3, ENSACAG00000029012.1, ENSACAG00000004663.2, ENSACAG00000002533.2
OG0000848	ENSCAFG00000008350.3	ENSACAG00000013361.2
OG0000849	ENSCAFG00000015754.5	ENSACAG00000021141.3
OG0000850	ENSCAFG00000015877.4	ENSACAG00000001757.3
OG0000850	ENSCAFG00000005330.3	ENSACAG00000009003.3
OG0000851	ENSCAFG00000005228.5	ENSACAG00000010746.3
OG0000851	ENSCAFG00000007551.4	ENSACAG00000009524.3
OG0000852	ENSCAFG00000012600.4, ENSCAFG00000003755.3, ENSCAFG00000004895.5, ENSCAFG00000031914.2	ENSACAG00000009500.2
OG0000852	ENSCAFG00000046211.1	ENSACAG00000016391.2
OG0000853	ENSCAFG00000014124.5	ENSACAG00000016717.3
OG0000854	ENSCAFG00000015925.5	ENSACAG00000006826.3
OG0000855	ENSCAFG00000011354.4	ENSACAG00000009428.2
OG0000856	ENSCAFG00000023230.4	ENSACAG00000008929.3
OG0000856	ENSCAFG00000019616.4	ENSACAG00000008931.2
OG0000857	ENSCAFG00000010563.4, ENSCAFG00000041682.1	ENSACAG00000000714.2
OG0000857	ENSCAFG00000003422.4	ENSACAG00000008430.3
OG0000858	ENSCAFG00000025047.4	ENSACAG00000017029.3
OG0000858	ENSCAFG00000003858.4	ENSACAG00000004713.3
OG0000859	ENSCAFG00000011122.5	ENSACAG00000003655.3
OG0000859	ENSCAFG00000004882.5	ENSACAG00000003202.3
OG0000860	ENSCAFG00000002732.4	ENSACAG00000016935.2
OG0000860	ENSCAFG00000012416.4	ENSACAG00000011247.3
OG0000861	ENSCAFG00000029355.2	ENSACAG00000001161.3
OG0000862	ENSCAFG00000000485.3	ENSACAG00000017258.3
OG0000863	ENSCAFG00000028827.1	ENSACAG00000012315.3
OG0000864	ENSCAFG00000015543.5	ENSACAG00000013442.3
OG0000864	ENSCAFG00000011362.4	ENSACAG00000000539.3
OG0000865	ENSCAFG00000001753.4	ENSACAG00000005353.3
OG0000866	ENSCAFG00000004391.3, ENSCAFG00000043862.1	ENSACAG00000007191.2
OG0000867	ENSCAFG00000020026.4	ENSACAG00000003572.2
OG0000867	ENSCAFG00000002346.4	ENSACAG00000016480.3
OG0000868	ENSCAFG00000003884.4	ENSACAG00000014005.3
OG0000868	ENSCAFG00000001944.4	ENSACAG00000015925.3
OG0000869	ENSCAFG00000003272.4	ENSACAG00000017690.3
OG0000870	ENSCAFG00000013698.4	ENSACAG00000002484.3
OG0000870	ENSCAFG00000002080.4	ENSACAG00000002478.3
OG0000871	ENSCAFG00000014027.4	ENSACAG00000010566.3
OG0000871	ENSCAFG00000003470.4	ENSACAG00000017463.3
OG0000872	ENSCAFG00000009342.4	ENSACAG00000014896.3
OG0000872	ENSCAFG00000001740.4	ENSACAG00000014469.3
OG0000873	ENSCAFG00000002525.5	ENSACAG00000009250.3
OG0000874	ENSCAFG00000001139.4, ENSCAFG00000008255.4, ENSCAFG00000009018.4, ENSCAFG00000045923.1, ENSCAFG00000043610.1, ENSCAFG00000042409.1	ENSACAG00000005227.2
OG0000875	ENSCAFG00000004475.6	ENSACAG00000005666.3
OG0000876	ENSCAFG00000012883.4	ENSACAG00000010811.2
OG0000876	ENSCAFG00000005872.4	ENSACAG00000010539.2
OG0000877	ENSCAFG00000006105.5	ENSACAG00000011905.2
OG0000878	ENSCAFG00000023971.3	ENSACAG00000015230.3
OG0000878	ENSCAFG00000047178.1	ENSACAG00000008772.2
OG0000879	ENSCAFG00000003751.4	ENSACAG00000008185.3
OG0000879	ENSCAFG00000016566.4	ENSACAG00000015805.3
OG0000880	ENSCAFG00000003716.6	ENSACAG00000002092.3
OG0000880	ENSCAFG00000004778.5	ENSACAG00000000984.2
OG0000881	ENSCAFG00000006536.4, ENSCAFG00000011225.3	ENSACAG00000007123.2
OG0000881	ENSCAFG00000016828.4	ENSACAG00000006651.3
OG0000882	ENSCAFG00000016942.4	ENSACAG00000004879.3
OG0000882	ENSCAFG00000005188.5	ENSACAG00000000338.3
OG0000883	ENSCAFG00000009691.4	ENSACAG00000015576.3
OG0000883	ENSCAFG00000003541.5	ENSACAG00000013405.3
OG0000884	ENSCAFG00000011393.4	ENSACAG00000000827.2, ENSACAG00000029642.1, ENSACAG00000022069.2
OG0000885	ENSCAFG00000011662.5	ENSACAG00000001584.2
OG0000886	ENSCAFG00000010431.5	ENSACAG00000007030.3
OG0000886	ENSCAFG00000020185.3	ENSACAG00000012663.3
OG0000887	ENSCAFG00000012329.4	ENSACAG00000000788.3
OG0000887	ENSCAFG00000004166.4	ENSACAG00000006504.3
OG0000888	ENSCAFG00000014506.4	ENSACAG00000017894.3
OG0000890	ENSCAFG00000010546.4, ENSCAFG00000025131.3	ENSACAG00000029601.1
OG0000891	ENSCAFG00000007870.4	ENSACAG00000003495.3
OG0000891	ENSCAFG00000006231.5	ENSACAG00000004272.2
OG0000892	ENSCAFG00000000594.4	ENSACAG00000002759.2
OG0000893	ENSCAFG00000013182.7	ENSACAG00000002588.3
OG0000894	ENSCAFG00000008647.4	ENSACAG00000010885.3
OG0000894	ENSCAFG00000019451.4	ENSACAG00000012690.3
OG0000895	ENSCAFG00000012084.5	ENSACAG00000010774.2
OG0000896	ENSCAFG00000005812.4	ENSACAG00000010703.3
OG0000897	ENSCAFG00000011544.5, ENSCAFG00000025299.3	ENSACAG00000016900.3
OG0000898	ENSCAFG00000000388.4	ENSACAG00000011368.3
OG0000899	ENSCAFG00000000766.6	ENSACAG00000010659.3
OG0000916	ENSCAFG00000015446.3	ENSACAG00000012269.1
OG0000917	ENSCAFG00000006044.5	ENSACAG00000017569.3
OG0000917	ENSCAFG00000018204.4	ENSACAG00000013386.3
OG0000918	ENSCAFG00000049578.1, ENSCAFG00000016753.4	ENSACAG00000015444.3
OG0000918	ENSCAFG00000011521.5	ENSACAG00000013905.2
OG0000919	ENSCAFG00000024670.3	ENSACAG00000005942.1
OG0000920	ENSCAFG00000012296.3, ENSCAFG00000004198.3, ENSCAFG00000008117.4, ENSCAFG00000009308.1, ENSCAFG00000020296.3, ENSCAFG00000005722.2, ENSCAFG00000011951.3, ENSCAFG00000017346.2	ENSACAG00000014763.3
OG0000921	ENSCAFG00000010597.5	ENSACAG00000004057.3
OG0000921	ENSCAFG00000004049.5	ENSACAG00000012174.3
OG0000923	ENSCAFG00000012675.4	ENSACAG00000008817.2, ENSACAG00000014489.2, ENSACAG00000008067.2, ENSACAG00000014102.2, ENSACAG00000027379.2, ENSACAG00000008793.2
OG0000924	ENSCAFG00000011570.4	ENSACAG00000001219.3
OG0000924	ENSCAFG00000017992.4	ENSACAG00000001449.3
OG0000925	ENSCAFG00000043512.1	ENSACAG00000009598.2
OG0000925	ENSCAFG00000029573.2	ENSACAG00000007539.3
OG0000926	ENSCAFG00000019377.4	ENSACAG00000007183.3
OG0000927	ENSCAFG00000018126.4	ENSACAG00000000631.3
OG0000927	ENSCAFG00000006446.5	ENSACAG00000007358.2
OG0000928	ENSCAFG00000031150.2	ENSACAG00000016318.3
OG0000928	ENSCAFG00000009092.4	ENSACAG00000029151.1
OG0000929	ENSCAFG00000007380.4	ENSACAG00000007355.3
OG0000929	ENSCAFG00000018587.5	ENSACAG00000011541.3
OG0000930	ENSCAFG00000018238.3, ENSCAFG00000008168.4	ENSACAG00000022884.1
OG0000930	ENSCAFG00000013628.1	ENSACAG00000026852.2
OG0000931	ENSCAFG00000048993.1	ENSACAG00000006006.3
OG0000932	ENSCAFG00000001898.5	ENSACAG00000015785.3
OG0000932	ENSCAFG00000012384.4	ENSACAG00000000560.2
OG0000933	ENSCAFG00000008948.3	ENSACAG00000006796.3, ENSACAG00000029101.1
OG0000933	ENSCAFG00000000426.4	ENSACAG00000013933.2
OG0000934	ENSCAFG00000015834.4	ENSACAG00000024492.1
OG0000935	ENSCAFG00000016653.4	ENSACAG00000011548.3
OG0000936	ENSCAFG00000013247.5	ENSACAG00000002807.2
OG0000936	ENSCAFG00000016630.4	ENSACAG00000011410.2
OG0000937	ENSCAFG00000002618.3	ENSACAG00000017150.3
OG0000937	ENSCAFG00000010068.5	ENSACAG00000009542.3
OG0000938	ENSCAFG00000019704.4	ENSACAG00000003615.3
OG0000939	ENSCAFG00000010283.4	ENSACAG00000002762.3
OG0000939	ENSCAFG00000045001.1, ENSCAFG00000047685.1	ENSACAG00000005452.3
OG0000940	ENSCAFG00000031063.2	ENSACAG00000011002.2, ENSACAG00000026234.2, ENSACAG00000029080.1
OG0000941	ENSCAFG00000000908.2	ENSACAG00000014163.3
OG0000941	ENSCAFG00000011890.4	ENSACAG00000006589.3
OG0000942	ENSCAFG00000045783.1	ENSACAG00000015546.2
OG0000942	ENSCAFG00000042169.1, ENSCAFG00000005223.4	ENSACAG00000003020.3
OG0000943	ENSCAFG00000005733.4	ENSACAG00000000607.2
OG0000943	ENSCAFG00000009262.5	ENSACAG00000028949.1
OG0000944	ENSCAFG00000003670.4, ENSCAFG00000025465.3	ENSACAG00000008362.3, ENSACAG00000000688.3
OG0000945	ENSCAFG00000001474.3, ENSCAFG00000001818.3	ENSACAG00000003517.3
OG0000945	ENSCAFG00000014214.4	ENSACAG00000006016.2
OG0000946	ENSCAFG00000029661.2, ENSCAFG00000010290.5	ENSACAG00000009262.3, ENSACAG00000026198.2, ENSACAG00000026504.1
OG0000947	ENSCAFG00000014189.5	ENSACAG00000006076.3
OG0000948	ENSCAFG00000005074.5	ENSACAG00000002274.3
OG0000948	ENSCAFG00000004404.6	ENSACAG00000005438.2
OG0000949	ENSCAFG00000014239.4	ENSACAG00000016404.3
OG0000950	ENSCAFG00000007829.5, ENSCAFG00000002218.4	ENSACAG00000008786.2
OG0000951	ENSCAFG00000002856.3	ENSACAG00000013076.3
OG0000952	ENSCAFG00000009920.4	ENSACAG00000003844.3
OG0000952	ENSCAFG00000012127.4	ENSACAG00000004007.3
OG0000953	ENSCAFG00000002931.4	ENSACAG00000012976.3
OG0000954	ENSCAFG00000018727.4, ENSCAFG00000012101.4	ENSACAG00000014624.3
OG0000955	ENSCAFG00000023018.3, ENSCAFG00000041926.1	ENSACAG00000010860.3
OG0000956	ENSCAFG00000007894.4	ENSACAG00000014609.3
OG0000956	ENSCAFG00000000196.5	ENSACAG00000010346.3
OG0000957	ENSCAFG00000032667.3	ENSACAG00000026958.2
OG0000957	ENSCAFG00000041320.1	ENSACAG00000000184.3
OG0000958	ENSCAFG00000011555.4	ENSACAG00000028313.1, ENSACAG00000000426.3
OG0000958	ENSCAFG00000008467.4	ENSACAG00000011454.3
OG0000959	ENSCAFG00000006838.4	ENSACAG00000015109.3
OG0000959	ENSCAFG00000019734.4	ENSACAG00000008865.3
OG0000960	ENSCAFG00000032596.2, ENSCAFG00000024837.3	ENSACAG00000012136.2
OG0000961	ENSCAFG00000003995.5	ENSACAG00000011707.3
OG0000961	ENSCAFG00000012070.4	ENSACAG00000000905.3
OG0000962	ENSCAFG00000011868.4	ENSACAG00000001158.3
OG0000962	ENSCAFG00000012065.4	ENSACAG00000016298.3
OG0000963	ENSCAFG00000032121.2	ENSACAG00000016238.2
OG0000964	ENSCAFG00000028842.2	ENSACAG00000008441.2
OG0000964	ENSCAFG00000008380.4	ENSACAG00000008471.2, ENSACAG00000028035.2
OG0000965	ENSCAFG00000030416.2	ENSACAG00000004970.3
OG0000965	ENSCAFG00000013250.4	ENSACAG00000007160.3
OG0000966	ENSCAFG00000015427.5	ENSACAG00000008510.3
OG0000966	ENSCAFG00000006224.5	ENSACAG00000022262.2
OG0000967	ENSCAFG00000008289.1	ENSACAG00000009297.2
OG0000967	ENSCAFG00000011394.4	ENSACAG00000014718.2
OG0000968	ENSCAFG00000002161.4	ENSACAG00000014580.3
OG0000968	ENSCAFG00000012805.4	ENSACAG00000016228.3
OG0000969	ENSCAFG00000020283.4	ENSACAG00000003307.3
OG0000969	ENSCAFG00000000066.4	ENSACAG00000017602.2
OG0000970	ENSCAFG00000004205.5	ENSACAG00000001870.3
OG0000971	ENSCAFG00000014598.6	ENSACAG00000027749.1
OG0000971	ENSCAFG00000012698.6	ENSACAG00000017490.3
OG0000972	ENSCAFG00000019696.4	ENSACAG00000010670.2
OG0000974	ENSCAFG00000015940.4	ENSACAG00000005821.3, ENSACAG00000000021.3
OG0000975	ENSCAFG00000018316.5	ENSACAG00000005001.3
OG0000975	ENSCAFG00000020154.5	ENSACAG00000004351.3
OG0000976	ENSCAFG00000041318.1	ENSACAG00000003114.3
OG0000977	ENSCAFG00000005811.7	ENSACAG00000012719.3
OG0000977	ENSCAFG00000008465.6	ENSACAG00000008940.3
OG0000978	ENSCAFG00000031543.2	ENSACAG00000025209.2, ENSACAG00000029069.1
OG0000979	ENSCAFG00000011188.5	ENSACAG00000002582.3
OG0000979	ENSCAFG00000007758.4	ENSACAG00000011826.3
OG0000980	ENSCAFG00000008894.4	ENSACAG00000002944.3
OG0000981	ENSCAFG00000009522.4	ENSACAG00000027387.1
OG0000981	ENSCAFG00000001180.3	ENSACAG00000000140.2
OG0000982	ENSCAFG00000001644.4	ENSACAG00000008928.3
OG0000982	ENSCAFG00000007455.4	ENSACAG00000002439.3
OG0000983	ENSCAFG00000002050.4	ENSACAG00000010501.3
OG0000983	ENSCAFG00000029933.2	ENSACAG00000001087.3
OG0000984	ENSCAFG00000007350.5	ENSACAG00000022480.2
OG0000985	ENSCAFG00000017103.5	ENSACAG00000014806.3
OG0000986	ENSCAFG00000014736.4	ENSACAG00000002301.3
OG0000986	ENSCAFG00000017647.4	ENSACAG00000012621.3
OG0000987	ENSCAFG00000019490.5	ENSACAG00000006194.3
OG0000988	ENSCAFG00000012469.2	ENSACAG00000009715.2
OG0000989	ENSCAFG00000010859.5	ENSACAG00000013182.2
OG0000989	ENSCAFG00000009986.4	ENSACAG00000003403.3
OG0000990	ENSCAFG00000010241.4	ENSACAG00000003680.2
OG0000990	ENSCAFG00000007693.4	ENSACAG00000006855.3
OG0000991	ENSCAFG00000025202.3	ENSACAG00000009431.3
OG0000992	ENSCAFG00000008986.5	ENSACAG00000004572.3
OG0000993	ENSCAFG00000016175.1, ENSCAFG00000024010.2, ENSCAFG00000016172.3	ENSACAG00000024414.1, ENSACAG00000007342.3
OG0000994	ENSCAFG00000018803.4, ENSCAFG00000018814.5	ENSACAG00000016893.3, ENSACAG00000016928.2
OG0000995	ENSCAFG00000016249.4	ENSACAG00000007102.3
OG0000995	ENSCAFG00000005505.4	ENSACAG00000003791.3
OG0000996	ENSCAFG00000001006.3	ENSACAG00000001621.2
OG0000996	ENSCAFG00000007190.4	ENSACAG00000006013.3
OG0000997	ENSCAFG00000000607.4	ENSACAG00000017349.3
OG0000998	ENSCAFG00000042933.1	ENSACAG00000014874.3
OG0000998	ENSCAFG00000019129.5	ENSACAG00000016007.2
OG0000999	ENSCAFG00000015505.5	ENSACAG00000029141.1
OG0000999	ENSCAFG00000001565.5	ENSACAG00000002222.3
OG0001000	ENSCAFG00000011628.4	ENSACAG00000010590.3
OG0001000	ENSCAFG00000031758.2	ENSACAG00000014532.3
OG0001001	ENSCAFG00000049113.1, ENSCAFG00000005757.4, ENSCAFG00000046680.1, ENSCAFG00000042877.1, ENSCAFG00000045054.1	ENSACAG00000027689.1
OG0001002	ENSCAFG00000030425.2	ENSACAG00000011445.3
OG0001003	ENSCAFG00000014609.4	ENSACAG00000000330.3
OG0001003	ENSCAFG00000005917.4	ENSACAG00000003145.3
OG0001004	ENSCAFG00000012220.4	ENSACAG00000001085.2
OG0001005	ENSCAFG00000009464.4	ENSACAG00000012797.3
OG0001006	ENSCAFG00000011390.4	ENSACAG00000002830.3
OG0001006	ENSCAFG00000015484.3	ENSACAG00000000404.3, ENSACAG00000016322.3
OG0001007	ENSCAFG00000016090.5	ENSACAG00000001904.3
OG0001007	ENSCAFG00000005702.5	ENSACAG00000008939.3
OG0001008	ENSCAFG00000019958.5	ENSACAG00000001442.2
OG0001008	ENSCAFG00000019898.5	ENSACAG00000000970.3
OG0001009	ENSCAFG00000018262.4	ENSACAG00000016134.3
OG0001009	ENSCAFG00000019417.4	ENSACAG00000025275.2
OG0001011	ENSCAFG00000004971.5	ENSACAG00000010629.3
OG0001011	ENSCAFG00000004985.5	ENSACAG00000002564.3
OG0001012	ENSCAFG00000006377.5	ENSACAG00000007378.3
OG0001013	ENSCAFG00000005081.4	ENSACAG00000010997.3
OG0001013	ENSCAFG00000030843.2	ENSACAG00000001795.3
OG0001014	ENSCAFG00000005086.5	ENSACAG00000011035.3
OG0001015	ENSCAFG00000042367.1	ENSACAG00000002653.3
OG0001015	ENSCAFG00000006453.4	ENSACAG00000003237.3
OG0001016	ENSCAFG00000005883.4	ENSACAG00000003044.2
OG0001016	ENSCAFG00000014626.4	ENSACAG00000003935.3
OG0001017	ENSCAFG00000031010.2	ENSACAG00000015708.2
OG0001018	ENSCAFG00000003196.5	ENSACAG00000017010.3
OG0001018	ENSCAFG00000003103.4	ENSACAG00000014508.3
OG0001019	ENSCAFG00000004186.5	ENSACAG00000008773.3
OG0001019	ENSCAFG00000016574.4	ENSACAG00000013164.2
OG0001020	ENSCAFG00000001312.4	ENSACAG00000028603.1
OG0001021	ENSCAFG00000018557.4	ENSACAG00000001314.3
OG0001021	ENSCAFG00000007352.5	ENSACAG00000027734.2
OG0001022	ENSCAFG00000017708.4	ENSACAG00000006553.3
OG0001022	ENSCAFG00000008292.4	ENSACAG00000009147.3
OG0001023	ENSCAFG00000013261.4	ENSACAG00000006236.2
OG0001023	ENSCAFG00000006743.6	ENSACAG00000017959.2
OG0001024	ENSCAFG00000008452.4	ENSACAG00000002114.3
OG0001024	ENSCAFG00000004973.4	ENSACAG00000007661.3
OG0001025	ENSCAFG00000016734.4	ENSACAG00000009027.3
OG0001025	ENSCAFG00000006022.4	ENSACAG00000002604.3
OG0001026	ENSCAFG00000010940.4	ENSACAG00000001428.3
OG0001026	ENSCAFG00000007983.5	ENSACAG00000013190.3
OG0001027	ENSCAFG00000000280.4, ENSCAFG00000008287.4	ENSACAG00000013219.3
OG0001027	ENSCAFG00000001998.4	ENSACAG00000015273.3
OG0001028	ENSCAFG00000011251.4	ENSACAG00000004520.3
OG0001028	ENSCAFG00000015518.4	ENSACAG00000016546.3
OG0001029	ENSCAFG00000024198.4, ENSCAFG00000028940.3	ENSACAG00000022270.2
OG0001030	ENSCAFG00000009989.4	ENSACAG00000009204.3
OG0001030	ENSCAFG00000002601.5	ENSACAG00000016990.3
OG0001031	ENSCAFG00000012001.3	ENSACAG00000010087.1
OG0001032	ENSCAFG00000002699.4	ENSACAG00000016085.3
OG0001033	ENSCAFG00000002689.6	ENSACAG00000016174.3
OG0001034	ENSCAFG00000008211.5	ENSACAG00000011884.3
OG0001034	ENSCAFG00000015993.4	ENSACAG00000010899.3
OG0001035	ENSCAFG00000008235.4	ENSACAG00000007060.3
OG0001036	ENSCAFG00000020135.5	ENSACAG00000005461.3
OG0001037	ENSCAFG00000004844.3	ENSACAG00000017605.3, ENSACAG00000004069.3
OG0001038	ENSCAFG00000001797.4	ENSACAG00000015184.3
OG0001038	ENSCAFG00000009379.4	ENSACAG00000014653.3
OG0001039	ENSCAFG00000002586.4	ENSACAG00000017418.3
OG0001039	ENSCAFG00000020057.4	ENSACAG00000029291.1
OG0001040	ENSCAFG00000001930.4	ENSACAG00000001410.2
OG0001040	ENSCAFG00000018670.4	ENSACAG00000008181.3
OG0001041	ENSCAFG00000005767.3, ENSCAFG00000012874.4	ENSACAG00000015103.1
OG0001042	ENSCAFG00000003177.4	ENSACAG00000010849.3
OG0001042	ENSCAFG00000008342.5	ENSACAG00000009501.3
OG0001043	ENSCAFG00000003307.4	ENSACAG00000004963.2
OG0001043	ENSCAFG00000010229.5	ENSACAG00000007243.3
OG0001044	ENSCAFG00000010757.3	ENSACAG00000013801.3
OG0001045	ENSCAFG00000008327.5	ENSACAG00000006436.3
OG0001046	ENSCAFG00000009241.6	ENSACAG00000000150.3
OG0001046	ENSCAFG00000004323.4	ENSACAG00000006259.2
OG0001047	ENSCAFG00000011345.4	ENSACAG00000011690.3
OG0001047	ENSCAFG00000023463.4	ENSACAG00000009987.3
OG0001048	ENSCAFG00000010804.5	ENSACAG00000008723.3
OG0001048	ENSCAFG00000006381.4	ENSACAG00000015598.3
OG0001049	ENSCAFG00000014251.6, ENSCAFG00000050063.1	ENSACAG00000017928.3
OG0001050	ENSCAFG00000010351.4, ENSCAFG00000010349.4	ENSACAG00000003033.2
OG0001051	ENSCAFG00000024888.3	ENSACAG00000014644.3
OG0001051	ENSCAFG00000004307.4	ENSACAG00000014471.2
OG0001052	ENSCAFG00000004387.4	ENSACAG00000015213.3
OG0001052	ENSCAFG00000030384.2	ENSACAG00000007290.2
OG0001053	ENSCAFG00000003015.4	ENSACAG00000017316.3
OG0001054	ENSCAFG00000002631.4	ENSACAG00000004164.3
OG0001054	ENSCAFG00000015764.4	ENSACAG00000016146.3
OG0001055	ENSCAFG00000000156.5	ENSACAG00000007259.3
OG0001055	ENSCAFG00000010080.5	ENSACAG00000006316.3
OG0001057	ENSCAFG00000017525.5	ENSACAG00000010049.3
OG0001057	ENSCAFG00000002641.4	ENSACAG00000004274.3
OG0001058	ENSCAFG00000017458.5	ENSACAG00000012866.3
OG0001058	ENSCAFG00000002762.5	ENSACAG00000011806.3
OG0001059	ENSCAFG00000008262.4	ENSACAG00000017080.2
OG0001059	ENSCAFG00000011826.5	ENSACAG00000001344.3
OG0001060	ENSCAFG00000001834.4, ENSCAFG00000001774.5	ENSACAG00000004725.3, ENSACAG00000005149.2, ENSACAG00000024719.2
OG0001061	ENSCAFG00000000263.4, ENSCAFG00000018628.4, ENSCAFG00000005939.4, ENSCAFG00000009746.4, ENSCAFG00000006102.4	ENSACAG00000006888.3
OG0001062	ENSCAFG00000000712.4	ENSACAG00000013854.3
OG0001082	ENSCAFG00000042759.1	ENSACAG00000009396.3
OG0001082	ENSCAFG00000005564.4	ENSACAG00000006491.3
OG0001083	ENSCAFG00000018090.4	ENSACAG00000012909.2
OG0001083	ENSCAFG00000004306.4	ENSACAG00000005233.3
