P_Mucros.pep,P_bivittatus_protein
XP_015670166.1,XP_015744092.1
XP_015665633.1,XP_025023416.1
XP_015685873.1,XP_007428701.1
XP_029139537.1,XP_007419949.1
XP_015673554.1,XP_007432792.1
XP_029140736.1,XP_025031159.1
XP_015685980.1,XP_025021704.1
XP_015680741.1,XP_007434681.1
XP_015674884.1,XP_007431719.1
XP_015679605.1,XP_015745014.2
XP_015677844.1,XP_007423988.1
XP_015677845.1,XP_025019681.1
XP_015669999.1,XP_007428692.1
XP_029140422.1,XP_025028539.1
XP_015666201.2,XP_007431852.2
XP_015682318.1,XP_007420636.1
XP_015676106.1,XP_007432039.1
XP_015674569.1,XP_025033146.1
XP_015677566.1,XP_007431159.1
XP_015668560.1,XP_025024381.1
XP_015673760.1,XP_007443208.1
XP_029139789.1,XP_015743096.1
XP_015680140.1,XP_007439188.1
XP_015671297.1,XP_007443184.1
XP_015678733.1,XP_007424294.1
XP_029140156.1,XP_025021875.1
XP_015679412.1,XP_007432803.1
XP_015681900.1,XP_007426243.1
XP_015675204.1,XP_007435564.1
XP_015670669.1,XP_007435766.1
XP_015686547.1,XP_025024864.1
XP_029141594.1,XP_025030367.1
XP_015679676.1,XP_007440569.2
XP_029139532.1,XP_025029807.1
XP_015671897.1,XP_007436562.1
XP_015674186.1,XP_007421259.1
XP_015675885.1,XP_025020316.1
XP_015676186.1,XP_007433896.1
XP_015678036.1,XP_007444132.1
XP_015686323.1,XP_007432465.1
XP_015687899.1,XP_007438775.1
XP_015673225.2,XP_025026772.1
XP_015672384.1,XP_025025682.1
XP_015670587.1,XP_007438705.1
XP_015681423.1,XP_025022151.1
XP_029142212.1,XP_007436635.2
XP_015672334.1,XP_007426037.1
XP_015683109.1,XP_007437893.1
XP_015683110.1,XP_025028704.1
XP_015681072.1,XP_007439110.1
XP_015672968.1,XP_007427021.1
XP_015675856.1,XP_015747069.1
XP_015676211.1,XP_025030186.1
XP_015679695.1,XP_007424030.2
XP_029139413.1,XP_025030873.1
XP_015681057.1,XP_007427726.1
XP_029140885.1,XP_025028614.1
XP_015680904.1,XP_007426924.1
XP_029139315.1,XP_007437961.3
XP_015667381.1,XP_007436952.1
XP_029140488.1,XP_015744485.1
XP_015677340.1,XP_007429808.1
XP_015680514.2,XP_025019774.1
XP_015679269.1,XP_007424020.1
XP_015675544.1,XP_025033489.1
XP_015672145.1,XP_007423211.1
XP_015675829.1,XP_007433697.1
XP_015672151.2,XP_007423216.2
XP_015675800.1,XP_007440146.1
XP_015685323.1,XP_007437623.2
XP_015682819.1,XP_007440106.1
XP_015668360.1,XP_025024752.1
XP_015674334.2,XP_007422645.2
XP_015674091.1,XP_007439631.1
XP_015668861.1,XP_007428864.1
XP_015680201.1,XP_007422714.2
XP_015675376.1,XP_007424439.1
XP_015679674.1,XP_007440511.2
XP_015674883.1,XP_007435828.1
XP_029141369.1,XP_025024489.1
XP_015668865.1,XP_007429176.1
XP_015679217.1,XP_007433374.1
XP_015679220.1,XP_007433375.1
XP_029140542.1,XP_007439521.1
XP_015674797.1,XP_007425802.1
XP_029139318.1,XP_025020362.1
XP_015686379.1,XP_007443858.1
XP_015672875.1,XP_025024581.1
XP_029139265.1,XP_025022483.1
XP_015674094.1,XP_025025902.1
XP_015673829.1,XP_025032218.1
XP_015681755.1,XP_007421633.1
XP_015668687.1,XP_025021372.1
XP_015668693.1,XP_007440218.2
XP_015686944.1,XP_007423505.1
XP_029139069.1,XP_007442035.1
XP_015678660.1,XP_007423386.1
XP_015679933.1,XP_025029338.1
XP_015671576.1,XP_025023204.1
XP_015671577.1,XP_025023205.1
XP_015680216.1,XP_007442307.1
XP_015671853.1,XP_007427656.1
XP_015677431.1,XP_025021397.1
XP_015685188.1,XP_015745246.1
XP_029139065.1,XP_025029542.1
XP_015668960.1,XP_007437136.1
XP_015683303.1,XP_025023669.1
XP_015669726.1,XP_007438930.2
XP_029140756.1,XP_007442849.1
XP_015687477.2,XP_007436673.2
XP_015672014.1,XP_007430050.1
XP_015684060.1,XP_007430603.1
XP_015672256.2,XP_007429576.1
XP_029140485.1,XP_007425963.1
XP_015672963.2,XP_007426839.2
XP_015677959.1,XP_007431556.1
XP_015680693.1,XP_007432070.1
XP_015672338.2,XP_025021042.1
XP_015668708.1,XP_025031678.1
XP_015668713.1,XP_025031682.1
XP_029140774.1,XP_007431089.1
XP_015682159.2,XP_025023323.1
XP_015679578.1,XP_007421878.2
XP_015675468.1,XP_007422401.1
XP_015671333.1,XP_007443655.1
XP_015674258.1,XP_007444334.3
XP_015677750.1,XP_025028444.1
XP_015687119.1,XP_007427140.1
XP_015673942.1,XP_007441517.1
XP_015679849.2,XP_025030209.1
XP_015686874.1,XP_025030211.1
XP_015673321.1,XP_007425129.1
XP_015669136.1,XP_007441836.1
XP_015674100.1,XP_015746045.2
XP_015671488.1,XP_007435908.2
XP_015672091.1,XP_007428654.1
XP_015677710.1,XP_007437370.1
XP_015673247.1,XP_007435539.1
XP_015669154.2,XP_025033375.1
XP_015676200.2,XP_007434129.1
XP_015677186.1,XP_007424664.1
XP_015666573.1,XP_025026390.1
XP_015676589.1,XP_007437518.1
XP_015676766.1,XP_025032594.1
XP_015676219.1,XP_007436795.2
XP_029138776.1,XP_025026724.1
XP_015680529.1,XP_015745736.1
XP_015678180.2,XP_007428126.2
XP_015678756.1,XP_007424742.1
XP_029141185.1,XP_025030834.1
XP_015673263.1,XP_007424163.1
XP_015670925.1,XP_007433584.1
XP_015672912.1,XP_007435322.1
XP_015670422.1,XP_025029794.1
XP_015678152.1,XP_007441151.1
XP_015665873.2,XP_025033501.1
XP_029139100.1,XP_025024152.1
XP_015666061.1,XP_007425775.1
XP_015666067.1,XP_007433154.1
XP_015677364.1,XP_007440153.1
XP_015681659.1,XP_007437223.1
XP_029139772.1,XP_007420956.1
XP_015666661.1,XP_007424344.1
XP_015666664.1,XP_025019907.1
XP_015685629.1,XP_025031717.1
XP_029141554.1,XP_007439573.2
XP_015674928.1,XP_007420258.1
XP_015669672.1,XP_007438797.1
XP_015684554.1,XP_007429898.1
XP_015670255.1,XP_007429901.1
XP_029143058.1,XP_015742986.1
XP_029143051.1,XP_007424897.1
XP_029139360.1,XP_025025115.1
XP_015674321.1,XP_007434724.1
XP_015674317.1,XP_007434726.1
XP_015674318.1,XP_025026593.1
XP_015669098.1,XP_007436943.1
XP_015687676.1,XP_007428542.1
XP_029143177.1,XP_025025155.1
XP_015675430.2,XP_015745546.1
XP_015678642.1,XP_007426454.1
XP_015665947.1,XP_007429718.1
XP_015665948.1,XP_007429719.1
XP_029143141.1,XP_025019458.1
XP_015675910.1,XP_007426689.1
XP_029138893.1,XP_007422066.1
XP_015668743.1,XP_015742728.1
XP_015665931.1,XP_007420211.1
XP_015677037.1,XP_007424925.2
XP_015685376.1,XP_015746996.2
XP_015675106.1,XP_025028953.1
XP_015678996.1,XP_007428756.2
XP_015672978.1,XP_007439737.1
XP_015685971.1,XP_025022670.1
XP_015681911.1,XP_007429951.2
XP_015681914.1,XP_025031266.1
XP_015683309.1,XP_007443252.1
XP_015670392.1,XP_007434238.1
XP_015680530.1,XP_025030201.1
XP_015686451.1,XP_025021636.1
XP_015678204.1,XP_007434479.1
XP_015670196.1,XP_007434823.1
XP_029139822.1,XP_007444918.2
XP_015674079.1,XP_007429815.2
XP_015665439.1,XP_007432678.1
XP_015686703.1,XP_007439267.1
XP_015672195.1,XP_007426437.1
XP_029139271.1,XP_007441219.1
XP_015667967.1,XP_025026481.1
XP_015682853.1,XP_025027140.1
XP_015684880.1,XP_007435438.1
XP_029142302.1,XP_007423950.1
XP_015682993.1,XP_007430259.1
XP_029141586.1,XP_007430082.1
XP_015679783.1,XP_007430081.1
XP_029141584.1,XP_025023595.1
XP_015678867.1,XP_007428159.1
XP_015667695.1,XP_025020879.1
XP_015674785.1,XP_007438522.2
XP_029140635.1,XP_025031798.1
XP_015675180.1,XP_007435358.1
XP_015665413.1,XP_007440796.1
XP_015680021.1,XP_007444398.1
XP_029141040.1,XP_007439849.1
XP_015673009.1,XP_007434242.1
XP_015673008.1,XP_007434243.1
XP_015672366.1,XP_007440455.2
XP_029140612.1,XP_025025184.1
XP_015674194.1,XP_007425940.1
XP_015667849.1,XP_007428481.1
XP_015666593.1,XP_025027853.1
XP_015679659.1,XP_007440825.2
XP_015685430.1,XP_025029307.1
XP_015672868.1,XP_025032595.1
XP_029141694.1,XP_025030793.1
XP_015678987.1,XP_007428674.1
XP_015686082.1,XP_025028241.1
XP_015682987.1,XP_007434841.1
XP_015671119.1,XP_007426652.1
XP_015670789.1,XP_007439783.1
XP_029142211.1,XP_007436633.1
XP_029140930.1,XP_007431670.1
XP_015683228.1,XP_007444199.2
XP_015681363.1,XP_007444296.1
XP_015683193.2,XP_025028306.1
XP_029141994.1,XP_015743929.1
XP_015681872.1,XP_007442566.1
XP_015677508.1,XP_025022324.1
XP_029139760.1,XP_025026117.1
XP_015667852.1,XP_007430279.1
XP_029138810.1,XP_007432529.1
XP_015674342.1,XP_015744678.1
XP_015673720.1,XP_007420012.1
XP_015676976.1,XP_007442504.2
XP_015679155.1,XP_007432796.1
XP_015685122.1,XP_007432822.1
XP_015683992.1,XP_007432823.1
XP_015668948.1,XP_007443926.1
XP_015681622.1,XP_007420663.1
XP_015675876.1,XP_025019095.1
XP_015671545.1,XP_007429927.1
XP_029142931.1,XP_025021483.1
XP_015681226.1,XP_007431423.1
XP_015685712.2,XP_007423326.1
XP_015682694.2,XP_025027717.1
XP_015667128.1,XP_007442470.2
XP_015668520.1,XP_007438481.1
XP_015668522.1,XP_007441042.1
XP_015666257.1,XP_007424003.1
XP_029139485.1,XP_007439728.1
XP_015674735.1,XP_007436515.1
XP_015669394.1,XP_007433858.1
XP_029139550.1,XP_007433857.1
XP_015682264.1,XP_007438667.1
XP_029140478.1,XP_007429140.1
XP_015669348.1,XP_025031963.1
XP_015675733.1,XP_007440147.1
XP_015675808.1,XP_007434456.1
XP_015668605.1,XP_007442372.1
XP_015677595.1,XP_025028792.1
XP_015684111.1,XP_025021471.1
XP_015679499.1,XP_007426743.1
XP_015674663.2,XP_007437674.1
XP_015682312.1,XP_025021872.1
XP_015672954.1,XP_007434850.1
XP_015674641.1,XP_025022520.1
XP_015683344.2,XP_007425054.2
XP_029141039.1,XP_007437462.1
XP_015666775.1,XP_025031257.1
XP_015665522.1,XP_025025997.1
XP_015666188.1,XP_007445487.2
XP_015683798.1,XP_007445256.2
XP_015683585.1,XP_025032001.1
XP_015677706.1,XP_007445558.1
XP_015681948.1,XP_007431870.1
XP_029139531.1,XP_007421868.1
XP_015666705.1,XP_015745305.1
XP_015666691.1,XP_025024734.1
XP_029139083.1,XP_007427166.2
XP_015678473.1,XP_025021250.1
XP_029141423.1,XP_007434137.1
XP_015680434.1,XP_025021936.1
XP_015671455.1,XP_007437926.1
XP_015667746.1,XP_007420581.1
XP_015671840.2,XP_007434140.1
XP_029139350.1,XP_025030959.1
XP_015667441.1,XP_015744896.1
XP_015684141.1,XP_007438956.1
XP_015684140.1,XP_007438957.1
XP_015683950.1,XP_007445581.3
XP_029140868.1,XP_025032421.1
XP_015673312.2,XP_015745833.1
XP_015679943.1,XP_007441158.1
XP_015678542.1,XP_007427172.1
XP_015678707.1,XP_007421435.1
XP_029140597.1,XP_007427608.1
XP_015666391.1,XP_007431309.1
XP_015676356.1,XP_007443372.2
XP_029139289.1,XP_007422688.1
XP_015668062.1,XP_007422687.2
XP_015668057.1,XP_007422686.2
XP_015681343.1,XP_025029317.1
XP_015672946.1,XP_025028628.1
XP_015671518.1,XP_007444695.1
XP_015671250.1,XP_015746375.1
XP_029139959.1,XP_025024764.1
XP_015679561.1,XP_007442990.2
XP_015668573.1,XP_007424705.1
XP_015668572.1,XP_007424703.1
XP_015683030.2,XP_007441614.1
XP_015674957.2,XP_007426999.1
XP_015668584.1,XP_025021876.1
XP_015679853.1,XP_007441284.1
XP_015669468.1,XP_007441340.1
XP_015679152.1,XP_007432799.2
XP_015686659.1,XP_007441115.1
XP_015671254.1,XP_015744230.1
XP_015673024.1,XP_007442200.1
XP_015679300.1,XP_025023001.1
XP_015676728.1,XP_007431998.1
XP_029139718.1,XP_007420092.1
XP_015683827.1,XP_007425821.1
XP_015672023.1,XP_007440798.1
XP_015666023.1,XP_025029845.1
XP_015671308.1,XP_007442693.1
XP_029142191.1,XP_025025254.1
XP_015682096.1,XP_025021736.1
XP_015684598.1,XP_015744451.1
XP_015667455.2,XP_025027392.1
XP_029139535.1,XP_025031504.1
XP_015675320.1,XP_007442152.1
XP_015675317.1,XP_007441351.1
XP_015673740.1,XP_007437508.1
XP_015676019.1,XP_025026067.1
XP_029142218.1,XP_007437385.1
XP_015676201.1,XP_025030680.1
XP_015688036.1,XP_007421647.1
XP_015688033.1,XP_025026039.1
XP_029140109.1,XP_025025378.1
XP_015687608.1,XP_007435717.1
XP_015679098.1,XP_007438561.1
XP_015673862.1,XP_007421997.1
XP_015674288.1,XP_007445304.3
XP_015670170.1,XP_007435166.1
XP_015676340.2,XP_025022657.1
XP_015669493.1,XP_007429666.1
XP_015669492.1,XP_007429665.1
XP_029140855.1,XP_025030438.1
XP_015672083.1,XP_007430985.1
XP_015670986.1,XP_025022854.1
XP_015681112.1,XP_007439919.2
XP_015678755.1,XP_007424741.1
XP_015681896.1,XP_007437982.2
XP_015666587.1,XP_015745045.1
XP_015666586.2,XP_025028031.1
XP_015687387.1,XP_007436245.3
XP_029141569.1,XP_025029112.1
XP_029138905.1,XP_025019918.1
XP_015681846.1,XP_007420137.1
XP_015676949.1,XP_007441927.1
XP_015677100.1,XP_007439945.1
XP_015666057.1,XP_007435938.1
XP_015666056.1,XP_007435939.1
XP_029142233.1,XP_025021551.1
XP_015676844.1,XP_007438052.1
XP_015678156.1,XP_007429614.1
XP_029139128.1,XP_007434869.1
XP_015680542.1,XP_007422906.2
XP_015681661.1,XP_025028273.1
XP_015674537.1,XP_025024128.1
XP_015670649.1,XP_007423311.1
XP_015669081.1,XP_025028833.1
XP_015673648.2,XP_007441959.2
XP_015673642.1,XP_007441956.1
XP_015673647.1,XP_007439801.1
XP_015668311.1,XP_007435781.1
XP_029143050.1,XP_025020303.1
XP_015666389.1,XP_007433012.1
XP_015666388.1,XP_007433011.1
XP_015666373.1,XP_007422314.1
XP_015673282.1,XP_025022505.1
XP_015687803.1,XP_025031550.1
XP_029143178.1,XP_025022319.1
XP_015678650.1,XP_007426451.1
XP_015685487.1,XP_007426694.1
XP_015666539.1,XP_007438232.1
XP_015674719.1,XP_007436260.1
XP_029138882.1,XP_007424911.1
XP_015665695.1,XP_007435812.2
XP_029141160.1,XP_015745666.1
XP_015670157.1,XP_025032571.1
XP_015667308.1,XP_007436177.1
XP_015667042.1,XP_007423609.1
XP_015671064.1,XP_007426120.3
XP_015669264.1,XP_015743563.1
XP_015679041.1,XP_025029232.1
XP_015679034.1,XP_025029231.1
XP_015683363.1,XP_015744535.1
XP_029142612.1,XP_025023374.1
XP_015685514.1,XP_007436465.2
XP_029142481.1,XP_007436464.1
XP_029138794.1,XP_025021644.1
XP_015666163.1,XP_007426986.1
XP_015670350.1,XP_007442335.1
XP_015670221.1,XP_025021263.1
XP_015685814.2,XP_025021262.1
XP_015683499.1,XP_025020748.1
XP_029142435.1,XP_007422168.1
XP_015678564.1,XP_007420230.1
XP_015687434.1,XP_007426519.1
XP_029142637.1,XP_025030039.1
XP_015680531.1,XP_007440343.1
XP_029142077.1,XP_025026369.1
XP_015686441.1,XP_007426970.1
XP_015686408.1,XP_007426965.1
XP_029139437.1,XP_025023092.1
XP_015676722.1,XP_025022801.1
XP_015676300.1,XP_025020948.1
XP_015671928.1,XP_007437219.1
XP_029140064.1,XP_007440966.2
XP_029140068.1,XP_007425590.1
XP_015674069.1,XP_007428076.1
XP_015675573.1,XP_007437283.1
XP_015685415.1,XP_007422343.1
XP_015674040.1,XP_007433755.1
XP_029140704.1,XP_025021984.1
XP_015677916.1,XP_007442009.3
XP_015674709.1,XP_025021826.1
XP_015676137.1,XP_025024072.1
XP_015677696.1,XP_007435615.1
XP_015681908.1,XP_007437998.1
XP_015679952.1,XP_007435959.1
XP_029139785.1,XP_025032681.1
XP_015667702.1,XP_007420568.1
XP_015670589.1,XP_007438699.1
XP_015675419.1,XP_007428341.1
XP_015675427.1,XP_025022461.1
XP_015686125.1,XP_007426221.1
XP_015686134.1,XP_007431154.1
XP_015674548.1,XP_007439842.1
XP_015679923.1,XP_007432651.1
XP_015667935.1,XP_015743357.1
XP_015681009.1,XP_007427851.1
XP_029140530.1,XP_025020655.1
XP_015675044.1,XP_007443325.1
XP_015673419.2,XP_007420459.1
XP_015673418.1,XP_007420458.1
XP_015671642.1,XP_007430948.1
XP_015671348.1,XP_007432435.1
XP_015687038.1,XP_007437177.1
XP_015673658.1,XP_007439792.2
XP_015670796.1,XP_007436230.1
XP_015687533.1,XP_015746236.1
XP_015672340.1,XP_007426039.1
XP_015683115.1,XP_025028702.1
XP_015679812.1,XP_025028236.1
XP_015679604.1,XP_015746412.1
XP_015674532.1,XP_007442606.1
XP_015673950.1,XP_025028168.1
XP_015673858.1,XP_007441867.1
XP_015670274.1,XP_025026116.1
XP_015672699.1,XP_007436982.1
XP_015687405.1,XP_007434472.1
XP_015667996.1,XP_007423638.1
XP_015667690.1,XP_015746249.2
XP_015680226.1,XP_007442746.1
XP_015678861.1,XP_007420131.1
XP_015681727.1,XP_007427332.1
XP_029139409.1,XP_025029423.1
XP_015675861.1,XP_025019096.1
XP_015673729.1,XP_007425336.1
XP_015668856.1,XP_007429156.1
XP_015670703.1,XP_025025945.1
XP_015678797.1,XP_007425687.2
XP_029140630.1,XP_015746967.1
XP_015682895.1,XP_025026438.1
XP_015677027.1,XP_007423325.1
XP_015683065.1,XP_025029058.1
XP_015669114.2,XP_025030398.1
XP_029139314.1,XP_007436346.2
XP_029141689.1,XP_007442391.1
XP_015668204.1,XP_007428740.1
XP_015685246.1,XP_007437723.1
XP_015667377.1,XP_007420781.2
XP_029140587.1,XP_025024712.1
XP_029140623.1,XP_007442219.2
XP_015666267.1,XP_015744337.1
XP_015669948.1,XP_025026592.1
XP_029139090.1,XP_025027720.1
XP_015669391.1,XP_007433843.1
XP_015675087.1,XP_025031537.1
XP_029140100.1,XP_025019127.1
XP_015675095.1,XP_025031543.1
XP_029140314.1,XP_007425111.1
XP_029138807.1,XP_007424547.1
XP_015681325.1,XP_025031369.1
XP_015670412.1,XP_007423648.1
XP_015670413.1,XP_007423649.1
XP_029140222.1,XP_025022935.1
XP_015682818.1,XP_007444368.1
XP_015665691.1,XP_007445048.2
XP_015666258.1,XP_025022030.1
XP_015670085.1,XP_007441941.2
XP_029138824.1,XP_007443459.1
XP_015667594.1,XP_025029278.1
XP_015667593.2,XP_025026613.1
XP_029139590.1,XP_025023783.1
XP_015669525.1,XP_007433430.2
XP_015683343.1,XP_025020390.1
XP_015677501.1,XP_007422183.3
XP_015678030.1,XP_025027176.1
XP_015683685.1,XP_025019219.1
XP_015666242.1,XP_007427193.1
XP_015672061.1,XP_007430035.1
XP_015687813.1,XP_007445355.2
XP_029142062.1,XP_007440245.1
XP_015681964.1,XP_007440246.1
XP_015681965.1,XP_025030138.1
XP_015670465.1,XP_015743580.1
XP_015667659.1,XP_007442573.2
XP_015670461.1,XP_007428407.1
XP_015681092.2,XP_007432809.1
XP_015671900.1,XP_007439002.3
XP_015687168.1,XP_025020129.1
XP_029141738.1,XP_007438144.1
XP_015665592.1,XP_007444748.1
XP_015683188.2,XP_025032016.1
XP_015679113.1,XP_007442454.3
XP_015669275.1,XP_007442877.3
XP_015669338.1,XP_015744033.1
XP_015676933.1,XP_025029203.1
XP_015677396.1,XP_025029633.1
XP_015669258.2,XP_007430587.1
XP_015674257.1,XP_025032780.1
XP_015670876.1,XP_025025440.1
XP_015684190.2,XP_007443255.1
XP_015686294.1,XP_007439515.1
XP_015683821.2,XP_025030110.1
XP_015678101.2,XP_025031743.1
XP_015678820.1,XP_007432734.1
XP_015668624.1,XP_025024733.1
XP_015666909.1,XP_007443938.1
XP_015680193.1,XP_007432908.1
XP_015678489.1,XP_007438974.1
XP_015680897.1,XP_025025053.1
XP_015680630.1,XP_007432394.1
XP_029143151.1,XP_025025664.1
XP_015672751.1,XP_007434464.1
XP_015683284.1,XP_015745003.1
XP_029141426.1,XP_007437806.2
XP_015681907.1,XP_007434107.1
XP_015666517.1,XP_007431618.1
XP_015674563.1,XP_007436853.1
XP_015666490.1,XP_007439873.1
XP_029141721.1,XP_025027284.1
XP_029140117.1,XP_025030454.1
XP_015668567.1,XP_007438143.1
XP_015674703.1,XP_007424609.1
XP_029142643.1,XP_007440018.1
XP_015683848.1,XP_007443843.1
XP_015682671.1,XP_007421580.2
XP_015674348.1,XP_007442340.1
XP_015674727.1,XP_007435715.1
XP_015687950.1,XP_007444501.1
XP_015669854.1,XP_025019540.1
XP_015673984.1,XP_007431080.2
XP_015681467.1,XP_015744347.1
XP_015672499.1,XP_007426941.1
XP_029139452.1,XP_007439663.1
XP_015676148.1,XP_015744026.1
XP_029142272.1,XP_015746810.2
XP_015678688.1,XP_007421254.1
XP_015672890.1,XP_007436211.1
XP_015671947.1,XP_007424956.1
XP_015672070.1,XP_007434917.1
XP_015669224.1,XP_007422943.1
XP_015669225.1,XP_007422939.1
XP_015688041.1,XP_007434486.1
XP_015670903.1,XP_007433331.1
XP_029142700.1,XP_007433450.1
XP_015677452.1,XP_007444719.1
XP_015680873.1,XP_007435744.1
XP_015679088.1,XP_007437817.1
XP_029138874.1,XP_007428977.1
XP_029139262.1,XP_025029629.1
XP_015675230.1,XP_007434232.1
XP_029141798.1,XP_007429640.1
XP_015684434.1,XP_007441701.3
XP_015681431.1,XP_007439589.1
XP_015675478.2,XP_007422408.2
XP_015665986.1,XP_025029478.1
XP_015674416.1,XP_007422879.1
XP_015669783.1,XP_007438939.1
XP_015671732.1,XP_007438820.1
XP_015680636.1,XP_007426723.1
XP_015677203.1,XP_015746966.1
XP_029139194.1,XP_025030159.1
XP_015670188.1,XP_025022199.1
XP_015669314.2,XP_025031851.1
XP_015676570.1,XP_007423039.1
XP_015668490.1,XP_007426934.1
XP_015687584.1,XP_015744550.1
XP_015686347.1,XP_007434125.1
XP_015686945.1,XP_007436140.1
XP_015677178.1,XP_025020594.1
XP_015684156.1,XP_025020593.1
XP_015682650.1,XP_025032224.1
XP_029139015.1,XP_007436977.1
XP_015670388.1,XP_007435931.1
XP_015682478.1,XP_007432811.1
XP_015674792.1,XP_007441382.1
XP_015681618.1,XP_025022059.1
XP_015684814.1,XP_015742865.1
XP_015684679.1,XP_007439601.1
XP_015681574.1,XP_007423643.1
XP_015676961.1,XP_007443399.1
XP_029142428.1,XP_025021406.1
XP_015670888.1,XP_007433657.1
XP_015679429.1,XP_007434398.1
XP_015666123.1,XP_015745848.2
XP_029140730.1,XP_025023167.1
XP_015666745.1,XP_007428828.1
XP_015675613.1,XP_007438541.1
XP_029139030.1,XP_025025117.1
XP_015672009.1,XP_007436130.1
XP_015665712.1,XP_007431058.2
XP_015684924.1,XP_007426603.1
XP_015674846.1,XP_007421000.1
XP_015684009.1,XP_025024427.1
XP_015684433.1,XP_015744122.2
XP_015684440.1,XP_007431448.1
XP_015687328.1,XP_007430010.1
XP_029143105.1,XP_007430011.1
XP_015672111.2,XP_007423014.1
XP_015686310.1,XP_025029819.1
XP_015676843.1,XP_007438697.1
XP_015678759.1,XP_007436741.1
XP_029140038.1,XP_007420522.1
XP_029139158.1,XP_007444211.2
XP_029140752.1,XP_025028028.1
XP_015687089.1,XP_025019911.1
XP_015684754.1,XP_007422901.1
XP_029140113.1,XP_025022006.1
XP_015668318.1,XP_007427932.1
XP_015671083.1,XP_007434811.1
XP_015678360.1,XP_025023062.1
XP_029140349.1,XP_007441616.1
XP_015669633.1,XP_015743534.1
XP_015669634.1,XP_007420695.1
XP_015673666.1,XP_007441639.1
XP_015665524.1,XP_007433204.1
XP_015672202.1,XP_007420063.1
XP_029139522.1,XP_015745913.1
XP_015666355.1,XP_007423964.1
XP_015686983.1,XP_025022073.1
XP_015686982.1,XP_025022072.1
