P_guttatus_protein,P_Mucros.pep,python_protein,Pm_geneid
XP_034264616.1,XP_015682687.1,XP_025027353.1,107297838
XP_034287500.1,XP_015682693.1,XP_025019206.1,107297846
XP_034259405.1,XP_015682722.1,XP_025031181.1,107297878
XP_034259163.1,XP_015682724.2,XP_007441847.1,107297880
XP_034290461.1,XP_015682735.1,XP_007427288.1,107297893
XP_034264171.1,XP_015682770.1,XP_007437350.1,107297921
XP_034262632.1,XP_015682774.1,XP_007429429.1,107297924
XP_034276657.1,XP_015682776.1,XP_007442563.2,107297926
XP_034278468.1,XP_029142251.1,XP_007431299.1,107297949
XP_034298284.1,XP_029142259.1,XP_025032490.1,107297970
XP_034291902.1,XP_015682825.1,XP_007439058.1,107297976
XP_034261291.1,XP_029142260.1,XP_025032039.1,107297978
XP_034274808.1,XP_015682835.1,XP_007427591.1,107297984
XP_034287024.1,XP_015682843.1,XP_007429757.1,107297993
XP_034262830.1,XP_015682854.1,XP_025031671.1,107298005
XP_034262834.1,XP_015682856.2,XP_007440166.2,107298007
XP_034283879.1,XP_029142265.1,XP_007431915.2,107298020
XP_034283880.1,XP_015682869.1,XP_007431916.1,107298021
XP_034277809.1,XP_015682888.1,XP_007420117.1,107298042
XP_034294599.1,XP_015682895.1,XP_025026438.1,107298049
XP_034266040.1,XP_029142279.1,XP_025024812.1,107298066
XP_034274255.1,XP_015682916.1,XP_007422596.1,107298068
XP_034274253.1,XP_015682917.1,XP_007422595.1,107298069
XP_034261550.1,XP_029142284.1,XP_025032227.1,107298086
XP_034287940.1,XP_015682939.1,XP_025021557.1,107298090
XP_034287939.1,XP_015682941.1,XP_025021558.1,107298093
XP_034292468.1,XP_015682952.1,XP_007436313.1,107298105
XP_034287658.1,XP_029142289.1,XP_025023281.1,107298127
XP_034293750.1,XP_015683005.1,XP_007430253.1,107298152
XP_034288644.1,XP_015683003.1,XP_007431287.1,107298154
XP_034261669.1,XP_029142299.1,XP_007429584.1,107298162
XP_034272615.1,XP_015683023.1,XP_015743395.1,107298171
XP_034266510.1,XP_015683029.1,XP_025020095.1,107298176
XP_034267065.1,XP_015683040.1,XP_007433296.1,107298183
XP_034287634.1,XP_015683038.1,XP_007425450.1,107298184
XP_034293052.1,XP_015683053.1,XP_007423700.1,107298199
XP_034280906.1,XP_015683068.1,XP_015745351.1,107298212
XP_034265445.1,XP_015683081.1,XP_025027170.1,107298221
XP_034289218.1,XP_015683089.1,XP_007442526.1,107298228
XP_034289221.1,XP_015683096.1,XP_007442529.3,107298233
XP_034267085.1,XP_015683112.1,XP_025025628.1,107298252
XP_034293644.1,XP_015683118.1,XP_025027719.1,107298259
XP_034289240.1,XP_015683128.2,XP_007427727.1,107298269
XP_034274983.1,XP_015683135.1,XP_007421687.1,107298275
XP_034282985.1,XP_015683166.1,XP_007440068.1,107298307
XP_034289077.1,XP_015683238.1,XP_007436716.1,107298374
XP_034292445.1,XP_015683251.1,XP_007428300.1,107298390
XP_034296284.1,XP_015683261.1,XP_025027294.1,107298399
XP_034289075.1,XP_015683269.1,XP_007436711.1,107298403
XP_034292529.1,XP_015683273.2,XP_007436759.1,107298408
XP_034297896.1,XP_015683275.1,XP_007441985.1,107298410
XP_034289066.1,XP_015683309.1,XP_007443252.1,107298440
XP_034280066.1,XP_015683310.1,XP_007440837.1,107298444
XP_034287615.1,XP_015683325.1,XP_025031190.1,107298461
XP_034289058.1,XP_015683329.1,XP_007438763.1,107298462
XP_034289051.1,XP_015683371.1,XP_015744535.1,107298496
XP_034261735.1,XP_015683376.1,XP_007435964.2,107298510
XP_034272447.1,XP_029142429.1,XP_025029311.1,107298543
XP_034258423.1,XP_015683421.1,XP_007431230.1,107298558
XP_034298166.1,XP_015683433.1,XP_015744082.1,107298570
XP_034282185.1,XP_029142400.1,XP_025025796.1,107298578
XP_034296277.1,XP_015683446.1,XP_007442277.1,107298585
XP_034274239.1,XP_015683463.1,XP_007431202.1,107298597
XP_034287511.1,XP_015683469.1,XP_007436414.1,107298606
XP_034280665.1,XP_015683474.1,XP_007437942.1,107298611
XP_034282174.1,XP_015683488.1,XP_007428966.1,107298625
XP_034267332.1,XP_015683494.1,XP_025028292.1,107298631
XP_034260267.1,XP_015683514.1,XP_007420682.1,107298651
XP_034262802.1,XP_015683525.1,XP_025019831.1,107298662
XP_034290517.1,XP_029142425.1,XP_007431548.1,107298675
XP_034289017.1,XP_015683542.1,XP_025023347.1,107298680
XP_034269788.1,XP_015683547.1,XP_025031696.1,107298687
XP_034292455.1,XP_015683555.1,XP_007428307.1,107298694
XP_034292453.1,XP_015683558.1,XP_007428309.1,107298696
XP_034290468.1,XP_015683564.1,XP_007427708.1,107298701
XP_034289505.1,XP_015683580.2,XP_007422169.2,107298717
XP_034289510.1,XP_015683582.1,XP_025020031.1,107298718
XP_034269744.1,XP_015683601.1,XP_007434303.1,107298751
XP_034257289.1,XP_015683630.1,XP_007445190.3,107298776
XP_034290700.1,XP_015683631.1,XP_025021114.1,107298782
XP_034298055.1,XP_015683696.1,XP_007435072.1,107298842
XP_034277802.1,XP_015683700.1,XP_007427476.1,107298849
XP_034298057.1,XP_015683755.1,XP_007435069.1,107298908
XP_034298058.1,XP_015683765.1,XP_007435067.1,107298919
XP_034261035.1,XP_015683785.1,XP_025026435.1,107298943
XP_034297851.1,XP_015683821.2,XP_025030110.1,107298976
XP_034294347.1,XP_015683823.1,XP_007440175.1,107298979
XP_034290624.1,XP_015683826.1,XP_007425818.1,107298982
XP_034298074.1,XP_015683845.1,XP_007439524.1,107298992
XP_034282871.1,XP_015683843.1,XP_025027446.1,107298993
XP_034262195.1,XP_015683850.1,XP_007444621.3,107298999
XP_034272772.1,XP_015683865.1,XP_007424293.1,107299015
XP_034273552.1,XP_029142495.1,XP_007428453.1,107299030
XP_034280434.1,XP_015683889.1,XP_025032386.1,107299035
XP_034290942.1,XP_015683894.1,XP_007432125.1,107299040
XP_034280690.1,XP_015683924.1,XP_015745253.1,107299071
XP_034267186.1,XP_015683932.1,XP_025028020.1,107299078
XP_034280437.1,XP_015683934.1,XP_015744108.2,107299081
XP_034289150.1,XP_029142902.1,XP_025020326.1,107299084
XP_034274566.1,XP_029142510.1,XP_025027369.1,107299087
XP_034290878.1,XP_015683958.1,XP_007440931.2,107299104
XP_034266253.1,XP_015683965.1,XP_007440133.2,107299109
XP_034292585.1,XP_029142521.1,XP_025022271.1,107299125
XP_034261380.1,XP_029142523.1,XP_007430070.1,107299134
XP_034267250.1,XP_015684005.1,XP_025027972.1,107299151
XP_034291745.1,XP_015684027.1,XP_007426166.3,107299175
XP_034297826.1,XP_015684034.1,XP_007444096.1,107299181
XP_034297819.1,XP_015684035.1,XP_025031807.1,107299182
XP_034289128.1,XP_029142656.1,XP_025025861.1,107299192
XP_034284910.1,XP_015684053.1,XP_007443611.1,107299203
XP_034267291.1,XP_015684066.1,XP_007421183.1,107299215
XP_034293036.1,XP_015684067.1,XP_007423848.1,107299216
XP_034280557.1,XP_015684071.1,XP_007427215.1,107299220
XP_034276507.1,XP_015684158.1,XP_025029097.1,107299310
XP_034262858.1,XP_015684198.1,XP_025027272.1,107299347
XP_034263956.1,XP_015684204.1,XP_025021119.1,107299351
XP_034280913.1,XP_015684247.1,XP_025029064.1,107299396
XP_034280042.1,XP_029142604.1,XP_007436104.1,107299408
XP_034278001.1,XP_015684286.1,XP_007429760.1,107299443
XP_034294410.1,XP_015684296.1,XP_007435793.1,107299455
XP_034264710.1,XP_015684319.1,XP_007431887.1,107299475
XP_034294325.1,XP_015684321.2,XP_015746209.2,107299480
XP_034290553.1,XP_015684323.1,XP_025021761.1,107299482
XP_034281813.1,XP_029142629.1,XP_007432089.2,107299530
XP_034264740.1,XP_015684392.1,XP_007444367.1,107299545
XP_034260198.1,XP_015684404.1,XP_007435262.1,107299555
XP_034263227.1,XP_015684413.1,XP_025031998.1,107299560
XP_034298568.1,XP_015684419.1,XP_007432434.1,107299565
XP_034259594.1,XP_015684487.1,XP_007423647.1,107299644
XP_034264942.1,XP_015684500.1,XP_007422566.1,107299658
XP_034270418.1,XP_015684524.1,XP_007434952.1,107299694
XP_034282991.1,XP_029142671.1,XP_025028468.1,107299722
XP_034265462.1,XP_015684555.1,XP_007441630.1,107299724
XP_034275298.1,XP_015684598.1,XP_015744451.1,107299773
XP_034261136.1,XP_015684605.1,XP_007442540.1,107299781
XP_034291251.1,XP_015684660.2,XP_025027823.1,107299830
XP_034295307.1,XP_015684675.1,XP_025027084.1,107299847
XP_034294904.1,XP_015684722.1,XP_007442214.1,107299890
XP_034289143.1,XP_029142809.1,XP_007436116.2,107299895
XP_034293189.1,XP_029142750.1,XP_025018889.1,107299902
XP_034280677.1,XP_015684731.1,XP_025025263.1,107299903
XP_034274168.1,XP_015684748.1,XP_025025012.1,107299920
XP_034293187.1,XP_015684754.1,XP_007422901.1,107299922
XP_034282182.1,XP_015684760.1,XP_007432421.1,107299930
XP_034293180.1,XP_015684766.1,XP_025026524.1,107299933
XP_034293177.1,XP_015684777.1,XP_007434645.1,107299944
XP_034278611.1,XP_015684784.1,XP_025024331.1,107299954
XP_034291947.1,XP_015684790.1,XP_007438926.1,107299960
XP_034293173.1,XP_015684820.1,XP_007426789.1,107299985
XP_034293172.1,XP_015684830.1,XP_007426788.1,107299996
XP_034258199.1,XP_015684832.1,XP_007424028.1,107300003
XP_034297160.1,XP_015684851.1,XP_007440057.2,107300022
XP_034280347.1,XP_015684899.1,XP_007441716.1,107300069
XP_034289166.1,XP_015684967.1,XP_007424952.1,107300105
XP_034263010.1,XP_015684942.1,XP_025027448.1,107300113
XP_034289127.1,XP_015685072.1,XP_007433640.1,107300213
XP_034291879.1,XP_029142799.1,XP_025025054.1,107300236
XP_034270610.1,XP_015685115.2,XP_007425878.2,107300293
XP_034269757.1,XP_015685163.1,XP_007420902.1,107300340
XP_034269761.1,XP_015685241.1,XP_015743899.1,107300418
XP_034269763.1,XP_015685250.1,XP_007420896.1,107300431
XP_034268246.1,XP_015685332.1,XP_007425846.1,107300526
XP_034264334.1,XP_015685360.1,XP_007439860.1,107300560
XP_034296938.1,XP_015685387.1,XP_007422345.1,107300584
XP_034296940.1,XP_015685397.1,XP_007422346.1,107300595
XP_034263009.1,XP_029142860.1,XP_007436041.1,107300642
XP_034296935.1,XP_015685446.1,XP_007422342.1,107300649
XP_034264440.1,XP_015685602.1,XP_007436828.1,107300825
XP_034265385.1,XP_015685692.1,XP_015744270.2,107300922
XP_034265408.1,XP_015685769.1,XP_007442129.1,107301007
XP_034287252.1,XP_015685873.1,XP_007428701.1,107301086
XP_034281210.1,XP_015685885.1,XP_007421538.1,107301137
XP_034265792.1,XP_015685906.1,XP_007438921.1,107301157
XP_034265803.1,XP_015685925.1,XP_025032986.1,107301177
XP_034260829.1,XP_015686030.1,XP_007436417.1,107301295
XP_034260759.1,XP_015686049.1,XP_025022658.1,107301319
XP_034283761.1,XP_015686106.1,XP_007428084.1,107301383
XP_034292298.1,XP_015686183.1,XP_007443079.1,107301475
XP_034292302.1,XP_015686239.1,XP_007431084.1,107301542
XP_034269325.1,XP_015686288.1,XP_025030809.1,107301598
XP_034298729.1,XP_015686377.1,XP_007426958.1,107301699
XP_034298842.1,XP_015686386.1,XP_007426964.2,107301709
XP_034257317.1,XP_015686441.1,XP_007426970.1,107301769
XP_034257325.1,XP_015686451.1,XP_007426971.1,107301780
XP_034257273.1,XP_015686470.1,XP_007426969.1,107301803
XP_034289566.1,XP_029142989.1,XP_007432141.1,107301853
XP_034288256.1,XP_015686530.2,XP_007421724.2,107301875
XP_034288121.1,XP_015686569.1,XP_007421732.1,107301928
XP_034288088.1,XP_015686591.1,XP_007421735.2,107301959
XP_034288165.1,XP_015686600.1,XP_007421729.1,107301970
XP_034261641.1,XP_015686625.1,XP_007420219.2,107301996
XP_034277873.1,XP_015686661.1,XP_007420221.1,107302042
XP_034277885.1,XP_015686749.1,XP_007420220.1,107302145
XP_034283139.1,XP_015686788.1,XP_007443484.2,107302184
XP_034283216.1,XP_015686830.1,XP_007429501.1,107302238
XP_034283223.1,XP_015686838.1,XP_007428143.1,107302249
XP_034283231.1,XP_015686848.1,XP_025022335.1,107302260
XP_034283237.1,XP_029143029.1,XP_025025761.1,107302288
XP_034283239.1,XP_015686884.1,XP_007432080.2,107302298
XP_034276733.1,XP_015686928.1,XP_007421251.1,107302348
XP_034276734.1,XP_029143049.1,XP_025025920.1,107302350
XP_034287194.1,XP_015686939.1,XP_007436139.1,107302357
XP_034271973.1,XP_015686937.1,XP_025024385.1,107302358
XP_034272445.1,XP_029143061.1,XP_007424500.1,107302364
XP_034287195.1,XP_015686945.1,XP_007436140.1,107302366
XP_034271930.1,XP_015686944.1,XP_007423505.1,107302369
XP_034271969.1,XP_029143053.1,XP_007431386.1,107302377
XP_034271985.1,XP_015686963.1,XP_007444376.1,107302381
XP_034272000.1,XP_015686971.1,XP_025021787.1,107302385
XP_034287186.1,XP_015686977.1,XP_007436143.1,107302388
XP_034272017.1,XP_015686976.1,XP_007427671.1,107302391
XP_034272022.1,XP_015686978.1,XP_007427676.1,107302392
XP_034272034.1,XP_015686985.1,XP_007440786.1,107302395
XP_034272040.1,XP_015686989.1,XP_007439314.1,107302399
XP_034272059.1,XP_015686996.1,XP_007424505.1,107302405
XP_034272066.1,XP_015686998.1,XP_025031126.1,107302408
XP_034272070.1,XP_015686999.1,XP_007432055.2,107302409
XP_034272084.1,XP_029143056.1,XP_007432054.1,107302416
XP_034271958.1,XP_029143051.1,XP_007424897.1,107302419
XP_034272079.1,XP_015687015.1,XP_007432053.1,107302425
XP_034273047.1,XP_015687022.1,XP_025021683.1,107302429
XP_034274482.1,XP_015687026.1,XP_015742982.1,107302436
XP_034287419.1,XP_015687036.1,XP_025028191.1,107302446
XP_034287400.1,XP_015687039.1,XP_007444579.2,107302448
XP_034287418.1,XP_015687040.1,XP_007437118.1,107302449
XP_034287412.1,XP_015687042.1,XP_025028240.1,107302450
XP_034287410.1,XP_015687044.2,XP_007437183.1,107302452
XP_034291236.1,XP_015687062.1,XP_007426978.1,107302470
XP_034293227.1,XP_029143071.1,XP_007420343.2,107302488
XP_034293233.1,XP_015687087.1,XP_025019999.1,107302493
XP_034293250.1,XP_015687091.1,XP_007420310.1,107302498
XP_034290606.1,XP_015687105.1,XP_007427202.2,107302508
XP_034298116.1,XP_015687147.1,XP_025025519.1,107302511
XP_034273045.1,XP_029142971.1,XP_007427053.1,107302514
XP_034290536.1,XP_015687161.1,XP_007434356.1,107302559
XP_034266774.1,XP_015687166.1,XP_007435856.1,107302562
XP_034266762.1,XP_015687167.1,XP_007432371.1,107302563
XP_034273305.1,XP_015687195.1,XP_025025177.1,107302591
XP_034273314.1,XP_015687196.2,XP_007429966.1,107302592
XP_034273302.1,XP_015687201.1,XP_007423232.1,107302597
XP_034276518.1,XP_015687204.1,XP_025026077.1,107302601
XP_034276597.1,XP_015687207.1,XP_025027428.1,107302603
XP_034276537.1,XP_029143090.1,XP_015745541.2,107302608
XP_034276545.1,XP_029143086.1,XP_025029513.1,107302610
XP_034276552.1,XP_029143092.1,XP_007442010.1,107302612
XP_034298137.1,XP_015687256.1,XP_025026892.1,107302616
XP_034276528.1,XP_015687224.1,XP_007442320.1,107302620
XP_034276520.1,XP_015687232.1,XP_007433962.1,107302629
XP_034259221.1,XP_015687244.1,XP_007428846.1,107302638
XP_034274716.1,XP_029143097.1,XP_007437069.1,107302639
XP_034296493.1,XP_029143095.1,XP_025027097.1,107302642
XP_034274717.1,XP_015687247.1,XP_007437068.1,107302644
XP_034296491.1,XP_015687249.1,XP_007435504.1,107302646
XP_034296492.1,XP_029143098.1,XP_007435509.1,107302649
XP_034257401.1,XP_015687259.2,XP_025025220.1,107302651
XP_034257331.1,XP_015687260.1,XP_025029435.1,107302652
XP_034298794.1,XP_015687261.1,XP_025019510.1,107302653
XP_034257176.1,XP_015687263.1,XP_025018786.1,107302655
XP_034257261.1,XP_015687281.1,XP_007423760.1,107302667
XP_034298691.1,XP_029143102.1,XP_007422769.1,107302674
XP_034298714.1,XP_029143099.1,XP_025018798.1,107302678
XP_034257266.1,XP_015687299.1,XP_007435097.1,107302680
XP_034295008.1,XP_015687314.1,XP_007432977.1,107302692
XP_034294994.1,XP_029143105.1,XP_007430011.1,107302694
XP_034294991.1,XP_015687320.1,XP_007430007.1,107302695
XP_034294973.1,XP_015687324.1,XP_015743861.2,107302698
XP_034268315.1,XP_015687331.1,XP_007432664.1,107302705
XP_034259580.1,XP_015687363.1,XP_007443239.1,107302730
XP_034286252.1,XP_015687361.1,XP_025030770.1,107302732
XP_034286250.1,XP_029143119.1,XP_007445113.2,107302733
XP_034268375.1,XP_015687368.1,XP_007438085.1,107302738
XP_034268374.1,XP_015687372.1,XP_007432536.1,107302743
XP_034281794.1,XP_015687376.2,XP_007436244.1,107302745
XP_034281793.1,XP_015687387.1,XP_007436245.3,107302754
XP_034281802.1,XP_015687388.1,XP_007436240.1,107302755
XP_034269635.1,XP_015687398.1,XP_025021110.1,107302762
XP_034269606.1,XP_015687400.1,XP_007426156.1,107302764
XP_034283758.1,XP_015687406.1,XP_007431753.1,107302769
XP_034283775.1,XP_015687411.1,XP_025025960.1,107302772
XP_034283780.1,XP_015687412.1,XP_007434470.1,107302773
XP_034283760.1,XP_015687416.1,XP_007433777.2,107302777
XP_034296591.1,XP_015687422.1,XP_015746108.1,107302783
XP_034296619.1,XP_015687423.1,XP_007430128.1,107302784
XP_034296606.1,XP_015687424.1,XP_007437861.2,107302785
XP_034296604.1,XP_015687426.1,XP_007439683.1,107302787
XP_034258833.1,XP_015687431.1,XP_007421073.1,107302789
XP_034296602.1,XP_015687428.1,XP_007430988.1,107302790
XP_034296595.1,XP_015687430.2,XP_007442111.1,107302792
XP_034280714.1,XP_015687435.1,XP_007426516.1,107302796
XP_034280711.1,XP_015687437.1,XP_025021338.1,107302798
XP_034280666.1,XP_015687446.1,XP_025021340.1,107302809
XP_034298112.1,XP_015687480.1,XP_025032378.1,107302812
XP_034258898.1,XP_015687451.1,XP_007428845.1,107302813
XP_034264883.1,XP_015687450.1,XP_007434173.1,107302815
XP_034258689.1,XP_015687472.1,XP_007421083.1,107302832
XP_034265699.1,XP_029143149.1,XP_007439379.1,107302837
XP_034265666.1,XP_015687488.1,XP_007425210.1,107302846
XP_034258997.1,XP_015687504.1,XP_025024755.1,107302858
XP_034265740.1,XP_015687518.1,XP_007432604.2,107302872
XP_034265746.1,XP_015687520.2,XP_025027923.1,107302875
XP_034265768.1,XP_015687521.1,XP_007443110.1,107302876
XP_034265669.1,XP_015687522.1,XP_007425209.2,107302878
XP_034265673.1,XP_015687523.1,XP_007425207.1,107302879
XP_034265697.1,XP_015687524.1,XP_007439378.1,107302880
XP_034274317.1,XP_015687536.1,XP_007432568.1,107302890
XP_034274320.1,XP_015687538.1,XP_007423481.1,107302891
XP_034285920.1,XP_015687550.1,XP_007432256.1,107302901
XP_034278232.1,XP_015687554.1,XP_007432585.1,107302905
XP_034278238.1,XP_015687557.1,XP_007432592.2,107302910
XP_034285905.1,XP_015687558.1,XP_007439365.1,107302911
XP_034259067.1,XP_015687563.1,XP_007438100.1,107302915
XP_034265039.1,XP_015687595.1,XP_007436874.1,107302944
XP_034263390.1,XP_015687596.1,XP_007434102.2,107302945
XP_034257495.1,XP_029143169.1,XP_007427963.2,107302949
XP_034257393.1,XP_015687605.1,XP_007435719.1,107302954
XP_034289325.1,XP_015687614.2,XP_015743407.1,107302959
XP_034289337.1,XP_015687615.1,XP_025018969.1,107302960
XP_034289326.1,XP_015687621.1,XP_007427437.1,107302963
XP_034289324.1,XP_015687630.2,XP_007427439.2,107302970
XP_034259281.1,XP_015687632.1,XP_025022113.1,107302973
XP_034259426.1,XP_015687636.1,XP_025022114.1,107302978
XP_034270381.1,XP_015687645.1,XP_025020508.1,107302984
XP_034270410.1,XP_015687646.1,XP_007425236.1,107302986
XP_034270391.1,XP_015687657.1,XP_025020513.1,107302995
XP_034298117.1,XP_015687703.1,XP_007433168.1,107303001
XP_034282096.1,XP_015687671.1,XP_025028890.1,107303003
XP_034271850.1,XP_015687676.1,XP_007428542.1,107303009
XP_034271685.1,XP_015687685.1,XP_025022560.1,107303020
XP_034271878.1,XP_015687695.1,XP_007430203.1,107303029
XP_034271870.1,XP_015687696.1,XP_025023653.1,107303031
XP_034271882.1,XP_015687698.1,XP_007421811.1,107303033
XP_034271890.1,XP_015687700.1,XP_007421810.1,107303034
XP_034271879.1,XP_015687701.1,XP_007421808.1,107303035
XP_034271840.1,XP_015687710.1,XP_007428538.1,107303041
XP_034271837.1,XP_015687711.1,XP_025022586.1,107303042
XP_034271822.1,XP_015687720.1,XP_007425408.1,107303047
XP_034271809.1,XP_015687727.1,XP_007425398.1,107303053
XP_034271761.1,XP_015687737.1,XP_007422434.1,107303061
XP_034271731.1,XP_015687743.1,XP_025019846.1,107303066
XP_034271692.1,XP_015687752.1,XP_025022537.1,107303075
XP_034271688.1,XP_015687753.1,XP_007420740.1,107303076
XP_034271682.1,XP_015687754.1,XP_007420743.1,107303077
XP_034271660.1,XP_015687761.1,XP_007420755.1,107303084
XP_034271656.1,XP_015687762.1,XP_007437064.1,107303085
XP_034298119.1,XP_029143147.1,XP_025025526.1,107303102
XP_034271593.1,XP_015687783.1,XP_007429242.1,107303103
XP_034271591.1,XP_015687784.1,NP_001280016.1,107303104
XP_034271590.1,XP_015687785.1,XP_007429240.1,107303105
XP_034271619.1,XP_029143195.1,XP_025022316.1,107303125
XP_034287043.1,XP_015687844.1,XP_025028238.1,107303159
XP_034296326.1,XP_015687845.1,XP_007420765.1,107303160
XP_034287087.1,XP_015687851.1,XP_007438530.1,107303166
XP_034287062.1,XP_015687858.1,XP_025022729.1,107303174
XP_034287034.1,XP_015687865.1,XP_025021548.1,107303180
XP_034287088.1,XP_029143204.1,XP_007438528.3,107303184
XP_034287038.1,XP_015687876.1,XP_025028237.1,107303187
XP_034297575.1,XP_029138777.1,XP_007422447.1,107303217
XP_034290859.1,XP_015687910.2,XP_025022367.1,107303219
XP_034297565.1,XP_015687907.1,XP_025033429.1,107303220
XP_034297547.1,XP_029143211.1,XP_025033431.1,107303221
XP_034290919.1,XP_015687921.1,XP_007428177.1,107303230
XP_034297605.1,XP_015687926.1,XP_007426082.2,107303237
XP_034297555.1,XP_029138763.1,XP_025033424.1,107303247
XP_034261038.1,XP_029138795.1,XP_007426993.1,107303267
XP_034297690.1,XP_015687967.1,XP_015744467.1,107303269
XP_034297657.1,XP_015687973.1,XP_025031464.1,107303272
XP_034297567.1,XP_015687989.1,XP_007422448.1,107303287
XP_034257624.1,XP_029138788.1,XP_025026038.1,107303292
XP_034277273.1,XP_015688003.1,XP_007430330.1,107303296
XP_034257571.1,XP_015688009.1,XP_007422382.1,107303304
XP_034257619.1,XP_015688012.1,XP_007421869.2,107303308
XP_034257615.1,XP_015688021.1,XP_025022502.1,107303314
XP_034257604.1,XP_015688022.1,XP_007428414.2,107303315
XP_034257605.1,XP_015688023.1,XP_007428418.2,107303317
XP_034257517.1,XP_029138791.1,XP_007428221.1,107303318
XP_034257642.1,XP_015688032.1,XP_025024065.1,107303324
XP_034284099.1,XP_015688038.1,XP_007422321.1,107303326
XP_034257589.1,XP_015688039.1,XP_025025623.1,107303330
XP_034297132.1,XP_015688043.1,XP_025023304.1,107303334
