h_genes,m_genes,s_genes,g_gene,a_gene,x_gene,p_gene,dog_gene
5097,75599,107288771,416194,100561240,100124722,750154,100856703
5099,54216,107299078,422797,100563425,100124985,461157,488843
5101,211712,107282976,418800,100554098,100489504,452590,476942
5108,18536,107301688,395204,100565116,100145303,464020,475618
5110,18537,107287400,428607,100566505,595004,463062,476242
5111,18538,107283633,373984,100560949,493302,458081,477166
5116,18541,107284298,424039,100563498,100486558,474062,491613
5119,234852,107283512,415841,100552883,100216166,739819,489656
5122,18548,107302787,769230,100565158,100496933,461740,479149
5126,18549,107283169,395136,100564235,100036632,458106,485757
5128,237459,107284563,417920,100558014,100101773,452146,100856032
5129,18557,107289104,771736,100564067,448581,457669,488573
5132,20028,107285154,429078,100560523,100496611,469614,403624
5134,18567,107290181,421550,100562405,100126680,465124,475041
5136,18573,107292635,424116,100559800,100125056,459797,403652
5137,18575,107283793,420752,100556591,100495383,463334,475272
5139,54611,107290477,418185,100555208,101730602,465329,610836
5140,18576,107295022,423064,100556429,100487373,451041,611730
5142,18578,107300105,424700,100558764,780324,456921,479540
5143,110385,107282168,769860,103281977,100380081,748644,609938
5146,110855,107293542,395834,100566240,100485634,740456,486805
5147,18582,107296048,424932,100564605,108644463,738319,403781
5148,18588,107286886,395091,100563391,100124827,746726,403911
5149,78600,107286150,378929,100553314,549499,742049,611031
5150,18583,107288946,425199,100564782,100498541,464213,486975
5153,18574,107290531,777528,100555873,100036722,451962,100856025
5154,18590,107291891,374196,100560004,100038202,740202,491597
5155,18591,107288137,374128,100554817,100492827,458844,442986
5156,18595,107298631,395509,100565834,100124862,461318,442860
5157,68797,107301733,769077,100560976,594974,464010,607033
5160,18597,107295966,418610,100567971,549826,465525,480858
5162,68263,107296582,416066,100559917,548966,470832,476574
5163,228026,107291526,425972,100555492,100497838,459743,476828
5165,236900,107298473,418595,100562544,100135009,740576,480868
5166,27273,107283650,420570,100560978,448511,472448,482310
5168,18606,107288744,420361,100564269,548690,464353,482026
5169,209558,107290870,426928,100562470,100422808,463000,474820
5170,18607,107302608,416588,100559955,779524,467875,479875
5173,18610,114923616,100858468,100560284,116408008,469860,485808
5174,59020,107289034,418460,100560048,100145801,100611671,475823
5175,18613,107284851,771243,103279754,100493686,454766,610775
5179,18619,107284333,421131,100556154,548461,464186,100687307
5184,18624,107284080,415776,100566056,493456,455932,476493
5188,229487,107295903,422480,100565179,100486675,461539,475464
5189,71382,107282809,420554,100558021,779516,463532,475227
5190,224824,107297197,416709,100562868,100491422,462704,481805
5191,18634,107294499,421687,100568187,548708,463024,484000
5194,72129,107300783,421197,100556931,733832,470382,474607
5195,56273,107292337,771421,100561395,100489925,457929,608947
5198,237823,107298955,101751749,100559217,100216263,455093,489490
5199,18636,107296985,112533495,100562473,496476,465607,491859
5201,67199,107284144,416142,100559062,100497275,462112,606872
5203,109054,107287091,419337,100564354,100038150,458346,100855575
5204,56612,107288507,100859376,100552616,548939,451938,607260
5205,54670,107285591,426857,100557766,594952,455439,476190
5207,18639,107286554,415906,100563845,100488795,465657,491903
5208,18640,107288374,419850,100563872,100170160,457687,480011
5209,170768,107298408,418247,100563729,100216216,738397,487139
5212,74199,107287483,421471,100562269,100489513,100611830,483032
5213,18642,107288505,374064,100552812,100216266,451863,403849
5214,56421,107283952,428411,100561110,394825,450266,478019
5217,18645,107289028,771904,100560832,548852,460989,100683352
5218,18647,107286839,420546,100565771,100125075,463522,475223
5223,18648,107294240,428969,100559697,100144939,450650,477786
5229,225467,107290898,770633,100556324,493499,471600,481440
5236,72157,107287077,424691,100562877,407960,456908,479545
5239,226041,107289298,427215,100567960,100170455,472942,476332
5245,18673,107282617,419980,100564329,394635,455205,480547
5250,18674,107290551,417924,100557497,394524,452152,475436
5251,18675,107286124,395777,100560965,100496470,465533,480862
5253,18676,107294787,415981,100554631,100492144,100609290,484208
5256,110094,107295956,418612,100567581,100498261,465523,480857
5257,102093,107290113,415741,100556200,100493974,465150,478139
5264,16922,107295057,426601,100560911,100379998,450310,478000
5270,20720,107290160,424805,100559583,394528,459980,608930
5277,18700,107292487,418624,100563807,100158632,465507,491748
5279,67292,107290565,424387,100563054,549879,469583,480073
5281,18701,107287857,100858021,100567314,548825,459207,474580
5283,110417,107285838,423271,100556599,100135232,736276,611566
5286,18704,107290371,423070,100557407,100038240,451052,485399
5287,240752,107302983,419822,100567393,100489532,457657,478938
5289,225326,107298510,100857877,100552043,100485933,455385,490477
5290,18706,107285699,424971,100562345,100144924,460858,488084
5291,74769,107292269,424826,100567254,780390,471079,477085
5294,30955,107297786,417706,100561444,100158519,463649,483266
5295,18708,107286152,427171,100556883,100486835,461836,487235
5296,18709,107282273,771142,100555182,100497001,455855,609956
5297,224020,107293333,416767,100554829,100127709,470256,486443
5298,107650,107295582,100859723,100566060,100124755,457291,483196
5300,23988,107287223,100859153,100557901,493472,745021,484963
5303,69713,107291585,422134,100565280,394809,738554,607878
5305,18718,107283636,420504,100552595,100170468,742458,608414
5307,18740,107286540,374201,100565777,493226,462072,481513
5308,18741,107294647,395862,100554819,549981,461438,487902
5310,18763,107285097,416553,100564757,100494429,453954,606755
5315,18746,107297915,396456,100567220,549224,748700,403874
5316,18771,107296828,418542,100556378,100497777,458587,611059
5318,67451,107287197,418130,100565701,100124891,465265,486613
5321,18783,107285159,396394,100559141,100145731,469617,480048
5324,56711,107284332,429484,100553789,100488503,464185,486960
5327,18791,107287961,426791,100568270,594962,472748,482840
5332,18798,107285366,416730,100560758,100125098,458093,477160
5333,18799,107284364,420416,100567266,100488677,460267,485586
5334,227120,107284906,424060,100559355,100495595,470611,478858
5335,18803,107287257,419175,100559347,100496674,458253,485874
5336,234779,107292601,415805,100566814,100496686,454268,489692
5337,18805,107286542,424986,100566734,100379682,470996,488167
5341,56193,107283122,395669,100563844,594931,459292,442956
5346,103968,114922529,415487,103280236,594876,467755,100856637
5350,18821,107299791,396378,100563710,100379739,100613044,414755
5352,26432,107295355,424882,100558233,100489636,460754,485702
5354,18823,107303269,396214,100556021,613099,465785,481002
5356,53317,107290648,422401,100552926,394977,461557,612490
5357,102502,107292037,396291,100556764,100170476,460746,485697
5358,102866,107303244,422222,100564741,595091,465817,481025
5360,18830,107298446,428164,100560016,549505,458291,485903
5361,18844,107291615,416030,100560372,100037845,460665,100688869
5362,18845,107288377,419857,100553072,100144723,457693,490270
5364,235611,107298127,100859325,100553761,100498269,460344,476636
5367,110312,107289462,418091,100562359,100486479,740957,449022
5368,18155,107284875,422019,103280862,100127724,464083,486095
5372,29858,107285426,417989,100557563,100216238,458867,474486
5373,54128,107296633,427679,100564602,100127589,453905,490013
5376,18858,107294900,417327,100554666,594946,744977,479509
5378,227099,107288500,423980,100559382,548373,459827,478840
5393,50911,107296599,619530,100565770,100145275,741653,476093
5394,50912,107294606,419454,103281089,407941,457944,478233
5409,18948,107303015,100858738,100565710,100492236,454634,491023
5411,18949,107295959,423338,100558514,448224,452875,403907
5412,24109,107302562,418921,100561104,100135746,736889,607436
5413,18951,107297607,416778,100563096,100125069,458652,486419
5420,27205,107294386,395755,103278801,100492477,472604,482252
5423,18970,107283271,426794,100552750,448741,737210,494001
5425,18972,107286229,107057377,100553924,448271,472654,482686
5426,18973,107285443,416997,100553994,100498309,467165,486223
5427,18974,107298233,423567,100553208,595029,452888,608973
5428,18975,107286848,404292,100553734,100488393,467754,100856383
5429,80905,107289296,395102,100558919,100487374,462720,474915
5432,20021,107295249,415635,100561197,394729,454119,478109
5433,69241,107287669,424754,100567905,549002,100612569,483863
5435,69833,107288624,395486,100556802,448728,458824,474512
5437,245841,107298410,424954,100555951,548867,471027,478656
5439,20022,107297548,107049063,100553019,733914,100609886,100686835
5440,17749,107285231,112529926,100559488,549263,741257,100688583
5441,66491,107282548,770704,100568219,549097,740555,111090847
5443,18976,107291045,422011,100553085,496777,459074,403659
5447,18984,107290035,417520,100565465,100486781,463481,489816
5449,18736,107289036,374215,100554159,100492413,470861,403753
5450,18985,107284522,373994,100553601,100496996,451537,489413
5451,18986,107297204,396463,100564579,549091,457486,490360
5454,18992,107292739,107053103,100554334,100486226,472255,481931
5455,18993,107286823,107051987,100568190,100497507,104005121,106557511
5456,18994,107295204,100857422,100565914,100036711,100615412,491988
5457,18996,107303148,100857623,100564777,100488759,100608907,610785
5458,18997,107289432,428735,100559467,100498428,471317,482637
5463,19009,107292112,107049477,103277696,100126212,451901,486540
5464,67895,107296305,769424,100563269,496951,748973,479238
5467,19015,107302828,395479,100552327,100038152,463188,481756
5469,19014,107303063,420004,100564926,100036710,454629,480533
5471,231327,107297222,422743,100553317,394937,461309,611407
5475,237178,107295887,427999,100567388,100496625,107966472,100688966
5476,19025,107298445,428163,100561404,734066,458290,611146
5479,19035,107289650,396447,100560879,549817,747801,478337
5480,19038,107292728,768427,100559673,100494684,100612744,481480
5481,67738,107286043,428725,100567332,394581,737256,475481
5493,19041,107290378,408044,100563033,100492628,453893,490021
5494,19042,107294580,423525,100558424,548912,452950,480344
5495,19043,107284954,421404,100552799,493392,470365,474573
5498,19044,107300025,107051238,100558507,105945802,457450,478980
5500,19046,107298021,396019,100552053,496958,459118,403558
5501,19047,107286959,416872,100565990,407879,462795,403557
5504,66849,107291699,424894,100566784,100038193,460949,478605
5506,140491,107291877,101747406,100558606,100036661,463666,482411
5507,53412,107289976,425328,100565840,100127791,450596,477766
5509,228966,107296408,419220,100557953,100490113,469992,485953
5510,66385,107297269,424844,100552255,448394,460079,100855698
5511,100336,107288016,419564,100555696,549833,469247,487340
5514,52040,107297731,100859302,100560962,100144964,462544,481705
5515,19052,107294933,416318,100568233,394888,100614247,403608
5516,19053,107285618,396021,100558622,448031,464100,482873
5520,71978,107295004,419523,100555366,496486,464068,477374
5521,72930,107291985,416350,100563742,549212,462170,478053
5523,235542,107290041,424733,100565691,100494129,460715,485672
5524,110854,107296756,426329,100566267,100125159,107976795,491303
5525,226849,107286334,421372,100556099,447953,457716,490280
5527,26931,107295367,423460,100558617,394858,453170,480436
5529,26932,107293312,423512,100552371,394864,452962,480349
5530,19055,107298959,395113,100555622,100144934,461403,403486
5533,19057,107289259,101748851,100552158,100037840,742406,609027
5537,67857,107296772,772354,100560299,549864,738446,608922
5546,94315,107299394,425977,100553675,100038213,457405,610063
5547,72461,107297830,428096,100567778,780095,451453,476788
5549,116847,107302989,419933,100558937,100124759,469649,488561
5550,19072,107284188,421785,100562705,394797,462903,481945
5557,19075,107293736,426646,100559244,407927,746924,607309
5558,19076,107295496,421878,100560817,548762,750786,474950
5562,105787,107291127,427185,100567445,100145520,471564,479351
5563,108079,107286634,429110,100551935,100216099,741802,489571
5564,19079,107288822,416986,100553465,100380160,452297,486295
