P_Mucros.pep,N_naja.pep
XP_015669492.1,Nana11101-RA
XP_015670636.1,Nana01500-RA
XP_015666125.2,Nana21425-RA
XP_015681112.1,Nana18591-RA
XP_015678757.1,Nana33060-RA
XP_015678755.1,Nana33070-RA
XP_015687499.2,Nana15275-RA
XP_015666666.1,Nana21459-RA
XP_015675332.1,Nana35652-RA
XP_015673261.1,Nana05922-RA
XP_015687387.1,Nana32394-RA
XP_029138905.1,Nana37747-RA
XP_029139029.1,Nana15231-RA
XP_015676949.1,Nana15377-RA
XP_015667080.1,Nana21667-RA
XP_015677100.1,Nana20523-RA
XP_015666057.1,Nana21769-RA
XP_015676844.1,Nana27532-RA
XP_029138932.1,Nana21905-RA
XP_015679071.1,Nana27544-RA
XP_015674507.1,Nana27432-RA
XP_015667224.1,Nana22294-RA
XP_029139127.1,Nana22305-RA
XP_029139128.1,Nana22315-RA
XP_015680542.1,Nana14922-RA
XP_015667253.1,Nana22415-RA
XP_015668332.1,Nana27362-RA
XP_015669736.1,Nana22528-RA
XP_015674542.1,Nana14875-RB
XP_015670649.1,Nana22720-RA
XP_015670513.1,Nana14567-RA
XP_015673648.2,Nana27113-RA
XP_015673642.1,Nana27114-RA
XP_015673647.1,Nana27112-RA
XP_015673650.1,Nana27107-RA
XP_015675257.1,Nana19828-RA
XP_015668311.1,Nana27062-RA
XP_029143050.1,Nana22928-RA
XP_015667522.1,Nana26985-RA
XP_015666388.1,Nana14508-RA
XP_015666380.1,Nana14517-RA
XP_015666373.1,Nana14524-RA
XP_015673282.1,Nana14143-RA
XP_015687803.1,Nana23097-RA
XP_029143178.1,Nana23098-RA
XP_029140228.1,Nana19591-RB
XP_015678650.1,Nana14187-RA
XP_015685527.1,Nana14224-RA
XP_015671008.1,Nana14248-RA
XP_029138882.1,Nana23257-RA
XP_015675775.1,Nana23255-RB
XP_015674983.1,Nana14042-RA
XP_015669038.2,Nana29655-RA
XP_029141160.1,Nana29619-RA
XP_015670156.1,Nana29557-RA
XP_029138842.1,Nana23334-RA
XP_015667308.1,Nana26238-RA
XP_015688003.1,Nana29587-RA
XP_015669264.1,Nana13849-RA
XP_015674823.1,Nana25925-RA
XP_015679041.1,Nana29510-RA
XP_015679034.1,Nana29510-RB
XP_015683371.1,Nana25811-RA
XP_015683208.1,Nana25808-RA
XP_015685514.1,Nana29359-RA
XP_029142481.1,Nana29354-RA
XP_029138794.1,Nana29352-RA
XP_015666163.1,Nana29089-RA
XP_015670350.1,Nana24495-RA
XP_029142637.1,Nana18479-RA
XP_015680531.1,Nana18582-RA
XP_015686441.1,Nana18143-RA
XP_015687400.1,Nana24811-RA
XP_015687267.1,Nana18178-RA
XP_015668685.1,Nana24885-RA
XP_015670007.1,Nana18000-RA
XP_015676722.1,Nana18001-RA
XP_015676297.1,Nana24908-RA
XP_015676300.1,Nana24912-RA
XP_015673842.1,Nana18646-RA
XP_015671928.1,Nana17940-RA
XP_029140064.1,Nana17957-RA
XP_029140068.1,Nana17956-RA
XP_015671935.1,Nana17963-RA
XP_015680714.1,Nana25178-RA
XP_015674069.1,Nana18121-RA
XP_015682674.2,Nana25413-RA
XP_015675626.1,Nana12200-RA
XP_029140355.1,Nana11512-RA
XP_029140704.1,Nana11506-RA
XP_015669953.1,Nana11660-RA
XP_015673517.1,Nana11616-RA
XP_015674709.1,Nana11398-RA
XP_015682204.1,Nana11384-RA
XP_015677730.1,Nana05761-RA
XP_015678976.1,Nana05766-RA
XP_015674554.1,Nana05580-RA
XP_029143210.1,Nana10240-RA
XP_015675695.2,Nana10225-RA
XP_015677690.2,Nana05337-RA
XP_015677696.1,Nana05328-RA
XP_029139897.1,Nana10922-RA
XP_015682058.1,Nana12623-RA
XP_015682629.1,Nana12625-RA
XP_015667702.1,Nana10703-RA
XP_015667743.1,Nana10724-RA
XP_015678785.1,Nana04687-RA
XP_015670628.1,Nana09718-RA
XP_015684322.1,Nana04325-RA
XP_015686125.1,Nana09315-RA
XP_015674628.1,Nana03719-RA
XP_015674634.1,Nana03727-RA
XP_015680986.1,Nana09376-RA
XP_015678574.1,Nana09574-RA
XP_015667935.1,Nana03674-RA
XP_029140530.1,Nana09284-RA
XP_015675600.1,Nana09275-RA
XP_015675044.1,Nana39155-RA
XP_015673419.2,Nana03254-RA
XP_015673418.1,Nana03255-RA
XP_029139237.1,Nana02908-RA
XP_015678043.1,Nana02655-RA
XP_015671642.1,Nana02530-RA
XP_015671348.1,Nana08502-RA
XP_015669716.1,Nana02618-RA
XP_015675648.1,Nana02170-RA
XP_015679258.1,Nana02205-RA
XP_015687038.1,Nana08309-RA
XP_015681411.1,Nana07997-RA
XP_015677381.1,Nana07970-RA
XP_015670796.1,Nana01867-RA
XP_015687533.1,Nana07799-RA
XP_015683115.1,Nana07629-RA
XP_015679812.1,Nana07618-RA
XP_015674534.1,Nana01632-RA
XP_015674532.1,Nana01642-RA
XP_015673950.1,Nana01665-RB
XP_015673858.1,Nana01672-RA
XP_015670274.1,Nana01073-RA
XP_015672699.1,Nana01083-RA
XP_015687405.1,Nana01231-RA
XP_015686848.1,Nana00851-RA
XP_015667996.1,Nana00839-RA
XP_015677718.1,Nana24258-RA
XP_015671035.1,Nana00562-RA
XP_015678861.1,Nana37188-RA
XP_015685239.1,Nana20388-RA
XP_015678690.1,Nana04365-RA
XP_015673729.1,Nana27387-RA
XP_029141990.1,Nana06669-RA
XP_015679080.1,Nana35228-RA
XP_015666190.1,Nana06280-RA
XP_015675850.1,Nana37620-RA
XP_015670703.1,Nana19660-RA
XP_015678797.1,Nana05901-RA
XP_015670455.1,Nana03372-RA
XP_015676185.1,Nana05910-RA
XP_015675773.1,Nana32069-RB
XP_015668293.1,Nana00607-RA
XP_015682895.1,Nana36568-RA
XP_015677027.1,Nana08247-RA
XP_029139108.1,Nana29841-RA
XP_015669114.2,Nana34888-RA
XP_029139314.1,Nana31917-RA
XP_029141689.1,Nana06895-RA
XP_015668204.1,Nana31956-RA
XP_015678295.1,Nana22256-RA
XP_015678565.1,Nana22177-RA
XP_015667377.1,Nana33538-RA
XP_029140587.1,Nana13763-RA
XP_029139166.1,Nana33554-RA
XP_015667164.1,Nana29812-RA
XP_015669948.1,Nana03093-RA
XP_029139090.1,Nana28109-RA
XP_015675087.1,Nana03170-RA
XP_029140100.1,Nana19149-RA
XP_029140101.1,Nana19150-RA
XP_015675095.1,Nana03172-RA
XP_015671496.1,Nana04766-RA
XP_029140314.1,Nana34537-RB
XP_029141605.1,Nana08926-RA
XP_015667342.2,Nana33383-RA
XP_029138807.1,Nana06016-RA
XP_015681325.1,Nana27860-RB
XP_015677754.1,Nana22708-RA
XP_029140222.1,Nana00583-RA
XP_015672420.1,Nana12418-RA
XP_015673536.1,Nana00796-RA
XP_029139430.1,Nana33797-RA
XP_015670448.1,Nana10582-RA
XP_029138857.1,Nana23577-RA
XP_015665691.1,Nana23373-RB
XP_015670085.1,Nana19715-RA
XP_015668867.1,Nana36066-RA
XP_015667389.2,Nana33619-RA
XP_029139590.1,Nana11053-RA
XP_015683343.1,Nana34207-RB
XP_015678030.1,Nana33001-RA
XP_015683685.1,Nana36513-RA
XP_015683584.1,Nana30366-RB
XP_015683307.1,Nana12937-RA
XP_015672061.1,Nana30314-RA
XP_015687813.1,Nana26447-RA
XP_029142062.1,Nana35913-RA
XP_015667071.1,Nana28097-RA
XP_015684108.1,Nana03350-RA
XP_015670461.1,Nana03351-RA
XP_015678807.1,Nana24232-RA
XP_015666620.1,Nana28020-RA
XP_015681092.2,Nana07716-RA
XP_015671900.1,Nana00999-RA
XP_029141738.1,Nana23933-RB
XP_015668917.1,Nana19848-RA
XP_015683188.2,Nana39536-RA
XP_015668934.1,Nana19893-RA
XP_015678514.1,Nana19317-RA
XP_015669275.1,Nana19910-RA
XP_015676933.1,Nana11221-RA
XP_015677396.1,Nana01776-RA
XP_015669258.2,Nana00789-RA
XP_015674257.1,Nana36391-RA
XP_015670876.1,Nana04658-RA
XP_029142217.1,Nana19015-RA
XP_015682613.1,Nana19011-RA
XP_029142284.1,Nana21024-RA
XP_015684190.2,Nana39004-RA
XP_029140990.1,Nana17535-RA
XP_015682973.1,Nana20950-RA
XP_015667914.1,Nana12764-RA
XP_015667961.1,Nana12776-RA
XP_015683821.2,Nana12782-RA
XP_015678820.1,Nana26619-RA
XP_015668624.1,Nana15139-RA
XP_015667346.1,Nana03418-RA
XP_029139359.1,Nana29073-RA
XP_015678489.1,Nana35747-RA
XP_015680630.1,Nana14761-RA
XP_029143151.1,Nana15338-RA
XP_015668038.1,Nana14458-RA
XP_015668475.1,Nana00758-RA
XP_029141426.1,Nana19080-RA
XP_015679048.1,Nana18901-RA
XP_015666517.1,Nana13642-RA
XP_029143211.1,Nana32620-RA
XP_015682495.1,Nana16725-RA
XP_015666490.1,Nana32825-RA
XP_029141721.1,Nana18891-RA
XP_029141761.1,Nana30102-RA
XP_015687372.1,Nana09976-RA
XP_015685476.1,Nana26082-RA
XP_029140117.1,Nana26084-RA
XP_015683251.1,Nana34321-RA
XP_015681008.1,Nana28283-RA
XP_015674703.1,Nana11415-RA
XP_015683848.1,Nana07196-RA
XP_015685272.1,Nana12820-RA
XP_015682671.1,Nana30971-RA
XP_015677352.1,Nana16612-RA
XP_015682735.1,Nana00239-RA
XP_015669854.1,Nana13606-RA
XP_015673362.1,Nana16625-RA
XP_015673984.1,Nana28342-RB
XP_015668075.2,Nana28880-RA
XP_015668076.1,Nana28879-RA
XP_015668674.1,Nana24883-RA
XP_015673102.1,Nana16410-RA
XP_015679893.2,Nana16413-RA
XP_015675382.1,Nana05807-RA
XP_015676148.1,Nana30894-RA
XP_015674119.1,Nana15048-RA
XP_015677630.1,Nana03694-RA
XP_015684520.1,Nana03691-RA
XP_015683934.1,Nana20991-RA
XP_015672652.1,Nana16458-RA
XP_015678688.1,Nana00433-RA
XP_015675716.1,Nana11247-RA
XP_029142244.1,Nana33117-RA
XP_015682648.1,Nana27603-RA
XP_015672890.1,Nana17786-RA
XP_015677548.1,Nana16215-RA
XP_015677447.1,Nana16214-RA
XP_015669147.1,Nana34860-RA
XP_015671947.1,Nana18910-RA
XP_015683909.1,Nana35988-RA
XP_015669224.1,Nana28798-RA
XP_015671271.1,Nana34728-RN
XP_015674673.1,Nana33996-RA
XP_015680873.1,Nana18980-RA
XP_015677664.1,Nana30246-RA
XP_015679088.1,Nana36028-RA
XP_029139262.1,Nana21151-RA
XP_015674203.1,Nana30128-RA
XP_015675230.1,Nana05102-RA
XP_029141798.1,Nana11963-RA
XP_015684434.1,Nana11964-RA
XP_015679859.2,Nana14122-RC
XP_015670975.1,Nana25501-RA
XP_015681431.1,Nana18113-RA
XP_015669972.1,Nana14097-RA
XP_015665986.1,Nana23792-RA
XP_015674416.1,Nana16057-RA
XP_015669780.1,Nana21126-RA
XP_015671732.1,Nana33692-RA
XP_015680636.1,Nana35334-RA
XP_015681604.1,Nana02403-RA
XP_015677203.1,Nana31256-RA
XP_015669592.1,Nana04925-RA
XP_015682402.1,Nana15938-RA
XP_015674757.1,Nana33985-RA
XP_015669314.2,Nana11184-RA
XP_029141772.1,Nana27555-RA
XP_015687622.1,Nana05876-RA
XP_015676570.1,Nana27553-RA
XP_015668490.1,Nana15621-RA
XP_015671736.1,Nana33694-RA
XP_029141344.1,Nana00439-RA
XP_015686347.1,Nana36555-RA
XP_015686945.1,Nana26077-RA
XP_015679565.1,Nana01507-RA
XP_015676594.1,Nana32469-RA
XP_015677178.1,Nana15580-RA
XP_015684156.1,Nana15581-RA
XP_015666709.1,Nana21489-RA
XP_029139015.1,Nana21481-RA
XP_015682478.1,Nana07720-RA
XP_015674792.1,Nana17704-RA
XP_015687232.1,Nana33765-RA
XP_015686658.1,Nana36964-RA
XP_015684814.1,Nana27815-RA
XP_015684679.1,Nana27808-RA
XP_015670756.1,Nana21445-RA
XP_015681084.1,Nana36813-RA
XP_015670888.1,Nana34765-RA
XP_015679429.1,Nana14981-RA
XP_029139867.1,Nana34759-RA
XP_029139486.1,Nana16680-RA
XP_029139099.1,Nana21595-RA
XP_029143089.1,Nana33728-RA
XP_029140730.1,Nana08529-RA
XP_015675613.1,Nana16270-RA
XP_029139030.1,Nana15209-RA
XP_015677413.1,Nana16256-RA
XP_015685906.1,Nana15372-RA
XP_015665712.1,Nana23618-RA
XP_015671810.1,Nana09884-RA
XP_015667062.1,Nana21611-RA
XP_015684924.1,Nana04200-RA
XP_015687511.1,Nana15292-RA
XP_029141255.1,Nana35178-RA
XP_015684911.1,Nana35180-RB
XP_015686224.1,Nana35180-RA
XP_015684009.1,Nana15405-RA
XP_015687328.1,Nana20505-RA
XP_015680490.1,Nana27481-RA
XP_029143105.1,Nana20500-RA
XP_015672111.2,Nana20425-RA
XP_015686310.1,Nana20400-RA
XP_015666066.1,Nana21789-RA
XP_029140159.1,Nana27525-RA
XP_015676843.1,Nana27534-RA
XP_015666235.1,Nana21903-RA
XP_015678759.1,Nana22090-RA
XP_015678652.1,Nana22102-RA
XP_029140038.1,Nana20294-RA
XP_015672732.1,Nana27426-RA
XP_029140752.1,Nana27410-RA
XP_015678576.1,Nana22157-RA
XP_015678256.1,Nana20262-RA
XP_015675726.1,Nana14926-RA
XP_015684754.1,Nana14916-RA
XP_015679714.1,Nana20135-RA
XP_029139752.1,Nana14860-RA
XP_015671656.1,Nana22649-RA
XP_015671083.1,Nana20115-RA
XP_015669633.1,Nana20066-RA
XP_015673666.1,Nana22692-RA
XP_015665525.1,Nana05998-RA
XP_015671019.1,Nana14650-RA
XP_015674369.1,Nana20041-RA
XP_015686982.1,Nana22816-RA
XP_015666358.1,Nana14541-RA
XP_015669011.1,Nana27200-RA
XP_015686992.1,Nana22828-RA
XP_015671748.1,Nana19966-RA
XP_029139306.1,Nana27085-RA
XP_015668279.1,Nana19791-RA
XP_015668273.1,Nana19783-RA
XP_015666791.1,Nana14426-RA
XP_015669103.1,Nana19180-RA
XP_015682472.2,Nana19234-RA
XP_015673156.1,Nana19493-RA
XP_029139973.1,Nana02724-RA
XP_015675580.1,Nana19524-RA
XP_015678638.1,Nana14189-RA
XP_029139274.1,Nana26577-RA
XP_015665936.1,Nana23174-RA
XP_015665935.1,Nana23175-RA
XP_015665965.1,Nana23214-RA
XP_015665912.1,Nana23227-RA
XP_015679971.1,Nana29702-RA
XP_015679970.1,Nana29703-RA
XP_015665900.1,Nana23254-RA
XP_015679789.1,Nana29689-RA
XP_015671923.1,Nana29658-RA
XP_029141161.1,Nana29620-RA
XP_015670160.1,Nana29561-RA
XP_015665699.1,Nana23318-RA
XP_015677735.1,Nana29598-RA
XP_029138821.1,Nana23310-RA
XP_015687437.1,Nana18506-RA
XP_015678994.1,Nana13903-RA
XP_015669274.1,Nana13837-RC
XP_015672461.1,Nana25987-RA
XP_015674395.1,Nana25895-RA
XP_015680668.1,Nana25869-RA
XP_015680790.1,Nana25861-RA
XP_029139879.1,Nana29102-RA
XP_015683329.1,Nana25822-RA
XP_015684287.1,Nana29216-RA
XP_015684286.1,Nana29217-RA
XP_015680207.1,Nana32241-RA
XP_015677591.1,Nana25737-RA
XP_029141879.1,Nana13510-RA
XP_015673622.1,Nana13482-RA
XP_015673624.1,Nana13481-RA
XP_015681414.1,Nana13474-RB
XP_015681670.1,Nana24542-RA
XP_015683494.1,Nana18575-RA
XP_015678444.1,Nana31157-RA
XP_015687398.1,Nana24807-RA
XP_015686336.1,Nana18159-RA
XP_029143100.1,Nana18187-RA
XP_015687303.1,Nana18214-RA
XP_015677776.1,Nana18022-RA
XP_015668705.1,Nana18052-RA
XP_015672345.1,Nana24948-RA
XP_015684789.1,Nana25046-RA
XP_029140142.1,Nana25175-RA
XP_015666738.1,Nana18099-RA
XP_015683163.2,Nana25311-RA
XP_029141706.1,Nana25345-RA
XP_015670197.1,Nana25347-RA
XP_015672603.1,Nana12393-RA
XP_029140717.1,Nana12408-RA
XP_029141256.1,Nana12217-RB
XP_015674051.1,Nana12152-RA
XP_029140446.1,Nana12141-RA
XP_015669433.1,Nana10786-RA
XP_015683458.1,Nana11715-RA
XP_015668562.1,Nana05232-RA
XP_029141552.1,Nana11464-RA
XP_029141775.1,Nana11489-RA
XP_015687021.1,Nana05753-RA
XP_015674195.1,Nana05733-RA
XP_015668721.1,Nana05725-RA
XP_015675709.1,Nana05621-RA
XP_015680259.1,Nana05559-RA
XP_015682154.2,Nana30783-RA
XP_015672628.1,Nana10290-RA
XP_015677699.2,Nana05331-RB
XP_015674864.1,Nana05308-RA
XP_015671637.2,Nana05209-RA
XP_015676125.1,Nana10928-RA
XP_015677674.1,Nana10973-RA
XP_015683376.1,Nana12683-RA
XP_015673565.1,Nana10996-RA
XP_015667747.1,Nana10713-RA
XP_015680919.1,Nana05057-RA
XP_015671339.1,Nana08508-RA
XP_015672705.1,Nana04873-RA
XP_015687195.1,Nana04850-RA
XP_015687011.1,Nana04609-RA
XP_015676687.1,Nana04538-RA
XP_015670705.1,Nana09738-RA
XP_015677556.1,Nana04382-RA
XP_029140260.1,Nana09688-RA
XP_015679649.2,Nana09632-RA
XP_029141564.1,Nana09631-RA
XP_029141178.1,Nana09288-RA
XP_015677367.1,Nana04303-RA
XP_029140157.1,Nana04279-RA
XP_015675551.1,Nana04267-RA
XP_015665656.1,Nana09396-RA
XP_029140782.1,Nana03878-RA
XP_015675960.1,Nana03871-RA
XP_015674383.1,Nana09465-RA
XP_015674387.1,Nana09474-RA
XP_029140561.1,Nana09500-RA
XP_015675343.1,Nana09544-RA
XP_029139121.1,Nana09557-RA
XP_015680344.1,Nana03970-RA
XP_015679125.1,Nana09611-RA
XP_029140148.1,Nana09100-RA
XP_015681556.1,Nana03044-RA
XP_029141011.1,Nana03038-RA
XP_015676288.1,Nana03196-RA
XP_015680833.1,Nana03269-RA
XP_015676667.1,Nana03273-RA
XP_015681015.1,Nana02988-RA
XP_015670993.1,Nana02829-RA
XP_015673376.1,Nana08657-RA
XP_015672824.1,Nana08649-RB
XP_015667778.1,Nana02924-RA
XP_015681451.1,Nana02652-RA
XP_015678044.1,Nana02654-RA
XP_015672841.1,Nana08599-RA
XP_015676706.1,Nana02411-RB
XP_015672661.1,Nana02426-RA
XP_015672312.1,Nana08456-RA
XP_015682340.1,Nana08371-RA
XP_015681598.1,Nana02229-RA
XP_015684587.1,Nana02038-RA
XP_015684607.1,Nana02040-RA
XP_015686000.1,Nana02066-RA
XP_015677058.1,Nana02064-RA
XP_015671117.1,Nana02079-RA
XP_015680701.1,Nana02265-RA
XP_029141766.1,Nana02268-RA
XP_015679877.1,Nana08056-RA
XP_015681833.1,Nana08053-RA
XP_015687569.1,Nana02277-RA
XP_015677371.1,Nana07976-RA
XP_029141064.1,Nana07865-RA
XP_015682577.2,Nana07809-RA
XP_015682187.1,Nana01726-RA
XP_015683105.1,Nana07625-RA
XP_029141342.1,Nana01745-RA
XP_015672177.1,Nana01537-RA
XP_029140956.1,Nana01539-RA
XP_015680339.1,Nana01611-RA
XP_015681517.1,Nana07547-RA
XP_015678098.1,Nana01141-RA
XP_015673505.1,Nana01138-RA
XP_015674024.1,Nana01293-RA
XP_029139224.1,Nana00916-RA
XP_015686884.1,Nana00858-RA
XP_015671195.1,Nana10446-RA
XP_015670524.1,Nana14574-RA
XP_029139500.1,Nana34840-RA
XP_015666437.1,Nana23688-RA
XP_015670324.1,Nana00625-RA
XP_015683783.1,Nana36579-RA
XP_015672764.2,Nana27278-RA
XP_015666776.1,Nana05960-RA
XP_029140289.1,Nana00549-RA
XP_029141697.1,Nana35779-RB
XP_015672688.1,Nana00580-RA
XP_015676150.1,Nana30885-RA
XP_015684356.1,Nana13159-RA
XP_015667111.1,Nana29838-RD
XP_015669249.1,Nana02886-RA
XP_015675033.1,Nana17823-RA
XP_015665725.1,Nana23535-RE
XP_029141460.1,Nana01921-RA
XP_015676520.1,Nana30854-RC
XP_029142785.1,Nana17327-RA
XP_029142466.1,Nana26711-RA
XP_015685961.1,Nana35248-RA
XP_015667841.1,Nana02945-RA
XP_029141973.1,Nana36969-RA
XP_029140762.1,Nana37642-RA
XP_029139945.1,Nana19673-RA
XP_029139955.1,Nana31107-RA
XP_015678429.1,Nana31127-RA
XP_015666325.1,Nana15799-RA
XP_015672275.1,Nana26127-RA
XP_029141951.1,Nana30969-RA
XP_029141691.1,Nana30773-RA
XP_015679830.1,Nana36775-RA
XP_015667129.1,Nana29833-RA
XP_015685793.1,Nana17410-RA
XP_015671184.1,Nana05567-RA
XP_015668523.1,Nana03217-RA
XP_015668527.1,Nana03219-RC
XP_015668526.1,Nana03219-RA
XP_015672239.1,Nana16080-RA
XP_015678351.1,Nana22230-RA
XP_015671269.1,Nana34733-RA
XP_015678904.2,Nana22169-RA
XP_015667117.1,Nana29774-RA
XP_015666945.1,Nana31769-RA
XP_015672791.1,Nana25621-RA
XP_015674685.2,Nana34010-RA
XP_015677863.1,Nana30558-RA
XP_015687973.1,Nana32695-RA
XP_015677332.1,Nana31411-RA
XP_015679148.2,Nana31410-RA
XP_015687201.1,Nana04848-RA
XP_029141314.1,Nana30723-RA
XP_015681682.1,Nana24041-RA
XP_015675816.2,Nana19262-RA
XP_029140757.1,Nana05673-RA
XP_029138774.1,Nana32660-RA
XP_015675091.1,Nana03162-RA
XP_015668750.1,Nana19276-RA
XP_015675090.1,Nana03164-RA
XP_015687593.1,Nana17830-RA
XP_015667326.1,Nana33399-RA
XP_015675788.1,Nana05628-RA
XP_015667341.1,Nana33384-RA
XP_015687130.1,Nana36719-RA
XP_015666619.1,Nana28011-RA
XP_029139797.1,Nana23975-RA
XP_015677738.1,Nana30062-RA
XP_015668446.1,Nana09869-RA
XP_015679868.1,Nana24220-RA
XP_015675076.1,Nana37353-RA
XP_015682626.1,Nana06400-RA
XP_015681777.1,Nana14697-RB
XP_015666613.1,Nana28070-RA
XP_015678330.1,Nana33334-RA
XP_029140555.1,Nana33434-RA
XP_015667599.1,Nana11014-RA
XP_015672018.1,Nana28138-RA
XP_029141419.1,Nana03336-RA
XP_015679019.1,Nana03337-RA
XP_029140493.1,Nana03345-RA
XP_015676910.1,Nana37487-RA
XP_015682104.1,Nana25450-RA
XP_015678600.1,Nana34112-RA
XP_015683394.1,Nana34115-RA
XP_015684323.1,Nana33216-RA
XP_015674185.2,Nana02680-RA
XP_029142365.1,Nana20875-RA
XP_029141276.1,Nana20869-RA
XP_015672058.2,Nana30324-RA
XP_015684711.1,Nana25478-RA
XP_015672090.1,Nana30306-RA
XP_029140688.1,Nana37112-RA
XP_015667679.1,Nana31009-RA
XP_015672227.1,Nana26091-RA
XP_015667388.1,Nana33614-RA
XP_015670459.1,Nana03354-RA
XP_015675822.1,Nana36863-RA
XP_015683984.1,Nana26691-RA
XP_015676258.1,Nana34246-RA
XP_015676085.1,Nana32281-RA
XP_029140607.1,Nana28516-RA
XP_015668566.1,Nana01018-RA
XP_015668568.1,Nana01016-RA
XP_015670058.1,Nana28500-RA
XP_015687737.1,Nana23023-RA
XP_015676062.1,Nana32268-RA
XP_015675854.1,Nana37628-RC
XP_029139628.1,Nana16112-RA
XP_015681745.1,Nana35969-RA
XP_015677140.1,Nana03039-RA
XP_015681119.1,Nana23852-RA
XP_015668461.1,Nana09856-RA
XP_015681793.2,Nana12862-RA
XP_015675494.2,Nana36473-RA
XP_015672253.1,Nana10385-RA
XP_015687107.1,Nana33227-RA
XP_015679025.2,Nana30143-RA
XP_029142043.1,Nana16842-RA
XP_029140589.1,Nana04593-RA
XP_015674088.1,Nana33669-RA
XP_015673834.1,Nana00055-RA
XP_029141516.1,Nana10344-RA
XP_015668887.2,Nana36173-RA
XP_015687895.1,Nana32689-RA
XP_015679993.1,Nana32195-RA
XP_015669447.1,Nana15756-RA
XP_029141858.1,Nana19217-RA
XP_015680791.1,Nana18723-RA
XP_029139355.1,Nana29062-RA
XP_015666967.1,Nana31882-RA
XP_029142799.1,Nana18734-RA
XP_015667354.1,Nana03426-RA
XP_029141152.1,Nana24260-RA
XP_015687910.2,Nana32108-RA
XP_015687921.1,Nana32107-RA
XP_015683551.1,Nana17104-RA
XP_015683552.1,Nana17106-RA
XP_015672639.1,Nana10323-RA
XP_029141846.1,Nana20711-RA
XP_015675621.1,Nana28587-RA
XP_015668704.1,Nana14746-RB
XP_015671157.1,Nana32097-RA
XP_015681819.1,Nana27708-RA
XP_015671835.1,Nana14753-RA
XP_029139281.1,Nana14470-RA
XP_015682054.1,Nana11207-RA
XP_029141906.1,Nana32445-RA
XP_015680145.1,Nana31536-RA
XP_015681698.1,Nana17201-RA
XP_015670833.1,Nana09255-RA
XP_015668477.1,Nana00770-RA
XP_015670814.1,Nana09249-RA
XP_015681702.1,Nana17203-RA
XP_015679044.1,Nana19083-RA
XP_029141061.1,Nana14274-RA
XP_015668080.1,Nana14267-RA
XP_015671857.1,Nana16722-RA
XP_015678462.1,Nana30113-RA
XP_015687355.1,Nana16703-RA
XP_015669155.1,Nana34907-RA
XP_015666524.1,Nana32794-RA
XP_015669508.1,Nana11082-RA
XP_015666505.1,Nana32778-RA
XP_015668437.1,Nana20369-RB
XP_029141589.1,Nana24729-RA
XP_029140563.1,Nana11408-RA
XP_029139429.1,Nana33801-RA
XP_029142616.1,Nana37475-RA
XP_015672975.1,Nana02320-RA
XP_015678848.1,Nana17152-RA
XP_015680236.1,Nana39354-RA
XP_029142645.1,Nana00017-RA
XP_015667572.1,Nana31055-RI
XP_015669855.1,Nana13601-RA
XP_015687433.1,Nana00260-RA
XP_015674108.1,Nana35548-RA
XP_015677010.2,Nana08734-RA
XP_029140358.1,Nana13615-RA
XP_015673339.1,Nana16620-RA
XP_015675120.1,Nana16632-RA
XP_029142484.1,Nana06825-RA
XP_015683586.1,Nana33853-RA
XP_015678518.1,Nana35473-RB
XP_015681619.1,Nana36961-RA
XP_029142473.1,Nana35022-RA
XP_029141602.1,Nana26316-RA
XP_015674263.1,Nana18065-RA
XP_015667847.1,Nana16363-RA
XP_029140697.1,Nana36880-RA
XP_015682161.1,Nana16420-RA
XP_015676366.1,Nana11276-RA
XP_015674599.1,Nana16440-RA
XP_015682886.1,Nana28557-RA
XP_015679835.1,Nana36763-RA
XP_015680143.1,Nana16475-RA
XP_015682329.1,Nana00184-RA
XP_015682764.1,Nana33116-RA
XP_015669152.1,Nana34669-RA
XP_029139496.1,Nana34857-RA
XP_029140787.1,Nana16203-RA
XP_015672068.1,Nana30298-RA
XP_015677115.1,Nana16201-RA
XP_015671946.1,Nana18912-RA
XP_015673386.1,Nana27949-RA
XP_015673395.1,Nana27952-RA
XP_015666561.1,Nana26659-RA
XP_029140921.1,Nana34222-RA
XP_015676643.1,Nana34224-RA
XP_015685275.1,Nana28185-RA
XP_015667335.1,Nana33374-RA
XP_015683321.1,Nana37028-RA
XP_015681468.1,Nana33832-RA
XP_015681462.1,Nana33835-RA
XP_015678813.1,Nana36697-RA
XP_029141373.1,Nana36700-RA
XP_015667903.1,Nana21171-RA
XP_015670082.1,Nana19719-RA
XP_015669220.1,Nana28777-RC
XP_015672528.1,Nana25112-RA
XP_015668953.1,Nana16141-RA
XP_015671948.1,Nana18906-RA
XP_015670035.1,Nana05084-RA
XP_029139259.1,Nana39894-RA
XP_015684828.2,Nana11985-RA
XP_015678676.1,Nana16134-RA
XP_015674230.1,Nana31580-RA
XP_015676948.1,Nana14114-RA
XP_015674055.1,Nana25486-RA
XP_015676947.1,Nana14108-RA
XP_015672247.1,Nana16072-RA
XP_015686571.1,Nana31480-RA
XP_029138900.1,Nana23787-RA
XP_015671731.1,Nana33700-RA
XP_015670222.1,Nana03534-RA
XP_015670360.1,Nana26780-RA
XP_015667957.1,Nana26771-RA
XP_015683279.1,Nana25587-RB
XP_015677599.1,Nana11899-RA
XP_015682044.1,Nana02399-RA
