P_Mucros.pep,E_macularius_gene_v1.0.pep
XP_015687119.1,CCG008882.1
XP_015682125.1,CCG020661.1
XP_015666204.1,CCG023056.1
XP_015686874.1,CCG014987.1
XP_015667162.1,CCG008993.1
XP_015669136.1,CCG011914.1
XP_015674100.1,CCG007005.2
XP_015672794.1,CCG006233.3
XP_015671488.1,CCG002229.1
XP_015667899.1,CCG003064.1
XP_015672091.1,CCG001982.1
XP_015667209.1,CCG004385.1
XP_015673173.1,CCG018540.1
XP_015677710.1,CCG023291.1
XP_015675225.1,CCG015155.1
XP_015673247.1,CCG019281.1
XP_015669154.2,CCG019166.1
XP_015671374.1,CCG017559.1
XP_015670217.1,CCG024027.1
XP_015688023.1,CCG003093.1
XP_015679064.1,CCG018905.1
XP_015679709.1,CCG007389.1
XP_015682619.2,CCG007322.1
XP_015667944.1,CCG022967.1
XP_015676200.2,CCG009588.1
XP_015677186.1,CCG022707.1
XP_015677505.1,CCG012855.2
XP_015667510.1,CCG022781.1
XP_029138920.1,CCG022787.1
XP_015665412.1,CCG000986.1
XP_015667739.1,CCG000700.1
XP_015676589.1,CCG014184.1
XP_015676766.1,CCG023945.1
XP_015676219.1,CCG007812.1
XP_029138776.1,CCG022644.1
XP_015680529.1,CCG012957.1
XP_015677177.1,CCG004165.1
XP_029140708.1,CCG010552.1
XP_015678180.2,CCG016115.1
XP_015678756.1,CCG018139.1
XP_015666778.1,CCG002143.1
XP_029139491.1,CCG017302.2
XP_015667339.1,CCG020895.1
XP_015673262.1,CCG011469.1
XP_029140573.1,CCG006341.1
XP_029141814.1,CCG014306.2
XP_015666121.1,CCG017259.1
XP_015668870.1,CCG010517.1
XP_015670925.1,CCG007495.1
XP_015671952.1,CCG017961.2
XP_015679535.1,CCG024413.1
XP_015678152.1,CCG001088.1
XP_015665873.2,CCG010482.1
XP_029139100.1,CCG021308.1
XP_015684722.1,CCG011248.1
XP_015666417.1,CCG008279.1
XP_029138946.1,CCG014971.1
XP_015666061.1,CCG013273.1
XP_015666067.1,CCG013267.1
XP_015679073.1,CCG024114.4
XP_015687100.1,CCG008639.1
XP_015679352.2,CCG007290.1
XP_015681659.1,CCG004185.1
XP_029139772.1,CCG008984.1
XP_015666661.1,CCG007748.1
XP_015666664.1,CCG007750.2
XP_015685629.1,CCG000215.1
XP_015679977.1,CCG006867.2
XP_015679589.1,CCG021270.1
XP_015679734.1,CCG011254.1
XP_015684303.1,CCG007364.2
XP_015667555.1,CCG020950.1
XP_015669636.1,CCG015719.5
XP_015669212.1,CCG004952.1
XP_015669000.1,CCG006159.1
XP_015686993.1,CCG012066.1
XP_015674928.1,CCG007380.1
XP_029143058.1,CCG008589.1
XP_029143051.1,CCG008592.3
XP_029139360.1,CCG005526.1
XP_015674321.1,CCG016445.1
XP_015674318.1,CCG010615.1
XP_015687696.1,CCG000645.1
XP_015687698.1,CCG000647.1
XP_015669098.1,CCG009920.1
XP_015687676.1,CCG017149.1
XP_015677442.1,CCG009628.1
XP_015687865.1,CCG013918.1
XP_029143177.1,CCG000820.1
XP_015675430.2,CCG011591.1
XP_015678642.1,CCG023583.1
XP_015672713.1,CCG024498.1
XP_029141117.1,CCG023996.2
XP_029138893.1,CCG009260.1
XP_029138892.1,CCG009254.1
XP_015677037.1,CCG010622.2
XP_029139140.1,CCG002654.1
XP_015685376.1,CCG005684.1
XP_015677763.1,CCG013150.1
XP_015667309.2,CCG006028.1
XP_015665698.1,CCG009337.1
XP_015675106.1,CCG022461.1
XP_015674806.1,CCG015292.1
XP_015671960.1,CCG020977.1
XP_015672978.1,CCG019058.1
XP_015672495.1,CCG002329.1
XP_015680771.1,CCG006281.1
XP_015681911.1,CCG004963.1
XP_015683309.1,CCG019311.1
XP_029141530.1,CCG020820.1
XP_015670392.1,CCG016325.1
XP_015675104.1,CCG017455.1
XP_015680530.1,CCG012956.1
XP_015686451.1,CCG006538.1
XP_029143102.1,CCG005415.1
XP_015671669.1,CCG008053.1
XP_015678204.1,CCG011836.3
XP_015672047.1,CCG016921.1
XP_015678974.1,CCG019026.1
XP_015670196.1,CCG017212.1
XP_029139822.1,CCG003424.1
XP_015674079.1,CCG009683.1
XP_015680343.1,CCG007565.1
XP_015679740.1,CCG001011.1
XP_015672609.1,CCG012368.3
XP_015671912.1,CCG016749.1
XP_015686703.1,CCG008013.1
XP_015672195.1,CCG002175.1
XP_015678499.1,CCG022566.1
XP_015674010.1,CCG011874.1
XP_015668130.1,CCG011031.1
XP_015682853.1,CCG007439.1
XP_015675067.1,CCG019480.1
XP_015676651.1,CCG020698.1
XP_015684880.1,CCG019667.1
XP_015682139.1,CCG004400.1
XP_015673959.1,CCG000976.1
XP_029142302.1,CCG018531.2
XP_015674868.1,CCG001322.1
XP_029141584.1,CCG016869.1
XP_015680363.1,CCG016871.1
XP_015679005.1,CCG020409.1
XP_015674666.1,CCG003552.1
XP_015684330.1,CCG002392.1
XP_015667695.1,CCG006581.3
XP_015687203.1,CCG012111.1
XP_015674785.1,CCG003970.2
XP_015683366.1,CCG006462.1
XP_015678401.1,CCG010113.1
XP_029140929.1,CCG006303.1
XP_029141469.1,CCG013003.1
XP_029140635.1,CCG022460.1
XP_015675180.1,CCG006446.1
XP_015676762.1,CCG015972.1
XP_015680021.1,CCG005646.1
XP_015674403.1,CCG017981.1
XP_015673234.1,CCG019283.1
XP_029141040.1,CCG009770.1
XP_015677317.1,CCG009766.1
XP_015673009.1,CCG006139.1
XP_015673011.1,CCG005654.3
XP_029140532.1,CCG012529.1
XP_015672366.1,CCG017725.1
XP_029140612.1,CCG017198.2
XP_015674194.1,CCG023497.1
XP_029140585.1,CCG019146.1
XP_015683165.1,CCG005782.1
XP_015687671.1,CCG006649.1
XP_015667849.1,CCG010267.1
XP_015679700.1,CCG004203.1
XP_015666593.1,CCG007947.1
XP_015674176.1,CCG008860.1
XP_015671894.1,CCG012681.1
XP_015680477.1,CCG016971.1
XP_029140764.1,CCG016966.3
XP_015674905.1,CCG018694.1
XP_015677829.1,CCG003693.1
XP_015672868.1,CCG005319.1
XP_029141694.1,CCG023332.1
XP_015682039.1,CCG014096.1
XP_015686082.1,CCG009435.1
XP_015682987.1,CCG014263.1
XP_015671119.1,CCG019101.1
XP_015670789.1,CCG014938.1
XP_015682579.2,CCG021714.1
XP_029142211.1,CCG021711.1
XP_015683228.1,CCG009241.1
XP_015681363.1,CCG008059.1
XP_015672403.1,CCG000671.1
XP_029140721.1,CCG019272.1
XP_015677941.1,CCG017502.1
XP_015679175.1,CCG013789.2
XP_029141994.1,CCG013132.1
XP_015671991.1,CCG015027.1
XP_029139760.1,CCG009486.1
XP_015673424.1,CCG007835.1
XP_029138810.1,CCG020861.1
XP_015667143.1,CCG003075.1
XP_029140916.1,CCG013176.1
XP_015673720.1,CCG008972.1
XP_015676932.1,CCG013980.1
XP_015676976.1,CCG004472.1
XP_015679155.1,CCG017001.2
XP_015685122.1,CCG013969.1
XP_015683992.1,CCG013968.1
XP_015668948.1,CCG014065.1
XP_015681622.1,CCG013026.1
XP_029139340.1,CCG023473.1
XP_015675876.1,CCG013584.1
XP_015671545.1,CCG005063.1
XP_029142931.1,CCG023861.2
XP_015685121.1,CCG000962.1
XP_015679936.1,CCG010381.1
XP_015674972.1,CCG024201.1
XP_029140337.1,CCG019007.2
XP_015682572.1,CCG001810.1
XP_015670911.1,CCG011432.1
XP_015667128.1,CCG021163.1
XP_029139380.1,CCG024555.2
XP_015668522.1,CCG019995.1
XP_015669776.2,CCG001642.1
XP_029139115.1,CCG021187.3
XP_015670044.1,CCG019893.1
XP_015666257.1,CCG011240.1
XP_015674735.1,CCG015530.1
XP_029139550.1,CCG000843.4
XP_015682264.1,CCG018245.1
XP_015678321.1,CCG003132.3
XP_015672922.1,CCG013208.1
XP_029140478.1,CCG021984.3
XP_015675895.1,CCG020916.1
XP_015687903.1,CCG022647.1
XP_015669348.1,CCG000865.2
XP_015675733.1,CCG004018.2
XP_015675808.1,CCG004019.1
XP_015679758.1,CCG010452.1
XP_029139062.1,CCG012886.1
XP_015675491.1,CCG023140.1
XP_015667463.1,CCG012029.1
XP_015675467.1,CCG010687.1
XP_015668885.1,CCG002803.1
XP_015676259.1,CCG017160.1
XP_015686195.1,CCG004450.2
XP_015680938.1,CCG019508.1
XP_015674663.2,CCG011489.1
XP_015679941.1,CCG005293.1
XP_015682312.1,CCG001908.1
XP_015672954.1,CCG013210.1
XP_015674641.1,CCG024186.1
XP_015667602.1,CCG011454.1
XP_015683344.2,CCG009976.1
XP_029141039.1,CCG009772.1
XP_015674336.1,CCG015039.1
XP_015681613.1,CCG023129.1
XP_015687636.1,CCG018555.1
XP_015680213.1,CCG003937.2
XP_029140006.1,CCG014199.1
XP_015666331.1,CCG016293.1
XP_015666320.1,CCG016294.1
XP_015666192.1,CCG007970.1
XP_015666775.1,CCG018858.1
XP_015686114.1,CCG020161.1
XP_015672431.1,CCG022495.2
XP_015683798.1,CCG010204.1
XP_015676458.1,CCG018977.1
XP_015677706.1,CCG001306.1
XP_015685490.1,CCG015682.1
XP_015671714.2,CCG015687.1
XP_015678792.1,CCG007870.1
XP_029139531.1,CCG014137.1
XP_015666691.1,CCG014284.1
XP_029139083.1,CCG002451.1
XP_015666818.1,CCG002452.1
XP_029139431.1,CCG012817.1
XP_029140796.1,CCG011861.1
XP_015678473.1,CCG017403.2
XP_029141359.1,CCG015241.1
XP_015684271.1,CCG004981.1
XP_015669748.1,CCG018183.1
XP_029141423.1,CCG013497.3
XP_015685561.1,CCG001260.2
XP_015670032.1,CCG019256.2
XP_029140477.1,CCG018853.1
XP_029142841.1,CCG008462.1
XP_015681275.1,CCG023563.3
XP_015667746.1,CCG006601.1
XP_015678100.1,CCG000578.1
XP_015671840.2,CCG000584.1
XP_015678155.1,CCG001841.3
XP_029139350.1,CCG013423.1
XP_015687974.1,CCG022680.1
XP_015670245.1,CCG011372.1
XP_015667441.1,CCG012041.1
XP_015684141.1,CCG016081.1
XP_015684140.1,CCG016080.1
XP_015666937.1,CCG010262.1
XP_015683950.1,CCG013678.1
XP_015683952.1,CCG013675.1
XP_029140342.1,CCG002768.1
XP_029140868.1,CCG023449.1
XP_015673312.2,CCG020237.1
XP_015683225.1,CCG002697.1
XP_015666997.1,CCG014174.1
XP_015678542.1,CCG005160.1
XP_015678707.1,CCG004343.1
XP_015668907.1,CCG004333.2
XP_015669907.1,CCG022763.1
XP_029139289.1,CCG017273.1
XP_015668062.1,CCG017275.1
XP_015668057.1,CCG017278.1
XP_015681343.1,CCG017165.1
XP_015670825.1,CCG011685.1
XP_029141674.1,CCG005035.1
XP_015672944.1,CCG012356.1
XP_015686990.1,CCG023744.1
XP_015670767.2,CCG001387.1
XP_015671250.1,CCG007529.1
XP_015666504.1,CCG007172.1
XP_015682841.1,CCG005089.1
XP_029139959.1,CCG005822.1
XP_015679561.1,CCG006219.1
XP_015668570.1,CCG024312.1
XP_015669342.2,CCG014517.1
XP_015669288.1,CCG014869.1
XP_015674957.2,CCG013129.1
XP_015687080.1,CCG011672.1
XP_029139894.1,CCG019400.1
XP_015677355.1,CCG011674.1
XP_015680133.1,CCG018707.1
XP_015673619.1,CCG021893.1
XP_015673551.1,CCG008831.1
XP_015669468.1,CCG009064.1
XP_015672928.1,CCG013195.1
XP_015679152.1,CCG016997.1
XP_015687555.1,CCG010312.2
XP_029139249.1,CCG009896.1
XP_015671254.1,CCG000925.1
XP_029140890.1,CCG011117.1
XP_029140286.1,CCG023211.2
XP_015673024.1,CCG023224.1
XP_015676728.1,CCG016898.1
XP_015676785.1,CCG017389.1
XP_015668818.1,CCG015906.1
XP_015683827.1,CCG009569.1
XP_015672023.1,CCG004505.1
XP_015672077.1,CCG001990.1
XP_015683540.1,CCG004720.1
XP_015666023.1,CCG012836.1
XP_015674939.1,CCG020537.1
XP_029142191.1,CCG015234.1
XP_015682096.1,CCG013013.1
XP_015674220.1,CCG017364.1
XP_015684598.1,CCG001295.1
XP_015680215.1,CCG012312.1
XP_015667455.2,CCG012042.1
XP_015670067.1,CCG009691.1
XP_015667208.1,CCG014741.1
XP_029139535.1,CCG009857.1
XP_015674224.1,CCG022206.1
XP_015678679.1,CCG003829.1
XP_015673277.1,CCG004800.1
XP_029140472.1,CCG022204.1
XP_015677878.1,CCG021899.1
XP_015675320.1,CCG021408.1
XP_015675317.1,CCG021411.3
XP_015677728.1,CCG023297.1
XP_015673740.1,CCG002124.2
XP_015676019.1,CCG007391.1
XP_015676201.1,CCG009583.1
XP_015672265.1,CCG018036.1
XP_029140679.1,CCG017155.1
XP_015688036.1,CCG003105.1
XP_015677739.1,CCG013155.1
XP_015688033.1,CCG003115.1
XP_029140109.1,CCG003120.1
XP_015677497.1,CCG012856.1
XP_015667671.1,CCG006123.1
XP_015674288.1,CCG001349.1
XP_015670170.1,CCG006668.1
XP_015671227.1,CCG013541.1
XP_029138916.1,CCG007275.1
XP_015686860.1,CCG023735.1
XP_015666125.2,CCG022807.2
XP_015670986.1,CCG018316.1
XP_015681112.1,CCG009845.1
XP_015678755.1,CCG018138.1
XP_015687499.2,CCG016913.1
XP_015666666.1,CCG013521.1
XP_015675332.1,CCG017632.1
XP_015666587.1,CCG017811.1
XP_015666586.2,CCG017812.1
XP_015673261.1,CCG014916.1
XP_015687387.1,CCG024682.1
XP_029141569.1,CCG019824.2
XP_015673456.1,CCG002536.1
XP_015674358.1,CCG000903.1
XP_015681846.1,CCG005133.2
XP_029141026.1,CCG017948.1
XP_029139029.1,CCG006278.2
XP_029139425.1,CCG013728.1
XP_015667080.1,CCG006777.1
XP_015677100.1,CCG008796.1
XP_015679171.1,CCG001759.1
XP_029142233.1,CCG002723.1
XP_015676844.1,CCG002881.1
XP_029138932.1,CCG008821.1
XP_015679071.1,CCG002888.1
XP_015674507.1,CCG015463.1
XP_015667224.1,CCG006894.1
XP_015673717.1,CCG016344.1
XP_015680542.1,CCG000936.1
XP_015667253.1,CCG003774.1
XP_015681661.1,CCG004188.1
XP_015668332.1,CCG020013.1
XP_015669736.1,CCG023524.1
XP_015674542.1,CCG014250.3
XP_015680006.1,CCG006865.1
XP_015674537.1,CCG014242.1
XP_015673647.1,CCG020607.1
XP_029139045.1,CCG019836.1
XP_015675257.1,CCG018374.1
XP_015668311.1,CCG022282.1
XP_029143050.1,CCG008595.1
XP_015666455.1,CCG004422.1
XP_015667522.1,CCG020488.1
XP_015684881.1,CCG008535.1
XP_015666389.1,CCG016681.1
XP_015666373.1,CCG008523.1
XP_015673282.1,CCG004794.1
XP_015687751.1,CCG002733.1
XP_029140228.1,CCG007993.2
XP_015678651.1,CCG023581.2
XP_015685527.1,CCG009508.1
XP_015666539.1,CCG007655.1
XP_015671008.1,CCG014363.1
XP_015674719.1,CCG020124.1
XP_029138882.1,CCG010477.2
XP_015674983.1,CCG021536.3
XP_015669038.2,CCG009520.1
XP_015665695.1,CCG009351.1
XP_029141160.1,CCG013152.1
XP_015688003.1,CCG011174.1
XP_015681696.1,CCG020988.1
XP_015671064.1,CCG019206.1
XP_029141938.1,CCG001128.1
XP_029139891.1,CCG018451.1
XP_015669264.1,CCG018449.1
XP_015667762.1,CCG004307.1
XP_015673965.1,CCG018882.3
XP_015674823.1,CCG009963.1
XP_015683371.1,CCG014589.1
XP_015683208.1,CCG000794.1
XP_029142612.1,CCG005632.1
XP_015685514.1,CCG002268.2
XP_029142481.1,CCG002271.1
XP_029138794.1,CCG019295.1
XP_015666163.1,CCG019291.1
XP_015670350.1,CCG007825.1
XP_029143038.1,CCG000664.1
XP_015683499.1,CCG017139.1
XP_015680965.1,CCG022401.1
XP_029142435.1,CCG006852.1
XP_015669291.1,CCG003916.1
XP_015678564.1,CCG017453.1
XP_015687434.1,CCG023509.1
XP_015682824.1,CCG011380.2
XP_015686441.1,CCG006539.2
XP_015687400.1,CCG006691.1
XP_015687267.1,CCG015215.1
XP_015670005.1,CCG008713.3
XP_015668685.1,CCG005269.1
XP_029139437.1,CCG005261.1
XP_015676722.1,CCG008704.3
XP_015676297.1,CCG002940.1
XP_015676300.1,CCG018613.1
XP_015673842.1,CCG019703.1
XP_015671928.1,CCG016699.1
XP_029140068.1,CCG019955.1
XP_015671935.1,CCG021262.1
XP_015680714.1,CCG008576.1
XP_015672322.1,CCG018871.1
XP_015674069.1,CCG004881.1
XP_015682674.2,CCG011083.2
XP_015675573.1,CCG006710.1
XP_015685415.1,CCG016756.1
XP_015675626.1,CCG012290.1
XP_015674040.1,CCG007594.1
XP_015669404.1,CCG008038.1
XP_029140355.1,CCG011265.1
XP_029140704.1,CCG019234.1
XP_015677916.1,CCG002179.4
XP_015673517.1,CCG021118.1
XP_015674566.1,CCG016886.1
XP_015674709.1,CCG001425.1
XP_015678492.1,CCG020135.1
XP_015682204.1,CCG018234.1
XP_015678976.1,CCG011526.1
XP_015680547.1,CCG024712.1
XP_015679940.1,CCG024720.5
XP_015674554.1,CCG002113.1
XP_015672631.1,CCG000557.1
XP_029143210.1,CCG008400.1
XP_015675695.2,CCG020673.2
XP_015677690.2,CCG001312.1
XP_015676137.1,CCG014499.1
XP_015677696.1,CCG001318.1
XP_029139897.1,CCG007003.1
XP_015681908.1,CCG011308.1
XP_015679952.1,CCG003003.1
XP_015682058.1,CCG000262.1
XP_029139785.1,CCG006915.1
XP_015667702.1,CCG006610.1
XP_015667743.1,CCG006595.1
XP_015670589.1,CCG006007.1
XP_015687198.1,CCG012787.1
XP_015678785.1,CCG010611.1
XP_015687001.1,CCG017026.1
XP_015679252.1,CCG015320.1
XP_015684322.1,CCG006574.1
XP_029140711.1,CCG005763.1
XP_015674628.1,CCG021760.1
XP_015674548.1,CCG009672.1
XP_015678277.2,CCG008931.1
XP_015678574.1,CCG021246.1
XP_015675600.1,CCG012539.1
XP_015675044.1,CCG005773.1
XP_015673419.2,CCG016336.1
XP_015674157.1,CCG017578.1
XP_015672806.1,CCG017675.1
XP_015678043.1,CCG001480.1
XP_015675567.1,CCG013281.2
XP_015671642.1,CCG006295.2
XP_015671348.1,CCG017129.1
XP_015669716.1,CCG022758.1
XP_015675648.1,CCG023662.1
XP_015675650.1,CCG015969.2
XP_015673226.1,CCG019501.1
XP_015679258.1,CCG017896.1
XP_015687038.1,CCG009436.2
XP_015673658.1,CCG021059.2
XP_015681411.1,CCG022138.1
XP_015677381.1,CCG013322.1
XP_015670796.1,CCG014937.1
XP_015687533.1,CCG021955.1
XP_015683115.1,CCG009228.1
XP_015679604.1,CCG009237.1
XP_015673169.1,CCG008123.1
XP_015674532.1,CCG018517.1
XP_015673950.1,CCG009462.1
XP_015673858.1,CCG005817.1
XP_015670274.1,CCG006698.1
XP_015672699.1,CCG007707.1
XP_015687405.1,CCG010288.2
XP_015674461.1,CCG014206.1
XP_015686848.1,CCG014346.1
XP_015667996.1,CCG001256.1
XP_015672152.1,CCG021635.1
XP_015671035.1,CCG007076.1
XP_015673455.1,CCG019131.1
XP_015673448.1,CCG019130.1
XP_015678861.1,CCG005045.1
XP_015681727.1,CCG004643.1
XP_015685239.1,CCG001760.1
XP_015675861.1,CCG013583.1
XP_015678690.1,CCG000592.1
XP_015673729.1,CCG007297.1
XP_015668856.1,CCG002818.1
XP_029141990.1,CCG004030.1
XP_015683995.1,CCG013967.1
XP_015679080.1,CCG022360.1
XP_015675850.1,CCG003885.1
XP_015680122.1,CCG009032.1
XP_015670455.1,CCG021969.2
XP_029140630.1,CCG005154.1
XP_015676185.1,CCG007578.1
XP_015675773.1,CCG017050.1
XP_015682895.1,CCG015931.1
XP_015677027.1,CCG011001.1
XP_029140946.1,CCG017386.1
XP_029139108.1,CCG021156.1
XP_015683065.1,CCG002901.1
XP_015683072.1,CCG002900.1
XP_015669114.2,CCG015848.1
XP_029139314.1,CCG004747.1
XP_015668204.1,CCG006793.1
XP_015678295.1,CCG014145.1
XP_015669197.1,CCG011966.1
XP_015678565.1,CCG013071.1
XP_015685246.1,CCG021650.1
XP_015667377.1,CCG024210.1
XP_029140587.1,CCG002336.2
XP_029139166.1,CCG024216.2
XP_029140623.1,CCG023437.1
XP_015666267.1,CCG006038.1
XP_029141722.1,CCG011021.1
XP_015669948.1,CCG011017.1
XP_029139090.1,CCG002457.1
XP_015669391.1,CCG000857.1
XP_015675087.1,CCG008552.1
XP_029140100.1,CCG002994.1
XP_029141605.1,CCG020638.1
XP_015667342.2,CCG024158.1
XP_029143075.1,CCG008879.1
XP_015681325.1,CCG005000.1
XP_015674247.1,CCG010186.1
XP_015676149.1,CCG014508.2
XP_015677754.1,CCG010766.1
XP_029140222.1,CCG008933.1
XP_015672420.1,CCG017127.1
XP_015673536.1,CCG021238.1
XP_029139430.1,CCG003882.1
XP_029139142.1,CCG024156.1
XP_015682818.1,CCG015610.1
XP_015670448.1,CCG006920.3
XP_029138857.1,CCG014411.1
XP_029140345.1,CCG010620.1
XP_015681803.1,CCG015622.1
XP_015665647.1,CCG009364.1
XP_015666258.1,CCG005926.1
XP_015666021.1,CCG005344.1
XP_015670085.1,CCG009686.1
XP_029141083.1,CCG023376.1
XP_015678526.1,CCG008017.1
XP_015667594.1,CCG018670.1
XP_015667389.2,CCG006071.1
XP_015667593.2,CCG017150.1
XP_029139590.1,CCG018679.1
XP_015669525.1,CCG018677.1
XP_015683343.1,CCG009977.1
XP_015677501.1,CCG012858.1
XP_015670851.1,CCG001973.1
XP_015678030.1,CCG018958.1
XP_015683685.1,CCG024434.1
XP_029139972.1,CCG016583.1
XP_015666242.1,CCG015680.1
XP_015684085.1,CCG019134.3
XP_015678151.1,CCG019073.1
XP_015672061.1,CCG002008.2
XP_015687813.1,CCG006381.1
XP_029142062.1,CCG007183.1
XP_015667071.1,CCG002450.1
XP_015681965.1,CCG007185.1
XP_015670465.1,CCG005481.1
XP_029141981.1,CCG008358.1
XP_029141791.1,CCG005531.2
XP_015667659.1,CCG014656.1
XP_015678807.1,CCG023266.2
XP_015666620.1,CCG024454.1
XP_015681092.2,CCG015236.1
XP_015671900.1,CCG012675.1
XP_015687168.1,CCG016232.3
XP_029141738.1,CCG015201.1
XP_015668917.1,CCG008482.1
XP_015665592.1,CCG009399.1
XP_015668934.1,CCG012650.1
XP_015678514.1,CCG012825.1
XP_015679113.1,CCG013096.1
XP_015674587.1,CCG013487.1
XP_015677396.1,CCG016094.1
XP_015681602.1,CCG009864.1
XP_015670876.1,CCG008788.1
XP_029142217.1,CCG016275.1
XP_015682613.1,CCG005796.1
XP_029141422.1,CCG013502.1
XP_029142284.1,CCG012982.1
XP_029139049.1,CCG012866.1
XP_029140990.1,CCG010242.1
XP_015665551.1,CCG000980.2
XP_015669242.1,CCG024559.1
XP_015679530.1,CCG013738.1
XP_015683821.2,CCG011865.1
XP_015678101.2,CCG000579.1
XP_015681019.1,CCG001592.1
XP_015678820.1,CCG019545.1
XP_015668624.1,CCG016901.1
XP_015667346.1,CCG005548.1
XP_029139359.1,CCG020815.1
XP_015666909.1,CCG010245.2
XP_015680205.1,CCG016075.1
XP_015680193.1,CCG016076.1
XP_015678489.1,CCG012710.1
XP_015667353.1,CCG005553.1
XP_015667707.1,CCG021320.1
XP_015680897.1,CCG016188.1
XP_015676232.1,CCG007962.3
XP_015670897.1,CCG011422.4
XP_029142479.1,CCG015927.1
XP_015680630.1,CCG008737.1
XP_029143151.1,CCG012347.1
XP_015679944.1,CCG005294.1
XP_015668038.1,CCG014557.1
XP_015672751.1,CCG004056.1
XP_015668475.1,CCG023086.1
XP_015683284.1,CCG001944.1
XP_015681907.1,CCG010004.1
XP_015679048.1,CCG007937.1
XP_029143211.1,CCG022630.1
XP_015674563.1,CCG016888.1
XP_015682495.1,CCG022417.1
XP_029141721.1,CCG007943.1
XP_029141761.1,CCG007780.1
XP_015687372.1,CCG003244.1
XP_029140117.1,CCG024423.1
XP_029139316.1,CCG021805.1
XP_015683251.1,CCG023445.1
XP_015668567.1,CCG024302.1
XP_015681008.1,CCG002521.1
XP_029140565.1,CCG008338.2
XP_015674703.1,CCG016787.1
XP_029142643.1,CCG005096.1
XP_015683848.1,CCG020611.1
XP_015685272.1,CCG015274.1
XP_015682671.1,CCG021995.2
XP_015674348.1,CCG005182.1
XP_015677352.1,CCG011679.1
XP_015677345.1,CCG011681.1
XP_015682735.1,CCG001458.3
XP_015684334.1,CCG010362.1
XP_015687950.1,CCG002280.1
XP_015673362.1,CCG014442.1
XP_015673984.1,CCG012003.1
XP_015681467.1,CCG009739.1
XP_015668075.2,CCG017286.2
XP_015668076.1,CCG017287.1
XP_015683504.1,CCG006044.1
XP_015668674.1,CCG005270.2
XP_015681052.1,CCG012810.1
XP_015673716.1,CCG012551.1
XP_015672499.1,CCG015630.1
XP_015686615.1,CCG022615.1
XP_015673103.1,CCG005508.1
XP_015673102.1,CCG005510.1
XP_015679893.2,CCG005513.1
XP_029139452.1,CCG002804.1
XP_015683214.1,CCG008746.1
XP_015675382.1,CCG006457.1
XP_015674119.1,CCG003596.1
XP_015677630.1,CCG009721.1
XP_015683934.1,CCG022958.2
XP_029142272.1,CCG019935.1
XP_015672652.1,CCG014670.1
XP_015678688.1,CCG000958.1
XP_015675716.1,CCG008845.1
XP_015667494.1,CCG017373.1
XP_029142244.1,CCG018117.1
XP_015682648.1,CCG007063.1
XP_015669131.1,CCG011895.1
XP_015677548.1,CCG009501.1
XP_015677447.1,CCG009502.1
XP_015669147.1,CCG011901.1
XP_015671947.1,CCG004711.1
XP_015683909.1,CCG010087.2
XP_015669225.1,CCG016372.1
XP_015688041.1,CCG003083.1
XP_015670903.1,CCG011918.1
XP_029140332.1,CCG002517.1
XP_015671271.1,CCG007510.2
XP_029142700.1,CCG001293.3
XP_015674673.1,CCG003965.3
XP_015680873.1,CCG000688.1
XP_015677664.1,CCG021499.1
XP_015671133.1,CCG020449.1
XP_015679088.1,CCG007198.2
XP_029138874.1,CCG015330.1
XP_029139262.1,CCG014848.1
XP_015674203.1,CCG007771.1
XP_015675230.1,CCG021141.1
XP_015681318.1,CCG021140.1
XP_015684434.1,CCG010672.1
XP_015679859.2,CCG004804.1
XP_015670975.1,CCG018305.1
XP_015681431.1,CCG004877.1
XP_015669972.1,CCG020129.1
XP_015675478.2,CCG010690.1
XP_015665986.1,CCG005336.1
XP_015674416.1,CCG002366.1
XP_015669780.1,CCG023917.1
XP_029139871.1,CCG020805.1
XP_015671732.1,CCG002131.3
XP_029139351.1,CCG013414.1
XP_015680636.1,CCG022850.1
XP_015681604.1,CCG014867.1
XP_015683879.1,CCG010887.1
XP_029139598.1,CCG006258.1
XP_015677203.1,CCG018041.1
XP_015669592.1,CCG006265.1
XP_015682402.1,CCG024324.1
