CroVir_rnd1.all.maker.proteins.final,P_Mucros.pep
crovir-protein-8153,XP_029140549.1
crovir-protein-17396,XP_015682967.1
crovir-protein-17395,XP_015682968.1
crovir-protein-8560,XP_015667827.1
crovir-protein-15084,XP_015669523.1
crovir-protein-8938,XP_015674551.1
crovir-protein-15272,XP_015675916.1
crovir-protein-6586,XP_015676565.1
crovir-protein-15934,XP_015681058.1
crovir-protein-11146,XP_015678022.1
crovir-protein-13110,XP_015668373.1
crovir-protein-3108,XP_015683562.1
crovir-protein-11132,XP_015678027.1
crovir-protein-15877,XP_015675284.1
crovir-protein-548,XP_029140571.1
crovir-protein-14508,XP_015681776.1
crovir-protein-14392,XP_015665862.1
crovir-protein-303,XP_015676407.1
crovir-protein-9751,XP_015676122.1
crovir-protein-4695,XP_029140659.1
crovir-protein-15970,XP_029139216.1
crovir-protein-595,XP_015667132.1
crovir-protein-15966,XP_029139223.1
crovir-protein-13012,XP_015666588.1
crovir-protein-4265,XP_015674101.1
crovir-protein-14293,XP_015680645.1
crovir-protein-1673,XP_015667472.2
crovir-protein-161,XP_015676092.1
crovir-protein-16098,XP_015676919.1
crovir-protein-9275,XP_015677310.1
crovir-protein-7072,XP_015668811.1
crovir-protein-17330,XP_015676221.1
crovir-protein-17336,XP_015676214.1
crovir-protein-7578,XP_015670870.1
crovir-protein-2468,XP_015670124.1
crovir-protein-16670,XP_015684190.2
crovir-protein-11283,XP_015683178.1
crovir-protein-15651,XP_015688043.1
crovir-protein-8242,XP_015681768.1
crovir-protein-14597,XP_015675434.1
crovir-protein-11302,XP_015667650.1
crovir-protein-15706,XP_015675637.1
crovir-protein-5383,XP_015667000.1
crovir-protein-16204,XP_015666928.1
crovir-protein-8286,XP_015682808.1
crovir-protein-13888,XP_015667881.1
crovir-protein-11320,XP_029141410.1
crovir-protein-12696,XP_029141758.1
crovir-protein-13746,XP_029141579.1
crovir-protein-4362,XP_015672888.1
crovir-protein-14095,XP_015678263.1
crovir-protein-12687,XP_015670345.2
crovir-protein-826,XP_015671570.1
crovir-protein-15008,XP_015671076.1
crovir-protein-16681,XP_015682728.1
crovir-protein-17265,XP_015679968.1
crovir-protein-4180,XP_029141233.1
crovir-protein-12112,XP_015672767.1
crovir-protein-14281,XP_015673014.1
crovir-protein-11349,XP_029140610.1
crovir-protein-9931,XP_015670338.1
crovir-protein-973,XP_015680488.1
crovir-protein-5674,XP_015674007.1
crovir-protein-1155,XP_015675868.1
crovir-protein-9713,XP_029140864.1
crovir-protein-9206,XP_015678967.1
crovir-protein-16286,XP_015672932.1
crovir-protein-304,XP_015676419.1
crovir-protein-12122,XP_015672758.1
crovir-protein-16312,XP_015669159.2
crovir-protein-10109,XP_015671943.1
crovir-protein-12932,XP_015672026.1
crovir-protein-10187,XP_015686597.1
crovir-protein-12912,XP_015671995.1
crovir-protein-8166,XP_015677575.1
crovir-protein-8193,XP_029141156.1
crovir-protein-14159,XP_015676272.1
crovir-protein-9908,XP_015670281.2
crovir-protein-10298,XP_015684762.1
crovir-protein-557,XP_015677137.1
crovir-protein-4994,XP_015668580.1
crovir-protein-15998,XP_015667669.1
crovir-protein-13112,XP_029139362.1
crovir-protein-13014,XP_015667039.1
crovir-protein-8744,XP_015678623.1
crovir-protein-4432,XP_015670582.1
crovir-protein-13823,XP_015678585.1
crovir-protein-1205,XP_015674253.2
crovir-protein-15214,XP_029140231.1
crovir-protein-8553,XP_015668200.1
crovir-protein-4551,XP_015671975.1
crovir-protein-5230,XP_015672241.1
crovir-protein-5177,XP_015676029.1
crovir-protein-1736,XP_015688004.1
crovir-protein-8263,XP_015671880.1
crovir-protein-1732,XP_015688032.1
crovir-protein-1672,XP_029139173.1
crovir-protein-16010,XP_029139200.1
crovir-protein-961,XP_029140469.1
crovir-protein-16391,XP_015670901.1
crovir-protein-15550,XP_015677325.1
crovir-protein-11212,XP_015673928.1
crovir-protein-6469,XP_015672488.1
crovir-protein-11599,XP_015672263.1
crovir-protein-1775,XP_015688012.1
crovir-protein-13783,XP_015682194.1
crovir-protein-9923,XP_015670288.1
crovir-protein-7400,XP_029140702.1
crovir-protein-9455,XP_029139833.1
crovir-protein-11158,XP_015684827.1
crovir-protein-15705,XP_015675625.1
crovir-protein-7535,XP_015687198.1
crovir-protein-10864,XP_015687318.1
crovir-protein-10865,XP_029143104.1
crovir-protein-523,XP_015687034.1
crovir-protein-10854,XP_015670885.1
crovir-protein-3479,XP_029139698.1
crovir-protein-10827,XP_029139641.1
crovir-protein-13441,XP_015676603.1
crovir-protein-7516,XP_015674932.2
crovir-protein-12169,XP_015668326.1
crovir-protein-15892,XP_029141656.1
crovir-protein-5850,XP_029140523.1
crovir-protein-10511,XP_015668261.1
crovir-protein-2492,XP_015679606.1
crovir-protein-2519,XP_015687720.1
crovir-protein-4318,XP_029141262.1
crovir-protein-2593,XP_015687691.1
crovir-protein-6341,XP_029141490.1
crovir-protein-11824,XP_029140348.1
crovir-protein-6383,XP_015668004.1
crovir-protein-9246,XP_015676341.1
crovir-protein-3506,XP_015673812.2
crovir-protein-17317,XP_015684275.1
crovir-protein-13298,XP_015677386.1
crovir-protein-6655,XP_029142621.1
crovir-protein-3714,XP_015675163.1
crovir-protein-3712,XP_015675173.1
crovir-protein-12286,XP_015673204.1
crovir-protein-3763,XP_015679910.1
crovir-protein-12427,XP_015678955.1
crovir-protein-3801,XP_015676954.1
crovir-protein-3846,XP_015671507.1
crovir-protein-4524,XP_015681433.1
crovir-protein-4260,XP_029142221.1
crovir-protein-9255,XP_015681368.1
crovir-protein-15744,XP_015685436.1
crovir-protein-15381,XP_029140133.1
crovir-protein-15301,XP_029140560.1
crovir-protein-14745,XP_015685045.1
crovir-protein-13671,XP_015678075.1
crovir-protein-7128,XP_015682248.1
crovir-protein-7127,XP_015682226.1
crovir-protein-14664,XP_015687769.1
crovir-protein-7206,XP_015668101.1
crovir-protein-8655,XP_015677881.1
crovir-protein-7223,XP_015674863.1
crovir-protein-9755,XP_015667540.1
crovir-protein-14880,XP_029139225.1
crovir-protein-14449,XP_015678400.1
crovir-protein-14322,XP_015676754.1
crovir-protein-16786,XP_015683872.1
crovir-protein-14088,XP_015681437.1
crovir-protein-2423,XP_015670696.1
crovir-protein-14117,XP_029139839.1
crovir-protein-7867,XP_015675208.1
crovir-protein-13919,XP_015675048.1
crovir-protein-13916,XP_015675046.1
crovir-protein-8820,XP_015676270.1
crovir-protein-8943,XP_015686341.1
crovir-protein-895,XP_015677669.1
crovir-protein-9078,XP_015674898.1
crovir-protein-13189,XP_015681476.1
crovir-protein-7309,XP_015681307.1
crovir-protein-9348,XP_015683252.1
crovir-protein-3152,XP_029142222.1
crovir-protein-9575,XP_029142265.1
crovir-protein-12421,XP_029141433.1
crovir-protein-1508,XP_015675487.1
crovir-protein-14908,XP_015669434.1
crovir-protein-8942,XP_015677675.1
crovir-protein-15158,XP_015671090.1
crovir-protein-10472,XP_015681263.1
crovir-protein-5336,XP_015666316.1
crovir-protein-12882,XP_015673453.1
crovir-protein-3393,XP_015672279.1
crovir-protein-633,XP_015669181.1
crovir-protein-9023,XP_015682558.1
crovir-protein-12626,XP_015677534.1
crovir-protein-5686,XP_015668806.1
crovir-protein-582,XP_015667167.1
crovir-protein-7051,XP_015668719.1
crovir-protein-9894,XP_015666256.1
crovir-protein-9052,XP_015671121.1
crovir-protein-6781,XP_029139468.1
crovir-protein-6761,XP_029139467.1
crovir-protein-8737,XP_015671459.1
crovir-protein-15924,XP_015678557.1
crovir-protein-1229,XP_029139552.1
crovir-protein-7432,XP_015679007.1
crovir-protein-16128,XP_015687936.1
crovir-protein-9027,XP_015676605.1
crovir-protein-9387,XP_015679890.1
crovir-protein-4298,XP_015687842.1
crovir-protein-10217,XP_015677596.1
crovir-protein-9745,XP_015684746.1
crovir-protein-17315,XP_029141637.1
crovir-protein-16005,XP_015667587.1
crovir-protein-4373,XP_015683765.1
crovir-protein-12917,XP_015671994.1
crovir-protein-3018,XP_015684263.2
crovir-protein-3019,XP_015684362.2
crovir-protein-2866,XP_015665749.1
crovir-protein-5020,XP_029142223.1
crovir-protein-17075,XP_015672140.1
crovir-protein-6810,XP_015665492.1
crovir-protein-15086,XP_015669554.1
crovir-protein-14839,XP_015670610.1
crovir-protein-4498,XP_015674943.1
crovir-protein-11419,XP_015682387.1
crovir-protein-6901,XP_029138797.1
crovir-protein-15289,XP_029140957.1
crovir-protein-91,XP_029140483.1
crovir-protein-92,XP_015674279.1
crovir-protein-17482,XP_015685256.1
crovir-protein-2013,XP_015682766.1
crovir-protein-1342,XP_015679823.1
crovir-protein-5584,XP_029139036.1
crovir-protein-851,XP_029140165.1
crovir-protein-13341,XP_015681357.1
crovir-protein-1328,XP_029140886.1
crovir-protein-12978,XP_029139006.1
crovir-protein-17394,XP_015679426.1
crovir-protein-4820,XP_015686023.1
crovir-protein-16823,XP_015683236.1
crovir-protein-495,XP_015668737.1
crovir-protein-1322,XP_029142102.1
crovir-protein-9447,NP_001310179.1
crovir-protein-3057,XP_015674570.1
crovir-protein-5277,XP_029141363.1
crovir-protein-9961,XP_015668300.1
crovir-protein-9219,XP_015665420.1
crovir-protein-10005,XP_015671024.1
crovir-protein-17254,XP_029141899.1
crovir-protein-16014,XP_015667565.1
crovir-protein-2184,XP_015678443.1
crovir-protein-3118,XP_015675794.1
crovir-protein-2526,XP_015681473.1
crovir-protein-10074,XP_015681042.1
crovir-protein-269,XP_029141783.1
crovir-protein-11541,XP_015677171.1
crovir-protein-8801,XP_015679484.1
crovir-protein-70,XP_015687793.1
crovir-protein-4474,XP_029140934.1
crovir-protein-5884,XP_029139495.1
crovir-protein-14611,XP_015679469.1
crovir-protein-2657,XP_029138875.1
crovir-protein-11069,XP_015666489.1
crovir-protein-3168,XP_015675335.1
crovir-protein-16308,XP_029139503.1
crovir-protein-7951,XP_015680811.1
crovir-protein-13132,XP_015686360.1
crovir-protein-1392,XP_015681600.1
crovir-protein-13130,XP_015679602.2
crovir-protein-2385,XP_015687948.1
crovir-protein-10594,XP_015671754.1
crovir-protein-8266,XP_015669836.1
crovir-protein-15989,XP_015667566.1
crovir-protein-4990,XP_029139391.1
crovir-protein-7871,XP_015680510.1
crovir-protein-16159,XP_015687888.1
crovir-protein-13163,XP_015677927.1
crovir-protein-11540,XP_015677157.1
crovir-protein-1049,XP_015679556.1
crovir-protein-5046,XP_015674600.1
crovir-protein-12547,XP_029139447.1
crovir-protein-11128,XP_015685807.1
crovir-protein-5042,XP_015672648.1
crovir-protein-10540,XP_015675254.1
crovir-protein-762,XP_015686874.1
crovir-protein-764,XP_015686825.2
crovir-protein-1594,XP_015673321.1
crovir-protein-4816,XP_029141505.1
crovir-protein-9066,XP_015682554.1
crovir-protein-16514,XP_015682408.1
crovir-protein-11451,XP_015671728.1
crovir-protein-16962,XP_015668660.1
crovir-protein-13401,XP_015680929.1
crovir-protein-5248,XP_029140125.1
crovir-protein-11501,XP_015674454.2
crovir-protein-4624,XP_015670376.1
crovir-protein-13800,XP_015675404.1
crovir-protein-4159,XP_029142227.1
crovir-protein-14546,XP_015670227.1
crovir-protein-1786,XP_015688010.1
crovir-protein-16257,XP_015677500.1
crovir-protein-8663,XP_015669029.2
crovir-protein-8090,XP_015686669.1
crovir-protein-2437,XP_029143061.1
crovir-protein-15168,XP_015669336.1
crovir-protein-14000,XP_029140150.1
crovir-protein-14727,XP_015675976.2
crovir-protein-8084,XP_015686741.1
crovir-protein-16025,XP_015671360.2
crovir-protein-3919,XP_029139845.1
crovir-protein-4746,XP_015678326.1
crovir-protein-4744,XP_015678325.1
crovir-protein-7827,XP_015668079.1
crovir-protein-3651,XP_015680079.1
crovir-protein-2696,XP_015665703.1
crovir-protein-7765,XP_015678793.1
crovir-protein-5817,XP_015669808.1
crovir-protein-6611,XP_015678169.1
crovir-protein-10038,XP_029142404.1
crovir-protein-5126,XP_015671106.1
crovir-protein-7788,XP_015667372.1
crovir-protein-15032,XP_015682649.1
crovir-protein-10914,XP_015670416.1
crovir-protein-2987,XP_015678120.1
crovir-protein-4177,XP_015678058.1
crovir-protein-12251,XP_029139909.1
crovir-protein-12260,XP_015671163.1
crovir-protein-10814,XP_015668679.1
crovir-protein-12226,XP_015679575.1
crovir-protein-2231,XP_015667243.1
crovir-protein-8555,XP_015667822.1
crovir-protein-10730,XP_015681658.1
crovir-protein-15145,XP_015669333.1
crovir-protein-8119,XP_015681203.1
crovir-protein-2594,XP_015670642.1
crovir-protein-2418,XP_015686996.1
crovir-protein-13971,XP_015674171.1
crovir-protein-10519,XP_015668277.2
crovir-protein-3380,XP_015681697.1
crovir-protein-4055,XP_015681849.1
crovir-protein-3488,XP_015670295.1
crovir-protein-3579,XP_015672831.1
crovir-protein-10032,XP_015682632.1
crovir-protein-3662,XP_015686747.1
crovir-protein-11630,XP_015681157.1
crovir-protein-14844,XP_015670595.1
crovir-protein-4436,XP_029141910.1
crovir-protein-15650,XP_015671622.1
crovir-protein-7228,XP_015677565.1
crovir-protein-7073,XP_015668809.1
crovir-protein-7240,XP_015668496.1
crovir-protein-7546,XP_029141215.1
crovir-protein-7543,XP_029140580.1
crovir-protein-14353,XP_029139840.1
crovir-protein-7835,XP_015677366.1
crovir-protein-14205,XP_029140564.1
crovir-protein-7929,XP_015681495.1
crovir-protein-16456,XP_029139942.1
crovir-protein-13844,XP_015679368.1
crovir-protein-13001,XP_015666610.1
crovir-protein-5403,XP_029140464.1
crovir-protein-9059,XP_015676798.1
crovir-protein-9061,XP_015676796.1
crovir-protein-9060,XP_015676795.1
crovir-protein-8950,XP_029140273.1
crovir-protein-13211,XP_015682576.1
crovir-protein-9334,XP_015676613.1
crovir-protein-9329,XP_015676612.1
crovir-protein-4083,XP_015683106.1
crovir-protein-9374,XP_015675373.1
crovir-protein-9493,XP_015671473.1
crovir-protein-9445,XP_029140075.1
crovir-protein-13950,XP_015676617.1
crovir-protein-6847,XP_015665475.1
crovir-protein-4386,XP_015683716.1
crovir-protein-16714,XP_015680686.1
crovir-protein-11363,XP_015675862.1
crovir-protein-6603,XP_015679337.1
crovir-protein-5347,XP_015666324.1
crovir-protein-4867,XP_015679566.1
crovir-protein-16199,XP_015666958.1
crovir-protein-6803,XP_015665479.1
crovir-protein-17110,XP_015680460.1
crovir-protein-17444,XP_029139881.1
crovir-protein-17438,XP_015685099.1
crovir-protein-16878,XP_015680729.1
crovir-protein-16680,XP_029139404.1
crovir-protein-11482,XP_029140027.1
crovir-protein-1293,XP_015676521.1
crovir-protein-1495,XP_015681336.1
crovir-protein-5839,XP_015675049.1
crovir-protein-1041,XP_015671521.1
crovir-protein-4385,XP_015675570.1
crovir-protein-13006,XP_015666591.1
crovir-protein-10270,XP_015678458.1
crovir-protein-12999,XP_015666643.2
crovir-protein-999,XP_015675150.1
crovir-protein-8860,XP_015676705.1
crovir-protein-1097,XP_015674351.1
crovir-protein-484,XP_015684157.1
crovir-protein-14125,XP_015670689.1
crovir-protein-1647,XP_029139178.1
crovir-protein-12053,XP_015669013.1
crovir-protein-7569,XP_029140410.1
crovir-protein-4234,XP_029140457.1
crovir-protein-9924,XP_015670286.1
crovir-protein-15839,XP_029140160.1
crovir-protein-688,XP_029140742.1
crovir-protein-681,XP_029142719.1
crovir-protein-5596,XP_015668617.1
crovir-protein-16775,XP_015685027.1
crovir-protein-16087,XP_015680045.1
crovir-protein-8278,XP_029140557.1
crovir-protein-1857,XP_029138918.1
crovir-protein-6811,XP_029138813.1
crovir-protein-11335,XP_015674646.1
crovir-protein-352,XP_015680087.1
crovir-protein-15828,XP_015675455.1
crovir-protein-11226,XP_015671704.1
crovir-protein-13553,XP_029140294.1
crovir-protein-855,XP_015672059.1
crovir-protein-1535,XP_015669088.1
crovir-protein-711,XP_015677441.1
crovir-protein-12669,XP_015669222.1
crovir-protein-16699,XP_015672597.1
crovir-protein-16076,XP_015680044.1
crovir-protein-3078,XP_015676888.2
crovir-protein-4978,XP_015669478.1
crovir-protein-3067,XP_029140960.1
crovir-protein-1339,XP_015679824.1
crovir-protein-1368,XP_029143081.1
crovir-protein-9340,XP_015677369.1
crovir-protein-3048,XP_029141856.1
crovir-protein-4880,XP_015676822.1
crovir-protein-976,XP_015680475.1
crovir-protein-15737,XP_015671913.1
crovir-protein-6606,XP_015676694.1
crovir-protein-6933,XP_015678063.1
crovir-protein-12431,XP_015678309.1
crovir-protein-14603,XP_015671838.1
crovir-protein-11433,XP_015682235.1
crovir-protein-17409,XP_015679145.1
crovir-protein-2489,XP_015687702.1
crovir-protein-4801,XP_015682414.1
crovir-protein-4887,XP_015672286.1
crovir-protein-4888,XP_015678728.1
crovir-protein-14050,XP_015670812.1
crovir-protein-9741,XP_015681141.1
crovir-protein-16020,XP_015667560.1
crovir-protein-3420,XP_015687106.1
crovir-protein-8384,XP_015676416.1
crovir-protein-14389,XP_015665850.1
crovir-protein-4971,XP_029143069.1
crovir-protein-11417,XP_015677496.1
crovir-protein-16102,XP_015687947.1
crovir-protein-4222,XP_015678880.2
crovir-protein-578,XP_015674742.1
crovir-protein-14110,XP_015670699.2
crovir-protein-2266,XP_015681812.1
crovir-protein-9877,XP_029139774.1
crovir-protein-4543,XP_015678773.1
crovir-protein-11197,XP_029142245.1
crovir-protein-11138,XP_015676454.2
crovir-protein-8216,XP_015673891.1
crovir-protein-11639,XP_029141607.1
crovir-protein-13393,XP_015678070.1
crovir-protein-12702,XP_015677803.1
crovir-protein-3896,XP_015671677.1
crovir-protein-16381,XP_029139873.1
crovir-protein-10025,XP_015674359.1
crovir-protein-17271,XP_029141843.1
crovir-protein-4144,XP_015678667.1
crovir-protein-1760,XP_015688039.1
crovir-protein-13777,XP_029143169.1
crovir-protein-5295,XP_015687176.2
crovir-protein-8800,XP_015671644.1
crovir-protein-6504,XP_015671238.1
crovir-protein-15108,XP_029139580.1
crovir-protein-7946,XP_029141267.1
crovir-protein-5094,XP_015667864.1
crovir-protein-5101,XP_029141030.1
crovir-protein-5100,XP_015677284.1
crovir-protein-5106,XP_015675644.1
crovir-protein-13611,XP_029140645.1
crovir-protein-11176,XP_015666755.1
crovir-protein-5636,XP_029143149.1
crovir-protein-1454,XP_015681617.1
crovir-protein-8649,XP_015668625.1
crovir-protein-10932,XP_015669410.1
crovir-protein-6921,XP_015673259.1
crovir-protein-7437,XP_015679360.1
crovir-protein-13932,XP_015686040.1
crovir-protein-4935,XP_015668914.1
crovir-protein-14540,XP_015671220.1
crovir-protein-15512,XP_015678497.1
crovir-protein-12327,XP_029141251.1
crovir-protein-12328,XP_015678184.1
crovir-protein-14901,XP_029139227.1
crovir-protein-12249,XP_015671158.1
crovir-protein-10860,XP_015687312.1
crovir-protein-10861,XP_015687311.1
crovir-protein-12269,XP_029139611.1
crovir-protein-7856,XP_015675547.1
crovir-protein-2036,XP_015666099.1
crovir-protein-2674,XP_015665953.1
crovir-protein-2042,XP_015666063.1
