geneid,proteinid
107286716,XP_015670609.1
107286717,XP_015670610.1
107286718,XP_015670611.1
107286719,XP_015670616.1
107286720,XP_015670612.1
107286721,XP_015670613.1
107286722,XP_015670614.1
107286722,XP_015670615.1
107286722,XP_015670617.1
107286722,XP_015670618.1
107286722,XP_015670619.1
107286722,XP_015670620.1
107286722,XP_015670621.1
107286722,XP_015670622.1
107286723,XP_015670623.1
107286724,XP_015670624.1
107286725,XP_015670625.1
107286726,XP_015670628.1
107286727,XP_015670626.1
107286728,XP_015670627.1
107286729,XP_015670629.1
107286730,XP_015670630.1
107286731,XP_015670631.1
107286731,XP_015670632.1
107286732,XP_015670633.1
107286733,XP_015670634.1
107286734,XP_015670635.1
107286735,XP_015670636.1
107286736,XP_015670640.1
107286737,XP_015670637.1
107286738,XP_015670638.1
107286739,XP_015670639.1
107286740,XP_015670641.1
107286741,XP_015670642.1
107286742,XP_015670643.1
107286742,XP_015670644.1
107286742,XP_015670645.1
107286742,XP_015670646.1
107286743,XP_015670647.1
107286744,XP_015670648.1
107286745,XP_015670651.1
107286746,XP_015670649.1
107286748,XP_015670650.1
107286749,XP_015670652.1
107286750,XP_015670653.1
107286750,XP_015670654.1
107286750,XP_015670655.1
107286751,XP_015670656.1
107286751,XP_015670657.1
107286752,XP_015670658.1
107286753,XP_015670662.1
107286754,XP_015670659.1
107286755,XP_015670660.1
107286756,XP_015670661.1
107286756,XP_015670663.1
107286756,XP_015670664.1
107286757,XP_015670665.1
107286758,XP_015670666.1
107286759,XP_015670667.1
107286760,XP_015670668.1
107286761,XP_015670669.1
107286762,XP_015670670.1
107286762,XP_015670671.1
107286763,XP_015670672.1
107286764,XP_015670673.1
107286765,XP_015670674.1
107286766,XP_015670675.1
107286767,XP_015670676.1
107286769,XP_015670677.1
107286770,XP_015670678.1
107286771,XP_015670679.1
107286772,XP_015670682.1
107286773,XP_015670681.1
107286774,XP_015670683.1
107286775,XP_015670684.1
107286776,XP_015670685.1
107286777,XP_015670686.1
107286778,XP_015670687.1
107286778,XP_015670688.1
107286779,XP_015670689.1
107286779,XP_015670690.1
107286780,XP_015670694.1
107286781,XP_015670691.1
107286782,XP_015670692.1
107286783,XP_015670693.1
107286784,XP_015670695.1
107286785,XP_015670696.1
107286786,XP_015670697.1
107286787,XP_015670698.1
107286788,XP_015670699.1
107286789,XP_015670700.1
107286790,XP_015670701.1
107286791,XP_015670705.1
107286792,XP_015670702.1
107286793,XP_015670703.1
107286794,XP_015670704.1
107286795,XP_015670706.1
107286796,XP_015670707.1
107286797,XP_015670708.1
107286798,XP_015670709.1
107286799,XP_015670710.1
107286800,XP_015670711.1
107286801,XP_015670712.1
107286802,XP_015670716.1
107286802,XP_015670724.1
107286803,XP_015670713.1
107286804,XP_015670714.1
107286804,XP_015670715.1
107286805,XP_015670717.1
107286806,XP_015670718.1
107286807,XP_015670719.1
107286808,XP_015670720.1
107286809,XP_015670721.1
107286809,XP_015670722.1
107286810,XP_015670723.1
107286811,XP_015670725.1
107286811,XP_015670726.1
107286812,XP_015670727.1
107286812,XP_015670728.1
107286813,XP_015670729.1
107286814,XP_015670730.1
107286814,XP_015670731.1
107286815,XP_015670732.1
107286816,XP_015670736.1
107286816,XP_015670743.1
107286817,XP_015670733.1
107286818,XP_015670734.1
107286819,XP_015670735.1
107286820,XP_015670737.1
107286821,XP_015670738.1
107286822,XP_015670739.1
107286823,XP_015670740.1
107286824,XP_015670741.1
107286825,XP_015670742.1
107286825,XP_015670744.1
107286826,XP_015670745.1
107286827,XP_015670746.1
107286828,XP_015670747.1
107286829,XP_015670748.1
107286830,XP_015670749.1
107286831,XP_015670750.1
107286832,XP_015670754.1
107286833,XP_015670751.1
107286834,XP_015670752.1
107286834,XP_015670753.1
107286835,XP_015670755.1
107286836,XP_015670790.1
107286837,XP_015670756.1
107286838,XP_015670757.1
107286839,XP_015670758.1
107286840,XP_015670759.1
107286841,XP_015670760.1
107286842,XP_015670761.1
107286843,XP_015670764.1
107286844,XP_015670762.1
107286845,XP_015670763.1
107286846,XP_015670765.1
107286847,XP_015670766.1
107286848,XP_015670767.1
107286849,XP_015670768.1
107286849,XP_015670769.1
107286849,XP_015670770.1
107286849,XP_015670771.1
107286850,XP_015670775.1
107286850,XP_015670783.1
107286851,XP_015670772.1
107286852,XP_015670773.1
107286853,XP_015670774.1
107286854,XP_015670776.1
107286855,XP_015670777.1
107286856,XP_015670778.1
107286857,XP_015670779.1
107286858,XP_015670780.1
107286859,XP_015670781.1
107286859,XP_015670782.1
107286861,XP_015670784.1
107286862,XP_015670785.1
107286863,XP_015670786.1
107286864,XP_015670787.1
107286865,XP_015670788.1
107286866,XP_015670789.1
107286867,XP_015670794.1
107286868,XP_015670791.1
107286869,XP_015670792.1
107286870,XP_015670793.1
107286870,XP_015670795.1
107286872,XP_015670796.1
107286873,XP_015670797.1
107286874,XP_015670798.1
107286874,XP_015670799.1
107286874,XP_015670800.1
107286875,XP_015670801.1
107286876,XP_015670806.1
107286877,XP_015670802.1
107286878,XP_015670803.1
107286878,XP_015670804.1
107286879,XP_015670805.1
107286879,XP_015670807.1
107286880,XP_015670808.1
107286881,XP_015670809.1
107286882,XP_015670810.1
107286883,XP_015670811.1
107286884,XP_015670812.1
107286885,XP_015670813.1
107286886,XP_015670817.1
107286887,XP_015670814.1
107286888,XP_015670815.1
107286889,XP_015670816.1
107286890,XP_015670818.1
107286890,XP_015670819.1
107286891,XP_015670820.1
107286892,XP_015670821.1
107286893,XP_015670822.1
107286894,XP_015670823.1
107286895,XP_015670824.1
107286896,XP_015670828.1
107286897,XP_015670825.1
107286898,XP_015670826.1
107286899,XP_015670827.1
107286900,XP_015670829.1
107286901,XP_015670830.1
107286902,XP_015670831.1
107286903,XP_015670832.1
107286904,XP_015670833.1
107286905,XP_015670834.1
107286906,XP_015670835.1
107286907,XP_015670839.1
107286908,XP_015670836.1
107286909,XP_015670837.1
107286910,XP_015670838.1
107286911,XP_015670840.1
107286912,XP_015670841.1
107286913,XP_015670842.1
107286914,XP_015670843.1
107286915,XP_015670844.1
107286915,XP_015670845.1
107286916,XP_015670846.1
107286918,XP_015670847.1
107286919,XP_015670848.1
107286920,XP_015670849.1
107286921,XP_015670850.1
107286922,XP_015670851.1
107286924,XP_015670852.1
107286926,XP_015670853.1
107286927,XP_015670854.1
107286928,XP_015670858.1
107286929,XP_015670855.1
107286929,XP_015670856.1
107286930,XP_015670857.1
107286930,XP_015670859.1
107286931,XP_015670860.1
107286931,XP_015670861.1
107286931,XP_015670862.1
107286931,XP_015670863.1
107286931,XP_015670864.1
107286932,XP_015670900.1
107286933,XP_015670865.1
107286934,XP_015670866.1
107286935,XP_015670867.1
107286936,XP_015670871.1
107286937,XP_015670868.1
107286937,XP_015670869.1
107286938,XP_015670870.1
107286939,XP_015670872.1
107286940,XP_015670873.1
107286941,XP_015670874.1
107286943,XP_015670875.1
107286944,XP_015670876.1
107286945,XP_015670877.1
107286946,XP_015670881.1
107286947,XP_015670878.1
107286948,XP_015670879.1
107286948,XP_015670880.1
107286949,XP_015670882.1
107286950,XP_015670883.1
107286951,XP_015670884.1
107286952,XP_015670885.1
107286953,XP_015670886.1
107286955,XP_015670887.1
107286956,XP_015670892.1
107286957,XP_015670888.1
107286958,XP_015670889.1
107286958,XP_015670890.1
107286959,XP_015670891.1
107286959,XP_015670893.1
107286960,XP_015670894.1
107286960,XP_015670895.1
107286961,XP_015670896.1
107286962,XP_015670897.1
107286963,XP_015670898.1
107286964,XP_015670899.1
107286965,XP_015670904.1
107286966,XP_015670901.1
107286967,XP_015670902.1
107286968,XP_015670903.1
107286969,XP_015670905.1
107286970,XP_015670906.1
107286971,XP_015670907.1
107286972,XP_015670908.1
107286973,XP_015670909.1
107286974,XP_015670910.1
107286975,XP_015670911.1
107286976,XP_015670915.1
107286977,XP_015670912.1
107286978,XP_015670913.1
107286979,XP_015670914.1
107286980,XP_015670916.1
107286981,XP_015670917.1
107286982,XP_015670918.1
107286983,XP_015670919.1
107286984,XP_015670920.1
107286985,XP_015670921.1
107286986,XP_015670922.1
107286987,XP_015670926.1
107286988,XP_015670923.1
107286989,XP_015670924.1
107286990,XP_015670925.1
107286991,XP_015670927.1
107286992,XP_015670928.1
107286993,XP_015670929.1
107286994,XP_015670930.1
107286995,XP_015670931.1
107286996,XP_015670932.1
107286997,XP_015670933.1
107286998,XP_015670937.1
107286999,XP_015670934.1
107287000,XP_015670935.1
107287001,XP_015670936.1
107287002,XP_015670938.1
107287003,XP_015670939.1
107287004,XP_015670940.1
107287005,XP_015670941.1
107287006,XP_015670942.1
107287007,XP_015670943.1
107287008,XP_015670944.1
107287009,XP_015670948.1
107287010,XP_015670945.1
107287011,XP_015670946.1
107287012,XP_015670947.1
107287013,XP_015670949.1
107287014,XP_015670950.1
107287015,XP_015670951.1
107287016,XP_015670952.1
107287017,XP_015670953.1
107287018,XP_015670954.1
107287019,XP_015670955.1
107287019,XP_015670956.1
107287020,XP_015670960.1
107287021,XP_015670957.1
107287022,XP_015670958.1
107287023,XP_015670959.1
107287024,XP_015670961.1
107287025,XP_015670962.1
107287026,XP_015670963.1
107287027,XP_015670964.1
107287028,XP_015670965.1
107287029,XP_015670966.1
107287030,XP_015670967.1
107287031,XP_015670971.1
107287032,XP_015670968.1
107287033,XP_015670969.1
107287034,XP_015670970.1
107287035,XP_015670972.1
107287036,XP_015670973.1
107287037,XP_015670974.1
107287038,XP_015671013.1
107287039,XP_015670975.1
107287040,XP_015670976.1
107287040,XP_015670977.1
107287041,XP_015670978.1
107287042,XP_015670983.1
107287042,XP_015670991.1
107287043,XP_015670979.1
107287043,XP_015670980.1
107287043,XP_015670981.1
107287044,XP_015670982.1
107287045,XP_015670984.1
107287046,XP_015670985.1
107287047,XP_015670986.1
107287048,XP_015670987.1
107287048,XP_015670988.1
107287049,XP_015670989.1
107287050,XP_015670990.1
107287051,XP_015670992.1
107287052,XP_015670993.1
107287053,XP_015670994.1
107287054,XP_015670995.1
107287054,XP_015670996.1
107287054,XP_015670997.1
107287055,XP_015670998.1
107287056,XP_015671003.1
107287057,XP_015670999.1
107287058,XP_015671000.1
107287058,XP_015671001.1
107287059,XP_015671002.1
107287060,XP_015671004.1
107287061,XP_015671005.1
107287062,XP_015671006.1
107287063,XP_015671007.1
107287064,XP_015671008.1
107287065,XP_015671009.1
107287066,XP_015671014.1
107287067,XP_015671010.1
107287068,XP_015671011.1
107287069,XP_015671012.1
107287071,XP_015671015.1
107287072,XP_015671016.1
107287073,XP_015671017.1
107287073,XP_015671018.1
107287074,XP_015671019.1
107287075,XP_015671020.1
107287076,XP_015671024.1
107287077,XP_015671021.1
107287077,XP_015671022.1
107287078,XP_015671023.1
107287079,XP_015671025.1
107287080,XP_015671026.1
107287081,XP_015671027.1
107287082,XP_015671028.1
107287083,XP_015671029.1
107287084,XP_015671030.1
107287085,XP_015671031.1
107287086,XP_015671035.1
107287087,XP_015671032.1
107287088,XP_015671033.1
107287089,XP_015671034.1
107287090,XP_015671036.1
107287091,XP_015671037.1
107287091,XP_015671038.1
107287092,XP_015671039.1
107287093,XP_015671040.1
107287094,XP_015671041.1
107287095,XP_015671042.1
107287095,XP_015671043.1
107287095,XP_015671044.1
107287096,XP_015671047.1
107287097,XP_015671045.1
107287098,XP_015671046.1
107287099,XP_015671048.1
107287099,XP_015671049.1
107287099,XP_015671050.1
107287099,XP_015671051.1
107287100,XP_015671052.1
107287101,XP_015671053.1
107287101,XP_015671054.1
107287101,XP_015671055.1
107287102,XP_015671056.1
107287103,XP_015671060.1
107287104,XP_015671057.1
107287105,XP_015671058.1
107287105,XP_015671059.1
107287106,XP_015671061.1
107287107,XP_015671062.1
107287108,XP_015671063.1
107287109,XP_015671064.1
107287110,XP_015671065.1
107287111,XP_015671066.1
107287112,XP_015671067.1
107287113,XP_015671071.1
107287114,XP_015671068.1
107287115,XP_015671069.1
107287116,XP_015671070.1
107287117,XP_015671072.1
107287118,XP_015671073.1
107287119,XP_015671074.1
107287120,XP_015671075.1
107287121,XP_015671076.1
107287122,XP_015671077.1
107287123,XP_015671078.1
107287125,XP_015671079.1
107287126,XP_015671080.1
107287127,XP_015671081.1
107287128,XP_015671082.1
107287130,XP_015671083.1
107287131,XP_015671084.1
107287132,XP_015671089.1
107287133,XP_015671085.1
107287133,XP_015671086.1
107287133,XP_015671087.1
107287134,XP_015671088.1
107287135,XP_015671126.1
107287136,XP_015671090.1
107287137,XP_015671091.1
107287139,XP_015671092.1
107287140,XP_015671093.1
107287141,XP_015671094.1
107287142,XP_015671095.1
107287143,XP_015671099.1
107287144,XP_015671096.1
107287145,XP_015671097.1
107287146,XP_015671098.1
107287147,XP_015671100.1
107287148,XP_015671101.1
107287149,XP_015671102.1
107287151,XP_015671103.1
107287152,XP_015671104.1
107287153,XP_015671105.1
107287154,XP_015671110.1
107287155,XP_015671106.1
107287155,XP_015671107.1
107287155,XP_015671108.1
107287155,XP_015671109.1
107287155,XP_015671111.1
107287156,XP_015671112.1
107287156,XP_015671113.1
107287157,XP_015671114.1
107287158,XP_015671115.1
107287159,XP_015671116.1
107287160,XP_015671117.1
107287161,XP_015671118.1
107287162,XP_015671122.1
107287163,XP_015671119.1
107287164,XP_015671120.1
107287165,XP_015671121.1
107287166,XP_015671123.1
107287166,XP_015671124.1
107287167,XP_015671125.1
107287168,XP_015671127.1
107287169,XP_015671128.1
107287170,XP_015671129.1
107287170,XP_015671130.1
107287171,XP_015671135.1
107287172,XP_015671131.1
107287173,XP_015671132.1
107287173,XP_015671133.1
107287174,XP_015671134.1
107287175,XP_015671136.1
107287176,XP_015671137.1
107287177,XP_015671138.1
107287178,XP_015671139.1
107287179,XP_015671140.1
107287180,XP_015671141.1
107287181,XP_015671142.1
107287182,XP_015671146.1
107287183,XP_015671143.1
107287184,XP_015671144.1
107287185,XP_015671145.1
107287186,XP_015671147.1
107287187,XP_015671148.1
107287188,XP_015671149.1
107287189,XP_015671150.1
107287189,XP_015671151.1
107287190,XP_015671152.1
107287190,XP_015671153.1
107287191,XP_015671157.1
107287192,XP_015671154.1
107287193,XP_015671155.1
107287194,XP_015671156.1
107287195,XP_015671158.1
107287195,XP_015671159.1
107287196,XP_015671160.1
107287197,XP_015671161.1
107287198,XP_015671162.1
107287199,XP_015671163.1
107287200,XP_015671164.1
107287201,XP_015671165.1
107287202,XP_015671169.1
107287203,XP_015671166.1
107287204,XP_015671167.1
107287204,XP_015671168.1
107287204,XP_015671170.1
107287205,XP_015671171.1
107287205,XP_015671172.1
107287205,XP_015671173.1
107287206,XP_015671174.1
107287206,XP_015671175.1
107287207,XP_015671176.1
107287208,XP_015671177.1
107287209,XP_015671181.1
107287210,XP_015671178.1
107287211,XP_015671179.1
107287212,XP_015671180.1
107287213,XP_015671182.1
107287214,XP_015671183.1
107287215,XP_015671184.1
107287216,XP_015671185.1
107287217,XP_015671186.1
107287218,XP_015671187.1
107287219,XP_015671188.1
107287220,XP_015671193.1
107287221,XP_015671189.1
107287221,XP_015671190.1
107287221,XP_015671191.1
107287221,XP_015671192.1
107287222,XP_015671194.1
107287223,XP_015671195.1
107287223,XP_015671196.1
107287224,XP_015671197.1
107287225,XP_015671198.1
107287226,XP_015671199.1
107287226,XP_015671200.1
107287226,XP_015671201.1
107287227,XP_015671205.1
107287228,XP_015671202.1
107287229,XP_015671203.1
107287230,XP_015671204.1
107287231,XP_015671206.1
107287232,XP_015671244.1
107287233,XP_015671207.1
107287234,XP_015671208.1
107287235,XP_015671209.1
107287236,XP_015671210.1
107287237,XP_015671211.1
107287238,XP_015671212.1
107287239,XP_015671216.1
107287240,XP_015671213.1
107287241,XP_015671214.1
107287242,XP_015671215.1
107287243,XP_015671217.1
107287244,XP_015671218.1
107287244,XP_015671219.1
107287245,XP_015671220.1
107287246,XP_015671221.1
107287247,XP_015671222.1
107287248,XP_015671223.1
107287248,XP_015671224.1
107287249,XP_015671228.1
107287250,XP_015671225.1
107287250,XP_015671226.1
107287251,XP_015671227.1
107287252,XP_015671229.1
107287253,XP_015671230.1
107287254,XP_015671231.1
107287255,XP_015671232.1
107287256,XP_015671233.1
107287257,XP_015671234.1
107287258,XP_015671235.1
107287259,XP_015671240.1
107287260,XP_015671236.1
107287260,XP_015671237.1
107287261,XP_015671238.1
107287262,XP_015671239.1
107287263,XP_015671241.1
107287264,XP_015671242.1
107287265,XP_015671243.1
107287266,XP_015671245.1
107287267,XP_015671246.1
107287268,XP_015671247.1
107287269,XP_015671248.1
107287270,XP_015671252.1
107287271,XP_015671249.1
107287272,XP_015671250.1
107287273,XP_015671251.1
107287274,XP_015671253.1
107287275,XP_015671254.1
107287276,XP_015671255.1
107287277,XP_015671256.1
107287278,XP_015671257.1
107287279,XP_015671258.1
107287280,XP_015671259.1
107287281,XP_015671263.1
107287282,XP_015671260.1
107287283,XP_015671261.1
107287284,XP_015671262.1
107287285,XP_015671264.1
