P_Mucros.pep,P_guttatus.pep
XP_015676186.1,XP_034282660.1
XP_015678035.1,XP_034287883.1
XP_029140304.1,XP_034264937.1
XP_029141399.1,XP_034264681.1
XP_029140352.1,XP_034290000.1
XP_015672334.1,XP_034284446.1
XP_015683109.1,XP_034277370.1
XP_015669161.1,XP_034283270.1
XP_015672968.1,XP_034287774.1
XP_015676522.1,XP_034294127.1
XP_015675856.1,XP_034280162.1
XP_015676211.1,XP_034280460.1
XP_015679695.1,XP_034258146.1
XP_029142600.1,XP_034267837.1
XP_015672451.2,XP_034279553.1
XP_029140885.1,XP_034294048.1
XP_015680904.1,XP_034274081.1
XP_015675247.1,XP_034265821.1
XP_015668675.2,XP_034264263.1
XP_029140488.1,XP_034286107.1
XP_015679269.1,XP_034281846.1
XP_015675544.1,XP_034281845.1
XP_015672145.1,XP_034294554.1
XP_015672151.2,XP_034294577.1
XP_015685323.1,XP_034290477.1
XP_015679626.1,XP_034290475.1
XP_015682819.1,XP_034298290.1
XP_029138865.1,XP_034279149.1
XP_015668871.1,XP_034261965.1
XP_015668861.1,XP_034291543.1
XP_029142205.1,XP_034293412.1
XP_015680957.1,XP_034280034.1
XP_015673137.1,XP_034293234.1
XP_029142055.1,XP_034262588.1
XP_029139573.1,XP_034261214.1
XP_015666532.1,XP_034265252.1
XP_015679217.1,XP_034274785.1
XP_015679220.1,XP_034274786.1
XP_029140542.1,XP_034275755.1
XP_015674588.1,XP_034275736.1
XP_015674797.1,XP_034283439.1
XP_029139318.1,XP_034260701.1
XP_029139317.1,XP_034260735.1
XP_015681063.1,XP_034275716.1
XP_015668226.1,XP_034260692.1
XP_015681755.1,XP_034276793.1
XP_015675066.1,XP_034266440.1
XP_029142821.1,XP_034275915.1
XP_029141503.1,XP_034275914.1
XP_029139084.1,XP_034288838.1
XP_029139856.1,XP_034262785.1
XP_029138895.1,XP_034275531.1
XP_015680216.1,XP_034260831.1
XP_015669586.1,XP_034273500.1
XP_015677431.1,XP_034270604.1
XP_029140619.1,XP_034293778.1
XP_015683303.1,XP_034263434.1
XP_015687148.1,XP_034292136.1
XP_015687477.2,XP_034265754.1
XP_015672014.1,XP_034291093.1
XP_015684060.1,XP_034294483.1
XP_015667905.1,XP_034288369.1
XP_015672256.2,XP_034275179.1
XP_015687898.1,XP_034297632.1
XP_015672963.2,XP_034263545.1
XP_015680693.1,XP_034260219.1
XP_015672338.2,XP_034283157.1
XP_015671694.1,XP_034288579.1
XP_015682159.2,XP_034285800.1
XP_015675468.1,XP_034277097.1
XP_015674258.1,XP_034280844.1
XP_015677750.1,XP_034266642.1
XP_015682125.1,XP_034285873.1
XP_015673942.1,XP_034288524.1
XP_015686874.1,XP_034290815.1
XP_015673321.1,XP_034297399.1
XP_015669136.1,XP_034284515.1
XP_015679339.1,XP_034281990.1
XP_015679341.1,XP_034281981.1
XP_015679342.1,XP_034281997.1
XP_015672091.1,XP_034279472.1
XP_015677710.1,XP_034260490.1
XP_015673247.1,XP_034276243.1
XP_015669154.2,XP_034284520.1
XP_015682619.2,XP_034282178.1
XP_015668046.2,XP_034270938.1
XP_015687152.1,XP_034257751.1
XP_015676589.1,XP_034260543.1
XP_015676766.1,XP_034267841.1
XP_015676219.1,XP_034259186.1
XP_015684753.1,XP_034267227.1
XP_029141185.1,XP_034294784.1
XP_015670925.1,XP_034284765.1
XP_015679535.1,XP_034274379.1
XP_015678152.1,XP_034292008.1
XP_015665873.2,XP_034271352.1
XP_029139100.1,XP_034258403.1
XP_015677364.1,XP_034295192.1
XP_015677365.1,XP_034295194.1
XP_015685629.1,XP_034286778.1
XP_015679977.1,XP_034295429.1
XP_015667556.1,XP_034272282.1
XP_015674928.1,XP_034259683.1
XP_015669672.1,XP_034272098.1
XP_015669680.1,XP_034272108.1
XP_029143058.1,XP_034271965.1
XP_029139360.1,XP_034259169.1
XP_015674321.1,XP_034295961.1
XP_015674317.1,XP_034295963.1
XP_015669098.1,XP_034291652.1
XP_015687722.1,XP_034271818.1
XP_015678092.1,XP_034271819.1
XP_015672713.1,XP_034296154.1
XP_015665948.1,XP_034271570.1
XP_015675910.1,XP_034270521.1
XP_029141117.1,XP_034258674.1
XP_015665955.1,XP_034271326.1
XP_015685376.1,XP_034270188.1
XP_015675106.1,XP_034272818.1
XP_015671960.1,XP_034276595.1
XP_015681911.1,XP_034280719.1
XP_015680530.1,XP_034263383.1
XP_015687283.1,XP_034298785.1
XP_015678204.1,XP_034258465.1
XP_029143206.1,XP_034287102.1
XP_015674079.1,XP_034287149.1
XP_015682665.1,XP_034265045.1
XP_015680343.1,XP_034257666.1
XP_015686703.1,XP_034297135.1
XP_029139271.1,XP_034266140.1
XP_015667967.1,XP_034266139.1
XP_015682853.1,XP_034290301.1
XP_029141586.1,XP_034267099.1
XP_015679783.1,XP_034267097.1
XP_029141584.1,XP_034267102.1
XP_029141468.1,XP_034272942.1
XP_015675180.1,XP_034272755.1
XP_015665413.1,XP_034293656.1
XP_015680021.1,XP_034263362.1
XP_015673008.1,XP_034268813.1
XP_015673011.1,XP_034268808.1
XP_015674194.1,XP_034261387.1
XP_029140585.1,XP_034289384.1
XP_015679659.1,XP_034288189.1
XP_015680477.1,XP_034298143.1
XP_015674905.1,XP_034296770.1
XP_015672868.1,XP_034264877.1
XP_015678987.1,XP_034287398.1
XP_015682039.1,XP_034277993.1
XP_029142211.1,XP_034277526.1
XP_015683228.1,XP_034277354.1
XP_015681363.1,XP_034277381.1
XP_015683193.2,XP_034284305.1
XP_029141994.1,XP_034277392.1
XP_015681872.1,XP_034283817.1
XP_015667852.1,XP_034285691.1
XP_015667143.1,XP_034298144.1
XP_015674342.1,XP_034263674.1
XP_029140916.1,XP_034283035.1
XP_015676932.1,XP_034279864.1
XP_015676976.1,XP_034263937.1
XP_015676308.1,XP_034261765.1
XP_015668948.1,XP_034262100.1
XP_015681622.1,XP_034260711.1
XP_015671545.1,XP_034290776.1
XP_029142931.1,XP_034282959.1
XP_029142301.1,XP_034277257.1
XP_029139380.1,XP_034285940.1
XP_015668520.1,XP_034285925.1
XP_015668522.1,XP_034285932.1
XP_015674832.1,XP_034269867.1
XP_015670044.1,XP_034292847.1
XP_029139485.1,XP_034259285.1
XP_015674735.1,XP_034287395.1
XP_015669394.1,XP_034294288.1
XP_015682264.1,XP_034272582.1
XP_029139555.1,XP_034294181.1
XP_015668605.1,XP_034265532.1
XP_015676259.1,XP_034286479.1
XP_029142583.1,XP_034262849.1
XP_015684111.1,XP_034298299.1
XP_015679499.1,XP_034298297.1
XP_015683344.2,XP_034294721.1
XP_029141039.1,XP_034264644.1
XP_015680213.1,XP_034260753.1
XP_015686114.1,XP_034262332.1
XP_015684144.1,XP_034280349.1
XP_015666188.1,XP_034298444.1
XP_015683798.1,XP_034262733.1
XP_015683585.1,XP_034279555.1
XP_015677706.1,XP_034274028.1
XP_015681948.1,XP_034280308.1
XP_015666705.1,XP_034264683.1
XP_029139083.1,XP_034264309.1
XP_015666818.1,XP_034286507.1
XP_015684271.1,XP_034263003.1
XP_015685561.1,XP_034283204.1
XP_015670032.1,XP_034298558.1
XP_015687952.1,XP_034297530.1
XP_029140477.1,XP_034261608.1
XP_015671455.1,XP_034269660.1
XP_015671453.1,XP_034269637.1
XP_015667746.1,XP_034290142.1
XP_015671840.2,XP_034275285.1
XP_015684141.1,XP_034292752.1
XP_015684140.1,XP_034292753.1
XP_015676228.1,XP_034277854.1
XP_015671534.1,XP_034261430.1
XP_029140342.1,XP_034277871.1
XP_029140868.1,XP_034292437.1
XP_015673312.2,XP_034297441.1
XP_015679943.1,XP_034278220.1
XP_015668910.1,XP_034293002.1
XP_015676977.2,XP_034260860.1
XP_015666391.1,XP_034270964.1
XP_015676356.1,XP_034294434.1
XP_015669907.1,XP_034289812.1
XP_029139289.1,XP_034281009.1
XP_015668062.1,XP_034281152.1
XP_015668057.1,XP_034281155.1
XP_015684018.1,XP_034286475.1
XP_015672944.1,XP_034284523.1
XP_015670767.2,XP_034280549.1
XP_015671518.1,XP_034264156.1
XP_015671250.1,XP_034284822.1
XP_015669253.1,XP_034284952.1
XP_015669330.1,XP_034284953.1
XP_015666504.1,XP_034265189.1
XP_029139959.1,XP_034283568.1
XP_015679561.1,XP_034259799.1
XP_015685403.1,XP_034262121.1
XP_015668573.1,XP_034283560.1
XP_029138948.1,XP_034258337.1
XP_015687080.1,XP_034278329.1
XP_015668584.1,XP_034284951.1
XP_015682233.1,XP_034282448.1
XP_015677355.1,XP_034278334.1
XP_015672928.1,XP_034263546.1
XP_015687555.1,XP_034278234.1
XP_015686659.1,XP_034290739.1
XP_029141334.1,XP_034271626.1
XP_015672501.1,XP_034298320.1
XP_029139249.1,XP_034285723.1
XP_015676728.1,XP_034266608.1
XP_015668818.1,XP_034261445.1
XP_015683827.1,XP_034290665.1
XP_015672023.1,XP_034291113.1
XP_029141703.1,XP_034263382.1
XP_015671308.1,XP_034296060.1
XP_015682096.1,XP_034292109.1
XP_015684598.1,XP_034275298.1
XP_015667208.1,XP_034259879.1
XP_015668654.1,XP_034286714.1
XP_015675320.1,XP_034288682.1
XP_015672265.1,XP_034281308.1
XP_015688033.1,XP_034257552.1
XP_029140109.1,XP_034257753.1
XP_015687607.2,XP_034257449.1
XP_015679097.1,XP_034280332.1
XP_015679098.1,XP_034280330.1
XP_015669493.1,XP_034266859.1
XP_015669492.1,XP_034266858.1
XP_015670636.1,XP_034284112.1
XP_015676596.1,XP_034294512.1
XP_015686713.1,XP_034261511.1
XP_015670986.1,XP_034294660.1
XP_015682055.1,XP_034266699.1
XP_015682056.1,XP_034266700.1
XP_015678757.1,XP_034288452.1
XP_015687387.1,XP_034281793.1
XP_029141026.1,XP_034276108.1
XP_015676949.1,XP_034265790.1
XP_015671151.1,XP_034259389.1
XP_015666056.1,XP_034257861.1
XP_015676844.1,XP_034259605.1
XP_015667224.1,XP_034272508.1
XP_015680542.1,XP_034293197.1
XP_015681661.1,XP_034295378.1
XP_015680006.1,XP_034295425.1
XP_015673648.2,XP_034259053.1
XP_015673642.1,XP_034259052.1
XP_015673650.1,XP_034259167.1
XP_015674316.1,XP_034295958.1
XP_015666455.1,XP_034259535.1
XP_015666389.1,XP_034270968.1
XP_015666380.1,XP_034270982.1
XP_015666373.1,XP_034270998.1
XP_015687803.1,XP_034271633.1
XP_029143178.1,XP_034271632.1
XP_015678650.1,XP_034270433.1
XP_015678651.1,XP_034270434.1
XP_015674719.1,XP_034273452.1
XP_015670157.1,XP_034276986.1
XP_015667308.1,XP_034274565.1
XP_015679864.1,XP_034274905.1
XP_015667042.1,XP_034258410.1
XP_015681696.1,XP_034275345.1
XP_029141938.1,XP_034280661.1
XP_029142481.1,XP_034263529.1
XP_029138794.1,XP_034289498.1
XP_015666163.1,XP_034289545.1
XP_015669146.1,XP_034289568.1
XP_029142077.1,XP_034267208.1
XP_015676722.1,XP_034298848.1
XP_015673842.1,XP_034267298.1
XP_015671928.1,XP_034257275.1
XP_015675573.1,XP_034296692.1
XP_015685415.1,XP_034296936.1
XP_015674040.1,XP_034297081.1
XP_015674709.1,XP_034266495.1
XP_015676137.1,XP_034294323.1
XP_015681908.1,XP_034262248.1
XP_015679952.1,XP_034259793.1
XP_015682058.1,XP_034259792.1
XP_015670362.1,XP_034296496.1
XP_015667702.1,XP_034290113.1
XP_015667743.1,XP_034290148.1
XP_015687198.1,XP_034273299.1
XP_015675419.1,XP_034268290.1
XP_015675427.1,XP_034268291.1
XP_015680986.1,XP_034264163.1
XP_029140504.1,XP_034264461.1
XP_015667935.1,XP_034279935.1
XP_015681009.1,XP_034268802.1
XP_015673419.2,XP_034285580.1
XP_015673418.1,XP_034285570.1
XP_015675648.1,XP_034264950.1
XP_015675650.1,XP_034264946.1
XP_015673658.1,XP_034296448.1
XP_015687533.1,XP_034277515.1
XP_015683115.1,XP_034277369.1
XP_015679812.1,XP_034277338.1
XP_015679604.1,XP_034277341.1
XP_015673169.1,XP_034280267.1
XP_015674534.1,XP_034284268.1
XP_015667996.1,XP_034283213.1
XP_015667690.1,XP_034296887.1
XP_015680226.1,XP_034275791.1
XP_015678861.1,XP_034263642.1
XP_015681727.1,XP_034293862.1
XP_015685239.1,XP_034295135.1
XP_029139409.1,XP_034292509.1
XP_015678690.1,XP_034272774.1
XP_015673729.1,XP_034259024.1
XP_029141990.1,XP_034281754.1
XP_015677026.1,XP_034287476.1
XP_015669114.2,XP_034284580.1
XP_029141689.1,XP_034286787.1
XP_015668204.1,XP_034291035.1
XP_015678295.1,XP_034260054.1
XP_015669197.1,XP_034294691.1
XP_015678565.1,XP_034259810.1
XP_015667377.1,XP_034291354.1
XP_015675087.1,XP_034286906.1
XP_029140314.1,XP_034297397.1
XP_015667342.2,XP_034280595.1
XP_029138807.1,XP_034293654.1
XP_015681325.1,XP_034262992.1
XP_015670413.1,XP_034259616.1
XP_015676149.1,XP_034294135.1
XP_015682818.1,XP_034298287.1
XP_015665647.1,XP_034279025.1
XP_015666258.1,XP_034291009.1
XP_029138825.1,XP_034278806.1
XP_029138824.1,XP_034278805.1
XP_015678030.1,XP_034265130.1
XP_015683685.1,XP_034262817.1
XP_015666242.1,XP_034290559.1
XP_015683584.1,XP_034261120.1
XP_015672061.1,XP_034279528.1
XP_015687813.1,XP_034272927.1
XP_015667071.1,XP_034286518.1
XP_029141791.1,XP_034261681.1
XP_015670461.1,XP_034284212.1
XP_015666620.1,XP_034286568.1
XP_015681092.2,XP_034277449.1
XP_029141738.1,XP_034267438.1
XP_015683188.2,XP_034278470.1
XP_015669338.1,XP_034274754.1
XP_015677396.1,XP_034274965.1
XP_015669258.2,XP_034277198.1
XP_029139049.1,XP_034282491.1
XP_015665551.1,XP_034293547.1
XP_015669242.1,XP_034288848.1
XP_015682973.1,XP_034264118.1
XP_015667914.1,XP_034260468.1
XP_015674525.1,XP_034282086.1
XP_015679530.1,XP_034297755.1
XP_015681019.1,XP_034279906.1
XP_015678820.1,XP_034259998.1
XP_015666909.1,XP_034282648.1
XP_015680897.1,XP_034291883.1
XP_015670897.1,XP_034284692.1
XP_015680630.1,XP_034292920.1
XP_029143151.1,XP_034265840.1
XP_029141426.1,XP_034290652.1
XP_015681907.1,XP_034282125.1
XP_015666517.1,XP_034265299.1
XP_015674563.1,XP_034273908.1
XP_015666490.1,XP_034265289.1
XP_029140117.1,XP_034287179.1
XP_029139316.1,XP_034280098.1
XP_015681008.1,XP_034292887.1
XP_029140565.1,XP_034266460.1
XP_029142643.1,XP_034263029.1
XP_015683848.1,XP_034280783.1
XP_015674348.1,XP_034263683.1
XP_015669854.1,XP_034288907.1
XP_015673984.1,XP_034292736.1
XP_015673549.1,XP_034276708.1
XP_015668075.2,XP_034281168.1
XP_015683504.1,XP_034278463.1
XP_015681052.1,XP_034276506.1
XP_015672499.1,XP_034298322.1
XP_015676148.1,XP_034294136.1
XP_015677630.1,XP_034288308.1
XP_015672652.1,XP_034284942.1
XP_015682648.1,XP_034298497.1
XP_015669131.1,XP_034284590.1
XP_015672890.1,XP_034296411.1
XP_015672070.1,XP_034279497.1
XP_015683909.1,XP_034284898.1
XP_015669225.1,XP_034286367.1
XP_029140332.1,XP_034262260.1
XP_015677451.1,XP_034261863.1
XP_015671133.1,XP_034266619.1
XP_015684434.1,XP_034288646.1
XP_015670975.1,XP_034294676.1
XP_015681431.1,XP_034298721.1
XP_015665986.1,XP_034275772.1
XP_015669783.1,XP_034298473.1
XP_029139871.1,XP_034284672.1
XP_029139351.1,XP_034281082.1
XP_015683879.1,XP_034279386.1
XP_015677203.1,XP_034281315.1
XP_015682402.1,XP_034285195.1
XP_015674757.1,XP_034276338.1
XP_029139194.1,XP_034258070.1
XP_029142560.1,XP_034279310.1
XP_015665845.1,XP_034279309.1
XP_029139883.1,XP_034291769.1
XP_029141913.1,XP_034297798.1
XP_015679776.1,XP_034292740.1
XP_015666709.1,XP_034257700.1
XP_029139015.1,XP_034257744.1
XP_015666695.1,XP_034261295.1
XP_015670388.1,XP_034267716.1
XP_015670380.1,XP_034267707.1
XP_015682478.1,XP_034277454.1
XP_015681618.1,XP_034261479.1
XP_015677389.1,XP_034282817.1
XP_015684814.1,XP_034262810.1
XP_015684679.1,XP_034276688.1
XP_015681574.1,XP_034294808.1
XP_015680233.1,XP_034285637.1
XP_029141485.1,XP_034286086.1
XP_029143161.1,XP_034292464.1
XP_015666920.1,XP_034282514.1
XP_015666745.1,XP_034265609.1
XP_015665712.1,XP_034279103.1
XP_015681078.1,XP_034279104.1
XP_015677584.1,XP_034262137.1
XP_015684433.1,XP_034263483.1
XP_015678045.1,XP_034291741.1
XP_015686137.1,XP_034261961.1
XP_029143105.1,XP_034294994.1
XP_029139640.1,XP_034295111.1
XP_015678759.1,XP_034259982.1
XP_015676580.1,XP_034295209.1
XP_015668318.1,XP_034258570.1
XP_015678361.1,XP_034272289.1
XP_015678360.1,XP_034272288.1
XP_029140349.1,XP_034272222.1
XP_015669634.1,XP_034295527.1
XP_015673666.1,XP_034272230.1
XP_015672202.1,XP_034259675.1
XP_015686983.1,XP_034272030.1
XP_015669011.1,XP_034259590.1
XP_015686992.1,XP_034272043.1
XP_029139306.1,XP_034258808.1
XP_015687697.1,XP_034271885.1
XP_015667280.1,XP_034259619.1
XP_015667278.1,XP_034258882.1
XP_015686231.1,XP_034292306.1
XP_015686200.1,XP_034292304.1
XP_015675429.1,XP_034296358.1
XP_015666304.1,XP_034272640.1
XP_015687562.1,XP_034259065.1
XP_015665965.1,XP_034271440.1
XP_015665967.1,XP_034271441.1
XP_015679971.1,XP_034260148.1
XP_015679970.1,XP_034259549.1
XP_015671923.1,XP_034286914.1
XP_015677762.1,XP_034286951.1
XP_015674031.2,XP_034263054.1
XP_015677735.1,XP_034286993.1
XP_029138821.1,XP_034272432.1
XP_015687437.1,XP_034280711.1
XP_015678994.1,XP_034270065.1
XP_015671040.1,XP_034270000.1
XP_015672461.1,XP_034287354.1
XP_015681162.1,XP_034290681.1
XP_015684287.1,XP_034278013.1
XP_015680207.1,XP_034279950.1
XP_015677591.1,XP_034279681.1
XP_015673624.1,XP_034289033.1
XP_015684063.1,XP_034288902.1
XP_015681670.1,XP_034279824.1
XP_015683494.1,XP_034267332.1
XP_015686336.1,XP_034298635.1
XP_015687270.1,XP_034257286.1
XP_015687271.1,XP_034257287.1
XP_015687303.1,XP_034257267.1
XP_029139712.1,XP_034257290.1
XP_015685151.1,XP_034257414.1
XP_015685150.1,XP_034257415.1
XP_015668705.1,XP_034257281.1
XP_015668706.1,XP_034257283.1
XP_015684789.1,XP_034266784.1
XP_015675630.1,XP_034297023.1
XP_015675631.1,XP_034297022.1
XP_015683458.1,XP_034266041.1
XP_015674708.1,XP_034266496.1
XP_029141552.1,XP_034266413.1
XP_029141775.1,XP_034266393.1
XP_029141776.1,XP_034266394.1
XP_015674195.1,XP_034274452.1
XP_015680259.1,XP_034274256.1
XP_015682154.2,XP_034294038.1
XP_015676963.1,XP_034274198.1
XP_015677699.2,XP_034274006.1
XP_015683376.1,XP_034260211.1
XP_015671339.1,XP_034295203.1
XP_015687011.1,XP_034273044.1
XP_015677558.1,XP_034272795.1
XP_015670572.1,XP_034268939.1
XP_015680772.1,XP_034272749.1
XP_015680773.1,XP_034272748.1
XP_015679651.1,XP_034268755.1
XP_029141178.1,XP_034263224.1
XP_015676541.1,XP_034272606.1
XP_015675551.1,XP_034272605.1
XP_015665656.1,XP_034264268.1
XP_015674382.1,XP_034264458.1
XP_015674387.1,XP_034264477.1
XP_015675199.1,XP_034264509.1
XP_029141011.1,XP_034289344.1
XP_015682292.2,XP_034258224.1
XP_015670993.1,XP_034288329.1
XP_015667800.1,XP_034282727.1
XP_015686315.1,XP_034292608.1
XP_015676604.1,XP_034265012.1
XP_015671117.1,XP_034265080.1
XP_029141766.1,XP_034264807.1
XP_015676792.1,XP_034284399.1
XP_015682577.2,XP_034277525.1
XP_015683105.1,XP_034277358.1
XP_029140956.1,XP_034284166.1
XP_015680339.1,XP_034284245.1
XP_015676441.1,XP_034283368.1
XP_015671195.1,XP_034275236.1
XP_015678317.1,XP_034293916.1
XP_015676080.1,XP_034272553.1
XP_015666437.1,XP_034275765.1
XP_015684152.1,XP_034260601.1
XP_015670324.1,XP_034277245.1
XP_015672764.2,XP_034258746.1
XP_015666776.1,XP_034289217.1
XP_015672689.1,XP_034276882.1
XP_015672688.1,XP_034276881.1
XP_015676150.1,XP_034293818.1
XP_015675838.1,XP_034280188.1
XP_029142785.1,XP_034281921.1
XP_015685961.1,XP_034291708.1
XP_029141748.1,XP_034260343.1
XP_015678429.1,XP_034281396.1
XP_015672275.1,XP_034275747.1
XP_029141691.1,XP_034294023.1
XP_015677506.1,XP_034282490.1
XP_015667129.1,XP_034269097.1
XP_015676925.1,XP_034294755.1
XP_015668523.1,XP_034285914.1
XP_015668527.1,XP_034285893.1
XP_015668526.1,XP_034285886.1
XP_015672239.1,XP_034285317.1
XP_015675015.1,XP_034263271.1
XP_015667117.1,XP_034269167.1
XP_029140489.1,XP_034286111.1
XP_015681066.1,XP_034283057.1
XP_015677863.1,XP_034293846.1
XP_015687973.1,XP_034297657.1
XP_015687201.1,XP_034273302.1
XP_015679790.2,XP_034276799.1
XP_015672141.2,XP_034294570.1
XP_015675816.2,XP_034281850.1
XP_015683486.1,XP_034286431.1
XP_015669059.1,XP_034281189.1
XP_015675091.1,XP_034286991.1
XP_015668750.1,XP_034281833.1
XP_015673307.1,XP_034297396.1
XP_015687130.1,XP_034292189.1
XP_015673165.1,XP_034280258.1
XP_015677391.1,XP_034288376.1
XP_015679868.1,XP_034261252.1
XP_015684207.1,XP_034262872.1
XP_015681777.1,XP_034289097.1
XP_015679947.1,XP_034278137.1
XP_015667620.1,XP_034266990.1
XP_015667607.1,XP_034267003.1
XP_015667609.1,XP_034267004.1
XP_015667601.1,XP_034267026.1
XP_015672018.1,XP_034261413.1
XP_015683394.1,XP_034286131.1
XP_015678353.1,XP_034263346.1
XP_029141276.1,XP_034263855.1
XP_015672090.1,XP_034279518.1
XP_015670459.1,XP_034284132.1
XP_015675822.1,XP_034292228.1
XP_015676085.1,XP_034272536.1
XP_015667434.1,XP_034297230.1
XP_015676885.1,XP_034267393.1
XP_015687737.1,XP_034271761.1
XP_015676062.1,XP_034279969.1
XP_015681745.1,XP_034282071.1
XP_015667626.1,XP_034257445.1
XP_015677140.1,XP_034289370.1
XP_015681119.1,XP_034275695.1
XP_015672253.1,XP_034275174.1
XP_015679735.1,XP_034264190.1
XP_029139277.1,XP_034260470.1
XP_015676549.1,XP_034276738.1
XP_015668886.1,XP_034291533.1
XP_015687895.1,XP_034297650.1
XP_015678863.1,XP_034263631.1
XP_015668804.1,XP_034284908.1
XP_015669781.1,XP_034284967.1
XP_029141858.1,XP_034281897.1
XP_015670492.2,XP_034284972.1
XP_029139355.1,XP_034281045.1
XP_029138771.1,XP_034290912.1
XP_029141152.1,XP_034261329.1
XP_015685357.1,XP_034286396.1
XP_015687910.2,XP_034290859.1
XP_015687921.1,XP_034290919.1
XP_015683551.1,XP_034261738.1
XP_015683552.1,XP_034263429.1
XP_029141846.1,XP_034296168.1
XP_015671157.1,XP_034290933.1
XP_029139281.1,XP_034271158.1
XP_015682054.1,XP_034266698.1
XP_015668047.1,XP_034270923.1
XP_029139079.1,XP_034282610.1
XP_015668524.1,XP_034265437.1
XP_015681698.1,XP_034275919.1
XP_015673319.1,XP_034297411.1
XP_015671568.1,XP_034279582.1
XP_015668469.1,XP_034277175.1
XP_015681702.1,XP_034275922.1
XP_015682961.1,XP_034262064.1
XP_029142036.1,XP_034275834.1
XP_029141061.1,XP_034270606.1
XP_015668080.1,XP_034270592.1
XP_015671857.1,XP_034278033.1
XP_015672226.1,XP_034287178.1
XP_015669508.1,XP_034266880.1
XP_029142304.1,XP_034259809.1
XP_015674700.1,XP_034267130.1
XP_029142641.1,XP_034263032.1
XP_015683408.2,XP_034287973.1
XP_015672975.1,XP_034287791.1
XP_015682353.1,XP_034275991.1
XP_029142166.1,XP_034275990.1
XP_015670834.1,XP_034266793.1
XP_015678848.1,XP_034275830.1
XP_015682921.1,XP_034261226.1
XP_015670849.1,XP_034267136.1
