"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_livr_1","Mus_livr_2","Mus_livr_3","Mus_livr_4","Homo_livr_1","Homo_livr_2","Homo_livr_3","Canis_livr_1","Canis_livr_2","Canis_livr_3"
"1230",107287377,"coiled-coil domain containing 80",221,1088,918,195,158,392,90,80,841,152,709,886,1163,297,205,152,190,108,1326,292,136,901,2282,794,507,431,372,75,522,161,2.962586,4.122383,4.220172,3.8288,0.699986,0.3119106,2.080784,3.209733,4.17076,1.875640845
"1231",107287381,"Cbl proto-oncogene B, E3 ubiquitin protein ligase",360,388,486,225,164,143,115,158,266,64,352,186,239,123,133,113,146,124,395,187,133,333,967,212,310,321,202,86,260,212,2.540737,2.220483,2.0440273,2.4364725,3.053847,1.40528,3.721897,2.560991,2.238989,1.2127422
"1232",107287383,"chimerin 1",5,29,19,16,7,15,10,13,56,8,9,50,19,11,16,15,10,18,25,9,9,40,96,13,9,15,15,8,7,17,0.0341859,0,0,0.035725,1.036935039,0.562148,1.0963634,0.962521,0.3856037,1.286408
"1233",107287390,"WAS/WASL interacting protein family member 1",103,183.67,156.37,67,71.57,92.82,84.16,95.09,137.73,66.57,164.33,108.25,114.95,119.05,79.85,89.56,90.56,103.99,194.11,99.26,65.67,141.86,337.92,145.27,153.45,97.96,86.21,78,98.36,34.47,1.074193,1.7343426,2.065002,1.8078593,5.4784761,1.3587998,3.131814,8.324283,5.38768,3.8711
"1234",107287395,"autophagy related 3",910,707,856,756,470,387,199,305,756,205,528,791,441,447,377,277,323,386,834,247,321,557,944,848,847,723,583,460,683,763,21.036074,18.013868,19.584461,16.938146,17.025709,13.418573,15.363781,61.1199,59.146,38.6326
"1235",107287399,"LDL receptor related protein 11",32,80.16,103,31,28,61,14,34,50,30,69,45,36,37,39,33,25,26,52,33,22,34.1,77.99,83,54,40,47,25,49,44,0.6183463,0.6424461,0.580146,0.445639,3.992038,1.208507,3.104425,9.383380005,9.255420001,3.664319
"1236",107287402,"large tumor suppressor kinase 1",276,461,542,252,147,202,108,191,263,113,250,198,230,180,131,144,197,165,315,236,132,244,808,287,458,399,264,97,269.99,189,2.60337,2.79625,2.8001,3.054513986,1.6450637,1.0651243,1.4333512,5.713156,4.87185,2.492045
"1237",107287405,"peptidylprolyl isomerase like 4",56,73,104,55,29,24,30,33,44,29,91,82,37,60,44,55,46,34,58,22,28,49,107,49,62,40,37,35,86,48,2.4932632,2.611899,2.5455003,2.859034,2.261544,6.01696,5.63032,5.54913,3.6488,2.71439
"1238",107287406,"coagulation factor V",128,283,308,328,90,124,46,133,272,80,494,134,146,138,89,83,49,105,249,87,109,399,274,410,125,198,237,44,213,95,68.7289,64.1057,63.5827,66.4861,44.81918,129.5854,232.1825,0.0647492,0.18603,101.692
"1239",107287412,"CTD phosphatase subunit 1",112,232,208,120,57,90,47,80,177,54,120,126,120,56,94,64,49,41,199,59,71,157,162,174,160,158,113,58,172,121,3.267443,4.849774,4.250207,3.7841994,5.394372,2.457736,3.566265,9.793806,14.041199,6.718432
"1240",107287413,"potassium voltage-gated channel modifier subfamily G member 2",5,2,6,1,4,13,1,1,3,2,6,0,0,5,0,4,1,0,2,2,0,2,2,1,0,8,4,2,2,3,0.265012,0.204956,0.440175,0.111202,0.195194,0,0.023537,0,0.0457548,0.371514
"1241",107287415,"TYRO3 protein tyrosine kinase",45,68,160,38,34,130,12,32,85,33,64,66,93,25,18,58,33,19,138,34,22,140,304,99,90,203,49,9,134,26,0.0732188,0.269299,0.4825029,0.346076,1.3847428,0.6693217,0.9590573,1.744463,4.41064,1.301809
"1242",107287416,"mitogen-activated protein kinase binding protein 1",92,276,133,139,82,201,62,61,94,157,166,21,69,87,68,68,36,76,127,115,52,166,294,123,215,128,130,9,385,30,2.743216,4.27086,4.5576,4.6688097,4.7101396,0.12920235,1.08930621,2.272880003,1.942011227,2.17994001
"1243",107287419,"EH domain containing 4",1288,686,1071,735,662.03,375,507,564.02,453,482,803,653,441,509,672.02,462,837,682,546,742,412,565,1414,492,1063,480,883,283,662,452,3.887002,2.815978,2.681971,3.212606,3.187384,1.7895047,1.000437,6.55221,7.75791,2.86597
"1244",107287432,"ribosomal protein S6 kinase C1",46,37,50,21,18,18,16,13,27,26,39,14,24,17,26,16,26,28,24,25,18,26,114,25,75,20,33,7,35,20,4.2948651,7.194993,8.043094,5.763052,2.0059979,0.951963,2.271027,0,0,2.129767
"1245",107287433,"angel homolog 2 (Drosophila)",187,131,246,154,91,109,31,90,82,88,204,98,147,101,87,163,83,150,332,100,89,190,269,222,189,214,121,56,184,94,10.509538,11.376691,10.303187,11.748293,7.551387,1.875593,3.969651,0,0.0382846,2.581111
"1246",107287436,"feline leukemia virus subgroup C cellular receptor 1",803,83,165,266,201,47,53,44,136,44,71,128,84,116,32,80,94,93,83,50,50,111,219,94,353,202,112,272,84,292,1.7754217,3.031089,2.46802,2.496951,1.22950587,0.746385,0.471159,0,0,2.42198
"1247",107287437,"NSL1, MIS12 kinetochore complex component",26,27,41,31,20,41,15,22,23,5,77,27,57,14,17,18,7,15,53,11,16,72,81,69,31,72,23,0,35,9,0.1281603,0.1616,0.10959,0.1131146,13.37771,4.030048,5.6856662,1.77385,1.27707,2.6274009
"1248",107287445,"regulator of chromosome condensation 1",375,164,235,138,313,163,77,118,153,152,263,390,154,145,85,133,155,165,209,84,73,231,600,323,592,174,170,210,288,198,2.3186702,4.327654843,3.7320051,3.447730818,21.56523,3.942185,4.548229,3.920712,5.588945,1.862967
"1249",107287450,"mediator complex subunit 18",144,99,136,72,54,67,19,33,97,26,59,169,65,43,48,35,26,42,101,42,53,68,131,78,124,165,56,155,80,74,1.282153,1.478278,1.27823,1.07578,6.18736,3.069574,3.124509343,23.2917,16.5266,8.81173
"1250",107287455,"nucleophosmin (nucleolar phosphoprotein B23, numatrin)",6607,2476,3409.74,3958.07,3332,2336,1204,1338.86,2664.81,1382,2082.12,2876,2069,2546,1461,1450,2647,2142,2557.13,1352.82,1826,2541.79,4368.48,2230.14,4571.13,3546.17,2718,4032.43,2775.75,3291,20.69106,20.410172,16.584526,20.430825,155.5056,157.7633,193.3295,598.424,229.695,100.750615
"1251",107287456,"basic leucine zipper nuclear factor 1",148,29,50,54,25,28,22,39,58,30,53,63,28,65,38,46,42,62,26,24,20,71,44,37,123,37,35,44,44,47,3.1409997,3.6956789,4.168586,4.4422938,2.055731,2.520134,4.5665119,0,0.0484092,14.84924
"1252",107287458,"gamma-aminobutyric acid type A receptor pi subunit",9,8,7,5,23,1,8,6,9,44,11,0,1,18,22,5,8,2,1,3,12,1,1,1,7,3,8,36,0,13,0,0,0,0,9.71708866,0.501727621,1.586877,0,0,0
"1253",107287464,"Yip1 domain family member 4",2385,2036,2154,1648,1089,1246,655,1231,1290,887,1168,1276,994,1027,876,906,997,1015,2076,925,1151,1406,2368,1580,2032,1799,1762,331,1445,744,44.3757467,40.3861427,67.097974,45.068008,11.380118,20.01075,20.64653,41.8346,33.4233,21.4846
"1254",107287465,"regulator of microtubule dynamics 2",32,161,150,58,23,51,38,13,114,37,73,68,50,41,81,47,45,52,156,51,56,48,145,100,99,81,81,21,79,46,17.8718379,16.4831761,13.948064,14.539712,4.46515604,5.3284016,12.76680581,12.563859,9.666265,4.1140096
"1255",107287474,"HEAT repeat containing 5B",346,279,327,255,245,114,185.83,174,343,154,297,234,167,177,219,186,172.11,216,301,180,134,270,697,295,423,213,255,222,196,377,5.344021,5.928209,5.086293,7.127549,1.97622,0.862875,2.721799,3.94731,4.77705,2.99081
"1256",107287477,"ATPase Na+/K+ transporting subunit beta 1",1606,1539,2244,697,730,692,413,555,753,388,744,1101,683,634,620,483,672,560,1278,668,608,1014,3421,1046,1539,1186,1025,117,1124,481,21.712994,26.81988,29.00049,28.36343,23.78549,28.87589,65.67403,0.14547,0.245643002,52.7475
"1257",107287481,"cytochrome P450 1B1",2,8,5,0,2,0,0,2,11,0,4,13,5,0,1,1,0,0,20,0,1,14,42,2,4,2,1,2,5,0,0.1300409,0.2348336,0.379198,0.257867,13.49841,0.729612,2.71272,3.68476,1.80662,0.462976
"1258",107287483,"vitrin",0,7,12,0,0,5,3,1,58,4,6,29,13,1,5,3,1,2,19,5,1,17,300,3,8,6,14,0,4,7,0.128845,0.44839,0.531215,0.463366,0,0,0.0828167,0.0344449,0.0316781,0
"1259",107287487,"dermatopontin",1003,4994,2988,1510,513,1487,320,480,3057,661,1579,2439,1760,915,862,920,1014,393,5124,683,775,1859,3643,1886,1541,3756,1507,468,2061,772,1.4186,2.30461,2.13149,1.70484,4.19094,1.95477,5.81466,0,0,0.848465
"1260",107287496,"F-box protein 3",630,1359,2041,625,341,474,217,368,677,312,676,855,610,376,507,388,302,383,1062,481,402,636,1648,918,968,906,672,231,937.98,277,28.14348,26.76151,24.09731,28.05127,9.821446959,8.493879,13.8839494,53.2061,49.8793,21.5973
"1261",107287502,"ankyrin repeat and BTB/POZ domain-containing protein 2-like",67,265,295,34,55,53,14,31,120,26,167,137,108,17,35,39,29,31,203,44,30,138,546,204,95,62,59,14,195,69,14.364558,12.469897,13.5280074,13.43046,6.60606,1.20186,2.8288,3.62226,9.807420001,8.49752
"1262",107287514,"prefoldin subunit 6",62,71,66,49,29,40,36,30,90,31,106,78,31,28,41,34,34,28,69,35,27,56,73,55,74,48,47,176,63,55,21.780816,17.401393,15.096473,17.80922,11.59997,8.26529,8.267351,29.0093,24.19704,94.3075
"1263",107287517,"SSU72 homolog, RNA polymerase II CTD phosphatase",152,91,95,109,56.84,55,29,58,94,47,87,123,59,39,53,44,65,38,108,28,55,59,106,82,110,183,86,120,61,131,63.41336,68.56638,68.38974,63.85973,94.303947,29.8386976,45.0256236,38.6193,38.9321,38.6826
"1264",107287522,"mitochondrial ribosomal protein L20",469,204,200,332,274,165,124,140,245,155,143,210,98,250,143,120,143,137,204,122,137,168,214,196,248,275,179,944,168,216,33.21657,28.054587,32.641216,33.162428,87.03348,58.09319,78.67322,56.4647,49.8978,77.9337
"1265",107287523,"matrix-remodelling associated 8",594,1509,1212,818,469,874,186,267,1478,265,1018,596,633,346,250,389,275,441,1891,320,375,852,1281,1411,863,1510,721,259,721,536,15.0162281,15.442021,13.975385,13.79089,5.063905,5.73611,3.817573,0,0,3.117184
"1266",107287524,"ubiquitin conjugating enzyme E2, J2",275,245,206,180,147,165,86,111,187,118,296,120,125,86,80,126,176,229,243,191,165,171,374,223,272,211,130,206,183,214,57.77057904,68.36719005,82.5550923,61.2519288,38.55004,13.0191085,12.3976776,0.344297,0.292516,19.7824
"1267",107287527,"dishevelled segment polarity protein 1",5,4,6,4,0,2,1,1,2,6,4,3,1,2,5,2,2,4,4,0,1,6,4,4,14,3,3,4,2,1,87.26019,147.96955,145.91534,147.62839,58.756926,4.7590477,11.31149508,0.0224226,0.0205983,12.2895
"1268",107287541,"ceramide-1-phosphate transfer protein",27,14,34,13,78,6,7,59,10,16,42,29,60,14,26,54,14,18,17,17,19,253,134,54,55,34,19,10,19,6,24.83751,37.6612,40.1378,38.147,37.03993,12.75938,11.28309,0,0,10.7719
"1269",107287564,"sodium voltage-gated channel beta subunit 1",10,99,47,24,28,178,4,16,12,21,44,21,34,18,4,18,6,6,67,27,8,73,28,40,101,54,11,15,129,2,3.622966,6.258508,7.125909,6.39376,3.959916051,3.693160101,2.4059961,22.478588,29.08083,42.61485
"1270",107287582,"DENN domain containing 1B",12,33,20,16,4,18,3,1,10,9,23,10,11,12,10,5,2,2,23,6,5,11,8,20,16,17,16,2,13,5,2.463004789,5.300097534,4.39191914,3.094046171,1.520459,0.6298451,1.678441,0,0,1.91757
"1271",107287604,"ATPase H+ transporting V1 subunit G3",5325,1288,549,4195,3695,1462,2591,2180,1696,3235,771,2156,591,2074,2593,2346,3042,2132,1085,3010,2352,1347,749,822,3494,971,2779,1372,624,3232,0,0,0,0,0,0,0,0,0,0
"1272",107287614,"transmembrane protein 161B",169,112,176,134,108,68,51,85,94,87,158,46,50,109,66,71,105,77,90,105,70,71,139,67,146,180,89,63,121,190,3.302054,4.608212,2.032931,2.8364553,2.3603677,1.9861103,4.66728199,11.18668,5.05643,3.515642605
"1273",107287618,"protein kinase D1",121,152,110,125,41,217,91,62,96,109,85,110,51,61,133,61,101,92,152,93,86,78,94,93,164,88,200,44,121,133,0.0267721,0,0.0702766,0.0140562,0.486442,0.179234,0.5607221,0,0,0.261306
"1274",107287620,"cochlin",853,884,336,518,273,645,66,312,588,231,188,501,205,229,299,294,167,319,775,154,392,511,226,378,543,1884,811,317.02,264,837,0.0408938,0,0.0267957,0,0,0.0444254,0.125004,0,0,1.082325
"1275",107287626,"HEAT repeat containing 5A",246,101,114,95,108,89,54,50,92,55,73,57,62,68,58,77,65,147,89,85,55,90,197,109,154,115,127,58,131,94,8.8248012,8.192937,7.2989546,9.6413426,3.680463,3.788077,2.2186388,0.168974,0.12924752,4.431565769
"1276",107287628,"G2/M-phase specific E3 ubiquitin protein ligase",5,14,6,5,8,6,6,11,9,6,30,2,8,9,2,9,8,4,14,8,4,43,28,16,16,29,5,1,10,2,0.517416,0.8873632,0.7694307,0.7502746,1.0530016,0.7811779,0.91858,0.0355944,0.0319618,1.551802
"1277",107287629,"cleavage and polyadenylation specific factor 3",1019,676,1026,567,556,397,298,506,436,386,592,768,502,344,381,501,579,644,770,496,371,665,1968,572,649,663,461,293,519,559,15.713088,14.90506621,12.411579,16.123033,8.0258394,11.957234,10.32125,7.67114,9.32357,5.85134
"1278",107287641,"growth factor receptor bound protein 10",72,159,155,169,55,209,30,125,124,87,133,82,65,66,79,37,70,172,154,65,109,174,345,104,117,227,87,36,298,59,3.0822362,3.1138902,2.587737,3.1387168,16.55395483,7.5057686,11.369402,32.6429,62.62,20.9703
"1279",107287644,"IKAROS family zinc finger 1",16,28,31,25,4,9,5,33,21,8,137,37,32,33,11,7,10,10,33,15,25,96,63,35,43,56,25,5,22,2,2.8317347,2.897794,3.926622,2.397082,1.14384,0.2834425,0.9482693,3.719406,3.773078114,2.10852725
"1280",107287649,"mab-21-like 1 (C. elegans)",0,2,2,0,3,1,4,3,1,3,1,4,4,2,2,0,2,0,2,0,0,2,6,1,4,0,3,5,3,1,0.0201276,0,0,0,0,0,0.0096812,0,0,0.0554983
"1281",107287652,"SMAD family member 9",9,41,21,2,7,25,12,12,16,4,16,11,24,6,8,8,7,12,32,3,5,26,98,8,22,18,31,0,24,1,1.83671,4.20332,3.81562,3.78544,0.26836003,0.129530034,0.450821,0.5513689,0.895853,0.150899
"1282",107287653,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4",110,142,100.99,45,29,31,23,23,103,22,83,142,57,31,75,46,58,30,168,40,30,92,159,135,157,108,105,31,49,47,0.6491724,0.488403,0.613421,0.3925549,14.792543,7.599803737,8.534076,14.0423,19.1379,10.9552
"1283",107287656,"spastic paraplegia 20 (Troyer syndrome)",440,352,298,191,190,323,99,98,191,112,127,199,77,142,181,101,132,112,179,194,126,167,369,98,338,193,180,78,222,196,12.4148679,10.303055,10.92695,11.127689,8.201611,5.231052993,3.630477701,34.17741,26.47361,8.268132
"1284",107287659,"cyclin A1",0,11,3,4,1,2,2,13,1,3,6,0,15,6,2,10,0,0,21,4,11,18,14,5,3,3,3,0,0,0,0,0,0,0,0,0.0241929,0.14661,0.0481404,0.0846384,0.0998455
"1285",107287663,"thrombospondin type 1 domain containing 7B",1,23,15,2,4,8,7,5,11,1,8,3,5,5,1,6,0,0,4,5,0,1,10,7,26,12,7,2,9,2,0.352515,0.1492245,0.23348,0.3257003,0,0.0118568,0.0269449,0,0,0
"1286",107287666,"Sin3A associated protein 130kDa",577,678,980,479,556,612,233,454,609,335,889,635,630,385,263,508,293,400,1030,392,322,864,1618,1030,1171,612,594,417,826,466,10.83069517,12.13788488,13.2442198,12.96480038,3.074580003,0.728143,2.066737891,1.928446577,5.1094,2.499749
"1287",107287669,"polymerase (RNA) II subunit D",551,430,613,446,323,268,144,230,457,257,304,415,301,257,199,237,276,231,638,182,247,380,499,493,407,447,425,401,432,310,5.82605,6.651245,5.828382543,7.39577,13.96091,4.432212,7.589738,47.57909,24.81562,35.73627
"1288",107287670,"WD repeat domain 33",533.63,443.47,566.32,445,310.16,303.25,202.37,283,426.98,210,461,484.41,257,259,275,347,286,311,576,279,258.37,467,899.92,472,630,441,385.53,298.18,482,348,6.6598432,7.142702,6.6995664,7.307517,13.744392,9.626661,10.5679,9.08474,10.35147,6.26903
"1289",107287673,"choline dehydrogenase",145,229,237,100,100,62,54,69,158,44,312,110,132,103,86,126,75,80,246,101,89,330,244,213,173,143,95,54,117,84,57.8901,65.24633,66.88254,67.9848,14.82549,2.98665,8.89661,67.89032,154.137,74.444248
"1290",107287678,"calcium voltage-gated channel subunit alpha1 D",9,15,12,5,7,6,10,10,11,9,7,14,3,0,5,5,1,1,9,6.99,3,7,22,2,12,17,4,5,6,4,1.176951,1.7242417,1.5277015,1.354398147,3.5008568,0.9987958,0.809100794,0.310439,0.219065,1.122821718
"1291",107287680,"semaphorin 6D",32,62,71,12,23,28,23,33,36,38,37,57,37,37,21,24,21,30,66,36,21,38,178,48,61,21,27,17,87,23,2.601347,3.029044,3.7811556,3.5040906,0.9531887,0.116785075,0.992378843,2.190528,3.042051731,0.939022
"1292",107287682,"SHC (Src homology 2 domain containing) family member 4",49,64,79,52,33,54,10,61,48,10,116,34,68,21,24,26,31,22,68,38,19,143,234,61,95,89,53,12,55,34,0.304693,0.278647,0.5936779,0.465995,2.138735,0.120575,0.9033383,14.8046,18.4183,13.9429
"1293",107287684,"galactokinase 2",720,271,573,199,235,269,227,238,221,156,304,440,216,209,195,324,482,436,633,248,302,242,633,486,443,285,388,120,536,144,8.9301259,10.50973282,9.9237498,9.847183,11.9593141,13.390984,6.76197233,19.5262,22.489875,8.87458
"1294",107287689,"solute carrier family 12 (sodium/potassium/chloride transporter), member 1",2,1,2,1,2,2,0,2,2,0,6,1,8,0,0,2,0,0,0,0,1,2,1,1,2,4,1,0,1,1,0,0,0,0,0,0.037778104,0.1165788,2.190628878,0.01921821,0.0380135
"1295",107287693,"solute carrier family 24 member 5",0,3,2,4,4,3,1,0,5,10,4,2,1,2,13,4,8,18,16,2,8,3,2,3,11,5,5,15,5,7,1.05980466,1.531276,2.280257,2.150888,0,0,0,0.715652,0.389316,0.62051
"1296",107287696,"M-phase phosphoprotein 6",188,136,143,132,117,75,37,80,145,46,80,131,87,64,57,50,61,34,138,63,92,114,188,81,144,127,88,145,102,90,0.761205,1.129048,1.267798,1.2667167,4.01461,5.5187937,4.653026,48.614,21.46851,22.53583
"1297",107287698,"DTW domain containing 1",123,100,127,65,42,51,13,41,53,26,65,138,73,33,41,48,23,26,86,42,45,46,153,95,108,57,75,28,62,24,1.686860037,1.947230002,1.72963705,1.777126,3.7739245,5.6517599,6.800482,27.4702,26.3451,12.5382
"1298",107287701,"ring finger protein 146",482,1098,989,456,433,862,159,311,487,309,532,788,386,278,323,271,260,298,915,310,354,680,961,613,822,857,407,217,834,285,8.333409,11.73462,9.922764,12.097162,14.85088,9.838162,16.1272087,20.3546,18.1036,5.95358
"1299",107287702,"ethylmalonyl-CoA decarboxylase 1",43,53,39,43,10,34,13,13,23,16,36,23,30,13,20,7,13,22,29,18,12,30,42,33,27,37,23,9,30,13,16.125098,10.22115,11.09185,11.72653,43.2560232,21.208451,31.5039052,53.004366,97.77573828,87.24324
"1300",107287712,"zinc finger protein 598",44,22,25,35,35,12,15,7,32,15,28,21,14,31,19,15,16,13,16,22,15,11,34,28,47,24,30,70,12,40,57.94433,93.9145,96.6407,92.5096,36.86687,3.938463,7.012186,0,0,6.08124
"1301",107287718,"NADPH oxidase organizer 1",15,38,107,23,15,14,4,92,19,2,165,122,35,9,9,28,4,5,41,8,33,103,52,26,75,80,10,3,82,2,2.3388,1.471169,0.901744,1.161782,0,0.4661828,0.3838386,0,0,0.0373122
"1302",107287721,"kelch like family member 24",58,215,165,121,46,209,31,142,76,79,113,95,87,60,62,72,25,77,168,46,114,208,284,158,149,177,99,10,208,32,6.010033,5.491487,4.273898,5.935535,7.395591,2.2969997,4.35203,21.9089,9.78195,16.4156
"1303",107287725,"short chain dehydrogenase/reductase family 42E, member 1",1,0,4,1,6,9,2,2,7,2,1,26,2,1,0,0,2,0,1,4,3,13,58,15,3,8,5,4,6,4,104.86125,112.87028,103.56282,113.22755,1.675786,1.507725,0.836913,0.0746751,0,9.73812
"1304",107287726,"tectonic family member 3",188,358,275,198,129,265,33,182,228,86,285,72,288,78,64,209,79,64,384,176,143,822,580,269,167,353,139,9,168,51,0.494212544,0.8652882,1.1162303,0.8472348,8.849525,5.2949246,8.759153,1.7408,1.33387,2.025319
"1305",107287727,"ectonucleoside triphosphate diphosphohydrolase 1",21,54,53,10,16,17,22,14,53,12,78,30,52,38,77,14,25,14,70,63,12,73,304,59,28,30,29,5,41,7,4.215786,2.561155,1.340632,4.285434,1.4092324,0.699795,1.0696998,1.033896,2.291612,0.722705
"1306",107287728,"dynamin binding protein",209,194,293,115.77,83,76.99,78,89,174,85,162,143,105,71.12,84,99,120,160,207,122,75,109.97,356,194,205.99,137.02,164,108,140.11,146.33,12.92604,12.883678,12.477043,13.91703,4.102457,0.6244764,4.096295,4.53282,9.82568,4.70238
"1307",107287731,"ectonucleoside triphosphate diphosphohydrolase 7",3507,187,190,653,1547,273,704,522,434,572,393,843,149,916,662,896,830,1440,465,983,541,211,710,305,2564,221,859,951,172,1250,1.6421689,1.649902,1.957145,1.992196,1.048711,0.953702,1.13181,3.02654,2.79566,1.80018
"1308",107287733,"solute carrier family 25 member 28",159,151,141,149,92,119,57,64,130,65,100,135,90,102,80,59,75,60,124,56,65,89,128,134,174,174,75,285,170,166,35.91003,40.78328,44.855414,41.07759,20.36453,22.227865,25.5759,7.46727,10.4102,6.0165
"1309",107287734,"glutamic-oxaloacetic transaminase 1, soluble",2566,1334,1609,1339,2351,1275,377,611,750,595,1089,1179,785,839,599,596,601,823,1380,527,524,1450,1626,1485,1788,1140,1117,1193,2456,1294,255.05827,249.242094,229.97869,238.659221,106.75029,441.411,112.3163153,625.525,2433.35782,514.415
"1310",107287735,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1",126,175,164,83,83,111,35,84,119,65,220,151,115,75,66,112,85,95,171,82,58,198,460,146,241,103,98,41,146,111,5.071626,13.510434,12.130354,9.203207,18.294501,8.810153,9.5286761,2.40004,4.41842,3.89229
"1311",107287737,"R3H domain and coiled-coil containing 1 like",95,131,192,54,107,109,45,122,103,91,256,205,103,102,65,110,86,98,246,150,79,193,542,171,238,91,88,38,149,53,2.176525,2.001598,2.109689,2.460083,3.101762,3.992428,3.544085,6.257682065,7.76825,4.320214004
"1312",107287738,"cartilage acidic protein 1",8,39,17,8,7,16,4,5,33,18,29,37,19,19,11,4,2,4,48,19,9,39,74,19,45,24,13,4,37,1,0,0.247195,0,0,0.0950064,0.0204419,0.650565,0.302553437,0.413381725,0.39009214
"1313",107287742,"carboxypeptidase N subunit 1",1,3,2,0,5,2,0,0,84,0,0,35,6,0,0,2,0,1,3,0,0,19,92,0,5,1,0,0,4,0,293.05347,274.0429,276.1433,286.4566,32.86143,34.65122,27.01373,110.097,125.126161,134.4126
"1314",107287745,"cyclin and CBS domain divalent metal cation transport mediator 1",8,6,3.56,4.91,3,8.59,1,4.91,4.91,4.91,2,7,2.45,1,4.91,0,4,2.45,14,0,2,6.14,18.41,12.27,12.27,0,2,4.91,9.82,3.68,0.0095664,0.0889408,0.1330476,0.4241643,0.174155,0.0060974,0.0415054,0.027362,0.049841,0.0167285
"1315",107287746,"heparanase 2 (inactive)",9,31,26,18,6,17,1,9,22,3,11,24,5,3,6,18,8,0,29,2,7,11,25,33,21,25,12,14,12,8,0.2655089,0.671647,0.478725,0.5289,0.1817732,0,0,3.44387,5.41164,6.1364
"1316",107287752,"kelch like family member 6",4,4,13,4,2,3,4,12,3,5,36,2,15,11,3,5,6,0,7,6,4,23,6,18,11,3,6,0,7,1,0.760135,1.12347,0.745394,1.08214,0.661878,0.122893,0.4087424,2.18304,1.177,0.21271
"1317",107287755,"RAS p21 protein activator 2",465,501,620,307,143,250,83,238,375,173,604,459,322,218,202,197,239,227,696,179,197,354,641,388,576,515,325,95,464,273,0.35004647,0.445034,0.36766452,0.59900009,0.350144,0.948908,1.28358,3.307449,1.279214,1.630305
"1318",107287759,"phosphotyrosine interaction domain containing 1",204,118,139,519,142,175,102,85,264,218,84,172,53,142,209,70,223,355,152,176,173,89,240,121,191,75,387,93,83,248,52.691303,42.340286,45.7701809,41.39054773,34.29235,20.780841,29.274388,29.6106,56.4064,16.9961
