"","X","gene","description","class","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Pm_1_kidney","Pm_10_kidney","Pm_3_kidney","Pm_5_kidney","Pm_8_kidney","Pm_1_liver","Pm_10_liver","Pm_3_liver","Pm_5_liver","Pm_8_liver","sg_1","sg_2","sg_3","sg_4","hrt_1","hr2_2","kidn_1","kidn_2","kidn_3","livr_1","livr_2","livr_3","Naja_vg_1","Naja_vg_2","Naja_vg_3","Naja_vg_4","Naja_vg_5","Naja_vg_6","Naja_liv_1","Naja_liv_2","Naja_kid_1","Naja_kid_2","Naja_pan_1","Naja_pan_2","Naja_sg_1"
"374",617,107283937,"ceroid-lipofuscinosis, neuronal 6, late infantile, variant",NA,1,4,6,0,4,9,1,3,1,0,6,0,1,4,0,2,6,6,1,5,1,1,10,0,1,2,1,2,6,5,1,0,2,6,1,8,6,4,14,6,6,2,1,6,13,0.03,0,0.12,0,0.14,0.29,284.03,290.69,282.68,373.8,356.42,381.41,4.56451,3.88904,6.60559,5.85007,12.7901,5.35036,9.41209,11.2176,24.2783,16.0542,7.92012,2.70864,13.3494
"375",618,107283938,"fem-1 homolog b (C. elegans)",NA,27,20,23,22,20,20,12,13,28,9,17,23,15,14,14,9,10,20,33,2,13,17,37,22,32,26,16,43,25,27,11,22,10,14,9,11,18,24,23,15,18,10,2,10,14,0,0,0.09,0.02,0.06,0.02,1.48,0.75,1.22,244.18,253.13,246.38,2.94383,6.02425,4.6716,4.28557,6.41454,2.62558,5.10779,6.58372,5.66348,6.11603,3.4636,2.41215,5.83347
"376",619,107283939,"integrin subunit alpha 11",NA,16,9,32,9,7,7,8,5,6,3,3,8,7,6,6,0,1,0,15,0,1,30,35,29,27,8,7,6,6,6,4,15,5,9,4,2,1,6,7,2,1,3,4,2,4,0.12,0.31,0.43,0.18,4.5,3.61,13.33,15.36,13.87,13.15,11.68,13.62,0.116927,0.293199,0.140031,0.236737,0.0480808,0.0608506,2.29605,0.0758849,0.283352,0.580067,0.54338,0.0071015,0.851264
"377",620,107283940,"coronin 2B",NA,45,82,55,39,19,36,12,24,24,38,44,38,26,23,26,19,5,11,42,23,16,61,53,144,89,54,20,33,89,11,13,12,3,20,9,4,1,30,20,9,0,0,2,0,0,0.06,0.06,0,0.02,0.53,0.49,1.6,1.34,1.55,54.98,70.71,52.91,0.0696479,0.110399,0.191133,0.0802254,0.0971351,0.0171842,0.25681581,0.197461,1.75065,11.5412,0.649723,0.21659,0.224633
"378",621,107283941,"CTD small phosphatase like 2",NA,52,19,119,75,117,64,65,96,97,39,132,18,61,24,57,74,12,77,41,18,14,26,30,27,56,69,24,44,27,37,25,56,22,305,32,51,60,90,101,63,36,56,33,59,45,0,0,0,0,0.03,0.01,0.19,0.41,0.27,0.33,0.25,0.49,11.588,11.1648,18.6527,18.7078,19.3201,12.7148,7.38459,8.79738,13.8994,17.3776,10.8727,4.35451,21.3289
"379",622,107283944,"Ras protein specific guanine nucleotide releasing factor 1",NA,2,9,3,5,3,3,0,1,3,5,15,5,14,5,0,2,0,0,8,3,2,11,10,23,9,1,4,0,12,2,1,2,7,23,9,0,1,0,7,2,10,11,0,11,14,1.02,1.15,1.16,1.01,15.12,16.76,14.6,14.81,13.26,11.88,10.48,8.52,0.00614465,0.08132,0.00776763,0.0157584,0.114479,0.101263,0.0569578,0.0378846,1.00057,0.719591,0.221606,0.0141813,0.0418016
"380",626,107283959,"patatin like phospholipase domain containing 2",NA,23,21,24,14,14,5,16,14,15,20,25,13,3,17,17,13,23,14,14,16,8,12,17,13,28,14,13,14,12,29,16,6,10,43,15,44,29,58,20,14,74,13,17,15,24,39.31,33.8,32.13,29.25,16.91,18.08,41.54,42.77,42.31,21.93,19.71,18.73,3.55025,102.527,8.69831,5.88682,27.4816,3.29155,29.5347,60.4394,19.9389,13.717,5.38792,1.09564,7.64397
"381",627,107283960,"N-methylpurine DNA glycosylase",NA,3,3,4,3,2,1,4,4,11,3,4,7,1,2,5,2,1,3,9,3,6,2,5,8,6,1,1,18,1,6,5,2,2,5,3,15,11,13,12,3,5,12,1,4,3,2.64,2.72,3.52,4.24,10.91,11.02,27.88,27.94,28.77,19.6,17.2,16.2,0.59892,1.48298,1.19175,0.871825,4.25059,4.35274,0.847778,2.34911,1.1263,1.77111,2.02911,1.63013,1.11865
"382",629,107283970,"calcium release activated channel regulator 2B",NA,949,748,549,420,432,436,412,257,462.99,276,241.99,536,248,248,513,379,1110,488,908,469,267,344,465.97,433,643,394,667,178,314,748,27,35,23,22,41,88,68,84,70,115,28,23,8,9,59,0.05,0.06,0.05,0.06,0.36,0.31,0.57,0.46,0.4,0.53,0.3,0.5,47.1931,11.226,58.0224,73.973,153.845,16.1115,1.33269,20.166,5.04552,7.5458,2.27966,1.28578,53.101
"383",631,107283974,"T-cell activation inhibitor, mitochondrial",NA,16,46,45,32,25,34,7,17,21,19,11,54,16,13,2,7,24,22,41,5,11,50,79,31,21,54,9,5,53,13,58,37,52,24,106,152,127,125,98,143,39,26,59,34,101,14.53,11.38,17.42,12.88,7.89,6.56,4.51,4.2,4.73,1.38,0.65,0.99,0.770149,0.334176,0.383043,0.809469,1.56308,0.499356,0.468124,1.22322,0.595494,2.77678,0.628045,1.31123,2.89162
"384",633,107283980,"CD151 molecule (Raph blood group)",NA,1739,2541,3056,957,1093,1586,713,638,2059,577,1100,1866,1024,981,1383,1050,1071,1017,3454,1477,970,1437,5202,2176,2698,1664,2384,203,1565,1026,5459,4549,6559,1797,9141,1531,1673,3213,1733,2147,1309,1999,2715,1005,2735,0,0,0,0,0.03,0.06,254.84,247.32,254.16,234.81,234.96,240.57,7.19523,4.98791,14.813,14.9379,23.9894,6.66288,15.086,12.6447,35.7072,44.5778,17.0866,4.86319,50.9299
"385",634,107283986,"stannin",NA,4,4,3,10,12,5,0,3,6,5,4,3,3,2,7,5,5,4,2,5,3,3,14,5,10,2,2,11,9,4,1,0,2,19,2,3,0,3,1,0,0,2,0,2,1,0.04,0,0.02,0,0.48,0.39,9.93,9.83,9.91,0.77,0.95,0.78,15.12407,16.201912,20.48204,15.65918,51.55387,15.724681,21.86833,8.249727,21.10239,24.4715,12.56225,7.57538,29.45502
"386",635,107283991,"DEAF1, transcription factor",NA,4,12,21,5,4,16,2,10,11,2,7,14,15,9,16,8,5,9,17,8,9,14,23,24,18,12,7,6,12,5,17,7,10,24,11,11,7,13,13,7,4,12,3,3,7,0.12,0.09,0.08,0,0.21,0.3,38.06,37.28,34.83,0.03,0.08,0.09,0.48783,0.778267,0.929244,0.582693,1.76712,0.61672,0.99111,0.494416,0.705434,0.916203,0.531877,0.154229,1.33353
"387",636,107283992,"trans-golgi network vesicle protein 23 homolog A (S. cerevisiae)",NA,203,39,36,57,41,46,12,36,25,19,79,299,48,26,8,30,13,17,142,21,65,149,71,164,164,20,143,25,32,21,0,3,3,51,4,2,3,3,6,7,2,7,5,3,8,6.21,5.26,6.99,6.48,35.58,33.25,43.8,43.67,45.06,42.49,45.09,43.41,0.235904,0,0.524119,0.239288,0.405078,5.14383,1.62296,0.811674,0.928451,0.861934,16.0594,22.6702,6.63206
"388",637,107283993,"regulator of G-protein signaling 11",NA,1,9,6,4,2,0,1,5,5,2,3,6,5,1,1,1,1,2,7,10,3,10,18,14,7,6,1,2,3,2,3,10,1,11,4,9,5,4,2,1,2,1,2,0,4,0,0.05,0,0.07,0.39,0.34,0.76,0.81,0.81,1.64,1.78,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
"389",638,107283994,"protein disulfide isomerase family A member 2",NA,0,4,2,3,0,4,1,1,0,0,2,4,1,2,1,2,0,1,3,1,2,1,8,3,2,5,2,3,1,5,0,0,0,9,3,0,3,8,0,0,0,1,0,0,3,0,0,0,0,0.55,0.41,263.11,270.47,280.88,2743.68,2609.21,2758.54,7.32738,18.07,7.74905,6.95813,10.7078,13.3249,12.6011,8.82464,11.7532,25.8116,5.65543,8.10449,4.90137
"390",639,107283996,"rhomboid 5 homolog 1 (Drosophila)",NA,63,78,104,48,42,40,31,41,65,32,64,101,81,39,32,56,33,39,112,40,36,58,180,106,118,54,45,58,62,74,42,81,47,39,41,34,25,41,39,17,13,31,21,55,49,1.15,1.26,1.58,1.21,2.89,2.69,12.44,13.65,12.98,53.26,51.33,53.12,8.8055125,3.022371701,12.21327735,10.97167018,27.0398628,7.8919991,19.868126,21.274937,22.31774319,25.71198943,12.26572629,9.813913684,21.91166
"391",640,107283998,"GLIS family zinc finger 2",NA,8,3,15,7,7,7,7,5,9,15,7,13,3,4,2,3,12,10,7,4,5,7,36,12,17,3,6,27,17,2,6,15,14,71,4,9,8,17,13,4,14,18,9,10,14,10.64,7.32,8.22,8.92,19.79,18.84,25.25,25.02,25.07,14.91,11.81,13.22,7.88767,3.85606,8.93855,8.36468,8.55868,3.69935,10.3455,6.38787,17.597,21.1109,7.56259,3.85921,13.4353
"392",643,107284009,"nudE neurodevelopment protein 1",NA,0,6,1,1,2,2,2,0,2,0,5,4,0,1,2,2,1,1,2,1,0,10,4,7,1,3,1,0,5,0,0,0,0,13,1,0,0,0,2,0,0,0,0,0,0,8.9,8.23,6.97,7.73,3.33,2.72,349.64,367.43,358.94,231.94,214.69,227.45,2.91274,2.845,4.49566,3.60735,3.6845,2.31808,10.2094,8.15814,29.3573,20.7708,4.95079,1.83755,11.6303
"393",645,107284018,"cyclin Y",NA,38,70,82,80,23,77,20,44,58,63,48,93,35,33,26,40,41,57,52,28,50,87,116,55,83,87,75,6,106,31,31,43,31,95,32,72,46,123,67,57,19,22,17,30,50,8.4,7.4,10.02,9.28,17.39,16.72,44.21,44.59,47.85,53.23,52.66,56.14,1.96619,2.57113,2.26359,2.44618,2.81348,3.70315,2.4138,1.11329,3.07549,9.20963,2.79449,2.17436,7.88219
"394",646,107284019,"cAMP responsive element modulator",NA,22,92,49,55,30,89,1,34,59,31,29,85,14,13,11,9,22,12,100,17,21,58,102,29,63,216,12,17,65,13,127,82,159,49,80,40,49,131,59,37,726,26,287,40,48,0.33,0.15,0.13,0.29,4.8,4.57,7.59,8.54,7.02,23.32,18.05,21.17,0.0853338,1.12933,0,0.218845,0.769274,0.843775,0.593251,0.751603,0.862474,1.58431,0.424489,0.196943,0.774026
"395",647,107284021,"atlastin-2-like",NA,581,592,534,397,314,621,169,313,256,314,582,366,292,273,259,257,281,292,431,258,219,566,599,431,654,513,348,129,1381,265,334,211,268,265,295,1189,920,1111,1304,810,626,809,485,454,466,14.6,9.66,9.37,9.8,5.16,5.28,17.39,20.37,17.48,12.26,11.82,12.44,5.5621,16.5882,8.84678,7.74162,10.3077,6.61005,22.9227,17.4156,19.8825,13.3511,10.6387,2.67585,11.6891
"396",648,107284022,"par-3 family cell polarity regulator",NA,199,226,313,241,123,158,125,187,220,160,268,236,147,158,193,154,164,239,187,140,168,321,547,130,250,179,181,97,278,134,25,32,57,75,37,103,89,188,120,133,66,183,98,124,180,0.86,0.73,0.72,0.55,7.88,6.28,26.07,26.63,30.69,12.59,17.25,16.94,5.12212,0.439703,7.14002,9.01772,25.4255,2.00763,9.88085,6.09657,8.2707,9.2527,2.27252,2.04479,20.97
"397",649,107284026,"enhancer of polycomb homolog 1",NA,147.84,302.77,292.42,218.92,97.8,220.91,62.54,141.76,179.22,139.92,184.7,344.04,131.41,112.46,96.56,75.73,105.43,158.78,228.42,121.96,125.26,275.08,895.21,180.53,188.89,315.84,129.88,95.18,306.96,151.56,157.96,129.84,315.48,347.29,213.25,144.81,105.94,257.42,310.78,166.14,65.86,95.61,104.38,114.74,222.3,0.62,0.37,0.47,0.36,2.89,2.42,8.25,7.6,7.88,1.38,1.35,0.81,2.3887,2.94096,4.05683,3.60123,6.54259,3.40431,3.11466,3.20015,3.80635,8.764,3.28687,2.15967,9.18622
"398",650,107284029,"glutaredoxin 3",NA,1199,1464,1623,1129,815,1147,477,562,1009,550,799,1315,585,562,679,537,576,636,1413,607,543,749,1297,1019,1150,1131,803,740,1218,862,2512,2527,1961,593,2573,1850,1807,2314,1770,1706,1596,1346,851,922,1256,1.84,2.57,2.77,1.62,16.06,15.41,17.53,18.15,17.59,14.53,17.39,15.67,13.2593,40.7394,22.865,18.6993,41.5819,31.9892,33.1691,30.9126,38.1754,31.8523,19.7508,13.2078,20.5915
"399",653,107284035,"otogelin-like",NA,2,21,11,4,4,7,2,3,6,1,4,1,3,5,2,5,0,0,2,3,1,0.91,9.99,10,3,17.96,6,2,4,2,0,4,2,17,15,25,10,11,8,7,3,0,1,3,2,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.120869,0,0,0.0205833,0,0,0.0100553,0.0512824,0,0,0,0.0258881
"400",654,107284036,"protein phosphatase 1 regulatory subunit 12A",NA,705,1187.99,1477,712,436,538,228,384,1006,341,983,1078,854,399,364,408,507,478,1220,401,406,816,1912,1004,1043,907,756,328,1175,619,4740,4386,4518,1175,4000,1019,887,1472,1080,1056,441,562,392,377,522,0,0,0,0,0.12,0.13,0.11,0.12,0.06,0.01,0,0,2.24946,12.6242,4.51128,3.99051,5.50927,2.47139,5.48719,3.7689,6.002,8.5749,5.59491,1.86714,9.0833
"401",655,107284038,"acyl-CoA synthetase short-chain family member 3",NA,61,193,207,67,102,368,39,105,89,72,152,120,58,54,126,85,25,32,121,101,57,165,128,162,193,266,107,41,293,20,13,22,20,47,30,67,31,87,86,86,344,775,352,306,663,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.215072,0.506746,0.196346,0.219795,0.469039,0.334168,3.92377,6.24034,4.87564,12.3336,1.76234,1.93595,2.88641
"402",656,107284039,"visual system homeobox 1",NA,1,2,0,3,0,1,2,0,0,0,2,0,2,1,0,0,1,0,0,1,0,0,4,0,1,1,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0.06,0,0.01,0,0.06,0.26,0.3,0.3,0,0,0,0.445206,0.785597,0.562797,0.999042,0.914181,0.366847,0,0.718902,0.0416641,0.158956,0.138416,0.0428124,0.294457
"403",660,107284045,"neuron navigator 3",NA,16,41.98,49,18,10,31,11,22,38.99,18,45,25,33,25,11,17,15,18,51,15,11,40,34,43,39,31,49,9,24,29,18,32,23,43,27,25,31,11,32,18,72,82,35,68,195,0.09,0,0,0,0.01,0.05,0.45,0.24,0.22,0,0,0,0.0278969,0.0803956,0.279032,0.0389482,0.0238713,0.130916,1.25272,1.25351,1.38773,1.36952,3.318,0.255708,2.05611
"404",663,107284050,"DENN domain containing 2C",NA,47,101.14,207.38,85.57,23.5,101.3,12.13,40.14,76.58,52,102.96,64.27,78.26,20.11,67,82,32.73,31.05,77.67,136.23,30.81,162.03,583.2,67.18,136.02,60.02,50.78,33.16,101.36,33.16,28.98,22.38,59.69,34.15,27.4,75.21,45.85,47.01,56.7,59.87,31.33,25.79,74,64.54,36.07,0.35,0.13,0.76,0.22,2.43,2.23,15.32,12.93,13.47,7.25,9.28,6.66,2.45295,6.32327,4.60205,2.83509,5.99066,3.87639,5.34769,4.18088,6.22212,5.84535,2.05966,0.772338,5.00896
"405",664,107284051,"adenosine monophosphate deaminase 1",NA,42,209,131,41,65,189,20,147,18,124,125,111,117,31,37,17,12,8,160,40,26,205,37,80,183,92,36,17,308,8,0,1,1,0,2,4,1,0,1,2,5,4,5,1,9,18.09,27.81,19.11,22.77,14.33,11.55,323.03,318.29,332.29,161.39,158.25,168.78,1.24903,2.58866,0.84905,0.695041,0.439064,0.194188,0.327676,0.0311355,0.172026,0.134627,0.293078,0.0135974,0.106881
"406",665,107284053,"neuroblastoma RAS viral (v-ras) oncogene homolog",NA,583,562.06,650,435,439,273.19,109,264,391.21,162,499,307,429,203,156,270,168,220.06,598,241.09,170,502,915,553.24,533,446,294,166,407.99,377.33,162,309,186,251,198,352,342,380,456,228,240,268,151,246,163,0.68,0.84,0.6,0.46,0.23,0.12,12.61,10.82,11.75,0.16,0.32,0.25,1.14552,2.12774,2.3182,2.64141,4.71949,2.76547,0.919794,0.716886,1.86193,1.39202,1.78073,0.429032,4.18697
"407",666,107284055,"tetraspanin 2",NA,7,63,22,18,11,30,2,20,9,8,31,23,6,7,3,27,3,8,25,5,14,36,27,14,14,38,11,7,12,1,4,236,14,112,24,66,101,92,57,81,43,115,23,47,58,3.29,4.01,2.34,2.12,15.93,16.05,218.14,230.3,223.8,113.76,106.32,116.32,0.308873,1.42423,0.416158,0.616057,1.08164,0.732516,6.99962,2.86598,7.94929,10.9788,4.49263,1.74416,2.12769
"408",667,107284056,"mutS homolog 2",NA,211,300,456,220,145,191,96,123,247,79,189,190,129,129,99,88,146,129,236,108,91,203,422,248,296,187,170,81,301,166,118,114,140,107,126,149,113,185,187,147,78,112,136,95,151,27.96,22.18,30.89,26.25,713.5,664.34,512.48,543.94,540.75,139.42,131.52,138.21,1.86605,1.68655,6.0124,3.85185,5.64845,1.2751,6.01189,4.81049,6.72123,7.08503,4.2734,1.57562,7.56002
"409",669,107284068,"heterogeneous nuclear ribonucleoprotein L like",NA,197.45,298.26,332.72,226.13,112.02,140.17,96.67,146.33,232.74,114.02,162.67,218.77,182.29,140,167.57,131.83,113,114.89,271.39,117.38,124.56,217.53,261.45,143.48,204.42,192.44,146.94,110.96,227.43,182.87,142.48,230.01,102.77,82.65,124,283.26,257.67,517.46,357.29,376.01,171.38,130.06,117.91,86.89,119.79,0,0,0,0.21,0,0,0,0.04,0.04,0.05,0,0.14,6.52003,11.988,11.3559,9.74365,17.0801,7.67622,12.0626,6.66439,20.2366,33.5831,13.801,7.8892,18.4966
"410",670,107284071,"carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8",NA,0,1,2,0,0,0,0,0,14,0,2,5,7,0,0,0,0,0,1,0,0,2,27,0,1,2,0,2,1,0,1,1,0,2,3,2,7,1,0,1,0,0,2,0,0,4.35,2.54,4.3,2.87,18.68,17.99,17.73,17.5,18.19,10.13,8.89,8.47,0.154841,0,0,0.132367,0,0,0,0.030307,0.0386418,0.0491417,1.32655,0.0794136,0.156056
"411",671,107284072,"CCR4-NOT transcription complex subunit 10",NA,295,407,500,342,173,486,93,256,232,227,281,652,211,142,175,127,161,295,321,183,231,652,1497,303,366,765,196,36,587,154,353,227,735,324,870,420,288,1061,787,803,277,423,602,558,739,0.95,2.08,0.88,0.97,54.62,49.57,13.18,12.8,11.61,6.56,7.43,8.47,2.87558,3.1407,5.12157,3.57766,6.19967,5.32027,4.55813,5.60219,6.19448,10.5036,3.13741,2.71385,13.5021
"412",673,107284079,"eukaryotic translation initiation factor 4A3",NA,5890,2729,3588,2502,2105,2110,955,1313,2475,1013,2025,3724,1979,1632,1513,1522,1535,1402,3375,1082,1590,2399,3728,2418,4429,3275,2562,1574,2218,2148,1449,1592,1798,661,1278,2603,1822,3159,2160,1941,1815,2457,1830,1744,1846,1.37,0.91,2.07,1.18,3.04,3.23,20.06,19.57,19.53,0.54,0.49,0.55,26.1604,51.8491,49.7749,38.826,142.317,49.2203,70.8725,101.534,100.723,137.169,75.0652,52.2143,57.5968
"413",674,107284080,"peptidase D",NA,503,582,1257,259,623,750,222,301,445,365,525,812,529,384,214,443,220,212,586,362,291,810,925,656,747,114,495,422,584,267,187,162,169,76,102,409,286,244,123,203,211,343,171,177,406,0.32,0.43,0,0,29.51,22.42,18.38,16.65,15.66,1.42,1.09,0.84,37.8882,12.0514,35.6304,47.4019,73.1001,41.0902,65.0657,75.7177,263.327,142.126,36.2656,44.5345,96.6104
"414",675,107284083,"glucose-6-phosphate isomerase",NA,1808,10054,5424,3035,3044,8223,720,2006,1750,2749,5550,3493,3472,2046,955,1747,527,548,6650,1453,1977,6616,4484,4072,6501,5381,2169,2832,8675,559,2999,1981,4510,812,1828,2283,1473,1453,1086,868,719,1337,817,681,1353,0.42,0.77,0.3,0.54,13.34,11.81,223.37,211.05,223.32,28.75,32.93,27.16,91.0955,816.401,159.083,88.4478,407.427,244.431,457.201,915.135,823.566,1143.89,271.37,193.625,270.348
"415",678,107284086,"cilia and flagella associated protein 20",NA,98,233,312,204,101,240,41,142,254,73,203,132,343,67,50,200,52,103,320,66,185,501,194,374,77,271,127,170,230,113,96,177,67,67,123,420,275,295,352,341,205,160,135,157,315,0.89,2.6,0.6,0.71,21.43,16.83,13.61,12,12.72,2.08,1.89,1.62,15.5123,8.52165,22.4408,21.3435,76.6548,125.577,70.0673,84.0288,94.0475,137.595,39.9279,34.8907,76.5426
"416",679,107284089,"potassium channel tetramerization domain containing 15",NA,0,6,6,1,0,1,0,0,6,2,7,2,5,1,0,3,1,1,5,3,4,5,17,1,5,1,0,0,0,2,5,10,12,19,10,6,3,5,4,1,0,10,1,1,1,88.09,78.39,82.01,53.43,95.55,89.59,522.12,505.6,519.56,169.63,165.18,170.89,1.5803,4.81025,2.49713,1.82376,5.55602,2.34389,9.70468,9.32571,15.5285,15.347,4.32363,1.00298,8.33177
"417",680,107284090,"abhydrolase domain containing 12",NA,423,374,525,326,248,224,135,208,331,223,302,209,247,210,144,208,174,201,478,245,206,399,600,272,424,276,395,121,231,178,109,99,165,85,182,274,261,1105,1311,950,180,225,164,291,268,2.4,1.56,2.09,1.75,9.26,7.68,26.34,30.84,24.69,18.57,18.96,19.46,9.94982,1.31023,28.3262,16.4189,36.5132,7.94026,37.0143,28.8923,42.1377,42.5589,24.5423,13.5191,35.958
"418",681,107284092,"katanin p80 (WD repeat containing) subunit B 1",NA,10,10,15,7,12,3,6,15,12,6,18,21,12,7,9,14,6,4,17,1,6,29,20,36,17,6,7,10,7,5,0,2,6,24,1,9,5,8,7,4,3,3,4,1,12,0.04,0,0,0.1,0,0,0,0,0,0,0.05,0,3.08337835,2.92662,4.43678,4.18902,6.523847497,6.981331387,5.95933,5.092303077,18.92333667,14.47689707,4.916890003,1.976086206,16.46474
"419",682,107284096,"calcium voltage-gated channel subunit alpha1 G",NA,16,20,28,4,2,15,0,11,12,3,21,26,19,7,1,2,4,2,48,8,1,42,100,37,25,29,7,5,17,4,0,2,7,9,5,9,0,6,0,0,2,0,2,0,1,0.44,0.28,0.14,0.12,6.9,7.04,7,8.05,7.13,6.16,6.15,6.47,0.0142639,0.135916,0,0.00731615,0.00342899,0.0188054,0,0.00502533,0,0.0162968,0.472048,0.138263,0.0582217
"420",683,107284097,"spermatogenesis associated 20",NA,701,669,648,257,270,643,176,292,388,283,459,772,328,215,254,268,219,178,1002,312,222,540,681,402,994,390,489,180,727,259,287,322,346,230,280,567,389,547,428,401,301,462,252,200,507,2.6,2.19,1.81,2.47,14.24,12.74,12.1,11.86,14.09,1.36,1.93,2.19,4.99915,10.599,10.0761,6.87345,12.4214,3.38313,23.5809,11.5632,21.3748,19.6722,10.3696,5.83462,12.026
"421",684,107284099,"polymerase (DNA) theta",NA,24,59,39,49,16,38,19,50,86,23,145,35,49,48,16,14,25,69,31,24,31,82,108,51,28,22,48,16,28,38,4,6,5,49,4,36,60,89,85,31,4,5,10,31,14,0.18,0.26,0.24,0.37,4.16,3.47,5.25,5.57,5.22,1.69,1.79,1.86,0.00726694,0.0384691,0.0964567,0.0792056,0.0174695,0.131734,0.0252603,0.0160015,0.0285629,0.00518915,0.0587423,0,0.514964
"422",687,107284106,"follistatin like 1",NA,492,5528,3610,848,308,750,306,287,2610,279,1768,3938,1886,524,1096,556,527,319,4018,1099,494,1954,9084,1935,823,1731,917,224,873,648,1278,6292,1191,1514,1419,923,959,921,1129,403,264,381,172,231,399,5.47,8.57,5.99,5.09,53.3,48.08,61.11,60.52,59.98,83.72,79.46,77.79,9.51281,8.00333,10.0928,17.4695,14.3745,1.79166,4.33021,11.9396,15.1087,24.4058,13.0978,2.3915,67.7196
"423",689,107284113,"ATPase H+ transporting V1 subunit A",NA,1206,1124,1265,836,747,579,519,636,783,596,1114,730,838,691,626,625,905,806,959,961,537,1259,2972,822,984,751,963,214,736,553,458,275,553,287,498,662,464,752,666,690,359,481,404,453,594,1.12,0.96,0.64,0.59,29.48,42.11,25.09,24.99,24.54,18.56,19.6,19.48,6.20791,6.41077,11.365,8.1193,9.82893,4.97985,7.08277,2.56502,10.2258,4.59558,4.56115,0.838478,15.9473
"424",690,107284115,"upstream transcription factor family member 3",NA,76,133,166,82,45,67,42,93,89,45,159,64,95,60,82,79,95,73,118,68,80,181,177,142,125,68,73,76,108,35,105,66,191,260,165,256,198,250,151,161,78,131,81,72,152,3.13,2.05,4.42,3.3,11.1,10.43,21.17,21.15,21.44,11.3,12.38,11.13,1.1527,1.04128,1.73719,1.72675,1.70908,0.801674,2.05782,1.9992,3.69217,3.72537,2.05643,1.03604,3.4216
"425",693,107284127,"adipocyte plasma membrane associated protein",NA,4323,1975,2652,2803,1861,1457,971,1010,1782,1271,1571,2302,1052,1595,1606,1239,1675,1270,2489,1453,1317,1605,3316,1896,2840,1683,2827,1057,1704,1622,2418,1565,1578,623,2022,3862,2169,4985,3123,3315,6265,5047,4978,4711,8798,0.27,0.05,0.02,0.03,0.61,0.37,0.46,0.49,0.52,0.38,0.37,0.32,8.80356,12.8522,15.4497,12.9427,21.033,14.0286,177.038,552.397,24.0553,22.5778,14.4968,6.80604,31.1613
"426",699,107284137,"solute carrier family 4, sodium bicarbonate cotransporter, member 9",NA,1,25,17,7,3,8,2,10,6,4,10,2,9,2,0,2,2,0,6,8,0,6,13,9,15,14,4,2,6,4,2,0,1,7,1,0,3,0,2,0,1,0,3,0,1,3.73,2.27,2.93,2.33,13.75,12.85,31.27,26.84,31.88,34.74,37.19,34.43,0.175643,0.376947,0.228036,0.0486973,0.0285298,0.125171,0.0220017,0,0.0106621,0.17627,0.0118072,0,0.0107648
"427",700,107284139,"amyloid beta precursor protein binding family B member 3",NA,8,0,6,3,3,3,1,1,7,2,5,4,4,3,0,3,8,1,6,0,5,11,10,7,8,9,10,0,8,1,7,4,5,7,6,0,2,3,1,1,4,7,8,0,5,4.38,7.38,3.83,3.96,6.33,5.98,10.36,8.56,9.12,14.52,12.54,15.55,0.157339,0.237973,0.568276,0.0576439,0.243153,0.148167,0.312525,0.0395946,0.201935,0.321006,1.22992,0.31125,0.458728
"428",703,107284147,"steroid receptor RNA activator 1",NA,839,285,412,379,331,171,117,130,160,118,227,385,104,207,229,112,245,225,227,138,143,213,586,233,378,363,227,486,237,400,219,158,98,78,182,268,222,253,334,207,324,316,187,406,292,2.85,3.58,2.69,2.55,4.55,4.28,12.65,13.27,11.81,5.09,5.19,5.64,7.50464,1.64163,10.9765,8.98686,23.9303,1.43096,1.72473,2.5675,1.39302,2.6573,2.4682,0.930418,6.25863
"429",704,107284148,"GINS complex subunit 1 (Psf1 homolog)",NA,46,59,69,47,22,38,11,57,42,11,162,58,78,27,18,42,14,9,66,20,42,109,51,85,43,51,31,30,58,15,25,38,11,14,25,15,20,67,127,83,8,7,8,7,25,0.04,0,0.02,0.01,0.16,0.24,0.66,0.26,0.52,0.03,0.03,0.06,0.341216,1.41923,0.862681,1.56263,2.5487,0,0.225921,0.601073,0.602152,1.74039,1.39426,0.787498,4.31093
