"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_hrt_1","Mus_hrt_2","Mus_hrt_3","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Canis_hrt_1","Canis_hrt_2","Canis_hrt_3"
"927",107286120,"crystallin lambda 1",45,74,43,29,28,46,8,35,37,12,46,19,51,23,31,59,12,12,96,25,44,88,83,41,42,36,32,7,22,7,5.370235,7.282514,7.2529855,12.99503,19.10669,21.43899,3.15794,2.556080203,7.091113822
"928",107286124,"phosphate regulating endopeptidase homolog, X-linked",1,8,9,6,2,6,1,11,690,1,2,300,404,2,2,1,0,1,46,2,2,168,3235,3,4,3,4,1,5,6,0.0840076,0.146629,0.127306,0.0351246,0.0256534,0.0509165,0.026914,0.066944217,0.0625476
"929",107286125,"spermine synthase",35298,4455,2832,32869,23370,16763,27318,23557,14344,24775,9076,10750,1390,22251,33421,26730,39901,33226,5994,38361,29315,1538,2330,4482,19733,2763,44483,12053,3197,12143,10.051953,11.690866,10.2941744,25.29912,25.18183,28.62766,11.3813,10.0479,54.484396
"930",107286126,"membrane bound transcription factor peptidase, site 2",265,250,302,168,150,158,72,161,181,121,251,133,215,166,135,160,120,162,219,127,120,347,592,210,251,228,185,76,212,124,11.076203,7.909472,5.903478,1.8675758,3.45717,3.4431796,0.4507884,1.55975,0.0373046
"931",107286130,"kelch like family member 34",33,140,69,124,32,128,16,49,20,60,44,14,55,24,32,30,7,6,34,18,15,50,10,61,84,107,34,20,88,3,1.84321,2.42489,2.10571,0.411362,2.2085,2.35674,0.16578,1.53403,0
"932",107286132,"WW domain binding protein 11",400,299,417,261,307,265,149,175,322,211,412,504,244,192,166,189,205,199,398,252,151,455,970,384,650,294,248,367,253,230,11.324676,17.4608697,20.693945,12.99796,22.5876,16.832325,11.6939,31.2903,76.4408
"933",107286143,"ATP/GTP binding protein-like 3",1,6,4,1,3,1,2,4.99,14,6,7,3,8,0,1,5,6,1,8,5,9,14,7,9,2,8,0,0,3,4,1.6900592,1.6527202,1.8320491,0.464268,1.610492,1.3900014,0.0776817,0.122914786,0.380981
"934",107286144,"stimulated by retinoic acid 8",0,0,3,0,2,2,0,1,1,0,2,3,0,0,0,2,3,0,6,0,0,0,3,5,1,1,0,1,5,3,0.112465,0,0.0993027,0.236173,0.352209,0.117148,0.056485,0.145848,0.336287
"935",107286148,"endoplasmic reticulum protein 27",5,12,4,22,5,10,1,1,17,2,6,20,0,3,4,2,2,1,5,1,0,4,11,7,7,24,9,6,2,6,0.285938,0.1108422,0.4581534,0.456031,0.380092,1.34851,0.0961458,0.459001,1.01367
"936",107286150,"phosphodiesterase 6H",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,0.340335,0.194934,0.203651,0,0,0,1.4697599,1.024191,2.706338
"937",107286161,"nicotinamide riboside kinase 1",152,174,209,119,111,100,88,89,210,61,130,143,55,96,126,137,153,78,224,109,100,43,149,157,179,90,214,137,79,109,3.834197,3.1507319,3.243492,7.250101,3.873545,3.357356,1.71508,6.30206,4.98647
"938",107286166,"transient receptor potential cation channel subfamily M member 6",3,15,7,4,0,4,1,12,4,0,3,2,1,6,0,1,0,0,19,1,1,4,1,5,6,7,10,4,3,1,0.0432688,0.0796015,0.0802011,0.2599562,0.062505304,0.064006609,0,0,0.091032104
"939",107286174,"eukaryotic translation initiation factor 2D",211,174,188,103,107,158,65,48,117,71,92,177,79,99,79,81,101,103,125,83,59,135,300,61,147,108,116,52,81,121,14.08608822,14.133072,14.602094,15.988729,18.409115,18.600531,7.1616433,13.727242,11.29133
"940",107286197,"ATP binding cassette subfamily E member 1",3744,1926,1993,1922,1829,1424,603,591,1317,707,804,2874,775,1222,980,754,762,1026,1544,934,797,789,2317,1007,2267,1497,2003,1243,1078,1459,10.877124,8.358203,8.087993,7.718924,11.79845002,11.035968,6.05144,13.6574,32.47
"941",107286199,"zinc finger protein 827",30,44,43,23,27,41,51,51,19,36,56,33,28,51,45,49,28,48,35,38,24,25,60,25,74,27,35,34,24,15,6.297118,6.0178946,5.821958,3.4865983,8.466309684,5.024356518,0.4244762,3.5497051,3.3217502
"942",107286200,"hedgehog interacting protein",27,364,276,21,19,49,6,11,323,11,45,334,142,8,29,12,8,7,310,17,10,225,708,214,111,337,30,9,65,7,0.00742272,0.102048,0.1218344,0.44848543,0.5435804,0.0210448,0.0374742,0.1858977,0.0165557
"943",107286204,"zinc finger C2HC-type containing 1A",44,168,156,61,26,90,13,73,144,24,113,105,123,34,15,59,13,13,163,47,62,177,363,90,60,107,54,4,108,14,2.74939,2.42293,2.07755,2.666641,2.553589,1.527859,1.17536,5.73584,12.20202
"944",107286207,"DnaJ heat shock protein family (Hsp40) member C17",190,93,146,148,116,76,81,89,154,68,97,113,82,113,103,84,165,97,155,68,77,126,151,119,142,119,110,123,103,184,1.452181,1.812057,1.50727,7.7066695,5.688889,8.39783,6.20657,10.8758,17.84337
"945",107286209,"GTP cyclohydrolase I feedback regulator",451,258,352,273,202,190,210,255,362,122,278,296,228,289,241,208,197,201,396,156,275,245,238,300,288,232,365,281,241,241,7.73391,20.8329,19.3964,11.76396,8.75041,8.23512,25.98425,26.71633,62.02637
"946",107286210,"regulator of microtubule dynamics 3",490,224,310,353,395,163,150,165,231,130,345,90,153,212,216,240,325,426,176,217,170,300,447,312,434,281,388,74,217,218,5.325876,6.050058,5.691084,17.75525044,18.07684854,17.38892,9.431509,12.598915,27.821808
"947",107286213,"NIMA related kinase 1",492,1341,914,942,405,646,395,762,1014,474,1006,562,792,473,739,614,638,499,1137,564,646,1358,1276,878,595,1043,780,208,728,429,1.8933783,2.382525,1.9809102,1.996092,3.6553901,3.353122,0.9272745,1.0594259,2.330391214
"948",107286217,"bromo adjacent homology domain containing 1",9,20,31,7,7,16,8,11,11,9,14,9,15,8,4,5,6,3,17,13,3,27,67,6,27,15,18,5,15,11,3.843036,5.978382,5.55938,8.311979,7.670748,9.58184,1.266109911,4.352147204,11.99624561
"949",107286222,"RAD51 recombinase",18,120,154,37,13,83,3,83,80,14,241,66,103,21,28,32,6,14,116,36,41,137,205,151,55,60,29,4,68,12,0.491248236,0.5092325,0.6530476,0.493098,0.484239166,0.32212569,0.16345,0.309528,0.475559
"950",107286223,"cytochrome c oxidase copper chaperone",276,184,247,485,158,211,165,261,189,199,185,170,153,338,206,199,171,162,326,134,234,224,148,268,215,376,200,608,393,188,62.825243,119.474683,125.176795,116.63055,77.2562,62.48153045,993.35,557.539,1870.95
"951",107286233,"popeye domain containing 2",5,21,17,7,4,25,81,11,9,3,20,8,9,4,1,7,3,6,9,2,7,41,8,20,18,31,5,4,28,5,276.249221,388.24946,387.52668,223.25084,366.53576,392.88866,26.7852,82.0185,430.562
"952",107286244,"QKI, KH domain containing, RNA binding",415,1213.99,1289,475,300,654,152,257,709,216,864,469,544,293,281,233,192,208,827,278,190,681,1622,625,692,676,446,172,977,347,211.83358,205.1171409,211.47079,46.110502,114.686418,113.445218,27.7738,164.101,193.507
"953",107286252,"tectorin beta",8,4,24,1.99,5,2,8,1,14,0,5,2,4,2,0,5,11,1,15,4,1,0,5,18,5,6,10,1,4,10,0.1878846,0.111923,0.114294,0,0,0,0,0,0
"954",107286253,"PARK2 co-regulated",49,369,387,223,96,227,18,166,234,82,203,128,188,47,30,164,25,41,449,78,179,498,138,364,85,375,82,47,178,37,0.258698,0.537098,0.372353,4.027589002,3.91383,2.822633,0.958747,2.17662,1.69239
"955",107286255,"acyl-CoA synthetase long-chain family member 5",34,53,42,10,62,23,10,9,14,5,31,12,12,62,9,48,12,5,35,13,3,20,54,34,25,43,21,7,21,33,2.9012759,4.589914,5.110493,8.017003,4.235881,4.01901,2.56148,3.136563,3.00048
"956",107286256,"vesicle transport through interaction with t-SNAREs 1A",64,74,74,61,29,65,15,15,42,13,67,46,39,27,28,16,28,11,78,17,25,37,112,51,48,54,36,15,74,26,4.1666956,3.7927161,4.083698,2.998617,3.950304,3.43538,5.62294,10.737,32.6814
"957",107286257,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",477,520,907,698,446,384,180,290,595,140,561,470,454,325,319,300,364,242,839,192,367,451,624,675,522,623,470,767,653,555,42.7948,50.380863,48.701885,116.02061,164.907441,144.544348,75.9892,95.3574,131.699
"958",107286266,"potassium voltage-gated channel subfamily C member 4",5,25,43,21,11,13,0,15,26,2,23,27,28,12,7,18,3,3,30,14,18,28,78,33,17,24,33,6,12,5,0.399134,0.301755,0.317439,2.5013016,6.041837,5.51736,2.080088,4.068619,9.38409
"959",107286267,"solute carrier family 6 member 17",0,4,1,1,3,3,0,4,5,2,2,0,1,1,1,0,0,0,2,4,0,1,5,1,1,0,0,1,3,1,1.504703,1.279814,1.24707995,0.267571,0.448912,0.399996,3.03031,5.36825,7.44039
"960",107286272,"ETS variant 6",16,3,10,4,7,7,7,15,5,6,6,10,4,5,5,4,12,5,14,7,6,10,32,13,23,5,9,11,8,13,4.465776,5.83633,5.31376,3.832358,2.50789,2.710316,1.2576057,6.12829,10.307282
"961",107286273,"LDL receptor related protein 6",13,13,23,3,3,9,3,3,7,8,13,7,12,3,6,9,4,0,19,8,5,12,25,10,19,13,13,13,22,16,12.0836929,10.9109099,10.8708168,3.111365,7.288738,5.394064,0.844822085,4.997503,5.127761
"962",107286292,"denticleless E3 ubiquitin protein ligase homolog",29,42,17,42,21,53,20,34,8,34.99,107,13,54,29,28,24,18,8,31,23,13,87,121.99,85,25,26,24.98,0,49,6,0.202651196,0.11627396,0.076340947,0.0204376,0.838291,0.152064,0.0799603,0.212796,0.165693
"963",107286293,"dephospho-CoA kinase domain containing",33,57,105,159,97,84,62,95,93,63,80,100,58,49,24,53,44,60,85,59,83,167,161,63,74,107,73,26,133,54,54.35216,72.04134,71.163517,21.55983,39.58794,27.11875,8.69686,30.421,38.031
"964",107286302,"integrator complex subunit 7",202,221,221,115,121,108,52,76,157,58,123,99,174,84,47,115,102,144,268,112,67,256,461,213,296,193,146,69,171,119,9.67382,10.43382,10.7120779,2.215614,2.56184374,3.563472537,0.48033,1.889106,4.2941983
"965",107286307,"ATP binding cassette subfamily A member 1",195,794,903,230,237,248,96,215,372,86,670.99,296,394,196,156,207,104,109,579,279,200,660,1082,387,528,795,258,67,419,154,3.347951,2.3767,2.14523,3.258973,4.888925,2.434966,0.6123355,2.012445,8.957428805
"966",107286315,"acyl-CoA thioesterase 12",47,69,100,41,23,52,16,14,53,31,36,65,48,20,34,27,18,26,42,22,29,43,120,51,86,73,49,7,85,21,0.1599256,0.144754,0.0832353,0,0,0,0.18873808,0.4584632,1.37618
"967",107286318,"Ras protein specific guanine nucleotide releasing factor 2",13,14,7,3,3,8,3,14,10,2,8,1,2,11,13,5,2,3,8,2,4,2,3,2,4,2,7,1,2.98,2,4.1507423,3.037581,3.504861,4.50377,1.834113,1.62652,4.9859211,7.256445,31.900795
"968",107286320,"jagged 1",173,775,1147,139,129,208,74,118,521,141,477,586,471,112,136,116,108,96,634,168,105,562,1834,482,584,381,150,102,579,237,2.034434,2.400482,2.456955,11.097505,17.403169,23.099465,1.91224,6.306,7.21105
"969",107286322,"tubulin gamma complex associated protein 6",148.24,333,218.32,133,96.35,212.95,92.12,104.82,207,110,203.3,106.94,136.59,82.59,129,124,80.47,124.94,228.49,137.65,59.29,219,320.83,155.65,259.41,207,147.18,73.06,142.94,165.18,7.7922788,11.3012159,8.6147655,14.7075291,25.94906,25.530275,0.822864001,3.738843,5.794425
"970",107286323,"transmembrane protein 206",119.07,196.21,188,87.11,61.13,60.39,50,52.23,108.22,47.03,87.59,94.09,79.02,56.73,68.01,63.46,67,78.13,134.14,39.04,74,65.02,202.13,109.2,143.78,110.54,98.06,40.47,75.03,92.16,2.33604,2.3471,2.32378,2.064391,2.321392,3.1005202,3.37974,6.55971,8.28712
"971",107286324,"histone deacetylase 10",337,70,89,246,211,112,183,108,145,196,47,121,29,198,136,97,222,290,86,155,85,46,81,81,166,55,214,102,51,255,9.9443071,12.1984135,11.494726,12.9484736,15.95896761,20.0252374,1.94393,4.780366,6.02374
"972",107286327,"zinc finger protein 800",485,305,388,353,231,109,149,222,297,131,319,101,138,201,234,169,332,331,221,223,163,208,314,298,358,265,400,185,325,225,0.776369795,0.9564155,1.109533,3.3613122,4.175902,5.5613467,1.651613,3.793351,11.614794
"973",107286329,"plexin B2",559,785,992,699,288,270,288,439,557,296,756,486,440,410,503,335,377,471,521,438,406,700,976,573,601,399,606,209,465,497,24.70645,42.347359,39.005015,37.25505,69.21082,66.1689,2.21727,8.31271,9.23819
"974",107286331,"selenoprotein O",53,49,49,56,34,33,34,40,60,31,39,20,13,41,77,30,32,36,31,26,49,27,28,39,66,27,58,21,36,19,9.75002,10.8102,10.981,17.31422,28.9728,25.8216,9.47896,15.1652,25.46996
"975",107286334,"protein phosphatase 2 regulatory subunit B', alpha",747,1630,1677,623,371,710,224,534,586,334,1438,497,658,314,423,450,293,355,1162,534,490,1106,1898,1126,940,1296,556,98,1093,194,40.1816996,39.4212968,38.5828526,10.1488,12.6068,12.7708,25.57349,38.2575,77.741
"976",107286336,"myosin regulatory light chain interacting protein",1115,2410,2568,990,927,1407,400,655,1136,502,1194,1190,907,513,766,718,678,641,2149,722,913,1961,2256,1634,2360,2183,1419,110,2103,202,5.472788,6.16578,6.51985,5.3724,6.89753,6.5173948,1.816947,4.846339,14.11266
"977",107286339,"RAN binding protein 9",1045,848,1050,555,558,556,467,445,921,421,822,671,630,510,430,502,520,402,967,415,455,674,882,786,985,686,740,443,660,942,11.3634,9.944411,9.392598,8.97045,8.80901,12.49307,6.83898,14.08384,38.72007
"978",107286342,"thiopurine S-methyltransferase",385,85,167,250,132,139,188,103,310,190,104,159,148,147,90,123,224,162,198,138,158,182,238,222,172,195,220,357,142,888,3.540829,2.625107,2.631481,2.15031,2.09053,1.77579,2.32963,6.096758,5.67686
"979",107286343,"transforming growth factor beta receptor III",16,28,23,12,4,15,7,4,19,6,23,13,1,11,12,8,11,17,21,12,7,13,14,9,27,12,30,8,15,7,13.435234,16.307859,19.56065,17.93888,10.24488679,10.6704,1.684748,10.80592,26.2975
"980",107286344,"lysine demethylase 1B",126,249,274,188,143,139,73,111,201,84,224,86,150,118,143,147,138,175,281,149,123,217,337,168,194,128,177,29,148,139,3.4787056,3.1037799,2.91342,4.566389,2.42384,2.925574,0.848944,7.207085017,6.025756
"981",107286350,"NHL repeat containing E3 ubiquitin protein ligase 1",2,17,17,9,15,29,1,5,8,10,11,9,10,9,8,13,2,3,12,7,4,12,23,29,17,8,9,5,22,4,3.10096,3.9258,3.64722,0.293913,1.12962,1.50761,1.22665,2.703,5.23451
"982",107286353,"chromosome unknown open reading frame, human C11orf70",60,269,216,145,64,144,22,259,182,69,273,117,271,86,54,252,89,23,608,124,227,578,208,461,64,384,136,25,173,28,0.608985,0.754226,0.616962,0.1510877,0.0839901,0.301124,1.97925,1.77807,8.26408
"983",107286361,"defective in cullin neddylation 1 domain containing 5",147,104,84,77,65,55,17,31,72,31,52,66,53,43,47,51,25,58,113,26,36,90,129,76,84,92,82,141,63,107,9.830355,9.74345,9.188414,11.6858,16.14148,16.254561,28.24596,17.97015,90.6575
"984",107286362,"dynein, cytoplasmic 2, heavy chain 1",607.42,748.79,842.68,608.9,269.58,550.61,125,779.42,1098.03,279,1109.79,496.29,929.34,315.72,185.18,696.93,270.2,266.55,977.2,435.91,669.65,1763.55,1456.53,871.93,666.04,941.3,586.31,98.63,826.84,306.6,0.5015688,0.243483,0.201139,4.063057,0.5240428,1.938569,0.603481,0.8956066,1.514659173
"985",107286376,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",79,211,197,66,65,102,41,65,123,59,118,63,88,57,78,98,92,76,188,103,37,142,620,130,173,80,87,17,145,53,5.0527544,4.1517231,4.2541921,13.390957,28.842356,30.079941,2.5643004,10.014417,15.4370776
"986",107286380,"ORMDL sphingolipid biosynthesis regulator 2",265,103,189,158,220,72,58,143,146,78,160,63,82,149,52,87,166,127,142,75,95,260,285,157,97,144,167,183,163,123.98,10.190323,8.934156,8.33963,18.487442,19.40306,18.52587,10.7417,16.1149,50.4541
"987",107286381,"limb development membrane protein 1-like",144,67,110,47,86,36,27,33,36,38,74,61,34,64,34,74,79,82,73,69,11,56,224,64,234,24,80,23,40,36,13.614529,20.501012,19.132677,32.45741,43.836237,39.68423492,1.721509,3.79763,3.5951
"988",107286388,"growth differentiation factor 11",2,6,3,1,0,2,0,1,5,1,3,2,0,1,0,2,1,2,3,0,1,5,0,1,8,1,3,7,3,2,0.554492,0.475959,0.47759,4.10977,6.18469,8.11717,0.216715,0.662921,1.53005
"989",107286391,"desert hedgehog",0,0,0,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,1,0,2,1,3,0,2,0,2,1,2,1,0.803457,0.5675724,0.469763,0.395113,0.663827,0.559412,0.0826669,0.630793,0.849533
"990",107286393,"peripherin",0,4,1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,4.99,0,3,5,0,0.98860494,0.5610431,0.514904,1.176505,1.241707,1.418399,0.0445626,0.952644,0.178367
"991",107286394,"PYM homolog 1, exon junction complex associated factor",30,31,53,28,25,19,9,16,30,9,31,46,35,17,14,22,33,19,47,11,20,52,74,40,27,27,28,32,31,31,3.537517,4.683418,5.393257,9.557243,10.33318,11.30599,23.9463,26.1399,102.196
"992",107286403,"proteasome subunit beta 3",2590,1546,2309,6872,1769,2711,679,2245,2396,1745,1842,3460,1243,1348,928,1233,1212,2084,2270,715,2437,4006,3894,2083,1909,4211,1518,6107,3435,2268,111.739938,149.83883,147.029101,56.54979,0.000242553,21.22645,111.149,121.684,404.952
"993",107286404,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",32.25,46.25,60.57,18,17.71,33,6.49,38,33.63,26,49.25,21,14.55,27,11.78,22.3,19.37,10,32.54,13.89,21,74,83,47.3,47.64,25,27.3,7,38,13.5,6.843941,7.404702,7.29057,9.88764,8.038528,11.71161,3.31827,11.609,25.8375
"994",107286410,"heat shock transcription factor 2 binding protein",36,2,12,3,4,3.99,6,5,6,5,4,12,12,15,8,2,2,3,11,11,7,17,10,19,50,1,33,1,2,5,0.2735289,0.3440484,0.6198021,0.106324,0,0.1582194,11.793638,19.197176,31.68428
"995",107286413,"peripherin 2 (retinal degeneration, slow)",0,1,4,0,0,0,0,2,0,0,3,1,2,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,1,3,0,0,0,0.357548,1.314,0.912103,0.0350941,0.27934,0.805042
"996",107286420,"synaptotagmin 14",4,6,9,2,3,11,0,4,23,1,6,6,12,5,2,0,3,2,10,3,3,7,27,6,8,7,1,3,9,3,0.0386966,0.04970912,0.03486024,0.4474218,0.1137583,0,0.0572206,0.12052,0.368656
"997",107286422,"hedgehog acyltransferase",20,41,22,9,12,6,9,32,26,4,29,14,31,6,15,21,3,10,21,19,7,50,121,24,18,6,17,1,11,5,1.9577329,1.9320315,1.6121619,0.4572564,0.8471517,1.085438022,0.14712785,0.971142,0.5649469
"998",107286428,"SRY-box 6",87,347,263,139,100,349,34,162,99,133,399,135,172,77,57,134,63,36,178,60,75,243,193,138,502,219,105,74,402,44,7.508768092,6.673484809,6.8810013,1.4715338,3.310136386,4.098873318,0.3446223,1.058935473,1.871797
"999",107286439,"nuclear receptor binding protein 1",136,106,97,103,95,111,89,93,120,96,124,159,91,64,63,103,55,76,115,83,69,186,376,127,244,137,58,88,143,71,57.442638,76.4361494,74.6517579,36.076522,42.68248,52.25737,10.6725,16.329512,16.2012
"1000",107286449,"solute carrier family 5 member 6",734,158,255,170,390,174,229,185,217,232,156,429,102,268,252,331,413,462,345,407,218,176,677,216,808,144,358,304,148,318,10.973907,12.587412,15.389273,6.124207,14.2399,12.089846,3.46835,5.64207,8.73572
"1001",107286462,"FK506 binding protein 6",0,9,10,5,2,28,1,8,5,20,44,18,10,3,2,12,2,2,10,5,3,51,7,15,0,4,0,0,39,0,0.0795503,0.0257918,0.0286427,0.238395,0.892051,0.3247431,0,0.115809,0
"1002",107286465,"NOP2/Sun RNA methyltransferase family member 5",255,145,247,109,131,112,46,105,97,110,166,311,101,104,100,91,97,92,241,73,95,168,288,183,295,121,122,169,207,107,10.48215,13.231888,12.745918,7.156424,13.876901,11.089314,2.65163,5.42476,4.29988
"1003",107286481,"elastin microfibril interfacer 1",8,25,25,8,5,15,9,7,18,6,21,22,13,9,7,7,5,6,22,10,11,36,77,30,19,13,11,5,8,6,10.219173,15.171112,13.686163,20.7645,25.938409,27.503753,1.001486,1.962727,9.499235
"1004",107286483,"PX domain containing 1",5,65,31,10,4,12,1,2,36,3,22,133,39,1,10,4,8,6,16,12,1,39,118,19,29,27,9,0,24,12,7.12583,7.06305,7.43467,19.53963,11.75969,13.41763,1.94581,2.07462,0.560525
"1005",107286499,"transmembrane BAX inhibitor motif containing 4",3658,1854,2655,2890,1772,1266,2648,3260,2547,1869,2713,2024,1680,2239,2516,2668,3388,4425,2741,1459,2305,2151,2935,2852,3003,2295,2501,583,2535,1555,95.066783,112.3588946,108.1130229,30.648821,24.4071531,26.303781,49.205704,70.0331,78.7206
"1006",107286507,"sacsin molecular chaperone",26,75,79,24,9,37,11,13,46,29,37,22,56,13,14,19,2,2,24,11,6,60,98,27,73,62,18,7,51,19,3.4104475,1.7422004,1.80482396,1.422661,3.053494081,2.0312448,0.1786051,1.696468,5.500886
"1007",107286511,"Sin3A associated protein 30kDa",28,85,75,42,22,34,9,23,66,20,52,39,39,27,12,31,11,20,82,18,33,49,60,53,61,61,44,36,50,16,2.96947,3.34192,3.66674,9.65471,4.94186,10.08018,4.21311,7.95433,11.9487
"1008",107286513,"glycine receptor alpha 3",0,9,3,2,0,5,0,0,2,3,2,0,1,0,0,1,0,1,0,0,0,3,0,1,2,14,1,0,4,2,0.0681147,0.00835036,0.03985596,0.0408813,0.0959681,0.0375911,0,0,0
"1009",107286520,"ribosomal protein L8",25398,13977,15294,14916,11431,11678,7496,7544,16341,7714,12138,18697,7155,10357,11185,7363,7130,6679,16867,6674,7148,8242,13767,18888,16828,10322,14555,32940,11340,13592,190.417191,286.519059,288.156378,2381.61413,1584.027315,1579.247831,450.86,503.303,901.092
"1010",107286522,"mediator complex subunit 14",138,123,179,85,112,104,48,71,122,61,134,112,85,79,89,89,85,100,188,94,53,105,231,107,202,99,116,61,115,108,9.48746,8.0619408,7.24745,8.11038,9.402291,9.5286,1.921138044,8.620617,0.080684209
"1011",107286523,"ATPase H+ transporting accessory protein 2",2454,2934,2787,2074,1372,1215,851,1030,1574,908,1798,2206,2257,994,1232,966,1214,1220,3120,1312,1080,1890,4169,2236,2537,2476,2188,463,1463,1401,4.59343,4.159957,3.35797,17.50597,15.32572,20.69952,11.207996,13.022407,0.481218
"1012",107286528,"tetraspanin 7",110,1053,673,277,217,877,50,185,214,164,580,310,235,117,120,91,37,71,652,140,80,521,509,274,400,687,137,80,1009,34,74.829203,82.398334,82.131441,39.13652,26.08816892,25.59273,35.9875,53.0106,0.309346
"1013",107286531,"ornithine carbamoyltransferase",3,8,10,2,7,5,3,2,7,3,16,0,8,1,2,4,1,0,6,3,1,11,13,22,9.99,11,5,2,10,3,0.03111,0.0266639,0.0140245,0.237122,0.159069,0,0.0736644,0.119151,0
"1014",107286534,"mitogen-activated protein kinase kinase kinase kinase 4",121,598,614,125,132,176,81,127,412,67,433,236,344,93,141.98,138,79,79,342,149,137,362,1052.94,388,446,353,154,29,344,109,54.440928,51.284169,51.676395,33.64840934,43.4609076,42.29289519,4.4415369,14.17066,9.544279
"1015",107286540,"paired like homeodomain 1",1,5,11,4,2,2,0,1,1,0,10,8,7,0,0,1,0,0,12,1,0,9,12,12,3,1,0,0,2,0,0.0146419,0.1132867,0.0660194,0.0681724,0.1525,0.105705,0,0.140336,0.272406
