Pm_pro,Pm_geneid,Pm_description,target_id,cro_vg.un.,cro_vg_1,cro_vg_2,cro_vg_3(surrogate)
XP_015672969.1,107288832,cell cycle control protein 50A,crovir-protein-8946,22.7919,28.5054,36.0657,29.121
XP_015672970.1,107288829,disintegrin and metalloproteinase domain-containing protein 12,crovir-protein-10408,0.156892,0.0491191,0,0.068670367
XP_015672973.1,107288833,filamin-A-interacting protein 1 isoform X3,crovir-protein-8945,0.703656,0.0734754,0.163164,0.3134318
XP_015672974.1,107288834,"potassium voltage-gated channel subfamily KQT member 5, partial",crovir-protein-8909,0,0,0,0
XP_015672975.1,107288835,probable ATP-dependent RNA helicase DDX43,crovir-protein-8908,0.425531,0.75623,0.609001,0.596920667
XP_015672978.1,107288838,cytoplasmic protein NCK2,crovir-protein-3383,15.7109,8.92852,11.8429,12.16077333
XP_015672979.1,107288840,"beta-galactoside alpha-2,6-sialyltransferase 2",crovir-protein-3381,0,0,0.127893,0.042631
XP_015672980.1,107288841,augurin,crovir-protein-3384,1.31803,0.139705,0.669787,0.709174
XP_015672981.1,107288842,carbonic anhydrase-related protein 10,crovir-protein-14463,0,0,0,0
XP_015672982.1,107288839,(E2-independent) E3 ubiquitin-conjugating enzyme FATS,crovir-protein-10405,0.567775,0,0.0442891,0.204021367
XP_015672984.2,107288844,mirror-image polydactyly gene 1 protein,crovir-protein-7247,1.38443,1.68911,1.57064,1.54806
XP_015672985.1,107288845,mitochondrial 2-oxodicarboxylate carrier,crovir-protein-7225,1.42953,1.12551,1.028,1.194346667
XP_015672992.1,107288850,gamma-aminobutyric acid receptor subunit gamma-2,crovir-protein-14022,0,0,0,0
XP_015672997.1,107288852,MBT domain-containing protein 1,crovir-protein-14282,0.654378,1.33193,1.40317,1.129826
XP_015672998.1,107288853,U3 small nucleolar RNA-associated protein 18 homolog,crovir-protein-14279,3.48246,2.85003,4.0093,3.447263333
XP_015673003.1,107288856,coiled-coil domain-containing protein 57,crovir-protein-14297,0.732908,0.59324,0.524093,0.616747
XP_015673004.1,107288857,fatty acid synthase,crovir-protein-14295,12.8893,18.6166,20.2052,17.23703333
XP_015673008.1,107288859,COP9 signalosome complex subunit 1 isoform X1,crovir-protein-14301,12.7597,10.9387,14.498,12.73213333
XP_015673010.1,107288860,"beta-1,3-N-acetylglucosaminyltransferase radical fringe",crovir-protein-14298,7.54509,8.94564,9.87335,8.788026667
XP_015673011.1,107288861,L-xylulose reductase,crovir-protein-14299,11.3968,5.55504,4.69405,7.215296667
XP_015673014.1,107288865,monocarboxylate transporter 4,crovir-protein-14281,1.19955,0.281602,0.555968,0.67904
XP_015673018.1,107288868,homeobox protein SIX2,crovir-protein-9661,0,0,0.0551593,0.018386433
XP_015673021.1,107288872,uncharacterized protein LOC107288872,crovir-protein-11544,13.5024,5.82836,5.33245,8.22107
XP_015673024.1,107288876,rho family-interacting cell polarization regulator 1,crovir-protein-11548,11.2381,19.561,27.578,19.45903333
XP_015673025.1,107288877,transcriptional repressor CTCF,crovir-protein-11549,13.1907,12.5333,12.5634,12.76246667
XP_015673026.1,107288878,uncharacterized protein LOC107288878,crovir-protein-11552,4.2329,6.72895,6.01077,5.65754
XP_015673032.1,107288883,probable palmitoyltransferase ZDHHC1,crovir-protein-11555,4.20134,2.91334,3.06258,3.39242
XP_015673033.1,107288884,tubulin polymerization-promoting protein family member 3,crovir-protein-11572,6.35513,0.507401,0.74775,2.536760333
XP_015673034.1,107288885,pyruvate dehydrogenase,crovir-protein-11580,2.72449,1.8586,1.53261,2.038566667
XP_015673035.1,107288887,NEDD8-activating enzyme E1 regulatory subunit,crovir-protein-11573,9.45906,8.90146,10.1952,9.518573333
XP_015673036.2,107288888,cytoplasmic dynein 1 light intermediate chain 2,crovir-protein-11571,13.0799,13.0131,15.4267,13.8399
XP_015673037.1,107288889,CKLF-like MARVEL transmembrane domain-containing protein 4,crovir-protein-11569,6.29406,3.93975,4.11536,4.783056667
XP_015673038.1,107288886,erythroid differentiation-related factor 1,crovir-protein-10410,2.60092,5.06475,5.33852,4.33473
XP_015673042.1,107288892,cadherin-5,crovir-protein-11577,0.778069,0.20323,0.376036,0.452445
XP_015673043.1,107288893,partitioning defective 6 homolog alpha,crovir-protein-11546,1.13228,0.753474,0.908611,0.931455
XP_015673046.1,107288897,translin-associated factor X-interacting protein 1,crovir-protein-11559,0,0,0,0
XP_015673047.1,107288898,centromere protein T,crovir-protein-11565,0.76662,0.322256,0.208397,0.432424333
XP_015673052.1,107288902,F-box/LRR-repeat protein 2,crovir-protein-11564,2.15478,0.900106,0.971627,1.342171
XP_015673054.2,107288904,LOW QUALITY PROTEIN: telomere repeats-binding bouquet formation protein 1,crovir-protein-11574,0.212186,0.0443621,0.0656577,0.107401933
XP_015673055.1,107288905,CKLF-like MARVEL transmembrane domain-containing protein 3,crovir-protein-11575,3.10178,0.937201,1.28669,1.775223667
XP_015673056.1,107288906,enkurin domain-containing protein 1,crovir-protein-11553,20.0968,8.20466,7.26245,11.85463667
XP_015673057.1,107288871,tumor necrosis factor alpha-induced protein 8-like protein 3,crovir-protein-11185,2.53092,8.93418,8.8765,6.780533333
XP_015673059.1,107288907,glucose-fructose oxidoreductase domain-containing protein 2,crovir-protein-11551,10.2697,6.93511,7.76063,8.321813333
XP_015673073.1,107288917,serine/threonine-protein kinase H1,crovir-protein-11556,0.497096,2.25425,2.09042,1.613922
XP_015673075.1,107288918,exocyst complex component 3-like protein,crovir-protein-11563,0.205377,0.171718,0.46067,0.279255
XP_015673077.1,107288920,engulfment and cell motility protein 3,crovir-protein-11561,4.6607,4.43648,4.67134,4.589506667
XP_015673078.1,107288921,transmembrane protein 208,crovir-protein-11560,524.784,442.231,590.679,519.2313333
XP_015673079.1,107288922,GTP-binding protein RAD,crovir-protein-11568,2.39515,0,0.187914,0.861021333
XP_015673080.1,107288923,protein BEAN1,crovir-protein-11579,0,0.206556,0.152002,0.119519333
XP_015673081.1,107288924,uridine 5\'-monophosphate synthase,crovir-protein-8149,3.14532,2.59498,2.45135,2.73055
XP_015673083.1,107288927,coiled-coil domain-containing protein 14,crovir-protein-8079,0.631599,0.263659,0.317187,0.404148333
XP_015673085.1,107288925,BRCA2 and CDKN1A-interacting protein,crovir-protein-10412,106.333,85.7089,107.56,99.8673
XP_015673087.1,107288930,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,crovir-protein-8115,4.84094,6.15224,8.35086,6.448013333
XP_015673088.2,107288931,integrin beta-5,crovir-protein-8224,3.24818,2.22272,2.5343,2.6684
XP_015673089.1,107288932,ropporin-1,crovir-protein-8078,0,0,0,0
XP_015673092.1,107288934,AP-2 complex subunit beta isoform X2,crovir-protein-9979,3.18584,3.71452,4.17038,3.690246667
XP_015673094.1,107288937,peroxisome assembly protein 12,crovir-protein-9983,1.09336,1.08481,1.26783,1.148666667
XP_015673095.1,107288935,fibronectin type 3 and ankyrin repeat domains protein 1,crovir-protein-10411,0,0,0.0172987,0.005766233
XP_015673096.1,107288938,protein unc-45 homolog B,crovir-protein-9981,0,0.0144862,0,0.004828733
XP_015673097.1,107288939,E3 ubiquitin-protein ligase rififylin,crovir-protein-9984,3.72153,2.82722,3.82451,3.457753333
XP_015673100.1,107288942,ras-like protein family member 10B,crovir-protein-9980,0,0,0.0916246,0.030541533
XP_015673102.1,107288944,tripartite motif-containing protein 55,crovir-protein-5067,0,0,0,0
XP_015673103.1,107288946,"high affinity cAMP-specific 3\',5\'-cyclic phosphodiesterase 7A",crovir-protein-5065,1.55882,1.47464,2.02824,1.687233333
XP_015673107.1,107288945,dedicator of cytokinesis protein 1,crovir-protein-10402,5.95704,7.88456,9.0294,7.623666667
XP_015673113.1,107288949,25-hydroxycholesterol 7-alpha-hydroxylase,crovir-protein-5070,0.789285,0.373387,0.459889,0.540853667
XP_015673124.1,107288958,zinc finger protein GLI2,crovir-protein-8077,0.108656,0.0452893,0.109008,0.0876511
XP_015673125.1,107288959,"CLIP-associating protein 1, partial",crovir-protein-8095,2.38301,2.30754,2.69497,2.46184
XP_015673126.1,107288961,inhibin beta B chain,crovir-protein-8116,0.189085,0.0197522,0.0438586,0.084231933
XP_015673127.1,107288962,transcription factor CP2-like protein 1,crovir-protein-8096,5.04442,23.2051,29.8579,19.36914
XP_015673128.1,107288963,rho GTPase-activating protein 18,crovir-protein-9186,4.25268,6.48076,6.7422,5.825213333
XP_015673130.1,107288964,"laminin subunit alpha-2, partial",crovir-protein-9185,0.361666,0.427055,0.348493,0.379071333
XP_015673131.1,107288965,E3 ubiquitin-protein ligase TRIM58,crovir-protein-14567,1.60294,0.126408,0.0934112,0.6075864
XP_015673132.1,107288966,heme transporter HRG1,crovir-protein-14565,13.615,7.86278,8.32639,9.934723333
XP_015673134.1,107288969,LOW QUALITY PROTEIN: histone deacetylase 7,crovir-protein-14564,5.41135,1.28212,1.28173,2.6584
XP_015673135.1,107288970,rap guanine nucleotide exchange factor 3,crovir-protein-14568,0.532467,2.11868,2.43333,1.694825667
XP_015673136.2,107288971,"LOW QUALITY PROTEIN: poly(U)-specific endoribonuclease, partial",crovir-protein-14566,1.25446,0,0,0.418153333
XP_015673137.1,107288973,caspase recruitment domain-containing protein 19,crovir-protein-13547,0.670333,1.14646,1.05595,0.957581
XP_015673138.1,107288974,"sushi domain-containing protein 3, partial",crovir-protein-13546,3.20428,1.03787,1.17396,1.80537
XP_015673141.1,107288976,ninjurin-1,crovir-protein-13549,1.35692,0.141909,0.385015,0.627948
XP_015673142.1,107288977,transmembrane protein 128,crovir-protein-14332,0.868516,2.60537,2.63392,2.035935333
XP_015673145.1,107288979,dihydropteridine reductase,crovir-protein-4651,18.2677,6.58684,8.32507,11.05987
XP_015673146.1,107288980,proton channel OTOP1,crovir-protein-14330,0,0,0,0
XP_015673147.1,107288981,"coiled-coil domain-containing protein 66, partial",crovir-protein-13517,1.21514,1.63407,1.51024,1.45315
XP_015673148.1,107288972,receptor-type tyrosine-protein phosphatase epsilon isoform X2,crovir-protein-10401,0.544252,0.0284996,0.084323,0.219024867
XP_015673150.1,107288983,probable ATP-dependent RNA helicase DDX47,crovir-protein-12027,5.05876,4.39569,5.79875,5.0844
XP_015673151.1,107288984,retinoic acid-induced protein 3,crovir-protein-12022,18.8381,19.7072,31.1199,23.22173333
XP_015673152.1,107288985,heme-binding protein 1,crovir-protein-12028,7.74429,6.53969,7.23674,7.173573333
XP_015673153.1,107288987,protein FAM234B,crovir-protein-12033,16.659,25.1193,28.8209,23.53306667
XP_015673154.1,107288988,epithelial membrane protein 1,crovir-protein-12032,14.0182,6.73946,14.4013,11.71965333
XP_015673155.1,107288989,"glutamate receptor ionotropic, NMDA 2B",crovir-protein-12035,0,0,0,0
XP_015673156.1,107288986,proliferation marker protein Ki-67,crovir-protein-10400,0.938413,0.463773,0.587729,0.663305
XP_015673159.1,107288992,RNA-binding protein 14,crovir-protein-12391,10.032,9.29751,13.5338,10.95443667
XP_015673162.2,107288994,"spectrin beta chain, non-erythrocytic 2",crovir-protein-12393,16.5444,21.4747,24.9112,20.97676667
XP_015673163.1,107288995,signal-induced proliferation-associated protein 1,crovir-protein-17381,3.75047,2.7857,3.85325,3.46314
XP_015673165.1,107288998,mitogen-activated protein kinase kinase kinase 11,crovir-protein-12377,14.7139,7.95806,10.2463,10.97275333
XP_015673166.1,107288999,potassium channel subfamily K member 1,crovir-protein-8144,0,0,0,0
XP_015673167.1,107288968,secretogranin-3,crovir-protein-15315,0.36937,1.82362,2.63847,1.610486667
XP_015673170.1,107289002,Sjoegren syndrome/scleroderma autoantigen 1,crovir-protein-2278,45.3862,19.9719,23.729,29.6957
XP_015673171.1,107289003,copper chaperone for superoxide dismutase,crovir-protein-4516,55.4177,39.7085,41.4356,45.5206
XP_015673175.1,107289004,testis-expressed protein 36,crovir-protein-10413,0.669403,0.212929,0.209388,0.363906667
XP_015673177.1,107289008,heterogeneous nuclear ribonucleoprotein A/B,crovir-protein-13862,157.354,151.774,196.804,168.644
XP_015673178.1,107289009,protein FAM13B,crovir-protein-13866,3.79851,9.12527,9.65782,7.5272
XP_015673186.1,107289015,protein Wnt-8a,crovir-protein-13867,0,0,0,0
XP_015673188.1,107289016,polycystic kidney disease 2-like 2 protein,crovir-protein-13868,0,0,0,0
XP_015673191.1,107289017,nucleoside diphosphate kinase homolog 5 isoform X2,crovir-protein-13860,0.675208,1.50355,1.63705,1.271936
XP_015673194.1,107289020,T-lymphocyte activation antigen CD80-like,crovir-protein-12287,0,0.0658762,0.097196,0.0543574
XP_015673196.1,107289021,ADP-ribosylarginine hydrolase,crovir-protein-12290,30.6173,21.2441,20.3827,24.08136667
XP_015673197.1,107289022,"complex I assembly factor TIMMDC1, mitochondrial",crovir-protein-12289,1.4588,1.65549,2.51474,1.876343333
XP_015673199.1,107289024,B-cell CLL/lymphoma 9 protein,crovir-protein-3759,1.61463,1.13828,1.66948,1.47413
XP_015673202.1,107289026,Golgi pH regulator B,crovir-protein-3760,13.6012,22.0714,22.3728,19.34846667
XP_015673203.1,107289027,charged multivesicular body protein 2b,crovir-protein-3754,41.5723,33.4372,36.5628,37.19076667
XP_015673204.1,107289029,"immunoglobulin superfamily member 3, partial",crovir-protein-12286,1.7452,0.519184,0.602505,0.955629667
XP_015673206.1,107289031,transcription cofactor vestigial-like protein 3,crovir-protein-3756,0,0.267616,0.158079,0.141898333
XP_015673210.2,107289034,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,crovir-protein-3757,0.380877,0.192788,0.0942323,0.222632433
XP_015673211.1,107289035,5-hydroxytryptamine receptor 1F,crovir-protein-3761,1.03037,0.652352,0.561921,0.748214333
XP_015673212.1,107289036,pituitary-specific positive transcription factor 1,crovir-protein-3755,0,0.218922,0.323262,0.180728
XP_015673218.1,107289038,E3 ubiquitin-protein ligase RNF13,crovir-protein-10812,14.4949,18.8778,19.9624,17.77836667
XP_015673225.2,107289047,kelch-like protein 32 isoform X1,crovir-protein-8985,1.01906,2.21337,3.17618,2.136203333
XP_015673226.1,107289049,protein MMS22-like,crovir-protein-8988,0.133836,0.125613,0.258364,0.172604333
XP_015673227.1,107289050,UPF0573 protein C2orf70 homolog,crovir-protein-9813,0,0,0,0
XP_015673229.1,107289048,protein ANKUB1,crovir-protein-10816,0.802803,0.608218,0.651916,0.687645667
XP_015673230.1,107289052,dynein regulatory complex protein 1,crovir-protein-9871,0,0,0,0
XP_015673231.1,107289053,calcium and integrin-binding family member 4,crovir-protein-9812,0,0,0.114983,0.038327667
XP_015673240.1,107289059,COMM domain-containing protein 2,crovir-protein-10815,11.8018,6.62568,7.68212,8.7032
XP_015673249.1,107289075,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3,crovir-protein-14150,110.011,109.951,121.78,113.914
XP_015673250.1,107289072,F-box-like/WD repeat-containing protein TBL1XR1,crovir-protein-10929,2.56723,0.488261,0.523834,1.193108333
XP_015673251.1,107289076,cytochrome b-245 chaperone 1,crovir-protein-14149,6.23787,4.37715,4.56198,5.059
XP_015673253.1,107289078,nuclear prelamin A recognition factor,crovir-protein-14152,7.60825,8.01002,11.7859,9.134723333
XP_015673256.1,107289081,CD276 antigen,crovir-protein-14148,1.86242,0.219166,0.324324,0.80197
XP_015673259.1,107289086,fermitin family homolog 2,crovir-protein-6921,4.59989,4.16338,4.02633,4.2632
XP_015673261.1,107289087,glucosamine 6-phosphate N-acetyltransferase,crovir-protein-6922,28.422,31.277,44.4399,34.71296667
XP_015673262.1,107289088,serine/threonine/tyrosine-interacting protein isoform X1,crovir-protein-6924,9.55789,8.96934,11.1737,9.90031
XP_015673264.1,107289089,26S proteasome regulatory subunit 10B,crovir-protein-6923,93.236,97.6161,116.013,102.2883667
XP_015673265.1,107289090,E3 ubiquitin-protein ligase TRIM9,crovir-protein-6978,0,0.406631,0.601909,0.33618
XP_015673266.1,107289091,integral membrane protein GPR137C,crovir-protein-6968,0.420576,0.176997,0.163469,0.253680667
XP_015673270.1,107289096,ERO1-like protein alpha,crovir-protein-6920,14.6024,18.3984,20.0182,17.673
XP_015673276.1,107289099,Krueppel-like factor 15,crovir-protein-6290,1.21855,1.09057,0.713093,1.007404333
XP_015673277.1,107289100,ETS domain-containing protein Elk-4,crovir-protein-6293,9.79164,3.33627,3.17885,5.435586667
XP_015673278.1,107289101,major facilitator superfamily domain-containing protein 4A,crovir-protein-6289,0,0.035991,0.00888447,0.01495849
XP_015673279.1,107289068,lysM and putative peptidoglycan-binding domain-containing protein 2,crovir-protein-15311,93.7911,199.511,262.371,185.2243667
XP_015673280.1,107289104,cyclin-dependent kinase 18,crovir-protein-6276,0.577556,1.36166,1.02945,0.989555333
XP_015673281.1,107289105,NUAK family SNF1-like kinase 2,crovir-protein-6277,1.56961,0.831995,0.565571,0.989058667
XP_015673282.1,107289106,transmembrane and coiled-coil domains protein 2,crovir-protein-6283,0.131723,0,0.0305127,0.054078567
XP_015673284.1,107289107,dual serine/threonine and tyrosine protein kinase,crovir-protein-6286,0.966241,0.951642,1.0947,1.004194333
XP_015673288.1,107289110,ras-related protein Rab-7L1,crovir-protein-6296,2.21209,1.61601,2.12416,1.984086667
XP_015673289.1,107289111,LEM domain-containing protein 1,crovir-protein-6279,1.37022,0.290679,0.696736,0.785878333
XP_015673291.1,107289113,kelch domain-containing protein 8A,crovir-protein-6278,0.678862,0.0354365,0,0.2380995
XP_015673292.2,107289114,LOW QUALITY PROTEIN: transmembrane protein 81,crovir-protein-6288,5.203,5.48,6.49642,5.726473333
XP_015673293.1,107289115,contactin-2,crovir-protein-6284,0.150815,0.0157359,0.0233004,0.063283767
XP_015673295.1,107289116,G-protein coupled estrogen receptor 1,crovir-protein-1579,0,0,0,0
XP_015673296.1,107289117,uncharacterized protein C7orf50 homolog,crovir-protein-1574,100.392,95.4253,92.4995,96.1056
XP_015673297.1,107289118,probable G-protein coupled receptor 146,crovir-protein-1581,1.2297,2.408,4.89744,2.845046667
XP_015673300.1,107289120,COP9 signalosome complex subunit 3,crovir-protein-1590,52.5884,36.7014,44.0407,44.4435
