Orthogroup	H_sapiens.pep	A_carolinensis.pep
OG0003485	ENSG00000112159.12, ENSG00000288121.1	ENSACAG00000014404.3
OG0003486	ENSG00000179348.12	ENSACAG00000005811.3
OG0003487	ENSG00000153989.8	ENSACAG00000014322.3
OG0003488	ENSG00000130347.13	ENSACAG00000005683.3
OG0003489	ENSG00000146285.14	ENSACAG00000005791.3
OG0003490	ENSG00000183137.14	ENSACAG00000006164.3
OG0003491	ENSG00000168301.13	ENSACAG00000011662.3
OG0003492	ENSG00000146247.14	ENSACAG00000004587.3
OG0003493	ENSG00000112701.18	ENSACAG00000004989.3
OG0003494	ENSG00000118407.15	ENSACAG00000005030.2
OG0003495	ENSG00000154269.15	ENSACAG00000001394.3
OG0003496	ENSG00000126012.11, ENSG00000012817.15	ENSACAG00000004854.3
OG0003497	ENSG00000156959.9	ENSACAG00000026164.2
OG0003498	ENSG00000135521.9, ENSG00000280148.1	ENSACAG00000007964.3
OG0003499	ENSG00000197081.14	ENSACAG00000022187.1, ENSACAG00000003664.3
OG0003500	ENSG00000146457.16	ENSACAG00000004478.2
OG0003501	ENSG00000235754.7, ENSG00000226215.6, ENSG00000231974.6, ENSG00000204444.11, ENSG00000224290.7, ENSG00000206409.8, ENSG00000227567.7	ENSACAG00000012357.3
OG0003502	ENSG00000155816.20	ENSACAG00000003646.3
OG0003503	ENSG00000282984.2, ENSG00000285053.1, ENSG00000284770.2	ENSACAG00000001489.3
OG0003504	ENSG00000188739.15	ENSACAG00000001253.3
OG0003505	ENSG00000168275.15	ENSACAG00000001141.2
OG0003506	ENSG00000212916.4	ENSACAG00000000728.2
OG0003507	ENSG00000143819.12	ENSACAG00000010116.3, ENSACAG00000005795.3
OG0003508	ENSG00000115760.14	ENSACAG00000008607.3
OG0003509	ENSG00000178222.13	ENSACAG00000008448.2
OG0003510	ENSG00000115808.12	ENSACAG00000008157.3
OG0003511	ENSG00000162961.14	ENSACAG00000000767.3
OG0003512	ENSG00000117650.13	ENSACAG00000016319.3
OG0003513	ENSG00000042781.14	ENSACAG00000005658.3
OG0003514	ENSG00000172954.13	ENSACAG00000007421.3
OG0003515	ENSG00000143768.13, ENSG00000243709.1	ENSACAG00000005997.2
OG0003516	ENSG00000172005.11	ENSACAG00000014565.3
OG0003517	ENSG00000115875.19	ENSACAG00000006082.3
OG0003602	ENSG00000285248.2, ENSG00000196497.17	ENSACAG00000003973.3, ENSACAG00000007943.3
OG0003603	ENSG00000171729.14	ENSACAG00000011572.2
OG0003604	ENSG00000149591.17	ENSACAG00000001926.3
OG0003605	ENSG00000101901.12	ENSACAG00000013358.2, ENSACAG00000013362.2
OG0003606	ENSG00000142798.20	ENSACAG00000022959.2, ENSACAG00000012619.3
OG0003607	ENSG00000205336.12	ENSACAG00000015322.3
OG0003608	ENSG00000142627.13	ENSACAG00000006266.3
OG0003609	ENSG00000198721.12	ENSACAG00000002698.3
OG0003610	ENSG00000159579.14	ENSACAG00000006680.2
OG0003611	ENSG00000143368.10	ENSACAG00000010019.3
OG0003612	ENSG00000014914.21	ENSACAG00000010043.3, ENSACAG00000027514.1
OG0003613	ENSG00000138614.15	ENSACAG00000004673.2
OG0003614	ENSG00000124786.11	ENSACAG00000008892.3
OG0003615	ENSG00000174485.15	ENSACAG00000004531.3
OG0003617	ENSG00000111846.17, ENSG00000285222.1	ENSACAG00000022350.2
OG0003618	ENSG00000165449.11	ENSACAG00000001625.2
OG0003619	ENSG00000111863.12	ENSACAG00000008530.3
OG0003620	ENSG00000065413.20	ENSACAG00000013601.3
OG0003621	ENSG00000282853.2, ENSG00000104823.9	ENSACAG00000009891.3
OG0003622	ENSG00000163913.11	ENSACAG00000014304.3
OG0003623	ENSG00000165525.18	ENSACAG00000026588.1, ENSACAG00000001217.2
OG0003624	ENSG00000260272.1, ENSG00000162065.14	ENSACAG00000001657.3
OG0003625	ENSG00000120925.16	ENSACAG00000005721.3
OG0003626	ENSG00000129071.9	ENSACAG00000014733.3
OG0003627	ENSG00000168172.9	ENSACAG00000005732.3
OG0003628	ENSG00000134077.16	ENSACAG00000014974.3
OG0003629	ENSG00000160058.18	ENSACAG00000004790.3
OG0003630	ENSG00000160062.15	ENSACAG00000004819.2
OG0003631	ENSG00000130939.20	ENSACAG00000012967.3
OG0003632	ENSG00000282013.1, ENSG00000262334.6, ENSG00000181031.16	ENSACAG00000015466.3
OG0003633	ENSG00000173207.13	ENSACAG00000015851.3
OG0003634	ENSG00000204131.9	ENSACAG00000023962.2
OG0003635	ENSG00000100628.12, ENSG00000278693.3	ENSACAG00000008625.3, ENSACAG00000025430.2
OG0003636	ENSG00000270757.1, ENSG00000115540.15	ENSACAG00000009417.2
OG0003637	ENSG00000115524.16	ENSACAG00000009612.3
OG0003638	ENSG00000115368.10	ENSACAG00000014497.3, ENSACAG00000023371.1
OG0003639	ENSG00000169083.17	ENSACAG00000009496.3
OG0003640	ENSG00000281886.3, ENSG00000163810.12	ENSACAG00000004309.3, ENSACAG00000001559.3, ENSACAG00000004168.2
OG0003641	ENSG00000163807.6, ENSG00000281665.2	ENSACAG00000004405.3
OG0003642	ENSG00000105996.7	ENSACAG00000010430.1
OG0003643	ENSG00000164535.15	ENSACAG00000012889.3
OG0003644	ENSG00000054118.15	ENSACAG00000002180.3
OG0003645	ENSG00000088367.23	ENSACAG00000001851.3
OG0003646	ENSG00000163781.14	ENSACAG00000004246.3
OG0003647	ENSG00000157045.9, ENSG00000275779.4	ENSACAG00000003857.3
OG0003648	ENSG00000106624.11	ENSACAG00000022067.2
OG0003649	ENSG00000106636.8	ENSACAG00000011947.3
OG0003650	ENSG00000015676.18	ENSACAG00000002043.3
OG0003651	ENSG00000196456.13	ENSACAG00000012907.2, ENSACAG00000025627.1, ENSACAG00000024888.1, ENSACAG00000024637.1
OG0003652	ENSG00000106266.11	ENSACAG00000009015.3
OG0003653	ENSG00000106263.18	ENSACAG00000014178.2, ENSACAG00000008874.3
OG0003654	ENSG00000156261.13	ENSACAG00000009947.2, ENSACAG00000001784.3
OG0003655	ENSG00000131263.13	ENSACAG00000002725.2
OG0003656	ENSG00000106009.16	ENSACAG00000008687.3
OG0003657	ENSG00000257315.2	ENSACAG00000025489.1, ENSACAG00000023976.1, ENSACAG00000022559.1, ENSACAG00000026523.1, ENSACAG00000023674.1, ENSACAG00000025515.1, ENSACAG00000022031.1, ENSACAG00000025215.1, ENSACAG00000024054.1, ENSACAG00000022825.1
OG0003658	ENSG00000106355.10	ENSACAG00000009530.2
OG0003659	ENSG00000146535.14	ENSACAG00000008583.2
OG0003660	ENSG00000118263.15	ENSACAG00000009642.3
OG0003661	ENSG00000105948.13	ENSACAG00000003343.3
OG0003662	ENSG00000140983.14	ENSACAG00000000730.3
OG0003663	ENSG00000183671.12, ENSG00000283448.1	ENSACAG00000001415.3
OG0003664	ENSG00000101966.12	ENSACAG00000011578.3
OG0003665	ENSG00000085117.12	ENSACAG00000013616.2, ENSACAG00000014373.3
OG0003666	ENSG00000131653.13	ENSACAG00000022050.2
OG0003667	ENSG00000102290.22, ENSG00000099715.14	ENSACAG00000013734.3
OG0003668	ENSG00000102921.8	ENSACAG00000006034.3
OG0003669	ENSG00000117308.15	ENSACAG00000005183.2
OG0003670	ENSG00000284571.2, ENSG00000177731.16	ENSACAG00000009333.2
OG0003671	ENSG00000188452.14	ENSACAG00000026349.2, ENSACAG00000003647.3
OG0003672	ENSG00000105223.20	ENSACAG00000003037.3
OG0003673	ENSG00000118162.14	ENSACAG00000013757.3
OG0003674	ENSG00000138347.15	ENSACAG00000010443.3
OG0003675	ENSG00000142676.14	ENSACAG00000005058.2
OG0003676	ENSG00000183853.18	ENSACAG00000011026.3
OG0003677	ENSG00000131626.18, ENSG00000288198.1	ENSACAG00000003711.3
OG0003678	ENSG00000171862.11, ENSG00000284792.1	ENSACAG00000015101.3
OG0003679	ENSG00000170935.8	ENSACAG00000015128.2
OG0003680	ENSG00000198964.14	ENSACAG00000015253.3
OG0003682	ENSG00000205476.9	ENSACAG00000013054.3
OG0003683	ENSG00000112599.9	ENSACAG00000006000.2, ENSACAG00000013926.2
OG0003684	ENSG00000183576.13	ENSACAG00000013052.3, ENSACAG00000012980.3
OG0003685	ENSG00000284969.1, ENSG00000085063.16	ENSACAG00000028660.1
OG0003686	ENSG00000156502.14	ENSACAG00000009685.3
OG0003687	ENSG00000275618.2, ENSG00000103429.11	ENSACAG00000005239.3
OG0003688	ENSG00000135374.10	ENSACAG00000013095.2
OG0003689	ENSG00000278259.4, ENSG00000278372.4	ENSACAG00000009314.3
OG0003690	ENSG00000131165.15	ENSACAG00000028813.1
OG0003691	ENSG00000287908.1, ENSG00000240771.8	ENSACAG00000027271.1, ENSACAG00000007181.3, ENSACAG00000017096.3
OG0003692	ENSG00000185324.22	ENSACAG00000017200.2
OG0003693	ENSG00000236104.3, ENSG00000237056.5, ENSG00000206280.7, ENSG00000227780.5, ENSG00000229253.5	ENSACAG00000008573.2
OG0003694	ENSG00000117614.10	ENSACAG00000026777.1, ENSACAG00000013653.2
OG0003695	ENSG00000049541.11	ENSACAG00000000704.3
OG0003696	ENSG00000164713.10	ENSACAG00000001948.2
OG0003697	ENSG00000157978.12	ENSACAG00000003457.3, ENSACAG00000013849.3
OG0003698	ENSG00000003393.15	ENSACAG00000000724.3
OG0003699	ENSG00000188157.15	ENSACAG00000001639.2
OG0003700	ENSG00000145623.13	ENSACAG00000009942.3
OG0003701	ENSG00000104643.10, ENSG00000285032.2	ENSACAG00000010974.3
OG0003702	ENSG00000003402.20	ENSACAG00000001747.3
OG0003703	ENSG00000164190.19	ENSACAG00000009312.3
OG0003704	ENSG00000115942.9	ENSACAG00000001915.3
OG0003705	ENSG00000109854.13	ENSACAG00000016668.3
OG0003706	ENSG00000259332.3, ENSG00000136371.10	ENSACAG00000011900.3
OG0003707	ENSG00000278749.1, ENSG00000255181.3	ENSACAG00000002507.2
OG0003708	ENSG00000130559.19	ENSACAG00000012430.3
OG0003709	ENSG00000065809.13	ENSACAG00000000917.3
OG0003710	ENSG00000131148.9	ENSACAG00000005492.2
OG0003711	ENSG00000154479.13	ENSACAG00000017049.3
OG0003712	ENSG00000125459.16	ENSACAG00000003252.2
OG0003713	ENSG00000113494.17	ENSACAG00000008737.3
OG0003714	ENSG00000104894.12	ENSACAG00000017465.3
OG0003715	ENSG00000164035.10	ENSACAG00000029143.1
OG0003716	ENSG00000138382.15	ENSACAG00000016988.3
OG0003717	ENSG00000113456.19	ENSACAG00000008562.3
OG0003718	ENSG00000153774.9	ENSACAG00000007575.3
OG0003719	ENSG00000196544.8	ENSACAG00000011402.2
OG0003720	ENSG00000119574.13	ENSACAG00000010650.3
OG0003721	ENSG00000130726.12	ENSACAG00000010694.3
OG0003722	ENSG00000145331.14	ENSACAG00000012162.3
OG0003723	ENSG00000130724.9	ENSACAG00000010711.3
OG0003725	ENSG00000136986.10	ENSACAG00000009423.3
OG0003726	ENSG00000159082.17	ENSACAG00000023409.1, ENSACAG00000003006.3
OG0003727	ENSG00000148459.16	ENSACAG00000008138.3, ENSACAG00000008328.3
OG0003728	ENSG00000163382.12	ENSACAG00000027313.1
OG0003729	ENSG00000160818.16	ENSACAG00000026359.2
OG0003730	ENSG00000126749.16	ENSACAG00000007210.3
OG0003731	ENSG00000121579.13	ENSACAG00000006751.3
OG0003732	ENSG00000114573.10	ENSACAG00000006766.2
OG0003733	ENSG00000142166.13	ENSACAG00000014749.2
OG0003734	ENSG00000065518.8	ENSACAG00000011462.3
OG0003736	ENSG00000197530.12	ENSACAG00000014735.2
OG0003737	ENSG00000081721.12	ENSACAG00000008356.3
OG0003738	ENSG00000282019.1, ENSG00000105220.17	ENSACAG00000001111.2
OG0003739	ENSG00000066654.14	ENSACAG00000009625.3, ENSACAG00000022881.2
OG0003740	ENSG00000196678.14	ENSACAG00000009743.3
OG0003741	ENSG00000283997.1, ENSG00000011638.10	ENSACAG00000028757.1
OG0003742	ENSG00000133138.20	ENSACAG00000005730.3, ENSACAG00000026636.2
OG0003743	ENSG00000255663.1, ENSG00000076053.10	ENSACAG00000011589.2
OG0003744	ENSG00000079150.18	ENSACAG00000017249.2
OG0003745	ENSG00000136935.14	ENSACAG00000008600.3
OG0003746	ENSG00000278788.4, ENSG00000064932.16	ENSACAG00000010387.3, ENSACAG00000006370.3
OG0003747	ENSG00000162728.5	ENSACAG00000016136.3
OG0003748	ENSG00000138621.12	ENSACAG00000017160.3
OG0003749	ENSG00000166411.14	ENSACAG00000006101.3
OG0003750	ENSG00000033327.13, ENSG00000215568.9	ENSACAG00000012306.3
OG0003751	ENSG00000002587.10	ENSACAG00000005574.2
OG0003752	ENSG00000158555.15	ENSACAG00000002220.2, ENSACAG00000002310.3
OG0003754	ENSG00000285069.2, ENSG00000130766.5	ENSACAG00000010993.3
OG0003755	ENSG00000101132.10	ENSACAG00000006507.3
OG0003756	ENSG00000274391.4, ENSG00000132958.17	ENSACAG00000016678.3, ENSACAG00000022113.2
OG0003757	ENSG00000108932.12	ENSACAG00000002003.3
OG0003758	ENSG00000141759.15	ENSACAG00000001310.3, ENSACAG00000029100.1
OG0003759	ENSG00000100426.7	ENSACAG00000009133.3
OG0003760	ENSG00000282956.1, ENSG00000151276.23	ENSACAG00000002177.3
OG0003761	ENSG00000092203.15	ENSACAG00000002921.3
OG0003762	ENSG00000122068.13	ENSACAG00000002796.3
OG0003763	ENSG00000147457.14	ENSACAG00000016634.3
OG0003764	ENSG00000140285.10	ENSACAG00000015899.2
OG0003765	ENSG00000106077.18	ENSACAG00000013579.1
OG0003766	ENSG00000267796.8	ENSACAG00000016621.3
OG0003767	ENSG00000114405.10	ENSACAG00000029289.1
OG0003768	ENSG00000162852.14	ENSACAG00000000298.3, ENSACAG00000025536.2
OG0003769	ENSG00000124228.14	ENSACAG00000001875.3
OG0003770	ENSG00000165233.18	ENSACAG00000015506.3
OG0003771	ENSG00000278311.5, ENSG00000275099.2	ENSACAG00000002577.3
OG0003772	ENSG00000284282.3, ENSG00000058600.16	ENSACAG00000012516.3
OG0003773	ENSG00000127511.9	ENSACAG00000001811.2
OG0003774	ENSG00000172977.13	ENSACAG00000008839.2
OG0003775	ENSG00000285048.2, ENSG00000213928.9	ENSACAG00000003946.3, ENSACAG00000025630.2
OG0003776	ENSG00000117448.13	ENSACAG00000015042.3
OG0003777	ENSG00000163170.12	ENSACAG00000006166.2
OG0003778	ENSG00000069974.16	ENSACAG00000006873.2
OG0003779	ENSG00000165282.14	ENSACAG00000011686.2
OG0003780	ENSG00000277401.4, ENSG00000104067.16	ENSACAG00000000216.3
OG0003781	ENSG00000065911.12	ENSACAG00000006176.3
OG0003782	ENSG00000284548.3, ENSG00000197006.14	ENSACAG00000012704.2
OG0003783	ENSG00000213465.8	ENSACAG00000003536.1
OG0003784	ENSG00000128655.18, ENSG00000284741.1	ENSACAG00000012077.3
OG0003785	ENSG00000142687.18	ENSACAG00000014522.3
OG0003786	ENSG00000267618.5	ENSACAG00000027177.1
OG0003787	ENSG00000254858.10	ENSACAG00000027644.1
OG0003788	ENSG00000266028.7	ENSACAG00000012891.3, ENSACAG00000003223.3
OG0003789	ENSG00000117013.17	ENSACAG00000012490.3
OG0003790	ENSG00000162517.13	ENSACAG00000012399.3
OG0003791	ENSG00000126953.8	ENSACAG00000008289.2
OG0003792	ENSG00000120686.12	ENSACAG00000001990.2
OG0003793	ENSG00000129566.13	ENSACAG00000008296.3
OG0003794	ENSG00000285200.2, ENSG00000213920.9, ENSG00000255526.6, ENSG00000285425.1	ENSACAG00000004003.2
OG0003795	ENSG00000103168.16	ENSACAG00000025553.2, ENSACAG00000029456.1
OG0003796	ENSG00000157423.18, ENSG00000283022.2	ENSACAG00000001073.3
OG0003797	ENSG00000129925.11	ENSACAG00000015267.2
OG0003798	ENSG00000122512.16	ENSACAG00000013264.3
OG0003799	ENSG00000136305.11, ENSG00000285199.1	ENSACAG00000004392.3
OG0003800	ENSG00000169402.15, ENSG00000155026.16	ENSACAG00000005321.3, ENSACAG00000026583.1
OG0003801	ENSG00000149557.14	ENSACAG00000000745.3
OG0003802	ENSG00000147262.4	ENSACAG00000007751.2, ENSACAG00000008748.2
OG0003803	ENSG00000120509.10	ENSACAG00000004430.3
OG0003804	ENSG00000247626.5	ENSACAG00000008856.3
OG0003805	ENSG00000104973.18	ENSACAG00000026142.2, ENSACAG00000013334.2
OG0003806	ENSG00000164715.6	ENSACAG00000012302.3
OG0003807	ENSG00000142609.18	ENSACAG00000010844.3, ENSACAG00000010887.3
OG0003808	ENSG00000102081.14	ENSACAG00000007899.2
OG0003809	ENSG00000005339.15	ENSACAG00000012380.2
OG0003810	ENSG00000112406.5	ENSACAG00000004917.3
OG0003812	ENSG00000186625.14	ENSACAG00000006866.2
OG0003813	ENSG00000107833.10	ENSACAG00000011936.3
OG0003814	ENSG00000204147.10, ENSG00000188611.15	ENSACAG00000008809.3
OG0003815	ENSG00000198408.14	ENSACAG00000011944.3
OG0003816	ENSG00000168502.17	ENSACAG00000003392.3
OG0003817	ENSG00000099364.16	ENSACAG00000007651.3
OG0003818	ENSG00000198728.11	ENSACAG00000012317.3
OG0003819	ENSG00000155906.19	ENSACAG00000006275.3
OG0003820	ENSG00000092621.12	ENSACAG00000009931.3
OG0003822	ENSG00000266472.5	ENSACAG00000003279.3
OG0003823	ENSG00000254093.9	ENSACAG00000028950.1
OG0003824	ENSG00000171735.19	ENSACAG00000005047.3
OG0003825	ENSG00000275122.4, ENSG00000172673.10	ENSACAG00000010504.3
OG0003826	ENSG00000169519.21	ENSACAG00000005851.3
OG0003827	ENSG00000177556.12	ENSACAG00000028860.1
OG0003828	ENSG00000196569.12	ENSACAG00000013846.2
OG0003829	ENSG00000277033.2, ENSG00000175711.8	ENSACAG00000017538.2, ENSACAG00000029310.1
OG0003830	ENSG00000198265.12	ENSACAG00000000206.3
OG0003831	ENSG00000177238.14	ENSACAG00000006665.3
OG0003832	ENSG00000196155.13	ENSACAG00000002571.3
OG0003833	ENSG00000186665.9	ENSACAG00000000317.2
OG0003834	ENSG00000109572.14	ENSACAG00000015662.3
OG0003835	ENSG00000036672.16	ENSACAG00000027046.2
OG0003836	ENSG00000154889.17	ENSACAG00000014266.2
OG0003837	ENSG00000129675.16	ENSACAG00000009401.2
OG0003838	ENSG00000136960.12	ENSACAG00000008571.3
OG0003839	ENSG00000115263.15	ENSACAG00000014182.3
OG0003840	ENSG00000165424.7	ENSACAG00000004401.3
OG0003841	ENSG00000099821.14	ENSACAG00000000515.3
OG0003842	ENSG00000160111.13	ENSACAG00000001905.3
OG0003843	ENSG00000171311.13	ENSACAG00000002101.2
OG0003844	ENSG00000197312.12, ENSG00000170967.5	ENSACAG00000013614.2
OG0003845	ENSG00000171551.12	ENSACAG00000011262.3, ENSACAG00000023907.1
OG0003846	ENSG00000133226.17	ENSACAG00000017848.3
OG0003847	ENSG00000118308.15	ENSACAG00000017012.3, ENSACAG00000022608.2
OG0003848	ENSG00000205707.11	ENSACAG00000016967.3
OG0003849	ENSG00000186318.16	ENSACAG00000001353.3
OG0003850	ENSG00000048707.15	ENSACAG00000026003.2, ENSACAG00000014894.3
OG0003851	ENSG00000124225.16	ENSACAG00000016364.3
OG0003852	ENSG00000196547.15	ENSACAG00000004290.2
OG0003853	ENSG00000182511.12	ENSACAG00000028292.1, ENSACAG00000004439.3
OG0003854	ENSG00000105701.16	ENSACAG00000004837.1
OG0003855	ENSG00000087586.17	ENSACAG00000015968.3
OG0003856	ENSG00000175203.15	ENSACAG00000006740.3
OG0003857	ENSG00000163220.11, ENSG00000163221.9	ENSACAG00000013902.3
OG0003858	ENSG00000062725.10	ENSACAG00000015263.3
OG0003859	ENSG00000285132.2, ENSG00000164733.21	ENSACAG00000015051.3
OG0003860	ENSG00000163817.16	ENSACAG00000014213.3
OG0003861	ENSG00000147180.16	ENSACAG00000014034.3
OG0003862	ENSG00000163820.15	ENSACAG00000014119.2
OG0003863	ENSG00000188419.14, ENSG00000203668.2	ENSACAG00000013859.3
OG0003864	ENSG00000167889.12	ENSACAG00000016117.3, ENSACAG00000027671.1
OG0003865	ENSG00000152952.12	ENSACAG00000006657.3
OG0003866	ENSG00000274791.1, ENSG00000277150.1, ENSG00000277203.1	ENSACAG00000015665.2
OG0003867	ENSG00000115241.11	ENSACAG00000004314.3, ENSACAG00000024973.1
OG0003868	ENSG00000163959.10	ENSACAG00000006992.3
OG0003869	ENSG00000130826.18	ENSACAG00000015600.3
OG0003870	ENSG00000170248.15	ENSACAG00000013370.3
OG0003871	ENSG00000167775.11	ENSACAG00000023207.2, ENSACAG00000026185.1
OG0003872	ENSG00000164976.9	ENSACAG00000005955.1, ENSACAG00000005959.2
OG0003873	ENSG00000130830.15	ENSACAG00000015502.3
OG0003874	ENSG00000147471.12	ENSACAG00000000181.2
OG0003875	ENSG00000157766.18	ENSACAG00000025898.1
OG0003876	ENSG00000124588.20	ENSACAG00000017701.3
OG0003877	ENSG00000141252.20, ENSG00000283883.2	ENSACAG00000008030.3
OG0003878	ENSG00000105186.16	ENSACAG00000007458.3
OG0003879	ENSG00000163982.5	ENSACAG00000010902.3
OG0003880	ENSG00000118058.22, ENSG00000285827.1	ENSACAG00000007014.3
OG0003881	ENSG00000129691.16	ENSACAG00000000295.3
OG0003882	ENSG00000137266.14	ENSACAG00000017662.3, ENSACAG00000010820.3
OG0003883	ENSG00000112739.17	ENSACAG00000017650.3
OG0003884	ENSG00000183196.10, ENSG00000135702.14	ENSACAG00000026001.1
OG0003885	ENSG00000156735.11	ENSACAG00000022279.2
OG0003886	ENSG00000149575.6	ENSACAG00000007309.2
OG0003887	ENSG00000166747.12	ENSACAG00000007802.3
OG0003888	ENSG00000214022.11	ENSACAG00000024110.1
OG0003889	ENSG00000155959.12	ENSACAG00000011753.3
OG0003890	ENSG00000102984.15	ENSACAG00000007999.2
OG0003891	ENSG00000182149.21	ENSACAG00000008004.2
OG0003892	ENSG00000148334.15	ENSACAG00000014196.3
OG0003893	ENSG00000115827.14	ENSACAG00000016620.3
OG0003894	ENSG00000071967.12	ENSACAG00000016643.3
OG0003895	ENSG00000157119.12	ENSACAG00000024767.1, ENSACAG00000024658.2, ENSACAG00000006735.3
OG0003896	ENSG00000155275.19	ENSACAG00000012152.2
OG0003897	ENSG00000141956.13	ENSACAG00000009761.2, ENSACAG00000005374.3
OG0003898	ENSG00000138073.14	ENSACAG00000012972.2
OG0003899	ENSG00000163918.10	ENSACAG00000007640.3
OG0003900	ENSG00000198026.8	ENSACAG00000026750.2, ENSACAG00000007373.3
OG0003901	ENSG00000088305.18	ENSACAG00000009773.3
OG0003902	ENSG00000099817.12	ENSACAG00000026913.1
OG0003903	ENSG00000170873.18	ENSACAG00000010026.3
OG0003904	ENSG00000147684.9	ENSACAG00000010022.3
OG0003905	ENSG00000178965.14	ENSACAG00000011481.3
OG0003906	ENSG00000147687.19	ENSACAG00000009985.2
OG0003907	ENSG00000122986.13	ENSACAG00000002006.2
OG0003908	ENSG00000150764.14	ENSACAG00000015440.3
OG0003909	ENSG00000111252.11	ENSACAG00000002395.3
OG0003910	ENSG00000274205.4, ENSG00000181085.15	ENSACAG00000024096.2
OG0003911	ENSG00000154027.19	ENSACAG00000005914.3
OG0003912	ENSG00000156795.8	ENSACAG00000009686.3
OG0003913	ENSG00000162763.3	ENSACAG00000005746.2, ENSACAG00000022007.1
OG0003914	ENSG00000180488.15	ENSACAG00000006252.3
OG0003915	ENSG00000065427.14	ENSACAG00000007577.3
OG0003916	ENSG00000162613.16	ENSACAG00000006310.3
OG0003917	ENSG00000134444.14	ENSACAG00000011615.3
OG0003918	ENSG00000104447.12	ENSACAG00000011161.2
OG0003919	ENSG00000166734.20	ENSACAG00000013573.3
OG0003920	ENSG00000136811.16	ENSACAG00000008522.2, ENSACAG00000025662.1
OG0003921	ENSG00000119403.15	ENSACAG00000023451.2, ENSACAG00000004082.3
OG0003922	ENSG00000171962.18	ENSACAG00000009825.3
OG0003923	ENSG00000153898.13	ENSACAG00000012899.2
OG0003924	ENSG00000146463.12	ENSACAG00000013198.3
OG0003926	ENSG00000167085.11	ENSACAG00000009398.1, ENSACAG00000004797.3
OG0003927	ENSG00000124383.9	ENSACAG00000002642.3
OG0003928	ENSG00000115137.12	ENSACAG00000010248.2
OG0003929	ENSG00000115252.18	ENSACAG00000003201.3
OG0003930	ENSG00000101276.17	ENSACAG00000016826.1, ENSACAG00000011131.3
OG0003931	ENSG00000095066.11	ENSACAG00000003428.3
OG0003932	ENSG00000164935.6	ENSACAG00000009660.3
OG0003933	ENSG00000150787.8	ENSACAG00000015279.2
OG0003934	ENSG00000104889.6	ENSACAG00000003338.3
OG0003935	ENSG00000132361.17	ENSACAG00000006538.3
OG0003936	ENSG00000122376.11	ENSACAG00000022320.1, ENSACAG00000014871.3
OG0003937	ENSG00000117643.14	ENSACAG00000017826.3
OG0003938	ENSG00000117640.18	ENSACAG00000017821.3
OG0003939	ENSG00000140299.12	ENSACAG00000003166.3
