Orthogroup	H_sapiens.pep	N_naja.pep
OG0002280	ENSG00000109475.16	Nana17856-RB, Nana17856-RA
OG0002281	ENSG00000070831.17	Nana37162-RA, Nana37162-RB
OG0002282	ENSG00000136695.15, ENSG00000136697.13, ENSG00000136689.18	Nana28062-RA
OG0002285	ENSG00000120742.11	Nana20388-RA
OG0002286	ENSG00000116001.16	Nana28007-RI, Nana28007-RD, Nana28007-RJ, Nana28007-RG, Nana28007-RE, Nana28007-RF
OG0002287	ENSG00000176731.12	Nana16533-RD, Nana16533-RB, Nana16533-RC, Nana16533-RA
OG0002288	ENSG00000152464.15	Nana21467-RB, Nana21467-RA
OG0002289	ENSG00000136381.13	Nana32950-RC, Nana32950-RG, Nana32950-RF, Nana32950-RB, Nana32950-RA
OG0002290	ENSG00000116771.6	Nana37635-RI, Nana37635-RD, Nana37635-RA, Nana37635-RE, Nana37635-RF, Nana37635-RC, Nana37635-RH
OG0002291	ENSG00000172380.6	Nana14685-RA
OG0002291	ENSG00000176533.13	Nana06706-RA
OG0002292	ENSG00000198488.10, ENSG00000179913.11	Nana06669-RA
OG0002293	ENSG00000189334.9	Nana36155-RA
OG0002293	ENSG00000189171.14	Nana36156-RA
OG0002298	ENSG00000164038.16, ENSG00000164037.17	Nana17815-RA
OG0002320	ENSG00000077454.16	Nana38619-RE, Nana38619-RC, Nana38619-RD, Nana38619-RB, Nana38619-RA
OG0002321	ENSG00000135624.16	Nana17306-RA
OG0002322	ENSG00000005194.15	Nana31104-RA
OG0002324	ENSG00000102931.8	Nana31127-RA
OG0002325	ENSG00000282832.1, ENSG00000268083.5	Nana30775-RA
OG0002326	ENSG00000087095.13	Nana00375-RA
OG0002327	ENSG00000196950.14	Nana03234-RA, Nana03234-RB
OG0002328	ENSG00000144381.17	Nana03217-RA
OG0002329	ENSG00000140995.16	Nana31818-RB, Nana31818-RC
OG0002330	ENSG00000233450.7, ENSG00000237649.8, ENSG00000204197.9	Nana06895-RA
OG0002331	ENSG00000168036.18	Nana22237-RA, Nana38478-RA
OG0002332	ENSG00000123901.9	Nana32038-RA
OG0002333	ENSG00000091527.15	Nana22173-RB, Nana22173-RA
OG0002334	ENSG00000085721.12, ENSG00000278494.2	Nana34120-RD, Nana34120-RB, Nana34120-RC
OG0002335	ENSG00000116985.12, ENSG00000183682.8	Nana29774-RA
OG0002336	ENSG00000198598.6	Nana35308-RA, Nana28494-RA
OG0002337	ENSG00000106628.10	Nana28490-RB, Nana28490-RA, Nana28490-RD, Nana28490-RC, Nana28490-RE
OG0002339	ENSG00000105373.19	Nana30716-RA
OG0002340	ENSG00000143409.15	Nana36304-RE, Nana36304-RC, Nana36304-RD, Nana36304-RA, Nana36304-RB
OG0002341	ENSG00000256061.7	Nana32751-RM, Nana32751-RN, Nana32751-RL
OG0002342	ENSG00000101596.15	Nana16138-RA, Nana16139-RA, Nana38879-RC, Nana38575-RA
OG0002343	ENSG00000148396.18	Nana37053-RD, Nana37053-RA, Nana37053-RB, Nana37053-RE, Nana37053-RC
OG0002344	ENSG00000089289.16, ENSG00000266826.2	Nana32005-RA, Nana32005-RB
OG0002345	ENSG00000130749.10	Nana30956-RC, Nana30956-RD, Nana30956-RB, Nana30956-RA
OG0002346	ENSG00000090006.17	Nana30950-RC, Nana30950-RE, Nana30950-RB, Nana30950-RD, Nana30950-RA
OG0002347	ENSG00000074755.15	Nana00513-RD, Nana00513-RA, Nana00513-RF, Nana00513-RC, Nana00513-RE
OG0002348	ENSG00000096717.12	Nana19137-RA, Nana19137-RB, Nana19137-RD, Nana19137-RC
OG0002349	ENSG00000148634.15	Nana19138-RC, Nana19138-RD, Nana19138-RE, Nana19138-RB, Nana19138-RA
OG0002350	ENSG00000160392.13	Nana30941-RG, Nana30941-RE, Nana30941-RF, Nana30941-RB, Nana30941-RA
OG0002351	ENSG00000082458.12	Nana32662-RA, Nana32662-RB
OG0002352	ENSG00000105738.11	Nana30933-RL, Nana30933-RF, Nana30933-RK, Nana30933-RM, Nana30933-RN, Nana30933-RJ
OG0002353	ENSG00000036530.9	Nana05648-RA
OG0002354	ENSG00000176994.11, ENSG00000283741.2	Nana34536-RA, Nana34536-RC, Nana34536-RD, Nana34536-RB
OG0002355	ENSG00000068305.17	Nana33393-RA, Nana33393-RB, Nana33394-RA
OG0002357	ENSG00000135372.9	Nana04779-RD, Nana04779-RC, Nana04779-RE, Nana04779-RA, Nana04779-RB
OG0002358	ENSG00000160299.17	Nana02969-RB, Nana02969-RA
OG0002359	ENSG00000183760.11	Nana30893-RA, Nana30893-RE, Nana30893-RC, Nana30893-RB, Nana30893-RD
OG0002360	ENSG00000114859.16	Nana20737-RA, Nana20740-RA
OG0002361	ENSG00000138399.18	Nana03445-RA
OG0002362	ENSG00000147155.11, ENSG00000286268.1	Nana10562-RA, Nana10560-RA, Nana10556-RA
OG0002363	ENSG00000131149.19	Nana31703-RC, Nana31703-RD, Nana31703-RB
OG0002364	ENSG00000152582.14	Nana12438-RA, Nana12437-RA
OG0002366	ENSG00000104808.8	Nana23592-RA
OG0002367	ENSG00000142541.17	Nana23591-RA, Nana39646-RC
OG0002368	ENSG00000259305.6, ENSG00000189376.12	Nana16851-RA
OG0002371	ENSG00000165795.23	Nana23444-RA
OG0002372	ENSG00000136143.16	Nana02978-RA
OG0002373	ENSG00000243646.10	Nana24655-RA, Nana24655-RB
OG0002374	ENSG00000163492.15	Nana03338-RA, Nana03340-RA, Nana03340-RB, Nana03340-RC
OG0002375	ENSG00000186191.8	Nana13223-RA
OG0002376	ENSG00000188372.15	Nana32956-RA
OG0002378	ENSG00000275917.4, ENSG00000166664.13, ENSG00000175344.18, ENSG00000282088.3, ENSG00000274542.1	Nana32884-RA
OG0002379	ENSG00000185515.14	Nana32239-RB, Nana32239-RA
OG0002380	ENSG00000115677.17	Nana24060-RC, Nana20154-RA
OG0002381	ENSG00000266076.1	Nana09831-RA
OG0002382	ENSG00000181143.15	Nana06212-RC, Nana06212-RA, Nana06212-RD, Nana06212-RB
OG0002383	ENSG00000178921.14	Nana24066-RA, Nana24065-RA
OG0002384	ENSG00000170348.9	Nana05348-RA
OG0002385	ENSG00000104154.7	Nana33207-RA, Nana33207-RC, Nana33207-RB
OG0002386	ENSG00000185420.19	Nana01490-RA, Nana01491-RA, Nana01488-RA
OG0002387	ENSG00000125835.18	Nana13015-RA
OG0002388	ENSG00000079432.7	Nana30598-RA, Nana30598-RC, Nana30598-RB, Nana30600-RA, Nana30601-RA
OG0002389	ENSG00000165280.16	Nana12842-RA
OG0002390	ENSG00000107551.21, ENSG00000101265.16	Nana28097-RA
OG0002391	ENSG00000170776.21	Nana33362-RA, Nana33365-RA
OG0002392	ENSG00000225998.6, ENSG00000231502.6, ENSG00000236826.7, ENSG00000204392.11, ENSG00000172850.11	Nana07716-RA
OG0002393	ENSG00000234433.8, ENSG00000204396.11, ENSG00000227144.8, ENSG00000238203.8, ENSG00000230048.8, ENSG00000223757.8	Nana07712-RA
OG0002394	ENSG00000185008.17	Nana24729-RA
OG0002395	ENSG00000056558.11	Nana07705-RA, Nana36445-RB, Nana36445-RA
OG0002396	ENSG00000070915.9	Nana31196-RA
OG0002397	ENSG00000103126.15	Nana34636-RH, Nana34636-RF, Nana34636-RG, Nana34636-RJ, Nana34636-RI
OG0002398	ENSG00000166188.2	Nana31041-RC, Nana31041-RA, Nana31041-RE, Nana31041-RB, Nana31041-RD
OG0002399	ENSG00000168484.12	Nana28100-RA, Nana28100-RB, Nana28098-RA
OG0002400	ENSG00000092094.11	Nana38340-RA, Nana38340-RB, Nana38343-RB, Nana38343-RA, Nana38346-RA
OG0002401	ENSG00000121774.18	Nana29887-RB, Nana29887-RA, Nana29887-RD, Nana29887-RC
OG0002402	ENSG00000160679.13	Nana36158-RC, Nana36158-RB, Nana36158-RD, Nana36158-RA
OG0002403	ENSG00000176749.9	Nana22952-RA
OG0002404	ENSG00000122257.20	Nana33792-RD, Nana33792-RE, Nana33792-RA, Nana33792-RC, Nana33792-RB
OG0002405	ENSG00000135597.18	Nana01899-RD, Nana01899-RC, Nana01899-RA, Nana01899-RE
OG0002406	ENSG00000178999.13, ENSG00000105146.13	Nana24319-RA
OG0002407	ENSG00000162545.6	Nana37628-RC
OG0002407	ENSG00000163888.4	Nana20756-RA
OG0002408	ENSG00000176884.15	Nana36712-RA, Nana36712-RB
OG0002409	ENSG00000143507.18	Nana01210-RA
OG0002411	ENSG00000079819.19	Nana01975-RB, Nana01975-RA
OG0002413	ENSG00000154217.15	Nana09852-RB, Nana09852-RA
OG0002414	ENSG00000168676.11	Nana31010-RE, Nana31010-RB, Nana31010-RA, Nana31010-RF, Nana31010-RD, Nana31010-RC
OG0002415	ENSG00000022267.19	Nana32591-RA
OG0002416	ENSG00000182197.11	Nana30092-RA, Nana16811-RA
OG0002417	ENSG00000111057.11	Nana10385-RA
OG0002419	ENSG00000125304.10	Nana26285-RA
OG0002420	ENSG00000158195.11	Nana30149-RA, Nana30149-RB
OG0002421	ENSG00000154328.16	Nana00802-RA
OG0002422	ENSG00000155876.6, ENSG00000083750.12	Nana32689-RA
OG0002423	ENSG00000260092.1, ENSG00000205084.11	Nana31885-RI, Nana31885-RE, Nana31885-RG, Nana31885-RH
OG0002424	ENSG00000167286.9, ENSG00000160654.10	Nana29062-RA
OG0002425	ENSG00000163995.20	Nana18733-RB, Nana18733-RE, Nana18733-RA, Nana18733-RD, Nana18733-RC
OG0002426	ENSG00000259529.2, ENSG00000092098.17, ENSG00000285152.2, ENSG00000284845.2	Nana24260-RA
OG0002428	ENSG00000140829.12	Nana31872-RD, Nana31872-RC, Nana31872-RB, Nana31872-RE, Nana31872-RA
OG0002429	ENSG00000159788.19	Nana18440-RA
OG0002430	ENSG00000133027.18	Nana34507-RC, Nana34507-RE, Nana34507-RF, Nana34507-RB, Nana34507-RD
OG0002431	ENSG00000133030.21	Nana27302-RA, Nana34496-RA, Nana34498-RA
OG0002432	ENSG00000214814.7	Nana39190-RA, Nana16861-RA
OG0002433	ENSG00000176853.16	Nana16860-RA
OG0002435	ENSG00000105705.16	Nana06242-RE, Nana06242-RD, Nana06242-RA, Nana06242-RB, Nana06242-RC
OG0002436	ENSG00000184986.11	Nana15347-RA, Nana00971-RA
OG0002437	ENSG00000143199.18	Nana15333-RA, Nana15332-RA, Nana15335-RA, Nana15337-RA
OG0002438	ENSG00000162614.18	Nana14767-RA
OG0002439	ENSG00000162367.11	Nana14467-RE, Nana14467-RA, Nana14467-RB, Nana14467-RC, Nana14467-RD
OG0002440	ENSG00000273494.3, ENSG00000157881.15	Nana37281-RC, Nana37281-RB, Nana37281-RA
OG0002441	ENSG00000141101.13	Nana31839-RG, Nana31839-RD, Nana31839-RC, Nana31839-RF, Nana31839-RE
OG0002442	ENSG00000162989.5	Nana03564-RA
OG0002443	ENSG00000143257.11	Nana36106-RA
OG0002444	ENSG00000171953.16	Nana34524-RD, Nana34524-RB, Nana34524-RA, Nana34524-RC
OG0002445	ENSG00000100129.18	Nana27295-RB, Nana27295-RA
OG0002446	ENSG00000102172.16	Nana25837-RA
OG0002447	ENSG00000276787.1, ENSG00000198690.10	Nana32846-RA, Nana32846-RC, Nana32846-RB, Nana32846-RD
OG0002448	ENSG00000123091.5	Nana14500-RA
OG0002449	ENSG00000099974.8, ENSG00000275758.2, ENSG00000285762.1	Nana35572-RA
OG0002450	ENSG00000108582.12	Nana00002-RB, Nana00123-RB, Nana00123-RA, Nana00002-RA, Nana00123-RC
OG0002451	ENSG00000179262.10	Nana10854-RB, Nana10854-RD, Nana10854-RA, Nana10854-RC
OG0002452	ENSG00000140859.16	Nana31045-RB, Nana31045-RA
OG0002453	ENSG00000197580.13	Nana00155-RA, Nana28894-RB, Nana28894-RA, Nana28894-RC
OG0002454	ENSG00000168079.17	Nana00731-RA
OG0002455	ENSG00000150773.10	Nana39526-RB, Nana39526-RA, Nana28889-RA
OG0002456	ENSG00000164933.12, ENSG00000285982.1	Nana16727-RA
OG0002457	ENSG00000182718.16	Nana32825-RA
OG0002458	ENSG00000096070.19	Nana14268-RA
OG0002459	ENSG00000100568.11	Nana04932-RB, Nana04932-RA
OG0002460	ENSG00000089693.10	Nana11094-RA, Nana11094-RB
OG0002461	ENSG00000160293.17	Nana37102-RA
OG0002462	ENSG00000095321.17	Nana07609-RA
OG0002463	ENSG00000160948.14, ENSG00000285339.2	Nana38844-RB, Nana38844-RC, Nana38844-RA
OG0002464	ENSG00000188976.11	Nana37476-RA
OG0002465	ENSG00000178209.15	Nana17234-RD, Nana17234-RB, Nana17234-RC, Nana17234-RE, Nana17234-RA
OG0002466	ENSG00000073008.15, ENSG00000130202.10	Nana30971-RA
OG0002468	ENSG00000177105.10	Nana25589-RA
OG0002469	ENSG00000161996.19	Nana33929-RB, Nana33929-RD, Nana33929-RE, Nana33929-RA, Nana33929-RC
OG0002470	ENSG00000170627.11	Nana10395-RA
OG0002471	ENSG00000215817.7, ENSG00000058673.16	Nana14173-RA
OG0002472	ENSG00000130363.12	Nana01718-RA
OG0002474	ENSG00000101353.14	Nana25539-RA
OG0002475	ENSG00000133454.15	Nana34704-RB, Nana34704-RC, Nana34704-RE, Nana34704-RA, Nana34704-RD
OG0002476	ENSG00000066855.16	Nana16406-RB, Nana16406-RD, Nana16406-RC, Nana16406-RA
OG0002477	ENSG00000038358.15	Nana31346-RE, Nana31346-RB, Nana31346-RD, Nana31346-RA, Nana31346-RC
OG0002478	ENSG00000147099.21	Nana32703-RG, Nana32703-RD, Nana32703-RI, Nana32703-RF, Nana32703-RH
OG0002480	ENSG00000269190.6, ENSG00000282954.2, ENSG00000161243.9	Nana30894-RA
OG0002481	ENSG00000146830.10	Nana20024-RA, Nana38611-RA, Nana38610-RC, Nana38610-RB, Nana38610-RA
OG0002482	ENSG00000049759.18	Nana12504-RA, Nana12504-RB, Nana12504-RC
OG0002483	ENSG00000147419.18	Nana00718-RA
OG0002484	ENSG00000117362.13	Nana12895-RA, Nana12895-RB, Nana36387-RA
OG0002485	ENSG00000110080.18	Nana28562-RA, Nana28562-RB
OG0002486	ENSG00000147601.14	Nana16458-RA
OG0002487	ENSG00000154582.16	Nana16471-RC
OG0002488	ENSG00000125124.12	Nana31189-RA, Nana31188-RB, Nana31188-RA
OG0002489	ENSG00000166348.18	Nana18808-RI, Nana18808-RK, Nana18808-RJ, Nana18808-RL, Nana18808-RM
OG0002490	ENSG00000275338.4, ENSG00000090565.16	Nana34004-RC, Nana34004-RD, Nana34004-RA, Nana34004-RB
OG0002491	ENSG00000115207.13	Nana00670-RF, Nana00670-RG, Nana00670-RE, Nana00670-RD
OG0002492	ENSG00000141380.14	Nana16219-RB, Nana16219-RC, Nana16219-RA
OG0002493	ENSG00000281484.2, ENSG00000154640.14	Nana30507-RA
OG0002494	ENSG00000169490.17	Nana28185-RD, Nana28185-RC, Nana28185-RB, Nana28185-RA
OG0002495	ENSG00000172940.13	Nana21179-RA
OG0002496	ENSG00000197858.11	Nana17220-RC, Nana17220-RD, Nana17220-RB, Nana17220-RF
OG0002497	ENSG00000266086.3	Nana00334-RA
OG0002497	ENSG00000136450.13	Nana00333-RA, Nana00334-RB
OG0002498	ENSG00000125826.20	Nana13271-RA
OG0002499	ENSG00000111412.6	Nana35075-RD, Nana35075-RC, Nana35075-RE, Nana35075-RB
OG0002500	ENSG00000121486.12	Nana15103-RC, Nana15103-RA, Nana15103-RE, Nana15103-RD, Nana15103-RB
OG0002501	ENSG00000138061.12	Nana01435-RA
OG0002502	ENSG00000047578.13	Nana34625-RC, Nana34625-RB, Nana34625-RF, Nana34625-RE, Nana34625-RD
OG0002503	ENSG00000285141.2, ENSG00000184647.11	Nana00784-RA
OG0002504	ENSG00000250424.4, ENSG00000240583.12	Nana39894-RA
OG0002505	ENSG00000138623.10, ENSG00000288455.1	Nana32974-RA, Nana36262-RA
OG0002506	ENSG00000177200.17	Nana31568-RA, Nana31568-RB
OG0002507	ENSG00000140319.11	Nana05102-RA
OG0002508	ENSG00000158715.6	Nana14129-RA, Nana14129-RB
OG0002509	ENSG00000149273.15	Nana25486-RA
OG0002510	ENSG00000089094.19	Nana34820-RC, Nana34820-RB, Nana34820-RE, Nana34820-RA, Nana34820-RD
OG0002511	ENSG00000254469.7	Nana25582-RA
OG0002512	ENSG00000136888.7	Nana36695-RA
OG0002513	ENSG00000284796.1, ENSG00000100897.17, ENSG00000284818.1, ENSG00000259371.2	Nana24255-RA
OG0002514	ENSG00000186166.9, ENSG00000280975.3	Nana29042-RC, Nana29042-RD, Nana29042-RA, Nana29042-RB
OG0002515	ENSG00000132341.12	Nana35334-RA
OG0002516	ENSG00000135679.25	Nana26908-RB, Nana26908-RA
OG0002517	ENSG00000286905.1, ENSG00000171865.10	Nana02491-RA
OG0002518	ENSG00000215421.9	Nana15991-RA, Nana15992-RA, Nana15989-RA
OG0002519	ENSG00000130675.15	Nana21258-RA
OG0002520	ENSG00000099899.15	Nana35251-RC, Nana35251-RD, Nana35251-RA, Nana35251-RB
OG0002523	ENSG00000121101.15	Nana00183-RA
OG0002524	ENSG00000107937.19	Nana21284-RB, Nana21284-RA, Nana21284-RD, Nana21284-RE, Nana21284-RC
OG0002525	ENSG00000112164.6	Nana01348-RA
OG0002526	ENSG00000137261.14	Nana15917-RB, Nana15917-RC, Nana15917-RE, Nana15917-RD, Nana15917-RA
OG0002527	ENSG00000148377.6, ENSG00000067064.11	Nana21285-RA
OG0002528	ENSG00000095261.14	Nana36443-RD, Nana36443-RB, Nana36443-RC, Nana36443-RA
OG0002529	ENSG00000134690.11	Nana25607-RA
OG0002530	ENSG00000103264.18	Nana31716-RI, Nana31716-RE, Nana31716-RD, Nana31716-RH, Nana31716-RJ
OG0002531	ENSG00000162073.14	Nana38028-RA, Nana23508-RA
OG0002532	ENSG00000185246.18	Nana05978-RC, Nana05978-RD
OG0002533	ENSG00000128482.16	Nana23484-RA
OG0002535	ENSG00000010295.19	Nana11107-RA
OG0002536	ENSG00000148516.21	Nana21354-RA
OG0002537	ENSG00000145555.15	Nana15628-RA
OG0002538	ENSG00000115216.14	Nana17241-RA, Nana00661-RB, Nana00661-RC, Nana00661-RA
OG0002539	ENSG00000117036.12	Nana36350-RI, Nana36350-RJ, Nana36350-RG, Nana36350-RH, Nana36350-RK
OG0002540	ENSG00000182077.11, ENSG00000276595.4	Nana21394-RA
OG0002542	ENSG00000003096.14, ENSG00000198642.7	Nana32629-RA
OG0002544	ENSG00000215915.10, ENSG00000160072.20, ENSG00000197785.14	Nana37374-RA
OG0002545	ENSG00000136936.10	Nana11210-RA
OG0002546	ENSG00000136929.13	Nana11206-RE, Nana11206-RF, Nana11206-RC, Nana11206-RB, Nana11206-RA, Nana11206-RD
OG0002547	ENSG00000148925.10	Nana04578-RA
OG0002548	ENSG00000260314.3	Nana21489-RA
OG0002549	ENSG00000138119.17	Nana19372-RA
OG0002550	ENSG00000134453.16	Nana27737-RA, Nana27736-RA
OG0002551	ENSG00000099246.16	Nana21389-RA
OG0002552	ENSG00000149084.13	Nana04834-RA
OG0002553	ENSG00000130024.15	Nana01647-RA
OG0002554	ENSG00000129084.17	Nana04463-RA
OG0002555	ENSG00000119321.9	Nana36939-RE, Nana36939-RD, Nana36939-RA, Nana36939-RB, Nana36939-RC
OG0002556	ENSG00000127954.12	Nana21455-RA
OG0002557	ENSG00000164647.9, ENSG00000105889.15	Nana21449-RA
OG0002558	ENSG00000131558.15	Nana27815-RA, Nana27805-RA, Nana27808-RA
OG0002559	ENSG00000105793.15	Nana21446-RB, Nana21446-RA
OG0002560	ENSG00000115977.19	Nana28074-RC
OG0002561	ENSG00000114416.18	Nana20672-RA, Nana20672-RC, Nana20672-RB
OG0002562	ENSG00000163728.11	Nana20669-RA, Nana20669-RB, Nana20669-RE, Nana20669-RD, Nana20669-RC
OG0002563	ENSG00000103550.14	Nana34175-RA
OG0002564	ENSG00000146701.12	Nana00528-RA
OG0002565	ENSG00000030304.14	Nana11421-RA
OG0002566	ENSG00000137124.8, ENSG00000111275.13	Nana34765-RA
OG0002567	ENSG00000011275.18	Nana34351-RB, Nana34351-RA, Nana34351-RC, Nana34351-RD, Nana34350-RA
OG0002568	ENSG00000185215.9	Nana05718-RB, Nana05718-RA, Nana39578-RA, Nana05717-RA, Nana05719-RA
OG0002569	ENSG00000166974.13	Nana16283-RA
OG0002570	ENSG00000128581.17	Nana00496-RA, Nana00496-RB
OG0002571	ENSG00000105829.13	Nana21609-RA
OG0002573	ENSG00000275183.2, ENSG00000278312.1, ENSG00000273574.1, ENSG00000274495.1	Nana37902-RA, Nana23620-RA
OG0002574	ENSG00000276537.4, ENSG00000167614.14, ENSG00000275650.4, ENSG00000276887.4	Nana23618-RA
OG0002575	ENSG00000265808.4	Nana15377-RA
OG0002576	ENSG00000094963.14	Nana15293-RA
OG0002577	ENSG00000167994.13	Nana04201-RD, Nana04201-RC, Nana04201-RE, Nana04201-RB, Nana04201-RA
OG0002578	ENSG00000006377.11	Nana21639-RA
OG0002579	ENSG00000105088.8	Nana10442-RA
OG0002580	ENSG00000108106.14	Nana38771-RA, Nana23678-RA
OG0002581	ENSG00000151967.18	Nana20487-RA, Nana20489-RA
OG0002582	ENSG00000120645.12, ENSG00000262607.5, ENSG00000282676.1	Nana27488-RA
OG0002583	ENSG00000283321.1, ENSG00000106546.14	Nana21717-RA, Nana21720-RA
OG0002585	ENSG00000069998.12	Nana08437-RA, Nana27527-RA
OG0002586	ENSG00000281039.1, ENSG00000006625.18	Nana22094-RA
OG0002587	ENSG00000153832.12	Nana20302-RA, Nana26183-RA
OG0002588	ENSG00000168958.19	Nana20289-RA
OG0002589	ENSG00000262327.7, ENSG00000006530.18	Nana27432-RA
OG0002590	ENSG00000106028.11, ENSG00000262771.5	Nana27436-RA
OG0002591	ENSG00000144674.16	Nana22319-RA, Nana22302-RA, Nana39251-RA
OG0002592	ENSG00000122643.21	Nana22357-RA
OG0002593	ENSG00000204954.10	Nana27383-RA
OG0002594	ENSG00000120837.8	Nana27379-RA, Nana27379-RB
OG0002595	ENSG00000106536.20	Nana22454-RA
OG0002596	ENSG00000106462.11	Nana22577-RA
OG0002597	ENSG00000168395.15	Nana20142-RA, Nana20142-RB, Nana11100-RA
OG0002598	ENSG00000172031.7	Nana14863-RA
OG0002599	ENSG00000198625.13	Nana14158-RB, Nana14158-RA
OG0002600	ENSG00000281614.3, ENSG00000168918.14	Nana20013-RA, Nana38006-RA, Nana20012-RA, Nana20011-RA, Nana20010-RA
OG0002601	ENSG00000272765.2, ENSG00000273397.4, ENSG00000281013.4, ENSG00000184983.11, ENSG00000277365.3	Nana27200-RA
OG0002602	ENSG00000013588.8	Nana27158-RA
OG0002603	ENSG00000134248.13	Nana14326-RB
OG0002604	ENSG00000185046.18	Nana27096-RA, Nana27100-RA
OG0002605	ENSG00000075415.12	Nana14529-RA, Nana27091-RA
OG0002606	ENSG00000165887.12	Nana19936-RC, Nana19936-RB, Nana19936-RE, Nana19936-RA, Nana19936-RF
OG0002607	ENSG00000159314.11, ENSG00000276907.4, ENSG00000276836.4	Nana22909-RA
OG0002608	ENSG00000181513.14	Nana22950-RA, Nana22950-RB
OG0002609	ENSG00000165055.15, ENSG00000087995.15	Nana22976-RA, Nana22976-RB
OG0002610	ENSG00000133858.16	Nana26929-RC, Nana26929-RD, Nana26929-RE, Nana26929-RB, Nana26929-RA
OG0002611	ENSG00000187109.14	Nana26954-RA
OG0002612	ENSG00000138646.9, ENSG00000138642.14	Nana17723-RA, Nana17723-RB
OG0002613	ENSG00000066468.22	Nana19594-RA
OG0002614	ENSG00000126561.16, ENSG00000173757.10	Nana23144-RA
OG0002615	ENSG00000141279.16	Nana23175-RA, Nana23176-RB, Nana23176-RA
OG0002616	ENSG00000130038.10	Nana29374-RB, Nana29374-RA
OG0002617	ENSG00000142396.10	Nana25851-RA
OG0002619	ENSG00000137040.10, ENSG00000065150.21	Nana26276-RC
OG0002620	ENSG00000134262.13	Nana13974-RA, Nana13974-RB, Nana13974-RD, Nana13974-RC
OG0002621	ENSG00000134899.21, ENSG00000270181.3, ENSG00000134897.14	Nana26309-RB, Nana26309-RC, Nana26309-RA
OG0002623	ENSG00000109790.16	Nana18509-RA, Nana32370-RA
OG0002624	ENSG00000163444.12	Nana13895-RA, Nana13895-RB
OG0002626	ENSG00000117139.18	Nana13881-RD, Nana13881-RA, Nana13881-RC, Nana13881-RE, Nana13881-RB
OG0002627	ENSG00000115446.11	Nana26070-RA, Nana26070-RB
OG0002628	ENSG00000178177.15	Nana18304-RA
OG0002629	ENSG00000168658.19	Nana26065-RA, Nana26064-RA
OG0002630	ENSG00000087274.17	Nana18447-RC, Nana18447-RB, Nana18447-RE, Nana18447-RF, Nana18447-RD
OG0002631	ENSG00000004478.8	Nana18453-RA
OG0002632	ENSG00000130988.13	Nana26034-RA
OG0002633	ENSG00000080845.17	Nana13775-RB, Nana13775-RA, Nana16128-RA, Nana13773-RA
OG0002634	ENSG00000100271.17	Nana29509-RC, Nana29509-RB, Nana29509-RA
OG0002635	ENSG00000130741.11, ENSG00000180574.3	Nana25823-RA
OG0002636	ENSG00000114374.13, ENSG00000124486.13	Nana24439-RB, Nana24439-RA
OG0002637	ENSG00000135205.15	Nana29359-RA
OG0002638	ENSG00000241945.8, ENSG00000275464.5	Nana24511-RB, Nana24511-RC, Nana24511-RD
OG0002639	ENSG00000157601.14, ENSG00000183486.13	Nana24558-RA
OG0002640	ENSG00000091137.14	Nana29294-RA
OG0002641	ENSG00000105865.11, ENSG00000284103.2, ENSG00000288558.1	Nana29292-RA, Nana29290-RB, Nana29290-RA
OG0002642	ENSG00000262911.5, ENSG00000177692.11	Nana39256-RA
OG0002643	ENSG00000159128.14, ENSG00000262795.5	Nana24653-RA
OG0002644	ENSG00000156273.16	Nana24685-RE, Nana24685-RA, Nana24685-RD, Nana24685-RC, Nana24685-RB
OG0002645	ENSG00000154723.12	Nana24699-RA
OG0002646	ENSG00000155313.15	Nana24716-RM, Nana24716-RJ, Nana24716-RK, Nana24716-RL
OG0002647	ENSG00000265690.7, ENSG00000135722.9	Nana31161-RA, Nana31162-RA
OG0002648	ENSG00000129422.14	Nana18152-RA, Nana18150-RA
OG0002649	ENSG00000078674.17	Nana18155-RB, Nana18155-RC, Nana18155-RE, Nana18155-RA, Nana18155-RD
OG0002650	ENSG00000178694.10	Nana24830-RA
OG0002651	ENSG00000283153.2, ENSG00000109536.12, ENSG00000275145.3, ENSG00000283630.2	Nana18159-RA
OG0002653	ENSG00000109381.20	Nana18028-RB, Nana18028-RA
OG0002654	ENSG00000242715.8	Nana25005-RA, Nana25006-RA
OG0002656	ENSG00000137693.14	Nana25252-RA
OG0002657	ENSG00000165895.19	Nana25265-RA, Nana25265-RB
OG0002658	ENSG00000174720.16	Nana17909-RA
OG0002659	ENSG00000137504.13	Nana12353-RA, Nana08159-RA, Nana03057-RA, Nana21296-RA, Nana03684-RA, Nana25387-RA
OG0002660	ENSG00000039537.13	Nana12404-RB, Nana12404-RA
OG0002661	ENSG00000177034.16	Nana12249-RA, Nana12249-RB, Nana12249-RC
OG0002662	ENSG00000164346.10	Nana12199-RA
