Orthogroup	H_sapiens.pep	M_musculus.pep
OG0003249	ENSG00000028310.18	ENSMUSG00000057649.6
OG0003250	ENSG00000100101.15, ENSG00000273899.5	ENSMUSG00000033099.10
OG0003251	ENSG00000164366.4	ENSMUSG00000021578.17
OG0003252	ENSG00000100116.16	ENSMUSG00000116378.1, ENSMUSG00000006378.15
OG0003253	ENSG00000073578.17	ENSMUSG00000021577.14
OG0003254	ENSG00000125703.15	ENSMUSG00000028550.15
OG0003255	ENSG00000275272.4, ENSG00000083896.12	ENSMUSG00000035851.14
OG0003256	ENSG00000132323.9	ENSMUSG00000026309.14
OG0003257	ENSG00000138769.11	ENSMUSG00000029403.14
OG0003258	ENSG00000187889.13	ENSMUSG00000078612.9
OG0003259	ENSG00000100403.12	ENSMUSG00000022390.11
OG0003260	ENSG00000085978.22, ENSG00000281089.3	ENSMUSG00000026289.15
OG0003261	ENSG00000100412.16	ENSMUSG00000022477.13
OG0003262	ENSG00000132466.19	ENSMUSG00000055204.15
OG0003263	ENSG00000100138.15	ENSMUSG00000063480.8
OG0003264	ENSG00000162390.17	ENSMUSG00000034853.16
OG0003265	ENSG00000239305.7	ENSMUSG00000052656.12
OG0003266	ENSG00000136490.9	ENSMUSG00000040699.13
OG0003267	ENSG00000105875.14	ENSMUSG00000058486.11
OG0003268	ENSG00000256870.3, ENSG00000262217.3	ENSMUSG00000020062.7
OG0003269	ENSG00000108788.11	ENSMUSG00000017801.15
OG0003270	ENSG00000131462.8	ENSMUSG00000035198.9
OG0003270	ENSG00000037042.9	ENSMUSG00000045007.9
OG0003271	ENSG00000155256.17	ENSMUSG00000018820.13
OG0003272	ENSG00000188596.11	ENSMUSG00000020014.17
OG0003273	ENSG00000138175.9	ENSMUSG00000025035.9
OG0003274	ENSG00000139343.10	ENSMUSG00000020018.6
OG0003275	ENSG00000276432.4, ENSG00000278023.6	ENSMUSG00000010362.9
OG0003276	ENSG00000198015.13	ENSMUSG00000062981.5
OG0003277	ENSG00000180329.14	ENSMUSG00000020925.16
OG0003278	ENSG00000132773.12	ENSMUSG00000028688.13
OG0003279	ENSG00000161714.12	ENSMUSG00000020937.14
OG0003280	ENSG00000278174.3, ENSG00000073969.18, ENSG00000276262.2	ENSMUSG00000034187.18
OG0003281	ENSG00000107736.21	ENSMUSG00000012819.15
OG0003282	ENSG00000158955.11, ENSG00000276799.2	ENSMUSG00000018486.2
OG0003283	ENSG00000123080.12	ENSMUSG00000028551.14
OG0003284	ENSG00000161664.7	ENSMUSG00000034768.4
OG0003285	ENSG00000004897.12	ENSMUSG00000020687.13
OG0003286	ENSG00000108298.11	ENSMUSG00000017404.12
OG0003287	ENSG00000138668.19	ENSMUSG00000000568.15
OG0003288	ENSG00000138674.17	ENSMUSG00000035325.16
OG0003289	ENSG00000176769.9	ENSMUSG00000091002.2
OG0003290	ENSG00000189308.11	ENSMUSG00000035310.15
OG0003291	ENSG00000058799.15	ENSMUSG00000057375.13
OG0003292	ENSG00000119965.13	ENSMUSG00000040177.10
OG0003293	ENSG00000196177.13	ENSMUSG00000030861.15
OG0003294	ENSG00000065154.12	ENSMUSG00000030934.9
OG0003295	ENSG00000255150.2	ENSMUSG00000109864.1
OG0003295	ENSG00000107672.15	ENSMUSG00000040331.16
OG0003296	ENSG00000173801.17	ENSMUSG00000001552.14
OG0003297	ENSG00000168610.14	ENSMUSG00000004040.16
OG0003298	ENSG00000120688.9	ENSMUSG00000022023.6
OG0003299	ENSG00000137309.20	ENSMUSG00000046711.16
OG0003300	ENSG00000275851.4, ENSG00000275023.5	ENSMUSG00000038437.11
OG0003301	ENSG00000184226.15	ENSMUSG00000055421.8
OG0003302	ENSG00000278845.5, ENSG00000277936.4	ENSMUSG00000018882.12
OG0003303	ENSG00000159111.13	ENSMUSG00000001445.10
OG0003304	ENSG00000134873.10	ENSMUSG00000022132.15
OG0003305	ENSG00000002919.14	ENSMUSG00000020876.14
OG0003306	ENSG00000120068.7	ENSMUSG00000056648.5
OG0003307	ENSG00000139737.22	ENSMUSG00000055717.13
OG0003308	ENSG00000198740.8	ENSMUSG00000075595.9
OG0003309	ENSG00000102554.14	ENSMUSG00000005148.8
OG0003310	ENSG00000273294.1, ENSG00000082196.20	ENSMUSG00000058914.12
OG0003311	ENSG00000135241.17	ENSMUSG00000036257.15
OG0003312	ENSG00000198839.10	ENSMUSG00000055917.15
OG0003313	ENSG00000009790.15	ENSMUSG00000037318.10
OG0003314	ENSG00000161654.10	ENSMUSG00000020922.11
OG0003315	ENSG00000077063.11	ENSMUSG00000000416.16
OG0003316	ENSG00000184436.12	ENSMUSG00000022760.17
OG0003317	ENSG00000155380.11, ENSG00000281917.2	ENSMUSG00000032902.1
OG0003318	ENSG00000134900.12	ENSMUSG00000041763.14
OG0003319	ENSG00000204442.4	ENSMUSG00000079157.4
OG0003320	ENSG00000128513.16	ENSMUSG00000024174.9, ENSMUSG00000098835.3, ENSMUSG00000029676.15
OG0003321	ENSG00000104852.15	ENSMUSG00000063511.11
OG0003322	ENSG00000126226.22	ENSMUSG00000038542.14
OG0003323	ENSG00000133055.9	ENSMUSG00000042451.12
OG0003323	ENSG00000221986.7	ENSMUSG00000068745.6
OG0003324	ENSG00000157796.18	ENSMUSG00000037890.13
OG0003325	ENSG00000157570.12	ENSMUSG00000027217.13
OG0003326	ENSG00000125991.19	ENSMUSG00000005881.13
OG0003327	ENSG00000101079.21	ENSMUSG00000027634.14
OG0003328	ENSG00000080839.12	ENSMUSG00000027641.13
OG0003329	ENSG00000111247.14	ENSMUSG00000030346.16
OG0003330	ENSG00000118972.3	ENSMUSG00000000182.9
OG0003331	ENSG00000130021.14	ENSMUSG00000048875.3
OG0003332	ENSG00000005302.19	ENSMUSG00000031358.17
OG0003333	ENSG00000046651.15	ENSMUSG00000040586.8
OG0003334	ENSG00000131061.14	ENSMUSG00000059842.12
OG0003335	ENSG00000100364.18	ENSMUSG00000036046.14
OG0003336	ENSG00000101444.13	ENSMUSG00000048087.6, ENSMUSG00000027597.15
OG0003337	ENSG00000150471.16	ENSMUSG00000037605.16
OG0003338	ENSG00000173681.16	ENSMUSG00000044150.12
OG0003339	ENSG00000123240.17	ENSMUSG00000026672.11
OG0003340	ENSG00000123130.17	ENSMUSG00000025287.15, ENSMUSG00000047565.5
OG0003341	ENSG00000151474.23	ENSMUSG00000026657.17
OG0003342	ENSG00000064115.11	ENSMUSG00000040234.16
OG0003343	ENSG00000165164.14	ENSMUSG00000073077.7
OG0003344	ENSG00000161040.16	ENSMUSG00000048520.16
OG0003345	ENSG00000154611.14	ENSMUSG00000036743.4
OG0003345	ENSG00000101182.15	ENSMUSG00000027566.15
OG0003346	ENSG00000183878.15	ENSMUSG00000068457.14
OG0003346	ENSG00000147050.14	ENSMUSG00000037369.17
OG0003347	ENSG00000128536.16	ENSMUSG00000084902.2, ENSMUSG00000035860.9
OG0003348	ENSG00000283847.2, ENSG00000105856.14	ENSMUSG00000002996.17
OG0003349	ENSG00000284369.1, ENSG00000164597.13	ENSMUSG00000035933.5
OG0003350	ENSG00000125508.3	ENSMUSG00000027579.6
OG0003351	ENSG00000144034.16	ENSMUSG00000054226.13
OG0003352	ENSG00000205758.12	ENSMUSG00000058240.14
OG0003353	ENSG00000159131.17	ENSMUSG00000022962.15
OG0003354	ENSG00000007202.15	ENSMUSG00000010277.7
OG0003355	ENSG00000064042.18	ENSMUSG00000037736.20
OG0003356	ENSG00000142149.9	ENSMUSG00000053414.8
OG0003357	ENSG00000156284.6	ENSMUSG00000050520.4
OG0003358	ENSG00000156253.7	ENSMUSG00000041079.12
OG0003359	ENSG00000128039.11	ENSMUSG00000029233.15
OG0003360	ENSG00000090989.18	ENSMUSG00000036435.13
OG0003361	ENSG00000104219.13	ENSMUSG00000039470.15
OG0003362	ENSG00000003989.17	ENSMUSG00000031596.15
OG0003363	ENSG00000088926.14	ENSMUSG00000031645.4
OG0003363	ENSG00000164344.16	ENSMUSG00000109764.1
OG0003364	ENSG00000109771.15	ENSMUSG00000031637.13
OG0003365	ENSG00000151726.14	ENSMUSG00000018796.13
OG0003366	ENSG00000164122.9	ENSMUSG00000031519.4
OG0003367	ENSG00000081154.12	ENSMUSG00000071533.11
OG0003368	ENSG00000151014.6	ENSMUSG00000023087.15
OG0003369	ENSG00000163608.15	ENSMUSG00000036208.13
OG0003370	ENSG00000206530.11	ENSMUSG00000071550.14
OG0003371	ENSG00000144847.13	ENSMUSG00000022790.14
OG0003372	ENSG00000263238.1, ENSG00000256043.3	ENSMUSG00000028015.3
OG0003373	ENSG00000185149.6	ENSMUSG00000028004.12
OG0003374	ENSG00000121210.16	ENSMUSG00000033767.14
OG0003375	ENSG00000137460.8	ENSMUSG00000041842.15
OG0003376	ENSG00000132952.12	ENSMUSG00000041264.16
OG0003377	ENSG00000164073.10	ENSMUSG00000116169.1, ENSMUSG00000025759.11
OG0003378	ENSG00000123737.12	ENSMUSG00000027714.11
OG0003379	ENSG00000146223.15	ENSMUSG00000063888.7
OG0003380	ENSG00000138735.16	ENSMUSG00000053965.10
OG0003381	ENSG00000170522.9	ENSMUSG00000041220.10
OG0003382	ENSG00000205403.13, ENSG00000285330.1	ENSMUSG00000058952.12
OG0003383	ENSG00000198856.13	ENSMUSG00000041084.8
OG0003384	ENSG00000086991.13	ENSMUSG00000030562.17
OG0003385	ENSG00000198301.12	ENSMUSG00000029415.4
OG0003386	ENSG00000282825.2, ENSG00000134030.14	ENSMUSG00000052928.9
OG0003387	ENSG00000145649.8	ENSMUSG00000023132.8
OG0003388	ENSG00000198754.5	ENSMUSG00000076436.1, ENSMUSG00000076438.5
OG0003388	ENSG00000083720.13	ENSMUSG00000022186.14
OG0003389	ENSG00000277273.5, ENSG00000134058.12	ENSMUSG00000069089.8
OG0003390	ENSG00000113163.17	ENSMUSG00000021669.15
OG0003391	ENSG00000064651.14	ENSMUSG00000024597.11
OG0003392	ENSG00000205423.11	ENSMUSG00000036810.16
OG0003393	ENSG00000186687.16	ENSMUSG00000020268.14
OG0003394	ENSG00000081377.17, ENSG00000218305.4	ENSMUSG00000033102.15
OG0003395	ENSG00000135002.12	ENSMUSG00000024712.9
OG0003396	ENSG00000107372.13	ENSMUSG00000024750.11
OG0003397	ENSG00000135048.14	ENSMUSG00000024754.13
OG0003398	ENSG00000184492.6, ENSG00000170122.5, ENSG00000187559.6, ENSG00000204779.2, ENSG00000184659.5, ENSG00000273514.1	ENSMUSG00000051490.3
OG0003399	ENSG00000080608.10	ENSMUSG00000041360.8
OG0003400	ENSG00000196792.12	ENSMUSG00000020954.16
OG0003401	ENSG00000119471.15	ENSMUSG00000028383.17
OG0003402	ENSG00000148158.17	ENSMUSG00000028385.14
OG0003403	ENSG00000184916.9	ENSMUSG00000002799.6
OG0003404	ENSG00000110934.12	ENSMUSG00000098112.8
OG0003405	ENSG00000126756.12	ENSMUSG00000001134.9
OG0003406	ENSG00000099814.16	ENSMUSG00000072825.11, ENSMUSG00000115972.1
OG0003407	ENSG00000164076.17	ENSMUSG00000032936.13
OG0003408	ENSG00000218823.2	ENSMUSG00000074817.2
OG0003408	ENSG00000090060.18	ENSMUSG00000021111.15
OG0003409	ENSG00000273761.5, ENSG00000089737.17	ENSMUSG00000041645.14
OG0003410	ENSG00000011114.15, ENSG00000277222.4	ENSMUSG00000041702.7
OG0003411	ENSG00000100604.13, ENSG00000276781.3	ENSMUSG00000021194.6
OG0003412	ENSG00000015133.19	ENSMUSG00000021182.16
OG0003413	ENSG00000119596.18	ENSMUSG00000021244.15
OG0003414	ENSG00000085831.15	ENSMUSG00000028555.15
OG0003415	ENSG00000130734.10	ENSMUSG00000002820.6
OG0003416	ENSG00000111752.11	ENSMUSG00000040669.14
OG0003417	ENSG00000167658.16	ENSMUSG00000034994.10
OG0003418	ENSG00000152234.16	ENSMUSG00000116276.1, ENSMUSG00000025428.15
OG0003419	ENSG00000176566.5, ENSG00000182308.7, ENSG00000119599.17	ENSMUSG00000021222.9
OG0003420	ENSG00000159459.12	ENSMUSG00000027272.5
OG0003421	ENSG00000102076.10, ENSG00000166160.9, ENSG00000268221.6, ENSG00000269433.3	ENSMUSG00000031394.11
OG0003422	ENSG00000137804.14, ENSG00000285920.2	ENSMUSG00000027306.15
OG0003423	ENSG00000168268.11	ENSMUSG00000071547.4
OG0003424	ENSG00000213689.14	ENSMUSG00000049734.9
OG0003424	ENSG00000183479.12	ENSMUSG00000031372.7
OG0003425	ENSG00000184194.5	ENSMUSG00000056679.13
OG0003426	ENSG00000165912.16	ENSMUSG00000027257.13
OG0003427	ENSG00000285387.2, ENSG00000213619.10	ENSMUSG00000111727.1, ENSMUSG00000005510.9
OG0003428	ENSG00000205126.2	ENSMUSG00000075023.11
OG0003428	ENSG00000110455.14	ENSMUSG00000040272.14
OG0003429	ENSG00000175104.15	ENSMUSG00000027164.8
OG0003430	ENSG00000170581.14	ENSMUSG00000040033.16
OG0003431	ENSG00000172893.15	ENSMUSG00000058454.15
OG0003432	ENSG00000110958.16	ENSMUSG00000071072.12
OG0003433	ENSG00000166444.19	ENSMUSG00000031024.13
OG0003434	ENSG00000172809.13	ENSMUSG00000057322.12
OG0003435	ENSG00000266074.8	ENSMUSG00000039741.15
OG0003436	ENSG00000288199.1, ENSG00000130592.15	ENSMUSG00000018819.10
OG0003437	ENSG00000182208.14	ENSMUSG00000025147.7
OG0003438	ENSG00000055483.19	ENSMUSG00000033909.17
OG0003439	ENSG00000185359.13	ENSMUSG00000025793.17
OG0003440	ENSG00000116014.10	ENSMUSG00000035773.6
OG0003441	ENSG00000141867.17	ENSMUSG00000024002.18
OG0003442	ENSG00000105127.9	ENSMUSG00000024045.6
OG0003443	ENSG00000141560.15	ENSMUSG00000039253.7
OG0003444	ENSG00000142102.16	ENSMUSG00000062031.13
OG0003445	ENSG00000006695.12	ENSMUSG00000042148.8
OG0003446	ENSG00000108448.21, ENSG00000221926.12	ENSMUSG00000047821.16
OG0003447	ENSG00000088179.9	ENSMUSG00000026384.13
OG0003448	ENSG00000161547.16, ENSG00000263465.4	ENSMUSG00000034120.18
OG0003449	ENSG00000182173.13	ENSMUSG00000020781.14
OG0003450	ENSG00000109062.12	ENSMUSG00000020733.3
OG0003451	ENSG00000030066.13	ENSMUSG00000051329.13
OG0003452	ENSG00000110711.10	ENSMUSG00000024847.15, ENSMUSG00000097319.8
OG0003453	ENSG00000124006.15	ENSMUSG00000026211.17
OG0003454	ENSG00000082258.13	ENSMUSG00000026349.14
OG0003455	ENSG00000150540.14	ENSMUSG00000026986.14
OG0003456	ENSG00000197713.15, ENSG00000235376.5	ENSMUSG00000026005.15
OG0003457	ENSG00000184182.18	ENSMUSG00000034343.14
OG0003458	ENSG00000177483.11	ENSMUSG00000070732.2
OG0003459	ENSG00000113522.14, ENSG00000283782.2	ENSMUSG00000020380.16
OG0003460	ENSG00000072682.18	ENSMUSG00000018906.14
OG0003461	ENSG00000196290.15	ENSMUSG00000026036.17
OG0003462	ENSG00000178093.14	ENSMUSG00000047654.6
OG0003463	ENSG00000198612.11	ENSMUSG00000034432.11
OG0003464	ENSG00000145919.11, ENSG00000228075.5	ENSMUSG00000044502.16
OG0003465	ENSG00000196743.9	ENSMUSG00000000594.7
OG0003466	ENSG00000011523.14	ENSMUSG00000044066.14
OG0003467	ENSG00000101292.7	ENSMUSG00000050558.13
OG0003467	ENSG00000169618.6	ENSMUSG00000049409.9
OG0003468	ENSG00000127022.15, ENSG00000283777.2	ENSMUSG00000020368.15
OG0003469	ENSG00000120729.10	ENSMUSG00000024471.12
OG0003470	ENSG00000151665.13	ENSMUSG00000024145.6
OG0003471	ENSG00000139684.15	ENSMUSG00000021996.16
OG0003472	ENSG00000102743.15	ENSMUSG00000031482.9
OG0003473	ENSG00000125863.20	ENSMUSG00000027274.16
OG0003474	ENSG00000169228.14	ENSMUSG00000034789.8
OG0003475	ENSG00000112983.17	ENSMUSG00000003778.14
OG0003476	ENSG00000134324.11	ENSMUSG00000020593.16
OG0003477	ENSG00000134318.14	ENSMUSG00000020580.10
OG0003478	ENSG00000134313.15	ENSMUSG00000036333.11
OG0003479	ENSG00000167774.2, ENSG00000267855.6	ENSMUSG00000041881.13
OG0003480	ENSG00000198000.12	ENSMUSG00000021392.8
OG0003481	ENSG00000274726.4, ENSG00000104728.16	ENSMUSG00000071176.10
OG0003482	ENSG00000143727.16	ENSMUSG00000044573.16
OG0003483	ENSG00000279643.3, ENSG00000144559.10	ENSMUSG00000030316.13
OG0003484	ENSG00000261796.1, ENSG00000240682.9	ENSMUSG00000030056.8
OG0003485	ENSG00000112159.12, ENSG00000288121.1	ENSMUSG00000058006.12
OG0003486	ENSG00000179348.12	ENSMUSG00000015053.14
OG0003487	ENSG00000153989.8	ENSMUSG00000023068.16
OG0003488	ENSG00000130347.13	ENSMUSG00000019864.14
OG0003489	ENSG00000146285.14	ENSMUSG00000044770.14
OG0003490	ENSG00000183137.14	ENSMUSG00000019813.16
OG0003491	ENSG00000168301.13	ENSMUSG00000021752.13
OG0003492	ENSG00000146247.14	ENSMUSG00000032253.13
OG0003493	ENSG00000112701.18	ENSMUSG00000034252.14
OG0003494	ENSG00000118407.15	ENSMUSG00000034898.17
OG0003495	ENSG00000154269.15	ENSMUSG00000019989.8
OG0003496	ENSG00000126012.11	ENSMUSG00000025332.14
OG0003496	ENSG00000012817.15	ENSMUSG00000056673.14
OG0003497	ENSG00000187416.12	ENSMUSG00000106379.1
OG0003497	ENSG00000156959.9	ENSMUSG00000042873.11
OG0003498	ENSG00000135521.9, ENSG00000280148.1	ENSMUSG00000019814.5
OG0003499	ENSG00000197081.14	ENSMUSG00000023830.14
OG0003500	ENSG00000146457.16	ENSMUSG00000060475.13
OG0003501	ENSG00000235754.7, ENSG00000226215.6, ENSG00000231974.6, ENSG00000204444.11, ENSG00000224290.7, ENSG00000206409.8, ENSG00000227567.7	ENSMUSG00000024391.7
OG0003502	ENSG00000155816.20	ENSMUSG00000028354.13
OG0003503	ENSG00000282984.2, ENSG00000285053.1, ENSG00000284770.2	ENSMUSG00000039233.12
OG0003504	ENSG00000188739.15	ENSMUSG00000033931.9
OG0003505	ENSG00000168275.15	ENSMUSG00000051671.7
OG0003506	ENSG00000212916.4	ENSMUSG00000050930.5
OG0003507	ENSG00000143819.12	ENSMUSG00000038776.13
OG0003508	ENSG00000115760.14	ENSMUSG00000024073.16
OG0003509	ENSG00000178222.13	ENSMUSG00000055385.12
OG0003510	ENSG00000115808.12	ENSMUSG00000024077.15
OG0003511	ENSG00000162961.14	ENSMUSG00000024067.14
OG0003512	ENSG00000117650.13	ENSMUSG00000110797.1, ENSMUSG00000026622.15
OG0003513	ENSG00000042781.14	ENSMUSG00000026609.15
OG0003514	ENSG00000172954.13	ENSMUSG00000054469.14
OG0003515	ENSG00000143768.13, ENSG00000243709.1	ENSMUSG00000038793.8, ENSMUSG00000066652.5
OG0003516	ENSG00000172005.11	ENSMUSG00000027375.14
OG0003517	ENSG00000115875.19	ENSMUSG00000024097.11
OG0003518	ENSG00000233564.10, ENSG00000223766.10, ENSG00000229202.10, ENSG00000204576.11, ENSG00000223887.10, ENSG00000228186.10, ENSG00000206491.12	ENSMUSG00000038500.15
OG0003519	ENSG00000011143.17	ENSMUSG00000034121.12
OG0003520	ENSG00000249222.1, ENSG00000167283.8	ENSMUSG00000096486.1, ENSMUSG00000038717.8
OG0003521	ENSG00000122140.11	ENSMUSG00000035772.11
OG0003522	ENSG00000148175.13	ENSMUSG00000026880.11
OG0003523	ENSG00000277753.3, ENSG00000275430.3, ENSG00000278114.4, ENSG00000176945.17, ENSG00000275501.4, ENSG00000276583.4, ENSG00000281630.2, ENSG00000274843.3	ENSMUSG00000035638.14
OG0003524	ENSG00000262085.2	ENSMUSG00000070374.7, ENSMUSG00000070375.7, ENSMUSG00000083188.2
OG0003524	ENSG00000171505.5	ENSMUSG00000075382.3, ENSMUSG00000075383.4
OG0003525	ENSG00000053372.5	ENSMUSG00000028741.13
OG0003526	ENSG00000276838.4, ENSG00000167711.13	ENSMUSG00000038224.12
OG0003527	ENSG00000105058.12	ENSMUSG00000003039.9
OG0003528	ENSG00000130255.13	ENSMUSG00000057863.6
OG0003529	ENSG00000148358.19	ENSMUSG00000000194.13
OG0003529	ENSG00000125734.15	ENSMUSG00000005823.9
OG0003530	ENSG00000167703.14, ENSG00000278550.4	ENSMUSG00000038178.16
OG0003531	ENSG00000008988.9	ENSMUSG00000028234.6
OG0003532	ENSG00000112514.16, ENSG00000226492.7	ENSMUSG00000024194.16
OG0003533	ENSG00000174990.7	ENSMUSG00000025317.7
OG0003533	ENSG00000169239.13	ENSMUSG00000031373.4
OG0003534	ENSG00000170791.18	ENSMUSG00000042198.12
OG0003535	ENSG00000236925.7, ENSG00000223448.7, ENSG00000236237.7, ENSG00000227507.2, ENSG00000204487.8, ENSG00000206437.10, ENSG00000231314.7, ENSG00000238114.7	ENSMUSG00000024399.5
OG0003536	ENSG00000281277.4, ENSG00000176302.13	ENSMUSG00000074397.5
OG0003536	ENSG00000189299.7	ENSMUSG00000071665.10
OG0003537	ENSG00000105393.16, ENSG00000269307.1	ENSMUSG00000031820.9
OG0003538	ENSG00000227057.10, ENSG00000236222.8, ENSG00000226916.8, ENSG00000206284.8, ENSG00000204221.11	ENSMUSG00000024312.10
OG0003540	ENSG00000229802.11, ENSG00000206288.13, ENSG00000224399.11, ENSG00000112473.18, ENSG00000226614.11, ENSG00000227402.11	ENSMUSG00000024327.16
OG0003541	ENSG00000141965.5	ENSMUSG00000078157.1, ENSMUSG00000043683.4
OG0003543	ENSG00000186998.16	ENSMUSG00000034164.17
OG0003544	ENSG00000236428.10, ENSG00000206485.10, ENSG00000231247.8, ENSG00000229998.8, ENSG00000146112.12, ENSG00000230341.8, ENSG00000225060.8, ENSG00000234000.8	ENSMUSG00000034595.17
OG0003545	ENSG00000183251.4	ENSMUSG00000058200.2
OG0003545	ENSG00000176239.7	ENSMUSG00000110259.2, ENSMUSG00000099687.3
OG0003546	ENSG00000165689.17	ENSMUSG00000026927.17
OG0003547	ENSG00000213741.10	ENSMUSG00000034892.8
OG0003548	ENSG00000275798.4, ENSG00000225845.7, ENSG00000225412.7, ENSG00000224242.7, ENSG00000229741.7, ENSG00000204290.10, ENSG00000224770.7, ENSG00000226127.7, ENSG00000229597.7	ENSMUSG00000024340.15
OG0003549	ENSG00000177462.7, ENSG00000177212.4, ENSG00000177201.2	ENSMUSG00000059504.7, ENSMUSG00000056959.6
OG0003550	ENSG00000165672.7	ENSMUSG00000024997.7
OG0003551	ENSG00000129195.16	ENSMUSG00000020808.3
OG0003552	ENSG00000031823.14	ENSMUSG00000002372.9
OG0003554	ENSG00000105372.8	ENSMUSG00000040952.16
OG0003555	ENSG00000108733.10	ENSMUSG00000116064.1, ENSMUSG00000116062.1, ENSMUSG00000116268.1, ENSMUSG00000018733.10
OG0003556	ENSG00000275969.2, ENSG00000276040.4, ENSG00000276581.2, ENSG00000185775.10, ENSG00000204849.9	ENSMUSG00000056223.8
OG0003557	ENSG00000281680.2, ENSG00000170683.6, ENSG00000273953.1	ENSMUSG00000066239.2, ENSMUSG00000062434.2, ENSMUSG00000056946.4, ENSMUSG00000046431.2, ENSMUSG00000066240.3, ENSMUSG00000066241.2
OG0003558	ENSG00000272031.3	ENSMUSG00000049097.9
OG0003558	ENSG00000235711.4	ENSMUSG00000047606.4
OG0003560	ENSG00000167037.18	ENSMUSG00000042216.13
OG0003561	ENSG00000189337.17	ENSMUSG00000115905.1, ENSMUSG00000040606.13
OG0003562	ENSG00000170953.3	ENSMUSG00000066749.3
OG0003562	ENSG00000197125.3	ENSMUSG00000066750.3, ENSMUSG00000058628.4, ENSMUSG00000063350.6, ENSMUSG00000066748.4
OG0003564	ENSG00000161807.3, ENSG00000170923.3	ENSMUSG00000051160.4
OG0003565	ENSG00000133935.7	ENSMUSG00000021252.11
OG0003566	ENSG00000140464.20	ENSMUSG00000036986.16
OG0003567	ENSG00000134339.8, ENSG00000288411.1, ENSG00000173432.12	ENSMUSG00000040026.8, ENSMUSG00000057465.5, ENSMUSG00000074115.5
OG0003568	ENSG00000206500.9, ENSG00000237733.8, ENSG00000230467.8, ENSG00000236967.8, ENSG00000204618.8, ENSG00000227171.8, ENSG00000235022.8, ENSG00000230332.8	ENSMUSG00000036492.12
OG0003569	ENSG00000189357.8, ENSG00000186788.13, ENSG00000214929.4	ENSMUSG00000074849.2, ENSMUSG00000043986.5, ENSMUSG00000050876.9, ENSMUSG00000091311.3
OG0003570	ENSG00000139436.21	ENSMUSG00000041890.17
OG0003571	ENSG00000204655.12, ENSG00000232641.10, ENSG00000237834.9, ENSG00000230885.9, ENSG00000234096.9, ENSG00000137345.19, ENSG00000234623.9, ENSG00000236561.9	ENSMUSG00000076439.12
OG0003572	ENSG00000228652.1, ENSG00000204704.2, ENSG00000234101.1, ENSG00000227639.1, ENSG00000226463.1, ENSG00000229328.1, ENSG00000228977.1, ENSG00000206525.2	ENSMUSG00000071522.3, ENSMUSG00000060404.3
OG0003573	ENSG00000028203.18	ENSMUSG00000036099.16
OG0003574	ENSG00000093010.14	ENSMUSG00000000326.13, ENSMUSG00000098892.9
OG0003575	ENSG00000183597.16	ENSMUSG00000098377.9, ENSMUSG00000013539.14
OG0003576	ENSG00000276087.2, ENSG00000219626.9	ENSMUSG00000050545.10
OG0003576	ENSG00000186453.13	ENSMUSG00000079177.4
OG0003577	ENSG00000262191.1, ENSG00000261958.1, ENSG00000174914.2	ENSMUSG00000053287.4, ENSMUSG00000059379.3, ENSMUSG00000075209.3
OG0003582	ENSG00000136247.14	ENSMUSG00000001844.10
OG0003583	ENSG00000137077.8	ENSMUSG00000094686.1, ENSMUSG00000095320.1, ENSMUSG00000094065.1, ENSMUSG00000096596.2, ENSMUSG00000096873.1, ENSMUSG00000095675.2, ENSMUSG00000096271.1, ENSMUSG00000094121.1, ENSMUSG00000073878.3
OG0003584	ENSG00000256553.1, ENSG00000255569.1	ENSMUSG00000076758.6
