Orthogroup	H_sapiens.pep	X_tropicalis.pep
OG0001372	ENSG00000173156.7, ENSG00000139725.8	ENSXETG00000010644.1
OG0001373	ENSG00000162482.5, ENSG00000211454.14, ENSG00000053371.12	ENSXETG00000002820.1
OG0001374	ENSG00000168938.6	ENSXETG00000018725.1
OG0001374	ENSG00000166794.4	ENSXETG00000004118.1
OG0001375	ENSG00000171863.15	ENSXETG00000001694.1
OG0001376	ENSG00000131398.14	ENSXETG00000015634.1
OG0001376	ENSG00000129159.7	ENSXETG00000000699.1
OG0001377	ENSG00000150394.14	ENSXETG00000014366.1
OG0001377	ENSG00000140937.14	ENSXETG00000014645.1
OG0001378	ENSG00000140941.14, ENSG00000258102.5	ENSXETG00000020937.1
OG0001378	ENSG00000101460.13	ENSXETG00000018677.1
OG0001379	ENSG00000103363.14	ENSXETG00000014708.1
OG0001380	ENSG00000164266.10	ENSXETG00000011590.1
OG0001381	ENSG00000139266.6	ENSXETG00000000600.1
OG0001381	ENSG00000144583.5	ENSXETG00000016972.1
OG0001382	ENSG00000150054.18, ENSG00000161647.18	ENSXETG00000002212.1
OG0001384	ENSG00000115170.15	ENSXETG00000014709.1
OG0001384	ENSG00000139567.13	ENSXETG00000013810.1
OG0001385	ENSG00000026025.16, ENSG00000131095.13	ENSXETG00000019903.1
OG0001386	ENSG00000129749.3	ENSXETG00000002751.1
OG0001386	ENSG00000174343.6	ENSXETG00000006285.1
OG0001387	ENSG00000126217.21	ENSXETG00000005036.1
OG0001387	ENSG00000053524.12	ENSXETG00000002497.1
OG0001388	ENSG00000139842.15	ENSXETG00000004375.1
OG0001388	ENSG00000158290.17	ENSXETG00000000739.1
OG0001389	ENSG00000276559.2, ENSG00000136881.11	ENSXETG00000015573.1, ENSXETG00000015654.1, ENSXETG00000015601.1, ENSXETG00000015699.1
OG0001390	ENSG00000118200.14	ENSXETG00000010114.1
OG0001390	ENSG00000076826.9	ENSXETG00000020105.1
OG0001391	ENSG00000111711.10, ENSG00000174567.8	ENSXETG00000015624.1
OG0001392	ENSG00000274305.4, ENSG00000276681.4, ENSG00000276458.4, ENSG00000167615.16	ENSXETG00000011919.1, ENSXETG00000015969.1
OG0001393	ENSG00000250506.7, ENSG00000123374.11	ENSXETG00000020590.1
OG0001394	ENSG00000175065.12, ENSG00000134757.5, ENSG00000134760.6	ENSXETG00000017914.1
OG0001395	ENSG00000197728.11	ENSXETG00000019151.1
OG0001396	ENSG00000125850.11	ENSXETG00000019394.1, ENSXETG00000001160.1
OG0001396	ENSG00000172818.10	ENSXETG00000003916.1
OG0001397	ENSG00000168385.18	ENSXETG00000021007.1
OG0001398	ENSG00000273722.4, ENSG00000274905.1, ENSG00000276260.1, ENSG00000277996.1, ENSG00000274873.1, ENSG00000278363.1, ENSG00000277667.1, ENSG00000167608.11, ENSG00000274384.4, ENSG00000277789.4	ENSXETG00000014456.1
OG0001399	ENSG00000139044.12	ENSXETG00000018439.1
OG0001399	ENSG00000182272.12	ENSXETG00000013423.1
OG0001400	ENSG00000122585.8	ENSXETG00000003209.1
OG0001400	ENSG00000131096.10	ENSXETG00000008746.1
OG0001401	ENSG00000135925.9	ENSXETG00000020344.1
OG0001401	ENSG00000169884.14	ENSXETG00000006352.1
OG0001402	ENSG00000043355.12	ENSXETG00000018092.1
OG0001402	ENSG00000152977.10	ENSXETG00000005363.1
OG0001403	ENSG00000145088.9, ENSG00000144597.14	ENSXETG00000004240.1
OG0001404	ENSG00000133606.11	ENSXETG00000003126.1
OG0001406	ENSG00000103415.12, ENSG00000277424.4, ENSG00000100292.17	ENSXETG00000007353.1
OG0001407	ENSG00000276126.3, ENSG00000154252.12	ENSXETG00000001838.1, ENSXETG00000001816.1
OG0001408	ENSG00000042813.8, ENSG00000186075.12	ENSXETG00000001068.1
OG0001409	ENSG00000006116.3	ENSXETG00000015794.1
OG0001409	ENSG00000166862.6	ENSXETG00000011579.1
OG0001410	ENSG00000130158.14	ENSXETG00000000907.1
OG0001410	ENSG00000116641.18	ENSXETG00000003477.1
OG0001411	ENSG00000049283.18, ENSG00000176177.10	ENSXETG00000012275.1
OG0001412	ENSG00000147862.17	ENSXETG00000017015.1
OG0001413	ENSG00000281897.3, ENSG00000283026.2, ENSG00000100207.18, ENSG00000262024.6, ENSG00000276461.4, ENSG00000283681.2, ENSG00000282892.2, ENSG00000280467.3	ENSXETG00000011396.1
OG0001414	ENSG00000163421.9, ENSG00000143125.6	ENSXETG00000010832.1
OG0001415	ENSG00000131355.15	ENSXETG00000000516.1, ENSXETG00000000428.1, ENSXETG00000000416.1, ENSXETG00000000400.1
OG0001416	ENSG00000173598.14, ENSG00000177144.7, ENSG00000122824.11, ENSG00000196368.5	ENSXETG00000016815.1
OG0001417	ENSG00000143847.15, ENSG00000139220.16	ENSXETG00000002416.1
OG0001418	ENSG00000156574.10	ENSXETG00000016917.1, ENSXETG00000019212.1, ENSXETG00000018569.1, ENSXETG00000018572.1, ENSXETG00000021045.1, ENSXETG00000021221.1, ENSXETG00000017951.1, ENSXETG00000017245.1, ENSXETG00000000109.1
OG0001419	ENSG00000138670.17, ENSG00000146090.16	ENSXETG00000008083.1
OG0001421	ENSG00000155367.15, ENSG00000111110.12	ENSXETG00000019537.1
OG0001422	ENSG00000276612.3, ENSG00000160221.18, ENSG00000280071.4	ENSXETG00000014743.1
OG0001423	ENSG00000116489.13	ENSXETG00000018495.1
OG0001423	ENSG00000198898.14	ENSXETG00000017576.1
OG0001424	ENSG00000007341.19	ENSXETG00000018815.1
OG0001424	ENSG00000004866.20	ENSXETG00000012048.1
OG0001425	ENSG00000131408.15, ENSG00000025434.19	ENSXETG00000001523.1
OG0001426	ENSG00000112214.10	ENSXETG00000016190.1
OG0001426	ENSG00000115641.19	ENSXETG00000000386.1
OG0001427	ENSG00000128731.17, ENSG00000276802.2	ENSXETG00000011000.1
OG0001428	ENSG00000086475.15, ENSG00000179918.19	ENSXETG00000004943.1
OG0001429	ENSG00000149596.6	ENSXETG00000009196.1
OG0001430	ENSG00000189221.9	ENSXETG00000001445.1
OG0001430	ENSG00000069535.14	ENSXETG00000006168.1
OG0001431	ENSG00000101986.12	ENSXETG00000010049.1
OG0001431	ENSG00000173208.4	ENSXETG00000012468.1
OG0001432	ENSG00000163682.16	ENSXETG00000004265.1, ENSXETG00000014668.1
OG0001433	ENSG00000198089.16	ENSXETG00000002477.1
OG0001434	ENSG00000022355.18	ENSXETG00000006253.1
OG0001434	ENSG00000151834.15	ENSXETG00000002977.1
OG0001435	ENSG00000143061.17, ENSG00000134256.12	ENSXETG00000000378.1
OG0001436	ENSG00000144834.14, ENSG00000158710.14	ENSXETG00000004108.1
OG0001437	ENSG00000272414.6, ENSG00000189157.14	ENSXETG00000007710.1
OG0001438	ENSG00000016082.15	ENSXETG00000016822.1
OG0001438	ENSG00000159556.10	ENSXETG00000018670.1
OG0001439	ENSG00000172009.15	ENSXETG00000004179.1
OG0001439	ENSG00000123213.23	ENSXETG00000010334.1
OG0001440	ENSG00000249437.7, ENSG00000276068.4, ENSG00000278613.4	ENSXETG00000002292.1, ENSXETG00000002310.1, ENSXETG00000002300.1, ENSXETG00000020507.1, ENSXETG00000002271.1
OG0001441	ENSG00000130957.5	ENSXETG00000019095.1
OG0001441	ENSG00000165140.10	ENSXETG00000019190.1, ENSXETG00000019404.1
OG0001442	ENSG00000165119.21	ENSXETG00000017423.1
OG0001443	ENSG00000080503.24	ENSXETG00000020964.1
OG0001443	ENSG00000127616.18	ENSXETG00000006375.1
OG0001444	ENSG00000080298.15	ENSXETG00000017429.1
OG0001444	ENSG00000087903.13	ENSXETG00000013063.1
OG0001445	ENSG00000130751.10, ENSG00000151322.18	ENSXETG00000019158.1
OG0001446	ENSG00000125816.5	ENSXETG00000001003.1
OG0001446	ENSG00000136352.17	ENSXETG00000017961.1
OG0001447	ENSG00000275568.4, ENSG00000198826.11, ENSG00000282168.4, ENSG00000286139.2, ENSG00000284906.1, ENSG00000285077.2, ENSG00000274734.1	ENSXETG00000002028.1
OG0001448	ENSG00000166535.20	ENSXETG00000009127.1, ENSXETG00000001038.1, ENSXETG00000003842.1, ENSXETG00000004119.1, ENSXETG00000004163.1, ENSXETG00000003992.1
OG0001449	ENSG00000215474.7	ENSXETG00000008241.1
OG0001449	ENSG00000188779.12	ENSXETG00000007378.1
OG0001450	ENSG00000272442.2	ENSXETG00000004138.1
OG0001450	ENSG00000178233.18	ENSXETG00000005175.1
OG0001451	ENSG00000186452.11	ENSXETG00000019127.1
OG0001452	ENSG00000284779.2, ENSG00000129965.15	ENSXETG00000014750.1
OG0001452	ENSG00000254647.6	ENSXETG00000005507.1
OG0001453	ENSG00000166579.15	ENSXETG00000009697.1
OG0001454	ENSG00000135913.11, ENSG00000134588.12, ENSG00000131864.10	ENSXETG00000019926.1
OG0001455	ENSG00000109920.13, ENSG00000285182.2	ENSXETG00000017564.1
OG0001456	ENSG00000158552.13, ENSG00000178381.12	ENSXETG00000018212.1
OG0001457	ENSG00000197208.6, ENSG00000197375.12	ENSXETG00000003547.1, ENSXETG00000003604.1
OG0001458	ENSG00000132321.17, ENSG00000278685.4	ENSXETG00000019759.1
OG0001459	ENSG00000085871.9	ENSXETG00000012553.1, ENSXETG00000012996.1, ENSXETG00000012998.1
OG0001459	ENSG00000213316.10, ENSG00000283887.2	ENSXETG00000017676.1
OG0001460	ENSG00000198380.12	ENSXETG00000006858.1
OG0001460	ENSG00000131459.13	ENSXETG00000014172.1
OG0001461	ENSG00000096401.8	ENSXETG00000002109.1
OG0001463	ENSG00000180376.17	ENSXETG00000016484.1
OG0001464	ENSG00000144744.17	ENSXETG00000008342.1
OG0001465	ENSG00000225989.9, ENSG00000204574.13, ENSG00000231129.8, ENSG00000206490.11, ENSG00000232169.9, ENSG00000236342.8, ENSG00000236149.9	ENSXETG00000008902.1
OG0001466	ENSG00000231377.6, ENSG00000206486.8, ENSG00000233049.6, ENSG00000204560.10, ENSG00000233418.8, ENSG00000227222.7, ENSG00000233561.6, ENSG00000226171.6	ENSXETG00000008438.1
OG0001467	ENSG00000226618.9, ENSG00000204469.13, ENSG00000225164.9, ENSG00000206427.11, ENSG00000231825.9, ENSG00000231370.9, ENSG00000225748.9	ENSXETG00000001809.1
OG0001468	ENSG00000146425.11	ENSXETG00000016100.1
OG0001469	ENSG00000204356.14, ENSG00000206268.11, ENSG00000231044.10, ENSG00000229363.9, ENSG00000206357.11, ENSG00000233801.9	ENSXETG00000000535.1
OG0001470	ENSG00000138068.10	ENSXETG00000011196.1, ENSXETG00000011111.1, ENSXETG00000011221.1, ENSXETG00000011012.1
OG0001473	ENSG00000132141.14, ENSG00000146731.11	ENSXETG00000000330.1
OG0001474	ENSG00000109113.20	ENSXETG00000012900.1
OG0001474	ENSG00000100228.12	ENSXETG00000015025.1
OG0001475	ENSG00000168582.5, ENSG00000182187.4	ENSXETG00000007403.1, ENSXETG00000007338.1, ENSXETG00000007434.1, ENSXETG00000007429.1, ENSXETG00000007389.1
OG0001476	ENSG00000080910.13, ENSG00000116785.13, ENSG00000244414.6	ENSXETG00000020131.1, ENSXETG00000013437.1, ENSXETG00000017679.1
OG0001477	ENSG00000205927.5	ENSXETG00000009795.1
OG0001477	ENSG00000177468.7	ENSXETG00000014526.1
OG0001478	ENSG00000211445.12, ENSG00000198704.9, ENSG00000257770.5, ENSG00000224586.7	ENSXETG00000006662.1
OG0001493	ENSG00000119973.6	ENSXETG00000006017.1
OG0001494	ENSG00000148704.13	ENSXETG00000014951.1
OG0001494	ENSG00000116035.4	ENSXETG00000014514.1
OG0001495	ENSG00000131143.10	ENSXETG00000020645.1
OG0001495	ENSG00000131055.5	ENSXETG00000011243.1
OG0001497	ENSG00000130522.6, ENSG00000177606.7	ENSXETG00000012013.1
OG0001500	ENSG00000115594.12, ENSG00000115598.10	ENSXETG00000003137.1
OG0001501	ENSG00000171747.9, ENSG00000282992.2	ENSXETG00000020327.1
OG0001502	ENSG00000169347.16, ENSG00000169344.15	ENSXETG00000008481.1, ENSXETG00000020791.1, ENSXETG00000019131.1, ENSXETG00000018773.1, ENSXETG00000020619.1, ENSXETG00000020198.1, ENSXETG00000021251.1
OG0001504	ENSG00000143320.9	ENSXETG00000000540.1
OG0001504	ENSG00000166426.8	ENSXETG00000017465.1
OG0001505	ENSG00000162444.12, ENSG00000114113.6	ENSXETG00000003524.1
OG0001506	ENSG00000113391.19	ENSXETG00000008616.1
OG0001507	ENSG00000263001.6	ENSXETG00000011107.1
OG0001508	ENSG00000124762.13	ENSXETG00000003867.1
OG0001509	ENSG00000089472.16, ENSG00000181333.12	ENSXETG00000007088.1
OG0001510	ENSG00000173812.11, ENSG00000114784.4	ENSXETG00000016730.1
OG0001511	ENSG00000126247.11	ENSXETG00000005188.1
OG0001511	ENSG00000256812.2	ENSXETG00000015216.1, ENSXETG00000002004.1
OG0001512	ENSG00000075073.15, ENSG00000115353.11	ENSXETG00000003894.1
OG0001513	ENSG00000167964.13	ENSXETG00000000927.1
OG0001513	ENSG00000172794.20	ENSXETG00000010247.1
OG0001514	ENSG00000105321.14	ENSXETG00000013889.1
OG0001515	ENSG00000142230.13	ENSXETG00000013907.1
OG0001516	ENSG00000174851.16, ENSG00000167645.17	ENSXETG00000013956.1
OG0001517	ENSG00000180423.4	ENSXETG00000010725.1
OG0001518	ENSG00000150361.12, ENSG00000102271.14	ENSXETG00000019609.1
OG0001519	ENSG00000125879.4	ENSXETG00000008379.1
OG0001519	ENSG00000261857.7, ENSG00000268975.2	ENSXETG00000004169.1
OG0001520	ENSG00000164645.3	ENSXETG00000006727.1
OG0001521	ENSG00000122299.12	ENSXETG00000014777.1
OG0001523	ENSG00000160752.14	ENSXETG00000014966.1
OG0001524	ENSG00000135821.18	ENSXETG00000011135.1
OG0001525	ENSG00000105519.17	ENSXETG00000013009.1
OG0001525	ENSG00000152611.12	ENSXETG00000015135.1
OG0001526	ENSG00000142864.14	ENSXETG00000017784.1
OG0001528	ENSG00000105552.15, ENSG00000060982.15	ENSXETG00000008954.1
OG0001530	ENSG00000131089.17	ENSXETG00000010361.1
OG0001531	ENSG00000197976.12	ENSXETG00000016741.1
OG0001532	ENSG00000196407.12, ENSG00000159445.13	ENSXETG00000006156.1
OG0001533	ENSG00000019144.19	ENSXETG00000001452.1
OG0001534	ENSG00000173905.9	ENSXETG00000010184.1
OG0001536	ENSG00000108946.14, ENSG00000188191.15	ENSXETG00000018692.1
OG0001537	ENSG00000163638.13	ENSXETG00000009673.1
OG0001537	ENSG00000173157.17	ENSXETG00000006086.1
OG0001538	ENSG00000275932.2, ENSG00000276023.5	ENSXETG00000004945.1
OG0001539	ENSG00000188064.10	ENSXETG00000006115.1
OG0001539	ENSG00000154764.6	ENSXETG00000008946.1
OG0001540	ENSG00000188095.6, ENSG00000166823.5	ENSXETG00000019774.1, ENSXETG00000018900.1, ENSXETG00000019777.1
OG0001541	ENSG00000114982.19	ENSXETG00000013984.1
OG0001543	ENSG00000187325.5, ENSG00000276463.4, ENSG00000273841.5	ENSXETG00000017052.1
OG0001544	ENSG00000161267.12, ENSG00000275544.4	ENSXETG00000000635.1
OG0001545	ENSG00000180644.8	ENSXETG00000016301.1, ENSXETG00000015918.1, ENSXETG00000015853.1, ENSXETG00000015835.1, ENSXETG00000015867.1, ENSXETG00000015882.1, ENSXETG00000015891.1, ENSXETG00000015906.1
OG0001546	ENSG00000270617.1, ENSG00000106608.16	ENSXETG00000008845.1, ENSXETG00000008649.1, ENSXETG00000008872.1, ENSXETG00000006390.1, ENSXETG00000008855.1, ENSXETG00000016330.1, ENSXETG00000008898.1, ENSXETG00000016340.1, ENSXETG00000015797.1, ENSXETG00000015759.1
OG0001547	ENSG00000055118.15	ENSXETG00000011138.1
OG0001547	ENSG00000184611.12	ENSXETG00000020044.1
OG0001548	ENSG00000135930.14	ENSXETG00000019645.1
OG0001549	ENSG00000114770.17	ENSXETG00000008370.1
OG0001550	ENSG00000172348.14	ENSXETG00000001576.1
OG0001550	ENSG00000117602.12	ENSXETG00000008782.1
OG0001551	ENSG00000146360.8, ENSG00000181773.7	ENSXETG00000013601.1
OG0001552	ENSG00000140553.18	ENSXETG00000019050.1
OG0001553	ENSG00000198952.8	ENSXETG00000004113.1
OG0001554	ENSG00000196972.9, ENSG00000178947.9	ENSXETG00000000403.1
OG0001555	ENSG00000170832.13, ENSG00000129204.17	ENSXETG00000018946.1
OG0001556	ENSG00000141027.21	ENSXETG00000007939.1
OG0001557	ENSG00000156413.14, ENSG00000130383.7, ENSG00000171124.13	ENSXETG00000000508.1, ENSXETG00000000496.1, ENSXETG00000000504.1, ENSXETG00000015101.1, ENSXETG00000019829.1, ENSXETG00000018326.1, ENSXETG00000015117.1
OG0001558	ENSG00000196712.18	ENSXETG00000012359.1
OG0001559	ENSG00000102531.16	ENSXETG00000012643.1
OG0001560	ENSG00000198851.10	ENSXETG00000009138.1
OG0001561	ENSG00000121577.13	ENSXETG00000004527.1
OG0001561	ENSG00000132429.10	ENSXETG00000015694.1
OG0001562	ENSG00000198900.6	ENSXETG00000017696.1
OG0001562	ENSG00000184428.13	ENSXETG00000019841.1
OG0001565	ENSG00000170027.7	ENSXETG00000009686.1
OG0001565	ENSG00000128245.15	ENSXETG00000014631.1
OG0001566	ENSG00000145246.14	ENSXETG00000000407.1
OG0001566	ENSG00000118322.14	ENSXETG00000005393.1
OG0001567	ENSG00000177947.13	ENSXETG00000001116.1
OG0001568	ENSG00000206283.10, ENSG00000237335.8, ENSG00000224782.8, ENSG00000204220.11, ENSG00000235692.8	ENSXETG00000019748.1
OG0001569	ENSG00000034152.19, ENSG00000108984.15	ENSXETG00000009410.1
OG0001570	ENSG00000136810.13	ENSXETG00000004772.1
OG0001571	ENSG00000283809.1, ENSG00000278817.1, ENSG00000183628.14, ENSG00000128185.10	ENSXETG00000001716.1
OG0001573	ENSG00000104885.18	ENSXETG00000013813.1
OG0001574	ENSG00000167780.12	ENSXETG00000006576.1, ENSXETG00000012094.1
OG0001575	ENSG00000135144.7, ENSG00000110042.8	ENSXETG00000003427.1
OG0001576	ENSG00000139410.15	ENSXETG00000002087.1
OG0001576	ENSG00000135094.11	ENSXETG00000002123.1
OG0001577	ENSG00000148824.19	ENSXETG00000013857.1
OG0001578	ENSG00000129472.15	ENSXETG00000015679.1
OG0001579	ENSG00000173976.15	ENSXETG00000019739.1
OG0001579	ENSG00000134438.10	ENSXETG00000005158.1
OG0001580	ENSG00000139910.20	ENSXETG00000019910.1
OG0001580	ENSG00000104967.7	ENSXETG00000020256.1
OG0001581	ENSG00000129824.16, ENSG00000280969.2, ENSG00000198034.11	ENSXETG00000009391.1
OG0001582	ENSG00000273529.2, ENSG00000197921.6	ENSXETG00000002680.1, ENSXETG00000013709.1
OG0001583	ENSG00000177551.5, ENSG00000171786.6	ENSXETG00000018884.1
OG0001584	ENSG00000110074.11	ENSXETG00000014545.1
OG0001585	ENSG00000117971.12	ENSXETG00000020255.1
OG0001585	ENSG00000160716.6	ENSXETG00000004859.1
OG0001586	ENSG00000170788.14, ENSG00000133665.13	ENSXETG00000012448.1
OG0001587	ENSG00000164099.3	ENSXETG00000011941.1
OG0001588	ENSG00000157110.16	ENSXETG00000001186.1
OG0001588	ENSG00000166831.9	ENSXETG00000006594.1
OG0001589	ENSG00000160097.18, ENSG00000115226.10	ENSXETG00000005945.1
OG0001590	ENSG00000119782.14, ENSG00000198225.5	ENSXETG00000006597.1
OG0001591	ENSG00000156006.5, ENSG00000171428.14	ENSXETG00000007368.1
OG0001592	ENSG00000157326.19, ENSG00000284807.2, ENSG00000187630.17, ENSG00000100867.14	ENSXETG00000006654.1
OG0001593	ENSG00000112773.16	ENSXETG00000007228.1
OG0001594	ENSG00000166971.17	ENSXETG00000007112.1
OG0001595	ENSG00000115255.11	ENSXETG00000005991.1
OG0001595	ENSG00000129625.13	ENSXETG00000000323.1
OG0001596	ENSG00000162889.10	ENSXETG00000003951.1
OG0001596	ENSG00000114738.11	ENSXETG00000001673.1
OG0001597	ENSG00000284889.2, ENSG00000100911.16	ENSXETG00000013094.1
OG0001598	ENSG00000185361.9, ENSG00000145779.8	ENSXETG00000012657.1
OG0001599	ENSG00000118181.11, ENSG00000280831.3	ENSXETG00000003290.1
OG0001600	ENSG00000281500.3, ENSG00000137700.18	ENSXETG00000003665.1
OG0001601	ENSG00000136717.15	ENSXETG00000018848.1
OG0001602	ENSG00000095787.23	ENSXETG00000010362.1
OG0001603	ENSG00000269897.5, ENSG00000168283.14	ENSXETG00000018901.1
OG0001604	ENSG00000136783.10, ENSG00000165028.12	ENSXETG00000011575.1
OG0001605	ENSG00000125522.3, ENSG00000277339.2	ENSXETG00000016658.1
OG0001605	ENSG00000183729.3	ENSXETG00000019386.1
OG0001606	ENSG00000248592.7, ENSG00000213533.12	ENSXETG00000011615.1
OG0001607	ENSG00000135837.16	ENSXETG00000017720.1
OG0001608	ENSG00000187553.10	ENSXETG00000015099.1
OG0001608	ENSG00000003137.8	ENSXETG00000015977.1
OG0001609	ENSG00000126458.4, ENSG00000133818.14	ENSXETG00000013999.1
OG0001610	ENSG00000183255.12	ENSXETG00000002026.1, ENSXETG00000006422.1
OG0001611	ENSG00000069956.12	ENSXETG00000018309.1
OG0001612	ENSG00000168806.8	ENSXETG00000012089.1
OG0001613	ENSG00000119408.16	ENSXETG00000003615.1
OG0001613	ENSG00000151414.15	ENSXETG00000009378.1
OG0001614	ENSG00000141404.16, ENSG00000087460.25	ENSXETG00000009266.1
OG0001615	ENSG00000135424.17	ENSXETG00000003068.1
OG0001616	ENSG00000100276.10	ENSXETG00000009947.1
OG0001616	ENSG00000270885.2	ENSXETG00000007602.1
OG0001617	ENSG00000242574.9, ENSG00000242386.8, ENSG00000241296.8, ENSG00000234154.10, ENSG00000248993.1, ENSG00000239329.8, ENSG00000242092.8, ENSG00000241674.8, ENSG00000226264.10	ENSXETG00000008272.1
OG0001618	ENSG00000148429.14	ENSXETG00000000670.1
OG0001619	ENSG00000187778.14	ENSXETG00000020234.1
OG0001620	ENSG00000158089.15, ENSG00000100626.17	ENSXETG00000012289.1
OG0001621	ENSG00000124102.5, ENSG00000124107.5	ENSXETG00000001506.1, ENSXETG00000001509.1
OG0001622	ENSG00000099942.13	ENSXETG00000006930.1
OG0001623	ENSG00000089009.15	ENSXETG00000016327.1
OG0001624	ENSG00000188760.10	ENSXETG00000019661.1
OG0001625	ENSG00000171425.10	ENSXETG00000011025.1
OG0001625	ENSG00000171443.7	ENSXETG00000013596.1
OG0001626	ENSG00000005421.9, ENSG00000105854.13, ENSG00000105852.11	ENSXETG00000008024.1
OG0001627	ENSG00000131781.13	ENSXETG00000007010.1, ENSXETG00000015094.1
OG0001628	ENSG00000171773.2	ENSXETG00000000210.1
OG0001628	ENSG00000130045.16	ENSXETG00000019220.1
OG0001629	ENSG00000106460.19	ENSXETG00000018958.1
OG0001630	ENSG00000040487.13	ENSXETG00000002741.1, ENSXETG00000002760.1, ENSXETG00000002812.1
OG0001631	ENSG00000120647.10	ENSXETG00000002884.1, ENSXETG00000009454.1, ENSXETG00000009467.1, ENSXETG00000007271.1, ENSXETG00000005477.1, ENSXETG00000002902.1, ENSXETG00000006525.1, ENSXETG00000016044.1
OG0001632	ENSG00000113068.10	ENSXETG00000006959.1
OG0001633	ENSG00000122565.19	ENSXETG00000005356.1
OG0001634	ENSG00000059378.13	ENSXETG00000010076.1
OG0001635	ENSG00000135917.15	ENSXETG00000004657.1, ENSXETG00000004509.1, ENSXETG00000004411.1, ENSXETG00000004496.1, ENSXETG00000004643.1
OG0001636	ENSG00000261115.6	ENSXETG00000002663.1
OG0001637	ENSG00000243215.7, ENSG00000241394.7, ENSG00000243189.7, ENSG00000242685.7, ENSG00000243719.7, ENSG00000242361.7, ENSG00000239463.7, ENSG00000204257.15	ENSXETG00000008284.1
OG0001638	ENSG00000188612.12	ENSXETG00000020764.1
OG0001640	ENSG00000115468.12	ENSXETG00000010835.1
OG0001640	ENSG00000142634.13	ENSXETG00000016303.1
OG0001641	ENSG00000128578.10	ENSXETG00000021401.1
OG0001641	ENSG00000143093.15	ENSXETG00000015852.1
OG0001642	ENSG00000196632.10, ENSG00000126562.17	ENSXETG00000018272.1
OG0001643	ENSG00000102225.16	ENSXETG00000000334.1
OG0001643	ENSG00000059758.8	ENSXETG00000000331.1
OG0001644	ENSG00000204414.13, ENSG00000213218.10, ENSG00000285947.1, ENSG00000259384.7	ENSXETG00000017289.1, ENSXETG00000010549.1
OG0001645	ENSG00000117407.17	ENSXETG00000004900.1
OG0001646	ENSG00000133639.6	ENSXETG00000020637.1
OG0001647	ENSG00000250722.6	ENSXETG00000012670.1
OG0001648	ENSG00000122884.12	ENSXETG00000002570.1
OG0001649	ENSG00000186868.15, ENSG00000277956.4, ENSG00000276155.4	ENSXETG00000008556.1
