Orthogroup	H_sapiens.pep	P_Mucros.pep
OG0001407	ENSG00000276126.3, ENSG00000154252.12	XP_015679724.1, XP_015679723.1, XP_015679725.1
OG0001408	ENSG00000042813.8	XP_015671658.1
OG0001408	ENSG00000186075.12	XP_015687684.2
OG0001409	ENSG00000006116.3	XP_015668739.1
OG0001409	ENSG00000166862.6	XP_015687363.1
OG0001410	ENSG00000130158.14	XP_029141189.1
OG0001410	ENSG00000116641.18	XP_015671029.1
OG0001411	ENSG00000049283.18	XP_029139205.1
OG0001411	ENSG00000176177.10	XP_029141142.1
OG0001412	ENSG00000147862.17	XP_015680943.1
OG0001413	ENSG00000281897.3, ENSG00000283026.2, ENSG00000100207.18, ENSG00000262024.6, ENSG00000276461.4, ENSG00000283681.2, ENSG00000282892.2, ENSG00000280467.3	XP_015669010.1
OG0001414	ENSG00000143125.6	XP_015678356.1
OG0001415	ENSG00000131355.15	XP_029139726.1
OG0001416	ENSG00000173598.14, ENSG00000177144.7, ENSG00000122824.11, ENSG00000196368.5	XP_015668341.1, XP_015668333.1
OG0001417	ENSG00000143847.15	XP_015673487.1
OG0001417	ENSG00000139220.16	XP_029139198.1
OG0001418	ENSG00000156574.10	XP_015681592.1
OG0001419	ENSG00000138670.17	XP_015687851.1
OG0001419	ENSG00000146090.16	XP_015681105.1
OG0001420	ENSG00000145287.10	XP_015687862.1, XP_015687861.1
OG0001421	ENSG00000155367.15	XP_015679361.2
OG0001421	ENSG00000111110.12	XP_015677600.1
OG0001422	ENSG00000276612.3, ENSG00000160221.18, ENSG00000280071.4	XP_015670351.1
OG0001423	ENSG00000116489.13	XP_015682137.1
OG0001423	ENSG00000198898.14	XP_015669039.1
OG0001424	ENSG00000007341.19	XP_015682136.1
OG0001424	ENSG00000004866.20	XP_015669040.1
OG0001425	ENSG00000131408.15	XP_015665663.1
OG0001425	ENSG00000025434.19	XP_015674139.1
OG0001426	ENSG00000112214.10	XP_015676819.1
OG0001426	ENSG00000115641.19	XP_015670725.1
OG0001428	ENSG00000179918.19	XP_015667711.1, XP_015667710.1
OG0001429	ENSG00000149596.6	XP_015685174.1
OG0001430	ENSG00000189221.9	XP_015682122.1
OG0001430	ENSG00000069535.14	XP_015682121.2
OG0001431	ENSG00000101986.12	XP_015670595.1
OG0001431	ENSG00000173208.4	XP_015681157.1
OG0001432	ENSG00000163682.16	XP_015687446.1
OG0001434	ENSG00000022355.18	XP_015675061.1
OG0001434	ENSG00000151834.15	XP_015669892.1
OG0001435	ENSG00000143061.17	XP_015673204.1
OG0001435	ENSG00000134256.12	XP_015679910.1
OG0001436	ENSG00000144834.14	XP_015676954.1
OG0001436	ENSG00000158710.14	XP_015678955.1
OG0001437	ENSG00000272414.6, ENSG00000189157.14	XP_029141483.1, XP_029142221.1
OG0001438	ENSG00000016082.15	XP_015675397.1
OG0001438	ENSG00000159556.10	XP_015682950.1
OG0001439	ENSG00000172009.15	XP_015681683.1
OG0001439	ENSG00000123213.23	XP_015668158.1
OG0001440	ENSG00000249437.7, ENSG00000276068.4, ENSG00000278613.4	XP_015674048.1
OG0001441	ENSG00000130957.5	XP_015683495.1
OG0001441	ENSG00000165140.10	XP_015676237.1
OG0001442	ENSG00000165119.21	XP_015683456.1, XP_015683457.1
OG0001443	ENSG00000080503.24	XP_015681579.1
OG0001443	ENSG00000127616.18	XP_015668764.1
OG0001444	ENSG00000080298.15	XP_015679757.1
OG0001444	ENSG00000087903.13	XP_015682288.1
OG0001445	ENSG00000130751.10	XP_029140893.1
OG0001445	ENSG00000151322.18	XP_015677565.1
OG0001446	ENSG00000125816.5	XP_015682749.1
OG0001446	ENSG00000136352.17	XP_015668499.1
OG0001447	ENSG00000275568.4, ENSG00000198826.11	XP_015671216.1
OG0001448	ENSG00000166535.20	XP_029141583.1
OG0001449	ENSG00000215474.7	XP_015682591.1
OG0001449	ENSG00000188779.12	XP_029139150.1
OG0001450	ENSG00000272442.2	XP_015671421.1
OG0001450	ENSG00000178233.18	XP_015680792.1
OG0001451	ENSG00000186452.11	XP_029143112.1, XP_029143113.1, XP_015687330.1, XP_029143115.1, XP_029143110.1
OG0001452	ENSG00000254647.6	XP_015678733.1
OG0001453	ENSG00000166579.15	XP_015677188.1, XP_015677187.1, XP_015677189.1
OG0001454	ENSG00000135913.11, ENSG00000134588.12, ENSG00000131864.10	XP_015675959.1
OG0001455	ENSG00000109920.13, ENSG00000285182.2	XP_015686417.1, XP_015684937.1
OG0001456	ENSG00000158552.13	XP_029142881.1, XP_015682859.1
OG0001456	ENSG00000178381.12	XP_015673324.1
OG0001457	ENSG00000197208.6	XP_015675048.1
OG0001457	ENSG00000197375.12	XP_015675046.1
OG0001458	ENSG00000132321.17	XP_029140656.1
OG0001458	ENSG00000278685.4	XP_015684883.1, XP_015682659.1
OG0001459	ENSG00000085871.9, ENSG00000213316.10, ENSG00000283887.2	XP_015681486.1
OG0001460	ENSG00000198380.12	XP_015666610.1
OG0001460	ENSG00000131459.13	XP_015679368.1
OG0001461	ENSG00000096401.8	XP_015676186.1
OG0001463	ENSG00000180376.17	XP_015673147.1, XP_015686234.1, XP_015685314.2, XP_015682341.1, XP_015682343.1, XP_015682342.1
OG0001464	ENSG00000144744.17	XP_015687250.1, XP_015687251.1, XP_015687253.1, XP_015687252.1, XP_015687254.1
OG0001465	ENSG00000225989.9, ENSG00000204574.13, ENSG00000231129.8, ENSG00000206490.11, ENSG00000232169.9, ENSG00000236342.8, ENSG00000236149.9	XP_015682576.1
OG0001466	ENSG00000231377.6, ENSG00000206486.8, ENSG00000233049.6, ENSG00000204560.10, ENSG00000233418.8, ENSG00000227222.7, ENSG00000233561.6, ENSG00000226171.6	XP_029142211.1, XP_015686437.1
OG0001467	ENSG00000226618.9, ENSG00000204469.13, ENSG00000225164.9, ENSG00000206427.11, ENSG00000231825.9, ENSG00000231370.9, ENSG00000225748.9	XP_029140661.1
OG0001468	ENSG00000146425.11	XP_015672334.1
OG0001469	ENSG00000204356.14, ENSG00000206268.11, ENSG00000231044.10, ENSG00000229363.9, ENSG00000206357.11, ENSG00000233801.9	XP_015671929.1, XP_015683107.1
OG0001470	ENSG00000138068.10	XP_015685559.1, XP_029140075.1
OG0001473	ENSG00000132141.14, ENSG00000146731.11	XP_015670991.1, XP_015670983.1
OG0001474	ENSG00000109113.20	XP_029142285.1, XP_015686088.1
OG0001474	ENSG00000100228.12	XP_029141389.1
OG0001476	ENSG00000080910.13, ENSG00000116785.13, ENSG00000244414.6	XP_015683763.1
OG0001477	ENSG00000205927.5	XP_015675197.1
OG0001477	ENSG00000177468.7	XP_015686768.1
OG0001478	ENSG00000211445.12, ENSG00000198704.9, ENSG00000257770.5, ENSG00000224586.7	XP_015679695.1
OG0001493	ENSG00000119973.6	XP_015674961.1
OG0001494	ENSG00000148704.13	XP_015670707.1
OG0001495	ENSG00000131143.10, ENSG00000131055.5	XP_015672330.1
OG0001497	ENSG00000130522.6	XP_015665538.2
OG0001497	ENSG00000177606.7	XP_015687047.1
OG0001500	ENSG00000115594.12	XP_015672273.2
OG0001500	ENSG00000115598.10	XP_015672279.1
OG0001501	ENSG00000171747.9, ENSG00000282992.2	XP_029140743.1
OG0001503	ENSG00000065320.9	XP_015670685.1
OG0001504	ENSG00000143320.9	XP_015683068.1
OG0001504	ENSG00000166426.8	XP_015671841.1
OG0001505	ENSG00000162444.12	XP_015676914.1
OG0001505	ENSG00000114113.6	XP_015676771.1
OG0001506	ENSG00000113391.19	XP_015668162.1
OG0001508	ENSG00000124762.13	XP_015670997.1, XP_015670996.1, XP_015670995.1
OG0001509	ENSG00000089472.16	XP_015680243.1
OG0001510	ENSG00000173812.11, ENSG00000114784.4	XP_015678831.1
OG0001511	ENSG00000126247.11	XP_015676521.1
OG0001511	ENSG00000256812.2	XP_029140027.1
OG0001512	ENSG00000075073.15	XP_015678450.1
OG0001512	ENSG00000115353.11	XP_015666591.1
OG0001513	ENSG00000167964.13	XP_015678320.1
OG0001513	ENSG00000172794.20	XP_015675344.2
OG0001514	ENSG00000105321.14	XP_015669395.2
OG0001515	ENSG00000142230.13	XP_015669394.1
OG0001516	ENSG00000174851.16	XP_015683616.1
OG0001516	ENSG00000167645.17	XP_015669355.1
OG0001517	ENSG00000180423.4	XP_015684330.1
OG0001518	ENSG00000150361.12	XP_015687824.1
OG0001520	ENSG00000164645.3	XP_015684157.1
OG0001521	ENSG00000122299.12	XP_015667464.1
OG0001522	ENSG00000174996.11	XP_015686718.1
OG0001522	ENSG00000137171.15	XP_015666770.1, XP_015666769.1
OG0001523	ENSG00000160752.14	XP_015681867.1
OG0001524	ENSG00000135821.18	XP_015668617.1
OG0001525	ENSG00000105519.17	XP_015665474.1, XP_015665472.1
OG0001525	ENSG00000152611.12	XP_015682819.1
OG0001526	ENSG00000142864.14	XP_015684389.1, XP_015684457.1, XP_015684552.1
OG0001527	ENSG00000169393.9	XP_015665619.1, XP_015665640.1, XP_015665641.1
OG0001528	ENSG00000105552.15	XP_015665749.1
OG0001528	ENSG00000060982.15	XP_029142223.1
OG0001530	ENSG00000131089.17	XP_015666261.2, XP_029138940.1
OG0001531	ENSG00000197976.12	XP_015673964.1
OG0001532	ENSG00000196407.12, ENSG00000159445.13	XP_015668842.1, XP_015668843.1, XP_029139456.1
OG0001533	ENSG00000019144.19	XP_015668373.1
OG0001534	ENSG00000173905.9	XP_015677650.1
OG0001535	ENSG00000103269.13	XP_029140571.1
OG0001535	ENSG00000141314.13	XP_015681776.1
OG0001536	ENSG00000108946.14	XP_015665862.1
OG0001536	ENSG00000188191.15	XP_015676407.1
OG0001537	ENSG00000163638.13	XP_015681357.1
OG0001538	ENSG00000275932.2, ENSG00000276023.5	XP_015684811.1, XP_015684812.1, XP_015666018.1, XP_015666019.1, XP_015678790.1
OG0001539	ENSG00000188064.10	XP_015670951.1
OG0001539	ENSG00000154764.6	XP_015669233.1
OG0001541	ENSG00000114982.19	XP_029139006.1
OG0001542	ENSG00000174032.17	XP_029138995.1
OG0001542	ENSG00000102078.16	XP_015676092.1
OG0001543	ENSG00000187325.5, ENSG00000276463.4, ENSG00000273841.5	XP_015681928.1
OG0001544	ENSG00000161267.12, ENSG00000275544.4	XP_015676221.1
OG0001545	ENSG00000180644.8	XP_015681063.1
OG0001547	ENSG00000055118.15	XP_015683877.1
OG0001547	ENSG00000184611.12	XP_029142006.1
OG0001548	ENSG00000135930.14	XP_015687180.1
OG0001549	ENSG00000114770.17	XP_015687188.1
OG0001550	ENSG00000172348.14	XP_015667797.1, XP_015667796.1
OG0001550	ENSG00000117602.12	XP_015675779.2
OG0001551	ENSG00000146360.8, ENSG00000181773.7	XP_015682666.1, XP_015670660.1
OG0001552	ENSG00000140553.18	XP_015674094.1
OG0001553	ENSG00000198952.8	XP_029141875.1, XP_029141877.1, XP_029141876.1
OG0001554	ENSG00000196972.9, ENSG00000178947.9	XP_015675066.1
OG0001555	ENSG00000170832.13, ENSG00000129204.17	XP_015678364.1
OG0001556	ENSG00000141027.21	XP_015668028.1, XP_015684962.1, XP_029141382.1
OG0001558	ENSG00000196712.18	XP_015681551.1, XP_015685863.1, XP_015681348.1
OG0001560	ENSG00000198851.10	XP_029139356.1
OG0001561	ENSG00000121577.13	XP_029139688.1
OG0001562	ENSG00000198900.6	XP_015671235.1
OG0001562	ENSG00000184428.13	XP_015678605.2
OG0001565	ENSG00000170027.7	XP_015679290.1
OG0001566	ENSG00000145246.14	XP_029139324.1
OG0001567	ENSG00000177947.13	XP_015678967.1
OG0001568	ENSG00000206283.10, ENSG00000237335.8, ENSG00000224782.8, ENSG00000204220.11, ENSG00000235692.8	XP_015671518.1
OG0001569	ENSG00000034152.19	XP_015686560.1
OG0001569	ENSG00000108984.15	XP_015665850.1
OG0001570	ENSG00000136810.13	XP_015674706.1, XP_015674703.1
OG0001571	ENSG00000283809.1, ENSG00000278817.1, ENSG00000183628.14, ENSG00000128185.10	XP_015683980.1
OG0001573	ENSG00000104885.18	XP_029138805.1
OG0001574	ENSG00000167780.12	XP_029140216.1, XP_029140214.1, XP_015672632.2, XP_029140215.1, XP_015672634.1, XP_029140217.1
OG0001575	ENSG00000135144.7	XP_015681811.1
OG0001575	ENSG00000110042.8	XP_015680510.1
OG0001576	ENSG00000139410.15	XP_015683743.1
OG0001576	ENSG00000135094.11	XP_015683744.1
OG0001577	ENSG00000148824.19	XP_015675930.2, XP_015684876.1
OG0001578	ENSG00000104388.15	XP_015667862.1
OG0001579	ENSG00000173976.15	XP_015674023.1
OG0001580	ENSG00000139910.20	XP_015673360.1
OG0001580	ENSG00000104967.7	XP_015682153.2
OG0001581	ENSG00000129824.16, ENSG00000280969.2, ENSG00000198034.11	XP_015687923.1, XP_015666663.1
OG0001583	ENSG00000177551.5	XP_015673568.1
OG0001583	ENSG00000171786.6	XP_015672884.1
OG0001584	ENSG00000110074.11	XP_029142274.1
OG0001585	ENSG00000117971.12	XP_015685807.1
OG0001585	ENSG00000160716.6	XP_029139447.1
OG0001586	ENSG00000170788.14, ENSG00000133665.13	XP_015683827.1, XP_029142483.1
OG0001587	ENSG00000164099.3	XP_015678773.1
OG0001588	ENSG00000157110.16	XP_015679523.1
OG0001588	ENSG00000166831.9	XP_015673936.1
OG0001589	ENSG00000160097.18	XP_029139111.1
OG0001589	ENSG00000115226.10	XP_015670289.1
OG0001590	ENSG00000119782.14	XP_015678040.1
OG0001590	ENSG00000198225.5	XP_015685920.1
OG0001591	ENSG00000156006.5, ENSG00000171428.14	XP_015677299.1, XP_015671728.1
OG0001592	ENSG00000157326.19, ENSG00000284807.2, ENSG00000187630.17, ENSG00000100867.14	XP_015677710.1
OG0001593	ENSG00000112773.16	XP_015687574.1
OG0001594	ENSG00000166971.17	XP_015674225.1, XP_015674226.1, XP_015674227.1
OG0001595	ENSG00000115255.11	XP_015674020.1
OG0001595	ENSG00000129625.13	XP_015677877.1
OG0001596	ENSG00000114738.11	XP_015669613.1
OG0001597	ENSG00000284889.2, ENSG00000100911.16	XP_015686501.1, XP_015677717.1, XP_015686783.1, XP_015686787.2
OG0001598	ENSG00000185361.9	XP_015681904.1
OG0001598	ENSG00000145779.8	XP_015679066.1, XP_015679065.1
OG0001599	ENSG00000118181.11, ENSG00000280831.3	XP_015668398.1, XP_015668399.1
OG0001600	ENSG00000281500.3, ENSG00000137700.18	XP_015668396.1
OG0001601	ENSG00000136717.15	XP_015686731.1, XP_015686701.1, XP_015686688.1, XP_015686695.1, XP_015686708.1, XP_015686715.1, XP_015686725.1, XP_015686720.1
OG0001602	ENSG00000095787.23	XP_015666142.1, XP_015679457.1, XP_015679456.1
OG0001603	ENSG00000269897.5, ENSG00000168283.14	XP_015667045.1, XP_015667048.1, XP_015667047.1, XP_015667046.1, XP_015678615.1
OG0001604	ENSG00000136783.10, ENSG00000165028.12	XP_015670139.1
OG0001605	ENSG00000125522.3, ENSG00000277339.2	XP_015683051.1
OG0001605	ENSG00000183729.3	XP_029140322.1
OG0001606	ENSG00000248592.7, ENSG00000213533.12	XP_029140645.1
OG0001607	ENSG00000135837.16	XP_015666755.1
OG0001608	ENSG00000187553.10	XP_029139038.1
OG0001608	ENSG00000003137.8	XP_029142150.1
OG0001610	ENSG00000183255.12	XP_015669627.1, XP_015670757.1
OG0001611	ENSG00000069956.12	XP_015679198.1, XP_015679197.1, XP_015679196.1
OG0001612	ENSG00000168806.8	XP_029140211.1
OG0001613	ENSG00000119408.16	XP_015683674.1
OG0001613	ENSG00000151414.15	XP_015671605.1
OG0001614	ENSG00000141404.16	XP_029141567.1, XP_015679666.1
OG0001614	ENSG00000087460.25	XP_015680351.1
OG0001615	ENSG00000135424.17	XP_029141576.1
OG0001616	ENSG00000100276.10	XP_015672950.1
OG0001616	ENSG00000270885.2	XP_015673100.1
OG0001618	ENSG00000148429.14	XP_029142041.1
OG0001619	ENSG00000187778.14	XP_015685893.1, XP_015679682.1
OG0001620	ENSG00000158089.15	XP_015674012.1
OG0001620	ENSG00000100626.17	XP_015679360.1
OG0001621	ENSG00000124102.5, ENSG00000124107.5	XP_015677839.1
OG0001622	ENSG00000099942.13	XP_015683690.1, XP_015666028.1, XP_015679937.2
OG0001623	ENSG00000089009.15	XP_015670925.1
OG0001624	ENSG00000188760.10	XP_015670681.1
OG0001625	ENSG00000171425.10	XP_015666409.1, XP_015678121.1
OG0001626	ENSG00000005421.9, ENSG00000105854.13, ENSG00000105852.11	XP_015667064.1
OG0001627	ENSG00000131781.13	XP_015682354.1
OG0001628	ENSG00000171773.2	XP_015671220.1
OG0001628	ENSG00000130045.16	XP_015678497.1
OG0001629	ENSG00000106460.19	XP_015667318.1, XP_015667317.1, XP_015667316.1, XP_015667314.1, XP_015667319.1
OG0001630	ENSG00000040487.13	XP_015687034.1
OG0001631	ENSG00000120647.10	XP_015669658.1
OG0001632	ENSG00000113068.10	XP_015667644.1, XP_015667643.1
OG0001633	ENSG00000122565.19	XP_015666074.1, XP_015666076.1, XP_015666075.1
OG0001634	ENSG00000059378.13	XP_015675815.1, XP_029139731.1, XP_015673728.1
OG0001635	ENSG00000135917.15	XP_015671781.1, XP_015671782.1
OG0001636	ENSG00000261115.6	XP_015672708.1
OG0001637	ENSG00000243215.7, ENSG00000241394.7, ENSG00000243189.7, ENSG00000242685.7, ENSG00000243719.7, ENSG00000242361.7, ENSG00000239463.7, ENSG00000204257.15	XP_015685629.1
OG0001638	ENSG00000188612.12	XP_015670526.1
OG0001640	ENSG00000115468.12	XP_015669202.1
OG0001640	ENSG00000142634.13	XP_015675860.1
OG0001641	ENSG00000143093.15	XP_015670089.1
OG0001642	ENSG00000126562.17	XP_029139615.1
OG0001643	ENSG00000102225.16	XP_015681243.1
OG0001643	ENSG00000059758.8	XP_015668124.1
OG0001644	ENSG00000204414.13, ENSG00000213218.10, ENSG00000285947.1, ENSG00000259384.7	XP_029143058.1
OG0001645	ENSG00000117407.17	XP_015666787.2
OG0001646	ENSG00000133639.6	XP_015668365.1
OG0001648	ENSG00000122884.12	XP_015673583.1, XP_029140356.1, XP_015673582.1, XP_015673584.1
OG0001649	ENSG00000186868.15, ENSG00000277956.4, ENSG00000276155.4	XP_029143182.1
OG0001650	ENSG00000278458.4, ENSG00000120071.14, ENSG00000275867.3	XP_015687729.1, XP_015687730.1, XP_015682261.1
OG0001651	ENSG00000175183.10	XP_015675172.1
OG0001651	ENSG00000159176.14	XP_015668006.1
OG0001652	ENSG00000151090.19	XP_015667187.1
OG0001652	ENSG00000126351.12	XP_015687685.1
OG0001653	ENSG00000124678.19, ENSG00000284800.1, ENSG00000215029.10, ENSG00000268235.7	XP_029143141.1
OG0001654	ENSG00000105640.13	XP_015676241.1
OG0001655	ENSG00000247596.9	XP_015681331.1
OG0001657	ENSG00000159140.21	XP_015675093.1
OG0001658	ENSG00000163281.12	XP_015682851.1
OG0001658	ENSG00000113552.16	XP_015670751.1
OG0001659	ENSG00000282278.1, ENSG00000145216.16	XP_015680530.1
OG0001660	ENSG00000177300.6, ENSG00000185758.9	XP_015668356.1, XP_015687303.1
OG0001661	ENSG00000180660.8	XP_015671659.1
OG0001661	ENSG00000181541.6	XP_015671930.1
OG0001662	ENSG00000115268.9	XP_015666201.2
OG0001663	ENSG00000044115.21	XP_015674177.1
OG0001664	ENSG00000070193.5	XP_015675453.1
OG0001664	ENSG00000070388.11	XP_015665552.2
OG0001665	ENSG00000127184.13	XP_015686703.1
OG0001666	ENSG00000153113.23	XP_029143132.1, XP_029143130.1, XP_029143129.1, XP_029143131.1
OG0001667	ENSG00000135049.15	XP_015674008.1
OG0001668	ENSG00000165410.15	XP_015677571.1
OG0001668	ENSG00000172757.13	XP_015681955.1
OG0001669	ENSG00000172803.18, ENSG00000129515.20	XP_015677566.1
OG0001670	ENSG00000100596.6	XP_015668101.1
OG0001670	ENSG00000172296.13	XP_015677881.1
OG0001671	ENSG00000111704.11, ENSG00000255192.5	XP_029141584.1
OG0001672	ENSG00000170296.10	XP_015680140.1
OG0001673	ENSG00000168970.22, ENSG00000243708.10	XP_029139964.1
OG0001674	ENSG00000007372.23	XP_015678414.1
OG0001675	ENSG00000110844.13	XP_015670232.2
OG0001676	ENSG00000053702.15, ENSG00000175352.11	XP_015679250.1
OG0001677	ENSG00000250644.3, ENSG00000117984.14	XP_015675180.1
OG0001678	ENSG00000136854.21	XP_015683872.1
OG0001678	ENSG00000076944.16	XP_015681437.1
OG0001679	ENSG00000163064.7	XP_029142439.1
OG0001679	ENSG00000164778.4	XP_015687998.1
OG0001680	ENSG00000180871.8, ENSG00000163464.8	XP_015675970.2, XP_015675969.1
OG0001681	ENSG00000134812.8	XP_015675207.1, XP_015675206.1, XP_029140647.1
OG0001682	ENSG00000173020.11	XP_015681495.1
OG0001682	ENSG00000100077.15	XP_029139942.1
OG0001683	ENSG00000048991.16	XP_015667925.1, XP_015667924.1, XP_015667923.1
OG0001684	ENSG00000263809.1, ENSG00000037241.7	XP_015674194.1
OG0001685	ENSG00000170927.15	XP_029139533.1
OG0001686	ENSG00000112116.10, ENSG00000112115.7	XP_029139532.1
OG0001687	ENSG00000164434.12	XP_015674898.1
OG0001687	ENSG00000121769.8	XP_015677669.1
OG0001689	ENSG00000170860.4	XP_015684807.1, XP_015684168.1
OG0001690	ENSG00000229470.9, ENSG00000206492.11, ENSG00000232143.9, ENSG00000235986.9, ENSG00000206412.6, ENSG00000204590.12, ENSG00000228581.9, ENSG00000226882.9	XP_015687533.1, XP_015683923.1
OG0001691	ENSG00000112499.13, ENSG00000175003.15	XP_015676612.1, XP_015676613.1
OG0001692	ENSG00000237403.6, ENSG00000227720.6, ENSG00000233314.6, ENSG00000237829.6, ENSG00000206501.8, ENSG00000234058.6, ENSG00000236560.6, ENSG00000204619.8	XP_015682875.1
OG0001693	ENSG00000236949.6, ENSG00000206502.8, ENSG00000235443.6, ENSG00000235176.6, ENSG00000236808.6, ENSG00000233795.6, ENSG00000224859.6, ENSG00000066379.15	XP_015682876.1
OG0001694	ENSG00000272295.1, ENSG00000234947.8, ENSG00000236250.8, ENSG00000206342.12, ENSG00000226257.9, ENSG00000226033.10, ENSG00000204344.14	XP_015683108.1
OG0001695	ENSG00000224313.6, ENSG00000204348.10, ENSG00000225682.6, ENSG00000206346.8, ENSG00000234798.6, ENSG00000236765.6	XP_015683106.1
OG0001696	ENSG00000244255.5, ENSG00000243649.9, ENSG00000243570.9, ENSG00000241253.8, ENSG00000241534.9, ENSG00000242335.8, ENSG00000239754.9, ENSG00000204359.9	XP_029143153.1
OG0001697	ENSG00000204314.12, ENSG00000229071.9, ENSG00000225141.9, ENSG00000206331.11, ENSG00000229488.9, ENSG00000235956.9, ENSG00000238056.9, ENSG00000227122.9	XP_015683228.1
OG0001698	ENSG00000228978.2, ENSG00000228849.3, ENSG00000230108.3, ENSG00000232810.4, ENSG00000228321.3, ENSG00000223952.3, ENSG00000206439.5, ENSG00000204490.3	XP_015681363.1
OG0001699	ENSG00000112592.14	XP_015674530.1
OG0001699	ENSG00000182521.5	XP_015687614.2
OG0001700	ENSG00000229341.2, ENSG00000236221.9, ENSG00000168477.19, ENSG00000231608.9, ENSG00000206258.12, ENSG00000229353.10, ENSG00000236236.9, ENSG00000233323.10	XP_015677833.1
OG0001701	ENSG00000238196.5, ENSG00000235396.5, ENSG00000204301.6, ENSG00000234876.5, ENSG00000206312.7, ENSG00000232339.5, ENSG00000223355.5	XP_029141994.1
OG0001702	ENSG00000154305.18	XP_015687407.1
OG0001704	ENSG00000112695.11, ENSG00000161281.11	XP_015676522.1, XP_015672968.1
OG0001705	ENSG00000189067.12, ENSG00000283516.1	XP_015667485.1, XP_029139188.1
OG0001708	ENSG00000281287.1, ENSG00000251357.4, ENSG00000133460.19, ENSG00000275744.4	XP_015671261.1, XP_015676361.1
OG0001709	ENSG00000184117.12	XP_015672935.1
OG0001709	ENSG00000146729.10	XP_015672686.1
OG0001716	ENSG00000075711.21	XP_029140825.1, XP_015676204.1, XP_015676206.1, XP_029140826.1, XP_029140828.1, XP_029140827.1, XP_029140829.1, XP_015676205.1, XP_015676207.1
