Orthogroup	G_gallus.pep	A_carolinensis.pep
OG0001893	ENSGALG00000033926.2	ENSACAG00000006594.3
OG0001894	ENSGALG00000034196.3	ENSACAG00000017925.3
OG0001895	ENSGALG00000002139.6	ENSACAG00000003120.3
OG0001896	ENSGALG00000053991.1, ENSGALG00000051598.1	ENSACAG00000003491.2
OG0001897	ENSGALG00000034788.3, ENSGALG00000019802.5	ENSACAG00000003708.2
OG0001898	ENSGALG00000008439.7	ENSACAG00000015775.3
OG0001899	ENSGALG00000005195.6	ENSACAG00000004657.3
OG0001900	ENSGALG00000035696.2	ENSACAG00000017851.3
OG0001901	ENSGALG00000019175.5	ENSACAG00000002605.3
OG0001901	ENSGALG00000016196.6	ENSACAG00000017832.3
OG0001902	ENSGALG00000036677.2	ENSACAG00000004697.3
OG0001903	ENSGALG00000034396.3	ENSACAG00000004223.3
OG0001904	ENSGALG00000028643.3	ENSACAG00000003368.3
OG0001905	ENSGALG00000033671.2	ENSACAG00000003206.2
OG0001906	ENSGALG00000017072.6	ENSACAG00000004526.3
OG0001906	ENSGALG00000017071.7	ENSACAG00000004509.2
OG0001907	ENSGALG00000010077.6	ENSACAG00000002978.3
OG0001908	ENSGALG00000017186.6	ENSACAG00000012650.3
OG0001909	ENSGALG00000011573.6	ENSACAG00000012966.3
OG0001910	ENSGALG00000014833.7	ENSACAG00000010291.3
OG0001911	ENSGALG00000014789.5	ENSACAG00000016447.2
OG0001912	ENSGALG00000002430.7	ENSACAG00000010017.3
OG0001914	ENSGALG00000020534.3	ENSACAG00000010323.3
OG0001915	ENSGALG00000026757.3	ENSACAG00000010508.2
OG0001916	ENSGALG00000040704.2	ENSACAG00000016513.2
OG0001918	ENSGALG00000010147.6	ENSACAG00000001658.2
OG0001919	ENSGALG00000015080.7	ENSACAG00000017625.3
OG0001920	ENSGALG00000054753.1, ENSGALG00000050845.1	ENSACAG00000007320.3
OG0001921	ENSGALG00000038939.2	ENSACAG00000001100.3
OG0001922	ENSGALG00000026005.3	ENSACAG00000017365.3
OG0001923	ENSGALG00000017047.6	ENSACAG00000017639.3
OG0001925	ENSGALG00000039779.3	ENSACAG00000012219.2
OG0001927	ENSGALG00000006054.6	ENSACAG00000012729.3
OG0001928	ENSGALG00000006647.7	ENSACAG00000009286.3
OG0001929	ENSGALG00000006873.7	ENSACAG00000015010.2
OG0001930	ENSGALG00000012166.6	ENSACAG00000002712.3
OG0001931	ENSGALG00000039839.3	ENSACAG00000016881.3
OG0001932	ENSGALG00000002050.7	ENSACAG00000007951.3
OG0001934	ENSGALG00000043435.2	ENSACAG00000008231.3
OG0001935	ENSGALG00000041182.3	ENSACAG00000008549.2
OG0001936	ENSGALG00000006474.5	ENSACAG00000002723.3
OG0001937	ENSGALG00000015606.6	ENSACAG00000014390.2
OG0001938	ENSGALG00000005966.6	ENSACAG00000007248.3
OG0001939	ENSGALG00000019932.6	ENSACAG00000006214.2, ENSACAG00000006204.2, ENSACAG00000006223.2
OG0001940	ENSGALG00000053917.1	ENSACAG00000006232.1
OG0001942	ENSGALG00000048814.1	ENSACAG00000010752.3
OG0001943	ENSGALG00000040480.2	ENSACAG00000011664.3
OG0001947	ENSGALG00000043572.2	ENSACAG00000002315.2
OG0001948	ENSGALG00000017392.6	ENSACAG00000009356.2
OG0001985	ENSGALG00000035677.3	ENSACAG00000004065.3
OG0001986	ENSGALG00000012208.6	ENSACAG00000016607.3
OG0001987	ENSGALG00000046030.2	ENSACAG00000011436.2
OG0001988	ENSGALG00000032458.2	ENSACAG00000000418.3
OG0001989	ENSGALG00000012295.6	ENSACAG00000001810.3
OG0001991	ENSGALG00000043128.2	ENSACAG00000025490.2
OG0001992	ENSGALG00000007936.4	ENSACAG00000003255.2
OG0001993	ENSGALG00000039500.3	ENSACAG00000003979.3
OG0001994	ENSGALG00000003829.6	ENSACAG00000002443.1
OG0001995	ENSGALG00000007711.7	ENSACAG00000009759.3
OG0001996	ENSGALG00000034829.3	ENSACAG00000003758.2
OG0001998	ENSGALG00000027166.3, ENSGALG00000028988.2, ENSGALG00000000871.6, ENSGALG00000006443.5, ENSGALG00000032614.2	ENSACAG00000002319.3, ENSACAG00000014091.3
OG0001999	ENSGALG00000039815.2	ENSACAG00000024525.2, ENSACAG00000003689.3
OG0002000	ENSGALG00000009845.4	ENSACAG00000001156.3
OG0002000	ENSGALG00000040044.3	ENSACAG00000011341.3
OG0002002	ENSGALG00000013528.6	ENSACAG00000005503.2
OG0002002	ENSGALG00000004257.6	ENSACAG00000009256.2
OG0002003	ENSGALG00000003881.5	ENSACAG00000029354.1, ENSACAG00000028866.1, ENSACAG00000001226.3
OG0002004	ENSGALG00000029077.3	ENSACAG00000002124.2
OG0002005	ENSGALG00000003652.7	ENSACAG00000015140.3
OG0002006	ENSGALG00000008435.5	ENSACAG00000005177.3
OG0002007	ENSGALG00000009415.7	ENSACAG00000005048.2, ENSACAG00000009748.3
OG0002008	ENSGALG00000042254.2, ENSGALG00000004144.7	ENSACAG00000009829.3
OG0002010	ENSGALG00000006320.7	ENSACAG00000005467.3
OG0002010	ENSGALG00000030121.2	ENSACAG00000000248.2
OG0002011	ENSGALG00000030187.3	ENSACAG00000013184.3, ENSACAG00000028247.1, ENSACAG00000013118.2
OG0002012	ENSGALG00000001905.7	ENSACAG00000000996.3
OG0002013	ENSGALG00000003507.6	ENSACAG00000001975.2
OG0002014	ENSGALG00000046494.2	ENSACAG00000001713.3
OG0002015	ENSGALG00000003547.6	ENSACAG00000009107.2
OG0002016	ENSGALG00000008385.6	ENSACAG00000005024.3
OG0002017	ENSGALG00000011684.5	ENSACAG00000013238.3
OG0002019	ENSGALG00000030844.3	ENSACAG00000001448.3
OG0002020	ENSGALG00000034889.3	ENSACAG00000005818.3
OG0002021	ENSGALG00000007788.6	ENSACAG00000001179.3
OG0002022	ENSGALG00000045127.2	ENSACAG00000025893.2
OG0002022	ENSGALG00000012045.6	ENSACAG00000010111.3
OG0002023	ENSGALG00000021020.4	ENSACAG00000004483.2
OG0002024	ENSGALG00000014683.6	ENSACAG00000007658.3
OG0002025	ENSGALG00000041111.3	ENSACAG00000027354.2, ENSACAG00000026181.2
OG0002026	ENSGALG00000002645.6	ENSACAG00000015614.3, ENSACAG00000024183.1, ENSACAG00000010879.3
OG0002027	ENSGALG00000011068.6	ENSACAG00000015464.3, ENSACAG00000000923.3
OG0002028	ENSGALG00000006837.6	ENSACAG00000015514.3
OG0002029	ENSGALG00000020331.6	ENSACAG00000000910.3
OG0002029	ENSGALG00000004113.6	ENSACAG00000027131.2
OG0002030	ENSGALG00000001103.7	ENSACAG00000025211.2
OG0002032	ENSGALG00000032234.3	ENSACAG00000006424.3
OG0002033	ENSGALG00000042201.3	ENSACAG00000005169.3
OG0002034	ENSGALG00000033780.2	ENSACAG00000003722.2
OG0002035	ENSGALG00000016894.6	ENSACAG00000001832.2
OG0002037	ENSGALG00000031723.2	ENSACAG00000026804.1
OG0002039	ENSGALG00000039755.3	ENSACAG00000001869.3
OG0002040	ENSGALG00000052348.1	ENSACAG00000002161.3
OG0002041	ENSGALG00000004999.7	ENSACAG00000008203.3
OG0002042	ENSGALG00000039942.2	ENSACAG00000010232.3
OG0002042	ENSGALG00000007642.6	ENSACAG00000007039.2
OG0002043	ENSGALG00000003458.4	ENSACAG00000012176.3
OG0002044	ENSGALG00000029867.2	ENSACAG00000004574.3, ENSACAG00000000656.3
OG0002045	ENSGALG00000016536.7	ENSACAG00000008531.3
OG0002046	ENSGALG00000014971.6	ENSACAG00000010759.3
OG0002046	ENSGALG00000007803.5	ENSACAG00000011539.3
OG0002047	ENSGALG00000027207.3	ENSACAG00000016852.3
OG0002047	ENSGALG00000027536.3	ENSACAG00000028266.1
OG0002048	ENSGALG00000006246.6	ENSACAG00000001340.2
OG0002050	ENSGALG00000033678.2	ENSACAG00000012200.2
OG0002051	ENSGALG00000051771.1	ENSACAG00000007606.3
OG0002052	ENSGALG00000008111.7	ENSACAG00000002628.2
OG0002053	ENSGALG00000053641.1	ENSACAG00000003281.3
OG0002054	ENSGALG00000004719.6	ENSACAG00000002676.3, ENSACAG00000026387.1
OG0002055	ENSGALG00000048773.1	ENSACAG00000007108.2, ENSACAG00000022516.1
OG0002056	ENSGALG00000010084.6	ENSACAG00000017755.3
OG0002057	ENSGALG00000007592.6	ENSACAG00000001999.3
OG0002058	ENSGALG00000036932.2	ENSACAG00000013761.3
OG0002059	ENSGALG00000007814.6	ENSACAG00000011629.2
OG0002060	ENSGALG00000013809.6	ENSACAG00000012876.3
OG0002061	ENSGALG00000026822.3	ENSACAG00000014723.3
OG0002062	ENSGALG00000039269.2	ENSACAG00000013897.3, ENSACAG00000015653.2
OG0002063	ENSGALG00000034014.3	ENSACAG00000015655.2
OG0002064	ENSGALG00000016912.6	ENSACAG00000016202.3
OG0002064	ENSGALG00000007466.6	ENSACAG00000015705.3
OG0002065	ENSGALG00000036821.2	ENSACAG00000012604.3
OG0002066	ENSGALG00000001078.6	ENSACAG00000012223.2
OG0002067	ENSGALG00000006805.6	ENSACAG00000011049.2, ENSACAG00000006857.3
OG0002068	ENSGALG00000007821.7	ENSACAG00000004724.3
OG0002069	ENSGALG00000001425.6	ENSACAG00000017730.3
OG0002070	ENSGALG00000005951.6	ENSACAG00000002803.3
OG0002070	ENSGALG00000004529.7	ENSACAG00000001267.2, ENSACAG00000001891.3
OG0002071	ENSGALG00000036871.2	ENSACAG00000005674.3
OG0002072	ENSGALG00000052204.1	ENSACAG00000003039.3, ENSACAG00000015991.2
OG0002073	ENSGALG00000016027.7	ENSACAG00000012533.3, ENSACAG00000028355.1
OG0002074	ENSGALG00000006374.6	ENSACAG00000008612.3, ENSACAG00000015031.2, ENSACAG00000021966.2
OG0002076	ENSGALG00000006829.6	ENSACAG00000000960.3
OG0002077	ENSGALG00000007878.5	ENSACAG00000015409.2
OG0002078	ENSGALG00000035945.3	ENSACAG00000010449.2
OG0002078	ENSGALG00000046358.2	ENSACAG00000005857.2
OG0002079	ENSGALG00000003793.7	ENSACAG00000003163.2
OG0002080	ENSGALG00000038202.2	ENSACAG00000003282.2
OG0002081	ENSGALG00000023135.4	ENSACAG00000001124.2, ENSACAG00000010631.3, ENSACAG00000002103.2
OG0002082	ENSGALG00000050762.1	ENSACAG00000017392.2
OG0002082	ENSGALG00000014737.6	ENSACAG00000008507.3
OG0002083	ENSGALG00000003705.8	ENSACAG00000015936.3
OG0002084	ENSGALG00000019555.5	ENSACAG00000011287.3, ENSACAG00000029417.1, ENSACAG00000029159.1
OG0002085	ENSGALG00000007512.6	ENSACAG00000007793.2, ENSACAG00000009903.3
OG0002086	ENSGALG00000004192.6	ENSACAG00000015120.2
OG0002087	ENSGALG00000007728.5	ENSACAG00000010604.3
OG0002088	ENSGALG00000029897.3	ENSACAG00000006545.2, ENSACAG00000016047.2
OG0002089	ENSGALG00000026875.4	ENSACAG00000001609.3
OG0002090	ENSGALG00000004304.7	ENSACAG00000014277.3
OG0002092	ENSGALG00000015944.6	ENSACAG00000004122.3
OG0002093	ENSGALG00000037723.2	ENSACAG00000014184.2
OG0002094	ENSGALG00000041493.3	ENSACAG00000003440.3
OG0002096	ENSGALG00000041463.3	ENSACAG00000012939.3
OG0002097	ENSGALG00000006872.6	ENSACAG00000002819.2
OG0002098	ENSGALG00000006648.5	ENSACAG00000003128.3
OG0002099	ENSGALG00000006607.7	ENSACAG00000003297.2
OG0002102	ENSGALG00000005533.6	ENSACAG00000015100.3
OG0002103	ENSGALG00000000275.6	ENSACAG00000010866.3
OG0002104	ENSGALG00000036990.3	ENSACAG00000010472.3
OG0002105	ENSGALG00000020975.3	ENSACAG00000029312.1
OG0002106	ENSGALG00000023294.5	ENSACAG00000003756.2
OG0002107	ENSGALG00000007403.6	ENSACAG00000016697.1
OG0002108	ENSGALG00000040167.2	ENSACAG00000029182.1
OG0002109	ENSGALG00000006254.6	ENSACAG00000011685.3
OG0002110	ENSGALG00000034488.2, ENSGALG00000003235.6	ENSACAG00000007880.3
OG0002111	ENSGALG00000040249.3	ENSACAG00000016834.2
OG0002112	ENSGALG00000001602.7	ENSACAG00000028758.1
OG0002113	ENSGALG00000043570.2	ENSACAG00000016487.3
OG0002114	ENSGALG00000003691.7	ENSACAG00000002966.3
OG0002114	ENSGALG00000053041.1	ENSACAG00000005930.3
OG0002115	ENSGALG00000006629.6	ENSACAG00000007043.3
OG0002115	ENSGALG00000015374.6	ENSACAG00000000576.3
OG0002116	ENSGALG00000052250.1	ENSACAG00000016435.3, ENSACAG00000006858.3
OG0002117	ENSGALG00000015332.6	ENSACAG00000001829.3
OG0002118	ENSGALG00000033446.2	ENSACAG00000006179.3
OG0002119	ENSGALG00000002150.6	ENSACAG00000026968.2
OG0002120	ENSGALG00000029789.2	ENSACAG00000004294.2
OG0002121	ENSGALG00000015018.6	ENSACAG00000003187.3
OG0002122	ENSGALG00000005035.6	ENSACAG00000008709.3
OG0002123	ENSGALG00000007462.7	ENSACAG00000001112.2, ENSACAG00000001153.3, ENSACAG00000020962.3, ENSACAG00000001039.3
OG0002124	ENSGALG00000020679.5	ENSACAG00000010069.3, ENSACAG00000029211.1
OG0002125	ENSGALG00000042739.3	ENSACAG00000008857.3
OG0002127	ENSGALG00000038884.2	ENSACAG00000016380.3
OG0002128	ENSGALG00000004667.6	ENSACAG00000014989.3
OG0002129	ENSGALG00000000218.6	ENSACAG00000007550.2
OG0002130	ENSGALG00000014170.7	ENSACAG00000012410.3
OG0002131	ENSGALG00000036621.2	ENSACAG00000013561.2
OG0002132	ENSGALG00000005170.5	ENSACAG00000004624.2
OG0002132	ENSGALG00000004428.5	ENSACAG00000013263.3
OG0002133	ENSGALG00000034430.3	ENSACAG00000008855.2
OG0002134	ENSGALG00000032679.3	ENSACAG00000008905.3
OG0002135	ENSGALG00000003870.7	ENSACAG00000003858.2
OG0002136	ENSGALG00000006599.6	ENSACAG00000002297.3
OG0002137	ENSGALG00000001954.6	ENSACAG00000003581.2
OG0002138	ENSGALG00000012684.6	ENSACAG00000003233.2
OG0002139	ENSGALG00000007095.6	ENSACAG00000000628.3
OG0002140	ENSGALG00000053846.1	ENSACAG00000009029.3
OG0002141	ENSGALG00000014708.7	ENSACAG00000006853.3
OG0002142	ENSGALG00000032599.2	ENSACAG00000006099.3
OG0002143	ENSGALG00000027138.3	ENSACAG00000015538.1
OG0002144	ENSGALG00000027351.3	ENSACAG00000015648.3
OG0002145	ENSGALG00000009071.5	ENSACAG00000013274.2
OG0002146	ENSGALG00000013033.7, ENSGALG00000035925.3	ENSACAG00000002671.3
OG0002147	ENSGALG00000009139.7	ENSACAG00000008637.3
OG0002148	ENSGALG00000015404.5	ENSACAG00000017991.3
OG0002149	ENSGALG00000006753.7	ENSACAG00000004215.3
OG0002150	ENSGALG00000041510.2	ENSACAG00000006633.3
OG0002151	ENSGALG00000000868.6	ENSACAG00000014386.2
OG0002154	ENSGALG00000008616.6	ENSACAG00000008707.3
OG0002154	ENSGALG00000039322.2	ENSACAG00000012439.3
OG0002156	ENSGALG00000047813.1	ENSACAG00000027068.1
OG0002156	ENSGALG00000014262.6	ENSACAG00000011961.3
OG0002157	ENSGALG00000028147.4	ENSACAG00000008771.3
OG0002158	ENSGALG00000006250.7	ENSACAG00000029626.1
OG0002159	ENSGALG00000031702.2	ENSACAG00000015458.3
OG0002161	ENSGALG00000035841.3	ENSACAG00000029194.1
OG0002163	ENSGALG00000040756.2	ENSACAG00000001761.3
OG0002164	ENSGALG00000007537.7	ENSACAG00000022375.2, ENSACAG00000017552.2
OG0002166	ENSGALG00000011036.6	ENSACAG00000012992.3
OG0002167	ENSGALG00000043379.3	ENSACAG00000003049.3
OG0002168	ENSGALG00000012863.6	ENSACAG00000011163.3
OG0002169	ENSGALG00000032830.2	ENSACAG00000007341.3
OG0002170	ENSGALG00000017005.6, ENSGALG00000027262.3	ENSACAG00000002649.2
OG0002171	ENSGALG00000037223.2	ENSACAG00000002554.2
OG0002171	ENSGALG00000047316.1	ENSACAG00000021978.1
OG0002172	ENSGALG00000012611.6	ENSACAG00000014817.3
OG0002173	ENSGALG00000036941.2	ENSACAG00000013756.3
OG0002174	ENSGALG00000012540.6	ENSACAG00000016535.3
OG0002175	ENSGALG00000006453.7	ENSACAG00000009938.3
OG0002176	ENSGALG00000013094.6	ENSACAG00000008272.3
OG0002177	ENSGALG00000012135.5	ENSACAG00000007573.1
OG0002178	ENSGALG00000006221.6	ENSACAG00000006614.3
OG0002179	ENSGALG00000010867.6	ENSACAG00000007049.3
OG0002180	ENSGALG00000011932.6	ENSACAG00000004508.3
OG0002181	ENSGALG00000001780.5	ENSACAG00000005700.3
OG0002182	ENSGALG00000002837.6	ENSACAG00000013524.3
OG0002183	ENSGALG00000006325.7	ENSACAG00000013682.2
OG0002183	ENSGALG00000011406.7	ENSACAG00000014080.3
OG0002184	ENSGALG00000045795.2	ENSACAG00000014752.2
OG0002184	ENSGALG00000010109.6	ENSACAG00000027798.2
OG0002185	ENSGALG00000008700.7	ENSACAG00000015761.3
OG0002186	ENSGALG00000024112.4	ENSACAG00000016508.3
OG0002187	ENSGALG00000010204.6	ENSACAG00000007691.3
OG0002188	ENSGALG00000010570.6	ENSACAG00000008082.3
OG0002189	ENSGALG00000000668.6	ENSACAG00000014232.3
OG0002190	ENSGALG00000013688.7	ENSACAG00000000920.3
OG0002191	ENSGALG00000009835.7	ENSACAG00000003154.3
OG0002192	ENSGALG00000036258.2	ENSACAG00000023618.1, ENSACAG00000000396.3
OG0002193	ENSGALG00000009759.6	ENSACAG00000001451.2
OG0002193	ENSGALG00000007596.6	ENSACAG00000015111.3
OG0002194	ENSGALG00000048820.1, ENSGALG00000009586.5	ENSACAG00000002988.3
OG0002195	ENSGALG00000029276.2	ENSACAG00000005320.3
OG0002196	ENSGALG00000008821.7	ENSACAG00000000803.3
OG0002197	ENSGALG00000008836.7	ENSACAG00000006501.3
OG0002198	ENSGALG00000016823.6	ENSACAG00000000428.3
OG0002199	ENSGALG00000016799.6	ENSACAG00000010466.2
OG0002200	ENSGALG00000017282.5	ENSACAG00000009588.2, ENSACAG00000001690.2
OG0002201	ENSGALG00000017276.6	ENSACAG00000002149.3
OG0002202	ENSGALG00000014222.6	ENSACAG00000015683.3
OG0002203	ENSGALG00000016552.6	ENSACAG00000017034.3
OG0002204	ENSGALG00000016518.6	ENSACAG00000011798.3
OG0002205	ENSGALG00000016415.7	ENSACAG00000012609.3
OG0002206	ENSGALG00000016128.6	ENSACAG00000005415.3, ENSACAG00000005416.3
OG0002207	ENSGALG00000051852.1, ENSGALG00000050747.1	ENSACAG00000015303.2
OG0002208	ENSGALG00000016067.6	ENSACAG00000005453.2
OG0002209	ENSGALG00000041812.3	ENSACAG00000005042.3
OG0002210	ENSGALG00000015701.7	ENSACAG00000010458.3
OG0002211	ENSGALG00000015438.6	ENSACAG00000009451.2
OG0002212	ENSGALG00000015435.6	ENSACAG00000009329.3
OG0002213	ENSGALG00000015396.4	ENSACAG00000027289.2, ENSACAG00000015217.3
OG0002214	ENSGALG00000010658.6	ENSACAG00000028821.1
OG0002215	ENSGALG00000041361.3	ENSACAG00000015994.3
OG0002216	ENSGALG00000051492.1	ENSACAG00000009682.3
OG0002216	ENSGALG00000042570.2	ENSACAG00000004025.2
OG0002217	ENSGALG00000017092.6	ENSACAG00000009278.2
OG0002218	ENSGALG00000055067.1	ENSACAG00000001368.3
OG0002219	ENSGALG00000017184.5	ENSACAG00000012635.3, ENSACAG00000026401.2
OG0002220	ENSGALG00000040433.2	ENSACAG00000014591.3
OG0002221	ENSGALG00000010885.6	ENSACAG00000006356.3
OG0002222	ENSGALG00000010333.6	ENSACAG00000012099.3
OG0002223	ENSGALG00000011564.6	ENSACAG00000012870.3
OG0002224	ENSGALG00000048633.1, ENSGALG00000014724.6	ENSACAG00000014605.3
OG0002225	ENSGALG00000014786.6	ENSACAG00000016290.2
OG0002226	ENSGALG00000002439.6	ENSACAG00000010001.2, ENSACAG00000027401.2
OG0002228	ENSGALG00000012588.6	ENSACAG00000001735.3
OG0002229	ENSGALG00000014447.5	ENSACAG00000003605.3
OG0002230	ENSGALG00000015032.6, ENSGALG00000031794.2	ENSACAG00000029075.1
OG0002231	ENSGALG00000010046.4	ENSACAG00000024339.1
OG0002232	ENSGALG00000015677.6	ENSACAG00000022560.2
OG0002233	ENSGALG00000013920.4	ENSACAG00000006321.3
OG0002235	ENSGALG00000010459.7	ENSACAG00000017214.3
OG0002236	ENSGALG00000010275.6	ENSACAG00000016651.3
OG0002238	ENSGALG00000047517.1	ENSACAG00000016965.2
OG0002239	ENSGALG00000036259.2, ENSGALG00000054205.1	ENSACAG00000012846.3
OG0002240	ENSGALG00000009112.7	ENSACAG00000015728.3
OG0002241	ENSGALG00000011685.7	ENSACAG00000002823.3
OG0002242	ENSGALG00000027902.3	ENSACAG00000016746.3
OG0002243	ENSGALG00000014297.6	ENSACAG00000015053.3
OG0002244	ENSGALG00000004172.7	ENSACAG00000017526.3
OG0002245	ENSGALG00000044567.2	ENSACAG00000017627.3
OG0002246	ENSGALG00000040877.2, ENSGALG00000007619.7	ENSACAG00000008208.2
OG0002247	ENSGALG00000034001.2	ENSACAG00000001705.3
OG0002248	ENSGALG00000009130.6	ENSACAG00000000422.3
OG0002249	ENSGALG00000017036.5	ENSACAG00000016543.2
OG0002250	ENSGALG00000001158.6	ENSACAG00000005391.3
OG0002251	ENSGALG00000001144.7	ENSACAG00000005394.3
OG0002253	ENSGALG00000013723.6	ENSACAG00000009153.3
OG0002254	ENSGALG00000016321.6	ENSACAG00000008662.3
OG0002255	ENSGALG00000016364.6	ENSACAG00000005420.3
OG0002256	ENSGALG00000004998.6	ENSACAG00000013194.3
OG0002257	ENSGALG00000015483.7	ENSACAG00000010421.3
OG0002258	ENSGALG00000014848.6	ENSACAG00000001672.2
OG0002259	ENSGALG00000015316.6	ENSACAG00000005757.2
OG0002260	ENSGALG00000006425.7	ENSACAG00000013426.3
OG0002261	ENSGALG00000033529.2	ENSACAG00000010035.3
OG0002262	ENSGALG00000049360.1	ENSACAG00000010642.3
OG0002266	ENSGALG00000020003.5	ENSACAG00000003094.3
OG0002268	ENSGALG00000035499.2	ENSACAG00000011746.3
OG0002270	ENSGALG00000048321.1	ENSACAG00000001701.3
OG0002271	ENSGALG00000011186.7	ENSACAG00000002782.3
OG0002272	ENSGALG00000011341.7	ENSACAG00000010362.3, ENSACAG00000010431.3
OG0002273	ENSGALG00000036790.3	ENSACAG00000003302.3
OG0002321	ENSGALG00000016088.7	ENSACAG00000000398.3
OG0002322	ENSGALG00000029268.3	ENSACAG00000007627.2, ENSACAG00000014012.2
OG0002323	ENSGALG00000008006.5	ENSACAG00000013131.3
OG0002324	ENSGALG00000049492.1, ENSGALG00000039116.2	ENSACAG00000006738.2
OG0002325	ENSGALG00000043929.2	ENSACAG00000009810.3
OG0002326	ENSGALG00000005699.6	ENSACAG00000015583.3
OG0002327	ENSGALG00000007777.7	ENSACAG00000012301.3
OG0002328	ENSGALG00000008094.6	ENSACAG00000009505.3
OG0002329	ENSGALG00000025712.3	ENSACAG00000009546.3
OG0002331	ENSGALG00000037203.3	ENSACAG00000004408.2
OG0002332	ENSGALG00000038728.2, ENSGALG00000017212.5, ENSGALG00000037390.2	ENSACAG00000003351.2
OG0002333	ENSGALG00000032316.2	ENSACAG00000004383.3
OG0002334	ENSGALG00000041989.3	ENSACAG00000003912.3
OG0002335	ENSGALG00000038984.2	ENSACAG00000002816.2
OG0002336	ENSGALG00000002461.6	ENSACAG00000007313.2
OG0002339	ENSGALG00000039473.3	ENSACAG00000004533.2, ENSACAG00000011362.3
OG0002340	ENSGALG00000028499.3	ENSACAG00000005862.3
OG0002341	ENSGALG00000049218.1	ENSACAG00000022351.1
OG0002342	ENSGALG00000014811.6	ENSACAG00000008850.3, ENSACAG00000008882.2
OG0002343	ENSGALG00000002364.6	ENSACAG00000008937.3
OG0002344	ENSGALG00000044628.2	ENSACAG00000009094.2
OG0002345	ENSGALG00000054320.1	ENSACAG00000003986.3
OG0002346	ENSGALG00000048210.1	ENSACAG00000003759.3
OG0002347	ENSGALG00000001546.6	ENSACAG00000000711.3
OG0002348	ENSGALG00000002761.7	ENSACAG00000010558.3
OG0002349	ENSGALG00000003861.7	ENSACAG00000010493.3
OG0002350	ENSGALG00000046691.1	ENSACAG00000003004.3
OG0002351	ENSGALG00000041900.2	ENSACAG00000014844.2
OG0002353	ENSGALG00000011162.5	ENSACAG00000013099.3, ENSACAG00000013156.2
OG0002354	ENSGALG00000024082.4	ENSACAG00000009165.3
OG0002355	ENSGALG00000032366.3	ENSACAG00000009923.3
OG0002356	ENSGALG00000005046.7	ENSACAG00000009076.3
OG0002357	ENSGALG00000014573.6	ENSACAG00000013465.3
OG0002358	ENSGALG00000007021.6	ENSACAG00000009409.3
OG0002360	ENSGALG00000025804.3	ENSACAG00000024796.2
OG0002361	ENSGALG00000009841.6	ENSACAG00000017101.3, ENSACAG00000014049.3
OG0002362	ENSGALG00000048205.1	ENSACAG00000016650.3
OG0002363	ENSGALG00000031896.2	ENSACAG00000005555.3
OG0002364	ENSGALG00000023552.4	ENSACAG00000026845.1
OG0002364	ENSGALG00000051958.1	ENSACAG00000008901.3
OG0002365	ENSGALG00000029927.3	ENSACAG00000011294.3
OG0002366	ENSGALG00000031013.2	ENSACAG00000024093.1, ENSACAG00000017296.3, ENSACAG00000017265.3
OG0002368	ENSGALG00000039590.2	ENSACAG00000009594.3
OG0002369	ENSGALG00000007308.5	ENSACAG00000010402.3, ENSACAG00000003643.3
OG0002372	ENSGALG00000016993.7	ENSACAG00000014610.3, ENSACAG00000003832.2, ENSACAG00000003836.2
OG0002373	ENSGALG00000037989.3	ENSACAG00000014774.3
OG0002374	ENSGALG00000020788.5	ENSACAG00000017405.3
OG0002375	ENSGALG00000020982.3	ENSACAG00000022966.1
OG0002376	ENSGALG00000001559.5, ENSGALG00000001721.6	ENSACAG00000017167.3
OG0002377	ENSGALG00000014121.6	ENSACAG00000017111.3
OG0002378	ENSGALG00000004096.6	ENSACAG00000008436.3
OG0002379	ENSGALG00000005383.6	ENSACAG00000000447.3
OG0002380	ENSGALG00000005823.7	ENSACAG00000003606.3, ENSACAG00000001556.3
