Orthogroup	G_gallus.pep	C_familiaris.pep
OG0003774	ENSGALG00000050868.1	ENSCAFG00000013299.6
OG0003776	ENSGALG00000010244.7	ENSCAFG00000002959.2
OG0003777	ENSGALG00000053766.1	ENSCAFG00000008739.4, ENSCAFG00000043063.1
OG0003778	ENSGALG00000004435.6	ENSCAFG00000015916.5
OG0003779	ENSGALG00000002023.5	ENSCAFG00000002000.5
OG0003780	ENSGALG00000042552.2	ENSCAFG00000010407.5
OG0003781	ENSGALG00000034344.3	ENSCAFG00000008716.4
OG0003782	ENSGALG00000007044.6	ENSCAFG00000017710.5
OG0003784	ENSGALG00000042374.2	ENSCAFG00000013607.5
OG0003785	ENSGALG00000002445.6	ENSCAFG00000003557.4
OG0003786	ENSGALG00000004190.5	ENSCAFG00000008294.5
OG0003787	ENSGALG00000041429.3	ENSCAFG00000014954.4
OG0003788	ENSGALG00000000816.6	ENSCAFG00000010224.4
OG0003789	ENSGALG00000038708.2	ENSCAFG00000002814.4
OG0003790	ENSGALG00000040519.3	ENSCAFG00000010956.5
OG0003791	ENSGALG00000004963.6	ENSCAFG00000049824.1, ENSCAFG00000017633.4
OG0003792	ENSGALG00000017042.6	ENSCAFG00000006026.4
OG0003793	ENSGALG00000051752.1	ENSCAFG00000005404.4
OG0003795	ENSGALG00000025868.3	ENSCAFG00000019962.4
OG0003796	ENSGALG00000002407.6	ENSCAFG00000020167.4
OG0003797	ENSGALG00000026188.3	ENSCAFG00000019680.5
OG0003798	ENSGALG00000003430.6	ENSCAFG00000015559.5
OG0003801	ENSGALG00000038885.3	ENSCAFG00000010910.4
OG0003802	ENSGALG00000004069.6	ENSCAFG00000018768.1
OG0003803	ENSGALG00000004198.6	ENSCAFG00000028800.2
OG0003804	ENSGALG00000004019.6	ENSCAFG00000024359.4
OG0003807	ENSGALG00000051970.1, ENSGALG00000001288.6	ENSCAFG00000019209.4
OG0003808	ENSGALG00000009177.6	ENSCAFG00000019085.4
OG0003809	ENSGALG00000007762.6	ENSCAFG00000019251.6
OG0003810	ENSGALG00000013824.6	ENSCAFG00000000282.4
OG0003811	ENSGALG00000003703.6	ENSCAFG00000015513.4
OG0003812	ENSGALG00000012378.6	ENSCAFG00000000385.4
OG0003814	ENSGALG00000003751.7	ENSCAFG00000015602.4
OG0003815	ENSGALG00000007697.6	ENSCAFG00000009930.4
OG0003816	ENSGALG00000053867.1, ENSGALG00000054223.1	ENSCAFG00000018683.5
OG0003818	ENSGALG00000007641.6	ENSCAFG00000010005.4
OG0003819	ENSGALG00000012968.6	ENSCAFG00000000423.4
OG0003821	ENSGALG00000043499.3	ENSCAFG00000019575.4
OG0003822	ENSGALG00000052471.1	ENSCAFG00000011810.4
OG0003823	ENSGALG00000041139.2	ENSCAFG00000006566.4, ENSCAFG00000008087.5
OG0003824	ENSGALG00000047857.1, ENSGALG00000039525.3	ENSCAFG00000019650.5
OG0003825	ENSGALG00000014821.6	ENSCAFG00000001078.4
OG0003826	ENSGALG00000012153.7	ENSCAFG00000010245.4
OG0003827	ENSGALG00000004176.5	ENSCAFG00000011845.4, ENSCAFG00000047613.1, ENSCAFG00000017846.4, ENSCAFG00000042950.1
OG0003828	ENSGALG00000042388.3	ENSCAFG00000001106.5
OG0003829	ENSGALG00000001433.7	ENSCAFG00000013104.4
OG0003830	ENSGALG00000027152.3	ENSCAFG00000011422.4
OG0003832	ENSGALG00000048534.1	ENSCAFG00000020367.4
OG0003833	ENSGALG00000003590.6	ENSCAFG00000025493.3
OG0003834	ENSGALG00000009674.5	ENSCAFG00000007669.5
OG0003835	ENSGALG00000006755.7	ENSCAFG00000012042.4
OG0003836	ENSGALG00000013794.7	ENSCAFG00000018801.5
OG0003837	ENSGALG00000006439.6	ENSCAFG00000018952.5
OG0003838	ENSGALG00000032746.2	ENSCAFG00000000865.4
OG0003839	ENSGALG00000011104.7	ENSCAFG00000010414.4
OG0003840	ENSGALG00000026864.4	ENSCAFG00000015698.5
OG0003841	ENSGALG00000001377.6	ENSCAFG00000019711.5
OG0003842	ENSGALG00000003742.6	ENSCAFG00000015590.4
OG0003843	ENSGALG00000039917.2	ENSCAFG00000009068.4
OG0003844	ENSGALG00000040663.2	ENSCAFG00000016209.4, ENSCAFG00000014888.4
OG0003845	ENSGALG00000030420.2	ENSCAFG00000011211.5
OG0003846	ENSGALG00000001283.7	ENSCAFG00000012933.4
OG0003847	ENSGALG00000014011.5	ENSCAFG00000011458.5
OG0003848	ENSGALG00000014031.6	ENSCAFG00000029771.2
OG0003849	ENSGALG00000007298.6	ENSCAFG00000013069.4
OG0003850	ENSGALG00000034777.2	ENSCAFG00000016397.5
OG0003851	ENSGALG00000037780.2	ENSCAFG00000031382.2
OG0003852	ENSGALG00000033790.2	ENSCAFG00000012259.4
OG0003853	ENSGALG00000008340.7	ENSCAFG00000012298.4
OG0003855	ENSGALG00000007768.7	ENSCAFG00000004073.3, ENSCAFG00000029331.2
OG0003856	ENSGALG00000034955.2	ENSCAFG00000002132.2, ENSCAFG00000000233.4
OG0003857	ENSGALG00000024272.4	ENSCAFG00000029470.2, ENSCAFG00000023324.3
OG0003858	ENSGALG00000005314.4	ENSCAFG00000017762.5
OG0003859	ENSGALG00000030016.3	ENSCAFG00000007934.4
OG0003860	ENSGALG00000039333.2	ENSCAFG00000013947.4
OG0003861	ENSGALG00000006929.6	ENSCAFG00000017397.5
OG0003862	ENSGALG00000040212.2	ENSCAFG00000013851.5
OG0003863	ENSGALG00000006906.7	ENSCAFG00000017406.4
OG0003864	ENSGALG00000001740.6	ENSCAFG00000005165.5
OG0003865	ENSGALG00000006783.7	ENSCAFG00000008101.4
OG0003867	ENSGALG00000016513.7	ENSCAFG00000004923.4
OG0003868	ENSGALG00000007478.6	ENSCAFG00000012955.4
OG0003869	ENSGALG00000005054.6	ENSCAFG00000019620.4
OG0003870	ENSGALG00000033500.2	ENSCAFG00000004721.4
OG0003871	ENSGALG00000021688.5	ENSCAFG00000018493.4
OG0003872	ENSGALG00000005814.6, ENSGALG00000025921.3	ENSCAFG00000031154.1
OG0003873	ENSGALG00000005071.5	ENSCAFG00000019627.4
OG0003874	ENSGALG00000003101.7	ENSCAFG00000006193.4, ENSCAFG00000004189.3
OG0003876	ENSGALG00000025747.3	ENSCAFG00000009314.4
OG0003877	ENSGALG00000042071.3	ENSCAFG00000019101.3
OG0003878	ENSGALG00000004671.6	ENSCAFG00000007533.4
OG0003879	ENSGALG00000030356.3	ENSCAFG00000015666.3
OG0003880	ENSGALG00000006818.6	ENSCAFG00000012691.7
OG0003881	ENSGALG00000003233.6	ENSCAFG00000006146.4
OG0003882	ENSGALG00000012816.6	ENSCAFG00000009344.4
OG0003883	ENSGALG00000012813.7	ENSCAFG00000009381.5
OG0003884	ENSGALG00000000913.7	ENSCAFG00000020075.4
OG0003885	ENSGALG00000003254.6	ENSCAFG00000006108.3
OG0003886	ENSGALG00000021272.6	ENSCAFG00000029322.2
OG0003888	ENSGALG00000047005.1, ENSGALG00000045908.2	ENSCAFG00000029424.2
OG0003889	ENSGALG00000008389.6	ENSCAFG00000019639.4
OG0003890	ENSGALG00000000817.6	ENSCAFG00000020210.5
OG0003891	ENSGALG00000000811.7	ENSCAFG00000020215.4
OG0003892	ENSGALG00000033760.2	ENSCAFG00000020089.4
OG0003893	ENSGALG00000037327.3	ENSCAFG00000012660.4
OG0003894	ENSGALG00000030703.2	ENSCAFG00000012667.5
OG0003895	ENSGALG00000005292.7	ENSCAFG00000005343.4
OG0003896	ENSGALG00000015594.7	ENSCAFG00000014566.4
OG0003897	ENSGALG00000019178.5	ENSCAFG00000010223.6
OG0003899	ENSGALG00000008703.6	ENSCAFG00000013689.4
OG0003900	ENSGALG00000041370.2	ENSCAFG00000009882.4
OG0003901	ENSGALG00000041461.3	ENSCAFG00000007268.5
OG0003902	ENSGALG00000002591.7	ENSCAFG00000019546.4
OG0003903	ENSGALG00000041969.2	ENSCAFG00000001050.5
OG0003904	ENSGALG00000042242.3	ENSCAFG00000001045.4
OG0003905	ENSGALG00000011356.6	ENSCAFG00000020406.4
OG0003906	ENSGALG00000041072.3	ENSCAFG00000001044.4
OG0003907	ENSGALG00000004562.5	ENSCAFG00000008511.4
OG0003908	ENSGALG00000007929.7	ENSCAFG00000014061.5
OG0003909	ENSGALG00000004610.6	ENSCAFG00000008601.5
OG0003910	ENSGALG00000049689.1, ENSGALG00000029279.3	ENSCAFG00000001338.4
OG0003911	ENSGALG00000031652.2	ENSCAFG00000020380.4
OG0003912	ENSGALG00000030059.2	ENSCAFG00000001004.5
OG0003913	ENSGALG00000003443.6	ENSCAFG00000013346.5
OG0003914	ENSGALG00000008951.6	ENSCAFG00000020353.6
OG0003915	ENSGALG00000000907.7	ENSCAFG00000020069.4
OG0003916	ENSGALG00000008939.7	ENSCAFG00000020361.5
OG0003917	ENSGALG00000012898.6	ENSCAFG00000000079.4
OG0003918	ENSGALG00000031700.2	ENSCAFG00000000810.4
OG0003919	ENSGALG00000008208.6	ENSCAFG00000013507.5
OG0003920	ENSGALG00000004767.6	ENSCAFG00000020054.5
OG0003921	ENSGALG00000001595.7	ENSCAFG00000041427.1
OG0003922	ENSGALG00000004916.7	ENSCAFG00000018406.4
OG0003923	ENSGALG00000008722.6	ENSCAFG00000020297.4
OG0003924	ENSGALG00000002499.6	ENSCAFG00000003583.6
OG0003925	ENSGALG00000002750.6	ENSCAFG00000014355.4
OG0003926	ENSGALG00000038604.3	ENSCAFG00000016926.3
OG0003927	ENSGALG00000003906.6	ENSCAFG00000010357.4
OG0003928	ENSGALG00000028967.3	ENSCAFG00000004098.3
OG0003929	ENSGALG00000008885.6	ENSCAFG00000014245.5
OG0003930	ENSGALG00000006194.6	ENSCAFG00000006904.4
OG0003932	ENSGALG00000033520.2	ENSCAFG00000000675.3
OG0003933	ENSGALG00000007848.6	ENSCAFG00000013915.5
OG0003934	ENSGALG00000052002.1	ENSCAFG00000017159.4
OG0003935	ENSGALG00000005854.6	ENSCAFG00000019301.5
OG0003936	ENSGALG00000028439.3	ENSCAFG00000016097.4
OG0003937	ENSGALG00000001038.7	ENSCAFG00000012769.5
OG0003938	ENSGALG00000000998.7	ENSCAFG00000012753.4
OG0003939	ENSGALG00000003788.7	ENSCAFG00000016676.4
OG0003940	ENSGALG00000003596.7	ENSCAFG00000015242.6
OG0003941	ENSGALG00000002003.5	ENSCAFG00000016077.4
OG0003942	ENSGALG00000008254.6	ENSCAFG00000007103.5
OG0003943	ENSGALG00000005489.7	ENSCAFG00000018145.4, ENSCAFG00000013554.4
OG0003944	ENSGALG00000032090.2	ENSCAFG00000002287.5
OG0003945	ENSGALG00000049174.1	ENSCAFG00000016591.4
OG0003946	ENSGALG00000026558.3	ENSCAFG00000023543.4
OG0003947	ENSGALG00000007907.7	ENSCAFG00000012686.4
OG0003948	ENSGALG00000003781.6	ENSCAFG00000011273.5
OG0003949	ENSGALG00000038952.2	ENSCAFG00000012742.4
OG0003950	ENSGALG00000050086.1	ENSCAFG00000019567.4
OG0003951	ENSGALG00000014513.6	ENSCAFG00000014650.4
OG0003952	ENSGALG00000041200.3	ENSCAFG00000041119.1, ENSCAFG00000000584.4
OG0003953	ENSGALG00000004721.5	ENSCAFG00000018532.4
OG0003954	ENSGALG00000042148.2	ENSCAFG00000001343.4
OG0003956	ENSGALG00000031741.3	ENSCAFG00000001217.5
OG0003957	ENSGALG00000027363.3	ENSCAFG00000019333.5
OG0003958	ENSGALG00000009954.6	ENSCAFG00000002499.4
OG0003959	ENSGALG00000036441.2	ENSCAFG00000013271.5
OG0003960	ENSGALG00000015702.7	ENSCAFG00000003000.4
OG0003962	ENSGALG00000038858.3	ENSCAFG00000011788.4
OG0003963	ENSGALG00000006225.6	ENSCAFG00000013671.4
OG0003964	ENSGALG00000006119.7	ENSCAFG00000013301.5
OG0003965	ENSGALG00000034024.2	ENSCAFG00000002731.4
OG0003966	ENSGALG00000023468.4	ENSCAFG00000019818.4
OG0003968	ENSGALG00000007058.6	ENSCAFG00000013445.4
OG0003969	ENSGALG00000002121.5	ENSCAFG00000019355.4
OG0003970	ENSGALG00000048034.1, ENSGALG00000039205.2	ENSCAFG00000016826.5
OG0003971	ENSGALG00000015923.6	ENSCAFG00000002655.4
OG0003972	ENSGALG00000005839.6, ENSGALG00000026231.3	ENSCAFG00000019652.5
OG0003973	ENSGALG00000011489.6	ENSCAFG00000000807.4
OG0003975	ENSGALG00000009314.5	ENSCAFG00000012009.4
OG0003976	ENSGALG00000025821.4	ENSCAFG00000014009.5
OG0003977	ENSGALG00000029287.2	ENSCAFG00000009125.4
OG0003978	ENSGALG00000047565.1	ENSCAFG00000016532.7
OG0003979	ENSGALG00000039970.3	ENSCAFG00000009199.5
OG0003980	ENSGALG00000045312.2	ENSCAFG00000012473.5
OG0003981	ENSGALG00000006157.6	ENSCAFG00000018914.4
OG0003982	ENSGALG00000005006.6	ENSCAFG00000007258.4
OG0003983	ENSGALG00000054629.1	ENSCAFG00000007238.5
OG0003984	ENSGALG00000026443.3	ENSCAFG00000016673.4
OG0003985	ENSGALG00000026491.4	ENSCAFG00000003110.4
OG0003986	ENSGALG00000037955.2	ENSCAFG00000009387.4
OG0003987	ENSGALG00000002201.6	ENSCAFG00000019134.5
OG0003988	ENSGALG00000005553.6	ENSCAFG00000017010.4
OG0003989	ENSGALG00000012484.6	ENSCAFG00000005670.4
OG0003990	ENSGALG00000031416.2	ENSCAFG00000019140.4
OG0003991	ENSGALG00000030185.2	ENSCAFG00000009472.4
OG0003992	ENSGALG00000038338.3	ENSCAFG00000019152.4
OG0003993	ENSGALG00000005638.6	ENSCAFG00000028978.2
OG0003994	ENSGALG00000000390.6	ENSCAFG00000009139.4
OG0003995	ENSGALG00000007291.6	ENSCAFG00000018981.4, ENSCAFG00000019025.3
OG0003996	ENSGALG00000007307.6	ENSCAFG00000018993.4
OG0003997	ENSGALG00000007195.6	ENSCAFG00000031458.2
OG0003998	ENSGALG00000003081.6	ENSCAFG00000014685.4
OG0004000	ENSGALG00000041795.2	ENSCAFG00000008784.4
OG0004001	ENSGALG00000007383.5	ENSCAFG00000030537.2
OG0004002	ENSGALG00000007393.7	ENSCAFG00000009939.4
OG0004003	ENSGALG00000002428.5	ENSCAFG00000017814.4
OG0004004	ENSGALG00000041612.2	ENSCAFG00000008581.4
OG0004005	ENSGALG00000021174.6	ENSCAFG00000014120.5
OG0004007	ENSGALG00000007310.6	ENSCAFG00000013022.4
OG0004008	ENSGALG00000035260.2	ENSCAFG00000012405.4
OG0004009	ENSGALG00000009153.7	ENSCAFG00000012544.5
OG0004010	ENSGALG00000031209.2	ENSCAFG00000008495.4
OG0004011	ENSGALG00000002982.5	ENSCAFG00000019780.4
OG0004012	ENSGALG00000013149.6	ENSCAFG00000017801.4
OG0004013	ENSGALG00000003168.6	ENSCAFG00000010477.3, ENSCAFG00000018909.4
OG0004014	ENSGALG00000039774.3	ENSCAFG00000007215.6
OG0004015	ENSGALG00000011468.6	ENSCAFG00000014474.4
OG0004016	ENSGALG00000038395.2	ENSCAFG00000007279.4
OG0004017	ENSGALG00000001647.5	ENSCAFG00000020335.3
OG0004018	ENSGALG00000001204.6	ENSCAFG00000020350.4, ENSCAFG00000007527.3
OG0004019	ENSGALG00000002469.6	ENSCAFG00000010525.4
OG0004020	ENSGALG00000011917.7	ENSCAFG00000015603.5
OG0004021	ENSGALG00000002524.7	ENSCAFG00000010573.4
OG0004022	ENSGALG00000012177.6	ENSCAFG00000005003.4
OG0004023	ENSGALG00000031167.2, ENSGALG00000031648.2	ENSCAFG00000007411.6
OG0004024	ENSGALG00000012009.7	ENSCAFG00000015564.4
OG0004025	ENSGALG00000040506.3	ENSCAFG00000000125.4
OG0004026	ENSGALG00000015349.6	ENSCAFG00000016795.4
OG0004027	ENSGALG00000036796.3	ENSCAFG00000028610.2
OG0004028	ENSGALG00000006069.7	ENSCAFG00000015292.5
OG0004029	ENSGALG00000051460.1, ENSGALG00000012269.7	ENSCAFG00000014250.6
OG0004030	ENSGALG00000048280.1, ENSGALG00000029842.2	ENSCAFG00000007686.4
OG0004031	ENSGALG00000027961.3, ENSGALG00000030063.2	ENSCAFG00000000105.5
OG0004032	ENSGALG00000036747.2	ENSCAFG00000008468.4
OG0004033	ENSGALG00000037407.3	ENSCAFG00000010479.4
OG0004036	ENSGALG00000002686.6	ENSCAFG00000014617.5
OG0004037	ENSGALG00000002695.6	ENSCAFG00000006831.4
OG0004038	ENSGALG00000041028.2	ENSCAFG00000023265.3
OG0004039	ENSGALG00000002964.7	ENSCAFG00000006952.4
OG0004040	ENSGALG00000008625.6	ENSCAFG00000019483.4
OG0004041	ENSGALG00000034948.2	ENSCAFG00000019519.4, ENSCAFG00000031537.2, ENSCAFG00000019510.4
OG0004042	ENSGALG00000041124.3	ENSCAFG00000010062.5
OG0004045	ENSGALG00000007241.6	ENSCAFG00000018947.4
OG0004046	ENSGALG00000005299.6	ENSCAFG00000014749.4
OG0004047	ENSGALG00000041666.2	ENSCAFG00000009358.5
OG0004048	ENSGALG00000005134.7	ENSCAFG00000014971.4
OG0004051	ENSGALG00000000729.6	ENSCAFG00000049314.1
OG0004052	ENSGALG00000034919.3	ENSCAFG00000043083.1, ENSCAFG00000009503.1
OG0004053	ENSGALG00000004333.6	ENSCAFG00000010877.5
OG0004054	ENSGALG00000000790.7	ENSCAFG00000011885.5
OG0004055	ENSGALG00000002542.4	ENSCAFG00000010193.4
OG0004057	ENSGALG00000015257.6	ENSCAFG00000007546.5
OG0004058	ENSGALG00000012181.7	ENSCAFG00000011506.4
OG0004059	ENSGALG00000005948.6	ENSCAFG00000006936.5, ENSCAFG00000010850.3
OG0004060	ENSGALG00000050943.1	ENSCAFG00000010404.4
OG0004061	ENSGALG00000033054.2	ENSCAFG00000018191.4
OG0004063	ENSGALG00000033888.2	ENSCAFG00000014952.4, ENSCAFG00000006639.5
OG0004064	ENSGALG00000003563.6	ENSCAFG00000010481.4
OG0004065	ENSGALG00000027608.3	ENSCAFG00000014703.2
OG0004066	ENSGALG00000003820.6	ENSCAFG00000000132.3, ENSCAFG00000008456.4
OG0004067	ENSGALG00000006052.5	ENSCAFG00000005066.4
OG0004068	ENSGALG00000039196.3	ENSCAFG00000012012.5
OG0004069	ENSGALG00000032365.3	ENSCAFG00000041039.1, ENSCAFG00000007405.1
OG0004070	ENSGALG00000026316.3, ENSGALG00000032108.2	ENSCAFG00000011963.4
OG0004071	ENSGALG00000005878.6	ENSCAFG00000019407.4
OG0004072	ENSGALG00000005900.6	ENSCAFG00000019388.4
OG0004073	ENSGALG00000013981.6	ENSCAFG00000029259.2, ENSCAFG00000000207.4
OG0004075	ENSGALG00000006791.6	ENSCAFG00000008812.4
OG0004076	ENSGALG00000037839.2	ENSCAFG00000006457.4
OG0004077	ENSGALG00000008870.6	ENSCAFG00000010960.4
OG0004078	ENSGALG00000011131.6	ENSCAFG00000009943.5
OG0004079	ENSGALG00000014922.6	ENSCAFG00000018282.4
OG0004080	ENSGALG00000052213.1, ENSGALG00000020523.5	ENSCAFG00000001809.5
OG0004081	ENSGALG00000035360.3	ENSCAFG00000017356.5
OG0004082	ENSGALG00000008207.6	ENSCAFG00000009295.5
OG0004083	ENSGALG00000007779.7	ENSCAFG00000019237.5
OG0004084	ENSGALG00000006598.6	ENSCAFG00000011745.5
OG0004085	ENSGALG00000020905.5	ENSCAFG00000009865.5
OG0004086	ENSGALG00000007387.4	ENSCAFG00000017408.4
OG0004087	ENSGALG00000043018.2	ENSCAFG00000015499.5
OG0004088	ENSGALG00000002942.6	ENSCAFG00000013081.4
OG0004089	ENSGALG00000017105.7	ENSCAFG00000006901.5
OG0004090	ENSGALG00000015256.6	ENSCAFG00000007593.5
OG0004091	ENSGALG00000029332.3	ENSCAFG00000009148.4
OG0004092	ENSGALG00000040267.2	ENSCAFG00000009116.4
OG0004093	ENSGALG00000017098.7	ENSCAFG00000006794.4
OG0004094	ENSGALG00000031983.3	ENSCAFG00000042562.1, ENSCAFG00000008427.3, ENSCAFG00000024504.3
OG0004095	ENSGALG00000028032.4	ENSCAFG00000008143.4
OG0004096	ENSGALG00000051202.1	ENSCAFG00000005792.4
OG0004097	ENSGALG00000001258.6	ENSCAFG00000005807.5
OG0004098	ENSGALG00000000276.6	ENSCAFG00000007436.4
OG0004099	ENSGALG00000054674.1, ENSGALG00000029316.2	ENSCAFG00000012314.6
OG0004100	ENSGALG00000044071.2	ENSCAFG00000016920.5
OG0004101	ENSGALG00000008819.6	ENSCAFG00000020134.5
OG0004102	ENSGALG00000000881.5	ENSCAFG00000012265.2
OG0004103	ENSGALG00000003663.7	ENSCAFG00000009654.4
OG0004104	ENSGALG00000009611.7	ENSCAFG00000008775.5
OG0004105	ENSGALG00000039643.3	ENSCAFG00000016836.3
OG0004106	ENSGALG00000000708.6	ENSCAFG00000010168.4
OG0004107	ENSGALG00000049774.1, ENSGALG00000045611.2	ENSCAFG00000016835.4
OG0004108	ENSGALG00000001076.6	ENSCAFG00000012073.4
OG0004109	ENSGALG00000003602.6	ENSCAFG00000009486.5
OG0004110	ENSGALG00000016567.6	ENSCAFG00000008438.5
OG0004111	ENSGALG00000000943.6	ENSCAFG00000012192.4
OG0004112	ENSGALG00000003574.6	ENSCAFG00000009407.4
OG0004113	ENSGALG00000038943.3	ENSCAFG00000029799.2
OG0004114	ENSGALG00000000863.7	ENSCAFG00000011429.4
OG0004115	ENSGALG00000002450.5	ENSCAFG00000019626.4
OG0004116	ENSGALG00000013886.6	ENSCAFG00000031536.2
OG0004117	ENSGALG00000003683.6	ENSCAFG00000019900.4
OG0004119	ENSGALG00000013889.7	ENSCAFG00000006360.3, ENSCAFG00000014973.4
OG0004120	ENSGALG00000012579.5	ENSCAFG00000009433.5
OG0004121	ENSGALG00000000638.7	ENSCAFG00000020291.4
OG0004122	ENSGALG00000004365.7	ENSCAFG00000008022.5
OG0004123	ENSGALG00000037597.2	ENSCAFG00000011526.4
OG0004124	ENSGALG00000005336.7	ENSCAFG00000001174.4
OG0004125	ENSGALG00000031525.2	ENSCAFG00000001333.4
OG0004126	ENSGALG00000035882.2	ENSCAFG00000020298.4
OG0004127	ENSGALG00000039990.2	ENSCAFG00000003426.5
OG0004129	ENSGALG00000009288.7	ENSCAFG00000019397.4
OG0004130	ENSGALG00000034337.3	ENSCAFG00000001297.4
OG0004131	ENSGALG00000000608.6	ENSCAFG00000024062.3, ENSCAFG00000020305.5
OG0004132	ENSGALG00000001950.5	ENSCAFG00000019672.4
OG0004133	ENSGALG00000007707.6	ENSCAFG00000012383.4
OG0004134	ENSGALG00000039549.2	ENSCAFG00000016402.4
OG0004135	ENSGALG00000008003.6	ENSCAFG00000001499.4, ENSCAFG00000048685.1, ENSCAFG00000045292.1
OG0004136	ENSGALG00000013708.5	ENSCAFG00000007241.1, ENSCAFG00000045443.1, ENSCAFG00000000026.4
OG0004137	ENSGALG00000036064.3	ENSCAFG00000005062.4
OG0004138	ENSGALG00000010042.6	ENSCAFG00000000441.4
OG0004139	ENSGALG00000002158.9	ENSCAFG00000006084.4
OG0004140	ENSGALG00000041404.2	ENSCAFG00000000013.5
OG0004141	ENSGALG00000002124.5	ENSCAFG00000014172.5
OG0004143	ENSGALG00000006558.6	ENSCAFG00000005240.5
OG0004145	ENSGALG00000003722.6	ENSCAFG00000017348.5
OG0004147	ENSGALG00000016505.6	ENSCAFG00000024379.3, ENSCAFG00000032406.2, ENSCAFG00000005160.4, ENSCAFG00000047508.1
OG0004148	ENSGALG00000002683.7	ENSCAFG00000019675.4
OG0004149	ENSGALG00000044070.2	ENSCAFG00000019621.4
OG0004150	ENSGALG00000021364.5	ENSCAFG00000045318.1
OG0004151	ENSGALG00000012680.6	ENSCAFG00000031036.2
OG0004152	ENSGALG00000000740.6	ENSCAFG00000019193.5
OG0004153	ENSGALG00000044591.2	ENSCAFG00000025510.3
OG0004154	ENSGALG00000025938.4	ENSCAFG00000019937.5
OG0004156	ENSGALG00000007140.7	ENSCAFG00000003776.4
OG0004157	ENSGALG00000034773.2	ENSCAFG00000014001.4
OG0004158	ENSGALG00000014701.7, ENSGALG00000053105.1	ENSCAFG00000014844.4
OG0004159	ENSGALG00000012703.6	ENSCAFG00000009893.5
OG0004160	ENSGALG00000007145.6	ENSCAFG00000003821.4
OG0004161	ENSGALG00000014435.5	ENSCAFG00000030812.2
OG0004162	ENSGALG00000012094.6	ENSCAFG00000015255.4
OG0004163	ENSGALG00000012101.5	ENSCAFG00000015249.4
OG0004164	ENSGALG00000011497.6	ENSCAFG00000014368.3, ENSCAFG00000046433.1, ENSCAFG00000000835.3
OG0004165	ENSGALG00000012724.6	ENSCAFG00000009688.5
OG0004166	ENSGALG00000012731.7	ENSCAFG00000009827.5
OG0004167	ENSGALG00000003815.7	ENSCAFG00000008737.5
OG0004168	ENSGALG00000048620.1	ENSCAFG00000014778.4
OG0004170	ENSGALG00000014981.6	ENSCAFG00000011029.2
OG0004171	ENSGALG00000027126.3	ENSCAFG00000032145.2
OG0004172	ENSGALG00000014980.6	ENSCAFG00000011045.4
OG0004173	ENSGALG00000030084.2	ENSCAFG00000014055.4
OG0004174	ENSGALG00000021883.4	ENSCAFG00000015691.4
OG0004175	ENSGALG00000047230.1	ENSCAFG00000023381.3
OG0004176	ENSGALG00000005465.5	ENSCAFG00000019476.4
OG0004177	ENSGALG00000007426.7	ENSCAFG00000003859.4, ENSCAFG00000032396.2, ENSCAFG00000023337.4
OG0004178	ENSGALG00000007492.6	ENSCAFG00000004397.5
OG0004179	ENSGALG00000007361.6	ENSCAFG00000013891.4
OG0004180	ENSGALG00000023435.3	ENSCAFG00000013733.4
OG0004181	ENSGALG00000002010.6	ENSCAFG00000003301.5
OG0004182	ENSGALG00000049411.1, ENSGALG00000001996.6	ENSCAFG00000003298.4
OG0004183	ENSGALG00000007519.6	ENSCAFG00000004377.4
OG0004184	ENSGALG00000007547.6	ENSCAFG00000004365.5
OG0004185	ENSGALG00000013006.6	ENSCAFG00000010002.5
OG0004186	ENSGALG00000027440.3	ENSCAFG00000033885.2
OG0004188	ENSGALG00000010671.6	ENSCAFG00000015835.7
OG0004189	ENSGALG00000009098.6	ENSCAFG00000019116.5
OG0004190	ENSGALG00000007667.6	ENSCAFG00000023938.3
OG0004191	ENSGALG00000001540.5	ENSCAFG00000000683.2, ENSCAFG00000003222.4
OG0004192	ENSGALG00000009154.7	ENSCAFG00000019096.4
OG0004193	ENSGALG00000007766.6	ENSCAFG00000004237.6
OG0004195	ENSGALG00000032590.2	ENSCAFG00000048719.1, ENSCAFG00000018722.5
OG0004196	ENSGALG00000029343.3	ENSCAFG00000005866.4
OG0004197	ENSGALG00000013207.6	ENSCAFG00000002835.5
OG0004198	ENSGALG00000005569.6	ENSCAFG00000007754.4
OG0004199	ENSGALG00000043405.3	ENSCAFG00000025105.3, ENSCAFG00000017795.4
OG0004200	ENSGALG00000005551.5	ENSCAFG00000007845.6
OG0004201	ENSGALG00000005540.6	ENSCAFG00000007867.5
OG0004202	ENSGALG00000050687.1, ENSGALG00000052903.1, ENSGALG00000048081.1	ENSCAFG00000007178.5
OG0004203	ENSGALG00000031565.2, ENSGALG00000053046.1	ENSCAFG00000004130.5
OG0004204	ENSGALG00000041086.3	ENSCAFG00000006988.4, ENSCAFG00000044246.1
OG0004205	ENSGALG00000000719.7	ENSCAFG00000042533.1
OG0004206	ENSGALG00000013183.7	ENSCAFG00000010739.4
OG0004207	ENSGALG00000035287.2	ENSCAFG00000004516.4
OG0004208	ENSGALG00000012543.6	ENSCAFG00000009231.5
OG0004209	ENSGALG00000012538.6	ENSCAFG00000009209.5
OG0004210	ENSGALG00000003880.6	ENSCAFG00000012838.5
