Orthogroup	G_gallus.pep	P_troglodytes.pep
OG0000880	ENSGALG00000009782.6	ENSPTRG00000016453.3
OG0000880	ENSGALG00000032808.2	ENSPTRG00000005816.7
OG0000881	ENSGALG00000043336.2	ENSPTRG00000005037.5
OG0000882	ENSGALG00000009939.6	ENSPTRG00000009380.4
OG0000882	ENSGALG00000012380.6	ENSPTRG00000012504.6
OG0000885	ENSGALG00000004908.6	ENSPTRG00000022163.6
OG0000885	ENSGALG00000016592.6	ENSPTRG00000021665.5
OG0000886	ENSGALG00000038242.2	ENSPTRG00000014964.7
OG0000886	ENSGALG00000008486.9	ENSPTRG00000019350.7
OG0000887	ENSGALG00000005789.7	ENSPTRG00000014892.7
OG0000887	ENSGALG00000008280.7	ENSPTRG00000019551.6
OG0000888	ENSGALG00000029585.2	ENSPTRG00000046679.1, ENSPTRG00000044160.1
OG0000888	ENSGALG00000028187.4	ENSPTRG00000044012.1, ENSPTRG00000048153.1
OG0000889	ENSGALG00000016144.6	ENSPTRG00000013928.6
OG0000890	ENSGALG00000019231.6, ENSGALG00000015191.6	ENSPTRG00000030162.3, ENSPTRG00000015223.5
OG0000891	ENSGALG00000032386.2	ENSPTRG00000016504.6
OG0000891	ENSGALG00000041263.2	ENSPTRG00000005778.6
OG0000892	ENSGALG00000028673.3	ENSPTRG00000017190.4
OG0000892	ENSGALG00000000599.5	ENSPTRG00000010423.4
OG0000893	ENSGALG00000010001.6	ENSPTRG00000006250.3
OG0000893	ENSGALG00000041422.2	ENSPTRG00000002110.7
OG0000894	ENSGALG00000005309.6	ENSPTRG00000015024.6
OG0000895	ENSGALG00000031244.3	ENSPTRG00000015304.5
OG0000895	ENSGALG00000050760.1	ENSPTRG00000004885.7
OG0000896	ENSGALG00000032336.2	ENSPTRG00000009770.5
OG0000896	ENSGALG00000045753.2	ENSPTRG00000043438.1
OG0000897	ENSGALG00000020876.5	ENSPTRG00000044647.1
OG0000897	ENSGALG00000008185.7	ENSPTRG00000012790.7
OG0000916	ENSGALG00000003462.3	ENSPTRG00000018896.5, ENSPTRG00000019432.5, ENSPTRG00000043094.1, ENSPTRG00000049686.1
OG0000917	ENSGALG00000017044.6	ENSPTRG00000005795.7
OG0000917	ENSGALG00000007972.6	ENSPTRG00000022192.5
OG0000918	ENSGALG00000045721.2	ENSPTRG00000001471.5
OG0000918	ENSGALG00000044204.2	ENSPTRG00000007422.5
OG0000919	ENSGALG00000016685.4	ENSPTRG00000045230.1
OG0000920	ENSGALG00000027142.3	ENSPTRG00000050657.1, ENSPTRG00000052427.1, ENSPTRG00000029733.3
OG0000921	ENSGALG00000003297.7	ENSPTRG00000045621.1, ENSPTRG00000044722.1
OG0000921	ENSGALG00000014991.7	ENSPTRG00000018519.6
OG0000923	ENSGALG00000018415.6, ENSGALG00000000866.7	ENSPTRG00000001287.6
OG0000924	ENSGALG00000038504.2	ENSPTRG00000021656.6
OG0000924	ENSGALG00000003860.6	ENSPTRG00000043042.1, ENSPTRG00000023571.5
OG0000925	ENSGALG00000038440.2	ENSPTRG00000044846.1, ENSPTRG00000012772.4
OG0000925	ENSGALG00000032250.3	ENSPTRG00000005087.6
OG0000926	ENSGALG00000040131.2	ENSPTRG00000005556.6
OG0000927	ENSGALG00000004727.6	ENSPTRG00000008875.4
OG0000927	ENSGALG00000002403.6	ENSPTRG00000047610.1
OG0000928	ENSGALG00000002488.7	ENSPTRG00000017296.6
OG0000929	ENSGALG00000035116.2	ENSPTRG00000015432.6
OG0000929	ENSGALG00000008482.6	ENSPTRG00000022248.6
OG0000930	ENSGALG00000043930.2	ENSPTRG00000003873.4
OG0000931	ENSGALG00000005659.5	ENSPTRG00000022003.5
OG0000931	ENSGALG00000015304.5	ENSPTRG00000046352.1, ENSPTRG00000018473.7
OG0000932	ENSGALG00000009062.6	ENSPTRG00000019387.6
OG0000932	ENSGALG00000008428.6	ENSPTRG00000012812.6
OG0000933	ENSGALG00000009963.5	ENSPTRG00000029654.3
OG0000934	ENSGALG00000051870.1	ENSPTRG00000043395.1
OG0000935	ENSGALG00000002485.6	ENSPTRG00000050759.1, ENSPTRG00000019208.5
OG0000936	ENSGALG00000052648.1	ENSPTRG00000014277.7, ENSPTRG00000052374.1
OG0000937	ENSGALG00000006591.6	ENSPTRG00000003161.6
OG0000938	ENSGALG00000048712.1	ENSPTRG00000001210.5
OG0000938	ENSGALG00000042948.3	ENSPTRG00000010160.4
OG0000939	ENSGALG00000007227.6	ENSPTRG00000005531.5
OG0000939	ENSGALG00000005567.6	ENSPTRG00000009437.6
OG0000940	ENSGALG00000013035.6	ENSPTRG00000011514.5
OG0000941	ENSGALG00000019941.6	ENSPTRG00000018538.4
OG0000941	ENSGALG00000007378.6	ENSPTRG00000015292.6
OG0000942	ENSGALG00000008169.7	ENSPTRG00000002259.7
OG0000943	ENSGALG00000003483.4	ENSPTRG00000020193.5
OG0000943	ENSGALG00000031372.2	ENSPTRG00000045507.1
OG0000944	ENSGALG00000014746.6	ENSPTRG00000019798.2, ENSPTRG00000051739.1, ENSPTRG00000022570.5
OG0000945	ENSGALG00000023066.5	ENSPTRG00000020852.7
OG0000945	ENSGALG00000036850.2	ENSPTRG00000007338.6
OG0000946	ENSGALG00000002431.6	ENSPTRG00000001805.5, ENSPTRG00000001799.7
OG0000947	ENSGALG00000001749.7	ENSPTRG00000010354.6
OG0000947	ENSGALG00000003286.7	ENSPTRG00000007337.4
OG0000948	ENSGALG00000031450.2	ENSPTRG00000004098.6
OG0000948	ENSGALG00000001936.6, ENSGALG00000037611.2	ENSPTRG00000012431.6
OG0000949	ENSGALG00000049072.1	ENSPTRG00000003846.6
OG0000951	ENSGALG00000011020.7	ENSPTRG00000044588.1, ENSPTRG00000043554.1, ENSPTRG00000045057.1, ENSPTRG00000043922.1, ENSPTRG00000018996.4, ENSPTRG00000048545.1
OG0000952	ENSGALG00000012705.6	ENSPTRG00000017746.5
OG0000953	ENSGALG00000028501.4	ENSPTRG00000016139.4
OG0000954	ENSGALG00000022874.4	ENSPTRG00000046336.1, ENSPTRG00000048075.1
OG0000956	ENSGALG00000043033.2	ENSPTRG00000020337.6
OG0000956	ENSGALG00000031656.2	ENSPTRG00000018619.7
OG0000957	ENSGALG00000026091.3	ENSPTRG00000009560.5, ENSPTRG00000050081.1
OG0000958	ENSGALG00000006702.6	ENSPTRG00000007426.6
OG0000958	ENSGALG00000015630.6	ENSPTRG00000017057.4
OG0000959	ENSGALG00000014711.6	ENSPTRG00000016880.6
OG0000959	ENSGALG00000026834.3	ENSPTRG00000010141.5
OG0000960	ENSGALG00000043329.2	ENSPTRG00000052506.1, ENSPTRG00000047527.1, ENSPTRG00000043858.1, ENSPTRG00000050791.1, ENSPTRG00000048434.1, ENSPTRG00000046906.1, ENSPTRG00000046748.1, ENSPTRG00000049954.1
OG0000961	ENSGALG00000015022.6	ENSPTRG00000018511.7
OG0000961	ENSGALG00000032199.3	ENSPTRG00000048728.1, ENSPTRG00000000411.5
OG0000962	ENSGALG00000007636.7	ENSPTRG00000013664.4
OG0000963	ENSGALG00000026081.3	ENSPTRG00000045845.1, ENSPTRG00000013661.6
OG0000963	ENSGALG00000012712.5	ENSPTRG00000017749.7
OG0000964	ENSGALG00000037878.2	ENSPTRG00000050440.1
OG0000964	ENSGALG00000041878.2	ENSPTRG00000004919.5
OG0000965	ENSGALG00000033535.2	ENSPTRG00000001756.4
OG0000965	ENSGALG00000026572.3	ENSPTRG00000001609.6
OG0000966	ENSGALG00000051505.1	ENSPTRG00000029870.4
OG0000966	ENSGALG00000034229.2	ENSPTRG00000020156.5
OG0000967	ENSGALG00000014930.4	ENSPTRG00000016987.4
OG0000967	ENSGALG00000006826.2	ENSPTRG00000007415.5
OG0000968	ENSGALG00000009728.6	ENSPTRG00000019423.4
OG0000968	ENSGALG00000009545.7	ENSPTRG00000012636.7
OG0000969	ENSGALG00000040713.2	ENSPTRG00000008277.6
OG0000969	ENSGALG00000012879.5	ENSPTRG00000010083.4
OG0000970	ENSGALG00000003845.6	ENSPTRG00000010220.5
OG0000970	ENSGALG00000010440.6	ENSPTRG00000046874.1
OG0000971	ENSGALG00000023415.3	ENSPTRG00000046925.1
OG0000972	ENSGALG00000007456.6	ENSPTRG00000007529.6
OG0000974	ENSGALG00000035533.2	ENSPTRG00000004520.6
OG0000974	ENSGALG00000000094.7	ENSPTRG00000001862.6
OG0000975	ENSGALG00000051144.1	ENSPTRG00000010405.4
OG0000975	ENSGALG00000029582.2	ENSPTRG00000000962.6
OG0000976	ENSGALG00000030481.3	ENSPTRG00000052325.1
OG0000976	ENSGALG00000001545.6	ENSPTRG00000009808.5
OG0000977	ENSGALG00000012525.6	ENSPTRG00000012541.7
OG0000977	ENSGALG00000055075.1	ENSPTRG00000004913.7
OG0000979	ENSGALG00000010960.6	ENSPTRG00000012593.6
OG0000979	ENSGALG00000041101.2	ENSPTRG00000004956.5
OG0000980	ENSGALG00000004821.5	ENSPTRG00000047495.1, ENSPTRG00000051087.1, ENSPTRG00000042397.2, ENSPTRG00000048264.1, ENSPTRG00000047083.1
OG0000981	ENSGALG00000049487.1	ENSPTRG00000013527.5
OG0000981	ENSGALG00000037285.2	ENSPTRG00000048938.1
OG0000982	ENSGALG00000050267.1	ENSPTRG00000050961.1
OG0000982	ENSGALG00000012121.6	ENSPTRG00000050583.1, ENSPTRG00000046292.1
OG0000983	ENSGALG00000013931.7	ENSPTRG00000016064.3
OG0000983	ENSGALG00000040956.2	ENSPTRG00000049156.1, ENSPTRG00000028250.5
OG0000984	ENSGALG00000004935.7	ENSPTRG00000050627.1, ENSPTRG00000050794.1, ENSPTRG00000040949.2, ENSPTRG00000010813.6
OG0000985	ENSGALG00000005464.6	ENSPTRG00000020848.6, ENSPTRG00000044784.1
OG0000986	ENSGALG00000041760.3	ENSPTRG00000014058.7
OG0000986	ENSGALG00000005139.6	ENSPTRG00000009472.5
OG0000987	ENSGALG00000005398.6	ENSPTRG00000007611.6
OG0000987	ENSGALG00000021040.5	ENSPTRG00000007560.6
OG0000988	ENSGALG00000041640.3	ENSPTRG00000018960.6
OG0000989	ENSGALG00000001678.7	ENSPTRG00000001218.6
OG0000989	ENSGALG00000007373.6	ENSPTRG00000005520.4
OG0000990	ENSGALG00000007247.6	ENSPTRG00000005527.7, ENSPTRG00000046402.1
OG0000990	ENSGALG00000053601.1	ENSPTRG00000003681.5
OG0000991	ENSGALG00000030781.3	ENSPTRG00000020389.5
OG0000991	ENSGALG00000033700.2, ENSGALG00000037975.2	ENSPTRG00000052102.1
OG0000992	ENSGALG00000008150.7	ENSPTRG00000005481.6
OG0000993	ENSGALG00000027093.3, ENSGALG00000017485.6	ENSPTRG00000015984.6
OG0000994	ENSGALG00000001948.6, ENSGALG00000013365.6	ENSPTRG00000010335.5, ENSPTRG00000010334.7
OG0000995	ENSGALG00000039394.3	ENSPTRG00000015979.5
OG0000995	ENSGALG00000017304.7	ENSPTRG00000004064.4
OG0000996	ENSGALG00000014853.4	ENSPTRG00000018566.4
OG0000996	ENSGALG00000043172.2	ENSPTRG00000020288.5
OG0000998	ENSGALG00000004820.6	ENSPTRG00000008508.6
OG0000999	ENSGALG00000012017.7	ENSPTRG00000006398.6
OG0000999	ENSGALG00000010055.6	ENSPTRG00000018139.6
OG0001000	ENSGALG00000042492.3	ENSPTRG00000016371.6
OG0001000	ENSGALG00000005613.5	ENSPTRG00000002886.2
OG0001001	ENSGALG00000007863.6	ENSPTRG00000046207.1, ENSPTRG00000022049.2, ENSPTRG00000016027.6
OG0001002	ENSGALG00000001992.7	ENSPTRG00000045834.1, ENSPTRG00000044064.1, ENSPTRG00000007246.6, ENSPTRG00000044272.1
OG0001003	ENSGALG00000008827.6	ENSPTRG00000044305.1
OG0001004	ENSGALG00000013830.5, ENSGALG00000007439.6	ENSPTRG00000013682.7
OG0001005	ENSGALG00000012584.6	ENSPTRG00000012564.4
OG0001006	ENSGALG00000004849.7	ENSPTRG00000005402.6
OG0001006	ENSGALG00000005886.6	ENSPTRG00000008639.5
OG0001007	ENSGALG00000003922.8	ENSPTRG00000009122.7
OG0001007	ENSGALG00000011300.6	ENSPTRG00000014699.4
OG0001008	ENSGALG00000031122.2	ENSPTRG00000001023.6
OG0001008	ENSGALG00000003677.5	ENSPTRG00000021493.6
OG0001009	ENSGALG00000039408.2	ENSPTRG00000010393.6
OG0001009	ENSGALG00000008736.7	ENSPTRG00000021602.6
OG0001010	ENSGALG00000045427.2	ENSPTRG00000012556.5
OG0001010	ENSGALG00000013073.6	ENSPTRG00000019177.6, ENSPTRG00000045643.1
OG0001011	ENSGALG00000006292.6	ENSPTRG00000019897.6
OG0001012	ENSGALG00000002336.7	ENSPTRG00000005645.6, ENSPTRG00000005644.7
OG0001013	ENSGALG00000017394.5	ENSPTRG00000019905.5
OG0001013	ENSGALG00000028046.4	ENSPTRG00000012395.6
OG0001014	ENSGALG00000006372.6	ENSPTRG00000019911.6
OG0001015	ENSGALG00000006462.7	ENSPTRG00000052040.1
OG0001015	ENSGALG00000010273.5	ENSPTRG00000045665.1
OG0001016	ENSGALG00000028587.2	ENSPTRG00000042827.1
OG0001016	ENSGALG00000020340.5	ENSPTRG00000051971.1, ENSPTRG00000006339.4
OG0001017	ENSGALG00000048754.1, ENSGALG00000040685.2, ENSGALG00000051895.1	ENSPTRG00000001546.4, ENSPTRG00000021759.4, ENSPTRG00000041198.2
OG0001018	ENSGALG00000033079.2	ENSPTRG00000000564.6
OG0001018	ENSGALG00000026971.3	ENSPTRG00000018420.5
OG0001019	ENSGALG00000007877.6	ENSPTRG00000002355.5
OG0001019	ENSGALG00000001610.5	ENSPTRG00000009076.7
OG0001020	ENSGALG00000006056.7	ENSPTRG00000015340.5
OG0001020	ENSGALG00000006489.7	ENSPTRG00000042092.2, ENSPTRG00000047776.1, ENSPTRG00000019711.4
OG0001021	ENSGALG00000033157.2	ENSPTRG00000010429.6
OG0001021	ENSGALG00000014751.6	ENSPTRG00000016927.6
OG0001022	ENSGALG00000043828.3	ENSPTRG00000007249.6
OG0001022	ENSGALG00000014933.7	ENSPTRG00000016988.4
OG0001023	ENSGALG00000005901.6	ENSPTRG00000013773.7
OG0001023	ENSGALG00000031035.3	ENSPTRG00000020242.6
OG0001024	ENSGALG00000008097.6	ENSPTRG00000052299.1
OG0001024	ENSGALG00000034590.2	ENSPTRG00000002284.6
OG0001025	ENSGALG00000036539.2	ENSPTRG00000051100.1
OG0001025	ENSGALG00000029175.3	ENSPTRG00000006021.6
OG0001026	ENSGALG00000030157.2	ENSPTRG00000007482.6
OG0001026	ENSGALG00000014668.7	ENSPTRG00000017081.6
OG0001027	ENSGALG00000009476.5	ENSPTRG00000019400.6
OG0001028	ENSGALG00000016628.7	ENSPTRG00000022494.7, ENSPTRG00000021635.6
OG0001028	ENSGALG00000040938.3	ENSPTRG00000024345.5
OG0001030	ENSGALG00000006681.6	ENSPTRG00000051746.1
OG0001031	ENSGALG00000052743.1	ENSPTRG00000013065.4
OG0001031	ENSGALG00000027757.3	ENSPTRG00000052279.1, ENSPTRG00000048701.1, ENSPTRG00000043505.1
OG0001034	ENSGALG00000005400.6	ENSPTRG00000015031.6
OG0001034	ENSGALG00000013007.6	ENSPTRG00000004521.7
OG0001035	ENSGALG00000006834.6	ENSPTRG00000015505.3
OG0001036	ENSGALG00000005850.6	ENSPTRG00000000970.6
OG0001036	ENSGALG00000004088.6	ENSPTRG00000021468.6
OG0001037	ENSGALG00000026493.3	ENSPTRG00000050663.1
OG0001038	ENSGALG00000012638.6	ENSPTRG00000005396.6
OG0001038	ENSGALG00000008436.6	ENSPTRG00000003537.6
OG0001039	ENSGALG00000015542.6	ENSPTRG00000021197.5
OG0001039	ENSGALG00000005470.6	ENSPTRG00000000993.4
OG0001040	ENSGALG00000014995.6	ENSPTRG00000020999.5
OG0001040	ENSGALG00000011016.7	ENSPTRG00000000820.6
OG0001041	ENSGALG00000025735.3	ENSPTRG00000004730.3
OG0001041	ENSGALG00000004514.5	ENSPTRG00000045047.1
OG0001042	ENSGALG00000011727.7	ENSPTRG00000019722.6
OG0001042	ENSGALG00000029618.3	ENSPTRG00000003574.6
OG0001043	ENSGALG00000009480.6	ENSPTRG00000019598.7
OG0001043	ENSGALG00000002335.6	ENSPTRG00000014969.5
OG0001044	ENSGALG00000007077.6	ENSPTRG00000003987.6
OG0001045	ENSGALG00000001550.6	ENSPTRG00000045535.1, ENSPTRG00000046501.1, ENSPTRG00000049437.1, ENSPTRG00000049720.1
OG0001046	ENSGALG00000001860.6	ENSPTRG00000001124.5
OG0001046	ENSGALG00000008328.6	ENSPTRG00000019338.5
OG0001047	ENSGALG00000014071.6	ENSPTRG00000004781.6
OG0001047	ENSGALG00000008294.6	ENSPTRG00000014570.7
OG0001048	ENSGALG00000029621.2	ENSPTRG00000014948.4
OG0001048	ENSGALG00000040444.2	ENSPTRG00000019348.5
OG0001049	ENSGALG00000016231.6	ENSPTRG00000049651.1, ENSPTRG00000022488.6
OG0001050	ENSGALG00000016165.7	ENSPTRG00000013939.6, ENSPTRG00000013941.2, ENSPTRG00000013940.4
OG0001051	ENSGALG00000017234.7	ENSPTRG00000004159.6, ENSPTRG00000051689.1
OG0001051	ENSGALG00000054821.1	ENSPTRG00000004163.6
OG0001052	ENSGALG00000028018.3	ENSPTRG00000004151.4
OG0001052	ENSGALG00000012300.6	ENSPTRG00000018685.5
OG0001053	ENSGALG00000001962.7	ENSPTRG00000010165.6
OG0001054	ENSGALG00000010010.6	ENSPTRG00000050585.1, ENSPTRG00000049858.1, ENSPTRG00000044328.1
OG0001054	ENSGALG00000011855.6	ENSPTRG00000006424.3
OG0001055	ENSGALG00000032598.2	ENSPTRG00000005118.5
OG0001055	ENSGALG00000007712.6	ENSPTRG00000023453.5
OG0001056	ENSGALG00000010766.5	ENSPTRG00000006648.7
OG0001057	ENSGALG00000010680.7	ENSPTRG00000006627.6
OG0001057	ENSGALG00000010020.6	ENSPTRG00000011899.6
OG0001058	ENSGALG00000010639.6	ENSPTRG00000006609.6
OG0001058	ENSGALG00000008139.6	ENSPTRG00000034390.3
OG0001059	ENSGALG00000039734.2	ENSPTRG00000004927.6
OG0001059	ENSGALG00000010902.6	ENSPTRG00000012603.6
OG0001060	ENSGALG00000033567.2	ENSPTRG00000018191.6, ENSPTRG00000018185.4
OG0001061	ENSGALG00000026978.4	ENSPTRG00000044514.1, ENSPTRG00000043237.1, ENSPTRG00000050033.1, ENSPTRG00000016733.5, ENSPTRG00000048128.1, ENSPTRG00000048868.1, ENSPTRG00000051976.1
OG0001062	ENSGALG00000039742.2	ENSPTRG00000045997.1, ENSPTRG00000044836.1, ENSPTRG00000045158.1, ENSPTRG00000042453.2, ENSPTRG00000043304.1, ENSPTRG00000044494.1
OG0001063	ENSGALG00000031978.3, ENSGALG00000045639.2	ENSPTRG00000043269.1, ENSPTRG00000052298.1, ENSPTRG00000046281.1, ENSPTRG00000045613.1
OG0001064	ENSGALG00000039029.2, ENSGALG00000030506.2	ENSPTRG00000016723.4, ENSPTRG00000032460.4, ENSPTRG00000046948.1, ENSPTRG00000048321.1, ENSPTRG00000032461.4
OG0001069	ENSGALG00000050752.1	ENSPTRG00000003950.4
OG0001082	ENSGALG00000017316.5	ENSPTRG00000004056.6
OG0001083	ENSGALG00000008074.7	ENSPTRG00000022182.5
OG0001083	ENSGALG00000050605.1	ENSPTRG00000012437.4
OG0001084	ENSGALG00000016034.7	ENSPTRG00000013198.7
OG0001084	ENSGALG00000009152.6	ENSPTRG00000002965.6
OG0001085	ENSGALG00000026395.3	ENSPTRG00000012126.4
OG0001085	ENSGALG00000027655.3	ENSPTRG00000052213.1
OG0001086	ENSGALG00000012917.7	ENSPTRG00000016761.5
OG0001086	ENSGALG00000032022.3	ENSPTRG00000016758.4
OG0001087	ENSGALG00000004917.6	ENSPTRG00000034564.3
OG0001088	ENSGALG00000017370.6	ENSPTRG00000044029.1
OG0001088	ENSGALG00000037480.2	ENSPTRG00000051653.1
OG0001089	ENSGALG00000015598.6	ENSPTRG00000017044.5
OG0001089	ENSGALG00000008262.6	ENSPTRG00000007353.6
OG0001090	ENSGALG00000015145.5	ENSPTRG00000021022.6
OG0001090	ENSGALG00000042706.3	ENSPTRG00000013178.5
OG0001091	ENSGALG00000016471.7	ENSPTRG00000011681.7
OG0001091	ENSGALG00000003816.6	ENSPTRG00000000575.2
OG0001092	ENSGALG00000011511.7	ENSPTRG00000006756.3
OG0001093	ENSGALG00000033663.2	ENSPTRG00000020040.3
OG0001094	ENSGALG00000034282.2	ENSPTRG00000010877.5
OG0001095	ENSGALG00000026241.3	ENSPTRG00000010175.4
OG0001095	ENSGALG00000015551.6	ENSPTRG00000023608.4
OG0001096	ENSGALG00000008313.6	ENSPTRG00000013321.6
OG0001096	ENSGALG00000034747.2	ENSPTRG00000011211.4
OG0001097	ENSGALG00000041066.3	ENSPTRG00000007707.6
OG0001097	ENSGALG00000046313.2	ENSPTRG00000007643.6
OG0001098	ENSGALG00000003510.5	ENSPTRG00000001619.4
OG0001098	ENSGALG00000003732.7	ENSPTRG00000021489.7
OG0001100	ENSGALG00000034502.3	ENSPTRG00000016220.6
OG0001101	ENSGALG00000014023.6	ENSPTRG00000016312.4
OG0001101	ENSGALG00000033447.3	ENSPTRG00000019153.6
OG0001102	ENSGALG00000014516.6	ENSPTRG00000015924.5
OG0001102	ENSGALG00000006912.5	ENSPTRG00000002753.5
OG0001104	ENSGALG00000036680.2	ENSPTRG00000007112.7
OG0001104	ENSGALG00000034550.3	ENSPTRG00000044008.1
OG0001105	ENSGALG00000007646.6	ENSPTRG00000042883.1
OG0001105	ENSGALG00000017091.5	ENSPTRG00000005743.6
OG0001106	ENSGALG00000043772.3, ENSGALG00000028815.3	ENSPTRG00000004419.6
OG0001107	ENSGALG00000014878.6	ENSPTRG00000018558.4
OG0001107	ENSGALG00000041564.2	ENSPTRG00000024134.6
OG0001108	ENSGALG00000032789.3	ENSPTRG00000018390.7
OG0001108	ENSGALG00000014776.6	ENSPTRG00000001172.7
OG0001109	ENSGALG00000015096.7	ENSPTRG00000020792.5
OG0001109	ENSGALG00000001121.6	ENSPTRG00000010308.4, ENSPTRG00000045713.1
OG0001110	ENSGALG00000013753.7	ENSPTRG00000046320.1
OG0001110	ENSGALG00000007786.5	ENSPTRG00000013642.5
OG0001111	ENSGALG00000005646.6	ENSPTRG00000031311.4
OG0001112	ENSGALG00000029610.2	ENSPTRG00000009552.7
OG0001112	ENSGALG00000040648.3	ENSPTRG00000007536.6
OG0001113	ENSGALG00000006522.6	ENSPTRG00000013371.6
OG0001113	ENSGALG00000042321.2	ENSPTRG00000020263.6
OG0001114	ENSGALG00000032348.2	ENSPTRG00000049291.1, ENSPTRG00000034127.3
OG0001115	ENSGALG00000026891.4	ENSPTRG00000021124.3
OG0001115	ENSGALG00000012989.7	ENSPTRG00000004511.4
OG0001116	ENSGALG00000034179.2	ENSPTRG00000033921.3
OG0001117	ENSGALG00000002182.6	ENSPTRG00000001818.7
OG0001117	ENSGALG00000001080.3	ENSPTRG00000021357.6
OG0001118	ENSGALG00000000195.7	ENSPTRG00000013220.6
OG0001118	ENSGALG00000037642.2	ENSPTRG00000017297.6
OG0001119	ENSGALG00000008875.6	ENSPTRG00000013241.6, ENSPTRG00000003828.5
OG0001121	ENSGALG00000011889.6	ENSPTRG00000006418.3
OG0001121	ENSGALG00000010000.6	ENSPTRG00000011890.6
OG0001123	ENSGALG00000029401.3	ENSPTRG00000011888.5
OG0001124	ENSGALG00000033956.3	ENSPTRG00000017550.6
OG0001124	ENSGALG00000023621.4	ENSPTRG00000002864.5
OG0001125	ENSGALG00000051148.1, ENSGALG00000021972.5, ENSGALG00000002083.6	ENSPTRG00000010324.7
OG0001127	ENSGALG00000054289.1	ENSPTRG00000023267.3
OG0001128	ENSGALG00000004033.6	ENSPTRG00000017444.6
OG0001128	ENSGALG00000030588.2	ENSPTRG00000016595.3
OG0001130	ENSGALG00000016391.6	ENSPTRG00000021731.6
OG0001131	ENSGALG00000027462.3	ENSPTRG00000009179.5
OG0001131	ENSGALG00000034163.3	ENSPTRG00000014728.6
OG0001132	ENSGALG00000015211.5	ENSPTRG00000009964.7
OG0001132	ENSGALG00000038191.2	ENSPTRG00000011724.6
OG0001133	ENSGALG00000003092.6	ENSPTRG00000020158.7
OG0001133	ENSGALG00000003308.6	ENSPTRG00000002841.5
OG0001134	ENSGALG00000009207.6	ENSPTRG00000016522.6
OG0001134	ENSGALG00000034004.2	ENSPTRG00000003290.6
OG0001135	ENSGALG00000029020.3	ENSPTRG00000029684.4
OG0001135	ENSGALG00000044574.2	ENSPTRG00000020172.6
OG0001136	ENSGALG00000008431.6	ENSPTRG00000049876.1
OG0001136	ENSGALG00000009913.7	ENSPTRG00000016472.4
OG0001137	ENSGALG00000015623.6	ENSPTRG00000015857.4, ENSPTRG00000046138.1
OG0001138	ENSGALG00000030712.2	ENSPTRG00000004871.7
OG0001138	ENSGALG00000035584.3	ENSPTRG00000012728.7
OG0001139	ENSGALG00000047929.1	ENSPTRG00000010479.5
OG0001139	ENSGALG00000011379.6	ENSPTRG00000000869.6
OG0001140	ENSGALG00000012227.6	ENSPTRG00000016300.3
OG0001141	ENSGALG00000008835.6	ENSPTRG00000030549.5
OG0001141	ENSGALG00000048879.1	ENSPTRG00000010583.5
OG0001142	ENSGALG00000047060.1	ENSPTRG00000010825.4
OG0001142	ENSGALG00000006490.7	ENSPTRG00000004408.6
OG0001143	ENSGALG00000015014.6	ENSPTRG00000047731.1, ENSPTRG00000016972.5
OG0001144	ENSGALG00000038469.2	ENSPTRG00000014879.5
OG0001144	ENSGALG00000054336.1	ENSPTRG00000013206.7
OG0001145	ENSGALG00000036897.2	ENSPTRG00000014360.5
OG0001145	ENSGALG00000002728.4	ENSPTRG00000009795.6
OG0001146	ENSGALG00000051279.1	ENSPTRG00000005044.7
OG0001146	ENSGALG00000008896.7	ENSPTRG00000012705.4
OG0001147	ENSGALG00000043058.2	ENSPTRG00000014516.7
OG0001147	ENSGALG00000039130.2	ENSPTRG00000018120.6
OG0001148	ENSGALG00000038495.2	ENSPTRG00000011643.6
OG0001149	ENSGALG00000038155.2	ENSPTRG00000020200.6
OG0001149	ENSGALG00000005070.6	ENSPTRG00000024118.4
OG0001150	ENSGALG00000038400.2	ENSPTRG00000001581.3
OG0001151	ENSGALG00000030791.2	ENSPTRG00000022082.6
OG0001151	ENSGALG00000016937.8	ENSPTRG00000005916.6
OG0001152	ENSGALG00000000317.6	ENSPTRG00000020087.6
OG0001153	ENSGALG00000006565.7	ENSPTRG00000013331.5, ENSPTRG00000048469.1, ENSPTRG00000052675.1, ENSPTRG00000051615.1, ENSPTRG00000014177.7
OG0001154	ENSGALG00000004740.6	ENSPTRG00000044713.1
OG0001154	ENSGALG00000004710.5	ENSPTRG00000007080.5
OG0001155	ENSGALG00000026722.4	ENSPTRG00000005546.5
OG0001155	ENSGALG00000003657.6	ENSPTRG00000008921.5
OG0001156	ENSGALG00000036322.2	ENSPTRG00000022006.6
OG0001156	ENSGALG00000010370.6	ENSPTRG00000015534.7
OG0001157	ENSGALG00000004418.7	ENSPTRG00000043320.1
OG0001157	ENSGALG00000005258.5	ENSPTRG00000044619.1
OG0001158	ENSGALG00000005253.6	ENSPTRG00000007577.3
OG0001158	ENSGALG00000047483.1	ENSPTRG00000044104.1
OG0001159	ENSGALG00000032850.2	ENSPTRG00000020462.6
OG0001159	ENSGALG00000004098.5	ENSPTRG00000013533.6
OG0001160	ENSGALG00000032319.3	ENSPTRG00000010455.5
OG0001161	ENSGALG00000034294.2	ENSPTRG00000020393.4
OG0001161	ENSGALG00000002237.6	ENSPTRG00000008231.6
