Orthogroup	G_gallus.pep	N_naja.pep
OG0001393	ENSGALG00000008462.6	Nana09485-RA
OG0001393	ENSGALG00000032699.2	Nana09886-RA
OG0001394	ENSGALG00000017398.6	Nana16244-RA
OG0001395	ENSGALG00000048612.1	Nana39696-RA
OG0001396	ENSGALG00000049996.1	Nana35915-RA
OG0001397	ENSGALG00000005809.6	Nana20152-RA
OG0001397	ENSGALG00000001652.7	Nana35211-RA
OG0001399	ENSGALG00000012988.7	Nana27499-RA
OG0001400	ENSGALG00000010983.6	Nana21783-RA
OG0001400	ENSGALG00000039125.2	Nana23265-RA
OG0001401	ENSGALG00000011355.6	Nana03911-RA
OG0001402	ENSGALG00000041083.2	Nana26291-RA
OG0001402	ENSGALG00000040532.2	Nana20352-RA
OG0001403	ENSGALG00000033379.2	Nana22103-RA
OG0001404	ENSGALG00000012852.5	Nana27423-RA
OG0001405	ENSGALG00000038978.2	Nana22380-RA
OG0001406	ENSGALG00000007638.7	Nana34612-RA, Nana34612-RB
OG0001407	ENSGALG00000006354.6	Nana20139-RA
OG0001408	ENSGALG00000013083.7	Nana22645-RA
OG0001408	ENSGALG00000013484.6	Nana23050-RA
OG0001409	ENSGALG00000038087.3	Nana33790-RA
OG0001409	ENSGALG00000031977.2	Nana27327-RA
OG0001410	ENSGALG00000010967.6	Nana14624-RA
OG0001411	ENSGALG00000023279.4	Nana09564-RA
OG0001412	ENSGALG00000005441.7	Nana11521-RA, Nana11518-RB
OG0001413	ENSGALG00000011878.6	Nana27199-RA
OG0001414	ENSGALG00000047297.1	Nana14327-RA
OG0001414	ENSGALG00000007785.6	Nana08098-RA
OG0001417	ENSGALG00000000217.6	Nana26999-RA, Nana13898-RA
OG0001418	ENSGALG00000049358.1	Nana28393-RA
OG0001419	ENSGALG00000010903.6	Nana17644-RA
OG0001419	ENSGALG00000006076.6	Nana08868-RA
OG0001420	ENSGALG00000011190.6	Nana17659-RB, Nana17659-RA, Nana17661-RA, Nana17660-RA, Nana17660-RB, Nana17662-RA
OG0001420	ENSGALG00000020193.5	Nana17663-RA
OG0001421	ENSGALG00000001605.8	Nana14008-RA
OG0001421	ENSGALG00000009805.6	Nana26814-RA
OG0001422	ENSGALG00000019171.5	Nana24511-RA
OG0001423	ENSGALG00000001547.6	Nana14014-RA
OG0001423	ENSGALG00000043437.3	Nana29653-RA
OG0001424	ENSGALG00000001538.6	Nana14015-RA
OG0001425	ENSGALG00000038059.2	Nana04895-RA, Nana04895-RB
OG0001426	ENSGALG00000016797.7	Nana26154-RA
OG0001427	ENSGALG00000016739.6	Nana26045-RB, Nana26045-RE, Nana26045-RA, Nana26045-RD, Nana26045-RC, Nana26045-RG, Nana26045-RF
OG0001428	ENSGALG00000014575.6	Nana29189-RA, Nana10748-RC, Nana10748-RB
OG0001429	ENSGALG00000052526.1	Nana31721-RA
OG0001429	ENSGALG00000054402.1	Nana13661-RA, Nana13660-RA, Nana31723-RA
OG0001430	ENSGALG00000016224.6	Nana24473-RA
OG0001430	ENSGALG00000032836.2	Nana24474-RA
OG0001431	ENSGALG00000042554.2	Nana29275-RA
OG0001432	ENSGALG00000000150.7	Nana18503-RA
OG0001433	ENSGALG00000051488.1	Nana35498-RH, Nana35498-RA, Nana35498-RD, Nana35498-RE, Nana35498-RI, Nana35498-RC, Nana35498-RB, Nana35498-RG, Nana35498-RF
OG0001434	ENSGALG00000001698.6	Nana09218-RA
OG0001435	ENSGALG00000036738.2	Nana24778-RA, Nana24779-RA
OG0001436	ENSGALG00000015379.7	Nana24850-RA
OG0001436	ENSGALG00000036086.3	Nana35933-RA
OG0001438	ENSGALG00000014884.6	Nana12371-RA
OG0001438	ENSGALG00000033391.3	Nana32937-RA
OG0001439	ENSGALG00000041934.3	Nana06743-RA
OG0001439	ENSGALG00000014769.6	Nana12267-RA
OG0001441	ENSGALG00000012612.6	Nana11742-RA
OG0001442	ENSGALG00000040086.3, ENSGALG00000012591.7	Nana11714-RC, Nana11714-RA, Nana11714-RB
OG0001443	ENSGALG00000010164.5	Nana11599-RA
OG0001443	ENSGALG00000047145.1	Nana10846-RA
OG0001444	ENSGALG00000010179.6	Nana11591-RA
OG0001444	ENSGALG00000001773.6	Nana06795-RA
OG0001445	ENSGALG00000029022.4	Nana05242-RA
OG0001446	ENSGALG00000035835.2	Nana15529-RA
OG0001446	ENSGALG00000037632.3	Nana05267-RA, Nana05267-RB
OG0001447	ENSGALG00000009731.7	Nana05123-RA, Nana05123-RB
OG0001449	ENSGALG00000051844.1	Nana12608-RA
OG0001449	ENSGALG00000045544.2	Nana33562-RA
OG0001450	ENSGALG00000008628.5	Nana05044-RA, Nana05041-RA
OG0001450	ENSGALG00000010169.5	Nana01374-RA
OG0001451	ENSGALG00000036550.2	Nana10011-RA, Nana10010-RA, Nana38434-RA, Nana38431-RA, Nana38435-RA
OG0001452	ENSGALG00000006552.6	Nana04361-RB, Nana04361-RA, Nana04361-RC
OG0001453	ENSGALG00000001163.7	Nana09342-RE, Nana09342-RD, Nana09342-RA, Nana09342-RB, Nana09342-RC
OG0001454	ENSGALG00000011427.6	Nana03870-RD, Nana03870-RC, Nana03870-RE
OG0001456	ENSGALG00000029226.3	Nana03923-RA
OG0001456	ENSGALG00000003122.6	Nana34484-RA
OG0001457	ENSGALG00000036920.2	Nana08958-RA
OG0001458	ENSGALG00000003980.7	Nana03002-RA, Nana38776-RA
OG0001459	ENSGALG00000009803.6, ENSGALG00000021275.4, ENSGALG00000011450.7	Nana08850-RA
OG0001460	ENSGALG00000036391.3	Nana28079-RC
OG0001460	ENSGALG00000039705.2	Nana08863-RA
OG0001461	ENSGALG00000016704.6	Nana02907-RA
OG0001463	ENSGALG00000005450.6	Nana08372-RB, Nana08372-RD, Nana08372-RE, Nana08372-RC
OG0001464	ENSGALG00000013410.6	Nana08072-RB, Nana08072-RE, Nana08072-RD, Nana08072-RC, Nana08072-RF
OG0001468	ENSGALG00000019979.5	Nana39931-RA, Nana01721-RB, Nana01721-RA, Nana39931-RB
OG0001469	ENSGALG00000045676.2	Nana07624-RE, Nana07624-RC, Nana07624-RD
OG0001470	ENSGALG00000046375.2	Nana01474-RA
OG0001471	ENSGALG00000031496.2, ENSGALG00000003512.5, ENSGALG00000045520.2	Nana08742-RA, Nana08743-RA, Nana08744-RA, Nana08746-RA, Nana08747-RA
OG0001473	ENSGALG00000002448.5	Nana00571-RA
OG0001474	ENSGALG00000026315.4	Nana00099-RA
OG0001474	ENSGALG00000006710.6	Nana35532-RA
OG0001477	ENSGALG00000031010.2	Nana24661-RA
OG0001478	ENSGALG00000004521.6	Nana08814-RA
OG0001481	ENSGALG00000048449.1	Nana23967-RA
OG0001493	ENSGALG00000020656.3	Nana19622-RA
OG0001493	ENSGALG00000003142.5	Nana28400-RA
OG0001494	ENSGALG00000009261.7	Nana19648-RA, Nana19651-RA, Nana19654-RA
OG0001495	ENSGALG00000005749.6	Nana31699-RA
OG0001497	ENSGALG00000043641.2	Nana06074-RA
OG0001497	ENSGALG00000010870.7	Nana14583-RA
OG0001500	ENSGALG00000043044.2	Nana26117-RA
OG0001500	ENSGALG00000030526.2	Nana26120-RA
OG0001503	ENSGALG00000023626.4	Nana34046-RA, Nana09350-RA
OG0001504	ENSGALG00000029140.3	Nana36348-RA
OG0001504	ENSGALG00000003193.7	Nana32897-RA
OG0001505	ENSGALG00000005327.6	Nana20208-RA
OG0001506	ENSGALG00000014661.7	Nana12069-RA
OG0001506	ENSGALG00000015324.6	Nana24892-RB
OG0001507	ENSGALG00000048401.1	Nana00437-RB, Nana00437-RC, Nana00437-RA
OG0001508	ENSGALG00000026896.3	Nana29439-RA
OG0001508	ENSGALG00000028318.3	Nana14255-RA
OG0001509	ENSGALG00000037410.2	Nana31893-RA
OG0001510	ENSGALG00000038646.3	Nana23110-RA, Nana22250-RA
OG0001512	ENSGALG00000036638.3	Nana27996-RA
OG0001514	ENSGALG00000047981.1	Nana30960-RA, Nana30960-RD, Nana30960-RE, Nana30960-RB, Nana30960-RC, Nana30960-RF, Nana30960-RG
OG0001515	ENSGALG00000048152.1	Nana30957-RD, Nana30957-RF, Nana30957-RB, Nana30957-RA, Nana30957-RC, Nana30957-RE
OG0001517	ENSGALG00000053244.1	Nana07291-RA
OG0001518	ENSGALG00000016907.5	Nana26501-RA
OG0001520	ENSGALG00000005938.7	Nana33772-RA
OG0001521	ENSGALG00000003143.6	Nana34593-RF, Nana34593-RA, Nana34593-RD, Nana34593-RH, Nana34593-RB, Nana34593-RE, Nana34593-RG, Nana34593-RC
OG0001522	ENSGALG00000030384.2	Nana00975-RA
OG0001524	ENSGALG00000008518.7	Nana36428-RA
OG0001524	ENSGALG00000043754.2	Nana15154-RA
OG0001525	ENSGALG00000013376.6	Nana12435-RB, Nana12435-RA
OG0001526	ENSGALG00000011229.7	Nana14682-RC, Nana14682-RA
OG0001528	ENSGALG00000013177.6	Nana27606-RA
OG0001530	ENSGALG00000002193.7	Nana19983-RA
OG0001530	ENSGALG00000007608.6	Nana32048-RA
OG0001531	ENSGALG00000016686.5	Nana26020-RA
OG0001531	ENSGALG00000008689.7	Nana32420-RA
OG0001532	ENSGALG00000026039.4	Nana36257-RB, Nana36257-RA
OG0001533	ENSGALG00000040030.2	Nana29051-RC, Nana29051-RB, Nana29051-RA, Nana29051-RF, Nana29051-RG, Nana29051-RH, Nana29051-RD, Nana29051-RE
OG0001534	ENSGALG00000001483.6	Nana37361-RB, Nana37361-RA
OG0001534	ENSGALG00000045246.2	Nana20539-RA, Nana20539-RB
OG0001535	ENSGALG00000028345.3	Nana33962-RA
OG0001535	ENSGALG00000003426.6	Nana09937-RA
OG0001536	ENSGALG00000004237.7	Nana09806-RA
OG0001537	ENSGALG00000041750.2	Nana08038-RA
OG0001538	ENSGALG00000027641.3	Nana23786-RA, Nana00321-RA
OG0001539	ENSGALG00000036255.2	Nana29465-RA
OG0001540	ENSGALG00000026467.2, ENSGALG00000008275.5	Nana33611-RA
OG0001541	ENSGALG00000014540.6	Nana28051-RJ, Nana28051-RL, Nana28051-RM, Nana28051-RB, Nana28051-RH, Nana28051-RN, Nana28051-RK, Nana28051-RG
OG0001542	ENSGALG00000016979.6	Nana26660-RB, Nana26660-RA
OG0001544	ENSGALG00000006947.7	Nana20941-RB, Nana20941-RA
OG0001544	ENSGALG00000006976.6	Nana20940-RA
OG0001547	ENSGALG00000038543.2	Nana03503-RA
OG0001548	ENSGALG00000007919.6	Nana21038-RA, Nana20833-RA
OG0001549	ENSGALG00000008369.6	Nana20813-RJ, Nana20813-RI, Nana20813-RG, Nana20813-RK, Nana20813-RF, Nana20813-RM, Nana20813-RH, Nana20813-RL
OG0001550	ENSGALG00000016709.6	Nana02922-RA
OG0001551	ENSGALG00000015068.6	Nana02098-RA, Nana30148-RA
OG0001552	ENSGALG00000029714.2	Nana33668-RD, Nana33668-RH, Nana33668-RG, Nana33668-RE, Nana33668-RB, Nana33668-RA, Nana33668-RC, Nana33668-RI
OG0001553	ENSGALG00000029918.2, ENSGALG00000049544.1	Nana35628-RB, Nana35628-RC, Nana35628-RA
OG0001554	ENSGALG00000007133.6	Nana11446-RA
OG0001555	ENSGALG00000005350.6	Nana00267-RA, Nana00265-RA, Nana00269-RA
OG0001556	ENSGALG00000004477.6	Nana38227-RA
OG0001556	ENSGALG00000052725.1	Nana38228-RA, Nana38230-RA, Nana35398-RA, Nana00125-RA
OG0001558	ENSGALG00000005660.6	Nana00354-RA, Nana00362-RA, Nana00363-RA, Nana00364-RB, Nana00364-RA
OG0001559	ENSGALG00000004169.6	Nana32143-RG, Nana32141-RA, Nana32143-RD, Nana32143-RA, Nana32143-RE, Nana32143-RH
OG0001560	ENSGALG00000007416.6	Nana29065-RA, Nana29065-RF, Nana29065-RG, Nana29065-RD, Nana29065-RC
OG0001561	ENSGALG00000014988.7	Nana11001-RA
OG0001562	ENSGALG00000003681.6	Nana13707-RA
OG0001563	ENSGALG00000039354.2	Nana14774-RA
OG0001564	ENSGALG00000052041.1, ENSGALG00000050905.1, ENSGALG00000053504.1	Nana17427-RA, Nana18640-RA
OG0001565	ENSGALG00000017358.6	Nana00521-RA
OG0001566	ENSGALG00000014192.5	Nana37579-RA
OG0001567	ENSGALG00000048776.1, ENSGALG00000037051.3, ENSGALG00000033320.3	Nana04208-RA
OG0001568	ENSGALG00000048705.1	Nana06956-RA
OG0001569	ENSGALG00000004370.7	Nana09790-RA
OG0001570	ENSGALG00000015704.6	Nana11417-RA, Nana11415-RA
OG0001571	ENSGALG00000027369.4	Nana35432-RA, Nana35431-RA
OG0001573	ENSGALG00000000843.6	Nana06197-RG, Nana06197-RA, Nana06197-RC, Nana06197-RE, Nana06197-RD, Nana06197-RF, Nana06197-RH, Nana06197-RB
OG0001575	ENSGALG00000027897.3	Nana35012-RA
OG0001575	ENSGALG00000010835.5	Nana04094-RA
OG0001576	ENSGALG00000008317.6	Nana35031-RA
OG0001577	ENSGALG00000003549.7	Nana26734-RB, Nana26734-RF, Nana26734-RA, Nana26734-RE, Nana26734-RG, Nana26734-RC, Nana26734-RD
OG0001578	ENSGALG00000015450.5	Nana16371-RA
OG0001579	ENSGALG00000013431.5	Nana06543-RA
OG0001579	ENSGALG00000033279.2	Nana12491-RA, Nana12492-RA
OG0001581	ENSGALG00000004831.6	Nana32706-RA
OG0001582	ENSGALG00000001136.6, ENSGALG00000027002.3	Nana37278-RA
OG0001583	ENSGALG00000033432.3	Nana10993-RA
OG0001583	ENSGALG00000025817.2	Nana35732-RA
OG0001584	ENSGALG00000046347.2	Nana28556-RG, Nana28556-RE, Nana28556-RB, Nana28556-RH, Nana28556-RC, Nana28556-RA, Nana28556-RF, Nana28556-RD
OG0001585	ENSGALG00000002707.7	Nana36052-RA
OG0001586	ENSGALG00000002432.5	Nana19041-RA, Nana19043-RA
OG0001587	ENSGALG00000005156.6	Nana38866-RA, Nana18817-RA
OG0001587	ENSGALG00000012004.5	Nana18133-RA
OG0001588	ENSGALG00000030988.2	Nana33099-RA
OG0001589	ENSGALG00000003567.6	Nana29822-RA
OG0001589	ENSGALG00000016507.5	Nana00657-RA
OG0001590	ENSGALG00000027151.4	Nana02662-RA
OG0001591	ENSGALG00000005473.6, ENSGALG00000005472.5, ENSGALG00000005474.3	Nana23960-RA, Nana31625-RA
OG0001592	ENSGALG00000029624.2	Nana38823-RA
OG0001593	ENSGALG00000036117.2	Nana30130-RA
OG0001593	ENSGALG00000035903.2	Nana02282-RB, Nana02282-RC, Nana02282-RA
OG0001594	ENSGALG00000033378.3	Nana31573-RC, Nana31573-RA, Nana31573-RD, Nana31573-RE, Nana31573-RB
OG0001595	ENSGALG00000045747.2	Nana06542-RA
OG0001595	ENSGALG00000023157.5	Nana11959-RA
OG0001596	ENSGALG00000000883.6	Nana14093-RA
OG0001596	ENSGALG00000002283.7	Nana08579-RA
OG0001598	ENSGALG00000027761.3	Nana11916-RA
OG0001599	ENSGALG00000007699.7	Nana29041-RA
OG0001600	ENSGALG00000007716.5	Nana29036-RA, Nana29036-RG, Nana29036-RB, Nana29036-RJ, Nana29036-RF, Nana29036-RH, Nana29036-RK
OG0001601	ENSGALG00000011541.6	Nana03824-RA
OG0001602	ENSGALG00000035281.2	Nana21374-RC, Nana21374-RB, Nana21374-RA, Nana37938-RA
OG0001603	ENSGALG00000041267.2	Nana21551-RA, Nana21551-RC, Nana21551-RB
OG0001604	ENSGALG00000027334.4	Nana11332-RA
OG0001605	ENSGALG00000015261.7	Nana16311-RA
OG0001606	ENSGALG00000029446.2	Nana27730-RA
OG0001606	ENSGALG00000001720.5	Nana08493-RA
OG0001607	ENSGALG00000053422.1	Nana15196-RB, Nana15196-RC, Nana15196-RD, Nana15196-RG, Nana15196-RK, Nana15196-RE, Nana15196-RF
OG0001608	ENSGALG00000043213.2	Nana19380-RA
OG0001608	ENSGALG00000016102.6	Nana17475-RA
OG0001609	ENSGALG00000005998.2	Nana04467-RA
OG0001610	ENSGALG00000009044.6	Nana21444-RA, Nana21444-RB, Nana21444-RC
OG0001611	ENSGALG00000031448.2	Nana33137-RB, Nana33137-RC, Nana33137-RA
OG0001612	ENSGALG00000017333.6	Nana25701-RB, Nana25701-RG, Nana25701-RH, Nana25701-RC, Nana25701-RJ, Nana25701-RE, Nana25701-RI, Nana25701-RD, Nana25701-RF, Nana25701-RA
OG0001613	ENSGALG00000002216.6	Nana14995-RA
OG0001614	ENSGALG00000013785.6, ENSGALG00000030859.2	Nana13533-RA, Nana16092-RA
OG0001615	ENSGALG00000035879.2	Nana09929-RG, Nana09929-RA, Nana09929-RH, Nana09929-RF, Nana09929-RE, Nana09929-RC, Nana09929-RB, Nana09929-RD
OG0001616	ENSGALG00000002086.6	Nana00539-RA
OG0001618	ENSGALG00000039221.3	Nana04299-RA
OG0001618	ENSGALG00000035563.2	Nana27680-RA
OG0001619	ENSGALG00000035203.3	Nana09925-RC, Nana09925-RA, Nana09925-RD, Nana09925-RB, Nana09926-RA, Nana09928-RA, Nana09928-RB
OG0001620	ENSGALG00000009078.6	Nana01290-RA
OG0001620	ENSGALG00000009452.6	Nana04948-RA
OG0001622	ENSGALG00000006390.7	Nana23758-RB, Nana39288-RA, Nana23758-RA, Nana39288-RB, Nana35562-RA
OG0001623	ENSGALG00000004818.7	Nana34752-RA
OG0001624	ENSGALG00000018803.6	Nana03977-RA
OG0001626	ENSGALG00000009689.7	Nana21623-RB, Nana21623-RA
OG0001627	ENSGALG00000003022.5	Nana15325-RA
OG0001628	ENSGALG00000038506.2	Nana10464-RA
OG0001628	ENSGALG00000026598.4	Nana11812-RA
OG0001629	ENSGALG00000035140.2	Nana21683-RB, Nana21683-RA, Nana21683-RD, Nana21683-RC
OG0001630	ENSGALG00000033204.2	Nana37201-RA
OG0001630	ENSGALG00000020626.5	Nana20460-RA
OG0001631	ENSGALG00000012987.6	Nana27498-RA
OG0001632	ENSGALG00000000946.6	Nana15487-RA
OG0001633	ENSGALG00000011038.6	Nana21813-RC, Nana21813-RB, Nana21813-RA, Nana21813-RD
OG0001634	ENSGALG00000034511.2	Nana27417-RA
OG0001634	ENSGALG00000013911.6	Nana29452-RA
OG0001635	ENSGALG00000021092.6, ENSGALG00000003025.6	Nana20292-RA
OG0001636	ENSGALG00000028327.3	Nana04904-RA, Nana04903-RA
OG0001637	ENSGALG00000000158.6	Nana06918-RA
OG0001638	ENSGALG00000032783.2	Nana20081-RA
OG0001638	ENSGALG00000007971.6	Nana09523-RA
OG0001640	ENSGALG00000038313.2	Nana37640-RA
OG0001642	ENSGALG00000032191.3	Nana27503-RA, Nana22876-RA
OG0001643	ENSGALG00000011456.6	Nana27083-RA
OG0001644	ENSGALG00000000249.7	Nana22749-RA, Nana22754-RA
OG0001645	ENSGALG00000032098.2	Nana14368-RA
OG0001646	ENSGALG00000011276.5	Nana27057-RA
OG0001646	ENSGALG00000004676.7	Nana08479-RA, Nana08479-RB
OG0001647	ENSGALG00000047578.1	Nana12394-RA
OG0001648	ENSGALG00000004325.7	Nana19241-RD, Nana19241-RB, Nana19241-RA, Nana19241-RC, Nana19241-RE
OG0001649	ENSGALG00000000625.6	Nana23012-RA
OG0001650	ENSGALG00000000603.6	Nana23017-RA, Nana23014-RA, Nana23015-RA
OG0001651	ENSGALG00000029921.3	Nana26960-RA
OG0001651	ENSGALG00000000318.5	Nana13937-RA
OG0001652	ENSGALG00000011294.7	Nana21961-RA
OG0001653	ENSGALG00000002692.6	Nana14219-RA
OG0001654	ENSGALG00000049865.1	Nana26806-RA
OG0001655	ENSGALG00000003977.6	Nana08520-RA, Nana08520-RB
OG0001656	ENSGALG00000009104.6	Nana29632-RA
OG0001657	ENSGALG00000052354.1	Nana24648-RD, Nana24648-RC, Nana24648-RK, Nana24648-RH, Nana24648-RB, Nana24648-RA
OG0001658	ENSGALG00000040594.3	Nana08976-RA
OG0001659	ENSGALG00000013943.6	Nana18584-RF, Nana18584-RD, Nana18584-RE, Nana18584-RC, Nana18584-RA, Nana18584-RB
OG0001660	ENSGALG00000006926.5	Nana28936-RA
OG0001660	ENSGALG00000010662.5	Nana18214-RA
OG0001661	ENSGALG00000045052.2	Nana25011-RA
OG0001662	ENSGALG00000015195.6	Nana06303-RB
OG0001663	ENSGALG00000027853.3	Nana02702-RA
OG0001664	ENSGALG00000014872.3	Nana12383-RA
OG0001665	ENSGALG00000027963.3	Nana12106-RA
OG0001666	ENSGALG00000014682.7	Nana12043-RE, Nana12043-RD, Nana12043-RC, Nana12043-RA, Nana12043-RB
OG0001667	ENSGALG00000012595.6	Nana11725-RC, Nana11725-RD, Nana11725-RE, Nana11725-RB, Nana11725-RH, Nana11725-RA, Nana11725-RG, Nana11725-RF
OG0001669	ENSGALG00000010025.6	Nana05247-RA, Nana05247-RC, Nana05247-RD, Nana05247-RE
OG0001670	ENSGALG00000009037.6	Nana02774-RA
OG0001671	ENSGALG00000053547.1, ENSGALG00000027772.3	Nana10967-RA
OG0001672	ENSGALG00000014723.5	Nana10961-RA, Nana38955-RA, Nana38955-RB
OG0001673	ENSGALG00000008727.6	Nana05028-RA
OG0001674	ENSGALG00000012123.6	Nana04625-RA, Nana04624-RA
OG0001677	ENSGALG00000006613.5	Nana04350-RA
OG0001678	ENSGALG00000040003.2	Nana36396-RA
OG0001679	ENSGALG00000042389.2	Nana03709-RA
OG0001679	ENSGALG00000041295.2	Nana21243-RA
OG0001680	ENSGALG00000036627.2	Nana03851-RA, Nana17387-RA
OG0001681	ENSGALG00000031546.3	Nana04104-RA, Nana04104-RB, Nana04103-RA
OG0001682	ENSGALG00000042741.2	Nana04051-RA
OG0001682	ENSGALG00000037097.2	Nana34706-RA
OG0001683	ENSGALG00000012246.6	Nana03668-RE, Nana03668-RA, Nana03668-RC, Nana03668-RF, Nana03668-RD, Nana03668-RB
OG0001684	ENSGALG00000002868.6	Nana09049-RA
OG0001685	ENSGALG00000047129.1, ENSGALG00000048370.1, ENSGALG00000050753.1	Nana02879-RA
OG0001685	ENSGALG00000054596.1	Nana02881-RA
OG0001686	ENSGALG00000016678.6, ENSGALG00000016677.7	Nana02884-RA
OG0001687	ENSGALG00000038933.3	Nana02022-RA
OG0001687	ENSGALG00000037050.2	Nana30247-RA
OG0001688	ENSGALG00000014950.6	Nana02053-RB, Nana02053-RA, Nana02057-RA
OG0001689	ENSGALG00000031139.2	Nana08270-RA
OG0001691	ENSGALG00000011579.6, ENSGALG00000011615.6	Nana01703-RB, Nana01702-RA
OG0001699	ENSGALG00000012145.4	Nana05874-RA
OG0001702	ENSGALG00000041034.3	Nana01214-RG, Nana01214-RF, Nana01214-RE, Nana01214-RH, Nana01214-RD, Nana01214-RC, Nana01214-RA, Nana01214-RB
OG0001705	ENSGALG00000003217.4	Nana34591-RA
OG0001708	ENSGALG00000005778.7	Nana34675-RA, Nana34675-RB, Nana34675-RC
OG0001708	ENSGALG00000006053.6	Nana35582-RA
OG0001709	ENSGALG00000002388.5	Nana00573-RA
OG0001716	ENSGALG00000006908.6	Nana20946-RA
OG0001717	ENSGALG00000051458.1	Nana02850-RA, Nana02851-RA, Nana35866-RA, Nana35866-RB, Nana35866-RD, Nana35866-RF, Nana35866-RH, Nana35866-RG, Nana35866-RC, Nana35866-RE
OG0001725	ENSGALG00000051398.1	Nana15814-RA
OG0001725	ENSGALG00000034591.3	Nana15836-RA, Nana15836-RB
OG0001726	ENSGALG00000008420.6	Nana08233-RA, Nana08233-RB
OG0001726	ENSGALG00000033879.2	Nana26773-RB, Nana26773-RC, Nana26773-RA
OG0001729	ENSGALG00000016578.4	Nana25903-RA
OG0001730	ENSGALG00000009070.7	Nana03216-RA
OG0001731	ENSGALG00000037138.3	Nana04373-RA
OG0001732	ENSGALG00000036490.2	Nana16895-RA
OG0001733	ENSGALG00000035749.2	Nana15357-RA, Nana18054-RA
OG0001734	ENSGALG00000030259.3	Nana09347-RA
OG0001734	ENSGALG00000006456.6	Nana34168-RA
OG0001735	ENSGALG00000029360.2	Nana34159-RB, Nana34159-RA
OG0001736	ENSGALG00000008590.6	Nana03112-RA, Nana03113-RA
OG0001737	ENSGALG00000034016.2	Nana30962-RF, Nana30962-RI, Nana30962-RB, Nana30962-RA, Nana30962-RG, Nana30962-RE
OG0001738	ENSGALG00000008507.6	Nana32374-RE, Nana32374-RD, Nana32374-RF, Nana32374-RC, Nana32374-RA, Nana32374-RB
OG0001740	ENSGALG00000017652.7	Nana04969-RA
OG0001741	ENSGALG00000003947.7	Nana19142-RC, Nana19142-RB, Nana19142-RA
OG0001742	ENSGALG00000017388.6	Nana05668-RA
OG0001743	ENSGALG00000036294.2	Nana30010-RA
OG0001744	ENSGALG00000003091.6	Nana34603-RE, Nana34603-RC, Nana34603-RF, Nana34603-RG, Nana34603-RB, Nana34603-RD
OG0001746	ENSGALG00000030808.3	Nana00467-RA
OG0001747	ENSGALG00000006327.6	Nana08901-RA
OG0001748	ENSGALG00000030677.3	Nana17719-RA, Nana17719-RB, Nana17718-RA
OG0001749	ENSGALG00000040279.2	Nana30065-RA, Nana30065-RB, Nana30065-RE, Nana30065-RC, Nana30065-RD, Nana30068-RA
OG0001750	ENSGALG00000003631.6	Nana12425-RA
OG0001751	ENSGALG00000010657.7	Nana03448-RA
OG0001751	ENSGALG00000010259.6	Nana21660-RA
OG0001753	ENSGALG00000011305.6	Nana14696-RC, Nana14696-RB, Nana14696-RA, Nana14696-RE
OG0001754	ENSGALG00000030643.2	Nana35727-RA, Nana35729-RA
OG0001755	ENSGALG00000035219.2	Nana23389-RA
OG0001757	ENSGALG00000000751.7	Nana36300-RF, Nana36300-RH, Nana36300-RI, Nana36300-RJ, Nana36300-RG
OG0001758	ENSGALG00000007649.5	Nana33534-RB, Nana33534-RC, Nana33534-RA
OG0001759	ENSGALG00000046843.1, ENSGALG00000037273.2	Nana29025-RK, Nana29025-RJ, Nana29025-RL, Nana29025-RF, Nana29025-RB, Nana29025-RG
OG0001761	ENSGALG00000003221.7	Nana32896-RA
OG0001762	ENSGALG00000014754.7	Nana11136-RB, Nana11136-RA
OG0001763	ENSGALG00000051621.1	Nana33005-RA
OG0001764	ENSGALG00000028084.3	Nana32242-RA, Nana32242-RC, Nana32242-RB, Nana32242-RF, Nana32242-RH, Nana32242-RG, Nana32242-RE, Nana32242-RD
OG0001765	ENSGALG00000004531.3	Nana24054-RA
OG0001766	ENSGALG00000053794.1, ENSGALG00000038396.3, ENSGALG00000050198.1	Nana19581-RA, Nana19580-RA, Nana19580-RD, Nana19580-RC, Nana19580-RE, Nana19580-RB
OG0001767	ENSGALG00000038964.2	Nana19971-RA, Nana19971-RB
OG0001768	ENSGALG00000014869.6	Nana12387-RA, Nana33202-RA, Nana33202-RB
OG0001769	ENSGALG00000049593.1	Nana17242-RB
OG0001769	ENSGALG00000039901.3	Nana17242-RA
OG0001770	ENSGALG00000047215.1	Nana31008-RA, Nana31008-RB, Nana31008-RD, Nana31008-RC, Nana31008-RE, Nana31008-RF, Nana31008-RG
OG0001771	ENSGALG00000008663.6	Nana14820-RA
OG0001772	ENSGALG00000041102.2	Nana36605-RA
OG0001772	ENSGALG00000048936.1	Nana00492-RA, Nana30077-RA
OG0001773	ENSGALG00000017299.6	Nana24158-RA
OG0001774	ENSGALG00000036142.2	Nana17532-RA
OG0001775	ENSGALG00000032219.2	Nana23856-RG, Nana23856-RE, Nana23856-RD, Nana23856-RI, Nana23856-RJ, Nana23856-RH
OG0001777	ENSGALG00000003532.7	Nana09863-RB
OG0001778	ENSGALG00000005790.6	Nana13431-RA
OG0001778	ENSGALG00000043787.2	Nana16831-RA, Nana16832-RA
OG0001779	ENSGALG00000054873.1, ENSGALG00000028638.2, ENSGALG00000004572.5	Nana20852-RA, Nana20851-RA, Nana20849-RA
