Orthogroup	G_gallus.pep	H_sapiens.pep
OG0002508	ENSGALG00000000703.6	ENSG00000158715.6
OG0002509	ENSGALG00000017330.6	ENSG00000149273.15
OG0002510	ENSGALG00000004225.6	ENSG00000089094.19
OG0002511	ENSGALG00000017493.6	ENSG00000254469.7
OG0002512	ENSGALG00000007190.6	ENSG00000136888.7
OG0002513	ENSGALG00000055092.1, ENSGALG00000053555.1	ENSG00000284796.1, ENSG00000100897.17, ENSG00000284818.1, ENSG00000259371.2
OG0002514	ENSGALG00000007689.7	ENSG00000186166.9, ENSG00000280975.3
OG0002515	ENSGALG00000002569.7	ENSG00000132341.12
OG0002516	ENSGALG00000009942.5	ENSG00000135679.25
OG0002517	ENSGALG00000016389.5	ENSG00000286905.1, ENSG00000171865.10
OG0002518	ENSGALG00000036128.2	ENSG00000215421.9
OG0002519	ENSGALG00000041154.2	ENSG00000130675.15
OG0002520	ENSGALG00000002094.6	ENSG00000099899.15
OG0002521	ENSGALG00000003433.6	ENSG00000141096.6, ENSG00000167261.14
OG0002523	ENSGALG00000051549.1, ENSGALG00000005037.7	ENSG00000121101.15
OG0002524	ENSGALG00000006703.7	ENSG00000107937.19
OG0002525	ENSGALG00000010078.7	ENSG00000112164.6
OG0002526	ENSGALG00000041273.2	ENSG00000137261.14
OG0002527	ENSGALG00000006723.7	ENSG00000148377.6, ENSG00000067064.11
OG0002528	ENSGALG00000001637.5	ENSG00000095261.14
OG0002529	ENSGALG00000054915.1, ENSGALG00000033792.3, ENSGALG00000054415.1, ENSGALG00000053871.1, ENSGALG00000047563.1	ENSG00000134690.11
OG0002530	ENSGALG00000005779.6	ENSG00000103264.18
OG0002532	ENSGALG00000012468.6	ENSG00000185246.18
OG0002535	ENSGALG00000014443.7	ENSG00000010295.19
OG0002536	ENSGALG00000007260.5	ENSG00000148516.21
OG0002538	ENSGALG00000016512.6	ENSG00000115216.14
OG0002539	ENSGALG00000000669.7	ENSG00000117036.12
OG0002540	ENSGALG00000050814.1, ENSGALG00000048869.1	ENSG00000182077.11, ENSG00000276595.4
OG0002542	ENSGALG00000005982.6	ENSG00000003096.14, ENSG00000198642.7
OG0002544	ENSGALG00000035869.2	ENSG00000215915.10, ENSG00000160072.20, ENSG00000197785.14
OG0002545	ENSGALG00000028998.4	ENSG00000136936.10
OG0002547	ENSGALG00000005369.6	ENSG00000148925.10
OG0002548	ENSGALG00000028357.3, ENSGALG00000027765.3, ENSGALG00000008638.6, ENSGALG00000028304.3, ENSGALG00000008629.6	ENSG00000260314.3
OG0002549	ENSGALG00000048342.1, ENSGALG00000006705.6	ENSG00000138119.17
OG0002550	ENSGALG00000006332.6	ENSG00000134453.16
OG0002551	ENSGALG00000007435.6	ENSG00000099246.16
OG0002552	ENSGALG00000036787.2	ENSG00000149084.13
OG0002553	ENSGALG00000011192.7	ENSG00000130024.15
OG0002554	ENSGALG00000006022.7	ENSG00000129084.17
OG0002555	ENSGALG00000008838.6	ENSG00000119321.9
OG0002556	ENSGALG00000008997.6	ENSG00000127954.12
OG0002557	ENSGALG00000009006.6	ENSG00000164647.9, ENSG00000105889.15
OG0002558	ENSGALG00000008477.5	ENSG00000131558.15
OG0002559	ENSGALG00000009035.7	ENSG00000105793.15
OG0002560	ENSGALG00000041911.2	ENSG00000115977.19
OG0002561	ENSGALG00000008864.7	ENSG00000114416.18
OG0002562	ENSGALG00000008889.5	ENSG00000163728.11
OG0002563	ENSGALG00000002042.6	ENSG00000103550.14
OG0002564	ENSGALG00000001949.6	ENSG00000146701.12
OG0002565	ENSGALG00000015728.6	ENSG00000030304.14
OG0002566	ENSGALG00000004725.7	ENSG00000111275.13
OG0002567	ENSGALG00000004629.6	ENSG00000011275.18
OG0002568	ENSGALG00000011446.5	ENSG00000185215.9
OG0002569	ENSGALG00000015215.7	ENSG00000166974.13
OG0002570	ENSGALG00000021653.6	ENSG00000128581.17
OG0002571	ENSGALG00000024485.5	ENSG00000105829.13
OG0002575	ENSGALG00000039704.2	ENSG00000265808.4
OG0002577	ENSGALG00000007203.5	ENSG00000167994.13
OG0002578	ENSGALG00000045023.2	ENSG00000006377.11
OG0002579	ENSGALG00000048115.1	ENSG00000105088.8
OG0002580	ENSGALG00000052573.1	ENSG00000108106.14
OG0002581	ENSGALG00000039468.2	ENSG00000151967.18
OG0002582	ENSGALG00000012975.7	ENSG00000120645.12, ENSG00000262607.5, ENSG00000282676.1
OG0002583	ENSGALG00000004322.6, ENSGALG00000023742.4, ENSGALG00000010836.7	ENSG00000283321.1, ENSG00000106546.14
OG0002584	ENSGALG00000040367.2	ENSG00000174944.9
OG0002585	ENSGALG00000005020.6, ENSGALG00000013026.7	ENSG00000069998.12
OG0002586	ENSGALG00000030552.3	ENSG00000281039.1, ENSG00000006625.18
OG0002589	ENSGALG00000012870.7	ENSG00000262327.7, ENSG00000006530.18
OG0002590	ENSGALG00000012876.6	ENSG00000106028.11, ENSG00000262771.5
OG0002591	ENSGALG00000041114.2	ENSG00000144674.16
OG0002592	ENSGALG00000031397.3	ENSG00000122643.21
OG0002593	ENSGALG00000030933.2	ENSG00000204954.10
OG0002594	ENSGALG00000041193.3	ENSG00000120837.8
OG0002596	ENSGALG00000043399.2	ENSG00000106462.11
OG0002597	ENSGALG00000006317.7	ENSG00000168395.15
OG0002598	ENSGALG00000006019.5	ENSG00000172031.7
OG0002599	ENSGALG00000000636.6	ENSG00000198625.13
OG0002600	ENSGALG00000035498.3	ENSG00000281614.3, ENSG00000168918.14
OG0002601	ENSGALG00000035223.3	ENSG00000272765.2, ENSG00000273397.4, ENSG00000281013.4, ENSG00000184983.11, ENSG00000277365.3
OG0002602	ENSGALG00000011796.6	ENSG00000013588.8, ENSG00000111291.8
OG0002603	ENSGALG00000000419.6	ENSG00000134248.13
OG0002604	ENSGALG00000011549.5	ENSG00000185046.18
OG0002605	ENSGALG00000011514.8	ENSG00000075415.12
OG0002606	ENSGALG00000007539.6	ENSG00000165887.12
OG0002607	ENSGALG00000044230.2	ENSG00000159314.11, ENSG00000276907.4, ENSG00000276836.4
OG0002608	ENSGALG00000050796.1	ENSG00000181513.14
OG0002609	ENSGALG00000000396.7	ENSG00000165055.15, ENSG00000087995.15
OG0002610	ENSGALG00000010177.6	ENSG00000133858.16
OG0002611	ENSGALG00000010238.6	ENSG00000187109.14
OG0002613	ENSGALG00000009495.7	ENSG00000066468.22
OG0002614	ENSGALG00000003282.6	ENSG00000126561.16, ENSG00000173757.10
OG0002615	ENSGALG00000031332.3	ENSG00000141279.16
OG0002616	ENSGALG00000049256.1	ENSG00000130038.10
OG0002617	ENSGALG00000009547.7	ENSG00000142396.10, ENSG00000134283.18
OG0002618	ENSGALG00000009544.6	ENSG00000139168.8
OG0002619	ENSGALG00000032430.2	ENSG00000137040.10, ENSG00000065150.21
OG0002620	ENSGALG00000035295.2	ENSG00000134262.13
OG0002621	ENSGALG00000016861.6	ENSG00000134899.21, ENSG00000270181.3, ENSG00000134897.14
OG0002622	ENSGALG00000050442.1, ENSGALG00000016815.7	ENSG00000169062.15
OG0002623	ENSGALG00000031388.2	ENSG00000109790.16
OG0002624	ENSGALG00000000223.7	ENSG00000163444.12
OG0002625	ENSGALG00000040208.2	ENSG00000249948.6
OG0002626	ENSGALG00000038948.3	ENSG00000117139.18
OG0002627	ENSGALG00000036076.2	ENSG00000115446.11
OG0002628	ENSGALG00000054173.1, ENSGALG00000051383.1	ENSG00000178177.15
OG0002629	ENSGALG00000053188.1, ENSGALG00000040709.3, ENSGALG00000053594.1	ENSG00000168658.19
OG0002630	ENSGALG00000015664.7	ENSG00000087274.17
OG0002631	ENSGALG00000014331.6	ENSG00000004478.8
OG0002632	ENSGALG00000016722.6, ENSGALG00000016724.6	ENSG00000130988.13
OG0002633	ENSGALG00000001046.6	ENSG00000080845.17
OG0002634	ENSGALG00000014163.6	ENSG00000100271.17
OG0002635	ENSGALG00000016340.7	ENSG00000130741.11, ENSG00000180574.3
OG0002636	ENSGALG00000016236.6	ENSG00000114374.13, ENSG00000124486.13
OG0002637	ENSGALG00000050444.1, ENSGALG00000046379.2	ENSG00000135205.15
OG0002638	ENSGALG00000052076.1, ENSGALG00000045726.2, ENSGALG00000046714.1	ENSG00000241945.8, ENSG00000275464.5
OG0002639	ENSGALG00000016142.7	ENSG00000157601.14, ENSG00000183486.13
OG0002640	ENSGALG00000007998.6	ENSG00000091137.14
OG0002641	ENSGALG00000023661.4	ENSG00000105865.11, ENSG00000284103.2, ENSG00000288558.1
OG0002642	ENSGALG00000037414.2	ENSG00000262911.5, ENSG00000177692.11
OG0002643	ENSGALG00000032660.2	ENSG00000159128.14, ENSG00000262795.5
OG0002644	ENSGALG00000015828.7	ENSG00000156273.16
OG0002645	ENSGALG00000015751.7	ENSG00000154723.12
OG0002646	ENSGALG00000015693.6	ENSG00000155313.15
OG0002647	ENSGALG00000003201.6	ENSG00000265690.7, ENSG00000135722.9
OG0002648	ENSGALG00000013615.6	ENSG00000129422.14
OG0002649	ENSGALG00000013602.6	ENSG00000078674.17
OG0002650	ENSGALG00000015414.6	ENSG00000178694.10
OG0002651	ENSGALG00000013590.6	ENSG00000283153.2, ENSG00000109536.12, ENSG00000275145.3, ENSG00000283630.2
OG0002653	ENSGALG00000009774.6	ENSG00000109381.20
OG0002654	ENSGALG00000054231.1	ENSG00000242715.8
OG0002655	ENSGALG00000022720.4, ENSGALG00000017136.6	ENSG00000121742.19, ENSG00000165474.8
OG0002656	ENSGALG00000038154.2	ENSG00000137693.14
OG0002657	ENSGALG00000017196.5	ENSG00000165895.19
OG0002658	ENSGALG00000012048.7	ENSG00000174720.16
OG0002660	ENSGALG00000014840.5	ENSG00000039537.13
OG0002661	ENSGALG00000014807.7	ENSG00000177034.16
OG0002662	ENSGALG00000014942.7	ENSG00000164346.10
OG0002663	ENSGALG00000002399.6	ENSG00000276910.4, ENSG00000145736.14, ENSG00000275045.4, ENSG00000274675.4, ENSG00000183474.15
OG0002664	ENSGALG00000015617.7	ENSG00000186468.13
OG0002665	ENSGALG00000014678.5	ENSG00000118985.16
OG0002666	ENSGALG00000028265.4	ENSG00000280951.3, ENSG00000148248.14
OG0002667	ENSGALG00000015105.6	ENSG00000164985.15
OG0002668	ENSGALG00000012606.7	ENSG00000135070.15
OG0002669	ENSGALG00000012585.6	ENSG00000188021.8, ENSG00000135018.14
OG0002670	ENSGALG00000015167.6	ENSG00000106772.18
OG0002672	ENSGALG00000033647.2	ENSG00000198604.11
OG0002673	ENSGALG00000009946.7	ENSG00000092148.13
OG0002674	ENSGALG00000011608.6, ENSGALG00000049308.1	ENSG00000203485.13
OG0002675	ENSGALG00000011534.7	ENSG00000100711.13
OG0002676	ENSGALG00000010675.6	ENSG00000100764.14
OG0002677	ENSGALG00000010665.6	ENSG00000053254.15
OG0002679	ENSGALG00000010504.6	ENSG00000063761.16
OG0002680	ENSGALG00000010237.5	ENSG00000119655.10
OG0002681	ENSGALG00000010225.6, ENSGALG00000008632.6	ENSG00000154930.15
OG0002682	ENSGALG00000010154.7	ENSG00000092208.17
OG0002683	ENSGALG00000050235.1	ENSG00000213339.9
OG0002684	ENSGALG00000041081.2, ENSGALG00000030707.3	ENSG00000152242.11
OG0002685	ENSGALG00000009300.7	ENSG00000133961.20
OG0002686	ENSGALG00000009269.6	ENSG00000258653.3, ENSG00000140043.11
OG0002687	ENSGALG00000041676.2	ENSG00000156269.5
OG0002688	ENSGALG00000050112.1, ENSGALG00000007886.7	ENSG00000149090.11
OG0002689	ENSGALG00000006446.4	ENSG00000205531.13, ENSG00000273562.4
OG0002690	ENSGALG00000006530.6	ENSG00000184281.15
OG0002691	ENSGALG00000040530.3	ENSG00000277281.3, ENSG00000277518.3, ENSG00000283350.2, ENSG00000184956.16
OG0002692	ENSGALG00000034811.3	ENSG00000177600.9
OG0002693	ENSGALG00000005776.7	ENSG00000099797.15
OG0002694	ENSGALG00000004300.6	ENSG00000282367.1, ENSG00000174915.12
OG0002696	ENSGALG00000034516.2	ENSG00000188803.15
OG0002697	ENSGALG00000033996.2	ENSG00000187824.8
OG0002698	ENSGALG00000011605.6	ENSG00000115109.14
OG0002699	ENSGALG00000041013.3	ENSG00000079308.19
OG0002700	ENSGALG00000002234.6	ENSG00000092929.11
OG0002701	ENSGALG00000002311.6	ENSG00000108479.12
OG0002703	ENSGALG00000002827.5	ENSG00000169727.12
OG0002704	ENSGALG00000002849.6	ENSG00000169738.8
OG0002705	ENSGALG00000007300.7	ENSG00000183010.17, ENSG00000143811.19
OG0002707	ENSGALG00000006644.6	ENSG00000164398.14, ENSG00000281938.2
OG0002708	ENSGALG00000043307.3	ENSG00000198130.16
OG0002709	ENSGALG00000038582.2	ENSG00000123643.13
OG0002710	ENSGALG00000008725.6	ENSG00000089177.18
OG0002711	ENSGALG00000029706.2	ENSG00000284260.2, ENSG00000176783.15
OG0002712	ENSGALG00000002478.7	ENSG00000280987.4, ENSG00000015479.19
OG0002713	ENSGALG00000016984.6	ENSG00000123200.16
OG0002714	ENSGALG00000037214.2	ENSG00000159733.13
OG0002715	ENSGALG00000039288.3	ENSG00000003756.17
OG0002716	ENSGALG00000019867.6, ENSGALG00000016499.6	ENSG00000163026.12
OG0002717	ENSGALG00000016467.7	ENSG00000163029.16
OG0002718	ENSGALG00000004184.7	ENSG00000152583.12, ENSG00000113140.11
OG0002719	ENSGALG00000032937.2	ENSG00000274161.4, ENSG00000198010.12, ENSG00000282152.1, ENSG00000282318.1
OG0002720	ENSGALG00000015468.7	ENSG00000279170.2, ENSG00000215845.11
OG0002721	ENSGALG00000007810.7	ENSG00000163605.15
OG0002722	ENSGALG00000039583.3	ENSG00000187098.15
OG0002723	ENSGALG00000015845.6	ENSG00000147223.6, ENSG00000203877.8
OG0002724	ENSGALG00000015858.7	ENSG00000083097.14
OG0002725	ENSGALG00000015898.6	ENSG00000196586.16
OG0002730	ENSGALG00000011659.5	ENSG00000120437.9
OG0002732	ENSGALG00000011426.5	ENSG00000249141.1, ENSG00000026297.15
OG0002733	ENSGALG00000011483.7	ENSG00000060762.19
OG0002736	ENSGALG00000010385.6	ENSG00000137221.14
OG0002737	ENSGALG00000034040.2	ENSG00000171467.16
OG0002738	ENSGALG00000010561.7	ENSG00000152133.14
OG0002739	ENSGALG00000040335.3	ENSG00000115816.15
OG0002740	ENSGALG00000009073.6	ENSG00000143801.17
OG0002741	ENSGALG00000009092.6	ENSG00000243244.6
OG0002742	ENSGALG00000042890.2	ENSG00000127445.13
OG0002743	ENSGALG00000001252.6	ENSG00000143578.16, ENSG00000060566.14
OG0002744	ENSGALG00000016345.6	ENSG00000184831.14
OG0002745	ENSGALG00000050888.1	ENSG00000165879.9, ENSG00000181274.7
OG0002747	ENSGALG00000024031.4	ENSG00000008283.16
OG0002750	ENSGALG00000043541.2	ENSG00000153914.16
OG0002751	ENSGALG00000029674.2	ENSG00000272391.6, ENSG00000196313.11
OG0002752	ENSGALG00000001253.6	ENSG00000056586.16
OG0002753	ENSGALG00000004346.6	ENSG00000186912.6
OG0002755	ENSGALG00000013281.6	ENSG00000111834.13, ENSG00000104941.8
OG0002758	ENSGALG00000004039.6	ENSG00000173436.15, ENSG00000270136.6
OG0002762	ENSGALG00000047890.1	ENSG00000183036.11
OG0002763	ENSGALG00000005623.4	ENSG00000100109.17
OG0002764	ENSGALG00000008362.6	ENSG00000132671.5
OG0002764	ENSGALG00000010139.5	ENSG00000139874.6
OG0002765	ENSGALG00000033356.2	ENSG00000115042.10, ENSG00000144199.11
OG0002767	ENSGALG00000023689.4	ENSG00000130707.18
OG0002770	ENSGALG00000029947.2	ENSG00000139428.12
OG0002771	ENSGALG00000038133.2	ENSG00000256235.2
OG0002797	ENSGALG00000001534.6	ENSG00000167874.7
OG0002798	ENSGALG00000001229.7	ENSG00000157933.10
OG0002799	ENSGALG00000030160.2	ENSG00000159625.15
OG0002800	ENSGALG00000034960.3	ENSG00000009950.16
OG0002801	ENSGALG00000035824.2	ENSG00000100299.18
OG0002802	ENSGALG00000006207.6	ENSG00000101294.17
OG0002803	ENSGALG00000031305.2	ENSG00000148541.13
OG0002804	ENSGALG00000007282.6	ENSG00000183862.5
OG0002806	ENSGALG00000030773.2	ENSG00000047457.14
OG0002807	ENSGALG00000030120.3, ENSGALG00000025751.4	ENSG00000077009.13
OG0002809	ENSGALG00000034100.2	ENSG00000137831.15
OG0002810	ENSGALG00000000576.6	ENSG00000143303.12
OG0002811	ENSGALG00000003517.7	ENSG00000176261.15
OG0002812	ENSGALG00000016017.7	ENSG00000088836.14
OG0002813	ENSGALG00000041616.2	ENSG00000119669.5
OG0002814	ENSGALG00000000129.6	ENSG00000141002.20
OG0002815	ENSGALG00000039472.2	ENSG00000075856.12
OG0002817	ENSGALG00000013853.6	ENSG00000141385.10
OG0002818	ENSGALG00000004959.7	ENSG00000169047.5
OG0002819	ENSGALG00000032419.2	ENSG00000130052.13
OG0002820	ENSGALG00000033207.3	ENSG00000106049.9
OG0002822	ENSGALG00000038733.2	ENSG00000182606.16
OG0002823	ENSGALG00000042612.2	ENSG00000146828.18
OG0002824	ENSGALG00000047954.1	ENSG00000136279.20
OG0002825	ENSGALG00000036971.3	ENSG00000114279.13
OG0002826	ENSGALG00000003693.6	ENSG00000127603.28
OG0002827	ENSGALG00000042478.1	ENSG00000212907.2
OG0002828	ENSGALG00000030857.2	ENSG00000090686.16
OG0002829	ENSGALG00000016577.7	ENSG00000115155.17
OG0002830	ENSGALG00000054164.1	ENSG00000106012.18
OG0002831	ENSGALG00000008529.7	ENSG00000118246.14
OG0002832	ENSGALG00000025810.4	ENSG00000147082.18
OG0002833	ENSGALG00000032428.3, ENSGALG00000004480.5	ENSG00000131943.17
OG0002835	ENSGALG00000033753.3	ENSG00000110435.12
OG0002836	ENSGALG00000008666.5	ENSG00000163599.17
OG0002837	ENSGALG00000026607.3	ENSG00000169609.14
OG0002838	ENSGALG00000006010.7	ENSG00000235272.2, ENSG00000169612.4
OG0002839	ENSGALG00000014067.7	ENSG00000104969.10
OG0002840	ENSGALG00000050983.1	ENSG00000185532.19
OG0002841	ENSGALG00000011244.6	ENSG00000185559.16
OG0002842	ENSGALG00000011220.6	ENSG00000197119.13
OG0002843	ENSGALG00000011213.7	ENSG00000168350.8
OG0002844	ENSGALG00000035115.2	ENSG00000205832.7
OG0002845	ENSGALG00000037492.2	ENSG00000102858.13
OG0002846	ENSGALG00000001513.7	ENSG00000119397.16
OG0002847	ENSGALG00000031684.2	ENSG00000281540.3, ENSG00000179051.14
OG0002848	ENSGALG00000028409.2	ENSG00000143977.14
OG0002849	ENSGALG00000001565.6	ENSG00000106804.8
OG0002850	ENSGALG00000035919.3	ENSG00000072134.15
OG0002851	ENSGALG00000003757.5	ENSG00000130714.16
OG0002853	ENSGALG00000000864.6	ENSG00000119402.17
OG0002855	ENSGALG00000011900.5	ENSG00000198951.12
OG0002856	ENSGALG00000002442.4	ENSG00000284290.2, ENSG00000175311.7
OG0002857	ENSGALG00000016555.7	ENSG00000138029.14
OG0002858	ENSGALG00000007817.6	ENSG00000135373.12
OG0002859	ENSGALG00000030450.2	ENSG00000106665.16
OG0002861	ENSGALG00000008373.6	ENSG00000082146.13
OG0002862	ENSGALG00000005704.7	ENSG00000166136.16, ENSG00000255339.6
OG0002863	ENSGALG00000028302.4	ENSG00000164405.11
OG0002864	ENSGALG00000033954.3	ENSG00000106609.16
OG0002866	ENSGALG00000003582.6	ENSG00000079215.14
OG0002867	ENSGALG00000013377.5	ENSG00000164187.7
OG0002868	ENSGALG00000052889.1, ENSGALG00000014643.6	ENSG00000163374.19, ENSG00000116580.18
OG0002869	ENSGALG00000000451.6	ENSG00000197889.10
OG0002870	ENSGALG00000003432.5	ENSG00000113492.14
OG0002873	ENSGALG00000043628.2	ENSG00000130725.8
OG0002875	ENSGALG00000047713.1	ENSG00000103485.19
OG0002878	ENSGALG00000049884.1, ENSGALG00000003175.5	ENSG00000198870.8, ENSG00000281245.2
OG0002879	ENSGALG00000007289.7	ENSG00000166855.9
OG0002880	ENSGALG00000041867.2	ENSG00000249624.9, ENSG00000159110.19
OG0002881	ENSGALG00000014603.5	ENSG00000182326.15
OG0002882	ENSGALG00000014659.6	ENSG00000288512.1, ENSG00000159403.18
OG0002883	ENSGALG00000006083.6	ENSG00000160789.20
OG0002884	ENSGALG00000014931.6	ENSG00000157869.15
OG0002885	ENSGALG00000003518.6	ENSG00000158669.11
OG0002886	ENSGALG00000019736.6	ENSG00000128285.4
OG0002888	ENSGALG00000034166.2	ENSG00000140948.13
OG0002890	ENSGALG00000028774.4	ENSG00000197747.9
OG0002891	ENSGALG00000029172.4	ENSG00000151366.13, ENSG00000259112.2
OG0002892	ENSGALG00000035803.2, ENSGALG00000052452.1	ENSG00000151365.2
OG0002893	ENSGALG00000000091.6	ENSG00000149262.17
OG0002894	ENSGALG00000005530.8	ENSG00000136451.9
OG0002895	ENSGALG00000039855.2	ENSG00000048471.14
OG0002896	ENSGALG00000000991.6	ENSG00000120656.11
OG0002897	ENSGALG00000038488.3	ENSG00000162419.12
OG0002898	ENSGALG00000007004.7	ENSG00000166736.11
OG0002899	ENSGALG00000006969.7	ENSG00000048028.11
OG0002900	ENSGALG00000005894.7	ENSG00000138592.14
OG0002901	ENSGALG00000031216.3	ENSG00000132589.16
OG0002902	ENSGALG00000001394.7	ENSG00000288408.1, ENSG00000138629.16
OG0002904	ENSGALG00000052643.1	ENSG00000166920.12
OG0002905	ENSGALG00000007595.6	ENSG00000186001.14
OG0002906	ENSGALG00000005468.6	ENSG00000275066.5, ENSG00000274047.4
OG0002907	ENSGALG00000034510.2	ENSG00000215305.10
OG0002908	ENSGALG00000039316.2	ENSG00000048828.17
OG0002909	ENSGALG00000007177.4	ENSG00000144724.20
OG0002910	ENSGALG00000032858.2	ENSG00000137876.10
OG0002911	ENSGALG00000016772.5	ENSG00000115539.14
OG0002913	ENSGALG00000007070.6	ENSG00000155719.17, ENSG00000284559.2
OG0002914	ENSGALG00000009224.6	ENSG00000196659.10, ENSG00000197557.7
OG0002915	ENSGALG00000005649.6	ENSG00000168890.14
OG0002916	ENSGALG00000003189.7	ENSG00000066136.20
OG0002917	ENSGALG00000037699.2	ENSG00000163945.18
OG0002918	ENSGALG00000003400.6	ENSG00000106305.10
OG0002919	ENSGALG00000033014.2	ENSG00000144048.10
OG0002920	ENSGALG00000002321.6	ENSG00000125166.13
OG0002921	ENSGALG00000004195.4	ENSG00000226650.6, ENSG00000090889.12
OG0002922	ENSGALG00000006068.6	ENSG00000288130.1, ENSG00000090905.19
OG0002923	ENSGALG00000024039.4	ENSG00000253797.2, ENSG00000156697.13
OG0002924	ENSGALG00000002489.8	ENSG00000196422.11
OG0002925	ENSGALG00000002515.7	ENSG00000130558.19
OG0002926	ENSGALG00000012388.7	ENSG00000120265.17
OG0002927	ENSGALG00000003920.6, ENSGALG00000049443.1	ENSG00000122126.17
OG0002928	ENSGALG00000001837.6	ENSG00000160991.16
OG0002929	ENSGALG00000052012.1	ENSG00000101745.17
OG0002930	ENSGALG00000047102.1	ENSG00000186193.9
OG0002931	ENSGALG00000030801.3	ENSG00000163394.6
OG0002932	ENSGALG00000048866.1	ENSG00000072518.20
OG0002933	ENSGALG00000012971.7	ENSG00000120262.10
OG0002934	ENSGALG00000012973.6	ENSG00000091831.23
OG0002935	ENSGALG00000054235.1	ENSG00000284927.1
OG0002936	ENSGALG00000035237.2	ENSG00000091436.17
OG0002937	ENSGALG00000021231.5	ENSG00000133678.14
OG0002938	ENSGALG00000042129.2	ENSG00000141646.14
OG0002939	ENSGALG00000013969.7	ENSG00000118514.14
OG0002940	ENSGALG00000004160.5	ENSG00000145907.15
OG0002942	ENSGALG00000003570.5	ENSG00000138363.15
OG0002943	ENSGALG00000001779.7	ENSG00000196123.13
OG0002944	ENSGALG00000047024.1	ENSG00000225614.3
OG0002945	ENSGALG00000013990.7	ENSG00000112306.8
OG0002946	ENSGALG00000019961.6	ENSG00000146409.12
OG0002947	ENSGALG00000004083.6	ENSG00000155511.18
OG0002948	ENSGALG00000009714.7	ENSG00000145439.12
OG0002949	ENSGALG00000003650.6	ENSG00000130935.10
OG0002950	ENSGALG00000052067.1, ENSGALG00000000830.7	ENSG00000158636.16
OG0002951	ENSGALG00000003995.7	ENSG00000132591.12
OG0002952	ENSGALG00000008376.6	ENSG00000145191.15
OG0002953	ENSGALG00000011128.7	ENSG00000115233.12
OG0002954	ENSGALG00000012833.7	ENSG00000184056.14, ENSG00000284946.1
OG0002955	ENSGALG00000021378.6	ENSG00000165006.14
OG0002956	ENSGALG00000005806.6	ENSG00000186638.16
OG0002957	ENSGALG00000007382.7	ENSG00000158825.6
OG0002958	ENSGALG00000050819.1	ENSG00000168056.16
OG0002959	ENSGALG00000041505.2	ENSG00000130723.20
OG0002960	ENSGALG00000002843.7	ENSG00000274145.2, ENSG00000167705.12
OG0002962	ENSGALG00000001467.7	ENSG00000185722.18
